"mouse_symbol","human_symbol","sources","source_count","confidence_score","mapping_type"
"Abhd14b","ABHD14B","homologene+ensembl",2,"1","one_to_one"
"Abhd15","ABHD15","homologene+ensembl",2,"1","one_to_one"
"Abhd16a","ABHD16A","homologene+ensembl",2,"1","one_to_one"
"Abhd16b","ABHD16B","homologene+ensembl",2,"1","one_to_one"
"Abhd17a","ABHD17A","homologene+ensembl",2,"1","one_to_one"
"Abhd17b","ABHD17B","homologene+ensembl",2,"1","one_to_one"
"Abhd17c","ABHD17C","homologene+ensembl",2,"1","one_to_one"
"Abhd18","ABHD18","homologene+ensembl",2,"1","one_to_one"
"Abhd2","ABHD2","homologene+ensembl",2,"1","one_to_one"
"Abhd3","ABHD3","homologene+ensembl",2,"1","one_to_one"
"Abhd4","ABHD4","homologene+ensembl",2,"1","one_to_one"
"Abhd5","ABHD5","homologene+ensembl",2,"1","one_to_one"
"Abhd6","ABHD6","homologene+ensembl",2,"1","one_to_one"
"Abhd8","ABHD8","homologene+ensembl",2,"1","one_to_one"
"Abi1","ABI1","homologene+ensembl",2,"1","one_to_one"
"Abi2","ABI2","homologene+ensembl",2,"1","one_to_one"
"Abi3","ABI3","homologene+ensembl",2,"1","one_to_one"
"Abi3bp","ABI3BP","ensembl",1,"0.6","one_to_one"
"Abitram","ABITRAM","homologene",1,"0.8","one_to_one"
"Abl1","ABL1","homologene+ensembl",2,"1","one_to_one"
"Abl2","ABL2","homologene+ensembl",2,"1","one_to_one"
"Ablim1","ABLIM1","homologene+ensembl",2,"1","one_to_one"
"Ablim2","ABLIM2","homologene+ensembl",2,"1","one_to_one"
"Ablim3","ABLIM3","homologene+ensembl",2,"1","one_to_one"
"Abo","ABO","homologene+ensembl",2,"1","one_to_one"
"Abr","ABR","homologene+ensembl",2,"1","one_to_one"
"Abra","ABRA","homologene+ensembl",2,"1","one_to_one"
"Abracl","ABRACL","homologene+ensembl",2,"1","one_to_one"
"Abraxas1","ABRAXAS1","homologene+ensembl",2,"1","one_to_one"
"Abraxas2","ABRAXAS2","homologene+ensembl",2,"1","one_to_one"
"Abt1","ABT1","homologene+ensembl",2,"1","one_to_one"
"Abtb1","ABTB1","homologene+ensembl",2,"1","one_to_one"
"Abtb2","ABTB2","homologene+ensembl",2,"1","one_to_one"
"Acaa1a","ACAA1","homologene+ensembl",2,"1","one_to_one"
"Acaa1b","ACAA1","ensembl",1,"0.6","one_to_one"
"Acaa2","ACAA2","homologene+ensembl",2,"1","one_to_one"
"Acaca","ACACA","homologene+ensembl",2,"1","one_to_one"
"Acacb","ACACB","homologene+ensembl",2,"1","one_to_one"
"Acad10","ACAD10","homologene+ensembl",2,"1","one_to_one"
"Acad11","ACAD11","homologene+ensembl",2,"1","one_to_one"
"Acad12","ACAD10","ensembl",1,"0.6","one_to_one"
"Acad8","ACAD8","homologene+ensembl",2,"1","one_to_one"
"Acad9","ACAD9","homologene+ensembl",2,"1","one_to_one"
"Acadl","ACADL","homologene+ensembl",2,"1","one_to_one"
"Acadm","ACADM","homologene+ensembl",2,"1","one_to_one"
"Acads","ACADS","homologene+ensembl",2,"1","one_to_one"
"Acadsb","ACADSB","homologene+ensembl",2,"1","one_to_one"
"Acadvl","ACADVL","homologene+ensembl",2,"1","one_to_one"
"Acan","ACAN","ensembl",1,"0.6","one_to_one"
"Acap1","ACAP1","homologene+ensembl",2,"1","one_to_one"
"Acap2","ACAP2","homologene+ensembl",2,"1","one_to_one"
"Acap3","ACAP3","homologene+ensembl",2,"1","one_to_one"
"Acat1","ACAT1","homologene+ensembl",2,"1","one_to_one"
"Acat2","ACAT2","homologene+ensembl",2,"1","one_to_one"
"Acat3","ACAT2","homologene+ensembl",2,"1","one_to_one"
"Acbd3","ACBD3","homologene+ensembl",2,"1","one_to_one"
"Acbd4","ACBD4","homologene+ensembl",2,"1","one_to_one"
"Acbd5","ACBD5","homologene+ensembl",2,"1","one_to_one"
"Acbd6","ACBD6","homologene+ensembl",2,"1","one_to_one"
"Acbd7","ACBD7","homologene+ensembl",2,"1","one_to_one"
"Accs","ACCS","homologene+ensembl",2,"1","one_to_one"
"Accsl","ACCSL","homologene+ensembl",2,"1","one_to_one"
"Acd","ACD","homologene+ensembl",2,"1","one_to_one"
"Ace","ACE","homologene+ensembl",2,"1","one_to_one"
"Ace2","ACE2","homologene+ensembl",2,"1","one_to_one"
"Acer1","ACER1","homologene+ensembl",2,"1","one_to_one"
"Acer2","ACER2","homologene+ensembl",2,"1","one_to_one"
"Acer3","ACER3","homologene+ensembl",2,"1","one_to_one"
"Ache","ACHE","homologene+ensembl",2,"1","one_to_one"
"Acin1","ACIN1","homologene+ensembl",2,"1","one_to_one"
"Ackr1","ACKR1","homologene+ensembl",2,"1","one_to_one"
"Ackr2","ACKR2","homologene+ensembl",2,"1","one_to_one"
"Ackr3","ACKR3","homologene+ensembl",2,"1","one_to_one"
"Ackr4","ACKR4","homologene+ensembl",2,"1","one_to_one"
"Acly","ACLY","homologene+ensembl",2,"1","one_to_one"
"Acmsd","ACMSD","homologene+ensembl",2,"1","one_to_one"
"Aco1","ACO1","homologene+ensembl",2,"1","one_to_one"
"Aco2","ACO2","homologene+ensembl",2,"1","one_to_one"
"Acod1","ACOD1","homologene+ensembl",2,"1","one_to_one"
"Acot10","ACOT9","homologene+ensembl",2,"1","one_to_one"
"Acot11","ACOT11","homologene+ensembl",2,"1","one_to_one"
"Acot12","ACOT12","homologene+ensembl",2,"1","one_to_one"
"Acot13","ACOT13","homologene+ensembl",2,"1","one_to_one"
"Acot2","ACOT2","homologene+ensembl",2,"1","one_to_one"
"Acot3","ACOT1","homologene+ensembl",2,"1","one_to_one"
"Acot4","ACOT4","homologene+ensembl",2,"1","one_to_one"
"Acot6","ACOT6","ensembl",1,"0.6","one_to_one"
"Acot7","ACOT7","homologene+ensembl",2,"1","one_to_one"
"Acot8","ACOT8","homologene+ensembl",2,"1","one_to_one"
"Acot9","ACOT9","homologene+ensembl",2,"1","one_to_one"
"Acox1","ACOX1","homologene+ensembl",2,"1","one_to_one"
"Acox2","ACOX2","homologene+ensembl",2,"1","one_to_one"
"Acox3","ACOX3","homologene+ensembl",2,"1","one_to_one"
"Acoxl","ACOXL","homologene+ensembl",2,"1","one_to_one"
"Acp1","ACP1","homologene+ensembl",2,"1","one_to_one"
"Acp2","ACP2","homologene+ensembl",2,"1","one_to_one"
"Acp4","ACP4","homologene+ensembl",2,"1","one_to_one"
"Acp5","ACP5","ensembl",1,"0.6","one_to_one"
"Acp6","ACP6","homologene+ensembl",2,"1","one_to_one"
"Acp7","ACP7","homologene+ensembl",2,"1","one_to_one"
"Acpp","ACPP","homologene+ensembl",2,"1","one_to_one"
"Acr","ACR","homologene+ensembl",2,"1","one_to_one"
"Acrbp","ACRBP","homologene+ensembl",2,"1","one_to_one"
"Acrv1","ACRV1","homologene+ensembl",2,"1","one_to_one"
"Acsbg1","ACSBG1","homologene+ensembl",2,"1","one_to_one"
"Acsbg2","ACSBG2","homologene+ensembl",2,"1","one_to_one"
"Acsf2","ACSF2","homologene+ensembl",2,"1","one_to_one"
"Acsf3","ACSF3","homologene+ensembl",2,"1","one_to_one"
"Acsl1","ACSL1","homologene+ensembl",2,"1","one_to_one"
"Acsl3","ACSL3","homologene+ensembl",2,"1","one_to_one"
"Acsl4","ACSL4","homologene+ensembl",2,"1","one_to_one"
"Acsl5","ACSL5","homologene+ensembl",2,"1","one_to_one"
"Acsl6","ACSL6","homologene+ensembl",2,"1","one_to_one"
"Acsm1","ACSM1","homologene+ensembl",2,"1","one_to_one"
"Acsm2","ACSM2A","homologene+ensembl",2,"1","one_to_one"
"Acsm3","ACSM3","homologene+ensembl",2,"1","one_to_one"
"Acsm4","ACSM4","homologene+ensembl",2,"1","one_to_one"
"Acsm5","ACSM5","homologene+ensembl",2,"1","one_to_one"
"Acss1","ACSS1","homologene+ensembl",2,"1","one_to_one"
"Acss2","ACSS2","homologene+ensembl",2,"1","one_to_one"
"Acss3","ACSS3","homologene+ensembl",2,"1","one_to_one"
"Acta1","ACTA1","homologene+ensembl",2,"1","one_to_one"
"Acta2","ACTA2","homologene+ensembl",2,"1","one_to_one"
"Actb","ACTB","homologene+ensembl",2,"1","one_to_one"
"Actbl2","ACTBL2","homologene+ensembl",2,"1","one_to_one"
"Actc1","ACTC1","homologene+ensembl",2,"1","one_to_one"
"Actg1","ACTG1","homologene+ensembl",2,"1","one_to_one"
"Actg2","ACTG2","homologene+ensembl",2,"1","one_to_one"
"Actl10","ACTL10","homologene+ensembl",2,"1","one_to_one"
"Actl6a","ACTL6A","homologene+ensembl",2,"1","one_to_one"
"Actl6b","ACTL6B","homologene+ensembl",2,"1","one_to_one"
"Actl7a","ACTL7A","homologene+ensembl",2,"1","one_to_one"
"Actl7b","ACTL7B","homologene+ensembl",2,"1","one_to_one"
"Actl9","ACTL9","homologene+ensembl",2,"1","one_to_one"
"Actn1","ACTN1","homologene+ensembl",2,"1","one_to_one"
"Actn2","ACTN2","homologene+ensembl",2,"1","one_to_one"
"Actn3","ACTN3","ensembl",1,"0.6","one_to_one"
"Actn4","ACTN4","homologene+ensembl",2,"1","one_to_one"
"Actr10","ACTR10","homologene+ensembl",2,"1","one_to_one"
"Actr1a","ACTR1A","homologene+ensembl",2,"1","one_to_one"
"Actr1b","ACTR1B","homologene+ensembl",2,"1","one_to_one"
"Actr2","ACTR2","homologene+ensembl",2,"1","one_to_one"
"Actr3","ACTR3","homologene+ensembl",2,"1","one_to_one"
"Actr3b","ACTR3B","homologene+ensembl",2,"1","one_to_one"
"Actr5","ACTR5","homologene+ensembl",2,"1","one_to_one"
"Actr6","ACTR6","homologene+ensembl",2,"1","one_to_one"
"Actr8","ACTR8","homologene+ensembl",2,"1","one_to_one"
"Actrt1","ACTRT1","homologene+ensembl",2,"1","one_to_one"
"Actrt2","ACTRT2","homologene+ensembl",2,"1","one_to_one"
"Actrt3","ACTRT3","homologene+ensembl",2,"1","one_to_one"
"Acvr1","ACVR1","homologene+ensembl",2,"1","one_to_one"
"Acvr1b","ACVR1B","homologene+ensembl",2,"1","one_to_one"
"Acvr1c","ACVR1C","homologene+ensembl",2,"1","one_to_one"
"Acvr2a","ACVR2A","homologene+ensembl",2,"1","one_to_one"
"Acvr2b","ACVR2B","homologene+ensembl",2,"1","one_to_one"
"Acvrl1","ACVRL1","homologene+ensembl",2,"1","one_to_one"
"Acy1","ACY1","homologene+ensembl",2,"1","one_to_one"
"Acy3","ACY3","homologene+ensembl",2,"1","one_to_one"
"Acyp1","ACYP1","homologene+ensembl",2,"1","one_to_one"
"Acyp2","ACYP2","homologene+ensembl",2,"1","one_to_one"
"Ada","ADA","homologene+ensembl",2,"1","one_to_one"
"Adad1","ADAD1","homologene+ensembl",2,"1","one_to_one"
"Adad2","ADAD2","homologene+ensembl",2,"1","one_to_one"
"Adal","ADAL","homologene+ensembl",2,"1","one_to_one"
"Adam10","ADAM10","homologene+ensembl",2,"1","one_to_one"
"Adam11","ADAM11","homologene+ensembl",2,"1","one_to_one"
"Adam12","ADAM12","homologene+ensembl",2,"1","one_to_one"
"Adam15","ADAM15","homologene+ensembl",2,"1","one_to_one"
"Adam17","ADAM17","homologene+ensembl",2,"1","one_to_one"
"Adam18","ADAM18","homologene+ensembl",2,"1","one_to_one"
"Adam19","ADAM19","homologene+ensembl",2,"1","one_to_one"
"Adam2","ADAM2","homologene+ensembl",2,"1","one_to_one"
"Adam20","ADAM20","homologene+ensembl",2,"1","one_to_one"
"Adam21","ADAM21","homologene+ensembl",2,"1","one_to_one"
"Adam22","ADAM22","homologene+ensembl",2,"1","one_to_one"
"Adam23","ADAM23","homologene+ensembl",2,"1","one_to_one"
"Adam25","ADAM20","homologene+ensembl",2,"1","one_to_one"
"Adam28","ADAM28","homologene+ensembl",2,"1","one_to_one"
"Adam29","ADAM29","homologene+ensembl",2,"1","one_to_one"
"Adam30","ADAM30","homologene+ensembl",2,"1","one_to_one"
"Adam32","ADAM32","homologene+ensembl",2,"1","one_to_one"
"Adam33","ADAM33","homologene+ensembl",2,"1","one_to_one"
"Adam39","ADAM20","homologene+ensembl",2,"1","one_to_one"
"Adam7","ADAM7","homologene+ensembl",2,"1","one_to_one"
"Adam8","ADAM8","homologene+ensembl",2,"1","one_to_one"
"Adam9","ADAM9","homologene+ensembl",2,"1","one_to_one"
"Adamdec1","ADAMDEC1","homologene+ensembl",2,"1","one_to_one"
"Adamts1","ADAMTS1","homologene+ensembl",2,"1","one_to_one"
"Adamts10","ADAMTS10","homologene+ensembl",2,"1","one_to_one"
"Adamts12","ADAMTS12","homologene+ensembl",2,"1","one_to_one"
"Adamts13","ADAMTS13","homologene+ensembl",2,"1","one_to_one"
"Adamts14","ADAMTS14","homologene+ensembl",2,"1","one_to_one"
"Adamts15","ADAMTS15","homologene+ensembl",2,"1","one_to_one"
"Adamts16","ADAMTS16","homologene+ensembl",2,"1","one_to_one"
"Adamts17","ADAMTS17","homologene+ensembl",2,"1","one_to_one"
"Adamts18","ADAMTS18","homologene+ensembl",2,"1","one_to_one"
"Adamts19","ADAMTS19","homologene+ensembl",2,"1","one_to_one"
"Adamts2","ADAMTS2","homologene+ensembl",2,"1","one_to_one"
"Adamts20","ADAMTS20","homologene+ensembl",2,"1","one_to_one"
"Adamts3","ADAMTS3","homologene+ensembl",2,"1","one_to_one"
"Adamts4","ADAMTS4","homologene+ensembl",2,"1","one_to_one"
"Adamts5","ADAMTS5","homologene+ensembl",2,"1","one_to_one"
"Adamts6","ADAMTS6","homologene+ensembl",2,"1","one_to_one"
"Adamts7","ADAMTS7","homologene+ensembl",2,"1","one_to_one"
"Adamts8","ADAMTS8","homologene+ensembl",2,"1","one_to_one"
"Adamts9","ADAMTS9","homologene+ensembl",2,"1","one_to_one"
"Adamtsl1","ADAMTSL1","homologene+ensembl",2,"1","one_to_one"
"Adamtsl2","ADAMTSL2","homologene+ensembl",2,"1","one_to_one"
"Adamtsl3","ADAMTSL3","homologene+ensembl",2,"1","one_to_one"
"Adamtsl4","ADAMTSL4","homologene+ensembl",2,"1","one_to_one"
"Adamtsl5","ADAMTSL5","homologene+ensembl",2,"1","one_to_one"
"Adap1","ADAP1","homologene+ensembl",2,"1","one_to_one"
"Adap2","ADAP2","homologene+ensembl",2,"1","one_to_one"
"Adar","ADAR","homologene+ensembl",2,"1","one_to_one"
"Adarb1","ADARB1","homologene+ensembl",2,"1","one_to_one"
"Adarb2","ADARB2","homologene+ensembl",2,"1","one_to_one"
"Adat1","ADAT1","homologene+ensembl",2,"1","one_to_one"
"Adat2","ADAT2","homologene+ensembl",2,"1","one_to_one"
"Adat3","ADAT3","homologene+ensembl",2,"1","one_to_one"
"Adck1","ADCK1","homologene+ensembl",2,"1","one_to_one"
"Adck2","ADCK2","homologene+ensembl",2,"1","one_to_one"
"Adck5","ADCK5","homologene+ensembl",2,"1","one_to_one"
"Adcy1","ADCY1","homologene+ensembl",2,"1","one_to_one"
"Adcy10","ADCY10","homologene+ensembl",2,"1","one_to_one"
"Adcy2","ADCY2","homologene+ensembl",2,"1","one_to_one"
"Adcy3","ADCY3","homologene+ensembl",2,"1","one_to_one"
"Adcy4","ADCY4","homologene+ensembl",2,"1","one_to_one"
"Adcy5","ADCY5","homologene+ensembl",2,"1","one_to_one"
"Adcy6","ADCY6","homologene+ensembl",2,"1","one_to_one"
"Adcy7","ADCY7","homologene+ensembl",2,"1","one_to_one"
"Adcy8","ADCY8","homologene+ensembl",2,"1","one_to_one"
"Adcy9","ADCY9","homologene+ensembl",2,"1","one_to_one"
"Adcyap1","ADCYAP1","homologene+ensembl",2,"1","one_to_one"
"Adcyap1r1","ADCYAP1R1","homologene+ensembl",2,"1","one_to_one"
"Add1","ADD1","homologene+ensembl",2,"1","one_to_one"
"Add2","ADD2","homologene+ensembl",2,"1","one_to_one"
"Add3","ADD3","homologene+ensembl",2,"1","one_to_one"
"Adgb","ADGB","homologene+ensembl",2,"1","one_to_one"
"Adgra1","ADGRA1","homologene+ensembl",2,"1","one_to_one"
"Adgra2","ADGRA2","homologene+ensembl",2,"1","one_to_one"
"Adgra3","ADGRA3","homologene+ensembl",2,"1","one_to_one"
"Adgrb1","ADGRB1","homologene+ensembl",2,"1","one_to_one"
"Adgrb2","ADGRB2","homologene+ensembl",2,"1","one_to_one"
"Adgrb3","ADGRB3","homologene+ensembl",2,"1","one_to_one"
"Adgrd1","ADGRD1","homologene+ensembl",2,"1","one_to_one"
"Adgre1","ADGRE1","homologene+ensembl",2,"1","one_to_one"
"Adgre5","ADGRE5","homologene+ensembl",2,"1","one_to_one"
"Adgrf1","ADGRF1","homologene+ensembl",2,"1","one_to_one"
"Adgrf2","ADGRF2","homologene+ensembl",2,"1","one_to_one"
"Adgrf3","ADGRF3","homologene+ensembl",2,"1","one_to_one"
"Adgrf4","ADGRF4","homologene+ensembl",2,"1","one_to_one"
"Adgrf5","ADGRF5","homologene+ensembl",2,"1","one_to_one"
"Adgrg1","ADGRG1","homologene+ensembl",2,"1","one_to_one"
"Adgrg2","ADGRG2","homologene+ensembl",2,"1","one_to_one"
"Adgrg3","ADGRG3","homologene+ensembl",2,"1","one_to_one"
"Adgrg4","ADGRG4","homologene+ensembl",2,"1","one_to_one"
"Adgrg5","ADGRG5","homologene+ensembl",2,"1","one_to_one"
"Adgrg6","ADGRG6","homologene+ensembl",2,"1","one_to_one"
"Adgrg7","ADGRG7","homologene+ensembl",2,"1","one_to_one"
"Adgrl1","ADGRL1","homologene+ensembl",2,"1","one_to_one"
"Adgrl2","ADGRL2","homologene+ensembl",2,"1","one_to_one"
"Adgrl3","ADGRL3","homologene+ensembl",2,"1","one_to_one"
"Adgrl4","ADGRL4","homologene+ensembl",2,"1","one_to_one"
"Adgrv1","ADGRV1","homologene+ensembl",2,"1","one_to_one"
"Adh1","ADH1C","homologene+ensembl",2,"1","one_to_one"
"Adh4","ADH4","homologene+ensembl",2,"1","one_to_one"
"Adh5","ADH5","homologene+ensembl",2,"1","one_to_one"
"Adh7","ADH7","homologene+ensembl",2,"1","one_to_one"
"Adhfe1","ADHFE1","homologene+ensembl",2,"1","one_to_one"
"Adi1","ADI1","homologene+ensembl",2,"1","one_to_one"
"Adig","ADIG","ensembl",1,"0.6","one_to_one"
"Adipoq","ADIPOQ","homologene+ensembl",2,"1","one_to_one"
"Adipor1","ADIPOR1","homologene+ensembl",2,"1","one_to_one"
"Adipor2","ADIPOR2","homologene+ensembl",2,"1","one_to_one"
"Adk","ADK","homologene+ensembl",2,"1","one_to_one"
"Adm","ADM","homologene+ensembl",2,"1","one_to_one"
"Adm2","ADM2","homologene+ensembl",2,"1","one_to_one"
"Adnp","ADNP","homologene+ensembl",2,"1","one_to_one"
"Adnp2","ADNP2","homologene+ensembl",2,"1","one_to_one"
"Ado","ADO","homologene+ensembl",2,"1","one_to_one"
"Adora1","ADORA1","homologene+ensembl",2,"1","one_to_one"
"Adora2a","ADORA2A","homologene+ensembl",2,"1","one_to_one"
"Adora2b","ADORA2B","homologene+ensembl",2,"1","one_to_one"
"Adora3","ADORA3","homologene+ensembl",2,"1","one_to_one"
"Adpgk","ADPGK","homologene+ensembl",2,"1","one_to_one"
"Adprh","ADPRH","homologene+ensembl",2,"1","one_to_one"
"Adprhl1","ADPRHL1","homologene+ensembl",2,"1","one_to_one"
"Adprhl2","ADPRHL2","homologene+ensembl",2,"1","one_to_one"
"Adprm","ADPRM","homologene+ensembl",2,"1","one_to_one"
"Adra1a","ADRA1A","homologene+ensembl",2,"1","one_to_one"
"Adra1b","ADRA1B","homologene+ensembl",2,"1","one_to_one"
"Adra1d","ADRA1D","homologene+ensembl",2,"1","one_to_one"
"Adra2a","ADRA2A","homologene+ensembl",2,"1","one_to_one"
"Adra2b","ADRA2B","homologene+ensembl",2,"1","one_to_one"
"Adra2c","ADRA2C","homologene+ensembl",2,"1","one_to_one"
"Adrb1","ADRB1","homologene+ensembl",2,"1","one_to_one"
"Adrb2","ADRB2","homologene+ensembl",2,"1","one_to_one"
"Adrb3","ADRB3","homologene+ensembl",2,"1","one_to_one"
"Adrm1","ADRM1","homologene+ensembl",2,"1","one_to_one"
"Adsl","ADSL","homologene+ensembl",2,"1","one_to_one"
"Adss","ADSS","homologene+ensembl",2,"1","one_to_one"
"Adssl1","ADSSL1","homologene+ensembl",2,"1","one_to_one"
"Adtrp","ADTRP","homologene+ensembl",2,"1","one_to_one"
"Aebp1","AEBP1","homologene+ensembl",2,"1","one_to_one"
"Aebp2","AEBP2","homologene+ensembl",2,"1","one_to_one"
"Aen","AEN","homologene+ensembl",2,"1","one_to_one"
"Aes","TLE5","homologene",1,"0.8","one_to_one"
"Afap1","AFAP1","homologene+ensembl",2,"1","one_to_one"
"Afap1l1","AFAP1L1","homologene+ensembl",2,"1","one_to_one"
"Afap1l2","AFAP1L2","homologene+ensembl",2,"1","one_to_one"
"Afdn","AFDN","homologene+ensembl",2,"1","one_to_one"
"Aff1","AFF1","homologene+ensembl",2,"1","one_to_one"
"Aff2","AFF2","ensembl",1,"0.6","one_to_one"
"Aff3","AFF3","homologene+ensembl",2,"1","one_to_one"
"Aff4","AFF4","homologene+ensembl",2,"1","one_to_one"
"Afg1l","AFG1L","homologene+ensembl",2,"1","one_to_one"
"Afg3l2","AFG3L2","homologene+ensembl",2,"1","one_to_one"
"Afm","AFM","homologene+ensembl",2,"1","one_to_one"
"Afmid","AFMID","homologene+ensembl",2,"1","one_to_one"
"Afp","AFP","homologene+ensembl",2,"1","one_to_one"
"Aftph","AFTPH","homologene+ensembl",2,"1","one_to_one"
"Aga","AGA","homologene+ensembl",2,"1","one_to_one"
"Agap1","AGAP1","homologene+ensembl",2,"1","one_to_one"
"Agap2","AGAP2","homologene+ensembl",2,"1","one_to_one"
"Agap3","AGAP3","homologene+ensembl",2,"1","one_to_one"
"Agbl1","AGBL1","homologene+ensembl",2,"1","one_to_one"
"Agbl2","AGBL2","homologene+ensembl",2,"1","one_to_one"
"Agbl3","AGBL3","homologene+ensembl",2,"1","one_to_one"
"Agbl4","AGBL4","homologene+ensembl",2,"1","one_to_one"
"Agbl5","AGBL5","homologene+ensembl",2,"1","one_to_one"
"Ager","AGER","homologene+ensembl",2,"1","one_to_one"
"Agfg1","AGFG1","homologene+ensembl",2,"1","one_to_one"
"Agfg2","AGFG2","homologene+ensembl",2,"1","one_to_one"
"Aggf1","AGGF1","homologene+ensembl",2,"1","one_to_one"
"Agk","AGK","homologene+ensembl",2,"1","one_to_one"
"Agl","AGL","homologene+ensembl",2,"1","one_to_one"
"Agmat","AGMAT","homologene+ensembl",2,"1","one_to_one"
"Agmo","AGMO","homologene+ensembl",2,"1","one_to_one"
"Ago1","AGO1","homologene+ensembl",2,"1","one_to_one"
"Ago2","AGO2","homologene+ensembl",2,"1","one_to_one"
"Ago3","AGO3","homologene+ensembl",2,"1","one_to_one"
"Ago4","AGO4","homologene+ensembl",2,"1","one_to_one"
"Agpat1","AGPAT1","homologene+ensembl",2,"1","one_to_one"
"Agpat2","AGPAT2","homologene+ensembl",2,"1","one_to_one"
"Agpat3","AGPAT3","homologene+ensembl",2,"1","one_to_one"
"Agpat4","AGPAT4","homologene+ensembl",2,"1","one_to_one"
"Agpat5","AGPAT5","homologene+ensembl",2,"1","one_to_one"
"Agps","AGPS","homologene+ensembl",2,"1","one_to_one"
"Agr2","AGR2","homologene+ensembl",2,"1","one_to_one"
"Agr3","AGR3","homologene+ensembl",2,"1","one_to_one"
"Agrn","AGRN","homologene+ensembl",2,"1","one_to_one"
"Agrp","AGRP","homologene+ensembl",2,"1","one_to_one"
"Agt","AGT","homologene+ensembl",2,"1","one_to_one"
"Agtpbp1","AGTPBP1","homologene+ensembl",2,"1","one_to_one"
"Agtr1a","AGTR1","homologene+ensembl",2,"1","one_to_one"
"Agtr1b","AGTR1","ensembl",1,"0.6","one_to_one"
"Agtr2","AGTR2","homologene+ensembl",2,"1","one_to_one"
"Agtrap","AGTRAP","homologene+ensembl",2,"1","one_to_one"
"Agxt","AGXT","homologene+ensembl",2,"1","one_to_one"
"Agxt2","AGXT2","homologene+ensembl",2,"1","one_to_one"
"Ahctf1","AHCTF1","homologene+ensembl",2,"1","one_to_one"
"Ahcy","AHCY","homologene+ensembl",2,"1","one_to_one"
"Ahcyl1","AHCYL1","homologene+ensembl",2,"1","one_to_one"
"Ahcyl2","AHCYL2","homologene+ensembl",2,"1","one_to_one"
"Ahdc1","AHDC1","homologene+ensembl",2,"1","one_to_one"
"Ahi1","AHI1","homologene+ensembl",2,"1","one_to_one"
"Ahnak","AHNAK","homologene+ensembl",2,"1","one_to_one"
"Ahnak2","AHNAK2","homologene+ensembl",2,"1","one_to_one"
"Ahr","AHR","homologene+ensembl",2,"1","one_to_one"
"Ahrr","AHRR","homologene+ensembl",2,"1","one_to_one"
