Target_genes	Mef2c|Average	SRX1287946|B_cells	SRX1287948|B_cells	SRX5846336|Cardiac_fibroblasts	SRX5846337|Cardiac_fibroblasts	SRX5846338|Cardiac_fibroblasts	SRX5846339|Cardiac_fibroblasts	SRX5846348|Cardiac_fibroblasts	SRX5846349|Cardiac_fibroblasts	SRX5846350|Cardiac_fibroblasts	SRX2497449|Cardiomyocytes	SRX2497450|Cardiomyocytes	SRX2497458|Cardiomyocytes	SRX2497459|Cardiomyocytes	SRX10616116|Cerebellum	SRX10616117|Cerebellum	SRX13554136|MEF	SRX13554137|MEF	SRX13554148|MEF	SRX13554149|MEF	SRX13554160|MEF	SRX13554161|MEF	SRX13554164|MEF	SRX13554165|MEF	SRX3845111|MEF	SRX3845116|MEF	SRX3845122|MEF	SRX4933820|MEF	SRX10616112|Prefrontal_Cortex	SRX10616113|Prefrontal_Cortex	STRING
Brd9	400.517241	0	0	0	430	1795	2090	1397	1909	2496	0	0	0	0	344	322	0	0	0	0	0	0	0	0	248	291	293	0	0	0	0
Smad9	399.310345	0	0	0	963	2311	1684	2390	2052	2012	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col3a1	399.206897	0	0	0	457	1399	1554	2427	2931	2809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf14	398.344828	0	0	102	912	2457	2112	1386	1635	1680	0	0	0	0	321	184	0	0	0	0	0	0	0	0	253	309	201	0	0	0	0
Nfil3	398.206897	0	0	224	1305	1713	1991	1093	1503	1328	0	0	0	0	289	228	0	0	0	0	158	171	279	149	624	252	241	0	0	0	0
Mtmr11	394.965517	0	0	128	1303	2107	2527	1493	1561	1619	0	0	0	0	0	0	0	0	0	0	0	165	257	192	0	0	102	0	0	0	0
Tmem71	392.206897	0	0	0	876	1546	2104	2158	2153	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	126	100	0	0	0	0
Tln1	391.896552	0	0	165	1318	2300	1638	1784	1385	1491	0	0	0	0	135	110	0	0	0	0	0	133	144	247	111	201	203	0	0	0	0
Creb3	391.896552	0	0	165	1318	2300	1638	1784	1385	1491	0	0	0	0	135	110	0	0	0	0	0	133	144	247	111	201	203	0	0	0	0
Kdm3a	390.0	0	0	0	619	1904	1434	1917	2213	2284	0	0	0	0	249	0	0	0	0	0	0	0	0	0	117	280	293	0	0	0	0
Krt33a	389.206897	0	0	0	972	2168	2332	1975	1687	1884	0	0	0	0	0	0	0	0	0	0	0	0	148	121	0	0	0	0	0	0	0
Klhl30	387.068966	0	0	495	2207	2999	2953	563	660	783	0	0	0	0	0	0	0	0	137	116	0	140	172	0	0	0	0	0	0	0	0
Dstn	386.896552	0	0	0	1781	2072	2710	1239	1110	1253	0	0	0	0	217	85	0	0	0	0	0	0	230	139	84	129	171	0	0	0	0
Ube3a	384.758621	0	0	63	1214	2155	2642	1060	1441	1771	0	0	0	0	338	186	0	0	0	0	0	0	0	0	113	89	86	0	0	0	0
Map3k7cl	384.344828	0	0	156	1440	2096	2937	1146	1376	1187	0	0	0	0	0	0	0	0	0	0	70	0	183	0	132	199	224	0	0	0	0
Pycr1	382.551724	0	0	102	1359	1755	1603	1452	1527	1510	0	0	0	0	0	0	0	0	147	0	165	221	432	407	80	180	154	0	0	0	0
Myadml2	382.551724	0	0	102	1359	1755	1603	1452	1527	1510	0	0	0	0	0	0	0	0	147	0	165	221	432	407	80	180	154	0	0	0	0
Chchd1	379.724138	0	0	139	1160	1817	1683	1417	1353	1561	0	0	0	0	224	205	0	0	0	0	114	174	224	213	183	267	278	0	0	0	0
Matr3	379.310345	0	0	214	1442	1952	2366	1332	1689	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	115	0	0	0	0
Olfr172	378.931034	0	0	0	977	2689	2504	1186	1734	1469	0	0	0	0	0	0	0	0	0	0	0	139	166	125	0	0	0	0	0	0	0
Sulf1	377.758621	0	0	0	1433	1635	2180	1823	1797	1628	0	0	0	0	0	0	130	0	0	0	72	0	0	0	75	182	0	0	0	0	0
Rps29	376.448276	0	0	0	1051	2063	2022	1362	1464	1209	0	0	0	0	392	244	0	0	0	0	0	0	0	0	225	225	364	0	169	127	0
Gjd4	373.689655	0	0	0	976	2383	2666	838	1682	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	129	106	0	0	0	0
Ccl9	373.241379	0	0	0	755	2255	1673	1873	2095	1726	0	0	0	0	0	0	0	0	0	0	0	0	234	138	0	75	0	0	0	0	0
Ier2	372.62069	530	140	120	1428	1720	2387	946	1175	1137	0	0	0	0	215	97	0	0	0	0	157	130	293	208	123	0	0	0	0	0	0
Klf6	372.344828	162	0	0	1170	912	1663	1242	1364	1215	0	0	0	0	468	363	0	0	0	0	0	145	169	136	711	460	410	0	0	208	0
Socs7	371.758621	0	0	276	1757	1859	2678	1386	1217	1220	0	0	0	0	0	0	0	0	0	0	0	0	119	0	162	0	107	0	0	0	0
Tnfrsf9	371.37931	0	0	214	1515	1816	2305	1612	1520	1624	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Dgke	371.068966	0	0	433	2021	2674	3010	406	960	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	214	0	0	0	0	0
Hspb2	370.310345	0	0	0	1290	1537	1864	1257	1357	1296	0	0	0	0	0	0	0	0	115	144	294	406	379	409	169	103	119	0	0	0	0
Cryab	370.310345	0	0	0	1290	1537	1864	1257	1357	1296	0	0	0	0	0	0	0	0	115	144	294	406	379	409	169	103	119	0	0	0	0
Arhgap21	369.758621	0	0	234	1647	1995	2638	955	978	968	0	0	0	0	221	0	0	0	0	0	0	0	0	0	654	233	200	0	0	0	0
Gpr183	369.586207	0	0	396	2099	2275	2360	817	1436	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxsm	368.793103	0	0	0	778	1350	2092	1738	1539	1459	0	0	0	0	543	438	0	0	0	0	0	0	0	0	153	214	200	0	0	191	0
Map3k20	366.551724	0	0	102	1092	1844	2029	1796	1723	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	115	0	0	0	0	0
Fos	366.482759	0	0	0	1613	1974	2206	1436	1485	1266	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	283	167	0	0	0	0
Dennd4b	365.344828	0	0	128	1128	2462	2356	1398	1055	1359	0	0	0	0	0	0	0	0	0	0	0	0	196	0	193	127	193	0	0	0	0
Map3k12	365.137931	0	0	0	771	1366	1378	1845	1263	1681	0	0	0	0	459	273	0	0	95	0	0	175	191	127	283	232	292	0	0	158	0
Krtap1-4	364.758621	0	0	0	652	2511	2587	1161	1462	1847	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	152	75	0	0	0	0
Ywhah	362.448276	381	154	0	1072	1166	1993	1577	1402	1688	0	0	0	0	0	0	0	0	0	0	0	127	134	0	247	288	201	81	0	0	0
Kat2b	361.482759	0	0	0	1464	1991	2481	1903	1379	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa16	361.413793	0	0	0	1195	1515	2222	1060	1427	1366	0	0	0	0	628	463	0	0	0	0	0	0	0	0	198	133	127	0	0	147	0
Napepld	361.137931	0	0	111	752	1296	1444	1427	2008	1688	0	0	0	0	577	278	0	0	0	0	0	0	0	0	250	271	371	0	0	0	0
Ttpal	360.689655	0	0	703	2469	2108	2933	497	494	614	0	0	0	0	117	175	0	0	0	0	0	0	0	0	188	0	0	0	0	162	0
Trim47	360.482759	0	0	0	1011	2080	1325	1877	1625	1631	0	0	0	0	0	0	0	0	0	0	187	278	258	182	0	0	0	0	0	0	0
Brd7	358.551724	0	0	168	1152	2588	2116	1274	860	1289	0	0	0	0	0	0	0	0	0	0	0	0	291	125	178	165	192	0	0	0	0
Krtap1-3	356.931034	0	0	0	652	2511	2587	1161	1462	1847	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Napb	356.068966	0	0	239	1056	2599	2292	1139	1061	969	0	0	0	0	0	0	0	0	0	0	0	0	249	127	217	218	160	0	0	0	0
Ndrg3	355.896552	0	0	0	273	2215	1045	1090	1742	2071	0	0	0	0	381	355	0	0	0	0	0	0	261	326	218	199	145	0	0	0	0
Tmem125	355.275862	1267	493	208	257	428	617	203	230	83	1173	1116	1305	1510	160	150	171	203	144	115	0	0	0	0	89	176	0	0	0	205	0
Efcab2	355.172414	0	0	137	1247	1543	2022	853	1220	1357	0	0	0	0	466	382	0	0	0	0	0	133	112	102	193	206	164	0	0	163	0
Ttc23l	354.586207	0	0	0	987	1942	1952	1761	1498	1753	0	0	0	0	0	0	0	0	0	0	0	0	184	206	0	0	0	0	0	0	0
Smtnl1	354.344828	0	0	0	1188	1928	1895	1635	1458	1389	0	0	0	0	0	0	0	0	0	0	0	0	198	0	218	247	120	0	0	0	0
Nf2	354.275862	0	0	0	1313	2044	2435	1226	1298	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	172	199	0	0	0	0
Ldb3	353.655172	0	0	245	1975	2479	2773	651	751	1074	0	0	0	0	0	0	0	0	0	0	0	0	152	0	156	0	0	0	0	0	0
Krt13	353.482759	0	0	147	1104	2719	2526	856	1448	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	188	0	0	0	0
Jun	351.517241	0	0	0	1329	1056	1966	1520	1170	1286	0	0	0	0	404	159	0	0	0	147	0	174	210	159	335	176	103	0	0	0	0
Klf7	349.896552	307	154	0	1009	970	1830	1298	1183	1023	0	0	0	0	491	451	0	0	0	0	0	108	219	0	499	304	151	0	150	0	0
Nfkbiz	347.068966	0	0	0	1047	1334	2099	1414	1790	1763	0	0	0	0	0	0	0	0	155	0	0	0	0	0	102	189	172	0	0	0	0
Palld	346.62069	0	0	0	908	1112	1727	1669	1568	1759	0	0	0	0	0	0	0	0	0	0	163	141	381	148	174	206	96	0	0	0	0
Elf3	346.413793	0	0	647	2636	2682	3306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	297	225	0	0	0	0
Spata1	345.965517	0	0	0	250	2056	901	1775	2160	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	205	124	0	0	0	0
Gng5	345.965517	0	0	0	250	2056	901	1775	2160	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	205	124	0	0	0	0
Psmd11	345.586207	0	0	137	1104	2084	2007	958	1815	1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0
Slc35e4	344.862069	0	0	0	178	1616	908	2113	2236	2438	0	0	0	0	127	0	0	0	0	0	0	0	0	0	122	78	185	0	0	0	0
Ppp1r3c	343.965517	0	0	562	2289	3274	3452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	138	121	0	0	0	0
Gid4	343.689655	0	0	0	1088	1536	1514	1700	1805	1695	0	0	0	0	123	0	0	0	0	0	0	0	0	0	160	184	162	0	0	0	0
Taok3	342.793103	0	0	0	591	2231	1687	1318	1355	1513	0	0	0	0	0	0	0	0	0	0	0	0	174	0	462	318	292	0	0	0	0
Mrtfa	342.586207	0	0	0	662	1373	1310	1900	1940	2142	0	0	0	0	0	0	0	0	0	0	0	0	93	0	196	128	191	0	0	0	0
9930111J21Rik1	342.241379	0	0	102	688	1877	2406	1689	1614	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Sdcbp	342.172414	0	0	0	1071	1499	2253	1615	1200	1344	0	0	0	0	189	0	0	0	0	0	0	0	0	140	207	231	174	0	0	0	0
Cldn18	341.310345	0	0	0	301	1662	1828	2009	1855	1945	0	0	0	0	0	0	0	0	0	0	0	0	127	171	0	0	0	0	0	0	0
Stat2	340.655172	0	0	0	1603	1366	2383	1349	1138	1119	0	0	0	0	208	194	0	0	0	0	0	0	0	0	127	250	142	0	0	0	0
Oas1c	340.655172	0	0	111	1150	2350	2285	1303	1328	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Oas1b	340.655172	0	0	111	1150	2350	2285	1303	1328	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Apof	340.655172	0	0	0	1603	1366	2383	1349	1138	1119	0	0	0	0	208	194	0	0	0	0	0	0	0	0	127	250	142	0	0	0	0
Use1	339.206897	0	0	0	923	2234	1667	1056	870	1273	0	0	0	0	311	0	0	0	156	0	122	165	198	244	148	225	245	0	0	0	0
Ocel1	339.206897	0	0	0	923	2234	1667	1056	870	1273	0	0	0	0	311	0	0	0	156	0	122	165	198	244	148	225	245	0	0	0	0
Cops3	338.724138	0	0	204	1941	934	3035	757	1215	1086	0	0	0	0	171	0	0	0	0	0	0	0	0	0	122	167	191	0	0	0	0
Klhl13	338.551724	0	0	0	800	1284	1608	2296	1884	1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna1	336.931034	730	521	1021	730	824	877	982	935	968	0	0	0	0	371	306	0	0	0	0	0	0	0	0	0	111	127	485	331	452	0
Tulp4	336.862069	0	0	0	536	2159	1749	1365	1811	1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	75	0	0	0
Sde2	336.137931	300	0	0	1062	1648	2070	481	806	879	0	0	0	0	271	200	0	0	299	132	0	187	308	253	378	221	253	0	0	0	0
Nfatc1	335.586207	0	0	0	1117	1583	2062	1281	1387	1251	0	0	0	0	0	0	0	0	0	0	0	81	144	90	271	188	277	0	0	0	0
Gsg1	335.275862	0	0	0	514	1193	1857	2099	1840	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	121	0	0	0	0	0
Zfp608	334.551724	0	0	0	0	1810	0	2483	2684	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0
Lmod2	334.068966	0	0	604	2071	2716	3138	155	229	0	0	0	0	0	0	0	0	0	0	0	0	0	156	110	214	181	114	0	0	0	0
Fhl3	333.758621	0	0	0	1083	1849	2314	1239	1621	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfpq	333.655172	0	0	0	1525	1966	2296	954	1117	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	214	161	0	0	0	0
Heatr4	333.62069	0	0	0	932	1368	1730	1624	1781	1738	0	0	0	0	134	0	0	0	0	0	0	0	0	0	102	133	133	0	0	0	0
Acot2	333.62069	0	0	0	932	1368	1730	1624	1781	1738	0	0	0	0	134	0	0	0	0	0	0	0	0	0	102	133	133	0	0	0	0
Rab15	333.448276	0	0	0	602	1581	2025	1614	1942	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Il33	332.758621	0	0	0	1232	2565	2394	875	1110	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	267	205	0	0	0	0
Nt5m	332.103448	0	0	204	1941	934	3035	757	1215	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	109	146	0	0	0	0
Kif5b	331.827586	0	0	120	1442	2139	2327	894	1016	800	0	0	0	0	239	175	0	0	0	0	0	0	0	0	171	163	137	0	0	0	0
Pea15a	328.413793	0	0	214	1685	1970	2183	954	894	895	0	0	0	0	0	0	0	0	0	0	0	0	353	284	0	92	0	0	0	0	0
Fadd	325.689655	0	0	0	1062	1487	1678	798	1117	1065	0	0	0	0	75	0	0	0	123	0	193	265	347	271	481	251	232	0	0	0	0
Prune1	324.724138	0	0	137	1367	1574	2012	1559	1230	1092	0	0	0	0	98	0	0	0	0	0	0	0	139	0	0	73	136	0	0	0	0
Muc15	324.413793	0	0	0	819	1289	927	2306	1855	1690	0	0	0	0	0	0	0	0	0	0	0	159	122	110	0	131	0	0	0	0	0
Rraga	324.310345	0	0	0	546	1993	2258	1012	1138	1063	0	0	0	0	330	223	0	0	0	0	0	0	0	0	111	425	306	0	0	0	0
Sptbn5	323.413793	0	0	0	983	1417	1803	1411	1248	1339	0	0	0	0	0	0	0	0	0	0	136	194	0	146	181	281	240	0	0	0	0
Chd1	323.275862	0	0	0	865	1409	1884	1557	1443	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	112	150	0	0	0	0
Prr19	322.448276	0	0	0	301	1692	1165	1607	1825	1952	0	0	0	0	183	0	0	0	0	0	0	120	0	0	139	186	181	0	0	0	0
Vsir	322.344828	0	0	0	1174	1714	1452	1590	1600	1405	0	0	0	0	0	0	0	0	0	0	0	0	137	151	125	0	0	0	0	0	0
Itgav	320.827586	0	0	266	1666	1775	2295	563	878	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	233	272	0	0	0	0
Parp10	320.793103	0	0	137	976	1630	1874	1388	1510	1469	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0
Grina	320.793103	0	0	137	976	1630	1874	1388	1510	1469	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0
Mcrs1	320.551724	0	0	0	386	1121	685	1593	1403	1328	0	0	0	0	631	514	0	0	0	0	0	0	125	169	176	441	357	0	0	367	0
Clic5	320.517241	0	0	165	1453	1701	2059	883	975	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	172	310	0	0	0	0
Atp5g1	320.448276	0	0	0	1336	1841	2327	968	873	772	0	0	0	0	220	197	0	0	0	0	0	0	0	0	126	293	340	0	0	0	0
Lck	320.137931	0	0	0	1074	2774	2450	549	595	521	0	0	0	0	0	0	0	0	154	0	166	0	430	191	148	124	108	0	0	0	0
Btbd8	320.0	0	0	0	440	1069	1188	1428	1514	1407	0	0	0	0	760	473	0	0	0	0	0	0	133	0	198	196	359	0	0	115	0
Macrod1	316.241379	0	0	0	647	1333	1523	1612	1680	1806	0	0	0	0	0	0	0	0	0	0	0	0	105	0	165	174	126	0	0	0	0
Serinc3	316.034483	0	0	0	132	152	847	306	0	292	0	0	0	0	259	191	753	884	848	819	758	792	760	758	161	130	203	0	0	120	0
Zp2	315.758621	0	0	287	2412	1689	3555	218	531	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Cnot6l	314.862069	0	0	0	1479	1283	2417	1098	1011	1076	0	0	0	0	168	142	0	0	0	0	0	0	0	0	157	112	188	0	0	0	0
Klhl41	313.827586	0	0	0	301	1872	1103	1388	1957	1902	0	0	0	0	0	0	0	0	0	0	148	103	217	110	0	0	0	0	0	0	0
Ntsr2	312.689655	0	0	331	2365	1596	3349	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	393	254	0	0	0	0
Cdk7	310.344828	0	0	309	1787	2900	3137	0	0	0	0	0	0	0	159	125	0	0	0	0	0	0	0	0	268	147	168	0	0	0	0
Adcy7	307.551724	0	0	0	1029	1575	1981	1324	1332	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	170	150	0	0	0	0
Nr4a3	307.241379	0	0	102	1090	1202	1924	614	686	1065	0	0	0	0	346	265	0	0	103	0	0	136	284	238	466	198	191	0	0	0	0
Fam167b	307.034483	0	0	0	1074	2774	2450	549	595	521	0	0	0	0	0	0	0	0	154	0	166	0	430	191	0	0	0	0	0	0	0
Lurap1	306.103448	0	0	0	922	1533	1654	1370	1453	1304	0	0	0	0	137	0	0	0	0	0	0	0	358	146	0	0	0	0	0	0	0
Cfl2	305.862069	0	0	0	980	1616	1890	1006	1175	1051	0	0	0	0	0	0	0	0	0	0	0	0	124	0	365	371	292	0	0	0	0
Plac1	305.586207	0	0	0	922	2425	1563	1273	1205	1327	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Myo18b	305.034483	0	0	0	1500	1724	2321	586	505	665	0	0	0	0	0	0	0	0	0	0	0	0	395	220	260	379	291	0	0	0	0
Dusp6	304.655172	0	0	245	1741	2057	2089	777	865	511	0	0	0	0	202	126	0	0	0	0	0	0	0	0	114	108	0	0	0	0	0
Ly6c1	304.62069	0	0	0	774	1806	2296	1308	1372	1088	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Sugct	304.448276	0	0	0	918	1391	1865	1178	1045	1129	0	0	0	0	311	250	0	0	0	0	0	0	0	0	181	285	276	0	0	0	0
Tmem145	304.275862	0	0	0	301	1692	1165	1607	1825	1952	0	0	0	0	162	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
Trim72	303.758621	0	0	102	1665	1626	2056	677	559	726	0	0	0	0	0	0	0	0	0	0	0	0	186	176	435	353	248	0	0	0	0
Tlr4	303.413793	0	0	175	1065	1146	1886	1380	1047	893	0	0	0	0	0	0	0	0	0	0	161	96	148	144	195	298	165	0	0	0	0
Pdcd7	303.37931	0	0	0	1064	726	2020	1108	901	1121	0	0	0	0	567	335	0	0	0	0	165	0	127	0	91	164	168	0	0	241	0
Nfat5	303.137931	0	0	0	436	2504	2248	855	846	740	0	0	0	0	356	199	0	0	0	0	0	0	0	108	145	218	136	0	0	0	0
Schip1	300.172414	0	0	0	1092	1471	1634	1389	1172	997	0	0	0	0	185	169	0	0	0	0	0	0	77	0	143	220	0	156	0	0	0
Flnc	300.068966	0	0	156	1428	1639	2030	1048	1004	902	0	0	0	0	0	0	0	0	0	0	0	0	215	0	168	112	0	0	0	0	0
Sptan1	298.965517	0	0	0	1239	1618	1484	1367	1326	1149	0	0	0	0	179	0	0	0	0	0	0	0	0	0	166	142	0	0	0	0	0
Nckap1	298.62069	0	0	0	1251	1593	1887	978	1255	1099	0	0	0	0	116	0	0	0	0	0	0	0	0	0	167	168	146	0	0	0	0
H3c3	297.482759	0	0	86	1561	1588	1874	941	1115	1213	0	0	0	0	143	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
H2bc3	297.482759	0	0	86	1561	1588	1874	941	1115	1213	0	0	0	0	143	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
H2ac4	297.482759	0	0	86	1561	1588	1874	941	1115	1213	0	0	0	0	143	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
Phf11d	295.275862	0	0	0	539	1184	906	1528	1770	2196	0	0	0	0	0	0	0	0	0	0	0	0	157	0	180	103	0	0	0	0	0
Nr4a2	295.172414	0	0	0	866	933	1791	782	1077	911	0	0	0	0	152	62	0	0	133	118	119	370	358	260	338	172	118	0	0	0	0
Tsc1	294.758621	0	0	0	674	1896	1938	877	777	638	0	0	0	0	0	0	0	0	0	0	0	0	152	0	471	577	355	193	0	0	0
Rab7b	294.448276	0	0	156	1148	2077	2087	875	620	863	0	0	0	0	0	0	0	0	0	0	0	0	233	138	0	194	148	0	0	0	0
Nrbf2	293.655172	407	0	0	562	1621	1324	251	837	757	0	0	0	0	0	0	0	0	0	0	122	141	461	377	790	567	299	0	0	0	0
Arid1a	293.172414	0	0	0	1074	1448	2010	879	1167	1221	0	0	0	0	195	0	0	0	0	0	0	0	0	0	136	159	213	0	0	0	0
Id2	292.448276	0	0	0	566	1083	1538	1231	1711	1497	0	0	0	0	134	0	0	0	0	0	159	168	120	199	75	0	0	0	0	0	0
Clmn	291.896552	0	0	0	1275	985	2842	1009	1139	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar6	291.37931	0	0	0	985	2050	2264	880	1092	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
Zfp322a	291.137931	0	0	0	510	1058	1555	1432	1388	1325	0	0	0	0	170	184	0	0	0	0	161	0	0	134	236	138	152	0	0	0	0
Tle4	290.965517	0	0	0	1345	1571	1937	701	1029	1020	0	0	0	0	237	0	0	0	0	0	0	0	121	0	179	128	170	0	0	0	0
Nupl1	289.689655	0	0	0	652	1808	1582	1246	1268	951	0	0	0	0	174	173	0	0	0	0	0	0	0	0	99	164	195	0	0	89	0
Pcdhgc3	288.793103	0	0	128	1045	1825	1755	1094	1009	1304	0	0	0	0	0	0	0	0	0	0	0	0	142	0	73	0	0	0	0	0	0
Dcps	288.586207	0	0	0	1214	1583	2186	725	874	782	0	0	0	0	202	77	0	0	0	0	0	0	0	0	165	290	271	0	0	0	0
Rgcc	287.551724	0	0	0	194	1806	722	1057	1549	1256	0	0	0	0	0	0	0	0	0	0	168	201	463	487	160	146	130	0	0	0	0
Ube2r2	286.965517	0	0	0	887	1948	1949	891	1251	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
Idh2	286.275862	0	0	0	1225	1270	1640	1033	863	871	0	0	0	0	161	0	0	0	156	0	0	0	281	149	386	267	0	0	0	0	0
Col7a1	286.241379	0	0	0	185	1049	809	1684	1517	1545	0	0	0	0	0	0	0	0	234	0	138	418	440	282	0	0	0	0	0	0	0
Kpna3	284.793103	0	0	0	1137	1501	1939	995	969	866	0	0	0	0	0	0	0	0	0	0	0	0	103	0	169	265	315	0	0	0	0
Dchs1	284.37931	0	0	0	671	1941	2138	637	1208	935	0	0	0	0	0	0	0	0	0	0	0	138	238	258	0	0	83	0	0	0	0
Usp36	284.344828	0	0	0	514	1082	1967	1086	885	870	0	0	0	0	550	430	0	0	0	0	0	0	0	0	178	278	262	0	0	144	0
Ablim1	284.310345	0	0	331	1038	2364	2519	317	341	378	0	0	0	0	193	146	0	0	0	0	0	0	0	0	267	168	183	0	0	0	0
Git1	284.0	0	0	184	1322	1292	1715	1130	1011	919	0	0	0	0	0	0	0	0	0	0	0	0	312	169	0	182	0	0	0	0	0
Ankrd13b	284.0	0	0	184	1322	1292	1715	1130	1011	919	0	0	0	0	0	0	0	0	0	0	0	0	312	169	0	182	0	0	0	0	0
Mef2a	283.689655	381	89	0	806	752	991	288	469	457	0	0	0	0	816	654	0	0	136	0	0	200	154	141	576	567	534	0	0	216	0
Cx3cl1	282.172414	0	0	0	721	1613	2056	1032	1245	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	154	0	0	0	0
Sorbs3	281.137931	0	0	0	947	1440	1497	1660	1223	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	92	98	0	0	0	0
Mov10	279.896552	0	0	102	1018	1315	2135	1142	1083	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	122	78	0	0	0	0
Msrb3	279.172414	0	0	266	1960	2380	2734	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	113	92	0	0	0	0
Rassf1	279.103448	0	0	0	1327	1772	2013	741	821	891	0	0	0	0	144	105	0	0	0	0	0	0	0	0	116	93	71	0	0	0	0
H3f3b	278.275862	0	0	0	516	1037	1169	1470	1079	850	0	0	0	0	556	410	0	0	0	0	0	0	0	0	143	210	286	0	182	162	0
Spire1	276.241379	0	0	0	399	1707	2207	1230	1240	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0
Stn1	276.034483	0	0	0	904	1250	1767	1287	1329	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	172	0	0	0	0
Itga7	275.241379	0	0	0	857	1654	1437	565	1478	1093	0	0	0	0	0	0	0	0	0	0	0	0	247	303	182	166	0	0	0	0	0
Lmna	275.034483	0	0	0	559	1124	1268	1465	1369	1519	0	0	0	0	183	0	0	0	0	0	0	0	313	176	0	0	0	0	0	0	0
Hdac5	274.827586	913	362	0	962	686	1506	651	945	828	0	0	0	0	0	0	0	0	0	0	0	0	138	168	314	234	263	0	0	0	0
Bag3	274.689655	0	0	0	946	1885	2057	701	706	897	0	0	0	0	0	0	0	0	0	0	0	0	165	109	165	171	164	0	0	0	0
Heatr5b	274.655172	0	0	0	558	1413	1835	1117	1367	1194	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	114	154	0	0	0	0
