Target_genes	Tcf7l2|Average	SRX9806209|Embryonic_intestinal_epithelial_cells	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX4891751|Heart_Ventricles	SRX14259589|Liver	SRX14259591|Liver	SRX14259606|Liver	SRX14259607|Liver	SRX14259608|Liver	SRX14259609|Liver	SRX14259610|Liver	SRX14259611|Liver	SRX5825956|Nephron_progenitor	SRX5825957|Nephron_progenitor	SRX5825978|Nephron_progenitor	SRX5825979|Nephron_progenitor	SRX5826000|Nephron_progenitor	SRX5826001|Nephron_progenitor	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	STRING
Pla1a	155.217391	0	0	0	0	0	401	456	488	542	116	408	220	550	0	0	0	0	0	0	0	0	211	178	0
Ctif	155.0	0	0	0	0	0	0	215	0	101	0	0	0	143	468	352	0	144	255	435	0	0	647	805	0
Grcc10	154.73913	227	0	0	0	0	90	213	87	125	0	263	192	140	200	137	0	87	0	1086	0	0	266	446	0
Gstm2	152.391304	0	0	0	0	0	375	559	410	588	183	462	327	601	0	0	0	0	0	0	0	0	0	0	0
Cxxc5	152.26087	311	0	0	0	0	0	89	0	149	0	96	0	0	168	209	0	200	424	1142	0	0	348	366	0
Agtr1a	152.043478	0	0	119	0	118	278	529	382	473	227	448	365	558	0	0	0	0	0	0	0	0	0	0	0
Sc5d	150.869565	609	0	0	0	0	205	265	180	382	128	235	238	356	73	0	0	0	0	625	0	0	84	90	0
Pdlim4	150.73913	143	0	0	0	0	0	0	0	0	0	0	0	0	311	203	482	401	544	1383	0	0	0	0	0
Sptlc2	150.652174	0	0	0	0	188	0	171	0	229	0	117	0	164	124	0	0	0	678	972	0	0	409	413	0
Ndrg3	150.434783	335	0	0	0	0	0	0	0	0	0	0	0	0	232	0	558	460	0	1571	0	126	178	0	0
Fam102a	150.391304	419	0	0	0	136	172	334	125	217	168	199	192	188	116	124	133	0	0	445	0	0	292	199	0
Tnrc18	150.304348	367	0	0	0	126	0	0	0	146	0	0	0	104	465	205	89	0	0	1542	0	0	126	287	0
Pla2g6	149.652174	315	0	0	0	0	309	465	291	471	128	467	266	467	0	0	0	0	93	170	0	0	0	0	0
Larp4	149.347826	737	0	0	0	0	0	248	0	221	0	82	0	183	0	0	0	138	370	927	0	0	244	285	0
Yipf5	149.26087	279	0	0	0	0	0	96	0	119	0	82	0	160	174	0	0	0	480	1291	0	0	370	382	0
Higd1c	148.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	348	407	971	1434	0	0	0	0	0
Arsg	148.652174	0	0	0	0	0	0	276	157	257	209	199	165	337	442	158	260	299	169	491	0	0	0	0	0
Sult2a8	148.391304	0	0	0	0	0	260	562	312	528	192	564	346	649	0	0	0	0	0	0	0	0	0	0	0
Selenoi	148.26087	238	0	0	0	0	334	545	278	461	195	291	309	514	0	0	0	0	0	171	0	0	74	0	0
Tnfaip8l1	147.695652	0	0	0	0	0	304	520	302	532	223	418	291	615	0	0	70	0	0	122	0	0	0	0	0
Apoa1	147.695652	195	0	0	0	0	228	610	292	480	218	527	308	449	0	0	0	0	0	90	0	0	0	0	0
Chd2	147.434783	585	0	0	0	0	0	203	0	104	0	0	0	76	334	184	0	180	0	552	0	0	572	601	0
Hpgd	146.782609	0	0	0	0	0	285	520	322	470	154	306	256	551	167	0	0	0	0	345	0	0	0	0	0
Unc93a2	146.434783	0	0	0	0	0	161	410	354	521	149	271	415	614	0	0	0	0	154	319	0	0	0	0	0
Nadk2	144.826087	0	0	0	0	0	303	534	198	501	198	323	333	427	0	0	0	0	0	132	0	0	266	116	0
Plcg1	144.565217	0	0	0	0	0	290	598	356	616	195	370	377	523	0	0	0	0	0	0	0	0	0	0	0
Klhl9	144.391304	0	0	0	0	0	339	578	363	403	252	506	240	396	0	0	0	0	0	244	0	0	0	0	0
Dnaja1	143.869565	0	0	0	0	0	373	396	305	441	0	282	357	615	0	0	0	0	0	540	0	0	0	0	0
Apoc3	143.782609	195	0	0	0	0	228	610	292	480	218	527	308	449	0	0	0	0	0	0	0	0	0	0	0
Svopl	142.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	496	290	201	152	0	2140	0	0	0	0	0
Gramd1a	142.478261	230	0	0	0	0	0	194	144	198	0	179	0	121	109	179	246	194	0	934	0	0	245	304	0
Auts2	142.086957	256	0	0	0	0	0	0	0	0	0	0	0	0	813	467	348	377	0	1007	0	0	0	0	0
Scml4	141.913043	0	0	0	0	0	264	533	319	546	253	411	356	508	0	0	0	0	0	0	0	0	74	0	0
Pim1	141.913043	0	0	0	0	0	203	184	101	186	0	117	0	150	0	0	0	0	486	1251	0	110	222	254	0
Etv6	141.565217	302	0	0	0	0	0	160	0	103	0	0	0	75	240	261	176	167	0	1354	0	0	311	107	0
Cyp2e1	141.434783	0	0	0	0	0	200	536	319	518	207	316	598	559	0	0	0	0	0	0	0	0	0	0	0
Shisa3	139.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	495	190	430	589	0	1501	0	0	0	0	0
Mdm1	139.086957	241	0	0	0	242	0	117	0	0	0	0	0	142	154	0	0	0	376	1378	0	0	224	325	0
Dtnb	138.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	2082	0	0	0	0	0
Habp2	138.608696	0	0	0	0	0	256	527	311	402	209	351	356	493	0	0	0	0	0	283	0	0	0	0	0
Sh2b1	138.391304	446	0	0	0	0	0	89	0	101	0	0	0	0	295	228	0	129	0	724	0	0	596	575	0
Rbm10	137.913043	472	0	0	0	86	165	401	157	373	0	247	127	290	0	0	0	0	0	401	0	0	259	194	0
Ndufb11	137.913043	472	0	0	0	86	165	401	157	373	0	247	127	290	0	0	0	0	0	401	0	0	259	194	0
Tmem65	137.521739	1432	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	310	645	0	0	322	360	0
Tshz2	137.478261	0	0	0	0	0	314	563	284	471	0	418	114	396	142	0	0	0	0	460	0	0	0	0	0
Tfap4	137.173913	296	0	0	0	0	245	335	283	426	0	274	179	373	0	0	0	0	0	90	0	0	300	354	0
Derl1	136.73913	0	0	0	0	0	257	487	229	518	213	376	222	308	0	0	0	0	127	104	0	0	166	138	0
1810058I24Rik	136.521739	0	0	0	0	0	124	338	204	251	0	280	206	488	0	0	0	0	0	0	0	0	630	619	0
Calr4	136.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	304	249	0	0	0	2586	0	0	0	0	0
Ptpn6	136.304348	227	0	0	0	0	90	213	87	125	0	263	192	140	0	0	0	0	0	1086	0	0	266	446	0
Timm10	136.26087	513	0	0	0	182	102	242	106	254	0	148	0	182	96	0	0	0	0	960	0	0	140	209	0
Smtnl1	136.26087	513	0	0	0	182	102	242	106	254	0	148	0	182	96	0	0	0	0	960	0	0	140	209	0
Unc93a	136.043478	0	0	0	0	0	170	382	313	467	153	364	325	487	0	0	0	0	118	350	0	0	0	0	0
Rfwd3	135.434783	240	0	0	0	81	0	149	0	0	0	84	0	76	167	142	0	0	0	737	0	139	648	652	0
Spc24	135.391304	0	0	0	0	0	265	440	187	501	132	275	336	474	0	0	0	0	0	504	0	0	0	0	0
Ttll13	135.26087	609	0	0	0	183	0	119	0	117	0	100	134	114	152	111	121	0	0	1178	0	0	173	0	0
Unc45b	135.217391	639	0	0	0	0	185	315	106	281	128	262	226	305	0	0	0	0	240	423	0	0	0	0	0
Taf15	135.130435	0	0	0	0	0	0	186	0	0	0	0	0	0	283	237	388	222	692	900	0	0	103	97	0
Akap13	134.913043	199	0	0	0	118	0	0	0	0	0	0	0	106	282	194	123	234	0	1541	0	0	132	174	0
Sh3pxd2a	134.695652	0	0	0	0	0	152	235	106	187	0	185	0	132	388	207	436	326	253	491	0	0	0	0	0
Fam89a	134.608696	0	0	0	0	0	207	379	497	409	128	422	324	480	0	0	0	0	0	250	0	0	0	0	0
Hipk3	134.217391	0	0	0	0	0	179	319	267	438	0	230	321	615	0	0	0	0	0	388	0	0	145	185	0
Ska2	133.869565	122	0	0	0	110	128	227	128	276	0	211	114	229	0	0	0	0	476	580	0	0	240	238	0
Prr11	133.869565	122	0	0	0	110	128	227	128	276	0	211	114	229	0	0	0	0	476	580	0	0	240	238	0
Creld1	133.695652	530	0	0	0	0	108	408	137	300	0	264	142	353	0	0	0	0	0	833	0	0	0	0	0
Rnf43	133.304348	0	0	0	0	0	319	432	286	511	171	487	359	501	0	0	0	0	0	0	0	0	0	0	0
Ier5l	132.956522	370	0	0	0	0	0	0	0	0	0	0	0	0	553	455	180	138	0	509	0	0	422	431	0
Cln6	132.347826	143	0	0	0	0	126	365	94	308	0	123	114	225	330	263	243	252	0	458	0	0	0	0	0
Tmem87b	131.913043	444	0	0	0	0	152	257	118	129	0	267	127	232	0	0	0	0	0	498	0	0	427	383	0
Bcam	131.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	650	361	399	211	0	1410	0	0	0	0	0
Ambra1	131.130435	288	0	0	0	0	114	361	157	237	103	255	79	266	113	0	0	0	0	431	0	0	343	269	0
Usp22	129.869565	951	0	0	0	0	0	143	0	103	0	0	0	106	177	0	0	176	299	595	0	0	277	160	0
Rheb	129.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2473	0	0	273	239	0
Ttpa	129.565217	0	0	0	0	0	262	517	273	547	209	535	221	416	0	0	0	0	0	0	0	0	0	0	0
Psmd14	129.0	131	0	0	0	0	152	320	0	202	0	362	165	156	0	134	0	87	0	409	0	0	310	539	0
Fermt2	128.608696	0	0	0	0	0	201	351	326	349	141	144	237	256	0	0	0	0	273	680	0	0	0	0	0
Prdx6	128.478261	0	0	0	0	0	318	467	315	443	141	305	305	505	0	0	0	0	0	156	0	0	0	0	0
Fam53c	128.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	383	222	566	545	493	472	0	163	107	0	0
Prdm11	128.130435	0	0	0	0	0	101	164	0	0	0	75	0	217	0	0	0	0	0	164	0	0	1161	1065	0
Dad1	127.913043	212	0	0	0	0	98	266	133	186	0	243	89	151	122	0	0	0	367	562	0	0	307	206	0
Abhd4	127.913043	212	0	0	0	0	98	266	133	186	0	243	89	151	122	0	0	0	367	562	0	0	307	206	0
Slc10a2	127.782609	799	0	0	0	0	433	706	0	158	331	512	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc5	127.391304	93	0	0	0	0	0	0	0	0	0	0	0	0	379	270	373	230	483	919	0	0	183	0	0
Pknox2	127.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882	0	0	678	368	0
Retreg2	127.086957	150	0	0	0	0	126	290	131	269	128	291	179	301	0	0	0	0	0	107	0	0	453	498	0
Osbp	127.086957	193	0	0	0	186	204	423	208	265	116	160	0	279	0	0	0	0	176	199	0	0	244	270	0
Cnppd1	127.086957	150	0	0	0	0	126	290	131	269	128	291	179	301	0	0	0	0	0	107	0	0	453	498	0
Zfp445	126.652174	241	0	0	0	0	157	376	242	280	128	188	140	221	0	0	0	96	0	681	0	0	163	0	0
Arid5b	126.0	0	0	0	0	0	236	468	340	432	181	296	220	373	0	0	108	0	0	244	0	0	0	0	0
Acvr1c	125.173913	752	0	0	0	0	0	0	0	0	0	0	0	0	240	185	0	0	0	1702	0	0	0	0	0
Dynlrb2	124.826087	0	0	0	0	0	310	503	276	429	128	304	359	562	0	0	0	0	0	0	0	0	0	0	0
Pcmtd1	124.73913	0	0	0	0	0	139	312	236	314	116	201	190	246	0	0	0	0	259	590	0	0	137	129	0
Baalc	124.652174	0	0	140	0	97	0	0	0	0	0	0	0	0	291	276	99	172	464	1328	0	0	0	0	0
Mnt	124.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	1667	0	0	141	130	0
Bhmt	124.347826	0	0	0	0	0	273	369	311	441	157	411	327	571	0	0	0	0	0	0	0	0	0	0	0
Minar2	124.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	313	157	280	229	598	1282	0	0	0	0	0
Piezo1	124.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	559	436	312	301	0	1247	0	0	0	0	0
Gm3448	123.956522	775	0	0	0	0	0	0	0	0	0	0	72	159	131	122	0	90	115	191	0	0	623	573	0
Gm3417	123.956522	775	0	0	0	0	0	0	0	0	0	0	72	159	131	122	0	90	115	191	0	0	623	573	0
Pkm	123.478261	329	0	0	0	0	0	0	0	0	0	0	0	0	277	156	0	140	0	613	0	0	624	701	0
Ralgapb	123.391304	193	0	0	0	106	0	158	0	124	0	133	0	0	140	171	0	152	0	763	0	0	479	419	0
Cfap46	123.347826	290	0	0	0	0	183	383	157	353	128	259	234	328	154	0	84	0	0	284	0	0	0	0	0
Kifc1	123.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	1612	0	0	206	115	0
Rps29	122.695652	0	915	776	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	95	116	0
Fosl2	122.608696	0	0	0	0	0	0	240	0	150	0	150	0	113	168	0	428	259	0	801	0	0	230	281	0
Slc45a3	122.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	677	338	133	152	0	1519	0	0	0	0	0
Nemf	122.304348	129	746	674	697	0	0	0	0	0	0	0	0	0	101	0	0	0	125	236	0	0	105	0	0
Ptk7	122.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	1878	0	0	0	0	0
Laptm4b	121.913043	275	0	0	0	0	203	467	207	279	0	317	179	341	151	0	0	0	69	182	0	0	0	134	0
Cldn5	121.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	1848	0	0	0	0	0
Il1r1	121.130435	0	0	0	0	0	118	324	166	351	103	272	152	288	0	0	0	0	226	528	0	0	141	117	0
Bcar3	120.782609	0	0	0	0	0	138	181	124	192	0	100	166	162	315	232	205	131	0	832	0	0	0	0	0
Lifr	120.565217	0	0	0	0	0	0	350	277	643	0	218	248	421	0	0	0	0	118	498	0	0	0	0	0
Mars1	120.217391	141	0	0	0	80	0	161	0	137	0	115	0	141	129	130	104	0	316	481	0	0	412	418	0
Rpp25	120.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	689	475	772	826	0	0	0	0	0	0	0
Srr	120.043478	0	0	0	0	0	226	400	290	333	91	309	200	397	0	0	0	0	153	362	0	0	0	0	0
Smg6	120.043478	0	0	0	0	0	226	400	290	333	91	309	200	397	0	0	0	0	153	362	0	0	0	0	0
Ppara	119.869565	0	0	0	0	0	295	471	137	501	211	325	174	354	0	0	0	0	0	289	0	0	0	0	0
Hdlbp	119.521739	153	0	0	0	0	188	379	170	301	91	192	205	359	0	0	0	0	0	310	0	0	237	164	0
Cyp1a1	119.478261	0	0	0	0	0	177	417	323	338	168	349	220	373	115	0	0	0	0	268	0	0	0	0	0
Plrg1	119.434783	807	0	0	0	0	204	304	0	62	0	163	0	135	109	0	94	0	0	737	0	0	132	0	0
Hoxc6	119.434783	93	0	0	0	0	0	0	0	0	0	0	0	0	379	270	373	230	483	919	0	0	0	0	0
Stoml2	119.347826	251	0	0	0	0	90	162	0	0	0	0	0	0	0	0	0	0	0	267	0	0	937	1038	0
Rbms1	119.086957	0	0	0	0	0	200	379	237	446	0	315	163	389	0	0	0	0	0	269	0	0	171	170	0
Trim24	119.043478	0	0	0	0	0	250	505	255	426	195	237	280	397	0	0	0	0	0	113	0	0	80	0	0
Pbk	118.956522	470	0	0	0	0	0	195	0	132	0	133	0	0	0	127	0	0	381	907	0	0	163	228	0
Clasp1	118.652174	183	0	0	0	0	0	166	0	122	0	60	0	161	164	0	0	0	0	371	147	333	443	579	0
Gxylt2	118.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	602	298	509	302	0	1012	0	0	0	0	0
Gpat4	118.043478	0	0	0	0	0	292	430	316	457	91	331	168	461	0	0	0	0	0	169	0	0	0	0	0
Pcmt1	117.913043	242	0	0	0	0	0	0	279	323	0	0	286	503	0	0	0	0	270	549	0	0	121	139	0
Lats1	117.913043	242	0	0	0	0	0	0	279	323	0	0	286	503	0	0	0	0	270	549	0	0	121	139	0
Irf2	117.26087	399	0	0	0	0	0	289	0	260	0	93	165	313	0	0	0	0	0	421	0	0	367	390	0
Naa80	117.217391	659	0	0	0	0	255	499	156	330	128	246	138	285	0	0	0	0	0	0	0	0	0	0	0
Hyal1	117.217391	659	0	0	0	0	255	499	156	330	128	246	138	285	0	0	0	0	0	0	0	0	0	0	0
Slc25a27	117.043478	1225	0	0	0	0	0	194	0	217	0	120	0	116	0	0	0	0	103	139	0	0	280	298	0
Cyp39a1	117.043478	1225	0	0	0	0	0	194	0	217	0	120	0	116	0	0	0	0	103	139	0	0	280	298	0
Slc35b4	116.695652	0	0	0	0	0	257	471	377	366	181	303	306	423	0	0	0	0	0	0	0	0	0	0	0
Tcte3	116.521739	775	0	0	0	0	0	0	0	0	0	0	0	159	131	122	0	90	115	112	0	0	623	553	0
Fgf18	115.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	372	182	488	508	311	802	0	0	0	0	0
Nolc1	115.521739	474	0	0	0	83	0	149	0	137	0	110	0	157	206	0	0	0	152	347	0	0	451	391	0
Optn	115.478261	0	0	0	0	0	255	416	327	484	114	394	339	327	0	0	0	0	0	0	0	0	0	0	0
Nfix	114.956522	240	0	0	0	0	178	389	225	363	0	233	248	449	0	0	0	181	0	138	0	0	0	0	0
Lrrc58	114.826087	0	0	0	0	0	0	130	0	0	0	0	0	0	205	239	134	153	477	867	0	120	135	181	0
Cyp1a2	114.478261	0	0	0	0	0	177	417	323	338	168	349	220	373	0	0	0	0	0	268	0	0	0	0	0
Glul	114.434783	140	0	0	0	0	214	292	278	398	141	99	193	299	0	0	0	0	0	159	0	0	176	243	0
Cirbp	114.434783	218	0	0	0	101	152	282	0	260	0	159	139	211	0	0	0	0	228	504	0	113	125	140	0
Ndufb5	114.26087	293	0	0	0	0	90	276	0	283	0	136	139	164	179	100	129	0	0	228	0	73	281	257	0
Mrpl47	114.26087	293	0	0	0	0	90	276	0	283	0	136	139	164	179	100	129	0	0	228	0	73	281	257	0
Insl5	113.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	224	203	0	0	0	2191	0	0	0	0	0
M6pr	113.565217	103	0	0	0	0	0	162	0	155	0	131	79	102	341	212	0	0	0	342	0	0	480	505	0
Ddx39b	113.521739	0	0	0	0	0	234	430	260	386	223	306	273	352	0	0	0	0	0	0	0	0	147	0	0
Adh4	113.521739	0	0	0	0	0	285	413	220	525	109	302	232	525	0	0	0	0	0	0	0	0	0	0	0
Crem	113.434783	0	0	0	0	0	99	370	225	425	0	154	127	318	122	0	0	0	236	270	0	0	0	263	0
C9	113.347826	0	0	0	0	0	215	391	259	387	111	287	218	439	0	0	0	0	0	300	0	0	0	0	0
Ppp1r12c	113.130435	257	0	0	0	0	165	404	184	434	141	352	277	388	0	0	0	0	0	0	0	0	0	0	0
Cmbl	112.73913	0	0	0	0	0	222	462	279	413	128	183	256	650	0	0	0	0	0	0	0	0	0	0	0
Ermard	112.565217	775	0	0	0	0	0	0	0	0	0	0	0	159	131	122	0	0	115	111	0	0	623	553	0
Crebl2	112.565217	299	0	0	0	0	152	276	258	281	0	176	306	350	0	0	0	0	0	200	0	0	173	118	0
Six4	112.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	277	134	130	83	781	1183	0	0	0	0	0
Gm44805	112.0	0	0	0	0	0	250	511	236	391	146	313	284	445	0	0	0	0	0	0	0	0	0	0	0
Apoc4	112.0	0	0	0	0	0	250	511	236	391	146	313	284	445	0	0	0	0	0	0	0	0	0	0	0
Apoc2	112.0	0	0	0	0	0	250	511	236	391	146	313	284	445	0	0	0	0	0	0	0	0	0	0	0
Stag2	111.73913	498	0	0	0	0	327	359	225	321	0	287	213	340	0	0	0	0	0	0	0	0	0	0	0
Slc35a3	111.73913	296	0	0	0	0	190	511	178	323	141	183	290	348	0	0	0	0	0	110	0	0	0	0	0
Sike1	111.652174	133	0	0	0	0	0	268	0	0	0	0	0	0	183	112	0	171	0	1572	0	0	0	129	0
Robo2	111.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	1597	0	0	0	0	0
Notum	110.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	209	519	1740	0	0	0	0	0
Gpr171	110.521739	0	0	0	0	0	316	427	216	322	164	295	240	478	0	0	0	0	0	0	0	0	84	0	0
Gsk3b	110.347826	0	0	0	0	0	245	406	152	336	116	176	114	302	0	0	0	0	183	425	0	0	83	0	0
Bub3	110.347826	201	0	0	0	0	270	461	177	240	154	255	127	257	0	0	0	0	0	195	0	0	83	118	0
Aprt	110.217391	333	0	0	0	0	291	314	0	187	0	208	0	102	312	171	0	199	0	297	0	0	0	121	0
Aaas	109.913043	166	0	0	0	0	0	0	0	0	0	0	0	0	157	121	194	174	362	1245	0	0	0	109	0
Ddx19b	109.782609	0	0	0	0	0	306	473	259	416	0	272	274	381	0	0	0	0	0	144	0	0	0	0	0
Aars	109.652174	0	0	0	0	0	306	473	259	416	141	272	274	381	0	0	0	0	0	0	0	0	0	0	0
Lsm2	109.521739	0	0	0	0	0	209	424	271	409	0	250	139	314	0	0	0	0	131	97	0	0	132	143	0
Wnk4	109.434783	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	1570	0	0	83	0	0
Fnip1	109.434783	344	0	0	0	0	0	178	0	109	0	0	0	137	152	0	0	0	252	605	0	0	317	423	0
Ivns1abp	109.26087	180	0	0	0	0	179	307	226	288	174	360	177	365	0	0	0	0	0	0	0	0	139	118	0
Sulf1	109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	1274	0	0	366	270	0
Pygo1	109.0	160	0	0	0	0	0	0	0	0	0	0	0	0	444	177	250	220	0	973	0	0	142	141	0
C1qtnf7	108.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2504	0	0	0	0	0
Sorbs1	108.826087	491	0	0	0	0	0	0	0	0	0	0	0	0	174	142	144	0	341	1074	0	0	0	137	0
Trim59	108.478261	662	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	938	0	0	350	372	0
Tspan12	108.26087	0	0	0	0	0	174	259	271	294	91	252	196	406	0	0	0	0	0	95	0	140	108	204	0
Prr18	108.26087	0	0	0	0	0	192	415	378	383	152	263	301	406	0	0	0	0	0	0	0	0	0	0	0
Fktn	108.173913	232	0	0	0	106	0	142	0	163	0	84	0	238	104	0	0	0	0	882	0	0	248	289	0
Vwa3b	108.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	1537	0	0	0	0	0
Phrf1	107.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	254	170	348	516	0	1192	0	0	0	0	0
Mia2	107.782609	0	0	0	0	0	0	109	0	65	0	0	0	107	152	0	203	247	667	629	0	0	173	127	0
Nkx6-1	107.565217	397	0	0	0	0	0	0	0	0	0	0	0	0	176	166	422	411	0	902	0	0	0	0	0
Usp2	107.521739	0	0	0	0	0	165	476	250	341	91	240	288	458	0	0	0	0	0	164	0	0	0	0	0
Ncam1	107.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	265	218	0	0	0	1587	0	0	184	216	0
Plxna2	107.304348	0	0	0	0	0	122	264	157	198	0	129	0	102	0	0	0	0	0	1102	0	0	187	207	0
Nfkbil1	107.130435	0	0	0	0	0	234	430	260	386	223	306	273	352	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g2	107.130435	0	0	0	0	0	234	430	260	386	223	306	273	352	0	0	0	0	0	0	0	0	0	0	0
Eif4g1	107.086957	276	0	0	0	0	139	319	157	245	91	206	165	277	0	0	0	0	0	253	0	0	178	157	0
Elk4	107.043478	219	0	0	0	0	0	90	0	0	0	0	0	0	256	173	0	142	0	664	0	0	523	395	0
Rabggta	106.869565	162	0	0	0	0	226	361	246	375	141	241	267	327	0	0	0	0	0	112	0	0	0	0	0
Etl4	106.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	223	115	332	331	0	1457	0	0	0	0	0
Sort1	106.608696	0	0	0	0	0	123	341	125	138	0	139	233	170	192	0	0	0	0	991	0	0	0	0	0
Bmp7	105.956522	908	0	0	0	0	0	0	0	0	0	0	0	0	266	240	264	223	0	536	0	0	0	0	0
Fsip1	105.869565	263	0	0	0	0	0	212	144	186	0	149	0	227	153	84	0	0	0	1017	0	0	0	0	0
Mesp2	105.391304	0	0	0	0	0	234	504	237	433	0	245	275	496	0	0	0	0	0	0	0	0	0	0	0
Chmp2b	105.043478	863	0	0	0	0	0	129	0	120	0	0	0	115	0	0	0	0	162	278	0	0	494	255	0
Ckap2l	104.434783	104	0	0	0	121	78	163	0	139	0	124	0	0	206	118	0	0	0	349	0	0	459	541	0
Amd2	104.434783	148	0	0	0	0	90	130	0	112	0	0	0	87	0	0	82	0	449	1075	0	0	134	95	0
Amd1	104.434783	148	0	0	0	0	90	130	0	112	0	0	0	87	0	0	82	0	449	1075	0	0	134	95	0
Rfx3	104.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	692	86	206	576	580	0
Zfp672	104.0	443	0	0	0	0	0	0	0	0	0	0	0	0	203	132	364	270	160	611	0	0	127	82	0
Srrm1	103.391304	0	0	0	0	0	0	139	0	106	0	0	0	123	0	0	0	0	0	555	113	300	653	389	0
Ccser2	103.26087	0	0	0	0	0	78	304	70	236	0	203	165	177	0	0	0	0	206	487	0	0	247	202	0
Aldh4a1	102.652174	0	0	0	0	0	0	381	106	293	0	211	139	464	0	0	203	254	0	310	0	0	0	0	0
Ttc7	102.565217	204	0	0	0	0	0	137	0	0	0	0	0	0	0	0	153	0	122	609	0	0	576	558	0
A1cf	102.347826	0	0	0	0	0	190	402	323	373	131	316	233	386	0	0	0	0	0	0	0	0	0	0	0
Syne1	102.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	614	0	0	880	658	0
Kifc5b	102.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	1213	0	158	206	228	0
Ccdc69	102.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	454	395	212	376	239	671	0	0	0	0	0
Frat1	101.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	96	194	262	274	180	337	422	417	0
Sos2	101.782609	0	0	0	0	0	187	370	308	454	91	280	213	438	0	0	0	0	0	0	0	0	0	0	0
P4hb	101.652174	0	0	0	0	0	206	418	157	202	116	151	102	238	0	0	0	0	137	262	0	0	170	179	0
Cd302	101.608696	0	0	0	0	0	0	105	0	245	0	137	127	202	0	0	0	0	0	1406	0	0	115	0	0
Dkk1	101.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	1480	0	0	0	0	0
Hnrnpd	101.217391	399	0	0	0	0	0	72	0	0	0	0	0	0	150	144	0	0	0	954	0	0	188	421	0
Tsacc	101.043478	112	0	0	0	101	175	403	144	209	116	222	0	330	0	0	0	0	0	140	0	0	242	130	0
Cct3	101.043478	112	0	0	0	101	175	403	144	209	116	222	0	330	0	0	0	0	0	140	0	0	242	130	0
Irf2bp1	100.956522	532	0	0	0	0	126	254	167	295	0	255	152	224	0	0	0	0	0	317	0	0	0	0	0
Bnip3	100.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2184	0	0	0	136	0
Vps11	100.565217	205	0	0	0	0	0	168	0	150	0	173	90	255	108	0	0	93	0	378	0	0	353	340	0
Prkdc	100.565217	0	354	471	437	0	0	0	0	0	0	0	0	0	158	0	0	0	437	315	0	0	0	141	0
Malt1	100.478261	0	622	538	706	0	0	0	0	0	0	0	0	0	0	0	0	0	86	359	0	0	0	0	0
