Target_genes	Tead4|Average	SRX1817464|C2C12	SRX1817465|C2C12	SRX4153289|Carcinoma,_Basal_Cell	SRX3585309|ES_cells	SRX1885932|Liver	SRX1885933|Liver	SRX1885942|Liver	SRX1885943|Liver	SRX3459538|Liver	SRX6924463|Liver	SRX6924464|Liver	SRX6924465|Liver	SRX6924469|Liver	SRX6924470|Liver	SRX6924471|Liver	SRX6924475|Liver	SRX6924476|Liver	SRX6924477|Liver	SRX6924478|Liver	SRX1885856|MEF	SRX1472461|mESC_derived_haematopoietic_progenitor	SRX1639174|mESC_derived_haematopoietic_progenitor	SRX1817470|Muscle_Cells	SRX1884836|Skeletal_muscle	SRX142910|Trophoblast_stem_cells	SRX3585313|Trophoblast_stem_cells	SRX3730265|Trophoblast_stem_cells	SRX3730266|Trophoblast_stem_cells	SRX6605294|Trophoblast_stem_cells	SRX1639172|Unclassified	SRX1639173|Unclassified	STRING
Ifit2	400.516129	0	333	0	0	417	216	705	2562	216	0	0	0	208	854	1587	783	592	723	1013	1551	0	0	0	0	0	0	0	0	0	367	289	0
Natd1	400.387097	0	194	597	0	1400	550	718	1690	0	0	129	0	129	424	773	482	228	254	558	1402	75	138	0	0	0	0	465	626	1033	348	199	0
Pacsin2	400.258065	0	192	329	0	1663	494	661	1539	177	121	338	71	162	493	1314	743	466	475	756	429	0	260	0	0	0	0	0	415	207	596	507	0
Nsmf	397.548387	0	0	0	0	2197	656	1241	3023	158	0	0	0	132	557	1273	971	666	554	896	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnat1	397.548387	0	212	228	0	2193	1044	1460	2469	0	0	0	0	127	322	624	366	169	234	521	936	105	181	0	0	0	0	0	196	318	402	217	0
P3h1	397.258065	0	0	907	0	1344	636	786	2112	116	128	0	0	140	646	1164	483	333	391	529	1409	0	111	0	0	0	0	185	310	409	176	0	0
AU022252	397.258065	0	0	907	0	1344	636	786	2112	116	128	0	0	140	646	1164	483	333	391	529	1409	0	111	0	0	0	0	185	310	409	176	0	0
Kifc3	393.354839	0	0	1122	0	1599	474	646	1505	140	0	187	0	117	416	902	539	456	356	580	260	0	178	0	0	0	0	435	983	813	267	219	0
Cdip1	392.806452	0	178	730	0	1709	474	653	2066	291	0	0	0	109	446	664	660	322	333	476	1231	0	221	0	0	0	0	227	560	393	189	245	0
Man1b1	392.419355	0	0	752	0	1337	409	547	1910	0	0	236	58	121	650	1112	739	127	469	516	1279	0	88	0	0	0	0	293	791	449	113	169	0
Cgrrf1	389.290323	0	125	465	0	1809	1236	676	1846	0	0	226	0	0	364	1067	594	297	345	471	660	0	135	0	0	0	0	191	632	309	357	263	0
Lmntd2	388.516129	0	401	250	0	1336	227	648	1876	332	0	197	0	226	723	1112	778	393	460	741	972	0	148	0	0	0	0	0	230	468	380	146	0
Maea	386.903226	0	0	0	0	790	323	1077	2320	237	0	0	0	153	723	1558	818	549	572	951	657	0	0	0	0	0	0	216	529	277	244	0	0
Arhgef17	383.548387	355	690	141	0	161	0	0	232	0	0	0	0	0	0	0	0	0	0	0	2140	279	784	0	0	0	216	933	1671	1885	1314	1089	0
Cacul1	380.548387	0	0	212	0	1444	256	753	2053	368	0	128	104	196	621	1164	845	766	599	949	904	0	273	0	0	0	0	0	0	0	162	0	0
Psmd3	378.548387	104	205	546	0	1162	361	614	1286	0	0	146	0	176	618	997	498	205	221	450	1545	63	0	0	0	0	0	400	627	875	347	289	0
Phykpl	378.0	0	0	885	0	1316	443	641	2149	95	0	156	0	282	893	1160	841	513	563	737	327	0	0	0	0	0	0	0	76	466	175	0	0
Erbb2	377.870968	261	336	1481	0	852	265	296	783	132	0	140	0	0	213	305	314	132	0	184	1492	0	96	0	0	0	309	391	1179	1552	597	404	0
Ikzf4	375.354839	0	0	0	0	0	0	393	2035	709	0	0	0	0	161	750	729	379	445	603	470	188	390	0	0	0	0	428	1181	918	915	942	0
Icam5	375.225806	0	0	679	0	1693	574	763	1896	0	0	0	0	78	210	706	364	211	269	345	571	0	111	0	0	0	136	429	1035	878	380	304	0
Icam4	375.225806	0	0	679	0	1693	574	763	1896	0	0	0	0	78	210	706	364	211	269	345	571	0	111	0	0	0	136	429	1035	878	380	304	0
Prkx	372.387097	0	0	2692	0	826	239	462	1505	110	0	0	0	0	182	371	337	247	303	403	760	0	0	0	0	0	216	534	1176	775	234	172	0
Sspn	372.290323	0	0	409	121	659	401	573	793	1691	197	205	319	387	634	898	355	129	224	444	793	0	0	404	631	329	118	288	111	428	0	0	0
Elp6	370.645161	0	0	388	0	1599	850	841	1714	90	99	121	0	114	243	885	421	180	273	454	1506	0	150	0	0	0	0	204	515	555	136	152	0
Depp1	369.806452	0	164	403	0	1236	130	617	2031	268	175	233	0	408	827	1307	796	304	387	654	880	0	0	0	0	0	0	191	453	0	0	0	0
Zfp672	368.774194	494	615	360	0	213	179	151	603	163	0	0	0	0	0	365	1080	636	472	780	1305	0	289	0	0	0	335	291	392	1214	1066	429	0
Synpo	368.580645	725	646	418	0	619	315	333	675	490	0	0	0	0	0	686	531	482	393	444	2383	0	234	0	0	0	0	202	475	192	700	483	0
Nuak2	364.967742	0	0	348	0	1639	258	569	1891	193	0	0	0	114	472	966	598	285	485	576	705	362	0	0	0	0	0	238	655	555	313	92	0
Ehd1	364.516129	0	215	1317	0	834	323	323	1035	198	0	0	0	0	221	627	581	204	143	328	1352	0	268	0	0	0	195	314	632	923	817	450	0
Wtip	364.0	0	0	961	0	825	650	552	1086	0	0	0	0	0	0	304	192	161	0	176	1685	438	319	119	0	0	136	432	1062	941	671	574	0
Sel1l	362.354839	0	0	167	0	1700	382	874	2473	0	0	0	0	104	621	1156	747	377	383	875	1236	0	0	0	0	0	0	0	138	0	0	0	0
Erich1	362.354839	0	210	599	0	1509	590	905	2040	87	0	146	0	0	448	867	349	200	256	435	930	0	108	0	0	0	0	106	759	360	153	176	0
Ttc7b	359.548387	0	0	171	0	2367	487	984	2255	124	0	0	0	0	643	896	345	348	328	549	1194	0	0	0	0	0	0	0	349	106	0	0	0
Fam107b	359.483871	418	537	1075	0	362	278	591	887	295	0	0	0	0	154	280	465	284	123	491	2000	0	0	0	0	0	395	268	668	941	632	0	0
Sh3bp5l	359.354839	494	615	360	0	213	172	151	603	163	0	0	0	0	0	365	1080	636	472	780	1305	0	289	0	0	0	335	291	392	1214	1066	144	0
Ip6k2	358.806452	0	0	443	0	2087	667	731	1590	154	0	142	0	276	690	1336	649	377	294	791	443	0	0	0	0	0	0	0	0	164	289	0	0
Cirbp	358.483871	0	0	754	0	1464	358	714	1983	221	0	0	0	0	256	748	177	282	273	378	1131	257	0	0	0	0	254	149	413	575	456	270	0
Dmap1	358.290323	0	230	571	0	960	592	562	1380	138	0	0	0	0	247	762	597	360	225	562	1040	0	182	0	0	0	0	405	785	765	480	264	0
Mtap	358.16129	0	154	344	0	1425	869	783	1945	130	0	0	0	0	166	636	428	198	163	529	1101	0	91	0	0	0	136	219	474	709	360	243	0
Bnip3l	357.451613	0	0	833	0	1610	272	486	1622	85	0	0	0	0	512	855	343	302	266	404	911	0	301	0	0	0	0	290	568	416	595	410	0
Iyd	357.322581	0	0	0	0	2051	781	1199	2527	0	0	207	0	221	683	924	630	475	418	961	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdrt4	356.451613	0	175	0	0	1808	216	1082	2309	119	0	0	0	124	687	1038	623	473	494	825	354	0	0	0	0	0	0	0	115	0	445	163	0
Krt18	356.193548	0	0	0	0	1041	250	676	1922	234	0	0	0	224	381	837	613	336	364	727	0	289	303	0	0	0	0	0	460	431	1144	810	0
Cxcl10	355.580645	0	0	0	0	497	194	249	866	272	0	0	0	0	241	729	745	451	423	492	0	0	280	0	0	0	0	614	1447	666	1546	1311	0
Cnnm2	354.935484	0	0	658	0	1390	440	445	2179	0	0	0	0	158	585	1019	506	341	402	497	1617	0	0	0	0	0	0	188	408	170	0	0	0
Agrn	354.516129	0	0	705	0	421	344	165	652	940	0	0	0	0	0	425	1092	710	310	378	159	137	0	0	0	0	460	714	1087	1410	492	389	0
Gmfb	354.451613	0	0	342	0	1636	797	1270	2423	157	0	129	0	139	427	917	428	234	302	706	416	0	109	0	0	0	0	0	94	153	160	149	0
Setd3	352.548387	0	0	692	0	1677	670	1007	2128	0	0	0	0	121	375	901	325	325	320	429	686	0	79	0	0	0	0	0	425	433	192	144	0
Ccnk	352.548387	0	0	692	0	1677	670	1007	2128	0	0	0	0	121	375	901	325	325	320	429	686	0	79	0	0	0	0	0	425	433	192	144	0
Oasl1	352.516129	654	519	485	571	437	424	499	515	234	0	174	606	479	462	361	310	0	192	223	553	0	138	168	456	540	517	125	0	331	512	443	0
Olfr1342	351.677419	0	0	0	0	0	0	0	0	249	0	0	0	0	0	467	1007	681	385	666	0	697	346	0	0	0	270	636	1257	714	1938	1589	0
Dlc1	351.516129	0	0	214	0	1084	692	452	1630	124	0	109	0	0	443	774	393	228	292	353	1656	121	168	0	0	0	136	237	402	572	457	360	0
Etl4	349.516129	0	0	354	0	1676	525	731	1868	195	0	0	0	118	678	1010	514	275	340	696	482	0	0	0	0	0	0	146	381	458	209	179	0
Brpf1	349.290323	0	0	288	0	1941	587	895	2029	0	0	0	0	150	458	862	447	355	315	652	907	0	116	0	0	0	0	0	309	225	292	0	0
Zfp40	349.064516	0	148	631	0	1768	632	570	1810	113	0	0	0	0	467	896	424	140	240	441	1095	0	0	0	0	0	0	177	469	445	355	0	0
Pld1	348.516129	0	168	793	0	1522	818	649	1412	0	0	0	0	0	229	532	327	193	192	403	1434	0	0	0	0	0	0	370	738	573	290	161	0
Nr4a1	348.354839	143	438	409	0	1254	256	600	1730	162	0	0	0	0	396	521	261	0	186	539	1409	194	133	0	0	0	0	0	495	863	501	309	0
Fgl1	347.483871	345	911	0	0	350	0	409	632	153	0	90	0	206	473	723	364	169	201	478	2362	0	192	0	0	0	0	0	273	436	1184	821	0
P4htm	344.258065	0	0	0	0	1349	632	1266	2668	212	0	113	0	114	626	995	714	474	396	794	319	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap12	343.290323	0	0	852	0	848	294	505	1361	209	0	0	0	220	517	1066	543	242	255	583	594	234	147	0	0	0	0	270	761	640	302	199	0
Alg6	342.967742	0	248	1080	0	1506	339	801	2097	198	0	0	0	0	130	537	328	0	255	404	919	0	129	0	0	0	0	175	426	255	561	244	0
Ucp3	342.354839	0	288	741	0	1677	0	832	2976	296	0	0	0	227	545	956	604	275	339	386	471	0	0	0	0	0	0	0	0	0	0	0	0
Cuedc1	342.032258	319	934	436	0	955	375	383	538	0	0	0	0	0	360	350	0	0	0	131	1935	0	477	146	0	0	0	217	687	288	1145	927	0
Cdk6	341.677419	0	122	264	0	1711	679	1283	1682	177	0	0	0	187	247	550	292	113	298	292	1056	148	0	0	0	0	0	0	388	649	198	256	0
Rsrc2	341.193548	0	0	385	0	2012	594	904	1828	0	0	0	0	157	638	1221	414	212	379	388	654	0	63	0	0	0	0	0	296	287	145	0	0
Kntc1	341.193548	0	0	385	0	2012	594	904	1828	0	0	0	0	157	638	1221	414	212	379	388	654	0	63	0	0	0	0	0	296	287	145	0	0
Rnf186	341.096774	0	0	1012	0	1421	361	689	1997	0	0	0	0	0	813	1330	757	0	507	887	0	0	0	0	0	0	0	0	0	800	0	0	0
Ptch1	340.483871	0	0	615	0	1283	700	668	1587	0	0	0	0	0	335	832	489	162	309	384	979	0	120	0	0	0	0	487	728	577	193	107	0
Rps26	339.935484	0	0	406	0	1232	1263	1281	1995	303	0	0	0	126	372	858	309	255	210	235	1370	0	0	0	0	0	0	0	214	109	0	0	0
Dcaf15	339.709677	0	114	487	0	1830	693	652	2081	0	0	162	0	0	646	1182	269	198	224	444	803	124	238	0	0	0	0	0	220	164	0	0	0
Gpd1l	339.032258	0	0	751	0	1226	349	437	1880	204	0	161	0	142	763	1268	590	286	315	573	823	0	0	0	0	0	0	0	331	175	149	87	0
P4ha3	338.741935	0	0	189	0	2345	358	717	2266	205	0	172	0	0	343	689	222	227	174	338	1248	0	0	0	0	0	0	0	173	0	466	369	0
Pik3r2	337.419355	0	0	973	0	1304	941	952	1667	0	0	0	0	126	605	936	369	275	222	486	766	106	126	0	0	0	0	0	221	160	136	89	0
Gas2l1	336.741935	0	0	421	0	1199	730	722	1417	0	0	0	0	122	324	318	288	140	245	491	1131	115	172	0	0	0	0	475	834	863	308	124	0
Inf2	336.580645	0	0	540	0	1309	168	522	1334	126	0	0	0	0	253	516	366	203	221	348	327	408	359	0	0	0	136	186	695	919	883	615	0
Cobl	336.580645	0	173	119	0	2388	694	983	1727	0	0	0	0	254	516	1476	683	514	382	525	0	0	0	0	0	0	0	0	0	0	0	0	0
Utrn	335.322581	268	317	585	0	243	130	978	2066	152	0	0	0	0	241	525	555	510	432	778	1584	0	162	0	0	0	0	0	210	326	333	0	0
Tbc1d10b	335.064516	0	0	240	0	1555	726	591	1997	0	0	0	0	87	502	867	532	315	377	477	604	0	0	0	0	0	0	87	305	400	403	322	0
Mylpf	335.064516	0	0	240	0	1555	726	591	1997	0	0	0	0	87	502	867	532	315	377	477	604	0	0	0	0	0	0	87	305	400	403	322	0
Shc1	334.677419	0	0	480	0	964	497	449	1463	171	0	182	0	166	495	693	681	389	384	506	707	0	0	0	0	0	0	217	653	668	374	236	0
Cks1b	334.677419	0	0	480	0	964	497	449	1463	171	0	182	0	166	495	693	681	389	384	506	707	0	0	0	0	0	0	217	653	668	374	236	0
Timm10	334.064516	0	0	445	0	1627	623	870	2025	0	0	0	0	108	331	678	257	159	198	498	912	0	0	0	0	0	0	267	620	316	205	217	0
Smtnl1	334.064516	0	0	445	0	1627	623	870	2025	0	0	0	0	108	331	678	257	159	198	498	912	0	0	0	0	0	0	267	620	316	205	217	0
Psmd8	333.83871	0	0	302	0	1930	679	757	2194	0	0	178	0	0	403	993	376	179	289	301	753	0	0	0	0	0	0	166	457	277	115	0	0
Cldn4	333.387097	0	0	167	0	1085	231	868	2580	226	0	0	0	230	551	617	836	503	376	830	0	0	0	0	0	0	0	183	568	484	0	0	0
Txnip	332.83871	0	0	311	0	1842	832	984	2413	148	0	0	0	145	604	872	703	299	305	541	319	0	0	0	0	0	0	0	0	0	0	0	0
Cdk12	332.709677	0	154	473	0	998	287	443	1486	0	0	0	0	0	374	859	555	310	351	610	1159	125	0	0	0	0	0	318	711	524	393	184	0
Rhod	332.387097	0	0	168	0	1158	553	640	1677	180	0	196	58	214	585	1016	758	395	452	657	558	108	0	0	0	0	0	0	172	402	251	106	0
Ldb1	332.064516	0	0	193	0	594	222	634	1450	219	0	0	0	111	263	591	590	266	215	429	1440	91	169	0	0	0	414	206	590	1349	258	0	0
Cldn1	331.645161	0	0	291	0	2022	290	769	2409	187	215	158	0	145	676	1309	457	402	256	695	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamb2	329.709677	238	259	481	0	966	447	853	1645	0	0	0	0	0	142	287	255	149	123	221	1487	0	151	0	0	0	0	361	670	579	519	388	0
Rcan1	329.580645	0	0	1076	0	912	343	354	1279	0	0	0	0	0	376	674	535	254	386	720	843	0	198	0	0	0	0	275	680	698	388	226	0
Lrp1	329.483871	270	418	879	0	567	219	555	1402	0	0	0	0	0	218	910	578	429	359	608	1926	0	116	0	0	0	0	0	0	0	416	344	0
Papss2	328.645161	0	0	220	0	515	165	142	502	157	0	0	0	0	0	281	483	365	186	182	1169	0	374	0	0	0	0	602	2050	831	1223	741	0
Tnfaip3	327.967742	0	0	352	0	828	465	601	1093	294	0	0	0	0	220	568	1207	715	481	470	236	0	246	0	0	0	0	0	248	178	1055	910	0
Aprt	326.806452	0	0	0	0	968	406	756	2146	0	0	0	0	183	302	695	637	399	402	622	325	0	0	0	0	0	0	242	626	689	409	324	0
Dnah6	323.580645	0	0	456	0	1116	295	522	1236	413	0	0	80	0	339	631	324	220	234	384	964	164	245	0	0	0	0	180	770	524	548	386	0
Rnf13	323.322581	0	323	836	0	1465	700	842	1616	0	0	0	0	132	397	676	406	227	294	421	733	0	0	0	0	0	0	0	321	264	251	119	0
Igf2bp3	323.258065	0	0	0	0	1318	826	648	1598	0	0	0	0	134	433	1029	645	312	261	438	324	0	0	0	0	0	0	324	662	125	496	448	0
Sertad1	323.096774	164	492	624	0	1036	315	539	1164	378	0	0	0	114	332	561	376	0	188	432	515	106	180	0	0	0	0	265	534	640	733	328	0
Nabp2	321.548387	0	105	276	0	1568	743	649	1540	0	0	90	0	149	785	1118	401	231	206	508	843	0	0	0	0	0	0	0	308	302	146	0	0
Hyi	320.645161	0	0	963	0	1156	203	859	1905	0	0	183	0	194	664	963	773	493	513	933	0	0	0	0	0	0	0	0	0	0	138	0	0
Mon1b	319.322581	0	0	123	0	1561	492	769	2200	0	0	245	0	0	503	955	575	301	391	622	706	0	75	0	0	0	0	0	170	0	97	114	0
Cherp	319.258065	0	0	745	0	1461	901	1001	1951	0	0	0	0	90	146	795	351	231	149	363	329	101	149	0	0	0	0	0	320	563	139	112	0
Mrpl17	319.193548	0	0	699	0	1587	763	573	1772	0	0	109	0	132	277	664	366	201	215	433	798	0	0	0	0	0	0	90	396	531	181	108	0
Klhdc7a	319.16129	0	0	0	0	666	196	457	1693	224	0	0	0	268	609	1400	1125	617	565	798	0	0	108	0	0	0	0	0	0	0	683	485	0
Cryab	317.967742	134	506	198	0	463	260	325	630	0	0	0	0	0	124	345	551	399	199	439	1573	0	258	0	0	0	0	304	824	163	1233	929	0
Thg1l	317.193548	0	0	503	0	1245	906	973	1734	0	0	0	0	0	200	475	354	212	166	253	696	0	182	0	0	0	0	0	283	631	614	406	0
Fosl2	316.451613	0	134	697	0	833	657	1054	1549	392	0	0	0	187	380	663	537	218	274	516	831	0	96	0	0	0	0	0	0	113	514	165	0
Lyrm9	316.064516	0	0	0	0	0	0	0	200	281	0	0	0	0	0	525	949	666	534	521	0	0	235	0	0	0	0	1152	2171	738	997	829	0
Kdm2b	315.483871	0	173	270	0	0	0	103	760	308	0	0	0	0	0	427	871	549	367	429	213	638	246	0	0	0	0	291	1298	486	1294	1057	0
Tmem95	315.419355	0	199	544	0	1335	911	583	1203	221	0	0	0	0	115	348	451	184	202	239	620	162	104	0	0	0	0	204	545	773	542	293	0
Kctd11	315.419355	0	199	544	0	1335	911	583	1203	221	0	0	0	0	115	348	451	184	202	239	620	162	104	0	0	0	0	204	545	773	542	293	0
Ing1	315.322581	0	0	316	0	1480	310	802	2077	0	0	0	0	128	442	899	257	0	260	270	1056	154	0	0	0	0	0	189	358	456	83	238	0
Tuba1b	314.612903	0	576	626	0	457	154	106	828	126	0	0	0	0	238	431	369	0	172	279	434	149	330	0	0	0	158	508	1055	921	1168	668	0
Rslcan18	314.451613	0	0	0	0	2039	1502	1378	2235	0	0	0	0	0	329	625	251	0	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0
Dtnbp1	314.064516	120	0	515	0	1306	487	621	1882	0	0	139	94	0	264	670	492	365	337	727	501	0	0	0	0	0	0	0	220	636	245	115	0
Mageb3	313.483871	0	0	908	0	962	723	762	1477	109	0	123	0	0	278	618	387	192	164	283	905	230	186	0	0	0	0	148	421	592	175	75	0
Ctdspl2	313.483871	0	0	908	0	962	723	762	1477	109	0	123	0	0	278	618	387	192	164	283	905	230	186	0	0	0	0	148	421	592	175	75	0
S100a11	313.225806	371	347	785	0	598	201	222	449	0	0	0	0	0	0	117	330	0	191	289	1166	0	334	0	0	0	330	389	1151	1542	663	235	0
Acp2	312.967742	0	0	349	0	784	374	538	1440	0	0	0	0	208	643	925	667	385	370	472	954	0	110	0	0	0	0	126	451	465	224	217	0
Mfsd2a	312.709677	0	0	195	0	1122	339	321	2485	463	0	0	0	0	477	816	1150	614	561	949	202	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb2	312.451613	0	0	328	0	1877	628	635	2068	0	0	0	0	0	280	770	239	131	198	302	1521	0	0	0	0	0	0	0	307	234	168	0	0
Miga2	312.451613	0	0	328	0	1877	628	635	2068	0	0	0	0	0	280	770	239	131	198	302	1521	0	0	0	0	0	0	0	307	234	168	0	0
Prkaa2	312.0	0	0	0	0	1381	847	933	2698	0	89	0	0	97	357	867	424	308	381	513	488	0	0	0	0	0	0	0	0	0	146	143	0
Maml1	311.419355	0	0	1189	0	313	331	167	538	184	0	0	0	0	121	473	509	208	159	227	1428	0	142	0	0	0	116	500	1179	1355	273	242	0
Myo7a	311.322581	0	0	224	0	956	415	837	1800	147	0	0	0	150	385	1051	583	360	429	751	1180	0	0	0	0	0	0	0	188	195	0	0	0
Mrpl30	311.0	0	0	614	0	1113	694	908	1892	94	0	0	0	116	417	710	435	152	225	491	907	0	0	0	0	0	0	0	383	309	181	0	0
Mitd1	311.0	0	0	614	0	1113	694	908	1892	94	0	0	0	116	417	710	435	152	225	491	907	0	0	0	0	0	0	0	383	309	181	0	0
Hspb2	310.774194	134	506	198	0	463	226	236	530	0	0	0	0	0	124	345	551	399	199	439	1573	0	258	0	0	0	0	304	824	163	1233	929	0
Panx3	309.774194	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	270	1096	2277	964	2065	1850	0
Txndc5	308.483871	0	0	542	0	1753	442	628	1907	192	0	220	0	204	776	1037	520	267	306	769	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr78	307.903226	0	0	531	0	1465	779	522	1651	229	0	0	0	0	228	737	453	332	285	471	922	0	0	0	0	0	0	156	213	225	346	0	0
Mier1	307.903226	0	0	531	0	1465	779	522	1651	229	0	0	0	0	228	737	453	332	285	471	922	0	0	0	0	0	0	156	213	225	346	0	0
Rarg	307.548387	0	0	1266	0	652	206	368	828	193	0	0	0	0	317	563	410	259	146	370	1183	0	177	0	0	0	0	209	810	415	625	537	0
Wrap53	306.064516	0	0	700	0	955	499	574	1668	0	0	0	0	134	358	689	311	215	203	410	614	0	0	0	0	0	158	224	600	777	181	218	0
Trp53	306.064516	0	0	700	0	955	499	574	1668	0	0	0	0	134	358	689	311	215	203	410	614	0	0	0	0	0	158	224	600	777	181	218	0
Rsf1	305.548387	0	194	421	0	956	322	541	1808	0	0	0	0	0	251	888	438	222	321	489	1115	0	0	0	0	0	0	290	490	345	253	128	0
Aamdc	305.548387	0	194	421	0	956	322	541	1808	0	0	0	0	0	251	888	438	222	321	489	1115	0	0	0	0	0	0	290	490	345	253	128	0
Cp	305.129032	254	175	331	0	1329	299	664	1792	63	0	152	0	125	498	881	561	449	459	601	624	0	0	0	0	0	0	0	0	0	202	0	0
2900026A02Rik	305.096774	0	0	763	0	929	167	584	1520	467	0	0	0	112	533	870	871	256	317	606	837	0	181	0	0	0	0	0	0	201	244	0	0
Galk1	304.580645	0	0	530	0	1563	480	373	1357	109	0	0	0	0	212	548	517	227	152	427	1015	0	0	0	0	0	0	194	606	580	328	224	0
Agl	303.709677	144	248	843	0	853	572	521	1080	105	0	0	0	0	163	325	0	108	147	186	810	105	286	0	0	0	146	459	700	953	341	320	0
Sf3b2	302.096774	0	0	305	0	1477	638	965	1858	0	0	0	0	0	319	588	263	284	160	356	1417	0	0	0	0	0	0	0	429	224	0	82	0
Gal3st3	302.096774	0	0	305	0	1477	638	965	1858	0	0	0	0	0	319	588	263	284	160	356	1417	0	0	0	0	0	0	0	429	224	0	82	0
Rab17	302.064516	0	171	173	0	670	331	308	922	196	0	0	0	0	143	536	451	497	282	481	882	0	441	0	0	0	0	0	337	0	1418	1125	0
Rps6ka5	301.83871	0	0	607	0	1247	241	578	2067	0	0	0	0	0	585	1049	655	347	394	627	625	0	0	0	0	0	0	0	210	0	125	0	0
Per1	301.322581	0	243	1022	0	619	431	362	1215	372	0	0	0	153	310	535	515	176	297	548	846	0	0	127	0	0	0	0	402	627	351	190	0
Qk	300.967742	0	0	148	0	1548	731	722	1488	96	0	271	0	0	420	750	377	316	312	513	1283	0	0	0	0	0	0	0	0	161	194	0	0
Rnf213	300.806452	0	0	0	0	814	238	412	1273	0	0	0	0	0	183	691	527	274	269	347	788	369	147	0	0	0	0	219	616	223	994	941	0
2310057M21Rik	300.645161	0	0	682	0	1237	410	593	1565	0	0	0	0	0	284	835	434	328	305	455	730	140	0	0	0	0	0	239	427	350	173	133	0
Txndc12	300.419355	0	0	506	0	1576	994	575	1685	0	0	98	0	0	325	590	415	177	215	530	544	0	0	0	0	0	0	0	403	524	156	0	0
Btf3l4	300.419355	0	0	506	0	1576	994	575	1685	0	0	98	0	0	325	590	415	177	215	530	544	0	0	0	0	0	0	0	403	524	156	0	0
Fzd7	299.967742	0	0	284	0	1957	643	805	2025	0	0	0	0	0	565	927	225	184	260	382	471	0	96	0	0	0	0	0	208	150	117	0	0
Ppp1r10	299.129032	0	121	552	0	1198	331	443	1467	0	0	0	0	172	247	845	615	354	296	475	929	0	0	0	0	0	0	243	675	310	0	0	0
Mrps18b	299.129032	0	121	552	0	1198	331	443	1467	0	0	0	0	172	247	845	615	354	296	475	929	0	0	0	0	0	0	243	675	310	0	0	0
Pawr	299.0	0	0	291	0	2017	519	815	2318	0	0	0	0	0	331	820	386	281	299	580	612	0	0	0	0	0	0	0	0	0	0	0	0
Mapk6	298.709677	0	0	1301	0	656	170	320	996	117	0	0	0	0	397	801	442	237	193	413	351	171	173	0	0	0	0	436	674	484	543	385	0
Cdc34	298.193548	0	0	483	0	1159	563	504	1406	0	0	0	0	0	489	648	450	189	230	319	738	83	238	0	0	0	0	243	495	624	201	182	0
Lpar6	296.870968	0	0	406	0	424	135	107	464	364	0	0	0	0	0	300	450	233	406	341	1404	205	239	0	0	0	304	0	666	1155	890	710	0
Crebl2	296.612903	0	165	716	0	466	350	493	1117	82	0	0	0	0	216	287	166	0	0	266	310	0	171	0	0	0	356	554	1121	1173	839	347	0
H2-Bl	295.83871	0	0	0	0	2069	737	583	1979	0	0	0	158	0	297	488	209	210	0	414	0	0	0	0	0	0	175	193	298	797	301	263	0
Ablim3	295.354839	0	0	235	0	1843	1258	855	1920	0	0	102	0	122	459	733	393	269	231	736	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp212	295.096774	0	0	492	0	928	576	664	1530	165	0	0	0	0	239	753	307	201	316	376	735	0	102	0	0	0	0	450	598	338	211	167	0
Hjurp	295.064516	0	0	703	0	946	235	635	1678	228	0	128	0	145	592	1124	635	603	273	644	128	0	84	0	0	0	0	0	0	0	184	182	0
A730008H23Rik	295.064516	0	0	703	0	946	235	635	1678	228	0	128	0	145	592	1124	635	603	273	644	128	0	84	0	0	0	0	0	0	0	184	182	0
U2surp	293.870968	0	0	356	0	1294	536	717	1361	0	0	0	0	0	374	732	222	150	241	296	672	0	203	0	0	0	191	207	412	539	340	267	0
Rnf187	293.83871	0	0	450	0	1059	494	392	1212	126	0	145	0	104	263	759	320	154	172	305	959	0	189	0	0	0	0	268	775	463	297	203	0
Rita1	293.322581	0	0	248	0	1241	1342	972	1956	0	0	0	0	0	282	556	249	185	182	277	1310	0	0	0	0	0	0	0	177	116	0	0	0
Ddx54	293.322581	0	0	248	0	1241	1342	972	1956	0	0	0	0	0	282	556	249	185	182	277	1310	0	0	0	0	0	0	0	177	116	0	0	0
Muc13	291.451613	0	226	396	0	1121	335	534	1413	218	0	0	0	0	320	531	307	263	150	326	1276	0	0	0	0	0	0	230	686	561	142	0	0
Gm5148	290.387097	0	0	1210	0	945	207	557	1608	201	0	0	0	0	257	649	750	372	320	418	0	0	0	0	0	0	0	305	758	154	157	134	0
Mrpl45	289.903226	0	0	648	0	472	348	305	1331	0	0	0	0	0	221	686	380	269	358	575	937	113	142	0	0	0	151	220	615	660	272	284	0
Pafah2	289.83871	0	0	289	0	1131	271	704	1907	0	0	0	0	123	516	1009	774	477	300	504	882	0	0	0	0	0	0	0	98	0	0	0	0
