Target_genes	Sp1|Average	SRX12298596|B_cells	SRX7799915|CH12	SRX7799916|CH12	SRX7799920|CH12	SRX7799921|CH12	SRX5371688|ES_cells	SRX5371689|ES_cells	SRX5371690|ES_cells	SRX5371691|ES_cells	SRX5371692|ES_cells	SRX5371698|ES_cells	SRX5371699|ES_cells	SRX5371700|ES_cells	SRX5371701|ES_cells	SRX5850139|ES_cells	SRX5850140|ES_cells	SRX5850141|ES_cells	SRX5850142|ES_cells	SRX5850143|ES_cells	SRX5850144|ES_cells	SRX5850145|ES_cells	SRX5850146|ES_cells	SRX5850147|ES_cells	SRX5850148|ES_cells	SRX5850149|ES_cells	SRX9162528|External_genitalia	SRX9162532|External_genitalia	SRX378972|mESCs,_differentiated	SRX378973|mESC_derived_haematopoietic_progenitor	SRX5818135|Neural_Stem_Cells	SRX5818139|Neural_Stem_Cells	SRX1898479|Striatal_neurons	SRX160414|Trophoblast_stem_cells	STRING
Kdm1b	703.060606	1597	2384	2402	2329	2527	758	444	543	0	0	1729	0	306	244	867	405	566	941	247	388	457	1135	477	814	424	361	585	182	89	0	0	0	0	0
Psmg1	703.030303	1588	2430	2399	1978	2508	1147	697	1553	0	0	2220	0	502	453	632	170	377	473	256	398	435	447	447	375	375	298	388	538	116	0	0	0	0	0
Azin2	702.666667	1283	2337	2523	1977	2306	1708	892	1297	150	0	2341	0	673	650	440	132	254	321	160	311	364	190	260	217	197	861	1149	195	0	0	0	0	0	0
Golm2	702.363636	991	2041	2073	2022	2347	1069	641	1081	0	0	1951	0	503	377	746	165	479	557	280	650	350	480	251	460	259	1265	1505	455	180	0	0	0	0	0
Wdr20	701.727273	1893	2618	2530	2267	2407	795	406	685	0	0	1825	0	345	217	909	152	642	759	339	287	407	592	531	673	269	616	846	147	0	0	0	0	0	0
Eif3j2	701.727273	1394	2233	2249	1401	1716	786	416	593	0	0	1602	0	291	270	1131	291	807	1130	442	392	696	766	821	1057	578	851	1126	118	0	0	0	0	0	0
Eif3j1	701.727273	1394	2233	2249	1401	1716	786	416	593	0	0	1602	0	291	270	1131	291	807	1130	442	392	696	766	821	1057	578	851	1126	118	0	0	0	0	0	0
Ginm1	701.272727	1554	2448	2500	2140	2431	977	533	1040	79	0	1667	0	429	391	791	188	556	762	301	372	686	706	324	399	354	492	887	135	0	0	0	0	0	0
Rab3d	701.212121	1808	2465	2535	2180	2476	770	624	708	0	0	2161	0	415	343	878	200	622	815	366	263	502	809	521	759	338	232	213	137	0	0	0	0	0	0
Sugt1	701.060606	897	2148	2203	2325	2329	2375	1393	2165	246	0	2780	0	1239	1033	202	0	0	210	76	213	139	177	121	156	93	0	114	501	0	0	0	0	0	0
Caprin2	700.636364	1401	2293	2473	2420	2583	1003	568	773	0	0	1839	0	582	518	711	227	500	754	472	703	574	438	344	235	287	297	249	666	211	0	0	0	0	0
Vps26a	699.69697	1551	2272	2381	2008	2042	1189	650	851	0	0	1915	0	345	240	677	247	605	739	192	259	373	715	305	754	283	982	1287	122	0	0	0	106	0	0
Cbfa2t2	699.575758	1469	2341	2399	2160	2198	484	513	646	0	0	1510	0	353	289	740	245	425	1010	182	447	522	785	376	699	403	1264	1381	245	0	0	0	0	0	0
Pxn	699.484848	1280	2475	2518	2076	2345	1157	698	1008	0	0	2064	0	462	450	775	0	577	429	267	487	497	390	496	402	274	751	1031	0	0	0	0	174	0	0
Mettl2	698.30303	1574	2366	2485	2245	2478	970	734	581	0	0	1865	0	200	218	1054	319	562	723	465	509	576	527	857	520	518	0	159	268	157	0	0	114	0	0
Cyb5r3	697.969697	1473	2572	2435	2453	2594	1121	478	1120	0	0	2317	0	574	664	775	179	410	607	351	551	472	237	376	318	320	130	0	506	0	0	0	0	0	0
Otulin	697.636364	851	2256	2356	1965	2373	759	522	938	0	0	1782	0	486	495	730	185	247	204	442	358	501	199	477	229	141	1794	2136	477	119	0	0	0	0	0
Limk1	695.818182	1394	1945	2042	1628	1929	1071	750	1142	0	0	1561	0	539	366	632	264	335	741	271	560	456	636	509	780	403	1273	1607	128	0	0	0	0	0	0
Wwox	695.757576	900	2085	2110	1993	2436	1231	787	1580	109	0	2059	0	483	602	496	301	242	356	598	857	569	159	409	194	234	0	0	1241	423	0	0	234	272	0
Rfx1	695.69697	902	741	1998	1719	1896	924	428	934	0	0	1370	0	417	320	556	224	363	651	293	1032	651	373	284	552	399	1383	1511	2185	671	0	0	0	181	0
Tmed7	694.484848	1004	2353	2284	2216	2340	595	466	476	0	0	1847	0	349	433	826	153	541	641	302	590	547	474	376	352	259	1394	1743	235	0	0	0	122	0	0
Eif1a	694.484848	1004	2353	2284	2216	2340	595	466	476	0	0	1847	0	349	433	826	153	541	641	302	590	547	474	376	352	259	1394	1743	235	0	0	0	122	0	0
Mbd2	694.363636	1550	2448	2410	1951	2203	965	742	980	0	0	1834	0	465	502	750	278	433	592	225	256	433	524	427	561	256	920	1005	204	0	0	0	0	0	0
B4galt5	694.030303	1158	1896	1931	1679	1756	1496	743	1178	190	0	1511	0	202	257	954	432	449	845	286	364	457	790	396	738	469	1101	1394	103	0	0	0	0	128	0
Pex5	693.939394	1269	2451	2333	2135	2381	725	445	742	0	0	1162	0	289	365	798	241	458	548	295	473	551	322	414	345	223	1706	1651	443	0	0	0	135	0	0
Atxn7l3	692.969697	1097	1680	1672	1690	1823	674	422	839	0	0	1409	0	396	311	856	369	818	1013	388	840	599	971	554	901	439	1045	1053	923	0	0	0	86	0	0
Srebf2	692.030303	1236	2317	2273	2214	2339	680	373	691	0	0	1481	0	307	216	691	305	325	715	251	645	460	473	530	587	305	947	1072	1243	161	0	0	0	0	0
Plekho2	691.878788	1446	1929	1944	2058	1931	949	586	772	0	0	1756	0	285	309	866	615	647	1062	543	695	733	632	748	829	749	119	127	393	0	0	0	109	0	0
Zfp654	690.878788	913	2265	2318	2059	2250	796	556	791	0	0	1512	0	212	456	599	136	314	412	341	847	466	135	221	153	135	746	919	2412	562	0	0	135	138	0
Cggbp1	690.878788	913	2265	2318	2059	2250	796	556	791	0	0	1512	0	212	456	599	136	314	412	341	847	466	135	221	153	135	746	919	2412	562	0	0	135	138	0
Psen2	690.060606	1716	2442	2395	2200	2475	1323	704	1020	0	0	1900	0	405	412	749	158	400	614	258	384	344	399	418	345	234	541	751	185	0	0	0	0	0	0
0610010F05Rik	688.909091	1086	2003	2253	2218	2551	335	240	394	0	0	1107	0	173	211	806	286	635	954	457	1234	1159	441	633	364	525	971	1124	574	0	0	0	0	0	0
Tbc1d1	688.848485	1400	2509	2525	2123	2315	1016	534	727	0	0	1607	0	328	278	786	274	478	546	263	289	464	717	372	565	243	1097	1276	0	0	0	0	0	0	0
Heca	688.484848	622	2295	2293	1995	2166	1191	791	1305	0	0	2552	0	792	631	658	0	227	498	247	446	487	225	296	278	183	1091	1308	143	0	0	0	0	0	0
Atg12	687.181818	1162	1815	1882	1903	1727	1357	962	1709	124	85	1865	0	433	530	466	296	279	371	291	669	373	196	445	240	159	1064	1155	687	152	0	0	0	280	0
Ap3s1	687.181818	1162	1815	1882	1903	1727	1357	962	1709	124	85	1865	0	433	530	466	296	279	371	291	669	373	196	445	240	159	1064	1155	687	152	0	0	0	280	0
Ctr9	687.151515	1186	2241	2300	2271	2385	1774	1089	1740	93	0	2429	0	735	797	402	147	198	487	139	323	298	204	209	233	132	161	200	503	0	0	0	0	0	0
Orai1	686.939394	1478	2106	2062	1889	2067	958	670	838	0	0	1714	0	571	335	885	153	564	557	296	416	476	600	380	366	446	1205	1323	222	0	0	0	92	0	0
Larp1b	686.484848	1607	2434	2390	2079	2300	544	383	420	0	0	1077	0	168	0	1325	285	827	1039	304	359	764	851	531	692	411	837	920	107	0	0	0	0	0	0
Rab3ip	685.818182	1713	2367	2202	1615	1901	1057	568	942	0	0	1778	0	333	325	751	294	379	746	361	532	636	632	412	640	453	804	906	0	0	0	0	285	0	0
Mafk	684.969697	1374	2520	2608	2393	2496	1077	513	923	0	0	2197	0	490	499	782	263	516	435	355	381	498	523	335	367	203	222	225	409	0	0	0	0	0	0
Ppfibp1	684.757576	1499	2531	2551	1938	2104	574	377	601	0	0	1732	0	539	498	740	241	439	516	385	513	677	455	507	356	381	1034	1409	0	0	0	0	0	0	0
Pak2	684.515152	1166	2171	2262	2145	2306	1439	815	1379	0	0	2026	0	566	383	366	145	274	242	246	421	425	205	180	223	132	1130	1345	597	0	0	0	0	0	0
Mmd	684.30303	1247	2395	2340	1726	2091	535	251	349	0	0	1142	0	152	191	1159	375	769	1208	429	585	636	845	621	872	645	794	1102	123	0	0	0	0	0	0
Clic4	683.939394	1335	2273	2231	2092	2267	993	455	732	0	0	1604	0	289	393	894	209	557	719	339	756	459	831	354	805	312	532	880	259	0	0	0	0	0	0
Snx25	682.393939	1427	2247	2343	2266	2462	882	419	981	0	0	1851	0	461	477	540	343	218	594	366	463	435	229	361	396	260	1136	1362	0	0	0	0	0	0	0
Itprid2	682.30303	1649	2473	2379	1634	1857	621	385	687	0	0	1867	0	393	344	815	295	587	873	378	416	436	769	449	697	298	887	1031	296	0	0	0	0	0	0
Slc22a5	682.242424	1323	2255	2302	1587	1848	664	435	841	0	0	1258	0	314	236	858	282	444	965	255	417	582	839	658	789	462	1211	1488	201	0	0	0	0	0	0
R3hcc1l	681.636364	1348	2302	2320	2354	2559	751	627	934	0	0	1797	0	478	422	680	144	395	476	524	832	804	172	653	215	308	0	0	1294	105	0	0	0	0	0
Bach1	681.424242	1515	2462	2332	1987	2147	857	494	736	0	0	1812	0	257	424	773	0	400	683	271	439	487	475	459	581	226	1263	1407	0	0	0	0	0	0	0
Atp7b	680.757576	1446	2447	2324	1786	2284	741	538	754	0	0	1797	0	416	493	867	313	598	845	301	448	666	592	448	596	439	173	164	843	146	0	0	0	0	0
Alg11	680.757576	1446	2447	2324	1786	2284	741	538	754	0	0	1797	0	416	493	867	313	598	845	301	448	666	592	448	596	439	173	164	843	146	0	0	0	0	0
Afg3l2	679.878788	1660	2070	2203	2022	2079	1280	680	994	0	0	1608	0	294	347	639	296	309	698	158	410	356	727	308	616	311	997	1199	175	0	0	0	0	0	0
Eloa	679.515152	1383	2513	2555	2283	2366	921	505	624	0	0	2034	0	353	228	700	163	488	507	271	350	320	459	211	337	227	977	1264	243	142	0	0	0	0	0
H2az2	679.363636	713	1902	1969	1856	2111	702	444	778	0	0	1422	0	377	408	558	338	336	728	334	946	478	512	303	418	296	1494	1643	1123	230	0	0	0	0	0
Aktip	679.212121	1084	2237	2413	1899	2195	582	435	807	0	0	1940	0	215	368	741	283	393	632	402	664	477	474	321	430	291	276	831	1726	298	0	0	0	0	0
Golga5	677.787879	1317	2583	2504	2025	2308	492	440	644	0	0	1901	0	350	372	749	126	650	767	320	456	474	479	326	515	371	915	1101	182	0	0	0	0	0	0
Saraf	677.606061	1399	2313	2353	1925	2295	667	412	885	0	0	1637	0	487	313	818	156	657	770	473	517	851	419	522	354	343	289	480	810	216	0	0	0	0	0
Fam118a	676.363636	1480	2482	2576	2169	2402	1208	672	1079	0	0	1555	0	279	240	682	262	286	443	229	715	300	246	377	398	160	726	1021	204	0	0	0	129	0	0
Fam241a	676.272727	1577	2213	2277	2107	2214	1047	556	949	150	0	1657	0	410	371	595	252	421	734	191	290	366	570	253	607	210	1065	1235	0	0	0	0	0	0	0
Dock9	675.969697	1525	1906	1915	1779	1959	728	270	571	0	0	1497	0	284	329	798	217	566	843	318	367	598	811	549	700	484	1524	1652	117	0	0	0	0	0	0
Dgke	675.69697	1366	2487	2543	2217	2406	1021	638	1012	0	0	1620	0	414	393	927	246	547	660	292	379	475	503	472	514	414	279	293	180	0	0	0	0	0	0
Dnaja2	674.939394	1114	1890	2028	1902	2043	872	629	779	0	0	1468	0	540	493	767	284	577	685	454	689	830	508	521	511	371	1113	1205	0	0	0	0	0	0	0
Adss	674.575758	1217	2287	2367	1963	1997	947	312	821	0	0	1784	0	264	313	738	190	361	912	184	389	432	664	456	781	335	681	814	923	129	0	0	0	0	0
Napepld	674.212121	1626	2359	2290	1741	2066	964	531	795	0	0	1331	0	216	222	1058	436	654	880	432	376	655	936	526	841	381	334	599	0	0	0	0	0	0	0
Brf1	673.212121	1418	2374	2231	1750	1970	1080	623	938	0	0	1619	0	391	400	687	261	422	628	215	418	477	651	342	684	343	1012	1163	0	0	0	0	119	0	0
Arhgap29	673.030303	1310	2409	2430	2483	2513	733	360	612	0	0	1176	0	214	237	911	281	562	618	425	410	687	513	418	345	409	752	1029	373	0	0	0	0	0	0
2310022B05Rik	672.757576	1220	1927	2087	1731	1915	922	650	855	0	0	1334	0	236	175	1236	377	566	720	457	337	522	780	569	867	316	1043	1359	0	0	0	0	0	0	0
Fbh1	672.515152	1116	2270	2193	2151	2288	737	399	830	0	0	1645	0	409	434	555	137	325	427	430	1027	668	172	417	131	244	123	238	2182	465	0	0	0	180	0
Ankrd16	672.515152	1116	2270	2193	2151	2288	737	399	830	0	0	1645	0	409	434	555	137	325	427	430	1027	668	172	417	131	244	123	238	2182	465	0	0	0	180	0
Rab11fip1	671.909091	1528	2075	1958	1993	2120	954	736	841	0	0	1805	0	484	472	699	293	623	583	335	564	656	576	459	443	383	501	762	330	0	0	0	0	0	0
Myo9b	671.909091	845	2393	2418	2178	2374	847	554	775	0	0	2192	0	486	568	583	156	268	451	201	554	252	260	245	297	191	1142	1251	692	0	0	0	0	0	0
Haus8	671.909091	845	2393	2418	2178	2374	847	554	775	0	0	2192	0	486	568	583	156	268	451	201	554	252	260	245	297	191	1142	1251	692	0	0	0	0	0	0
Snx8	671.090909	1540	2510	2602	1950	2262	821	373	623	0	0	1706	0	309	253	1055	171	700	875	314	366	727	454	468	566	354	425	722	0	0	0	0	0	0	0
Tob1	671.0	1406	2045	2098	1896	2023	791	703	886	79	0	1576	0	531	468	658	207	395	663	304	717	594	463	303	489	217	770	812	654	0	0	0	395	0	0
Grb2	671.0	1005	2008	2074	1562	1823	729	467	757	0	0	1836	0	446	350	909	277	520	757	257	488	509	615	567	549	319	1067	1117	991	0	0	0	144	0	0
Setmar	670.666667	1175	2314	2341	1891	2136	1765	915	1342	149	0	1857	0	547	387	444	110	364	654	168	322	277	277	146	372	148	166	165	1402	188	0	0	110	0	0
Rrbp1	670.030303	1266	2154	2255	1824	2045	977	553	684	0	0	1493	0	388	311	604	210	267	432	220	751	507	306	215	309	253	934	1113	1577	241	0	0	121	101	0
Pabpc1	667.212121	1028	1883	2001	1705	1975	627	436	781	0	0	1597	0	434	353	1097	312	358	632	380	799	385	584	512	737	300	644	750	1484	0	0	0	224	0	0
Srm	665.69697	855	2190	2306	2064	2376	461	413	461	0	0	1398	0	334	303	403	196	353	322	225	845	389	187	303	202	182	1270	1472	2165	293	0	0	0	0	0
Cers5	665.090909	1062	2151	2079	1770	2055	703	447	757	0	0	1171	0	123	130	1515	364	575	643	447	565	548	697	640	757	372	828	1210	180	0	0	0	159	0	0
Rab40c	665.060606	871	1877	1876	1877	1914	572	413	781	0	0	1227	0	262	269	487	348	392	649	317	1252	1000	283	418	292	257	1446	1477	1160	98	0	0	0	132	0
Add1	664.515152	936	2308	2401	2005	2405	586	358	783	0	0	1600	0	484	278	361	143	298	482	173	652	442	214	268	272	128	1003	1191	1835	323	0	0	0	0	0
Mtmr12	664.484848	1169	2343	2345	2292	2338	496	268	509	0	0	1488	0	257	297	855	185	326	510	266	490	348	569	514	602	317	1302	1494	282	0	0	0	66	0	0
H3f3a	664.424242	1201	2177	2235	2361	2329	880	684	932	0	0	1912	0	616	539	556	148	316	405	214	564	368	431	318	406	242	842	904	197	0	0	0	149	0	0
Mia	663.969697	1054	1949	1960	1947	2125	1084	712	1006	0	0	1829	0	504	453	463	194	375	570	253	832	576	377	424	390	268	229	238	1680	237	0	0	182	0	0
H3c15	663.666667	1040	2096	2050	2026	2048	758	444	579	0	0	1582	0	340	399	687	273	402	585	344	733	645	435	449	391	296	235	360	1847	280	0	0	438	139	0
H3c14	663.666667	1040	2096	2050	2026	2048	758	444	579	0	0	1582	0	340	399	687	273	402	585	344	733	645	435	449	391	296	235	360	1847	280	0	0	438	139	0
H2ac19	663.666667	1040	2096	2050	2026	2048	758	444	579	0	0	1582	0	340	399	687	273	402	585	344	733	645	435	449	391	296	235	360	1847	280	0	0	438	139	0
H2ac18	663.666667	1040	2096	2050	2026	2048	758	444	579	0	0	1582	0	340	399	687	273	402	585	344	733	645	435	449	391	296	235	360	1847	280	0	0	438	139	0
Ccdc14	663.0	1421	2368	2517	2183	2621	1158	738	1234	83	0	2174	0	414	423	625	145	352	516	141	245	430	421	365	427	183	258	302	135	0	0	0	0	0	0
Wasl	662.939394	874	2468	2612	2199	2418	811	531	965	0	0	2018	0	378	403	568	149	358	372	281	566	653	215	433	312	201	397	640	840	215	0	0	0	0	0
Ccm2	662.666667	1133	2014	2098	1959	2105	771	534	909	0	0	1489	0	241	331	886	304	389	840	349	593	455	520	453	624	356	1073	1161	222	0	0	0	59	0	0
Trappc2l	661.69697	1587	2406	2484	1748	1983	645	509	900	0	0	1811	0	385	528	1139	277	537	764	270	453	354	585	477	649	202	411	581	151	0	0	0	0	0	0
Galns	661.69697	1587	2406	2484	1748	1983	645	509	900	0	0	1811	0	385	528	1139	277	537	764	270	453	354	585	477	649	202	411	581	151	0	0	0	0	0	0
Amz2	661.606061	1171	2160	2225	1467	1812	682	446	635	0	0	1243	0	241	161	1315	361	837	1213	500	585	696	971	445	1022	419	320	372	203	125	0	0	206	0	0
Sptbn4	661.181818	1413	2223	2382	2009	2117	694	350	662	0	0	1643	0	420	246	745	175	389	686	426	398	316	469	419	627	258	1126	1228	132	118	0	0	148	0	0
Pknox1	660.515152	1582	2091	2064	2109	2094	831	408	679	0	0	1563	0	453	332	638	247	409	746	241	380	291	592	484	787	392	1015	980	389	0	0	0	0	0	0
Dazap2	660.484848	1384	1831	1928	1457	1767	969	358	791	0	0	1268	0	208	148	997	299	510	801	283	490	391	751	509	879	323	480	710	1713	217	0	0	250	84	0
Rc3h1	660.363636	1735	2563	2480	1897	2054	638	501	776	0	0	1381	0	291	216	689	152	554	602	296	292	466	548	330	423	408	1054	1248	198	0	0	0	0	0	0
Pkd1	660.363636	1477	2330	2351	1886	2075	639	383	409	0	0	1310	0	227	203	764	200	758	1280	235	317	486	919	394	779	471	860	877	162	0	0	0	0	0	0
Atp1b3	660.181818	1372	2455	2436	1969	2315	1080	510	693	0	0	1888	0	383	233	607	127	505	586	174	251	525	526	380	393	256	941	1083	0	0	0	0	98	0	0
Srr	660.121212	864	1942	1818	1456	1832	929	428	921	0	0	1476	0	250	270	1055	409	594	794	545	936	794	719	725	833	569	321	515	789	0	0	0	0	0	0
Smg6	660.121212	864	1942	1818	1456	1832	929	428	921	0	0	1476	0	250	270	1055	409	594	794	545	936	794	719	725	833	569	321	515	789	0	0	0	0	0	0
Nemp1	659.484848	1382	2433	2479	2256	2381	762	377	998	127	0	1651	0	359	194	664	211	361	588	233	439	459	258	217	243	246	522	763	616	191	0	0	353	0	0
Setd3	659.0	1248	2155	2122	2024	2260	646	639	793	0	0	1654	0	452	357	449	269	445	596	142	564	265	386	240	474	196	1094	1235	936	106	0	0	0	0	0
Ccnk	659.0	1248	2155	2122	2024	2260	646	639	793	0	0	1654	0	452	357	449	269	445	596	142	564	265	386	240	474	196	1094	1235	936	106	0	0	0	0	0
Usp3	658.454545	1314	2199	2124	1760	2008	847	453	860	0	0	2113	0	452	396	667	253	391	429	390	501	588	322	363	255	267	776	1024	786	191	0	0	0	0	0
Rab4b	658.454545	1054	1949	1960	1947	2125	1084	712	1006	0	0	1829	0	504	453	463	194	375	570	253	832	576	377	424	390	268	229	238	1680	237	0	0	0	0	0
Fnip1	658.212121	1127	2436	2576	2015	2433	595	472	676	0	0	1521	0	256	292	696	187	515	719	355	516	645	439	484	382	360	880	1000	144	0	0	0	0	0	0
Pgbd5	658.121212	1225	2577	2702	1806	2263	523	420	508	0	0	1236	0	316	174	842	221	464	589	317	545	398	551	561	591	316	1156	1315	102	0	0	0	0	0	0
Sun1	658.0	1307	2413	2421	2310	2466	527	327	733	0	0	1615	0	328	399	640	278	467	740	381	812	497	276	401	557	333	186	265	1035	0	0	0	0	0	0
Abhd17a	657.151515	1359	2335	2461	2060	2392	976	608	840	0	0	1852	0	466	318	462	145	145	502	156	164	179	333	94	473	170	1112	1466	448	170	0	0	0	0	0
Anapc4	657.060606	1477	2467	2557	2124	2343	799	400	684	0	0	1542	0	203	294	891	323	486	1050	332	460	505	768	442	747	358	177	113	141	0	0	0	0	0	0
Chmp5	656.484848	1281	2315	2497	1960	2054	698	341	517	0	0	1379	0	305	296	654	216	513	577	221	316	367	558	342	428	204	1393	1565	529	138	0	0	0	0	0
Bag1	656.484848	1281	2315	2497	1960	2054	698	341	517	0	0	1379	0	305	296	654	216	513	577	221	316	367	558	342	428	204	1393	1565	529	138	0	0	0	0	0
Gins2	656.333333	1339	2139	2259	1973	2177	915	582	849	0	0	1892	0	614	475	914	254	445	475	202	746	300	388	267	560	267	0	0	1472	155	0	0	0	0	0
Usp28	656.242424	980	2145	2160	1706	1903	562	287	540	0	0	1728	0	351	433	771	333	606	1044	431	407	601	861	501	854	328	814	1145	165	0	0	0	0	0	0
Specc1l	656.151515	1503	2140	2268	1669	1980	633	410	741	0	0	1454	0	309	239	860	254	612	586	388	460	634	605	490	546	312	989	1220	351	0	0	0	0	0	0
Npc2	655.818182	1221	2340	2467	2187	2410	1001	509	901	0	0	2147	0	497	437	471	86	224	348	153	399	305	275	237	290	191	140	110	1817	479	0	0	0	0	0
Isca2	655.818182	1221	2340	2467	2187	2410	1001	509	901	0	0	2147	0	497	437	471	86	224	348	153	399	305	275	237	290	191	140	110	1817	479	0	0	0	0	0
Tuft1	655.424242	1440	2307	2370	1952	2150	1392	968	1386	0	0	1814	0	601	534	737	173	501	594	345	405	475	366	345	335	288	0	0	151	0	0	0	0	0	0
Pex10	655.272727	1416	2323	2447	1956	2186	1150	512	1134	0	0	2018	0	611	406	736	150	585	500	273	315	531	530	480	406	395	171	136	257	0	0	0	0	0	0
Acer2	655.060606	1864	2751	2792	2127	2454	415	281	330	0	0	866	0	97	121	1009	279	609	854	394	377	665	721	629	650	384	300	648	0	0	0	0	0	0	0
Morc3	654.848485	1108	2218	2330	2203	2238	846	460	796	0	0	2078	0	559	590	375	156	217	310	263	693	302	229	174	295	112	1139	1356	441	122	0	0	0	0	0
Pip4k2b	654.575758	1092	1821	1872	1615	1859	1315	753	1163	108	0	1550	0	489	379	516	409	367	777	309	679	539	822	308	755	271	643	851	339	0	0	0	0	0	0
Zmynd19	653.878788	1156	2449	2422	1945	2179	640	477	873	0	0	1777	0	467	401	553	167	300	377	259	347	393	297	224	277	162	1305	1559	572	0	0	0	0	0	0
Tom1	653.818182	973	2022	1856	1476	1696	624	392	500	0	0	1158	0	338	308	747	284	395	470	422	803	743	553	370	520	201	347	740	2510	833	0	0	0	295	0
Wnk1	653.787879	809	1916	1844	1610	1633	1138	735	1592	127	0	1918	0	587	463	196	119	330	337	214	586	316	0	195	200	0	922	1072	2169	343	0	0	86	118	0
Tufm	653.545455	1676	2439	2425	1579	1883	758	373	520	0	0	930	0	81	0	1259	330	842	759	467	411	790	684	651	733	569	0	0	1282	126	0	0	0	0	0
Cyrib	653.363636	1287	2168	2233	1849	2154	848	380	764	0	0	1783	0	512	452	763	208	334	520	301	419	540	476	492	440	156	994	1208	280	0	0	0	0	0	0
Ccser2	653.333333	1430	2241	2338	2022	2105	860	548	737	0	0	1728	0	495	459	713	0	486	475	313	281	500	277	363	251	192	1144	1416	186	0	0	0	0	0	0
Faap100	653.30303	1149	2551	2453	2623	2862	1209	789	962	0	0	1633	0	313	173	587	320	240	392	302	586	331	180	396	281	256	361	447	163	0	0	0	0	0	0
Get4	652.606061	941	2044	1948	1690	2111	969	481	766	0	0	1696	0	492	523	337	226	274	466	227	790	360	249	309	304	207	1069	1207	1603	247	0	0	0	0	0
Xylt2	652.393939	1527	2207	2185	1705	2075	1073	642	1062	0	0	1934	0	278	490	666	0	311	595	232	295	334	417	392	461	249	1110	1289	0	0	0	0	0	0	0
Lims1	652.060606	1393	2264	2231	1992	2003	592	406	481	0	0	1146	0	263	261	636	314	327	883	259	310	342	808	377	660	342	1282	1649	192	105	0	0	0	0	0
Hmgn1	651.545455	878	2175	2234	2225	2385	682	585	769	0	0	1817	0	437	469	472	274	334	660	383	1239	842	284	415	436	377	317	499	313	0	0	0	0	0	0
Hpcal1	650.727273	1301	2008	1911	1677	1803	1662	953	1597	0	0	1571	0	306	411	699	280	465	885	341	305	422	786	466	795	429	133	178	90	0	0	0	0	0	0
Ep400	650.454545	1357	2186	2299	1958	2158	516	394	539	0	0	1261	0	305	174	998	245	573	647	370	464	420	661	418	760	291	780	968	467	97	0	0	159	0	0
5031439G07Rik	650.454545	1448	2042	1997	1606	1941	659	344	653	0	0	1291	0	298	193	927	498	557	899	383	428	461	561	450	873	338	1165	1313	140	0	0	0	0	0	0
Nfyb	650.151515	1616	2147	2222	1989	2395	1089	541	1028	0	0	1719	0	297	224	606	271	405	386	272	417	436	349	360	322	245	822	935	301	0	0	0	61	0	0
Ing5	649.939394	1108	1804	1859	1868	1831	882	582	933	126	0	1391	0	523	393	643	212	250	516	246	607	402	411	325	504	258	1275	1596	473	140	0	0	290	0	0
Dtymk	649.939394	1108	1804	1859	1868	1831	882	582	933	126	0	1391	0	523	393	643	212	250	516	246	607	402	411	325	504	258	1275	1596	473	140	0	0	290	0	0
Rbbp6	649.787879	1347	2360	2395	1884	2133	832	564	1051	0	0	1787	0	333	411	640	115	474	484	425	320	440	465	317	409	291	698	902	268	0	0	0	98	0	0
Xpc	649.757576	1702	2574	2447	2059	2399	1217	678	1170	0	0	1926	0	444	346	550	94	395	351	217	169	408	358	350	293	166	177	259	693	0	0	0	0	0	0
Lsm3	649.757576	1702	2574	2447	2059	2399	1217	678	1170	0	0	1926	0	444	346	550	94	395	351	217	169	408	358	350	293	166	177	259	693	0	0	0	0	0	0
Pmm1	649.666667	1608	2513	2526	2095	2440	661	319	642	0	0	1548	0	231	279	824	208	339	528	214	379	379	493	340	525	241	872	1069	0	0	0	0	166	0	0
Pofut2	649.151515	1628	2406	2509	1901	2152	1115	775	1262	0	0	2137	0	524	485	589	86	362	428	215	381	483	285	219	245	213	251	389	200	182	0	0	0	0	0
Marchf2	648.939394	1397	2476	2545	2304	2534	587	462	794	0	0	1397	0	306	317	557	136	531	476	211	381	337	223	330	308	295	841	1075	595	0	0	0	0	0	0
Usp31	648.636364	1401	2571	2620	2685	2837	552	333	800	0	0	1439	0	434	305	333	0	280	278	367	538	625	131	328	0	199	752	994	603	0	0	0	0	0	0
Jund	648.181818	888	1555	1631	1463	1451	1252	871	1154	185	0	1949	0	1024	1076	605	192	293	358	244	707	445	338	338	390	231	837	910	574	214	0	0	215	0	0
Iqcn	648.181818	888	1555	1631	1463	1451	1252	871	1154	185	0	1949	0	1024	1076	605	192	293	358	244	707	445	338	338	390	231	837	910	574	214	0	0	215	0	0
AW549877	648.151515	1083	2101	2116	1965	2220	552	438	495	0	0	1316	0	207	167	1103	258	372	658	696	908	760	329	654	587	318	335	288	1164	183	0	0	0	116	0
Vamp3	648.030303	1110	2307	2505	2272	2401	602	420	586	0	0	1847	0	389	398	609	259	309	594	170	526	415	501	289	208	211	937	1194	326	0	0	0	0	0	0
Pkp2	647.30303	1572	2388	2276	1787	2225	478	234	358	0	0	1132	0	103	108	1137	357	723	856	527	425	649	694	847	821	528	458	678	0	0	0	0	0	0	0
Ccsap	647.181818	1829	2388	2500	1756	2211	660	437	798	0	0	1482	0	321	292	1085	284	446	655	297	326	436	477	513	627	250	348	486	453	0	0	0	0	0	0
