Target_genes	Arid3a|Average	SRX2388539|ES_cells	SRX520224|ES_cells	SRX520225|ES_cells	SRX2388546|Trophoblast_stem_cells	SRX3730213|Trophoblast_stem_cells	STRING
Hdc	64.0	0	0	0	159	161	0
Fuz	64.0	0	0	0	160	160	0
Fbxo45	64.0	0	0	0	160	160	0
Fam107a	64.0	0	0	0	161	159	0
Ehd4	64.0	0	0	0	160	160	0
Ccdc42	64.0	0	0	0	161	159	0
Ascc3	64.0	0	0	0	160	160	0
Akain1	64.0	0	0	0	160	160	0
AU041133	64.0	0	0	0	160	160	0
Tmem250-ps	63.8	0	0	0	160	159	0
Smim8	63.8	0	95	0	113	111	0
Skp2	63.8	0	0	0	159	160	0
Nomo1	63.8	0	0	0	159	160	0
Mfsd5	63.8	0	0	0	160	159	0
Lmbrd2	63.8	0	0	0	159	160	0
Gprc5a	63.8	0	0	0	159	160	0
Cant1	63.8	0	0	0	159	160	0
C1qtnf1	63.8	0	0	0	159	160	0
Anapc15	63.8	0	0	0	160	159	0
Abl2	63.8	94	0	0	112	113	0
Abcc6	63.8	0	0	0	159	160	0
Trarg1	63.6	0	0	0	159	159	0
Tmprss4	63.6	0	0	0	159	159	0
Tmem87a	63.6	0	0	0	160	158	0
Tmem100	63.6	0	0	0	159	159	0
Tfb1m	63.6	0	0	0	159	159	0
Slc40a1	63.6	0	0	0	159	159	0
Slc35a4	63.6	0	0	0	159	159	0
Shbg	63.6	0	0	0	159	159	0
Sez6	63.6	0	0	0	159	159	0
Sema6b	63.6	0	0	0	159	159	0
Secisbp2l	63.6	0	0	0	159	159	0
Rpl5	63.6	0	0	0	159	159	0
Ppt1	63.6	0	0	0	159	159	0
Ppp1r9b	63.6	0	0	0	159	159	0
Ppil3	63.6	0	94	0	112	112	0
Pigq	63.6	0	0	0	159	159	0
Optc	63.6	0	0	0	159	159	0
Olfr1358	63.6	0	0	0	159	159	0
Olfr1151	63.6	0	0	0	159	159	0
Nif3l1	63.6	0	94	0	112	112	0
Nhlrc4	63.6	0	0	0	159	159	0
Mmp13	63.6	0	0	0	159	159	0
Mlf2	63.6	0	0	0	157	161	0
Mkrn3	63.6	0	0	0	159	159	0
Lcorl	63.6	0	0	0	156	162	0
Ifnl2	63.6	0	0	0	159	159	0
Gm53057	63.6	0	0	0	150	168	0
Gm3776	63.6	0	0	0	149	169	0
Gm12258	63.6	0	0	0	159	159	0
Gatb	63.6	0	0	0	159	159	0
Ganc	63.6	0	0	0	160	158	0
Entpd3	63.6	0	0	0	159	159	0
Endod1	63.6	0	0	0	159	159	0
Dimt1	63.6	0	0	0	159	159	0
Commd2	63.6	0	0	0	159	159	0
Cnot10	63.6	0	87	0	116	115	0
Capn7	63.6	0	0	0	159	159	0
Bhlha9	63.6	0	0	0	159	159	0
Atp5k	63.6	0	0	0	159	159	0
Asgr1	63.6	0	0	0	159	159	0
Apbb3	63.6	0	0	0	159	159	0
Alkbh8	63.6	0	0	0	159	159	0
Ubqln4	63.4	0	0	0	159	158	0
Retreg2	63.4	0	0	0	159	158	0
Rab25	63.4	0	0	0	159	158	0
Pcyt1a	63.4	0	125	0	96	96	0
Map3k9	63.4	0	0	0	158	159	0
Lamtor2	63.4	0	0	0	159	158	0
Jpt1	63.4	0	0	0	159	158	0
Gfap	63.4	0	0	0	158	159	0
Cnppd1	63.4	0	0	0	159	158	0
Bcl9l	63.4	0	0	0	159	158	0
Trmt5	63.2	0	0	0	158	158	0
Slc38a6	63.2	0	0	0	158	158	0
Setd3	63.2	0	0	0	158	158	0
Scamp4	63.2	0	0	0	159	157	0
Samd10	63.2	0	0	0	158	158	0
Rhou	63.2	0	0	0	158	158	0
Rassf5	63.2	0	0	0	158	158	0
Prpf6	63.2	0	0	0	158	158	0
Plk2	63.2	0	0	0	158	158	0
Pfn3	63.2	0	0	0	159	157	0
Otulin	63.2	0	0	0	158	158	0
Mfn2	63.2	0	0	0	158	158	0
Mageb16	63.2	0	0	0	158	158	0
Leprot	63.2	0	0	0	158	158	0
Lclat1	63.2	0	146	0	85	85	0
Elk4	63.2	0	0	0	159	157	0
Cflar	63.2	0	0	0	158	158	0
Ccnk	63.2	0	0	0	158	158	0
Capn5	63.2	0	0	0	158	158	0
Blm	63.2	0	114	0	101	101	0
Adat3	63.2	0	0	0	159	157	0
Utp20	63.0	0	0	0	158	157	0
Ubd	63.0	0	125	0	81	109	0
Tnrc6b	63.0	0	0	0	158	157	0
Sh2d5	63.0	0	130	0	93	92	0
Pogz	63.0	0	0	0	158	157	0
Pgs1	63.0	0	0	0	158	157	0
Pdcl3	63.0	0	0	0	158	157	0
Nodal	63.0	58	257	0	0	0	0
Mtcl1	63.0	0	0	0	157	158	0
Atp6v0e	63.0	0	0	0	158	157	0
Tsacc	62.8	0	0	0	157	157	0
Smyd3	62.8	0	0	0	157	157	0
Runx1	62.8	0	0	0	157	157	0
Ndufc2	62.8	0	0	0	157	157	0
Mef2a	62.8	0	0	0	157	157	0
Krt8	62.8	0	0	0	157	157	0
Inpp5a	62.8	0	0	0	157	157	0
Gtf2h4	62.8	0	0	0	155	159	0
Gprc5d	62.8	0	0	0	157	157	0
Gcm1	62.8	0	0	0	157	157	0
Eya3	62.8	0	100	0	107	107	0
Ddx41	62.8	0	0	0	157	157	0
Ctsd	62.8	0	0	0	157	157	0
Coq9	62.8	0	0	0	159	155	0
Ciapin1	62.8	0	0	0	159	155	0
Cct3	62.8	0	0	0	157	157	0
Adgrf1	62.8	0	0	0	157	157	0
Zfp54	62.6	0	0	0	157	156	0
Xrcc1	62.6	0	0	0	157	156	0
Tmx2	62.6	0	0	0	156	157	0
Tmem106c	62.6	0	0	0	157	156	0
Tbc1d2	62.6	0	0	0	157	156	0
Pinlyp	62.6	0	0	0	157	156	0
Nmnat1	62.6	0	87	0	113	113	0
Naa40	62.6	0	0	0	156	157	0
Mrgbp	62.6	0	0	0	157	156	0
Med19	62.6	0	0	0	156	157	0
Lzic	62.6	0	87	0	113	113	0
Iffo2	62.6	0	0	0	157	156	0
Hlcs	62.6	0	0	0	157	156	0
Fam90a1b	62.6	0	109	0	102	102	0
Cd2bp2	62.6	0	0	0	156	157	0
Atp7a	62.6	0	0	0	157	156	0
Apoo	62.6	0	109	0	102	102	0
AW146154	62.6	0	0	0	156	157	0
Xrcc5	62.4	0	150	0	81	81	0
Tmem30a	62.4	0	88	0	112	112	0
Tbrg1	62.4	0	134	0	89	89	0
Srgap1	62.4	0	0	0	156	156	0
Septin11	62.4	0	0	0	156	156	0
Rita1	62.4	0	0	0	156	156	0
Hsph1	62.4	0	0	0	156	156	0
Gnai3	62.4	0	0	0	156	156	0
Elf2	62.4	0	110	0	101	101	0
Ddx54	62.4	0	0	0	156	156	0
Zfp568	62.2	0	110	0	101	100	0
Uba1	62.2	0	0	0	155	156	0
Rps24	62.2	0	0	0	156	155	0
Prkcsh	62.2	0	0	0	155	156	0
Polr3a	62.2	0	0	0	156	155	0
Nub1	62.2	0	0	0	156	155	0
Glrx5	62.2	0	0	0	155	156	0
Fcsk	62.2	0	0	0	155	156	0
Cd300lg	62.2	0	0	0	155	156	0
Ccdc151	62.2	0	0	0	155	156	0
Bckdk	62.2	0	0	0	156	155	0
Ywhaq	62.0	0	0	0	156	154	0
Yap1	62.0	0	0	0	155	155	0
Stk35	62.0	0	310	0	0	0	0
Stap2	62.0	0	0	0	155	155	0
Shmt2	62.0	0	0	0	155	155	0
Rfx1	62.0	0	0	0	155	155	0
Pigh	62.0	0	0	0	155	155	0
Mpnd	62.0	0	0	0	155	155	0
Mnt	62.0	0	0	0	155	155	0
Maz	62.0	0	88	0	111	111	0
Ice2	62.0	0	0	0	155	155	0
Fam174a	62.0	0	0	0	155	155	0
Eef1akmt4-ece2	62.0	0	0	0	155	155	0
Eef1akmt4	62.0	0	0	0	155	155	0
Arfgap3	62.0	0	0	0	155	155	0
Alg3	62.0	0	0	0	155	155	0
Adamts17	62.0	0	0	0	155	155	0
Zgrf1	61.8	0	0	0	155	154	0
Tmem245	61.8	0	0	0	155	154	0
Tmem129	61.8	0	0	0	155	154	0
Tacc3	61.8	0	0	0	155	154	0
Panx3	61.8	0	0	0	155	154	0
Nphp1	61.8	0	0	0	155	154	0
Mtln	61.8	0	0	0	155	154	0
Larp7	61.8	0	0	0	155	154	0
Lactb2	61.8	0	131	0	89	89	0
Ctnnbip1	61.8	0	0	0	154	155	0
Trmt1l	61.6	0	0	0	154	154	0
Tex19.1	61.6	0	0	0	154	154	0
Swt1	61.6	0	0	0	154	154	0
Supt5	61.6	0	0	0	154	154	0
Prmt2	61.6	0	0	0	154	154	0
Pcm1	61.6	0	0	0	154	154	0
Laptm4b	61.6	0	0	0	154	154	0
Itsn1	61.6	0	0	0	154	154	0
Fbxl14	61.6	0	0	0	154	154	0
Dtd1	61.6	0	0	0	153	155	0
Cryzl1	61.6	0	0	0	154	154	0
Cfap157	61.6	0	0	0	154	154	0
Ccl9	61.6	0	0	0	154	154	0
Bcas2	61.6	0	0	0	154	154	0
B4galt3	61.6	0	0	0	154	154	0
4931414P19Rik	61.6	0	0	0	155	153	0
Wwp1	61.4	0	137	0	85	85	0
Tut7	61.4	0	77	0	115	115	0
Tomm20	61.4	0	139	0	84	84	0
Sec14l1	61.4	0	0	0	153	154	0
Rrp8	61.4	0	0	0	153	154	0
Itprip	61.4	0	0	0	153	154	0
Ilk	61.4	0	0	0	153	154	0
E130309D02Rik	61.4	0	195	0	112	0	0
Dstyk	61.4	0	0	0	154	153	0
Atp5g3	61.4	0	0	0	153	154	0
Xab2	61.2	0	0	0	153	153	0
Uhrf1bp1	61.2	0	0	0	153	153	0
Spink10	61.2	0	0	0	153	153	0
Pet100	61.2	0	0	0	153	153	0
Pcp2	61.2	0	0	0	153	153	0
Nt5c2	61.2	0	0	0	153	153	0
Med31	61.2	0	0	0	153	153	0
Kdm8	61.2	0	0	0	153	153	0
Kcnk13	61.2	0	0	0	153	153	0
Ina	61.2	0	0	0	153	153	0
Hnrnph1	61.2	0	0	0	153	153	0
Gm8005	61.2	0	0	0	147	159	0
Fbxo38	61.2	0	0	0	153	153	0
Eif2d	61.2	0	0	0	153	153	0
Ctdsp1	61.2	0	0	0	154	152	0
Bcl10	61.2	0	0	0	153	153	0
Arid1a	61.2	0	0	0	153	153	0
4930563E22Rik	61.2	0	0	0	153	153	0
4930519F16Rik	61.2	0	0	0	147	159	0
Zfp148	61.0	0	0	0	152	153	0
Wdr18	61.0	0	0	0	152	153	0
Ppp4r3a	61.0	0	0	0	152	153	0
Nop53	61.0	0	61	0	122	122	0
Mnat1	61.0	0	0	0	152	153	0
Fzr1	61.0	0	0	0	153	152	0
Vamp9	60.8	0	0	0	152	152	0
Ubtd2	60.8	0	0	0	153	151	0
Tmem198	60.8	0	0	0	152	152	0
Tmem144	60.8	0	0	0	152	152	0
Spty2d1	60.8	0	0	0	152	152	0
Sptb	60.8	0	0	0	152	152	0
Spag7	60.8	0	0	0	152	152	0
Slc25a45	60.8	0	0	0	152	152	0
Rab37	60.8	0	0	0	152	152	0
Ppp2r5a	60.8	0	0	0	152	152	0
Plekhf2	60.8	0	0	0	152	152	0
Myh7b	60.8	0	0	0	152	152	0
Morc4	60.8	0	0	0	152	152	0
Melk	60.8	0	0	0	151	153	0
Laptm5	60.8	0	0	0	152	152	0
Frmd8	60.8	0	0	0	152	152	0
Elmo3	60.8	0	0	0	152	152	0
Echs1	60.8	0	0	0	152	152	0
Chpf	60.8	0	0	0	152	152	0
Bag3	60.8	0	0	0	152	152	0
Zmiz1	60.6	0	0	0	151	152	0
Zfat	60.6	0	119	0	92	92	0
Tab1	60.6	0	0	0	152	151	0
Slc30a5	60.6	0	0	0	152	151	0
Sec62	60.6	0	0	0	151	152	0
R3hcc1	60.6	0	0	0	151	152	0
Prpf39	60.6	0	0	0	152	151	0
Pdcd2l	60.6	0	0	0	151	152	0
Nop16	60.6	0	0	0	152	151	0
Nfyc	60.6	0	77	0	113	113	0
Mnd1	60.6	0	75	0	114	114	0
Higd2a	60.6	0	0	0	152	151	0
Chmp6	60.6	0	0	0	151	152	0
Zfp944	60.4	0	0	0	117	185	0
Zfp758	60.4	0	0	0	117	185	0
Wdr95	60.4	0	0	0	151	151	0
Suco	60.4	0	0	0	151	151	0
Rbm34	60.4	0	0	0	151	151	0
Rab27a	60.4	0	0	0	151	151	0
Pla1a	60.4	0	0	0	151	151	0
Pigbos1	60.4	0	0	0	151	151	0
Pigb	60.4	0	0	0	151	151	0
Gsdma3	60.4	0	0	0	156	146	0
Fam71e1	60.4	0	0	0	151	151	0
Erich1	60.4	0	0	0	151	151	0
Emc10	60.4	0	0	0	151	151	0
Elof1	60.4	0	0	0	152	150	0
Ehmt1	60.4	118	0	0	92	92	0
E4f1	60.4	0	97	0	103	102	0
Cox14	60.4	0	0	0	151	151	0
Ccdc15	60.4	0	0	0	151	151	0
Birc6	60.4	0	0	0	151	151	0
Tsc2	60.2	0	0	0	150	151	0
Trmt10a	60.2	0	0	0	150	151	0
Trim6	60.2	0	0	0	151	150	0
Tbc1d12	60.2	0	0	0	150	151	0
Rnf26	60.2	0	0	0	150	151	0
Rbm41	60.2	0	0	0	150	151	0
Nthl1	60.2	0	0	0	150	151	0
Miga1	60.2	0	0	0	151	150	0
Katnbl1	60.2	0	0	0	151	150	0
Ezh1	60.2	0	0	0	150	151	0
Ddx10	60.2	0	0	0	150	151	0
Zfp830	60.0	0	0	0	150	150	0
Tbpl1	60.0	0	0	0	151	149	0
Tbck	60.0	0	0	0	150	150	0
Slc66a1	60.0	0	0	0	150	150	0
Plin3	60.0	0	92	0	104	104	0
Plekhg2	60.0	0	0	0	150	150	0
Ndufa5	60.0	0	0	0	150	150	0
Kbtbd2	60.0	0	0	0	150	150	0
Gm21885	60.0	0	0	0	150	150	0
Fkbpl	60.0	0	0	0	150	150	0
Fem1al	60.0	0	0	0	150	150	0
Fbxo43	60.0	0	0	0	150	150	0
Cct6b	60.0	0	0	0	150	150	0
Atf6b	60.0	0	0	0	150	150	0
Asb15	60.0	0	0	0	150	150	0
Akr7a5	60.0	0	0	0	150	150	0
Aimp1	60.0	0	0	0	150	150	0
A630001G21Rik	60.0	0	0	0	150	150	0
Zfp961	59.8	0	0	0	149	150	0
Tma16	59.8	0	0	0	149	150	0
Rpl13	59.8	0	0	0	148	151	0
Rhox4g	59.8	0	0	0	143	156	0
Rasal2	59.8	0	118	0	90	91	0
Ppp2r1a	59.8	0	0	0	149	150	0
Pcif1	59.8	0	0	0	148	151	0
Mfap1b	59.8	0	0	0	149	150	0
Ergic2	59.8	0	0	0	149	150	0
Cdpf1	59.8	0	0	0	149	150	0
Bpnt2	59.8	0	0	0	149	150	0
Zfp180	59.6	0	0	0	148	150	0
Vac14	59.6	0	0	0	149	149	0
Usp24	59.6	0	0	0	149	149	0
Stil	59.6	0	0	0	149	149	0
Srpr	59.6	0	0	0	149	149	0
Sac3d1	59.6	0	0	0	149	149	0
Rpl3l	59.6	0	0	0	150	148	0
Rbm28	59.6	0	0	0	149	149	0
Ppm1b	59.6	0	0	0	149	149	0
Phb2	59.6	0	0	0	149	149	0
Pet117	59.6	0	0	0	149	149	0
Nfrkb	59.6	0	0	0	151	147	0
Msrb1	59.6	0	0	0	150	148	0
Lsm6	59.6	0	0	0	149	149	0
L3hypdh	59.6	0	0	0	149	149	0
Kat14	59.6	0	0	0	149	149	0
Jkamp	59.6	0	0	0	149	149	0
Ipo11	59.6	0	0	0	149	149	0
Gata2	59.6	0	0	0	149	149	0
G3bp1	59.6	0	0	0	150	148	0
Foxred1	59.6	0	0	0	149	149	0
Emg1	59.6	0	0	0	149	149	0
Ap1g1	59.6	0	0	0	149	149	0
Zfp598	59.4	0	0	0	149	148	0
Usp36	59.4	0	0	0	149	148	0
Tubd1	59.4	0	0	0	149	148	0
Tnfsf13	59.4	0	0	0	149	148	0
Tie1	59.4	0	0	0	145	152	0
Tapt1	59.4	0	0	0	149	148	0
Senp3	59.4	0	0	0	149	148	0
Rps6kb1	59.4	0	0	0	149	148	0
Nsrp1	59.4	0	0	0	149	148	0
Ndufa9	59.4	75	0	0	111	111	0
Map4k3	59.4	0	0	0	149	148	0
Lefty2	59.4	0	297	0	0	0	0
Hrob	59.4	0	0	0	149	148	0
Fnbp4	59.4	0	110	0	94	93	0
Armh3	59.4	0	0	0	139	158	0
Akap3	59.4	75	0	0	111	111	0
Znhit1	59.2	0	0	0	148	148	0
Zfp458	59.2	0	0	0	144	152	0
Srsf1	59.2	0	0	0	148	148	0
Spag9	59.2	0	0	0	148	148	0
Rest	59.2	0	296	0	0	0	0
Rap2a	59.2	0	0	0	148	148	0
Plod3	59.2	0	0	0	148	148	0
Pgam5	59.2	0	0	0	148	148	0
Narf	59.2	0	0	0	148	148	0
Mia2	59.2	0	0	0	148	148	0
Gpd2	59.2	0	0	0	148	148	0
Gmip	59.2	0	0	0	148	148	0
Glce	59.2	0	0	0	148	148	0
Dclk1	59.2	0	0	0	148	148	0
Cyren	59.2	0	0	0	148	148	0
Aspscr1	59.2	0	0	0	149	147	0
Asah1	59.2	0	0	0	148	148	0
AU018091	59.2	0	0	0	148	148	0
1700066M21Rik	59.2	0	0	0	148	148	0
Vta1	59.0	0	0	0	149	146	0
Tex48	59.0	0	0	0	148	147	0
Susd6	59.0	0	0	0	147	148	0
Rab11fip3	59.0	0	0	0	148	147	0
Pop7	59.0	0	0	0	147	148	0
Nkiras2	59.0	0	0	0	147	148	0
Klk14	59.0	0	0	0	124	171	0
Ifna13	59.0	0	0	0	146	149	0
H3f3b	59.0	0	0	0	147	148	0
Bag6	59.0	0	0	0	148	147	0
Apom	59.0	0	0	0	148	147	0
Zfp936	58.8	0	0	0	170	124	0
Ypel5	58.8	0	0	0	147	147	0
Tpp1	58.8	0	0	0	147	147	0
Tph2	58.8	0	0	0	147	147	0
Tmem185a	58.8	0	0	0	147	147	0
Smn1	58.8	0	0	0	147	147	0
Rbm3	58.8	0	0	0	147	147	0
Raver1	58.8	0	0	0	147	147	0
Rab3c	58.8	0	0	0	147	147	0
Rab30	58.8	0	0	0	147	147	0
Qtrt2	58.8	0	0	0	147	147	0
Psd3	58.8	0	0	0	147	147	0
Pin4	58.8	0	0	0	147	147	0
Pcdha7	58.8	0	0	0	147	147	0
Pcdha6	58.8	0	0	0	147	147	0
Pcdha3	58.8	0	0	0	147	147	0
Ncaph	58.8	110	0	0	92	92	0
Lmbr1	58.8	0	0	0	147	147	0
Gstm6	58.8	0	0	0	147	147	0
Gm38667	58.8	0	0	0	147	147	0
Gm38666	58.8	0	0	0	147	147	0
Gfod2	58.8	0	0	0	146	148	0
Fshr	58.8	0	0	0	147	147	0
Folr2	58.8	0	0	0	147	147	0
Fam118a	58.8	0	0	0	147	147	0
Fahd2a	58.8	0	0	0	147	147	0
Fabp3	58.8	0	0	0	147	147	0
F8a	58.8	0	0	0	147	147	0
Eid2	58.8	0	0	0	147	147	0
Ebna1bp2	58.8	0	0	0	147	147	0
Dnase2a	58.8	0	0	0	147	147	0
D7Ertd443e	58.8	0	0	0	147	147	0
Cntrl	58.8	0	0	0	147	147	0
Clec1b	58.8	0	0	0	147	147	0
Cfap57	58.8	0	0	0	147	147	0
Ccdc191	58.8	0	0	0	147	147	0
C5ar1	58.8	0	0	0	147	147	0
Asprv1	58.8	0	0	0	147	147	0
Adam15	58.8	0	0	0	147	147	0
Abca15	58.8	0	0	0	147	147	0
Tex261	58.6	0	0	0	145	148	0
Sys1	58.6	0	61	0	116	116	0
Slc38a10	58.6	0	0	0	146	147	0
Pcmtd1	58.6	0	0	0	147	146	0
Nbeal2	58.6	0	0	0	146	147	0
Mapt	58.6	0	100	0	97	96	0
Ccdc12	58.6	0	0	0	146	147	0
Tfap4	58.4	0	0	0	146	146	0
Tctn3	58.4	0	0	0	146	146	0
Stub1	58.4	0	0	0	146	146	0
Ssbp2	58.4	0	0	0	146	146	0
Spin2c	58.4	0	0	0	146	146	0
Scaf1	58.4	0	0	0	146	146	0
Rras	58.4	0	0	0	146	146	0
Rpl37a	58.4	0	0	0	146	146	0
Rhbdl1	58.4	0	0	0	146	146	0
Rccd1	58.4	0	0	0	146	146	0
Rabggtb	58.4	0	122	0	85	85	0
Ppwd1	58.4	0	0	0	146	146	0
Ppp3cb	58.4	0	0	0	146	146	0
Nadk2	58.4	0	0	0	146	146	0
Mast4	58.4	0	0	0	146	146	0
Lasp1	58.4	0	0	0	145	147	0
Jmjd8	58.4	0	0	0	146	146	0
Il13	58.4	0	0	0	146	146	0
Gbp3	58.4	0	0	0	146	146	0
Exoc3	58.4	0	0	0	146	146	0
Entpd1	58.4	0	0	0	146	146	0
Chmp4b	58.4	0	0	0	147	145	0
Cenpk	58.4	0	0	0	146	146	0
Ccdc93	58.4	0	0	0	146	146	0
Bnip2	58.4	0	0	0	146	146	0
Bard1	58.4	0	0	0	146	146	0
Alox5ap	58.4	0	0	0	146	146	0
Ufc1	58.2	0	0	0	145	146	0
Tmem156	58.2	0	0	0	146	145	0
Tmem139	58.2	0	0	0	145	146	0
Rps7	58.2	0	0	0	145	146	0
Pttg1ip	58.2	0	0	0	145	146	0
Otud3	58.2	0	0	0	146	145	0
Mmachc	58.2	0	0	0	145	146	0
Mitf	58.2	0	0	0	145	146	0
Il25	58.2	0	0	0	146	145	0
Cyc1	58.2	0	0	0	144	147	0
Cs	58.2	0	0	0	145	146	0
Cmtm5	58.2	0	0	0	146	145	0
Ccdc163	58.2	0	0	0	145	146	0
Casp2	58.2	0	0	0	145	146	0
Zfp383	58.0	0	0	0	145	145	0
Zfp27	58.0	0	0	0	145	145	0
Wipf2	58.0	0	0	0	145	145	0
Usp5	58.0	0	0	0	145	145	0
Trim46	58.0	0	0	0	145	145	0
Trappc3	58.0	0	0	0	145	145	0
Tbca	58.0	0	0	0	145	145	0
Tarbp2	58.0	0	0	0	145	145	0
Spsb1	58.0	0	0	0	146	144	0
Shld2	58.0	0	0	0	145	145	0
Sgms1	58.0	0	0	0	145	145	0
Sec22b	58.0	0	0	0	145	145	0
Rmdn1	58.0	0	0	0	145	145	0
Rbm4b	58.0	0	0	0	146	144	0
Phf19	58.0	0	0	0	145	145	0
Oscar	58.0	0	0	0	145	145	0
Nol7	58.0	0	0	0	145	145	0
Ndufa3	58.0	0	0	0	145	145	0
Map3k12	58.0	0	0	0	145	145	0
Lrriq3	58.0	0	0	0	145	145	0
Krtcap2	58.0	0	0	0	145	145	0
Gstm1	58.0	0	0	0	145	145	0
Glud1	58.0	0	0	0	145	145	0
Fpgt	58.0	0	0	0	145	145	0
Ephb3	58.0	0	0	0	145	145	0
Cpne3	58.0	0	0	0	145	145	0
Cdk9	58.0	0	0	0	145	145	0
Cdca3	58.0	0	0	0	145	145	0
Cdc5l	58.0	0	0	0	145	145	0
Ap2s1	58.0	0	0	0	145	145	0
Zfp980	57.8	0	289	0	0	0	0
Zfp975	57.8	0	0	0	145	144	0
Rbm17	57.8	0	90	0	100	99	0
Parn	57.8	0	0	0	145	144	0
Mrpl45	57.8	0	0	0	145	144	0
Luc7l	57.8	0	0	0	145	144	0
Fignl1	57.8	0	0	0	144	145	0
Dnmt1	57.8	0	0	0	145	144	0
Bfar	57.8	0	0	0	145	144	0
Zfp869	57.6	0	0	0	144	144	0
Zfp281	57.6	0	0	0	144	144	0
Ube2d3	57.6	0	0	0	144	144	0
Tmtc3	57.6	0	0	0	144	144	0
Taf13	57.6	0	0	0	144	144	0
Snrpa1	57.6	0	0	0	144	144	0
Slc12a7	57.6	0	0	0	144	144	0
S1pr1	57.6	0	0	0	144	144	0
Rsu1	57.6	0	0	0	145	143	0
Ptx4	57.6	0	0	0	144	144	0
Mpp7	57.6	0	288	0	0	0	0
Ksr1	57.6	0	0	0	143	145	0
Ift22	57.6	0	0	0	144	144	0
Gtf2a1	57.6	0	0	0	144	144	0
Fabp5	57.6	0	0	0	144	144	0
Crb2	57.6	0	0	0	144	144	0
Cep290	57.6	0	0	0	144	144	0
Bcl6	57.6	0	0	0	144	144	0
Atp6v0a1	57.6	0	0	0	144	144	0
Zfp119a	57.4	0	0	0	139	148	0
Vasn	57.4	0	0	0	143	144	0
Tekt5	57.4	0	0	0	141	146	0
Tango6	57.4	0	0	0	144	143	0
Tab3	57.4	0	0	0	144	143	0
Stx18	57.4	0	0	0	144	143	0
Sars	57.4	0	86	0	100	101	0
Nfe2l1	57.4	0	0	0	143	144	0
Nfatc2ip	57.4	0	0	0	143	144	0
Kdf1	57.4	0	0	0	144	143	0
Hmox1	57.4	0	0	0	143	144	0
Gm42323	57.4	0	0	0	144	143	0
Ephb4	57.4	0	0	0	143	144	0
Emb	57.4	0	0	0	143	144	0
Degs1	57.4	99	0	0	94	94	0
Bms1	57.4	0	0	0	143	144	0
Zfp384	57.2	0	0	0	143	143	0
Zfp119b	57.2	0	0	0	163	123	0
Zfp11	57.2	0	0	0	143	143	0
Yae1d1	57.2	0	0	0	141	145	0
Trim24	57.2	0	0	0	143	143	0
Tnfrsf12a	57.2	0	0	0	143	143	0
Thoc6	57.2	0	0	0	143	143	0
Src	57.2	0	0	0	143	143	0
Smarcal1	57.2	0	0	0	143	143	0
Sf3b1	57.2	0	0	0	143	143	0
Rps8	57.2	0	89	0	97	100	0
Pfdn4	57.2	0	0	0	143	143	0
Olfr52	57.2	0	0	0	143	143	0
Olfr1368	57.2	0	0	0	148	138	0
Ndufaf7	57.2	0	0	0	143	143	0
Ltbp4	57.2	0	0	0	143	143	0
Lsm12	57.2	0	0	0	143	143	0
Irf9	57.2	0	0	0	143	143	0
Hcfc1r1	57.2	0	0	0	143	143	0
G6pc3	57.2	0	0	0	143	143	0
Eif3l	57.2	0	0	0	143	143	0
Eif1ad	57.2	0	0	0	143	143	0
Ehd2	57.2	0	0	0	143	143	0
Derl1	57.2	0	0	0	143	143	0
Ctr9	57.2	0	0	0	143	143	0
Cebpz	57.2	0	0	0	143	143	0
Banf1	57.2	0	0	0	143	143	0
Atp6v0d1	57.2	0	65	0	111	110	0
Ap5b1	57.2	0	0	0	143	143	0
Ankrd22	57.2	0	0	0	143	143	0
Agrp	57.2	0	65	0	111	110	0
1500009L16Rik	57.2	0	0	0	143	143	0
Zc3hav1l	57.0	0	0	0	143	142	0
Ubc	57.0	0	0	0	143	142	0
Tnfaip1	57.0	0	0	0	144	141	0
Timm21	57.0	0	0	0	142	143	0
Rtn4rl1	57.0	0	0	0	142	143	0
Pex5	57.0	0	0	0	143	142	0
Letm1	57.0	0	0	0	145	140	0
Khdc1a	57.0	0	0	0	136	149	0
Ift20	57.0	0	0	0	144	141	0
H2-Q8	57.0	0	0	0	122	163	0
H2-Q6	57.0	0	0	0	122	163	0
Fbxo15	57.0	0	0	0	142	143	0
Dph1	57.0	0	0	0	142	143	0
Armc7	57.0	0	0	0	143	142	0
Zfp593	56.8	0	0	0	142	142	0
Zcchc17	56.8	0	0	0	142	142	0
Ube2h	56.8	0	0	0	142	142	0
Sf3b3	56.8	0	0	0	142	142	0
Rtn2	56.8	0	0	0	142	142	0
Mms22l	56.8	0	0	0	142	142	0
Mbd2	56.8	0	0	0	142	142	0
Lyzl4	56.8	0	0	0	142	142	0
Ilrun	56.8	0	0	0	142	142	0
Gm30191	56.8	0	0	0	142	142	0
Gas1	56.8	0	0	0	142	142	0
Eif3m	56.8	0	0	0	142	142	0
Efna4	56.8	0	0	0	142	142	0
Ddr1	56.8	0	0	0	142	142	0
Cog4	56.8	0	0	0	142	142	0
Btg2	56.8	0	0	0	142	142	0
Aar2	56.8	0	0	0	142	142	0
Zfp446	56.6	0	0	0	142	141	0
Zfp146	56.6	0	0	0	141	142	0
Spata17	56.6	0	0	0	141	142	0
Sord	56.6	0	0	0	142	141	0
Olfr368	56.6	0	0	0	136	147	0
