Target_genes	Zfp57|Average	SRX10265156|ES_cells	SRX10265157|ES_cells	SRX1421936|ES_cells	SRX1421939|ES_cells	SRX14394947|ES_cells	SRX14394948|ES_cells	SRX14394949|ES_cells	SRX14394950|ES_cells	SRX1556082|ES_cells	SRX1556086|ES_cells	SRX1556090|ES_cells	SRX476210|ES_cells	SRX476211|ES_cells	SRX5140866|ES_cells	SRX5140867|ES_cells	SRX5140868|ES_cells	SRX5140869|ES_cells	SRX5140870|ES_cells	STRING
Gm9789	79.277778	0	0	0	0	247	512	111	231	0	0	0	183	143	0	0	0	0	0	0
Pdcd4	78.388889	0	0	0	0	0	0	0	0	0	0	0	786	625	0	0	0	0	0	0
Tmem267	78.277778	0	140	0	0	0	165	0	0	0	0	0	889	215	0	0	0	0	0	0
Atf4	77.888889	0	0	0	0	132	625	0	393	0	0	0	252	0	0	0	0	0	0	0
Qrfprl	77.833333	0	0	0	0	0	360	110	192	0	0	0	634	105	0	0	0	0	0	0
Mei1	77.666667	0	0	0	0	0	593	0	290	0	0	0	394	121	0	0	0	0	0	0
Nos1	77.222222	0	0	0	0	0	648	0	287	0	0	0	221	234	0	0	0	0	0	0
Rpl39l	77.166667	0	0	0	0	0	447	89	80	0	0	0	578	195	0	0	0	0	0	0
Gimap3	77.111111	0	0	0	0	176	750	151	311	0	0	0	0	0	0	0	0	0	0	0
Spaca5	76.888889	0	0	0	0	118	396	95	186	0	0	0	466	123	0	0	0	0	0	0
Epg5	76.722222	0	0	0	0	0	0	0	0	0	0	0	687	694	0	0	0	0	0	0
Krtap1-3	76.666667	0	0	0	0	0	0	0	0	0	0	0	1098	282	0	0	0	0	0	0
Dstyk	76.333333	0	0	0	0	184	246	305	201	0	0	0	250	188	0	0	0	0	0	0
Napb	76.0	0	0	0	0	201	593	184	390	0	0	0	0	0	0	0	0	0	0	0
Selenoi	75.777778	0	0	0	0	119	340	0	297	0	0	0	420	188	0	0	0	0	0	0
Dazl	75.777778	0	321	0	0	0	345	0	153	0	0	0	451	94	0	0	0	0	0	0
Klhl9	75.5	0	0	0	0	0	562	0	349	0	0	0	448	0	0	0	0	0	0	0
Ankrd11	74.777778	0	0	0	0	0	711	0	434	0	0	0	201	0	0	0	0	0	0	0
Mpig6b	74.055556	0	0	0	0	198	604	149	382	0	0	0	0	0	0	0	0	0	0	0
Ly6g6c	74.055556	0	0	0	0	198	604	149	382	0	0	0	0	0	0	0	0	0	0	0
Ifna13	73.833333	0	0	257	0	0	213	0	159	0	0	0	306	394	0	0	0	0	0	0
Fam104a	73.777778	0	0	0	0	0	692	0	471	0	0	0	165	0	0	0	0	0	0	0
D11Wsu47e	73.777778	0	0	0	0	0	692	0	471	0	0	0	165	0	0	0	0	0	0	0
Cys1	73.388889	0	0	0	0	0	0	0	0	0	0	0	902	419	0	0	0	0	0	0
Atxn7l1	73.0	0	0	0	0	0	0	0	0	0	0	0	735	579	0	0	0	0	0	0
Slc30a10	72.777778	0	0	0	0	0	0	0	0	0	0	0	888	422	0	0	0	0	0	0
Krtap1-5	72.555556	0	0	0	0	0	0	0	0	0	0	0	1048	258	0	0	0	0	0	0
Krtap1-4	72.555556	0	0	0	0	0	0	0	0	0	0	0	1048	258	0	0	0	0	0	0
Zfp791	72.444444	0	0	0	0	0	0	0	0	0	0	0	680	329	119	176	0	0	0	0
4930467E23Rik	71.944444	0	0	0	0	0	228	161	194	0	0	0	276	436	0	0	0	0	0	0
Zkscan4	71.888889	0	0	0	0	158	649	0	267	0	0	0	220	0	0	0	0	0	0	0
Zfp619	71.666667	0	0	0	0	0	0	0	0	0	0	0	853	437	0	0	0	0	0	0
Rnaseh2c	71.388889	0	0	0	0	0	0	0	0	0	0	0	932	353	0	0	0	0	0	0
Tsen2	71.111111	0	0	0	0	0	0	0	0	0	0	0	915	365	0	0	0	0	0	0
Pcdhb22	70.444444	0	0	0	0	0	0	0	0	0	0	0	975	293	0	0	0	0	0	0
Kcnab1	70.277778	0	0	0	0	0	0	0	0	0	0	0	899	366	0	0	0	0	0	0
Hhipl2	70.055556	0	0	0	0	0	0	0	0	0	0	0	1030	231	0	0	0	0	0	0
Traip	69.555556	0	0	0	0	0	571	0	312	0	0	0	369	0	0	0	0	0	0	0
Zbtb12	69.055556	0	0	0	0	0	647	0	423	0	0	0	173	0	0	0	0	0	0	0
Syna	69.055556	0	0	0	0	0	799	0	444	0	0	0	0	0	0	0	0	0	0	0
Ehmt2	69.055556	0	0	0	0	0	647	0	423	0	0	0	173	0	0	0	0	0	0	0
Gm11595	68.944444	0	0	0	0	142	193	0	0	0	0	0	688	218	0	0	0	0	0	0
Abcc12	68.833333	0	0	0	0	209	258	207	269	0	0	0	296	0	0	0	0	0	0	0
Stau2	68.666667	0	0	0	0	0	0	0	0	0	0	0	854	382	0	0	0	0	0	0
Ccdc110	68.666667	177	0	0	0	113	466	0	217	0	0	0	263	0	0	0	0	0	0	0
Tiam2	68.611111	0	0	0	0	0	0	0	0	0	0	0	750	485	0	0	0	0	0	0
Gm11568	68.5	0	0	0	0	0	0	0	0	0	0	0	985	248	0	0	0	0	0	0
Pcdha9	67.444444	0	0	0	0	0	0	0	0	0	0	0	980	234	0	0	0	0	0	0
Olfr1415	67.333333	0	0	0	0	148	584	81	272	0	0	0	0	127	0	0	0	0	0	0
Rbm12b1	67.111111	0	250	0	0	0	337	0	166	0	0	0	455	0	0	0	0	0	0	0
Lalba	67.0	0	0	0	0	251	436	206	313	0	0	0	0	0	0	0	0	0	0	0
Adam4	66.888889	0	0	0	0	221	285	0	157	0	0	0	333	208	0	0	0	0	0	0
Pcdha1	66.555556	0	0	0	0	0	0	0	0	0	0	0	1002	196	0	0	0	0	0	0
Gm11562	66.555556	0	0	0	0	0	0	0	0	0	0	0	980	218	0	0	0	0	0	0
Iqcm	66.5	0	0	0	0	223	406	130	312	0	0	0	0	126	0	0	0	0	0	0
Efcab6	66.166667	0	0	0	0	0	0	0	0	0	0	0	795	396	0	0	0	0	0	0
A530032D15Rik	66.055556	0	0	0	0	0	212	96	132	0	0	0	229	520	0	0	0	0	0	0
Zfp651	65.888889	0	0	0	0	0	281	0	224	0	0	0	585	96	0	0	0	0	0	0
Ubl4b	65.888889	0	0	0	0	0	0	0	0	0	0	0	891	295	0	0	0	0	0	0
Thegl	65.666667	0	0	0	0	236	499	145	302	0	0	0	0	0	0	0	0	0	0	0
Vat1	65.555556	0	0	0	0	0	224	0	0	0	0	0	739	217	0	0	0	0	0	0
Rnd2	65.555556	0	0	0	0	0	224	0	0	0	0	0	739	217	0	0	0	0	0	0
Taar7a	65.277778	0	0	0	244	0	0	0	0	0	232	169	264	266	0	0	0	0	0	0
Taar6	65.277778	0	0	0	244	0	0	0	0	0	232	169	264	266	0	0	0	0	0	0
Xpnpep1	64.833333	0	0	0	0	0	665	0	273	0	0	0	229	0	0	0	0	0	0	0
Klhdc8b	64.388889	0	0	0	0	0	657	0	223	0	0	0	195	84	0	0	0	0	0	0
Ccdc71	64.388889	0	0	0	0	0	657	0	223	0	0	0	195	84	0	0	0	0	0	0
Pcdha11	63.944444	0	0	0	0	0	0	0	0	0	0	0	899	252	0	0	0	0	0	0
Gm11567	63.833333	0	0	0	0	0	0	0	0	0	0	0	876	273	0	0	0	0	0	0
Tdrd7	63.388889	0	0	0	0	0	535	0	289	0	0	0	317	0	0	0	0	0	0	0
Ripply3	63.388889	0	0	0	0	0	0	0	0	0	0	0	881	260	0	0	0	0	0	0
Lce1c	63.333333	0	0	0	0	0	0	0	0	0	0	0	882	258	0	0	0	0	0	0
Ces2h	63.333333	0	0	0	0	185	441	89	260	0	0	0	165	0	0	0	0	0	0	0
Pkd1	63.111111	0	0	0	0	0	0	0	0	0	0	0	884	252	0	0	0	0	0	0
Crybg1	63.111111	0	0	0	0	0	0	0	0	0	0	0	731	405	0	0	0	0	0	0
Fcer2a	63.055556	0	0	0	0	202	375	0	175	0	0	0	221	162	0	0	0	0	0	0
Pcdhgb5	62.777778	0	135	0	0	0	168	0	0	0	0	0	671	156	0	0	0	0	0	0
Pcdhga9	62.777778	0	135	0	0	0	168	0	0	0	0	0	671	156	0	0	0	0	0	0
Slc25a54	62.5	0	0	0	0	0	0	0	0	0	0	0	497	628	0	0	0	0	0	0
Tacr1	62.388889	0	0	0	0	0	0	0	0	0	0	0	759	364	0	0	0	0	0	0
Slc2a9	62.388889	0	0	0	119	0	369	0	230	0	0	0	122	283	0	0	0	0	0	0
Krtap3-3	62.166667	0	0	0	0	0	0	0	0	0	0	0	924	195	0	0	0	0	0	0
Sp6	61.555556	0	0	0	0	183	213	127	117	0	0	0	328	140	0	0	0	0	0	0
Arl9	61.555556	0	0	0	0	0	0	0	0	0	0	0	391	717	0	0	0	0	0	0
Nkap	61.277778	180	200	0	0	0	330	223	170	0	0	0	0	0	0	0	0	0	0	0
Fut9	61.222222	0	0	0	0	0	0	0	0	0	0	0	690	412	0	0	0	0	0	0
Pate7	61.111111	0	0	0	0	0	297	0	204	0	0	0	439	160	0	0	0	0	0	0
Lman1	61.0	0	0	0	0	0	0	0	0	0	0	0	616	482	0	0	0	0	0	0
2300003K06Rik	61.0	0	0	0	0	0	166	0	149	0	0	0	597	186	0	0	0	0	0	0
Lmntd1	60.833333	0	0	0	0	0	152	0	0	0	0	0	748	195	0	0	0	0	0	0
Olfr194	60.777778	0	0	0	0	142	442	131	235	0	0	0	144	0	0	0	0	0	0	0
Wdr70	60.666667	0	0	0	0	228	311	147	163	0	0	0	243	0	0	0	0	0	0	0
Gm3250	60.611111	0	0	0	0	0	0	0	0	0	0	0	872	219	0	0	0	0	0	0
Agrn	60.222222	0	0	0	0	205	332	163	250	0	0	0	134	0	0	0	0	0	0	0
Lce1b	60.166667	0	0	0	0	0	0	0	0	0	0	0	876	207	0	0	0	0	0	0
Krtap4-9	60.111111	0	0	0	0	0	0	0	0	0	0	0	836	246	0	0	0	0	0	0
Krtap4-8	60.111111	0	0	0	0	0	0	0	0	0	0	0	836	246	0	0	0	0	0	0
Igfbp1	60.111111	0	0	0	0	0	0	0	0	0	0	0	1082	0	0	0	0	0	0	0
Lce1i	60.055556	0	0	0	0	0	0	0	0	0	0	0	966	115	0	0	0	0	0	0
Cacng5	59.722222	0	0	0	0	0	0	0	0	0	0	0	878	197	0	0	0	0	0	0
Sfr1	59.666667	0	0	0	0	181	399	147	192	0	0	0	155	0	0	0	0	0	0	0
Rrs1	59.388889	0	0	0	0	124	233	107	97	0	0	0	415	93	0	0	0	0	0	0
Adhfe1	59.388889	0	0	0	0	124	233	107	97	0	0	0	415	93	0	0	0	0	0	0
Cpeb3	59.277778	0	0	0	0	0	0	0	0	0	0	0	756	311	0	0	0	0	0	0
Eif4enif1	59.166667	0	0	0	0	136	204	116	148	0	0	0	0	461	0	0	0	0	0	0
Gm5150	59.055556	0	0	0	0	168	406	147	145	0	0	0	122	75	0	0	0	0	0	0
Zswim8	59.0	0	0	0	0	0	0	0	0	0	0	0	860	202	0	0	0	0	0	0
Ube2q2	59.0	0	0	0	0	0	0	0	0	0	0	0	308	754	0	0	0	0	0	0
Kdm4a	59.0	0	0	0	0	141	439	0	156	0	0	0	0	0	149	0	177	0	0	0
Gtf2a1l	59.0	0	0	0	0	0	0	0	0	0	0	0	888	174	0	0	0	0	0	0
Rnf125	58.888889	0	0	0	0	128	515	0	263	0	0	0	154	0	0	0	0	0	0	0
Flt3	58.888889	0	0	0	0	0	0	0	0	0	0	0	879	181	0	0	0	0	0	0
Rps29	58.833333	0	0	243	384	0	0	0	0	0	232	0	200	0	0	0	0	0	0	0
Eif2b5	58.833333	0	0	0	0	156	450	0	231	0	0	0	109	113	0	0	0	0	0	0
Cdv3	58.5	0	0	0	0	0	357	0	223	0	0	0	366	107	0	0	0	0	0	0
Rprd1a	58.444444	0	0	0	0	144	509	0	206	0	0	0	193	0	0	0	0	0	0	0
Pggt1b	58.444444	0	0	0	0	0	0	0	0	0	0	0	344	708	0	0	0	0	0	0
5430401F13Rik	58.444444	0	0	0	0	0	485	150	209	0	0	0	208	0	0	0	0	0	0	0
Esr2	58.388889	0	0	0	0	0	0	0	0	0	0	0	703	348	0	0	0	0	0	0
Nkx2-5	58.166667	0	0	0	0	0	544	0	276	0	0	0	227	0	0	0	0	0	0	0
Gm3238	58.166667	0	0	0	0	0	0	0	0	0	0	0	817	230	0	0	0	0	0	0
Eid3	58.166667	0	0	0	0	0	308	0	163	0	0	0	315	261	0	0	0	0	0	0
Gm11559	58.055556	0	0	0	0	0	0	0	0	0	0	0	750	295	0	0	0	0	0	0
Slc17a9	58.0	0	0	0	0	273	315	179	133	0	0	0	144	0	0	0	0	0	0	0
Higd1b	57.944444	0	0	0	0	0	0	0	0	0	0	0	815	228	0	0	0	0	0	0
Ppdpf	57.888889	0	0	0	0	0	495	0	338	0	0	0	209	0	0	0	0	0	0	0
Hps3	57.833333	0	0	0	0	0	508	0	297	0	0	0	236	0	0	0	0	0	0	0
Zbed4	57.5	0	0	0	0	0	0	0	0	0	0	0	533	502	0	0	0	0	0	0
Speer4e	57.5	0	0	0	0	186	280	310	156	0	0	0	0	103	0	0	0	0	0	0
Rnf19b	57.444444	0	0	0	0	125	333	0	134	0	0	0	442	0	0	0	0	0	0	0
Gm11564	57.277778	0	0	0	0	0	0	0	0	0	0	0	797	234	0	0	0	0	0	0
Cfap43	57.055556	0	0	0	0	0	101	0	0	0	0	0	344	582	0	0	0	0	0	0
D630003M21Rik	56.944444	0	0	0	0	165	399	0	195	0	0	0	266	0	0	0	0	0	0	0
Krtap4-13	56.722222	0	0	0	0	0	137	0	0	0	0	0	736	148	0	0	0	0	0	0
Vmn1r218	56.666667	0	0	0	0	0	0	0	0	0	0	0	616	404	0	0	0	0	0	0
Zbtb39	56.611111	0	0	0	0	0	0	0	0	0	0	0	831	188	0	0	0	0	0	0
Scgb1b3	56.388889	120	0	0	0	106	205	0	115	0	0	0	298	171	0	0	0	0	0	0
Tbc1d30	56.277778	0	0	0	0	169	251	0	197	0	0	0	396	0	0	0	0	0	0	0
Gm3233	56.166667	0	0	0	0	0	0	0	0	0	0	0	820	191	0	0	0	0	0	0
Pcdha4	55.888889	0	0	0	0	0	94	0	0	0	0	0	716	196	0	0	0	0	0	0
P2ry14	55.888889	0	0	0	0	0	0	0	0	0	0	0	748	258	0	0	0	0	0	0
Krtap10-4	55.888889	0	0	0	0	0	0	0	0	0	0	0	799	207	0	0	0	0	0	0
Gm37013	55.888889	0	0	0	0	0	94	0	0	0	0	0	716	196	0	0	0	0	0	0
Osbpl10	55.666667	0	0	0	0	125	434	0	252	0	0	0	191	0	0	0	0	0	0	0
Gm14595	55.5	0	0	0	0	112	218	0	104	0	0	0	423	142	0	0	0	0	0	0
Gm14590	55.5	0	0	0	0	112	218	0	104	0	0	0	423	142	0	0	0	0	0	0
Rgcc	55.277778	0	0	0	0	106	236	0	185	0	0	0	360	108	0	0	0	0	0	0
Aadacl2fm1	55.222222	0	0	0	0	0	0	0	0	0	0	0	670	324	0	0	0	0	0	0
Nemf	55.0	0	0	198	384	0	0	0	0	0	204	0	204	0	0	0	0	0	0	0
Olfr1318	54.833333	0	0	0	0	0	137	137	118	0	0	0	480	115	0	0	0	0	0	0
Pdcd1lg2	54.722222	0	0	0	0	0	0	0	0	0	0	0	381	604	0	0	0	0	0	0
Cyp4b1	54.5	0	0	0	0	0	0	0	0	0	0	0	725	256	0	0	0	0	0	0
Krtap9-1	54.277778	0	0	0	0	0	0	0	0	0	0	0	782	195	0	0	0	0	0	0
Mylip	54.055556	0	0	0	0	0	0	0	0	0	0	0	467	506	0	0	0	0	0	0
Zfp981	54.0	0	0	0	184	0	214	166	0	0	0	0	261	147	0	0	0	0	0	0
Cyp46a1	54.0	0	0	0	0	0	0	0	0	0	0	0	662	310	0	0	0	0	0	0
Idh3b	53.888889	0	0	0	0	0	0	0	0	0	0	0	670	300	0	0	0	0	0	0
Sult4a1	53.611111	0	0	0	0	0	0	0	0	0	0	0	417	548	0	0	0	0	0	0
Cadps	53.5	0	0	0	106	0	427	0	277	0	0	0	153	0	0	0	0	0	0	0
Zfp865	53.444444	0	0	0	0	0	0	0	0	0	0	0	399	563	0	0	0	0	0	0
Taf1a	53.388889	0	0	0	0	0	0	0	0	0	0	0	637	324	0	0	0	0	0	0
Eef2	53.388889	0	0	0	0	0	0	0	0	0	0	0	415	546	0	0	0	0	0	0
Dapk3	53.388889	0	0	0	0	0	0	0	0	0	0	0	415	546	0	0	0	0	0	0
Optc	53.333333	0	0	0	0	0	0	0	0	0	0	0	452	508	0	0	0	0	0	0
Krtap2-4	53.277778	0	0	0	0	0	0	0	0	0	0	0	790	169	0	0	0	0	0	0
Gm11937	53.277778	0	0	0	0	0	0	0	0	0	0	0	790	169	0	0	0	0	0	0
Cacng3	53.277778	0	0	0	0	0	0	0	0	0	0	0	776	183	0	0	0	0	0	0
Slpi	53.222222	0	0	0	0	138	554	0	266	0	0	0	0	0	0	0	0	0	0	0
Rnf165	53.166667	0	0	0	0	0	0	0	0	0	0	0	556	401	0	0	0	0	0	0
4931428F04Rik	53.111111	0	387	0	0	0	128	0	0	0	0	0	315	126	0	0	0	0	0	0
2610301B20Rik	53.111111	0	0	0	0	0	307	0	280	0	0	0	369	0	0	0	0	0	0	0
Micalcl	53.055556	0	0	0	0	227	325	0	209	0	0	0	194	0	0	0	0	0	0	0
H2-Eb1	53.0	0	0	0	0	0	182	0	0	0	0	0	772	0	0	0	0	0	0	0
Gm11938	53.0	0	0	0	0	0	0	0	0	0	0	0	817	137	0	0	0	0	0	0
Gm3285	52.888889	0	0	0	0	0	0	0	0	0	0	0	693	259	0	0	0	0	0	0
Pcdha10	52.277778	0	0	0	0	0	0	0	0	0	0	0	808	133	0	0	0	0	0	0
Zfp790	52.222222	0	0	0	0	0	331	0	181	0	0	0	304	124	0	0	0	0	0	0
Olfr1344	52.166667	0	0	0	0	0	0	0	0	0	0	0	766	173	0	0	0	0	0	0
Adgrf2	52.111111	0	0	0	0	112	306	203	223	0	0	0	0	94	0	0	0	0	0	0
Net1	52.055556	0	0	0	0	0	0	0	0	0	0	0	343	594	0	0	0	0	0	0
Zfp978	51.555556	0	0	0	0	0	162	0	0	0	0	0	554	212	0	0	0	0	0	0
Lrit3	51.388889	0	0	0	0	0	0	0	0	0	0	0	495	430	0	0	0	0	0	0
Fam151b	51.166667	0	0	0	0	139	415	117	250	0	0	0	0	0	0	0	0	0	0	0
BC051019	50.944444	0	0	0	0	0	95	0	0	0	0	0	623	199	0	0	0	0	0	0
Gm21693	50.777778	0	0	0	0	89	204	0	108	0	0	0	255	258	0	0	0	0	0	0
Epp13	50.777778	0	0	0	0	164	410	147	193	0	0	0	0	0	0	0	0	0	0	0
Cdk14	50.777778	0	0	0	0	0	0	0	0	0	0	0	348	566	0	0	0	0	0	0
Zfp143	50.722222	0	0	218	369	0	0	0	0	0	0	0	178	148	0	0	0	0	0	0
Blcap	50.666667	0	0	0	0	0	179	0	0	0	0	0	733	0	0	0	0	0	0	0
Fut8	50.611111	0	0	0	0	0	234	80	149	0	0	0	448	0	0	0	0	0	0	0
Snx22	50.555556	0	0	0	0	0	389	0	195	0	0	0	326	0	0	0	0	0	0	0
Krtap3-1	50.333333	0	0	0	0	0	0	0	0	0	0	0	780	126	0	0	0	0	0	0
Krtap3-2	50.277778	0	0	0	0	0	0	0	0	0	0	0	779	126	0	0	0	0	0	0
Krtap5-1	50.222222	0	0	0	0	0	0	0	0	0	0	0	533	371	0	0	0	0	0	0
Stat6	50.166667	0	0	0	0	0	0	0	0	0	0	0	472	431	0	0	0	0	0	0
Krtap31-1	50.055556	0	0	0	0	0	0	0	0	0	0	0	567	334	0	0	0	0	0	0
Olfr65	49.777778	0	0	0	0	0	0	0	0	0	0	0	477	419	0	0	0	0	0	0
Olfr631	49.777778	0	0	0	0	0	0	0	0	0	0	0	477	419	0	0	0	0	0	0
Gng2	49.722222	0	0	0	0	0	0	0	0	0	0	0	697	198	0	0	0	0	0	0
Tekt5	49.666667	0	0	0	0	149	155	0	159	0	0	0	431	0	0	0	0	0	0	0
Ttc9b	49.611111	0	0	0	0	0	0	0	0	0	0	0	688	205	0	0	0	0	0	0
Adh5	49.388889	0	0	0	0	122	292	98	157	0	0	0	135	85	0	0	0	0	0	0
Defb39	49.222222	0	0	0	0	149	155	178	98	0	0	0	306	0	0	0	0	0	0	0
Rgl1	49.111111	0	0	0	0	0	0	0	0	0	0	0	174	710	0	0	0	0	0	0
Arpc5	49.111111	0	0	0	0	0	0	0	0	0	0	0	174	710	0	0	0	0	0	0
Vmn1r238	49.0	0	0	0	0	0	0	0	0	0	0	0	435	447	0	0	0	0	0	0
Lce1h	48.944444	0	0	0	0	0	0	0	0	0	0	0	710	171	0	0	0	0	0	0
Ddb2	48.888889	0	0	0	0	0	0	0	0	0	0	0	474	406	0	0	0	0	0	0
Btnl1	48.888889	0	0	0	0	0	0	0	0	0	0	0	267	613	0	0	0	0	0	0
Olfr504	48.666667	0	0	0	0	90	376	80	215	0	0	0	0	115	0	0	0	0	0	0
Pcdhgb6	48.611111	0	0	0	0	0	288	0	142	0	0	0	445	0	0	0	0	0	0	0
Pcdhga10	48.611111	0	0	0	0	0	288	0	142	0	0	0	445	0	0	0	0	0	0	0
Krtap4-2	48.611111	0	0	0	0	0	0	0	0	0	0	0	743	132	0	0	0	0	0	0
Olfr1033	48.555556	0	0	0	0	0	70	0	0	0	0	0	636	168	0	0	0	0	0	0
Tmem108	48.388889	0	0	0	0	0	0	0	0	0	0	0	607	264	0	0	0	0	0	0
Tmem219	48.277778	0	0	0	0	0	0	0	0	0	0	0	623	246	0	0	0	0	0	0
Kctd13	48.277778	0	0	0	0	0	0	0	0	0	0	0	623	246	0	0	0	0	0	0
Sgk1	48.222222	0	0	0	0	0	0	0	0	0	0	0	452	416	0	0	0	0	0	0
Sox13	48.166667	0	0	0	0	0	406	0	228	0	0	0	233	0	0	0	0	0	0	0
Zfp991	48.0	0	0	0	0	0	506	110	248	0	0	0	0	0	0	0	0	0	0	0
Lce1e	48.0	0	0	0	0	0	0	0	0	0	0	0	716	148	0	0	0	0	0	0
Etnk2	48.0	0	0	0	0	0	484	0	216	0	0	0	164	0	0	0	0	0	0	0
Pcdha12	47.944444	0	0	0	0	0	0	0	0	0	0	0	748	115	0	0	0	0	0	0
Adamts12	47.944444	0	0	0	0	0	0	0	0	0	0	0	459	404	0	0	0	0	0	0
Rab3a	47.888889	0	0	0	0	0	0	0	0	0	0	0	739	123	0	0	0	0	0	0
Mfsd4b5	47.833333	0	0	0	0	0	0	0	0	0	0	0	624	237	0	0	0	0	0	0
Lce1j	47.777778	0	0	0	0	0	0	0	0	0	0	0	723	137	0	0	0	0	0	0
Gm45618	47.722222	0	0	0	0	0	0	0	0	0	0	0	690	169	0	0	0	0	0	0
Lhcgr	47.611111	0	0	0	0	0	146	0	0	0	0	0	541	170	0	0	0	0	0	0
Rps2	47.444444	0	0	0	0	0	0	0	0	0	0	0	633	221	0	0	0	0	0	0
Rnf151	47.444444	0	0	0	0	0	0	0	0	0	0	0	633	221	0	0	0	0	0	0
Prss47	47.333333	0	0	0	0	0	265	0	89	0	0	0	221	277	0	0	0	0	0	0
Dchs2	47.166667	0	0	243	0	0	0	0	0	0	0	0	294	312	0	0	0	0	0	0
Vmn1r149	47.055556	0	0	0	0	0	143	0	118	0	0	0	354	232	0	0	0	0	0	0
Vmn1r101	47.055556	0	0	0	0	0	143	0	118	0	0	0	354	232	0	0	0	0	0	0
Tmem205	46.888889	0	0	0	0	0	0	0	0	0	0	0	357	487	0	0	0	0	0	0
Rab3d	46.888889	0	0	0	0	0	0	0	0	0	0	0	357	487	0	0	0	0	0	0
Ccdc159	46.888889	0	0	0	0	0	0	0	0	0	0	0	357	487	0	0	0	0	0	0
Vmn1r195	46.833333	0	0	0	0	133	387	117	206	0	0	0	0	0	0	0	0	0	0	0
Htr6	46.833333	0	0	0	0	0	0	0	0	0	0	0	374	469	0	0	0	0	0	0
Dffb	46.722222	0	0	0	0	0	0	0	0	0	0	0	683	158	0	0	0	0	0	0
Cep104	46.722222	0	0	0	0	0	0	0	0	0	0	0	683	158	0	0	0	0	0	0
Mospd3	46.666667	0	0	0	0	0	0	0	0	0	0	0	399	441	0	0	0	0	0	0
Olfr170	46.611111	0	0	0	0	0	262	0	0	0	0	0	455	122	0	0	0	0	0	0
Btbd35f26	46.611111	0	0	0	0	109	430	0	300	0	0	0	0	0	0	0	0	0	0	0
Btbd35f18	46.611111	0	0	0	0	109	430	0	300	0	0	0	0	0	0	0	0	0	0	0
Btbd35f11	46.611111	0	0	0	0	109	430	0	300	0	0	0	0	0	0	0	0	0	0	0
Btbd35f10	46.611111	0	0	0	0	109	430	0	300	0	0	0	0	0	0	0	0	0	0	0
Artn	46.611111	0	0	0	0	98	230	0	0	0	0	0	511	0	0	0	0	0	0	0
Krtap10-10	46.444444	0	0	0	0	0	0	0	0	0	0	0	683	153	0	0	0	0	0	0
Tm4sf20	46.388889	0	0	0	0	0	0	0	0	0	0	0	738	97	0	0	0	0	0	0
Rcn3	46.388889	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0
Paqr9	46.388889	0	0	0	0	0	0	0	0	0	0	0	657	178	0	0	0	0	0	0
Cyyr1	46.388889	0	0	0	0	0	400	0	199	0	0	0	236	0	0	0	0	0	0	0
Pcdha5	46.333333	0	0	0	0	0	0	0	0	0	0	0	678	156	0	0	0	0	0	0
Kcnj8	46.277778	0	0	0	0	0	0	0	0	0	0	0	397	436	0	0	0	0	0	0
Pip4k2c	46.222222	0	0	0	0	0	0	0	0	0	0	0	612	220	0	0	0	0	0	0
Gm9508	46.166667	0	0	0	0	0	0	0	0	0	0	0	639	192	0	0	0	0	0	0
Cep162	46.111111	0	0	0	0	181	411	0	238	0	0	0	0	0	0	0	0	0	0	0
Ptcd1	46.055556	0	0	0	0	0	0	0	0	0	0	0	609	220	0	0	0	0	0	0
Fam240b	46.055556	0	0	0	0	112	344	0	230	0	0	0	0	143	0	0	0	0	0	0
Cpsf4	46.055556	0	0	0	0	0	0	0	0	0	0	0	609	220	0	0	0	0	0	0
Upp2	45.833333	0	0	0	0	0	0	0	0	0	0	0	246	579	0	0	0	0	0	0
Haus1	45.833333	0	0	0	0	242	154	168	0	0	0	0	261	0	0	0	0	0	0	0
Cdc42se2	45.833333	0	0	0	0	0	0	0	0	0	0	0	269	556	0	0	0	0	0	0
Atp5a1	45.833333	0	0	0	0	242	154	168	0	0	0	0	261	0	0	0	0	0	0	0
Acvr1	45.833333	0	0	0	0	0	0	0	0	0	0	0	246	579	0	0	0	0	0	0
Ptgr2	45.777778	0	0	0	0	116	132	0	0	0	0	0	310	266	0	0	0	0	0	0
Spock1	45.722222	0	0	0	0	0	138	125	135	0	0	0	425	0	0	0	0	0	0	0
Dctn4	45.666667	157	152	0	0	0	277	0	105	0	0	0	0	0	131	0	0	0	0	0
Gpr3	45.277778	0	0	0	0	0	0	0	0	0	0	0	466	349	0	0	0	0	0	0
Mbp	45.166667	0	0	0	0	0	0	0	0	0	0	0	539	274	0	0	0	0	0	0
Dnah6	45.055556	0	0	0	0	111	332	0	180	0	0	0	188	0	0	0	0	0	0	0
3110040M04Rik	45.0	0	0	0	0	0	0	0	0	0	0	0	687	123	0	0	0	0	0	0
Spire1	44.944444	0	0	0	0	0	0	0	0	0	0	0	645	164	0	0	0	0	0	0
Fbxo33	44.888889	0	0	0	0	0	179	0	0	0	0	0	483	146	0	0	0	0	0	0
Camta1	44.888889	0	0	0	0	0	0	0	0	0	0	0	282	526	0	0	0	0	0	0
Scn8a	44.777778	0	0	0	0	0	0	0	0	0	0	0	490	316	0	0	0	0	0	0
