Target_genes	Bach1|Average	SRX7433236|ES_cells	SRX5508931|Lung_tumors	SRX5508932|Lung_tumors	SRX5508933|Lung_tumors	SRX5508934|Lung_tumors	SRX5508935|Lung_tumors	SRX5508936|Lung_tumors	SRX5508937|Lung_tumors	SRX1629384|M1	SRX2200548|Pro-B_cells	STRING
Naglu	164.3	0	256	0	258	421	287	254	167	0	0	0
Vps50	163.7	0	338	243	174	289	338	113	142	0	0	0
Hepacam2	163.7	0	338	243	174	289	338	113	142	0	0	0
Cul5	163.5	0	179	0	333	326	277	180	191	149	0	0
Mfsd5	163.4	0	248	0	204	340	372	223	0	247	0	0
Gpatch8	163.4	0	0	292	336	271	371	0	169	195	0	0
Rhbdd3	163.1	0	138	169	171	227	287	162	0	477	0	0
Ewsr1	163.1	0	138	169	171	227	287	162	0	477	0	0
Orc4	162.6	0	426	0	170	252	278	121	259	120	0	0
Mbd5	162.6	0	426	0	170	252	278	121	259	120	0	0
Wbp2	162.4	0	198	182	256	374	401	0	115	98	0	0
Dctn4	162.3	0	346	114	226	434	345	158	0	0	0	0
Ahnak2	162.3	0	289	101	238	256	529	210	0	0	0	0
Etfbkmt	161.7	0	182	157	215	438	249	193	0	183	0	0
Slc19a2	161.5	0	214	129	161	380	273	159	75	224	0	0
Anxa4	161.2	0	322	161	176	212	407	195	0	139	0	0
Trmt10a	161.0	0	226	196	272	165	243	0	0	508	0	0
Mttp	161.0	0	226	196	272	165	243	0	0	508	0	0
Slc49a4	160.7	0	377	149	166	201	338	209	167	0	0	0
Ttc4	160.6	0	116	156	236	435	331	221	0	111	0	0
Vcp	160.3	0	227	168	229	339	410	0	0	230	0	0
Rspo1	160.2	0	0	0	0	0	0	0	0	1602	0	0
Med4	160.2	0	174	225	197	345	137	0	0	524	0	0
Cep120	159.7	0	105	141	148	269	241	112	0	581	0	0
Mphosph10	159.6	0	182	184	199	301	293	121	206	110	0	0
Mcee	159.6	0	182	184	199	301	293	121	206	110	0	0
Chordc1	159.6	0	180	233	212	222	427	121	0	201	0	0
Msantd3	159.5	0	275	144	278	375	411	0	112	0	0	0
Smyd4	159.3	0	249	175	170	406	463	130	0	0	0	0
Rpa1	159.3	0	249	175	170	406	463	130	0	0	0	0
Tmem131	158.8	0	240	123	313	264	330	111	112	95	0	0
Sgta	158.2	0	396	0	227	405	422	132	0	0	0	0
Snrnp27	157.9	0	273	137	155	275	315	219	205	0	0	0
Ndufs7	157.8	0	138	160	179	250	313	193	124	221	0	0
Rheb	157.7	0	171	183	223	184	301	120	0	395	0	0
Ndel1	157.5	0	157	177	168	399	444	0	230	0	0	0
Gstm3	157.3	0	175	0	0	215	293	107	0	783	0	0
Ndufb3	157.0	0	216	260	322	293	252	127	100	0	0	0
Fam126b	157.0	0	216	260	322	293	252	127	100	0	0	0
Eef2	157.0	0	344	0	150	298	288	153	140	197	0	0
Spg20	156.9	0	274	253	154	449	439	0	0	0	0	0
Eif3e	156.7	0	0	0	0	0	0	0	0	1567	0	0
Smad7	156.2	0	142	0	174	329	582	149	0	186	0	0
Faf1	155.9	0	246	111	235	211	289	313	0	154	0	0
Ubap2	155.6	0	308	105	255	239	244	126	135	144	0	0
Metap1d	154.7	0	432	183	178	306	308	140	0	0	0	0
Pcid2	154.5	0	118	274	351	214	390	198	0	0	0	0
Cul4a	154.5	0	118	274	351	214	390	198	0	0	0	0
Kmt2d	153.3	0	89	156	250	217	244	0	170	407	0	0
Alkbh3	152.6	0	236	164	204	363	271	153	0	135	0	0
Zfp91	152.1	0	178	350	253	222	191	227	0	100	0	0
Mrpl30	152.1	0	130	290	214	342	344	201	0	0	0	0
Mitd1	152.1	0	130	290	214	342	344	201	0	0	0	0
Lpxn	152.1	0	178	350	253	222	191	227	0	100	0	0
Psma1	151.7	0	156	102	258	218	315	113	0	355	0	0
Klhdc4	151.3	0	0	309	282	238	396	129	0	159	0	0
Kif3b	151.1	0	0	0	0	0	0	0	0	1511	0	0
Olfr876	151.0	0	412	184	159	306	449	0	0	0	0	0
E2f6	150.6	0	210	99	147	244	197	254	199	156	0	0
Dus1l	150.3	0	108	204	276	254	332	158	0	171	0	0
Sstr3	149.9	0	248	0	0	206	256	112	0	677	0	0
Oasl1	149.7	0	264	328	226	273	185	0	221	0	0	0
Tbk1	149.6	0	221	0	158	272	226	119	154	346	0	0
Ly96	149.5	0	233	95	74	207	149	0	0	737	0	0
Dpy19l4	149.5	0	141	194	281	228	392	259	0	0	0	0
Supv3l1	148.7	0	133	147	179	263	340	141	123	161	0	0
Rpp38	147.4	0	408	83	307	281	291	0	104	0	0	0
Acbd7	147.4	0	408	83	307	281	291	0	104	0	0	0
Oxsm	147.2	0	285	0	222	324	335	0	0	306	0	0
Qtrt1	146.6	0	235	262	229	243	299	85	0	113	0	0
Ptprn	146.5	0	238	94	216	329	456	132	0	0	0	0
Dyrk1a	145.9	0	169	186	269	355	379	0	101	0	0	0
Ptges3	145.6	0	0	135	208	268	328	184	0	333	0	0
Leng8	144.9	0	220	123	116	198	244	221	0	327	0	0
Aspscr1	144.9	0	137	0	90	0	118	0	0	1104	0	0
C2cd4c	144.3	0	0	260	121	598	464	0	0	0	0	0
Rad54l2	144.1	0	126	175	322	244	222	156	196	0	0	0
Fam227b	144.0	0	182	129	240	159	145	227	106	252	0	0
Dtwd1	144.0	0	182	129	240	159	145	227	106	252	0	0
Tmem262	143.8	0	163	199	239	173	355	146	0	163	0	0
Agk	143.8	0	249	272	129	186	395	118	0	89	0	0
Cpt1a	143.4	0	239	204	139	190	283	128	96	155	0	0
Nlrp10	143.2	0	200	106	301	391	233	201	0	0	0	0
Eif3f	143.2	0	200	106	301	391	233	201	0	0	0	0
Nup50	142.1	0	248	0	268	252	219	0	120	314	0	0
P2rx7	141.8	0	0	213	187	408	512	0	98	0	0	0
Tmem185b	141.6	0	181	0	266	228	283	120	0	338	0	0
Abhd2	141.1	0	150	142	243	323	266	82	0	205	0	0
Dnph1	140.7	0	311	136	236	182	254	0	0	288	0	0
Nploc4	139.3	0	113	100	261	267	158	0	0	494	0	0
Sc5d	138.7	0	146	0	151	382	326	238	144	0	0	0
Smim3	138.2	0	136	0	195	295	351	0	0	405	0	0
Slc25a32	137.6	0	230	143	141	255	397	109	0	101	0	0
Hsp90ab1	137.6	0	290	139	0	219	229	118	154	227	0	0
Dcaf13	137.6	0	230	143	141	255	397	109	0	101	0	0
Cfap298	137.4	0	132	187	196	188	192	157	119	203	0	0
Psph	136.6	0	160	221	292	201	168	157	0	167	0	0
Cct6a	136.6	0	160	221	292	201	168	157	0	167	0	0
Immt	136.1	0	303	148	0	364	389	0	0	157	0	0
Fbxo33	135.2	0	166	130	297	266	260	152	81	0	0	0
Trip4	135.1	0	0	233	189	242	215	155	0	317	0	0
Cdk5rap1	135.0	0	229	163	200	287	235	130	0	106	0	0
Zfyve26	134.6	0	264	200	214	351	317	0	0	0	0	0
Shmt1	134.6	0	225	110	287	321	262	0	141	0	0	0
Rad51b	134.6	0	264	200	214	351	317	0	0	0	0	0
Ube4a	134.5	0	141	0	0	0	173	0	0	1031	0	0
Tnpo3	134.3	0	0	174	231	335	326	161	116	0	0	0
Tmc8	134.1	0	179	164	187	370	321	0	120	0	0	0
Tmc6	134.1	0	179	164	187	370	321	0	120	0	0	0
Gpaa1	133.5	0	106	171	121	399	306	94	0	138	0	0
Exosc4	133.5	0	106	171	121	399	306	94	0	138	0	0
Cyth3	133.5	0	165	145	151	284	233	148	108	101	0	0
Zfp959	133.4	0	244	143	178	185	225	198	0	161	0	0
Gstm6	133.4	0	148	0	145	133	214	0	0	694	0	0
Zfp207	133.1	0	298	135	138	378	260	0	0	122	0	0
Fem1b	132.8	0	182	0	218	255	204	193	0	276	0	0
Zfand5	132.7	0	111	272	215	236	201	164	0	128	0	0
Lnpk	132.5	0	326	143	111	277	208	0	160	100	0	0
1700037H04Rik	132.2	0	254	190	140	330	196	0	0	212	0	0
Slc46a3	131.7	0	313	0	0	0	0	0	0	1004	0	0
Myo7a	131.7	0	218	105	0	307	316	0	0	371	0	0
Nuf2	131.3	0	0	143	298	211	355	209	0	97	0	0
Numa1	131.2	0	145	0	0	233	153	0	0	781	0	0
Cd163l1	131.0	0	0	221	0	0	333	313	214	0	229	0
Cxcl2	130.7	0	0	68	115	222	225	138	0	539	0	0
Washc4	130.3	0	255	0	197	234	316	0	128	173	0	0
Rnaseh2b	130.2	0	201	197	286	171	188	0	0	259	0	0
Rtraf	130.1	0	0	0	0	0	0	0	0	1301	0	0
H2az1	130.0	0	125	167	162	262	254	114	0	216	0	0
Dnajb14	130.0	0	125	167	162	262	254	114	0	216	0	0
Zfp944	129.4	0	368	132	151	266	157	220	0	0	0	0
Zfp758	129.4	0	368	132	151	266	157	220	0	0	0	0
Nsa2	129.4	0	207	178	186	253	136	143	0	191	0	0
Gfm2	129.4	0	207	178	186	253	136	143	0	191	0	0
Hes1	129.0	0	185	0	178	425	295	108	99	0	0	0
Asap1	128.5	0	220	0	187	198	215	0	0	465	0	0
Wdr25	128.4	0	178	220	222	237	247	0	0	180	0	0
Wars	128.4	0	178	220	222	237	247	0	0	180	0	0
Nudt15	128.4	0	201	174	202	244	214	149	0	100	0	0
Klhl21	128.4	0	183	211	210	271	321	0	0	88	0	0
Stx18	128.3	0	146	143	200	233	291	151	0	119	0	0
Nup153	128.3	0	264	128	154	212	278	0	0	247	0	0
Cipc	128.0	0	184	157	163	299	179	165	0	133	0	0
Eif4e	127.8	0	191	0	122	142	319	110	136	258	0	0
Gm3448	127.6	0	108	121	83	110	125	106	0	623	0	0
Gm3417	127.6	0	108	121	83	110	125	106	0	623	0	0
Vps51	127.5	0	163	199	239	173	355	146	0	0	0	0
Rad50	127.3	0	130	0	378	107	392	0	105	161	0	0
Tns4	127.2	0	0	0	113	364	447	134	214	0	0	0
Pigq	126.8	0	254	0	139	203	207	239	130	96	0	0
Nhlrc4	126.8	0	254	0	139	203	207	239	130	96	0	0
Mccc1	126.8	0	124	122	243	249	261	0	125	144	0	0
Parp16	126.7	0	228	0	205	242	260	113	87	132	0	0
Wdyhv1	126.4	0	0	0	0	0	0	0	0	1264	0	0
B4galnt4	126.4	0	0	0	0	210	219	0	0	835	0	0
Atic	126.4	0	253	0	209	179	315	158	0	150	0	0
Acp2	126.3	0	212	0	179	247	249	158	92	126	0	0
Tmem222	126.2	0	0	200	173	294	217	155	71	152	0	0
Isy1	126.1	0	123	0	146	219	258	157	0	358	0	0
Thumpd2	126.0	0	273	132	0	188	392	190	0	85	0	0
Tfpt	125.3	0	0	0	0	0	0	0	0	1253	0	0
Prpf31	125.3	0	0	0	0	0	0	0	0	1253	0	0
Arl2	125.3	0	185	162	213	184	295	127	0	87	0	0
Chchd3	125.1	0	284	0	105	350	232	280	0	0	0	0
Ssbp1	125.0	0	103	121	249	301	177	137	0	162	0	0
Hmgcll1	125.0	0	252	0	202	353	316	127	0	0	0	0
Pemt	124.8	0	127	0	224	182	245	125	0	345	0	0
Zfp106	124.5	0	0	0	0	0	0	0	0	1245	0	0
Snap23	124.5	0	0	0	0	0	0	0	0	1245	0	0
Dnajb9	124.2	0	0	221	241	233	257	129	0	161	0	0
Hagh	124.1	0	332	131	114	260	289	115	0	0	0	0
Fahd1	124.1	0	332	131	114	260	289	115	0	0	0	0
Usp14	123.8	0	187	149	127	250	211	121	0	193	0	0
Uck2	123.5	0	0	0	0	0	0	0	0	1235	0	0
Rrp15	123.2	0	191	0	286	263	154	221	0	117	0	0
Eif2s1	123.2	0	87	173	149	245	272	0	220	86	0	0
Atp6v1d	123.2	0	87	173	149	245	272	0	220	86	0	0
Commd2	122.9	0	120	0	272	326	312	199	0	0	0	0
Wee1	122.8	0	134	0	129	210	353	135	0	267	0	0
Osbpl8	122.7	0	247	0	242	194	260	109	175	0	0	0
Prpf39	122.4	0	201	149	236	275	164	199	0	0	0	0
Mrpl27	122.4	0	277	0	213	252	330	0	152	0	0	0
Eme1	122.4	0	277	0	213	252	330	0	152	0	0	0
Setd1b	122.0	0	215	0	130	195	203	256	0	221	0	0
Ap3s2	122.0	0	0	196	221	363	274	166	0	0	0	0
Snrpd3	121.6	0	126	0	263	305	349	0	0	173	0	0
Gucd1	121.6	0	126	0	263	305	349	0	0	173	0	0
Gstm4	121.1	0	231	0	98	135	204	103	0	440	0	0
G3bp1	120.7	0	85	0	126	160	194	0	0	642	0	0
Katnal1	120.6	0	0	127	110	166	124	167	0	512	0	0
Fam98b	120.0	0	189	0	306	226	166	166	147	0	0	0
Dcaf10	120.0	0	139	128	268	155	182	128	0	200	0	0
Xpo1	119.9	0	132	191	262	172	294	0	0	148	0	0
Slc14a2	119.6	0	0	138	318	253	487	0	0	0	0	0
Sdf4	119.3	0	227	0	204	212	251	0	0	299	0	0
B3galt6	119.3	0	227	0	204	212	251	0	0	299	0	0
Rab5a	119.1	0	284	183	126	123	288	88	0	99	0	0
Insig1	118.7	0	269	0	238	137	80	164	0	299	0	0
Tasp1	118.5	0	284	227	0	212	264	100	0	98	0	0
Hrob	118.0	0	0	0	0	0	0	0	0	1180	0	0
1110038F14Rik	117.9	0	137	132	157	245	207	110	82	109	0	0
Fkbp8	117.8	0	194	0	262	301	254	0	0	167	0	0
Septin2	117.7	0	268	0	159	167	118	213	124	128	0	0
Mideas	117.7	0	199	0	126	115	243	106	0	388	0	0
Kdm6a	117.7	0	340	244	225	124	244	0	0	0	0	0
Hdlbp	117.7	0	268	0	159	167	118	213	124	128	0	0
Gid4	117.6	0	216	179	294	239	248	0	0	0	0	0
Utp18	116.6	0	182	0	175	235	157	188	134	95	0	0
Pdpk1	116.6	0	172	0	0	0	230	0	0	764	0	0
Mbtd1	116.6	0	182	0	175	235	157	188	134	95	0	0
Dnaja2	116.6	0	226	0	0	140	0	0	0	800	0	0
Krtap4-16	116.5	0	302	0	194	203	260	206	0	0	0	0
Cetn3	116.3	0	256	98	206	193	180	110	0	120	0	0
Pkd1	116.1	0	294	0	111	146	220	0	0	390	0	0
Vamp1	115.8	0	107	181	219	252	209	0	0	190	0	0
Lamtor5	115.6	0	244	165	136	218	232	161	0	0	0	0
Ints14	115.5	0	0	106	231	138	252	153	0	275	0	0
Fam149b	115.5	0	0	241	173	330	170	0	0	241	0	0
Ecd	115.5	0	0	241	173	330	170	0	0	241	0	0
Tom1	115.4	0	175	0	197	294	247	241	0	0	0	0
Tial1	115.4	0	111	0	157	176	257	0	0	453	0	0
Slc3a2	115.4	0	185	0	92	95	0	110	0	672	0	0
Sel1l3	115.3	0	236	170	160	184	403	0	0	0	0	0
C87436	115.2	0	132	86	161	220	249	192	0	112	0	0
Smc3	115.1	0	228	159	194	260	310	0	0	0	0	0
Cacybp	115.1	0	0	116	181	151	207	122	154	220	0	0
Tmem126b	114.5	0	200	0	210	175	293	144	123	0	0	0
Sec22b	114.4	0	217	0	154	210	191	216	0	156	0	0
Atf7ip	114.3	0	190	178	0	302	160	0	148	165	0	0
Bhlhe41	114.1	0	197	225	148	234	337	0	0	0	0	0
Banp	114.0	0	158	145	216	179	332	110	0	0	0	0
Med13	113.9	0	232	140	111	238	193	0	0	225	0	0
Hnrnpm	113.9	0	249	0	196	163	115	193	104	119	0	0
Zfp943	113.7	0	308	0	122	231	198	181	0	97	0	0
Zfp942	113.7	0	308	0	122	231	198	181	0	97	0	0
Cluap1	113.6	0	158	163	192	214	239	170	0	0	0	0
1700037C18Rik	113.6	0	158	163	192	214	239	170	0	0	0	0
Oser1	113.3	0	180	0	185	287	200	119	0	162	0	0
Kmt2a	113.3	0	0	0	0	0	0	0	0	851	282	0
Alg1	113.2	0	278	107	0	0	401	0	159	187	0	0
Ube4b	112.9	0	216	119	237	137	76	178	0	166	0	0
Snrnp200	112.6	0	249	0	228	249	179	0	109	112	0	0
Ddx5	112.6	0	225	0	224	163	150	0	145	219	0	0
Cep95	112.6	0	225	0	224	163	150	0	145	219	0	0
1810024B03Rik	112.6	0	249	0	228	249	179	0	109	112	0	0
Pdcd2l	112.5	0	136	0	219	228	258	147	137	0	0	0
Ints5	112.5	0	204	0	207	140	180	90	138	166	0	0
1810009A15Rik	112.5	0	204	0	207	140	180	90	138	166	0	0
Cstf2t	111.7	0	0	150	219	248	403	0	97	0	0	0
Hps3	111.6	0	107	0	197	183	221	70	115	223	0	0
Cnih3	110.8	0	186	85	160	266	266	0	0	145	0	0
1810013L24Rik	110.7	0	137	126	90	185	325	0	0	244	0	0
Rufy1	110.4	0	89	0	168	182	201	250	99	115	0	0
Dffb	110.1	0	134	227	163	181	264	132	0	0	0	0
Cep104	110.1	0	134	227	163	181	264	132	0	0	0	0
Rdm1	109.9	0	0	0	0	0	0	0	0	1099	0	0
B4galt7	109.9	0	110	154	235	207	234	159	0	0	0	0
Ndufa12	109.8	0	175	154	137	288	0	141	0	203	0	0
Yipf2	109.7	0	109	0	257	175	216	110	0	230	0	0
Timm29	109.7	0	109	0	257	175	216	110	0	230	0	0
Glipr1	109.5	0	0	0	0	0	0	0	0	1095	0	0
Myl12a	109.3	0	217	0	229	164	170	202	0	111	0	0
Man2c1	109.3	0	0	156	173	199	215	261	0	89	0	0
A430005L14Rik	109.3	0	179	143	222	260	172	0	0	117	0	0
Ska1	109.1	0	0	0	0	0	0	0	0	1091	0	0
Cxxc1	109.1	0	0	0	0	0	0	0	0	1091	0	0
Tbc1d5	108.8	0	267	0	133	190	377	0	0	121	0	0
Ranbp2	108.8	0	129	0	215	183	170	227	0	164	0	0
Cnpy3	108.8	0	132	122	259	227	214	0	0	134	0	0
Rilpl2	108.6	0	234	0	147	142	179	0	0	384	0	0
Khsrp	108.4	0	287	0	161	297	250	89	0	0	0	0
Mocs1	108.3	0	259	0	0	330	302	0	192	0	0	0
Chchd2	108.2	0	178	0	246	243	211	0	0	204	0	0
Cep63	108.2	0	177	0	77	221	287	124	0	196	0	0
Anapc13	108.2	0	177	0	77	221	287	124	0	196	0	0
Tmem101	108.0	0	176	116	237	169	176	206	0	0	0	0
Vps16	107.9	0	335	0	155	210	250	129	0	0	0	0
Pced1a	107.9	0	335	0	155	210	250	129	0	0	0	0
Sh2d4b	107.8	0	308	135	171	266	198	0	0	0	0	0
Afg1l	107.8	0	0	0	0	0	0	0	0	1078	0	0
Poc1a	107.5	0	0	0	0	0	0	0	0	932	143	0
Psap	107.4	0	169	127	121	153	165	145	0	194	0	0
Hacd4	107.3	0	0	0	0	0	0	0	0	1073	0	0
Anln	107.3	0	154	126	219	176	223	0	0	175	0	0
9530077C05Rik	107.3	0	154	126	219	176	223	0	0	175	0	0
Ric1	107.2	0	173	194	310	196	199	0	0	0	0	0
Pcyt1a	107.0	0	182	0	126	142	116	114	0	390	0	0
9030025P20Rik	107.0	0	106	0	0	110	125	106	0	623	0	0
Ppil3	106.9	0	177	263	213	150	158	0	0	108	0	0
Nif3l1	106.9	0	177	263	213	150	158	0	0	108	0	0
Trim25	106.8	0	0	0	0	115	149	0	0	804	0	0
Hoatz	106.6	0	0	228	233	285	320	0	0	0	0	0
Zc3h4	106.5	0	260	99	103	146	221	98	0	138	0	0
Zfp217	106.4	0	316	0	225	275	248	0	0	0	0	0
Atp5g3	106.4	0	0	0	0	0	0	0	0	1064	0	0
Nptn	105.8	0	137	0	202	306	249	164	0	0	0	0
Them4	105.7	0	228	0	310	194	193	132	0	0	0	0
Pias4	105.6	0	234	195	0	247	0	122	120	138	0	0
Rnf185	105.5	0	0	203	170	252	298	0	132	0	0	0
Ptch1	105.5	0	383	0	201	217	254	0	0	0	0	0
Depdc1b	105.4	0	406	0	293	170	185	0	0	0	0	0
Mab21l3	105.1	0	277	0	149	181	444	0	0	0	0	0
Pde6d	105.0	0	164	153	212	252	269	0	0	0	0	0
Cops7b	105.0	0	164	153	212	252	269	0	0	0	0	0
Kmo	104.5	0	0	0	0	0	0	0	0	1045	0	0
Pmf1	104.4	0	204	0	212	235	217	0	0	176	0	0
Klhl20	104.4	0	184	176	108	160	291	0	0	125	0	0
Tor1aip2	104.3	0	124	114	156	150	203	100	0	196	0	0
Tor1aip1	104.3	0	124	114	156	150	203	100	0	196	0	0
Srek1ip1	104.3	0	215	183	104	155	294	0	0	92	0	0
Cwc27	104.3	0	215	183	104	155	294	0	0	92	0	0
Derl1	103.9	0	112	122	104	316	175	0	0	210	0	0
H3c2	103.7	0	343	0	164	122	121	0	0	287	0	0
H2ac4	103.7	0	343	0	164	122	121	0	0	287	0	0
Uspl1	103.6	0	0	0	255	197	136	0	0	448	0	0
Eno1	103.4	0	265	0	77	143	207	0	0	342	0	0
Gpx6	103.3	0	136	0	101	149	116	93	0	438	0	0
Rfesd	103.0	0	190	221	0	227	310	0	0	82	0	0
H3c3	102.8	0	343	0	164	122	121	0	0	278	0	0
H2bc3	102.8	0	343	0	164	122	121	0	0	278	0	0
Usp28	102.6	0	181	185	0	134	205	0	194	127	0	0
Atp6v0e	102.6	0	273	152	132	171	154	0	0	144	0	0
Psmg3	102.2	0	169	0	222	160	200	140	0	131	0	0
Mrpl20	102.2	0	87	0	190	154	195	235	0	161	0	0
Glyat	101.8	0	531	233	128	0	126	0	0	0	0	0
Olfr314	101.6	0	244	0	0	0	137	0	0	635	0	0
Ubb	101.4	0	191	0	157	207	250	0	0	209	0	0
Pdcd6ip	101.2	0	117	0	259	368	106	162	0	0	0	0
Gtf3c5	101.2	0	155	132	116	153	252	90	0	114	0	0
Depp1	101.1	0	250	0	163	254	344	0	0	0	0	0
Zfp119a	100.9	0	196	0	206	205	235	167	0	0	0	0
Lamtor4	100.7	0	133	193	170	133	378	0	0	0	0	0
Prmt3	100.6	0	195	0	0	198	240	159	0	214	0	0
Ccar1	100.5	0	207	0	140	252	191	0	121	94	0	0
Rnls	100.4	0	120	135	203	150	264	0	0	132	0	0
Abhd17b	100.4	0	187	128	172	287	0	0	230	0	0	0
1110059E24Rik	100.4	0	187	128	172	287	0	0	230	0	0	0
Prdx6	100.3	0	198	0	135	282	279	0	0	109	0	0
Vac14	100.1	0	189	127	180	214	291	0	0	0	0	0
Cdk20	100.0	0	327	93	146	141	293	0	0	0	0	0
Numbl	99.8	0	116	0	103	150	132	0	131	366	0	0
Mapre2	99.7	0	301	0	162	271	179	0	0	84	0	0
Ulk1	99.5	0	240	0	200	117	170	0	0	268	0	0
Apon	99.5	0	195	0	0	316	316	168	0	0	0	0
Rpl23	99.1	0	205	0	0	214	314	0	0	258	0	0
Tma16	99.0	0	138	158	175	286	0	0	0	233	0	0
Rrn3	99.0	0	0	0	156	172	207	89	0	366	0	0
Sfi1	98.8	0	104	150	201	0	111	161	136	0	125	0
H1f0	98.3	0	139	85	0	240	311	105	0	103	0	0
Gcat	98.3	0	139	85	0	240	311	105	0	103	0	0
Cst6	98.3	0	91	352	422	0	118	0	0	0	0	0
Cnot10	98.2	0	146	96	0	270	167	197	0	106	0	0
Agl	98.2	0	198	0	118	345	321	0	0	0	0	0
Tcte3	97.9	0	108	121	83	0	108	0	0	559	0	0
Gm3435	97.9	0	108	121	83	0	108	0	0	559	0	0
Serpinb9	97.3	0	155	0	113	143	0	0	0	562	0	0
Pkm	97.2	0	299	0	0	207	236	0	0	230	0	0
Taco1	96.8	0	92	0	131	170	220	154	0	201	0	0
Rps28	96.8	0	289	0	0	237	287	0	0	155	0	0
Ndufa7	96.8	0	289	0	0	237	287	0	0	155	0	0
Vpreb1	96.7	0	96	88	195	207	182	0	0	199	0	0
Top3b	96.7	0	96	88	195	207	182	0	0	199	0	0
Tex19.1	96.6	222	0	0	0	148	0	0	0	596	0	0
Psmf1	95.9	0	163	120	122	331	0	0	78	145	0	0
Phf20	95.9	0	0	149	0	241	326	159	0	84	0	0
Cdc16	95.8	0	0	262	129	208	204	155	0	0	0	0
Zfp180	95.5	0	168	0	101	227	332	0	0	127	0	0
Mtif3	95.5	0	0	0	0	0	0	0	0	955	0	0
Ppbp	95.4	0	0	0	0	0	0	0	0	954	0	0
Pf4	95.4	0	0	0	0	0	0	0	0	954	0	0
Armc9	95.4	0	188	0	97	178	362	0	129	0	0	0
Nmnat3	94.9	0	116	191	158	214	0	121	149	0	0	0
Trub2	94.7	0	135	0	0	300	128	161	69	154	0	0
Psmc3	94.5	0	154	138	0	186	193	67	0	207	0	0
Rps19bp1	94.3	0	0	0	182	214	247	143	0	157	0	0
Nmnat1	94.3	0	92	0	291	124	208	110	0	118	0	0
Lzic	94.3	0	92	0	291	124	208	110	0	118	0	0
Zfp62	93.7	0	140	175	116	193	133	0	0	180	0	0
Arhgap22	93.7	0	182	0	138	201	328	88	0	0	0	0
Ciart	93.6	0	188	157	0	383	208	0	0	0	0	0
Ncbp2	93.4	0	0	265	189	0	0	208	0	272	0	0
0610012G03Rik	93.4	0	0	265	189	0	0	208	0	272	0	0
Itgb3bp	93.2	0	0	112	348	225	137	110	0	0	0	0
Efcab7	93.2	0	0	112	348	225	137	110	0	0	0	0
Slc26a2	92.9	0	135	0	244	236	128	186	0	0	0	0
Stt3b	92.3	0	84	0	157	206	247	0	0	229	0	0
Slc25a34	92.3	0	0	0	0	0	0	0	0	923	0	0
Vdac2	92.1	0	133	178	249	99	262	0	0	0	0	0
Gabarapl1	91.9	0	197	0	85	173	170	76	0	218	0	0
Ccl24	91.8	0	0	0	0	0	0	0	0	918	0	0
Pycr2	91.7	0	0	127	249	273	268	0	0	0	0	0
Rbm19	91.5	0	276	0	160	156	204	0	0	119	0	0
Ttll11	91.2	0	246	0	185	191	290	0	0	0	0	0
Gm4981	90.4	0	0	146	0	92	92	171	78	166	159	0
Dohh	90.3	0	161	0	163	245	212	122	0	0	0	0
Nfx1	90.0	0	119	97	106	193	248	0	0	137	0	0
Ubqln2	89.9	0	0	0	182	125	108	0	0	484	0	0
Ptp4a1	89.7	0	0	107	155	147	186	133	0	169	0	0
Poglut3	89.4	0	269	147	0	134	213	0	0	131	0	0
Ddx55	89.3	0	74	0	225	206	197	0	0	191	0	0
Stx6	89.1	0	181	0	176	232	302	0	0	0	0	0
Psd	89.0	0	0	178	183	174	170	0	0	185	0	0
Fbxl15	89.0	0	0	178	183	174	170	0	0	185	0	0
Rab31	88.7	0	193	0	187	137	193	0	177	0	0	0
Zfp945	88.5	0	267	0	114	124	242	0	0	138	0	0
Arl8b	88.2	0	149	0	127	221	253	0	0	132	0	0
Kctd9	88.1	0	135	0	119	117	131	115	0	264	0	0
Cdca2	88.1	0	135	0	119	117	131	115	0	264	0	0
Kptn	87.8	0	0	0	0	0	0	0	0	878	0	0
Tnrc6c	87.7	0	213	0	230	199	0	0	81	154	0	0
Rnf6	87.6	0	0	183	161	0	178	155	0	199	0	0
Ptgir	87.6	0	0	0	0	0	0	0	0	876	0	0
Anxa7	87.6	0	0	121	112	123	109	0	0	411	0	0
Zfand2a	87.5	0	0	0	0	0	0	0	0	875	0	0
Ppp1r27	87.5	0	146	107	157	114	207	0	0	144	0	0
Pik3ca	87.1	0	0	0	0	0	0	0	0	871	0	0
Skap2	87.0	0	211	0	181	275	203	0	0	0	0	0
Sec23ip	86.9	0	232	0	186	284	167	0	0	0	0	0
Mcmbp	86.9	0	232	0	186	284	167	0	0	0	0	0
Foxred2	86.9	0	116	0	174	153	205	0	126	95	0	0
Rps7	86.8	0	0	216	0	0	266	108	0	278	0	0
Atp6v0e2	86.8	0	0	0	0	0	105	0	0	763	0	0
Tulp4	86.3	0	168	0	181	0	220	294	0	0	0	0
Ttc21a	86.3	0	131	0	194	189	349	0	0	0	0	0
Tex19.2	86.3	0	0	0	0	0	0	0	0	863	0	0
Gorasp1	86.3	0	131	0	194	189	349	0	0	0	0	0
Tut1	86.2	0	0	191	0	162	262	0	0	247	0	0
Nudt5	86.2	0	128	137	168	114	157	0	0	158	0	0
Ddx18	86.2	0	0	143	103	178	166	0	0	272	0	0
