Target_genes	Fos|Average	SRX10247302|ASZ001	SRX10247303|ASZ001	SRX671652|Cortical_neuron	SRX671653|Cortical_neuron	SRX671656|Cortical_neuron	SRX671657|Cortical_neuron	SRX671660|Cortical_neuron	SRX671661|Cortical_neuron	SRX671665|Cortical_neuron	SRX671666|Cortical_neuron	SRX671670|Cortical_neuron	SRX671673|Cortical_neuron	SRX671677|Cortical_neuron	SRX671680|Cortical_neuron	SRX2901285|Macrophages	SRX2901286|Macrophages	SRX2901287|Macrophages	SRX2901288|Macrophages	SRX2901289|Macrophages	SRX310209|Mast_Cells	SRX13792898|MEF	SRX13792899|MEF	SRX13792924|MEF	SRX13792925|MEF	SRX13792950|MEF	SRX13792951|MEF	SRX13792980|MEF	SRX13792981|MEF	SRX13792982|MEF	SRX1839213|MEF	SRX1839214|MEF	SRX1839215|MEF	SRX1839216|MEF	SRX1839217|MEF	SRX1839218|MEF	SRX1839269|MEF	SRX1839270|MEF	SRX2254725|Mesenchymal_stem_cells	SRX18326690|Microglia	SRX18326692|Microglia	SRX18326694|Microglia	SRX18326696|Microglia	SRX3730270|Trophoblast_stem_cells	SRX3730288|Trophoblast_stem_cells	STRING
Rmc1	336.113636	0	0	0	0	159	338	0	0	168	186	347	0	0	0	965	927	1377	1181	997	420	352	400	205	507	509	526	0	0	1195	0	0	421	337	0	0	99	546	282	466	522	443	275	135	504	0
Nudt13	335.818182	105	139	0	139	0	178	0	0	0	0	0	0	0	0	937	1077	1376	1019	875	0	519	578	648	776	832	616	0	0	709	0	0	800	339	0	0	91	522	406	146	341	172	319	374	743	0
Dcaf11	335.818182	0	0	840	0	852	0	908	0	788	0	1603	1751	1705	1153	148	0	413	284	240	157	105	0	0	105	107	158	0	0	152	827	0	137	0	0	0	0	121	0	422	975	408	417	0	0	0
Eif5	335.681818	0	0	345	0	774	0	485	0	405	0	1035	1368	0	851	689	683	772	726	682	129	86	155	195	267	247	366	0	0	695	677	0	291	0	0	0	85	371	0	375	636	398	392	263	327	0
Rab7b	334.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	942	1355	1211	905	0	401	433	345	528	539	662	0	0	960	0	0	591	552	0	0	122	983	132	546	706	831	462	0	596	0
Slc35f6	334.704545	0	0	0	0	250	520	0	0	222	367	433	0	375	0	720	625	932	838	512	205	577	364	246	571	788	508	0	0	977	0	0	446	431	0	0	0	339	320	682	931	802	454	0	292	0
Ppp6r3	333.5	0	0	897	1790	1027	1446	623	97	633	445	1159	1627	1119	1144	0	0	0	0	0	106	0	0	0	0	0	134	0	0	0	1019	0	188	0	0	0	0	0	141	96	263	225	83	255	157	0
Man2a2	332.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	783	1147	1110	629	1005	525	578	489	679	736	887	0	0	1181	122	0	772	586	0	0	94	588	405	228	220	190	189	310	486	0
Sap30bp	330.340909	0	0	0	0	343	451	0	0	101	237	467	0	249	0	701	771	1055	960	803	927	272	240	172	336	605	361	0	0	723	239	0	357	228	0	0	0	256	248	489	749	671	509	359	656	0
Recql5	330.340909	0	0	0	0	343	451	0	0	101	237	467	0	249	0	701	771	1055	960	803	927	272	240	172	336	605	361	0	0	723	239	0	357	228	0	0	0	256	248	489	749	671	509	359	656	0
Slc9a5	329.522727	0	97	0	0	0	0	0	0	0	0	0	0	107	0	1091	1254	1244	781	721	1640	306	291	233	416	424	399	0	0	734	0	0	502	293	0	0	0	257	213	450	923	652	470	625	376	0
Fhod1	329.522727	0	97	0	0	0	0	0	0	0	0	0	0	107	0	1091	1254	1244	781	721	1640	306	291	233	416	424	399	0	0	734	0	0	502	293	0	0	0	257	213	450	923	652	470	625	376	0
Snx27	329.090909	0	0	0	0	419	656	0	0	0	297	522	0	241	0	646	582	824	763	576	556	534	468	344	640	738	705	0	0	927	0	0	615	503	0	0	133	630	179	142	315	271	213	560	481	0
Tnfaip3	325.613636	0	0	0	0	159	342	0	0	0	168	198	0	0	0	769	831	905	615	429	860	372	409	210	518	509	410	0	0	858	0	0	376	300	0	0	59	384	166	897	1104	904	604	475	496	0
Elavl2	325.295455	0	0	880	198	1258	171	1017	0	854	0	1826	2210	1766	1263	0	0	0	0	0	171	0	0	124	181	224	285	0	0	260	1006	0	187	194	0	0	0	238	0	0	0	0	0	0	0	0
Jpt1	323.681818	0	0	1009	178	1202	0	957	0	830	0	1671	1927	1356	1407	0	0	0	213	157	0	0	0	0	195	226	448	0	0	0	963	0	134	0	0	0	0	0	0	244	446	449	230	0	0	0
Cirbp	323.227273	0	0	82	0	294	482	0	0	0	184	372	397	248	127	341	223	662	453	458	300	507	596	407	628	688	579	0	0	838	96	0	493	419	0	0	119	642	261	485	456	501	355	718	811	0
Evi5l	323.204545	0	0	694	0	740	0	967	0	923	0	1565	1625	1328	1048	175	164	644	669	538	0	0	185	238	269	210	553	0	0	233	334	0	210	185	0	0	0	0	0	102	119	111	105	0	287	0
Ngdn	323.045455	0	0	919	108	793	0	1262	0	1152	0	1657	2298	1946	1465	0	0	154	124	121	0	0	0	144	175	0	469	0	0	0	552	0	152	0	0	0	0	0	0	120	286	191	126	0	0	0
Ndst1	321.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	249	523	612	438	0	562	501	431	693	734	799	0	0	1014	0	0	990	662	0	0	0	445	364	606	1265	1087	639	859	322	0
Myl12a	320.954545	0	0	0	0	0	0	0	0	0	0	161	0	0	0	1355	1175	1292	731	922	1213	556	243	245	575	644	535	0	0	678	179	0	353	227	0	0	0	331	202	337	503	407	276	679	303	0
Pccb	318.0	0	0	164	0	362	309	145	0	102	114	568	475	0	198	747	846	858	807	856	658	383	477	229	708	616	689	0	0	664	280	0	452	305	0	0	0	381	0	168	266	264	159	336	406	0
Cyp2u1	316.068182	0	0	1035	0	1185	0	697	0	917	0	1818	2199	0	1299	209	298	321	284	313	218	187	141	136	310	187	412	0	0	134	1002	0	361	157	0	0	0	0	0	0	0	0	0	0	87	0
Il31ra	315.568182	981	826	770	397	876	382	334	395	333	297	302	372	220	316	0	157	0	0	182	334	0	0	0	0	0	0	0	0	0	360	311	241	162	560	765	512	617	682	506	534	445	296	420	0	0
Ptbp1	314.022727	0	0	957	0	976	93	1052	0	777	0	1614	2003	472	1192	104	142	317	233	261	245	90	0	0	105	145	317	0	0	236	1071	0	258	0	0	0	0	135	0	291	314	249	168	0	0	0
Mapk6	312.681818	0	0	0	0	134	211	0	0	0	0	0	0	199	0	647	737	788	585	591	1234	576	538	318	588	774	597	0	0	732	0	0	358	581	0	0	0	610	240	513	558	553	235	227	634	0
Gm3448	312.0	98	171	0	0	263	380	0	0	0	151	200	0	0	0	261	301	564	567	598	498	483	410	371	622	884	696	0	0	796	0	0	535	557	0	0	129	579	358	403	569	566	378	550	790	0
Gm3417	312.0	98	171	0	0	263	380	0	0	0	151	200	0	0	0	261	301	564	567	598	498	483	410	371	622	884	696	0	0	796	0	0	535	557	0	0	129	579	358	403	569	566	378	550	790	0
Zfp687	311.863636	0	0	762	131	953	0	941	0	857	0	1567	1833	1447	1256	0	0	104	0	90	0	100	148	174	311	252	918	0	0	100	1006	0	212	0	0	0	0	0	0	120	200	135	105	0	0	0
AI413582	311.409091	0	0	0	0	544	722	0	0	252	401	542	0	547	0	707	570	1005	932	998	297	267	440	171	347	502	472	0	0	525	0	0	700	465	0	0	109	521	332	136	141	145	136	0	776	0
Anp32e	310.727273	0	0	1009	117	1053	159	1011	0	955	0	1680	2417	1644	1424	0	0	0	0	0	0	0	0	0	179	144	594	0	0	123	360	0	197	0	0	0	0	0	0	90	176	206	134	0	0	0
Cnn1	310.136364	0	0	0	0	0	192	0	0	0	163	217	0	0	0	1133	974	1351	832	738	1400	488	335	283	546	730	666	0	0	772	0	0	445	347	0	0	98	575	0	209	290	349	238	275	0	0
Mboat2	310.113636	0	0	1152	303	1910	197	937	0	932	0	1821	2289	0	1552	0	0	0	0	0	0	0	0	0	0	152	360	0	0	0	1702	0	176	162	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	309.863636	0	0	0	0	217	546	0	0	133	469	468	0	406	0	0	0	0	0	0	0	941	918	541	1296	1178	1262	0	0	1606	0	0	939	776	0	0	192	1070	525	0	0	0	0	0	151	0
Rdh5	308.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	257	130	1113	777	635	570	956	817	815	0	0	1579	0	0	733	1032	0	0	140	933	171	204	226	233	100	811	1203	0
Bloc1s1	308.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	257	130	1113	777	635	570	956	817	815	0	0	1579	0	0	733	1032	0	0	140	933	171	204	226	233	100	811	1203	0
Tet3	307.090909	0	0	0	0	406	661	0	0	140	270	342	0	285	0	232	178	787	762	757	0	625	529	403	738	870	810	0	0	1102	0	0	627	563	0	0	135	980	426	196	238	255	112	0	83	0
Guca2b	306.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	903	1297	1103	1079	0	515	344	431	595	885	616	0	0	1224	0	0	706	820	0	0	158	475	387	231	387	390	302	0	0	0
Furin	304.931818	0	0	0	0	212	340	0	0	0	163	267	0	193	0	774	845	884	744	671	155	230	182	0	197	406	309	0	0	519	0	0	837	592	0	0	0	312	0	985	1303	1275	694	196	132	0
Adssl1	304.204545	0	0	0	0	171	354	0	0	201	208	249	0	217	0	1019	1058	1428	846	916	90	309	324	138	234	315	300	0	0	447	0	0	358	132	0	0	0	229	151	613	919	828	664	174	493	0
Zswim4	303.590909	0	0	423	0	592	105	595	0	465	0	1078	1386	889	824	118	450	686	717	653	0	204	0	0	209	343	580	0	0	621	505	0	261	349	0	0	0	375	0	220	162	281	115	0	152	0
Ticam1	303.568182	0	0	0	0	0	0	0	0	0	0	161	0	0	0	673	862	1100	688	713	511	325	257	263	400	515	402	0	0	722	0	0	457	468	0	0	0	189	435	632	1094	735	904	397	454	0
Dnm2	303.545455	0	0	768	0	966	0	1027	0	1193	0	1714	2108	1364	1292	0	0	0	0	0	0	0	0	291	189	154	744	0	0	0	694	0	0	0	0	0	0	0	0	131	252	182	93	0	194	0
Cacul1	303.545455	0	0	0	0	155	288	0	0	0	0	228	0	0	0	1247	1348	1340	1146	1090	1247	215	0	0	200	210	206	0	0	597	0	0	542	280	0	0	0	274	208	313	462	554	204	500	502	0
Pcgf5	302.522727	0	0	0	0	305	607	0	0	0	293	361	0	0	0	728	740	1266	988	776	603	291	608	213	390	717	423	0	0	833	0	0	461	346	0	0	0	527	381	134	124	153	0	342	701	0
Tcte3	302.318182	98	171	0	0	214	380	0	0	0	151	172	0	0	0	261	284	491	567	598	498	483	410	371	622	884	696	0	0	796	0	0	535	557	0	0	129	465	293	403	527	542	364	550	790	0
Tom1l2	301.840909	0	0	561	0	583	0	800	0	641	0	960	1510	953	722	680	553	931	288	362	0	158	106	177	281	146	357	0	0	102	531	0	162	0	0	0	0	0	179	231	281	417	260	0	349	0
Drc3	301.840909	0	0	561	0	583	0	800	0	641	0	960	1510	953	722	680	553	931	288	362	0	158	106	177	281	146	357	0	0	102	531	0	162	0	0	0	0	0	179	231	281	417	260	0	349	0
Akap8l	300.977273	0	0	715	0	1145	121	992	0	1065	0	1643	1905	1336	1265	64	104	167	0	187	191	117	0	0	156	126	449	0	0	0	968	0	182	0	0	0	0	0	0	0	250	0	95	0	0	0
Rhoq	300.522727	0	0	191	0	391	459	190	0	153	201	320	440	290	222	340	264	791	740	613	799	503	538	263	493	702	589	0	0	864	417	0	378	540	0	0	0	649	138	119	255	207	164	0	0	0
Fbxo4	300.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	745	867	886	597	1620	464	402	297	529	652	361	0	0	1176	0	0	578	606	0	0	102	446	452	324	259	274	153	508	343	0
Polm	299.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	327	532	645	0	268	240	403	748	793	784	0	0	726	0	0	896	725	0	0	0	0	265	1083	1322	1099	793	536	926	0
Tesk2	297.863636	0	0	885	0	1228	0	1143	0	951	0	1420	2049	1347	1167	0	0	0	0	0	0	137	0	0	246	168	203	0	0	175	1031	0	146	100	0	0	0	0	0	146	204	162	87	0	111	0
Smim3	296.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	766	957	687	662	919	342	229	318	552	550	618	0	0	858	0	0	260	170	0	0	0	643	268	912	1143	1029	812	0	0	0
Slc11a2	296.227273	0	0	193	0	151	147	214	0	141	0	358	552	0	288	248	424	969	1003	699	0	128	133	0	199	310	245	0	0	553	294	0	308	339	0	0	0	439	0	1033	1328	1435	903	0	0	0
Hacd4	296.113636	0	0	0	0	285	390	0	0	225	384	438	0	542	0	0	0	134	0	0	0	1242	1015	703	1148	1073	1268	0	0	1446	0	0	723	688	0	0	180	752	0	0	0	0	0	0	393	0
Oasl1	295.886364	731	213	344	242	157	194	304	369	384	336	194	0	251	277	222	197	335	376	197	369	0	0	0	0	0	0	0	0	0	337	400	339	289	816	619	1515	961	700	254	502	251	149	195	0	0
Top2a	295.75	0	0	524	0	923	0	1092	0	1179	0	1749	1857	1683	1300	0	0	0	0	0	0	0	0	167	171	0	575	0	0	402	537	0	147	0	0	0	96	611	0	0	0	0	0	0	0	0
Mtmr4	295.386364	0	0	338	0	437	0	651	0	325	0	722	799	527	472	738	459	641	362	503	1380	160	0	0	190	300	206	0	0	274	419	0	135	173	0	0	0	172	243	353	588	465	288	0	677	0
Ubc	295.136364	0	96	469	0	410	217	390	0	267	141	654	754	289	272	352	265	366	355	275	616	185	350	218	378	327	334	0	0	377	540	0	448	331	0	0	56	372	174	415	509	437	318	496	533	0
Necap1	294.431818	0	0	0	0	0	103	0	0	0	0	0	0	0	0	394	464	957	858	628	0	437	335	277	501	573	722	0	0	745	0	0	519	340	0	0	0	665	167	625	779	739	361	808	958	0
Mtus1	294.090909	0	0	0	0	159	179	0	0	0	192	0	0	0	0	374	585	1012	1058	800	0	437	467	344	724	818	677	0	0	1060	0	0	561	649	0	0	100	743	410	304	458	525	304	0	0	0
Atg9b	292.659091	0	0	189	0	0	0	195	0	117	0	340	377	253	242	967	999	1252	1124	878	953	273	240	157	174	283	446	0	0	887	208	0	261	285	0	0	0	439	303	156	228	344	122	0	185	0
Abcb8	292.659091	0	0	189	0	0	0	195	0	117	0	340	377	253	242	967	999	1252	1124	878	953	273	240	157	174	283	446	0	0	887	208	0	261	285	0	0	0	439	303	156	228	344	122	0	185	0
Zc3h12a	292.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	858	1091	846	554	1875	229	291	309	485	610	629	0	0	699	0	0	561	512	0	0	0	494	273	359	497	542	361	141	0	0
Gas2l1	292.318182	0	0	0	0	452	496	0	0	0	269	415	0	0	0	838	747	816	602	647	821	248	338	239	470	666	448	0	0	842	0	0	546	360	0	0	0	484	239	80	103	115	0	1207	374	0
Cgref1	292.272727	0	0	0	0	397	583	0	0	174	423	439	0	428	0	156	388	674	650	523	99	629	547	244	676	649	630	0	0	1085	0	0	353	480	0	0	0	489	0	486	705	551	402	0	0	0
Abhd1	292.272727	0	0	0	0	397	583	0	0	174	423	439	0	428	0	156	388	674	650	523	99	629	547	244	676	649	630	0	0	1085	0	0	353	480	0	0	0	489	0	486	705	551	402	0	0	0
Adgre5	292.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	685	896	624	600	0	376	549	271	533	641	762	0	0	995	0	0	575	615	0	0	0	561	218	265	510	368	267	1030	899	0
Rab11b	291.5	0	0	693	0	798	0	1038	0	870	0	1366	2201	1609	1219	0	0	0	0	89	0	0	0	0	0	110	489	0	0	107	825	0	200	0	0	0	0	0	0	147	348	293	183	0	241	0
Adgrg1	291.227273	0	0	0	0	209	294	0	0	0	131	198	0	133	0	381	381	913	778	603	216	451	224	271	625	722	698	0	0	1209	0	0	644	586	0	0	100	519	343	237	342	253	164	328	861	0
Srpr	290.636364	0	0	720	120	830	0	1002	0	569	0	1178	1422	847	956	327	462	427	367	388	0	0	0	0	0	112	231	0	0	150	526	0	160	0	0	0	0	0	0	370	559	547	357	0	161	0
Foxred1	290.636364	0	0	720	120	830	0	1002	0	569	0	1178	1422	847	956	327	462	427	367	388	0	0	0	0	0	112	231	0	0	150	526	0	160	0	0	0	0	0	0	370	559	547	357	0	161	0
Socs5	290.363636	0	0	0	0	150	389	0	0	0	0	205	167	196	0	895	920	847	623	434	1347	430	366	259	366	569	531	0	0	666	0	0	408	328	0	0	120	311	260	169	298	268	206	248	800	0
Nfatc2ip	290.159091	0	0	692	0	794	0	1207	0	1048	0	1825	2110	1590	1106	0	0	0	0	137	0	0	0	0	220	128	658	0	0	123	560	0	111	0	0	0	0	92	0	0	171	114	81	0	0	0
Tubb4b	289.704545	0	0	531	0	977	0	804	0	879	0	965	1765	1318	823	144	0	218	163	100	0	193	0	0	166	167	385	0	0	376	495	0	143	153	0	0	0	163	0	248	325	408	204	126	508	0
Tdrkh	289.25	0	0	876	0	953	0	1153	0	987	0	1776	2128	1389	1104	0	0	0	0	0	93	136	0	0	112	145	200	0	0	0	943	0	85	0	0	0	0	0	0	118	211	184	134	0	0	0
Kansl2	289.25	0	0	530	0	520	261	704	0	336	0	940	1423	448	799	0	0	130	155	0	0	362	322	298	567	568	435	0	0	731	361	0	304	263	0	0	0	272	366	434	401	401	396	0	0	0
Elf1	288.795455	0	0	325	2245	342	1304	0	0	0	290	0	0	0	0	752	760	973	723	358	565	0	0	0	239	122	218	0	0	353	0	0	146	190	0	0	0	237	169	377	477	459	351	239	493	0
Gm20346	288.181818	0	0	790	0	1236	0	673	0	768	0	1730	2130	0	1348	0	0	0	0	0	0	241	232	258	553	304	720	0	0	0	1119	0	170	0	0	0	0	0	0	129	164	115	0	0	0	0
Anp32a	288.181818	0	0	790	0	1236	0	673	0	768	0	1730	2130	0	1348	0	0	0	0	0	0	241	232	258	553	304	720	0	0	0	1119	0	170	0	0	0	0	0	0	129	164	115	0	0	0	0
Fam83d	288.090909	0	0	1112	0	1500	0	939	0	975	0	1633	2219	1455	1315	0	0	157	91	0	0	0	0	0	0	0	139	0	0	0	866	0	168	0	0	0	0	0	0	0	0	0	0	0	107	0
Vim	287.659091	0	0	0	0	0	212	0	0	0	0	0	0	0	0	516	636	694	531	605	594	490	523	379	509	648	591	0	0	889	0	0	837	594	0	0	0	780	362	0	124	68	0	1189	886	0
Epb41l1	287.386364	0	0	0	0	250	493	0	0	0	220	278	0	147	0	403	533	879	722	604	213	585	457	238	714	656	649	0	0	1286	0	0	461	387	0	0	108	541	343	314	353	401	223	0	187	0
Rasl10a	287.227273	0	0	0	0	452	496	0	0	0	269	415	0	0	0	838	747	816	602	647	821	248	338	239	470	666	448	0	0	842	0	0	546	360	0	0	0	484	239	0	0	0	0	1207	448	0
Nek2	286.863636	0	0	0	0	192	0	144	0	160	0	452	457	0	186	833	880	882	908	603	842	305	208	238	481	526	500	0	0	657	187	0	391	316	0	0	0	301	313	0	297	347	130	446	440	0
Eif4e	285.818182	121	0	0	0	0	99	0	0	0	0	169	224	0	0	331	414	767	715	446	399	457	650	274	548	788	890	0	0	1250	0	0	586	548	0	0	76	1134	239	0	0	120	83	203	1045	0
Cnpy3	285.477273	0	0	454	0	518	0	736	0	398	0	948	1403	557	635	407	381	571	612	629	203	0	170	124	187	227	271	0	0	0	419	0	0	0	0	0	0	67	0	746	853	655	390	0	0	0
Spag7	285.318182	0	0	840	0	877	0	1041	0	651	0	1150	1788	1528	890	0	0	227	264	220	0	0	0	0	142	169	190	0	0	171	489	0	117	0	0	0	0	181	0	362	546	386	325	0	0	0
Slc17a8	284.136364	0	0	0	0	0	168	0	0	0	119	142	0	273	0	754	859	1102	977	839	0	480	638	306	702	772	904	0	0	1070	0	0	454	464	0	0	110	1061	308	0	0	0	0	0	0	0
Mbd6	283.318182	0	0	0	0	175	547	0	0	0	268	240	274	91	0	709	871	847	577	410	1281	0	0	0	0	0	202	0	0	323	158	0	595	491	0	0	0	447	0	513	862	845	600	658	482	0
Ddit3	283.318182	0	0	0	0	175	547	0	0	0	268	240	274	91	0	709	871	847	577	410	1281	0	0	0	0	0	202	0	0	323	158	0	595	491	0	0	0	447	0	513	862	845	600	658	482	0
Rbm27	282.659091	0	0	472	0	917	123	774	0	677	0	1282	1830	412	1090	225	181	159	223	120	0	71	150	260	233	174	593	0	0	154	1103	0	168	0	0	0	0	128	0	148	194	177	106	0	293	0
Lcmt1	281.659091	0	0	0	0	0	0	0	0	0	0	166	0	0	0	589	546	1035	754	723	537	438	479	253	731	673	994	0	0	1319	0	0	747	526	0	0	103	647	313	0	229	248	164	0	179	0
Ubxn4	281.386364	0	0	0	0	238	288	0	0	0	111	135	0	0	0	708	576	829	569	528	692	397	303	182	438	445	581	0	0	718	0	0	482	342	0	0	0	598	0	444	370	605	239	781	782	0
Gm51425	280.977273	0	0	1078	150	1376	108	949	0	784	0	1363	1844	1521	1220	0	0	0	0	0	0	0	0	0	0	180	130	0	0	0	991	0	155	0	0	0	0	0	0	93	131	181	109	0	0	0
Crk	280.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	929	1231	884	948	0	243	257	232	530	527	474	0	0	622	0	0	516	258	0	0	124	285	259	251	418	412	177	767	1045	0
Paip2	280.227273	0	0	0	0	231	509	0	0	141	275	354	0	461	0	0	0	344	819	531	0	584	515	440	783	1129	1066	0	0	1421	0	0	481	637	0	0	162	1100	257	0	0	90	0	0	0	0
9030025P20Rik	280.181818	0	164	0	0	263	343	0	0	0	126	200	0	0	0	160	301	564	540	517	450	443	353	287	609	853	622	0	0	707	0	0	475	467	0	0	0	579	358	330	569	566	378	381	723	0
Tcerg1	279.931818	0	0	792	0	1091	131	1048	0	772	0	1590	2075	1589	1064	0	0	0	0	0	0	0	0	0	112	180	498	0	0	0	529	0	121	0	0	0	0	0	0	76	235	226	188	0	0	0
Dhrs9	279.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	858	1326	977	860	0	335	514	397	732	573	527	0	0	852	0	0	439	424	0	0	112	881	340	0	0	0	0	288	944	0
Rab5b	279.636364	0	0	643	0	784	0	1040	0	633	0	1534	2275	1333	928	0	0	104	99	77	0	0	0	291	395	156	636	0	0	0	624	0	134	0	0	0	0	0	0	108	190	213	107	0	0	0
Shld2	278.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	953	899	514	645	1516	385	230	190	481	377	335	0	0	765	0	0	349	254	0	0	0	539	228	236	392	386	230	802	668	0
Glud1	278.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	953	899	514	645	1516	385	230	190	481	377	335	0	0	765	0	0	349	254	0	0	0	539	228	236	392	386	230	802	668	0
Eps8	278.477273	0	0	0	0	156	179	0	0	0	0	201	0	335	0	268	172	461	625	463	0	839	694	651	780	902	1029	0	0	1286	0	0	647	621	0	0	141	970	324	0	122	0	76	0	311	0
Slc35e4	278.454545	0	0	0	0	0	136	0	0	0	0	0	0	0	0	907	888	1088	877	556	711	527	418	218	405	617	466	0	0	985	0	0	559	438	0	0	109	582	296	189	354	335	206	184	201	0
Tuba1c	277.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	596	962	841	735	364	376	355	409	561	762	441	0	0	1011	0	0	461	496	0	0	107	801	0	203	421	481	274	232	670	0
Dclk1	277.636364	0	0	0	0	576	837	0	0	243	524	610	0	317	0	0	0	0	0	0	0	429	638	538	806	973	821	0	0	1427	0	0	685	584	0	0	159	1134	220	0	0	0	0	446	249	0
Gm3435	277.590909	98	171	0	0	125	292	0	0	0	151	91	0	0	0	261	160	491	478	476	465	483	410	371	622	884	696	0	0	796	0	0	368	557	0	0	129	465	290	318	460	427	339	550	790	0
Noct	277.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	228	0	486	746	1013	586	907	1187	1070	0	0	1400	0	0	908	812	0	0	84	874	0	192	272	262	169	407	393	0
Cdt1	276.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	731	983	799	717	0	454	317	246	370	507	692	0	0	987	0	0	470	479	0	0	0	761	199	554	912	719	504	0	191	0
Rpn2	276.727273	0	0	993	148	1535	0	933	0	1064	0	1436	2150	0	1291	0	0	0	0	0	0	0	0	0	163	223	191	0	0	0	925	0	164	0	0	0	0	0	0	264	318	241	137	0	0	0
Sbno2	276.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	606	818	539	576	582	146	177	365	460	419	398	0	0	573	0	0	355	248	0	0	120	453	156	736	1210	1270	792	324	413	0
Mroh8	275.863636	0	0	993	148	1535	0	933	0	1064	0	1436	2150	0	1291	0	0	0	0	0	0	0	0	0	163	223	191	0	0	0	925	0	164	0	0	0	0	0	0	264	318	228	112	0	0	0
Rnd1	275.75	0	0	559	0	808	0	457	0	293	0	851	1147	703	684	621	696	971	800	753	0	0	0	0	0	170	166	0	0	210	510	0	179	145	0	0	0	151	151	161	412	389	146	0	0	0
Cdk2ap2	275.75	0	0	1097	169	1072	0	955	0	750	0	1641	2341	0	1251	0	0	0	0	0	0	0	0	187	260	113	568	0	0	0	1000	0	0	0	0	0	0	0	0	0	139	158	147	169	116	0
Dgkd	275.25	0	0	0	0	445	523	0	0	219	381	518	0	254	0	206	204	530	452	444	0	292	300	221	580	476	462	0	0	933	0	0	444	394	0	0	0	660	151	386	901	687	368	218	462	0
Mis12	274.477273	0	0	699	0	764	0	752	0	752	0	1295	1647	1044	1032	0	0	126	125	76	0	141	168	190	308	109	635	0	0	0	730	0	0	0	0	0	0	0	0	305	422	486	271	0	0	0
Derl2	274.477273	0	0	699	0	764	0	752	0	752	0	1295	1647	1044	1032	0	0	126	125	76	0	141	168	190	308	109	635	0	0	0	730	0	0	0	0	0	0	0	0	305	422	486	271	0	0	0
Klf6	274.204545	0	0	546	0	607	144	450	0	465	0	1065	1386	307	563	305	209	173	231	148	345	183	206	209	308	442	405	0	0	568	303	0	260	240	0	0	95	637	0	124	226	189	157	173	396	0
Ubald1	274.113636	0	0	0	180	151	195	253	0	140	0	295	485	0	0	499	792	661	674	550	616	363	251	226	423	400	430	0	0	723	451	0	223	272	0	0	0	559	164	209	284	333	223	587	449	0
Tlr4	273.909091	0	0	0	0	134	202	0	0	0	0	0	0	0	0	395	510	621	619	552	292	443	519	302	558	589	580	0	0	845	0	0	408	376	0	0	0	409	199	695	1133	735	584	159	193	0
Fblim1	273.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	771	1259	791	908	0	0	0	0	355	418	346	0	0	604	0	0	229	201	0	0	0	285	234	618	1115	994	651	386	893	0
Get4	273.590909	0	127	619	0	1316	139	534	0	507	0	1192	1713	0	980	0	78	155	131	170	197	0	120	0	282	253	419	0	0	208	1247	0	271	140	0	0	0	0	0	212	458	291	279	0	0	0
Urgcp	272.886364	0	0	0	0	103	0	0	0	0	0	0	0	0	0	216	230	573	565	310	317	517	483	442	908	792	777	0	0	962	0	0	465	660	0	0	125	590	0	414	405	535	362	518	738	0
Spsb2	272.840909	0	0	0	0	378	345	0	0	0	0	170	0	0	0	598	482	583	587	554	931	336	300	225	364	459	443	0	0	771	0	0	384	307	0	0	0	533	209	277	419	569	291	777	713	0
Srgap2	272.545455	0	0	1296	191	978	0	1170	0	817	0	1258	1789	1219	829	0	0	0	138	145	0	0	0	0	137	0	313	0	0	214	645	0	96	155	0	0	0	0	0	174	263	165	0	0	0	0
Fam72a	272.545455	0	0	1296	191	978	0	1170	0	817	0	1258	1789	1219	829	0	0	0	138	145	0	0	0	0	137	0	313	0	0	214	645	0	96	155	0	0	0	0	0	174	263	165	0	0	0	0
Cdkn1a	272.25	0	0	0	0	171	271	0	0	124	266	229	0	0	0	892	776	795	543	638	703	305	297	0	242	439	369	0	0	587	0	0	319	322	0	0	0	409	215	481	765	826	468	253	274	0
