Target_genes	Fosl1|Average	SRX142533|C2C12	SRX2396480|MEF	SRX2396481|MEF	SRX2396482|MEF	SRX6437838|Pancreatic_adenocarcinoma	STRING
Magi1	537.2	0	902	620	996	168	0
Mnt	536.8	0	1187	239	312	946	0
Cblb	536.6	95	238	968	1219	163	0
Atp2a2	536.2	0	0	1354	1327	0	0
Zfyve9	534.6	0	777	649	719	528	0
Omt2b	534.2	0	140	1219	1312	0	0
Gprc5a	533.4	0	317	603	1021	726	0
Cops4	533.4	0	97	1102	1335	133	0
Rhob	533.2	0	0	1313	1095	258	0
Mex3a	533.0	0	0	1274	1275	116	0
Nars	532.8	0	1203	0	240	1221	0
Klf3	532.8	0	802	612	1038	212	0
Tmem174	532.2	381	1145	0	0	1135	0
Txlna	532.0	0	312	1116	1232	0	0
Mmaa	531.6	0	370	911	1025	352	0
Ccl7	531.2	0	544	338	774	1000	0
Slc14a1	530.6	0	1494	150	490	519	0
Mllt11	530.6	0	571	752	501	829	0
Cdc42se1	530.6	0	571	752	501	829	0
Pdss2	530.4	0	541	717	1182	212	0
Gtpbp1	530.0	0	0	1617	1033	0	0
Cgref1	529.8	0	590	995	942	122	0
Abhd1	529.8	0	590	995	942	122	0
Gkn1	529.0	0	307	825	1513	0	0
Tk1	528.8	0	212	998	1230	204	0
Triobp	527.2	0	116	988	1048	484	0
Medag	527.2	0	577	993	919	147	0
Gja1	527.2	0	515	981	1021	119	0
Ndc1	527.0	0	291	1251	1093	0	0
Gpr1	526.8	0	313	1028	1293	0	0
U2surp	526.4	0	652	265	838	877	0
Acta2	526.4	0	586	684	1362	0	0
Flvcr1	526.2	391	887	894	459	0	0
Pank4	524.8	0	0	1855	769	0	0
Hes5	524.8	0	0	1855	769	0	0
Tmem53	524.0	0	316	1198	1106	0	0
Armh1	524.0	0	316	1198	1106	0	0
Zfp608	523.0	0	233	1092	1215	75	0
Nr1d1	522.2	238	920	109	410	934	0
Ghr	521.8	1017	613	328	490	161	0
Zfp248	521.4	114	1226	116	480	671	0
Rps3a1	520.8	0	0	1033	1374	197	0
Pvr	520.6	219	1224	0	258	902	0
Rmi2	520.0	0	552	1020	926	102	0
Ubxn4	519.8	0	1683	0	229	687	0
Limk2	519.2	134	1311	167	504	480	0
Cd55	519.2	0	155	811	1502	128	0
Anp32a	519.2	0	0	1407	1189	0	0
Rgs20	518.8	310	1063	558	663	0	0
Itgb1	518.0	0	1268	167	585	570	0
Gjb3	517.6	189	1035	417	557	390	0
Trp53bp1	517.4	0	806	791	990	0	0
Pcnx4	516.6	0	1211	228	978	166	0
Slc15a3	516.0	171	196	1072	1141	0	0
Tmem65	515.4	0	913	289	670	705	0
Tmem219	515.4	0	427	788	1244	118	0
Pcgf5	515.4	0	1369	0	336	872	0
Mettl6	515.4	98	737	814	789	139	0
Fstl3	515.4	0	1373	494	710	0	0
Eaf1	515.4	98	737	814	789	139	0
Gm11563	514.8	107	1069	108	132	1158	0
Soat2	514.6	476	832	0	260	1005	0
Stk33	514.2	0	93	1146	1332	0	0
Nfe2l3	513.8	0	667	848	1054	0	0
Arsa	513.4	207	1089	0	273	998	0
Kcnmb3	513.0	0	989	936	640	0	0
Dtnbp1	513.0	76	1119	629	741	0	0
Dop1b	512.8	0	0	932	791	841	0
Tgfbr2	512.4	0	1102	248	296	916	0
Rnf125	512.4	0	194	1012	1356	0	0
Upp1	512.2	272	892	194	220	983	0
Vstm5	512.0	0	449	496	705	910	0
Ect2	511.8	0	180	819	1380	180	0
Stim2	510.4	0	287	768	1222	275	0
Sqstm1	510.4	148	886	0	253	1265	0
Piezo1	510.4	0	1070	295	812	375	0
Pde1b	510.4	0	445	1157	950	0	0
Gm829	509.8	233	780	145	502	889	0
Spink14	508.0	0	284	715	1541	0	0
Cdsn	507.4	0	842	149	435	1111	0
Ociad1	507.2	0	624	834	960	118	0
Lima1	507.2	0	1050	734	752	0	0
Cpa4	507.2	0	896	766	874	0	0
Otos	505.8	158	1177	0	223	971	0
Ppfia4	505.6	0	529	687	1312	0	0
Pfkfb2	505.4	0	411	960	1066	90	0
Ppp1r13l	505.2	0	1262	0	451	813	0
Cd3eap	505.2	0	1262	0	451	813	0
Ddr1	504.8	0	957	197	409	961	0
Arfgap1	504.8	0	579	677	790	478	0
Mab21l3	504.4	0	690	823	768	241	0
Vat1	503.8	0	267	936	1316	0	0
Tle3	503.8	0	383	588	522	1026	0
Rnd2	503.8	0	267	936	1316	0	0
Pdk1	503.8	0	236	237	389	1657	0
Micall2	503.6	190	1173	0	579	576	0
Etl4	503.6	0	623	693	813	389	0
Psat1	503.2	0	763	600	1153	0	0
Tial1	502.4	0	892	487	534	599	0
Cacybp	502.4	0	0	1257	1091	164	0
Atp6v0c	502.4	0	229	606	1333	344	0
Zfp36l2	502.0	156	1062	79	257	956	0
Angpt1	502.0	222	406	801	907	174	0
Sox6	501.8	0	356	745	1137	271	0
Spry4	501.6	0	210	935	1363	0	0
Cops8	501.6	0	1387	75	146	900	0
Clca2	501.4	0	913	281	725	588	0
Sparc	501.2	0	1040	542	452	472	0
Tenm4	500.2	0	325	1068	1108	0	0
Polm	500.2	193	1299	247	228	534	0
Has1	500.2	152	831	195	438	885	0
Rangap1	500.0	346	334	262	949	609	0
Acp5	500.0	0	1497	135	398	470	0
Palld	499.8	0	1072	252	624	551	0
Fam83g	499.2	0	173	692	797	834	0
Cast	499.2	0	779	854	633	230	0
Jund	499.0	0	90	1375	1030	0	0
Herc3	498.0	213	1185	586	506	0	0
Nptn	496.2	257	88	607	863	666	0
Syne1	495.4	202	1010	184	458	623	0
Nrarp	495.4	0	540	1054	551	332	0
Nap1l1	494.6	0	155	925	1393	0	0
Tbc1d13	494.4	0	170	956	1161	185	0
Ecpas	494.4	0	350	898	1044	180	0
Arhgef25	494.4	0	135	1162	1175	0	0
Il13ra1	494.2	0	657	1016	798	0	0
Snx27	494.0	0	1477	0	105	888	0
Ube2g2	493.6	0	269	947	1053	199	0
Mbd6	493.2	0	1327	0	135	1004	0
Esd	493.2	160	1234	413	424	235	0
Ddit3	493.2	0	1327	0	135	1004	0
Cyp1b1	493.0	0	581	261	970	653	0
Col6a1	492.4	0	522	921	1019	0	0
Ubald1	491.4	0	1171	155	148	983	0
Traf3ip2	491.4	443	928	134	201	751	0
Ankrd36	491.2	0	426	887	1143	0	0
Cald1	490.6	0	871	596	696	290	0
Rars	490.2	302	1044	308	329	468	0
Aif1l	490.0	213	1199	188	372	478	0
Usp43	489.8	248	148	532	840	681	0
Tpbg	489.8	0	1178	0	155	1116	0
Leng9	489.8	0	158	1082	1085	124	0
Pccb	489.6	0	1185	0	409	854	0
Cavin3	489.6	0	895	411	767	375	0
Zfand3	489.4	0	794	518	1045	90	0
Cxcr6	488.8	101	928	720	695	0	0
Asxl1	488.8	0	108	775	802	759	0
Klhl5	488.2	0	186	721	1534	0	0
Xkr5	487.8	0	263	795	1381	0	0
Prlhr	487.6	0	738	667	742	291	0
Tnrc6b	487.4	154	740	764	369	410	0
Coa3	487.4	170	818	0	157	1292	0
Cntd1	487.4	170	818	0	157	1292	0
Mpv17l	487.0	0	177	714	1405	139	0
Clcn3	486.4	0	1046	324	612	450	0
Tfdp1	486.2	0	154	1064	1213	0	0
Sdc4	486.2	149	1179	347	564	192	0
Slc18b1	486.0	0	847	1001	582	0	0
Irgc1	485.6	327	1128	117	217	639	0
Chac1	485.4	0	1466	169	627	165	0
Timp1	485.0	110	698	700	734	183	410
Nrbf2	485.0	0	330	747	1348	0	0
Fam102b	484.4	0	553	776	852	241	0
Loxl4	484.2	0	642	264	562	953	0
Foxp1	484.2	0	447	1016	892	66	0
Nop14	483.8	0	1601	235	293	290	0
Grk4	483.8	0	1601	235	293	290	0
Clip1	483.2	0	420	638	1035	323	0
Lactb2	483.0	0	698	508	725	484	0
Snx7	482.4	0	650	631	811	320	0
Kdm5c	481.0	0	244	870	1159	132	0
Tmprss11f	480.4	240	1277	0	0	885	0
Capn2	480.4	283	646	602	745	126	0
Siglece	480.2	187	1072	0	0	1142	0
Slc26a9	480.0	0	419	832	740	409	0
Zdbf2	479.8	0	516	946	937	0	0
Creld1	479.6	0	975	617	662	144	0
Col5a3	479.4	554	1021	150	672	0	0
Lats2	479.2	0	339	1162	449	446	0
Rock2	478.4	0	1108	171	245	868	0
Rgs6	478.4	0	240	1060	1092	0	0
Bcl2l15	477.8	0	352	879	1158	0	0
Gphn	476.6	0	131	417	1751	84	0
Krtap2-4	476.4	0	849	290	606	637	0
Kpnb1	476.4	0	571	946	865	0	0
Gm11937	476.4	0	849	290	606	637	0
Adh7	476.0	0	518	523	807	532	0
Il1rn	475.4	0	1006	358	436	577	0
Dennd1b	475.4	186	749	434	920	88	0
Rc3h1	475.2	0	1086	194	628	468	0
Sacs	475.0	146	549	925	755	0	0
Prdx1	475.0	0	719	550	404	702	0
Ralgds	474.8	0	439	516	548	871	0
Ssh1	474.6	115	422	577	716	543	0
Itgb2	474.6	340	1063	0	319	651	0
Tfip11	473.8	149	717	0	118	1385	0
Surf6	473.6	0	462	739	1060	107	0
Rspry1	473.4	0	181	825	1361	0	0
Psme3ip1	473.4	0	181	825	1361	0	0
L1td1	473.0	0	0	1261	1104	0	0
A930018P22Rik	473.0	0	575	718	1072	0	0
Adnp	472.6	0	291	1100	709	263	0
Syk	472.4	90	1218	268	786	0	0
Sqor	471.6	0	728	403	728	499	0
P3h4	471.4	0	998	315	600	444	0
Fkbp10	471.4	0	998	315	600	444	0
Rnf169	471.0	0	0	1407	948	0	0
Adam23	470.6	0	234	988	1131	0	0
Col1a1	470.4	0	515	130	322	1385	0
Tor3a	470.2	0	708	538	786	319	0
Ap2a2	469.6	246	1272	0	329	501	0
Rnf14	469.4	145	330	223	628	1021	0
Lrrc10b	469.4	0	1155	320	872	0	0
Sorbs3	468.4	0	1319	269	612	142	0
Prx	468.4	0	0	1090	1252	0	0
Pmp22	468.4	0	592	292	658	800	0
Mylk2	468.4	167	847	208	363	757	0
Myo1c	468.0	0	998	307	770	265	0
Stk32a	467.6	0	934	601	803	0	0
Taf12	467.4	0	1420	115	208	594	0
Lyrm7	467.4	0	0	939	899	499	0
Slc2a1	466.8	0	398	1020	916	0	0
Cxcl10	466.6	0	442	551	629	711	0
Praf2	466.0	0	294	864	1172	0	0
Eef2k	466.0	0	115	885	1079	251	0
Zfp68	465.6	0	0	864	1356	108	0
Dhx33	465.6	0	191	974	894	269	0
A430033K04Rik	465.6	0	0	864	1356	108	0
Ssbp2	465.2	0	498	892	680	256	0
Septin9	465.0	0	637	493	736	459	0
Pcolce	465.0	0	1091	0	284	950	0
Shld2	464.8	0	1518	0	185	621	0
Glud1	464.8	0	1518	0	185	621	0
Sash1	464.6	0	461	264	499	1099	0
Col6a3	463.8	0	728	153	268	1170	0
Mgst3	463.4	0	1206	299	547	265	0
Lefty1	463.0	0	525	901	628	261	0
Prss22	462.8	169	1057	152	347	589	0
Tfap4	462.6	0	0	888	1149	276	0
Zbtb44	462.4	0	648	609	955	100	0
Zkscan1	462.2	0	1370	0	0	941	0
Gfra4	462.2	0	331	560	829	591	0
Btbd7	462.2	0	139	932	1240	0	0
Fcgr2b	462.0	0	673	639	998	0	0
Ctbp2	462.0	192	499	332	762	525	0
Spink13	461.8	99	874	479	722	135	0
Rif1	461.8	0	0	1340	969	0	0
Rictor	461.6	0	588	614	963	143	0
Mrtfb	461.6	0	194	735	1173	206	0
Cdc14b	461.4	0	361	452	940	554	0
Sprr2a3	461.2	266	126	0	0	1914	0
Sema4b	461.0	0	339	956	1010	0	0
Osbpl3	461.0	0	768	427	785	325	0
Zfp91	460.6	109	1307	0	145	742	0
Lpxn	460.6	109	1307	0	145	742	0
Osbpl6	460.2	0	576	701	1024	0	0
Mapk6	460.2	0	696	93	413	1099	0
Tubb6	459.8	204	1181	0	413	501	0
Limch1	459.6	0	556	924	818	0	0
Rtkn	459.4	523	529	88	475	682	0
Raet1d	459.4	0	727	226	287	1057	0
Pdcd7	459.4	0	1170	426	491	210	0
Vangl1	458.6	0	0	1211	1082	0	0
Plekhg2	458.6	0	216	956	1039	82	0
Lpar3	458.6	296	1250	0	171	576	0
Ehd1	458.6	0	557	602	1010	124	0
Scfd1	458.2	0	294	644	934	419	0
Lasp1	457.8	0	254	587	681	767	0
Prnd	457.2	0	0	1024	1262	0	0
Bcar3	457.0	160	463	456	626	580	0
Rsc1a1	456.8	0	1002	491	791	0	0
Smim14	456.4	0	283	0	404	1595	0
Ccn2	456.2	0	226	857	834	364	0
Cd63	455.8	245	1036	0	198	800	0
Tank	455.6	282	687	215	639	455	0
Phf7	455.0	0	611	680	984	0	0
Txnl4b	454.4	0	458	553	748	513	0
Scgb1c1	454.4	0	232	950	741	349	0
Nsd3	454.4	0	508	602	1011	151	0
Dhx38	454.4	0	458	553	748	513	0
Efcab5	454.0	247	1319	273	171	260	0
Ccdc88b	454.0	0	520	660	1090	0	0
Sap30bp	453.8	151	857	0	179	1082	0
Recql5	453.8	151	857	0	179	1082	0
Mlec	453.8	0	176	1009	938	146	0
Cmpk1	453.6	0	856	0	312	1100	0
Rapgef1	453.0	0	857	531	567	310	0
Nras	453.0	0	529	652	931	153	0
Pim1	452.6	0	522	339	735	667	0
Kcnd3	452.4	0	0	1112	1150	0	0
Pcbd2	452.2	0	0	966	1295	0	0
Klhl21	452.2	135	1062	175	501	388	0
Hes6	452.2	0	0	1095	1057	109	0
Gadd45b	452.0	0	505	357	392	1006	0
Dync1i2	452.0	0	0	1194	969	97	0
Tbc1d15	451.6	0	361	537	1056	304	0
Tm9sf4	451.0	0	267	745	784	459	0
Ctdsp1	451.0	0	947	259	519	530	0
Lrp8	450.8	0	1131	0	392	731	0
Hrh1	450.6	217	1007	0	148	881	0
Abcd4	450.6	280	1059	0	165	749	0
Tmcc1	449.8	0	781	844	624	0	0
Pla2g2e	449.2	206	900	0	153	987	0
Gm13030	449.2	206	900	0	153	987	0
Gjb5	449.0	107	1045	81	428	584	0
Ddx17	449.0	0	66	910	1269	0	0
Rapgef3	448.4	0	795	0	235	1212	0
Gpx1	448.4	0	946	290	687	319	0
Smyd5	448.2	0	1116	587	396	142	0
H4f16	448.2	0	1063	253	235	690	0
H2aj	448.2	0	1063	253	235	690	0
Capns1	448.0	0	818	599	287	536	0
Elmod1	447.8	0	318	632	1289	0	0
Egr2	447.0	0	90	1015	889	241	0
Lmbrd1	446.8	0	1119	95	449	571	0
Mmd	446.6	0	104	1082	1047	0	0
Samd10	446.4	0	869	488	750	125	0
Prpf6	446.4	0	869	488	750	125	0
Ehbp1	446.0	0	208	790	1100	132	0
Sprr1a	445.6	543	564	0	0	1121	0
Ppm1b	445.6	0	110	968	1051	99	0
Eva1a	445.4	0	163	975	1089	0	0
Tubb5	445.2	0	719	512	545	450	0
Traf3	445.2	0	1013	829	384	0	0
Mdc1	445.2	0	719	512	545	450	0
Gdf5	445.2	0	935	563	431	297	0
Ell2	445.2	0	0	1073	1033	120	0
Bin3	445.2	244	1108	0	0	874	0
Wdr19	445.0	373	1020	0	108	724	0
Zfp64	444.8	0	459	604	1044	117	0
Slc25a40	444.6	0	199	1102	922	0	0
Dbf4	444.6	0	199	1102	922	0	0
Spatc1l	444.4	0	159	1153	910	0	0
Reg4	444.2	0	409	597	522	693	0
Trim69	443.8	0	413	1047	579	180	0
Tmc5	443.8	0	219	1115	885	0	0
Mrgbp	443.8	0	806	493	773	147	0
Ccng2	443.8	0	337	435	1130	317	0
Arhgap42	443.8	419	1191	0	203	406	0
Tatdn1	443.4	0	1175	332	156	554	0
Ndufb9	443.4	0	1175	332	156	554	0
Arhgap8	443.2	0	798	488	781	149	0
Oasl1	443.0	526	650	485	308	246	0
Ptprj	442.8	0	899	219	168	928	0
Apol9a	442.6	231	1061	144	493	284	0
Trim47	442.4	0	740	357	634	481	0
Hook2	442.2	208	854	227	291	631	0
Med15	441.8	0	1179	150	272	608	0
Dram2	441.6	0	0	984	1073	151	0
Cept1	441.6	0	0	984	1073	151	0
Olfr455	441.2	0	918	400	888	0	0
Kif13a	441.2	0	124	1071	1011	0	0
Gucy2g	441.0	288	153	303	665	796	0
Zfp984	440.8	0	348	775	1081	0	0
Gm29733	440.6	270	730	295	582	326	0
Ece1	440.6	0	1047	494	662	0	0
Zfp219	439.0	0	1221	211	205	558	0
Tmem253	439.0	0	1221	211	205	558	0
Ascl3	439.0	0	383	690	1122	0	0
Usp38	438.8	0	1078	0	0	1116	0
Zfp36	438.4	122	1185	109	350	426	0
Trpm8	438.2	0	147	1019	1025	0	0
Bri3bp	438.2	0	0	844	1347	0	0
Dnttip1	437.8	322	464	0	0	1403	0
Bst2	437.4	0	0	904	1283	0	0
Kcnn4	437.2	171	930	0	273	812	0
Zbtb12	437.0	0	226	979	980	0	0
Fgf7	437.0	412	1341	0	154	278	0
Ehmt2	437.0	0	226	979	980	0	0
Cnn3	437.0	0	257	943	872	113	0
Dlg4	436.8	147	1122	58	456	401	0
Slc4a11	436.4	0	618	435	412	717	0
Ube2r2	436.2	0	643	567	971	0	0
Tpst2	436.2	253	480	431	522	495	0
Cdh17	434.6	0	191	961	1021	0	0
Shb	433.4	0	208	1104	575	280	0
Epb41l4b	433.4	0	620	612	714	221	0
Gpr161	432.8	0	818	424	822	100	0
Cytip	432.8	0	1476	244	444	0	0
Odaph	432.4	0	433	783	946	0	0
Itgb3	432.4	377	297	0	126	1362	0
Bdnf	432.4	238	535	416	428	545	0
Pdcd6ip	431.8	0	1209	126	464	360	0
Kansl2	431.8	304	1256	0	0	599	0
Arhgap18	431.4	0	893	251	444	569	0
Macrod1	431.2	0	1197	333	322	304	0
Galnt9	431.2	0	1222	193	362	379	0
Vps50	430.6	0	782	591	579	201	0
Kctd18	430.6	0	0	861	1043	249	0
Gtpbp8	430.2	0	1079	0	370	702	0
Smim38	430.0	0	441	709	1000	0	0
Il31ra	430.0	704	583	571	292	0	0
Lipt1	428.4	0	677	133	287	1045	0
Krt13	428.0	186	254	643	926	131	0
Htra4	428.0	299	778	0	0	1063	0
Ppp1r21	427.8	0	0	1100	1039	0	0
Cacna1c	427.8	0	272	921	946	0	0
Thbd	427.6	0	0	438	445	1255	0
Aebp2	427.6	0	704	535	899	0	0
Dpm3	427.2	0	872	399	739	126	0
Rit1	427.0	0	271	1069	795	0	0
Fosl1	426.8	141	708	0	450	835	0
Itpkc	426.4	120	1090	121	263	538	0
Coq8b	426.4	120	1090	121	263	538	0
Ptpn14	425.6	0	521	597	932	78	0
Prc1	425.4	274	580	158	483	632	0
H2-T3	425.2	0	436	699	991	0	0
Cubn	424.8	0	170	882	682	390	0
Txnl1	424.6	0	369	600	1018	136	0
Phldb1	424.4	0	1031	0	505	586	0
Phc1	424.4	0	136	826	1160	0	0
Ndufb4	424.0	0	850	516	658	96	0
Cdkn1a	423.8	0	827	0	343	949	0
Nudt15	423.6	0	151	518	1149	300	0
Blnk	423.6	246	1260	74	178	360	0
Numa1	423.4	127	641	402	412	535	0
Arid5a	423.2	116	1143	189	350	318	0
Cfap126	422.8	0	1339	0	180	595	0
Smco4	422.2	0	227	869	1015	0	0
Mbtps2	422.2	0	516	725	683	187	0
Echdc3	422.2	0	871	242	711	287	0
Enpp7	422.0	0	773	594	743	0	0
Arl4d	422.0	0	602	510	919	79	0
Hexb	421.8	0	0	1051	901	157	0
Zfp672	420.8	272	1269	0	123	440	0
Shisa5	420.8	0	980	124	525	475	0
Sh3bp5l	420.8	272	1269	0	123	440	0
Fam71e1	420.8	0	0	1033	971	100	0
Emc10	420.8	0	0	1033	971	100	0
Aqp1	420.8	337	1030	115	420	202	0
2200002D01Rik	420.8	0	683	233	737	451	0
Vcam1	420.6	0	477	712	604	310	0
Kdm6b	420.6	0	576	680	426	421	0
Lcmt1	420.4	136	914	91	262	699	0
Itga2b	420.4	0	1058	257	652	135	0
Trappc3	420.0	0	697	237	755	411	0
Nid2	419.6	0	903	661	534	0	0
Hoxd13	419.4	0	597	921	579	0	0
Evx2	419.4	0	597	921	579	0	0
4933402J07Rik	419.4	0	151	899	1047	0	0
Optc	419.2	0	0	595	1070	431	0
Clk4	419.2	164	1038	0	0	894	0
BC049762	419.2	164	1038	0	0	894	0
Osbpl2	419.0	0	782	401	686	226	0
Sap30	418.8	0	255	817	1022	0	0
Pla2g4e	418.2	0	274	788	1029	0	0
Col25a1	418.2	0	0	1225	866	0	0
Ido2	418.0	185	339	102	368	1096	0
Itgb7	417.6	405	1203	93	149	238	0
Ankub1	417.0	0	0	1015	1070	0	0
Eif4b	416.6	0	0	789	1177	117	0
Trp53inp1	416.4	0	401	803	774	104	0
Zbtb34	416.2	0	91	802	1188	0	0
Sec62	416.2	0	351	655	862	213	0
Psma6	415.6	0	345	659	954	120	0
Nsun6	415.6	0	276	255	1386	161	0
Crtam	415.6	0	0	808	1270	0	0
Arl5b	415.6	0	276	255	1386	161	0
Rab38	415.4	0	284	846	829	118	0
Gsto1	415.4	131	781	228	363	574	0
Upk3b	415.0	0	283	937	855	0	0
Zfp512	414.6	0	104	940	1029	0	0
Map7d1	414.6	0	742	237	755	339	0
Kat2b	414.6	166	935	137	0	835	0
Cers2	414.6	226	470	0	151	1226	0
Anxa9	414.6	226	470	0	151	1226	0
Adssl1	414.6	199	1353	0	96	425	0
Wwtr1	414.4	0	231	971	749	121	0
Plekha3	414.4	0	1018	238	288	528	0
Ikbkg	414.4	0	605	638	624	205	0
G6pdx	414.4	0	605	638	624	205	0
Fkbp7	414.4	0	1018	238	288	528	0
Col1a2	414.2	276	608	472	715	0	0
Il33	414.0	0	182	727	771	390	0
Scel	413.8	0	535	392	753	389	0
Acsl6	413.8	206	0	1061	630	172	0
Sgca	413.4	0	0	709	922	436	0
Prrx2	413.2	205	930	256	471	204	0
Masp1	413.2	0	254	882	930	0	0
Fam214b	413.0	143	798	407	222	495	0
Sesn1	412.4	0	180	1071	811	0	0
Shc2	412.0	343	806	0	196	715	0
Leng8	411.4	0	290	104	1393	270	0
Ap4e1	411.4	161	652	275	216	753	0
Sgms2	411.2	0	781	104	598	573	0
Gm11568	411.0	115	883	383	674	0	0
Dynlt1b	411.0	200	1394	79	314	68	0
Ccdc9b	410.8	218	1267	0	180	389	0
Ric8b	410.6	0	1057	0	427	569	0
Prkci	410.6	0	640	508	774	131	0
Prkar2b	409.8	449	886	185	336	193	0
Cuedc1	409.6	0	723	516	616	193	0
Lrrtm3	409.0	0	101	1150	794	0	0
Pgd	408.8	0	588	629	696	131	0
Hipk1	408.8	0	535	619	643	247	0
Tspan4	408.6	0	905	0	276	862	0
Tmem259	408.6	0	241	1061	741	0	0
Syt12	408.6	96	572	0	195	1180	0
Polr2l	408.6	0	905	0	276	862	0
Eif3e	408.6	0	125	644	985	289	0
Cnn2	408.6	0	241	1061	741	0	0
Mindy4	408.4	0	993	604	445	0	0
Cnn1	408.2	0	1300	0	0	741	0
Ezr	408.0	0	950	0	228	862	0
Atxn1	408.0	354	475	683	314	214	0
Rpl13	407.8	0	767	285	879	108	0
Fam110a	407.8	150	757	168	315	649	0
Anxa7	407.4	0	743	323	971	0	0
Tek	407.2	0	413	639	984	0	0
Krtap1-5	407.0	247	766	340	566	116	0
Krtap1-4	407.0	247	766	340	566	116	0
Dnajc5b	406.8	182	831	126	83	812	0
Slc1a5	406.4	0	459	731	842	0	0
Sucnr1	406.2	0	376	869	786	0	0
Tef	406.0	0	206	851	813	160	0
H2-DMa	405.6	0	1364	124	309	231	0
Brd2	405.6	0	1364	124	309	231	0
Tnni3k	405.4	122	878	603	424	0	0
Trim2	405.2	0	618	543	416	449	0
Arhgef33	405.2	0	356	628	1042	0	0
Slc52a3	405.0	0	112	562	861	490	0
Eef1a1	405.0	0	572	293	727	433	0
Zar1	404.8	0	691	490	843	0	0
Plin4	404.8	256	1291	0	144	333	0
Nr4a2	404.8	0	864	327	636	197	0
Slc7a1	404.6	195	855	314	451	208	0
Adm	404.2	0	1011	0	0	1010	0
Raet1e	403.6	0	881	282	350	505	0
Mesd	403.6	0	375	640	867	136	0
Capg	403.6	0	1050	136	280	552	0
Apol9b	403.6	108	1163	174	404	169	0
Rassf7	403.0	0	883	461	370	301	0
Lmntd2	403.0	0	883	461	370	301	0
Tmem43	402.8	0	944	0	533	537	0
Chchd4	402.8	0	944	0	533	537	0
Glt8d2	402.4	254	964	126	193	475	0
Srp19	402.2	0	661	186	570	594	0
Nupr1	401.8	0	602	869	538	0	0
Ticam1	401.6	164	1056	130	142	516	0
Srebf2	401.6	0	271	681	902	154	0
Git1	401.4	0	630	390	806	181	0
Ankrd13b	401.4	0	630	390	806	181	0
Trex1	401.2	0	980	124	525	377	0
Eif3j2	401.2	0	1426	0	116	464	0
Eif3j1	401.2	0	1426	0	116	464	0
Acer3	400.8	0	168	1021	649	166	0
Timmdc1	399.8	173	828	0	380	618	0
Gse1	399.6	0	450	441	569	538	0
Cacul1	399.6	0	1085	0	230	683	0
Cfap161	399.4	0	802	309	886	0	0
H3f3b	399.0	0	875	250	148	722	0
Gm10509	399.0	151	885	199	332	428	0
Dtnb	398.8	0	1203	0	394	397	0
BC029722	398.8	0	595	352	501	546	0
Tmem205	398.4	0	1059	0	230	703	0
Ccdc159	398.4	0	1059	0	230	703	0
Ahcyl2	398.4	0	738	0	173	1081	0
Tm6sf1	398.2	0	0	785	1206	0	0
Mat2b	398.2	0	571	760	561	99	0
Crtc3	398.2	0	513	0	1267	211	0
4931428F04Rik	398.0	0	308	403	1052	227	0
Zfp296	397.2	0	0	843	1143	0	0
Ttc16	397.2	0	1218	0	170	598	0
Ptrh1	397.2	0	1218	0	170	598	0
Hspa5	397.2	129	1099	273	185	300	0
Gemin7	397.2	0	0	843	1143	0	0
Ago1	396.6	0	0	1050	933	0	0
Tbc1d2	396.4	0	574	456	802	150	0
Slc9a9	396.2	126	507	415	265	668	0
Hic2	396.0	0	1014	458	508	0	0
Cma2	396.0	0	1502	0	170	308	0
Cma1	396.0	0	1502	0	170	308	0
Ldb1	395.4	0	0	1127	850	0	0
Arhgef9	395.2	0	893	432	412	239	0
Plekhh2	395.0	0	709	666	600	0	0
Ddx59	394.4	0	133	618	1115	106	0
Chd9	394.2	0	0	585	670	716	0
Cdh10	394.0	0	244	1029	697	0	0
Pkp2	393.8	325	518	181	136	809	0
Nog	393.8	0	302	156	316	1195	0
Ifitm2	393.4	0	1480	207	280	0	0
Nrf1	393.0	0	268	1005	692	0	0
Sgo2a	392.8	0	376	350	876	362	0
Capza2	392.8	0	655	439	507	363	0
Rrp9	392.6	0	1358	0	142	463	0
Parp3	392.6	0	1358	0	142	463	0
Tnc	392.4	0	360	611	797	194	0
Sh2d7	392.4	0	0	1046	916	0	0
AW549877	392.4	0	409	676	569	308	0
Tchp	392.2	0	741	282	631	307	0
Fam214a	391.6	0	713	825	420	0	0
Xirp1	391.4	0	988	236	289	444	0
Dsn1	391.4	0	0	1040	917	0	0
Fcho2	391.2	0	460	559	807	130	0
Cd82	391.0	163	194	182	480	936	0
Ino80	390.8	0	251	710	881	112	0
Zmiz1	390.6	0	347	681	690	235	0
Rab27b	390.6	0	1167	91	274	421	0
Efcc1	390.6	0	0	793	1160	0	0
1810020O05Rik	390.6	0	0	793	1160	0	0
Vtcn1	390.4	0	1006	365	581	0	0
Vpreb1	390.2	0	118	553	943	337	0
Top3b	390.2	0	118	553	943	337	0
Agpat4	390.2	0	792	113	414	632	0
Ptger1	389.8	0	256	825	868	0	0
Lgals7	389.2	0	1084	0	149	713	0
Zfp217	389.0	0	678	122	188	957	0
Coro1c	389.0	0	455	685	805	0	0
Ell	388.2	0	354	614	519	454	0
Clrn2	388.2	0	224	738	900	79	0
Adipor1	388.2	0	256	575	1110	0	0
Crk	388.0	282	662	0	169	827	0
Apcdd1	387.8	379	330	0	0	1230	0
