Target_genes	Zbtb11|Average	SRX5247619|ES_cells	SRX5247622|ES_cells	SRX5247623|ES_cells	SRX5247624|ES_cells	SRX5247637|ES_cells	SRX5247638|ES_cells	SRX5247639|ES_cells	STRING
Cmc2	1448.142857	2119	0	0	0	2429	2365	3224	0
Cenpn	1448.142857	2119	0	0	0	2429	2365	3224	0
Aaas	1446.142857	2347	0	0	0	2223	2346	3207	0
Gtf2h4	1445.714286	2700	0	0	0	2111	2193	3116	0
Fam98b	1441.571429	2575	0	0	0	2267	2287	2962	0
Map11	1441.142857	2270	0	0	0	2322	2169	3327	0
Prpf4b	1440.857143	2538	0	0	0	2261	2274	3013	0
Srsf11	1440.428571	2548	0	0	0	2322	2372	2841	0
Lrrc40	1440.428571	2548	0	0	0	2322	2372	2841	0
Rpl37	1439.857143	2775	0	0	0	2105	2184	3015	0
Cast	1439.571429	1794	0	0	0	2608	2250	3425	0
Usp8	1439.428571	1972	0	0	0	2390	2369	3345	0
Ctu1	1439.285714	2237	0	0	0	2350	2241	3247	0
Txn2	1438.714286	2709	0	0	0	2158	2243	2961	0
Ube3b	1438.571429	2987	0	0	0	2082	2089	2912	0
Kctd10	1438.571429	2987	0	0	0	2082	2089	2912	0
Birc6	1437.571429	2261	0	0	0	2327	2376	3099	0
Tmem222	1437.428571	2933	0	0	0	2129	2205	2795	0
Klhdc2	1437.285714	2240	0	0	0	2256	2302	3263	0
Nat8f4	1437.0	2272	0	0	0	2244	2235	3308	0
Commd1	1435.285714	1928	0	0	0	2408	2309	3402	0
Ubxn2b	1434.0	1828	0	0	0	2454	2225	3531	0
Tyw5	1433.714286	2925	0	0	0	2078	2140	2893	0
Maip1	1433.714286	2925	0	0	0	2078	2140	2893	0
Tada3	1433.285714	2785	0	0	0	2124	2203	2921	0
Arpc4	1433.285714	2785	0	0	0	2124	2203	2921	0
Edrf1	1432.428571	2214	0	0	0	2422	2205	3186	0
Grpel2	1432.142857	2246	0	0	0	2327	2096	3356	0
Ccar2	1430.857143	2981	0	0	0	2089	2202	2744	0
Snrnp200	1430.142857	2640	0	0	0	2145	2228	2998	0
1810024B03Rik	1430.142857	2640	0	0	0	2145	2228	2998	0
Nme3	1429.0	2384	0	0	0	2345	2309	2965	0
Mrps34	1429.0	2384	0	0	0	2345	2309	2965	0
Eme2	1429.0	2384	0	0	0	2345	2309	2965	0
Smg7	1428.714286	2671	0	0	0	2164	2181	2985	0
Ublcp1	1427.285714	2898	0	0	0	2057	2194	2842	0
Cdc37	1427.285714	2844	0	0	0	2060	2224	2863	0
Sox15	1427.142857	2510	0	0	0	2146	2186	3148	0
Icmt	1425.0	2527	0	0	0	2136	2247	3065	0
Krba1	1424.571429	2338	0	0	0	2296	2277	3061	0
Nme1	1424.285714	2562	0	0	0	2433	2455	2520	0
Mrpl40	1422.428571	2846	0	0	0	2144	2199	2768	0
Hira	1422.428571	2846	0	0	0	2144	2199	2768	0
Ddx18	1421.428571	2443	0	0	0	2216	2229	3062	0
Ano9	1419.857143	2067	0	0	0	2390	2145	3337	0
Zmpste24	1419.0	2956	0	0	0	2051	2143	2783	0
Eloa	1414.142857	1886	0	0	0	2335	2454	3224	0
Stoml2	1413.571429	2394	0	0	0	2244	2232	3025	0
Sirt4	1412.0	2409	0	0	0	2225	2284	2966	0
Tor1aip2	1411.857143	2894	0	0	0	2116	2151	2722	0
Tor1aip1	1411.857143	2894	0	0	0	2116	2151	2722	0
Nsun4	1409.857143	1438	0	0	0	2464	2424	3543	0
Fbxo22	1409.857143	2429	0	0	0	2253	2221	2966	0
Map1s	1407.142857	2817	0	0	0	2041	2233	2759	0
Cd2bp2	1405.428571	2376	0	0	0	2198	2095	3169	0
Ergic3	1402.285714	1871	0	0	0	2547	2086	3312	0
6430550D23Rik	1402.285714	1871	0	0	0	2547	2086	3312	0
Tmem70	1399.857143	1435	0	0	0	2549	2344	3471	0
Ube2d2b	1395.714286	1797	0	0	0	2539	2035	3399	0
Dpp9	1395.714286	2757	0	0	0	2056	1984	2973	0
Ruvbl1	1395.142857	2680	0	0	0	2131	2124	2831	0
Mettl4	1394.857143	1914	0	0	0	2330	2202	3318	0
Tmem234	1393.428571	2057	0	0	0	2326	2205	3166	0
Eif3i	1393.428571	2057	0	0	0	2326	2205	3166	0
Trmt112	1392.857143	2232	0	0	0	2233	2088	3197	0
Prdx5	1392.857143	2232	0	0	0	2233	2088	3197	0
Vps13b	1391.142857	2679	0	0	0	2121	2021	2917	0
Nudcd3	1386.428571	2848	0	0	0	1971	2102	2784	0
Eif1ad	1385.571429	2875	0	0	0	1995	2059	2770	0
Banf1	1385.571429	2875	0	0	0	1995	2059	2770	0
Mrpl53	1382.428571	2039	0	0	0	2308	2355	2975	0
Cfap298	1382.142857	2935	0	0	0	1986	2152	2602	0
Spag8	1379.0	1526	0	0	0	2458	2237	3432	0
Hint2	1379.0	1526	0	0	0	2458	2237	3432	0
Eef1akmt4-ece2	1376.714286	2713	0	0	0	2160	2176	2588	0
Eef1akmt4	1376.714286	2713	0	0	0	2160	2176	2588	0
Alg3	1376.714286	2713	0	0	0	2160	2176	2588	0
Tssk6	1375.714286	2205	0	0	0	2235	2249	2941	0
Ndufa13	1375.714286	2205	0	0	0	2235	2249	2941	0
Tnpo3	1374.857143	2774	0	0	0	1990	2033	2827	0
Dym	1374.285714	2121	0	0	0	2308	2017	3174	0
Tsnax	1374.0	2494	0	0	0	2063	2178	2883	0
Zbtb7a	1372.714286	2811	0	0	0	2074	2129	2595	0
Tbx21	1372.571429	2785	0	0	0	1998	2113	2712	0
Tmem33	1371.0	2174	0	0	0	2351	1771	3301	0
Zbtb11	1370.428571	2405	0	0	0	2146	2227	2815	0
Aqr	1369.142857	1692	0	0	0	2324	2235	3333	0
Tmem69	1363.857143	2581	0	0	0	2159	2232	2575	0
Naxe	1363.857143	1495	0	0	0	2423	2295	3334	0
Gpbp1l1	1363.857143	2581	0	0	0	2159	2232	2575	0
Gm21885	1362.857143	1790	0	0	0	2387	1998	3365	0
Nedd8	1362.571429	2084	0	0	0	2084	2115	3255	0
Gmpr2	1362.571429	2084	0	0	0	2084	2115	3255	0
Prrg2	1362.142857	2790	0	0	0	2047	2184	2514	0
Nosip	1362.142857	2790	0	0	0	2047	2184	2514	0
Spcs3	1359.714286	1877	0	0	0	2330	2180	3131	0
Zfp715	1359.428571	1735	0	0	0	2283	2091	3407	0
AW549877	1358.428571	1776	0	0	0	2381	2002	3350	0
Katnal1	1358.285714	2589	0	0	0	1934	1889	3096	0
Heatr6	1357.857143	2594	0	0	0	2050	2067	2794	0
Ssr2	1357.714286	2164	0	0	0	2068	2142	3130	0
Dmrtc1c2	1356.285714	1906	0	0	0	2295	2043	3250	0
Dmrtc1c1	1356.285714	1906	0	0	0	2295	2043	3250	0
Gtpbp3	1353.285714	2838	0	0	0	1976	2152	2507	0
Ano8	1353.285714	2838	0	0	0	1976	2152	2507	0
Sltm	1351.571429	1447	0	0	0	2602	2216	3196	0
Mpzl3	1349.714286	2662	0	0	0	1989	2134	2663	0
Zfp114	1348.571429	2288	0	0	0	2120	2089	2943	0
Man2c1	1348.428571	2667	0	0	0	1996	1991	2785	0
Tom1l2	1348.142857	1607	0	0	0	2276	2210	3344	0
Drc3	1348.142857	1607	0	0	0	2276	2210	3344	0
Tefm	1344.714286	2761	0	0	0	2008	2118	2526	0
Homer1	1344.714286	1720	0	0	0	2131	2184	3378	0
Zfp668	1344.571429	2755	0	0	0	2048	2084	2525	0
Zfp646	1344.571429	2755	0	0	0	2048	2084	2525	0
Invs	1343.571429	2367	0	0	0	2164	2177	2697	0
Erp44	1343.571429	2367	0	0	0	2164	2177	2697	0
Nr1h2	1341.714286	2207	0	0	0	2074	1988	3123	0
Dars	1341.142857	2267	0	0	0	2096	1869	3156	0
Tm9sf3	1338.285714	1661	0	0	0	2345	2265	3097	0
Ubiad1	1335.571429	2601	0	0	0	2056	2084	2608	0
Mtor	1335.571429	2601	0	0	0	2056	2084	2608	0
Osbpl1a	1335.285714	1629	0	0	0	2325	2013	3380	0
Rnf19a	1331.714286	1479	0	0	0	2383	2030	3430	0
Tssc4	1331.142857	2515	0	0	0	1949	1989	2865	0
Aurkaip1	1330.857143	2252	0	0	0	2094	2188	2782	0
Nsa2	1330.571429	2625	0	0	0	1957	2024	2708	0
Gfm2	1330.571429	2625	0	0	0	1957	2024	2708	0
Zfp276	1330.142857	2684	0	0	0	1986	2098	2543	0
Vps9d1	1330.142857	2684	0	0	0	1986	2098	2543	0
Exd2	1328.142857	1569	0	0	0	2087	2284	3357	0
Mettl21a	1327.428571	1711	0	0	0	2247	2056	3278	0
Usp5	1326.857143	2517	0	0	0	1768	1821	3182	0
Cdca3	1326.857143	2517	0	0	0	1768	1821	3182	0
Wipf1	1325.0	2332	0	0	0	2021	1926	2996	0
Ibtk	1323.857143	1362	0	0	0	2445	2269	3191	0
1110038F14Rik	1322.0	2545	0	0	0	1995	2067	2647	0
Ppid	1319.0	2011	0	0	0	2230	1993	2999	0
Smg9	1318.285714	2403	0	0	0	1880	1713	3232	0
Sharpin	1317.285714	2618	0	0	0	2037	2021	2545	0
Maf1	1317.285714	2618	0	0	0	2037	2021	2545	0
Gm35339	1317.285714	2618	0	0	0	2037	2021	2545	0
Fkbpl	1316.285714	1514	0	0	0	2360	2156	3184	0
Atf6b	1316.285714	1514	0	0	0	2360	2156	3184	0
Gskip	1315.714286	1923	0	0	0	2054	2140	3093	0
Atg2b	1315.714286	1923	0	0	0	2054	2140	3093	0
Zfp935	1314.0	1936	0	0	0	2266	1636	3360	0
Car5a	1311.571429	2833	0	0	0	1909	1961	2478	0
Banp	1311.571429	2833	0	0	0	1909	1961	2478	0
Rpl14	1309.714286	1257	0	0	0	2561	2040	3310	0
Ccdc97	1308.428571	2307	0	0	0	1942	1826	3084	0
Trmt10c	1307.428571	2262	0	0	0	1902	1894	3094	0
Mettl23	1300.428571	2116	0	0	0	1988	2055	2944	0
Bnip2	1295.571429	1466	0	0	0	2315	2094	3194	0
Gde1	1294.428571	1578	0	0	0	2232	1965	3286	0
Kifc5b	1294.285714	1719	0	0	0	2151	1842	3348	0
Ppib	1292.714286	1367	0	0	0	2425	2079	3178	0
Vps52	1289.714286	2785	0	0	0	1833	1950	2460	0
Rps18	1289.714286	2785	0	0	0	1833	1950	2460	0
B3galt4	1289.714286	2785	0	0	0	1833	1950	2460	0
Senp1	1287.142857	2569	0	0	0	1936	1964	2541	0
Pfkm	1287.142857	2569	0	0	0	1936	1964	2541	0
Eif3m	1286.857143	2146	0	0	0	2015	2064	2783	0
Rbm12b1	1284.428571	2034	0	0	0	1914	1905	3138	0
Bcl10	1281.285714	2063	0	0	0	1999	1708	3199	0
Tmem238	1280.714286	1528	0	0	0	2207	2099	3131	0
Rpl28	1280.714286	1528	0	0	0	2207	2099	3131	0
Mre11a	1278.857143	1014	0	0	0	2355	2270	3313	0
Ankrd49	1278.857143	1014	0	0	0	2355	2270	3313	0
Calcoco1	1277.285714	1975	0	0	0	1703	1814	3449	0
Lman2	1276.571429	1780	0	0	0	2067	2082	3007	0
Dohh	1276.285714	1710	0	0	0	2210	1867	3147	0
Zfp579	1276.142857	2189	0	0	0	2074	2097	2573	0
Chchd5	1275.285714	2361	0	0	0	1905	1962	2699	0
M6pr	1275.0	1562	0	0	0	2294	2162	2907	0
Tpgs1	1272.285714	1732	0	0	0	2156	2121	2897	0
Tufm	1271.714286	2857	0	0	0	2258	865	2922	0
Ap1m1	1269.857143	1551	0	0	0	2132	1751	3455	0
Kcnk7	1268.857143	1312	0	0	0	2405	1874	3291	0
Tut7	1266.571429	1837	0	0	0	2114	2044	2871	0
Naxd	1265.0	1582	0	0	0	2094	2030	3149	0
Dpagt1	1263.285714	2306	0	0	0	2051	2026	2460	0
Iars2	1261.857143	1774	0	0	0	2215	1869	2975	0
Bpnt1	1261.857143	1774	0	0	0	2215	1869	2975	0
Lonp2	1261.714286	1750	0	0	0	1960	2073	3049	0
Mmachc	1257.857143	2147	0	0	0	1527	1706	3425	0
Ccdc163	1257.857143	2147	0	0	0	1527	1706	3425	0
Vipas39	1257.285714	2105	0	0	0	2112	1554	3030	0
Ahsa1	1257.285714	2105	0	0	0	2112	1554	3030	0
Alg10b	1256.285714	1498	0	0	0	2227	2072	2997	0
Fam219b	1253.714286	1208	0	0	0	2427	2098	3043	0
Rbm12b2	1252.857143	1782	0	0	0	2091	1747	3150	0
Pwp2	1251.571429	1486	0	0	0	2315	1729	3231	0
Cdkl2	1251.142857	1156	0	0	0	2321	2125	3156	0
Rmnd5b	1248.857143	2595	0	0	0	1838	1886	2423	0
Slc30a7	1247.142857	1410	0	0	0	2298	2146	2876	0
Extl2	1247.142857	1410	0	0	0	2298	2146	2876	0
Psmc2	1247.0	2596	0	0	0	1913	2015	2205	0
Dnajc2	1247.0	2596	0	0	0	1913	2015	2205	0
Zfp119b	1246.285714	2071	0	0	0	1823	1774	3056	0
Zscan22	1246.142857	1590	0	0	0	1761	1959	3413	0
5730455P16Rik	1245.857143	2526	0	0	0	1910	1997	2288	0
Tent4b	1245.142857	997	0	0	0	2490	2102	3127	0
Fndc3a	1239.571429	1515	0	0	0	2305	1805	3052	0
Trim41	1236.714286	2233	0	0	0	1867	1938	2619	0
Gdap1l1	1234.714286	1738	0	0	0	2341	1419	3145	0
Sesn3	1234.0	1383	0	0	0	2325	1925	3005	0
Pdcd6ip	1233.285714	1342	0	0	0	2121	2023	3147	0
Anapc5	1230.142857	2568	0	0	0	1908	1894	2241	0
Ints5	1230.0	2556	0	0	0	1865	2002	2187	0
Ganab	1230.0	2556	0	0	0	1865	2002	2187	0
1810009A15Rik	1230.0	2556	0	0	0	1865	2002	2187	0
Zfp775	1229.857143	1657	0	0	0	2232	1936	2784	0
Repin1	1229.857143	1657	0	0	0	2232	1936	2784	0
Ssrp1	1224.571429	1829	0	0	0	1759	1757	3227	0
P2rx3	1224.571429	1829	0	0	0	1759	1757	3227	0
Cttnbp2nl	1219.714286	1647	0	0	0	2196	1871	2824	0
Tmem30a	1219.0	1837	0	0	0	1919	1758	3019	0
Zfp768	1217.285714	1669	0	0	0	2080	2133	2639	0
Zfp113	1214.285714	1880	0	0	0	1925	1802	2893	0
Fkbp1a	1211.714286	1720	0	0	0	2011	1740	3011	0
Ttc32	1211.285714	1300	0	0	0	2267	1871	3041	0
Phb2	1210.714286	1599	0	0	0	2045	1944	2887	0
Emg1	1210.714286	1599	0	0	0	2045	1944	2887	0
Gabpa	1210.0	1513	0	0	0	2197	1949	2811	0
Atp5j	1210.0	1513	0	0	0	2197	1949	2811	0
Sun1	1206.571429	1331	0	0	0	2060	1949	3106	0
Dhx34	1205.428571	1921	0	0	0	1901	1354	3262	0
Vps36	1203.714286	931	0	0	0	2309	1954	3232	0
Hsph1	1203.428571	1536	0	0	0	2263	1760	2865	0
Pgbd1	1203.285714	1261	0	0	0	2307	1825	3030	0
Rgs19	1202.857143	1475	0	0	0	2234	1751	2960	0
Lkaaear1	1202.857143	1475	0	0	0	2234	1751	2960	0
Farsa	1202.857143	1692	0	0	0	1922	1738	3068	0
Rfesd	1202.571429	1351	0	0	0	2198	1915	2954	0
Wdr83os	1201.285714	2635	0	0	0	1700	1803	2271	0
Wdr83	1201.285714	2635	0	0	0	1700	1803	2271	0
Man2b1	1201.285714	2635	0	0	0	1700	1803	2271	0
Zscan12	1198.571429	1845	0	0	0	1929	1548	3068	0
Pibf1	1195.857143	1503	0	0	0	2108	2060	2700	0
Dis3	1195.857143	1503	0	0	0	2108	2060	2700	0
Ppp1r10	1194.428571	1311	0	0	0	2211	1919	2920	0
Mrps18b	1194.428571	1311	0	0	0	2211	1919	2920	0
Med15	1193.0	1934	0	0	0	1793	1463	3161	0
Ndufs2	1191.857143	1746	0	0	0	1973	2066	2558	0
Adamts4	1191.857143	1746	0	0	0	1973	2066	2558	0
Dnlz	1190.571429	1387	0	0	0	2153	1874	2920	0
Psmc1	1187.285714	1476	0	0	0	2103	1847	2885	0
Atn1	1185.285714	1552	0	0	0	1979	2078	2688	0
Ddx23	1183.0	1389	0	0	0	1745	1917	3230	0
Zfp207	1181.714286	2526	0	0	0	1910	1548	2288	0
Phf12	1180.285714	1780	0	0	0	1535	1959	2988	0
Ncstn	1178.571429	1437	0	0	0	2115	1904	2794	0
Copa	1178.571429	1437	0	0	0	2115	1904	2794	0
Slc35b3	1174.857143	2004	0	0	0	1565	1326	3329	0
Lif	1173.285714	1183	0	0	0	2169	2017	2844	0
Zfp62	1172.285714	1470	0	0	0	1898	1899	2939	0
Enpp4	1171.857143	1015	0	0	0	1796	2225	3167	0
Caprin2	1169.428571	1250	0	0	0	2203	1839	2894	0
Tsnaxip1	1163.142857	1759	0	0	0	1478	1607	3298	0
Ranbp10	1163.142857	1759	0	0	0	1478	1607	3298	0
Grk1	1162.714286	1439	0	0	0	2247	1633	2820	0
Ascc2	1162.714286	1403	0	0	0	1979	1711	3046	0
Mrpl34	1162.285714	1263	0	0	0	2191	1881	2801	0
Dda1	1162.285714	1263	0	0	0	2191	1881	2801	0
Ddx19b	1160.571429	922	0	0	0	2214	1916	3072	0
Sh2b1	1160.142857	1516	0	0	0	2024	1850	2731	0
Nqo2	1159.0	1592	0	0	0	1934	1417	3170	0
Tmem167b	1157.571429	1632	0	0	0	2046	1544	2881	0
Rnf214	1157.285714	1167	0	0	0	2160	1833	2941	0
Poc1b	1157.285714	808	0	0	0	2225	1995	3073	0
Pcsk7	1157.285714	1167	0	0	0	2160	1833	2941	0
Galnt4	1157.285714	808	0	0	0	2225	1995	3073	0
Samd10	1156.571429	1764	0	0	0	1897	1833	2602	0
Prpf6	1156.571429	1764	0	0	0	1897	1833	2602	0
Map4k5	1154.428571	871	0	0	0	2387	1964	2859	0
Atl1	1154.428571	871	0	0	0	2387	1964	2859	0
Grrp1	1154.0	1434	0	0	0	2042	1751	2851	0
Ufc1	1152.428571	1970	0	0	0	1811	1569	2717	0
Snip1	1150.714286	1471	0	0	0	1976	1668	2940	0
Dnali1	1150.714286	1471	0	0	0	1976	1668	2940	0
Zc3h3	1148.285714	1221	0	0	0	2366	1545	2906	0
Srp9	1148.285714	1637	0	0	0	1888	1674	2839	0
Dync1i2	1148.285714	1345	0	0	0	1349	2223	3121	0
Park7	1146.142857	1425	0	0	0	1994	1733	2871	0
Tpgs2	1146.0	1264	0	0	0	2125	1617	3016	0
AW554918	1146.0	1264	0	0	0	2125	1617	3016	0
Ifrd2	1145.857143	1537	0	0	0	1511	1648	3325	0
Nedd1	1143.0	1039	0	0	0	2041	1899	3022	0
Zfp644	1139.285714	1725	0	0	0	1403	1726	3121	0
Kdm5a	1137.857143	1979	0	0	0	1717	1301	2968	0
Prr3	1137.285714	1760	0	0	0	1859	1561	2781	0
Gnl1	1137.285714	1760	0	0	0	1859	1561	2781	0
Zfp473	1136.571429	1633	0	0	0	1799	1505	3019	0
Vrk3	1136.571429	1633	0	0	0	1799	1505	3019	0
Prkd2	1134.285714	1209	0	0	0	2110	1715	2906	0
Zfp296	1132.857143	2349	0	0	0	1588	1676	2317	0
Gemin7	1132.857143	2349	0	0	0	1588	1676	2317	0
Wdr92	1131.0	1234	0	0	0	2299	1677	2707	0
Pno1	1131.0	1234	0	0	0	2299	1677	2707	0
Slx4	1130.0	1284	0	0	0	1999	1740	2887	0
Clpb	1126.857143	1622	0	0	0	1412	1550	3304	0
Zcchc7	1126.428571	1204	0	0	0	2056	1649	2976	0
Sec24a	1126.428571	1641	0	0	0	1967	1550	2727	0
Fam160b2	1124.714286	1199	0	0	0	2029	1753	2892	0
H3c6	1121.714286	1325	0	0	0	1747	1764	3016	0
Arhgef25	1120.571429	1980	0	0	0	1777	1519	2568	0
Nek9	1120.0	1345	0	0	0	2097	1664	2734	0
Mcat	1119.571429	1514	0	0	0	2010	1906	2407	0
Chmp3	1118.714286	917	0	0	0	2180	2105	2629	0
Pik3r4	1117.285714	1351	0	0	0	1983	1646	2841	0
Vps26c	1116.571429	1099	0	0	0	2131	1707	2879	0
Atg16l1	1116.428571	1422	0	0	0	1890	1543	2960	0
Nop2	1114.285714	1335	0	0	0	2034	1645	2786	0
Rer1	1113.857143	1387	0	0	0	1932	1743	2735	0
Morn1	1113.857143	1387	0	0	0	1932	1743	2735	0
Cmtm6	1112.857143	942	0	0	0	2096	1878	2874	0
Xrcc4	1112.0	1195	0	0	0	1959	1791	2839	0
Tmem167	1112.0	1195	0	0	0	1959	1791	2839	0
Rps17	1112.0	2086	0	0	0	1524	1366	2808	0
Chmp4b	1111.285714	1438	0	0	0	1462	1702	3177	0
Chd2	1107.142857	1019	0	0	0	2306	1726	2699	0
Pafah2	1106.428571	1695	0	0	0	1275	1623	3152	0
Fbxo6	1105.0	1436	0	0	0	2056	1901	2342	0
Dusp11	1100.142857	1280	0	0	0	1930	1539	2952	0
Cbll1	1100.0	2134	0	0	0	1409	1458	2699	0
Pigl	1099.428571	1197	0	0	0	1881	1882	2736	0
Ncor1	1099.428571	1197	0	0	0	1881	1882	2736	0
Zfpl1	1098.857143	1409	0	0	0	1895	1763	2625	0
Cdca5	1098.857143	1409	0	0	0	1895	1763	2625	0
Phtf1	1098.428571	1006	0	0	0	2076	1673	2934	0
Rmdn1	1097.142857	883	0	0	0	2051	1821	2925	0
Mrps25	1097.142857	1134	0	0	0	1747	1912	2887	0
Cpne3	1097.142857	883	0	0	0	2051	1821	2925	0
Capza1	1096.714286	1105	0	0	0	2002	1769	2801	0
3110040N11Rik	1095.857143	1253	0	0	0	2131	1704	2583	0
Ufm1	1095.571429	1080	0	0	0	2267	1766	2556	0
Hic2	1094.714286	868	0	0	0	2355	1755	2685	0
Psme3	1094.0	1393	0	0	0	1966	1715	2584	0
Prcc	1092.857143	1807	0	0	0	1279	1755	2809	0
Cldn34d	1091.428571	1527	904	853	785	1087	1174	1310	0
Ube2v2	1090.428571	1176	0	0	0	2048	1648	2761	0
Mrps21	1088.428571	1217	0	0	0	1988	1538	2876	0
Abl1	1087.428571	734	0	0	0	2035	1923	2920	0
Selenok	1085.571429	1266	0	0	0	2041	1506	2786	0
Des	1082.0	1358	0	0	0	2049	1321	2846	0
Mfsd8	1078.0	1192	0	0	0	2169	1593	2592	0
Rnf13	1076.857143	1076	0	0	0	1961	1742	2759	0
Unk	1076.0	1484	0	0	0	1382	1566	3100	0
C330018D20Rik	1074.0	1181	0	0	0	1862	1789	2686	0
Paxx	1071.714286	921	0	0	0	2208	1451	2922	0
Clic3	1071.714286	921	0	0	0	2208	1451	2922	0
Mon1b	1071.428571	1290	0	0	0	1898	1306	3006	0
Tcof1	1071.0	1159	0	0	0	2196	1652	2490	0
Lrrc24	1069.0	1141	0	0	0	1946	1813	2583	0
C030006K11Rik	1069.0	1141	0	0	0	1946	1813	2583	0
Trnau1ap	1068.142857	1133	0	0	0	1776	1512	3056	0
Nifk	1068.0	1124	0	0	0	2132	1817	2403	0
Zfp687	1067.714286	1766	0	0	0	1606	1206	2896	0
Smim8	1067.142857	1241	0	0	0	1823	1554	2852	0
Sys1	1060.571429	1098	0	0	0	2096	1588	2642	0
Zfp580	1059.857143	2126	0	0	0	1643	1663	1987	0
Ccdc106	1059.857143	2126	0	0	0	1643	1663	1987	0
St3gal2	1058.571429	1405	0	0	0	1235	1691	3079	0
Gm3604	1057.714286	1570	0	0	0	1790	1138	2906	0
Cap1	1050.714286	1360	0	0	0	1982	1610	2403	0
Zgpat	1049.428571	1206	0	0	0	1992	1607	2541	0
Arfrp1	1049.428571	1206	0	0	0	1992	1607	2541	0
Tmc5	1048.571429	1112	0	0	0	1817	1706	2705	0
Ltn1	1047.714286	1223	0	0	0	1959	1469	2683	0
Cox7a2	1047.285714	962	0	0	0	1897	1650	2822	0
Map4k1	1043.285714	852	0	0	0	2156	1616	2679	0
Eif3k	1043.285714	852	0	0	0	2156	1616	2679	0
Zmat5	1043.142857	1697	0	0	0	1184	1414	3007	0
Uqcr10	1043.142857	1697	0	0	0	1184	1414	3007	0
N4bp3	1042.857143	1036	0	0	0	2009	1673	2582	0
Fdx1	1042.285714	903	0	0	0	1910	1611	2872	0
Tmem115	1041.142857	1473	0	0	0	1240	1620	2955	0
Slc25a53	1040.857143	989	0	0	0	1667	1474	3156	0
Timm21	1037.714286	1593	0	0	0	1225	1371	3075	0
Fbxo15	1037.714286	1593	0	0	0	1225	1371	3075	0
Kbtbd7	1036.0	1285	0	0	0	1358	1654	2955	0
Nup155	1035.428571	1037	0	0	0	1836	1755	2620	0
Gtf3c4	1034.0	1323	0	0	0	1759	1355	2801	0
Ddx31	1034.0	1323	0	0	0	1759	1355	2801	0
Ccdc152	1033.714286	980	0	0	0	1584	1757	2915	0
Atp5o	1031.857143	1183	0	0	0	1309	1970	2761	0
Pyroxd1	1031.428571	2157	0	0	0	1165	781	3117	0
Begain	1027.857143	1147	0	0	0	2131	1405	2512	0
Olfm2	1027.714286	998	0	0	0	2241	1423	2532	0
Iqcc	1025.571429	768	0	0	0	2147	1727	2537	0
Dcdc2b	1025.571429	768	0	0	0	2147	1727	2537	0
Ccdc28b	1025.571429	768	0	0	0	2147	1727	2537	0
Brox	1025.428571	1143	670	700	476	1276	944	1969	0
Aida	1025.428571	1143	670	700	476	1276	944	1969	0
Paox	1022.0	1282	0	0	0	1921	1153	2798	0
Acvr2a	1021.571429	1387	0	0	0	1754	1401	2609	0
Zcwpw2	1020.571429	1209	0	0	0	1401	1607	2927	0
Azi2	1020.571429	1209	0	0	0	1401	1607	2927	0
Taf4b	1019.142857	598	0	0	0	2011	1694	2831	0
N4bp2l2	1019.0	1337	0	0	0	1348	1539	2909	0
Phb	1018.571429	1181	0	0	0	1371	1623	2955	0
Bid	1014.0	913	0	0	0	2083	1509	2593	0
Pabpc1l2a	1012.571429	803	0	0	0	2025	1720	2540	0
Atox1	1008.571429	1146	0	0	0	1755	1595	2564	0
Egln2	1006.857143	973	0	0	0	1996	1444	2635	0
Gm7102	1006.714286	2046	0	0	0	1405	1531	2065	0
Zfp26	1005.857143	1474	0	0	0	1603	1255	2709	0
Capzb	1001.285714	1345	0	0	0	1782	1016	2866	0
Mtss1	1000.142857	1272	0	0	0	2008	1365	2356	0
Dhx8	996.0	1049	0	0	0	1773	1423	2727	0
Micu3	995.571429	842	0	0	0	2075	1179	2873	0
Galnt1	992.571429	746	0	0	0	1776	1709	2717	0
Ppp1r18	992.428571	1247	0	0	0	1830	1413	2457	0
Ltbp4	991.428571	1196	0	0	0	1951	1449	2344	0
Esco2	991.142857	1399	0	0	0	1575	1436	2528	0
Ccdc25	991.142857	1399	0	0	0	1575	1436	2528	0
Nudcd1	990.142857	1461	0	0	0	948	1489	3033	0
Eny2	990.142857	1461	0	0	0	948	1489	3033	0
Zpr1	987.0	1902	0	0	0	1270	902	2835	0
Apoa5	987.0	1902	0	0	0	1270	902	2835	0
Cul3	986.0	891	0	0	0	2116	1456	2439	0
Myo10	985.857143	960	0	0	0	2205	1449	2287	0
Pomp	985.0	1114	0	0	0	1731	1492	2558	0
Zfp384	984.714286	1565	0	0	0	1601	1489	2238	0
Fus	984.571429	1148	0	0	0	1945	1412	2387	0
Slc25a46	980.571429	1457	0	0	0	1281	1309	2817	0
Eif2s3x	979.428571	1027	0	0	0	1788	1387	2654	0
Zfp105	978.428571	1193	0	0	0	1493	1303	2860	0
Pradc1	978.285714	1365	0	0	0	1560	1355	2568	0
Cct7	978.285714	1365	0	0	0	1560	1355	2568	0
Capn15	976.857143	1257	0	0	0	1200	1582	2799	0
Exoc3	973.428571	1232	0	0	0	1653	1411	2518	0
Papola	973.285714	858	0	0	0	1925	1472	2558	0
Pabpc1l2b	970.0	715	0	0	0	1930	1825	2320	0
Ubr1	968.857143	731	0	0	0	1819	1520	2712	0
