Target_genes	Egr2|Average	SRX270569|CD4+_T_cells	SRX270570|CD4+_T_cells	SRX6491107|CD8+_T_cells	SRX122432|Dendritic_Cells	SRX122433|Dendritic_Cells	SRX122434|Dendritic_Cells	SRX122435|Dendritic_Cells	SRX8379010|Macrophages	SRX8379011|Macrophages	SRX8379012|Macrophages	SRX8379013|Macrophages	SRX8379014|Macrophages	SRX8379015|Macrophages	SRX9311757|Macrophages	SRX9311758|Macrophages	SRX9311759|Macrophages	SRX9311760|Macrophages	SRX9311761|Macrophages	SRX9311762|Macrophages	SRX9311763|Macrophages	SRX9311764|Macrophages	SRX9311765|Macrophages	SRX9311766|Macrophages	SRX9311767|Macrophages	SRX9311768|Macrophages	SRX9311769|Macrophages	SRX9311770|Macrophages	SRX9311771|Macrophages	SRX9311772|Macrophages	SRX9311773|Macrophages	SRX9311774|Macrophages	SRX9311775|Macrophages	SRX9311776|Macrophages	SRX9311777|Macrophages	SRX9311778|Macrophages	SRX9311779|Macrophages	SRX9311780|Macrophages	SRX110637|Natural_Killer_T-Cells	SRX110636|Thymocytes	SRX329255|T_cells	SRX329256|T_cells	SRX329257|T_cells	STRING
Hibch	736.97619	2241	2789	0	0	0	0	0	0	0	330	0	575	129	2171	1751	883	1888	1208	2440	2403	1584	1995	389	2011	302	1334	0	1744	196	247	0	528	169	465	0	855	140	0	0	0	0	186	0
Arc	736.142857	2189	3070	0	0	0	0	0	0	0	128	0	384	733	1773	1143	657	1026	868	1602	2546	1477	1574	399	1800	471	1633	129	2351	492	315	0	816	119	508	0	1805	799	0	111	0	0	0	0
Zfp607b	735.52381	2972	2306	0	0	0	0	0	0	0	139	0	455	407	1654	1288	647	1772	1004	2438	1820	1377	1541	444	2212	715	1445	100	1838	259	227	0	734	295	611	0	1379	813	0	0	0	0	0	0
Ywhab	732.714286	305	837	0	0	0	0	0	0	0	0	0	680	590	1454	1467	1011	1685	1395	2794	2223	1758	1936	519	2406	500	1580	0	2553	332	128	0	733	204	592	0	2300	792	0	0	0	0	0	0
Klf16	732.261905	1198	1411	0	0	0	0	0	0	0	96	0	820	653	1694	1654	669	1118	793	1386	1937	1751	1589	856	2339	787	1530	77	2219	544	330	0	998	490	823	0	1961	1032	0	0	0	0	0	0
Gatd1	730.785714	1381	992	0	0	0	0	0	0	0	136	0	991	176	1318	1504	1300	1841	1771	2537	1856	1756	2085	629	3003	762	1997	0	2946	373	195	0	550	119	108	0	367	0	0	0	0	0	0	0
Ppp1r13b	728.666667	618	1205	0	0	0	0	0	0	0	0	0	570	361	1786	1472	1008	1449	1233	1961	2001	1725	1755	872	2343	609	1818	150	2281	427	345	0	849	381	555	138	1700	992	0	0	0	0	0	0
Phf7	727.0	1659	2197	0	0	0	0	0	0	0	242	0	603	444	2124	1683	604	1195	716	1802	2851	1789	1471	417	2423	397	1406	102	2137	222	292	0	549	201	612	0	1893	503	0	0	0	0	0	0
Bap1	727.0	1659	2197	0	0	0	0	0	0	0	242	0	603	444	2124	1683	604	1195	716	1802	2851	1789	1471	417	2423	397	1406	102	2137	222	292	0	549	201	612	0	1893	503	0	0	0	0	0	0
Pomp	724.595238	2340	2880	144	0	0	0	0	0	0	286	0	516	647	1575	1061	547	1353	794	2124	2220	1557	1615	320	2382	464	1127	0	2136	290	164	0	787	148	462	0	1810	516	0	0	0	0	168	0
Fbxl4	723.785714	2189	2923	128	0	0	0	0	0	0	175	0	619	861	1568	665	660	588	1270	1299	2185	1102	1441	231	2498	424	1123	0	2456	193	222	0	877	103	866	0	2757	976	0	0	0	0	0	0
Evl	722.309524	0	0	0	0	0	0	0	0	0	0	0	785	711	1483	788	589	1382	971	2525	2262	1621	1949	655	2622	1192	1874	100	2855	555	365	0	1169	246	401	0	2404	833	0	0	0	0	0	0
Zyx	721.119048	1917	2333	0	0	0	0	0	0	0	145	0	664	818	1520	975	1152	1333	1588	1997	2155	1575	1648	391	2262	482	1151	0	2146	236	208	0	634	103	286	0	1977	591	0	0	0	0	0	0
Far1	720.333333	1783	2671	0	0	0	0	0	0	0	282	0	717	502	1745	1322	723	1540	1183	2025	2001	1428	1736	490	2174	394	1185	0	1994	220	212	0	664	144	561	0	1848	612	0	0	0	0	98	0
Ddx19a	720.309524	2617	2380	0	0	0	0	0	0	0	294	0	774	456	2009	1088	483	1653	747	2471	2641	1533	1668	564	2055	521	1572	0	2036	428	165	0	723	144	0	0	830	243	0	0	0	0	158	0
1700067K01Rik	718.833333	2177	1803	0	0	0	0	0	0	0	346	0	1268	118	1270	845	1064	1043	1345	1896	1753	1149	1971	486	2275	488	1511	0	2129	325	332	0	797	232	646	0	2146	776	0	0	0	0	0	0
Pofut1	718.52381	587	1193	0	0	0	0	0	0	0	119	0	901	387	1948	1183	726	875	1027	1365	2404	1552	2070	399	2704	590	1771	0	2780	300	243	0	981	184	550	0	2331	1008	0	0	0	0	0	0
Plagl2	718.52381	587	1193	0	0	0	0	0	0	0	119	0	901	387	1948	1183	726	875	1027	1365	2404	1552	2070	399	2704	590	1771	0	2780	300	243	0	981	184	550	0	2331	1008	0	0	0	0	0	0
Rab35	713.547619	538	1011	0	0	0	0	0	0	0	0	0	773	622	1684	1121	855	1229	856	2073	2456	1303	1745	481	2639	466	1625	0	2845	300	259	0	1107	0	449	0	2414	1118	0	0	0	0	0	0
Ttc38	710.952381	2339	1699	0	0	0	0	0	0	0	0	0	618	358	1445	1038	573	1525	901	2703	2129	1500	1623	773	2258	693	1464	0	2074	253	278	0	508	237	415	0	1749	707	0	0	0	0	0	0
Gpi1	710.714286	2593	2822	0	0	0	0	0	0	0	0	0	454	428	895	825	377	927	731	1839	1480	1102	1885	854	2440	1076	1589	0	2554	641	428	0	1029	328	408	0	1485	660	0	0	0	0	0	0
Nfkbiz	708.690476	2634	1995	0	0	0	0	0	0	0	0	0	212	164	1553	1584	449	1918	666	2568	2259	1788	1518	670	1842	591	929	0	2001	213	135	0	287	217	281	0	2074	1069	0	0	0	0	148	0
Gpatch8	707.880952	1894	2407	0	0	0	0	0	0	0	140	0	1033	589	1843	929	575	1681	882	2647	2759	1498	1232	296	2272	452	914	0	2352	285	134	0	668	0	251	0	1663	335	0	0	0	0	0	0
Mtres1	705.904762	1602	1804	0	0	0	0	0	0	0	332	0	593	473	2125	1327	728	1446	1022	1967	2488	1669	1713	462	2170	434	1260	0	1922	315	272	0	609	0	436	0	1841	638	0	0	0	0	0	0
Sypl	705.095238	2125	2007	143	0	0	0	0	0	0	159	0	791	435	1251	1026	630	998	1128	1699	1951	1165	1628	369	2457	502	1522	0	2618	197	402	0	1142	228	289	0	1940	713	0	0	0	0	99	0
Slc25a39	704.52381	1861	2419	0	0	0	0	0	0	0	341	0	834	412	1270	1403	635	838	797	750	1885	1911	1732	502	2345	475	1626	88	2087	427	562	0	621	271	892	0	2096	510	0	0	0	0	0	0
Cldn34d	704.404762	347	179	849	206	0	151	85	276	412	195	408	282	483	1439	531	927	685	581	1252	1193	758	852	1985	812	1416	822	1306	840	1351	0	0	0	0	1946	1400	1950	2345	523	602	0	0	196	0
Zxdc	703.571429	3681	3117	0	0	0	0	0	156	0	407	0	784	477	2226	1510	840	2105	922	2093	2219	1490	1682	125	1370	147	989	0	1344	0	402	0	556	133	124	0	485	0	0	166	0	0	0	0
Zfp710	703.214286	758	1428	0	0	0	0	0	0	0	0	0	764	726	1241	1328	751	1064	1308	1349	1774	1421	1751	1009	2397	1237	1870	130	2405	795	329	133	1112	336	117	0	1583	419	0	0	0	0	0	0
Mex3c	702.214286	2574	2494	0	0	0	0	0	0	0	359	0	408	792	1808	1139	908	1439	1199	1859	2030	1230	1546	629	1642	515	1276	0	1721	256	294	0	733	418	344	0	1246	540	0	0	0	0	94	0
Mink1	702.02381	2023	969	0	0	0	0	0	0	0	145	0	592	958	1724	1124	518	1513	1072	2205	2074	1546	1569	592	2066	608	1453	0	2196	652	156	0	553	201	285	0	1791	900	0	0	0	0	0	0
Ttc3	699.547619	1927	1856	183	147	0	109	0	132	0	799	0	1159	564	1174	783	459	1248	596	1570	1663	1172	2044	637	2086	683	1492	127	1793	406	300	0	807	307	724	0	1675	507	0	0	0	0	252	0
Pigp	699.547619	1927	1856	183	147	0	109	0	132	0	799	0	1159	564	1174	783	459	1248	596	1570	1663	1172	2044	637	2086	683	1492	127	1793	406	300	0	807	307	724	0	1675	507	0	0	0	0	252	0
Zfp28	699.0	2808	2928	0	0	0	0	0	0	0	116	0	296	353	762	1613	935	2032	1129	2662	1549	1714	1821	125	2204	0	1312	0	1917	0	224	0	648	163	355	0	1313	379	0	0	0	0	0	0
Fchsd2	698.47619	931	845	0	0	0	0	0	0	0	0	0	387	656	1660	1593	971	1048	1143	1353	2240	1993	1382	1053	2552	816	1452	0	2343	273	0	0	477	182	511	0	2304	1171	0	0	0	0	0	0
Plec	698.190476	951	1254	0	0	0	0	0	0	0	186	0	491	331	1391	1494	759	943	910	1462	1942	1722	1617	1057	2263	986	1536	146	2186	373	334	0	996	574	770	128	1706	816	0	0	0	0	0	0
Wdr41	698.142857	2635	2848	92	0	0	0	0	0	0	267	0	727	397	1740	1164	589	907	914	1741	2002	1341	1604	350	2211	354	1029	154	2468	209	194	0	582	191	558	0	1694	360	0	0	0	0	0	0
Cdk19	697.357143	1119	1745	0	0	0	0	0	0	0	106	0	737	630	1483	784	625	782	1092	1734	2145	1190	1393	582	2543	810	1595	0	2747	311	284	0	1069	178	297	0	2395	913	0	0	0	0	0	0
Rnf24	696.428571	1868	2700	0	0	0	0	0	0	0	220	0	617	375	2072	1211	677	1332	1012	1430	2639	1527	1561	458	2203	341	1192	0	1915	166	181	0	710	301	294	0	1818	430	0	0	0	0	0	0
Zc3h4	693.857143	1820	2351	0	0	0	0	0	0	0	210	0	1221	657	1100	715	733	653	1247	1720	1676	970	1498	252	2500	344	1565	0	2598	173	216	0	998	83	481	0	2313	956	0	0	0	0	92	0
Dcaf11	692.904762	3017	3246	0	0	0	0	0	0	0	94	0	614	523	1613	987	580	1421	775	2332	2401	1647	1266	218	2131	477	872	0	2049	184	125	0	582	187	231	0	1185	345	0	0	0	0	0	0
Bnip3	691.071429	2480	1959	0	0	0	0	0	0	0	204	0	748	271	1520	1172	770	1001	1077	1503	2017	1842	1556	438	2199	262	1256	0	2121	330	367	0	841	0	543	0	2047	501	0	0	0	0	0	0
Ninj1	689.809524	2531	2174	0	0	0	0	0	0	0	0	0	392	451	1733	1081	351	1191	952	2119	1680	1340	1523	897	1741	844	1280	210	1774	521	0	0	607	430	456	0	1702	992	0	0	0	0	0	0
Ccdc112	688.571429	925	1210	0	0	0	0	0	0	0	255	0	668	280	1338	1037	453	1348	889	2370	2090	1565	1765	641	2390	565	1716	98	2389	310	183	0	810	72	648	0	2189	716	0	0	0	0	0	0
Rab7b	686.428571	0	0	0	0	0	0	0	0	0	285	0	595	414	2184	1730	674	1804	840	2199	2274	1575	1821	824	1860	439	1432	199	1904	421	342	94	744	615	888	0	1858	815	0	0	0	0	0	0
Zbtb22	686.142857	1053	970	0	0	0	0	0	0	0	0	0	328	318	2050	1184	430	1469	1084	2356	2475	1573	1691	1120	2073	829	1448	129	1933	442	0	0	578	352	412	0	1692	829	0	0	0	0	0	0
Tapbp	686.142857	1053	970	0	0	0	0	0	0	0	0	0	328	318	2050	1184	430	1469	1084	2356	2475	1573	1691	1120	2073	829	1448	129	1933	442	0	0	578	352	412	0	1692	829	0	0	0	0	0	0
Rmnd5a	685.595238	1721	2312	0	0	0	0	0	0	0	214	0	987	417	1930	1264	849	1292	1588	1601	2245	1504	2006	544	2575	519	435	0	1198	0	0	0	168	0	490	0	2188	748	0	0	0	0	0	0
Tent4a	682.666667	491	951	0	0	0	0	0	0	0	0	0	266	450	857	1279	186	329	348	415	1448	1817	1509	1919	2706	1654	1544	281	2170	917	385	220	720	1159	840	0	2555	1256	0	0	0	0	0	0
Spaca9	682.0	785	638	0	0	0	0	0	0	0	0	0	827	434	1722	1064	554	968	1087	2313	2346	1709	1912	702	2720	800	2019	0	2466	530	336	0	941	143	321	0	1120	187	0	0	0	0	0	0
Ak8	682.0	785	638	0	0	0	0	0	0	0	0	0	827	434	1722	1064	554	968	1087	2313	2346	1709	1912	702	2720	800	2019	0	2466	530	336	0	941	143	321	0	1120	187	0	0	0	0	0	0
Dnm1l	681.666667	2293	2497	0	0	0	0	0	0	0	382	0	701	366	1435	931	504	949	752	2047	2183	1224	1573	735	2120	533	1384	114	1816	207	241	0	748	185	563	0	1688	344	0	0	0	0	115	0
Sp1	681.452381	1648	1842	0	0	0	0	0	0	0	144	0	537	472	1472	1728	857	985	1081	1288	1871	1874	1436	282	2248	399	1540	0	2182	209	245	0	711	219	624	0	2014	713	0	0	0	0	0	0
Senp5	678.619048	2578	2858	0	0	0	175	0	0	0	314	0	777	478	1231	1064	622	1326	983	1897	1937	1439	1601	551	1995	552	1389	143	1804	492	230	0	970	320	267	0	509	0	0	0	0	0	0	0
Xrn1	677.833333	3373	2859	0	0	0	0	0	0	0	421	0	373	282	1650	1421	817	1571	1004	1826	2220	1235	1637	242	1461	233	995	0	1141	0	259	0	511	322	652	0	1209	299	0	121	0	0	335	0
Ttc39c	677.452381	1542	2430	0	0	0	0	0	0	0	172	0	518	619	1188	1175	360	348	808	513	2175	1841	1364	786	2781	645	1600	0	2657	254	179	0	775	144	685	0	2029	865	0	0	0	0	0	0
Shcbp1l	676.857143	1175	826	0	0	0	0	0	0	0	621	0	909	323	1824	1462	960	1866	1205	2642	2167	1478	2158	1071	2476	1124	1349	123	1794	283	154	0	199	0	0	0	239	0	0	0	0	0	0	0
Fxr1	676.619048	451	692	0	0	0	0	0	0	0	191	0	471	550	1186	1746	468	613	611	330	2002	1928	1758	584	2840	788	1687	191	2613	516	473	0	717	415	1137	151	2388	921	0	0	0	0	0	0
Pcmtd1	676.047619	1348	1818	0	0	0	0	0	0	0	396	0	521	230	1532	1235	558	1319	892	1771	2129	1291	1592	613	2111	571	1299	0	2109	299	232	0	517	276	863	0	1930	942	0	0	0	0	0	0
Yae1d1	674.380952	2550	2268	0	0	0	0	0	0	0	322	0	469	788	1360	1059	455	1484	1011	2655	2072	1306	1398	262	2224	250	1116	0	2009	188	89	0	391	0	384	0	1629	585	0	0	0	0	0	0
Aftph	673.666667	1289	2902	0	0	0	0	0	0	0	130	0	619	289	1026	787	488	1246	997	2042	1621	1286	1457	456	2319	603	1442	0	2464	177	386	0	756	256	356	0	2273	627	0	0	0	0	0	0
Edc3	672.285714	2733	2714	0	0	0	290	0	0	0	382	0	903	505	1406	820	447	1014	727	1900	2213	1209	1453	383	1783	314	1101	0	1752	135	349	0	916	206	476	0	1462	423	0	0	0	0	220	0
Hspa9	668.595238	3034	2476	164	0	0	0	0	0	0	172	0	204	264	1883	1342	711	1446	688	1940	2156	1313	1576	310	1611	207	1004	0	1423	268	397	0	533	0	726	0	1478	566	0	99	0	0	90	0
Rac1	667.880952	1707	2678	0	0	0	0	0	0	0	0	0	351	517	2006	1015	499	834	866	519	2613	1549	1610	655	2241	549	1502	0	2264	197	156	0	643	243	281	0	1735	821	0	0	0	0	0	0
Ptpn12	666.833333	261	583	0	0	0	0	0	0	0	178	0	491	168	1778	1872	1025	1195	860	723	1985	1547	1591	763	2175	505	1304	127	2193	303	664	145	1076	742	1053	0	1921	779	0	0	0	0	0	0
Lgals1	666.809524	225	231	0	0	0	0	0	0	0	132	0	885	0	1375	1033	487	1207	1468	2304	2176	1584	1644	406	2858	595	1272	0	2489	340	302	0	837	333	462	0	2332	1029	0	0	0	0	0	0
Gfod1	666.738095	1853	2034	0	0	0	0	0	0	0	159	0	529	705	1581	1399	719	1495	1368	2357	2192	1563	1012	147	1633	162	1151	0	2350	209	164	0	592	0	439	0	1551	639	0	0	0	0	0	0
Cyp1b1	665.809524	889	638	0	0	0	0	0	0	0	0	0	207	368	2160	1470	334	2165	535	2515	2521	1727	1672	726	2102	810	460	0	1257	368	148	146	519	641	263	0	2037	1286	0	0	0	0	0	0
Acp6	665.166667	694	508	0	0	0	0	0	0	0	301	0	835	376	1192	962	782	1254	1589	2253	1853	1586	1937	772	2427	892	1781	188	2386	517	255	0	837	284	155	0	915	291	0	0	0	0	115	0
Ubqln4	664.47619	407	731	0	0	0	0	0	0	0	0	0	674	0	1864	1559	728	1465	991	1710	2484	2005	1576	266	2576	462	1561	0	2134	167	242	0	677	156	653	0	2222	598	0	0	0	0	0	0
Lamtor2	664.47619	407	731	0	0	0	0	0	0	0	0	0	674	0	1864	1559	728	1465	991	1710	2484	2005	1576	266	2576	462	1561	0	2134	167	242	0	677	156	653	0	2222	598	0	0	0	0	0	0
Zfp473	663.190476	1948	2134	0	0	0	0	0	0	0	150	0	596	443	1684	1021	766	1327	1285	2261	2160	1580	1409	750	2467	759	1203	0	2415	367	167	0	564	94	0	0	304	0	0	0	0	0	0	0
Vrk3	663.190476	1948	2134	0	0	0	0	0	0	0	150	0	596	443	1684	1021	766	1327	1285	2261	2160	1580	1409	750	2467	759	1203	0	2415	367	167	0	564	94	0	0	304	0	0	0	0	0	0	0
Kpna1	661.738095	465	647	298	0	0	0	0	192	247	307	191	162	408	620	607	253	443	157	870	899	1088	552	1628	741	1411	318	1957	464	1652	532	2219	334	1895	201	2209	421	1826	668	479	114	0	318	0
Pik3r3	661.357143	1159	1431	170	0	0	157	0	0	0	418	0	1008	147	1234	1208	914	1099	1319	2009	1525	1447	1656	481	2211	327	1651	0	2169	262	0	0	489	0	770	0	1997	519	0	0	0	0	0	0
Nab2	660.833333	1422	985	0	0	0	0	0	78	0	376	0	666	523	1409	1139	908	1120	1357	1251	1283	1079	1556	886	1443	779	1337	319	1505	679	399	165	1067	526	851	188	1345	850	0	0	0	0	264	0
Tmem30a	660.285714	949	2221	0	0	0	0	0	0	0	0	0	675	533	1724	842	536	852	1017	1798	2348	1241	1571	404	2507	626	1182	0	2316	258	194	0	630	274	378	0	2029	627	0	0	0	0	0	0
Mllt10	655.595238	2146	2274	114	0	0	0	0	0	0	0	0	563	564	923	759	787	1535	1152	2201	1785	1488	993	304	2131	327	891	0	2183	0	146	0	542	173	295	0	2154	800	0	0	0	0	305	0
Zfp503	655.404762	0	0	0	0	0	0	0	0	0	250	0	772	0	1413	1196	726	1439	1018	2042	1733	1415	1951	782	2517	531	1779	136	2465	465	363	0	878	317	733	0	1907	699	0	0	0	0	0	0
Map4k4	655.261905	302	351	0	0	0	0	0	0	0	0	0	494	325	1866	1412	824	1062	856	1185	2658	1890	1674	576	2704	465	1341	0	2701	162	246	0	800	175	647	0	1990	815	0	0	0	0	0	0
Snx18	654.095238	2494	3054	0	0	0	0	0	0	0	471	0	724	319	1786	1220	652	1161	1034	1255	2023	1070	1307	318	1585	160	1284	144	1514	0	286	0	527	184	814	0	1590	417	0	79	0	0	0	0
Ppp4r3a	653.571429	1511	1739	0	0	0	0	0	0	0	207	0	534	367	1728	906	529	1072	1006	1553	2543	1323	1339	328	2409	389	1265	0	2384	222	214	0	604	324	364	0	1843	747	0	0	0	0	0	0
Add1	653.261905	1284	1755	0	0	0	0	0	0	0	135	0	574	467	1546	1022	652	1319	942	2021	2264	1515	1371	292	2307	374	1168	0	2264	204	137	0	727	175	422	0	1936	564	0	0	0	0	0	0
Sfxn2	652.047619	1610	2219	0	0	0	0	0	0	0	0	0	468	339	1829	1113	570	1443	1064	2170	2500	1411	1650	503	1866	454	910	0	1753	240	205	0	547	197	451	0	1484	390	0	0	0	0	0	0
Arl3	652.047619	1610	2219	0	0	0	0	0	0	0	0	0	468	339	1829	1113	570	1443	1064	2170	2500	1411	1650	503	1866	454	910	0	1753	240	205	0	547	197	451	0	1484	390	0	0	0	0	0	0
Pcna	651.714286	3027	2989	0	0	0	0	0	0	0	0	0	370	428	1522	735	347	918	725	2090	2288	1077	1040	270	1703	396	964	0	1736	209	183	0	361	164	305	0	2252	1093	0	0	0	0	180	0
Ahcyl2	651.047619	598	719	0	0	0	0	0	0	0	88	0	706	126	684	1225	993	1269	1545	2152	1087	1532	2034	541	2397	648	1787	0	2496	351	203	0	877	147	498	0	2053	588	0	0	0	0	0	0
Strn	648.071429	1086	2415	0	0	0	0	0	0	0	187	0	633	615	1958	1152	763	1452	1020	1334	2327	1463	1500	324	1841	375	1074	0	1785	242	188	0	671	115	340	0	1735	624	0	0	0	0	0	0
Sdhaf3	647.166667	3952	3693	0	0	0	141	0	0	0	331	0	551	365	1539	1068	584	1104	585	1852	2036	1042	1201	264	1502	293	943	0	1565	0	207	0	366	0	410	0	1131	213	0	114	0	0	129	0
Commd10	644.642857	3195	3076	0	115	0	205	109	0	0	159	0	851	367	469	881	486	937	742	2147	1067	1212	1805	313	2315	299	1364	0	2237	232	147	0	294	84	347	0	1158	289	0	0	0	0	173	0
D16Ertd472e	644.095238	717	1003	0	0	0	0	0	0	0	218	0	505	280	1143	1888	671	1060	884	1109	1742	1751	1651	605	2395	392	1583	0	2193	317	316	0	801	271	795	0	1926	836	0	0	0	0	0	0
Rftn1	643.571429	663	629	0	0	0	0	0	0	0	130	0	788	293	1141	703	636	525	1041	874	2297	1264	1504	696	2942	820	1783	140	2638	371	282	0	900	186	625	0	2218	941	0	0	0	0	0	0
Ascc1	642.119048	881	1340	0	0	0	0	0	0	0	0	0	423	325	1735	1093	813	1567	1188	2518	2072	1677	1588	404	2178	466	1175	0	2162	316	134	0	582	235	208	0	1393	496	0	0	0	0	0	0
Anapc16	642.119048	881	1340	0	0	0	0	0	0	0	0	0	423	325	1735	1093	813	1567	1188	2518	2072	1677	1588	404	2178	466	1175	0	2162	316	134	0	582	235	208	0	1393	496	0	0	0	0	0	0
Macir	641.214286	354	273	0	0	0	0	0	0	0	148	0	779	172	1549	1334	678	906	1101	1348	1837	1595	1799	633	2265	742	1704	0	2112	223	430	0	1019	243	569	0	2201	917	0	0	0	0	0	0
Scoc	640.809524	2103	2212	0	0	0	0	0	0	0	0	0	368	116	1705	1164	438	1263	708	2311	2548	1452	1454	136	1883	283	1087	0	2151	198	194	0	582	133	249	0	1727	449	0	0	0	0	0	0
Sertad1	640.071429	2039	1632	0	0	0	0	0	0	0	168	0	900	453	1348	905	678	866	1003	1102	1709	1197	1266	595	2383	704	1256	123	2178	359	329	0	675	156	455	0	1804	600	0	0	0	0	0	0
Espn	636.809524	1628	959	0	0	0	0	0	0	0	0	0	339	680	2228	1142	584	1135	957	2403	2533	1376	1453	305	1769	422	1012	0	1924	0	127	0	620	0	469	0	1839	842	0	0	0	0	0	0
Snrpd3	633.952381	1236	1966	0	0	0	0	0	0	0	85	0	489	714	1919	756	837	1372	1010	1787	2433	1222	1592	502	2714	638	1468	0	2764	397	0	0	278	0	0	0	323	124	0	0	0	0	0	0
Gucd1	633.952381	1236	1966	0	0	0	0	0	0	0	85	0	489	714	1919	756	837	1372	1010	1787	2433	1222	1592	502	2714	638	1468	0	2764	397	0	0	278	0	0	0	323	124	0	0	0	0	0	0
Cplane1	633.547619	3490	3891	0	0	0	0	0	0	0	180	0	427	287	1373	1216	315	1021	517	1392	2147	1269	1525	229	1826	258	1065	0	1863	107	0	0	422	0	402	0	1143	148	0	96	0	0	0	0
Klf10	632.928571	1486	1405	93	0	0	0	0	0	0	235	0	619	617	1374	1041	763	1178	1337	1610	1380	1354	1429	576	1770	631	1524	0	1782	283	210	0	729	179	450	0	1589	939	0	0	0	0	0	0
Rffl	632.214286	722	1276	0	0	0	0	0	0	0	195	0	557	130	1664	1410	800	1229	1165	1488	2000	1836	1816	424	2455	575	1679	0	2482	212	151	0	372	0	199	0	1336	380	0	0	0	0	0	0
Fam168a	631.119048	706	859	0	0	0	0	0	0	0	109	0	612	154	1510	1020	923	1539	1251	2332	1868	1172	1435	551	2290	442	1238	0	2220	280	153	0	731	249	334	0	1950	579	0	0	0	0	0	0
Dennd4b	628.904762	1597	1495	0	0	0	0	0	0	0	182	0	648	521	1704	1006	714	1277	980	2142	2236	1423	1397	407	1795	412	914	0	1684	221	121	0	725	197	450	0	1517	649	0	0	0	0	0	0
Snx25	627.714286	1233	2033	0	0	0	0	0	0	0	381	0	701	169	1693	1206	622	1085	672	1540	2483	1465	1703	158	1891	198	1373	0	1824	130	258	0	527	177	533	0	1791	518	0	0	0	0	0	0
Micu1	627.547619	3117	2875	0	0	0	0	0	0	0	217	0	332	652	1955	995	438	1241	773	2032	2375	1368	1167	0	1498	249	581	0	1391	0	97	0	670	0	426	0	1415	493	0	0	0	0	0	0
E2f1	627.333333	2590	2344	0	0	0	0	0	0	0	0	0	618	284	1597	1030	599	1437	769	1970	1901	1155	1482	432	1823	440	797	0	1674	217	177	0	553	176	533	0	1362	388	0	0	0	0	0	0
Rhoh	625.809524	255	249	0	0	0	0	0	0	0	0	0	391	700	2251	1431	892	1588	1271	2479	2761	1652	1993	458	1815	342	1160	0	1757	328	149	0	504	144	146	0	1290	278	0	0	0	0	0	0
Rbm4b	625.380952	2696	3059	93	0	0	0	0	0	0	165	0	529	300	1919	956	429	1199	483	1762	2480	1361	1380	418	1462	264	710	0	1588	155	253	0	491	110	317	0	1232	455	0	0	0	0	0	0
Ankrd37	624.380952	1938	1722	109	0	0	0	0	0	0	130	0	443	305	1051	958	485	1092	816	1843	1569	1067	1311	707	1715	431	1304	0	1681	162	325	0	868	131	836	134	2174	917	0	0	0	0	0	0
Dgkh	624.166667	633	1323	0	0	0	0	0	0	0	159	0	645	496	896	727	577	467	776	1218	1657	1160	1444	836	2533	714	1671	167	2473	477	227	0	894	378	706	0	2019	942	0	0	0	0	0	0
Cmtm6	623.97619	3603	3536	0	0	0	0	0	0	0	106	0	571	499	1547	1028	452	1332	627	1998	1989	1142	1152	279	1220	272	714	0	1283	0	161	0	466	0	420	0	1316	374	0	0	0	0	120	0
Rubcn	622.619048	1773	2444	0	0	0	0	0	0	0	110	0	361	424	1627	952	656	1235	746	1871	2282	1307	1185	339	1868	258	1043	0	1790	204	158	0	722	103	381	0	1733	578	0	0	0	0	0	0
Fyttd1	622.619048	1773	2444	0	0	0	0	0	0	0	110	0	361	424	1627	952	656	1235	746	1871	2282	1307	1185	339	1868	258	1043	0	1790	204	158	0	722	103	381	0	1733	578	0	0	0	0	0	0
Samd1	621.261905	0	0	0	0	0	0	0	0	0	346	0	1268	0	1270	845	1064	1043	1345	1896	1753	1149	1971	486	2275	488	1511	0	2129	325	332	0	797	232	646	0	2146	776	0	0	0	0	0	0
Tbc1d1	621.190476	485	552	0	0	0	0	0	0	0	0	0	499	297	2136	1379	714	1774	1127	2374	2642	2042	1456	469	2255	363	948	0	2224	144	0	0	582	115	153	0	1147	213	0	0	0	0	0	0
Arpc1b	621.0	927	1459	0	0	0	0	0	0	0	274	0	579	319	1632	1231	778	1376	1211	1593	2166	1415	1264	426	1876	290	1339	0	1696	196	244	0	636	276	694	0	1728	457	0	0	0	0	0	0
Rab3d	620.595238	1408	1343	0	0	0	0	0	0	0	0	0	368	422	1490	1141	586	1233	901	2338	2351	1484	1558	381	1739	454	1270	0	1888	309	213	0	501	217	415	0	1467	588	0	0	0	0	0	0
Ythdc1	618.595238	1665	1895	0	0	0	0	0	0	0	0	0	393	312	1436	1227	728	1433	836	2539	2390	1343	1421	255	1857	290	891	0	1831	0	148	0	586	0	415	0	1517	573	0	0	0	0	0	0
Urgcp	618.285714	1758	1783	0	0	0	0	0	0	0	142	0	491	559	1616	1048	864	866	708	1035	2017	1323	1614	247	2257	221	1048	0	2034	0	253	0	658	0	842	0	2085	499	0	0	0	0	0	0
Mpp1	617.785714	1825	1121	0	0	0	0	0	0	0	0	0	388	281	1440	1145	615	1595	833	2231	2075	1167	1664	362	2144	455	970	0	2013	275	156	0	279	170	469	0	1624	650	0	0	0	0	0	0
