Target_genes	Elf1|Average	SRX184866|CD4+_T_cells	SRX6783984|CH12	SRX6783985|CH12	SRX12734917|Granulocyte-Macrophage_Progenitor_Cells	SRX12734918|Granulocyte-Macrophage_Progenitor_Cells	SRX12734919|Granulocyte-Macrophage_Progenitor_Cells	SRX12734920|Granulocyte-Macrophage_Progenitor_Cells	SRX12734921|Granulocyte-Macrophage_Progenitor_Cells	SRX12734922|Granulocyte-Macrophage_Progenitor_Cells	SRX2242846|Macrophages	SRX6783941|MEL	SRX6783942|MEL	SRX184865|Treg	DRX285483|Unclassified	DRX285485|Unclassified	STRING
Gpalpp1	965.0	748	2335	2526	370	497	788	573	169	505	2037	1790	1918	219	0	0	0
Wdr73	964.133333	1344	2129	2480	299	395	398	280	0	396	2680	1616	1633	812	0	0	0
Nmb	964.133333	1344	2129	2480	299	395	398	280	0	396	2680	1616	1633	812	0	0	0
Klhl18	963.0	1407	2229	2209	291	391	447	155	233	370	2491	1687	1640	895	0	0	0
Kif9	963.0	1407	2229	2209	291	391	447	155	233	370	2491	1687	1640	895	0	0	0
Arpc2	962.133333	896	1262	1473	1041	1270	1697	1147	890	1609	1376	917	662	192	0	0	0
Scnm1	960.533333	1361	2105	2310	236	286	449	275	0	243	2438	1948	1863	894	0	0	0
Lysmd1	960.533333	1361	2105	2310	236	286	449	275	0	243	2438	1948	1863	894	0	0	0
Fyco1	958.466667	1464	2163	2184	127	231	209	109	0	228	2449	2075	1898	833	0	407	0
Chmp1b	958.066667	613	1927	2437	526	709	1107	723	311	989	1160	1694	1845	330	0	0	0
Topbp1	957.8	704	1857	2078	706	865	1315	955	396	1097	1508	1523	1185	178	0	0	0
Unkl	957.0	820	1610	1668	869	880	1484	956	575	1329	1766	855	1312	231	0	0	0
Percc1	957.0	820	1610	1668	869	880	1484	956	575	1329	1766	855	1312	231	0	0	0
BC003965	957.0	820	1610	1668	869	880	1484	956	575	1329	1766	855	1312	231	0	0	0
Ubxn4	955.933333	1285	1931	2253	235	486	773	499	139	669	2270	1639	1611	549	0	0	0
Rmnd1	955.266667	609	997	1220	953	939	1620	959	916	1667	2555	912	720	262	0	0	0
Armt1	955.266667	609	997	1220	953	939	1620	959	916	1667	2555	912	720	262	0	0	0
Cdk11b	955.2	728	1405	1815	622	1093	1460	1146	365	1128	1944	990	1142	490	0	0	0
Gins3	955.0	1435	2337	2598	204	199	168	0	0	141	2872	1827	1738	806	0	0	0
Rabif	954.933333	1194	1624	1800	594	695	1122	877	419	906	2167	1170	1080	676	0	0	0
Ppp1r10	953.866667	1614	1778	1657	421	778	957	545	294	752	2435	1082	1179	816	0	0	0
Mrps18b	953.866667	1614	1778	1657	421	778	957	545	294	752	2435	1082	1179	816	0	0	0
Gtf2f2	953.6	343	2168	2359	602	829	941	637	387	919	1288	1716	1994	121	0	0	0
Armc7	953.266667	1278	1942	2051	424	637	869	475	238	910	1915	1622	1612	326	0	0	0
Lcmt1	953.133333	1430	2518	2469	218	271	322	299	149	344	1856	1680	1986	755	0	0	0
Psmb2	952.866667	774	1190	1412	1159	1178	2147	1531	779	1469	1272	617	570	195	0	0	0
Naa35	951.6	1091	1790	1687	636	892	1361	887	428	1361	1638	911	1089	503	0	0	0
Rbm34	951.466667	1064	2223	2388	391	639	542	381	218	463	1899	1730	1895	439	0	0	0
Ippk	951.4	588	1570	1969	634	891	1439	785	269	1226	2119	1179	1248	354	0	0	0
Zbtb17	949.866667	1064	2263	2520	326	294	589	327	149	422	2167	1753	1907	467	0	0	0
Sf3b2	947.533333	859	1631	1848	668	919	1427	930	318	1060	1680	1181	1131	561	0	0	0
Gal3st3	947.533333	859	1631	1848	668	919	1427	930	318	1060	1680	1181	1131	561	0	0	0
Mrps23	947.333333	1367	2546	2621	130	239	184	144	0	206	2536	1902	1940	395	0	0	0
Aasdh	947.2	396	819	1248	1330	1532	2157	1642	810	1645	737	1023	724	145	0	0	0
Tbrg4	947.133333	929	1942	1829	611	734	1124	785	327	930	2240	1244	1217	295	0	0	0
Akap8	947.133333	1234	1823	2104	571	482	780	425	246	739	2703	1211	1302	587	0	0	0
Utp23	946.866667	1312	2096	2155	310	434	595	307	159	464	2081	1654	1928	708	0	0	0
Spg11	946.533333	1408	1903	1914	622	790	891	666	527	1084	1794	1108	1056	435	0	0	0
Zc3h10	946.4	1286	2197	2146	320	449	486	259	99	489	2254	1703	1688	820	0	0	0
Rpl41	946.4	1286	2197	2146	320	449	486	259	99	489	2254	1703	1688	820	0	0	0
Cdc34	946.066667	1297	1847	1931	510	788	866	571	273	953	2330	1097	1029	599	0	100	0
Scfd2	944.466667	837	1587	1700	716	887	1576	885	293	1109	2207	995	918	457	0	0	0
Fip1l1	944.466667	837	1587	1700	716	887	1576	885	293	1109	2207	995	918	457	0	0	0
Txndc11	943.733333	709	1809	2139	574	1083	993	854	234	1038	2234	1065	1173	251	0	0	0
Polr2f	943.6	1033	1820	2132	471	577	721	385	244	681	2827	1364	1596	303	0	0	0
1700088E04Rik	943.6	1033	1820	2132	471	577	721	385	244	681	2827	1364	1596	303	0	0	0
Dhx16	942.0	1152	2018	2521	378	443	660	452	149	657	2185	1599	1620	296	0	0	0
Vcpip1	941.866667	1010	1950	2030	559	665	907	513	219	697	2181	1499	1297	481	0	120	0
Gtf2b	941.733333	1356	2441	2409	185	201	329	151	232	310	2111	2091	1676	634	0	0	0
Aatf	941.333333	902	2009	2193	686	808	1097	767	339	1129	1781	1088	985	336	0	0	0
Coa4	940.6	1427	2092	2291	496	307	1277	482	747	703	1923	675	941	748	0	0	0
Man2b2	939.733333	1127	2193	2606	211	172	293	184	148	179	2404	1982	2106	491	0	0	0
Zc3h18	939.333333	858	1133	1485	845	1127	1685	1382	515	1553	1845	636	718	308	0	0	0
Prkag1	939.333333	1064	1568	1725	626	586	1408	698	535	1021	1819	1342	1316	382	0	0	0
Ssu72	937.933333	696	1307	1381	1029	1119	1819	1140	739	1668	1744	493	450	484	0	0	0
Bin3	936.4	1339	2088	2173	267	412	767	304	0	361	2208	1687	1677	763	0	0	0
Emc7	936.266667	863	1326	1871	701	976	894	843	505	1048	1582	1439	1518	478	0	0	0
Lrrc51	936.133333	1305	2126	2440	476	416	731	354	0	537	2293	1506	1352	506	0	0	0
Zfp598	936.066667	1755	2216	2307	387	354	652	460	0	450	1978	1442	1500	540	0	0	0
Ddx55	935.6	858	1802	1876	763	1021	1216	661	539	971	1735	1070	1304	218	0	0	0
Amn1	934.8	1080	1687	1875	662	666	1195	579	325	719	1942	1386	1499	407	0	0	0
Tmem104	934.333333	280	2183	2559	522	696	1115	747	359	866	920	1835	1933	0	0	0	0
Slc39a9	934.333333	1969	1949	1960	175	221	261	199	152	254	2699	1169	1646	1361	0	0	0
Nat9	934.333333	280	2183	2559	522	696	1115	747	359	866	920	1835	1933	0	0	0	0
Erh	934.333333	1969	1949	1960	175	221	261	199	152	254	2699	1169	1646	1361	0	0	0
Shprh	933.933333	908	1480	1865	786	946	1231	778	463	1223	1872	1204	957	296	0	0	0
Gcc2	933.2	1292	1927	2281	307	472	595	470	232	569	2837	1323	1222	471	0	0	0
Tmem209	933.0	1113	1622	1906	740	720	1150	681	334	894	2086	1031	1213	505	0	0	0
Ssmem1	933.0	1113	1622	1906	740	720	1150	681	334	894	2086	1031	1213	505	0	0	0
Zfp317	931.933333	1280	2160	2365	258	290	449	305	84	365	2475	1776	1457	715	0	0	0
Rsu1	931.8	1193	1931	2043	356	532	846	354	207	811	2178	1340	1444	742	0	0	0
Ppp1r15b	931.6	1141	1686	1948	796	697	1313	841	278	854	1997	1085	874	464	0	0	0
Dhrs11	931.0	578	1862	2010	516	944	1265	777	499	1210	1946	1012	1137	209	0	0	0
Gps2	930.533333	855	2384	2425	191	356	645	311	0	455	1995	2018	1898	425	0	0	0
Akirin2	930.133333	754	2271	2397	314	359	586	264	102	491	2146	1823	1873	572	0	0	0
Ccdc9	930.0	1398	2454	2500	207	521	418	412	177	449	2385	1130	1389	510	0	0	0
Hspa4	929.466667	873	1294	1447	758	1002	1442	927	587	1237	1867	1207	876	425	0	0	0
Zfp869	927.666667	1215	2095	2032	307	239	839	542	140	424	2267	1492	1753	570	0	0	0
Thap7	927.666667	945	2121	2378	366	508	602	425	234	528	2184	1532	1586	506	0	0	0
Vps16	927.0	1537	1941	2103	222	250	512	285	229	355	2111	1708	1827	825	0	0	0
Pced1a	927.0	1537	1941	2103	222	250	512	285	229	355	2111	1708	1827	825	0	0	0
Isca1	926.933333	1268	1741	2084	460	537	936	616	491	908	2453	892	1095	423	0	0	0
Cox17	926.066667	1277	1869	2051	508	551	761	454	254	568	2111	1208	1405	874	0	0	0
BC052040	925.733333	1680	1875	1909	342	407	390	171	129	421	2655	1349	1494	1064	0	0	0
Ccdc86	925.133333	752	1567	1687	891	924	1341	1192	586	1383	1518	858	822	356	0	0	0
Tyw1	923.466667	1224	1338	1407	941	977	1329	840	616	1159	1651	958	1001	411	0	0	0
Sbds	923.466667	1224	1338	1407	941	977	1329	840	616	1159	1651	958	1001	411	0	0	0
Tgds	922.933333	1204	2459	2536	348	447	426	241	137	439	2382	1088	1461	676	0	0	0
Gpr180	922.933333	1204	2459	2536	348	447	426	241	137	439	2382	1088	1461	676	0	0	0
Aaas	922.866667	931	2077	2403	314	271	541	334	254	366	2390	1933	1741	288	0	0	0
Ubl5	922.6	1573	1839	2178	257	292	320	157	0	233	2467	2021	1757	745	0	0	0
Fbxl12	922.6	1573	1839	2178	257	292	320	157	0	233	2467	2021	1757	745	0	0	0
Zzef1	921.333333	1100	1813	2255	376	386	942	469	296	565	1989	1399	1751	479	0	0	0
D8Ertd738e	921.333333	1494	1806	2038	268	515	716	332	111	421	2620	1244	1676	579	0	0	0
Cyb5d2	921.333333	1100	1813	2255	376	386	942	469	296	565	1989	1399	1751	479	0	0	0
Pgam1	920.333333	272	506	611	1482	2255	2318	1561	1096	2315	591	311	351	136	0	0	0
Slx4	919.866667	263	1543	1718	872	1295	1551	977	706	1693	1468	710	815	187	0	0	0
Aopep	918.933333	880	1736	2289	509	633	1022	788	349	707	1783	1205	1386	497	0	0	0
Kdm5c	918.8	650	943	1053	1060	1201	1651	1057	724	1461	1520	1114	1012	336	0	0	0
Riok1	918.0	899	1663	1854	747	876	1145	727	496	823	2061	1181	1044	254	0	0	0
Cage1	918.0	899	1663	1854	747	876	1145	727	496	823	2061	1181	1044	254	0	0	0
Dhx8	916.933333	1039	1889	2168	615	797	994	520	211	788	1822	918	1276	717	0	0	0
Ebna1bp2	916.733333	1218	2373	2478	176	392	293	176	0	357	2764	1266	1611	647	0	0	0
Cfap57	916.733333	1218	2373	2478	176	392	293	176	0	357	2764	1266	1611	647	0	0	0
Sdf4	916.066667	1475	2151	2044	274	384	439	262	119	572	1691	1527	1735	1068	0	0	0
B3galt6	916.066667	1475	2151	2044	274	384	439	262	119	572	1691	1527	1735	1068	0	0	0
Taf7	915.8	980	2026	2164	348	486	730	573	277	764	2703	981	1219	486	0	0	0
Ciao2b	914.8	730	2185	2411	282	257	379	210	116	432	2671	1779	1954	316	0	0	0
Fancd2	914.266667	662	1906	1979	615	605	1176	718	331	548	1681	1298	1731	464	0	0	0
Emc3	914.266667	662	1906	1979	615	605	1176	718	331	548	1681	1298	1731	464	0	0	0
Ndel1	914.0	139	532	746	1171	1335	1813	1307	726	1828	571	1774	1768	0	0	0	0
Josd2	913.533333	1133	2138	2453	153	229	302	187	0	255	2798	1559	1801	695	0	0	0
Aspdh	913.533333	1133	2138	2453	153	229	302	187	0	255	2798	1559	1801	695	0	0	0
Txnip	913.466667	615	899	1382	985	1074	1364	881	664	1493	1356	1419	1203	367	0	0	0
Tmbim4	913.466667	530	2520	2512	167	183	207	126	0	162	3034	1734	2282	245	0	0	0
Pex12	911.933333	1272	1853	2055	372	395	921	304	182	514	2142	1619	1379	671	0	0	0
Ap2b1	911.933333	1272	1853	2055	372	395	921	304	182	514	2142	1619	1379	671	0	0	0
U2surp	911.0	788	1887	2216	535	804	993	752	229	734	1276	1513	1446	492	0	0	0
Cct4	910.533333	572	2107	2179	561	621	1157	666	288	810	1679	1179	1513	326	0	0	0
Med17	910.466667	352	1273	1679	810	1121	1018	809	537	1332	1400	1508	1641	177	0	0	0
Mycbp	908.533333	866	1529	2062	695	1059	1209	704	441	1030	1587	966	1100	380	0	0	0
Thap1	908.333333	1473	2010	2214	94	179	291	183	0	257	2914	1500	1566	944	0	0	0
Dars2	907.933333	848	1679	1721	580	597	1084	670	310	776	1854	1761	1490	249	0	0	0
Ptgr2	907.333333	581	1769	1835	788	1048	1355	825	547	1148	1548	809	998	359	0	0	0
Wdr3	906.733333	796	1978	2274	310	453	731	438	159	396	2159	1708	1876	323	0	0	0
Sdhb	906.0	818	1928	1967	451	593	1031	817	215	1004	2124	1097	1288	257	0	0	0
Zfp809	905.866667	1500	1985	2141	289	254	555	241	0	274	1560	2158	1975	656	0	0	0
Zfp330	905.4	1486	1889	2220	320	404	572	328	139	421	2354	1205	1551	692	0	0	0
Rbck1	905.066667	1473	2027	2118	158	248	549	262	98	322	2819	1335	1440	727	0	0	0
Ercc3	904.4	1156	1955	2072	247	645	525	335	139	525	2446	1355	1608	558	0	0	0
Pik3ca	903.733333	802	1989	2080	448	614	1105	525	324	1067	1579	1278	1456	289	0	0	0
Tyk2	902.333333	915	2020	2024	280	353	508	361	0	415	2556	2102	1674	327	0	0	0
Cstf3	901.933333	1295	1939	1904	501	598	912	691	288	869	1714	1167	977	674	0	0	0
Cep128	901.466667	660	2360	2527	212	222	447	225	0	291	2345	1791	1947	495	0	0	0
Abhd18	901.466667	938	1467	1665	781	809	1347	1031	494	1098	1821	923	854	294	0	0	0
Pts	901.4	1118	1771	2151	250	679	856	654	204	580	2130	1097	1427	604	0	0	0
Tnrc6b	901.133333	1265	2141	2145	195	69	422	275	0	431	2259	1594	1792	929	0	0	0
Arhgef7	901.133333	1086	2092	2261	291	422	824	548	305	545	2262	1202	1403	276	0	0	0
Trmt5	901.066667	570	2118	2597	340	510	971	514	111	537	1895	1473	1701	179	0	0	0
Slc38a6	901.066667	570	2118	2597	340	510	971	514	111	537	1895	1473	1701	179	0	0	0
Riok2	900.333333	1290	1905	1892	285	438	760	269	198	550	2683	971	1511	753	0	0	0
Tent2	899.066667	628	1550	2018	720	732	1316	840	530	1040	1589	1000	1310	213	0	0	0
Prdm4	898.533333	1095	2020	2179	392	512	719	478	279	630	2381	1264	1146	383	0	0	0
Cox8a	897.866667	369	1980	2308	489	797	1144	768	278	817	1467	1418	1360	273	0	0	0
Gxylt1	897.666667	924	1980	1783	351	667	794	640	186	820	2075	1369	1340	536	0	0	0
Dnajc13	897.4	944	1676	1783	579	866	1210	749	358	994	2057	1004	925	316	0	0	0
Kctd13	897.266667	561	1523	1771	739	1132	1310	1028	415	1061	1191	1295	1197	236	0	0	0
Esco2	895.866667	1340	2109	2040	174	365	534	291	0	238	2400	1638	1633	676	0	0	0
Ccdc25	895.866667	1340	2109	2040	174	365	534	291	0	238	2400	1638	1633	676	0	0	0
Lonp2	895.0	1170	1584	1838	602	898	1117	589	317	1010	1798	1256	913	333	0	0	0
Zfand3	894.733333	674	2181	2420	441	373	798	409	146	484	2194	1341	1629	331	0	0	0
Zfp51	893.6	1272	2095	1943	266	425	663	236	157	246	2805	1206	1363	727	0	0	0
Ccdc181	893.2	1170	1886	2295	390	310	709	240	221	599	2112	1424	1435	607	0	0	0
Zpr1	892.533333	1325	1883	2434	250	446	394	258	152	467	2463	1449	1458	409	0	0	0
Apoa5	892.533333	1325	1883	2434	250	446	394	258	152	467	2463	1449	1458	409	0	0	0
Elac2	892.4	687	2266	2304	256	327	751	358	176	447	2010	1631	1882	291	0	0	0
C9orf72	892.4	1141	1812	1994	273	559	392	340	221	542	2538	1381	1646	547	0	0	0
Ap1s2	891.533333	696	2120	1882	225	462	751	423	219	648	2222	1771	1698	256	0	0	0
Elf2	891.266667	1316	1891	1889	243	292	729	345	125	437	2307	1428	1609	758	0	0	0
Opa1	890.666667	407	2290	2578	489	522	881	487	393	708	1489	1173	1716	227	0	0	0
Ppil1	890.4	489	2292	2354	349	454	750	394	217	713	1901	1670	1605	168	0	0	0
BC004004	890.4	489	2292	2354	349	454	750	394	217	713	1901	1670	1605	168	0	0	0
Cyb5r4	890.333333	910	1789	1933	736	658	1169	644	323	863	1661	1007	1111	551	0	0	0
Tmx1	890.066667	540	1191	1383	927	1189	1644	1063	548	1553	1705	643	748	217	0	0	0
Oard1	888.866667	1331	1657	1749	577	655	811	641	405	851	1707	960	1213	776	0	0	0
Nfya	888.866667	1331	1657	1749	577	655	811	641	405	851	1707	960	1213	776	0	0	0
Kif14	888.533333	1212	1895	2279	247	312	583	526	0	554	2877	973	1332	538	0	0	0
Arhgdia	888.533333	685	2174	2232	377	530	553	627	314	760	1697	1590	1578	211	0	0	0
Nfkbil1	887.533333	574	1354	1747	582	745	1600	637	302	968	1781	1233	1455	335	0	0	0
Lrrc8a	886.533333	752	1623	2059	491	519	985	668	208	756	1998	1515	1525	199	0	0	0
Orc4	886.466667	1163	1335	1591	810	786	1559	1043	647	1249	1284	823	682	325	0	0	0
Mbd5	886.466667	1163	1335	1591	810	786	1559	1043	647	1249	1284	823	682	325	0	0	0
Sprtn	886.133333	246	1680	1866	720	817	1090	822	487	1434	1629	1151	1350	0	0	0	0
Mff	886.133333	931	2019	2433	516	466	674	347	446	636	1447	1351	1559	467	0	0	0
Exoc8	886.133333	246	1680	1866	720	817	1090	822	487	1434	1629	1151	1350	0	0	0	0
Zc3h13	885.6	970	1763	1927	370	630	1064	638	169	795	2042	1327	1270	319	0	0	0
Edem3	885.0	1592	2016	1887	275	320	336	216	87	412	2559	1347	1413	815	0	0	0
Zfp189	884.866667	1408	2149	2351	0	106	168	137	0	131	2684	1665	1909	469	0	96	0
Mrpl50	884.866667	1408	2149	2351	0	106	168	137	0	131	2684	1665	1909	469	0	96	0
Ddx39b	884.733333	1111	1611	1706	515	745	980	612	324	968	2180	876	1313	330	0	0	0
Mtmr6	884.533333	635	1961	1998	627	636	1055	634	386	857	1410	1373	1478	218	0	0	0
Gtf2e2	884.4	1044	1807	2007	463	773	797	661	216	1142	2147	778	1104	327	0	0	0
Gcc1	884.2	1032	1560	1642	528	433	1236	665	319	833	2280	922	1211	602	0	0	0
Arf5	884.2	1032	1560	1642	528	433	1236	665	319	833	2280	922	1211	602	0	0	0
Zfp748	883.333333	1469	2088	2138	214	198	433	126	0	162	3019	1209	1290	904	0	0	0
Pdcd7	883.066667	952	1897	2065	272	380	748	269	271	542	2135	1341	1936	438	0	0	0
Cirbp	882.8	1534	1905	1782	278	275	734	317	257	336	1934	1182	1704	1004	0	0	0
Tbccd1	882.266667	926	2284	2434	325	489	804	257	286	643	1720	1352	1272	442	0	0	0
Tax1bp1	882.266667	526	1520	1550	1086	925	1668	1000	530	1100	2015	460	689	165	0	0	0
Dnajb11	882.266667	926	2284	2434	325	489	804	257	286	643	1720	1352	1272	442	0	0	0
Clptm1l	881.666667	487	1844	2042	727	1015	1214	735	412	1225	1857	776	891	0	0	0	0
Rpl38	881.2	1223	2396	2500	191	178	143	255	0	116	2054	1826	1854	482	0	0	0
Cant1	880.466667	791	1779	1968	342	518	832	440	216	893	2225	1411	1491	301	0	0	0
Ccnt1	879.933333	282	1481	1808	700	936	1627	945	468	1383	747	1490	1332	0	0	0	0
4930415O20Rik	879.933333	282	1481	1808	700	936	1627	945	468	1383	747	1490	1332	0	0	0	0
Mul1	879.4	983	1878	2191	558	440	786	452	232	673	2578	933	1014	473	0	0	0
Faap24	879.333333	1211	2375	2392	122	154	0	0	0	159	2786	1677	1749	565	0	0	0
Ercc6l2	878.0	730	2060	2066	452	841	1098	836	200	684	1746	1206	947	304	0	0	0
Urm1	877.533333	688	1862	2034	421	814	951	339	238	802	1921	1240	1376	477	0	0	0
4833420G17Rik	877.4	1269	2171	2345	219	278	301	194	120	389	2423	1249	1438	765	0	0	0
Uba6	877.0	843	1773	1890	645	938	1219	1047	280	933	1251	961	1083	292	0	0	0
Prkab1	876.6	630	1553	1749	734	829	1603	1003	372	1023	1916	543	856	338	0	0	0
Synj1	876.133333	526	2473	2566	235	367	350	256	205	332	2209	1727	1704	192	0	0	0
Mark2	875.933333	1589	1607	1932	355	547	787	403	188	771	2292	921	950	797	0	0	0
Pcnx3	875.666667	1352	1680	1692	717	680	806	653	285	905	1509	1017	1119	720	0	0	0
Map3k11	875.666667	1352	1680	1692	717	680	806	653	285	905	1509	1017	1119	720	0	0	0
Sf3b6	875.533333	1249	1749	1876	271	597	714	485	179	597	2104	1365	1429	518	0	0	0
Uggt1	875.466667	931	1662	2119	420	530	887	507	210	704	1957	1280	1556	369	0	0	0
Grpel2	875.466667	772	1710	1807	439	609	852	477	323	922	2399	1189	1322	311	0	0	0
Polq	875.0	1040	2515	2631	0	160	0	0	0	194	2473	1786	1938	388	0	0	0
Nop14	874.4	959	1590	1962	328	568	635	465	144	585	2091	1521	1796	363	0	109	0
Grk4	874.4	959	1590	1962	328	568	635	465	144	585	2091	1521	1796	363	0	109	0
Nolc1	873.733333	435	1000	1166	1110	1247	2032	1309	605	1550	928	780	756	188	0	0	0
Usp36	873.466667	406	1349	1313	786	1130	1898	1279	567	1451	1119	1001	648	155	0	0	0
Rpl35	872.333333	880	1456	1577	604	616	949	724	430	775	2028	1412	1214	420	0	0	0
Arpc5l	872.333333	880	1456	1577	604	616	949	724	430	775	2028	1412	1214	420	0	0	0
Stk19	871.2	796	1934	2292	281	580	736	542	233	479	1702	1351	1711	431	0	0	0
Dxo	871.2	796	1934	2292	281	580	736	542	233	479	1702	1351	1711	431	0	0	0
Polr3b	870.533333	875	2097	2392	290	403	454	276	120	310	2113	1638	1687	403	0	0	0
Tmem208	870.4	1101	1603	1731	382	572	1076	598	179	734	2520	844	1346	370	0	0	0
Lrrc29	870.4	1101	1603	1731	382	572	1076	598	179	734	2520	844	1346	370	0	0	0
Ubl7	869.933333	1223	2214	2414	109	215	159	0	0	162	2334	1967	1845	407	0	0	0
Zfyve27	868.733333	332	1316	1654	646	730	1535	1085	440	1254	1294	1154	1340	251	0	0	0
Arid3b	868.666667	843	1898	2092	443	751	924	660	210	773	1343	1160	1723	210	0	0	0
Vps8	867.933333	1018	1754	1957	457	549	873	804	211	900	1934	1253	964	345	0	0	0
Naa60	867.133333	1109	1703	2382	309	469	685	413	182	510	2034	1185	1548	478	0	0	0
Oxnad1	866.466667	370	1630	1763	513	737	1259	602	413	904	1908	1052	1325	521	0	0	0
Dph3	866.466667	370	1630	1763	513	737	1259	602	413	904	1908	1052	1325	521	0	0	0
Tmem39a	866.333333	724	1892	1989	628	842	1001	776	365	1000	1368	1070	936	404	0	0	0
Pex16	866.333333	808	1515	1922	519	480	965	525	273	781	1938	1354	1472	443	0	0	0
Large2	866.333333	808	1515	1922	519	480	965	525	273	781	1938	1354	1472	443	0	0	0
Tmem222	866.0	726	1477	1928	585	846	1296	590	561	1226	1703	865	695	492	0	0	0
Elmod2	865.8	1274	2129	2382	226	243	348	278	84	344	2601	1127	1544	407	0	0	0
Mak16	865.733333	817	2045	2014	390	634	728	456	265	558	2377	1225	1109	368	0	0	0
Zfp668	865.133333	758	2189	2227	229	210	439	268	149	375	2205	1825	1852	251	0	0	0
Zfp646	865.133333	758	2189	2227	229	210	439	268	149	375	2205	1825	1852	251	0	0	0
Rb1cc1	865.0	1089	2285	2446	224	259	322	194	0	289	2328	1440	1642	457	0	0	0
Mfsd5	863.066667	972	1760	1847	482	810	767	625	367	781	1592	1359	1238	346	0	0	0
Tmed3	862.6	878	1839	1951	696	537	854	642	370	861	1936	1065	996	314	0	0	0
Sart1	862.133333	721	1798	1972	697	645	1025	724	312	1032	1342	1074	1292	298	0	0	0
Cep295	862.133333	645	1084	1445	934	851	1894	1095	578	1253	1099	967	917	170	0	0	0
Llph	861.466667	785	2058	2351	197	276	425	159	0	317	2473	1580	1821	480	0	0	0
Atp6v1c1	860.466667	790	1850	2066	525	562	962	821	327	794	1137	1340	1346	387	0	0	0
Ddx52	860.0	830	2056	2504	211	423	346	292	149	291	2033	1495	1836	434	0	0	0
Bcl7b	859.866667	940	1757	1635	529	594	949	668	283	979	2361	836	954	413	0	0	0
Gosr2	859.733333	1067	1671	1953	437	566	556	444	251	616	1832	1131	1725	647	0	0	0
Sec24c	859.666667	1262	1642	1742	415	480	823	480	312	741	2403	919	1141	535	0	0	0
Nat10	859.266667	474	847	996	1263	1463	2087	1316	841	1660	697	527	433	285	0	0	0
Kxd1	858.4	1166	1561	1808	385	439	902	550	328	570	1954	1233	1224	756	0	0	0
Fkbp8	858.4	1166	1561	1808	385	439	902	550	328	570	1954	1233	1224	756	0	0	0
Polr2j	858.266667	827	1494	1808	448	1014	1086	636	226	745	1674	1238	1328	350	0	0	0
Trmt112	858.2	676	1262	1501	877	893	1360	947	487	1146	1717	753	1002	252	0	0	0
Prdx5	858.2	676	1262	1501	877	893	1360	947	487	1146	1717	753	1002	252	0	0	0
Mtpn	858.133333	884	1479	1905	611	922	1088	699	461	988	1589	807	1123	316	0	0	0
Tbk1	857.6	812	1812	2040	451	633	948	563	348	1274	1304	1149	1328	202	0	0	0
Zfp622	857.266667	992	1794	1950	401	495	1048	547	204	846	1465	1487	1230	400	0	0	0
Wdr53	857.266667	708	2190	2307	285	680	826	468	261	722	1957	1154	1118	183	0	0	0
Fbxo45	857.266667	708	2190	2307	285	680	826	468	261	722	1957	1154	1118	183	0	0	0
Pofut2	857.133333	821	1453	1795	522	634	998	769	172	895	2327	810	1363	298	0	0	0
Zfp787	856.6	1044	1936	2133	435	448	588	355	307	579	2093	1215	1321	395	0	0	0
Canx	856.533333	784	1932	2138	320	364	885	411	169	597	2338	1220	1365	325	0	0	0
Bloc1s4	856.066667	903	1842	2091	336	469	703	386	198	419	1755	1671	1614	454	0	0	0
Msra	855.933333	738	1662	2033	633	851	996	523	380	926	1156	1165	1568	208	0	0	0
Polrmt	855.866667	872	2298	2277	185	302	409	261	155	441	2049	1690	1532	367	0	0	0
Ndufa10	855.666667	654	1191	1488	765	927	1065	893	457	1101	1485	1267	1313	229	0	0	0
Eaf2	855.666667	1162	1998	2073	282	497	492	387	120	514	2140	1307	1242	621	0	0	0
Otulin	855.466667	649	1786	2081	615	609	1078	638	227	852	1422	1441	1434	0	0	0	0
Pcx	855.0	1101	1722	1681	399	619	876	473	279	738	1838	1264	1193	642	0	0	0
Rgl1	854.6	764	1079	1225	1014	1162	1765	1181	585	1518	1220	671	440	195	0	0	0
Arpc5	854.6	764	1079	1225	1014	1162	1765	1181	585	1518	1220	671	440	195	0	0	0
Senp2	854.2	943	1875	1973	630	717	1020	653	451	975	1450	899	992	235	0	0	0
Clpp	853.533333	1235	1859	2415	161	251	235	92	0	251	2231	1699	1648	726	0	0	0
Prelid3b	853.466667	1005	1636	1621	716	701	1118	640	338	1094	1869	908	794	362	0	0	0
Ilrun	853.266667	947	1221	1484	856	795	1467	944	718	1397	890	1098	708	274	0	0	0
Asb1	852.866667	588	1758	1974	437	837	1018	499	263	735	2355	1082	1043	204	0	0	0
H3c6	851.8	1428	2097	1920	311	261	463	202	225	346	2130	1267	1089	1038	0	0	0
Pitpnb	851.666667	146	500	668	1327	1787	2384	1880	1122	2109	409	240	203	0	0	0	0
Twf1	851.533333	1122	1846	2493	360	329	356	243	0	372	1628	1649	1951	424	0	0	0
Surf6	849.4	1055	1418	1905	570	662	1165	569	249	865	1549	1107	1209	418	0	0	0
Mfsd8	848.733333	951	1290	1465	665	1045	1340	830	420	1084	1679	838	915	209	0	0	0
Abhd11	847.733333	526	694	670	1313	1194	2098	1285	1199	1771	979	295	315	377	0	0	0
