Target_genes	Ctnnb1|Average	SRX3720913|Branchial_arch	SRX3720914|Branchial_arch	SRX11540052|EpiLC	SRX11540053|EpiLC	SRX11540054|EpiLC	SRX11540064|EpiLC	SRX11540065|EpiLC	SRX11540066|EpiLC	SRX11540076|EpiLC	SRX11540077|EpiLC	SRX11540078|EpiLC	SRX9641176|EpiLC	SRX9641177|EpiLC	SRX9641178|EpiLC	SRX9641179|EpiLC	SRX9641180|EpiLC	SRX9641181|EpiLC	SRX9641208|EpiLC	SRX9641209|EpiLC	SRX9641210|EpiLC	SRX9101842|ES_cells	SRX9101843|ES_cells	SRX9101868|ES_cells	SRX9101869|ES_cells	SRX9101878|ES_cells	SRX9101879|ES_cells	SRX9641160|ES_cells	SRX9641161|ES_cells	SRX9641162|ES_cells	SRX25842405|Forelimb	SRX25842406|Forelimb	SRX25842411|Forelimb	SRX25842412|Forelimb	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX9986622|Liver	SRX9986624|Liver	SRX9986626|Liver	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX172938|Nephron_progenitor	SRX172939|Nephron_progenitor	SRX5825950|Nephron_progenitor	SRX5825951|Nephron_progenitor	SRX5825972|Nephron_progenitor	SRX5825973|Nephron_progenitor	SRX5825994|Nephron_progenitor	SRX5825995|Nephron_progenitor	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Akr1c13	151.451613	0	0	154	246	190	580	684	927	648	182	521	627	167	1302	0	0	151	1011	747	826	0	0	0	0	0	0	170	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pef1	151.016129	0	0	682	479	421	551	0	0	219	0	0	0	421	738	323	876	380	568	342	444	0	0	0	0	0	0	1493	452	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a4	149.032258	0	0	264	0	689	256	249	670	219	200	348	566	239	1073	0	0	138	593	664	371	0	0	0	0	0	0	840	220	565	0	0	0	0	0	0	0	0	0	76	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0
Hoxb3	148.629032	0	0	281	341	526	0	0	0	606	0	271	0	0	0	0	0	0	843	339	293	141	0	0	0	0	0	461	0	0	642	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	437	247	75	647	497	796	663	0	0	0
C4bp	148.209677	0	0	184	150	271	657	413	796	392	163	411	528	182	799	0	0	0	1178	763	1207	0	0	0	0	0	0	438	0	166	0	137	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030468B19Rik	146.967742	0	0	420	291	800	571	582	824	478	0	492	196	145	725	132	0	0	978	944	861	0	0	0	0	0	0	415	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd1	145.241935	0	0	696	823	448	416	457	365	840	220	364	0	0	442	152	247	270	1048	628	368	239	119	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	74	114	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	226	0	0	0
Hand1	145.193548	0	0	171	187	624	559	370	627	479	0	386	235	0	388	0	0	0	946	637	975	139	0	0	0	0	0	137	0	0	1119	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem59l	142.66129	0	0	476	325	360	252	279	373	262	0	173	621	242	956	124	112	0	1042	693	519	0	0	0	0	0	0	224	0	0	544	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	100	0	0	0	169	181	0	0	0	0
Crlf1	142.66129	0	0	476	325	360	252	279	373	262	0	173	621	242	956	124	112	0	1042	693	519	0	0	0	0	0	0	224	0	0	544	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	100	0	0	0	169	181	0	0	0	0
Ifitm1	142.370968	0	0	680	531	829	315	298	249	715	99	399	459	338	901	238	351	252	854	355	303	0	0	0	0	0	0	433	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp11	142.322581	0	0	384	377	544	417	473	591	356	0	154	278	284	636	337	639	234	453	280	96	300	283	0	0	0	0	610	289	507	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp31	141.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	135	147	2471	242	3163	1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb1	141.241935	0	0	396	212	598	825	731	1087	688	157	377	112	0	327	0	0	0	1248	936	783	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp428	140.870968	0	0	483	309	527	227	300	362	210	0	253	488	445	884	442	615	201	406	431	155	324	428	0	0	0	0	589	188	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle2	140.870968	0	0	680	938	373	555	407	264	691	137	199	117	0	262	0	0	0	952	489	561	0	0	0	0	0	0	336	0	0	791	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd3	140.096774	0	0	457	221	440	350	337	356	369	0	201	137	261	430	198	304	210	567	347	281	708	277	0	0	0	0	1085	267	665	0	0	0	0	0	0	0	0	145	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb5	138.66129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	428	3312	1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avpr1b	138.435484	0	0	0	0	0	915	609	1193	550	314	424	321	0	949	0	0	0	1249	1031	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r1	136.806452	0	0	509	568	510	497	733	328	604	0	289	0	0	219	178	420	166	637	313	220	183	0	0	0	0	0	1234	248	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slmap	136.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	219	165	3331	333	2766	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vrtn	134.129032	0	0	622	680	645	411	482	190	446	0	408	168	141	645	184	133	73	684	417	346	0	0	0	0	0	0	887	186	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc1	134.096774	0	0	160	237	410	383	274	411	409	0	220	491	191	629	135	212	0	847	497	724	321	366	0	0	0	0	507	0	198	118	166	0	0	0	0	0	124	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soat1	133.903226	0	0	664	746	424	327	427	301	429	0	320	277	223	592	400	646	373	731	303	299	201	252	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Id3	133.725806	0	0	427	308	375	211	214	190	202	0	0	235	0	497	217	501	348	375	238	166	126	174	0	0	0	0	1484	371	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epp13	133.677419	0	0	608	241	420	309	355	346	308	0	176	171	257	574	316	591	282	547	346	317	0	0	0	0	0	0	1098	294	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst15	132.677419	0	0	428	355	446	331	487	288	480	0	166	386	277	957	316	737	447	498	476	479	106	110	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodal	131.258065	0	0	648	573	633	270	290	291	404	0	289	0	163	456	225	117	0	620	321	278	386	435	0	0	0	0	956	167	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnas	130.435484	0	0	0	0	147	735	699	931	446	0	568	186	0	590	140	130	97	1006	716	746	161	199	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	151	174	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspn	130.419355	276	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	378	308	289	140	215	0	0	0	0	0	198	337	174	0	0	120	0	0	0	615	441	661	475	117	0	108	0	0	0	146	0	431	419	455	357	195	165	251	298	0	0	0
Wnt5b	130.080645	0	0	366	180	494	330	129	404	299	0	185	416	328	536	245	383	215	883	475	261	257	123	0	0	0	0	758	130	472	0	0	0	0	0	0	0	0	0	107	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4	129.903226	0	0	646	595	505	301	461	187	641	0	248	290	0	399	262	208	235	767	313	208	108	121	0	0	0	0	1026	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa4	129.354839	0	0	478	321	742	0	0	0	635	0	477	0	0	0	0	0	0	1358	344	320	155	0	0	0	0	0	670	0	107	279	403	0	0	0	0	0	0	105	229	111	0	0	524	0	0	0	0	0	0	0	0	0	285	136	0	0	147	194	0	0	0	0	0
Tmem145	128.5	0	0	767	652	793	473	413	239	471	89	199	450	251	1155	86	0	0	802	675	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr19	128.5	0	0	767	652	793	473	413	239	471	89	199	450	251	1155	86	0	0	802	675	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcat1	127.129032	0	0	584	489	468	546	471	288	286	0	261	243	0	283	318	331	343	217	203	0	102	239	0	0	0	0	691	281	701	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	169	0	0	0	0	118	0	126	0	0	0
Tbc1d12	127.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	264	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	170	132	291	0	4254	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15319	125.645161	0	0	1288	672	1324	751	465	680	711	205	625	0	0	0	0	0	0	406	254	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53b	125.419355	0	0	268	151	268	764	542	531	482	184	333	342	0	857	0	115	162	505	337	563	135	78	0	0	0	0	413	0	280	209	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp672	124.66129	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	90	89	91	569	628	0	0	0	0	483	0	281	184	0	0	0	0	0	0	0	0	0	0	1878	136	2225	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna9	123.693548	0	0	1154	651	1054	535	591	246	761	197	374	0	0	409	0	0	0	819	414	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr576	123.306452	0	0	490	480	613	545	331	439	572	0	129	180	521	766	310	380	143	866	374	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfa	122.048387	0	0	392	299	247	213	233	91	0	0	0	81	0	534	317	755	312	190	107	0	0	0	0	0	0	0	1435	316	1240	0	0	0	0	0	0	0	0	0	69	0	0	0	608	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahdc1	121.854839	0	0	548	558	466	460	559	607	506	0	288	212	0	239	0	0	0	705	277	463	244	129	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	102	107	85	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	239	154	0	0	0
Plcg2	119.919355	0	0	414	337	245	253	292	290	384	0	282	201	129	470	294	295	220	491	290	446	151	232	0	0	0	0	812	222	600	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf19	119.322581	0	0	179	154	233	222	178	477	183	0	205	266	180	621	0	186	110	565	407	428	0	0	0	0	0	0	451	0	437	426	406	0	0	0	0	0	223	0	0	0	0	0	530	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	118.919355	0	0	261	183	272	166	187	224	145	0	0	391	257	478	151	280	137	485	480	395	165	100	0	0	0	0	295	0	312	455	630	0	0	0	0	0	159	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	98	161	62	169	0	0	0
Bcs1l	118.919355	0	0	261	183	272	166	187	224	145	0	0	391	257	478	151	280	137	485	480	395	165	100	0	0	0	0	295	0	312	455	630	0	0	0	0	0	159	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	98	161	62	169	0	0	0
Hoxb13	118.080645	0	0	128	181	293	603	446	460	349	0	170	239	0	748	0	0	0	734	468	722	244	0	0	0	0	0	870	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cradd	117.903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2995	285	2695	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	116.822581	0	0	327	277	609	476	289	301	562	0	166	152	182	465	179	201	0	825	368	599	176	122	0	0	0	0	263	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	399	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
Ormdl3	116.467742	0	0	361	200	305	232	109	321	313	0	369	236	120	415	0	0	0	755	634	568	182	214	0	0	0	0	399	0	235	464	391	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal7	116.403226	0	0	147	0	260	309	181	615	424	129	443	389	230	802	103	0	0	642	661	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpgs1	116.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3282	409	2571	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madcam1	116.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3282	409	2571	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp21	116.145161	0	0	0	0	0	731	400	681	508	405	422	261	0	643	0	0	0	1081	891	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim1	115.83871	0	0	239	214	188	83	0	0	149	0	168	180	94	259	130	0	0	346	282	269	491	451	0	0	0	0	367	0	225	165	214	0	0	0	0	0	0	95	135	129	123	0	1327	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	245	0	0	0
Set	115.580645	0	0	371	306	291	293	208	164	411	0	138	214	195	531	82	119	89	742	420	364	263	438	0	0	0	0	424	0	198	105	146	0	0	0	0	0	0	229	195	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl1	115.306452	0	0	550	486	450	446	412	310	420	0	283	144	0	381	0	0	0	295	250	146	191	161	0	0	0	0	724	166	575	0	0	0	0	0	0	0	0	241	285	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp2	115.225806	0	0	212	192	291	193	117	216	0	0	0	179	187	856	157	252	0	0	145	0	108	113	0	0	0	0	1755	672	1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gja1	115.209677	0	0	535	441	0	311	580	216	380	0	0	0	175	130	480	789	369	295	106	0	0	127	0	0	0	0	1352	269	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp9	114.290323	0	0	704	575	477	502	469	177	488	0	331	98	0	578	211	0	192	1155	388	506	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep55	114.096774	0	0	470	251	485	200	148	0	185	0	163	139	113	545	130	126	83	485	268	274	479	516	0	0	0	0	879	278	562	136	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp532	113.677419	0	0	0	0	0	0	0	123	103	0	0	114	0	364	330	848	187	95	0	0	155	175	0	0	0	0	733	311	502	0	0	0	0	0	0	0	0	210	292	204	140	0	1867	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou5f1	113.048387	0	0	332	396	290	239	322	139	399	0	230	310	144	728	290	330	380	484	360	163	0	0	0	0	0	0	779	86	369	0	0	0	0	0	0	0	0	125	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451
Spink10	112.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2391	265	2549	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo38	112.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2391	265	2549	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	112.693548	0	0	122	224	248	229	0	0	199	0	0	245	0	428	0	106	0	570	344	293	297	352	0	0	0	0	180	0	0	704	729	0	0	0	0	0	0	206	184	184	364	0	643	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	112.693548	0	0	122	224	248	229	0	0	199	0	0	245	0	428	0	106	0	570	344	293	297	352	0	0	0	0	180	0	0	704	729	0	0	0	0	0	0	206	184	184	364	0	643	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc15	112.451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2213	270	2704	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	112.354839	0	0	297	435	297	394	287	163	495	0	316	177	0	277	199	0	0	689	458	529	305	345	0	0	0	0	465	0	118	261	258	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napepld	112.096774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	872	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	445	1184	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfeb	111.903226	0	0	350	310	481	94	118	173	293	0	178	0	0	267	0	0	0	681	249	147	101	344	0	0	0	0	113	0	0	136	115	0	0	0	0	0	0	155	170	187	0	0	1660	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otop3	111.596774	0	0	527	324	1363	322	263	638	439	137	249	163	0	619	0	194	188	587	578	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osr2	110.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2956	3893	0
Gpr84	109.870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	203	218	0	0	0	0	0	0	129	0	108	210	0	4200	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Rai14	109.064516	0	0	593	285	951	191	171	271	228	0	203	184	0	909	236	147	246	355	314	0	164	177	0	0	0	0	451	137	397	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcrb1	108.564516	0	0	517	371	580	225	369	289	601	153	442	309	164	583	0	0	0	911	397	387	231	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pphln1	108.564516	0	0	517	371	580	225	369	289	601	153	442	309	164	583	0	0	0	911	397	387	231	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21119	108.258065	0	0	1222	688	1167	581	352	599	582	0	563	0	0	0	0	0	0	317	309	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	107.467742	0	0	0	0	0	608	471	673	358	143	326	403	170	805	0	0	0	765	542	567	170	226	0	0	0	0	287	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190007I07Rik	106.564516	0	0	181	145	356	329	0	159	195	0	0	89	332	464	217	304	0	602	365	367	176	143	0	0	0	0	552	0	296	396	351	0	0	0	0	0	190	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0
Prpsap1	104.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	507	0	0	0	0	324	0	313	0	0	0	0	0	0	0	0	0	0	0	2035	225	1780	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt3	103.387097	0	0	515	531	545	590	472	325	388	0	170	351	210	684	0	0	115	605	237	436	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-1	102.887097	0	0	520	403	423	315	193	277	338	0	69	207	155	760	0	0	122	737	724	483	94	0	0	0	0	0	183	0	0	0	157	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Slx4ip	102.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	446	2104	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkks	102.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	446	2104	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c2	102.016129	0	0	677	509	556	483	378	168	698	0	0	170	0	341	0	0	144	866	667	515	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx17	101.483871	0	0	296	214	362	136	139	184	201	0	135	140	111	382	0	0	168	483	403	391	183	114	0	0	0	0	428	0	0	0	96	0	0	0	0	0	435	0	0	0	111	0	553	314	0	0	0	0	0	0	0	0	0	115	0	0	0	0	98	100	0	0	0
Eif2b4	101.483871	0	0	296	214	362	136	139	184	201	0	135	140	111	382	0	0	168	483	403	391	183	114	0	0	0	0	428	0	0	0	96	0	0	0	0	0	435	0	0	0	111	0	553	314	0	0	0	0	0	0	0	0	0	115	0	0	0	0	98	100	0	0	0
Msx2	101.241935	0	0	434	453	223	277	99	247	275	0	151	196	0	238	0	0	0	1025	217	185	120	0	0	0	0	0	342	0	0	451	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	126	172	277	177	0	0	0
Asb8	100.806452	0	0	197	0	194	183	135	187	0	0	183	225	0	255	528	462	231	157	129	0	81	146	0	0	0	0	687	435	572	0	0	0	0	0	0	0	0	0	0	0	0	0	1061	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1151	100.677419	0	0	127	170	130	415	570	563	307	134	270	235	0	857	159	182	133	553	497	350	0	0	0	0	0	0	267	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pknox2	100.112903	0	0	176	0	352	0	0	0	159	0	0	0	0	0	0	0	0	329	0	0	109	120	0	0	0	0	0	0	0	733	632	0	0	0	0	0	0	0	0	0	153	0	2024	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	394	0	0	0
