Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Mesd	60.25	307	353	198	0	0	0	0	0	0	0	0	0	0	0	0	0	192	155	0	0	0
Baiap2	60.2	190	287	194	0	0	0	0	0	0	0	0	0	0	102	0	0	270	0	0	161	0
Fabp2	60.1	385	396	243	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Tspan4	59.7	316	309	98	0	0	0	0	0	0	0	0	231	0	0	0	0	118	0	0	122	0
Polr2l	59.7	316	309	98	0	0	0	0	0	0	0	0	231	0	0	0	0	118	0	0	122	0
Fcna	59.7	298	612	169	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F12	59.7	262	631	191	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
Tmem268	59.65	387	554	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4981	59.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	564	0
Dux	59.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	564	0
Ldha	59.25	414	546	106	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Naprt	59.2	621	416	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh6	59.2	621	416	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem144	59.15	0	165	0	0	0	0	0	0	0	0	159	0	0	0	0	0	492	0	0	367	0
Gm11213	59.1	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	241	539	0	0	245	0
Crls1	59.1	411	480	195	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
Cyp3a41b	59.0	583	420	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq10b	58.9	148	218	0	0	0	133	0	0	0	0	0	0	0	0	0	0	111	568	0	0	0
Ext1	58.75	422	559	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	58.65	264	357	155	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	122	0
Atp5b	58.5	338	390	133	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	124	0	0
Zfp458	57.95	360	478	0	143	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0
Rab3il1	57.85	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	375	0
Myh14	57.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0	0	489	0
Marchf6	57.85	350	623	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Best1	57.85	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	375	0
Ncoa4	57.8	210	250	0	0	0	0	0	108	0	0	464	0	0	0	0	0	124	0	0	0	0
Birc5	57.65	424	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Apoa1	57.6	188	198	0	168	141	137	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	57.45	232	618	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c17	57.25	155	165	0	191	0	226	0	0	0	0	0	0	142	129	0	0	137	0	0	0	0
H2bc15	57.1	122	133	0	138	0	0	0	0	0	0	0	163	232	176	0	0	178	0	0	0	0
H2ac15	57.1	122	133	0	138	0	0	0	0	0	0	0	163	232	176	0	0	178	0	0	0	0
Taar8a	57.0	323	525	155	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Pacsin2	56.85	306	462	149	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	98	0
Cct2	56.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	469	0
Usf3	56.65	330	477	169	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timd2	56.6	250	370	127	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	99	0	0
Rmdn2	56.5	337	258	153	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	174	0
Manea	56.45	409	442	0	119	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pipox	56.35	419	481	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St7	56.15	377	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Atp5g1	56.0	244	393	224	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	132	0	0
Sbk1	55.8	217	497	146	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	135	0
Retreg1	55.6	176	600	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl6b	55.6	424	496	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamp2	55.6	154	237	0	401	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1	55.55	296	294	0	159	0	142	0	0	0	0	0	0	138	82	0	0	0	0	0	0	0
Mtmr12	55.15	452	496	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinf2	55.0	508	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vgll4	54.8	370	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
S1pr2	54.75	290	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	148	0
Cfb	54.75	475	420	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs3	54.4	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	332	0
H4c2	54.15	78	96	0	123	0	152	0	0	0	0	0	124	274	236	0	0	0	0	0	0	0
Abca8b	53.95	318	442	208	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Adh4	53.85	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	323	0
Hdgf	53.7	325	605	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0
Aifm3	53.65	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	0	0	348	0
Npc2	53.55	387	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	135	0
Isca2	53.55	387	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	135	0
Alpl	53.35	344	365	127	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0
Cry1	52.95	309	414	128	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0
Socs3	52.8	331	473	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a3	52.8	447	304	136	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Pdcd4	52.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	449	0
Atad3a	52.4	222	532	144	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Lman1	52.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	368	0
Zfp740	52.15	281	450	213	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn1	51.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	435	0
C3	51.7	547	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0
H4c8	51.65	144	176	0	166	0	0	0	0	0	0	0	136	200	211	0	0	0	0	0	0	0
H3c8	51.65	144	176	0	166	0	0	0	0	0	0	0	136	200	211	0	0	0	0	0	0	0
H3c15	51.65	130	87	0	132	0	198	0	0	0	0	0	0	219	267	0	0	0	0	0	0	0
H3c14	51.65	130	87	0	132	0	198	0	0	0	0	0	0	219	267	0	0	0	0	0	0	0
H2ac19	51.65	130	87	0	132	0	198	0	0	0	0	0	0	219	267	0	0	0	0	0	0	0
H2ac18	51.65	130	87	0	132	0	198	0	0	0	0	0	0	219	267	0	0	0	0	0	0	0
H2ac10	51.65	144	176	0	166	0	0	0	0	0	0	0	136	200	211	0	0	0	0	0	0	0
Ankrd24	51.55	168	140	0	0	0	0	0	0	0	0	280	116	160	167	0	0	0	0	0	0	0
Dusp12	51.5	451	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0
Actb	51.5	120	101	0	113	0	387	0	0	0	0	103	0	117	89	0	0	0	0	0	0	0
Alb	51.45	152	130	0	183	0	222	178	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Nfil3	51.4	547	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camta1	51.4	294	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	105	158	0
Eef1aknmt	51.35	547	406	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddb2	51.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	285	0
Top2b	51.25	316	488	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctcfl	50.85	141	474	115	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0
Ccm2	50.8	295	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	170	0
Ttc9b	50.75	187	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	303	0
Ptp4a1	50.75	371	516	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a1	50.7	109	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	135	0
Id2	50.6	292	211	0	273	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511
Atxn1	50.45	96	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	202	0
Zbp1	50.05	329	571	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	49.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	402	0
Arap1	49.9	299	395	198	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0
F2	49.55	399	315	147	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
Map2k6	49.45	192	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	110	0
Zbtb39	49.35	520	270	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amfr	49.35	663	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Tmem169	49.15	500	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pecr	49.15	500	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h10	49.1	261	275	170	0	0	0	0	0	0	0	0	0	145	131	0	0	0	0	0	0	0
Rpl41	49.1	261	275	170	0	0	0	0	0	0	0	0	0	145	131	0	0	0	0	0	0	0
Spop	48.95	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	362	0
Aldob	48.9	213	188	0	192	0	151	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Id3	48.85	132	0	0	146	0	359	0	0	0	0	0	0	0	0	0	0	252	0	0	88	0
Fmo3	48.75	355	472	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm4	48.6	0	0	0	0	0	0	0	196	0	0	161	0	0	0	0	0	322	0	0	293	0
Slc30a10	48.55	134	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	374	0
Copg1	48.55	350	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Atg9b	48.5	356	474	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg8	48.5	328	426	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg5	48.5	328	426	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb8	48.5	356	474	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubcn	48.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	332	0
Dram1	48.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	340	0
Apoc3	48.2	114	198	0	168	141	137	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39l	48.1	214	407	163	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Cab39	48.1	274	310	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
H3c2	47.95	78	96	0	123	0	152	0	0	0	0	0	0	274	236	0	0	0	0	0	0	0
Grm8	47.95	325	444	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	47.9	417	323	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cept1	47.9	417	323	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm8	47.85	114	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	168	0
Foxa2	47.8	287	334	175	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
Ciz1	47.8	447	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Lipc	47.75	319	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	131	0
Hjurp	47.6	247	275	147	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	180	0
A730008H23Rik	47.6	247	275	147	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	180	0
Ambp	47.5	137	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	278	0
Mospd3	47.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	413	0
Tmem219	47.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	350	0
Kctd13	47.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	350	0
Slc26a9	47.35	384	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Apoe	47.3	128	171	0	171	0	335	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy10	47.1	266	341	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rhpn2	47.05	187	430	0	0	0	0	0	0	0	0	0	0	0	95	0	0	153	0	0	76	0
Ccdc182	47.05	241	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0
Whamm	46.95	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	209	0
Ralgds	46.9	180	348	126	0	0	0	0	0	0	0	114	0	0	0	0	0	170	0	0	0	0
Col18a1	46.9	190	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	168	0
Abhd17b	46.9	513	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
1110059E24Rik	46.9	513	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chn1	46.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	398	0
Sfi1	46.8	223	101	0	0	0	0	0	0	0	0	0	0	145	153	0	0	142	0	0	172	0
Col14a1	46.75	279	370	136	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Fgl1	46.7	298	311	122	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
G3bp1	46.6	114	384	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	107	0
H4c9	46.55	122	120	0	282	0	0	0	0	0	0	0	0	104	184	0	0	119	0	0	0	0
H2bc11	46.55	122	120	0	282	0	0	0	0	0	0	0	0	104	184	0	0	119	0	0	0	0
H2ac11	46.55	122	120	0	282	0	0	0	0	0	0	0	0	104	184	0	0	119	0	0	0	0
Brms1	46.55	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	213	0
Prom1	46.5	238	507	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd1d1	46.5	244	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	161	0
Tnk2	46.45	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	348	0
Slc38a4	46.45	333	178	0	262	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Litaf	46.4	285	489	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Albfm1	46.4	420	183	0	104	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Lin54	46.0	309	393	119	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Tmem87b	45.95	121	147	0	0	0	0	0	0	0	0	0	0	189	284	0	0	178	0	0	0	0
H4c1	45.85	78	96	0	123	0	152	0	0	0	0	0	124	158	186	0	0	0	0	0	0	0
Gm6812	45.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	350	0
Cyp4b1	45.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	457	0
Celf4	45.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	320	0
Ifna13	45.7	0	0	0	157	0	108	197	0	0	0	157	0	0	0	0	0	0	0	295	0	0
Lbp	45.6	312	328	135	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st4	45.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	304	0
Cd99l2	45.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	342	0
Ngdn	45.55	176	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	237	0	0
Nedd4l	45.45	176	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	161	0
Snx21	45.4	239	463	135	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
Surf2	45.1	289	275	186	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf1	45.1	289	275	186	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a4	45.05	107	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	195	0
Mat1a	45.05	203	300	142	119	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Gzmm	45.0	267	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Pik3ap1	44.95	337	253	145	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Nup153	44.95	128	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	422	0	0	201	0
Muc20	44.95	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	377	0	0	230	0
Tmem229a	44.9	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	272	0
Dgat2	44.9	216	143	0	240	0	171	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
H1f2	44.85	71	0	0	128	0	0	0	0	0	0	0	0	196	338	0	0	164	0	0	0	0
Kcnk4	44.7	293	344	172	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr137	44.7	293	344	172	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bad	44.7	293	344	172	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcne1	44.55	148	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	135	0
Cplane2	44.55	241	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Clta	44.5	253	481	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrpprc	44.4	188	198	0	0	0	0	0	0	0	0	0	299	0	0	0	0	203	0	0	0	0
Ttc39b	44.3	373	431	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0c	44.3	0	0	0	0	0	0	0	0	0	0	435	0	176	275	0	0	0	0	0	0	0
Olfml1	44.25	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	274	0
Tsc22d1	44.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	334	0
H3c6	44.2	0	0	0	0	0	0	0	0	0	0	0	0	366	381	0	0	137	0	0	0	0
Ugt1a1	44.1	247	449	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a	44.0	358	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Haao	43.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	340	0
Taar8c	43.9	250	491	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrad3	43.8	163	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	225	0
Aplp2	43.8	382	359	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aebp2	43.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	396	0
Rdm1	43.75	233	328	0	0	198	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Mrpl42	43.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	295	0
Tuba1b	43.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	354	0
P2ry14	43.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	335	0
Inpp5b	43.65	560	200	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	43.55	273	372	105	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Tspan2	43.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	351	0
Schip1	43.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	415	0
Tcf7l2	43.3	331	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a7	43.15	241	455	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faah	43.1	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	192	0
Pdia4	43.0	265	276	155	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Cyp2c54	43.0	409	315	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem108	42.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	323	0
Fmnl3	42.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	334	0
Fgf21	42.7	71	154	85	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	156	0
Ugcg	42.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	287	0
Pnpla6	42.65	196	382	138	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Morc1	42.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	259	0
Gabrr2	42.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	289	0
Chd3	42.65	240	461	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp442	42.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	274	0
Atg7	42.6	294	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Rps6kl1	42.5	293	424	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gns	42.45	231	310	145	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0
Styxl1	42.25	368	333	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh2	42.25	368	333	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnpnat1	42.25	293	411	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sppl2a	42.2	257	439	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snai2	42.2	299	384	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dchs2	42.15	0	0	0	0	0	0	0	302	0	169	0	0	0	0	0	0	0	0	372	0	0
Raet1e	42.1	140	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	130	0
Raet1c	42.1	140	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	130	0
Raet1b	42.1	140	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	130	0
Prdm10	42.1	212	493	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Bcl3	42.05	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	184	0	0	0	0
Abcd4	42.05	418	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Zfp523	42.0	0	0	0	0	0	0	0	127	0	0	713	0	0	0	0	0	0	0	0	0	0
Hpd	41.9	334	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam227b	41.9	0	0	0	195	0	0	0	409	0	0	234	0	0	0	0	0	0	0	0	0	0
Dtwd1	41.9	0	0	0	195	0	0	0	409	0	0	234	0	0	0	0	0	0	0	0	0	0
Trpm8	41.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	388	0
Cyp3a25	41.8	313	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0
Specc1	41.75	238	276	203	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Fbxo15	41.75	251	455	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc2	41.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	307	0
Isg15	41.55	0	0	0	0	0	0	0	0	0	0	0	0	219	356	0	0	111	0	0	145	0
Agrn	41.55	0	0	0	0	0	0	0	0	0	0	0	0	219	356	0	0	111	0	0	145	0
Pfkfb3	41.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	298	0
Stard10	41.45	0	77	0	87	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	282	0
G6pc	41.4	82	97	0	0	130	0	0	0	0	0	0	0	0	0	0	0	371	0	0	148	0
Coa8	41.35	390	206	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb2	41.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	331	0
Bag5	41.35	390	206	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacc2	41.3	158	188	131	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	122	0
Tmem107	41.25	154	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	135	0
2610002M06Rik	41.25	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	259	0
Flt3	41.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	291	0
Antxr1	41.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	340	0
Mcm4	41.15	389	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
Vmn1r218	41.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	315	0
