Target_genes	Tcf4|Average	SRX22670268|Cortex	SRX22670269|Cortex	SRX22670285|Cortex	SRX22670286|Cortex	SRX9641192|EpiLC	SRX9641193|EpiLC	SRX9641194|EpiLC	SRX9641205|EpiLC	SRX9641206|EpiLC	SRX9641207|EpiLC	SRX9641221|EpiLC	SRX9641222|EpiLC	SRX9641223|EpiLC	SRX9641173|ES_cells	SRX9641174|ES_cells	SRX9641175|ES_cells	SRX323584|Hair_follicle_stem_cells	SRX116907|Hepatocytes	SRX116909|Hepatocytes	SRX856962|Intestinal_crypt	SRX856963|Intestinal_crypt	SRX1141903|Intestinal_stem_cells	SRX1141904|Intestinal_stem_cells	SRX14986811|MC-38	SRX14986813|MC-38	SRX6818037|Mesenchymal_stem_cells	SRX6818038|Mesenchymal_stem_cells	SRX6818039|Mesenchymal_stem_cells	SRX6818040|Mesenchymal_stem_cells	STRING
Med1	436.689655	160	132	125	122	290	371	787	397	755	400	1118	879	818	782	825	458	352	254	102	0	641	0	87	0	0	1204	730	440	435	0
Rpl26	432.310345	128	93	220	125	428	825	1051	638	902	839	1436	1232	1124	984	1418	551	543	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf7	430.689655	245	157	254	172	473	613	1070	884	989	505	1045	933	1055	1222	1575	504	494	204	0	0	0	0	0	0	0	96	0	0	0	0
Dnajc27	429.137931	145	104	69	86	624	809	900	643	1039	602	1275	863	1142	868	1243	581	397	202	0	0	0	0	0	0	0	477	210	166	0	0
Baalc	428.655172	0	128	81	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	2590	1715	4387	3364	0
Upf3a	428.310345	282	197	174	153	724	854	980	896	1107	911	1030	792	1011	896	1194	724	344	152	0	0	0	0	0	0	0	0	0	0	0	0
Spata33	427.344828	126	148	138	147	848	820	1146	996	1110	838	1070	996	976	872	1436	534	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp1a	427.344828	126	148	138	147	848	820	1146	996	1110	838	1070	996	976	872	1436	534	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf25	426.482759	268	168	227	239	686	649	1112	940	1046	1055	982	764	880	1016	1062	690	473	111	0	0	0	0	0	0	0	0	0	0	0	0
Copb2	425.758621	170	97	67	85	511	756	721	976	954	767	1262	831	1244	1127	1341	454	174	323	176	0	0	0	0	0	0	166	145	0	0	0
Relch	425.241379	142	109	130	89	361	617	658	687	911	516	866	762	914	687	957	363	275	220	0	0	977	0	152	0	0	816	429	227	467	0
Pign	425.241379	142	109	130	89	361	617	658	687	911	516	866	762	914	687	957	363	275	220	0	0	977	0	152	0	0	816	429	227	467	0
Pcmtd1	423.724138	353	216	322	210	396	776	949	854	1063	726	993	667	901	1040	1605	719	234	264	0	0	0	0	0	0	0	0	0	0	0	0
Amotl2	420.0	306	259	240	282	163	302	224	182	412	169	424	264	423	159	224	0	265	1185	198	0	651	0	117	0	0	1778	894	2098	961	0
Snx5	418.724138	271	131	136	275	412	529	889	668	1148	724	1279	899	1229	1047	1217	522	0	338	0	0	0	0	0	0	0	110	124	0	195	0
Mgme1	418.724138	271	131	136	275	412	529	889	668	1148	724	1279	899	1229	1047	1217	522	0	338	0	0	0	0	0	0	0	110	124	0	195	0
Fadd	418.551724	86	0	96	0	508	911	1206	787	1028	911	1441	808	943	1081	1347	336	294	124	0	0	0	0	0	0	0	126	105	0	0	0
4930564D02Rik	416.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3414	2449	3294	2920	0
Tnfrsf19	416.206897	583	431	389	502	0	96	0	162	174	0	512	275	430	312	352	0	138	871	0	0	985	0	226	0	0	1651	628	2296	1057	0
Slc25a4	415.62069	205	211	207	127	586	730	1091	1115	1126	723	1250	638	952	877	1252	722	241	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1g	414.793103	325	174	198	160	602	801	1082	803	960	730	1202	708	889	969	1242	726	310	148	0	0	0	0	0	0	0	0	0	0	0	0
Zfp703	412.172414	402	586	360	425	0	155	0	258	183	0	0	0	0	0	0	0	230	436	0	0	1263	0	374	0	0	2417	1687	1750	1427	0
Micu2	410.965517	168	205	178	139	529	793	973	876	1116	620	1472	808	868	953	1229	526	320	145	0	0	0	0	0	0	0	0	0	0	0	0
Pcnt	410.896552	148	78	132	131	545	786	955	738	863	540	969	722	1078	907	1071	650	158	504	132	0	0	0	0	0	0	135	109	365	200	0
Dusp28	410.068966	76	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3048	1655	4034	2957	0
Ankmy1	410.068966	76	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3048	1655	4034	2957	0
Adipoq	409.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532	1938	4206	3210	0
Nktr	407.448276	147	153	211	88	542	924	604	814	911	600	1052	555	1040	1043	1175	547	541	630	239	0	0	0	0	0	0	0	0	0	0	0
Zkscan2	405.793103	271	179	164	169	654	749	1044	848	943	736	1312	1014	906	910	1111	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla6	404.724138	0	0	112	0	774	883	1285	908	1070	930	1262	710	1075	934	1054	576	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Rpl11	403.137931	151	111	174	97	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	3201	2611	2860	2345	0
Phlpp1	402.517241	110	77	119	129	0	0	0	0	0	0	0	0	0	0	0	0	0	180	295	0	0	0	0	0	0	2826	2156	3323	2458	0
Wdr6	401.586207	144	93	144	156	608	851	831	972	983	696	1198	752	992	903	1211	633	355	0	0	0	0	0	0	0	0	124	0	0	0	0
Lifr	401.068966	0	77	151	92	0	0	0	0	0	0	0	0	0	0	0	0	0	330	273	0	0	0	0	0	0	1561	522	4778	3847	0
Mdp1	398.827586	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	2785	2917	2209	0
Tmem183a	397.655172	238	194	197	171	447	580	874	801	900	529	995	646	1102	640	1035	466	440	177	0	0	98	0	0	0	0	102	0	553	347	0
Smdt1	396.793103	131	113	104	164	385	755	866	738	861	930	1089	642	1175	1073	1184	630	509	158	0	0	0	0	0	0	0	0	0	0	0	0
Pheta2	396.793103	131	113	104	164	385	755	866	738	861	930	1089	642	1175	1073	1184	630	509	158	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10a	396.551724	154	148	204	193	419	568	860	815	774	671	1136	747	1024	940	1308	586	374	119	0	0	0	0	0	0	0	124	144	192	0	0
Kif5a	396.206897	0	0	0	155	526	982	950	727	1139	671	1254	872	1256	931	1085	739	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn2	396.206897	0	0	0	155	526	982	950	727	1139	671	1254	872	1256	931	1085	739	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa9	396.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2886	2090	3507	3005	0
Tmem88	394.068966	108	0	127	100	256	856	691	553	989	635	1396	765	1044	988	1224	766	833	0	0	0	0	0	0	0	0	97	0	0	0	0
Naa38	394.068966	108	0	127	100	256	856	691	553	989	635	1396	765	1044	988	1224	766	833	0	0	0	0	0	0	0	0	97	0	0	0	0
Cyb5d1	394.068966	108	0	127	100	256	856	691	553	989	635	1396	765	1044	988	1224	766	833	0	0	0	0	0	0	0	0	97	0	0	0	0
Glce	393.344828	156	135	219	194	467	666	714	732	831	663	1224	780	1013	967	1161	524	383	374	204	0	0	0	0	0	0	0	0	0	0	0
Zfp503	392.344828	0	0	0	0	0	108	0	0	132	0	459	189	156	0	111	0	423	258	0	94	891	0	276	0	0	3056	1892	1833	1500	0
Aox1	391.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	3406	2275	2919	2520	0
Cct5	390.827586	178	180	237	208	514	649	866	531	777	527	1139	691	775	888	972	571	399	0	0	0	0	0	377	0	0	501	178	176	0	0
Atpsckmt	390.827586	178	180	237	208	514	649	866	531	777	527	1139	691	775	888	972	571	399	0	0	0	0	0	377	0	0	501	178	176	0	0
Sec62	390.586207	117	167	209	131	521	809	654	833	808	563	1336	855	1088	992	1133	505	325	195	0	0	0	0	0	0	0	86	0	0	0	0
Ptpn4	390.413793	224	207	262	218	364	594	874	679	899	552	1109	750	1088	1109	1184	468	378	219	0	0	0	0	0	0	0	144	0	0	0	0
Exo5	388.965517	108	95	136	79	622	648	829	993	1050	544	1132	867	1078	1108	1331	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq2	388.517241	124	132	118	118	0	0	0	0	188	0	0	0	0	0	0	0	155	429	0	0	950	0	212	0	0	3614	2308	1578	1341	0
Brf1	388.137931	201	148	118	147	680	628	974	680	622	645	1837	828	1047	897	837	450	139	0	0	0	0	0	0	0	0	173	205	0	0	0
Tspyl1	388.103448	114	158	155	151	299	483	1043	748	755	564	901	583	1020	992	1082	482	523	327	228	0	0	0	0	0	0	0	0	366	281	0
Cxcl5	386.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2673	1038	4222	3264	0
Srcap	382.37931	179	167	144	145	307	575	832	740	1047	599	1184	731	931	869	1226	764	399	250	0	0	0	0	0	0	0	0	0	0	0	0
Abi1	379.758621	143	152	155	169	392	566	969	679	719	540	1074	727	1027	1036	1000	540	219	0	0	0	0	0	0	0	0	419	134	353	0	0
Sipa1l1	378.655172	124	84	133	106	199	459	691	358	418	400	635	467	654	738	787	514	314	0	0	0	0	0	0	0	0	1443	824	954	679	0
Creld2	378.413793	138	91	110	130	499	523	765	703	1061	440	1104	986	966	967	1037	561	365	404	0	0	0	0	0	0	0	124	0	0	0	0
Alg12	378.413793	138	91	110	130	499	523	765	703	1061	440	1104	986	966	967	1037	561	365	404	0	0	0	0	0	0	0	124	0	0	0	0
Fam50b	376.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	171	0	0	0	0	0	0	2618	2019	3117	2483	0
Ubr3	375.241379	186	127	189	138	571	634	878	709	966	562	992	735	1000	1127	1227	627	214	0	0	0	0	0	0	0	0	0	0	0	0	0
Ska3	375.0	163	121	208	129	416	723	907	803	970	614	1117	969	1038	1027	1204	342	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl57	375.0	163	121	208	129	416	723	907	803	970	614	1117	969	1038	1027	1204	342	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Fam135a	374.758621	204	198	180	165	420	630	896	634	941	574	1368	830	1117	963	1071	509	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd8	374.551724	206	200	281	159	444	488	715	601	759	557	995	780	788	737	1183	543	589	332	107	0	0	0	0	0	0	184	0	214	0	0
Ghr	373.482759	137	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868	1477	3714	2557	0
Gga1	371.965517	129	131	184	156	452	564	948	561	588	790	1100	788	1111	1004	935	489	0	0	0	0	0	0	0	0	0	271	306	0	280	0
Tssk3	370.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2626	1598	3949	2582	0
Fam229a	370.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2626	1598	3949	2582	0
Iffo2	370.655172	73	0	99	81	0	0	0	0	0	0	0	0	0	0	0	0	0	794	122	0	486	0	0	0	0	2894	1463	2723	2014	0
Slc7a2	370.137931	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	3310	2406	2699	2091	0
Zfp91	369.862069	119	0	105	95	663	716	606	740	875	527	1385	798	1011	793	1104	531	0	259	156	0	0	0	0	0	0	104	139	0	0	0
Lpxn	369.862069	119	0	105	95	663	716	606	740	875	527	1385	798	1011	793	1104	531	0	259	156	0	0	0	0	0	0	104	139	0	0	0
Wdr27	368.586207	146	127	166	144	462	704	967	671	968	683	1090	652	1030	733	1078	589	281	198	0	0	0	0	0	0	0	0	0	0	0	0
1600012H06Rik	368.586207	146	127	166	144	462	704	967	671	968	683	1090	652	1030	733	1078	589	281	198	0	0	0	0	0	0	0	0	0	0	0	0
Rab6a	367.827586	275	181	268	190	447	517	689	803	916	575	889	592	891	879	992	420	262	304	257	0	0	0	0	0	0	183	137	0	0	0
Lgr5	367.206897	0	0	0	0	152	246	126	128	300	168	135	0	0	0	0	0	0	381	0	100	1222	0	199	0	0	1123	619	3258	2492	0
Septin7	366.896552	209	147	175	122	444	593	862	666	842	393	983	537	848	808	1214	417	477	459	200	0	0	0	0	0	0	0	0	0	244	0
Ppfibp2	365.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	2532	1647	3578	2684	0
Gpr176	365.517241	70	70	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2708	1929	3242	2489	0
Trim24	362.965517	151	156	157	151	561	755	1018	992	895	599	859	634	844	1075	943	450	0	181	0	0	0	0	0	0	0	105	0	0	0	0
Il7	360.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	2785	2130	2988	2439	0
Dbr1	360.413793	130	120	110	119	488	847	808	581	993	565	1116	750	951	894	1076	448	456	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrb	360.275862	184	89	193	101	401	325	786	643	723	660	944	825	925	826	884	481	471	235	148	0	0	0	0	0	0	279	174	151	0	0
Matr3	359.655172	212	148	204	194	464	750	809	659	678	781	841	647	1015	849	1114	582	376	107	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp5	359.310345	112	0	78	106	536	711	638	695	979	616	1049	558	692	1098	1303	576	487	186	0	0	0	0	0	0	0	0	0	0	0	0
Prpf4	359.0	0	0	86	0	419	763	1147	656	878	784	1128	992	1034	856	943	566	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Cdc26	359.0	0	0	86	0	419	763	1147	656	878	784	1128	992	1034	856	943	566	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	358.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2464	1603	3259	3077	0
Mrps7	358.310345	242	189	236	212	382	490	694	568	577	436	1265	844	1133	961	979	586	277	171	0	0	0	0	0	0	0	149	0	0	0	0
Gga3	358.310345	242	189	236	212	382	490	694	568	577	436	1265	844	1133	961	979	586	277	171	0	0	0	0	0	0	0	149	0	0	0	0
Tcf3	358.103448	152	162	156	148	197	398	705	623	803	652	776	531	620	904	874	256	531	0	85	0	363	0	0	0	0	722	330	308	89	0
Dars	356.724138	115	128	84	0	351	701	655	634	1047	398	1020	541	832	751	1236	635	412	144	0	0	0	0	0	0	0	74	97	242	248	0
H2-Ke6	356.551724	184	129	193	101	401	325	786	643	723	660	944	825	925	826	884	481	471	235	0	0	0	0	0	0	0	279	174	151	0	0
Hes7	355.965517	0	0	0	0	149	270	166	360	402	259	1336	506	1032	360	462	260	0	363	0	0	1189	0	261	0	0	1344	602	678	324	0
Lrtm1	355.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	1571	3400	2674	0
Slc39a7	355.172414	184	89	193	101	401	325	786	643	723	660	944	825	925	826	884	481	471	235	0	0	0	0	0	0	0	279	174	151	0	0
Slc17a8	354.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3153	2001	3071	2053	0
Sec23ip	354.206897	94	105	128	104	296	668	940	677	933	565	918	766	942	1085	1143	486	317	105	0	0	0	0	0	0	0	0	0	0	0	0
Mcmbp	354.206897	94	105	128	104	296	668	940	677	933	565	918	766	942	1085	1143	486	317	105	0	0	0	0	0	0	0	0	0	0	0	0
Usp47	351.758621	0	0	157	0	416	653	563	551	550	487	1210	613	637	646	801	274	0	133	0	0	0	0	0	0	0	271	0	1278	961	0
Mpc2	351.551724	163	133	139	149	382	722	713	483	821	569	714	716	865	807	1086	437	584	299	139	0	0	0	0	0	0	118	156	0	0	0
Dcaf6	351.551724	163	133	139	149	382	722	713	483	821	569	714	716	865	807	1086	437	584	299	139	0	0	0	0	0	0	118	156	0	0	0
Pbld2	351.0	186	194	265	254	359	352	605	403	741	584	690	671	818	733	896	342	278	266	0	0	0	0	0	0	0	605	377	244	316	0
Hnrnph3	351.0	186	194	265	254	359	352	605	403	741	584	690	671	818	733	896	342	278	266	0	0	0	0	0	0	0	605	377	244	316	0
Icmt	350.586207	160	98	174	144	486	821	652	431	795	622	1066	773	689	953	1318	431	386	168	0	0	0	0	0	0	0	0	0	0	0	0
Sphk2	350.37931	152	128	196	102	0	0	0	0	0	0	0	0	0	0	0	0	659	197	0	0	1067	0	147	0	0	3157	2285	1119	952	0
Rpl18	350.37931	152	128	196	102	0	0	0	0	0	0	0	0	0	0	0	0	659	197	0	0	1067	0	147	0	0	3157	2285	1119	952	0
Tmem129	350.172414	194	134	138	129	356	627	872	880	763	643	992	762	988	754	981	357	0	217	263	0	0	0	0	0	0	0	105	0	0	0
Tacc3	350.172414	194	134	138	129	356	627	872	880	763	643	992	762	988	754	981	357	0	217	263	0	0	0	0	0	0	0	105	0	0	0
Ninj2	350.034483	0	0	0	0	0	0	0	0	128	0	0	0	147	0	0	0	0	229	0	0	335	0	0	0	0	3492	2169	2073	1578	0
Slc39a9	348.655172	113	75	126	0	489	606	1000	625	830	489	824	772	837	847	1002	414	454	0	105	0	0	0	0	0	0	275	228	0	0	0
Erh	348.655172	113	75	126	0	489	606	1000	625	830	489	824	772	837	847	1002	414	454	0	105	0	0	0	0	0	0	275	228	0	0	0
Phospho1	348.137931	212	210	177	172	156	317	416	529	566	253	826	372	896	612	499	355	264	171	121	0	1179	0	151	0	0	1161	148	333	0	0
Usp53	347.586207	354	198	282	243	527	640	885	700	660	355	1016	545	796	981	1155	329	328	86	0	0	0	0	0	0	0	0	0	0	0	0
Nr1d1	346.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	439	406	0	872	0	259	0	0	2522	1554	2376	1341	0
Bzw1	345.793103	458	438	424	355	377	585	736	617	819	415	694	567	723	917	1003	404	134	0	0	0	0	0	252	0	0	110	0	0	0	0
Stn1	345.137931	125	0	126	0	292	524	636	694	753	470	604	375	590	824	752	352	0	168	0	0	0	0	0	0	0	604	542	704	874	0
Nprl3	344.896552	181	198	263	154	363	346	378	579	695	491	1044	520	788	1113	1313	524	456	0	0	0	0	0	0	0	0	183	0	239	174	0
Gpr19	344.37931	208	167	169	172	558	714	821	505	769	834	785	580	663	881	961	405	123	139	0	0	0	0	198	0	0	104	133	98	0	0
Ptges3	344.310345	166	159	202	210	531	598	617	736	818	628	1050	775	841	976	1081	421	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Abhd18	344.172414	175	115	200	134	354	619	697	651	707	510	887	720	960	934	828	450	455	427	158	0	0	0	0	0	0	0	0	0	0	0
Fzd6	343.689655	0	0	0	0	522	497	1245	634	613	688	1506	834	1121	883	661	417	346	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a4	342.310345	211	82	192	67	335	522	789	576	762	375	981	692	867	682	1004	356	444	123	0	0	0	0	0	0	0	531	336	0	0	0
Luc7l2	340.655172	154	152	160	187	422	576	681	681	831	679	665	610	631	630	708	466	783	98	131	0	0	0	0	0	0	201	129	191	113	0
Rps7	340.0	179	143	207	159	475	405	778	805	588	506	1009	595	780	793	859	403	425	191	0	0	0	0	0	0	0	354	206	0	0	0
Srp72	339.896552	114	79	70	109	0	0	185	196	151	225	264	0	325	305	237	0	0	0	0	0	0	0	0	0	0	798	461	3394	2944	0
Hipk3	339.275862	126	114	130	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	833	3941	3076	0
Sh2d7	338.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397	887	4086	3440	0
Ppme1	337.896552	212	138	183	162	0	0	103	0	0	0	80	0	0	0	0	0	101	1251	477	0	1380	0	259	0	0	2210	1089	1289	865	0
C2cd3	337.896552	212	138	183	162	0	0	103	0	0	0	80	0	0	0	0	0	101	1251	477	0	1380	0	259	0	0	2210	1089	1289	865	0
Aebp1	336.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665	1771	3039	2286	0
Ncoa4	336.551724	149	0	109	82	164	567	750	508	799	540	651	762	799	657	1063	387	691	334	199	0	206	0	0	0	0	177	166	0	0	0
Ifngr2	336.241379	0	0	106	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2674	1816	3005	2033	0
Tmem125	336.172414	571	576	471	638	191	206	0	141	245	0	175	0	150	237	298	0	121	360	196	501	1067	177	411	531	532	441	501	586	426	0
Sugp1	336.034483	115	0	114	110	509	554	829	676	946	702	849	823	798	912	898	557	353	0	0	0	0	0	0	0	0	0	0	0	0	0
Mau2	336.034483	115	0	114	110	509	554	829	676	946	702	849	823	798	912	898	557	353	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob1b	335.689655	150	111	147	0	411	535	769	398	826	387	1024	718	716	1037	1239	524	241	262	0	0	0	0	0	0	0	240	0	0	0	0
1190007I07Rik	334.896552	151	84	88	139	0	0	0	0	515	174	171	0	0	0	0	0	0	837	535	0	978	0	209	0	0	2163	1530	1307	831	0
Rbpj	334.517241	222	164	205	216	230	367	693	450	439	431	583	529	434	623	611	288	140	182	0	0	0	0	0	0	0	315	256	1442	881	0
Sec31a	334.241379	237	209	284	353	0	131	133	0	221	0	85	0	0	0	0	0	169	1330	492	0	1113	0	112	0	0	2118	1008	922	776	0
Ptar1	333.965517	213	130	219	132	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	2427	1314	2747	2284	0
Rbm25	333.689655	312	291	308	214	0	0	0	0	166	0	0	0	0	0	0	0	300	454	291	0	190	0	0	0	0	3161	2102	1027	861	0
Sf3a2	331.137931	175	187	126	113	316	410	767	641	767	600	853	619	1077	701	890	507	304	285	0	0	0	0	119	0	0	146	0	0	0	0
Plekhj1	331.137931	175	187	126	113	316	410	767	641	767	600	853	619	1077	701	890	507	304	285	0	0	0	0	119	0	0	146	0	0	0	0
Xpc	331.103448	153	185	104	117	379	560	715	540	601	559	928	516	568	607	894	256	428	163	0	0	0	0	0	0	0	413	679	0	237	0
Lsm3	331.103448	153	185	104	117	379	560	715	540	601	559	928	516	568	607	894	256	428	163	0	0	0	0	0	0	0	413	679	0	237	0
Ncl	330.655172	185	154	275	198	496	547	806	455	820	555	673	665	907	673	1045	309	321	122	0	0	199	0	0	0	0	105	79	0	0	0
Wdr73	330.517241	144	0	84	104	646	552	721	810	715	474	971	674	839	877	951	616	407	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmb	330.517241	144	0	84	104	646	552	721	810	715	474	971	674	839	877	951	616	407	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim8	329.551724	292	258	308	270	265	457	258	405	573	240	763	306	647	244	237	0	220	143	0	0	702	0	0	0	0	1110	754	557	548	0
Limk2	329.137931	142	125	126	190	159	346	441	581	242	391	388	317	418	643	658	285	294	0	0	0	0	0	0	0	0	1152	708	1135	804	0
Ppp1r2	328.689655	209	216	260	181	403	660	786	590	928	493	676	677	768	905	1012	482	0	148	0	0	0	0	0	0	0	138	0	0	0	0
Mylk3	326.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2478	1843	3168	1986	0
Atg4c	323.103448	200	173	226	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	209	4545	3209	0
Stag3	321.310345	182	93	144	141	372	671	1045	438	919	619	928	568	491	817	1101	593	196	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc2	321.310345	182	93	144	141	372	671	1045	438	919	619	928	568	491	817	1101	593	196	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafg	320.344828	144	0	123	89	218	404	908	544	547	336	1000	871	913	1005	1115	607	99	225	142	0	0	0	0	0	0	0	0	0	0	0
Zfp775	319.896552	125	131	117	133	0	0	0	0	142	0	142	0	177	0	0	0	127	461	107	0	1270	0	147	0	0	2464	1514	1060	1160	0
Chd2	319.172414	305	209	263	243	0	0	0	0	257	0	131	0	124	0	0	0	140	599	345	0	453	0	0	0	0	2549	1503	893	1242	0
Cubn	319.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238	2063	2716	2234	0
Ncapg2	317.862069	148	0	119	0	278	391	892	645	687	455	882	723	944	919	967	396	203	268	0	0	0	0	0	0	0	143	158	0	0	0
Pknox2	317.482759	178	113	119	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2530	1533	2787	1858	0
Asmt	317.482759	706	659	741	766	0	158	144	188	172	0	289	0	0	0	0	0	289	232	155	614	892	275	371	336	0	412	682	564	562	0
Supt16	317.344828	152	109	140	151	333	556	816	683	884	631	616	717	957	945	859	554	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Galntl5	317.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2283	1648	2766	2505	0
Trim37	317.206897	210	202	304	194	175	501	640	501	383	507	1044	715	955	1095	1172	404	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Nrbf2	317.137931	0	0	0	0	154	473	578	474	660	440	635	602	762	761	814	346	152	0	0	0	0	0	0	0	0	719	725	488	414	0
Mettl16	317.068966	111	82	125	98	129	490	621	510	909	339	1114	804	963	691	1119	424	368	208	0	0	0	0	0	0	0	0	90	0	0	0
Suv39h1	315.758621	100	0	0	0	434	699	796	722	847	653	1143	732	1002	644	705	482	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl2bp	315.62069	110	111	159	168	486	676	875	645	692	794	1127	607	991	829	596	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrtfb	314.413793	126	119	156	127	554	507	593	638	672	630	961	599	743	784	806	280	342	108	0	0	0	0	0	0	0	218	155	0	0	0
Ctbp2	314.310345	0	90	0	131	0	0	166	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3154	1737	2290	1270	0
Arhgap12	313.896552	121	114	114	104	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	2107	1539	2910	1977	0
Hsbp1	313.62069	0	0	0	73	595	585	1026	762	1035	745	832	495	880	542	743	453	120	209	0	0	0	0	0	0	0	0	0	0	0	0
Edrf1	313.206897	84	141	0	134	205	653	611	449	714	458	921	453	609	750	986	387	487	518	236	0	0	0	0	0	0	139	148	0	0	0
Etfa	313.034483	189	113	105	132	295	523	767	511	811	429	805	727	720	713	983	384	391	302	178	0	0	0	0	0	0	0	0	0	0	0
Cp	311.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	247	0	0	0	0	0	0	1979	956	3310	2309	0
Macrod1	311.172414	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	2365	1794	2475	2042	0
Mcpt9	310.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	601	3791	1964	0
Pla1a	310.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	2423	1363	2643	2360	0
