Target_genes	Klf2|Average	SRX20851841|CD8+_T_cells	SRX20851842|CD8+_T_cells	SRX14009274|Heart_endothelial_cells	SRX14009275|Heart_endothelial_cells	SRX14009278|Lung_endothelial_cells	SRX14009279|Lung_endothelial_cells	STRING
Carf	192.333333	581	573	0	0	0	0	0
Sumf2	191.666667	494	656	0	0	0	0	0
Ppa1	191.666667	568	582	0	0	0	0	0
Mettl22	191.5	547	602	0	0	0	0	0
Nampt	191.333333	538	610	0	0	0	0	0
Tpmt	191.166667	512	635	0	0	0	0	0
Tmem65	191.166667	561	586	0	0	0	0	0
Rassf1	191.166667	586	561	0	0	0	0	0
Kdm1b	191.166667	512	635	0	0	0	0	0
Actb	191.166667	531	616	0	0	0	0	0
Ubn2	191.0	591	555	0	0	0	0	0
Rad54b	190.833333	481	664	0	0	0	0	0
Hibadh	190.833333	560	585	0	0	0	0	0
Anxa5	190.666667	530	614	0	0	0	0	0
1810062G17Rik	190.666667	530	614	0	0	0	0	0
Vars2	190.333333	599	543	0	0	0	0	0
Tmx1	190.333333	607	535	0	0	0	0	0
Cant1	190.333333	577	565	0	0	0	0	0
Tpm1	190.166667	581	560	0	0	0	0	0
Znfx1	190.0	529	611	0	0	0	0	0
U2af1	189.833333	597	542	0	0	0	0	0
Pcgf1	189.833333	507	632	0	0	0	0	0
Mex3c	189.833333	593	546	0	0	0	0	0
Cmtr2	189.5	542	595	0	0	0	0	0
Selenot	189.333333	557	579	0	0	0	0	0
Pofut2	189.166667	594	541	0	0	0	0	0
Mthfsd	189.166667	547	588	0	0	0	0	0
Ifnar1	189.0	524	610	0	0	0	0	0
Mtfmt	188.833333	532	601	0	0	0	0	0
Sltm	188.666667	549	583	0	0	0	0	0
Chrac1	188.666667	591	541	0	0	0	0	0
Madd	188.5	583	548	0	0	0	0	0
Vps26b	188.166667	565	564	0	0	0	0	0
Rps12	188.166667	510	619	0	0	0	0	0
Ncapd3	188.166667	565	564	0	0	0	0	0
Smc6	188.0	574	554	0	0	0	0	0
Hnrnpa1	188.0	548	580	0	0	0	0	0
Gen1	188.0	574	554	0	0	0	0	0
Cbx5	188.0	548	580	0	0	0	0	0
Fancd2os	187.833333	512	615	0	0	0	0	0
Cfap410	187.833333	588	539	0	0	0	0	0
Brk1	187.833333	512	615	0	0	0	0	0
Elp6	187.666667	539	587	0	0	0	0	0
Adss	187.5	497	628	0	0	0	0	0
Adh5	187.5	517	608	0	0	0	0	0
Wdsub1	187.333333	486	638	0	0	0	0	0
Tmem134	187.333333	615	509	0	0	0	0	0
Map3k14	187.333333	532	592	0	0	0	0	0
Kbtbd3	187.333333	537	587	0	0	0	0	0
Immt	187.333333	610	514	0	0	0	0	0
Cbfb	187.333333	499	625	0	0	0	0	0
Aip	187.333333	615	509	0	0	0	0	0
Aasdhppt	187.333333	537	587	0	0	0	0	0
Wrnip1	187.0	566	556	0	0	0	0	0
Slc30a5	187.0	622	500	0	0	0	0	0
Crocc	187.0	533	589	0	0	0	0	0
Usp22	186.833333	570	551	0	0	0	0	0
Tmem127	186.833333	575	546	0	0	0	0	0
Ilrun	186.833333	556	565	0	0	0	0	0
Ciao1	186.833333	575	546	0	0	0	0	0
Fam122a	186.5	539	580	0	0	0	0	0
Katna1	186.166667	543	574	0	0	0	0	0
Sympk	186.0	593	523	0	0	0	0	0
Sde2	186.0	585	531	0	0	0	0	0
Poli	186.0	532	584	0	0	0	0	0
Ncapg2	186.0	536	580	0	0	0	0	0
Mbd3	186.0	560	556	0	0	0	0	0
Kpna1	186.0	541	575	0	0	0	0	0
Foxa3	186.0	593	523	0	0	0	0	0
Adipor2	185.833333	509	606	0	0	0	0	0
0610009B22Rik	185.833333	559	556	0	0	0	0	0
Zfp119b	185.666667	575	539	0	0	0	0	0
Rpl10	185.666667	542	572	0	0	0	0	0
Ift172	185.666667	559	555	0	0	0	0	0
Fndc4	185.666667	559	555	0	0	0	0	0
Prkag1	185.5	534	579	0	0	0	0	0
Wwp1	185.333333	515	597	0	0	0	0	0
Pcif1	185.333333	567	545	0	0	0	0	0
Ascc1	185.333333	519	593	0	0	0	0	0
Anapc16	185.333333	519	593	0	0	0	0	0
Cks2	185.166667	545	566	0	0	0	0	0
Polg2	185.0	536	574	0	0	0	0	0
Pdxdc1	185.0	526	584	0	0	0	0	0
Nomo1	185.0	533	577	0	0	0	0	0
Mpv17l	185.0	526	584	0	0	0	0	0
Abcc6	185.0	533	577	0	0	0	0	0
Tax1bp1	184.833333	555	554	0	0	0	0	0
Eif2s2	184.833333	477	632	0	0	0	0	0
Gars	184.666667	565	543	0	0	0	0	0
Tmcc1	184.5	505	602	0	0	0	0	0
Zbtb8os	184.333333	507	599	0	0	0	0	0
Tigar	184.333333	497	609	0	0	0	0	0
Septin2	184.333333	592	514	0	0	0	0	0
Rrbp1	184.333333	530	576	0	0	0	0	0
Rbbp4	184.333333	507	599	0	0	0	0	0
Hdlbp	184.333333	592	514	0	0	0	0	0
Ints2	184.166667	517	588	0	0	0	0	0
Wdr44	184.0	487	617	0	0	0	0	0
Samhd1	183.833333	540	563	0	0	0	0	0
Rgl1	183.833333	507	596	0	0	0	0	0
Arpc5	183.833333	507	596	0	0	0	0	0
Map4	183.666667	533	569	0	0	0	0	0
Vps13c	183.5	556	545	0	0	0	0	0
Mlh3	183.5	565	536	0	0	0	0	0
Fzr1	183.5	511	590	0	0	0	0	0
Camsap2	183.333333	566	534	0	0	0	0	0
Rbx1	183.166667	485	614	0	0	0	0	0
Sgf29	182.833333	503	594	0	0	0	0	0
Pttg1ip	182.833333	567	530	0	0	0	0	0
Zfp82	182.5	522	573	0	0	0	0	0
Vcpip1	182.5	537	558	0	0	0	0	0
Vamp3	182.5	503	592	0	0	0	0	0
Rsbn1	182.5	539	556	0	0	0	0	0
Strn3	181.833333	549	542	0	0	0	0	0
Ap4s1	181.833333	549	542	0	0	0	0	0
Tmx3	181.666667	506	584	0	0	0	0	0
Lsm14b	181.666667	547	543	0	0	0	0	0
Fkbp1a	181.666667	580	510	0	0	0	0	0
Cep250	181.666667	503	587	0	0	0	0	0
Slc22a5	181.5	517	572	0	0	0	0	0
Sart1	181.5	548	541	0	0	0	0	0
Map1lc3b	181.333333	557	531	0	0	0	0	0
Exosc2	181.333333	511	577	0	0	0	0	0
Wasl	181.166667	589	498	0	0	0	0	0
Tedc1	180.833333	522	563	0	0	0	0	0
Crip1	180.833333	522	563	0	0	0	0	0
Atxn2l	180.666667	493	591	0	0	0	0	0
6430548M08Rik	180.666667	535	549	0	0	0	0	0
Wnk1	180.5	519	564	0	0	0	0	0
Rbm4b	180.5	539	544	0	0	0	0	0
Morc3	180.333333	546	536	0	0	0	0	0
Prps1l3	180.166667	588	493	0	0	0	0	0
Mipol1	180.166667	588	493	0	0	0	0	0
Exosc5	180.166667	489	592	0	0	0	0	0
Enpp4	180.166667	535	546	0	0	0	0	0
Bckdha	180.166667	489	592	0	0	0	0	0
Atp6v1e1	179.833333	537	542	0	0	0	0	0
Actr10	179.833333	500	579	0	0	0	0	0
Aatf	179.833333	516	563	0	0	0	0	0
Wdr35	179.5	521	556	0	0	0	0	0
Trappc6b	179.5	564	513	0	0	0	0	0
Pnn	179.5	564	513	0	0	0	0	0
Ddx56	179.5	536	541	0	0	0	0	0
Sesn1	179.0	526	548	0	0	0	0	0
Gpr19	179.0	469	605	0	0	0	0	0
Cep57l1	179.0	526	548	0	0	0	0	0
Acp1	179.0	504	570	0	0	0	0	0
Lig4	178.833333	509	564	0	0	0	0	0
Abhd13	178.833333	509	564	0	0	0	0	0
Esco1	178.666667	513	559	0	0	0	0	0
Pcmtd2	178.5	509	562	0	0	0	0	0
Lamtor3	178.333333	534	536	0	0	0	0	0
Cactin	178.333333	516	554	0	0	0	0	0
Rnf8	178.166667	505	564	0	0	0	0	0
Syt11	178.0	496	572	0	0	0	0	0
Rfesd	177.833333	528	539	0	0	0	0	0
Fam118a	177.833333	591	476	0	0	0	0	0
Slc16a1	177.666667	482	584	0	0	0	0	0
Ppm1d	177.666667	562	504	0	0	0	0	0
Ndufb4	177.666667	514	552	0	0	0	0	0
Alg8	177.5	570	495	0	0	0	0	0
Zfp639	177.333333	561	503	0	0	0	0	0
Zfp526	177.333333	574	490	0	0	0	0	0
Dedd2	177.333333	574	490	0	0	0	0	0
Iba57	177.166667	514	549	0	0	0	0	0
Psma4	177.0	538	524	0	0	0	0	0
Mpdu1	177.0	504	558	0	0	0	0	0
Cxcr4	177.0	493	569	0	0	0	0	0
AY074887	177.0	538	524	0	0	0	0	0
Lss	176.833333	529	532	0	0	0	0	0
Tbca	176.666667	444	616	0	0	0	0	0
Dcp2	176.666667	533	527	0	0	0	0	0
Stk32c	176.5	513	546	0	0	0	0	0
Mtmr2	176.5	543	516	0	0	0	0	0
Mrpl36	176.5	516	543	0	0	0	0	0
Lrrc27	176.5	513	546	0	0	0	0	0
Dtx2	176.5	471	588	0	0	0	0	0
Ube2d2a	176.166667	448	609	0	0	0	0	0
Tnk2	176.166667	457	600	0	0	0	0	0
Hspa4	176.166667	511	546	0	0	0	0	0
Zdhhc16	176.0	478	578	0	0	0	0	0
Slc16a13	176.0	550	506	0	0	0	0	0
Fosb	176.0	469	587	0	0	0	0	0
Exosc1	176.0	478	578	0	0	0	0	0
Dlgap4	176.0	521	535	0	0	0	0	0
Iars2	175.833333	589	466	0	0	0	0	0
Dnmt1	175.833333	531	524	0	0	0	0	0
Daglb	175.833333	527	528	0	0	0	0	0
Bpnt1	175.833333	589	466	0	0	0	0	0
Atl3	175.833333	468	587	0	0	0	0	0
Nbeal1	175.666667	561	493	0	0	0	0	0
Spryd7	175.5	573	480	0	0	0	0	0
Ndfip2	175.5	537	516	0	0	0	0	0
Ipmk	175.5	582	471	0	0	0	0	0
Cisd1	175.5	582	471	0	0	0	0	0
Wipf2	175.166667	525	526	0	0	0	0	0
Tmem69	175.166667	501	550	0	0	0	0	0
Gpbp1l1	175.166667	501	550	0	0	0	0	0
Skil	174.833333	494	555	0	0	0	0	0
Oxnad1	174.833333	583	466	0	0	0	0	0
Dph3	174.833333	583	466	0	0	0	0	0
Vdac3	174.666667	520	528	0	0	0	0	0
Tax1bp3	174.666667	500	548	0	0	0	0	0
Prpf3	174.666667	518	530	0	0	0	0	0
Emc6	174.666667	500	548	0	0	0	0	0
Ahcyl2	174.666667	475	573	0	0	0	0	0
Kremen1	174.5	534	513	0	0	0	0	0
Zfp213	174.333333	507	539	0	0	0	0	0
Klf13	174.333333	529	517	0	0	0	0	0
Ezh1	174.333333	481	565	0	0	0	0	0
Dcaf1	174.333333	507	539	0	0	0	0	0
Cipc	174.333333	477	569	0	0	0	0	0
Sypl	174.166667	489	556	0	0	0	0	0
Mettl8	174.166667	484	561	0	0	0	0	0
Hgs	174.166667	538	507	0	0	0	0	0
Gdf15	174.166667	509	536	0	0	0	0	0
Dcaf17	174.166667	484	561	0	0	0	0	0
Arl16	174.166667	538	507	0	0	0	0	0
Zfyve16	174.0	515	529	0	0	0	0	0
Atp6v1fnb	174.0	532	512	0	0	0	0	0
Atp6v1f	174.0	532	512	0	0	0	0	0
Gpx4	173.666667	520	522	0	0	0	0	0
Usp38	173.5	508	533	0	0	0	0	0
Dap	173.5	531	510	0	0	0	0	0
Grap2	173.333333	497	543	0	0	0	0	0
Snw1	173.166667	434	605	0	0	0	0	0
Atf2	173.166667	451	588	0	0	0	0	0
Tnfsf13	172.666667	465	571	0	0	0	0	0
Senp3	172.666667	465	571	0	0	0	0	0
Slc25a23	172.333333	562	472	0	0	0	0	0
Crb3	172.333333	562	472	0	0	0	0	0
Abca3	172.333333	534	500	0	0	0	0	0
Abca17	172.333333	534	500	0	0	0	0	0
Smim4	172.166667	495	538	0	0	0	0	0
Shmt2	172.166667	473	560	0	0	0	0	0
Nt5dc2	172.166667	495	538	0	0	0	0	0
Txlna	172.0	441	591	0	0	0	0	0
Gmnn	171.833333	532	499	0	0	0	0	0
D2hgdh	171.833333	516	515	0	0	0	0	0
Mex3d	171.333333	502	526	0	0	0	0	0
Alas1	171.333333	474	554	0	0	0	0	0
Tbcb	171.0	500	526	0	0	0	0	0
Polr2i	171.0	500	526	0	0	0	0	0
Ovol3	171.0	500	526	0	0	0	0	0
Insig2	171.0	562	464	0	0	0	0	0
Gm5617	171.0	511	515	0	0	0	0	0
Serp1	170.833333	483	542	0	0	0	0	0
Marchf9	170.833333	550	475	0	0	0	0	0
Eif2a	170.833333	483	542	0	0	0	0	0
Cdk4	170.833333	550	475	0	0	0	0	0
Npat	170.666667	462	562	0	0	0	0	0
Atm	170.666667	462	562	0	0	0	0	0
Spast	170.5	500	523	0	0	0	0	0
Mok	170.5	520	503	0	0	0	0	0
Zfp318	170.333333	485	537	0	0	0	0	0
Top1	170.333333	462	560	0	0	0	0	0
Chst12	170.333333	495	527	0	0	0	0	0
Usp34	170.166667	492	529	0	0	0	0	0
Tmem104	170.0	524	496	0	0	0	0	0
Sertad1	170.0	561	459	0	0	0	0	0
Ppp4r2	170.0	498	522	0	0	0	0	0
Palb2	170.0	510	510	0	0	0	0	0
Nat9	170.0	524	496	0	0	0	0	0
Foxo3	170.0	482	538	0	0	0	0	0
Dctn5	170.0	510	510	0	0	0	0	0
Zfp619	169.833333	496	523	0	0	0	0	0
Snap29	169.833333	481	538	0	0	0	0	0
Rassf3	169.833333	530	489	0	0	0	0	0
Pi4ka	169.833333	481	538	0	0	0	0	0
Mrgbp	169.833333	577	442	0	0	0	0	0
Taf4b	169.666667	461	557	0	0	0	0	0
Exosc8	169.5	546	471	0	0	0	0	0
Alg5	169.5	546	471	0	0	0	0	0
Sgca	169.166667	493	522	0	0	0	0	0
Lsm11	169.166667	461	554	0	0	0	0	0
Wapl	168.833333	440	573	0	0	0	0	0
Tomm7	168.833333	493	520	0	0	0	0	0
Gatd3a	168.666667	519	493	0	0	0	0	0
Trib2	168.5	495	516	0	0	0	0	0
9930021J03Rik	168.5	506	505	0	0	0	0	0
Tnnc1	168.333333	481	529	0	0	0	0	0
Nisch	168.333333	481	529	0	0	0	0	0
Haus6	168.166667	498	511	0	0	0	0	0
Ube2r2	168.0	455	553	0	0	0	0	0
Sdccag8	168.0	477	531	0	0	0	0	0
Pkd2l2	168.0	485	523	0	0	0	0	0
Nfu1	168.0	533	475	0	0	0	0	0
Limk1	168.0	414	594	0	0	0	0	0
Cep170	168.0	477	531	0	0	0	0	0
Ube2v1	167.833333	521	486	0	0	0	0	0
Rab1a	167.833333	560	447	0	0	0	0	0
Ppib	167.666667	531	475	0	0	0	0	0
Usp8	167.5	485	520	0	0	0	0	0
Cdc42	167.5	516	489	0	0	0	0	0
Zc3h15	167.166667	480	523	0	0	0	0	0
Trim28	167.0	488	514	0	0	0	0	0
Slc39a14	167.0	464	538	0	0	0	0	0
Hspa8	167.0	455	547	0	0	0	0	0
Rcan3	166.666667	497	503	0	0	0	0	0
Gm527	166.666667	425	575	0	0	0	0	0
Btbd7	166.5	475	524	0	0	0	0	0
Ap1ar	166.5	476	523	0	0	0	0	0
Bmt2	166.333333	487	511	0	0	0	0	0
Ep400	166.0	471	525	0	0	0	0	0
Ctnnb1	166.0	412	584	0	0	0	0	0
Taok2	165.833333	456	539	0	0	0	0	0
Smarcb1	165.833333	472	523	0	0	0	0	0
Ccna2	165.833333	454	541	0	0	0	0	0
Nol7	165.666667	450	544	0	0	0	0	0
Tarbp1	165.5	505	488	0	0	0	0	0
Pim3	165.5	461	532	0	0	0	0	0
Mbtps1	165.166667	445	546	0	0	0	0	0
Arhgap35	165.166667	475	516	0	0	0	0	0
Tent2	165.0	463	527	0	0	0	0	0
Polr2j	165.0	499	491	0	0	0	0	0
Jtb	164.833333	523	466	0	0	0	0	0
Armc5	164.833333	510	479	0	0	0	0	0
Adi1	164.833333	518	471	0	0	0	0	0
9130023H24Rik	164.833333	510	479	0	0	0	0	0
Smdt1	164.666667	452	536	0	0	0	0	0
Pheta2	164.666667	452	536	0	0	0	0	0
Ccne1	164.666667	472	516	0	0	0	0	0
Ube2k	164.5	465	522	0	0	0	0	0
Nudt9	164.5	411	576	0	0	0	0	0
H2-DMa	164.5	494	493	0	0	0	0	0
Brd2	164.5	494	493	0	0	0	0	0
Wwox	164.333333	520	466	0	0	0	0	0
Mllt3	164.333333	462	524	0	0	0	0	0
Lipt2	164.333333	405	581	0	0	0	0	0
Chordc1	164.333333	453	533	0	0	0	0	0
Ptbp3	164.166667	510	475	0	0	0	0	0
Mrpl9	164.166667	521	464	0	0	0	0	0
Sdhaf4	164.0	439	545	0	0	0	0	0
Btf3	164.0	460	524	0	0	0	0	0
Zcchc7	163.833333	500	483	0	0	0	0	0
Cbarp	163.666667	462	520	0	0	0	0	0
Atp5d	163.666667	462	520	0	0	0	0	0
Wdr19	163.5	507	474	0	0	0	0	0
Usp36	163.5	435	546	0	0	0	0	0
Rwdd2b	163.5	494	487	0	0	0	0	0
Dynlrb2	163.5	483	498	0	0	0	0	0
Unc45a	163.333333	488	492	0	0	0	0	0
Hddc3	163.333333	488	492	0	0	0	0	0
Uqcc2	163.166667	505	474	0	0	0	0	0
Anapc11	163.0	477	501	0	0	0	0	0
Alyref	163.0	477	501	0	0	0	0	0
Taf4	162.833333	418	559	0	0	0	0	0
Spata1	162.833333	510	467	0	0	0	0	0
Gng5	162.833333	510	467	0	0	0	0	0
Dvl1	162.833333	481	496	0	0	0	0	0
Tmem63b	162.5	525	450	0	0	0	0	0
Mrpl14	162.5	525	450	0	0	0	0	0
Echdc1	162.5	405	570	0	0	0	0	0
Zfp395	162.166667	483	490	0	0	0	0	0
Trim13	162.0	512	460	0	0	0	0	0
Csnk1g2	162.0	499	473	0	0	0	0	0
Traf1	161.833333	454	517	0	0	0	0	0
Rbsn	161.833333	497	474	0	0	0	0	0
Mtmr12	161.833333	465	506	0	0	0	0	0
Rpp38	161.5	505	464	0	0	0	0	0
Nat10	161.5	465	504	0	0	0	0	0
Acbd7	161.5	505	464	0	0	0	0	0
Hmgxb3	161.166667	454	513	0	0	0	0	0
Eid2b	161.166667	466	501	0	0	0	0	0
Ube2s	161.0	449	517	0	0	0	0	0
Pccb	161.0	504	462	0	0	0	0	0
Nfkbil1	161.0	506	460	0	0	0	0	0
Ddx39b	161.0	506	460	0	0	0	0	0
Atp6v1g2	161.0	506	460	0	0	0	0	0
Abcc5	161.0	466	500	0	0	0	0	0
Usp1	160.833333	420	545	0	0	0	0	0
Cnp	160.833333	444	521	0	0	0	0	0
Srrm2	160.666667	503	461	0	0	0	0	0
Seh1l	160.666667	474	490	0	0	0	0	0
Scaf11	160.666667	443	521	0	0	0	0	0
Zyg11b	160.5	472	491	0	0	0	0	0
Pithd1	160.5	487	476	0	0	0	0	0
Hnrnpd	160.5	492	471	0	0	0	0	0
Cdk11b	160.333333	444	518	0	0	0	0	0
Ube4a	160.166667	474	487	0	0	0	0	0
Trappc9	160.0	442	518	0	0	0	0	0
Tigd2	160.0	441	519	0	0	0	0	0
Rps10	160.0	427	533	0	0	0	0	0
Map2k2	160.0	409	551	0	0	0	0	0
Eed	160.0	478	482	0	0	0	0	0
Pi4k2a	159.666667	433	525	0	0	0	0	0
Morn4	159.666667	433	525	0	0	0	0	0
Nudt4	159.5	436	521	0	0	0	0	0
Mcfd2	159.5	471	486	0	0	0	0	0
4921524J17Rik	159.333333	490	466	0	0	0	0	0
Rpl5	159.166667	500	455	0	0	0	0	0
Fam222b	159.166667	485	470	0	0	0	0	0
Dffb	159.166667	465	490	0	0	0	0	0
Cep104	159.166667	465	490	0	0	0	0	0
Cse1l	159.0	447	507	0	0	0	0	0
Ncl	158.833333	470	483	0	0	0	0	0
Hyls1	158.833333	451	502	0	0	0	0	0
Spg11	158.666667	409	543	0	0	0	0	0
H2-K1	158.666667	460	492	0	0	0	0	0
S100a3	158.5	520	431	0	0	0	0	0
S100a2	158.5	520	431	0	0	0	0	0
Nprl3	158.5	507	444	0	0	0	0	0
Mcoln1	158.5	439	512	0	0	0	0	0
Focad	158.5	478	473	0	0	0	0	0
Kifc1	158.166667	412	537	0	0	0	0	0
Cct5	158.166667	433	516	0	0	0	0	0
Atpsckmt	158.166667	433	516	0	0	0	0	0
Utp18	158.0	450	498	0	0	0	0	0
Serbp1	158.0	467	481	0	0	0	0	0
Mbtd1	158.0	450	498	0	0	0	0	0
Kifap3	158.0	431	517	0	0	0	0	0
Lrrc61	157.666667	458	488	0	0	0	0	0
Btrc	157.666667	437	509	0	0	0	0	0
Agtpbp1	157.666667	461	485	0	0	0	0	0
Scamp4	157.5	478	467	0	0	0	0	0
Adat3	157.5	478	467	0	0	0	0	0
Tmf1	157.333333	456	488	0	0	0	0	0
Stim2	157.333333	433	511	0	0	0	0	0
Mecp2	157.333333	361	583	0	0	0	0	0
Ctcf	157.333333	430	514	0	0	0	0	0
Tmie	157.166667	444	499	0	0	0	0	0
Eef1akmt1	157.166667	512	431	0	0	0	0	0
Ccnf	157.166667	442	501	0	0	0	0	0
Als2cl	157.166667	444	499	0	0	0	0	0
Szrd1	157.0	475	467	0	0	0	0	0
Fkbp3	157.0	471	471	0	0	0	0	0
Fancm	157.0	471	471	0	0	0	0	0
Polr2e	156.833333	471	470	0	0	0	0	0
Usp21	156.666667	390	550	0	0	0	0	0
Ppil4	156.666667	430	510	0	0	0	0	0
Letmd1	156.5	504	435	0	0	0	0	0
Atp2b1	156.5	461	478	0	0	0	0	0
Unk	156.333333	472	466	0	0	0	0	0
Rnf19b	156.333333	455	483	0	0	0	0	0
Rnf125	156.333333	409	529	0	0	0	0	0
Ell	156.333333	572	366	0	0	0	0	0
Eif3j2	156.333333	432	506	0	0	0	0	0
Eif3j1	156.333333	432	506	0	0	0	0	0
Bcl7b	156.166667	456	481	0	0	0	0	0
Ablim2	156.166667	418	519	0	0	0	0	0
Nae1	156.0	501	435	0	0	0	0	0
Dot1l	156.0	461	475	0	0	0	0	0
Car7	156.0	501	435	0	0	0	0	0
Chmp3	155.833333	472	463	0	0	0	0	0
Arfgap3	155.833333	459	476	0	0	0	0	0
Abcf1	155.833333	532	403	0	0	0	0	0
Pip4p1	155.666667	448	486	0	0	0	0	0
Mri1	155.666667	463	471	0	0	0	0	0
Ftl1	155.5	512	421	0	0	0	0	0
2310057M21Rik	155.5	483	450	0	0	0	0	0
Zfp800	155.333333	477	455	0	0	0	0	0
Tmem175	155.333333	460	472	0	0	0	0	0
Gak	155.333333	460	472	0	0	0	0	0
Fmc1	155.333333	482	450	0	0	0	0	0
Fam227a	155.333333	445	487	0	0	0	0	0
Dhx37	155.333333	463	469	0	0	0	0	0
Cby1	155.333333	445	487	0	0	0	0	0
Apc	155.333333	469	463	0	0	0	0	0
Mlh1	155.166667	460	471	0	0	0	0	0
Epm2aip1	155.166667	460	471	0	0	0	0	0
B4galt5	155.166667	454	477	0	0	0	0	0
Zfp94	155.0	422	508	0	0	0	0	0
Zfp2	154.833333	459	470	0	0	0	0	0
Ythdf1	154.833333	478	451	0	0	0	0	0
Pcbp1	154.833333	469	460	0	0	0	0	0
Zfp605	154.666667	514	414	0	0	0	0	0
Gtpbp6	154.666667	514	414	0	0	0	0	0
Clcn5	154.666667	501	427	0	0	0	0	0
Bsg	154.666667	468	460	0	0	0	0	0
Ing1	154.5	467	460	0	0	0	0	0
Cars2	154.5	467	460	0	0	0	0	0
Asxl2	154.5	455	472	0	0	0	0	0
Fam177a2	154.333333	465	461	0	0	0	0	0
Fam177a	154.333333	465	461	0	0	0	0	0
Atg10	154.333333	432	494	0	0	0	0	0
Slc18a1	154.166667	528	397	0	0	0	0	0
Cep78	154.166667	453	472	0	0	0	0	0
Atp6v1b2	154.166667	528	397	0	0	0	0	0
Arrb2	154.166667	514	411	0	0	0	0	0
Zbtb17	154.0	449	475	0	0	0	0	0
Yipf5	154.0	454	470	0	0	0	0	0
Ccni	154.0	453	471	0	0	0	0	0
2010109A12Rik	154.0	453	471	0	0	0	0	0
Stk25	153.833333	467	456	0	0	0	0	0
Mcph1	153.833333	454	469	0	0	0	0	0
Golga1	153.833333	400	523	0	0	0	0	0
Xrcc2	153.666667	449	473	0	0	0	0	0
N6amt1	153.666667	381	541	0	0	0	0	0
Emsy	153.5	476	445	0	0	0	0	0
Fam120c	153.333333	432	488	0	0	0	0	0
Cenpf	153.333333	415	505	0	0	0	0	0
Slc25a32	153.166667	402	517	0	0	0	0	0
Dcaf13	153.166667	402	517	0	0	0	0	0
Bcl2l12	153.166667	462	457	0	0	0	0	0
D3Ertd751e	153.0	372	546	0	0	0	0	0
Mob3a	152.833333	478	439	0	0	0	0	0
Izumo4	152.833333	478	439	0	0	0	0	0
Xrcc1	152.666667	509	407	0	0	0	0	0
Stx7	152.666667	491	425	0	0	0	0	0
Pinlyp	152.666667	509	407	0	0	0	0	0
Nanp	152.666667	399	517	0	0	0	0	0
Zfp180	152.5	479	436	0	0	0	0	0
Rab23	152.5	442	473	0	0	0	0	0
Gramd4	152.333333	440	474	0	0	0	0	0
Snx14	152.166667	475	438	0	0	0	0	0
Nagk	152.166667	446	467	0	0	0	0	0
Etfrf1	152.166667	441	472	0	0	0	0	0
Casc1	152.166667	441	472	0	0	0	0	0
Shld2	152.0	433	479	0	0	0	0	0
Glud1	152.0	433	479	0	0	0	0	0
Rtca	151.833333	402	509	0	0	0	0	0
Pacc1	151.833333	450	461	0	0	0	0	0
Eif4h	151.833333	427	484	0	0	0	0	0
Dbt	151.833333	402	509	0	0	0	0	0
Cisd2	151.833333	413	498	0	0	0	0	0
Zfp106	151.666667	434	476	0	0	0	0	0
Usp10	151.666667	395	515	0	0	0	0	0
Snap23	151.666667	434	476	0	0	0	0	0
Kin	151.666667	424	486	0	0	0	0	0
Ing3	151.666667	444	466	0	0	0	0	0
Atp5c1	151.666667	424	486	0	0	0	0	0
Tmem143	151.5	410	499	0	0	0	0	0
Syngr4	151.5	410	499	0	0	0	0	0
Ssu72	151.5	470	439	0	0	0	0	0
Zmym1	151.333333	436	472	0	0	0	0	0
Gigyf2	151.333333	498	410	0	0	0	0	0
Ttc13	151.166667	381	526	0	0	0	0	0
Arv1	151.166667	381	526	0	0	0	0	0
Acaa2	151.166667	432	475	0	0	0	0	0
Pmm1	151.0	461	445	0	0	0	0	0
Cd47	151.0	474	432	0	0	0	0	0
Ccdc107	151.0	432	474	0	0	0	0	0
Wdtc1	150.833333	496	409	0	0	0	0	0
Tfdp1	150.833333	459	446	0	0	0	0	0
Srsf9	150.833333	395	510	0	0	0	0	0
Pank2	150.833333	398	507	0	0	0	0	0
Isyna1	150.833333	459	446	0	0	0	0	0
Prkag2	150.666667	447	457	0	0	0	0	0
Ppp1r37	150.666667	437	467	0	0	0	0	0
Parn	150.666667	457	447	0	0	0	0	0
Bfar	150.666667	457	447	0	0	0	0	0
Afap1	150.666667	453	451	0	0	0	0	0
2310009B15Rik	150.333333	443	459	0	0	0	0	0
Ube2m	150.166667	449	452	0	0	0	0	0
Spc24	150.166667	427	474	0	0	0	0	0
Slc35g3	150.166667	440	461	0	0	0	0	0
Polr2a	150.166667	440	461	0	0	0	0	0
Nck1	150.166667	434	467	0	0	0	0	0
Hnrnpl	150.166667	463	438	0	0	0	0	0
Cpeb4	150.166667	391	510	0	0	0	0	0
Chmp2a	150.166667	449	452	0	0	0	0	0
Vps26c	150.0	463	437	0	0	0	0	0
Ube2d3	150.0	396	504	0	0	0	0	0
Smc4	150.0	436	464	0	0	0	0	0
Ift80	150.0	436	464	0	0	0	0	0
Pbld2	149.833333	470	429	0	0	0	0	0
Hnrnph3	149.833333	470	429	0	0	0	0	0
Pus3	149.666667	450	448	0	0	0	0	0
Mon2	149.666667	479	419	0	0	0	0	0
Ddx25	149.666667	450	448	0	0	0	0	0
Tstd2	149.5	436	461	0	0	0	0	0
Rela	149.5	454	443	0	0	0	0	0
