Target_genes	E2f4|Average	SRX019013|3T3-L1	SRX142538|C2C12	SRX140375|CH12	SRX122394|Dendritic_Cells	SRX122395|Dendritic_Cells	SRX122396|Dendritic_Cells	SRX122397|Dendritic_Cells	SRX319552|ES_cells	SRX019010|Hepatocytes	SRX027460|iPS_cells	SRX1532691|Liver	SRX1532692|Liver	SRX1532693|Liver	SRX1532694|Liver	SRX18205314|Liver	SRX18205316|Liver	SRX140377|MEL	STRING
Cox8a	594.058824	833	1165	1369	0	0	0	0	265	864	1980	315	253	0	362	263	954	1476	0
Arhgap11a	593.529412	1334	1623	351	221	0	91	169	0	1519	2020	506	655	0	636	217	515	233	0
Mamstr	593.411765	877	1069	136	0	0	0	0	227	1759	592	946	1389	135	773	636	1445	104	0
Cep295	593.117647	1078	1578	547	0	0	0	0	534	1494	1557	170	377	0	263	404	977	1104	0
Zfp689	591.058824	629	1112	690	0	0	0	145	0	1768	1391	746	1182	160	704	318	677	526	0
Myc	588.882353	481	763	1335	0	0	0	0	610	1324	878	344	327	0	197	795	1316	1641	0
Mxd3	588.882353	534	1087	413	154	0	0	0	423	829	1425	756	976	187	680	590	1215	742	0
Lsm5	587.882353	1144	1716	1046	0	0	122	196	0	1832	1950	250	596	0	326	0	271	545	0
Srsf1	587.764706	714	1116	1303	0	0	0	0	361	1186	1412	345	250	0	368	523	954	1460	0
Mbd4	587.647059	1187	909	990	0	0	143	158	164	1974	1938	226	346	0	151	215	557	1032	0
Ift122	587.647059	1187	909	990	0	0	143	158	164	1974	1938	226	346	0	151	215	557	1032	0
Mcm5	587.352941	758	1468	1581	0	0	0	0	392	794	2245	162	151	0	153	212	615	1454	0
Gle1	586.941176	1301	1614	308	134	51	107	283	0	2327	2454	180	426	0	204	136	296	157	0
Top2a	584.882353	496	1138	1805	194	0	72	0	154	279	1840	766	346	130	460	347	646	1270	0
Ube2c	584.352941	1237	1371	445	278	0	129	302	0	2027	2264	361	146	0	320	269	605	180	0
Net1	584.235294	898	1767	443	186	0	0	111	145	1657	1469	396	899	0	498	337	635	491	0
Wrap53	578.058824	396	1013	983	0	0	0	0	340	1119	2139	418	511	0	302	497	1000	1109	0
Ube2s	578.058824	786	1253	181	187	0	0	105	183	2172	1972	590	871	0	670	242	447	168	0
Trp53	578.058824	396	1013	983	0	0	0	0	340	1119	2139	418	511	0	302	497	1000	1109	0
H4c14	575.058824	203	1250	1878	0	0	0	0	178	862	1197	303	382	0	564	405	802	1752	0
Knstrn	570.529412	1052	1729	283	151	0	0	164	0	1163	2773	186	294	0	362	563	856	123	0
Nup133	569.352941	1061	1510	551	173	84	112	143	227	1121	2188	407	516	0	361	286	555	384	0
Ipo11	568.117647	1309	1306	532	177	0	0	105	181	1490	2269	210	349	0	278	325	848	279	0
Fancd2	563.176471	1166	1634	1004	0	0	0	93	227	215	2531	495	357	0	272	215	287	1078	0
Emc3	563.176471	1166	1634	1004	0	0	0	93	227	215	2531	495	357	0	272	215	287	1078	0
Shmt1	561.882353	1375	1446	515	125	0	0	130	286	1607	1798	369	224	0	219	217	714	527	0
Dbr1	561.235294	624	1583	665	286	87	93	199	262	1253	2354	260	418	0	150	244	685	378	0
Rexo5	560.117647	620	1768	207	188	0	99	199	126	1206	2262	691	482	0	402	404	720	148	0
Eri2	560.117647	620	1768	207	188	0	99	199	126	1206	2262	691	482	0	402	404	720	148	0
Vps26b	558.941176	1154	1232	371	130	0	0	188	0	2338	2006	225	205	0	219	271	575	588	0
Ncapd3	558.941176	1154	1232	371	130	0	0	188	0	2338	2006	225	205	0	219	271	575	588	0
Zgrf1	557.941176	816	541	715	163	0	0	122	0	1648	1527	482	850	0	558	389	662	1012	0
Larp7	557.941176	816	541	715	163	0	0	122	0	1648	1527	482	850	0	558	389	662	1012	0
Pimreg	555.058824	979	1557	440	237	82	144	287	189	648	2609	0	233	0	158	692	881	300	0
Aipl1	555.058824	979	1557	440	237	82	144	287	189	648	2609	0	233	0	158	692	881	300	0
Fam90a1b	554.411765	308	710	1160	0	0	0	0	378	1843	1199	315	607	0	412	306	567	1620	0
Apoo	554.411765	308	710	1160	0	0	0	0	378	1843	1199	315	607	0	412	306	567	1620	0
Rad54l	554.235294	471	1380	1592	145	0	0	111	567	253	1374	233	292	0	401	170	628	1805	0
Tmem129	554.0	1000	1559	446	117	0	0	132	91	834	2107	593	562	0	589	317	637	434	0
Tacc3	554.0	1000	1559	446	117	0	0	132	91	834	2107	593	562	0	589	317	637	434	0
Zswim9	553.352941	1057	1144	612	0	0	0	0	673	1049	1638	306	443	0	264	469	863	889	0
Lig1	553.352941	1057	1144	612	0	0	0	0	673	1049	1638	306	443	0	264	469	863	889	0
Cdt1	552.352941	695	834	1148	0	0	0	0	580	1197	1809	106	138	0	105	398	948	1432	0
Cdc25a	552.294118	903	976	952	220	0	0	0	526	1113	1817	267	202	0	0	453	979	981	0
9430015G10Rik	552.058824	966	1638	355	0	0	0	0	189	1406	2357	329	368	0	206	409	766	396	0
Bard1	551.411765	292	721	1184	283	97	0	0	594	1713	1342	298	468	0	371	270	736	1005	0
Asf1b	550.529412	644	1449	444	178	0	0	214	0	1646	2255	342	544	0	399	285	687	272	0
Troap	548.941176	1046	1696	306	97	142	93	154	0	1896	1795	226	0	0	342	458	907	174	0
Dcp2	545.764706	815	1329	870	0	0	0	0	262	1982	1893	176	315	0	248	225	322	841	0
Rsl1d1	541.117647	1242	1346	1262	0	0	107	0	0	1408	1843	244	195	0	0	194	276	1082	0
Tubb5	540.705882	742	1055	1068	0	0	0	0	390	856	2132	238	204	0	286	314	702	1205	0
Mdc1	540.705882	742	1055	1068	0	0	0	0	390	856	2132	238	204	0	286	314	702	1205	0
Srgap2	539.176471	791	1281	469	147	0	0	170	0	1436	1935	499	806	0	543	274	661	154	0
Fam72a	539.176471	791	1281	469	147	0	0	170	0	1436	1935	499	806	0	543	274	661	154	0
Toe1	537.235294	565	697	330	153	0	0	214	234	2130	1507	380	618	76	297	334	638	960	0
Mutyh	537.235294	565	697	330	153	0	0	214	234	2130	1507	380	618	76	297	334	638	960	0
Prelid3b	535.352941	966	1019	642	0	0	0	0	406	1032	1756	178	150	0	0	544	1203	1205	0
Abhd10	532.705882	1047	1190	0	242	91	0	244	0	2467	1658	321	896	0	409	178	313	0	0
Spc24	530.823529	1090	1360	751	173	0	0	0	175	767	1993	294	255	0	271	231	677	987	0
Rpusd1	530.764706	985	1383	278	112	0	0	108	211	1196	1789	171	346	0	212	574	1094	564	0
Chtf18	530.764706	985	1383	278	112	0	0	108	211	1196	1789	171	346	0	212	574	1094	564	0
Cdc25c	529.823529	553	927	653	273	0	0	155	0	1586	1917	430	406	0	487	354	798	468	0
Med9	523.411765	0	1048	1309	0	0	0	0	923	1120	1055	0	250	0	250	440	810	1693	0
Melk	523.117647	514	1645	510	196	0	0	81	240	512	2664	245	301	0	198	293	1005	489	0
Sgo2a	519.705882	1100	1517	301	222	0	142	106	138	553	2144	437	371	0	366	284	775	379	0
Pxmp2	517.529412	1242	1778	266	0	0	0	182	408	1544	1319	236	239	0	0	277	896	411	0
Pole	517.529412	1242	1778	266	0	0	0	182	408	1544	1319	236	239	0	0	277	896	411	0
Kifc1	516.941176	1108	1499	347	0	0	0	0	0	1623	2225	372	415	0	356	137	466	240	0
Kif23	513.882353	896	1240	291	118	0	0	0	0	2442	1267	477	564	130	344	233	530	204	0
Fanci	512.352941	940	1520	511	250	127	0	116	242	623	1616	210	269	0	321	515	760	690	0
Tcf19	511.411765	636	939	659	0	0	0	0	388	1006	1833	212	273	0	237	439	1008	1064	0
Cchcr1	511.411765	636	939	659	0	0	0	0	388	1006	1833	212	273	0	237	439	1008	1064	0
Tmem230	510.705882	461	812	745	71	0	0	110	636	1062	1695	260	128	0	197	361	690	1454	0
Pcna	510.705882	461	812	745	71	0	0	110	636	1062	1695	260	128	0	197	361	690	1454	0
Ctcf	509.176471	1557	1547	160	0	0	0	0	317	1566	644	526	487	0	307	452	874	219	0
Ckap2l	508.235294	1001	1632	322	0	0	0	0	0	1048	2276	359	395	0	214	329	879	185	0
Rfc2	505.941176	861	555	740	0	0	0	0	754	1664	1090	166	188	0	0	533	1109	941	0
Elof1	503.470588	281	585	1078	0	0	0	0	262	1707	1215	283	424	0	385	324	486	1529	0
Cdca7	503.117647	549	528	1610	244	0	0	116	504	527	1336	123	114	0	0	378	901	1623	0
Rtkn2	501.941176	867	1555	136	210	0	0	110	183	1362	1872	244	381	0	211	432	970	0	0
Mzt1	499.941176	945	1377	223	0	0	0	0	131	1876	1775	439	521	0	667	161	384	0	0
Bora	499.941176	945	1377	223	0	0	0	0	131	1876	1775	439	521	0	667	161	384	0	0
Ubxn6	499.882353	409	832	859	0	0	0	0	207	2173	1318	234	384	0	473	241	669	699	0
Hdgfl2	499.882353	409	832	859	0	0	0	0	207	2173	1318	234	384	0	473	241	669	699	0
Kpna1	497.529412	438	1381	820	0	105	261	135	0	0	146	580	626	524	626	948	748	1120	0
Psmc3ip	497.470588	0	894	995	0	0	0	102	285	1745	1797	385	513	0	199	418	761	363	0
Ctc1	492.882353	982	1025	983	0	0	0	112	241	1619	1400	0	0	0	0	268	575	1174	0
Lsm2	491.058824	1216	1742	192	266	0	134	145	0	1269	1103	471	467	0	278	339	634	92	0
Kifc5b	488.117647	1228	1435	316	142	0	0	0	0	1724	2188	213	188	0	198	123	328	215	0
Arid3b	486.235294	904	1488	703	162	0	0	0	204	1086	2055	270	298	0	0	139	438	519	0
Ift27	485.764706	182	610	1020	0	0	0	0	404	1438	1503	202	235	0	220	596	845	1003	0
Aaas	484.647059	793	1693	722	0	0	0	0	236	446	2068	307	216	0	172	188	410	988	0
Mis18bp1	484.294118	691	1338	215	220	0	0	144	157	790	2454	378	516	0	582	215	296	237	0
Fignl1	480.235294	1018	521	774	0	0	0	0	342	641	1710	97	0	0	205	457	1261	1138	0
Cc2d1a	479.058824	1136	525	648	0	0	0	0	499	969	1179	0	0	0	0	664	1692	832	0
4930432K21Rik	479.058824	1136	525	648	0	0	0	0	499	969	1179	0	0	0	0	664	1692	832	0
Zfp472	478.764706	1095	1336	709	0	0	0	0	168	1388	1617	251	413	0	272	127	339	424	0
Pim1	476.823529	793	1123	592	0	0	0	0	843	819	888	229	163	0	251	560	920	925	0
Ppp1r7	475.705882	615	867	949	141	0	0	0	451	743	1808	228	0	0	224	218	544	1299	0
Pask	475.705882	615	867	949	141	0	0	0	451	743	1808	228	0	0	224	218	544	1299	0
Rpa2	475.647059	648	1173	806	0	0	0	0	143	1887	1054	242	538	0	464	153	254	724	0
Rad18	473.352941	1606	1595	716	0	0	0	0	181	520	2275	0	0	0	0	136	322	696	0
Fbxo5	472.470588	360	1117	396	97	0	105	112	225	429	1460	642	612	149	583	495	651	599	0
Fancl	472.411765	719	1067	949	0	0	0	0	575	734	1481	175	128	0	117	225	484	1377	0
Rsrc2	470.0	524	1328	1246	164	0	0	0	256	130	1983	401	149	0	318	160	333	998	0
Kntc1	470.0	524	1328	1246	164	0	0	0	256	130	1983	401	149	0	318	160	333	998	0
Rad50	468.235294	998	855	469	0	0	0	0	282	1790	1277	166	250	0	201	287	662	723	0
Ehmt1	467.0	442	806	179	0	0	0	0	0	1381	385	0	221	0	114	1551	2659	201	0
Ncapg	465.294118	831	1444	435	195	0	0	0	280	760	1541	227	370	0	481	226	646	474	0
H3c11	464.058824	838	989	715	142	0	0	183	98	1700	1312	192	205	0	132	263	564	556	0
Slbp	461.882353	536	576	905	0	0	0	0	795	584	1053	154	0	0	0	655	1291	1303	0
Nup214	461.882353	1449	1217	338	0	0	0	0	0	1173	2272	289	178	0	116	96	415	309	0
Zcwpw1	461.176471	939	446	708	0	0	0	0	521	1615	886	135	197	0	191	315	697	1190	0
Mepce	461.176471	939	446	708	0	0	0	0	521	1615	886	135	197	0	191	315	697	1190	0
Tuba1b	460.588235	630	702	923	0	0	0	0	555	976	1188	192	84	0	203	425	737	1215	0
Hrob	458.764706	583	1423	1150	119	0	62	106	366	268	1623	553	297	0	505	0	364	380	0
Smc4	458.588235	295	1453	590	0	0	0	0	162	879	1915	264	559	0	362	245	627	445	0
Ift80	458.588235	295	1453	590	0	0	0	0	162	879	1915	264	559	0	362	245	627	445	0
Sae1	458.411765	348	845	546	196	0	0	0	0	202	1152	242	202	0	348	1192	2123	397	0
Cenps	458.235294	591	1359	717	144	0	0	0	472	363	1681	278	288	0	323	225	462	887	0
Cenpw	456.411765	1345	1910	568	101	0	0	105	0	339	2185	184	181	0	245	0	262	334	0
Siva1	456.352941	800	742	655	0	0	0	0	492	1715	1105	176	195	0	138	292	322	1126	0
Chek1	455.058824	742	1003	1329	0	0	0	0	561	205	1089	335	227	0	315	144	459	1327	0
Pole3	454.647059	701	1625	376	100	0	0	0	269	1636	1284	235	518	0	217	244	287	237	0
Alad	454.647059	701	1625	376	100	0	0	0	269	1636	1284	235	518	0	217	244	287	237	0
4933430I17Rik	454.647059	701	1625	376	100	0	0	0	269	1636	1284	235	518	0	217	244	287	237	0
Kif16b	453.764706	561	870	784	0	0	0	0	298	912	1224	376	568	0	666	291	670	494	0
Rbl1	453.647059	722	1391	849	190	0	104	98	313	170	1515	166	157	0	194	273	648	922	0
Setd5	453.176471	1149	1081	218	0	0	0	0	79	2015	1595	412	0	0	0	323	569	263	0
Nemp1	449.529412	1178	1163	291	0	0	0	0	131	2215	860	0	246	0	176	181	494	707	0
Mdm1	449.176471	858	1303	352	0	0	0	135	0	1947	1815	145	256	0	182	113	343	187	0
Nuf2	449.117647	402	1252	768	170	0	0	0	253	290	2360	529	151	0	333	139	394	594	0
Plaa	448.882353	866	1551	283	0	0	0	158	0	1829	1309	381	490	0	278	0	254	232	0
Yeats4	445.117647	834	901	284	0	0	0	0	0	940	1628	0	138	0	0	825	1881	136	0
Bub1b	444.705882	922	1171	775	155	0	0	0	135	776	2141	184	137	0	145	251	456	312	0
Cep192	444.058824	715	1277	309	0	0	0	186	0	1021	1971	460	402	0	340	182	437	249	0
Xpo5	443.411765	718	647	267	0	0	0	0	234	988	732	125	0	0	0	1038	2250	539	0
Polh	443.411765	718	647	267	0	0	0	0	234	988	732	125	0	0	0	1038	2250	539	0
Ppih	442.647059	625	1240	273	81	0	0	0	291	1414	1816	288	421	0	298	170	330	278	0
Recql	439.588235	965	1058	344	0	0	0	0	314	1628	1876	72	143	0	185	188	271	429	0
Golt1b	439.588235	965	1058	344	0	0	0	0	314	1628	1876	72	143	0	185	188	271	429	0
Tmpo	439.529412	222	616	1620	260	95	50	250	256	498	899	258	242	0	429	274	338	1165	0
Ndc1	438.823529	1114	1319	126	0	0	0	0	0	1472	1825	219	315	0	0	324	543	203	0
Clasp1	438.647059	784	1218	355	0	0	0	0	287	1187	1579	287	549	0	335	203	338	335	0
Cse1l	438.470588	946	928	0	0	0	0	0	195	2107	1290	490	758	0	385	0	355	0	0
Fanca	437.823529	636	822	325	0	0	0	0	189	1790	2220	186	0	0	0	291	712	272	0
Ppil1	437.529412	351	487	936	0	0	0	0	314	1536	1001	229	0	0	152	290	633	1509	0
BC004004	437.529412	351	487	936	0	0	0	0	314	1536	1001	229	0	0	152	290	633	1509	0
Pias1	437.470588	546	803	415	251	0	0	125	307	1220	1500	272	219	0	413	319	569	478	0
Cep55	436.235294	1122	1817	367	0	0	0	0	371	237	1934	227	202	0	181	247	487	224	0
Pola2	435.352941	617	758	732	0	0	0	0	136	476	1488	0	0	0	0	845	1693	656	0
Cenpe	434.470588	676	1182	379	180	0	0	97	0	758	1747	468	462	0	470	333	416	218	0
Rpl3	433.411765	261	470	1296	0	0	0	0	560	1429	601	180	305	0	287	254	524	1201	0
Erdr1	431.647059	441	468	1250	0	0	0	0	538	0	2314	0	0	0	0	0	721	1606	0
Mnd1	430.588235	917	1411	245	0	0	0	146	0	1355	1674	158	345	0	189	333	431	116	0
Ier5	430.588235	444	1031	305	157	0	0	0	0	1579	1898	412	313	0	332	195	510	144	0
Suv39h1	430.411765	920	1284	0	192	0	0	0	0	1454	1058	365	810	0	473	176	407	178	0
Slc9a5	430.294118	396	697	882	0	0	0	0	406	1075	1165	165	386	0	304	423	547	869	0
Fhod1	430.294118	396	697	882	0	0	0	0	406	1075	1165	165	386	0	304	423	547	869	0
Rfwd3	428.705882	577	1227	880	0	0	0	154	0	399	1422	244	484	0	542	246	487	626	0
Ugp2	427.823529	1057	698	391	0	0	0	0	343	2020	1259	0	210	0	121	179	323	672	0
Nup107	427.117647	381	1558	494	165	0	0	0	159	622	2133	209	357	0	159	194	578	252	0
Tial1	426.588235	773	1182	272	0	0	0	122	213	1625	1129	193	425	0	274	0	233	811	0
Ska1	425.411765	392	1687	358	233	68	0	121	159	265	1924	239	163	0	334	338	557	394	0
Tti1	424.176471	708	548	978	0	0	0	0	246	1250	1694	0	0	0	0	331	610	846	0
Rprd1b	424.176471	708	548	978	0	0	0	0	246	1250	1694	0	0	0	0	331	610	846	0
Hells	422.117647	527	1158	1092	0	0	0	0	398	300	1472	0	0	0	0	357	548	1324	0
Ints7	420.941176	650	933	584	109	0	0	0	389	440	1559	228	105	0	159	284	970	746	0
Dtl	420.941176	650	933	584	109	0	0	0	389	440	1559	228	105	0	159	284	970	746	0
Primpol	420.352941	477	966	570	0	0	0	0	433	897	1259	148	431	0	370	363	485	747	0
Casp3	420.352941	477	966	570	0	0	0	0	433	897	1259	148	431	0	370	363	485	747	0
Hmbs	419.588235	572	1573	703	0	0	0	0	189	1004	1049	165	192	0	148	351	483	704	0
Mmut	417.235294	614	1297	447	316	0	92	125	0	428	1854	249	341	0	382	211	461	276	0
Cenpq	417.235294	614	1297	447	316	0	92	125	0	428	1854	249	341	0	382	211	461	276	0
Stk35	417.117647	400	808	492	0	0	0	123	435	1426	1380	240	350	0	154	183	483	617	0
Dnmt1	414.647059	451	648	783	0	0	0	0	436	755	1093	143	0	0	0	427	908	1405	0
Pgk1	413.941176	187	173	167	0	0	0	0	260	856	815	0	0	0	0	1721	2533	325	0
Pdzd11	412.647059	744	1136	373	112	0	0	101	0	1013	1579	310	517	0	335	138	543	114	0
Kif4	412.647059	744	1136	373	112	0	0	101	0	1013	1579	310	517	0	335	138	543	114	0
Nup160	412.588235	1091	886	320	184	0	0	0	241	1007	1599	203	291	0	228	166	471	327	0
Mtrr	412.588235	323	487	316	0	0	0	0	276	892	972	0	186	0	0	812	1978	772	0
Fastkd3	412.588235	323	487	316	0	0	0	0	276	892	972	0	186	0	0	812	1978	772	0
Poln	411.705882	1496	1570	154	144	0	0	0	0	925	1846	0	0	0	0	204	529	131	0
Haus3	411.705882	1496	1570	154	144	0	0	0	0	925	1846	0	0	0	0	204	529	131	0
Wdr76	411.058824	260	804	1603	0	0	0	0	447	404	814	0	184	0	0	197	299	1976	0
Mfap1a	411.058824	260	804	1603	0	0	0	0	447	404	814	0	184	0	0	197	299	1976	0
Rad51	410.235294	875	1259	796	231	0	0	116	240	376	1407	237	0	0	157	179	206	895	0
Rad51ap1	409.058824	946	1418	490	0	0	0	0	285	276	1676	256	195	0	164	197	617	434	0
D6Wsu163e	409.058824	946	1418	490	0	0	0	0	285	276	1676	256	195	0	164	197	617	434	0
Nubp1	408.823529	687	1080	492	301	0	0	264	0	1332	1464	158	270	0	189	119	284	310	0
Hnrnpul1	406.470588	211	419	752	0	0	0	0	563	1580	914	196	254	0	292	291	468	970	0
Ccm2	405.941176	780	1279	200	0	0	0	0	132	1240	1634	236	422	0	372	129	218	259	0
Tcerg1	405.647059	540	943	610	0	0	0	0	0	1679	1458	221	246	149	425	0	184	441	0
Wdhd1	404.647059	1061	822	300	0	0	0	0	450	1233	412	196	353	0	222	391	717	722	0
Socs4	404.647059	1061	822	300	0	0	0	0	450	1233	412	196	353	0	222	391	717	722	0
Usp37	403.882353	467	326	1154	0	0	0	0	410	1022	950	0	0	0	108	427	884	1118	0
Cnot9	403.882353	467	326	1154	0	0	0	0	410	1022	950	0	0	0	108	427	884	1118	0
Mettl18	403.823529	1230	1218	223	0	0	0	99	230	1005	2148	136	0	0	0	135	253	188	0
BC055324	403.823529	1230	1218	223	0	0	0	99	230	1005	2148	136	0	0	0	135	253	188	0
H3c4	402.470588	133	493	808	0	0	0	0	130	1004	1164	200	267	149	293	350	641	1210	0
H2bc8	402.470588	133	493	808	0	0	0	0	130	1004	1164	200	267	149	293	350	641	1210	0
H2bc7	402.470588	133	493	808	0	0	0	0	130	1004	1164	200	267	149	293	350	641	1210	0
H2ac8	402.470588	133	493	808	0	0	0	0	130	1004	1164	200	267	149	293	350	641	1210	0
H2ac7	402.470588	133	493	808	0	0	0	0	130	1004	1164	200	267	149	293	350	641	1210	0
Dnaaf2	401.882353	624	1395	340	0	0	0	87	214	1030	2165	0	135	0	0	139	304	399	0
Cdc6	401.823529	553	977	1228	81	0	0	0	216	480	1383	187	0	0	169	212	354	991	0
Nek2	401.470588	928	1391	368	106	0	98	132	133	743	1380	255	183	0	260	251	453	144	0
Nup85	400.470588	419	1324	697	0	0	0	0	328	556	1532	0	180	0	0	342	555	875	0
Sars2	398.058824	0	195	1269	0	0	0	0	143	1936	394	352	327	0	328	267	380	1176	0
Mrps12	398.058824	0	195	1269	0	0	0	0	143	1936	394	352	327	0	328	267	380	1176	0
Xpc	398.0	839	1436	614	0	0	0	0	0	573	1713	382	297	0	335	0	222	355	0
Lsm3	398.0	839	1436	614	0	0	0	0	0	573	1713	382	297	0	335	0	222	355	0
Pou2f1	397.705882	505	813	0	230	0	110	0	117	911	1306	396	854	162	513	211	536	97	0
Mybl1	395.0	1386	1685	0	0	0	0	0	0	1327	918	0	319	0	223	297	560	0	0
Ccna2	392.882353	433	1050	481	132	0	0	0	246	366	1442	329	196	0	287	254	955	508	0
Rs1	392.352941	639	1062	678	0	0	0	0	0	807	1651	184	274	0	160	0	254	961	0
Msh2	391.705882	719	476	568	0	0	0	0	330	1277	1413	0	0	0	0	212	622	1042	0
Med18	391.352941	645	730	388	165	93	163	265	0	1960	867	286	232	0	262	0	199	398	0
H1f5	389.764706	838	989	514	142	0	0	183	0	1700	707	0	190	0	0	263	544	556	0
Ccng2	389.647059	395	1117	431	153	0	0	109	0	208	1423	498	545	0	592	293	503	357	0
Mrps18c	389.176471	649	669	890	0	0	0	0	438	237	1361	108	152	0	259	153	393	1307	0
Helq	389.176471	649	669	890	0	0	0	0	438	237	1361	108	152	0	259	153	393	1307	0
Vrk1	387.647059	864	977	494	0	0	0	0	113	455	2466	153	229	0	285	0	184	370	0
Ramac	387.647059	861	1267	187	105	0	0	103	129	1513	1521	184	133	0	0	153	434	0	0
Prr5l	386.0	415	319	1332	0	0	0	0	394	954	924	0	0	0	0	206	380	1638	0
Tube1	385.117647	1156	1185	245	205	0	0	0	0	1148	2089	0	192	0	184	0	0	143	0
Fam229b	385.117647	1156	1185	245	205	0	0	0	0	1148	2089	0	192	0	184	0	0	143	0
Btbd10	384.411765	529	629	533	0	0	0	0	416	1327	965	170	631	0	412	223	293	407	0
Rab8a	384.058824	621	347	898	0	0	0	0	297	931	965	204	156	0	118	432	751	809	0
Haus4	382.294118	570	954	952	0	0	0	90	296	1366	470	0	0	0	0	293	592	916	0
Shmt2	382.117647	290	738	418	92	0	0	0	0	1570	562	436	475	0	260	348	285	1022	0
B230219D22Rik	382.117647	415	473	703	0	0	0	0	336	787	765	0	0	0	0	475	1339	1203	0
Lrrc51	382.0	480	653	659	0	0	0	0	224	1650	954	243	362	0	365	191	377	336	0
Mcm6	381.0	665	343	1257	0	0	0	0	383	851	1332	0	0	0	0	170	349	1127	0
Wee1	380.705882	600	638	429	0	0	0	162	196	1302	1470	185	348	0	147	165	400	430	0
Mtf2	379.176471	942	955	346	0	0	0	0	138	1703	1362	0	181	0	158	0	238	423	0
Nfatc2ip	379.0	354	568	1249	0	0	0	0	159	1030	1209	339	0	0	306	191	346	692	0
Msmo1	378.411765	670	533	312	0	0	0	0	203	1822	1316	219	0	0	141	429	540	248	0
Fkbp3	377.647059	325	1083	497	0	0	0	0	251	680	2198	226	179	0	0	161	313	507	0
Fancm	377.647059	325	1083	497	0	0	0	0	251	680	2198	226	179	0	0	161	313	507	0
Ccdc34	377.529412	908	1162	279	0	0	0	0	0	791	1481	263	343	0	192	239	519	241	0
Oasl1	375.529412	170	105	631	293	211	378	198	0	0	0	232	403	550	528	1091	949	645	0
Mrpl27	372.117647	370	1450	994	0	0	0	0	0	230	1419	288	0	0	145	231	589	610	0
Eme1	372.117647	370	1450	994	0	0	0	0	0	230	1419	288	0	0	145	231	589	610	0
Mrnip	370.058824	892	980	605	0	0	0	0	222	935	1757	0	0	0	0	0	184	716	0
Alms1	369.882353	615	501	970	0	0	0	0	446	888	706	0	0	0	171	215	375	1401	0
Ube2t	368.941176	602	1144	310	137	0	0	0	243	831	1648	154	220	0	168	182	330	303	0
Dek	368.647059	259	934	347	0	0	0	0	639	719	530	0	0	0	0	805	1258	776	0
Btbd8	368.588235	901	1100	608	0	0	0	0	256	809	1736	0	0	0	0	0	94	762	0
Hmgxb4	368.411765	669	781	292	0	0	0	0	0	1187	557	479	619	0	378	413	555	333	0
Tcof1	367.705882	376	910	103	0	0	0	0	241	1792	1261	320	496	0	236	169	154	193	0
Abcb6	367.705882	653	1036	803	0	0	0	0	320	1041	1132	153	260	0	0	161	359	333	0
Stn1	366.588235	608	348	466	0	0	0	0	336	1790	1113	0	138	0	0	240	559	634	0
Ccsap	366.470588	1018	1250	93	0	0	0	0	94	776	898	299	408	0	254	289	633	218	0
Tdp1	365.882353	683	1072	281	0	0	0	0	0	614	1965	283	250	0	380	154	346	192	0
Efcab11	365.882353	683	1072	281	0	0	0	0	0	614	1965	283	250	0	380	154	346	192	0
Cdkn3	365.882353	264	1114	466	0	0	0	0	0	783	1796	264	269	0	368	88	497	311	0
D030056L22Rik	365.588235	1204	1139	102	0	0	0	0	0	1194	1481	184	319	0	168	0	299	125	0
Wdr90	365.176471	970	1016	596	0	0	0	0	172	677	1573	0	0	0	0	124	340	740	0
Rab5c	364.352941	340	274	986	0	0	0	0	345	1517	538	265	280	0	231	170	222	1026	0
Kif11	362.882353	784	1035	607	198	0	0	0	0	150	1426	287	174	0	343	237	554	374	0
Alg10b	362.705882	992	1240	338	0	0	0	121	0	1001	1622	0	0	0	0	146	195	511	0
Fam111a	362.352941	556	653	1047	0	0	0	0	432	456	985	0	0	0	0	81	416	1534	0
Ezh2	361.176471	656	631	513	0	0	0	0	931	584	946	0	255	0	0	210	648	766	0
Nup50	361.0	560	458	307	0	0	0	0	140	257	826	0	0	0	0	1071	2159	359	0
Fancc	360.705882	451	740	270	0	0	0	0	207	1350	649	288	480	0	354	186	420	737	0
Vps35	360.058824	933	981	717	0	0	0	0	235	782	1365	0	0	0	0	148	232	728	0
Orc6	360.058824	933	981	717	0	0	0	0	235	782	1365	0	0	0	0	148	232	728	0
Katnal2	359.588235	794	1032	168	0	0	0	0	0	1636	1521	178	486	0	298	0	0	0	0
3110082I17Rik	358.470588	1087	672	292	0	0	0	0	229	1418	1485	135	0	0	145	111	209	311	0
Pds5b	358.352941	548	494	1073	0	0	0	0	147	573	298	0	146	0	0	222	913	1678	0
Dclre1b	358.176471	867	1400	259	0	0	0	0	0	680	2129	198	0	0	0	154	231	171	0
Ap4b1	358.176471	867	1400	259	0	0	0	0	0	680	2129	198	0	0	0	154	231	171	0
Dsn1	357.117647	1108	1204	266	0	0	0	0	0	295	1715	237	219	0	240	81	409	297	0
Il31ra	356.294118	223	1654	436	0	0	0	0	178	0	0	326	513	0	506	914	722	585	0
Ppp1r16a	353.882353	251	341	375	0	0	0	0	321	2001	860	0	173	0	223	240	677	554	0
Foxh1	353.882353	251	341	375	0	0	0	0	321	2001	860	0	173	0	223	240	677	554	0
