Target_genes	Bhlhe40|Average	SRX3927757|Bone_Marrow_Cells	SRX3927758|Bone_Marrow_Cells	SRX10809293|B_cells	SRX10809294|B_cells	SRX3927759|CD4+_T_cells	SRX3927760|CD4+_T_cells	SRX140385|CH12	SRX15941724|Liver	SRX15941726|Liver	SRX5299298|Macrophages	SRX5299300|Macrophages	SRX6608073|Macrophages	SRX188814|MEL	SRX3730216|Trophoblast_stem_cells	SRX3730217|Trophoblast_stem_cells	STRING
Mcoln1	380.133333	0	0	281	283	398	0	2350	0	0	0	714	330	1346	0	0	0
Focad	379.6	0	0	188	203	698	0	1718	376	535	184	549	541	702	0	0	0
Arl4a	379.466667	0	0	146	291	613	0	1725	0	0	267	776	320	1554	0	0	0
Ilvbl	379.4	0	0	546	508	471	0	1698	284	304	140	536	347	857	0	0	0
Hsph1	377.133333	0	0	639	642	414	0	1755	86	129	0	269	362	1361	0	0	0
Nfx1	376.866667	0	0	261	310	729	0	1777	149	176	176	681	309	1085	0	0	0
Taf4b	376.666667	0	0	319	423	425	0	1892	284	108	0	332	294	1573	0	0	0
Alg1	375.2	0	0	235	164	695	0	2230	0	0	0	606	174	1524	0	0	0
Slc35a5	374.733333	0	0	405	459	380	0	2095	0	0	116	540	221	1405	0	0	0
Atg3	374.733333	0	0	405	459	380	0	2095	0	0	116	540	221	1405	0	0	0
Rnf115	374.6	0	0	226	177	512	0	1993	0	0	210	1241	260	1000	0	0	0
Polr3c	374.6	0	0	226	177	512	0	1993	0	0	210	1241	260	1000	0	0	0
Tex264	374.133333	0	0	119	109	510	0	1829	119	0	141	928	331	1526	0	0	0
Tbkbp1	373.6	0	0	212	284	939	0	1080	0	0	240	1515	354	980	0	0	0
Leng8	373.066667	0	0	618	822	309	0	1881	316	239	127	604	330	350	0	0	0
Trpm7	372.2	0	0	133	150	1106	0	2012	105	165	120	404	221	1167	0	0	0
Rev1	372.2	0	0	0	83	1034	0	1865	0	0	306	616	117	1562	0	0	0
Clcn7	372.066667	0	0	214	325	374	0	2311	120	100	0	408	378	1351	0	0	0
Mthfr	371.666667	0	0	205	392	539	0	1971	145	138	107	1013	183	882	0	0	0
Clcn6	371.666667	0	0	205	392	539	0	1971	145	138	107	1013	183	882	0	0	0
Sec14l5	371.333333	0	0	441	425	315	0	2034	0	0	0	255	267	1833	0	0	0
Zranb2	371.266667	0	0	105	206	895	0	1560	0	185	392	1525	210	491	0	0	0
Atp13a2	370.6	0	0	96	0	0	0	2153	0	0	192	463	602	2053	0	0	0
Cln3	370.333333	0	0	408	571	422	0	2046	0	0	0	606	300	1202	0	0	0
Apobr	370.333333	0	0	408	571	422	0	2046	0	0	0	606	300	1202	0	0	0
Bptf	370.2	0	0	277	202	585	0	2043	0	0	0	540	191	1538	177	0	0
Stx4a	368.933333	0	0	259	277	753	0	1871	0	0	0	504	411	1335	124	0	0
Il31ra	367.4	419	465	511	349	541	245	563	0	0	227	555	509	614	279	234	0
Rps11	366.466667	0	0	585	679	352	185	1130	197	124	0	695	538	1012	0	0	0
Rpl13a	366.466667	0	0	585	679	352	185	1130	197	124	0	695	538	1012	0	0	0
Dmpk	365.8	0	0	488	692	760	0	1637	0	0	0	143	79	1688	0	0	0
Vdac2	364.933333	0	0	267	429	392	0	1801	115	153	159	613	248	1297	0	0	0
Prr3	364.866667	0	0	406	504	614	0	1163	227	171	254	895	486	753	0	0	0
Gnl1	364.866667	0	0	406	504	614	0	1163	227	171	254	895	486	753	0	0	0
1810013L24Rik	363.733333	0	0	248	399	609	0	1537	132	172	285	632	259	1183	0	0	0
Usp36	363.533333	0	0	462	549	537	0	1600	209	269	0	623	484	720	0	0	0
Mthfd1l	363.133333	0	0	141	226	785	0	2057	0	0	120	1161	482	475	0	0	0
Ubxn11	362.6	0	0	518	683	287	0	1679	0	0	0	204	250	1818	0	0	0
Nufip1	360.666667	0	0	149	288	471	0	1450	418	425	147	1062	269	731	0	0	0
Gpalpp1	360.666667	0	0	149	288	471	0	1450	418	425	147	1062	269	731	0	0	0
Wdr26	360.133333	0	0	289	253	477	0	2036	0	0	0	980	235	1132	0	0	0
Txnip	359.933333	0	0	294	223	932	0	1993	0	171	0	0	687	948	151	0	0
Spata5	359.733333	0	0	371	676	597	0	1584	99	136	0	627	272	1034	0	0	0
Nudt6	359.733333	0	0	371	676	597	0	1584	99	136	0	627	272	1034	0	0	0
Marchf8	357.066667	0	0	0	0	625	0	1954	0	0	123	1518	158	978	0	0	0
Rpl14	356.733333	0	0	644	668	326	358	1413	0	244	215	542	527	414	0	0	0
Slc38a2	356.4	0	0	471	410	386	0	1211	0	227	113	587	207	1249	485	0	0
Rmc1	356.2	0	0	458	376	657	0	1814	0	0	221	735	367	715	0	0	0
1190007I07Rik	356.133333	0	0	302	345	620	0	1615	245	275	140	492	420	888	0	0	0
Eif1	355.2	0	0	311	511	389	0	1930	0	0	0	630	234	1323	0	0	0
Cacybp	355.133333	0	0	340	404	710	0	1439	157	165	237	919	216	740	0	0	0
Tsr3	354.666667	0	0	296	396	460	0	1859	106	114	147	726	140	1076	0	0	0
Gnptg	354.666667	0	0	296	396	460	0	1859	106	114	147	726	140	1076	0	0	0
Scap	354.6	0	0	251	431	464	0	2244	0	0	0	297	177	1455	0	0	0
Lss	353.733333	0	0	361	464	807	0	1775	228	229	0	391	222	829	0	0	0
Cpq	353.666667	0	0	0	0	259	0	2294	148	152	202	652	0	1598	0	0	0
Lmbr1l	353.066667	0	0	344	457	244	0	1956	384	319	0	315	282	995	0	0	0
Arvcf	352.8	0	0	307	456	331	0	2138	0	0	0	337	165	1558	0	0	0
Lgals8	352.466667	0	0	293	382	232	0	1819	0	0	0	762	258	1541	0	0	0
Per1	352.133333	0	0	562	771	981	0	1086	100	0	0	276	251	1255	0	0	0
Rbbp6	352.0	0	0	118	212	567	0	1849	106	142	294	1266	278	448	0	0	0
Cry1	352.0	0	0	513	639	1240	0	1887	0	0	0	661	340	0	0	0	0
Magt1	351.533333	0	0	354	490	301	0	1765	227	219	129	476	243	1069	0	0	0
Cox7b	351.533333	0	0	354	490	301	0	1765	227	219	129	476	243	1069	0	0	0
Zfp944	351.266667	0	0	240	298	684	0	1912	0	0	235	983	170	747	0	0	0
Zfp758	351.266667	0	0	240	298	684	0	1912	0	0	235	983	170	747	0	0	0
Pcm1	351.2	0	0	393	424	274	0	2184	0	0	0	969	207	817	0	0	0
Ppia	350.933333	0	0	133	200	841	509	1533	0	216	0	770	250	812	0	0	0
D8Ertd738e	350.266667	0	0	400	454	214	0	2316	98	0	129	172	350	1121	0	0	0
Ftl1	349.466667	0	0	386	528	519	464	1820	0	0	0	386	90	1049	0	0	0
Tha1	349.4	0	0	126	216	250	0	1530	216	182	132	1225	87	1277	0	0	0
Gga2	349.266667	0	0	282	233	527	0	1772	106	0	0	977	166	1176	0	0	0
Vac14	348.933333	0	0	205	291	839	0	1499	0	0	105	992	226	1077	0	0	0
Ppp1r9b	347.866667	0	0	338	524	765	0	1662	0	0	205	389	308	1027	0	0	0
Tom1l2	347.0	0	0	143	205	202	0	1434	506	633	0	788	253	1041	0	0	0
Drc3	347.0	0	0	143	205	202	0	1434	506	633	0	788	253	1041	0	0	0
Cacul1	346.6	0	0	250	266	233	0	2083	117	104	0	297	104	1745	0	0	0
Sspn	345.666667	269	388	159	148	632	286	564	0	151	563	815	401	556	253	0	0
Tmem181a	345.533333	0	0	214	218	731	0	1780	0	0	137	976	104	1023	0	0	0
Ncf2	344.533333	0	0	679	466	0	0	2227	0	0	0	316	397	1083	0	0	0
Zfp943	344.133333	0	0	291	308	708	0	1940	0	0	129	998	135	653	0	0	0
Zfp942	344.133333	0	0	291	308	708	0	1940	0	0	129	998	135	653	0	0	0
Hnrnph2	344.066667	0	0	351	413	127	0	2197	0	0	0	162	175	1736	0	0	0
Gla	344.066667	0	0	351	413	127	0	2197	0	0	0	162	175	1736	0	0	0
Xpot	343.6	0	0	183	239	254	0	2012	284	234	0	279	240	1429	0	0	0
Natd1	343.133333	0	0	224	348	220	0	2062	0	0	0	569	187	1537	0	0	0
Prr5l	342.133333	0	0	236	296	378	0	2281	0	0	0	869	239	833	0	0	0
Rdh5	342.0	0	0	196	249	512	0	2124	277	99	113	604	172	784	0	0	0
Bloc1s1	342.0	0	0	196	249	512	0	2124	277	99	113	604	172	784	0	0	0
Hnrnpm	341.8	0	0	184	297	420	0	1696	130	154	126	762	252	1106	0	0	0
Pkn2	341.466667	0	0	0	160	639	0	1966	0	0	0	1072	0	1285	0	0	0
Slmap	341.4	0	0	476	415	446	0	1585	0	0	140	598	269	1192	0	0	0
Ubb	341.333333	0	0	265	349	954	276	1511	0	0	111	295	327	1032	0	0	0
Brpf1	341.2	0	0	134	80	0	0	712	1368	1637	150	150	146	741	0	0	0
Mpv17	340.333333	0	0	280	312	351	0	2258	0	0	0	443	113	1348	0	0	0
Wdr70	340.066667	0	0	789	988	138	0	1986	0	0	0	174	222	804	0	0	0
Fam174c	340.0	0	0	345	381	405	0	1259	387	296	0	306	181	1540	0	0	0
Cirbp	340.0	0	0	345	381	405	0	1259	387	296	0	306	181	1540	0	0	0
Atp7a	340.0	0	0	203	407	346	0	2168	0	126	0	339	102	1409	0	0	0
Ube2s	339.8	0	0	334	341	378	107	1381	475	535	299	502	314	431	0	0	0
Ercc6l	339.2	0	0	235	307	257	0	2315	0	0	0	541	196	1237	0	0	0
Itpr3	338.8	0	0	269	323	294	0	1630	0	0	125	457	0	1984	0	0	0
Meig1	338.6	0	0	192	314	189	0	1919	0	0	0	370	493	1602	0	0	0
Dclre1c	338.6	0	0	192	314	189	0	1919	0	0	0	370	493	1602	0	0	0
Rab20	337.933333	0	0	343	401	130	0	1593	0	0	125	925	314	1238	0	0	0
Arfgef2	337.266667	0	0	0	129	417	0	2156	0	0	0	734	427	1196	0	0	0
Ndufaf4	336.933333	0	0	400	224	405	0	1994	276	158	0	385	436	776	0	0	0
Zfp507	335.933333	0	0	265	369	885	0	2134	0	0	0	461	0	925	0	0	0
Slc2a3	335.533333	0	0	295	320	350	0	2055	0	0	203	292	148	1370	0	0	0
Commd9	335.333333	0	0	236	296	289	0	2281	0	0	0	869	226	833	0	0	0
Ankrd28	335.2	0	0	218	205	936	0	1990	274	348	0	0	210	847	0	0	0
Stub1	335.066667	0	0	276	130	101	0	1758	397	443	0	438	331	1152	0	0	0
Rhbdl1	335.066667	0	0	276	130	101	0	1758	397	443	0	438	331	1152	0	0	0
Jmjd8	335.066667	0	0	276	130	101	0	1758	397	443	0	438	331	1152	0	0	0
Neurl2	335.0	0	0	246	277	387	0	1837	0	0	0	471	254	1553	0	0	0
Ctsa	335.0	0	0	246	277	387	0	1837	0	0	0	471	254	1553	0	0	0
Dgkh	334.666667	0	0	143	318	899	0	1784	155	0	389	1137	195	0	0	0	0
Sppl3	334.4	0	0	0	0	440	0	2317	127	0	0	682	0	1450	0	0	0
Zzz3	334.066667	0	0	253	446	810	0	1756	0	0	0	343	185	1218	0	0	0
Ctnna3	333.933333	0	0	389	500	573	0	1986	0	0	0	0	104	1266	191	0	0
Mrps18c	333.6	0	0	0	120	660	0	2022	0	0	0	581	0	1621	0	0	0
Helq	333.6	0	0	0	120	660	0	2022	0	0	0	581	0	1621	0	0	0
Foxp1	331.4	0	0	544	705	150	0	1809	151	0	146	596	216	540	114	0	0
P4hb	331.2	0	0	270	353	412	0	1687	223	235	120	551	514	603	0	0	0
Tymp	331.066667	0	0	172	0	204	0	1658	232	176	175	672	246	1431	0	0	0
Sco2	331.066667	0	0	172	0	204	0	1658	232	176	175	672	246	1431	0	0	0
Atf7	330.866667	0	0	302	341	540	0	1826	238	176	0	255	469	665	151	0	0
E2f1	330.666667	0	0	84	124	201	0	1742	0	0	0	568	345	1896	0	0	0
Usp6nl	330.266667	0	0	0	156	663	0	1531	0	115	299	740	227	1223	0	0	0
Scamp3	330.266667	0	0	269	175	423	0	1411	156	128	0	260	172	1960	0	0	0
Smim15	330.0	0	0	737	806	201	0	2253	0	0	0	0	187	766	0	0	0
Tnk2	329.866667	0	0	171	177	123	0	1494	0	0	141	1152	0	1690	0	0	0
Tmcc3	329.466667	0	0	656	862	684	0	2154	164	0	0	0	422	0	0	0	0
Trim17	329.333333	0	0	552	800	306	0	1762	0	0	324	561	635	0	0	0	0
H3f4	329.333333	0	0	552	800	306	0	1762	0	0	324	561	635	0	0	0	0
Atf1	329.333333	0	0	291	328	544	0	1636	0	0	0	593	166	1382	0	0	0
Vgf	329.266667	0	0	103	70	691	0	1804	0	0	0	603	0	1668	0	0	0
2310022B05Rik	329.2	0	0	347	457	599	0	1340	0	175	194	587	181	1058	0	0	0
Qdpr	328.8	0	0	324	302	633	0	1696	502	297	0	588	364	226	0	0	0
Clrn2	328.8	0	0	324	302	633	0	1696	502	297	0	588	364	226	0	0	0
Zbtb21	328.266667	0	0	247	266	768	0	1661	0	0	0	512	247	1223	0	0	0
Tbccd1	328.066667	0	0	321	503	352	0	2133	174	145	0	0	155	1138	0	0	0
Dnajb11	328.066667	0	0	321	503	352	0	2133	174	145	0	0	155	1138	0	0	0
Eef2k	327.8	0	0	184	192	373	0	1978	161	143	0	404	249	1233	0	0	0
Mrpl28	327.666667	0	0	448	451	262	0	1831	160	0	0	240	232	1291	0	0	0
Septin11	327.066667	0	0	488	545	583	0	1567	0	0	0	778	440	505	0	0	0
Nsd3	326.8	0	0	195	207	581	0	1439	164	0	221	958	237	828	72	0	0
Letm2	326.8	0	0	195	207	581	0	1439	164	0	221	958	237	828	72	0	0
Immt	326.533333	0	0	404	438	288	0	1771	181	178	0	171	140	1327	0	0	0
Mccc1	326.333333	0	0	332	260	577	0	1685	255	143	0	700	171	772	0	0	0
Mfsd5	325.933333	0	0	161	297	539	0	1882	0	0	0	655	115	1240	0	0	0
Trappc10	325.6	0	0	108	205	209	0	1753	280	426	75	542	320	966	0	0	0
Zc3h8	324.266667	0	0	337	321	600	0	1982	201	150	0	225	275	773	0	0	0
Ubn1	323.266667	0	0	199	321	348	0	1848	293	273	194	330	275	768	0	0	0
Glyr1	323.266667	0	0	199	321	348	0	1848	293	273	194	330	275	768	0	0	0
Wdr4	323.066667	0	0	227	328	180	0	2028	299	166	0	539	203	876	0	0	0
Ubtd1	322.0	0	0	289	294	787	0	1260	88	175	151	699	183	904	0	0	0
Mms19	322.0	0	0	289	294	787	0	1260	88	175	151	699	183	904	0	0	0
Abracl	320.666667	0	0	156	230	717	0	1778	0	0	0	572	145	1050	162	0	0
Acvr1b	320.533333	0	0	354	403	723	0	1250	0	0	261	477	438	902	0	0	0
Rnmt	320.466667	0	0	216	333	249	0	1868	151	162	0	303	257	1268	0	0	0
Fam210a	320.466667	0	0	216	333	249	0	1868	151	162	0	303	257	1268	0	0	0
Oasl1	320.4	0	216	235	148	158	0	1632	0	0	426	443	334	950	264	0	0
Flcn	320.266667	0	0	432	444	176	0	1177	0	77	0	420	301	1777	0	0	0
Ccdc38	319.933333	0	0	319	258	546	0	1997	158	0	149	790	108	474	0	0	0
Amdhd1	319.933333	0	0	319	258	546	0	1997	158	0	149	790	108	474	0	0	0
H2-L	319.266667	0	0	225	181	574	475	1575	0	0	0	0	350	1409	0	0	0
H2-D1	319.266667	0	0	225	181	574	475	1575	0	0	0	0	350	1409	0	0	0
Rhobtb2	319.2	0	0	400	448	500	0	1474	0	0	136	765	226	839	0	0	0
Rcbtb1	319.066667	0	0	0	95	612	0	2060	0	132	90	1033	0	764	0	0	0
Gamt	318.933333	0	0	225	319	181	0	1612	190	237	0	410	183	1427	0	0	0
Fosb	318.933333	0	0	180	259	475	0	1457	259	237	217	655	336	709	0	0	0
Dazap1	318.933333	0	0	225	319	181	0	1612	190	237	0	410	183	1427	0	0	0
Zfp36l1	318.666667	140	0	265	332	803	0	1137	227	239	116	580	623	318	0	0	0
Itpkc	318.666667	0	0	403	487	312	0	1646	0	0	0	155	379	1398	0	0	0
Coq8b	318.666667	0	0	403	487	312	0	1646	0	0	0	155	379	1398	0	0	0
Dhodh	317.933333	0	0	202	257	479	0	1603	0	0	0	700	172	1356	0	0	0
Mef2d	317.6	0	0	403	467	339	0	1532	0	0	0	170	124	1392	337	0	0
Rps21	317.2	0	0	375	307	0	0	2046	116	141	127	132	306	1208	0	0	0
Rara	316.733333	0	0	227	348	331	0	977	0	0	168	1098	255	1149	198	0	0
Arsa	316.6	0	0	0	114	158	0	1264	548	502	0	310	0	1853	0	0	0
Egln2	316.4	0	0	336	323	862	0	1171	0	118	101	642	238	955	0	0	0
Macrod1	316.333333	0	0	318	414	322	0	1608	360	345	92	237	286	763	0	0	0
Urgcp	315.133333	0	0	173	233	247	0	1641	412	342	0	407	302	970	0	0	0
Prxl2a	315.0	0	0	0	133	541	0	2230	0	0	0	0	198	1623	0	0	0
Smchd1	314.333333	0	0	827	1153	0	0	2138	0	0	0	0	0	597	0	0	0
Atp6v0e	314.333333	0	0	178	315	378	0	1762	146	89	0	527	91	1229	0	0	0
Elovl3	313.8	0	0	213	238	358	0	898	173	228	192	692	304	1411	0	0	0
Selplg	313.133333	0	0	351	382	613	0	1265	0	0	197	681	151	1057	0	0	0
Washc5	311.866667	0	0	149	169	578	0	1798	0	0	215	673	200	896	0	0	0
Nsmce2	311.866667	0	0	149	169	578	0	1798	0	0	215	673	200	896	0	0	0
Il16	311.666667	0	0	737	814	157	0	1124	0	0	406	786	651	0	0	0	0
Cnih4	311.6	0	0	190	155	449	0	2188	0	0	137	706	285	564	0	0	0
Cdk5rap3	311.133333	0	0	94	91	209	0	1819	105	158	0	607	284	1300	0	0	0
Ptpn18	310.133333	0	0	386	454	160	0	1750	0	0	170	833	505	394	0	0	0
Fbxo30	310.066667	0	0	278	236	449	0	1539	170	155	0	566	408	850	0	0	0
Fntb	309.933333	0	0	443	441	573	0	1971	186	273	0	0	144	618	0	0	0
Zfp933	309.4	0	0	250	262	138	0	2192	0	0	0	0	125	1674	0	0	0
Sh3tc1	309.066667	0	0	559	580	0	0	2290	0	0	162	519	526	0	0	0	0
Caprin2	308.933333	0	0	219	291	424	0	2143	0	0	0	175	88	1294	0	0	0
Vps16	308.866667	0	0	164	173	241	0	1629	0	85	128	825	149	1239	0	0	0
Pced1a	308.866667	0	0	164	173	241	0	1629	0	85	128	825	149	1239	0	0	0
Rragc	308.8	0	0	148	94	522	0	1922	134	0	0	354	170	1288	0	0	0
Elavl3	308.733333	0	0	349	493	748	0	972	446	296	0	989	338	0	0	0	0
Sec11a	307.933333	0	0	447	425	781	0	2053	0	159	0	234	282	238	0	0	0
Ptma	307.266667	0	0	169	226	381	327	1004	166	240	189	1020	236	651	0	0	0
Atf7ip	306.266667	0	0	636	580	687	0	0	430	596	0	360	312	993	0	0	0
Siva1	305.533333	0	0	376	329	418	0	1827	0	124	0	107	207	1195	0	0	0
1700017B05Rik	305.533333	0	0	304	413	780	0	1258	0	0	0	830	518	480	0	0	0
Tgoln2	305.333333	0	0	261	335	208	0	1990	0	0	153	387	180	1066	0	0	0
Tgoln1	305.333333	0	0	261	335	208	0	1990	0	0	153	387	180	1066	0	0	0
Trpc4ap	305.133333	0	0	256	259	364	0	984	0	0	0	783	297	1634	0	0	0
Tmem185b	303.933333	0	0	269	335	437	0	1910	0	132	0	436	299	741	0	0	0
Trim8	303.8	0	0	479	497	290	0	1251	131	111	169	444	177	1008	0	0	0
Rnf44	303.466667	0	0	251	378	475	0	1540	0	0	113	865	122	808	0	0	0
Tatdn2	302.8	0	0	359	304	217	0	1862	221	186	0	177	259	957	0	0	0
Rrn3	302.8	0	0	0	125	507	0	1849	170	233	106	544	265	743	0	0	0
Klf10	302.6	0	0	131	151	797	0	1545	106	194	0	0	545	1070	0	0	0
Zfp871	302.533333	0	0	520	476	281	0	1912	0	0	0	216	144	989	0	0	0
Pik3r3	302.533333	0	0	297	612	420	0	1258	272	253	102	386	318	620	0	0	0
Klf6	302.533333	0	0	309	417	138	0	1683	0	0	0	352	242	1397	0	0	0
Srsf6	302.466667	0	0	510	683	409	0	1816	0	0	197	360	327	235	0	0	0
Il6ra	302.266667	0	0	136	160	308	0	1248	0	0	0	645	316	1721	0	0	0
Slc41a1	302.133333	0	0	395	283	579	0	1566	0	0	110	269	369	961	0	0	0
Cmss1	302.133333	0	0	112	109	0	0	1105	1018	975	0	150	142	921	0	0	0
Mien1	302.066667	0	0	83	100	177	0	2210	0	0	0	0	91	1870	0	0	0
Tada2a	301.666667	0	0	0	0	792	0	1828	0	0	0	1032	118	755	0	0	0
Snn	301.0	0	0	286	338	508	0	1516	0	0	176	365	173	1153	0	0	0
Fkbp4	300.066667	0	0	472	506	166	0	1407	179	152	331	398	343	547	0	0	0
Trappc5	299.6	0	0	683	469	321	0	1494	0	0	0	0	186	1341	0	0	0
Fcor	299.6	0	0	683	469	321	0	1494	0	0	0	0	186	1341	0	0	0
Naa40	299.266667	0	0	367	172	665	0	1646	0	0	0	399	201	1039	0	0	0
Avpi1	299.266667	0	0	127	144	148	0	1574	276	241	0	107	325	1547	0	0	0
St6galnac3	299.2	0	0	219	220	418	0	1861	0	0	0	321	0	1449	0	0	0
Ubr5	299.133333	0	0	272	359	378	0	1814	0	0	117	679	193	675	0	0	0
Gid4	298.933333	0	0	256	314	509	0	1651	147	114	0	413	370	710	0	0	0
Tnpo2	298.8	0	0	418	445	172	0	1811	0	0	0	255	127	1254	0	0	0
Hps3	298.8	0	0	329	438	305	0	1822	0	118	0	499	124	847	0	0	0
Snrnp200	298.6	0	0	557	793	181	0	1991	0	0	0	186	291	480	0	0	0
1810024B03Rik	298.6	0	0	557	793	181	0	1991	0	0	0	186	291	480	0	0	0
Ipo4	298.333333	0	0	62	98	291	0	2032	123	0	0	311	162	1396	0	0	0
Csad	297.733333	0	0	117	119	289	0	1533	228	222	119	606	476	636	121	0	0
Spg21	297.6	0	0	269	219	516	0	1565	129	0	0	375	342	1049	0	0	0
Atg10	297.6	0	0	153	234	208	0	1806	221	303	75	318	149	997	0	0	0
Osbpl1a	296.8	0	0	135	114	297	0	1739	0	115	119	563	124	1246	0	0	0
Rchy1	296.666667	0	0	311	283	491	0	1516	0	0	0	508	131	1210	0	0	0
Dyrk1a	296.4	0	0	162	176	272	0	1921	0	0	0	313	0	1602	0	0	0
Tmem33	296.333333	0	0	102	162	0	0	2055	0	0	0	302	233	1591	0	0	0
Fbxo8	296.066667	0	0	289	218	104	0	903	869	879	0	0	244	935	0	0	0
Cep44	296.066667	0	0	289	218	104	0	903	869	879	0	0	244	935	0	0	0
Rufy1	296.0	0	0	198	261	312	0	1288	0	89	0	1051	106	1135	0	0	0
Ninj1	296.0	0	0	289	268	463	0	1879	0	0	0	0	314	1227	0	0	0
Cep295	296.0	0	0	219	216	549	0	1323	0	0	164	1207	312	450	0	0	0
Sertad1	295.6	0	0	103	99	237	0	1696	0	0	299	551	163	1119	167	0	0
Nop53	295.2	0	0	588	513	129	0	1389	140	163	152	0	283	1071	0	0	0
Hexa	295.0	0	0	0	0	387	0	1972	107	0	0	372	204	1383	0	0	0
Nol8	293.866667	0	0	247	305	435	0	1953	122	0	0	181	197	968	0	0	0
Cenpp	293.866667	0	0	247	305	435	0	1953	122	0	0	181	197	968	0	0	0
Coro1b	293.8	0	0	0	138	523	0	1441	167	0	0	264	81	1793	0	0	0
Mat2b	292.4	0	0	153	132	0	0	1375	235	290	0	444	240	1517	0	0	0
Khdrbs1	292.266667	0	0	156	179	515	0	1945	187	87	0	149	154	1012	0	0	0
Scand1	292.133333	0	0	230	250	210	0	1775	159	0	0	151	162	1445	0	0	0
Cnbd2	292.133333	0	0	230	250	210	0	1775	159	0	0	151	162	1445	0	0	0
Alkbh5	291.533333	0	0	85	0	410	0	1521	217	204	91	841	272	732	0	0	0
Stk10	291.266667	0	0	434	559	261	0	1322	204	174	0	325	480	413	197	0	0
Mrpl48	291.266667	0	0	340	399	575	0	2133	201	98	0	182	232	209	0	0	0
Anxa9	291.266667	0	0	0	137	746	0	1199	0	0	136	648	183	1058	262	0	0
Tmem19	291.0	0	0	445	581	195	0	1560	0	0	0	583	0	1001	0	0	0
Iba57	290.933333	0	0	248	241	250	0	1925	186	139	0	401	304	670	0	0	0
Sub1	290.8	0	0	88	192	158	0	2141	0	0	0	95	122	1566	0	0	0
Lrmp	290.8	0	0	0	0	148	0	1386	0	0	209	1131	204	1284	0	0	0
Cnot4	290.333333	0	0	234	224	172	0	2105	0	0	0	162	650	808	0	0	0
Aldoa	290.133333	0	0	724	700	155	197	1116	0	0	0	0	150	1310	0	0	0
Fam90a1b	290.066667	0	0	559	353	204	0	1845	317	188	0	0	202	683	0	0	0
Apoo	290.066667	0	0	559	353	204	0	1845	317	188	0	0	202	683	0	0	0
Dohh	289.733333	0	0	75	153	247	0	1044	116	142	0	601	262	1706	0	0	0
Anp32b	289.6	0	0	443	366	483	0	1582	0	0	0	362	494	614	0	0	0
Naf1	289.133333	0	0	112	172	175	0	2093	0	0	0	201	160	1424	0	0	0
Ypel5	288.933333	0	0	241	323	114	0	2034	0	0	0	97	251	1274	0	0	0
Eif5a2	288.933333	0	0	270	218	826	0	0	0	0	0	666	222	2132	0	0	0
Yeats2	288.533333	0	0	0	0	804	0	1690	0	116	218	1012	0	488	0	0	0
Hes1	288.533333	0	0	439	223	342	0	1028	0	0	254	924	191	927	0	0	0
Tanc2	288.133333	0	0	189	266	543	0	1823	0	0	251	752	498	0	0	0	0
Dtnbp1	288.066667	0	0	101	0	410	0	1496	324	297	112	715	405	461	0	0	0
Asmt	287.533333	609	531	256	0	467	380	462	144	0	622	842	0	0	0	0	0
Asxl2	286.866667	0	0	160	243	297	0	1675	80	0	113	633	154	948	0	0	0
Pcbp1	286.2	0	0	294	331	343	0	1536	0	0	185	672	339	593	0	0	0
Gm3448	286.133333	0	0	127	158	749	0	1631	196	114	0	282	357	678	0	0	0
Gm3417	286.133333	0	0	127	158	749	0	1631	196	114	0	282	357	678	0	0	0
Smim14	285.933333	0	0	345	275	371	0	1712	0	204	0	332	202	848	0	0	0
Actb	285.4	0	0	222	378	765	486	676	269	362	277	247	183	416	0	0	0
Dennd6a	285.066667	0	0	242	281	179	0	1809	0	0	162	372	0	1231	0	0	0
Serbp1	285.0	0	0	276	290	193	184	1503	107	123	0	0	268	1331	0	0	0
Nbn	285.0	0	0	282	267	321	0	1835	132	0	0	123	265	1050	0	0	0
Tex14	284.866667	0	0	634	636	160	0	1950	0	0	0	0	364	529	0	0	0
Tbl1xr1	284.866667	0	0	189	130	518	0	1113	128	0	0	440	278	1477	0	0	0
Fam83g	284.733333	0	0	184	382	548	0	1839	0	0	0	447	0	871	0	0	0
Unc13a	284.533333	0	0	126	128	626	0	1686	0	0	0	368	146	1188	0	0	0
Tent5d	284.533333	0	0	168	103	0	0	1901	0	0	0	225	146	1725	0	0	0
Jak3	284.533333	0	0	126	128	626	0	1686	0	0	0	368	146	1188	0	0	0
2610002M06Rik	284.533333	0	0	168	103	0	0	1901	0	0	0	225	146	1725	0	0	0
Arhgap17	284.466667	0	0	511	536	0	0	1758	0	0	0	0	115	1347	0	0	0
Hilpda	284.133333	0	0	236	292	405	0	1807	358	373	0	250	326	215	0	0	0
Hif3a	284.133333	0	0	305	361	324	0	1977	0	0	0	0	0	1295	0	0	0
Tbc1d2	283.866667	0	0	201	243	380	0	1871	503	581	0	348	131	0	0	0	0
Parp1	283.733333	0	0	164	233	864	0	1531	0	0	0	174	210	1080	0	0	0
H4c11	283.6	0	0	154	185	2007	1104	503	0	0	0	0	0	301	0	0	0
Ece1	283.533333	0	0	139	198	342	0	522	0	0	171	835	0	1848	198	0	0
Socs2	282.733333	0	0	206	220	417	0	1003	0	0	188	1247	102	858	0	0	0
Rint1	282.466667	0	0	275	324	240	0	1667	0	0	0	422	227	1082	0	0	0
