Target_genes	Xbp1|Average	SRX4952080|Astrocytes	SRX4952081|Astrocytes	SRX4952082|Astrocytes	SRX4952086|Astrocytes	SRX4952087|Astrocytes	SRX5982666|AtT-20	ERX1585690|CD4+_T_cells	ERX1585691|CD4+_T_cells	ERX1823619|CD4+_T_cells	ERX1823623|CD4+_T_cells	ERX1823631|CD4+_T_cells	ERX1823635|CD4+_T_cells	SRX10989776|Liver	SRX10989777|Liver	SRX10989778|Liver	SRX10989779|Liver	SRX10989780|Liver	SRX10989781|Liver	SRX10989784|Liver	SRX10989785|Liver	SRX10989795|Liver	SRX10989796|Liver	SRX10989797|Liver	SRX10989798|Liver	SRX10989799|Liver	SRX10989800|Liver	SRX2053270|Liver	SRX2053271|Liver	SRX2053272|Liver	SRX2053273|Liver	SRX2053274|Liver	SRX2053275|Liver	SRX2053276|Liver	SRX2053277|Liver	SRX5796531|Liver	SRX5796532|Liver	SRX5796533|Liver	SRX5796534|Liver	SRX5796535|Liver	SRX5796536|Liver	SRX5796537|Liver	SRX5796538|Liver	SRX5796539|Liver	SRX5796540|Liver	SRX5796541|Liver	SRX5796542|Liver	SRX5796543|Liver	SRX8366179|Liver	SRX8366180|Liver	SRX8366181|Liver	SRX8366182|Liver	SRX8366183|Liver	SRX8366184|Liver	SRX8366185|Liver	SRX8366186|Liver	SRX8366187|Liver	SRX8366188|Liver	SRX8366189|Liver	SRX8366191|Liver	SRX8366193|Liver	SRX8366195|Liver	SRX18348085|Natural_killer_cells	SRX18348086|Natural_killer_cells	STRING
Srp72	245.31746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213	0	0	0	0	0	0	0	821	0	3576	1618	2315	0	3271	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	428	361	0
Tmed2	244.174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	750	0	3332	1058	2255	0	3420	1566	159	0	0	0	0	0	105	0	116	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	938	954	0
Dpagt1	244.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	1305	0	3318	1159	3016	0	3613	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	217	148	0
Ticam1	242.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	0	3470	2100	2832	0	2855	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	435	0
Syvn1	240.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	1263	0	3034	1978	2899	0	3182	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	376	0
Nans	238.698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	957	0	3617	1717	2213	0	3930	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	386	0
Il31ra	235.857143	0	0	0	0	0	116	0	0	0	228	0	239	0	0	0	0	0	0	557	266	187	0	0	0	0	0	224	321	769	511	539	356	834	479	398	393	313	381	247	345	333	406	435	337	490	462	189	333	265	251	266	252	323	375	293	250	312	203	390	314	409	0	268	0
Kpna1	235.634921	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	155	0	0	0	0	375	556	739	773	720	746	833	840	508	360	350	338	382	266	462	409	371	597	416	520	200	442	245	336	0	233	242	494	359	404	441	218	0	0	0	0	0	0
Dnajc3	230.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	1763	0	2752	851	2473	0	2859	1908	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	674	695	0
Sec31a	229.634921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	1256	0	3387	1384	2878	0	3075	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	266	239	0
Tbccd1	228.031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	1152	124	3116	872	2149	0	3468	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	573	770	0
Dnajb11	228.031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	1152	124	3116	872	2149	0	3468	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	573	770	0
Tmed3	227.825397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	932	0	3555	588	2679	0	3391	1357	0	0	0	0	0	0	163	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	601	556	0
Slc35b1	227.698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	712	0	2645	1089	2517	0	3423	1426	0	0	0	0	0	0	101	0	97	0	94	0	0	0	0	0	0	0	0	173	0	0	0	0	160	0	0	764	851	0
Bcat2	227.206349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	1080	114	3049	1205	2730	0	3671	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	316	0
Stx5a	227.15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	78	3755	1516	2389	0	3678	1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	319	322	0
1700092M07Rik	227.15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	78	3755	1516	2389	0	3678	1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	319	322	0
Eif2ak3	226.31746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	902	0	2553	1364	2618	0	3520	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	362	417	0
Stt3a	225.920635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	812	0	3051	1428	2724	0	3296	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	586	0
Ascc3	224.15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	786	0	3647	1498	1913	0	3250	1264	0	0	0	0	0	0	119	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	282	260	0
Tmed7	221.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	1004	0	2899	827	2591	0	2626	1583	0	0	0	0	0	0	169	0	0	100	0	0	0	0	0	0	127	0	0	0	0	0	0	0	174	0	0	683	866	0
Eif1a	221.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	1004	0	2899	827	2591	0	2626	1583	0	0	0	0	0	0	169	0	0	100	0	0	0	0	0	0	127	0	0	0	0	0	0	0	174	0	0	683	866	0
Ganab	221.412698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	933	0	3365	1468	2512	0	3325	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	327	0
Herpud1	220.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	1163	0	3175	1281	1937	0	3233	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	580	606	0
Tmem248	220.126984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	736	0	3140	1188	1584	0	2920	1317	0	0	0	0	0	0	154	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	723	927	0
Ints5	219.539683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	933	0	3365	1468	2512	0	3325	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	327	0
Srpr	217.698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	426	0	3675	1273	2058	0	3279	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	583	763	0
Foxred1	217.698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	426	0	3675	1273	2058	0	3279	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	583	763	0
Sec61g	214.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	812	0	3212	1185	2518	0	3305	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	564	0
Dnajc10	213.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	844	0	3483	1493	2686	0	2890	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	240	233	0
Srsf2	211.730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	1049	77	2581	1059	2611	0	3074	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	247	256	0
Mfsd11	211.730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	1049	77	2581	1059	2611	0	3074	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	247	256	0
Cdk5rap3	211.412698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	1221	0	2531	824	2718	0	2954	1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	376	477	0
Ddost	206.698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	717	0	2984	629	2538	0	3318	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	695	0
Fmc1	203.793651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	752	0	2815	1048	2464	0	3119	965	107	0	0	0	0	0	178	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	528	0
Pdia4	202.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	1132	0	2775	661	2306	0	3216	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	408	472	0
Mrps28	202.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	856	0	3032	416	2201	0	3151	1356	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	370	395	0
S100a10	202.174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	759	0	2950	1654	2180	0	3564	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Yif1b	201.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	962	0	2814	535	2682	0	3286	1275	0	0	0	0	0	0	93	0	72	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	254	0
Copg1	198.174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	3157	1006	2107	0	3337	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	570	0
Preb	197.31746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	525	0	3191	965	2168	0	3126	858	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	498	646	0
Edem2	197.269841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	914	0	2850	667	2710	0	3084	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	562	542	0
Uso1	195.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	623	0	2993	817	1996	0	2729	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	753	770	0
G3bp2	195.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	623	0	2993	817	1996	0	2729	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	753	770	0
Dcps	195.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	3035	1075	2812	0	3327	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	69	0
Vasn	194.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	775	59	2701	1427	2640	0	3198	1200	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf4	193.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	592	0	3599	1333	1521	0	2872	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	350	430	0
Dad1	193.52381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	3563	1189	2354	0	2928	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	397	0
Abhd4	193.52381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	3563	1189	2354	0	2928	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	397	0
Them7	190.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	431	0	3554	1489	1480	0	3448	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx49	190.063492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	579	0	3008	823	2029	0	3448	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	510	0
Cope	190.063492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	579	0	3008	823	2029	0	3448	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	510	0
Tm9sf1	188.968254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	407	0	3375	953	1345	0	3436	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	245	403	0
Dnpep	188.539683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	710	0	2861	712	2287	0	3188	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	547	0
Sec24d	187.730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	544	0	2727	767	2227	0	2975	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	306	389	0
Sec11c	186.746032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	867	0	2518	880	2140	0	3045	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	566	0
Gmppa	186.396825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	3262	674	2231	0	3449	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	409	0
Atf4	186.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	1024	0	2593	948	2496	0	2513	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	447	0
Sdf2l1	185.174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	805	107	2582	480	2153	0	3484	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	277	0
Srp19	183.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	299	0	3519	1079	1537	0	2903	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	578	646	0
Eef1g	183.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	3185	1495	1533	0	3599	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	279	0
Os9	183.396825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	3143	1066	2366	0	3187	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	451	0
Syngap1	181.015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	842	0	2676	960	2025	0	2740	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	343	0
Cuta	181.015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	842	0	2676	960	2025	0	2740	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	343	0
Ppp1r14b	180.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	3975	0	3542	0	3709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp23	180.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	553	0	3028	1176	1882	0	3181	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Ficd	180.746032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	929	0	2540	560	2228	0	2588	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	460	0
Slc38a10	180.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	547	0	2676	1567	2250	0	3450	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Ufm1	178.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	486	0	3263	628	2209	0	2760	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	430	632	0
Ilf3	178.063492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	896	0	3205	1363	1684	0	2799	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
Spcs3	177.873016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	480	0	2838	525	1902	0	2299	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	878	848	0
Atf6	177.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	449	0	2859	1472	1804	0	2856	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	428	389	0
Dhx40	175.349206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	443	0	3238	1184	1196	0	3225	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	256	222	0
Cflar	175.063492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	0	713	0	2882	594	1692	0	2606	1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	229	177	0
Mapre1	174.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	543	0	3189	1356	1501	0	3041	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem258	170.507937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	2979	1204	1779	0	2993	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	372	0
Fen1	170.507937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	2979	1204	1779	0	2993	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	372	0
Edem1	169.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	1141	0	1712	270	2501	0	2723	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	473	0
Golga1	168.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	484	0	3414	1120	1586	0	2799	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	188	0
Lrrc59	168.174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	324	0	2666	893	1520	0	2471	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	575	534	0
Scamp3	168.063492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	3034	1672	1628	0	2696	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itfg2	167.968254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	272	0	2219	731	1568	0	2594	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	772	687	0
Cnpy3	167.031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	465	0	2549	543	2211	0	3051	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	132	223	0
Zbtb40	166.52381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	422	0	2879	1239	1279	0	2805	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	488	0
Tmem214	166.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	498	0	3404	484	1188	0	3011	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	497	0
Sar1a	165.031746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	680	0	2772	700	1673	0	2962	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	149	167	0
Ero1b	162.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	768	0	2402	435	2466	0	2776	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Rhof	162.587302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	0	2163	1030	2128	0	2375	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	219	0
Mettl9	161.47619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	484	0	2761	893	1846	0	2965	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	183	151	0
Derl1	161.412698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	798	0	1952	249	2229	0	1843	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	667	859	0
Sel1l	161.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	637	0	2147	435	1524	0	3387	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	200	206	0
Pdia5	160.507937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	428	0	3223	768	1547	0	2437	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	234	265	0
