Target_genes	Fosl2|Average	SRX515671|3T3-L1	SRX520195|3T3-L1	SRX17156736|Bone_Marrow_Cells	SRX17156737|Bone_Marrow_Cells	SRX17156738|Bone_Marrow_Cells	SRX17156739|Bone_Marrow_Cells	SRX216284|Embryonic_brains	SRX216285|Embryonic_brains	SRX22541704|Macrophages	SRX22541705|Macrophages	SRX22541706|Macrophages	SRX22541707|Macrophages	SRX1839221|MEF	SRX1839222|MEF	SRX1839223|MEF	SRX1839224|MEF	SRX187213|Th0	SRX187214|Th17_Cells	SRX187215|Th17_Cells	STRING
Zfp36l2	382.631579	226	0	0	0	0	0	1656	1469	133	168	0	0	491	503	214	183	431	771	1025	0
Lrrfip2	382.157895	0	0	0	0	734	409	601	552	316	308	242	572	273	0	160	276	746	907	1165	0
Gm10509	381.684211	989	0	0	0	167	139	1036	1166	0	0	0	0	509	396	161	293	424	820	1152	0
Tfip11	381.421053	224	202	0	0	250	225	1580	698	373	337	0	486	292	0	174	298	487	688	933	0
Chmp4b	380.368421	420	0	0	0	300	368	430	741	323	289	259	547	327	258	108	335	480	895	1147	0
Fam214b	378.842105	340	0	0	0	155	0	928	1166	171	166	0	326	313	405	141	279	415	1049	1344	0
Abcc4	378.631579	921	0	0	0	543	324	1087	1268	0	160	0	240	562	489	0	423	234	422	521	0
Trpm6	377.736842	0	0	0	0	311	264	967	811	0	0	0	0	170	0	91	233	1027	1567	1736	0
Traf2	377.421053	264	0	0	0	475	439	545	432	109	0	341	942	0	0	0	198	727	1265	1434	0
Synpo	377.157895	625	0	0	0	263	226	1080	817	186	0	0	199	371	344	0	239	554	911	1351	0
Tmem79	376.263158	0	0	0	0	502	396	425	476	155	202	0	0	418	263	139	353	1106	1201	1513	0
Smg5	376.263158	0	0	0	0	502	396	425	476	155	202	0	0	418	263	139	353	1106	1201	1513	0
Slc35f6	376.0	229	0	0	0	469	311	531	824	327	423	0	335	149	154	123	425	391	1272	1181	0
Bbs5	375.684211	261	0	0	0	239	120	1036	1089	389	237	140	232	428	396	205	436	148	816	966	0
Defb20	375.578947	0	0	0	0	721	663	630	970	0	0	0	314	140	0	226	315	704	1054	1399	0
Crbn	375.473684	1357	159	0	0	0	0	917	1143	0	0	0	214	629	593	196	274	179	738	735	0
S100a4	375.263158	1365	0	0	0	452	377	975	1509	0	145	0	0	341	406	0	477	322	343	418	0
Tcte3	374.052632	0	0	0	0	0	0	1034	1783	234	217	92	217	364	266	268	782	200	673	977	0
Rchy1	373.894737	0	0	0	0	602	626	516	731	267	397	150	271	214	235	116	268	503	956	1252	0
Arhgap42	373.736842	399	0	0	0	557	572	1812	1584	0	0	0	0	777	595	341	464	0	0	0	0
Efcab5	373.315789	0	174	0	0	499	248	1026	1482	180	303	228	599	212	145	148	497	0	581	771	0
Dph1	372.684211	0	0	0	0	304	297	592	554	0	0	0	127	475	0	269	339	775	1479	1870	0
9030025P20Rik	372.263158	0	0	0	0	0	0	1402	1852	235	172	121	223	417	317	184	648	170	535	797	0
Serinc5	371.631579	621	0	0	0	226	299	1055	1198	0	118	0	0	180	157	0	255	493	1176	1283	0
Klhl21	370.842105	0	0	0	0	554	423	267	253	0	87	0	119	321	408	319	568	762	1320	1645	0
Tnfrsf9	370.473684	0	0	0	0	593	566	871	1183	0	0	0	217	210	126	0	264	649	1044	1316	0
Hspa5	370.315789	1223	0	0	0	459	259	839	966	0	0	170	707	584	574	244	472	0	247	292	0
Camta1	369.947368	346	0	0	0	0	0	1216	1205	112	0	0	159	710	503	124	481	430	731	1012	0
Txnip	369.526316	200	0	0	0	447	490	0	0	1554	1590	734	2006	0	0	0	0	0	0	0	0
Tnfsf14	369.526316	0	0	0	0	963	755	0	0	395	537	295	1387	0	0	0	0	443	953	1293	0
Mapre2	368.947368	0	0	0	0	624	483	266	476	141	199	0	353	164	264	180	191	809	1176	1684	0
Runx1	368.210526	286	0	0	0	517	383	581	509	637	537	0	307	146	0	0	282	585	935	1291	0
Arhgap18	368.0	206	0	0	0	399	242	1026	966	145	205	0	0	463	489	126	287	332	963	1143	0
Isy1	367.894737	127	162	0	0	127	308	977	915	473	291	0	316	115	154	226	204	483	818	1294	0
Aebp2	367.736842	198	0	0	0	514	561	675	642	187	120	170	210	176	0	143	373	496	1138	1384	0
Sgms1	367.631579	727	0	0	0	348	167	1219	854	299	292	0	288	238	186	0	262	261	779	1065	0
Tuba1c	367.473684	0	0	0	0	543	505	838	1170	0	154	0	475	260	213	260	520	327	697	1020	0
Ccr3	367.0	0	0	0	0	908	623	0	636	305	309	255	962	232	180	184	167	156	955	1101	0
Nfil3	366.842105	619	151	0	0	201	198	656	528	182	167	215	614	346	225	0	458	232	920	1258	0
Cltc	366.842105	436	143	0	0	305	269	727	739	114	263	0	234	523	428	179	337	483	814	976	0
Ptbp3	366.578947	0	0	0	0	732	640	477	305	0	0	0	0	0	0	218	331	463	1784	2015	0
P4ha3	366.578947	232	0	0	0	1274	961	241	382	0	0	0	128	337	0	258	409	213	1150	1380	0
Ifi203	366.263158	0	153	0	0	747	455	307	443	160	237	177	860	0	0	0	222	306	1293	1599	0
Utp4	364.684211	0	0	0	0	191	190	391	1097	0	0	0	0	0	0	164	320	963	1723	1890	0
Derpc	364.684211	0	0	0	0	191	190	391	1097	0	0	0	0	0	0	164	320	963	1723	1890	0
Chtf8	364.684211	0	0	0	0	191	190	391	1097	0	0	0	0	0	0	164	320	963	1723	1890	0
Mfrp	364.631579	375	0	0	0	562	550	213	0	0	0	0	0	0	0	0	0	1350	1790	2088	0
C1qtnf5	364.631579	375	0	0	0	562	550	213	0	0	0	0	0	0	0	0	0	1350	1790	2088	0
Urgcp	364.473684	173	0	0	0	429	353	798	1387	0	0	0	341	239	155	194	465	521	823	1047	0
Herc3	364.052632	254	0	0	0	371	334	943	1208	0	0	0	98	577	294	254	478	553	699	854	0
Stac2	363.842105	302	0	0	0	251	0	1081	961	0	169	0	344	377	338	216	195	385	945	1349	0
Lamc1	363.631579	743	0	0	0	284	151	1246	900	0	0	0	0	653	440	223	372	222	794	881	0
Clic1	363.105263	0	0	0	0	538	371	957	711	242	259	0	396	363	227	95	454	440	764	1082	0
Ipo5	362.894737	0	0	0	0	507	259	419	107	85	0	0	438	0	0	155	365	977	1618	1965	0
Pip5kl1	362.736842	172	0	0	0	103	201	578	1317	157	0	191	659	478	263	225	625	275	742	906	0
Dpm2	362.736842	172	0	0	0	103	201	578	1317	157	0	191	659	478	263	225	625	275	742	906	0
Naa20	362.684211	0	0	0	0	989	788	0	381	0	0	0	0	0	0	0	0	1451	1461	1821	0
Serpinb8	362.631579	603	0	0	0	196	407	1552	1506	144	166	0	0	771	793	233	519	0	0	0	0
Ntn5	362.0	657	136	0	0	196	313	1784	1715	0	0	0	218	605	244	272	738	0	0	0	0
Paip2b	361.842105	942	0	0	0	0	210	1024	1638	0	0	0	162	491	529	184	189	213	656	637	0
Usp6nl	360.789474	0	0	0	0	897	624	441	178	0	0	0	125	0	0	0	189	831	1674	1896	0
Snx33	360.789474	863	0	0	0	148	0	1013	853	160	120	0	0	587	402	179	423	499	806	802	0
Dhx58	360.684211	0	0	0	0	0	0	1130	1131	128	209	194	688	467	524	164	523	299	604	792	0
Fam110a	360.473684	0	0	0	0	465	397	577	361	0	0	0	344	355	259	184	213	974	1127	1593	0
Cstl1	360.052632	238	0	0	0	326	192	656	843	176	98	0	171	507	453	144	208	364	1008	1457	0
Cdkn1a	359.894737	213	0	0	0	165	0	846	709	266	342	89	430	242	310	133	395	546	820	1332	0
Atp6v0d2	358.157895	0	0	0	0	1380	1258	0	0	330	287	177	396	0	0	0	0	332	1085	1560	0
Ahcyl2	357.578947	1166	0	0	0	180	163	1502	1407	157	118	0	194	281	124	0	189	239	518	556	0
Sdc4	357.368421	447	288	0	0	612	356	693	1124	265	173	264	732	599	379	230	371	0	96	161	0
Hbegf	356.631579	0	0	0	0	532	457	605	746	326	412	112	401	169	192	0	240	555	767	1262	0
Pfn1	356.526316	228	0	0	0	294	143	764	1044	0	0	0	0	221	211	246	457	843	980	1343	0
Slc25a11	356.368421	228	0	0	0	294	143	764	1044	0	0	0	0	218	211	246	457	843	980	1343	0
Rnf167	356.368421	228	0	0	0	294	143	764	1044	0	0	0	0	218	211	246	457	843	980	1343	0
Gm3435	356.157895	0	0	0	0	0	0	1034	1780	234	217	92	208	330	219	268	782	173	453	977	0
Ifi204	356.105263	532	159	0	0	540	600	905	1029	459	323	136	525	368	262	115	178	0	157	478	0
Rab8a	355.789474	0	0	0	0	331	379	981	761	0	0	0	253	479	395	301	385	432	935	1128	0
Dgkd	355.578947	440	0	0	0	353	312	1594	1347	219	228	0	436	321	173	168	517	0	255	393	0
Smim14	355.0	337	0	0	0	154	0	892	584	163	268	0	510	0	0	0	277	754	1338	1468	0
Glrx	354.578947	600	0	0	0	195	257	823	1347	168	214	0	305	188	246	0	142	548	806	898	0
Wdr36	354.105263	289	0	0	0	357	361	426	695	0	0	0	129	226	170	0	487	668	1304	1616	0
Epb41l1	353.421053	289	0	0	0	258	255	843	813	278	336	0	459	380	368	272	368	256	637	903	0
Tlr5	353.157895	741	0	0	0	0	0	1562	1855	150	175	0	0	593	682	0	264	0	299	389	0
Ippk	352.368421	707	0	0	0	0	0	702	929	175	175	0	307	487	324	160	421	322	739	1247	0
Mefv	352.0	0	0	0	0	972	886	0	457	667	760	365	1395	0	0	0	0	0	350	836	0
Myl6b	351.947368	168	0	0	0	282	403	864	1018	477	391	176	548	145	205	0	174	310	564	962	0
Myl6	351.947368	168	0	0	0	282	403	864	1018	477	391	176	548	145	205	0	174	310	564	962	0
Gm12250	351.842105	0	0	0	0	133	140	0	0	0	0	0	0	352	320	207	374	1599	1560	2000	0
Pja2	351.157895	252	0	0	0	0	0	679	1115	0	0	0	0	143	0	0	368	1040	1345	1730	0
Taf4	350.157895	794	0	0	0	591	566	881	1281	327	191	0	327	529	468	225	379	0	94	0	0
Ypel4	350.0	0	0	0	0	147	241	1349	1561	0	0	0	117	241	172	0	227	480	938	1177	0
Spsb2	350.0	506	0	0	0	0	0	1102	1359	0	214	0	303	344	353	147	311	359	611	1041	0
Dgkz	349.473684	0	0	0	0	711	559	549	326	296	280	124	698	0	0	0	136	592	1147	1222	0
Fam107b	349.421053	297	0	0	0	417	341	774	961	89	0	0	181	454	681	198	385	177	785	899	0
Zfp316	349.368421	1075	0	0	0	0	0	1536	1541	0	0	0	0	926	616	184	344	0	202	214	0
Anxa2	349.105263	297	0	0	0	609	408	877	950	140	0	0	139	517	671	0	250	287	747	741	0
Vdr	348.894737	432	0	0	0	0	0	1457	1661	0	0	0	0	311	0	0	257	396	1023	1092	0
Ermard	348.210526	0	0	0	0	0	0	1016	1783	210	185	0	217	364	266	214	549	200	673	939	0
Map7d1	347.789474	292	0	0	0	190	111	682	934	162	195	0	191	416	712	175	341	555	686	966	0
Phlda3	347.684211	566	0	0	0	422	437	1562	1411	0	0	0	0	767	598	244	405	194	0	0	0
Adgre5	345.947368	994	0	0	0	198	271	706	1080	329	242	105	436	424	131	197	359	0	403	698	0
Klhl9	345.894737	0	0	0	0	0	0	1121	1039	127	129	0	105	636	238	0	446	489	907	1335	0
Pik3ip1	344.578947	862	0	0	0	0	0	912	1369	272	0	0	0	645	638	129	301	157	577	685	0
Kcnn4	344.578947	0	0	0	0	338	379	348	427	0	165	0	134	489	430	0	316	948	1186	1387	0
Fadd	343.894737	0	93	0	0	885	690	1062	894	406	305	87	768	414	293	244	393	0	0	0	0
Slc39a1	343.736842	438	0	0	0	562	340	1080	874	271	226	239	495	304	408	244	316	0	311	423	0
Mbnl2	343.052632	725	0	0	0	428	329	864	1064	163	222	120	469	619	432	226	356	0	155	346	0
Mrgpre	342.789474	690	0	0	0	592	490	1545	1199	0	78	0	0	153	0	134	280	313	497	542	0
Ppp1r11	342.684211	811	191	0	0	104	190	496	502	152	149	0	169	185	232	0	240	524	1408	1158	0
Gsg1	342.368421	288	0	0	0	734	524	1095	1039	564	538	172	570	345	234	173	229	0	0	0	0
Ubap1	341.894737	0	0	0	0	1066	966	148	613	217	334	235	648	0	0	196	388	169	664	852	0
H4c3	341.631579	798	0	0	0	0	81	274	486	554	444	193	859	0	114	0	198	499	839	1152	0
Opa3	341.210526	0	0	0	0	603	553	326	405	193	192	193	656	160	222	251	432	214	839	1244	0
Stra8	341.052632	0	0	0	0	1235	1243	0	0	0	0	0	0	0	0	0	0	627	1504	1871	0
Cav2	340.789474	561	0	0	0	276	176	1230	1166	152	0	0	403	591	428	0	389	156	522	425	0
Cttnbp2nl	340.315789	182	147	0	0	939	690	1082	1128	248	468	0	119	447	342	237	437	0	0	0	0
C130050O18Rik	339.157895	1478	0	0	0	418	222	1177	1296	156	259	0	314	159	151	0	211	167	188	248	0
Paip2	338.526316	0	0	0	0	329	468	312	362	0	0	208	1010	231	0	244	663	324	991	1290	0
Tbc1d10a	337.421053	428	0	0	0	177	191	1602	1023	136	207	0	0	699	515	141	466	0	342	484	0
Cmpk1	337.157895	506	0	0	0	260	158	514	707	155	0	0	511	420	304	250	582	291	695	1053	0
Tyk2	337.105263	761	158	0	0	0	0	1300	1252	0	0	0	409	681	387	275	534	147	176	325	0
Lhx6	337.105263	134	0	0	0	0	0	929	1515	0	0	0	0	576	527	253	355	194	783	1139	0
Zswim1	336.789474	694	0	0	0	0	0	1015	1469	0	0	0	0	418	476	164	434	323	618	788	0
Rab32	336.421053	457	0	0	0	106	100	1559	1316	0	132	0	478	688	595	339	622	0	0	0	0
Angpt1	336.105263	673	0	0	0	0	0	1582	1592	0	0	0	0	505	369	0	209	294	581	581	0
Ndrg4	335.263158	0	0	0	0	1098	973	355	636	0	0	0	113	0	0	0	0	976	996	1223	0
Tnfrsf26	335.052632	0	0	0	0	713	675	459	626	286	216	0	316	191	0	180	191	406	861	1246	0
Oasl1	334.368421	364	181	0	0	379	181	332	462	0	202	167	626	559	485	496	524	513	481	401	0
Shc2	334.052632	203	134	0	0	610	452	500	1493	151	303	154	484	418	235	330	652	0	123	105	0
Asmt	333.105263	175	247	175	193	500	405	432	129	0	173	0	188	468	516	561	374	405	656	732	0
Nars	332.157895	696	0	0	0	111	0	985	1213	175	0	0	187	227	225	183	333	173	790	1013	0
Eif4ebp1	331.894737	263	0	0	0	571	464	1762	1297	146	0	0	187	250	151	232	450	0	259	274	0
Msantd3	331.263158	373	0	0	0	522	306	1479	1411	0	0	0	230	602	352	412	607	0	0	0	0
Nos2	331.210526	459	0	0	0	317	354	666	1135	163	220	0	476	0	0	0	0	700	711	1092	0
Ezr	330.315789	0	0	0	0	0	0	726	832	225	143	0	150	692	576	154	472	412	644	1250	0
Prss22	329.736842	542	0	0	0	546	509	1185	852	267	241	0	838	284	354	117	213	0	139	178	0
Septin9	329.421053	469	0	0	0	630	796	874	972	170	181	0	245	323	238	117	276	246	277	445	0
Omd	329.421053	0	0	0	0	560	597	449	625	0	0	0	170	400	322	277	396	0	1136	1327	0
Sqstm1	329.315789	616	0	0	0	461	323	797	799	150	251	141	507	276	306	0	199	396	439	596	0
Tagln2	328.736842	0	0	0	0	183	106	994	1023	138	0	0	147	754	737	0	502	314	564	784	0
Cers2	328.631579	872	0	0	0	158	252	1905	394	309	420	0	280	0	0	0	140	292	566	656	0
Anxa9	328.631579	872	0	0	0	158	252	1905	394	309	420	0	280	0	0	0	140	292	566	656	0
Nr6a1	328.105263	519	0	0	0	0	0	1168	1212	0	0	0	0	399	198	157	211	500	657	1213	0
Fosl1	327.631579	0	0	0	0	854	742	981	1303	0	0	0	0	199	0	0	307	205	632	1002	0
Plcl1	327.578947	0	0	0	0	617	448	266	107	0	0	0	132	0	0	139	395	500	1771	1849	0
Asb2	327.368421	0	0	0	0	291	263	0	0	307	341	204	917	0	0	0	0	1006	1282	1609	0
Adcy7	327.052632	106	0	0	0	375	163	713	768	212	285	0	362	140	165	0	256	437	977	1255	0
Anxa4	326.842105	1273	0	0	0	275	218	581	1241	218	243	145	356	312	275	0	400	0	385	288	0
Jmjd1c	326.526316	148	0	0	0	622	448	748	759	222	186	0	272	175	0	151	338	304	723	1108	0
Zfp248	325.526316	0	0	0	0	104	146	1043	1027	0	0	0	0	425	344	194	540	272	920	1170	0
Wnt7b	325.263158	0	0	0	0	201	152	1182	1838	0	0	0	0	0	0	0	0	318	1114	1375	0
Osbpl9	324.789474	304	0	0	0	369	208	927	1073	167	169	0	246	301	188	123	355	512	603	626	0
Col5a3	324.789474	118	153	0	0	189	153	145	396	0	0	0	0	428	289	276	388	1038	1097	1501	0
Cyth4	324.631579	0	0	0	0	681	340	0	0	350	395	274	1121	0	0	0	0	388	1112	1507	0
Tnk2	324.526316	0	0	0	0	718	659	726	652	0	0	0	0	324	190	92	208	239	1078	1280	0
Lrrc8b	324.473684	0	0	0	0	0	0	1464	869	0	0	0	154	315	305	194	559	352	757	1196	0
Tomm20	323.789474	0	0	0	0	306	144	1345	1240	197	208	0	383	239	311	166	394	146	355	718	0
Avpi1	323.263158	0	0	0	0	687	514	1487	522	0	0	0	275	0	0	0	155	472	767	1263	0
Slc35e4	322.789474	0	0	0	0	0	0	979	801	105	0	0	134	781	533	295	421	384	660	1040	0
Ptpre	322.105263	0	0	0	0	886	619	570	860	220	375	220	461	317	234	203	268	122	253	512	0
Pithd1	322.0	0	0	0	0	876	780	0	0	76	0	0	0	0	0	0	0	984	1559	1843	0
Adipor2	322.0	1061	468	0	0	0	249	1356	1610	0	0	0	0	366	406	0	185	0	116	301	0
Slfn2	321.736842	0	147	0	0	356	281	0	373	197	219	684	1802	199	221	0	279	327	461	567	0
Dynlt1f	321.736842	678	0	0	0	0	0	1705	1148	170	0	0	322	672	440	233	288	0	218	239	0
Dynlt1c	321.736842	678	0	0	0	0	0	1705	1148	170	0	0	322	672	440	233	288	0	218	239	0
Itgb2	321.263158	0	0	0	0	592	435	794	942	0	0	0	420	163	200	134	394	211	692	1127	0
Prnp	321.0	716	0	0	0	127	0	826	980	0	0	0	120	555	442	127	232	356	732	886	0
Prn	321.0	716	0	0	0	127	0	826	980	0	0	0	120	555	442	127	232	356	732	886	0
Lrrc25	320.684211	0	0	0	0	319	0	302	232	312	319	457	1801	0	0	0	0	468	934	949	0
Gbp3	320.684211	0	0	0	0	0	0	887	874	0	175	0	513	170	336	0	146	828	809	1355	0
Pkn1	319.684211	1059	0	0	0	0	160	1008	1434	0	0	0	0	308	180	174	377	164	562	648	0
Cavin3	319.421053	102	0	0	0	260	218	595	425	0	0	0	0	195	229	0	222	730	1363	1730	0
Drap1	319.368421	648	180	0	0	0	0	1780	1487	117	0	0	106	450	340	265	695	0	0	0	0
AI837181	319.368421	648	180	0	0	0	0	1780	1487	117	0	0	106	450	340	265	695	0	0	0	0
Antxr2	318.894737	0	0	0	0	571	682	318	89	132	102	0	323	0	0	192	279	614	1254	1503	0
Lgals1	317.368421	161	0	0	0	0	0	953	1349	109	114	0	203	337	373	0	260	333	773	1065	0
Vps37c	316.947368	519	0	0	0	192	0	1625	1356	0	0	224	1055	419	209	0	265	158	0	0	0
Tnfaip6	316.736842	628	311	0	0	162	0	1029	1299	0	0	0	307	466	380	93	419	0	453	471	0
Mustn1	316.684211	129	0	0	0	814	593	316	452	0	0	0	0	0	0	0	88	479	1390	1756	0
Gstp2	316.631579	683	0	0	0	237	121	1052	1479	0	0	0	0	287	182	0	166	212	574	1023	0
Ubb	316.421053	292	0	0	0	152	228	811	1618	95	155	0	569	324	335	138	544	0	327	424	0
H1f6	316.263158	798	0	0	0	0	81	274	486	554	444	193	859	0	0	0	161	156	966	1037	0
Syne1	316.0	148	0	0	0	854	725	946	678	220	353	0	276	477	218	216	335	0	313	245	0
Tmem205	315.736842	927	0	0	0	204	0	1271	1173	242	149	0	393	314	286	0	248	151	268	373	0
Ccdc159	315.736842	927	0	0	0	204	0	1271	1173	242	149	0	393	314	286	0	248	151	268	373	0
Utrn	315.526316	655	0	0	0	0	0	1910	1463	0	0	0	0	407	495	154	389	0	292	230	0
Shisa5	315.368421	311	0	0	0	184	116	928	843	168	189	0	263	484	406	188	365	330	509	708	0
Psmc6	314.789474	797	148	0	0	241	201	991	1149	243	0	0	399	230	184	0	142	0	586	670	0
Wnt5b	314.684211	508	227	0	0	442	361	254	774	0	0	0	129	190	167	134	221	534	895	1143	0
Tlr4	314.684211	380	0	0	0	214	213	1758	1487	180	166	0	273	399	334	109	253	0	0	213	0
Lzts1	314.368421	0	0	0	0	413	398	398	0	0	0	0	0	159	0	0	0	1250	1671	1684	0
Tcf12	314.315789	0	0	0	0	535	442	421	433	205	168	0	0	388	219	161	333	1021	740	906	0
Ttc39a	313.789474	1083	0	0	0	0	0	1251	1356	173	163	0	0	329	398	0	203	533	275	198	0
Ptp4a1	313.789474	88	134	0	0	174	0	812	1188	0	0	0	176	390	392	227	414	245	775	947	0
Pthlh	313.052632	943	0	0	0	96	0	1724	1838	0	0	0	0	480	361	164	342	0	0	0	0
Midn	312.473684	682	0	0	0	0	0	731	752	0	0	0	199	473	336	0	538	358	707	1161	0
Ralb	311.578947	333	0	0	0	568	303	1578	1346	0	0	0	0	161	0	0	407	144	495	585	0
Parvb	310.947368	0	0	0	0	1447	1123	1002	459	577	268	107	793	0	0	0	132	0	0	0	0
Tnpo1	310.842105	0	0	0	0	308	214	703	861	117	0	0	221	314	250	0	334	429	944	1211	0
Ifrd1	310.421053	334	0	0	0	197	234	943	823	0	0	135	397	328	273	197	590	257	444	746	0
Nfkbie	310.315789	0	0	0	0	846	686	184	0	591	717	246	1005	0	0	0	151	390	317	763	0
Rassf8	309.210526	0	183	0	0	534	431	585	1026	0	0	0	171	290	224	231	315	319	733	833	0
Mrpl38	309.210526	247	0	0	0	1020	775	1124	1739	187	92	0	0	178	145	0	368	0	0	0	0
Ube2h	308.947368	336	184	0	0	0	0	793	560	215	208	0	115	323	131	0	191	661	974	1179	0
Zbtb21	308.736842	120	0	0	0	322	269	334	307	107	0	0	246	167	142	0	291	977	1198	1386	0
Cdk9	308.526316	0	0	0	0	372	232	762	860	144	142	0	183	164	0	185	288	485	1008	1037	0
Slc11a2	307.631579	0	0	0	0	1100	806	200	407	346	413	401	1203	144	0	0	195	151	240	239	0
Klra2	307.052632	495	0	0	0	796	593	418	662	323	236	313	913	0	0	0	126	0	353	606	0
Ctnnal1	307.0	431	0	0	0	0	0	1211	1678	0	0	0	0	249	375	0	264	401	512	712	0
Rffl	306.684211	0	0	0	0	454	259	0	429	478	545	170	644	0	0	0	0	0	1227	1621	0
Kdm1a	306.473684	0	0	0	0	1027	810	690	418	0	0	0	210	233	168	181	229	168	726	963	0
Palld	305.894737	446	0	0	0	152	0	899	1108	196	0	0	0	552	463	142	301	179	497	877	0
Musk	305.578947	0	0	0	0	1566	1398	0	270	0	155	157	504	0	0	0	189	0	722	845	0
Wdr63	305.526316	622	0	0	0	335	409	900	707	326	144	0	401	559	409	112	193	0	304	384	0
Stk3	305.368421	234	0	0	0	0	0	1437	2018	78	0	0	0	206	512	0	358	0	548	411	0
Tmem65	305.157895	0	0	0	0	0	128	1012	1051	128	186	0	0	575	851	172	393	232	357	713	0
Upp1	305.0	548	0	0	0	152	0	1594	1339	0	0	0	0	310	331	0	391	0	444	686	0
Ptpn22	304.789474	0	0	0	0	1120	949	293	152	341	337	0	138	0	0	0	0	443	869	1149	0
Uhrf1bp1l	304.315789	186	0	0	0	401	435	443	761	0	0	0	277	0	0	0	205	494	1043	1537	0
S100a11	304.263158	896	0	0	0	234	208	1025	1347	0	0	0	0	588	583	0	313	212	199	176	0
Dpy19l4	303.631579	466	0	0	0	0	0	930	1373	0	0	0	0	614	476	245	360	189	521	595	0
Mbnl1	303.526316	0	0	0	0	675	557	979	743	625	642	139	593	156	138	0	0	0	217	303	0
Kif21b	303.473684	953	0	0	0	216	163	844	865	170	170	0	409	382	331	149	215	0	371	528	0
Traf1	303.368421	0	0	0	0	493	509	541	502	109	0	198	955	0	0	0	304	563	633	957	0
Chek1	303.210526	248	0	0	0	145	0	1001	1155	0	0	0	0	366	272	136	309	540	793	796	0
Cd5	303.210526	134	0	0	0	431	432	510	1192	203	111	0	235	210	180	247	535	194	465	682	0
Gramd1b	303.052632	357	122	0	0	406	202	394	610	168	241	0	408	118	123	98	192	408	899	1012	0
P2rx6	303.0	121	0	0	0	256	171	610	676	0	0	0	98	377	216	0	251	146	1293	1542	0
Lrrc74b	303.0	121	0	0	0	256	171	610	676	0	0	0	98	377	216	0	251	146	1293	1542	0
Mical1	302.526316	0	0	0	0	359	276	656	403	175	209	0	293	0	0	0	425	425	1245	1282	0
H3f3b	302.526316	0	0	0	0	0	0	656	718	0	99	0	311	542	297	298	594	302	774	1157	0
Dennd1b	302.210526	0	0	0	0	389	233	584	418	193	140	0	256	294	211	242	338	358	869	1217	0
Zcchc4	301.736842	172	161	0	0	216	222	1294	1039	0	0	0	225	202	0	0	189	534	632	847	0
Tmem43	301.684211	361	0	0	0	0	0	944	989	229	0	0	0	229	134	219	408	413	669	1137	0
Chchd4	301.684211	361	0	0	0	0	0	944	989	229	0	0	0	229	134	219	408	413	669	1137	0
Rtkn	300.684211	0	0	0	0	118	233	681	411	0	0	0	0	327	179	299	503	0	1431	1531	0
Synj2	300.473684	306	0	0	0	378	134	736	238	314	554	0	249	119	0	0	116	333	979	1253	0
Arl6ip5	300.421053	802	0	0	0	379	465	500	378	141	207	0	101	210	127	145	323	338	757	835	0
Fndc10	300.315789	0	0	0	0	430	319	1190	1335	0	0	0	0	419	335	0	267	622	317	472	0
Cpd	300.157895	0	0	0	0	521	512	0	0	430	348	499	1464	0	0	0	0	117	740	1072	0
Fblim1	300.052632	266	0	0	0	707	594	566	759	782	871	241	670	0	0	0	245	0	0	0	0
Clu	299.421053	0	0	0	0	139	170	934	1081	0	0	0	0	579	456	216	420	212	634	848	0
Rhov	299.368421	339	0	0	0	571	325	428	498	430	459	196	731	0	0	0	190	344	494	683	0
Wdr19	299.105263	361	121	0	0	315	253	1554	1743	0	0	0	136	408	499	0	293	0	0	0	0
Osgin1	298.947368	654	0	0	0	331	343	585	605	184	207	0	343	233	319	215	307	296	327	731	0
Evi2a	298.947368	0	0	0	0	407	297	239	592	433	340	179	456	242	363	0	110	234	782	1006	0
Evi2	298.947368	0	0	0	0	407	297	239	592	433	340	179	456	242	363	0	110	234	782	1006	0
Sprr1a	298.789474	345	118	0	0	0	0	1645	1741	0	0	0	0	454	211	256	568	0	214	125	0
Elf1	298.736842	0	0	0	0	520	619	375	817	0	0	0	0	311	128	0	195	578	997	1136	0
Bach1	298.578947	261	0	0	0	0	0	1369	1198	0	0	0	0	641	591	273	322	130	406	482	0
S100a10	298.526316	388	0	0	0	423	340	1146	832	205	141	0	0	153	179	0	181	132	776	776	0
Whamm	298.368421	926	0	0	0	0	0	1381	1627	0	0	0	0	300	354	0	274	236	246	325	0
Dipk1a	298.368421	381	0	0	0	0	0	891	956	0	0	0	0	402	327	172	287	328	745	1180	0
Rapgef3	298.315789	0	0	0	0	0	0	632	832	0	0	0	0	491	458	179	577	306	1047	1146	0
Paxx	298.157895	232	0	0	0	184	224	816	1046	283	168	0	347	287	284	0	178	266	525	825	0
Sipa1l2	296.842105	162	0	0	0	564	459	528	303	356	443	157	379	141	0	162	366	102	632	886	0
Rab39b	296.631579	470	180	0	0	0	0	954	1285	0	0	0	0	265	170	0	234	262	703	1113	0
Atg5	296.315789	0	0	0	0	0	0	1037	1177	133	153	0	0	295	424	256	786	0	541	828	0
Il1r1	295.052632	272	91	0	0	825	675	209	369	370	217	0	694	94	131	148	301	0	536	674	0
Lrp1	294.894737	221	0	0	0	0	0	1588	1769	0	0	0	0	444	423	0	251	0	381	526	0
Celf2	294.578947	224	842	0	0	153	106	880	940	317	249	0	444	367	198	0	307	162	208	200	0
