	source	target	weight	PMID
115	Ar	Klk1	1	10075669;10547578;10625666;10898343;11006269;11034093;11059779;11238180;11299734;11377978;11504717;11532861;11571582;11867260;11894840;11994312;12111703;12114445;12376473;12376534;12463425;12539223;12648523;12651911;12670590;12782640;12917209;12958311;14517289;14715080;14729601;14767470;15131260;15368351;15514031;15543614;15557561;15640095;15640443;15833875;15923603;16081584;16137620;16140973;16275987;16342680;16373397;16425097;16434977;16452400;16508948;16724108;16914734;17011549;17075604;17094454;17426252;17433535;17534890;17566103;17653089;18092350;18640093;18758709;18780293;18829551;19013180;19274665;19389135;20069563;20103546;20181722;20568894;20709811;21308712;21541973;21780100;21885566;21981678;22155408;22179832;22245379;22473899;22597536;22654108;22695118;23662037;23667504;23884959;24307657;7514587;7686046;8626436;9044850;9052414;9211894;9316650;9719026
116	Ar	Arr3	1	10075669
117	Atf1	Cftr	1	10075672
118	Kat7	Cftr	1	10075672
119	Crebzf	Gast	1	10075714
120	Sp1	Gast	1	10075714;10448078;10580833;10679190;10751319;14670968;15613302;17889508;21083750;22593272;2566164;7721790;7890769;8920679;8943318;9144414;9852054
121	Gli3	Gli1	1	10075717;12435627;14723851;16571352;19667090
122	Nkx2-5	Nppa	1	10075728;11042197;11555635;12023302;12392994;12408979;12692125;14573514;14757752;15158141;15542826;15972800;17468179;17544441;17584735;17927564;18444963;20167925;21930795;8756621;9278441;9312027;9584153
123	Gata4	Nppa	1	10075728;10330176;11382775;11994297;14573514;15542826;16603706;17584735;19546173;20384792;20874724;20931527;9312027;9584153
124	Ar	Tgfb1i1	1	16849583
125	Tgfb1i1	Ar	1	10075738;11532379;21515881
126	Rarb	Mmp11	1	10075839
127	Rarg	Mmp11	1	10075839
128	Rarg	Rarb	1	10075839;10929206;1310259;1650576
129	Rarb	Rarg	-1	11173543;1649387;1650576
130	Jun	Ccl5	1	10075858;10760799;11413310;19828633;20862675;26096887;7513046
131	Rela	Cd40	1	10075983;11313274;17031478;19164127;9733827
132	Rela	Ifng	1	10075983;10227974;12105194;12757742;12759422;12842891;14662860;17035338;17407192;18690006;19732956;19929594;20643337;21224476;21243522;23195252;23667107;9374532
133	Tead1	Tgfa	1	10076050
134	Tfap2a	Tgfa	1	10076050;11952158;18579641;9162057;9174059
135	Ppara	Nr1d1	1	10076997
136	Esr2	Rara	1	10076999
137	Rara	Esr1	1	9626663
138	Esr1	Rara	1	10076999;11038749;15831516;15870697;18414489;8300756;8732679;8912864;9626663
139	Nr3c1	Irs2	1	10077005
140	Pgr	Irs2	1	10077005;14534541;18819936
141	Tbp	Gtf2a1	1	10078202;10523649;10581267;10617594;10675336;10985861;16412700;1644819;18206971;7823952;7969171;8051080;8552077;8626665;8751448;9003783;9343426;9566876;9603936
142	Gtf2a1	Tbp	1	12818428
143	Rel	Nos2	1	10079054;23646894;24360823;7537042
144	Pax6	Krt12	1	10079137;27818314;9856765
145	Isl1	Nhlh1	1	10079519
146	Rara	Kras	1	10080908
147	Runx1	Kras	1	10080908
148	Zbtb14	Myc	-1	10080939;10936031;8367294;9092617;9618270
149	Myb	Epo	1	10082121
150	Myc	Epo	1	10082121
151	Sp1	Nf1	1	10082137;10435592;11145742;11433027;12234688;12568725;14647436;18342022;18440323;2403642;8065328;8089200;9287317
152	Tp53	Eif2ak2	1	10082513;19416861
153	Egr1	Prkcg	1	10082522;11149911;11336542;12694408;18062928;23091071
154	Sp1	Myod1	1	10082523;1662816;8120060
155	Myod1	Sp1	-1	10082523;1662816;9148896
156	Fos	Tp53	1	10348347
157	Tp53	Fos	-1	10082525;10214938;10529369;12173040;1508692;17174366;1946467;8604347;8649776;8668332
158	Ets2	Bcl2l1	1	10082528;19179380;19411629
159	Gtf2i	Fos	1	10082538;11313464;11934902;12082086;16611241;19097122;9584171
160	Gtf2i	Smarca4	1	10082538
161	Sp1	Fos	1	10082538;17626239;9528985
162	Yy1	Fos	-1	10082538;1508214;7494244;7565750;7769693;8276234;8423791
163	Sp1	Egr1	1	10082539;10826704;12637574;18044710;20427719;8349585;9282327
164	Egr1	Sp1	1	11956220;12637574;18044710;20204374;20427719
165	Nr2f1	Egr1	1	10082539;24227652
166	Btaf1	Tbp	-1	14988402;15509807;16858867;20627952
167	Tbp	Btaf1	1	10082549
168	Tbp	Dnah8	1	10082549
169	Myc	Eno1	1	10823814;11085504;12695333;1451920411085504;1451920411983916
170	Eno1	Myc	-1	10082554;10403782;10528225;10681589;10802057;11134351;14506152;17595061;18070418;18490439;19846662;2005901;20412594;20886042;21559732;23421821;7880838;9074493;9119380
171	Tp53	Ccnd1	-1	10082575;10669755;11798189;12808109;15205322;16061648;17942917;18769160;19086036;19800042;20554748;20731879;22270849;24189068;24460719;8702807
172	Irf2	Abcc8	1	10082588
173	Irf2	Smc3	1	10082588
174	Fos	Rhoa	1	10085083;15068801
175	Jdp2	Lgals1	1	10085088
176	Jun	Dctn1	1	10085088
177	Sp1	Pnmt	1	10085109;12694408;14573768;16926281;19220706;19539715;20654592;21046459;7615530
178	Nfic	Pck1	1	10085123;9593667
179	Creb1	Pck1	1	10085123;10854692;11092886;1655770;16803882;19583954;20022930;20137375;20688914;20797423;21406501;23058912;24046422;8093246;8386317;9593667
180	Nr4a1	Pck1	1	10085123
181	Hmga1	Nos2	1	10085153;11056164;14630716;18279675;18937643
182	Rela	Nos2	1	10085153;11036073;12057007;14978160;15170030;15350552;16169848;16283237;16318585;17035338;17041221;17068060;17081374;17720813;18057724;18596035;19766095;20600530;23085209;24014650;24360823;9685183;9712833;9754583
183	Nfkb1	Nos2	1	10085153;11036073;11438703;12595462;15170030;15350552;16283237;16318585;17081374;17720813;18057724;19766095;22949549;23646894;24360823;9685183;9754583
184	Usf1	Usf1	1	10085160;11111045;12235287;12857727;14669984;15240803;18817855;19087304;19416648;19423764
185	Cebpb	Ddit3	1	10085237;16757577;8051100;8662954
186	Ddit3	Cebpb	-1	7588595
187	Ddit3	Atf4	1	15775988;18396163;18940792;24308964
188	Atf4	Ddit3	1	10085237;12082616;12083523;15775988;16006626;16246168;17276738;17455323;17726049;18940792;20020050;20732869;21044953;21966512;22691366;22802018;24939851;31226023
189	Atf4	Atf3	1	10085237;16246168;16989641;17042743;21801305;22819556;23269699;25681212
190	Atf3	Atf4	1	10085237;17042743;23269699
191	Atf3	Ddit3	1	10085237;14729979;22753726;9343434
192	Taf1	Ccna2	1	10086334;11287574;17166848;22711989;9334328;9388200
193	Runx2	Bglap	1	10088730;10440929;10660618;10759426;11331591;11668178;11681994;11882458;11893738;12110689;12151083;12270142;12403780;12529404;12551949;12697832;12704187;12933820;12952188;15131132;15225783;15292260;15456860;15456894;15713650;16000305;16267835;16613847;16720721;16772287;17117476;17352650;17439944;17707335;18171674;18287524;18321663;18821584;19051235;19324883;19339281;19419310;19594294;20116374;20578243;21147283;21308732;21471200;22493443;23326237;24389415;9182762;9804819;9812998
194	Runx2	Bglap3	1	10088730;10440929;10660618;10759426;11331591;11668178;11681994;11882458;11893738;12110689;12151083;12270142;12403780;12529404;12551949;12697832;12704187;12933820;12952188;15131132;15225783;15292260;15456860;15456894;15713650;16000305;16267835;16613847;16720721;16772287;17117476;17352650;17439944;17707335;18171674;18287524;18321663;18821584;19051235;19324883;19339281;19419310;19594294;20116374;20578243;21147283;21308732;21471200;22493443;23326237;24389415;9182762;9804819;9812998
195	Runx2	Bglap2	1	10088730;10440929;10660618;10759426;11331591;11668178;11681994;11882458;11893738;12110689;12151083;12270142;12403780;12529404;12551949;12697832;12704187;12933820;12952188;15131132;15225783;15292260;15456860;15456894;15713650;16000305;16267835;16613847;16720721;16772287;17117476;17352650;17439944;17707335;18171674;18287524;18321663;18821584;19051235;19324883;19339281;19419310;19594294;20116374;20578243;21147283;21308732;21471200;22493443;23326237;24389415;9182762;9804819;9812998
196	Tfap2a	Fabp2	1	10090146;9315651
197	Tfap2b	Fabp2	1	10090146
198	Atf2	Sele	1	10090829;9317150
199	Hmga1	Sele	1	10090829;7520524;7523851;9016563
200	Hnf1a	Lct	1	10092306;10677375;12011060;9582375
201	Crem	Lipe	1	10092610
202	Smad4	Serpine1	1	10092624;10636910;12551947;19752858;9606191;9765209;9792626
203	Smad3	Serpine1	1	10092624;10557285;11387330;11590145;12551947;15198928;15561701;15840021;16169848;17761371;18333754;19132220;19563779;19586629;19643931;19887897;20093492;23063463;24330518;9380693;9606191;9765209;9792626
204	Irf8	Ifng	1	10092656;10358195;12370291;12429737;19074829;2111015;21731497;21862594
205	Pax6	Gcg	1	10094478;10319322;10506141;10862760;10938089;11457839;11707457;11773447;11845228;12783165;14765989;15590659;17263687;17901057;17962386;19217949;19223471;19338578;20592023;21824252;21824254;22426149;9224716;9933606
206	Tp53	Bax	1	10094833;10101800;10400708;10510469;10559267;10566557;10744634;10777477;10935506;11104574;11118038;11278953;11335718;11395510;11420692;11423991;11429705;11748232;11756653;11850816;11928223;12168779;12173040;12203124;12433990;12560513;12806965;12851404;15242522;15566940;15679092;15851483;15988033;16215989;16341121;16931621;17145718;17280505;17521288;17690113;17693666;18034190;18172861;18381427;19054058;19067706;19242108;19505426;20400479;20546728;20567883;20673369;20840522;21859835;22532570;22732402;23100276;24098340;24336083;7834749;8183578;8564971;8635454;8845569;9000137;9122197;9400998;9445173;9582019;9582400
207	Tp53	Ccng1	1	10094833;12642871;14581561;16540664;19925028;7957050;9233778;9525742;9688532
208	Tp53	Chka	1	10094833;9501176
209	Tp53	Gadd45a	1	10094833;10321740;10327059;10435630;10566557;10749144;11221850;11420680;12007564;12806965;15031557;15186775;15721278;15735726;16581545;16714289;17063488;17084916;17344317;17440969;17700520;18225552;18350249;20797428;20840860;21245169;21394211;21836608;22262183;22801474;23114628;23576563;23948959;7624148;8892753;9154806;9191059;9233781;9405685;9519881;9566896;9931282
210	Etv5	Ifng	1	10097133
211	Stat4	Ifng	1	10097133;11449378;11801649;12594853;12759422;12893768;12902482;14734615;15251440;15522880;16301617;16717115;17110450;19359411;19710469;20574006;20620946;23761633;24415943;25589075;26123499;9558063;9642277
212	Dmtf1	Cdkn2a	1	10097151;15601844;17546045;21062982;21892281;22039255
213	Tp53	Cdkn2a	1	10097151;10348346;10652576;10816133;10980602;11360201;11402335;11559812;11739748;11818069;12091906;12384561;15205322;15361884;15775976;16103197;16764954;17265068;17907153;18275833;18555006;19216023;19240179;19244234;19649205;19901969;20569441;21164364;21447739;21483786;21555589;21637567;21892281;22020338;22056554;22467867;24672805;8631601;9436028;9774662
214	Pparg	Lpl	1	10098492;17658475;18948972;8895578
215	Sp1	Npr1	1	10098505;11022037;20864529;24451378
216	Sp3	Npr1	1	10098505
217	Nr5a1	Cyp17a1	1	10098601;10847589;11145739;11749720;11932209;12530662;12765518;12943735;15767781;16271033;16887917;17053042;17664281;17786540;17895316;19007851;20207836;20980388;21467194;22155568;23358192;23530236;9029713;9178749;9593668;9851803
218	Sp1	Rac2	1	10098607
219	Sp3	Rac2	1	10098607
220	Neurod2	Itpr1	1	10098882
221	Runx1	Fos	1	10100620;15156182
222	Neurod1	Ak1	1	10101232
223	Hhex	Hhex	1	10101294;12270938;12655000;15062550;21215263;22874537
224	Foxo3	Faslg	1	10102273;11756562;14701673;15895074;19690465;20051626;20371612;20671123
225	Usf1	Fasn	1	10103003;10962028;11583420;12440974;12897158;17197698;17313375;19303849;24511897;7499393;9334210;9594578
226	Usf1	Ins2	1	10103003;10962028;15684402;17446190;9334210;9871795
227	Mbd1	Fgf2	1	10187827;18689796
228	Cebpd	Igf1	1	10187857;10614631;11278589;11390399;12791769;19103645;24440782
229	Elk1	Sod1	1	10191264
230	Yy1	Sod1	1	10191264
231	Fli1	Gp9	1	10194443;12556498;12724402;15466856
232	Fli1	Itga2b	1	10194443;12356738;15232614;15466856
233	Egr1	Elk1	1	18061571
234	Elk1	Egr1	1	10194767;10329706;11739517;12374773;15449318;16840354;17967787;18434015;18814180;19417216;21257751;21791614;22593802;23059951
235	Elk4	Egr1	1	10194767;14770179;23063436
236	Preb	Prkaca	1	10194769
237	Pou1f1	Pou1f1	1	10194769;10390158;10652292;10980416;11518797;11722845;12673394;12792149;15266826;1600947;16043966;16189248;16216912;16322098;17445765;1972784;2049101;20807761;22199144;8297469;8625901;9247737;9639565
238	Pou1f1	Preb	1	10194769
239	Preb	Pou1f1	1	10194769
240	Pou1f1	Prkaca	1	10194769
241	Preb	Preb	1	10194769;18755803;18801336;19267880;19382911;19426980
242	Stat3	Pomc	1	10196143;11104795;12239103;12639901;12697721;17023536;19049975;23370526
243	Tp53	Ptgs2	-1	10196169;11161397;16682957
244	Tbp	Ptgs2	1	10196169;18204072
245	Tp53	Ticam2	1	10196247
246	Tbp	Rb1	1	10197586;9242374;9400991
247	Pax5	Rb1	1	10197586
248	Creb1	Chga	1	10197763;10567198;10570944;12456801;17889508;22449227;9276735;9466982;9658190;9852054
249	Tfap2a	St3gal4	1	10198243
250	Sp1	Clcn2	1	10198359;12714379
251	Sp3	Clcn2	1	10198359;12714379
252	Cebpg	Nos2	1	10198420;11474579;12048217;14754879;19323834
253	Cebpb	Nos2	1	10198420;10229861;10844594;11834703;12379662;12958187;14565925;19323834;23085209;25156364;7692452;9590244;9679644;9685183
254	Cebpa	Alb	1	10198916;10542249;16452305;16608438;19932685;7564318;8288579;8314088;8703043
255	Tp53	Alox15	1	10200270
256	Litaf	Tnf	1	10200294;11708771;12177065;12655064;16804395;16872372;17283168;21980379;22138218
257	Irf1	Ifnl2	1	10200596;17785777
258	Irf1	Ifnl3	1	10200596;17785777
259	Irf2	Ifnl2	1	10200596
260	Irf2	Ifnl3	1	10200596
261	Irf3	Ifnl2	1	10200596;17785777
262	Irf3	Ifnl3	1	10200596;17785777
263	Rela	Ifnl2	1	10200596;17785777
264	Rela	Ifnl3	1	10200596;17785777
265	Irf2	Irf2	1	10200596;10321737;12493643;1431317;15560761;18281489;20129639
266	Creb1	Ccnd1	1	10201372;10915780;12391146;12504100;14764597;15116100;16503642;16522741;18713830;18957421;18988190;22271686;22751440;23447091;24065533;9990041
267	Stat6	Ifng	-1	10201928;10528163;10626890;10982806;16621996;17878383;22078635;24968940;7635985;9548487
268	Jun	Il6	1	10037779;10202034;10542237;11120852;12667961;15158360;15389813;17341596;18502099;19687301;20225236;20351184;20371366;20511231;20862675;21069809;21098092;21312239;24676671;25567680;26513016;8453101;8830832
269	Egr1	Il1b	1	10202038;12637574;12734378;15569263;16601242;17631285;18044710;22455954;7823937;8709978
270	Egr1	Il1a	1	10202038
271	Hif1a	Epo	1	10202154;10207038;10415537;10477681;10559391;10837481;11001829;11707426;11812905;11914036;11971899;14741200;15315937;15347669;15838297;16189267;16281953;16684536;17712557;18423195;20043814;20404921;20631191;21054399;21212189;21309574;24023421;7836384;7852211;8089148;8260699;8660378;8663540;8756616;8900415;9235919;9236155;9654078
272	Hlf	Epo	1	10202154;9113979
273	Myc	Cdc25a	1	10205150;11154267;15677471;17671423;8994810;9371770
274	Tfap2a	Nqo1	1	10206277
275	Fos	Tgfb1	1	10206347;10406964;10770487;11223948;12711314;12794825;16246896;16637060;16730810;16896927;16978906;1901652;2117705;21344377;23437118;9515031
276	Tp53	Mmp1a	-1	10206959;11850838;12430174;15108353;18557930;18625714;21056989
277	Spi1	Reg1	1	10206983
278	Pou1f1	Ghrhr	1	10207037;10429879;10465288;11875102;16326834;17536003;20381582;21044116;8625613
279	Arnt	Epo	1	10207038;11782478;20631191;8089148;8408001;8663540
280	Tp73	Mdm2	1	10207051;10469568;11245471;15734740;20156675;20921405
281	Tp53	Tp73	1	11238924;12101410;16835297;16990849;17693405;17822668;21394211;22952705
282	Tp73	Tp53	1	10207051;10606650;10698502;11313982;11382762;12427762;15734740;16849542;17822668;18555006;19861536;20197393;20516129;22952705
283	Myc	Emp1	1	10207076
284	Esr1	Emp1	1	10207076
285	Klf11	Hbb-b1	1	10207080
286	Nfatc2	Tat	1	10207088
287	Tcf4	Sstr2	1	10207097
288	Hivep2	Sstr2	1	10207097
289	Esr1	Cryab	1	10207098
290	Tp73	Cdkn1a	1	10207112;10435630;11172610;12639967;12676926;12841870;12934105;14614455;15790310;16193303;17611664;17700533;18418051;18421303;18644986;18951877;19067706;21245298
291	E2f4	E2f1	-1	10208422;14576826
292	Runx1	Bcl2	1	10208431;23673926;24370018;8943060
293	Pou1f1	Trhr	1	10208868
294	Yy1	Acr	1	10208876;11500964
295	Crem	Fshb	-1	10209256;20008557;21659477
296	Sp1	Cdkn1a	1	10030670;10212208;10321829;10362258;10485470;10506225;10601254;10625687;10649433;10733944;10809237;10878024;11064455;11274368;11384995;11574165;11842244;11953011;12151347;12379120;12434298;12665570;12727210;12773551;12782287;12796485;12806965;14527674;14529564;14744793;14755691;15033443;15041706;15302882;15345676;15361832;15389873;15489892;15528212;15557281;15659839;15694666;15694838;15790310;15899840;15961274;15978937;15979845;16081043;16103879;16298343;16533812;16706751;16810128;16818630;17026958;17090534;17516505;17556661;17885207;18202149;18210215;18270969;18419600;18509005;18636159;18850004;19244234;19318349;19584258;20301197;20935676;21184768;21311948;21325288;21858218;22001409;22132221;22427654;23066038;23184467;23235480;23329847;23877711;24451377;24589735;24821727;7499379;8557703;8995437;9183012;9553133;9580699;9618481;9819384
297	Gata5	Myh7	1	10212267
298	Gata4	Myh7	1	10212267;10998641
299	Gata4	Slc8a1	1	10212268;16966329
300	Srf	Slc8a1	1	10212268;16966329
301	Elf1	Il5	1	10212281
302	Ets2	Il5	1	10212281;19487701
303	Gata3	Il5	1	10212281;11093124;11544451;11579103;11714753;11790301;12947222;15549733;15826950;16009272;16373364;16498264;16922677;17270283;17277157;17717199;17845581;18028994;18772129;19348920;20522714;20636338;21276008;21536806;22118525;23232398;24167278;25861992;7592673;7615560;7791790;9234684;9261181;9780145
