Target_genes	Patz1|Average	SRX20088451|ES_cells	SRX20088452|ES_cells	SRX20088453|ES_cells	SRX20088454|ES_cells	STRING
Dipk1a	27.250000	109	0	0	0	0
Cyp1b1	27.250000	0	109	0	0	0
Cript	27.250000	0	109	0	0	0
Crebzf	27.250000	0	109	0	0	0
Clvs2	27.250000	0	109	0	0	0
Cers4	27.250000	109	0	0	0	0
Ccdc166	27.250000	0	109	0	0	0
Atp6v1c2	27.250000	0	109	0	0	0
Tmem164	27.000000	108	0	0	0	0
Tgfbr3	27.000000	0	108	0	0	0
Spats2l	27.000000	0	108	0	0	0
Snx25	27.000000	0	108	0	0	0
Smad6	27.000000	0	108	0	0	0
Sema3f	27.000000	108	0	0	0	0
Sde2	27.000000	0	108	0	0	0
Prep	27.000000	0	108	0	0	0
Pdf	27.000000	0	108	0	0	0
Pawr	27.000000	0	108	0	0	0
Pak1ip1	27.000000	108	0	0	0	0
Nrip1	27.000000	0	108	0	0	0
Garre1	27.000000	0	108	0	0	0
Eif3j2	27.000000	108	0	0	0	0
Eif3j1	27.000000	108	0	0	0	0
Eef1akmt2	27.000000	108	0	0	0	0
Dlc1	27.000000	0	108	0	0	0
Cnih2	27.000000	0	108	0	0	0
Cdr2l	27.000000	0	108	0	0	0
Usp31	26.750000	0	107	0	0	0
Trak1	26.750000	0	107	0	0	0
Tmem230	26.750000	0	107	0	0	0
Tent5a	26.750000	0	107	0	0	0
Srsf12	26.750000	0	107	0	0	0
Sdc4	26.750000	107	0	0	0	0
Psph	26.750000	107	0	0	0	0
Ppp2r5d	26.750000	0	107	0	0	0
Plcl2	26.750000	107	0	0	0	0
Pcnx	26.750000	0	107	0	0	0
Pcna	26.750000	0	107	0	0	0
Pald1	26.750000	0	107	0	0	0
Ovol2	26.750000	0	107	0	0	0
Nkx2-3	26.750000	0	107	0	0	0
Myb	26.750000	107	0	0	0	0
Mtrr	26.750000	0	107	0	0	0
Mrps35	26.750000	0	107	0	0	0
Itgav	26.750000	0	107	0	0	0
Fastkd3	26.750000	0	107	0	0	0
Dnajb12	26.750000	0	107	0	0	0
Cct6a	26.750000	107	0	0	0	0
Arih2	26.750000	0	107	0	0	0
1700102P08Rik	26.750000	0	107	0	0	0
Zdhhc2	26.500000	0	106	0	0	0
Whrn	26.500000	106	0	0	0	0
Usp47	26.500000	0	106	0	0	0
Ube2h	26.500000	0	106	0	0	0
Tspan13	26.500000	0	106	0	0	0
Tbc1d4	26.500000	0	106	0	0	0
Tax1bp3	26.500000	0	106	0	0	0
Sycp1	26.500000	106	0	0	0	0
Smco4	26.500000	0	106	0	0	0
Sertm1	26.500000	0	106	0	0	0
Senp7	26.500000	0	106	0	0	0
Rhno1	26.500000	0	106	0	0	0
Rexo5	26.500000	0	106	0	0	0
Ppil3	26.500000	0	106	0	0	0
Pde7a	26.500000	0	106	0	0	0
Nif3l1	26.500000	0	106	0	0	0
Lypla1	26.500000	0	106	0	0	0
Ica1l	26.500000	0	106	0	0	0
Gsr	26.500000	0	106	0	0	0
Foxm1	26.500000	0	106	0	0	0
Eri2	26.500000	0	106	0	0	0
Enkd1	26.500000	0	106	0	0	0
Emc6	26.500000	0	106	0	0	0
Deptor	26.500000	0	106	0	0	0
Dctn1	26.500000	106	0	0	0	0
Cyfip1	26.500000	0	106	0	0	0
Cwf19l1	26.500000	0	106	0	0	0
Cadps2	26.500000	0	106	0	0	0
Bcl6b	26.500000	106	0	0	0	0
Agap2	26.500000	106	0	0	0	0
4933405L10Rik	26.500000	0	106	0	0	0
Zfp462	26.250000	0	105	0	0	0
Zc3h10	26.250000	0	105	0	0	0
Tmem129	26.250000	0	105	0	0	0
Tacc3	26.250000	0	105	0	0	0
Snca	26.250000	0	105	0	0	0
Rtkn	26.250000	105	0	0	0	0
Rpl41	26.250000	0	105	0	0	0
Rasip1	26.250000	0	105	0	0	0
Rab3c	26.250000	105	0	0	0	0
Plk3	26.250000	0	105	0	0	0
Ntpcr	26.250000	0	105	0	0	0
Ndufs1	26.250000	0	105	0	0	0
Ndel1	26.250000	0	105	0	0	0
Mfsd5	26.250000	0	105	0	0	0
Mfn2	26.250000	105	0	0	0	0
Il7	26.250000	105	0	0	0	0
Iffo1	26.250000	0	105	0	0	0
Hps6	26.250000	0	105	0	0	0
Heatr6	26.250000	105	0	0	0	0
Gm7762	26.250000	0	105	0	0	0
Gbe1	26.250000	0	105	0	0	0
Fam199x	26.250000	0	105	0	0	0
Fabp5	26.250000	105	0	0	0	0
Eef1b2	26.250000	0	105	0	0	0
Cdt1	26.250000	105	0	0	0	0
Ccdc126	26.250000	0	105	0	0	0
Camk2b	26.250000	0	105	0	0	0
Bnip2	26.250000	0	105	0	0	0
Armh3	26.250000	0	105	0	0	0
Arglu1	26.250000	0	105	0	0	0
Adamts2	26.250000	0	105	0	0	0
Veph1	26.000000	0	104	0	0	0
Ugcg	26.000000	0	104	0	0	0
Tns1	26.000000	0	104	0	0	0
Tmem209	26.000000	0	104	0	0	0
Taco1	26.000000	0	104	0	0	0
Syn1	26.000000	0	104	0	0	0
Steap1	26.000000	0	104	0	0	0
Ssmem1	26.000000	0	104	0	0	0
Soga1	26.000000	0	104	0	0	0
Rufy4	26.000000	0	104	0	0	0
Prkce	26.000000	0	104	0	0	0
Ppp1r12b	26.000000	0	104	0	0	0
Pogz	26.000000	0	104	0	0	0
Pls1	26.000000	0	104	0	0	0
Per2	26.000000	0	104	0	0	0
Oxct1	26.000000	0	104	0	0	0
Msl2	26.000000	0	104	0	0	0
Mall	26.000000	0	104	0	0	0
Ldlrad3	26.000000	0	104	0	0	0
Klhdc7a	26.000000	104	0	0	0	0
Kcnd2	26.000000	0	104	0	0	0
Katnbl1	26.000000	0	104	0	0	0
Ipo13	26.000000	104	0	0	0	0
Iars2	26.000000	0	104	0	0	0
Hint1	26.000000	0	104	0	0	0
Gss	26.000000	0	104	0	0	0
Fkbp9	26.000000	0	104	0	0	0
Fam168b	26.000000	0	104	0	0	0
Exoc4	26.000000	104	0	0	0	0
Dcun1d1	26.000000	0	104	0	0	0
Clptm1l	26.000000	0	104	0	0	0
Cldn34c4	26.000000	0	104	0	0	0
Cdc42bpb	26.000000	0	104	0	0	0
Ccdc50	26.000000	0	104	0	0	0
Brsk2	26.000000	0	104	0	0	0
Bpnt1	26.000000	0	104	0	0	0
Vps51	25.750000	0	103	0	0	0
Trim24	25.750000	0	103	0	0	0
Tpr	25.750000	0	103	0	0	0
Tmem268	25.750000	0	103	0	0	0
Tmem262	25.750000	0	103	0	0	0
Srek1	25.750000	0	103	0	0	0
Rasa3	25.750000	0	103	0	0	0
Prrt4	25.750000	0	103	0	0	0
Prmt7	25.750000	0	103	0	0	0
Plekhg4	25.750000	103	0	0	0	0
Odr4	25.750000	0	103	0	0	0
Nectin2	25.750000	103	0	0	0	0
Lpar1	25.750000	103	0	0	0	0
Kif13a	25.750000	0	103	0	0	0
Hmgxb3	25.750000	0	103	0	0	0
Hibadh	25.750000	0	103	0	0	0
Espn	25.750000	0	103	0	0	0
Drap1	25.750000	103	0	0	0	0
Ddi2	25.750000	0	103	0	0	0
Cspp1	25.750000	0	103	0	0	0
Creb3l1	25.750000	103	0	0	0	0
Cops5	25.750000	0	103	0	0	0
AI837181	25.750000	103	0	0	0	0
Zkscan3	25.500000	0	102	0	0	0
Zbtb38	25.500000	0	102	0	0	0
Tufm	25.500000	102	0	0	0	0
Tmem104	25.500000	0	102	0	0	0
Speg	25.500000	0	102	0	0	0
Slc27a4	25.500000	0	102	0	0	0
Rsbn1l	25.500000	0	102	0	0	0
Pdk2	25.500000	0	102	0	0	0
Nat9	25.500000	0	102	0	0	0
Mxi1	25.500000	102	0	0	0	0
Il10rb	25.500000	0	102	0	0	0
Gtpbp3	25.500000	102	0	0	0	0
Gm3383	25.500000	0	102	0	0	0
Gata4	25.500000	102	0	0	0	0
Fbxw4	25.500000	102	0	0	0	0
Fam8a1	25.500000	0	102	0	0	0
Chn2	25.500000	102	0	0	0	0
Cdk9	25.500000	0	102	0	0	0
Ano8	25.500000	102	0	0	0	0
Aldh1a3	25.500000	0	102	0	0	0
Vars	25.250000	0	101	0	0	0
Ube2k	25.250000	0	101	0	0	0
Tmem165	25.250000	0	101	0	0	0
Smim14	25.250000	0	101	0	0	0
Sdha	25.250000	0	101	0	0	0
Sav1	25.250000	0	101	0	0	0
Ppig	25.250000	0	101	0	0	0
Phka2	25.250000	0	101	0	0	0
Nudt1	25.250000	0	101	0	0	0
Mob1b	25.250000	0	101	0	0	0
Gtf2b	25.250000	0	101	0	0	0
Gps2	25.250000	0	101	0	0	0
Gpbp1	25.250000	101	0	0	0	0
Glo1	25.250000	101	0	0	0	0
E2f5	25.250000	0	101	0	0	0
D17H6S56E-5	25.250000	0	101	0	0	0
Celf6	25.250000	0	101	0	0	0
Cdc42bpa	25.250000	0	101	0	0	0
Ccdc127	25.250000	0	101	0	0	0
Cachd1	25.250000	101	0	0	0	0
Alg9	25.250000	0	101	0	0	0
1700066M21Rik	25.250000	0	101	0	0	0
Yipf5	25.000000	0	100	0	0	0
Uqcc2	25.000000	0	100	0	0	0
Ubr7	25.000000	100	0	0	0	0
Tyw5	25.000000	0	100	0	0	0
Tox3	25.000000	0	100	0	0	0
Tefm	25.000000	0	100	0	0	0
Sptbn2	25.000000	0	100	0	0	0
Pfkfb3	25.000000	0	100	0	0	0
Maip1	25.000000	0	100	0	0	0
Lysmd2	25.000000	0	100	0	0	0
LOC666331	25.000000	100	0	0	0	0
Kdm4a	25.000000	0	100	0	0	0
Igf2	25.000000	0	100	0	0	0
Gon7	25.000000	100	0	0	0	0
Gm20604	25.000000	100	0	0	0	0
Egr4	25.000000	100	0	0	0	0
Cotl1	25.000000	0	100	0	0	0
Cbln3	25.000000	0	100	0	0	0
B4galt1	25.000000	0	100	0	0	0
Ap1g2	25.000000	0	100	0	0	0
Uggt2	24.750000	0	99	0	0	0
Ttc21b	24.750000	0	99	0	0	0
Tbx3	24.750000	0	99	0	0	0
Stxbp4	24.750000	0	99	0	0	0
Ptgr2	24.750000	0	99	0	0	0
Prdm4	24.750000	0	99	0	0	0
Ppp1r9b	24.750000	99	0	0	0	0
Pgap1	24.750000	0	99	0	0	0
Peg12	24.750000	99	0	0	0	0
Pak2	24.750000	99	0	0	0	0
Ocln	24.750000	99	0	0	0	0
Map6d1	24.750000	0	99	0	0	0
Lrrn1	24.750000	99	0	0	0	0
Gas1	24.750000	0	99	0	0	0
Epn1	24.750000	0	99	0	0	0
Cpt1c	24.750000	99	0	0	0	0
Cox11	24.750000	0	99	0	0	0
Cep70	24.750000	0	99	0	0	0
Cep350	24.750000	0	99	0	0	0
Capn2	24.750000	99	0	0	0	0
2300002M23Rik	24.750000	99	0	0	0	0
Xpo6	24.500000	0	98	0	0	0
Tex50	24.500000	98	0	0	0	0
Terb1	24.500000	0	98	0	0	0
Tcam1	24.500000	98	0	0	0	0
Snip1	24.500000	0	98	0	0	0
Smarcd2	24.500000	98	0	0	0	0
Rft1	24.500000	0	98	0	0	0
Reep5	24.500000	0	98	0	0	0
Rbm39	24.500000	98	0	0	0	0
Plxna2	24.500000	0	98	0	0	0
Plekhm3	24.500000	0	98	0	0	0
Plec	24.500000	98	0	0	0	0
Lexm	24.500000	0	98	0	0	0
Lag3	24.500000	98	0	0	0	0
Hoxd3	24.500000	0	98	0	0	0
Foxj2	24.500000	98	0	0	0	0
Fhdc1	24.500000	0	98	0	0	0
Ermp1	24.500000	0	98	0	0	0
Dok5	24.500000	0	98	0	0	0
Dnali1	24.500000	0	98	0	0	0
Dera	24.500000	0	98	0	0	0
Ciart	24.500000	0	98	0	0	0
Cebpa	24.500000	0	98	0	0	0
Cdc34	24.500000	98	0	0	0	0
Carmil2	24.500000	0	98	0	0	0
Agrp	24.500000	98	0	0	0	0
Zfp853	24.250000	97	0	0	0	0
Zfp64	24.250000	0	97	0	0	0
Zfp536	24.250000	97	0	0	0	0
Ubqln2	24.250000	0	97	0	0	0
Tarbp2	24.250000	0	97	0	0	0
Slc39a7	24.250000	0	97	0	0	0
Sap30l	24.250000	97	0	0	0	0
Rxrb	24.250000	0	97	0	0	0
Rce1	24.250000	0	97	0	0	0
Ptpn21	24.250000	97	0	0	0	0
Ppp2r5e	24.250000	97	0	0	0	0
Phf12	24.250000	97	0	0	0	0
Pde8a	24.250000	97	0	0	0	0
Pcyt1a	24.250000	0	97	0	0	0
Osbpl10	24.250000	0	97	0	0	0
Orai2	24.250000	0	97	0	0	0
Mrpl9	24.250000	0	97	0	0	0
Mill2	24.250000	97	0	0	0	0
Kctd1	24.250000	97	0	0	0	0
Ing5	24.250000	0	97	0	0	0
Ing1	24.250000	0	97	0	0	0
Hid1	24.250000	97	0	0	0	0
H3c13	24.250000	97	0	0	0	0
H2bc18	24.250000	97	0	0	0	0
H2-Ke6	24.250000	0	97	0	0	0
Gm4925	24.250000	97	0	0	0	0
Elmod1	24.250000	0	97	0	0	0
Dusp2	24.250000	0	97	0	0	0
Dtymk	24.250000	0	97	0	0	0
Boll	24.250000	97	0	0	0	0
Astl	24.250000	0	97	0	0	0
Arl1	24.250000	97	0	0	0	0
Ankrd37	24.250000	0	97	0	0	0
Akap13	24.250000	0	97	0	0	0
Akain1	24.250000	0	97	0	0	0
Acan	24.250000	97	0	0	0	0
Abcg2	24.250000	0	97	0	0	0
Fads1	24.000000	0	96	0	0	290
Zfp658	24.000000	0	96	0	0	0
Ypel3	24.000000	0	96	0	0	0
Topaz1	24.000000	0	96	0	0	0
Tbx6	24.000000	0	96	0	0	0
Stx6	24.000000	0	96	0	0	0
Stx18	24.000000	0	96	0	0	0
Smim3	24.000000	0	96	0	0	0
Slc35b3	24.000000	0	96	0	0	0
Sirt2	24.000000	0	96	0	0	0
Sfmbt2	24.000000	96	0	0	0	0
Sesn3	24.000000	0	96	0	0	0
Reps1	24.000000	0	96	0	0	0
Ptpn11	24.000000	0	96	0	0	0
Prex2	24.000000	0	96	0	0	0
Pank3	24.000000	0	96	0	0	0
Nfkbib	24.000000	0	96	0	0	0
Mib1	24.000000	0	96	0	0	0
Lrrcc1	24.000000	0	96	0	0	0
Kcnn2	24.000000	0	96	0	0	0
Helz	24.000000	96	0	0	0	0
Hagh	24.000000	0	96	0	0	0
Gng8	24.000000	96	0	0	0	0
Fut8	24.000000	96	0	0	0	0
Fahd1	24.000000	0	96	0	0	0
Cyb561d1	24.000000	0	96	0	0	0
Ciao3	24.000000	0	96	0	0	0
Chrnb2	24.000000	0	96	0	0	0
Ccna1	24.000000	0	96	0	0	0
Ccdc57	24.000000	0	96	0	0	0
C2cd2	24.000000	0	96	0	0	0
Bcl9	24.000000	96	0	0	0	0
B4galnt1	24.000000	0	96	0	0	0
Armc8	24.000000	0	96	0	0	0
Zfpm1	23.750000	0	95	0	0	0
Zfp768	23.750000	95	0	0	0	0
Zc3h8	23.750000	95	0	0	0	0
Vdac2	23.750000	95	0	0	0	0
Tcea2	23.750000	0	95	0	0	0
Tal1	23.750000	95	0	0	0	0
Sp3	23.750000	0	95	0	0	0
Smarcc1	23.750000	0	95	0	0	0
Rwdd3	23.750000	0	95	0	0	0
Rbks	23.750000	0	95	0	0	0
Psme1	23.750000	0	95	0	0	0
Prkdc	23.750000	0	95	0	0	0
Paqr7	23.750000	0	95	0	0	0
Nalcn	23.750000	0	95	0	0	0
Morc4	23.750000	95	0	0	0	0
Mcm4	23.750000	0	95	0	0	0
Mapk1ip1l	23.750000	95	0	0	0	0
Iqch	23.750000	0	95	0	0	0
Grap2	23.750000	0	95	0	0	0
Foxa1	23.750000	95	0	0	0	0
Fitm1	23.750000	0	95	0	0	0
Fam20c	23.750000	0	95	0	0	0
Cplane1	23.750000	0	95	0	0	0
Babam2	23.750000	0	95	0	0	0
Anxa4	23.750000	0	95	0	0	0
Agap1	23.750000	0	95	0	0	0
Adcy6	23.750000	95	0	0	0	0
Ablim3	23.750000	95	0	0	0	0
Aagab	23.750000	0	95	0	0	0
Zhx1	23.500000	94	0	0	0	0
Zfp612	23.500000	0	94	0	0	0
Zbtb14	23.500000	0	94	0	0	0
Slurp2	23.500000	0	94	0	0	0
Scoc	23.500000	0	94	0	0	0
Rnf225	23.500000	0	94	0	0	0
Rasal1	23.500000	0	94	0	0	0
Ppp3cb	23.500000	0	94	0	0	0
Parvb	23.500000	94	0	0	0	0
Osbpl3	23.500000	0	94	0	0	0
Nos3	23.500000	94	0	0	0	0
Lynx1	23.500000	0	94	0	0	0
Lrrc8a	23.500000	0	94	0	0	0
Lamb1	23.500000	0	94	0	0	0
Dhh	23.500000	94	0	0	0	0
C1qtnf12	23.500000	94	0	0	0	0
Atp2b2	23.500000	0	94	0	0	0
Zfp180	23.250000	0	93	0	0	0
Zbtb25	23.250000	0	93	0	0	0
Zbtb1	23.250000	0	93	0	0	0
Wac	23.250000	0	93	0	0	0
Vps8	23.250000	93	0	0	0	0
Vat1l	23.250000	0	93	0	0	0
Tmem59	23.250000	0	93	0	0	0
Tceanc2	23.250000	0	93	0	0	0
Snx5	23.250000	0	93	0	0	0
Mycbp2	23.250000	0	93	0	0	0
Mgme1	23.250000	0	93	0	0	0
Malt1	23.250000	0	93	0	0	0
Irf1	23.250000	0	93	0	0	0
Gdf3	23.250000	0	93	0	0	0
Exoc5	23.250000	0	93	0	0	0
Edem1	23.250000	0	93	0	0	0
Dlgap2	23.250000	93	0	0	0	0
Ccnd3	23.250000	0	93	0	0	0
Ap5m1	23.250000	0	93	0	0	0
U2surp	23.000000	0	92	0	0	0
Tm9sf2	23.000000	0	92	0	0	0
Tcta	23.000000	0	92	0	0	0
Stk38	23.000000	0	92	0	0	0
Slc38a1	23.000000	0	92	0	0	0
Sgtb	23.000000	0	92	0	0	0
Rhoa	23.000000	0	92	0	0	0
Rfwd3	23.000000	0	92	0	0	0
Rab3gap2	23.000000	0	92	0	0	0
Rab37	23.000000	0	92	0	0	0
Opa3	23.000000	92	0	0	0	0
Nphs1	23.000000	0	92	0	0	0
Npc1	23.000000	0	92	0	0	0
Nln	23.000000	0	92	0	0	0
Golga7	23.000000	0	92	0	0	0
Fam20b	23.000000	0	92	0	0	0
Evi5	23.000000	0	92	0	0	0
Dusp10	23.000000	0	92	0	0	0
Dclk2	23.000000	0	92	0	0	0
Cdc20b	23.000000	0	92	0	0	0
Arnt	23.000000	0	92	0	0	0
1700056E22Rik	23.000000	0	92	0	0	0
Zfp365	22.750000	91	0	0	0	0
Zdhhc7	22.750000	0	91	0	0	0
Tmf1	22.750000	0	91	0	0	0
Slc39a10	22.750000	0	91	0	0	0
Slc30a9	22.750000	0	91	0	0	0
Sesn2	22.750000	0	91	0	0	0
Secisbp2	22.750000	0	91	0	0	0
Rftn1	22.750000	0	91	0	0	0
Retreg1	22.750000	91	0	0	0	0
Rbl1	22.750000	0	91	0	0	0
Nfe2l1	22.750000	0	91	0	0	0
Mex3b	22.750000	0	91	0	0	0
Ly6h	22.750000	91	0	0	0	0
Fkbp11	22.750000	0	91	0	0	0
Egln2	22.750000	0	91	0	0	0
Dennd5b	22.750000	0	91	0	0	0
Cfl2	22.750000	0	91	0	0	0
Brwd3	22.750000	91	0	0	0	0
Arhgef3	22.750000	0	91	0	0	0
Ago2	22.750000	91	0	0	0	0
Srp68	22.500000	0	90	0	0	0
Snx6	22.500000	0	90	0	0	0
Slc45a3	22.500000	0	90	0	0	0
Sars2	22.500000	0	90	0	0	0
Nab2	22.500000	90	0	0	0	0
Myl7	22.500000	0	90	0	0	0
Mrps12	22.500000	0	90	0	0	0
Mgst3	22.500000	0	90	0	0	0
Drg1	22.500000	0	90	0	0	0
Chmp3	22.500000	0	90	0	0	0
Btbd6	22.500000	0	90	0	0	0
Aplp2	22.500000	90	0	0	0	0
Zfhx2	22.250000	89	0	0	0	0
Tmem158	22.250000	0	89	0	0	0
Thtpa	22.250000	89	0	0	0	0
Srxn1	22.250000	0	89	0	0	0
Sar1b	22.250000	89	0	0	0	0
Recql	22.250000	0	89	0	0	0
Ppp1r27	22.250000	0	89	0	0	0
Pnrc1	22.250000	0	89	0	0	0
Mcrip1	22.250000	0	89	0	0	0
Jade1	22.250000	0	89	0	0	0
Ints5	22.250000	0	89	0	0	0
Il11ra1	22.250000	0	89	0	0	0
Golt1b	22.250000	0	89	0	0	0
Ganab	22.250000	0	89	0	0	0
Galt	22.250000	0	89	0	0	0
Flvcr2	22.250000	0	89	0	0	0
Epop	22.250000	0	89	0	0	0
Emilin1	22.250000	0	89	0	0	0
Elmod2	22.250000	0	89	0	0	0
Dek	22.250000	89	0	0	0	0
Chst5	22.250000	89	0	0	0	0
C1rl	22.250000	89	0	0	0	0
1810009A15Rik	22.250000	0	89	0	0	0
Ugdh	22.000000	0	88	0	0	0
Rps8	22.000000	0	88	0	0	0
Rere	22.000000	88	0	0	0	0
Prr3	22.000000	0	88	0	0	0
Pacs2	22.000000	0	88	0	0	0
Naa16	22.000000	0	88	0	0	0
Mrps31	22.000000	0	88	0	0	0
Lratd2	22.000000	0	88	0	0	0
Kazald1	22.000000	88	0	0	0	0
H6pd	22.000000	0	88	0	0	0
Guf1	22.000000	0	88	0	0	0
Gnl1	22.000000	0	88	0	0	0
Gm5741	22.000000	0	88	0	0	0
Fbxo21	22.000000	0	88	0	0	0
Efs	22.000000	0	88	0	0	0
Dram2	22.000000	0	88	0	0	0
Dhps	22.000000	0	88	0	0	0
Cpe	22.000000	0	88	0	0	0
Cept1	22.000000	0	88	0	0	0
Wnt5b	21.750000	87	0	0	0	0
Vwa2	21.750000	0	87	0	0	0
Tmem117	21.750000	0	87	0	0	0
Tmem106c	21.750000	0	87	0	0	0
Timmdc1	21.750000	0	87	0	0	0
Srebf2	21.750000	0	87	0	0	0
Sncaip	21.750000	0	87	0	0	0
Smpd1	21.750000	0	87	0	0	0
Pdrg1	21.750000	0	87	0	0	0
Nyx	21.750000	0	87	0	0	0
Nkain2	21.750000	0	87	0	0	0
Nae1	21.750000	0	87	0	0	0
Mtmr2	21.750000	0	87	0	0	0
Ms4a10	21.750000	0	87	0	0	0
Gpr139	21.750000	0	87	0	0	0
Gm9222	21.750000	0	87	0	0	0
Fam133b	21.750000	0	87	0	0	0
Efcab14	21.750000	0	87	0	0	0
Dock10	21.750000	0	87	0	0	0
Col9a3	21.750000	0	87	0	0	0
Cog6	21.750000	0	87	0	0	0
Chst1	21.750000	0	87	0	0	0
Chd1	21.750000	0	87	0	0	0
Car7	21.750000	0	87	0	0	0
Aldh5a1	21.750000	0	87	0	0	0
Wdpcp	21.500000	0	86	0	0	0
Vstm2l	21.500000	86	0	0	0	0
Rps6ka6	21.500000	86	0	0	0	0
Prss57	21.500000	86	0	0	0	0
Pfkp	21.500000	86	0	0	0	0
Paxip1	21.500000	0	86	0	0	0
Palm	21.500000	86	0	0	0	0
Meioc	21.500000	0	86	0	0	0
Mdh1	21.500000	0	86	0	0	0
Lonrf1	21.500000	86	0	0	0	0
Kdr	21.500000	0	86	0	0	0
Homer1	21.500000	0	86	0	0	0
Dgat1	21.500000	0	86	0	0	0
Depdc5	21.500000	0	86	0	0	0
Ccnf	21.500000	0	86	0	0	0
Zfp423	21.250000	85	0	0	0	0
Zfp277	21.250000	0	85	0	0	0
Tbc1d1	21.250000	85	0	0	0	0
Stimate	21.250000	0	85	0	0	0
Sh3pxd2a	21.250000	0	85	0	0	0
Rtca	21.250000	0	85	0	0	0
Prkar1a	21.250000	0	85	0	0	0
Pole4	21.250000	0	85	0	0	0
Nelfa	21.250000	0	85	0	0	0
Ndufa5	21.250000	0	85	0	0	0
Micall1	21.250000	0	85	0	0	0
Lrig2	21.250000	0	85	0	0	0
Lmo4	21.250000	0	85	0	0	0
Krit1	21.250000	0	85	0	0	0
Fgf12	21.250000	0	85	0	0	0
Dock4	21.250000	0	85	0	0	0
Dbt	21.250000	0	85	0	0	0
Csnk1g3	21.250000	0	85	0	0	0
Cdh13	21.250000	85	0	0	0	0
Cc2d1b	21.250000	0	85	0	0	0
Asphd2	21.250000	85	0	0	0	0
Asb15	21.250000	0	85	0	0	0
Ankib1	21.250000	0	85	0	0	0
Zfp65	21.000000	0	84	0	0	0
Tmco4	21.000000	0	84	0	0	0
Them6	21.000000	0	84	0	0	0
Spryd7	21.000000	0	84	0	0	0
Septin5	21.000000	0	84	0	0	0
Prrx2	21.000000	0	84	0	0	0
Gp1bb	21.000000	0	84	0	0	0
Ercc6	21.000000	0	84	0	0	0
Dynlt1a	21.000000	0	84	0	0	0
Cfap44	21.000000	84	0	0	0	0
Atg9b	21.000000	0	84	0	0	0
Aacs	21.000000	0	84	0	0	0
Tle7	20.750000	0	83	0	0	0
Strip1	20.750000	0	83	0	0	0
Rps9	20.750000	83	0	0	0	0
Ppp1r8	20.750000	0	83	0	0	0
Mtmr9	20.750000	0	83	0	0	0
Mif	20.750000	0	83	0	0	0
Mapk6	20.750000	83	0	0	0	0
Lrpap1	20.750000	83	0	0	0	0
Krt17	20.750000	83	0	0	0	0
H1f10	20.750000	83	0	0	0	0
Fndc10	20.750000	0	83	0	0	0
Errfi1	20.750000	0	83	0	0	0
Dhrs3	20.750000	83	0	0	0	0
Csnk1d	20.750000	0	83	0	0	0
Adgrb2	20.750000	0	83	0	0	0
Zfp473	20.500000	82	0	0	0	0
Zbtb6	20.500000	82	0	0	0	0
Vrk3	20.500000	82	0	0	0	0
Tmod3	20.500000	0	82	0	0	0
Tead1	20.500000	0	82	0	0	0
Tctex1d4	20.500000	82	0	0	0	0
Syt9	20.500000	82	0	0	0	0
Stx4a	20.500000	0	82	0	0	0
Pdik1l	20.500000	0	82	0	0	0
Lsp1	20.500000	82	0	0	0	0
Lingo2	20.500000	82	0	0	0	0
Hoxc9	20.500000	82	0	0	0	0
H4c12	20.500000	0	82	0	0	0
H2bc15	20.500000	0	82	0	0	0
H2ac15	20.500000	0	82	0	0	0
Gprin2	20.500000	82	0	0	0	0
Cdk12	20.500000	82	0	0	0	0
Birc3	20.500000	82	0	0	0	0
Bcar3	20.500000	0	82	0	0	0
Spred2	20.250000	0	81	0	0	0
Rmnd5a	20.250000	0	81	0	0	0
Ppm1h	20.250000	81	0	0	0	0
Natd1	20.250000	0	81	0	0	0
Magi3	20.250000	0	81	0	0	0
Lrrc10b	20.250000	0	81	0	0	0
Icosl	20.250000	81	0	0	0	0
Gpx7	20.250000	0	81	0	0	0
Gpam	20.250000	0	81	0	0	0
Ccdc62	20.250000	81	0	0	0	0
Cacnb4	20.250000	81	0	0	0	0
Arhgap39	20.250000	81	0	0	0	0
Zc3h14	20.000000	0	80	0	0	0
Spata7	20.000000	0	80	0	0	0
Serf1	20.000000	80	0	0	0	0
Htt	20.000000	0	80	0	0	0
Foxn4	20.000000	80	0	0	0	0
Dock9	20.000000	0	80	0	0	0
Dbi	20.000000	0	80	0	0	0
Cstad	20.000000	0	80	0	0	0
Bdp1	20.000000	80	0	0	0	0
Arhgap35	20.000000	0	80	0	0	0
3110009E18Rik	20.000000	0	80	0	0	0
Zfp382	19.750000	79	0	0	0	0
Zfp280d	19.750000	0	79	0	0	0
Vezt	19.750000	0	79	0	0	0
Uxt	19.750000	0	79	0	0	0
Ubxn10	19.750000	0	79	0	0	0
Tsen15	19.750000	0	79	0	0	0
Smc6	19.750000	0	79	0	0	0
Serinc3	19.750000	0	79	0	0	0
Pla2g2c	19.750000	0	79	0	0	0
Phf21a	19.750000	0	79	0	0	0
Mthfd1l	19.750000	0	79	0	0	0
Lrrfip1	19.750000	0	79	0	0	0
Kbtbd11	19.750000	79	0	0	0	0
Hoxb2	19.750000	0	79	0	0	0
Gjb2	19.750000	0	79	0	0	0
Gen1	19.750000	0	79	0	0	0
Fgd6	19.750000	0	79	0	0	0
Dpy30	19.750000	0	79	0	0	0
Ddhd1	19.750000	0	79	0	0	0
