Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
Tmem252	234.857143	0	604	752	0	288	0	0	0
Ttll12	234.571429	0	836	806	0	0	0	0	0
Hk2	234.428571	0	663	802	0	176	0	0	0
B4galt5	234.428571	0	88	0	235	907	411	0	0
Gem	234.142857	0	785	854	0	0	0	0	0
Cldn18	234.142857	0	809	830	0	0	0	0	0
Tmem229a	233.857143	0	869	768	0	0	0	0	0
Cngb3	233.857143	0	854	783	0	0	0	0	0
Slc5a4b	233.714286	0	924	712	0	0	0	0	0
Slc31a1	233.714286	0	220	236	134	858	188	0	0
Phlpp1	233.714286	0	610	810	0	216	0	0	0
Fkbp15	233.714286	0	220	236	134	858	188	0	0
Rbmy	233.571429	0	828	807	0	0	0	0	0
Prkn	233.571429	0	781	713	0	141	0	0	0
Pacrg	233.571429	0	781	713	0	141	0	0	0
Gm21708	233.571429	0	828	807	0	0	0	0	0
Il16	233.428571	0	220	176	156	984	98	0	0
Zfp442	233.142857	0	821	811	0	0	0	0	0
Neu2	233.000000	0	679	952	0	0	0	0	0
1810009J06Rik	233.000000	0	724	907	0	0	0	0	0
Tm9sf4	232.571429	0	668	706	0	254	0	0	0
Skint5	232.285714	0	770	856	0	0	0	0	0
Olfr1450	232.285714	0	883	743	0	0	0	0	0
Msrb3	232.285714	0	788	838	0	0	0	0	0
Dcn	232.285714	0	883	743	0	0	0	0	0
Rhobtb1	232.142857	0	687	797	0	141	0	0	0
Plcb4	232.000000	0	514	761	0	349	0	0	0
Nhsl2	231.857143	0	799	824	0	0	0	0	0
Urgcp	231.714286	0	496	759	0	367	0	0	0
Tep1	231.714286	0	514	643	0	465	0	0	0
Nr5a1	231.428571	0	0	0	161	1149	310	0	0
Rad51d	231.285714	0	820	799	0	0	0	0	0
Fndc8	231.285714	0	820	799	0	0	0	0	0
Phf13	231.000000	0	830	702	0	85	0	0	0
Atp6v1c2	231.000000	0	755	862	0	0	0	0	0
Zfp366	230.714286	0	0	0	134	1263	218	0	0
Cep131	230.428571	0	704	909	0	0	0	0	0
Pafah2	230.142857	0	701	604	0	212	94	0	0
4930503B20Rik	230.142857	0	737	765	0	109	0	0	0
Casz1	229.714286	0	791	817	0	0	0	0	0
Gid4	229.571429	0	651	956	0	0	0	0	0
Krtap24-1	229.285714	0	813	792	0	0	0	0	0
Ehd2	229.285714	0	843	762	0	0	0	0	0
Ptgr2	229.142857	0	451	515	0	473	165	0	0
Mad2l2	229.142857	0	665	767	0	172	0	0	0
Filip1	229.000000	0	710	799	0	94	0	0	0
Oxct2a	228.857143	0	928	674	0	0	0	0	0
BC028528	228.857143	0	554	677	0	371	0	0	0
Alpl	228.857143	0	803	799	0	0	0	0	0
Thbs4	228.428571	0	876	723	0	0	0	0	0
Cndp2	228.428571	0	677	657	0	265	0	0	0
Tecrl	228.285714	0	687	911	0	0	0	0	0
Clec2e	228.285714	0	756	842	0	0	0	0	0
Aicda	228.285714	0	799	799	0	0	0	0	0
Xrcc6	228.142857	0	631	791	0	175	0	0	0
Rerg	228.142857	0	741	856	0	0	0	0	0
Greb1l	228.142857	0	803	794	0	0	0	0	0
Desi1	228.142857	0	631	791	0	175	0	0	0
Fam102b	227.857143	0	570	564	0	328	133	0	0
Cyp4f16	227.714286	0	785	809	0	0	0	0	0
Stc2	227.000000	0	779	810	0	0	0	0	0
Klhl5	227.000000	0	418	454	0	609	108	0	0
Hivep3	227.000000	0	699	890	0	0	0	0	0
Col3a1	226.714286	0	783	804	0	0	0	0	0
Fam185a	226.571429	0	704	783	0	99	0	0	0
Ccdc146	226.571429	0	704	783	0	99	0	0	0
Avil	226.000000	0	503	712	0	367	0	0	0
Gm21188	225.857143	0	0	0	102	1479	0	0	0
Serpinb6a	225.714286	0	0	0	164	1261	155	0	0
Cd300ld5	225.714286	0	781	799	0	0	0	0	0
Cd300ld4	225.714286	0	781	799	0	0	0	0	0
Madd	225.571429	0	689	721	0	169	0	0	0
Acadl	225.571429	0	810	628	0	141	0	0	0
Zfp217	225.428571	0	0	0	167	1149	262	0	0
Olfr323	225.428571	0	709	869	0	0	0	0	0
Plch1	225.142857	0	724	852	0	0	0	0	0
Gpr176	225.000000	0	574	913	0	88	0	0	0
Gins3	225.000000	0	721	749	0	105	0	0	0
Olfr32	224.428571	0	646	925	0	0	0	0	0
Exoc3l2	224.285714	0	605	709	0	256	0	0	0
Crlf1	224.285714	0	726	844	0	0	0	0	0
Eva1a	224.000000	0	754	814	0	0	0	0	0
Hydin	223.857143	0	654	913	0	0	0	0	0
Cyp2b9	223.857143	0	763	804	0	0	0	0	0
Ugcg	223.714286	0	809	757	0	0	0	0	0
Rabggta	223.571429	0	251	374	118	599	223	0	0
Defa26	223.571429	0	704	861	0	0	0	0	0
Scn3a	223.428571	0	763	801	0	0	0	0	0
Iqcf4	223.428571	0	299	479	0	642	144	0	0
Muc20	223.285714	0	966	468	0	129	0	0	0
Mtf1	223.285714	0	671	784	0	108	0	0	0
Mapk8ip1	222.857143	0	828	732	0	0	0	0	0
Dhrs7	222.857143	0	597	831	0	132	0	0	0
Cd3d	222.857143	0	0	140	321	810	289	0	0
Olfm5	222.714286	0	753	806	0	0	0	0	0
Cdr2l	222.714286	0	0	79	216	922	342	0	0
Rcor2	222.285714	0	768	788	0	0	0	0	0
Cd163l1	222.285714	0	592	776	0	0	0	188	0
Prss40	222.000000	0	468	491	0	517	78	0	0
Pea15a	222.000000	0	631	721	0	202	0	0	0
Cfap36	222.000000	0	791	763	0	0	0	0	0
Lemd3	221.857143	0	200	186	100	871	196	0	0
Ilvbl	221.714286	0	183	139	146	829	255	0	0
F9	221.714286	0	646	662	0	244	0	0	0
Usp15	221.571429	0	690	861	0	0	0	0	0
Lrmp	221.571429	0	395	447	0	579	130	0	0
Shisal2b	221.285714	0	638	911	0	0	0	0	0
Nemf	221.285714	0	703	607	0	239	0	0	0
Fads2b	221.285714	0	704	845	0	0	0	0	0
Elapor1	221.000000	0	757	790	0	0	0	0	0
1700013F07Rik	221.000000	0	757	790	0	0	0	0	0
Cbfb	220.714286	0	661	720	0	164	0	0	0
Zbtb46	220.571429	0	757	787	0	0	0	0	0
Eci2	220.571429	0	788	756	0	0	0	0	0
Mrps7	220.428571	0	507	670	0	366	0	0	0
Krtcap3	220.428571	0	0	0	0	1365	178	0	0
Gpr68	220.428571	0	744	799	0	0	0	0	0
Gga3	220.428571	0	507	670	0	366	0	0	0
Myo6	220.142857	0	560	774	0	207	0	0	0
Sfrp2	220.000000	0	778	762	0	0	0	0	0
Hmces	219.714286	0	0	0	180	951	407	0	0
Eno2	219.714286	0	508	679	0	351	0	0	0
Cpd	219.714286	0	0	96	112	1070	260	0	0
Tceal6	219.571429	0	704	833	0	0	0	0	0
Pbxip1	219.571429	0	0	0	144	1192	201	0	0
Gnptab	219.571429	0	610	793	0	134	0	0	0
Nt5c2	219.428571	0	552	555	0	429	0	0	0
Mtss2	219.428571	0	764	772	0	0	0	0	0
Il27	219.428571	0	407	660	0	469	0	0	0
Fign	219.428571	0	735	801	0	0	0	0	0
Cycs	219.285714	0	87	0	185	922	341	0	0
Brms1	218.857143	0	781	666	0	85	0	0	0
Cyp4b1	218.714286	0	738	793	0	0	0	0	0
Tmem229b	218.571429	0	241	236	0	931	122	0	0
Pold4	218.571429	0	0	140	114	1276	0	0	0
Slc30a10	218.285714	0	789	739	0	0	0	0	0
Pms2	218.285714	0	0	253	129	975	171	0	0
Gm21440	218.285714	0	724	804	0	0	0	0	0
Gm20831	218.285714	0	724	804	0	0	0	0	0
Aimp2	218.285714	0	0	253	129	975	171	0	0
Glyat	218.142857	0	577	800	0	150	0	0	0
Apeh	218.142857	0	804	723	0	0	0	0	0
Olfr315	218.000000	0	751	775	0	0	0	0	0
Chchd5	218.000000	0	621	614	0	191	100	0	0
Fam20a	217.857143	0	625	660	0	240	0	0	0
Trpm8	217.714286	0	781	743	0	0	0	0	0
Sh3tc1	217.714286	0	460	695	0	267	102	0	0
Lipn	217.571429	0	589	763	0	171	0	0	0
Klhl35	217.428571	0	183	219	0	919	201	0	0
Cdh7	217.428571	0	758	764	0	0	0	0	0
C1rl	217.428571	0	277	367	0	694	184	0	0
Sorl1	217.142857	0	616	717	0	187	0	0	0
Nsun4	217.142857	0	0	0	154	1036	330	0	0
Mpl	216.714286	0	741	776	0	0	0	0	0
Vstm2a	216.571429	0	707	809	0	0	0	0	0
Galnt18	216.571429	0	631	534	0	351	0	0	0
Asb1	216.571429	0	594	711	0	211	0	0	0
Olfr165	216.428571	0	508	1007	0	0	0	0	0
Wsb1	216.285714	0	143	0	129	1073	169	0	0
Rab5if	216.285714	0	635	786	0	93	0	0	0
Dedd	216.285714	0	606	539	0	232	137	0	0
Arhgef10l	216.142857	0	540	805	0	168	0	0	0
Wipf1	216.000000	0	605	716	0	191	0	0	0
Cltb	216.000000	0	705	703	0	104	0	0	0
Catsper4	215.714286	0	794	716	0	0	0	0	0
4933427D14Rik	215.714286	0	868	642	0	0	0	0	0
Pth1r	215.428571	0	702	806	0	0	0	0	0
Crygn	215.428571	0	639	635	0	234	0	0	0
Mab21l3	215.285714	0	252	253	0	1002	0	0	0
Hpgds	215.285714	0	551	817	0	139	0	0	0
Fam216b	215.142857	0	763	743	0	0	0	0	0
Ttc41	214.714286	0	719	667	0	117	0	0	0
Cast	214.714286	0	459	436	0	608	0	0	0
Slc30a3	214.571429	0	641	691	0	170	0	0	0
Stxbp5l	214.142857	0	659	840	0	0	0	0	0
Sfi1	214.142857	0	444	391	0	431	134	99	0
Resp18	214.142857	0	703	796	0	0	0	0	0
Pip4k2c	214.142857	0	367	409	0	522	201	0	0
Stk25	214.000000	0	506	759	0	233	0	0	0
Edc3	214.000000	0	733	765	0	0	0	0	0
Egln2	213.857143	0	0	0	118	996	383	0	0
Psmc1	213.571429	0	0	0	156	1121	218	0	0
Antxr1	213.571429	0	814	681	0	0	0	0	0
Top1	213.428571	0	549	710	0	235	0	0	0
Matn3	213.142857	0	805	520	0	167	0	0	0
Ccr6	213.000000	0	654	837	0	0	0	0	0
Ttpa	212.714286	0	685	804	0	0	0	0	0
Mrap	212.571429	0	818	670	0	0	0	0	0
Tedc2	212.285714	0	573	764	0	149	0	0	0
Nedd4	212.000000	0	299	316	172	519	178	0	0
Uaca	211.857143	0	762	721	0	0	0	0	0
Spns2	211.857143	0	522	617	0	344	0	0	0
Tubb6	211.714286	0	491	520	0	471	0	0	0
Ldlrap1	211.714286	0	136	0	0	1346	0	0	0
Ebf1	211.714286	0	187	230	0	1065	0	0	0
Pias4	211.571429	0	807	674	0	0	0	0	0
C1s2	211.142857	0	179	622	0	534	143	0	0
Tmem120b	210.714286	0	374	196	0	783	122	0	0
Swap70	210.714286	0	649	826	0	0	0	0	0
Serpinb10	210.714286	0	704	662	0	109	0	0	0
Fam136a	210.714286	0	615	635	0	225	0	0	0
Pcm1	210.571429	0	638	763	0	73	0	0	0
Hdac9	210.571429	0	514	783	0	177	0	0	0
Defb9	210.571429	0	693	781	0	0	0	0	0
Plpp1	210.428571	0	0	0	92	1178	203	0	0
Lypd2	210.428571	0	690	783	0	0	0	0	0
Gsdmd	210.285714	0	0	175	152	968	177	0	0
Cela3a	210.142857	0	424	651	0	396	0	0	0
Zfp583	210.000000	0	717	753	0	0	0	0	0
Lrig3	210.000000	0	728	742	0	0	0	0	0
Twf2	209.857143	0	542	685	0	242	0	0	0
Ppm1m	209.857143	0	542	685	0	242	0	0	0
Flvcr1	209.857143	0	292	417	0	760	0	0	0
Cyfip2	209.857143	0	626	687	0	156	0	0	0
Mtfmt	209.714286	0	752	716	0	0	0	0	0
Grifin	209.571429	0	788	679	0	0	0	0	0
Olfr715b	209.285714	0	763	702	0	0	0	0	0
Mbnl1	209.285714	0	0	140	107	817	141	260	0
Il12rb1	209.285714	0	507	657	0	301	0	0	0
Cd99l2	209.285714	0	806	659	0	0	0	0	0
Rab27a	209.142857	0	690	774	0	0	0	0	0
Prps2	209.000000	0	583	880	0	0	0	0	0
Itgav	209.000000	0	0	0	164	1076	223	0	0
Mpp7	208.857143	0	771	691	0	0	0	0	0
Tgm6	208.714286	0	722	739	0	0	0	0	0
Plxdc1	208.714286	0	633	579	100	149	0	0	0
Kcnn2	208.714286	0	638	823	0	0	0	0	0
Tlr4	208.571429	0	335	376	0	749	0	0	0
Mospd3	208.571429	0	723	737	0	0	0	0	0
Fzd9	208.428571	0	707	752	0	0	0	0	0
Sftpb	207.857143	0	751	704	0	0	0	0	0
Fam126a	207.714286	0	709	586	0	159	0	0	0
Sgk1	207.571429	0	526	617	0	310	0	0	0
Ier5l	207.571429	0	662	563	0	228	0	0	0
Capn15	207.571429	0	639	582	90	142	0	0	0
Pou2f2	207.428571	0	645	663	0	144	0	0	0
Gpr25	207.285714	0	842	609	0	0	0	0	0
Tmem108	207.142857	0	860	590	0	0	0	0	0
Ssbp3	206.857143	0	472	318	0	658	0	0	0
Rbpj	206.571429	0	463	571	0	308	104	0	0
Micall1	206.571429	0	499	485	0	385	77	0	0
Aox3	206.571429	0	656	790	0	0	0	0	0
Tank	206.428571	0	0	0	121	1079	245	0	0
Lmx1a	206.428571	0	704	741	0	0	0	0	0
Ang5	206.428571	0	763	682	0	0	0	0	0
Ang3	206.428571	0	763	682	0	0	0	0	0
Skap1	206.285714	0	736	708	0	0	0	0	0
Map1a	206.285714	0	0	0	0	1239	205	0	0
Tgm3	206.142857	0	733	710	0	0	0	0	0
Dhrs7b	206.142857	0	156	156	91	940	100	0	0
Ffar4	206.000000	0	526	653	0	263	0	0	0
Nhej1	205.857143	0	809	632	0	0	0	0	0
Csf1r	205.857143	0	573	600	0	268	0	0	0
Zfp52	205.714286	0	0	0	271	1169	0	0	0
Hspe1	205.714286	0	0	0	157	974	309	0	0
Hspd1	205.714286	0	0	0	157	974	309	0	0
Snrpa	205.571429	0	486	598	0	355	0	0	0
Naip5	205.571429	0	530	642	0	267	0	0	0
Dnmbp	205.571429	0	615	728	0	96	0	0	0
BC024978	205.571429	0	486	598	0	355	0	0	0
Hrh1	205.428571	0	608	651	0	179	0	0	0
Slc49a4	205.285714	0	680	672	0	85	0	0	0
E2f3	205.285714	0	241	396	0	800	0	0	0
Rc3h1	205.142857	0	626	637	0	173	0	0	0
Myh14	205.142857	0	679	757	0	0	0	0	0
Defb47	205.142857	0	698	738	0	0	0	0	0
Car5b	204.857143	0	591	843	0	0	0	0	0
Sertad2	204.714286	0	458	686	0	289	0	0	0
Hykk	204.714286	0	651	782	0	0	0	0	0
Tnk2	204.571429	0	711	721	0	0	0	0	0
Draxin	204.571429	0	665	767	0	0	0	0	0
Olfr64	204.000000	0	685	743	0	0	0	0	0
Il17a	203.714286	0	750	676	0	0	0	0	0
Slc25a29	203.428571	0	470	463	0	396	95	0	0
Cav3	203.285714	0	678	745	0	0	0	0	0
Olfr874	203.142857	0	623	799	0	0	0	0	0
Mapk13	203.142857	0	0	0	159	1263	0	0	0
Cyp2j8	203.142857	0	667	755	0	0	0	0	0
Cbx8	203.142857	0	632	614	0	176	0	0	0
Nr1d1	202.857143	0	353	486	0	363	74	144	0
Jmjd7	202.857143	0	546	643	0	231	0	0	0
Ubl4b	202.714286	0	658	761	0	0	0	0	0
Ndufb7	202.714286	0	547	727	0	145	0	0	0
Gadd45g	202.714286	0	562	676	0	181	0	0	0
Vps35l	202.571429	0	605	691	0	122	0	0	0
Adipor1	202.571429	0	595	613	0	210	0	0	0
4930596D02Rik	202.571429	0	663	755	0	0	0	0	0
Zcchc24	202.428571	0	704	713	0	0	0	0	0
Spi1	202.428571	0	263	308	0	715	131	0	0
Rasgrf1	202.428571	0	724	693	0	0	0	0	0
Fyb	202.428571	0	627	670	0	120	0	0	0
Psd4	202.142857	0	719	696	0	0	0	0	0
Ubash3b	202.000000	0	308	440	0	570	96	0	0
Kctd13	202.000000	0	815	599	0	0	0	0	0
Got2	202.000000	0	533	597	0	284	0	0	0
Gm9222	202.000000	0	620	706	0	88	0	0	0
Fscn3	202.000000	0	645	769	0	0	0	0	0
Ttc9b	201.857143	0	734	603	0	76	0	0	0
Psma5	201.857143	0	561	625	0	227	0	0	0
Bcl2a1d	201.857143	0	0	0	192	982	239	0	0
Olfr1346	201.714286	0	683	729	0	0	0	0	0
Tekt1	201.571429	0	568	843	0	0	0	0	0
Park7	201.285714	0	0	121	94	929	265	0	0
Nudt16	201.285714	0	546	528	0	335	0	0	0
Fasl	201.285714	0	0	111	124	1040	134	0	0
Dhrs9	201.285714	0	0	0	200	927	282	0	0
4930579F01Rik	201.142857	0	529	754	0	125	0	0	0
Tas1r1	201.000000	0	657	623	0	127	0	0	0
Reps2	201.000000	0	685	722	0	0	0	0	0
Nol9	201.000000	0	657	623	0	127	0	0	0
Fig4	201.000000	0	0	0	79	1069	259	0	0
Aadacl2	201.000000	0	685	722	0	0	0	0	0
Hoxb8	200.857143	0	630	776	0	0	0	0	0
Nsg2	200.714286	0	554	851	0	0	0	0	0
Igsf5	200.714286	0	662	743	0	0	0	0	0
Kcnj8	200.571429	0	414	536	0	356	98	0	0
Grm1	200.428571	0	714	689	0	0	0	0	0
Gnpnat1	200.428571	0	0	0	126	955	322	0	0
Clec11a	200.428571	0	633	646	0	124	0	0	0
Kat2b	200.285714	0	417	500	0	485	0	0	0
Hoxd3	200.142857	0	553	731	0	117	0	0	0
Dennd1b	200.142857	0	285	413	0	587	116	0	0
Oxct2b	200.000000	0	708	692	0	0	0	0	0
Lzts2	200.000000	0	690	710	0	0	0	0	0
Parvg	199.857143	0	640	759	0	0	0	0	0
Cers6	199.714286	0	262	182	0	954	0	0	0
Taar8b	199.571429	0	667	730	0	0	0	0	0
Gm3072	199.285714	0	631	764	0	0	0	0	0
Speg	199.142857	0	644	465	0	285	0	0	0
Car4	199.142857	0	648	746	0	0	0	0	0
Akap5	199.142857	0	559	702	0	133	0	0	0
Vmn2r16	199.000000	0	589	804	0	0	0	0	0
Sh2d7	199.000000	0	602	694	0	97	0	0	0
Pqlc3	199.000000	0	627	633	0	133	0	0	0
Skint7	198.714286	0	608	783	0	0	0	0	0
Ocln	198.571429	0	632	758	0	0	0	0	0
Kifap3	198.428571	0	646	743	0	0	0	0	0
Spty2d1	198.285714	0	318	467	0	448	155	0	0
Runx1	198.285714	0	484	560	0	344	0	0	0
Chit1	198.285714	0	0	0	271	859	258	0	0
Tmem9	198.142857	0	0	0	108	1092	187	0	0
Synpr	198.142857	0	602	785	0	0	0	0	0
Olfr129	198.142857	0	685	702	0	0	0	0	0
Igfn1	198.142857	0	0	0	108	1092	187	0	0
Pik3r3	198.000000	0	637	635	0	114	0	0	0
Uvrag	197.857143	0	244	330	0	694	117	0	0
Olfr878	197.857143	0	660	725	0	0	0	0	0
Fer1l5	197.857143	0	392	479	0	514	0	0	0
Dkk4	197.857143	0	574	715	0	96	0	0	0
Ano1	197.857143	0	625	760	0	0	0	0	0
Tex14	197.714286	0	317	376	126	421	144	0	0
Tia1	197.571429	0	480	711	107	85	0	0	0
Klre1	197.571429	0	627	643	0	113	0	0	0
Klhl23	197.428571	0	593	789	0	0	0	0	0
Ttc24	197.285714	0	599	619	0	163	0	0	0
Lman1	197.142857	0	719	567	0	94	0	0	0
Lekr1	197.142857	0	551	649	0	180	0	0	0
Trerf1	197.000000	0	637	635	0	107	0	0	0
Sec24c	197.000000	0	0	304	125	807	143	0	0
Ccdc110	196.857143	0	679	699	0	0	0	0	0
H6pd	196.714286	0	670	707	0	0	0	0	0
Fam32a	196.714286	0	0	0	134	1038	205	0	0
Cib3	196.714286	0	0	0	134	1038	205	0	0
Zfp827	196.428571	0	471	480	0	424	0	0	0
Rxylt1	196.428571	0	692	590	0	93	0	0	0
Bex6	196.428571	0	426	478	0	471	0	0	0
Il17rc	196.285714	0	676	698	0	0	0	0	0
Gm5150	196.285714	0	543	604	0	227	0	0	0
Tsc22d1	196.142857	0	694	566	0	113	0	0	0
Ssh2	196.142857	0	0	69	0	1106	198	0	0
Iltifb	196.142857	0	646	727	0	0	0	0	0
Acot12	196.142857	0	652	721	0	0	0	0	0
9330182O14Rik	196.142857	0	665	708	0	0	0	0	0
Lcmt1	196.000000	0	236	322	95	585	134	0	0
Klra10	196.000000	0	589	783	0	0	0	0	0
Adora2a	196.000000	0	0	0	116	1020	236	0	0
Zfp532	195.857143	0	253	358	0	760	0	0	0
Tmem270	195.857143	0	696	675	0	0	0	0	0
Marcksl1	195.857143	0	571	698	0	102	0	0	0
Gm20865	195.857143	0	608	763	0	0	0	0	0
Cldn13	195.857143	0	696	675	0	0	0	0	0
Fam167b	195.714286	0	542	678	0	150	0	0	0
Adcy7	195.714286	0	446	645	0	279	0	0	0
Ubac1	195.571429	0	589	605	0	175	0	0	0
Rcan2	195.571429	0	701	668	0	0	0	0	0
Wnt5b	195.428571	0	567	684	0	117	0	0	0
Slc17a1	195.428571	0	646	722	0	0	0	0	0
Rfx1	195.428571	0	220	246	92	644	166	0	0
Pate9	195.428571	0	669	699	0	0	0	0	0
Relt	195.285714	0	599	640	0	128	0	0	0
Prom2	195.285714	0	626	741	0	0	0	0	0
1300017J02Rik	195.285714	0	398	560	0	409	0	0	0
Nipsnap1	195.142857	0	575	791	0	0	0	0	0
Cdkn1a	195.142857	0	415	408	0	367	0	176	0
Cma1	195.000000	0	570	608	0	187	0	0	0
Osm	194.857143	0	598	559	0	207	0	0	0
Olfr121	194.857143	0	618	746	0	0	0	0	0
Hsd17b2	194.857143	0	403	494	0	467	0	0	0
Clcn4	194.857143	0	649	584	0	131	0	0	0
Atp6v0d2	194.857143	0	758	606	0	0	0	0	0
4930578I06Rik	194.857143	0	654	710	0	0	0	0	0
Cmtm8	194.714286	0	603	628	0	132	0	0	0
Bahd1	194.714286	0	355	459	0	382	167	0	0
Slc1a6	194.571429	0	607	755	0	0	0	0	0
Pik3r6	194.571429	0	562	670	0	130	0	0	0
Mospd2	194.428571	0	0	0	135	1226	0	0	0
Gpc6	194.428571	0	633	728	0	0	0	0	0
Fancb	194.428571	0	0	0	135	1226	0	0	0
Tef	194.285714	0	100	0	151	949	160	0	0
Stat4	194.285714	0	720	640	0	0	0	0	0
Gpatch1	194.285714	0	529	704	0	127	0	0	0
Gm36028	194.285714	0	477	505	0	378	0	0	0
Fam227a	194.000000	0	599	652	0	107	0	0	0
Ebpl	194.000000	0	551	717	0	90	0	0	0
Cby1	194.000000	0	599	652	0	107	0	0	0
Wipf3	193.857143	0	693	664	0	0	0	0	0
Letm1	193.714286	0	529	723	0	104	0	0	0
Cldn19	193.714286	0	350	553	0	369	84	0	0
Chrnb2	193.714286	0	624	732	0	0	0	0	0
Ccl22	193.714286	0	369	492	0	495	0	0	0
Socs2	193.428571	0	0	0	113	1043	198	0	0
Krt27	193.428571	0	679	675	0	0	0	0	0
Rgs2	193.285714	0	129	171	295	623	135	0	0
Rapgef2	193.285714	0	570	783	0	0	0	0	0
Foxp1	193.285714	0	549	610	0	194	0	0	0
Fcrls	193.285714	0	570	783	0	0	0	0	0
Serpine2	193.142857	0	523	544	0	285	0	0	0
Cox6b2	193.142857	0	716	636	0	0	0	0	0
Clip1	193.142857	0	424	551	0	377	0	0	0
1700019A02Rik	193.142857	0	589	763	0	0	0	0	0
Nodal	193.000000	0	409	738	0	204	0	0	0
Ltb	193.000000	0	438	472	0	441	0	0	0
Ces1g	193.000000	0	608	743	0	0	0	0	0
Zfp870	192.857143	0	304	305	0	741	0	0	0
Olfr282	192.857143	0	675	675	0	0	0	0	0
Map2k6	192.857143	0	674	542	0	134	0	0	0
Grik4	192.857143	0	652	698	0	0	0	0	0
Acox3	192.857143	0	433	684	0	233	0	0	0
Nr2f1	192.571429	0	638	710	0	0	0	0	0
Ndst3	192.571429	0	646	702	0	0	0	0	0
Ptprc	192.428571	0	370	450	0	527	0	0	0
F830045P16Rik	192.428571	0	552	795	0	0	0	0	0
2610008E11Rik	192.428571	0	496	613	0	238	0	0	0
Scn8a	192.285714	0	555	697	0	94	0	0	0
Fgl1	192.285714	0	570	776	0	0	0	0	0
Exosc3	192.285714	0	551	614	0	181	0	0	0
Cdc20b	192.285714	0	558	449	0	339	0	0	0
Spint5	192.000000	0	633	711	0	0	0	0	0
Ush1c	191.857143	0	655	688	0	0	0	0	0
Otog	191.857143	0	655	688	0	0	0	0	0
Kpna1	191.857143	446	490	307	0	100	0	0	0
Ttc12	191.714286	0	186	284	0	742	130	0	0
Slc1a3	191.714286	0	660	682	0	0	0	0	0
Olfr553	191.714286	0	608	734	0	0	0	0	0
Mfsd4b5	191.714286	0	802	540	0	0	0	0	0
Poll	191.428571	0	379	533	0	428	0	0	0
Dpcd	191.428571	0	379	533	0	428	0	0	0
Dok5	191.428571	0	703	637	0	0	0	0	0
AA414768	191.428571	0	570	770	0	0	0	0	0
Psca	191.285714	0	352	291	0	696	0	0	0
Ncdn	191.285714	0	543	608	0	188	0	0	0
AU040320	191.285714	0	543	608	0	188	0	0	0
Krt40	191.142857	0	616	722	0	0	0	0	0
Hif1a	191.142857	0	554	378	0	268	138	0	0
Ctsb	191.142857	0	616	722	0	0	0	0	0
Apoc2	191.142857	0	451	767	0	120	0	0	0
Grxcr2	190.714286	0	576	759	0	0	0	0	0
Zc2hc1a	190.571429	0	667	667	0	0	0	0	0
Vmn1r58	190.571429	0	551	783	0	0	0	0	0
Tnik	190.571429	0	778	556	0	0	0	0	0
Ltn1	190.571429	0	404	694	0	236	0	0	0
Rap1gap	190.428571	0	484	607	0	242	0	0	0
Klra6	190.428571	0	570	763	0	0	0	0	0
Klra19	190.428571	0	570	763	0	0	0	0	0
Etv3	190.428571	0	0	0	178	983	172	0	0
Septin9	190.285714	0	481	622	0	229	0	0	0
Rhox12	190.285714	0	589	743	0	0	0	0	0
Gm3415	190.285714	0	608	724	0	0	0	0	0
Gm3402	190.285714	0	608	724	0	0	0	0	0
Casp8ap2	190.285714	0	399	596	0	337	0	0	0
Macir	190.142857	0	0	0	169	817	345	0	0
Dop1b	190.142857	0	208	272	0	851	0	0	0
Acer3	190.142857	0	220	187	0	924	0	0	0
Taf9b	190.000000	0	608	722	0	0	0	0	0
Plcxd3	190.000000	0	667	663	0	0	0	0	0
Wnk2	189.857143	0	657	672	0	0	0	0	0
Phospho1	189.857143	0	411	588	0	330	0	0	0
Kcnj16	189.857143	0	583	746	0	0	0	0	0
Degs2	189.857143	0	360	468	0	501	0	0	0
St6galnac1	189.714286	0	714	490	0	124	0	0	0
Prl3a1	189.714286	0	646	682	0	0	0	0	0
Olfr690	189.714286	0	646	682	0	0	0	0	0
Lss	189.714286	0	582	587	0	159	0	0	0
Olfr24	189.571429	0	665	662	0	0	0	0	0
Carm1	189.428571	0	577	596	0	153	0	0	0
Smcp	189.142857	0	646	678	0	0	0	0	0
Iqcf3	189.142857	0	608	716	0	0	0	0	0
Lgi4	189.000000	0	0	0	178	877	268	0	0
Fxyd1	189.000000	0	0	0	178	877	268	0	0
4930444P10Rik	189.000000	0	691	632	0	0	0	0	0
Tm4sf19	188.714286	0	220	394	0	707	0	0	0
Lrrc58	188.714286	0	477	466	0	378	0	0	0
Krtap4-6	188.714286	0	654	667	0	0	0	0	0
Ubap1	188.571429	0	454	745	0	121	0	0	0
Rad51c	188.571429	0	317	376	101	421	105	0	0
Itprid1	188.571429	0	677	643	0	0	0	0	0
Fam205a4	188.571429	0	564	756	0	0	0	0	0
Fam205a3	188.571429	0	564	756	0	0	0	0	0
Fam160a2	188.428571	0	547	772	0	0	0	0	0
Cnga4	188.428571	0	547	772	0	0	0	0	0
Arid1a	188.428571	0	315	448	0	422	134	0	0
