Target_genes	Bach2|Average	SRX264235|CD4+_T_cells	SRX761324|CD4+_T_cells	SRX761325|CD4+_T_cells	SRX5396196|Lymph_Nodes	SRX5396197|Lymph_Nodes	SRX1629385|M1	SRX2200545|Pro-B_cells	SRX2200546|Pro-B_cells	STRING
H3c14	301.125000	259	557	522	0	0	393	420	258	0
H2ac19	301.125000	259	557	522	0	0	393	420	258	0
H2ac18	301.125000	259	557	522	0	0	393	420	258	0
Mt3	300.750000	477	0	0	0	0	148	1031	750	0
Cdk9	300.750000	331	147	0	0	0	0	1038	890	0
H4c2	300.250000	188	628	631	0	0	380	395	180	0
Crisp1	299.875000	0	0	0	0	0	0	1389	1010	0
Spred2	299.750000	247	234	225	0	0	0	978	714	0
Myo1f	299.625000	1214	157	0	0	0	0	640	386	0
Scrn3	299.125000	994	479	163	0	0	0	348	409	0
Cln3	299.125000	655	0	0	0	0	0	1056	682	0
Cir1	299.125000	994	479	163	0	0	0	348	409	0
Apobr	299.125000	655	0	0	0	0	0	1056	682	0
Asb2	298.750000	1060	266	0	186	175	0	403	300	0
H3c3	298.625000	312	699	548	0	0	370	258	202	0
H2bc3	298.625000	312	699	548	0	0	370	258	202	0
Scaf4	297.750000	0	93	114	0	0	0	2175	0	0
Prmt5	297.500000	883	318	0	0	0	0	646	533	0
Tpbpa	297.375000	0	0	0	0	0	0	1303	1076	0
Atf7ip	297.375000	0	1207	1070	0	0	0	0	102	0
Pkm	296.625000	332	114	218	0	0	339	675	695	0
H4c11	296.125000	290	688	425	0	0	437	289	240	0
6430548M08Rik	294.875000	132	87	131	0	0	0	1209	800	0
Aspscr1	294.750000	740	436	151	0	0	0	621	410	0
C1qbp	294.625000	880	455	400	0	0	0	397	225	0
Zfp219	294.500000	535	848	227	0	0	0	366	380	0
Tmem253	294.500000	535	848	227	0	0	0	366	380	0
Nt5dc1	294.500000	707	568	226	0	0	0	461	394	0
Tmem209	294.375000	541	233	0	114	119	0	783	565	0
Ssmem1	294.375000	541	233	0	114	119	0	783	565	0
Plek	294.375000	0	0	0	0	0	0	1271	1084	0
Psen1	294.000000	945	333	164	0	0	0	582	328	0
Cxcl10	293.250000	778	0	0	466	664	0	231	207	0
Nudt9	292.375000	829	500	137	155	161	0	312	245	0
Mettl6	292.375000	800	208	232	0	0	0	672	427	0
Eaf1	292.375000	800	208	232	0	0	0	672	427	0
Zbtb6	292.000000	866	0	0	0	0	243	775	452	0
Adsl	291.875000	992	154	0	0	0	145	663	381	0
Olfm5	291.250000	0	0	0	0	0	151	1179	1000	0
Uhrf1bp1l	290.000000	688	139	97	0	0	0	722	674	0
Pqlc3	289.750000	1073	526	173	0	0	0	291	255	0
Gapdh	289.125000	307	360	0	0	0	299	799	548	0
Tyk2	288.750000	235	0	0	726	1021	0	179	149	0
Tox2	288.750000	0	0	119	0	0	257	1148	786	0
Tbk1	288.375000	390	291	212	135	128	0	659	492	0
H4c1	288.375000	143	777	686	0	0	343	209	149	0
H3c1	288.375000	143	777	686	0	0	343	209	149	0
H1f1	288.375000	143	777	686	0	0	343	209	149	0
Polg2	287.625000	123	736	588	0	0	167	364	323	0
Hjurp	287.625000	171	280	462	0	107	0	704	577	0
A730008H23Rik	287.625000	171	280	462	0	107	0	704	577	0
Tpst2	286.875000	789	224	0	0	184	0	614	484	0
Ctdp1	286.375000	1238	586	165	0	174	0	128	0	0
Akr1a1	286.000000	0	0	0	0	0	0	1160	1128	0
Rgp1	285.750000	153	147	197	0	0	0	1000	789	0
Gba2	285.750000	153	147	197	0	0	0	1000	789	0
Fam214a	285.125000	1297	195	127	0	0	0	369	293	0
Utp11	285.000000	573	0	0	0	0	0	966	741	0
Fhl3	285.000000	573	0	0	0	0	0	966	741	0
Olfr630	284.875000	196	0	0	0	0	0	1208	875	0
Atr	284.875000	594	191	192	0	0	147	723	432	0
1700065D16Rik	284.875000	594	191	192	0	0	147	723	432	0
Osbpl9	284.125000	0	0	0	0	0	0	1436	837	0
Gm29733	284.125000	0	0	0	0	0	0	1266	1007	0
Mapre2	284.000000	428	223	250	0	89	0	766	516	0
Cstf3	284.000000	185	0	0	0	0	0	1252	835	0
Bid	283.875000	0	0	162	0	0	0	1116	993	0
Eif1ax	283.625000	600	268	0	0	0	148	681	572	0
Smyd1	283.375000	464	0	0	0	0	0	1039	764	0
Snai3	282.750000	1485	143	153	0	0	0	367	114	0
Rab7b	282.500000	0	0	0	0	0	141	1343	776	0
Cldn13	282.500000	153	0	0	0	0	217	1243	647	0
Ninj2	281.625000	1234	305	0	0	0	0	474	240	0
Tnfrsf9	281.250000	931	114	0	0	0	0	611	594	0
Ctss	280.375000	485	148	0	0	0	0	894	716	0
Pltp	279.875000	0	0	174	0	0	0	1161	904	0
Kazald1	279.875000	1501	0	83	0	0	93	356	206	0
Pick1	279.625000	725	113	0	0	0	180	752	467	0
Srsf2	279.125000	1063	439	209	0	0	99	247	176	0
Mfsd11	279.125000	1063	439	209	0	0	99	247	176	0
Ms4a6d	279.000000	1728	504	0	0	0	0	0	0	0
H3c10	278.625000	413	483	530	0	0	287	299	217	0
Ccdc166	278.250000	754	1032	440	0	0	0	0	0	0
Alpk3	278.125000	827	0	0	0	0	260	917	221	0
Slc7a11	277.875000	967	0	0	0	0	1060	196	0	0
Lamc1	277.875000	815	141	0	0	0	211	771	285	0
Actr2	277.750000	121	138	148	0	0	0	1027	788	0
Psma6	276.500000	1007	339	188	0	0	0	355	323	0
Slc25a51	276.250000	711	201	119	0	158	0	668	353	0
Il10	276.250000	0	0	0	0	0	148	1082	980	0
Sgpl1	276.125000	911	292	110	0	0	0	614	282	0
Zfp52	275.750000	1223	0	0	282	321	0	181	199	0
Arid5a	275.625000	795	209	0	0	0	0	696	505	0
Psmd12	275.250000	615	545	227	0	0	219	334	262	0
Zfp473	274.875000	1480	162	0	0	0	0	377	180	0
Vrk3	274.875000	1480	162	0	0	0	0	377	180	0
Commd1	274.875000	588	132	155	0	0	0	749	575	0
Adnp2	274.750000	436	104	0	0	103	121	895	539	0
Zfp566	274.125000	667	0	0	0	0	0	1033	493	0
Zfp260	274.125000	667	0	0	0	0	0	1033	493	0
Tuba8	273.750000	0	0	107	0	0	155	1140	788	0
Plekhh3	273.750000	0	264	117	0	0	0	976	833	0
Cntnap1	273.750000	0	264	117	0	0	0	976	833	0
Ccr10	273.750000	0	264	117	0	0	0	976	833	0
Gm960	273.375000	729	0	129	0	0	224	673	432	0
Snd1	272.750000	815	233	137	186	158	0	242	411	0
Psmc3	272.500000	926	244	0	0	0	0	586	424	0
Mnt	272.500000	532	412	0	0	0	0	754	482	0
Hgs	272.500000	527	471	198	0	0	0	586	398	0
H3c11	272.500000	246	592	578	0	0	305	241	218	0
H2bc22	272.500000	246	592	578	0	0	305	241	218	0
H2ac22	272.500000	246	592	578	0	0	305	241	218	0
Gm5544	272.500000	581	235	0	0	141	183	672	368	0
Arl16	272.500000	527	471	198	0	0	0	586	398	0
Psmd14	272.375000	498	779	346	0	0	0	417	139	0
Chst12	272.375000	213	87	138	0	0	0	967	774	0
Isy1	272.125000	581	184	276	0	168	0	523	445	0
Ptpre	272.000000	715	0	130	0	0	110	815	406	0
Nlrp1a	271.500000	260	0	0	0	0	0	1098	814	0
Sypl	271.250000	1079	198	178	0	0	0	422	293	0
Nyap1	271.125000	140	1154	599	0	0	0	118	158	0
Klhl3	269.875000	449	0	0	0	0	0	995	715	0
Gpr68	268.625000	1803	217	129	0	0	0	0	0	0
H2bc13	268.375000	413	477	454	0	0	287	299	217	0
H2ac13	268.375000	413	477	454	0	0	287	299	217	0
Kcna3	267.875000	170	147	0	0	119	155	750	802	0
Spns2	267.375000	0	0	115	0	0	0	1135	889	0
Osbpl3	266.750000	613	144	0	0	132	124	650	471	0
Vim	266.625000	865	201	0	0	0	0	721	346	0
H1f5	265.500000	246	592	578	0	0	305	240	163	0
Tnfaip3	265.125000	243	570	215	142	133	73	464	281	0
Spag9	265.000000	544	0	94	0	0	0	931	551	0
Spsb2	263.875000	613	379	0	0	0	0	512	607	0
Rgl2	263.250000	321	656	673	0	0	139	135	182	0
Zfand4	263.125000	454	0	0	0	0	165	958	528	0
H4c12	262.875000	277	667	477	0	0	252	261	169	0
H2bc15	262.875000	277	667	477	0	0	252	261	169	0
H2ac15	262.875000	277	667	477	0	0	252	261	169	0
Acsf3	261.375000	0	0	0	0	0	0	1148	943	0
Rmc1	261.250000	626	171	212	0	0	0	693	388	0
Evi2b	261.125000	141	0	0	0	0	0	1001	947	0
Filip1	260.750000	0	0	0	0	0	0	1281	805	0
Dennd4c	260.000000	1018	648	161	0	0	0	253	0	0
Hspa4	259.250000	832	147	131	0	0	0	482	482	0
Kif2a	259.125000	272	174	83	0	0	0	949	595	0
Ghitm	258.875000	410	797	371	0	0	0	299	194	0
Cdk14	257.375000	324	0	0	0	0	259	1013	463	0
Map2k7	257.125000	718	262	281	0	0	0	446	350	0
Itga5	256.500000	244	0	0	0	0	0	1201	607	0
Psip1	256.250000	1208	291	194	0	0	0	168	189	0
Ywhag	255.500000	207	154	187	0	0	0	985	511	0
Rbck1	255.500000	1213	86	215	0	0	0	333	197	0
Pold2	254.875000	1088	394	208	0	0	0	161	188	0
Tmem190	254.375000	0	0	0	0	0	0	1023	1012	0
Il11	254.375000	0	0	0	0	0	0	1023	1012	0
BC005537	253.750000	653	301	132	0	0	0	670	274	0
Tsc22d4	253.625000	0	1154	599	0	0	0	118	158	0
Akap8l	253.500000	1167	306	0	0	0	0	274	281	0
Ckb	252.875000	662	0	0	0	0	123	774	464	0
Crlf2	252.750000	450	210	0	0	0	0	781	581	0
Cbx2	252.750000	164	134	222	0	0	0	946	556	0
Birc6	252.000000	831	245	192	0	0	0	485	263	0
Adssl1	251.625000	491	99	85	0	0	0	799	539	0
H2bc14	251.250000	269	483	530	0	0	287	299	142	0
Ttc4	250.875000	671	448	314	0	0	0	300	274	0
Mdm2	250.875000	354	453	188	0	0	0	583	429	0
Cnn1	250.375000	173	344	166	0	0	0	640	680	0
Dcaf1	250.250000	966	0	0	0	0	223	387	426	0
Cd244a	250.250000	0	0	0	0	0	0	980	1022	0
Aebp2	250.125000	1118	191	101	172	181	0	238	0	0
Ypel2	249.875000	592	103	133	0	0	274	607	290	0
Fam83g	249.750000	675	104	124	402	693	0	0	0	0
Ubl3	249.500000	1091	416	0	0	261	152	76	0	0
H2bc21	249.375000	141	658	399	0	0	291	345	161	0
H2ac21	249.375000	141	658	399	0	0	291	345	161	0
H2ac20	249.375000	141	658	399	0	0	291	345	161	0
Syne3	249.250000	357	0	195	0	138	0	771	533	0
Elmo3	248.375000	714	0	0	0	0	0	896	377	0
Mcm6	248.250000	887	205	164	0	0	0	362	368	0
Zfp869	248.125000	1094	251	234	0	0	0	281	125	0
Haspin	248.000000	740	585	251	0	0	0	201	207	0
Pigx	247.875000	504	288	233	0	0	0	595	363	0
Cep19	247.875000	504	288	233	0	0	0	595	363	0
Pacsin2	247.250000	218	0	83	0	0	0	1049	628	0
Hnrnpd	246.625000	453	89	137	0	0	0	824	470	0
Slamf6	246.500000	335	94	0	0	0	0	1020	523	0
Ptk2b	245.375000	443	96	0	0	0	0	914	510	0
Plec	245.250000	722	0	0	0	0	0	626	614	0
Tex19.2	245.125000	262	346	0	0	0	483	599	271	0
Birc2	245.125000	214	212	184	0	0	0	883	468	0
Gbp5	244.875000	924	0	0	192	176	0	403	264	0
Calm3	244.625000	687	341	215	0	0	264	350	100	0
Tex19.1	244.500000	326	328	0	0	0	205	698	399	0
Blcap	244.250000	1208	148	104	0	0	169	161	164	0
Smim40	243.875000	0	82	0	0	0	0	1113	756	0
Rara	243.875000	880	158	175	0	0	0	271	467	0
Gbp10	243.875000	0	115	0	0	0	0	990	846	0
Ptprj	243.750000	181	0	152	0	0	0	999	618	0
Il18rap	243.625000	378	0	0	0	0	96	861	614	0
Mthfsl	243.375000	518	99	133	0	0	0	615	582	0
Rtca	243.250000	1259	206	145	0	0	0	166	170	0
Dbt	243.250000	1259	206	145	0	0	0	166	170	0
Msmp	242.750000	153	0	0	0	0	0	1000	789	0
Arl4c	242.625000	951	195	173	0	0	0	371	251	0
Adnp	242.625000	220	713	377	0	0	200	270	161	0
Trappc3	241.250000	919	264	0	0	0	0	445	302	0
Cebpb	241.250000	497	0	0	0	0	0	769	664	0
U2surp	240.500000	626	410	247	0	0	0	280	361	0
Mpp7	239.875000	422	301	138	0	0	0	451	607	0
Ubxn4	239.750000	254	194	183	0	0	0	763	524	0
Tspan10	239.750000	697	651	304	0	111	155	0	0	0
H4c8	239.750000	225	635	400	0	0	339	205	114	0
Ifi204	239.125000	943	0	0	0	0	0	622	348	0
Zrsr1	239.000000	588	0	0	0	0	0	749	575	0
Cpt1a	238.625000	164	179	0	0	0	0	938	628	0
Rai1	238.375000	558	0	111	0	0	0	741	497	0
Mbnl2	238.000000	261	0	0	0	0	0	987	656	0
Cxcr2	237.625000	713	0	0	0	0	0	756	432	0
Casp6	237.625000	384	0	136	0	0	0	903	478	0
Paqr7	236.875000	0	0	120	0	0	0	952	823	0
Kctd9	236.500000	441	560	217	0	0	0	353	321	0
Cdca2	236.500000	441	560	217	0	0	0	353	321	0
Plac1	236.375000	0	0	0	0	0	0	940	951	0
Ifngr1	236.250000	168	138	143	0	0	0	857	584	0
Tecpr1	236.125000	291	0	127	0	0	0	803	668	0
Pomp	236.000000	186	380	212	0	185	153	505	267	0
H4c3	235.875000	175	443	312	0	0	482	285	190	0
Hspb3	235.625000	0	0	0	0	0	0	1127	758	0
Maz	235.375000	961	194	118	0	0	0	399	211	0
Inhbe	235.375000	0	0	0	0	0	0	1167	716	0
Flvcr1	235.375000	826	293	208	0	0	0	280	276	0
Tcf3	235.125000	1121	0	0	215	282	0	137	126	0
Dst	234.750000	387	667	296	0	0	0	239	289	0
Bend6	234.750000	387	667	296	0	0	0	239	289	0
Nsfl1c	234.375000	399	459	568	0	0	0	214	235	0
Ndrg3	234.125000	414	600	353	0	0	0	257	249	0
H4c9	233.500000	201	578	371	0	0	350	186	182	0
Zfp790	233.375000	670	0	0	165	0	131	479	422	0
Tpt1	233.125000	232	299	134	0	0	0	765	435	0
Pgk1	233.125000	683	184	0	0	0	0	619	379	0
Lcmt1	233.125000	0	0	0	0	0	0	1238	627	0
Ndel1	232.750000	231	78	266	0	0	0	713	574	0
Ubqln1	232.625000	932	307	148	0	0	0	372	102	0
Sec24a	232.625000	393	290	144	423	391	0	148	72	0
Fadd	232.375000	0	0	233	0	0	0	895	731	0
Plekha7	232.125000	0	0	89	0	0	0	989	779	0
Cln8	232.125000	0	0	0	0	0	277	926	654	0
Mkrn1	231.875000	1022	150	107	0	0	0	405	171	0
Susd1	231.625000	0	182	117	0	0	0	1045	509	0
B4galt7	231.500000	408	387	369	0	0	0	377	311	0
Tnfsf11	231.375000	698	120	228	0	0	0	543	262	0
Lpin3	231.375000	1072	0	0	0	0	0	416	363	0
Btaf1	231.375000	1552	139	0	0	0	0	160	0	0
Sema4d	231.000000	572	219	121	0	0	0	570	366	0
Nwd1	231.000000	277	0	0	0	0	201	803	567	0
Wsb2	230.750000	0	0	131	0	0	0	1089	626	0
Mrps28	230.250000	554	219	112	0	0	219	539	199	0
Ubash3b	230.125000	454	0	86	0	0	0	688	613	0
Muc1	229.750000	0	0	0	0	0	0	1032	806	0
Crtc1	229.625000	125	145	231	0	0	0	796	540	0
H3c4	229.250000	232	469	458	0	0	254	233	188	0
H2bc8	229.250000	232	469	458	0	0	254	233	188	0
H2bc7	229.250000	232	469	458	0	0	254	233	188	0
H2ac8	229.250000	232	469	458	0	0	254	233	188	0
H2ac7	229.250000	232	469	458	0	0	254	233	188	0
Dapk3	229.125000	0	320	296	0	0	296	604	317	0
Tkfc	228.500000	938	128	105	0	0	0	471	186	0
Ddb1	228.500000	938	128	105	0	0	0	471	186	0
Csnk2a1	228.250000	798	175	356	0	0	0	315	182	0
Psma1	228.125000	508	343	0	0	0	0	510	464	0
Zfp945	227.875000	839	105	0	0	156	115	446	162	0
Ahr	227.750000	127	0	114	0	0	0	974	607	0
0610012G03Rik	227.125000	0	767	829	0	0	0	221	0	0
Atp6v0a1	227.000000	242	123	0	0	0	217	683	551	0
Atf1	226.875000	712	284	0	0	0	141	417	261	0
Sema3b	226.750000	163	549	228	0	0	0	515	359	0
Eif3b	226.625000	719	165	168	0	0	0	476	285	0
Ripor2	225.375000	213	0	115	0	0	0	771	704	0
Olfr433	225.250000	244	0	0	227	263	0	669	399	0
Mbnl1	225.250000	375	174	264	0	0	0	516	473	0
Psmb6	225.000000	854	0	0	0	0	0	516	430	0
Spata13	224.750000	877	102	109	0	0	0	468	242	0
Zc3h12a	224.250000	558	204	169	85	0	0	386	392	0
Il10ra	224.125000	1015	0	0	0	0	0	667	111	0
H2bc11	223.875000	201	578	371	0	0	273	186	182	0
H2ac11	223.875000	201	578	371	0	0	273	186	182	0
Rnase4	223.750000	715	0	0	0	0	0	575	500	0
Ang	223.750000	715	0	0	0	0	0	575	500	0
Cmklr1	223.250000	0	0	0	0	0	0	1198	588	0
Tmem30a	222.875000	616	163	124	0	0	0	559	321	0
Retreg1	222.375000	411	215	148	0	0	0	671	334	0
Ammecr1l	222.125000	519	322	0	0	159	0	504	273	0
Zfp524	221.500000	1323	150	115	0	0	0	184	0	0
Mllt3	221.250000	0	141	0	0	0	0	1067	562	0
Myo1g	220.875000	657	0	0	497	543	0	70	0	0
Irgc1	220.750000	547	0	0	159	0	0	597	463	0
Prrt2	220.625000	961	194	0	0	0	0	399	211	0
Ap3m2	220.500000	164	176	145	0	0	0	768	511	0
Prr7	220.250000	0	142	216	0	0	0	873	531	0
Fndc7	220.125000	0	0	0	0	0	0	1063	698	0
Olfr522	219.875000	0	0	0	0	0	0	929	830	0
Rbpj	219.750000	970	143	133	0	104	0	193	215	0
Eapp	219.750000	451	167	276	0	0	131	447	286	0
Rsph9	219.000000	0	0	0	0	0	0	1197	555	0
Psma5	218.500000	684	407	0	0	0	0	431	226	0
Mcts1	218.250000	631	0	0	0	0	0	642	473	0
Mocos	217.500000	276	379	193	0	0	147	455	290	0
Tinf2	217.125000	266	0	213	0	0	0	659	599	0
Ypel3	217.000000	261	362	127	0	0	0	479	507	0
Tmem107	216.875000	908	0	0	0	0	0	533	294	0
Fkbpl	216.500000	743	0	169	0	0	131	473	216	0
Mllt6	216.375000	888	0	0	244	270	0	186	143	0
Irgm1	216.375000	599	0	0	0	0	123	577	432	0
1810013L24Rik	216.125000	648	158	75	0	86	0	489	273	0
Me1	216.000000	285	367	378	0	0	0	379	319	0
Foxa1	216.000000	354	0	0	0	0	0	913	461	0
Neurl1a	215.875000	0	0	0	0	0	0	1074	653	0
Capns1	215.750000	853	277	0	0	0	0	475	121	0
Arf1	215.500000	777	385	344	0	0	0	218	0	0
Abhd15	215.375000	665	109	0	0	0	0	630	319	0
Prepl	215.250000	0	219	138	0	0	0	883	482	0
Mthfs	215.250000	467	113	178	0	0	0	486	478	0
Camkmt	215.250000	0	219	138	0	0	0	883	482	0
Rit1	215.000000	257	0	0	0	0	0	907	556	0
Trim25	214.750000	264	122	127	0	0	441	542	222	0
Faf1	214.500000	248	451	193	0	0	101	393	330	0
Snx10	212.875000	667	544	318	0	0	0	174	0	0
Tigit	212.750000	934	158	0	0	0	0	367	243	0
Dnaja1	212.750000	888	162	251	0	0	0	248	153	0
Sfi1	212.500000	84	558	868	85	105	0	0	0	0
Rgcc	212.500000	733	384	182	0	0	0	215	186	0
Ecpas	212.500000	521	315	129	0	0	0	289	446	0
Wwox	212.250000	772	299	322	0	0	0	194	111	0
Slfn10-ps	212.250000	796	0	0	251	510	0	141	0	0
Klhl21	211.500000	538	148	226	0	0	0	445	335	0
Jdp2	211.375000	0	0	0	0	0	0	885	806	0
Tuba1c	211.125000	147	103	0	0	0	0	768	671	0
Amdhd2	211.125000	127	614	460	0	0	0	274	214	0
Dus1l	211.000000	525	222	218	0	0	0	514	209	0
Spi1	210.875000	536	0	0	0	0	148	526	477	0
Gon4l	210.625000	646	134	113	0	0	0	500	292	0
Ncbp2	210.500000	0	767	829	0	0	0	88	0	0
Taf12	210.375000	0	221	260	0	0	261	536	405	0
Mink1	210.250000	1282	144	145	0	0	0	111	0	0
Tanc1	210.125000	192	0	92	0	0	177	723	497	0
Pear1	210.125000	361	91	255	0	0	0	495	479	0
Zer1	210.000000	379	237	0	0	0	0	693	371	0
Sh2b3	209.625000	102	111	141	0	0	294	518	511	0
Map7d1	209.625000	454	324	152	0	0	0	445	302	0
Ypel5	209.500000	715	0	105	0	0	0	550	306	0
Yju2	209.375000	0	0	0	0	0	0	1073	602	0
Il7r	209.375000	953	112	0	0	0	0	378	232	0
Zfp708	209.125000	1042	0	0	0	0	0	450	181	0
Angptl4	208.875000	456	561	176	0	0	0	282	196	0
Ranbp2	208.625000	239	532	201	0	0	0	409	288	0
Anxa7	208.625000	201	250	0	0	0	161	685	372	0
Ccr9	208.500000	704	0	0	0	0	0	574	390	0
Jup	208.375000	566	0	136	0	0	0	481	484	0
B230219D22Rik	207.875000	454	213	211	0	0	154	389	242	0
Gse1	207.750000	360	151	107	0	0	0	481	563	0
Zfat	207.500000	284	394	363	0	0	127	271	221	0
Tars	207.250000	733	254	0	174	90	0	274	133	0
Ddhd1	207.250000	958	137	115	0	0	0	324	124	0
Med23	206.625000	1054	0	0	0	0	0	407	192	0
Ndrg4	206.125000	751	0	0	0	0	0	438	460	0
Egr2	206.125000	944	0	126	0	0	0	235	344	0
Dpysl2	206.000000	646	469	443	0	0	0	0	90	0
Gbp8	205.875000	0	0	0	0	0	0	962	685	0
Nme1	205.750000	316	0	0	0	0	0	860	470	0
Trim41	205.625000	912	203	200	0	0	0	238	92	0
Gbp3	205.625000	344	0	0	0	164	137	601	399	0
Nf2	205.250000	571	167	219	0	0	0	449	236	0
Htatip2	204.875000	307	682	312	0	0	0	206	132	0
Poc5	204.750000	1328	0	0	0	0	0	175	135	0
Hoatz	204.625000	1131	379	0	0	0	0	127	0	0
Lhx6	204.500000	1147	0	0	0	0	0	275	214	0
Dffb	204.500000	150	407	389	0	0	0	280	410	0
Cep104	204.500000	150	407	389	0	0	0	280	410	0
Sar1b	204.375000	393	115	165	423	391	0	148	0	0
Tsc22d1	204.000000	848	268	162	0	0	0	194	160	0
Gsta4	203.375000	429	227	0	0	0	423	359	189	0
Tbl1xr1	203.250000	511	892	94	0	0	0	0	129	0
Prr13	203.250000	807	0	0	0	0	0	552	267	0
Usp49	203.125000	594	180	111	0	0	0	337	403	0
Hemk1	203.000000	427	0	0	0	0	0	699	498	0
Sh2d1b1	202.500000	0	0	0	0	0	0	1039	581	0
Mynn	202.500000	511	0	0	0	0	0	711	398	0
Actrt3	202.500000	511	0	0	0	0	0	711	398	0
Iftap	202.375000	881	0	0	0	0	0	458	280	0
Sdc4	202.250000	259	0	173	0	0	187	464	535	0
Cass4	202.250000	264	0	0	0	0	0	655	699	0
Slc44a2	202.125000	172	0	0	0	0	0	768	677	0
Glrx5	202.125000	530	106	111	0	0	0	534	336	0
Syt11	201.625000	613	170	115	0	0	0	417	298	0
Lrrfip2	201.625000	488	212	138	0	0	131	351	293	0
Tbc1d22a	201.250000	1038	146	134	0	0	0	172	120	0
Ppp2r1b	201.000000	1416	98	94	0	0	0	0	0	0
Rdm1	199.625000	221	121	0	0	0	283	557	415	0
Itgb7	199.375000	0	0	0	0	0	0	878	717	0
H2ax	199.000000	307	299	367	0	0	228	173	218	0
Rpl14	198.750000	788	122	157	0	0	124	266	133	0
Zfp865	198.500000	1323	150	115	0	0	0	0	0	0
Fcgr2b	198.125000	0	0	0	0	0	0	977	608	0
Cat	197.875000	0	112	0	0	0	0	812	659	0
Mccc1	197.625000	742	283	0	0	0	0	375	181	0
Coq8a	197.500000	255	110	0	187	278	0	486	264	0
Maml3	197.375000	730	252	0	0	0	148	344	105	0
Arhgap31	197.250000	0	93	134	0	0	265	743	343	0
Crisp3	197.125000	0	0	0	0	0	0	860	717	0
Fos	196.625000	346	0	0	0	0	0	745	482	0
Plp2	196.500000	310	0	0	0	0	0	751	511	0
Arpp21	196.125000	0	0	68	0	0	0	927	574	0
Spire1	196.000000	0	0	0	0	0	0	912	656	0
Nkiras2	196.000000	776	264	211	0	0	0	217	100	0
Txnl4a	195.875000	280	241	486	0	0	0	316	244	0
Gm16286	195.875000	280	241	486	0	0	0	316	244	0
Gcnt1	195.750000	473	0	0	0	0	0	523	570	0
Sugp2	195.375000	400	136	250	0	0	92	401	284	0
Armc6	195.375000	400	136	250	0	0	92	401	284	0
Atp6v0c	195.250000	0	614	460	0	0	0	274	214	0
Zfp963	195.000000	334	383	334	0	0	0	279	230	0
Cipc	194.750000	834	191	127	167	0	0	114	125	0
Slc37a2	194.500000	333	0	133	0	0	0	644	446	0
Arap1	194.375000	186	0	0	0	0	0	876	493	0
Lta	194.250000	916	99	0	0	0	0	240	299	0
Cap1	193.750000	0	164	0	0	0	0	907	479	0
Rad54l2	193.250000	464	325	305	0	0	0	296	156	0
Zfp592	192.875000	0	98	150	0	0	0	893	402	0
Kdm8	192.875000	1290	0	0	0	0	0	112	141	0
Ghrh	192.125000	789	0	0	0	0	156	404	188	0
Cdkn2aipnl	192.125000	157	479	494	0	0	0	243	164	0
Akap10	191.875000	729	133	222	0	0	0	261	190	0
Gm13290	191.750000	290	322	264	0	0	0	300	358	0
Gm13289	191.750000	290	322	264	0	0	0	300	358	0
Gm13285	191.750000	290	322	264	0	0	0	300	358	0
Kif13a	191.500000	134	139	131	0	0	0	522	606	0
Tma16	190.875000	0	0	0	0	0	409	706	412	0
Fxyd4	190.875000	1425	102	0	0	0	0	0	0	0
Mlkl	190.750000	249	0	0	0	0	247	575	455	0
Tnpo1	190.625000	384	219	163	0	0	0	472	287	0
Ptafr	190.625000	0	0	0	0	0	0	842	683	0
Mtmr12	190.625000	572	0	79	0	0	0	569	305	0
Tfap4	190.125000	680	307	0	0	0	0	356	178	0
Cd300lb	190.000000	0	0	0	0	0	0	879	641	0
Rbm47	189.750000	210	0	0	0	0	116	807	385	0
Zfp719	189.625000	741	0	0	103	104	0	344	225	0
Smyd4	189.375000	1224	171	120	0	0	0	0	0	0
Rpa1	189.375000	1224	171	120	0	0	0	0	0	0
Pkn3	188.375000	364	286	296	0	0	0	324	237	0
Fiz1	188.375000	1323	0	0	0	0	0	184	0	0
Egln2	188.375000	594	110	135	0	0	0	429	239	0
Med13	188.250000	532	0	0	0	0	0	540	434	0
Eloc	188.250000	1020	0	0	0	0	0	334	152	0
Rad23a	188.125000	127	317	222	0	0	152	366	321	0
Zfp1	187.750000	370	150	0	0	0	169	493	320	0
Reep3	187.750000	247	0	173	0	0	0	572	510	0
Gpx6	187.250000	158	0	0	0	0	165	841	334	0
Cd5	187.250000	393	0	0	0	0	0	607	498	0
Dnaja2	186.750000	174	195	108	0	0	374	421	222	0
Ap5b1	186.750000	157	165	220	0	0	0	571	381	0
Kpna1	186.500000	613	459	420	0	0	0	0	0	0
Ccdc187	186.375000	391	0	0	0	0	0	639	461	0
Grxcr1	186.250000	0	0	0	0	0	0	818	672	0
Gne	186.125000	232	234	179	0	0	0	449	395	0
Msh6	186.000000	268	173	136	0	0	0	593	318	0
Poldip3	185.625000	178	156	196	0	0	277	405	273	0
H4f16	185.500000	183	116	214	0	0	645	207	119	0
H2aj	185.500000	183	116	214	0	0	645	207	119	0
Cstb	185.250000	787	0	0	0	110	0	365	220	0
Il6	184.875000	323	0	0	0	0	198	564	394	0
Batf3	184.750000	477	0	0	0	0	0	534	467	0
Rab33b	184.625000	292	288	296	0	0	157	285	159	0
Ninj1	184.625000	0	0	113	0	0	0	945	419	0
Etfrf1	184.625000	323	0	0	0	0	0	754	400	0
