Target_genes	Hoxa9|Average	SRX7135172|Acute_myeloid_leukemia	SRX7416185|Embryoid_Bodies	SRX7416186|Embryoid_Bodies	SRX110439|Myeloblastic_cell_lines	SRX110442|Myeloblastic_cell_lines	SRX11174682|Unclassified	SRX11174683|Unclassified	SRX11174684|Unclassified	SRX11174686|Unclassified	SRX11174687|Unclassified	STRING
Aqp9	228.400000	377	474	0	0	0	813	306	112	202	0	0
Gask1b	227.700000	0	681	1596	0	0	0	0	0	0	0	0
Frmd4b	227.000000	0	203	535	0	0	843	0	0	689	0	0
Rnf220	226.600000	0	1010	1256	0	0	0	0	0	0	0	0
Plcd3	226.400000	0	552	894	0	0	514	0	0	304	0	0
Acbd4	226.400000	0	552	894	0	0	514	0	0	304	0	0
Ric8b	226.200000	561	339	983	0	0	217	0	0	162	0	0
Lcn4	225.900000	0	0	0	0	0	1326	209	300	424	0	0
Mtarc2	225.500000	0	772	1407	0	0	76	0	0	0	0	0
Zc3h12c	225.200000	0	1060	1192	0	0	0	0	0	0	0	0
Gm1110	224.800000	0	0	0	0	232	1127	0	0	889	0	0
Ccnd1	223.500000	0	725	1188	0	0	127	0	0	195	0	0
E4f1	222.400000	257	262	1318	0	0	214	0	0	173	0	0
Btk	222.200000	0	0	0	0	0	1624	0	0	598	0	0
Tyw1	221.600000	1033	346	306	0	0	392	0	0	139	0	0
Sbds	221.600000	1033	346	306	0	0	392	0	0	139	0	0
Coq7	220.600000	175	316	894	0	0	543	0	0	278	0	0
Vps41	220.500000	0	921	1173	0	0	111	0	0	0	0	0
Wdr7	220.400000	145	402	1323	0	0	334	0	0	0	0	0
Sumf1	220.200000	0	572	1135	0	0	374	0	0	121	0	0
Pou3f3	220.100000	0	1247	954	0	0	0	0	0	0	0	0
Trappc9	219.300000	211	0	0	0	0	1487	167	0	328	0	0
Tnrc18	219.000000	0	795	974	0	0	209	0	0	212	0	0
Cmtr1	219.000000	0	1149	951	0	0	90	0	0	0	0	0
Zdhhc2	218.700000	0	927	1260	0	0	0	0	0	0	0	0
Polr3gl	216.900000	0	1557	612	0	0	0	0	0	0	0	0
Ankrd34a	216.900000	0	1557	612	0	0	0	0	0	0	0	0
Smarcal1	215.900000	0	874	707	0	0	342	0	0	236	0	0
Tent2	215.300000	1066	293	459	0	0	231	0	0	104	0	0
Sema6d	214.900000	0	1137	1012	0	0	0	0	0	0	0	0
Apcs	214.800000	0	1395	753	0	0	0	0	0	0	0	0
Plin3	214.500000	322	0	0	0	0	1352	0	0	471	0	0
Ppp2r2a	214.200000	0	1150	888	0	0	0	0	0	104	0	0
Cttnbp2	214.200000	0	937	868	0	0	337	0	0	0	0	0
Primpol	214.100000	0	1072	506	0	0	563	0	0	0	0	0
Galk2	214.100000	0	397	1214	0	0	404	0	0	126	0	0
Cops2	214.100000	0	397	1214	0	0	404	0	0	126	0	0
Casp3	214.100000	0	1072	506	0	0	563	0	0	0	0	0
Apela	213.400000	0	1459	675	0	0	0	0	0	0	0	0
Phc2	213.300000	0	1325	808	0	0	0	0	0	0	0	0
Fyn	213.000000	0	1034	1096	0	0	0	0	0	0	0	0
Ttll11	212.900000	0	254	1513	0	0	220	0	0	142	0	0
Tox2	212.900000	115	650	828	0	0	244	292	0	0	0	0
Scmh1	212.700000	0	691	642	0	0	672	0	0	122	0	0
Cda	212.500000	0	788	1337	0	0	0	0	0	0	0	0
Hmcn1	212.000000	0	1029	776	0	0	315	0	0	0	0	0
Purb	211.700000	0	904	1084	0	0	0	0	0	129	0	0
Dnm2	210.700000	154	1027	643	0	0	283	0	0	0	0	0
Bcl2l10	210.300000	0	200	0	0	0	1383	0	0	520	0	0
Meig1	209.700000	155	306	450	0	0	740	110	0	336	0	0
Dclre1c	209.700000	155	306	450	0	0	740	110	0	336	0	0
Neurod4	209.500000	0	844	1251	0	0	0	0	0	0	0	0
Pclaf	209.200000	0	172	805	0	0	666	0	0	449	0	0
Emcn	209.200000	0	1650	442	0	0	0	0	0	0	0	0
Usp4	209.000000	0	752	420	0	0	574	131	0	213	0	0
Kbtbd13	208.700000	0	1110	977	0	0	0	0	0	0	0	0
Stxbp6	208.500000	0	935	1150	0	0	0	0	0	0	0	0
Arhgap28	208.300000	0	2083	0	0	0	0	0	0	0	0	0
Taldo1	207.900000	0	0	0	0	169	1249	191	0	470	0	0
Pum1	207.700000	0	1253	824	0	0	0	0	0	0	0	0
Spag9	207.500000	0	922	1153	0	0	0	0	0	0	0	0
H4c8	207.400000	0	714	1199	0	0	161	0	0	0	0	0
H2ac10	207.400000	0	714	1199	0	0	161	0	0	0	0	0
E130308A19Rik	207.200000	0	895	972	0	0	205	0	0	0	0	0
Ing4	206.900000	1541	146	227	0	0	155	0	0	0	0	0
Cd47	206.900000	0	1242	325	0	0	389	0	0	113	0	0
Tmem170	206.800000	0	0	267	0	0	924	0	0	877	0	0
Ctsg	206.800000	0	0	0	0	0	774	598	132	396	168	0
Trip4	206.700000	0	147	805	0	0	666	0	0	449	0	0
Slc25a39	206.700000	0	1049	1018	0	0	0	0	0	0	0	0
Eapp	206.000000	1053	398	375	0	0	234	0	0	0	0	0
Tpm3	205.700000	0	1082	839	0	0	136	0	0	0	0	0
Ajuba	205.600000	0	1155	901	0	0	0	0	0	0	0	0
Luc7l2	204.700000	1383	144	310	0	0	120	0	0	90	0	0
Mthfd2	204.500000	0	1057	888	0	0	100	0	0	0	0	0
Apol6	204.400000	0	0	0	0	0	1587	0	0	457	0	0
Mrc2	204.300000	0	312	340	0	0	1011	0	0	380	0	0
Xpr1	204.000000	0	1255	506	0	0	279	0	0	0	0	0
Ksr1	203.800000	0	1119	919	0	0	0	0	0	0	0	0
Itch	203.700000	0	200	1386	0	0	309	0	0	142	0	0
Ascl1	203.700000	0	653	1384	0	0	0	0	0	0	0	0
Mrps33	203.400000	0	1123	911	0	0	0	0	0	0	0	0
Nmnat3	203.300000	0	1055	889	0	0	89	0	0	0	0	0
Cabp1	203.300000	0	208	273	0	0	1150	0	0	402	0	0
Ammecr1l	203.100000	0	1480	0	0	0	405	0	0	146	0	0
Pou3f2	202.900000	0	1686	343	0	0	0	0	0	0	0	0
Zfp983	202.500000	254	971	706	0	0	94	0	0	0	0	0
Pla2g2d	201.900000	0	1130	889	0	0	0	0	0	0	0	0
Map6	201.500000	0	1244	771	0	0	0	0	0	0	0	0
Zfp608	201.400000	0	566	608	0	0	668	0	0	172	0	0
Glrp1	201.400000	252	1085	567	0	0	110	0	0	0	0	0
Tti2	201.300000	197	763	543	0	0	510	0	0	0	0	0
Prickle2	200.700000	0	1399	608	0	0	0	0	0	0	0	0
Th	200.600000	0	1192	814	0	0	0	0	0	0	0	0
Plxnc1	200.500000	278	775	428	0	0	524	0	0	0	0	0
Fcrls	200.400000	0	0	0	0	0	1434	0	0	570	0	0
Thsd4	200.300000	0	1006	997	0	0	0	0	0	0	0	0
Enpp3	199.700000	0	1525	472	0	0	0	0	0	0	0	0
Fbxw15	199.100000	0	1042	949	0	0	0	0	0	0	0	0
Son	198.700000	0	486	517	0	0	698	0	0	286	0	0
Gart	198.700000	0	486	517	0	0	698	0	0	286	0	0
Setd4	198.500000	0	206	1034	0	0	340	0	0	405	0	0
Cbr1	198.500000	0	206	1034	0	0	340	0	0	405	0	0
Phgdh	198.400000	858	257	869	0	0	0	0	0	0	0	0
Gm14137	198.200000	0	900	1082	0	0	0	0	0	0	0	0
Arhgap12	198.100000	0	124	0	0	0	1697	0	0	160	0	0
Poc5	198.000000	0	521	1117	0	0	239	0	0	103	0	0
Hhex	197.900000	477	0	0	0	0	556	808	0	138	0	0
Ptgdr	197.700000	0	0	0	0	0	1450	0	0	527	0	0
Nlrp3	197.400000	135	0	0	0	0	1370	0	0	469	0	0
Slco5a1	197.200000	0	141	157	0	0	1311	0	0	363	0	0
Scarb2	196.900000	143	0	0	0	0	1460	0	0	366	0	0
Mrps36	196.900000	161	620	1067	0	0	121	0	0	0	0	0
Vpreb1	196.800000	0	91	0	0	0	1252	119	0	506	0	0
Ogfod3	196.800000	92	401	520	0	0	483	0	0	472	0	0
Hexdc	196.800000	92	401	520	0	0	483	0	0	472	0	0
Ncam1	196.600000	0	808	954	0	0	204	0	0	0	0	0
Sdc1	196.200000	0	1187	775	0	0	0	0	0	0	0	0
Gja1	196.200000	0	1048	914	0	0	0	0	0	0	0	0
Srgap3	195.600000	0	667	1289	0	0	0	0	0	0	0	0
Nme6	194.700000	0	947	1000	0	0	0	0	0	0	0	0
Caml	194.700000	0	276	1044	0	0	342	0	0	285	0	0
Hexim2	194.600000	1503	0	111	0	0	249	0	0	83	0	0
Frat1	194.500000	477	0	0	0	0	1025	0	0	443	0	0
Cyp2b9	194.500000	433	0	0	0	0	1202	0	0	310	0	0
Pdgfrb	194.400000	0	0	0	0	0	1271	346	0	327	0	0
Ift52	194.400000	0	1082	862	0	0	0	0	0	0	0	0
Frmd4a	194.100000	0	232	867	0	0	614	0	0	228	0	0
Fbxo9	193.900000	217	0	0	0	0	927	343	222	230	0	0
Cilk1	193.900000	217	0	0	0	0	927	343	222	230	0	0
Ythdf3	193.200000	0	934	469	0	0	529	0	0	0	0	0
Narf	192.900000	0	1287	323	0	0	319	0	0	0	0	0
Med25	192.900000	0	726	1203	0	0	0	0	0	0	0	0
Fuz	192.900000	0	726	1203	0	0	0	0	0	0	0	0
Cox7a2	192.500000	0	0	0	0	0	1367	198	0	360	0	0
Hmox1	191.800000	135	210	605	0	0	470	0	0	498	0	0
Ankrd6	191.800000	0	908	1010	0	0	0	0	0	0	0	0
Pgbd5	191.700000	0	1607	310	0	0	0	0	0	0	0	0
Acot1	191.700000	0	841	1076	0	0	0	0	0	0	0	0
Abcb10	191.700000	0	0	0	0	0	1356	0	0	561	0	0
Tanc1	191.500000	0	1004	550	0	0	361	0	0	0	0	0
Gga2	191.200000	765	531	616	0	0	0	0	0	0	0	0
Slc11a1	191.100000	0	0	0	0	0	1422	124	0	365	0	0
Tjp1	190.800000	0	929	829	0	0	150	0	0	0	0	0
Rag2	190.800000	0	631	898	0	0	194	185	0	0	0	0
Iftap	190.800000	0	631	898	0	0	194	185	0	0	0	0
Cryzl2	190.300000	0	741	1162	0	0	0	0	0	0	0	0
Gm5544	190.100000	158	189	140	0	0	754	396	0	264	0	0
5031439G07Rik	189.700000	260	0	0	0	0	1222	0	0	415	0	0
Hdac10	189.600000	197	0	0	0	0	1399	0	0	300	0	0
Fmo2	189.600000	0	1033	863	0	0	0	0	0	0	0	0
Prdm6	189.500000	0	543	1352	0	0	0	0	0	0	0	0
Eppin	189.500000	0	811	1084	0	0	0	0	0	0	0	0
Lmo4	189.200000	0	199	141	0	0	1232	0	0	320	0	0
St8sia4	189.000000	0	1176	408	0	0	306	0	0	0	0	0
Plpp1	189.000000	0	0	0	0	0	1517	0	0	373	0	0
Ntng2	189.000000	0	270	175	0	0	1047	0	0	398	0	0
Cyp2s1	188.800000	0	809	1079	0	0	0	0	0	0	0	0
Fnta	188.700000	0	0	184	0	0	1233	0	0	470	0	0
Hsbp1l1	188.600000	0	1051	835	0	0	0	0	0	0	0	0
Gng12	188.600000	0	0	0	0	0	1414	0	0	472	0	0
Dusp6	188.400000	0	621	378	0	0	682	0	0	203	0	0
Igll1	187.700000	0	0	0	0	0	1252	119	0	506	0	0
F7	187.400000	220	0	0	0	0	849	272	238	295	0	0
Grb2	187.300000	0	248	241	0	0	802	383	0	199	0	0
Ndst1	187.100000	361	319	555	0	0	636	0	0	0	0	0
Ech1	186.400000	0	627	1237	0	0	0	0	0	0	0	0
Cdk17	186.000000	268	1029	563	0	0	0	0	0	0	0	0
Mtarc1	185.800000	187	363	341	0	0	696	0	0	271	0	0
Gpn3	185.800000	227	488	618	0	0	377	0	0	148	0	0
Fam216a	185.800000	227	488	618	0	0	377	0	0	148	0	0
Cd33	185.800000	0	0	0	0	0	1007	179	209	463	0	0
Pth1r	185.700000	0	836	1021	0	0	0	0	0	0	0	0
Trim2	185.600000	0	1038	818	0	0	0	0	0	0	0	0
Olfr1226	185.400000	0	0	0	0	0	937	587	0	210	120	0
Nell2	185.200000	0	1015	837	0	0	0	0	0	0	0	0
Tmem132b	185.100000	0	729	1122	0	0	0	0	0	0	0	0
Dbx1	184.900000	0	625	1224	0	0	0	0	0	0	0	0
Gstz1	184.500000	0	0	138	0	0	1396	0	0	311	0	0
Rapgef6	184.400000	617	538	370	0	0	196	0	0	123	0	0
Bcas1	184.400000	0	1177	667	0	0	0	0	0	0	0	0
Alyref2	184.300000	319	688	356	0	0	394	0	0	86	0	0
Slc38a2	184.100000	0	698	1143	0	0	0	0	0	0	0	0
Wdr6	183.600000	139	1000	697	0	0	0	0	0	0	0	0
Nek9	183.500000	223	434	762	0	0	345	0	0	71	0	0
Josd1	182.600000	106	1182	297	0	0	241	0	0	0	0	0
Akap6	182.500000	0	1195	630	0	0	0	0	0	0	0	0
Man1a2	182.400000	0	730	939	0	0	155	0	0	0	0	0
Cux2	182.300000	0	797	0	0	0	745	0	0	281	0	0
Ap3m2	182.100000	0	260	937	0	0	310	0	0	314	0	0
Fis1	182.000000	112	1031	437	0	0	240	0	0	0	0	0
Fgfr2	181.800000	0	1000	818	0	0	0	0	0	0	0	0
Plekhb2	181.500000	0	0	147	0	0	1069	0	0	599	0	0
Dcaf12	181.200000	95	148	841	0	0	491	0	0	237	0	0
Sos2	181.100000	0	0	0	0	0	957	0	342	512	0	0
Coq10a	181.000000	0	1458	272	0	0	80	0	0	0	0	0
Samsn1	180.500000	907	232	222	0	0	331	0	113	0	0	0
Nudt7	180.400000	836	0	0	0	0	786	0	0	182	0	0
Etv3	180.400000	193	970	641	0	0	0	0	0	0	0	0
Fcna	179.800000	0	0	0	0	0	1519	0	0	279	0	0
Cdc7	179.200000	0	0	0	0	0	1426	0	0	366	0	0
Tbl1x	179.100000	0	666	723	0	0	402	0	0	0	0	0
Cyp4f16	179.100000	0	0	0	0	0	1427	0	0	364	0	0
Sertad4	178.800000	0	916	872	0	0	0	0	0	0	0	0
Mybpc1	178.700000	0	593	1194	0	0	0	0	0	0	0	0
Akr1c18	178.700000	0	0	0	0	0	1369	0	0	418	0	0
Rasal2	178.500000	0	846	828	0	0	111	0	0	0	0	0
Litaf	178.400000	126	0	0	0	0	1069	355	0	234	0	0
Chst12	178.400000	0	208	1205	0	0	371	0	0	0	0	0
Nrg1	178.300000	0	646	942	0	0	195	0	0	0	0	0
Arpp21	178.300000	0	1099	684	0	0	0	0	0	0	0	0
Eya2	178.200000	121	404	950	0	0	307	0	0	0	0	0
Map2k4	178.100000	0	0	0	0	0	1019	231	186	345	0	0
Kcnk4	178.100000	0	577	1204	0	0	0	0	0	0	0	0
Lpo	178.000000	0	1047	733	0	0	0	0	0	0	0	0
Rab40c	177.900000	0	360	523	0	0	594	0	0	302	0	0
Plcb4	177.900000	0	1172	607	0	0	0	0	0	0	0	0
Mrfap1	177.300000	0	765	927	0	0	81	0	0	0	0	0
Wdyhv1	176.900000	0	665	1104	0	0	0	0	0	0	0	0
Epb41l4b	176.800000	0	1233	535	0	0	0	0	0	0	0	0
Gpx1	176.700000	0	752	97	0	0	574	131	0	213	0	0
Zyg11b	176.600000	0	1168	231	0	0	367	0	0	0	0	0
Zfp41	176.600000	153	351	981	0	0	185	0	0	96	0	0
Fam169b	176.600000	0	138	0	0	0	1241	0	0	387	0	0
Rgs5	176.200000	0	1178	584	0	0	0	0	0	0	0	0
C2cd5	176.200000	0	511	869	0	0	226	0	0	156	0	0
Flrt1	176.000000	0	864	896	0	0	0	0	0	0	0	0
Slc4a8	175.800000	0	1034	724	0	0	0	0	0	0	0	0
Sos1	175.700000	0	872	885	0	0	0	0	0	0	0	0
Chil1	175.700000	0	0	0	0	0	1234	0	0	523	0	0
Sesn2	175.600000	284	0	0	0	255	827	0	0	390	0	0
Plaa	175.600000	0	1140	616	0	0	0	0	0	0	0	0
Lsm6	175.300000	131	315	399	0	0	908	0	0	0	0	0
Gbx2	175.300000	0	809	944	0	0	0	0	0	0	0	0
Cyp19a1	175.300000	0	941	812	0	0	0	0	0	0	0	0
Ube2h	174.900000	0	0	144	0	0	1228	0	0	377	0	0
Taf12	174.800000	0	867	462	0	0	419	0	0	0	0	0
Krt9	174.800000	0	647	1101	0	0	0	0	0	0	0	0
Pnpla1	174.700000	248	0	0	0	0	1172	0	0	327	0	0
Cd3d	174.700000	187	363	217	0	0	762	0	0	218	0	0
Smok3b	174.600000	0	0	0	0	0	1183	0	0	563	0	0
Ctps	174.600000	0	418	357	0	0	449	0	0	522	0	0
Rabl2	174.300000	0	396	1228	0	0	119	0	0	0	0	0
H2-M5	174.300000	0	0	0	0	0	1429	0	0	314	0	0
Wnk1	174.200000	0	507	793	0	0	442	0	0	0	0	0
Vps29	174.000000	553	232	756	0	0	98	0	0	101	0	0
Tmem255a	174.000000	0	743	997	0	0	0	0	0	0	0	0
Slc7a1	174.000000	99	344	821	0	0	266	0	0	210	0	0
Rad9b	174.000000	553	232	756	0	0	98	0	0	101	0	0
Ehd4	174.000000	0	0	372	0	0	1056	0	0	312	0	0
Pxk	173.800000	0	0	0	0	0	1120	0	0	618	0	0
D16Ertd472e	173.800000	287	283	362	0	0	650	0	0	156	0	0
Rpl3	173.600000	125	520	771	0	0	320	0	0	0	0	0
Ptprn2	173.500000	0	0	0	0	0	1320	0	0	415	0	0
Tmem144	173.200000	0	1282	270	0	0	180	0	0	0	0	0
Stk33	173.200000	0	821	911	0	0	0	0	0	0	0	0
Smok3c	173.100000	89	0	0	0	0	1051	0	179	412	0	0
Slx4ip	172.900000	961	327	288	0	0	153	0	0	0	0	0
Rhbg	172.900000	0	411	1318	0	0	0	0	0	0	0	0
Dusp5	172.900000	0	1166	563	0	0	0	0	0	0	0	0
Akirin2	172.900000	821	426	482	0	0	0	0	0	0	0	0
Pccb	172.800000	293	688	163	0	0	424	0	0	160	0	0
Kcnip2	172.800000	0	1001	727	0	0	0	0	0	0	0	0
Olfml1	172.400000	0	655	1069	0	0	0	0	0	0	0	0
Matk	172.200000	0	0	116	0	0	1199	0	0	407	0	0
Elavl4	172.200000	0	1121	601	0	0	0	0	0	0	0	0
Eif5a	172.200000	1376	118	0	0	0	228	0	0	0	0	0
Tfpt	172.100000	146	475	650	0	0	284	0	0	166	0	0
Prpf31	172.100000	146	475	650	0	0	284	0	0	166	0	0
Atp5o	171.800000	0	384	486	0	0	583	0	0	265	0	0
Rhob	171.700000	0	339	957	0	0	154	0	0	267	0	0
Jakmip2	171.700000	0	1251	466	0	0	0	0	0	0	0	0
Dpt	171.700000	0	966	751	0	0	0	0	0	0	0	0
Got2	171.600000	0	614	791	0	0	219	0	0	92	0	0
Ercc3	171.400000	144	1048	410	0	0	112	0	0	0	0	0
Ptprc	171.200000	587	0	0	0	0	829	142	0	154	0	0
Map3k5	171.200000	0	279	174	0	0	1041	0	0	218	0	0
Figla	171.200000	0	0	0	0	0	1084	0	0	628	0	0
Cd9	171.200000	0	1298	414	0	0	0	0	0	0	0	0
Tacstd2	171.000000	174	0	0	0	0	999	0	106	431	0	0
Stra6l	171.000000	0	1258	452	0	0	0	0	0	0	0	0
Treml4	170.800000	94	1015	599	0	0	0	0	0	0	0	0
Mkks	170.700000	961	327	266	0	0	153	0	0	0	0	0
Rhpn2	170.300000	103	111	0	0	0	971	0	0	518	0	0
Gramd3	170.300000	0	0	0	0	0	1173	0	0	530	0	0
Hsp90b1	170.100000	0	633	918	0	0	150	0	0	0	0	0
Atp6v1e1	170.100000	1221	0	0	0	0	480	0	0	0	0	0
Zcchc4	169.700000	0	147	120	0	0	906	280	0	244	0	0
Ccl4	169.700000	0	0	0	0	0	715	424	265	293	0	0
Ogn	169.300000	0	773	920	0	0	0	0	0	0	0	0
Cyfip2	169.100000	0	0	0	0	135	713	125	116	602	0	0
Srek1ip1	169.000000	0	972	419	0	0	156	0	0	143	0	0
Enkd1	169.000000	0	138	351	0	0	870	0	0	331	0	0
4933405L10Rik	169.000000	0	138	351	0	0	870	0	0	331	0	0
Prrc1	168.900000	0	649	267	0	0	660	0	0	113	0	0
Sf3a2	168.700000	0	382	971	0	0	157	0	0	177	0	0
Plekhj1	168.700000	0	382	971	0	0	157	0	0	177	0	0
Olfr594	168.600000	0	109	0	0	0	1261	0	0	316	0	0
Mapre1	168.600000	0	1172	514	0	0	0	0	0	0	0	0
Fam110a	168.600000	0	362	238	0	0	853	0	0	233	0	0
Pcnx	168.500000	0	1066	619	0	0	0	0	0	0	0	0
Tom1l2	168.200000	0	668	810	0	0	204	0	0	0	0	0
Drc3	168.200000	0	668	810	0	0	204	0	0	0	0	0
Lta4h	168.100000	0	743	696	0	0	242	0	0	0	0	0
Camsap2	167.800000	0	884	707	0	0	0	0	0	87	0	0
Klhl5	167.700000	0	748	419	0	0	349	0	0	161	0	0
Rab3gap2	167.300000	158	0	181	0	345	595	0	0	394	0	0
Lrrc45	166.900000	0	772	897	0	0	0	0	0	0	0	0
Cenpx	166.900000	0	772	897	0	0	0	0	0	0	0	0
Hrob	166.600000	143	382	726	0	0	415	0	0	0	0	0
Eif4e	166.500000	1121	299	245	0	0	0	0	0	0	0	0
Prr5l	166.200000	0	276	485	0	0	743	0	0	158	0	0
Commd9	166.200000	0	276	485	0	0	743	0	0	158	0	0
Ndufs2	166.100000	0	179	455	0	0	666	0	0	361	0	0
Ccdc167	166.100000	200	860	450	0	0	151	0	0	0	0	0
Adamts4	166.100000	0	179	455	0	0	666	0	0	361	0	0
Pip4k2a	166.000000	0	480	469	0	223	0	488	0	0	0	0
Cd83	165.700000	0	857	800	0	0	0	0	0	0	0	0
Celf4	165.400000	0	1145	509	0	0	0	0	0	0	0	0
Slc35b1	165.100000	1117	0	130	0	0	256	0	0	148	0	0
Itgb3	165.000000	0	0	0	0	0	1009	397	77	167	0	0
Nudt1	164.500000	0	293	1028	0	0	208	0	0	116	0	0
Mtus1	164.500000	176	0	171	0	0	904	0	161	233	0	0
Mrm2	164.500000	0	293	1028	0	0	208	0	0	116	0	0
Tnfsfm13	164.400000	0	0	0	0	0	1283	0	0	361	0	0
Tnfsf12	164.400000	0	0	0	0	0	1283	0	0	361	0	0
Xlr3b	164.300000	0	492	1151	0	0	0	0	0	0	0	0
Slc7a11	164.300000	1426	0	0	0	0	217	0	0	0	0	0
Plch1	164.300000	0	1038	605	0	0	0	0	0	0	0	0
Zfp9	164.200000	0	537	1105	0	0	0	0	0	0	0	0
Dhrs3	164.100000	365	528	316	0	0	224	0	0	208	0	0
Arid1a	164.000000	0	823	315	0	0	373	0	0	129	0	0
Sp2	163.900000	513	230	369	0	0	262	0	0	265	0	0
Dcp1b	163.900000	0	623	884	0	0	132	0	0	0	0	0
Dus1l	163.700000	0	731	592	0	0	314	0	0	0	0	0
Ido1	163.600000	0	879	757	0	0	0	0	0	0	0	0
Ppp1r15b	163.500000	0	740	695	0	0	200	0	0	0	0	0
Percc1	163.500000	218	603	460	0	0	354	0	0	0	0	0
BC003965	163.500000	218	603	460	0	0	354	0	0	0	0	0
Wfdc18	163.400000	0	0	0	0	0	379	608	359	96	192	0
Wfdc17	163.400000	0	0	0	0	0	379	608	359	96	192	0
Txndc2	163.300000	0	0	0	0	151	896	208	0	378	0	0
Niban1	163.100000	0	993	638	0	0	0	0	0	0	0	0
Atp8b4	163.100000	703	332	401	0	0	195	0	0	0	0	0
Shroom2	163.000000	0	659	642	0	0	329	0	0	0	0	0
Tnks2	162.900000	0	791	838	0	0	0	0	0	0	0	0
Nr4a3	162.900000	0	472	1051	0	0	106	0	0	0	0	0
Nms	162.900000	0	654	975	0	0	0	0	0	0	0	0
Piwil4	162.800000	0	482	807	0	0	339	0	0	0	0	0
Sinhcaf	162.600000	0	1228	398	0	0	0	0	0	0	0	0
Nt5c2	162.600000	167	510	655	0	0	184	0	0	110	0	0
Usp1	162.400000	686	268	400	0	0	270	0	0	0	0	0
Ssh2	162.200000	0	0	0	0	0	1240	0	0	382	0	0
Ezh2	162.200000	0	1043	579	0	0	0	0	0	0	0	0
Slc25a37	162.100000	151	0	0	0	0	893	157	143	277	0	0
Ap3b1	161.900000	0	0	0	0	0	1148	209	0	262	0	0
Kbtbd12	161.800000	0	407	268	0	0	750	0	0	193	0	0
Fam117a	161.400000	859	323	292	0	0	140	0	0	0	0	0
Spp2	161.200000	0	732	880	0	0	0	0	0	0	0	0
Lrif1	161.100000	142	615	263	0	0	459	0	0	132	0	0
Pex7	161.000000	0	0	0	0	0	1320	0	0	290	0	0
BC107364	161.000000	0	788	822	0	0	0	0	0	0	0	0
Fbxw25	160.900000	0	657	725	0	0	111	0	0	116	0	0
Nupr1	160.700000	0	279	982	0	0	346	0	0	0	0	0
Tgm6	160.500000	0	0	0	0	0	1147	0	0	458	0	0
Plaur	160.500000	0	0	0	0	0	1202	0	0	403	0	0
Cox20	160.000000	0	787	447	0	0	262	0	0	104	0	0
Rbpms	159.900000	0	213	729	0	0	450	0	0	207	0	0
Gse1	159.900000	168	778	422	0	0	231	0	0	0	0	0
Prpf19	159.800000	1022	285	130	0	0	161	0	0	0	0	0
Mtg1	159.800000	0	615	0	0	0	732	0	0	251	0	0
Cxxc4	159.800000	0	490	1108	0	0	0	0	0	0	0	0
Ccdc60	159.700000	0	1127	470	0	0	0	0	0	0	0	0
Irx5	159.600000	0	722	874	0	0	0	0	0	0	0	0
Arid5b	159.600000	306	468	188	0	0	464	0	0	170	0	0
Tcf12	159.300000	0	708	752	0	0	0	0	0	133	0	0
Rps23	159.300000	0	799	615	0	0	179	0	0	0	0	0
Btla	159.300000	0	0	0	0	0	1118	0	0	475	0	0
Fmc1	159.200000	0	448	890	0	0	254	0	0	0	0	0
Mob1b	159.000000	236	0	0	0	0	1118	0	0	236	0	0
Dpysl2	159.000000	476	777	337	0	0	0	0	0	0	0	0
Tenm4	158.800000	0	404	451	0	0	508	0	0	225	0	0
Ccdc162	158.800000	0	872	410	0	0	306	0	0	0	0	0
Olfr172	158.500000	0	969	456	0	0	160	0	0	0	0	0
Gtpbp1	158.500000	106	1182	297	0	0	0	0	0	0	0	0
Cwc27	158.500000	0	972	314	0	0	156	0	0	143	0	0
Serinc1	158.200000	0	260	982	0	0	180	0	0	160	0	0
Smg7	158.000000	1012	0	274	0	0	188	0	0	106	0	0
Sgk1	157.600000	0	309	637	0	0	510	0	0	120	0	0
Scaper	157.500000	0	0	0	0	0	1301	0	0	274	0	0
Qrfp	157.400000	0	728	846	0	0	0	0	0	0	0	0
Psma6	157.400000	212	158	0	0	0	711	310	0	183	0	0
Adar	157.400000	109	0	0	0	0	1106	0	0	359	0	0
Repin1	157.300000	0	609	863	0	0	101	0	0	0	0	0
Gm5111	157.300000	0	609	863	0	0	101	0	0	0	0	0
Runx1t1	157.100000	0	640	931	0	0	0	0	0	0	0	0
Rnf44	156.800000	0	290	1018	0	0	171	0	0	89	0	0
Muc20	156.700000	0	0	0	0	0	1286	0	0	281	0	0
Rere	156.400000	580	495	489	0	0	0	0	0	0	0	0
Parp4	156.400000	0	257	470	0	0	523	0	0	314	0	0
Dct	156.400000	0	655	605	0	0	304	0	0	0	0	0
Cenpj	156.400000	0	257	470	0	0	523	0	0	314	0	0
Fhdc1	156.200000	0	929	633	0	0	0	0	0	0	0	0
Cep295	156.200000	129	0	174	0	0	793	0	0	466	0	0
Tram1	156.000000	832	123	0	0	0	469	0	0	136	0	0
E2f1	156.000000	0	634	788	0	0	138	0	0	0	0	0
Myh10	155.800000	0	1362	196	0	0	0	0	0	0	0	0
Calr	155.800000	518	0	0	0	0	635	243	0	162	0	0
Tatdn2	155.500000	1044	0	0	0	0	511	0	0	0	0	0
Hoxa7	155.500000	0	1555	0	0	0	0	0	0	0	0	0
Lck	155.400000	246	128	752	0	0	166	0	0	262	0	0
