Target_genes	Rara|Average	SRX018669|ES_cells	SRX10562781|ES_cells	SRX208055|ES_cells	SRX208062|ES_cells	SRX520462|F9	SRX520468|F9	SRX520474|F9	SRX520479|F9	SRX3301664|Forelimb	SRX3301665|Forelimb	SRX4369776|Germline_stem_cells	SRX4369779|Germline_stem_cells	SRX4369782|Germline_stem_cells	SRX4369785|Germline_stem_cells	SRX337439|Liver	SRX018670|mESC_derived_neural_cells	SRX118692|mESC_derived_neural_cells	SRX118693|mESC_derived_neural_cells	SRX675957|Th1_Cells	STRING
Zswim8	100.210526	0	125	211	84	174	368	155	206	0	0	0	0	0	0	304	0	120	157	0	0
Jarid2	100.210526	0	160	93	0	0	610	0	90	0	0	0	0	0	0	696	0	255	0	0	0
Hspa8	100.210526	0	0	231	231	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0
Scn8a	99.421053	473	0	0	0	202	0	304	186	0	0	0	0	0	0	0	504	0	220	0	0
Mok	99.263158	0	337	132	0	0	757	0	0	0	0	0	0	0	0	251	0	409	0	0	0
Rrn3	99.157895	0	0	201	86	347	0	370	503	0	0	0	0	0	0	258	0	0	119	0	0
Tcte3	98.894737	0	128	756	665	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Gm3435	98.894737	0	128	756	665	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Zbtb37	98.842105	0	0	480	471	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0
Rai1	98.842105	0	229	0	0	0	953	105	144	0	0	0	0	0	0	300	0	147	0	0	0
Acp6	98.526316	0	313	0	0	0	687	196	122	0	0	0	0	0	0	206	0	348	0	0	0
Mtg2	98.210526	0	186	125	0	0	680	0	0	0	0	0	0	0	0	363	0	512	0	0	0
Ube2o	97.947368	0	315	0	0	0	820	116	103	0	0	0	0	0	0	0	0	507	0	0	0
Tmigd1	97.842105	0	0	0	0	389	165	331	333	0	0	0	0	0	0	224	181	0	236	0	0
Atp2a2	97.578947	0	173	128	0	0	445	0	0	0	0	0	0	0	0	657	0	451	0	0	0
Ttf1	97.315789	0	0	130	126	420	0	371	370	0	0	0	0	0	0	297	0	0	135	0	0
Tob1	97.000000	0	0	300	379	0	0	0	0	0	0	0	0	0	0	1164	0	0	0	0	0
Arid5a	97.000000	0	0	456	254	0	0	0	0	0	0	0	0	0	0	1133	0	0	0	0	0
Sdha	96.421053	0	188	191	100	0	624	50	95	153	0	0	0	0	0	324	0	107	0	0	0
Ccdc127	96.421053	0	188	191	100	0	624	50	95	153	0	0	0	0	0	324	0	107	0	0	0
Arf4	96.105263	0	0	120	0	83	642	0	157	182	0	80	0	0	0	339	0	223	0	0	0
Smarca5	95.789474	0	371	344	281	0	207	0	0	0	0	154	0	0	0	224	0	239	0	0	0
Arhgap19	95.736842	0	352	271	0	0	764	93	95	0	0	0	0	0	0	0	0	244	0	0	0
9030025P20Rik	95.736842	0	160	826	564	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0
Bcar1	95.473684	0	116	0	0	0	803	0	66	0	0	0	0	0	0	303	0	526	0	0	0
Ints6	95.263158	0	0	321	351	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	0
Stap2	95.157895	463	0	0	0	286	0	193	205	0	0	0	0	0	0	237	424	0	0	0	0
Mpnd	95.157895	463	0	0	0	286	0	193	205	0	0	0	0	0	0	237	424	0	0	0	0
Hoxa1	94.736842	0	229	104	0	0	617	149	97	0	0	0	0	0	0	0	0	516	88	0	0
Pitpnc1	94.578947	0	0	79	0	0	339	0	132	213	173	0	0	0	0	645	0	216	0	0	0
Nanog	94.578947	0	335	0	0	0	1233	0	113	0	0	0	0	0	0	0	0	116	0	0	0
Pcx	94.263158	0	0	186	125	290	0	288	319	0	0	0	0	0	0	583	0	0	0	0	0
Tbc1d10b	94.210526	0	276	0	0	0	1206	75	0	0	0	0	0	0	0	233	0	0	0	0	0
Mylpf	94.210526	0	276	0	0	0	1206	75	0	0	0	0	0	0	0	233	0	0	0	0	0
Rnd3	94.105263	0	115	174	138	0	426	0	0	0	0	0	0	0	0	935	0	0	0	0	0
Junb	93.894737	0	0	157	0	0	114	0	0	0	0	0	0	0	0	1513	0	0	0	0	0
Hrob	93.684211	0	263	130	0	0	781	0	0	0	0	0	0	0	0	0	0	606	0	0	0
Taar7a	93.368421	269	0	274	227	0	0	0	0	0	221	362	222	0	0	0	199	0	0	0	0
Agrp	93.263158	0	306	94	0	0	606	0	0	0	0	0	0	0	0	310	0	456	0	0	0
Porcn	92.894737	0	0	155	0	104	939	160	162	0	0	0	0	0	0	96	0	149	0	0	0
S1pr2	92.473684	0	254	0	0	67	735	0	118	0	0	0	0	0	0	132	0	451	0	0	0
Ggact	92.473684	0	0	122	102	0	923	82	92	0	0	0	0	0	0	237	0	199	0	0	0
Sacm1l	92.157895	0	208	75	0	165	0	360	164	0	0	0	0	0	0	485	0	0	294	0	0
Ranbp3l	91.842105	0	0	0	0	479	122	470	674	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	91.842105	0	0	0	0	70	1033	84	130	0	0	0	0	0	0	193	0	235	0	0	0
Tpm2	91.157895	0	0	0	0	461	0	437	513	0	0	0	0	0	0	0	0	0	321	0	0
Thrsp	91.105263	0	262	0	0	0	687	0	0	0	0	0	0	0	0	193	0	589	0	0	0
Dcpp1	91.000000	0	0	0	0	476	0	398	581	0	0	0	0	0	0	0	0	0	274	0	0
Jam2	90.947368	0	313	164	0	0	1069	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Hexim1	90.578947	0	0	404	274	0	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0
Rab7	90.473684	200	0	212	143	341	0	322	211	0	0	0	0	0	0	290	0	0	0	0	0
Gm867	90.421053	0	0	0	0	77	758	80	0	0	0	0	0	0	0	464	0	339	0	0	0
Chchd10	90.421053	0	0	0	0	77	758	80	0	0	0	0	0	0	0	464	0	339	0	0	0
Phc1	90.368421	0	220	0	0	79	986	102	0	0	0	0	0	0	0	0	0	330	0	0	0
Rpl3	90.052632	0	0	409	282	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0
Letmd1	90.052632	103	283	133	0	0	568	0	0	0	0	0	0	0	0	144	92	388	0	0	0
Slc9a1	89.894737	0	114	337	341	0	0	0	0	0	0	0	0	0	0	916	0	0	0	0	0
Calm2	89.842105	0	0	351	177	0	0	0	0	0	0	0	0	0	0	1179	0	0	0	0	0
Rfc5	89.473684	0	179	135	0	0	1115	0	0	0	0	0	0	0	0	0	0	271	0	0	0
Agbl5	89.473684	0	467	172	124	246	0	359	218	0	0	0	0	0	0	114	0	0	0	0	0
Ankrd39	89.263158	0	0	125	137	0	316	0	0	0	0	150	0	85	0	678	0	205	0	0	0
Zfp532	89.105263	0	191	105	0	0	906	0	0	0	0	0	0	0	0	0	0	491	0	0	0
Trim41	88.947368	0	210	127	0	275	0	370	172	0	0	0	0	0	0	259	0	0	277	0	0
Rnf169	88.842105	0	126	219	101	0	472	0	82	0	0	0	0	0	0	453	0	235	0	0	0
Mis18bp1	88.842105	0	219	100	0	0	795	0	0	0	0	0	0	0	0	93	0	481	0	0	0
Nphs1	88.789474	0	262	0	0	62	636	0	98	0	0	0	0	0	0	0	0	629	0	0	0
Atg14	88.789474	0	83	163	0	0	724	99	0	0	0	0	0	0	0	259	0	359	0	0	0
Itpk1	88.736842	0	336	0	0	0	1028	0	0	0	0	0	0	0	0	0	0	322	0	0	0
Guf1	88.368421	0	351	102	0	0	391	0	124	156	206	86	0	0	0	108	0	155	0	0	0
Ubxn2a	88.263158	0	307	161	0	0	726	0	0	0	0	0	0	0	0	244	0	239	0	0	0
Sde2	88.263158	0	0	396	262	0	0	0	0	0	0	0	0	0	0	1019	0	0	0	0	0
Nufip2	88.105263	0	0	403	274	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0
Trim7	88.000000	0	311	0	0	133	579	200	63	0	0	0	0	0	0	0	0	386	0	0	0
Stra8	87.894737	0	0	107	0	0	421	0	0	0	0	107	0	132	0	688	0	215	0	0	0
Creb3l3	87.631579	0	0	0	0	417	0	484	481	0	0	0	0	0	0	283	0	0	0	0	0
Fam32a	87.578947	0	125	105	0	93	410	0	101	137	172	73	0	0	0	299	0	149	0	0	0
Fus	87.473684	0	141	389	220	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0
Mybpc3	87.210526	0	0	415	159	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0
Hrh2	87.000000	340	0	0	0	142	0	208	210	0	0	0	0	0	0	244	384	125	0	0	0
Lrch4	86.789474	346	0	150	0	197	0	166	337	0	0	0	0	0	0	184	269	0	0	0	0
Fbxo24	86.789474	346	0	150	0	197	0	166	337	0	0	0	0	0	0	184	269	0	0	0	0
Utp14b	86.684211	0	0	364	238	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0
Hps5	86.684211	0	0	121	98	143	814	0	0	0	0	0	0	0	0	143	0	161	167	0	0
Gtf2h1	86.684211	0	0	121	98	143	814	0	0	0	0	0	0	0	0	143	0	161	167	0	0
Acsl3	86.684211	0	0	364	238	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0
Mpp7	86.473684	0	0	717	410	141	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
Dpysl3	86.263158	0	0	0	0	370	176	572	396	0	0	0	0	0	0	0	0	0	125	0	0
Sgk1	86.210526	0	0	244	92	0	427	0	0	0	0	0	0	0	0	608	0	267	0	0	0
Mbd3	86.157895	0	361	86	0	0	502	0	0	0	0	0	0	0	0	529	0	159	0	0	0
Zfp143	85.947368	261	0	160	157	0	0	0	0	0	0	161	164	0	0	323	164	243	0	0	0
Nop58	85.736842	0	0	254	231	199	0	341	233	0	0	0	0	0	0	371	0	0	0	0	0
Resf1	85.684211	0	323	264	91	0	387	0	0	0	0	0	0	0	0	183	0	380	0	0	0
Dpp4	85.684211	0	271	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	282	0	0	0
Kank3	85.631579	0	207	0	0	0	926	0	0	0	0	0	0	0	0	125	0	369	0	0	0
Hsp90aa1	85.631579	0	0	327	225	0	0	0	0	0	0	0	0	0	0	1075	0	0	0	0	0
Stk3	85.526316	0	0	122	0	478	0	454	441	0	0	0	0	0	0	130	0	0	0	0	0
Srsf5	85.421053	0	0	253	198	0	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	0
Insig1	85.315789	0	0	532	269	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	0
Sntb2	85.263158	0	0	123	0	0	1274	0	0	0	0	0	0	0	0	101	0	122	0	0	0
Rnaset2b	85.210526	0	0	169	168	0	148	0	0	0	0	0	0	0	0	1134	0	0	0	0	0
Capn3	85.210526	0	0	0	0	214	363	181	384	0	0	0	0	0	0	147	0	330	0	0	0
Nudt1	85.105263	0	0	217	174	0	808	94	0	0	0	0	0	0	0	216	0	108	0	0	0
Csrnp2	85.105263	0	0	498	320	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0
Sumf1	84.736842	0	0	0	0	415	0	516	501	0	0	0	0	0	0	0	0	0	178	0	0
Trpm1	84.684211	0	0	0	0	434	0	379	484	0	0	0	0	0	0	186	0	0	126	0	0
Spata33	84.684211	94	207	129	0	0	664	0	99	0	0	0	0	0	0	185	0	231	0	0	0
Chmp1a	84.684211	94	207	129	0	0	664	0	99	0	0	0	0	0	0	185	0	231	0	0	0
Mbd6	84.526316	0	0	132	0	0	605	0	0	0	0	0	0	0	0	707	0	162	0	0	0
Ddit3	84.526316	0	0	132	0	0	605	0	0	0	0	0	0	0	0	707	0	162	0	0	0
Zfp979	84.421053	0	209	185	0	93	757	104	62	0	0	0	0	0	0	0	0	194	0	0	0
Fut8	84.421053	0	0	384	180	236	0	149	438	0	0	0	0	0	0	217	0	0	0	0	0
Haus1	84.368421	0	0	348	155	0	245	0	0	0	0	0	0	0	0	734	0	121	0	0	0
Atp5a1	84.368421	0	0	348	155	0	245	0	0	0	0	0	0	0	0	734	0	121	0	0	0
Ppp1r10	84.210526	0	0	388	169	0	288	0	0	0	0	0	0	0	0	755	0	0	0	0	0
Mrps18b	84.210526	0	0	388	169	0	288	0	0	0	0	0	0	0	0	755	0	0	0	0	0
Psmb7	84.052632	0	215	92	0	0	709	0	0	0	0	0	0	0	0	129	0	452	0	0	0
Plxdc1	84.000000	0	302	146	147	0	205	0	0	0	0	0	0	0	0	407	0	389	0	0	0
Mib2	84.000000	0	176	134	0	0	809	70	0	0	0	0	0	0	0	0	0	407	0	0	0
Gm648	83.894737	0	0	0	0	457	0	425	560	0	0	0	0	0	0	0	0	0	152	0	0
Dnajb9	83.842105	0	0	346	248	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0
Uck1	83.789474	0	0	83	0	0	834	119	167	0	0	0	0	0	0	177	0	212	0	0	0
Kazn	83.684211	0	392	98	0	0	634	0	0	0	0	0	0	0	0	0	0	466	0	0	0
Tro	83.631579	0	0	0	0	419	0	490	512	0	0	0	0	0	0	0	0	0	168	0	0
Rnaset2a	83.631579	0	0	169	168	0	148	0	0	0	0	0	0	0	0	1104	0	0	0	0	0
Pbld2	83.578947	0	0	121	0	0	575	65	0	0	0	0	0	0	0	461	0	366	0	0	0
Hnrnph3	83.578947	0	0	121	0	0	575	65	0	0	0	0	0	0	0	461	0	366	0	0	0
Tsc22d1	83.526316	0	0	464	213	0	0	0	0	87	0	0	0	0	0	709	0	114	0	0	0
Npbwr1	83.368421	0	0	0	0	299	0	407	520	0	0	0	0	0	0	0	0	0	358	0	0
Spred2	83.263158	0	316	0	0	0	658	0	65	0	0	0	0	0	0	122	0	421	0	0	0
Gtf2a1l	83.157895	0	0	0	0	528	0	554	498	0	0	0	0	0	0	0	0	0	0	0	0
4921539E11Rik	83.000000	0	0	0	0	481	0	513	583	0	0	0	0	0	0	0	0	0	0	0	0
Klf6	82.684211	0	0	264	304	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	0
Tle5	82.631579	0	160	0	0	0	813	0	129	0	0	0	0	0	0	0	0	468	0	0	0
Zfp36l1	82.526316	0	0	161	193	0	187	0	0	0	0	0	0	0	0	1027	0	0	0	0	0
Hagh	82.421053	0	156	158	0	0	522	0	98	0	0	0	0	0	0	530	0	102	0	0	0
Fahd1	82.421053	0	156	158	0	0	522	0	98	0	0	0	0	0	0	530	0	102	0	0	0
Dgat2	82.052632	0	0	178	0	0	0	159	95	0	0	0	0	0	0	1127	0	0	0	0	0
Arl15	82.052632	0	0	384	159	0	225	0	0	0	0	0	0	0	0	791	0	0	0	0	0
Sirt4	81.947368	0	107	298	375	0	0	0	0	0	164	0	0	0	0	613	0	0	0	0	0
Ddit4	81.947368	0	0	227	227	0	0	0	0	0	0	0	0	0	0	1103	0	0	0	0	0
Calm1	81.842105	0	0	304	184	0	0	0	0	0	0	0	0	0	0	1067	0	0	0	0	0
Eif2s3y	81.736842	0	0	0	0	401	131	386	488	0	0	0	0	0	0	147	0	0	0	0	0
H4c14	81.684211	0	0	350	320	0	0	0	0	0	0	0	0	0	0	882	0	0	0	0	0
Rbm14	81.631579	0	0	152	135	0	545	0	0	0	0	0	0	0	0	719	0	0	0	0	0
Gm21992	81.631579	0	0	152	135	0	545	0	0	0	0	0	0	0	0	719	0	0	0	0	0
Msh6	81.473684	0	0	243	0	0	838	0	0	0	0	0	0	0	0	169	0	298	0	0	0
Gtf2b	81.473684	0	0	511	215	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0
Gpx1	81.473684	0	0	269	183	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0
Cltc	81.368421	0	730	186	178	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0
Mobp	81.105263	0	534	0	0	0	366	0	0	0	0	0	0	0	0	0	0	641	0	0	0
Hsp90ab1	81.000000	0	0	181	271	0	137	0	0	0	0	0	0	0	0	950	0	0	0	0	0
Aven	81.000000	204	145	136	0	0	439	0	0	0	0	0	0	0	0	239	254	122	0	0	0
Ctsl	80.736842	0	0	298	117	0	180	0	0	0	0	0	0	0	0	939	0	0	0	0	0
Crlf2	80.736842	0	625	0	0	0	657	0	0	0	0	0	0	0	0	0	0	252	0	0	0
Nsd1	80.421053	0	251	0	0	0	830	0	0	0	0	0	0	0	0	157	0	290	0	0	0
Cbr3	80.368421	382	0	0	162	183	0	169	158	0	0	0	0	0	0	0	249	0	224	0	0
D230025D16Rik	80.157895	0	0	136	84	0	510	0	0	0	0	0	0	0	0	793	0	0	0	0	0
Misp3	79.894737	0	414	0	0	0	823	0	0	0	0	0	0	0	0	0	0	281	0	0	0
H2-DMa	79.894737	0	0	318	214	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0
Brd2	79.894737	0	0	318	214	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0
Adck5	79.894737	0	0	0	0	490	0	381	495	0	0	0	0	0	0	0	0	0	152	0	0
Ankrd28	79.789474	0	397	137	0	0	450	0	0	0	0	0	0	0	0	218	0	314	0	0	0
Ankrd44	79.631579	0	178	0	0	0	648	0	77	0	0	0	0	0	0	176	0	434	0	0	0
Raf1	79.526316	0	0	202	133	0	165	0	0	0	0	0	0	0	0	1011	0	0	0	0	0
Atp1a1	79.473684	0	0	234	200	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0
Cbx4	79.421053	0	0	0	0	358	0	366	352	0	0	0	0	0	0	433	0	0	0	0	0
Pyroxd1	79.368421	0	210	0	0	0	500	157	164	0	75	0	0	0	0	121	0	281	0	0	0
Olfr646	79.368421	0	0	0	0	515	0	416	577	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs7	79.368421	0	385	139	0	0	180	114	0	335	0	0	0	0	0	355	0	0	0	0	0
Ndufa6	79.157895	0	147	152	113	0	725	0	0	0	0	0	0	0	0	367	0	0	0	0	0
Gpcpd1	79.105263	0	159	0	0	0	0	0	0	0	93	0	0	0	0	754	0	497	0	0	0
Pnp	79.052632	0	0	415	307	0	0	0	140	0	0	0	0	0	0	640	0	0	0	0	0
Tmem116	78.947368	0	150	90	83	0	565	0	0	0	0	0	0	0	0	313	0	299	0	0	0
Erp29	78.947368	0	150	90	83	0	565	0	0	0	0	0	0	0	0	313	0	299	0	0	0
Aplp2	78.894737	0	0	436	143	0	0	0	0	0	0	0	0	0	0	920	0	0	0	0	0
Vars	78.842105	0	260	0	0	0	704	94	0	0	0	0	0	0	0	102	0	338	0	0	0
D17H6S56E-5	78.842105	0	260	0	0	0	704	94	0	0	0	0	0	0	0	102	0	338	0	0	0
Gadd45a	78.684211	0	0	418	253	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0
Coro1b	78.684211	0	0	129	0	0	739	0	0	0	0	0	0	0	0	536	0	91	0	0	0
H1f3	78.421053	0	0	518	521	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0
Serpinf2	78.368421	0	131	0	0	0	752	0	67	0	0	0	0	0	0	156	0	383	0	0	0
Rpgrip1	78.368421	0	0	0	0	0	1214	0	102	0	0	0	0	0	0	0	0	173	0	0	0
Actb	78.263158	0	0	380	163	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0
Rnf103	78.052632	0	0	113	0	204	0	0	237	0	0	0	0	0	0	929	0	0	0	0	0
Jpt1	78.052632	0	0	358	340	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0
Ccn4	78.052632	0	0	0	0	439	0	437	607	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	77.947368	0	0	0	0	317	0	612	552	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g2	77.947368	0	0	337	307	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0
Atxn2	77.526316	0	127	111	0	0	278	0	116	255	260	0	0	0	0	262	0	0	64	0	0
BC005537	77.263158	0	0	248	307	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0
Clu	77.157895	0	0	140	187	0	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0
Trim40	76.947368	0	0	0	0	416	0	469	577	0	0	0	0	0	0	0	0	0	0	0	0
Trmt1	76.894737	0	0	0	0	0	910	0	89	0	0	0	0	0	0	81	0	381	0	0	0
Men1	76.894737	0	0	94	0	0	688	0	77	0	0	0	0	0	0	322	0	280	0	0	0
Prdm14	76.842105	0	0	0	0	165	758	0	0	0	0	0	0	0	0	0	0	537	0	0	0
Il3ra	76.842105	0	370	0	0	0	490	105	146	0	0	0	0	0	0	0	0	349	0	0	0
Mat2a	76.789474	0	0	349	237	0	0	0	0	0	0	0	0	0	0	873	0	0	0	0	0
Lman1	76.736842	0	150	177	219	0	364	0	0	0	0	0	0	0	0	302	0	246	0	0	0
Id3	76.736842	0	0	0	0	0	558	0	0	0	0	0	0	0	0	900	0	0	0	0	0
Tubb4b	76.631579	0	0	322	195	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0
Sbk2	76.631579	0	0	0	0	373	0	449	472	0	0	0	0	0	0	0	0	0	162	0	0
Kmt5b	76.578947	0	311	336	137	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0
Rab8a	76.473684	0	117	215	151	0	630	0	77	0	0	0	0	0	0	176	0	87	0	0	0
Chd9	76.421053	0	0	232	0	0	397	0	148	0	0	0	0	0	0	501	0	174	0	0	0
Gja1	76.368421	0	214	0	0	0	966	0	0	0	0	0	0	0	0	154	0	117	0	0	0
Ermard	76.315789	0	0	673	534	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0
Ubr4	76.157895	0	284	184	0	243	0	220	283	0	0	0	0	0	0	233	0	0	0	0	0
Gipc1	76.105263	0	200	0	0	0	807	0	0	0	0	0	0	0	0	141	0	298	0	0	0
Prdx1	76.052632	0	0	431	197	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0
Errfi1	75.947368	0	0	491	378	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0
Dhx32	75.947368	0	163	0	101	0	686	0	144	0	0	0	0	0	0	166	0	183	0	0	0
Nme1	75.842105	0	0	106	233	0	137	0	0	0	0	0	0	0	0	571	0	394	0	0	0
Cox17	75.842105	0	0	100	0	0	439	0	122	177	237	106	0	0	0	116	0	144	0	0	0
Rpl11	75.789474	0	0	155	101	165	0	245	286	0	0	0	0	0	0	488	0	0	0	0	0
Exosc5	75.736842	0	0	123	96	0	938	80	0	0	0	0	0	0	0	202	0	0	0	0	0
Bckdha	75.736842	0	0	123	96	0	938	80	0	0	0	0	0	0	0	202	0	0	0	0	0
Srsf2	75.684211	0	0	282	358	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0
Mfsd11	75.684211	0	0	282	358	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0
Spg20	75.631579	0	0	121	102	298	0	292	265	0	0	0	0	0	0	359	0	0	0	0	0
Sema4b	75.473684	0	115	69	0	311	265	269	405	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b1	75.368421	0	0	341	267	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0
Cog6	75.368421	0	144	206	0	97	559	62	0	0	0	0	0	0	0	250	0	114	0	0	0
Mllt6	75.315789	0	191	105	77	0	551	0	70	0	0	0	0	0	0	158	0	279	0	0	0
Cyfip2	75.210526	0	0	0	0	357	0	533	539	0	0	0	0	0	0	0	0	0	0	0	0
Dusp1	75.157895	0	0	318	206	0	162	0	0	0	0	0	0	0	0	742	0	0	0	0	0
Dag1	75.157895	0	0	101	0	0	566	65	69	0	0	0	0	0	0	364	0	263	0	0	0
Eif4a1	75.052632	0	0	341	343	0	0	0	0	0	0	0	0	0	0	742	0	0	0	0	0
Brsk1	74.894737	0	435	0	0	0	541	0	0	0	0	0	0	0	0	0	0	447	0	0	0
Cdh12	74.736842	158	0	0	0	0	0	0	0	0	0	376	444	144	0	0	0	0	0	298	0
Nup50	74.684211	0	0	120	0	242	0	419	254	0	0	0	0	0	0	384	0	0	0	0	0
Ghdc	74.684211	0	233	0	0	119	728	70	0	0	0	0	0	0	0	0	0	269	0	0	0
Mknk2	74.473684	0	0	297	214	0	0	0	0	0	0	0	0	0	0	904	0	0	0	0	0
Cenpm	74.315789	0	280	0	0	0	946	63	0	0	0	0	0	123	0	0	0	0	0	0	0
Tmem135	74.263158	0	0	91	0	0	750	0	0	0	0	0	0	0	0	389	0	181	0	0	0
Pcna	74.210526	0	0	459	264	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0
P4ha1	74.210526	0	0	144	0	0	0	0	0	0	0	0	0	0	0	1266	0	0	0	0	0
Clec11a	74.052632	0	0	149	204	296	0	202	210	0	0	0	0	0	0	346	0	0	0	0	0
Mcl1	74.000000	0	0	344	260	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0
Ctnna3	74.000000	0	360	151	0	207	0	217	133	0	0	0	0	0	0	0	0	0	338	0	0
H2-Bl	73.947368	0	374	0	0	0	539	0	91	0	0	0	0	0	0	0	0	401	0	0	0
Arl4d	73.894737	0	0	194	248	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0
Wsb1	73.842105	0	0	303	266	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0
Rps12	73.789474	0	0	427	349	0	0	0	0	0	0	0	0	0	0	453	173	0	0	0	0
Dhx9	73.736842	0	0	263	281	0	241	0	0	0	0	0	0	0	0	616	0	0	0	0	0
Lgals9	73.631579	0	195	0	0	0	715	0	0	0	0	0	0	0	0	367	0	122	0	0	0
Slc12a7	73.526316	0	0	135	0	0	508	0	0	0	0	0	0	0	0	528	0	226	0	0	0
Snx6	73.421053	0	0	0	0	299	0	398	414	0	0	0	0	0	0	284	0	0	0	0	0
Arrdc3	73.263158	0	343	219	185	0	101	0	0	0	0	0	0	0	0	544	0	0	0	0	0
Ltn1	73.210526	0	214	0	0	0	752	80	0	0	0	0	0	0	0	175	0	170	0	0	0
Ubc	73.157895	0	178	293	0	0	411	0	195	0	0	0	0	0	0	313	0	0	0	0	0
Tefm	73.105263	0	0	101	108	0	710	0	0	0	0	0	0	0	0	287	0	183	0	0	0
Spc25	73.105263	0	218	151	151	0	330	0	0	0	0	0	0	0	0	0	0	539	0	0	0
G6pc2	73.105263	0	218	151	151	0	330	0	0	0	0	0	0	0	0	0	0	539	0	0	0
Lipe	73.000000	0	167	0	0	0	526	92	55	141	0	0	0	0	0	130	0	276	0	0	0
Dhx8	72.894737	0	0	365	251	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0
Tnfrsf19	72.736842	0	0	0	0	0	953	119	170	0	0	0	0	0	0	0	0	140	0	0	0
Proca1	72.684211	146	0	0	0	160	137	176	358	0	0	196	0	0	0	0	0	0	208	0	0
Actn4	72.631579	0	0	173	132	0	216	0	0	0	0	0	0	0	0	694	0	165	0	0	0
Ppp1r15b	72.526316	0	161	116	0	0	346	0	0	0	0	0	0	0	0	454	0	301	0	0	0
Btg1	72.526316	0	0	379	201	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0
Wsb2	72.473684	0	147	123	0	0	873	0	0	0	0	0	0	0	0	0	0	234	0	0	0
Gapdh	72.421053	0	0	240	191	0	149	0	0	0	0	0	0	0	0	796	0	0	0	0	0
Extl1	72.421053	0	149	0	0	0	883	0	0	0	0	0	0	0	0	141	0	203	0	0	0
Amd2	72.368421	0	0	264	207	0	0	0	0	0	0	0	0	0	0	904	0	0	0	0	0
Amd1	72.368421	0	0	264	207	0	0	0	0	0	0	0	0	0	0	904	0	0	0	0	0
Tmem107	72.315789	0	134	87	331	0	0	0	0	0	288	0	0	0	0	534	0	0	0	0	0
Hnrnpa2b1	72.263158	0	0	328	193	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0
Hbegf	72.263158	0	0	0	0	0	387	0	0	0	0	0	0	0	0	594	0	392	0	0	0
