Target_genes	Tal1|Average	SRX1056345|416B	SRX209469|Bone_Marrow_Cells	SRX079889|Embryonic_erythroblasts	SRX079890|Embryonic_erythroblasts	SRX145062|Embryonic_erythroblasts	SRX3889815|Embryonic_erythroblasts	SRX3889816|Embryonic_erythroblasts	SRX181747|Embryonic_megakaryocytes	SRX757571|ES_cells	SRX757572|ES_cells	SRX079861|G1E	SRX079862|G1E	SRX1030248|G1E	SRX1030249|G1E	SRX1030250|G1E	SRX145059|G1E	SRX1030252|G1E-ER4+E2	SRX1030253|G1E-ER4+E2	SRX1030254|G1E-ER4+E2	SRX1030255|G1E-ER4+E2	SRX1030256|G1E-ER4+E2	SRX1030257|G1E-ER4+E2	SRX1030258|G1E-ER4+E2	SRX1030259|G1E-ER4+E2	SRX1030260|G1E-ER4+E2	SRX1030261|G1E-ER4+E2	SRX145056|G1E-ER4+E2	SRX9290341|G1E-ER4+E2	SRX9290342|G1E-ER4+E2	SRX9290343|G1E-ER4+E2	SRX9290344|G1E-ER4+E2	SRX9290345|G1E-ER4+E2	SRX9290346|G1E-ER4+E2	SRX9290347|G1E-ER4+E2	SRX9290348|G1E-ER4+E2	SRX9290349|G1E-ER4+E2	SRX9290350|G1E-ER4+E2	SRX9290355|G1E-ER4+E2	SRX9290356|G1E-ER4+E2	SRX9290357|G1E-ER4+E2	SRX9290358|G1E-ER4+E2	SRX9290359|G1E-ER4+E2	SRX9290360|G1E-ER4+E2	SRX9290361|G1E-ER4+E2	SRX9290362|G1E-ER4+E2	SRX035991|Hematopoietic_progenitors	SRX7821060|Hematopoietic_progenitors	SRX180160|Hematopoietic_Stem_Cells	SRX180161|Hematopoietic_Stem_Cells	SRX1939449|Lymphoid-primed_multipotent_progenitors	SRX310207|Mast_Cells	SRX145058|MEL	SRX282674|MEL	SRX006799|mESC_derived_haematopoietic_progenitor	SRX006800|mESC_derived_haematopoietic_progenitor	SRX1035385|mESC_derived_haematopoietic_progenitor	SRX1035390|mESC_derived_haematopoietic_progenitor	SRX1035400|mESC_derived_haematopoietic_progenitor	SRX1035406|mESC_derived_macrophages	SRX282665|mESC_derived_mesodermal_cells	SRX282666|mESC_derived_mesodermal_cells	SRX282670|mESC_derived_mesodermal_cells	SRX2911513|mESC_derived_mesodermal_cells	SRX2911514|mESC_derived_mesodermal_cells	SRX757574|mESC_derived_mesodermal_cells	STRING
Ube2h	528.092308	1196	730	737	1557	2060	2946	3065	0	0	0	550	806	0	0	0	1178	0	0	0	134	0	0	0	0	276	146	832	0	634	1169	1507	1739	930	978	985	0	0	0	2288	0	0	645	278	220	583	770	515	395	617	518	359	2398	284	0	0	0	0	301	0	0	0	0	0	0	0	0
Agfg2	525.215385	834	854	936	2001	2214	2788	3086	259	0	0	366	475	0	183	0	764	0	0	0	201	0	0	166	0	118	199	653	0	690	1063	1768	1913	1070	768	674	103	0	0	2041	0	0	628	386	266	640	1073	174	0	0	174	1025	2980	408	0	0	0	0	198	0	0	0	0	0	0	0	0
Fech	524.692308	172	371	1489	2116	2214	2098	2217	142	0	0	1267	2278	439	347	372	2703	216	0	0	163	259	208	247	247	369	325	528	0	346	638	1284	1296	795	694	564	0	0	0	1439	0	0	444	279	150	384	563	0	0	0	0	178	2921	631	0	0	0	0	171	0	384	157	0	0	0	0	0
Kpna1	517.723077	384	230	620	1182	1023	1049	1187	949	248	567	680	630	0	118	320	997	0	0	0	0	167	176	254	0	147	181	852	452	718	630	996	886	1081	637	788	742	773	310	1012	570	804	359	659	460	842	477	485	141	626	527	1051	814	0	548	363	166	414	191	186	1044	1010	648	0	0	281	0
Olfr65	517.707692	1803	269	1278	1937	2270	2843	3024	0	0	0	1645	2261	224	222	250	2639	77	0	0	187	0	0	0	0	0	0	224	0	0	229	361	332	0	152	159	0	0	0	551	0	0	292	0	0	0	445	0	752	1253	0	74	2761	456	0	0	0	606	285	0	2240	884	666	0	0	0	0
Olfr631	517.707692	1803	269	1278	1937	2270	2843	3024	0	0	0	1645	2261	224	222	250	2639	77	0	0	187	0	0	0	0	0	0	224	0	0	229	361	332	0	152	159	0	0	0	551	0	0	292	0	0	0	445	0	752	1253	0	74	2761	456	0	0	0	606	285	0	2240	884	666	0	0	0	0
Runx1	512.553846	1990	0	134	520	671	438	1537	535	0	0	997	1904	148	244	202	2232	0	0	0	199	242	131	159	0	133	201	501	0	443	873	1641	1448	831	611	667	92	0	0	1465	0	0	571	217	175	716	745	991	106	677	991	1999	2621	311	0	0	0	147	255	0	1060	390	155	0	0	0	0
Gp9	511.476923	1521	460	820	1355	1893	2128	2529	413	0	0	1203	1952	138	185	195	2407	0	0	0	236	0	0	0	0	211	0	722	0	325	950	1201	1298	601	616	738	0	0	0	1663	0	0	426	137	214	431	809	433	0	302	432	435	2906	321	0	0	0	0	211	0	291	138	0	0	0	0	0
Nfe2l2	509.092308	199	502	491	897	1638	2835	2782	148	0	0	167	1052	0	0	129	1230	0	0	0	175	0	0	0	0	230	145	534	0	407	801	1562	1538	979	821	683	90	0	0	1437	0	0	501	194	173	575	1137	0	85	182	0	538	2274	233	0	0	131	119	198	0	2210	1495	338	844	0	392	0
6030468B19Rik	505.200000	227	276	1216	1832	2191	2875	3124	0	0	0	275	1027	0	0	117	1153	0	0	0	102	0	92	0	0	173	164	446	0	619	1114	1689	1743	953	995	993	103	0	0	2208	0	0	571	291	150	913	289	1160	0	0	1159	528	1541	163	0	0	0	0	132	0	234	0	0	0	0	0	0
Reln	502.892308	0	283	1313	2026	2285	2643	2911	0	0	0	1039	2146	0	94	63	2425	0	0	0	123	0	0	0	0	0	0	136	0	0	301	360	575	184	283	220	0	0	0	852	0	0	134	0	0	165	541	0	0	0	0	0	2903	928	0	0	173	200	143	0	2773	2069	1442	408	0	547	0
E2f2	501.984615	1707	625	427	1087	1769	1936	2717	162	0	0	249	959	0	0	0	1041	0	0	0	101	0	0	0	0	154	0	732	0	612	1043	1923	1587	1116	1002	829	0	0	0	1954	0	0	390	229	92	625	661	1383	284	481	1383	599	2597	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t3	494.076923	2288	0	0	136	348	1989	885	573	0	0	419	1348	0	160	118	1402	0	0	0	177	0	0	0	0	0	0	281	0	0	158	406	392	253	189	267	0	0	0	332	0	0	0	0	0	0	908	1928	2033	1607	1927	1797	1926	660	328	171	94	1061	509	0	2193	1589	777	405	0	81	0
Gm29733	494.046154	135	0	698	1149	1768	2408	2388	713	0	0	177	491	0	0	0	565	0	0	0	0	0	0	0	155	227	257	821	0	518	966	1689	1688	919	843	756	107	0	0	1978	0	0	616	229	138	539	253	0	385	1344	0	140	2169	371	0	0	0	407	131	0	1810	946	672	368	0	179	0
Znfx1	492.507692	0	718	1435	1966	2023	2241	2654	0	0	0	1546	2656	0	211	202	3011	0	0	0	243	0	191	139	0	175	0	1125	0	188	410	1002	762	637	485	415	0	0	0	1183	0	0	258	0	0	245	1465	0	160	0	0	381	3028	738	0	0	0	0	120	0	0	0	0	0	0	0	0
Apeh	489.892308	0	1059	1215	1837	2207	2985	3166	0	0	0	191	815	0	0	0	919	0	0	0	111	0	0	0	0	227	243	1053	0	628	1125	1707	1975	970	1034	813	0	0	0	2009	0	0	548	453	163	449	979	0	0	0	0	0	2433	529	0	0	0	0	0	0	0	0	0	0	0	0	0
Otub2	489.830769	1300	318	616	1438	1957	2270	2573	0	0	0	1276	2385	182	355	339	2667	0	0	0	0	178	143	191	0	232	132	134	0	165	375	670	677	398	567	264	0	0	0	877	0	0	255	0	0	133	724	0	0	234	0	613	2979	604	0	0	0	0	0	0	1661	1188	287	222	0	260	0
Cxxc5	486.553846	2194	513	0	0	276	2685	2572	534	0	0	0	1713	0	243	237	1684	0	0	0	199	0	0	0	0	0	0	0	0	0	0	412	434	293	0	0	0	0	0	543	0	0	0	0	0	176	1277	2178	822	1437	2182	1908	2024	325	198	0	0	258	327	0	1878	919	312	731	0	142	0
Rbp2	486.415385	0	0	0	0	0	639	543	554	0	0	551	873	758	732	721	1166	435	267	250	87	731	417	622	436	836	457	232	0	419	654	1053	1228	665	657	542	0	0	0	1216	0	0	463	148	0	424	361	2316	563	1495	2316	0	2014	269	0	0	0	394	171	0	1604	724	614	0	0	0	0
Cyren	484.538462	2300	337	196	559	1006	1002	2094	609	0	0	0	437	303	355	337	512	261	0	0	101	340	269	234	149	415	212	171	0	277	350	738	729	415	288	319	0	0	0	691	0	0	200	0	0	187	538	442	1237	1981	442	1242	2864	236	137	0	0	413	268	0	2293	1237	1116	447	0	209	0
Mettl6	482.523077	997	179	640	1454	1832	2318	2489	148	0	0	893	1601	133	213	166	1980	0	0	0	201	193	163	130	0	177	155	381	0	392	609	1208	1282	738	495	428	0	0	0	1387	0	0	512	229	200	452	1094	172	0	133	172	1801	3164	453	0	0	0	0	0	0	0	0	0	0	0	0	0
Eaf1	482.523077	997	179	640	1454	1832	2318	2489	148	0	0	893	1601	133	213	166	1980	0	0	0	201	193	163	130	0	177	155	381	0	392	609	1208	1282	738	495	428	0	0	0	1387	0	0	512	229	200	452	1094	172	0	133	172	1801	3164	453	0	0	0	0	0	0	0	0	0	0	0	0	0
Rac2	481.492308	646	608	396	775	1304	2939	3083	75	0	0	294	1091	0	116	137	1191	0	0	0	153	0	107	0	0	165	191	1020	0	547	732	1582	1597	1210	952	903	0	0	0	1686	0	0	540	249	175	571	930	322	118	0	322	1219	2735	412	0	0	0	0	0	0	204	0	0	0	0	0	0
Nprl3	479.861538	1288	430	566	1405	1767	1644	1839	554	0	0	908	1528	0	153	126	1724	0	0	0	125	0	0	0	0	0	0	537	0	352	443	1104	1502	482	555	439	0	0	0	1321	0	0	297	171	172	350	443	502	0	2064	502	297	2488	521	0	0	0	0	0	0	1224	865	273	230	0	0	0
Cmas	478.492308	626	188	720	1294	1709	1984	2276	588	0	0	161	430	0	0	160	517	0	0	0	0	0	133	0	0	137	99	292	0	856	1051	2066	1888	938	772	664	63	0	0	2049	0	0	523	229	264	589	783	161	325	1197	161	0	2469	494	0	0	0	243	0	0	1154	531	318	0	0	0	0
Ap5s1	478.338462	253	258	1057	1861	1975	2578	2903	0	0	0	1865	2698	190	343	313	2971	0	0	0	195	0	178	163	0	119	0	163	0	280	501	780	911	511	463	388	0	0	0	1073	0	0	258	0	0	215	988	0	0	141	0	103	2660	908	0	0	0	132	198	0	499	0	0	0	0	0	0
Ttyh3	477.584615	2925	440	277	832	1495	2347	2362	431	0	0	130	1559	97	0	144	1644	0	0	0	254	0	0	0	0	0	161	288	0	329	666	1259	1416	929	770	615	0	0	0	1516	0	0	302	159	0	426	940	0	694	669	0	1287	2862	605	0	0	0	213	0	0	0	0	0	0	0	0	0
Slc3a2	472.400000	0	282	1358	2076	2216	2594	2576	0	0	0	1290	2081	0	103	0	2571	0	0	0	211	0	0	0	0	0	0	335	0	479	662	1280	1296	778	547	554	0	0	0	1499	0	0	327	217	175	460	431	0	0	230	0	594	2961	327	0	0	0	0	0	0	196	0	0	0	0	0	0
1810058I24Rik	471.892308	735	805	774	1560	2058	2630	2924	64	0	0	202	479	0	0	0	635	0	0	0	0	0	0	0	0	245	0	980	0	552	903	1733	1575	1076	853	772	0	0	0	1895	0	0	479	276	126	573	457	466	0	149	466	157	2478	333	0	0	0	0	0	0	785	241	0	237	0	0	0
A630095N17Rik	470.215385	1015	758	725	1121	1704	2633	3168	477	0	0	0	591	0	0	0	618	0	0	0	73	0	0	0	0	188	202	696	0	588	1027	1949	1989	1073	927	898	103	0	0	2026	0	0	564	402	266	704	772	155	0	0	153	436	2303	260	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc43a3	464.646154	0	301	856	1553	1836	2260	2211	0	0	0	688	1124	0	0	120	1497	0	0	0	131	0	0	0	134	133	161	708	0	609	1056	1602	1430	655	791	619	0	0	0	1761	0	0	569	344	262	636	834	0	184	316	0	200	2402	555	0	0	0	122	182	0	832	370	0	158	0	0	0
Tnk1	463.876923	0	412	1140	1963	2174	2729	3020	0	0	0	866	1732	0	262	207	2116	0	0	0	140	0	0	0	0	157	176	368	0	427	735	1607	1275	541	615	327	0	0	0	1911	0	0	527	194	81	361	581	0	0	0	0	0	3004	504	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59a	463.461538	2475	365	582	1131	1690	2876	2864	267	0	0	921	1915	0	266	133	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	133	0	0	0	0	0	0	178	0	0	0	0	0	0	1143	0	688	713	0	1550	2160	229	0	0	0	583	171	0	2092	1398	767	0	0	366	0
Tmod3	462.769231	500	0	0	299	621	1821	2265	481	0	0	323	600	675	812	886	840	620	313	276	112	871	559	679	575	814	415	538	0	556	904	1637	1594	731	979	967	0	0	0	1790	0	0	405	249	254	439	668	0	0	0	0	630	2122	260	0	0	0	0	0	0	0	0	0	0	0	0	0
Ypel4	461.830769	0	1117	2181	2253	2055	2997	3091	0	0	0	214	467	0	0	0	644	0	0	0	111	0	0	0	0	0	0	1230	0	396	800	1332	1300	666	760	534	0	0	0	1601	0	0	388	170	138	399	1270	0	0	0	0	0	2516	321	0	0	0	0	0	0	530	314	0	224	0	0	0
Rogdi	461.584615	0	141	156	538	880	2286	1648	135	0	0	720	793	0	0	99	1193	0	0	0	140	0	162	175	0	245	288	904	0	1006	1405	2129	2107	1358	1274	945	103	0	0	2351	0	0	1098	465	241	886	909	0	0	0	0	0	2759	464	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	459.353846	833	519	975	1593	1826	2863	3009	0	0	0	874	2359	0	144	0	2535	0	0	0	181	0	0	0	0	0	0	0	0	0	0	141	123	0	0	0	0	0	0	232	0	0	0	0	0	0	866	0	267	672	0	829	2594	638	0	0	88	262	158	0	2331	1307	531	780	0	328	0
Nrgn	458.892308	2408	0	0	0	0	0	0	575	0	0	1070	1765	0	164	139	2240	0	0	0	168	0	0	0	0	0	0	249	0	345	725	1264	1200	656	500	437	0	0	0	1476	0	0	350	0	0	364	325	2591	0	2079	2569	457	2916	278	0	0	0	212	225	0	1014	441	434	192	0	0	0
Fam104a	458.815385	644	502	1119	1548	2244	2111	2745	104	0	0	929	1921	0	0	153	2355	0	0	0	164	0	0	0	0	0	0	399	0	210	608	884	1277	520	492	301	0	0	0	1072	0	0	176	0	0	210	274	0	123	530	0	1458	2797	318	0	0	0	0	0	0	921	308	243	163	0	0	0
D11Wsu47e	458.815385	644	502	1119	1548	2244	2111	2745	104	0	0	929	1921	0	0	153	2355	0	0	0	164	0	0	0	0	0	0	399	0	210	608	884	1277	520	492	301	0	0	0	1072	0	0	176	0	0	210	274	0	123	530	0	1458	2797	318	0	0	0	0	0	0	921	308	243	163	0	0	0
Ctse	458.123077	1288	258	343	1047	1596	279	1988	0	0	0	1049	2209	533	781	623	2547	342	258	173	172	679	420	425	399	680	391	124	0	0	306	461	496	0	203	127	0	0	0	621	0	0	145	0	0	0	703	0	247	905	0	586	2625	509	0	0	0	175	0	0	1585	858	392	230	0	0	0
Fam214b	457.923077	390	338	236	960	1401	1732	2263	0	0	0	549	1786	128	145	206	1924	0	0	0	0	0	156	151	0	169	144	224	0	429	724	1461	1530	691	789	558	0	0	0	1646	0	0	337	266	0	675	434	0	0	901	0	302	2666	418	0	0	0	323	0	0	1309	848	256	300	0	0	0
Serinc3	457.892308	2265	868	1311	2063	2404	3136	3260	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	3484	0	267	3467	1994	2737	925	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef12	457.692308	340	312	961	1701	2300	2727	3153	0	0	0	1064	1620	0	138	209	2202	0	0	0	173	0	0	0	0	0	0	316	0	238	357	1185	1272	514	577	462	0	0	0	1297	0	0	316	170	0	352	639	0	187	659	0	134	2785	385	0	0	0	0	0	0	639	208	158	0	0	0	0
Slc16a13	456.938462	536	188	645	1426	1840	2630	2645	98	0	0	436	1004	681	678	636	1319	410	259	282	181	653	467	440	518	815	475	300	0	372	599	918	966	543	441	306	0	0	0	1207	0	0	294	0	126	379	278	0	606	585	0	0	921	160	0	0	0	0	0	0	821	411	206	0	0	0	0
St7	454.569231	1422	299	848	1087	1970	1772	2729	449	0	0	790	1948	0	0	221	2244	0	0	0	193	0	115	0	116	110	150	323	0	316	791	1299	1474	949	677	398	0	0	0	1621	0	0	375	182	126	176	623	0	0	130	0	79	3230	315	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcph1	452.507692	1035	662	493	1212	1846	2127	2855	554	0	0	138	673	0	0	0	732	0	0	0	97	0	0	0	0	0	0	428	0	401	510	1229	1152	713	657	405	0	0	0	1320	0	0	401	137	0	382	795	164	738	927	164	1064	3039	223	0	0	0	260	158	0	1241	481	0	0	0	0	0
Fam117a	452.415385	0	511	1197	1887	2300	2512	2691	0	0	0	690	1635	0	0	178	1848	0	0	0	165	0	0	170	0	117	0	455	0	320	653	1397	1145	745	552	625	0	0	0	1670	0	0	480	205	0	427	869	241	0	0	241	0	2869	612	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb42	451.692308	514	694	1276	1709	2000	2621	2646	0	0	0	696	1333	0	188	125	1655	0	0	0	195	0	0	0	0	0	0	356	0	171	377	671	721	281	388	353	0	0	0	1057	0	0	412	145	114	303	438	0	457	872	0	0	2691	419	0	0	0	182	0	0	1600	664	669	218	0	149	0
Parp16	451.215385	482	335	1421	1958	2283	2256	2503	198	0	0	1005	1705	0	0	123	2247	0	0	0	138	0	0	0	0	0	0	583	0	232	524	759	1044	359	316	304	0	0	0	1210	0	0	154	0	0	199	672	378	0	267	376	455	3062	497	0	0	0	0	0	0	869	263	152	0	0	0	0
Cpox	449.015385	0	782	1153	1818	2238	3041	3257	0	0	0	945	2433	127	165	291	2722	0	0	0	122	96	145	134	134	181	142	780	0	160	498	1126	714	518	567	406	0	0	0	904	0	0	131	0	0	222	1355	0	0	0	0	212	1409	0	0	0	0	0	0	0	258	0	0	0	0	0	0
Ndst2	447.400000	456	294	252	998	1229	1542	1428	0	0	0	1235	2111	812	950	1140	2525	718	415	336	132	1010	652	799	638	1139	652	205	0	176	160	633	806	247	291	141	0	0	0	764	0	0	0	0	0	0	624	0	0	246	0	250	2769	306	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat4b	446.553846	595	786	583	1438	1881	2829	3105	116	0	0	266	1884	0	0	0	1996	0	0	0	160	0	0	0	0	0	0	453	0	0	325	750	632	433	279	180	0	0	0	859	0	0	0	0	0	154	1154	281	164	284	281	505	2903	448	0	0	0	0	0	0	1312	778	528	495	0	189	0
Zfp760	442.461538	531	125	323	958	1608	2892	3372	0	0	0	260	1516	0	157	127	1612	0	0	0	196	0	0	85	0	0	117	116	0	213	544	1070	1020	735	435	470	0	0	0	1079	0	0	272	205	0	344	307	399	0	980	405	231	2408	372	0	0	0	0	141	0	1553	814	0	435	0	333	0
Pnpo	440.846154	1299	279	386	1115	1646	2134	2601	0	0	0	1172	2552	146	210	274	2765	0	0	0	113	0	0	0	0	112	144	259	0	289	361	760	985	342	434	385	0	0	0	991	0	0	249	95	0	273	558	0	0	259	0	265	2483	373	0	0	0	143	225	0	1095	403	164	316	0	0	0
Slc4a1	439.461538	0	961	1184	1995	1862	2502	2301	0	0	0	354	1486	0	0	157	1601	0	0	0	0	0	0	0	0	0	0	539	0	543	771	1549	1469	1081	777	941	0	0	0	2067	0	0	454	329	311	681	928	0	0	0	0	0	1047	201	0	0	0	0	0	0	283	0	0	191	0	0	0
Abcg2	438.138462	0	215	793	1856	1944	1984	2135	169	0	0	872	1629	0	226	168	1985	0	0	0	177	170	0	101	170	255	267	438	0	445	795	1168	1254	680	796	871	94	0	0	1620	0	0	655	287	103	327	843	0	0	0	0	0	2377	503	0	0	0	0	107	0	0	0	0	0	0	0	0
Mfsd2b	436.661538	760	0	694	1285	1702	2139	1965	599	0	0	730	1535	0	219	182	1827	0	0	0	194	119	122	0	0	161	217	563	0	380	628	1072	1069	674	639	641	0	0	0	1302	0	0	374	208	188	434	1056	0	0	524	0	139	2838	504	0	0	0	98	192	0	410	0	0	0	0	0	0
Tspan32	433.646154	470	339	1047	1481	1913	2211	2433	405	0	0	311	657	0	0	0	941	0	0	0	92	0	0	0	0	0	0	395	0	430	743	1234	1252	594	766	731	0	0	0	1214	0	0	282	285	153	503	348	434	423	299	436	393	2424	320	0	0	0	271	107	0	930	379	255	160	0	126	0
Capn15	431.430769	0	1130	1467	2008	2094	2769	3196	0	0	0	998	1439	0	0	0	1926	0	0	0	140	0	0	0	0	110	0	675	0	342	376	791	875	439	466	426	0	0	0	1105	0	0	232	0	0	199	1136	0	0	0	0	0	3025	679	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrm1	430.830769	0	534	948	1718	2008	2621	2847	0	0	0	496	575	0	0	0	927	0	0	0	113	139	0	131	0	254	118	672	0	524	818	1273	1409	849	611	503	0	0	0	1427	0	0	507	254	178	526	967	0	0	146	0	193	2608	582	0	0	0	0	0	0	528	0	0	0	0	0	0
Ccne1	430.584615	0	263	321	1291	1594	2279	2099	0	0	0	0	0	0	0	0	0	0	0	0	228	179	156	223	182	247	184	592	0	718	1357	1955	2194	1335	1172	1094	148	0	0	2366	0	0	830	549	444	820	967	0	0	0	0	0	1972	229	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifrd2	426.830769	309	378	466	1164	1437	2402	2362	0	0	0	380	1480	0	160	136	1523	0	0	0	174	0	0	0	0	122	154	334	0	508	679	1053	1535	711	676	650	0	0	0	1323	0	0	337	302	150	712	659	0	0	286	0	120	2239	351	0	0	90	0	0	0	1295	847	240	0	0	0	0
St3gal5	426.076923	191	420	1107	1536	1947	2249	2651	0	0	0	978	2077	277	352	252	2403	157	0	0	94	225	0	192	0	322	179	0	0	250	507	698	962	396	282	334	0	0	0	1082	0	0	293	0	0	112	411	0	0	0	0	0	2692	364	0	0	0	0	0	0	756	403	176	237	0	131	0
Slc6a9	425.261538	553	829	864	1537	1964	2888	2990	0	0	0	375	1341	0	173	0	1540	0	0	0	102	0	0	0	0	139	0	351	0	268	600	1275	1219	903	469	384	0	0	0	1077	0	0	239	0	0	385	846	0	136	0	0	537	2265	214	0	0	0	0	0	0	811	157	0	211	0	0	0
Rhd	422.092308	0	447	1033	1795	1953	2409	2492	0	0	0	474	1785	107	181	179	1937	0	0	0	168	0	116	0	0	125	147	482	0	205	566	998	1080	726	492	391	0	0	0	1119	0	0	277	194	145	363	614	0	0	0	0	0	2270	469	0	0	0	0	0	0	992	542	0	163	0	0	0
Rmdn3	420.630769	0	290	976	1724	2039	2446	2805	0	0	0	750	1143	0	175	308	1571	0	0	0	185	149	156	139	153	205	200	549	0	301	664	1018	1202	643	516	458	0	0	0	1266	0	0	243	0	0	234	754	0	0	0	0	637	2979	305	0	0	0	0	158	0	0	0	0	0	0	0	0
Ppp1r15b	417.861538	389	0	230	846	1141	1330	1268	122	0	0	0	0	0	0	0	170	0	0	0	99	0	178	0	190	298	293	547	0	894	1245	2041	2130	1109	1120	851	0	0	0	2350	0	0	1011	429	372	928	433	0	528	1563	0	91	2572	217	0	0	0	0	0	0	0	0	176	0	0	0	0
Cdk5rap3	417.215385	0	778	1181	1974	2230	3005	3247	142	0	0	422	1039	0	0	0	1295	0	0	0	0	0	0	0	0	0	115	428	0	373	816	1486	1322	815	679	582	0	0	0	1721	0	0	406	194	92	470	618	0	0	0	0	0	1456	233	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipa1	416.830769	0	147	704	1369	1969	1998	2789	0	0	0	944	1523	118	157	115	1954	0	0	0	210	105	148	106	0	232	172	319	0	374	571	1163	1317	715	507	569	0	0	0	1517	0	0	400	279	123	483	499	0	0	0	0	162	2785	551	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycr2	416.553846	0	270	600	1273	1966	2350	2589	0	0	0	443	1202	0	0	120	1413	0	0	0	216	119	169	133	0	0	175	412	0	296	657	1363	1398	762	518	511	80	0	0	1355	0	0	510	191	0	540	568	0	0	0	0	0	2624	309	0	0	0	0	0	0	1209	621	0	114	0	0	0
Tmx1	416.523077	175	185	799	1712	2249	2671	2533	395	0	0	308	336	0	0	0	613	0	0	0	188	0	78	0	0	221	235	328	0	414	884	1449	1288	521	475	527	0	0	0	1513	0	0	406	205	114	222	514	0	0	393	0	368	2736	415	0	0	0	0	316	0	691	263	334	0	0	0	0
Olfr66	416.430769	0	0	1527	2277	2377	3040	2376	0	0	0	1632	2384	108	196	172	3079	0	0	0	199	0	0	0	0	0	0	0	0	0	0	163	213	0	0	0	0	0	0	254	0	0	0	0	0	0	165	0	0	0	0	0	2478	549	0	0	0	0	0	0	2272	984	231	249	0	143	0
Wnk4	415.876923	0	238	893	1215	1865	2771	2828	0	0	0	344	1515	0	108	0	1699	0	0	0	0	0	0	0	0	0	0	658	0	0	227	652	564	287	293	302	0	0	0	739	0	0	0	0	0	316	839	0	0	142	0	284	2409	143	0	0	74	246	254	0	2205	1253	845	553	0	271	0
Cyth3	413.107692	0	242	837	1214	1992	2124	2157	0	0	0	681	1527	0	159	123	1897	0	0	0	101	136	166	0	0	154	192	508	0	282	582	1283	1331	701	662	589	0	0	229	1601	0	0	309	194	138	388	1152	0	0	0	0	192	2770	239	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy7	412.753846	1442	0	227	425	715	227	1405	122	0	0	1038	2003	0	171	263	2228	138	0	0	257	145	0	157	0	203	179	362	0	553	549	1177	1427	447	638	330	0	0	0	1367	0	0	497	148	0	269	952	1190	0	0	1194	811	2800	773	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap23	409.000000	0	233	383	861	1474	2432	2058	0	0	0	562	1574	128	130	169	1756	0	0	0	176	0	0	139	153	194	127	476	0	459	738	1153	1413	713	700	793	0	0	0	1602	0	0	482	182	188	539	650	0	0	0	0	0	2551	707	0	0	0	0	158	0	532	0	0	0	0	0	0
Glrx5	406.523077	0	648	947	1435	1779	2248	2357	100	0	0	419	1139	0	0	0	1362	0	0	0	0	0	0	0	0	0	151	882	0	339	627	1227	1565	714	706	736	0	0	0	1492	0	0	416	221	118	553	782	0	0	0	0	361	1542	0	0	0	0	0	176	0	606	288	0	306	0	182	0
Ccnd3	406.415385	1195	189	501	946	1401	1752	1693	707	0	0	266	475	0	0	0	676	0	0	0	152	0	0	0	0	0	134	539	0	341	426	739	905	598	361	392	0	0	0	1411	0	0	198	205	0	438	636	1461	449	941	1450	1264	2179	390	0	0	0	0	0	0	653	354	0	0	0	0	0
Tmod1	405.492308	0	675	1493	2176	2252	2753	2945	0	0	0	489	984	0	0	0	1356	0	0	0	177	0	0	0	0	125	0	541	0	185	336	892	829	214	417	172	0	0	0	1022	0	0	363	159	130	191	773	0	0	0	0	0	2954	619	0	0	0	0	145	0	510	320	0	160	0	0	0
Hscb	403.938462	1772	322	951	1515	2002	2359	2962	220	0	0	379	1482	0	106	0	1641	0	0	0	72	0	0	0	0	0	0	0	0	0	0	375	359	0	141	0	0	0	0	317	0	0	0	0	0	0	590	146	334	656	146	1373	2886	581	0	0	0	163	0	0	1384	601	284	0	0	137	0
Chek2	403.938462	1772	322	951	1515	2002	2359	2962	220	0	0	379	1482	0	106	0	1641	0	0	0	72	0	0	0	0	0	0	0	0	0	0	375	359	0	141	0	0	0	0	317	0	0	0	0	0	0	590	146	334	656	146	1373	2886	581	0	0	0	163	0	0	1384	601	284	0	0	137	0
Kel	403.892308	0	480	1039	1792	2073	2329	2833	0	0	0	1004	2357	0	183	292	2428	0	0	0	0	0	0	0	0	219	0	496	0	206	480	771	584	461	232	310	0	0	0	1166	0	0	238	0	0	210	945	0	0	0	0	0	2665	460	0	0	0	0	0	0	0	0	0	0	0	0	0
