Target_genes	Klf5|Average	SRX520198|3T3-L1	SRX10299739|embryonic_skin	SRX10157942|Esophageal_organoids	SRX10157943|Esophageal_organoids	SRX10157944|Esophageal_organoids	SRX10157945|Esophageal_organoids	SRX10157946|Esophageal_organoids	SRX10157947|Esophageal_organoids	SRX10157948|Esophageal_organoids	SRX10157949|Esophageal_organoids	SRX10157960|Esophageal_organoids	SRX10157961|Esophageal_organoids	SRX334975|ES_cells	SRX3585307|ES_cells	SRX468970|ES_cells	SRX6437851|Pancreatic_adenocarcinoma	SRX6437852|Pancreatic_adenocarcinoma	SRX8026860|Pancreatic_adenocarcinoma	SRX8026861|Pancreatic_adenocarcinoma	SRX8026862|Pancreatic_adenocarcinoma	SRX8026863|Pancreatic_adenocarcinoma	SRX1149716|Pancreatic_cancer_cell_lines	SRX3585311|Trophoblast_stem_cells	SRX18304307|Unclassified	STRING
Bysl	297.166667	1195	0	0	0	0	0	0	0	191	0	0	0	1263	0	1079	219	97	492	558	546	920	422	0	150	0
Thumpd1	297.125000	1305	0	0	0	0	0	0	0	132	0	0	0	2188	0	1836	0	67	321	407	259	408	119	0	89	0
Sptan1	297.000000	138	0	195	0	0	0	0	74	553	267	0	0	790	0	763	295	291	789	474	743	783	485	0	488	0
Ifrd2	296.291667	0	0	0	0	0	0	0	0	244	117	0	0	956	0	773	260	291	703	1142	817	1042	510	0	256	0
Morf4l1	295.166667	1364	0	0	0	0	0	0	0	103	83	0	0	1857	0	1965	207	109	301	327	277	196	152	0	143	0
Abcf2	295.125000	2128	0	0	0	0	0	0	0	80	0	0	0	1392	0	1185	0	65	559	518	369	531	0	0	256	0
Mapkapk5	295.083333	1786	0	0	0	0	0	0	0	136	0	0	0	1702	0	1524	0	166	438	332	350	458	190	0	0	0
Birc5	294.916667	0	0	0	0	0	0	0	0	415	230	0	0	422	0	400	369	322	994	712	1043	1052	726	0	393	0
Thpo	294.875000	477	0	0	0	0	0	0	0	392	258	0	0	0	0	136	480	412	742	1061	923	1153	911	0	132	0
Celsr1	294.791667	0	0	101	0	0	0	0	0	296	169	0	0	200	0	93	626	210	991	1426	929	1613	225	0	196	0
Ablim1	294.208333	155	0	0	0	0	0	0	0	370	111	0	0	296	0	113	585	320	1261	805	1049	1023	725	0	248	0
Tmem167b	293.291667	223	0	0	0	0	0	0	0	432	145	0	0	423	0	340	310	395	914	866	1092	1097	591	0	211	0
Tmem140	293.291667	355	0	0	0	0	0	0	0	431	264	0	0	0	0	0	623	518	1090	1169	756	996	597	0	240	0
Thoc1	292.791667	1121	0	0	0	0	0	0	0	0	0	0	0	1321	0	1378	211	280	587	786	513	531	180	0	119	0
Actr2	292.041667	0	0	128	0	0	0	0	0	487	384	0	0	377	0	315	354	301	911	997	876	1119	387	0	373	0
Leng8	291.875000	0	0	0	0	0	0	0	0	196	149	0	0	498	0	653	743	497	775	833	685	933	679	0	364	0
Pls1	291.333333	0	0	0	0	0	0	0	0	235	110	0	0	236	0	0	586	753	665	1041	1049	1209	936	0	172	0
A530016L24Rik	290.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	2225	1269	1401	1377	186	0	0	0
Ahnak2	290.125000	151	0	0	0	0	0	0	0	580	359	0	0	449	0	313	558	703	649	604	617	845	917	0	218	0
Anapc11	290.083333	0	0	124	0	0	0	0	0	357	257	0	0	435	0	412	386	363	665	766	947	1020	964	0	266	0
Alyref	290.083333	0	0	124	0	0	0	0	0	357	257	0	0	435	0	412	386	363	665	766	947	1020	964	0	266	0
Clpb	289.958333	252	0	0	0	0	0	0	0	225	0	0	0	1032	0	647	487	275	670	794	737	980	408	0	452	0
Rbm22	289.583333	764	0	0	0	0	0	0	0	155	0	0	0	1383	0	1378	192	221	527	640	412	684	320	0	274	0
Bloc1s5	289.541667	1271	0	0	0	0	0	0	0	0	0	0	0	1760	0	1402	207	334	442	410	364	402	176	0	181	0
Lmnb1	289.333333	0	0	110	0	0	0	0	0	726	359	0	0	397	0	218	345	456	587	847	753	1158	753	0	235	0
Aktip	289.166667	0	0	126	0	0	0	0	0	330	203	0	0	326	0	320	334	502	769	1074	720	1084	718	0	434	0
Zc2hc1a	288.833333	0	0	0	0	0	0	0	0	583	185	0	0	572	0	440	400	487	769	759	570	852	886	0	429	0
Vps51	287.916667	526	0	0	0	0	0	0	0	216	111	0	0	823	0	548	330	387	659	787	630	817	705	0	371	0
Nfix	286.208333	0	0	0	0	0	0	0	0	138	0	0	0	145	0	0	525	431	1297	1393	1082	1199	465	0	194	0
Ikzf5	286.208333	165	0	181	0	0	0	0	0	490	274	0	0	572	0	382	358	188	782	744	738	920	609	0	466	0
Acadsb	286.208333	165	0	181	0	0	0	0	0	490	274	0	0	572	0	382	358	188	782	744	738	920	609	0	466	0
Kdm3a	286.000000	122	0	106	0	0	0	0	0	307	125	0	0	549	0	206	601	423	900	795	915	1046	264	0	505	0
Ech1	285.916667	132	0	0	0	0	0	0	0	392	142	0	0	248	0	230	484	397	583	1038	888	1036	1111	0	181	0
Zfand2a	284.958333	1188	0	0	0	0	0	0	0	173	0	0	0	1279	0	841	259	211	683	413	582	617	286	0	307	0
Aacs	284.458333	158	0	0	0	0	0	0	0	311	166	0	0	340	0	374	410	341	956	948	856	1131	522	0	314	0
Prkci	284.375000	0	0	171	0	0	0	240	0	595	249	348	201	135	0	0	293	213	1110	898	800	1093	195	0	284	0
Tspan8	284.041667	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	502	1058	1207	1009	1291	686	0	223	0
Zc3h6	283.625000	91	0	0	0	0	0	0	0	343	146	0	0	199	0	249	401	403	948	1044	1253	1255	322	0	153	0
Tspan4	282.291667	0	0	0	0	0	0	0	0	139	84	0	0	0	0	0	563	301	1109	1482	1150	1529	209	0	209	0
Polr2l	282.291667	0	0	0	0	0	0	0	0	139	84	0	0	0	0	0	563	301	1109	1482	1150	1529	209	0	209	0
Mecr	281.958333	1224	0	0	0	0	0	0	0	125	0	0	0	1808	0	1691	114	146	389	411	367	327	0	0	165	0
Mtmr14	281.833333	0	0	0	0	0	0	0	0	392	215	0	0	164	0	160	395	305	1160	862	975	1074	738	0	324	0
AI661453	281.625000	0	0	382	0	0	0	0	0	1012	489	0	0	492	0	704	326	257	648	531	563	762	393	0	200	0
1700001C19Rik	281.625000	0	0	382	0	0	0	0	0	1012	489	0	0	492	0	704	326	257	648	531	563	762	393	0	200	0
Pcolce	281.000000	207	0	0	0	0	0	0	0	260	187	0	0	304	0	126	335	519	802	968	966	1170	667	0	233	0
Rpl12	280.458333	406	0	0	0	0	0	0	0	165	168	0	0	462	0	267	272	214	931	1165	902	1131	448	0	200	0
Lrsam1	280.458333	406	0	0	0	0	0	0	0	165	168	0	0	462	0	267	272	214	931	1165	902	1131	448	0	200	0
Tubb6	279.708333	0	0	0	0	0	0	0	0	159	155	0	0	720	0	557	488	541	579	771	743	821	1042	0	137	0
Setd5	279.375000	343	0	0	0	0	0	0	0	231	148	0	0	599	0	526	301	328	740	911	748	1031	596	0	203	0
Cables2	278.916667	0	0	0	0	0	0	0	0	240	99	0	0	301	0	438	664	797	548	893	750	1031	604	0	329	0
Ifi27l2b	278.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	379	1261	1513	1184	1639	296	0	0	0
Med27	278.458333	2007	0	0	0	0	0	0	0	0	0	0	0	1919	0	1648	0	0	144	183	275	353	154	0	0	0
Ppp2r5b	277.875000	238	0	0	0	0	0	0	0	196	0	0	0	539	0	432	419	448	700	1083	768	997	571	0	278	0
Sart3	277.083333	457	0	0	0	0	0	0	0	152	0	0	0	1631	0	1270	218	202	552	385	517	576	523	0	167	0
Iscu	277.083333	457	0	0	0	0	0	0	0	152	0	0	0	1631	0	1270	218	202	552	385	517	576	523	0	167	0
Gan	276.208333	380	0	0	0	0	0	0	0	246	133	0	0	894	0	716	324	222	934	776	737	625	409	0	233	0
Gsg1	276.083333	230	0	284	0	0	0	0	0	376	189	0	0	452	0	178	393	416	913	750	628	891	608	0	318	0
Ubc	275.750000	0	0	0	0	0	0	0	0	153	0	0	0	451	0	405	646	616	741	1096	1006	974	362	0	168	0
Pcbp2	275.708333	0	0	0	0	0	0	0	0	259	222	0	0	291	0	212	336	411	1068	1006	989	1140	507	0	176	0
Alox12	275.666667	0	0	0	0	0	0	0	0	456	336	0	0	164	0	0	355	501	701	947	849	1269	839	0	199	0
Chmp1b	275.250000	738	0	0	0	0	0	0	0	223	137	0	0	1409	0	1338	157	197	336	535	425	585	206	0	320	0
Atl2	275.000000	0	0	0	0	0	0	0	0	433	260	0	0	633	0	660	364	194	828	688	847	883	664	0	146	0
Mndal	273.708333	830	0	0	0	0	0	0	0	316	198	0	0	0	0	0	571	628	688	1002	998	1060	160	0	118	0
Aasdh	273.458333	789	0	0	0	0	0	0	0	192	0	0	0	1686	0	1407	137	244	513	473	388	435	146	0	153	0
Gtpbp10	273.291667	1011	0	0	0	0	0	0	0	0	0	0	0	1937	0	1889	0	0	457	336	310	467	0	0	152	0
Guf1	273.250000	1567	0	0	0	0	0	0	0	0	0	0	0	2129	0	1646	102	0	352	274	253	235	0	0	0	0
Gse1	273.041667	0	0	0	0	0	0	0	0	217	0	0	0	341	0	334	502	427	932	1218	1018	1132	279	0	153	0
Calm3	272.875000	0	0	0	0	0	0	0	0	537	178	0	0	210	0	123	359	366	1028	941	1132	1075	392	0	208	0
Pabpc4	272.500000	0	0	0	0	0	0	0	0	395	213	0	0	665	0	494	311	329	799	895	957	924	360	0	198	0
Zfp335	272.375000	126	0	114	0	0	0	0	0	198	147	0	0	235	0	270	535	700	860	973	816	956	377	0	230	0
Ncam1	272.333333	162	0	0	0	0	0	0	0	0	0	0	0	840	0	537	264	151	976	754	1160	1262	430	0	0	0
Wdr61	271.958333	925	0	0	0	0	0	0	0	0	0	0	0	2077	0	2051	0	0	334	293	336	375	136	0	0	0
Nup160	271.750000	0	0	0	0	0	0	0	0	256	140	0	0	533	0	565	652	265	789	907	673	911	460	0	371	0
Serpini1	271.666667	206	0	0	0	0	0	0	0	300	117	0	0	820	0	436	323	323	714	1011	594	982	371	0	323	0
Pdcd10	271.666667	206	0	0	0	0	0	0	0	300	117	0	0	820	0	436	323	323	714	1011	594	982	371	0	323	0
Rhno1	270.750000	0	0	0	0	0	0	0	0	398	141	0	0	112	0	0	460	378	874	1372	690	1129	805	0	139	0
Foxm1	270.750000	0	0	0	0	0	0	0	0	398	141	0	0	112	0	0	460	378	874	1372	690	1129	805	0	139	0
Kdm6b	270.458333	0	0	0	0	0	0	0	0	296	133	0	0	207	0	304	483	469	878	1078	910	984	606	0	143	0
Igll1	270.208333	310	0	242	0	0	0	277	174	1082	589	0	0	596	0	571	438	0	892	506	288	520	0	0	0	0
Gtf2h3	269.958333	1319	0	0	0	0	0	0	0	120	0	0	0	1874	0	1772	0	0	396	428	332	238	0	0	0	0
Eif2b1	269.958333	1319	0	0	0	0	0	0	0	120	0	0	0	1874	0	1772	0	0	396	428	332	238	0	0	0	0
Wdr77	269.666667	443	0	0	0	0	0	0	0	405	181	0	0	377	0	305	135	87	1133	992	815	1195	0	0	404	0
Atp5pb	269.666667	443	0	0	0	0	0	0	0	405	181	0	0	377	0	305	135	87	1133	992	815	1195	0	0	404	0
Asah1	268.666667	0	0	137	0	0	0	0	0	335	232	0	0	522	0	347	476	460	651	952	587	985	394	0	370	0
Brpf1	268.083333	166	0	0	0	0	0	0	0	340	217	0	0	193	0	260	577	584	823	935	789	749	455	0	346	0
Abtb1	267.708333	188	126	83	0	0	0	0	0	505	347	0	0	300	0	401	239	292	658	663	689	862	722	0	350	0
Rnf141	266.625000	187	0	0	0	0	0	0	0	218	0	0	0	1662	0	1373	194	148	361	480	479	737	383	0	177	0
Osbpl3	266.583333	105	0	0	0	0	0	0	112	573	240	0	0	594	0	211	295	347	787	715	694	1005	480	0	240	0
Noc4l	266.458333	976	0	0	0	0	0	0	0	0	0	0	0	2119	0	1516	132	104	364	335	406	443	0	0	0	0
Ddx51	266.458333	976	0	0	0	0	0	0	0	0	0	0	0	2119	0	1516	132	104	364	335	406	443	0	0	0	0
Emp1	266.250000	504	0	97	0	0	0	0	0	576	274	0	0	0	0	0	315	407	644	850	886	915	716	0	206	0
Pdss1	265.708333	261	0	0	0	0	0	0	0	220	140	0	0	549	0	276	472	414	805	843	625	891	579	0	302	0
C2cd5	264.916667	168	0	0	0	0	0	0	0	414	234	0	0	271	0	233	321	246	851	899	931	985	439	0	366	0
Zfp142	264.791667	132	0	0	0	0	0	0	0	219	0	0	0	624	0	505	347	260	947	747	839	889	472	0	374	0
Bcs1l	264.791667	132	0	0	0	0	0	0	0	219	0	0	0	624	0	505	347	260	947	747	839	889	472	0	374	0
Lonp1	264.458333	1161	0	0	0	0	0	0	0	0	0	0	0	1842	0	1859	0	0	350	256	315	326	0	0	238	0
Catsperd	264.458333	1161	0	0	0	0	0	0	0	0	0	0	0	1842	0	1859	0	0	350	256	315	326	0	0	238	0
Rce1	264.250000	284	0	0	0	0	0	0	0	213	206	0	0	1455	0	1350	333	208	363	359	486	491	331	0	263	0
Mrpl12	264.041667	561	0	0	0	0	0	0	0	0	0	0	0	1329	0	1159	289	199	399	738	333	577	603	0	150	0
Stk19	263.958333	1332	0	0	0	0	0	0	0	0	113	0	0	1233	0	907	281	163	416	509	437	597	198	0	149	0
Dxo	263.958333	1332	0	0	0	0	0	0	0	0	113	0	0	1233	0	907	281	163	416	509	437	597	198	0	149	0
Tbpl1	263.791667	0	0	0	0	0	0	0	0	326	176	0	0	314	0	153	555	300	809	997	818	1063	680	0	140	0
Sugp2	263.791667	0	0	0	0	0	0	0	0	329	275	0	0	597	0	556	366	391	558	726	795	841	631	0	266	0
Armc6	263.791667	0	0	0	0	0	0	0	0	329	275	0	0	597	0	556	366	391	558	726	795	841	631	0	266	0
Recql4	263.000000	634	0	0	0	0	0	0	0	161	0	0	0	906	0	956	252	162	604	646	769	626	377	0	219	0
Lrrc14	263.000000	634	0	0	0	0	0	0	0	161	0	0	0	906	0	956	252	162	604	646	769	626	377	0	219	0
Tfip11	262.875000	472	0	0	0	0	0	0	0	0	0	0	0	1007	0	982	505	487	462	496	481	743	584	0	90	0
Rnf39	262.833333	0	0	0	0	0	0	0	0	777	283	0	0	0	0	123	441	539	644	816	744	1054	802	0	85	0
Fancd2	262.625000	2190	0	0	0	0	0	0	0	0	0	0	0	1579	0	1420	0	0	170	292	256	396	0	0	0	0
Emc3	262.625000	2190	0	0	0	0	0	0	0	0	0	0	0	1579	0	1420	0	0	170	292	256	396	0	0	0	0
Unc50	262.125000	676	0	0	0	0	0	0	0	214	132	0	0	1035	0	855	205	345	450	540	527	539	386	0	387	0
Coa5	262.125000	676	0	0	0	0	0	0	0	214	132	0	0	1035	0	855	205	345	450	540	527	539	386	0	387	0
Tjp2	261.875000	0	0	0	0	0	0	0	0	253	164	521	350	206	0	202	388	303	803	766	750	936	505	0	138	0
Atad2	261.708333	0	0	0	0	0	0	0	0	173	133	0	0	237	0	136	342	316	1011	1076	1009	1238	275	0	335	0
Wbp2	261.541667	263	0	0	0	0	0	0	0	186	0	0	0	448	0	337	342	213	817	1053	659	1037	685	0	237	0
Atf4	261.541667	0	0	0	0	0	0	0	0	206	166	0	0	438	0	474	567	543	754	746	786	1072	362	0	163	0
Tmem209	261.375000	193	0	0	0	0	0	0	0	318	0	0	0	403	0	346	271	250	841	870	949	1075	431	0	326	0
Ssmem1	261.375000	193	0	0	0	0	0	0	0	318	0	0	0	403	0	346	271	250	841	870	949	1075	431	0	326	0
Rps19	261.250000	289	0	0	0	0	0	0	0	166	0	0	0	413	0	220	212	314	951	1025	800	996	313	0	571	0
Ubr4	260.291667	1309	0	0	0	0	0	0	0	181	0	0	0	1738	0	1497	95	0	282	286	305	304	155	0	95	0
S100a4	259.708333	246	0	0	0	0	0	91	0	483	318	135	0	0	0	0	303	209	766	997	819	1064	647	0	155	0
Rtf2	258.750000	1362	0	0	0	0	0	0	0	261	0	0	0	1232	0	985	94	0	611	391	337	631	111	0	195	0
Rap2b	258.333333	0	0	0	0	0	0	0	0	461	211	0	0	464	0	568	223	258	818	623	760	752	762	0	300	0
Ass1	258.125000	255	127	430	0	0	0	0	0	634	442	0	0	983	0	583	575	469	346	109	204	265	773	0	0	0
Fus	257.791667	0	0	0	0	0	0	0	0	596	292	0	0	145	0	118	407	713	659	948	641	1039	449	0	180	0
Map1lc3b	257.416667	0	0	0	0	0	0	0	0	444	158	0	0	598	0	455	488	599	420	644	471	710	946	0	245	0
Cyfip1	257.291667	0	0	99	0	0	0	150	0	499	344	0	0	273	0	92	281	244	984	705	782	929	449	0	344	0
Hexim2	257.166667	142	0	0	0	0	0	0	0	312	135	0	0	179	0	0	363	238	954	1035	1119	977	440	0	278	0
Rnf166	256.916667	562	0	0	0	0	0	0	0	200	0	0	0	2176	0	1804	0	182	371	121	244	227	112	0	167	0
Ndufb5	256.916667	592	0	0	0	0	0	0	0	122	0	0	0	1139	0	669	454	247	731	741	519	558	289	0	105	0
Mrpl47	256.916667	592	0	0	0	0	0	0	0	122	0	0	0	1139	0	669	454	247	731	741	519	558	289	0	105	0
Ctu2	256.916667	562	0	0	0	0	0	0	0	200	0	0	0	2176	0	1804	0	182	371	121	244	227	112	0	167	0
Ube2h	256.833333	423	0	0	0	0	0	0	0	130	0	0	0	0	0	0	669	395	740	1025	911	1378	357	0	136	0
AW549877	256.750000	303	0	0	0	0	0	0	0	220	101	0	0	201	0	124	332	234	1101	842	1109	1124	184	0	287	0
Septin2	256.625000	126	0	0	0	0	0	0	0	226	106	0	0	1075	0	1114	481	408	447	396	510	524	369	0	377	0
Hdlbp	256.625000	126	0	0	0	0	0	0	0	226	106	0	0	1075	0	1114	481	408	447	396	510	524	369	0	377	0
Elp1	256.625000	418	0	0	0	0	0	0	0	0	0	0	0	2108	0	1673	197	205	290	264	294	376	199	0	135	0
Abitram	256.625000	418	0	0	0	0	0	0	0	0	0	0	0	2108	0	1673	197	205	290	264	294	376	199	0	135	0
Nudt1	256.333333	187	0	135	0	0	0	0	0	243	167	0	0	349	0	260	169	194	710	1090	955	1311	228	0	154	0
Abhd2	256.333333	0	0	223	0	0	0	0	0	354	192	0	0	387	0	218	346	386	644	785	840	915	601	0	261	0
Syt7	256.250000	0	0	0	0	0	0	0	0	0	0	0	0	248	0	163	555	360	865	1070	1041	1255	382	0	211	0
Klf3	255.958333	168	89	121	0	0	0	0	104	615	458	0	0	812	0	825	135	125	386	343	383	354	867	0	358	0
Plxnb2	255.708333	0	0	151	0	0	0	0	0	405	177	0	0	567	0	327	243	163	1044	908	858	843	330	0	121	0
Anapc10	255.583333	1137	0	0	0	0	0	0	0	124	0	0	0	1827	0	1482	124	142	372	248	247	350	0	0	81	0
Abce1	255.583333	1137	0	0	0	0	0	0	0	124	0	0	0	1827	0	1482	124	142	372	248	247	350	0	0	81	0
Tbcd	255.208333	81	0	0	0	0	0	0	0	335	0	0	0	589	0	360	271	286	741	1109	783	781	451	0	338	0
Dlx2	255.041667	511	0	0	0	0	0	0	0	458	172	0	0	0	0	0	535	546	678	764	844	1001	384	0	228	0
Rrm1	254.958333	1671	0	0	0	0	0	0	0	0	0	0	0	1565	0	1594	134	0	274	341	127	193	96	0	124	0
Myl12b	254.625000	0	0	0	0	0	0	0	0	238	118	0	0	294	0	239	427	637	737	881	891	1009	411	0	229	0
Ubxn10	254.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	294	1225	1217	1261	1187	319	0	134	0
Pafah2	253.208333	149	0	178	0	0	0	0	0	303	201	0	0	274	0	255	366	431	616	757	697	964	569	0	317	0
Kifc3	252.916667	305	0	0	0	0	0	0	0	143	0	0	0	197	0	140	644	597	834	1299	548	911	452	0	0	0
Cnot1	251.125000	1364	0	0	0	0	0	0	0	0	0	0	0	1699	0	1491	0	0	304	347	263	363	0	0	196	0
Slc26a8	250.583333	145	0	116	0	0	0	0	0	465	181	0	0	258	0	207	118	0	960	982	1009	1333	240	0	0	0
Mapk14	250.583333	145	0	116	0	0	0	0	0	465	181	0	0	258	0	207	118	0	960	982	1009	1333	240	0	0	0
Gipc2	250.166667	131	0	0	0	0	0	0	0	0	0	0	0	320	0	0	840	838	497	899	657	1125	697	0	0	0
Tpr	250.083333	1469	0	0	0	0	0	0	0	144	87	0	0	1251	0	1130	102	130	200	277	294	410	250	0	258	0
Odr4	250.083333	1469	0	0	0	0	0	0	0	144	87	0	0	1251	0	1130	102	130	200	277	294	410	250	0	258	0
Clptm1l	250.000000	602	0	0	0	0	0	0	0	115	0	0	0	2000	0	2024	0	0	384	236	193	355	0	0	91	0
Tlcd5	249.375000	0	0	0	0	0	0	0	0	0	0	0	0	268	0	220	404	213	992	1022	978	1242	377	0	269	0
Spty2d1	249.375000	737	0	0	0	0	0	0	0	196	130	0	0	309	0	362	278	263	749	734	736	886	261	0	344	0
Proser1	249.250000	1004	0	0	0	0	0	0	0	279	113	0	0	838	0	497	281	267	506	534	488	618	388	0	169	0
Nhlrc3	249.250000	1004	0	0	0	0	0	0	0	279	113	0	0	838	0	497	281	267	506	534	488	618	388	0	169	0
Tbck	249.208333	844	0	0	0	0	0	0	0	0	0	0	0	1354	0	1665	132	149	473	358	368	542	96	0	0	0
Aimp1	249.208333	844	0	0	0	0	0	0	0	0	0	0	0	1354	0	1665	132	149	473	358	368	542	96	0	0	0
Lamc2	249.166667	0	0	178	0	0	0	0	0	978	694	0	0	369	0	334	152	398	352	674	592	722	537	0	0	0
Gle1	249.041667	435	0	0	0	0	0	0	0	170	0	0	0	1358	0	1299	225	183	488	502	469	580	114	0	154	0
Dync1i2	249.000000	143	0	0	0	0	0	0	0	246	121	0	0	495	0	292	407	378	561	775	573	1065	528	0	392	0
Sfxn3	248.875000	214	0	0	0	0	0	0	0	458	261	0	0	0	0	0	518	407	659	888	986	1040	252	0	290	0
Pdzd7	248.875000	214	0	0	0	0	0	0	0	458	261	0	0	0	0	0	518	407	659	888	986	1040	252	0	290	0
Srp19	248.750000	271	0	0	0	0	0	0	0	349	141	0	0	568	0	311	422	258	611	632	775	775	567	0	290	0
Rpl9	248.750000	1152	0	0	0	0	0	0	0	0	0	0	0	1919	0	1611	0	0	381	342	196	369	0	0	0	0
Lias	248.750000	1152	0	0	0	0	0	0	0	0	0	0	0	1919	0	1611	0	0	381	342	196	369	0	0	0	0
Sptlc1	248.541667	598	0	0	0	0	0	0	0	103	0	0	0	1927	0	1838	0	0	140	325	159	244	329	0	302	0
Prpsap1	248.083333	158	0	0	0	0	0	0	0	125	0	0	0	209	0	146	490	622	815	1048	860	911	387	0	183	0
Sspn	247.708333	526	128	400	0	857	336	382	509	362	182	0	0	366	155	304	152	0	0	0	247	335	704	0	0	0
Mrm3	247.541667	952	0	0	0	0	0	0	0	0	0	0	0	1933	0	1574	0	187	411	359	188	337	0	0	0	0
Glod4	247.541667	952	0	0	0	0	0	0	0	0	0	0	0	1933	0	1574	0	187	411	359	188	337	0	0	0	0
Zmynd8	246.833333	164	0	0	0	0	0	0	0	459	187	0	0	279	0	171	283	111	985	1021	717	1167	191	0	189	0
Kif15	246.166667	1070	0	0	0	0	0	0	0	109	0	0	0	1334	0	1045	182	169	414	263	391	589	240	0	102	0
1110059G10Rik	246.166667	1070	0	0	0	0	0	0	0	109	0	0	0	1334	0	1045	182	169	414	263	391	589	240	0	102	0
Cfap20	245.333333	0	54	154	0	0	0	0	0	350	221	0	0	206	0	136	328	204	1095	794	786	959	272	0	329	0
Triap1	245.083333	674	0	0	0	0	0	0	0	182	129	0	0	1488	0	1320	217	114	463	413	302	435	145	0	0	0
Gatc	245.083333	674	0	0	0	0	0	0	0	182	129	0	0	1488	0	1320	217	114	463	413	302	435	145	0	0	0
Hint3	244.375000	918	0	0	0	0	0	0	0	67	0	0	0	1267	0	924	226	224	389	494	327	546	137	0	346	0
Phf23	244.166667	170	0	0	0	0	0	0	0	406	232	0	0	306	0	314	217	156	545	797	668	791	317	0	941	0
Apba1	244.166667	0	0	0	0	0	0	0	0	254	0	0	0	222	0	226	361	235	916	816	987	1159	684	0	0	0
Wipf2	243.625000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	326	222	1128	987	1334	1297	241	0	152	0
Tubb2b	243.041667	195	0	0	0	0	0	0	0	108	0	0	0	385	0	264	220	279	813	1242	735	1237	201	0	154	0
Sertad1	242.833333	0	0	228	0	0	0	68	143	683	346	0	0	187	0	299	205	276	607	544	519	633	747	0	343	0
Wwox	242.708333	0	0	0	0	0	0	0	0	312	0	0	0	594	268	632	336	135	724	775	720	840	212	277	0	0
Mob4	242.458333	195	0	125	0	0	0	0	0	410	308	0	0	475	0	338	141	106	530	692	747	834	918	0	0	0
Wiz	242.291667	0	0	115	0	0	0	0	0	416	191	0	0	927	0	815	147	204	505	426	530	538	802	0	199	0
Hps5	242.125000	349	0	0	0	0	0	0	0	144	78	0	0	1099	0	1020	223	196	482	445	511	599	301	0	364	0
Gtf2h1	242.125000	349	0	0	0	0	0	0	0	144	78	0	0	1099	0	1020	223	196	482	445	511	599	301	0	364	0
Oasl1	242.083333	259	233	0	182	0	0	211	0	0	140	350	423	278	494	349	0	126	175	323	443	365	680	535	244	0
Ppig	242.000000	1196	0	0	0	0	0	0	0	132	0	0	0	1439	0	1290	176	146	235	290	190	454	151	0	109	0
Wdr4	241.666667	522	0	0	0	0	0	0	0	74	119	0	0	1649	0	1267	152	173	304	357	437	319	182	0	245	0
Washc1	241.291667	0	0	0	0	0	0	0	0	386	146	0	0	303	0	519	422	308	832	794	763	1013	305	0	0	0
Atg9b	240.875000	185	0	0	0	0	0	0	0	387	0	0	149	461	0	354	433	315	563	647	455	886	770	0	176	0
Abcb8	240.875000	185	0	0	0	0	0	0	0	387	0	0	149	461	0	354	433	315	563	647	455	886	770	0	176	0
Pelp1	240.625000	249	0	0	0	0	0	0	0	157	0	0	0	1359	0	1239	178	105	458	657	453	565	190	0	165	0
Rps3a1	239.125000	151	0	0	0	0	0	0	0	388	164	0	0	619	0	538	174	226	727	924	746	803	279	0	0	0
Nt5c2	238.875000	202	0	117	0	0	0	0	0	418	219	0	0	204	0	262	322	231	528	748	1014	1041	254	0	173	0
Slc25a16	238.750000	1001	0	0	0	0	0	0	0	188	0	0	0	1498	0	1149	0	0	394	438	404	573	85	0	0	0
Cbx7	238.625000	0	0	0	0	0	0	0	0	0	0	0	0	459	0	463	367	394	876	974	715	1172	166	0	141	0
Vezt	238.375000	212	0	0	0	0	0	0	0	430	214	0	0	259	0	151	322	173	784	707	653	935	729	0	152	0
Fgd6	238.375000	212	0	0	0	0	0	0	0	430	214	0	0	259	0	151	322	173	784	707	653	935	729	0	152	0
Ccdc124	238.375000	1495	0	0	0	0	0	0	0	0	0	0	0	831	0	876	184	131	454	438	387	541	211	0	173	0
Gpx1	238.166667	117	70	0	0	0	0	0	0	332	351	0	0	552	0	430	157	171	468	834	629	976	390	0	239	0
Gabarap	238.166667	170	0	0	0	0	0	0	0	406	232	0	0	306	0	314	217	156	545	797	668	791	173	0	941	0
Dus2	237.875000	503	0	0	0	0	0	0	0	0	0	0	0	1039	0	836	347	686	144	496	430	614	502	0	112	0
Ddx28	237.875000	503	0	0	0	0	0	0	0	0	0	0	0	1039	0	836	347	686	144	496	430	614	502	0	112	0
Acsl5	237.875000	0	0	0	0	0	0	0	0	236	106	0	0	0	0	0	632	696	520	890	661	924	688	0	356	0
Ddx42	237.500000	0	0	0	0	0	0	0	0	354	266	0	0	604	0	473	307	254	470	396	550	671	491	0	864	0
Ccdc47	237.500000	0	0	0	0	0	0	0	0	354	266	0	0	604	0	473	307	254	470	396	550	671	491	0	864	0
