Target_genes	Zbtb17|Average	SRX543056|70Z/3	SRX3113700|B_cells	SRX821473|Medulloblastoma	SRX821476|Medulloblastoma	SRX821479|Medulloblastoma	SRX3113698|MEF	SRX543048|P6D4	STRING
Amdhd1	344.142857	0	1650	484	275	0	0	0	0
App	344.000000	0	286	581	1028	513	0	0	0
S100a10	343.571429	0	1511	0	413	170	311	0	0
Cwf19l2	343.000000	0	889	743	243	526	0	0	0
Utp6	342.000000	0	2394	0	0	0	0	0	0
Nrip1	342.000000	0	0	1539	0	517	0	338	0
Gapdh	341.142857	0	520	1026	289	400	153	0	0
Tbl1x	338.857143	0	479	1172	248	340	133	0	0
Pkn2	338.571429	0	1478	418	181	293	0	0	0
Itsn1	338.285714	0	2004	199	0	165	0	0	0
Cryzl1	338.285714	0	2004	199	0	165	0	0	0
Dennd4c	338.142857	0	1769	202	158	238	0	0	0
Cstf2t	338.000000	0	2215	151	0	0	0	0	0
Orc4	337.714286	0	1443	743	0	178	0	0	0
Mbd5	337.714286	0	1443	743	0	178	0	0	0
Ikzf2	337.142857	0	0	1482	250	628	0	0	0
Adamts20	336.857143	0	0	1825	0	256	277	0	0
Sgce	335.571429	0	620	996	258	475	0	0	0
Peg10	335.571429	0	620	996	258	475	0	0	0
Capn2	335.142857	0	572	0	1061	203	510	0	0
Fbxw7	334.857143	0	1037	510	213	584	0	0	0
Hspa9	334.000000	0	2202	136	0	0	0	0	0
Actr3	333.428571	0	1119	560	401	152	102	0	0
Elovl6	333.142857	0	1797	385	0	150	0	0	0
Zfp605	332.714286	0	1341	389	173	426	0	0	0
Traf4	332.714286	0	117	788	664	760	0	0	0
Gtpbp6	332.714286	0	1341	389	173	426	0	0	0
Pias4	332.285714	0	1271	0	865	190	0	0	0
Usp20	331.571429	0	1818	382	0	121	0	0	0
BC005624	331.571429	0	1818	382	0	121	0	0	0
Brd2	331.285714	0	1504	425	98	172	120	0	0
Rab40c	330.571429	0	1383	634	148	149	0	0	0
Gpr85	330.285714	0	0	426	915	971	0	0	0
Spa17	329.285714	0	2181	124	0	0	0	0	0
Siae	329.285714	0	2181	124	0	0	0	0	0
Mxd3	328.857143	0	909	876	281	236	0	0	0
Prex1	328.142857	0	715	522	472	588	0	0	0
Kpna1	328.000000	0	344	1419	219	0	314	0	0
Myc	326.142857	0	715	1190	378	0	0	0	0
Olfr1287	323.571429	0	1275	621	0	0	369	0	0
Cic	323.000000	0	561	951	213	337	199	0	0
Mdga1	322.571429	0	289	763	259	947	0	0	0
Pomk	321.428571	0	222	1010	833	185	0	0	0
Me2	321.285714	0	1253	439	295	262	0	0	0
Tmem35a	320.428571	0	1043	335	322	543	0	0	0
Kdm6b	320.428571	0	0	1156	311	551	225	0	0
Inka2	319.285714	0	135	1078	0	1022	0	0	0
Ppp1r9b	318.428571	0	373	380	561	915	0	0	0
Fbrs	318.428571	0	821	792	151	368	97	0	0
Mef2d	318.000000	0	1358	456	100	242	70	0	0
Tmem240	317.285714	0	228	764	330	899	0	0	0
Inpp5f	317.285714	0	887	507	275	0	552	0	0
Cul2	317.285714	0	186	1374	289	372	0	0	0
Bcl9l	316.428571	0	270	1289	0	414	242	0	0
Racgap1	315.285714	0	0	1627	0	580	0	0	0
Srsf2	315.142857	0	687	889	288	342	0	0	0
Mfsd11	315.142857	0	687	889	288	342	0	0	0
Ankdd1a	315.000000	0	159	1323	208	515	0	0	0
Canx	314.428571	0	1727	354	0	120	0	0	0
Pced1b	313.857143	0	0	1590	186	421	0	0	0
Amigo2	313.857143	0	0	1590	186	421	0	0	0
Ripk2	313.714286	0	1753	443	0	0	0	0	0
Poln	313.428571	0	999	837	131	227	0	0	0
Haus3	313.428571	0	999	837	131	227	0	0	0
Fut10	313.142857	0	0	1405	172	307	308	0	0
Tnf	311.857143	0	2183	0	0	0	0	0	0
Pbx1	311.857143	0	153	434	728	868	0	0	0
Lta	311.857143	0	2183	0	0	0	0	0	0
H2bc4	311.428571	0	658	204	797	521	0	0	0
H2ac6	311.428571	0	658	204	797	521	0	0	0
Rorc	310.285714	0	0	1385	334	453	0	0	0
Pogz	310.000000	0	1250	779	0	141	0	0	0
Cd320	309.857143	0	256	1617	0	296	0	0	0
Ppp2r5c	309.714286	0	1089	645	165	269	0	0	0
Nfatc2	309.714286	0	146	716	582	724	0	0	0
Sertad3	309.428571	0	806	653	216	340	151	0	0
Tmem131	308.571429	0	2160	0	0	0	0	0	0
Ttc9c	306.714286	0	954	838	251	104	0	0	0
Hnrnpul2	306.714286	0	954	838	251	104	0	0	0
Fbxl16	306.428571	0	0	1014	379	752	0	0	0
Smarcd2	306.285714	0	1110	793	154	87	0	0	0
Utp3	306.142857	0	1242	674	90	137	0	0	0
Ajuba	306.000000	0	796	386	256	523	181	0	0
Ltbp1	305.428571	0	0	444	828	600	266	0	0
Jund	305.000000	0	1385	480	109	161	0	0	0
Midn	304.714286	0	864	241	602	426	0	0	0
Stim2	304.142857	0	830	632	189	478	0	0	0
Ccdc126	303.000000	0	648	772	200	501	0	0	0
Scn2a	302.000000	0	0	1176	391	547	0	0	0
Mast1	301.714286	0	0	1376	224	512	0	0	0
Lemd3	301.714286	0	553	784	327	448	0	0	0
Tmem203	301.142857	0	544	1099	234	231	0	0	0
Ndor1	301.142857	0	544	1099	234	231	0	0	0
Dcps	301.000000	0	1982	0	0	125	0	0	0
Dnajb12	300.857143	0	352	1342	168	244	0	0	0
Rfx3	300.714286	0	547	1133	251	174	0	0	0
Mapk1	300.714286	0	1469	459	0	177	0	0	0
Zxdc	300.428571	0	1875	0	0	228	0	0	0
Foxp2	297.571429	0	0	341	937	805	0	0	0
Dynlt1f	297.000000	0	1831	0	0	135	113	0	0
Dynlt1c	297.000000	0	1831	0	0	135	113	0	0
Sytl3	295.714286	0	1467	163	132	195	113	0	0
Anapc10	294.857143	0	833	762	207	262	0	0	0
Abce1	294.857143	0	833	762	207	262	0	0	0
Nol12	294.000000	0	1874	184	0	0	0	0	0
Gtpbp8	293.857143	0	0	1174	208	439	236	0	0
Mib1	293.714286	0	600	96	884	476	0	0	0
Foxp4	293.000000	0	317	1210	254	270	0	0	0
Il23a	292.000000	0	1519	197	228	100	0	0	0
Ypel3	291.571429	0	428	1051	192	370	0	0	0
Tbx6	291.571429	0	428	1051	192	370	0	0	0
Lrrc8c	291.571429	0	848	349	591	253	0	0	0
Rab39b	290.857143	0	0	1579	184	273	0	0	0
Agmat	290.714286	0	468	455	418	694	0	0	0
Chd3	290.285714	0	180	1449	127	161	115	0	0
Rptor	290.000000	0	205	1030	246	390	159	0	0
Wwox	289.714286	0	761	931	0	0	161	175	0
Usp3	289.714286	0	1105	923	0	0	0	0	0
Nrep	289.714286	0	0	678	572	778	0	0	0
Ikzf4	289.428571	0	217	280	884	645	0	0	0
Sde2	289.142857	0	910	698	154	262	0	0	0
Sik1	288.857143	0	1549	136	337	0	0	0	0
Zfyve1	288.714286	0	387	774	339	521	0	0	0
Zfp513	288.571429	0	302	952	335	431	0	0	0
Duxbl3	288.571429	0	862	300	326	532	0	0	0
Duxbl2	288.571429	0	862	300	326	532	0	0	0
Duxbl1	288.571429	0	862	300	326	532	0	0	0
1700001O22Rik	288.428571	0	461	1389	0	169	0	0	0
Slc35b4	287.857143	0	2015	0	0	0	0	0	0
Ccnd1	287.142857	0	218	1446	0	346	0	0	0
Aldoart2	286.857143	0	0	1304	245	459	0	0	0
Arid1b	286.714286	0	673	543	276	515	0	0	0
Zfp324	286.285714	0	800	289	484	431	0	0	0
Cmtm6	284.714286	0	1993	0	0	0	0	0	0
Exd2	284.428571	0	415	418	711	447	0	0	0
Tcam1	284.285714	0	1110	793	0	87	0	0	0
Cited1	283.857143	0	0	1067	258	662	0	0	0
Kansl3	282.571429	0	595	1383	0	0	0	0	0
Fer1l5	282.571429	0	595	1383	0	0	0	0	0
Mycn	282.428571	0	0	591	486	900	0	0	0
Olfr322	282.285714	0	0	1976	0	0	0	0	0
Golph3l	282.285714	0	1535	441	0	0	0	0	0
Clptm1	281.857143	0	1325	506	0	142	0	0	0
Lurap1l	281.571429	0	0	1420	270	281	0	0	0
Lrch4	281.571429	0	291	1157	219	304	0	0	0
Fbxo24	281.571429	0	291	1157	219	304	0	0	0
Lmo4	281.428571	0	441	336	619	406	168	0	0
Srrm2	281.142857	0	1013	591	0	239	125	0	0
Psma4	281.142857	0	479	734	258	497	0	0	0
Ifnar2	281.142857	0	0	760	413	795	0	0	0
AY074887	281.142857	0	479	734	258	497	0	0	0
Zwint	281.000000	0	977	878	0	0	112	0	0
Pfdn1	280.285714	0	257	1306	256	143	0	0	0
Coro1c	279.714286	0	290	1337	155	176	0	0	0
Pou3f2	279.571429	0	0	1267	0	690	0	0	0
Ube2e3	279.285714	0	1354	133	365	103	0	0	0
Tbc1d23	278.428571	0	780	661	265	243	0	0	0
Ccdc28b	278.142857	0	924	330	183	145	0	365	0
Ftl1	277.857143	0	1287	458	0	200	0	0	0
Hnrnph1	277.571429	0	390	828	264	298	163	0	0
Ankrd10	277.000000	0	0	1271	255	413	0	0	0
Fnbp1l	276.857143	0	653	369	693	223	0	0	0
Actr1b	276.857143	0	454	894	221	369	0	0	0
4933424G06Rik	276.857143	0	454	894	221	369	0	0	0
Ppp1ccb	276.714286	0	1023	914	0	0	0	0	0
Ppp1cc	276.714286	0	1023	914	0	0	0	0	0
Napsa	276.714286	0	1840	0	97	0	0	0	0
Hadhb	276.714286	0	1657	83	0	197	0	0	0
Hadha	276.714286	0	1657	83	0	197	0	0	0
Dock7	276.428571	0	0	1512	199	224	0	0	0
Med14	276.142857	0	1933	0	0	0	0	0	0
Rbms3	276.000000	0	0	1410	220	302	0	0	0
Sil1	275.428571	0	883	858	0	0	187	0	0
Prpf4b	275.285714	0	1731	0	0	113	83	0	0
Zp3r	275.000000	0	1207	0	480	0	0	238	0
Cited2	274.714286	0	604	899	0	420	0	0	0
Pgap2	274.571429	0	197	1177	211	337	0	0	0
Nup98	274.571429	0	197	1177	211	337	0	0	0
Colgalt1	274.428571	0	767	398	0	178	578	0	0
Ccdc88a	274.285714	0	0	1276	215	429	0	0	0
Sox6	273.857143	0	0	445	584	888	0	0	0
Relt	273.428571	0	1011	237	417	249	0	0	0
Macir	273.428571	0	963	135	448	368	0	0	0
Ncapg2	273.000000	0	1317	151	0	299	144	0	0
Psmc3	272.857143	0	1150	0	450	310	0	0	0
Nfyc	272.571429	0	933	695	150	130	0	0	0
Iqcc	272.000000	0	924	330	183	102	0	365	0
Dcdc2b	272.000000	0	924	330	183	102	0	365	0
Slc3a2	271.714286	0	1457	445	0	0	0	0	0
Trak1	271.142857	0	0	1494	0	404	0	0	0
Pip4p2	271.142857	0	221	613	376	573	115	0	0
Cd22	271.142857	0	1898	0	0	0	0	0	0
Setbp1	270.571429	0	1248	249	243	154	0	0	0
Dnaja1	270.142857	0	1594	297	0	0	0	0	0
Card14	269.571429	0	419	1269	0	199	0	0	0
Kdm5d	269.428571	0	1586	300	0	0	0	0	0
Ppp1r3f	269.142857	0	1738	0	0	0	146	0	0
Slc16a3	269.000000	0	0	1151	211	521	0	0	0
Slc2a6	268.571429	0	0	1123	174	583	0	0	0
Kmt2e	267.571429	0	1132	393	107	155	86	0	0
B9d2	267.571429	0	1590	283	0	0	0	0	0
Zfp462	266.857143	0	0	352	559	957	0	0	0
Thyn1	266.857143	0	243	576	281	768	0	0	0
Acad8	266.857143	0	243	576	281	768	0	0	0
Ccar1	266.428571	0	1062	633	0	170	0	0	0
Lamc1	266.285714	0	582	921	282	79	0	0	0
Cbx4	266.000000	0	582	380	291	609	0	0	0
Cflar	265.285714	0	200	197	784	362	314	0	0
Slc8b1	264.857143	0	1516	338	0	0	0	0	0
Tbl1xr1	264.714286	0	228	701	281	643	0	0	0
Dlx5	264.571429	0	0	246	1005	601	0	0	0
Gabpb1	264.428571	0	848	865	0	138	0	0	0
Map3k12	263.571429	0	600	795	113	337	0	0	0
Arfip1	263.142857	0	953	292	418	179	0	0	0
Ncam1	262.571429	0	0	1207	0	127	504	0	0
Tlnrd1	262.285714	0	291	1036	349	160	0	0	0
Zbtb8os	262.142857	0	1330	395	0	110	0	0	0
Rbbp4	262.142857	0	1330	395	0	110	0	0	0
Oaz1	262.000000	0	181	555	445	521	132	0	0
Tox4	261.571429	0	264	859	176	532	0	0	0
Rab2b	261.571429	0	264	859	176	532	0	0	0
Vps13a	261.428571	0	310	1520	0	0	0	0	0
Zfpm1	261.285714	0	950	448	268	163	0	0	0
Eps15	260.857143	0	264	1340	0	0	222	0	0
Cbx7	260.857143	0	1414	100	166	146	0	0	0
9430015G10Rik	260.857143	0	1419	270	0	137	0	0	0
Glp1r	260.714286	0	0	1565	0	260	0	0	0
Chfr	260.285714	0	462	739	357	264	0	0	0
Adra1a	260.285714	0	0	1209	190	423	0	0	0
Dtx4	260.142857	0	695	336	513	277	0	0	0
Ifi27l2a	260.000000	0	1820	0	0	0	0	0	0
Srrm3	259.857143	0	202	1247	144	226	0	0	0
Clip4	259.714286	0	0	1660	158	0	0	0	0
Mcph1	259.285714	0	660	734	160	261	0	0	0
Cpt1c	258.571429	0	0	1338	0	352	120	0	0
Ssc5d	258.428571	0	292	435	678	404	0	0	0
Nat14	258.428571	0	292	435	678	404	0	0	0
Polk	258.285714	0	1035	288	281	204	0	0	0
Cert1	258.285714	0	1035	288	281	204	0	0	0
Pknox2	258.142857	0	0	381	579	847	0	0	0
Ifi206	258.142857	0	1807	0	0	0	0	0	0
Ube2d3	258.000000	0	687	821	0	298	0	0	0
Xpo1	257.714286	0	929	508	152	215	0	0	0
Mpp6	257.285714	0	300	1124	141	236	0	0	0
Pde4b	257.142857	0	1377	423	0	0	0	0	0
Gpr19	256.857143	0	503	831	0	464	0	0	0
Ythdf3	256.714286	0	999	415	136	247	0	0	0
Ly6g5b	256.142857	0	316	749	345	383	0	0	0
Gpank1	256.142857	0	316	749	345	383	0	0	0
D17H6S53E	256.142857	0	316	749	345	383	0	0	0
Csnk2b	256.142857	0	316	749	345	383	0	0	0
Fam160b2	254.571429	0	0	1075	227	480	0	0	0
Kcnj16	254.285714	0	0	134	504	1142	0	0	0
Sec14l1	254.000000	0	561	622	364	231	0	0	0
Ncl	253.857143	0	484	752	299	242	0	0	0
Clec11a	253.285714	0	397	360	427	589	0	0	0
Malt1	252.857143	0	663	833	144	130	0	0	0
Gadd45g	252.857143	0	631	414	606	119	0	0	0
Exosc8	252.857143	0	815	835	0	120	0	0	0
Alg5	252.857143	0	815	835	0	120	0	0	0
Nemf	252.428571	0	1257	510	0	0	0	0	0
Zfp467	252.142857	0	567	198	171	829	0	0	0
Sspo	252.142857	0	567	198	171	829	0	0	0
Rexo2	252.000000	0	267	845	367	285	0	0	0
Ppm1d	252.000000	0	1626	0	0	0	138	0	0
Nbn	251.714286	0	1498	264	0	0	0	0	0
Rab6b	251.285714	0	1369	189	0	201	0	0	0
Vcpkmt	251.142857	0	601	658	114	385	0	0	0
Tmem132b	251.000000	0	0	267	399	1091	0	0	0
Htra2	251.000000	0	546	842	140	229	0	0	0
Dqx1	251.000000	0	546	842	140	229	0	0	0
Arrb1	250.571429	0	724	247	457	326	0	0	0
Uba2	250.428571	0	138	1417	0	198	0	0	0
Pfkm	250.428571	0	156	419	537	641	0	0	0
Eapp	250.428571	0	519	954	138	142	0	0	0
Vat1l	250.285714	0	0	1165	121	466	0	0	0
Ikbkb	249.714286	0	1145	603	0	0	0	0	0
Wdfy1	249.428571	0	99	1351	125	171	0	0	0
Bcor	249.428571	0	1273	240	233	0	0	0	0
Egr1	249.000000	0	724	254	627	138	0	0	0
Erlec1	248.857143	0	299	263	419	761	0	0	0
Asb3	248.857143	0	299	263	419	761	0	0	0
Klhdc2	248.571429	0	0	1082	306	352	0	0	0
Atf2	248.428571	0	1739	0	0	0	0	0	0
Klhl24	248.285714	0	1738	0	0	0	0	0	0
Foxp3	248.285714	0	1738	0	0	0	0	0	0
Wdr6	248.000000	0	783	448	160	256	89	0	0
Khdrbs1	247.714286	0	1508	226	0	0	0	0	0
Ppp1r18	247.285714	0	1046	271	141	273	0	0	0
Pla2g4a	246.714286	0	1727	0	0	0	0	0	0
Smpd3	246.571429	0	504	832	238	152	0	0	0
Chka	246.142857	0	1632	91	0	0	0	0	0
Pds5b	245.428571	0	609	326	411	372	0	0	0
Pigm	245.285714	0	773	944	0	0	0	0	0
Foxp1	245.142857	0	830	658	0	228	0	0	0
Avpr1a	245.142857	0	189	1363	0	164	0	0	0
Zfhx2	244.571429	0	176	732	326	478	0	0	0
Thtpa	244.571429	0	176	732	326	478	0	0	0
Dcc	243.857143	0	0	881	182	644	0	0	0
Kcnn4	243.714286	0	1063	301	0	342	0	0	0
Ptprj	243.571429	0	1113	196	254	142	0	0	0
Lipe	242.857143	0	1700	0	0	0	0	0	0
Nup153	242.714286	0	677	1022	0	0	0	0	0
Brpf1	242.714286	0	1024	473	0	202	0	0	0
Tmem107	242.285714	0	1355	341	0	0	0	0	0
Rc3h2	240.857143	0	484	529	268	405	0	0	0
4930451I11Rik	240.857143	0	0	1112	145	429	0	0	0
Tusc3	240.714286	0	1480	0	0	205	0	0	0
Krtcap2	240.714286	0	1379	216	0	90	0	0	0
D030056L22Rik	240.714286	0	1496	189	0	0	0	0	0
Glul	240.571429	0	638	598	141	307	0	0	0
Etv6	240.428571	0	679	215	321	468	0	0	0
Rbm4b	239.714286	0	803	781	0	94	0	0	0
Trib3	239.571429	0	706	250	422	299	0	0	0
Tex30	239.571429	0	594	271	597	215	0	0	0
Smndc1	239.571429	0	529	833	175	0	140	0	0
Crtc1	239.571429	0	1024	271	170	212	0	0	0
Rnf40	239.285714	0	168	1344	0	163	0	0	0
Ccdc189	239.285714	0	168	1344	0	163	0	0	0
Capn1	239.285714	0	1162	118	197	198	0	0	0
Smarcc2	239.142857	0	195	542	383	554	0	0	0
Tnik	238.714286	0	979	692	0	0	0	0	0
Ndufa4l2	238.571429	0	1334	146	190	0	0	0	0
Ttc17	238.428571	0	121	1004	324	220	0	0	0
Ptpn4	238.428571	0	503	381	234	551	0	0	0
Cdk12	238.428571	0	687	827	155	0	0	0	0
Cyp4f13	238.142857	0	789	878	0	0	0	0	0
Cstf3	238.142857	0	1191	331	0	145	0	0	0
Sltm	237.857143	0	671	994	0	0	0	0	0
Oxct1	237.285714	0	851	288	163	219	140	0	0
Wdfy2	237.000000	0	755	641	0	263	0	0	0
Abhd6	236.714286	0	388	413	111	0	333	412	0
Csrnp1	236.428571	0	685	241	382	347	0	0	0
Prkrip1	235.571429	0	536	895	0	218	0	0	0
Gpr174	235.571429	0	1649	0	0	0	0	0	0
Shoc2	235.428571	0	1121	385	0	142	0	0	0
Bbip1	235.428571	0	1121	385	0	142	0	0	0
Use1	235.285714	0	372	725	123	427	0	0	0
Ocel1	235.285714	0	372	725	123	427	0	0	0
Gdf15	235.142857	0	1014	632	0	0	0	0	0
Creb5	234.857143	0	0	510	452	682	0	0	0
Lrfn2	234.714286	0	0	1380	0	263	0	0	0
Scg3	234.285714	0	0	1060	287	293	0	0	0
Prrt3	234.142857	0	0	1231	0	408	0	0	0
Tmem163	234.000000	0	1481	157	0	0	0	0	0
Rasd2	233.714286	0	0	1329	0	307	0	0	0
Papss1	233.571429	0	0	817	252	566	0	0	0
Ldlrad4	233.571429	0	984	210	441	0	0	0	0
Tomt	233.000000	0	522	925	0	184	0	0	0
Lamtor1	233.000000	0	522	925	0	184	0	0	0
Wdr44	232.857143	0	1419	0	211	0	0	0	0
Chmp5	232.714286	0	444	979	0	206	0	0	0
Bag1	232.714286	0	444	979	0	206	0	0	0
Rapgef3	232.142857	0	309	0	649	667	0	0	0
Pik3r1	231.857143	0	307	1074	0	242	0	0	0
Birc6	231.857143	0	844	646	0	133	0	0	0
Pnpla6	231.714286	0	451	1171	0	0	0	0	0
Hspa8	231.428571	0	616	590	145	269	0	0	0
Lims2	231.142857	0	0	1071	175	372	0	0	0
Ptpn21	231.000000	0	1021	480	116	0	0	0	0
Tdrkh	230.857143	0	1517	0	0	99	0	0	0
Shank1	230.571429	0	397	201	427	589	0	0	0
Gxylt2	230.571429	0	0	697	387	530	0	0	0
Cxxc4	230.428571	0	0	613	592	408	0	0	0
Crocc	230.285714	0	1324	288	0	0	0	0	0
Sectm1a	230.142857	0	1129	131	178	173	0	0	0
Rap2a	230.000000	0	1013	364	0	146	87	0	0
Rps29	229.857143	0	1218	391	0	0	0	0	0
Mab21l2	229.857143	0	129	125	167	717	471	0	0
Rchy1	229.285714	0	1175	165	166	99	0	0	0
Pou5f1	229.285714	0	731	612	142	120	0	0	0
Mga	227.857143	0	380	893	184	138	0	0	0
Gbp2b	227.857143	0	1595	0	0	0	0	0	0
Morf4l1	227.571429	0	684	567	143	199	0	0	0
Plekhf1	227.428571	0	1031	307	0	128	126	0	0
Ptpra	227.285714	0	986	117	343	145	0	0	0
Ints9	227.142857	0	1244	0	0	346	0	0	0
Hmbox1	227.142857	0	1244	0	0	346	0	0	0
Commd10	226.857143	0	1588	0	0	0	0	0	0
Atp8b2	226.857143	0	0	657	451	480	0	0	0
Atp5g1	226.714286	0	1587	0	0	0	0	0	0
Pcdh17	226.142857	0	186	124	612	661	0	0	0
Azin2	225.714286	0	0	519	408	653	0	0	0
Zfyve19	225.142857	0	1247	0	0	95	234	0	0
Rnf123	225.142857	0	1138	321	0	117	0	0	0
Dnajc17	225.142857	0	1247	0	0	95	234	0	0
Cgn	225.142857	0	533	117	826	100	0	0	0
Necab2	224.714286	0	0	1281	150	142	0	0	0
Irs1	224.714286	0	246	510	279	538	0	0	0
Igsf8	224.714286	0	154	951	202	266	0	0	0
Il1a	224.571429	0	1572	0	0	0	0	0	0
Tfcp2	224.142857	0	1457	0	0	112	0	0	0
Hdac7	224.142857	0	0	1207	0	362	0	0	0
Amotl2	224.000000	0	0	1390	0	178	0	0	0
Gnal	223.714286	0	168	1070	158	170	0	0	0
Kmt5c	223.571429	0	643	518	0	404	0	0	0
Ing2	223.571429	0	500	329	390	346	0	0	0
H4c9	223.571429	0	637	763	0	0	165	0	0
H2bc11	223.571429	0	637	763	0	0	165	0	0
H2ac11	223.571429	0	637	763	0	0	165	0	0
Ulk2	223.285714	0	255	1134	0	174	0	0	0
Shisa5	223.285714	0	1444	119	0	0	0	0	0
Hnrnpdl	223.285714	0	910	249	195	209	0	0	0
Gpi1	223.285714	0	1205	358	0	0	0	0	0
Enoph1	223.285714	0	910	249	195	209	0	0	0
Taok2	223.142857	0	287	472	292	511	0	0	0
Ripor2	222.857143	0	1047	179	334	0	0	0	0
Kif21b	222.714286	0	470	730	203	156	0	0	0
Ptpru	222.428571	0	0	1189	135	233	0	0	0
Mecr	222.428571	0	0	1189	135	233	0	0	0
Get4	222.428571	0	981	244	112	220	0	0	0
Ddx19b	222.285714	0	573	833	0	150	0	0	0
Cldn6	222.285714	0	1556	0	0	0	0	0	0
Aars	222.285714	0	573	833	0	150	0	0	0
Klf7	221.714286	0	180	474	532	366	0	0	0
Fam83a	221.714286	0	0	1117	0	435	0	0	0
Grk5	221.142857	0	296	0	893	240	119	0	0
Tmem214	220.857143	0	766	637	0	143	0	0	0
Spast	220.142857	0	205	757	183	396	0	0	0
Tubg1	219.857143	0	1438	101	0	0	0	0	0
Retreg3	219.857143	0	1438	101	0	0	0	0	0
Stc2	219.714286	0	0	375	563	600	0	0	0
Rbms2	219.714286	0	468	240	206	624	0	0	0
Obi1	219.571429	0	614	213	261	449	0	0	0
Arid1a	219.571429	0	419	767	0	351	0	0	0
Cyth1	219.428571	0	474	672	0	390	0	0	0
Cfap77	219.428571	0	723	597	216	0	0	0	0
Zfp763	219.285714	0	1194	0	208	133	0	0	0
Ddx42	219.000000	0	517	485	283	248	0	0	0
Ccdc47	219.000000	0	517	485	283	248	0	0	0
Zfp354b	218.571429	0	0	1019	0	511	0	0	0
H4c6	218.428571	0	257	785	215	272	0	0	0
H1f3	218.428571	0	257	785	215	272	0	0	0
Arid5b	218.428571	0	434	377	216	217	285	0	0
Gap43	218.285714	0	0	503	375	650	0	0	0
Ldb1	217.857143	0	311	862	173	179	0	0	0
Bcl6	217.857143	0	1069	118	153	185	0	0	0
Hsd17b7	217.714286	0	188	362	520	454	0	0	0
Bcl2a1b	217.571429	0	1523	0	0	0	0	0	0
Zfp593	217.285714	0	0	1120	167	234	0	0	0
Gm30191	217.285714	0	0	1120	167	234	0	0	0
Esyt2	217.000000	0	459	610	150	300	0	0	0
Ctnnb1	215.857143	0	0	1320	0	191	0	0	0
Josd2	215.714286	0	0	962	0	548	0	0	0
Slc35c2	215.571429	0	174	1028	0	307	0	0	0
Wbp2	215.428571	0	481	777	0	250	0	0	0
Tmem135	215.428571	0	481	703	95	229	0	0	0
Thg1l	215.285714	0	637	661	0	209	0	0	0
Foxo3	215.285714	0	239	596	292	380	0	0	0
Eml1	215.285714	0	186	414	656	251	0	0	0
Selenof	215.142857	0	1104	207	195	0	0	0	0
Hs2st1	215.142857	0	1104	207	195	0	0	0	0
Kcnb1	214.857143	0	279	269	172	784	0	0	0
Iqcn	214.857143	0	1385	119	0	0	0	0	0
Vars2	214.714286	0	1503	0	0	0	0	0	0
Six3	214.571429	0	0	182	529	791	0	0	0
Lrch1	214.571429	0	1502	0	0	0	0	0	0
Olfr806	214.000000	0	205	423	126	129	247	368	0
D630003M21Rik	213.857143	0	0	1058	303	136	0	0	0
Axl	213.571429	0	0	142	353	1000	0	0	0
Mypop	213.428571	0	544	846	0	104	0	0	0
Cald1	213.142857	0	0	866	163	463	0	0	0
Tle6	211.142857	0	771	562	0	145	0	0	0
Xpot	210.857143	0	539	443	170	324	0	0	0
Sec62	210.857143	0	913	563	0	0	0	0	0
Eif2s1	210.571429	0	1175	144	0	155	0	0	0
Atp6v1d	210.571429	0	1175	144	0	155	0	0	0
Csnk1g2	210.285714	0	0	1176	0	296	0	0	0
Pim3	209.571429	0	871	481	0	0	115	0	0
Tarbp2	209.428571	0	600	416	113	337	0	0	0
Zfp609	209.285714	0	0	1330	0	135	0	0	0
Scyl2	209.142857	0	177	919	235	133	0	0	0
Prkar1b	209.142857	0	546	576	171	171	0	0	0
Pls1	209.142857	0	0	1191	0	273	0	0	0
Dnaaf5	209.142857	0	546	576	171	171	0	0	0
Kcnk9	209.000000	0	0	1301	0	162	0	0	0
Utp18	208.857143	0	0	0	0	0	1462	0	0
Mbtd1	208.857143	0	0	0	0	0	1462	0	0
Mst1	208.428571	0	1138	321	0	0	0	0	0
Gbp6	208.428571	0	782	0	492	185	0	0	0
Scrt2	208.142857	0	0	441	492	524	0	0	0
Sez6	207.857143	0	0	1190	132	133	0	0	0
Fam78a	207.571429	0	661	401	0	391	0	0	0
Usp9x	206.857143	0	464	695	103	186	0	0	0
Vsig10	206.571429	0	0	985	145	316	0	0	0
Msrb2	206.571429	0	492	765	0	189	0	0	0
Cyb5r4	206.428571	0	487	639	96	223	0	0	0
Asmt	206.142857	0	571	455	0	0	417	0	0
Sertad2	205.714286	0	665	505	161	109	0	0	0
Yif1b	205.571429	0	1245	194	0	0	0	0	0
Setdb1	205.571429	0	378	449	316	296	0	0	0
Rnf5	205.571429	0	592	427	187	233	0	0	0
Agpat1	205.571429	0	592	427	187	233	0	0	0
Cdc14a	205.428571	0	423	378	216	421	0	0	0
Mex3c	204.857143	0	935	499	0	0	0	0	0
Zfp1	204.714286	0	455	770	208	0	0	0	0
Mynn	204.714286	0	109	619	349	356	0	0	0
Ahi1	204.714286	0	1137	135	0	161	0	0	0
Actrt3	204.714286	0	109	619	349	356	0	0	0
Elf2	204.571429	0	741	395	144	152	0	0	0
Slc50a1	204.428571	0	0	906	142	383	0	0	0
Dpm3	204.428571	0	0	906	142	383	0	0	0
Ubxn6	204.142857	0	431	719	91	188	0	0	0
