Target_genes	Foxo1|Average	SRX17501247|Cardiomyocytes	SRX17501248|Cardiomyocytes	SRX17501249|Cardiomyocytes	SRX17501250|Cardiomyocytes	SRX272969|CD4+_T_cells	SRX682273|CD4+_T_cells	SRX682274|CD4+_T_cells	SRX682276|CD4+_T_cells	SRX278097|CD8+_T_cells	SRX9719157|CD8+_T_cells	SRX9719159|CD8+_T_cells	SRX23264960|ES_cells	SRX23264961|ES_cells	SRX23264962|ES_cells	SRX23264963|ES_cells	SRX23264964|ES_cells	SRX23264965|ES_cells	SRX23264966|ES_cells	SRX23264967|ES_cells	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX9951857|Liver	SRX9951858|Liver	SRX9951859|Liver	SRX9951860|Liver	SRX9951861|Liver	SRX9951862|Liver	SRX9951863|Liver	SRX9951864|Liver	SRX9951865|Liver	SRX9951866|Liver	SRX9951867|Liver	SRX9951868|Liver	SRX9951869|Liver	SRX9951870|Liver	SRX9951871|Liver	SRX9951872|Liver	SRX9951873|Liver	SRX9951874|Liver	SRX183787|nTreg	SRX183788|nTreg	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX1219538|Uterus	STRING
Ints9	150.652174	822	1198	969	744	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	1106	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	351	0
Hmbox1	150.652174	822	1198	969	744	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	1106	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	351	0
Cep128	149.826087	797	1490	1038	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129	992	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Sirt2	149.760870	833	1392	1082	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	947	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Nfkbib	149.760870	833	1392	1082	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	947	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Nfxl1	148.239130	1008	1450	889	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	839	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Stk25	147.500000	885	1531	780	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	941	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0
Lcorl	147.217391	924	1201	819	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	1099	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Abhd6	147.152174	0	0	0	0	422	335	483	1135	269	656	544	0	0	0	0	0	0	0	0	696	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	594	693	514	0	0
Mtmr14	147.021739	991	825	649	334	447	422	0	0	159	540	495	0	0	0	0	0	0	0	0	0	609	511	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0
Abcf2	146.391304	909	1474	860	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	806	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0
Pcmtd2	146.282609	450	267	301	0	327	1123	109	0	1029	583	526	0	0	0	0	0	0	0	0	0	434	292	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	179	0	146	0
Otud4	145.130435	1043	956	702	546	0	178	0	0	0	239	0	0	0	0	0	0	0	0	0	0	1025	859	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0
Tmem43	145.086957	965	1427	983	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	1063	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Chchd4	145.086957	965	1427	983	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	1063	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Qtrt2	143.717391	787	1410	882	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	970	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0
Ccdc191	143.717391	787	1410	882	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	970	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0
Ormdl3	143.673913	1065	1280	918	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	799	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0
Tmem140	143.608696	451	664	589	625	417	859	139	0	440	672	607	0	0	0	0	0	0	0	0	0	197	316	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	201	0
Slc35g3	143.608696	906	758	638	425	291	485	128	0	0	514	305	0	0	0	0	0	0	0	0	0	383	631	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	118	0	0	218	0
Polr2a	143.608696	906	758	638	425	291	485	128	0	0	514	305	0	0	0	0	0	0	0	0	0	383	631	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	118	0	0	218	0
Nuf2	143.347826	566	765	542	563	283	753	165	0	261	590	340	0	0	0	0	0	0	0	0	0	303	431	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	319	0
Srsf2	143.043478	928	941	763	592	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	981	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	194	0
Mfsd11	143.043478	928	941	763	592	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	981	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	194	0
Aplf	141.934783	696	1464	946	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	981	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0
Pex14	141.673913	805	1622	883	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	921	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0
Dffa	141.673913	805	1622	883	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	921	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0
Wbp2	141.130435	515	1544	716	761	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	933	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Txnl4b	140.717391	720	991	876	539	204	392	0	0	155	414	302	0	0	0	0	0	0	0	0	0	458	690	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	279	0
Dhx38	140.717391	720	991	876	539	204	392	0	0	155	414	302	0	0	0	0	0	0	0	0	0	458	690	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	279	0
Lars	138.239130	516	1499	888	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	941	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Adipor2	137.695652	574	960	350	396	164	419	0	0	334	522	452	0	0	0	0	0	0	0	0	0	560	482	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	256	0
Rsbn1	137.434783	1124	1353	561	555	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	997	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0
Atg9b	137.304348	736	1371	556	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	988	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Abcb8	137.304348	736	1371	556	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	988	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Sec11c	137.195652	766	1407	914	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	905	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Zfp874b	137.086957	573	486	524	288	341	731	0	0	269	659	417	0	0	0	0	0	0	0	0	0	506	581	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	142	0	296	0
1700008O03Rik	136.652174	869	1161	800	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	1022	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Appl2	135.717391	1341	1111	795	614	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	588	624	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0
Dhx8	135.478261	614	989	786	517	189	171	0	0	288	474	406	0	0	0	0	0	0	0	0	0	597	484	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	134	0
Pa2g4	135.195652	931	1089	819	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	1028	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Fbxl3	134.739130	891	619	649	382	197	776	176	0	309	469	341	0	0	0	0	0	0	0	0	0	349	362	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0
Rangap1	133.369565	784	1382	812	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	722	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Nfat5	132.739130	888	622	366	320	0	612	513	0	327	456	303	0	0	0	0	0	0	0	0	0	546	144	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	174	0	0	178	0
Strn	132.130435	1427	1283	885	705	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	832	295	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Hjurp	131.891304	645	683	629	460	227	232	0	0	208	533	274	0	0	0	0	0	0	0	0	0	630	483	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	396	0
A730008H23Rik	131.891304	645	683	629	460	227	232	0	0	208	533	274	0	0	0	0	0	0	0	0	0	630	483	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	396	0
Dcaf11	131.804348	679	819	450	377	200	487	0	0	213	569	441	0	0	0	0	0	0	0	0	0	512	394	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	181	0
Ing3	131.760870	664	1151	697	633	0	127	0	0	143	0	0	0	0	0	0	0	0	0	0	0	935	751	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	164	0
Dexi	131.326087	980	1288	746	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	826	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Clec16a	131.326087	980	1288	746	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	826	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Polr3b	131.239130	571	641	543	317	276	696	0	0	234	423	593	0	0	0	0	0	0	0	0	0	491	455	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	306	0
Nbr1	131.195652	602	1277	687	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	682	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0
Brca1	131.195652	602	1277	687	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	682	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0
Tfap4	130.586957	432	453	427	345	304	602	415	0	249	350	383	0	0	0	0	0	0	0	0	0	403	548	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	345	0
Septin7	130.521739	587	582	576	390	179	571	0	0	184	554	548	0	0	0	0	0	0	0	0	0	461	416	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	240	0
Ap5s1	130.456522	1159	1129	631	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	695	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0
Dhx40	129.521739	599	297	332	215	219	1180	203	0	610	477	376	0	0	0	0	0	0	0	0	0	286	225	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	264	0
Nsmce4a	129.500000	147	334	0	0	362	961	134	0	710	826	419	0	0	0	0	0	0	0	0	0	276	245	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	93	190	0	285	0
Pafah2	129.456522	468	1375	789	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	1156	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0
Rsrp1	128.934783	476	887	849	599	525	629	0	0	241	644	661	0	0	0	0	0	0	0	0	0	185	118	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl7	128.826087	530	478	304	239	468	873	82	0	467	859	520	0	0	0	0	0	0	0	0	0	131	217	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	89	0
Sertad3	128.521739	903	1523	864	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	781	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd3	128.282609	460	683	381	295	224	633	0	0	503	789	385	0	0	0	0	0	0	0	0	0	484	321	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	191	0
Pcm1	127.630435	646	1169	719	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	1044	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Mrpl17	127.500000	731	769	664	209	307	727	0	0	344	370	288	0	0	0	0	0	0	0	0	0	390	396	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	98	0	0	0	0
Zfyve1	127.413043	635	1236	654	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	913	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0
Vcpip1	127.391304	749	1419	572	598	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	882	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Vkorc1	127.000000	606	1021	766	517	0	153	0	0	0	287	164	0	0	0	0	0	0	0	0	0	602	978	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0
Prss53	127.000000	606	1021	766	517	0	153	0	0	0	287	164	0	0	0	0	0	0	0	0	0	602	978	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0
Zfp317	126.369565	531	1333	1026	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	747	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Hibadh	125.347826	233	304	372	227	479	800	178	0	462	919	533	0	0	0	0	0	0	0	0	0	112	272	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	214	0
Btg1	125.152174	790	739	615	220	83	457	136	0	221	322	295	0	0	0	0	0	0	0	0	0	407	486	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	232	0
Klhl24	125.086957	1377	737	523	422	0	306	0	0	123	159	212	0	0	0	0	0	0	0	0	0	550	471	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	304	0
Cwc22	124.978261	403	1056	987	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	1126	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0
Tor1aip2	124.847826	690	579	215	233	126	606	0	0	162	567	480	0	0	0	0	0	0	0	0	0	397	487	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	139	0	421	0
Tor1aip1	124.847826	690	579	215	233	126	606	0	0	162	567	480	0	0	0	0	0	0	0	0	0	397	487	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	139	0	421	0
Ddx5	124.847826	974	780	626	356	244	365	0	0	264	380	322	0	0	0	0	0	0	0	0	0	406	344	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	177	0
Cep95	124.847826	974	780	626	356	244	365	0	0	264	380	322	0	0	0	0	0	0	0	0	0	406	344	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	177	0
Zfp146	124.760870	417	1214	768	543	189	308	0	0	0	296	161	0	0	0	0	0	0	0	0	0	679	484	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Taf8	124.521739	460	683	239	264	224	633	0	0	503	789	385	0	0	0	0	0	0	0	0	0	484	321	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	191	0
Bcl2l12	124.130435	739	1182	734	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	1002	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Ubald1	123.891304	549	427	242	193	202	715	162	0	412	854	550	0	0	0	0	0	0	0	0	0	288	255	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	133	0
Elf2	123.760870	313	361	407	225	470	796	205	0	398	713	381	0	0	0	0	0	0	0	0	0	277	270	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	103	0	0	0	0
Wnk1	123.695652	1103	1344	768	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	438	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Cracr2b	123.652174	884	1598	1279	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	115	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
Thyn1	123.434783	628	1087	700	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	848	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Acad8	123.434783	628	1087	700	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	848	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Zfp949	123.413043	124	385	279	219	493	1078	0	0	322	820	460	0	0	0	0	0	0	0	0	0	207	111	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	178	0	315	0
Usp48	123.326087	464	1064	628	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	896	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Auh	123.326087	531	495	381	235	216	923	135	0	488	766	551	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	99	0	0	136	0
Ctdsp2	123.021739	1290	719	882	473	143	237	0	0	189	138	0	0	0	0	0	0	0	144	0	0	500	237	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	122	0
Lrrc51	122.282609	538	882	646	483	245	231	0	0	185	268	196	0	0	0	0	0	0	0	0	0	569	725	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	172	0
Psmc4	121.239130	939	1032	696	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	768	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	181	0
Tmem50a	121.108696	476	887	849	599	525	629	0	0	241	644	661	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf12	120.869565	339	961	867	590	0	494	0	0	244	0	0	0	0	0	0	0	0	0	0	0	525	656	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	168	0
Polg2	120.717391	350	408	293	106	401	498	147	0	410	1239	685	0	0	0	0	0	0	0	0	0	251	162	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	112	0
Pomt2	120.695652	910	1219	685	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	565	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Gstz1	120.695652	910	1219	685	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	565	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Cic	120.695652	612	1100	734	579	176	164	0	0	0	133	138	0	0	0	0	0	0	0	0	0	502	585	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	183	0
Cfdp1	120.608696	507	1548	477	687	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	709	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Chmp4b	120.304348	613	771	639	364	213	202	0	0	0	492	253	0	0	0	0	0	0	0	0	0	774	724	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Zc3h13	120.260870	354	635	470	381	363	621	68	0	320	756	344	0	0	0	0	0	0	0	0	0	208	251	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	238	0
Trim23	120.217391	374	835	423	274	328	522	150	0	287	491	371	0	0	0	0	0	0	0	0	0	403	370	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	239	0
Trappc13	120.217391	374	835	423	274	328	522	150	0	287	491	371	0	0	0	0	0	0	0	0	0	403	370	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	239	0
Shld3	120.217391	374	835	423	274	328	522	150	0	287	491	371	0	0	0	0	0	0	0	0	0	403	370	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	239	0
Tcf4	119.717391	515	563	341	308	157	391	143	0	381	433	297	0	0	0	0	0	0	0	0	0	505	400	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	162	0	0	230	0
Rexo2	119.086957	707	1206	600	441	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	819	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0
Ube2v1	118.130435	513	1277	776	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	838	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Zscan22	117.847826	448	1307	794	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	830	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0
Zfp36l1	117.847826	692	459	442	327	347	553	211	0	327	652	557	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0
Rpia	117.673913	1021	1159	446	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	897	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
Ipo13	117.434783	899	1130	691	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	904	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0
Hnrnpa2b1	117.173913	465	767	702	704	124	266	0	0	162	519	177	0	0	0	0	0	0	0	0	0	517	501	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Cbx3	117.173913	465	767	702	704	124	266	0	0	162	519	177	0	0	0	0	0	0	0	0	0	517	501	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Sf3b2	116.956522	417	1237	773	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	940	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Gal3st3	116.956522	417	1237	773	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	940	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Pi4k2a	116.565217	236	377	341	141	263	876	83	0	291	493	445	0	0	0	0	0	0	0	0	0	228	265	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	176	0	196	0
Morn4	116.565217	236	377	341	141	263	876	83	0	291	493	445	0	0	0	0	0	0	0	0	0	228	265	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	176	0	196	0
Tcp11l2	116.239130	254	527	597	258	489	545	0	0	362	743	305	0	0	0	0	0	0	0	0	0	204	233	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	416	0
Syf2	116.108696	850	757	454	259	142	360	124	0	0	347	256	0	0	0	0	0	0	0	0	0	572	348	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Slc12a6	115.739130	510	270	221	146	0	1117	163	0	654	582	381	0	0	0	0	0	0	0	0	0	165	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	133	0	0	124	0
Nop10	115.739130	510	270	221	146	0	1117	163	0	654	582	381	0	0	0	0	0	0	0	0	0	165	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	133	0	0	124	0
Ip6k1	115.565217	822	642	491	428	0	322	0	0	285	449	329	0	0	0	0	0	0	0	0	0	321	344	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	347	0
Smim11	115.021739	391	1200	800	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	863	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Slc35b4	114.478261	518	922	656	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	890	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
