Target_genes	Maff|Average	SRX122436|Dendritic_Cells	SRX122437|Dendritic_Cells	SRX122438|Dendritic_Cells	SRX122439|Dendritic_Cells	SRX3730247|Trophoblast_stem_cells	SRX3730248|Trophoblast_stem_cells	SRX3730279|Trophoblast_stem_cells	STRING
Sec24d	157.000000	153	0	132	0	237	0	577	0
Gm14305	157.000000	0	0	0	0	335	370	394	0
Mapk6	156.857143	0	0	0	0	351	0	747	0
Kbtbd7	156.857143	0	0	0	0	282	0	816	0
Kazn	156.857143	0	0	0	0	129	0	969	0
Shisal1	156.571429	0	0	0	0	473	147	476	0
Sft2d3	156.571429	0	0	0	0	424	152	520	0
Zfp94	156.285714	0	0	0	0	326	0	768	0
St6galnac2	156.285714	0	0	0	0	279	131	684	0
Memo1	155.571429	0	0	0	0	124	152	813	0
Ddx3x	155.571429	0	0	0	0	420	0	669	0
Slk	155.428571	0	0	0	0	282	153	653	0
Nek9	155.428571	0	0	0	0	392	0	696	0
Sirt6	155.142857	0	0	0	0	332	149	605	0
Ankrd24	155.142857	0	0	0	0	332	149	605	0
Eif2b5	155.000000	0	0	0	0	193	0	892	0
Sox8	154.571429	0	0	0	0	419	0	663	0
Copb2	154.428571	0	0	0	0	299	118	664	0
Eva1b	154.285714	83	0	0	116	538	0	343	0
H3c13	154.142857	0	0	0	0	298	0	781	0
H2bc18	154.142857	0	0	0	0	298	0	781	0
Olfr1342	154.000000	0	0	0	0	725	200	153	0
Ryr1	153.571429	0	0	0	117	503	134	321	0
Rffl	153.571429	0	0	0	0	307	0	768	0
Angptl6	153.571429	80	106	0	155	307	0	427	0
Adamts8	153.428571	0	0	0	0	546	0	528	0
Olfr313	153.285714	0	0	0	0	365	111	597	0
Hecw2	153.142857	0	0	0	0	341	121	610	0
Gm13283	153.000000	0	0	0	0	293	361	417	0
Ints3	152.714286	0	0	0	0	288	0	781	0
Gm14410	152.714286	0	0	0	0	275	412	382	0
Hspe1	152.571429	0	0	0	0	361	219	488	0
Hspd1	152.571429	0	0	0	0	361	219	488	0
Rsrp1	152.142857	0	0	0	0	273	101	691	0
Anks6	152.142857	0	0	0	0	165	0	900	0
Trim41	152.000000	0	0	0	0	418	0	646	0
Idh2	151.714286	0	0	0	0	303	0	759	0
Oasl1	151.571429	244	168	217	266	0	0	166	0
Cry1	151.571429	0	0	0	0	108	138	815	0
Clk3	151.428571	0	0	0	0	358	190	512	0
Zfp418	151.142857	0	0	0	0	230	0	828	0
Gm4724	151.142857	0	0	0	0	269	247	542	0
Gm2026	151.142857	0	0	0	0	269	247	542	0
Gm2007	151.142857	0	0	0	0	269	247	542	0
Gm14434	151.142857	0	0	0	0	269	247	542	0
Gm14430	151.142857	0	0	0	0	269	247	542	0
Gm14308	151.142857	0	0	0	0	269	247	542	0
Cntnap2	151.142857	0	0	0	0	401	131	526	0
Gzmm	150.857143	0	0	0	0	312	0	744	0
Cdc34	150.857143	0	0	0	0	312	0	744	0
Slc25a51	150.714286	0	0	0	0	229	0	826	0
Gpsm1	150.571429	0	0	0	0	194	182	678	0
Shb	150.428571	0	0	0	0	383	252	418	0
Tlcd2	150.000000	0	0	0	0	526	0	524	0
Phf21b	150.000000	0	0	0	0	446	0	604	0
Zfp799	149.571429	0	0	0	0	250	0	797	0
Cd164	149.142857	0	0	0	0	401	125	518	0
Sdc4	148.714286	0	0	0	0	135	0	906	0
Tead1	148.571429	0	0	0	0	414	0	626	0
Pbk	148.571429	0	0	0	0	532	0	508	0
Opa3	148.571429	0	0	0	0	399	0	641	0
Invs	148.571429	0	0	0	0	130	0	910	0
Erp44	148.571429	0	0	0	0	130	0	910	0
B4galnt4	148.571429	0	0	0	0	188	0	852	0
Capns2	148.285714	0	0	0	0	165	0	873	0
Aftph	148.142857	0	0	0	0	407	0	630	0
Lrrc61	148.000000	0	0	0	0	278	206	552	0
Tpt1	147.571429	0	0	0	0	228	0	805	0
Mrpl1	147.428571	0	0	0	0	260	171	601	0
Ceacam5	147.428571	0	0	0	0	0	0	1032	0
Tnfsf13	147.142857	0	0	0	0	382	0	648	0
Senp3	147.142857	0	0	0	0	382	0	648	0
Pex14	147.000000	0	0	0	0	257	0	772	0
Npm3	147.000000	0	0	0	0	305	0	724	0
Fgf8	147.000000	0	0	0	0	305	0	724	0
P2ry13	146.857143	0	0	0	0	493	0	535	0
Olfr1340	146.428571	0	0	0	0	541	0	484	0
Gnat1	146.428571	0	0	0	0	499	96	430	0
Gm13276	146.285714	0	0	0	0	206	426	392	0
Leng8	146.000000	0	0	0	0	431	0	591	0
Tmem40	145.857143	0	0	0	0	407	0	614	0
Acin1	145.857143	0	0	0	0	294	0	727	0
Blvra	145.714286	0	0	0	0	260	117	643	0
Faiml	145.571429	0	0	0	0	0	0	1019	0
Cstb	145.571429	0	0	0	0	274	0	745	0
Cep70	145.571429	0	0	0	0	0	0	1019	0
Ccl24	145.571429	125	0	93	0	212	109	480	0
Krt8	145.428571	0	0	0	0	713	114	191	0
Hes1	145.428571	0	0	0	0	441	119	458	0
Ghitm	145.285714	0	0	0	0	542	0	475	0
Serpinh1	145.142857	0	0	0	0	471	0	545	0
Dsp	145.142857	0	0	0	0	293	0	723	0
Gm13277	145.000000	0	0	0	0	206	417	392	0
Rnf139	144.714286	0	0	0	0	259	0	754	0
Ube2e2	144.571429	0	0	0	0	325	199	488	0
Kdm7a	144.428571	0	0	0	0	313	119	579	0
Ltbp4	144.285714	0	0	0	0	194	0	816	0
Epc2	144.285714	0	0	0	0	568	105	337	0
Bicdl1	144.285714	0	0	0	0	642	0	368	0
Npepps	144.000000	0	0	0	0	249	153	606	0
Lmo7	144.000000	0	0	0	0	463	161	384	0
Nek7	143.714286	0	0	0	0	408	161	437	0
Dip2c	143.714286	0	0	0	0	363	97	546	0
Cfap45	143.571429	0	0	0	0	282	197	526	0
Tmem88	143.285714	0	0	0	0	318	107	578	0
Tmem106a	143.285714	0	0	0	0	460	157	386	0
Tm7sf3	143.285714	0	0	0	0	242	161	600	0
Lgals12	143.285714	0	0	0	0	392	0	611	0
Papola	143.000000	0	0	0	0	444	0	557	0
Mllt11	142.857143	0	0	0	0	439	0	561	0
Cdc42se1	142.857143	0	0	0	0	439	0	561	0
Zfp324	142.714286	0	0	0	0	349	192	458	0
Dstn	142.714286	0	0	0	0	367	0	632	0
Ctnnbip1	142.428571	0	0	0	0	344	0	653	0
Fbxl22	142.285714	0	0	0	0	267	121	608	0
Psat1	142.142857	0	0	0	0	181	0	814	0
Creb3l3	141.714286	0	0	0	0	378	211	403	0
St6galnac4	141.571429	0	0	0	0	0	0	991	0
Crb2	141.571429	0	0	0	0	347	0	644	0
Tex14	141.428571	0	0	0	0	390	163	437	0
Pdhb	141.428571	0	0	0	0	366	205	419	0
Fam107b	141.428571	0	0	0	0	302	243	445	0
Sstr3	141.285714	0	0	0	0	416	0	573	0
Elmo3	141.000000	0	0	0	0	352	190	445	0
Psmd1	140.571429	0	0	122	0	470	0	392	0
Fam13a	140.571429	0	0	0	0	286	152	546	0
Tex38	139.857143	0	0	0	0	284	0	695	0
Gm13286	139.857143	0	0	0	0	293	356	330	0
Atpaf1	139.857143	0	0	0	0	284	0	695	0
Vps8	139.714286	0	0	0	0	162	0	816	0
Toporsl	139.571429	0	0	0	0	574	0	403	0
Mrpl17	139.285714	0	0	0	0	301	0	674	0
Tmem102	139.142857	0	0	0	0	467	112	395	0
Fgf11	139.142857	0	0	0	0	467	112	395	0
Card10	139.142857	0	0	0	0	442	157	375	0
Cox7a1	139.000000	0	0	0	0	292	0	681	0
Parp16	138.428571	0	0	0	0	378	0	591	0
Slc27a1	138.285714	0	0	0	0	327	0	641	0
Ikbip	138.142857	0	0	0	0	268	169	530	0
Apaf1	138.142857	0	0	0	0	268	169	530	0
Zfp143	137.714286	0	0	0	0	461	92	411	0
Septin7	137.714286	0	0	0	0	486	157	321	0
Sema3b	137.571429	0	0	0	0	222	119	622	0
Gm13279	137.571429	0	0	0	0	276	452	235	0
Gm13278	137.571429	0	0	0	0	276	452	235	0
Tex2	137.428571	0	0	0	0	209	0	753	0
Gon4l	136.857143	0	0	0	0	486	238	234	0
Zfp870	136.714286	0	0	0	0	229	0	728	0
Ggnbp1	136.571429	0	0	0	0	317	0	639	0
Bak1	136.571429	0	0	0	0	317	0	639	0
Gm2a	136.142857	0	0	0	0	391	0	562	0
Smug1	136.000000	0	0	0	0	512	0	440	0
Dhx35	136.000000	0	0	0	0	451	0	501	0
Dcaf4	135.714286	0	0	0	0	372	0	578	0
Ddx19b	135.571429	0	0	0	0	281	0	668	0
Aars	135.571429	0	0	0	0	281	0	668	0
Abcc5	135.428571	0	0	184	132	417	0	215	0
Otud6b	135.285714	0	0	0	0	305	89	553	0
Map1lc3b	135.285714	0	0	0	0	256	215	476	0
Igf2bp3	135.000000	0	0	0	0	319	0	626	0
Abca8b	134.714286	0	0	0	0	381	0	562	0
6430571L13Rik	134.714286	0	0	0	0	0	0	943	0
Sirt7	134.428571	0	0	0	0	0	0	941	0
Acp5	134.428571	0	0	0	0	535	0	406	0
Slc25a42	134.285714	0	0	0	0	311	0	629	0
Rtn4rl2	134.285714	0	0	0	0	545	197	198	0
Rnf130	134.285714	0	0	0	0	288	0	652	0
Ifit3	134.285714	0	0	156	0	295	0	489	0
Chst12	134.285714	0	0	0	0	418	0	522	0
Syt11	134.142857	0	0	0	0	512	213	214	0
Tet2	134.000000	0	0	0	0	212	213	513	0
Myl6	134.000000	0	0	0	0	328	0	610	0
Magi2	134.000000	93	0	116	161	256	0	312	0
Pgls	133.714286	0	0	0	0	392	166	378	0
Niban3	133.714286	0	0	0	0	392	166	378	0
Arih2	133.428571	0	0	0	0	343	0	591	0
Endod1	133.000000	0	0	0	0	329	92	510	0
Kctd12	132.714286	0	0	0	0	216	0	713	0
Gm14296	132.714286	0	0	0	0	218	396	315	0
Wdr41	132.571429	0	114	178	107	204	0	325	0
Cabp1	132.428571	0	0	0	0	104	0	823	0
Resf1	132.285714	0	0	0	0	161	0	765	0
Gtf2h2	132.285714	0	0	181	0	223	120	402	0
Tmem107	132.142857	0	0	0	0	275	140	510	0
Spns2	132.142857	221	0	0	0	281	0	423	0
Kcnc3	132.142857	0	0	0	0	662	0	263	0
Rmdn2	131.857143	0	0	0	0	0	0	923	0
Wdfy3	131.571429	0	0	0	0	160	0	761	0
Tex26	131.571429	0	0	0	0	357	157	407	0
Snx32	131.428571	0	0	0	0	454	96	370	0
Ccnq	131.142857	0	0	0	0	0	0	918	0
Atp6v0a2	131.142857	0	0	0	0	330	0	588	0
Dhrs3	131.000000	0	0	0	0	327	141	449	0
Asmt	130.857143	240	181	194	301	0	0	0	0
Cc2d1b	130.714286	0	0	0	0	295	0	620	0
Zfp790	130.571429	0	0	0	0	373	0	541	0
Snx13	130.571429	0	0	0	0	481	0	433	0
Ruvbl1	130.142857	0	0	0	0	289	0	622	0
Gstm3	130.142857	148	0	0	0	363	0	400	0
Plvap	130.000000	0	0	0	0	160	154	596	0
Gls2	130.000000	0	0	0	0	419	0	491	0
Smim7	129.857143	0	0	0	0	270	0	639	0
Atxn7l3	129.857143	0	0	0	0	331	127	451	0
Akap12	129.285714	0	0	0	0	199	125	581	0
Xirp1	129.000000	0	0	0	0	545	0	358	0
Mxra8	128.857143	0	0	0	0	329	0	573	0
Renbp	128.714286	0	0	0	0	310	0	591	0
H13	128.714286	0	0	0	0	131	275	495	0
C1qtnf6	128.714286	0	0	0	0	165	0	736	0
Ugcg	128.571429	0	0	0	0	190	197	513	0
Tmem209	128.571429	88	0	0	0	335	0	477	0
Ssmem1	128.571429	88	0	0	0	335	0	477	0
Iqcf4	128.571429	0	0	0	0	170	0	730	0
Igf1r	128.285714	0	0	0	0	237	131	530	0
Olfr76	128.000000	0	0	0	0	378	0	518	0
Clp1	127.857143	0	0	0	0	320	0	575	0
Adra2a	127.857143	120	0	0	131	303	0	341	0
Eps8	127.714286	0	0	0	0	244	161	489	0
Castor2	127.714286	0	0	0	0	249	0	645	0
Slc38a10	127.571429	0	0	0	0	192	0	701	0
Prkca	127.285714	0	0	0	0	266	232	393	0
LOC115486427	127.285714	0	0	0	0	249	206	436	0
Zdhhc24	127.142857	0	0	0	0	460	0	430	0
Dhrs7	127.142857	0	0	0	0	402	0	488	0
Actn3	127.142857	0	0	0	0	460	0	430	0
Otud7a	126.857143	0	0	0	0	415	143	330	0
Nolc1	126.857143	0	0	0	0	237	0	651	0
Etv1	126.857143	0	0	0	0	471	149	268	0
Atf6	126.571429	0	0	0	0	293	163	430	0
Rgs3	126.428571	0	0	0	0	445	0	440	0
Hp1bp3	126.428571	0	0	0	0	366	0	519	0
Pard6b	126.142857	0	0	0	0	194	0	689	0
Phf2	126.000000	0	0	0	0	274	0	608	0
Gm7244	125.571429	0	0	0	0	468	109	302	0
Mfsd6l	125.428571	0	0	0	0	511	244	123	0
Gm14322	125.285714	0	0	0	0	206	324	347	0
Cwc25	125.285714	0	0	0	0	160	113	604	0
Deptor	125.142857	0	0	0	0	338	239	299	0
Ccdc174	125.142857	0	0	0	0	183	0	693	0
Sod2	125.000000	0	0	0	0	402	0	473	0
Mbd3	124.857143	0	0	0	0	398	0	476	0
Kcnk16	124.857143	0	0	0	0	296	124	454	0
Cdh13	124.857143	0	0	0	0	468	168	238	0
Zfp113	124.714286	0	0	0	0	234	0	639	0
Myog	124.714286	0	0	0	0	209	0	664	0
Scrt2	124.571429	0	0	0	0	514	0	358	0
Pgpep1	124.571429	0	0	0	0	432	0	440	0
Nqo1	124.571429	0	0	0	0	309	0	563	0
Fgd4	124.571429	0	0	0	0	407	0	465	0
Osbpl7	124.428571	0	0	0	0	494	0	377	0
Gip	124.428571	0	0	0	0	168	0	703	0
Zfp970	124.000000	0	0	0	0	344	187	337	0
Zfp119a	124.000000	0	0	0	0	296	0	572	0
Pecam1	124.000000	150	0	0	0	144	0	574	0
Hsd3b1	123.857143	0	0	0	0	132	0	735	0
Rangap1	123.714286	0	0	0	0	227	0	639	0
Dicer1	123.428571	0	0	0	0	256	171	437	0
Slc35f2	123.285714	0	0	0	0	284	0	579	0
Tpd52l2	123.142857	0	0	0	0	357	153	352	0
Abhd16b	123.142857	0	0	0	0	357	153	352	0
Josd1	123.000000	0	0	0	0	384	95	382	0
Hdlbp	123.000000	0	0	0	0	256	124	481	0
Gtpbp1	123.000000	0	0	0	0	384	95	382	0
Asl	123.000000	0	0	0	0	337	157	367	0
Sh3bgrl2	122.714286	0	0	0	0	279	0	580	0
Lrp8	122.714286	130	0	0	0	435	0	294	0
Slc43a2	122.571429	0	168	0	216	196	0	278	0
Phf23	122.428571	0	0	0	0	373	162	322	0
Gabarap	122.428571	0	0	0	0	373	162	322	0
Upf2	122.285714	0	0	0	0	145	227	484	0
Ahcyl2	122.285714	0	0	0	0	436	0	420	0
Masp2	122.142857	0	0	0	0	336	0	519	0
Lexm	122.142857	0	0	0	0	149	0	706	0
Agfg1	122.142857	0	0	0	0	396	146	313	0
Kmt5a	122.000000	0	0	0	0	327	146	381	0
Homer1	122.000000	0	0	0	0	366	0	488	0
Per2	121.857143	0	0	0	0	185	0	668	0
Abca5	121.714286	0	0	0	0	187	190	475	0
Pdk2	121.571429	0	0	0	0	0	0	851	0
L1td1	121.571429	0	0	0	0	304	0	547	0
Slc2a12	121.428571	0	0	0	0	551	299	0	0
Ascc3	121.428571	0	0	0	0	227	0	623	0
Sfxn1	121.285714	0	0	0	0	227	190	432	0
Nr1d1	121.285714	0	0	0	0	367	0	482	0
Iqank1	121.285714	0	0	0	0	215	0	634	0
Fam83h	121.285714	0	0	0	0	215	0	634	0
Rplp2	121.142857	0	0	0	0	342	0	506	0
Pidd1	121.142857	0	0	0	0	342	0	506	0
Chd7	121.142857	0	0	0	0	192	200	456	0
Ccdc88a	121.000000	0	0	0	0	162	152	533	0
Hsf4	120.857143	0	0	0	0	248	0	598	0
Fgfbp1	120.857143	0	0	0	0	316	0	530	0
Macrod1	120.714286	0	0	0	0	294	0	551	0
Wdr45b	120.571429	0	0	0	0	320	0	524	0
Mogat2	120.571429	0	0	0	0	0	0	844	0
Lca5l	120.428571	0	0	0	0	301	114	428	0
Gh	120.428571	0	0	0	0	390	0	453	0
Smurf1	120.285714	0	0	0	0	167	231	444	0
Nlrc3	120.285714	0	0	0	0	250	0	592	0
Slpi	120.142857	0	0	0	190	323	0	328	0
Plscr3	120.142857	0	0	0	0	239	0	602	0
Prune2	120.000000	0	0	0	0	0	0	840	0
Irf2bp1	119.857143	0	0	0	0	325	114	400	0
Cmtm4	119.857143	0	0	0	0	343	149	347	0
Actb	119.714286	0	0	0	0	0	0	838	0
Txlng	119.428571	0	0	0	0	192	152	492	0
Tbk1	119.285714	141	0	124	162	136	0	272	0
Snx10	119.285714	0	0	0	0	176	184	475	0
Rtn3	119.285714	0	0	0	0	376	0	459	0
Mcoln2	119.142857	117	0	0	0	202	0	515	0
Dmxl2	119.142857	0	0	0	0	258	93	483	0
Phip	119.000000	0	0	0	0	257	0	576	0
Ankle1	118.571429	0	0	0	0	243	0	587	0
Igf1	118.285714	220	0	0	117	210	0	281	0
Scn5a	118.142857	0	0	0	0	287	161	379	0
Parp1	118.142857	0	0	0	0	234	0	593	0
Thra	118.000000	0	0	0	0	419	158	249	0
Supt4a	118.000000	0	0	0	0	156	187	483	0
Ptprg	118.000000	0	0	0	0	215	155	456	0
Ppfibp2	117.857143	148	0	0	0	166	0	511	0
Zfp513	117.714286	0	0	0	0	221	0	603	0
BC024063	117.714286	0	0	0	0	361	144	319	0
Lama5	117.428571	0	0	0	0	584	80	158	0
9030025P20Rik	117.428571	0	0	0	0	222	0	600	0
Ptdss1	117.285714	0	0	149	0	165	0	507	0
Mterf3	117.285714	0	0	149	0	165	0	507	0
C330007P06Rik	117.285714	0	0	0	0	297	0	524	0
Ptprj	117.142857	0	0	0	0	497	0	323	0
Dst	117.142857	0	0	0	0	273	0	547	0
Bend6	117.142857	0	0	0	0	273	0	547	0
Ssbp3	117.000000	0	0	0	0	110	0	709	0
Wwp1	116.857143	0	0	0	0	273	65	480	0
Sfrp4	116.857143	0	0	0	0	475	0	343	0
Sema4g	116.857143	0	0	0	0	156	0	662	0
Esd	116.857143	0	0	0	0	162	0	656	0
Epdr1	116.857143	0	0	0	0	475	0	343	0
Esr1	116.714286	196	0	259	245	0	0	117	0
Tsen34	116.142857	0	0	0	0	285	0	528	0
Mboat7	116.142857	0	0	0	0	285	0	528	0
Elk1	116.142857	0	0	0	0	277	0	536	0
Selenop	115.857143	0	0	116	0	361	97	237	0
Tmem9	115.571429	0	0	0	0	424	0	385	0
Trmt1l	115.428571	0	0	0	0	297	0	511	0
Swt1	115.428571	0	0	0	0	297	0	511	0
Trpm1	115.142857	0	0	0	0	445	0	361	0
Nanp	115.142857	0	0	0	0	188	0	618	0
Ccdc88c	115.142857	0	0	0	0	307	233	266	0
Nuf2	115.000000	0	0	0	0	309	0	496	0
Samd4	114.857143	0	0	0	0	167	171	466	0
Hspb8	114.857143	0	0	0	0	0	0	804	0
Slc17a5	114.571429	0	0	0	180	372	0	250	0
Pithd1	114.571429	0	0	0	0	0	0	802	0
Dpp10	114.571429	0	0	0	0	317	0	485	0
Syde1	114.285714	0	0	0	0	0	0	800	0
Neurog1	114.142857	0	0	0	0	111	0	688	0
Igfbp5	114.142857	0	0	0	0	350	0	449	0
Tcf7l2	114.000000	0	0	0	0	289	0	509	0
S100a10	114.000000	0	0	0	0	432	0	366	0
Gga2	114.000000	0	0	0	0	222	0	576	0
Pip4p1	113.857143	0	0	0	0	253	0	544	0
Crmp1	113.714286	0	0	0	0	338	0	458	0
Txn1	113.571429	0	0	0	0	371	0	424	0
Ube2cbp	113.428571	0	0	0	0	259	80	455	0
Dop1a	113.428571	0	0	0	0	259	80	455	0
Sema4d	113.285714	0	0	0	0	172	169	452	0
Catip	113.285714	0	0	0	0	217	0	576	0
Casp8ap2	113.285714	0	0	0	0	194	0	599	0
Lgals9	113.142857	0	0	0	0	0	0	792	0
Sh2d7	112.857143	0	0	0	0	454	0	336	0
Psap	112.857143	0	0	0	0	327	0	463	0
Plk3	112.714286	93	0	0	0	179	0	517	0
Pex7	112.714286	0	0	0	0	344	145	300	0
Pcdh12	112.714286	0	0	0	0	196	0	593	0
Lrrc52	112.428571	0	0	0	0	437	0	350	0
Dcp1a	112.428571	0	0	0	0	245	0	542	0
Sqstm1	112.285714	0	0	0	0	288	0	498	0
Mea1	112.285714	0	0	0	0	245	138	403	0
Klhdc3	112.285714	0	0	0	0	245	138	403	0
Btbd2	112.285714	0	0	0	0	226	0	560	0
Sh3tc1	112.142857	0	0	0	0	213	0	572	0
Chuk	112.000000	0	0	0	0	373	0	411	0
Anxa7	112.000000	0	0	0	0	458	0	326	0
Zfp937	111.857143	0	0	0	0	342	0	441	0
Trim69	111.857143	0	0	0	0	262	0	521	0
Slc25a12	111.857143	0	0	0	0	204	94	485	0
Lpar1	111.857143	0	0	0	0	448	0	335	0
Ap1g1	111.857143	0	0	0	0	280	166	337	0
D630023F18Rik	111.428571	0	0	0	0	192	0	588	0
A630076J17Rik	111.428571	0	0	0	0	142	0	638	0
Slfn5	111.285714	0	0	0	0	320	0	459	0
Zfp959	111.142857	0	0	0	0	245	96	437	0
Sp2	111.000000	0	0	0	0	450	0	327	0
Ptar1	111.000000	0	0	0	0	179	152	446	0
Snx6	110.857143	0	0	0	0	370	0	406	0
Rock2	110.857143	0	0	0	0	500	0	276	0
Sgo1	110.714286	0	0	0	0	349	0	426	0
Cdsn	110.714286	0	0	0	0	464	133	178	0
Vgll3	110.571429	0	0	0	0	0	0	774	0
Cited2	110.571429	0	0	0	0	306	114	354	0
Dclre1c	110.428571	0	0	0	0	292	0	481	0
Shfl	110.142857	0	0	0	0	439	0	332	0
Boc	110.142857	0	0	0	0	227	0	544	0
Gaa	110.000000	0	0	0	0	131	0	639	0
Cep83	109.857143	0	0	0	0	319	0	450	0
Zfp112	109.714286	0	0	0	0	331	0	437	0
Lacc1	109.571429	0	0	0	0	320	0	447	0
Irgm2	109.571429	0	0	0	0	385	0	382	0
Eif4g2	109.571429	0	0	0	0	487	0	280	0
Ccdc122	109.571429	0	0	0	0	320	0	447	0
Mad1l1	109.285714	0	0	0	0	0	0	765	0
Grcc10	109.285714	0	0	0	0	171	106	488	0
Adsl	109.285714	0	0	0	0	233	212	320	0
Prmt7	109.142857	0	0	0	0	460	0	304	0
Ldhb	109.142857	0	0	0	0	267	133	364	0
Gpn3	109.142857	0	0	0	0	251	0	513	0
Fam216a	109.142857	0	0	0	0	251	0	513	0
Ttll12	108.857143	0	0	0	0	295	0	467	0
Pcx	108.857143	0	0	0	0	64	0	698	0
Eif4ebp1	108.857143	0	0	0	0	316	0	446	0
Cd4	108.857143	0	0	0	0	534	0	228	0
Atp6v0a1	108.714286	0	0	0	0	240	0	521	0
Usf2	108.571429	0	0	0	0	166	136	458	0
Calr4	108.571429	0	0	0	0	257	0	503	0
Kbtbd12	108.428571	0	0	0	0	150	0	609	0
Sdhaf3	108.285714	0	0	0	0	337	0	421	0
Anapc15	108.285714	0	0	0	0	236	140	382	0
Zfp781	108.142857	0	0	0	0	363	171	223	0
Uchl5	108.142857	0	0	0	0	209	141	407	0
Star	108.142857	0	0	0	0	166	0	591	0
Ro60	108.142857	0	0	0	0	209	141	407	0
Rasgrp3	108.142857	0	0	0	0	363	0	394	0
Gm32856	108.142857	0	0	0	0	201	0	556	0
Gm3055	108.142857	0	0	0	0	363	171	223	0
Fn1	108.142857	0	0	0	0	342	0	415	0
Cdkn1c	108.000000	0	0	0	0	424	0	332	0
Ppp2ca	107.714286	0	0	0	0	317	128	309	0
Ckap4	107.714286	0	0	0	0	0	0	754	0
9530053A07Rik	107.714286	0	0	0	0	171	0	583	0
Cd7	107.571429	0	0	0	0	263	0	490	0
C87436	107.571429	0	0	0	0	121	0	632	0
Slc50a1	107.285714	0	0	0	0	126	0	625	0
Dpm3	107.285714	0	0	0	0	126	0	625	0
Grin2d	106.857143	0	0	0	0	153	127	468	0
Angptl8	106.857143	0	0	0	0	424	0	324	0
Tmem87b	106.714286	0	0	0	0	280	133	334	0
Zfp119b	106.571429	0	0	0	0	266	92	388	0
Spats2	106.428571	0	0	0	0	360	0	385	0
Pfkl	106.428571	0	0	0	0	288	0	457	0
Gm3667	106.285714	0	0	0	0	120	218	406	0
Zfp971	106.142857	0	0	0	0	275	0	468	0
Mrvi1	106.142857	0	0	0	0	218	0	525	0
Atp6ap1	106.142857	0	0	0	0	316	0	427	0
Ubtfl1	106.000000	0	0	0	0	403	99	240	0
Pld2	106.000000	0	0	0	0	494	0	248	0
Naalad2	106.000000	0	0	0	0	403	99	240	0
H6pd	106.000000	0	0	0	0	391	176	175	0
Arhgap22	105.857143	0	0	0	0	295	0	446	0
Ube2e1	105.714286	0	0	0	0	338	0	402	0
Plxnb2	105.714286	0	0	0	0	184	0	556	0
Lifr	105.714286	0	0	0	0	341	0	399	0
Jun	105.714286	0	0	0	0	234	0	506	0
Arhgdib	105.714286	0	0	0	0	187	0	553	0
Triml1	105.428571	0	0	0	0	292	149	297	0
Rnase4	105.428571	0	0	0	0	0	0	738	0
Nek6	105.428571	0	0	0	0	217	135	386	0
Ang	105.428571	0	0	0	0	0	0	738	0
Tmem54	105.285714	0	0	0	0	171	137	429	0
Nfic	105.285714	0	0	0	0	331	0	406	0
Marchf3	105.000000	0	0	0	0	198	0	537	0
Tmem39b	104.857143	0	0	0	0	294	0	440	0
Il33	104.857143	0	0	0	0	332	0	402	0
Gmnc	104.857143	117	0	0	0	375	0	242	0
Cs	104.857143	0	0	0	0	267	0	467	0
Vps25	104.714286	0	0	0	0	222	0	511	0
Casp4	104.714286	153	0	87	0	357	0	136	0
Add3	104.714286	0	0	0	0	215	106	412	0
Slc19a3	104.428571	0	0	0	0	243	0	488	0
Ung	104.285714	0	0	0	0	292	0	438	0
Mycl	104.285714	0	0	0	0	247	144	339	0
Alkbh2	104.285714	0	0	0	0	292	0	438	0
Ipp	104.142857	0	0	0	0	176	0	553	0
Inip	104.142857	0	0	0	0	199	0	530	0
Xrcc5	104.000000	0	0	0	0	316	202	210	0
M6pr	103.714286	0	0	0	0	568	0	158	0
Zfp729a	103.571429	0	0	0	0	269	0	456	0
Smad5	103.571429	0	0	0	0	199	164	362	0
Slc9a1	103.571429	0	0	0	0	323	0	402	0
Psme4	103.571429	0	0	0	0	366	127	232	0
Mex3d	103.428571	0	0	0	0	365	114	245	0
Jph2	103.428571	0	0	0	0	167	133	424	0
Slc20a1	103.285714	0	0	0	0	147	0	576	0
Olfr1359	103.142857	0	0	0	0	366	0	356	0
Polr2e	103.000000	0	0	0	0	368	0	353	0
Ercc4	103.000000	0	0	0	0	265	0	456	0
Ell2	103.000000	0	0	0	0	256	0	465	0
Tsc2	102.857143	0	0	0	0	204	0	516	0
Thap1	102.857143	0	0	0	0	169	101	450	0
Nthl1	102.857143	0	0	0	0	204	0	516	0
Isy1	102.857143	0	0	0	0	121	0	599	0
Kcnk6	102.714286	112	0	0	0	130	0	477	0
Zfp975	102.571429	0	0	0	0	203	0	515	0
Spg7	102.571429	0	0	0	0	302	0	416	0
Rab18	102.428571	0	0	0	0	364	0	353	0
Cutc	102.428571	0	0	0	0	237	0	480	0
Cox15	102.428571	0	0	0	0	237	0	480	0
Steap1	102.285714	0	0	0	0	324	0	392	0
Ppp1r10	102.285714	0	0	0	0	357	0	359	0
Mrps18b	102.285714	0	0	0	0	357	0	359	0
Dnase1l3	102.285714	0	0	0	0	171	0	545	0
Csf2	102.285714	0	0	0	0	357	0	359	0
Cln5	102.142857	0	0	0	0	404	0	311	0
Zwint	102.000000	0	0	0	0	273	0	441	0
A4galt	101.857143	0	0	0	0	253	0	460	0
