Target_genes	Cbfb|Average	SRX184870|CD4+_T_cells	SRX5780109|CD4+_T_cells	SRX2527476|CD8+_T_cells	SRX2527477|CD8+_T_cells	SRX2527478|CD8+_T_cells	SRX5780111|CD8+_T_cells	SRX2389669|Embryonic_liver	SRX2389670|Embryonic_liver	SRX2389671|Embryonic_liver	SRX4676998|Innate_lymphoid_cells	SRX4676999|Innate_lymphoid_cells	SRX4677003|Innate_lymphoid_cells	SRX4677004|Innate_lymphoid_cells	SRX105447|L8057	SRX105451|L8057	SRX105457|Thymocytes	SRX105461|Thymocytes	SRX2389672|Thymocytes	SRX2389673|Thymocytes	SRX2389674|Thymocytes	SRX184869|Treg	STRING
Kmt2a	469.428571	0	396	239	0	241	506	938	265	966	252	447	142	0	840	485	0	0	1398	1184	1559	0	0
Pcmt1	469.190476	0	650	129	0	202	1087	370	316	1251	223	240	91	117	716	405	171	0	1252	1218	1415	0	0
Lats1	469.190476	0	650	129	0	202	1087	370	316	1251	223	240	91	117	716	405	171	0	1252	1218	1415	0	0
Nedd4	466.952381	0	1890	182	0	0	2402	324	367	865	131	193	0	0	498	270	142	0	838	798	906	0	0
Tm2d3	465.095238	0	758	165	0	308	1350	216	254	967	371	327	110	114	617	355	98	0	1122	1250	1385	0	0
Slc6a6	464.952381	0	926	0	0	125	1235	157	278	605	0	182	112	0	788	635	504	0	1559	1329	1329	0	0
Nudt1	464.952381	0	993	0	0	206	773	155	285	1198	259	233	153	0	918	670	129	0	1352	1149	1291	0	0
Dnajc10	464.952381	0	688	189	0	413	1404	262	574	999	204	402	142	161	971	488	0	0	895	806	1166	0	0
Paqr7	464.523810	0	1194	123	0	237	1984	127	288	523	142	113	0	0	265	193	201	0	1449	1478	1438	0	0
Mob3a	464.523810	0	1212	0	0	126	1538	684	504	1346	181	126	0	0	784	578	0	0	902	865	909	0	0
Izumo4	464.523810	0	1212	0	0	126	1538	684	504	1346	181	126	0	0	784	578	0	0	902	865	909	0	0
Ptcd2	463.809524	0	1202	0	0	277	983	123	116	742	300	358	173	0	462	434	110	0	1474	1225	1761	0	0
Mrps27	463.809524	0	1202	0	0	277	983	123	116	742	300	358	173	0	462	434	110	0	1474	1225	1761	0	0
Evl	463.666667	0	1287	0	0	171	1499	0	174	455	0	0	0	0	0	0	115	0	2241	2022	1773	0	0
Zc3h6	462.809524	0	661	132	0	243	921	184	363	958	227	450	219	219	841	559	93	0	1235	1211	1203	0	0
Shld1	462.047619	0	573	200	0	0	921	150	261	872	266	243	152	0	968	655	0	0	1349	1476	1617	0	0
Utp3	461.761905	0	1035	82	0	412	1081	97	0	807	241	281	141	0	930	485	229	0	1420	1052	1404	0	0
Fbrs	461.571429	0	818	0	0	0	1184	125	240	624	162	212	242	0	1596	1345	137	0	910	1173	925	0	0
Slc22a8	461.285714	0	252	0	0	0	345	165	386	771	0	0	0	0	840	726	162	0	2221	1891	1928	0	0
Seh1l	461.095238	0	826	294	0	130	1099	392	659	1130	257	281	161	119	431	273	185	0	1349	716	1381	0	0
Odf2l	461.095238	0	515	169	0	128	786	225	245	1086	417	321	171	222	945	551	0	0	1395	1132	1375	0	0
Tex14	460.714286	0	1039	520	0	268	915	407	414	1021	0	160	128	0	838	447	168	0	1160	1061	1129	0	0
Ints10	459.619048	0	562	0	0	0	1199	256	168	779	260	364	168	125	870	570	149	0	1699	1089	1394	0	0
Gm10710	459.523810	0	753	0	0	375	684	696	763	691	648	573	499	378	174	0	744	1041	574	580	477	0	0
Dchs2	459.523810	0	753	0	0	375	684	696	763	691	648	573	499	378	174	0	744	1041	574	580	477	0	0
Atf6	458.714286	0	844	0	0	124	546	246	247	1084	198	127	0	0	705	454	0	0	1994	1636	1428	0	0
Utp14b	458.523810	0	641	110	0	0	944	348	567	1361	188	254	0	106	1023	686	105	0	1110	970	1216	0	0
C9orf72	458.523810	0	797	259	0	439	886	295	388	685	190	336	0	94	955	611	184	0	1097	1113	1300	0	0
Acsl3	458.523810	0	641	110	0	0	944	348	567	1361	188	254	0	106	1023	686	105	0	1110	970	1216	0	0
Hjurp	458.476190	0	826	123	0	186	981	228	491	1073	205	145	203	178	630	397	104	0	1421	1179	1258	0	0
A730008H23Rik	458.476190	0	826	123	0	186	981	228	491	1073	205	145	203	178	630	397	104	0	1421	1179	1258	0	0
Gars	458.428571	0	1197	178	0	206	1297	277	486	853	214	273	122	183	579	383	142	0	1042	1090	1105	0	0
Bod1l	458.047619	0	1029	170	0	196	1290	275	432	1038	205	286	0	92	437	318	187	0	1299	1108	1257	0	0
Fth1	457.714286	0	982	180	0	241	1046	681	498	1551	355	192	145	164	592	330	147	0	889	752	867	0	0
Lyl1	457.190476	0	409	0	0	175	1291	293	602	739	410	351	307	315	1841	1232	0	0	556	798	282	0	0
Fpgs	456.571429	0	1066	0	0	0	907	154	214	598	246	299	162	198	1178	803	0	0	1271	1428	1064	0	0
Clptm1l	455.809524	0	851	136	0	189	891	465	441	1320	152	155	91	175	678	561	0	0	1318	943	1206	0	0
Csk	455.523810	0	1686	128	0	170	1742	154	255	826	222	296	99	0	481	421	121	0	995	998	972	0	0
Adipor1	455.095238	0	756	100	0	234	846	373	489	1175	129	236	193	117	953	519	0	0	1192	947	1298	0	0
Nfe2	454.285714	0	150	0	0	157	345	1106	1516	2144	0	0	0	0	1909	1519	0	0	259	169	266	0	0
Tmem65	453.523810	0	864	78	0	372	1140	615	731	1658	152	134	82	0	793	394	0	0	1042	733	736	0	0
Plekhg3	453.380952	0	589	0	0	237	1518	386	372	1139	438	329	225	312	1601	1202	0	0	414	401	358	0	0
Ppp3r1	452.000000	0	756	226	0	184	964	247	371	1017	357	337	200	161	617	597	160	0	1215	902	1181	0	0
Prpf40a	451.714286	0	1121	236	0	705	1190	88	111	484	327	371	137	152	513	349	156	0	1338	1008	1200	0	0
Arl6ip6	451.714286	0	1121	236	0	705	1190	88	111	484	327	371	137	152	513	349	156	0	1338	1008	1200	0	0
Cenpu	451.619048	0	640	0	0	0	1090	297	100	927	256	436	174	101	716	370	0	0	1600	957	1820	0	0
Dhrs7b	450.476190	0	846	0	0	0	851	193	147	799	193	219	0	0	802	699	0	0	1468	1579	1664	0	0
Brf2	449.809524	0	575	0	0	0	665	0	97	492	284	366	188	244	1321	830	0	0	1559	1256	1569	0	0
Rbm25	449.190476	0	1019	0	0	180	1154	156	93	614	242	137	170	138	277	340	0	0	1785	1334	1794	0	0
M6pr	448.428571	0	1053	0	0	127	1024	350	270	1103	314	349	0	213	229	202	76	0	1280	1429	1398	0	0
Hdac7	448.238095	0	1333	0	0	0	1243	0	0	158	0	0	0	0	863	601	410	0	1638	1830	1337	0	0
Sharpin	448.142857	0	946	149	0	103	967	224	331	834	190	171	160	160	1267	778	190	0	914	936	1091	0	0
Maf1	448.142857	0	946	149	0	103	967	224	331	834	190	171	160	160	1267	778	190	0	914	936	1091	0	0
Gm35339	448.142857	0	946	149	0	103	967	224	331	834	190	171	160	160	1267	778	190	0	914	936	1091	0	0
Rfx3	447.619048	0	1736	183	0	155	2111	90	135	303	0	0	0	0	282	268	255	0	1428	1291	1163	0	0
Zfp821	447.571429	0	1008	0	0	209	1334	186	0	564	190	381	0	0	540	540	153	0	1514	1328	1452	0	0
Parl	446.809524	0	915	0	0	152	1073	400	172	906	193	127	0	0	845	984	0	0	1190	917	1509	0	0
Brd7	446.238095	0	1059	0	0	470	1011	122	229	705	216	176	129	0	938	510	200	0	1392	1009	1205	0	0
Nsun4	445.238095	0	727	80	0	165	862	154	116	686	207	248	141	0	443	292	142	0	1835	1377	1875	0	0
Nrsn2	444.333333	0	328	0	0	259	1103	0	0	0	295	177	0	0	1150	1030	0	0	1648	1702	1639	0	0
Calm1	443.238095	0	972	166	0	143	733	382	207	715	245	335	186	189	1094	849	305	0	855	896	1036	0	0
Esyt2	442.952381	0	1090	122	0	289	1152	169	373	863	295	239	147	155	488	404	134	0	1140	1020	1222	0	0
AW549877	442.809524	0	556	124	0	171	683	395	460	1371	197	284	173	124	974	806	88	0	1063	728	1102	0	0
Isy1	442.476190	0	1477	0	0	131	1212	85	0	501	192	324	126	0	392	464	0	0	1623	1344	1421	0	0
Pmpca	442.000000	0	1144	168	0	250	1296	188	262	932	358	282	152	168	1003	752	0	0	791	719	817	0	0
Entr1	442.000000	0	1144	168	0	250	1296	188	262	932	358	282	152	168	1003	752	0	0	791	719	817	0	0
Mmaa	441.952381	0	1083	121	0	252	1262	142	179	830	228	244	0	98	569	299	107	0	1452	1137	1278	0	0
Slc33a1	440.714286	0	853	0	0	196	986	107	128	700	289	365	0	122	1179	787	215	0	1190	945	1193	0	0
Zfp41	440.523810	0	1018	0	0	276	1340	123	0	590	294	202	118	150	361	527	100	0	1567	1271	1314	0	0
Pkm	440.190476	0	1266	97	0	167	1331	269	346	783	294	305	140	97	465	251	136	0	1154	925	1218	0	0
Cdk5rap2	440.000000	0	607	0	0	118	944	239	387	960	316	316	230	203	328	184	0	0	1483	1288	1637	0	0
Cdc34	439.904762	0	775	0	0	135	1043	391	673	1199	223	332	204	172	310	299	236	0	1360	842	1044	0	0
Cbfa2t3	439.761905	0	0	0	0	0	478	612	906	1511	0	0	0	0	1713	1358	0	0	921	771	965	0	0
Ggt1	439.666667	0	986	0	0	172	1486	117	206	452	139	132	0	0	1051	759	129	0	1359	1166	1079	0	0
Mtf2	439.571429	0	1029	82	0	177	874	0	153	835	251	315	0	141	852	596	166	0	1374	1060	1326	0	0
Pramel12	439.380952	0	802	0	0	118	1107	174	0	869	226	221	145	121	837	735	228	0	1227	1134	1283	0	0
Cep350	439.142857	0	884	160	0	157	887	131	235	655	305	309	118	108	567	254	150	0	1562	1177	1563	0	0
Ggt7	438.523810	0	681	182	0	322	1097	257	534	969	272	327	152	141	561	465	137	0	1052	990	1070	0	0
Acss2	438.523810	0	681	182	0	322	1097	257	534	969	272	327	152	141	561	465	137	0	1052	990	1070	0	0
Zfp623	438.095238	0	607	65	0	0	796	493	495	1449	196	185	140	116	1373	994	103	0	1016	493	679	0	0
Il12rb1	437.857143	0	913	0	0	132	1459	0	320	502	224	0	0	0	436	0	210	0	1761	1794	1444	0	0
Slfn5	436.666667	0	1189	102	0	0	2104	108	191	501	0	0	0	0	132	107	0	0	1689	1556	1491	0	0
Pgls	436.619048	0	822	116	0	117	1109	277	362	1093	251	119	0	134	627	490	236	0	1257	1127	1032	0	0
Irf9	435.952381	0	858	0	0	0	1334	107	0	392	424	295	212	225	930	832	0	0	1298	1024	1224	0	0
Atp6v0a2	434.952381	0	1483	146	0	361	1190	150	369	577	241	217	0	0	640	212	175	0	1224	1246	903	0	0
Rbm33	434.380952	0	1221	0	0	278	1801	0	0	315	0	258	0	0	350	163	107	0	1661	1647	1321	0	0
Cfap20	433.714286	0	818	152	0	227	936	125	141	739	384	202	0	82	584	465	153	0	1633	1058	1409	0	0
Szt2	432.952381	0	856	60	0	169	879	219	331	849	193	279	0	0	669	629	225	0	1141	1189	1404	0	0
Med8	432.952381	0	856	60	0	169	879	219	331	849	193	279	0	0	669	629	225	0	1141	1189	1404	0	0
Zfp963	432.857143	0	627	152	0	223	1165	245	417	950	301	134	156	145	814	493	146	0	1081	924	1117	0	0
Triap1	432.666667	0	1124	147	0	227	1042	207	245	1175	237	273	173	124	899	578	109	0	918	715	893	0	0
Gatc	432.666667	0	1124	147	0	227	1042	207	245	1175	237	273	173	124	899	578	109	0	918	715	893	0	0
C2cd2	432.380952	0	763	173	0	0	789	380	606	1533	182	299	89	0	729	587	144	0	865	785	1156	0	0
Pik3cd	431.428571	0	958	0	0	337	1711	80	0	318	376	457	159	168	1201	656	0	0	943	888	808	0	0
Mdm2	430.857143	0	993	133	0	188	996	159	216	768	141	246	104	0	464	470	0	0	1309	1369	1492	0	0
Ly6c2	430.809524	0	1470	0	0	256	1720	0	0	0	0	0	0	0	0	0	153	0	1871	1777	1800	0	0
Def6	430.809524	0	1050	130	0	155	841	395	356	742	224	187	111	165	866	929	0	0	1004	1007	885	0	0
Proser1	430.666667	0	481	133	0	304	609	156	260	1840	417	344	151	0	510	274	222	0	885	751	1707	0	0
Nhlrc3	430.666667	0	481	133	0	304	609	156	260	1840	417	344	151	0	510	274	222	0	885	751	1707	0	0
Amz2	430.380952	0	1331	92	0	286	1405	202	252	879	162	185	0	105	470	355	207	0	1180	980	947	0	0
Garre1	430.285714	0	839	0	0	199	696	249	390	982	281	148	154	145	1167	579	216	0	1117	823	1051	0	0
Eapp	429.809524	0	835	488	0	0	899	292	485	729	186	219	0	0	428	308	152	0	1493	927	1585	0	0
Rgs14	429.333333	0	1000	0	0	0	1157	0	92	467	0	155	111	125	531	511	168	0	1848	1398	1453	0	0
Ly96	429.142857	0	1029	160	0	192	862	144	127	422	239	210	95	0	541	417	271	0	1585	1349	1369	0	0
Tmem203	429.095238	0	789	96	0	188	1070	269	356	1107	213	158	117	0	692	437	110	0	1245	891	1273	0	0
Ndor1	429.095238	0	789	96	0	188	1070	269	356	1107	213	158	117	0	692	437	110	0	1245	891	1273	0	0
Dmac1	428.523810	0	1043	0	0	166	1300	0	0	277	239	160	0	0	674	498	0	0	1681	1477	1484	0	0
Arl6ip1	428.476190	0	740	97	0	191	963	454	399	939	275	150	0	91	844	597	104	0	1264	856	1034	0	0
Rangap1	426.571429	0	1117	0	0	128	1142	190	134	493	186	253	0	0	779	521	154	0	1294	1194	1373	0	0
Gpn3	426.476190	0	998	0	0	141	1073	345	334	1402	177	154	105	0	383	372	243	0	1311	761	1157	0	0
Fam216a	426.476190	0	998	0	0	141	1073	345	334	1402	177	154	105	0	383	372	243	0	1311	761	1157	0	0
Flt3l	426.142857	0	346	0	0	115	650	448	513	1232	119	180	114	112	1139	1030	73	0	970	927	981	0	0
Prkab1	425.523810	0	677	130	0	254	1044	310	346	978	162	170	78	88	1046	960	112	0	1007	766	808	0	0
Ndufs7	425.476190	0	848	148	0	277	1177	135	153	745	378	302	89	244	683	391	106	0	1145	838	1276	0	0
Entpd5	423.952381	0	547	98	0	0	1095	218	179	575	191	181	0	0	679	746	192	0	1381	1532	1289	0	0
Bbof1	423.952381	0	547	98	0	0	1095	218	179	575	191	181	0	0	679	746	192	0	1381	1532	1289	0	0
Lims1	423.571429	0	311	0	0	81	507	311	442	940	212	150	0	0	1649	1329	0	0	850	925	1010	178	0
Prkd2	423.476190	0	908	0	0	252	1661	119	164	393	232	162	0	0	880	249	0	0	1360	1356	1157	0	0
Lin54	423.190476	0	1487	0	0	99	1374	224	134	888	146	215	253	310	509	291	0	0	941	1053	963	0	0
Cgref1	423.095238	0	396	161	0	121	915	284	391	909	187	284	146	193	773	391	125	0	1469	1049	1091	0	0
Abhd1	423.095238	0	396	161	0	121	915	284	391	909	187	284	146	193	773	391	125	0	1469	1049	1091	0	0
Anapc11	422.666667	0	617	0	0	165	832	144	176	807	0	174	0	91	240	242	164	0	1820	1799	1605	0	0
Alyref	422.666667	0	617	0	0	165	832	144	176	807	0	174	0	91	240	242	164	0	1820	1799	1605	0	0
Tsc22d4	422.238095	0	612	0	0	131	945	332	293	775	184	213	149	69	1077	912	203	0	1046	989	937	0	0
Nyap1	422.238095	0	612	0	0	131	945	332	293	775	184	213	149	69	1077	912	203	0	1046	989	937	0	0
Cmah	422.047619	0	471	0	0	113	858	374	496	1103	0	0	0	0	429	528	134	0	1528	1405	1424	0	0
Actr3	421.952381	0	729	74	0	166	742	177	280	964	291	233	196	180	656	706	251	0	1112	932	1172	0	0
Zfp142	421.714286	0	829	98	0	98	880	118	78	414	279	0	0	0	555	300	180	0	1787	1607	1633	0	0
Bcs1l	421.714286	0	829	98	0	98	880	118	78	414	279	0	0	0	555	300	180	0	1787	1607	1633	0	0
Usf1	421.666667	0	685	0	0	243	1189	144	191	778	190	311	99	84	493	390	87	0	1232	1237	1502	0	0
Olfr525	421.523810	0	474	0	0	0	1154	0	0	0	270	233	130	164	0	0	103	0	2321	1905	2098	0	0
Sec24b	421.476190	0	769	192	0	132	844	184	129	472	0	0	0	0	223	199	230	0	1924	1839	1714	0	0
Apol9a	421.476190	0	1854	0	0	0	2036	0	0	0	307	352	298	165	156	0	0	0	1351	1222	1110	0	0
Arpc2	421.238095	0	1140	115	0	370	1174	194	222	642	300	276	0	136	749	460	134	0	1013	970	951	0	0
Itgb1bp1	420.952381	0	930	0	0	174	1095	209	235	1038	312	336	223	220	630	450	206	107	912	698	1065	0	0
Cpsf3	420.952381	0	930	0	0	174	1095	209	235	1038	312	336	223	220	630	450	206	107	912	698	1065	0	0
Dohh	420.666667	0	584	0	0	175	940	301	424	1046	134	193	147	0	1121	900	0	0	1041	757	1071	0	0
Sfxn5	420.523810	0	1012	0	0	127	996	342	289	1069	257	172	191	174	723	365	0	0	1115	944	1055	0	0
Zbtb7b	419.761905	0	375	0	0	0	259	154	176	418	0	0	0	0	991	537	318	0	1840	2075	1672	0	0
Nuf2	419.666667	0	938	0	0	164	1186	126	0	645	169	269	0	0	492	325	136	0	1811	1009	1543	0	0
Kctd5	418.904762	0	881	73	0	0	792	180	125	753	183	151	161	184	1489	964	0	0	1050	839	972	0	0
Tram1	418.809524	0	668	113	0	279	973	172	209	683	180	207	0	130	535	268	165	0	1385	1463	1365	0	0
Nus1	418.238095	0	979	0	0	222	1077	262	417	1237	210	123	0	0	743	296	0	0	1170	954	1093	0	0
Fam166b	417.904762	0	1015	0	0	0	1070	0	0	0	0	0	0	0	0	0	378	0	2169	2144	2000	0	0
Hinfp	417.428571	0	834	0	0	187	946	137	203	1000	195	321	87	0	884	748	0	0	1197	934	1093	0	0
Slc3a2	417.380952	0	1206	175	0	246	1761	144	145	588	334	199	0	128	182	215	210	0	1078	1162	992	0	0
Kdm5c	416.857143	0	768	0	0	0	1059	0	0	466	268	553	156	83	623	138	208	0	1780	1180	1472	0	0
Birc2	416.190476	0	803	218	0	199	1499	313	409	1178	244	280	98	116	499	385	151	0	814	751	783	0	0
Psma6	415.619048	0	936	106	0	144	1236	341	459	1231	173	127	135	136	660	391	0	0	936	609	1108	0	0
Nsmce1	413.952381	0	1174	109	0	230	1483	184	157	595	181	209	90	91	452	306	197	0	1144	1143	948	0	0
Mtpap	413.857143	0	1242	0	0	0	1092	229	238	1406	163	105	0	0	577	353	144	0	1122	707	1313	0	0
Syne3	413.714286	0	841	105	0	104	1140	263	285	662	266	233	171	229	908	495	165	0	986	820	1015	0	0
Pex3	412.666667	0	612	0	0	109	810	213	137	653	235	243	105	162	603	442	196	0	1666	1079	1401	0	0
Adat2	412.666667	0	612	0	0	109	810	213	137	653	235	243	105	162	603	442	196	0	1666	1079	1401	0	0
Cbl	411.190476	0	1021	0	0	178	1271	162	113	383	0	153	94	0	321	270	152	0	1440	1771	1306	0	0
Ldlrad4	411.000000	0	970	0	0	0	1618	0	140	444	440	446	281	225	222	207	114	0	1365	1105	1054	0	0
Tha1	410.761905	0	1043	238	0	0	2047	0	0	0	0	0	0	0	97	236	237	0	1516	1748	1464	0	0
Mob4	410.714286	0	705	187	0	227	772	111	149	643	158	234	165	73	1162	788	160	0	1150	847	1094	0	0
Tspyl4	408.857143	0	909	100	0	270	906	108	184	547	243	318	106	0	0	0	121	0	1701	1462	1611	0	0
Kmt2e	408.809524	0	1079	160	0	301	969	365	474	946	255	303	132	69	839	655	0	0	696	647	695	0	0
Rpl37	408.761905	0	636	0	0	233	935	335	427	788	241	248	101	94	671	508	155	0	1259	887	1066	0	0
Zfp148	408.428571	0	1198	154	0	148	1039	201	0	698	227	267	0	122	392	297	248	0	1302	1064	1220	0	0
Thoc1	407.904762	0	426	102	0	369	886	145	178	841	287	270	197	0	581	379	181	0	1319	964	1441	0	0
Exd2	407.571429	0	881	0	0	92	1088	205	191	619	160	0	0	153	837	577	169	0	1567	836	1184	0	0
Pou2f2	407.047619	0	1076	0	0	95	640	148	0	469	309	219	131	134	807	749	0	0	1517	1113	1141	0	0
Hdlbp	406.809524	261	681	72	0	137	585	162	136	592	103	110	76	0	970	507	0	0	1382	1198	1273	298	0
Epg5	406.523810	0	1292	0	0	118	1338	296	216	991	226	161	0	0	299	297	0	0	1203	882	1218	0	0
Telo2	406.285714	0	457	0	0	0	623	0	116	595	186	211	0	70	938	729	118	0	1610	1264	1615	0	0
Ptx4	406.285714	0	457	0	0	0	623	0	116	595	186	211	0	70	938	729	118	0	1610	1264	1615	0	0
Snrnp200	405.761905	0	535	0	0	0	811	0	0	756	203	282	0	0	771	725	97	0	1318	1045	1978	0	0
1810024B03Rik	405.761905	0	535	0	0	0	811	0	0	756	203	282	0	0	771	725	97	0	1318	1045	1978	0	0
Kptn	405.190476	0	459	0	0	132	1027	107	116	616	224	235	0	103	661	588	0	0	1511	1146	1584	0	0
Atg7	404.857143	0	543	0	0	220	925	151	137	912	205	221	196	175	758	574	222	0	1108	941	1214	0	0
Art2b	404.571429	0	2279	0	0	145	2575	0	0	0	0	131	0	0	0	0	0	0	1246	991	1129	0	0
Ift57	404.142857	0	679	412	0	109	867	161	254	788	250	213	107	135	883	519	0	0	1114	860	1136	0	0
Gtdc1	403.714286	0	924	231	0	542	1058	203	350	1012	311	410	68	107	830	631	130	0	455	638	578	0	0
Pym1	403.523810	0	1440	0	0	0	1477	0	146	309	84	124	0	0	370	216	146	168	1310	1587	1097	0	0
Dgka	403.523810	0	1440	0	0	0	1477	0	146	309	84	124	0	0	370	216	146	168	1310	1587	1097	0	0
Arnt	402.523810	0	713	101	0	162	883	317	458	1235	177	370	0	0	789	502	0	0	996	608	1142	0	0
Rab8a	401.857143	0	789	137	0	215	946	165	98	664	212	200	0	0	958	342	244	0	1227	1072	1170	0	0
Psmd7	401.571429	0	536	267	0	286	729	274	331	779	387	191	173	135	836	483	0	0	1269	637	1120	0	0
P2rx7	400.904762	0	759	0	0	137	1663	0	126	388	0	0	0	0	551	449	0	0	1714	1276	1356	0	0
8030462N17Rik	400.619048	0	1113	0	0	194	1037	248	136	513	375	312	154	153	564	389	151	0	1085	918	1071	0	0
Lmbr1l	400.571429	0	813	130	0	170	1029	436	309	987	250	201	123	123	284	238	0	0	1306	921	1092	0	0
Uchl5	400.428571	0	991	108	0	402	1243	236	305	702	0	196	0	0	513	388	167	0	1233	843	1082	0	0
Ro60	400.428571	0	991	108	0	402	1243	236	305	702	0	196	0	0	513	388	167	0	1233	843	1082	0	0
Erlin2	400.380952	0	789	0	0	179	991	148	0	795	252	200	207	224	657	347	169	0	1411	903	1136	0	0
Rgs2	400.238095	0	1339	0	0	0	955	172	321	896	426	556	282	252	913	614	0	0	600	475	604	0	0
Ppp1r11	399.857143	0	1105	132	0	127	896	154	127	724	374	422	249	223	469	266	199	0	947	936	1047	0	0
Ubox5	399.380952	0	1114	0	0	238	767	359	315	918	163	0	0	0	530	362	176	0	1310	910	1225	0	0
Fastkd5	399.380952	0	1114	0	0	238	767	359	315	918	163	0	0	0	530	362	176	0	1310	910	1225	0	0
Zfp870	399.190476	0	807	0	0	0	595	0	137	283	145	168	0	0	0	0	207	0	2243	1956	1842	0	0
Unk	397.952381	0	888	244	0	301	1068	140	0	745	225	226	98	151	496	431	147	0	1055	956	1186	0	0
Tspan32	397.952381	0	923	148	0	306	1300	528	744	1295	216	239	0	0	727	585	0	0	396	586	364	0	0
Fam161b	397.666667	0	643	0	0	101	971	121	0	692	208	209	0	144	468	384	0	0	1374	1171	1865	0	0
Coq6	397.666667	0	643	0	0	101	971	121	0	692	208	209	0	144	468	384	0	0	1374	1171	1865	0	0
Arih2	397.476190	0	851	165	0	173	906	183	233	811	286	260	0	0	836	570	0	0	1019	890	1164	0	0
Casp8	397.428571	0	1082	0	0	0	1303	0	0	198	142	141	0	0	629	410	95	0	1232	1575	1539	0	0
Pcbp2	395.714286	0	1001	142	0	123	758	182	0	692	137	286	0	0	382	268	0	0	1387	972	1980	0	0
Ist1	394.952381	0	744	0	0	209	926	186	0	564	190	381	0	0	540	540	153	0	1425	984	1452	0	0
Tjp3	394.761905	0	761	0	0	127	952	242	180	922	294	372	128	0	584	502	0	0	1068	894	1264	0	0
Morc3	394.285714	0	697	108	0	267	1015	141	134	488	372	291	226	157	964	549	0	0	1062	743	1066	0	0
Oasl1	393.857143	0	172	0	722	624	190	792	580	724	445	344	394	362	487	240	0	0	569	719	524	383	0
E130309D02Rik	393.761905	0	1063	0	0	213	1043	185	198	661	338	279	138	147	404	291	0	0	1155	859	1295	0	0
Atp6v0a4	393.619048	0	1566	141	0	0	2870	0	0	0	0	0	0	0	0	0	0	0	1175	1172	1342	0	0
Gorasp2	393.190476	0	892	0	0	163	1063	209	163	935	184	218	58	0	464	341	201	0	1350	745	1271	0	0
Rilpl2	393.142857	0	1302	0	0	251	1738	186	289	778	120	124	0	0	431	284	121	0	1010	803	819	0	0
Inpp5k	392.333333	0	1239	0	0	211	1280	273	289	963	196	186	0	0	374	130	103	0	1274	832	889	0	0
Ost4	392.000000	0	618	93	0	118	647	234	362	819	0	119	0	0	483	365	0	0	1623	1372	1379	0	0
Map3k20	391.857143	0	1229	0	0	0	1396	0	0	0	0	0	0	0	0	0	118	0	1879	1940	1667	0	0
Rpl27	391.047619	0	990	0	0	149	1068	86	0	517	191	234	0	0	276	175	0	0	1414	1087	2025	0	0
Mmp14	390.952381	0	472	0	0	0	603	294	536	767	203	361	145	117	849	774	163	0	1055	822	1049	0	0
Myo18a	390.904762	0	948	0	0	82	1408	0	0	196	0	0	0	0	460	427	198	0	1575	1515	1400	0	0
Dhx8	390.285714	0	895	0	0	118	946	128	0	618	0	218	0	137	201	138	0	0	1644	1268	1885	0	0
Armc7	390.190476	0	817	129	0	506	1373	191	290	644	339	208	71	137	628	405	0	0	922	857	677	0	0
Wwox	389.809524	0	501	0	216	143	885	200	262	487	209	205	216	229	590	371	190	188	1122	638	1240	294	0
Efcab2	389.571429	0	736	186	0	337	1053	105	415	573	459	301	0	0	581	325	165	0	1109	927	909	0	0
Tatdn2	389.142857	0	719	0	0	201	1287	156	228	657	165	148	85	0	711	546	0	0	1241	996	1032	0	0
Gpaa1	388.904762	0	690	0	0	0	1124	0	129	645	172	305	193	148	978	677	0	0	1119	1066	921	0	0
Exosc4	388.904762	0	690	0	0	0	1124	0	129	645	172	305	193	148	978	677	0	0	1119	1066	921	0	0
Rhot1	388.714286	0	1564	0	0	136	1151	294	240	1181	170	0	0	0	100	83	104	0	1152	874	1114	0	0
Tmf1	388.190476	0	884	166	0	194	939	260	192	939	177	183	0	117	438	471	177	0	958	846	1211	0	0
Vps26c	387.952381	0	677	192	0	355	914	238	252	813	260	193	130	96	874	447	237	0	931	690	848	0	0
Atg5	387.809524	0	721	0	0	146	1095	169	180	1243	314	291	179	0	505	343	0	0	1248	702	1008	0	0
Tnrc6a	387.190476	0	665	108	0	211	519	288	368	924	253	245	0	0	678	557	126	0	972	843	1374	0	0
Pradc1	387.142857	0	904	76	0	177	922	314	204	823	208	222	93	78	502	328	158	0	1122	821	1178	0	0
Cct7	387.142857	0	904	76	0	177	922	314	204	823	208	222	93	78	502	328	158	0	1122	821	1178	0	0
Hsd11b1	386.952381	0	903	0	0	164	1028	0	0	0	297	302	0	0	0	0	158	0	1824	1626	1824	0	0
Batf	386.619048	0	1067	0	0	101	1222	0	0	278	238	119	101	159	0	0	169	0	1478	1481	1706	0	0
Ciao2b	386.000000	0	914	0	0	100	1445	122	152	943	145	250	0	116	778	361	0	0	1097	823	860	0	0
Gcnt2	385.857143	0	510	0	0	168	839	0	0	426	189	0	0	0	162	0	183	0	1994	1802	1830	0	0
Eya2	385.000000	0	1270	0	0	0	1100	0	157	319	353	169	142	190	411	238	0	0	1255	1298	1183	0	0
Atf4	385.000000	0	536	318	0	260	861	128	0	352	191	145	0	154	489	376	0	0	1325	1054	1896	0	0
