Target_genes	Sox4|Average	SRX337568|B_cells	SRX2974918|EML_	SRX4791025|Keratinocytes	SRX4791026|Keratinocytes	SRX4802721|Neural_Stem_Cells	SRX1149735|Pancreatic_cancer_cell_lines	SRX14296655|Synoviocytes	SRX14296656|Synoviocytes	STRING
Vangl2	108.000000	98	0	0	416	350	0	0	0	0
Gins1	108.000000	266	0	0	362	236	0	0	0	0
N6amt1	107.875000	0	0	0	64	799	0	0	0	0
Hmgn1	107.750000	0	0	0	158	704	0	0	0	0
Zfp90	107.625000	0	0	0	190	671	0	0	0	0
Rbl1	107.625000	91	0	0	133	543	94	0	0	0
Ninl	107.625000	0	0	0	309	552	0	0	0	0
Wiz	107.375000	0	0	0	95	764	0	0	0	0
Lrp12	107.375000	0	0	0	146	713	0	0	0	0
Eif4h	107.375000	0	0	0	246	613	0	0	0	0
Cacfd1	107.375000	0	0	0	185	674	0	0	0	0
Vars	107.000000	116	0	0	0	740	0	0	0	0
Phrf1	107.000000	0	0	0	138	718	0	0	0	0
D17H6S56E-5	107.000000	116	0	0	0	740	0	0	0	0
Nap1l4	106.625000	59	0	0	202	592	0	0	0	0
Hnrnpdl	106.375000	117	0	0	125	609	0	0	0	0
Enoph1	106.375000	117	0	0	125	609	0	0	0	0
Atxn3	106.000000	0	0	0	0	848	0	0	0	0
Rbm39	105.875000	0	0	0	235	612	0	0	0	0
Atrx	105.875000	0	0	0	149	698	0	0	0	0
Pfkfb3	105.750000	0	0	0	233	613	0	0	0	0
Cep120	105.750000	174	0	0	207	355	110	0	0	0
Copz1	105.250000	227	0	238	0	187	190	0	0	0
Stx16	105.125000	0	0	0	304	427	110	0	0	0
Slc4a7	105.125000	0	0	0	175	666	0	0	0	0
Pacc1	104.875000	196	0	0	128	515	0	0	0	0
Dync1h1	104.750000	0	0	0	116	722	0	0	0	0
Ddx39b	104.750000	0	0	0	0	838	0	0	0	0
Ints7	104.500000	0	0	0	0	836	0	0	0	0
Dtl	104.500000	0	0	0	0	836	0	0	0	0
Ptbp2	104.375000	107	0	0	243	485	0	0	0	0
Nudt3	104.375000	0	0	0	207	628	0	0	0	0
Cxcl11	104.375000	0	0	0	835	0	0	0	0	0
Cbx1	104.250000	132	0	0	225	366	111	0	0	0
Kdm2b	104.125000	0	0	0	117	716	0	0	0	0
Hnrnpr	104.125000	136	0	0	111	586	0	0	0	0
Kdm5b	104.000000	0	0	0	204	628	0	0	0	0
Iqcc	104.000000	0	0	0	0	832	0	0	0	0
Ccdc28b	104.000000	0	0	0	0	832	0	0	0	0
Mad2l2	103.875000	0	0	0	0	831	0	0	0	0
Draxin	103.875000	0	0	0	0	831	0	0	0	0
Bend3	103.875000	0	0	0	108	723	0	0	0	0
Cdca4	103.750000	137	0	0	110	583	0	0	0	0
Zbtb8os	103.125000	96	0	0	212	517	0	0	0	0
Rbbp4	103.125000	96	0	0	212	517	0	0	0	0
Med24	103.125000	0	0	0	0	825	0	0	0	0
Cyb5r4	103.125000	0	0	0	678	147	0	0	0	0
Uba52	103.000000	0	0	0	0	824	0	0	0	0
Rex1bd	103.000000	0	0	0	0	824	0	0	0	0
H4f16	103.000000	80	0	0	0	638	106	0	0	0
H2aj	103.000000	80	0	0	0	638	106	0	0	0
Bptf	102.875000	108	0	0	99	616	0	0	0	0
Sart3	102.750000	0	0	0	0	822	0	0	0	0
Kdm3a	102.750000	0	0	0	0	822	0	0	0	0
Iscu	102.750000	0	0	0	0	822	0	0	0	0
Foxj1	102.750000	0	0	0	0	822	0	0	0	0
Cipc	102.625000	90	0	0	0	731	0	0	0	0
Zfp644	102.500000	0	0	0	149	671	0	0	0	0
Polb	102.375000	0	0	0	101	718	0	0	0	0
Marchf9	102.250000	0	0	0	63	755	0	0	0	0
Cdk4	102.250000	0	0	0	63	755	0	0	0	0
Psmc6	102.125000	0	0	0	0	817	0	0	0	0
Gtpbp4	102.125000	104	0	0	0	713	0	0	0	0
Amotl1	102.125000	149	0	0	187	403	78	0	0	0
Nrf1	102.000000	0	0	0	194	622	0	0	0	0
Zfp773	101.875000	0	0	0	0	815	0	0	0	0
Gtf2b	101.375000	0	0	0	71	740	0	0	0	0
Hdgf	101.250000	177	0	0	181	305	147	0	0	0
Hlcs	101.125000	0	0	0	0	809	0	0	0	0
Fbln1	101.125000	0	0	120	689	0	0	0	0	0
Ankar	101.125000	0	0	188	175	0	263	0	183	0
Pik3r3	100.875000	0	0	0	253	427	127	0	0	0
Brwd1	100.875000	0	0	0	166	545	96	0	0	0
Nono	100.750000	109	0	0	389	184	124	0	0	0
Traf3	100.500000	0	0	0	201	603	0	0	0	0
Slc35e2	100.500000	0	0	0	0	804	0	0	0	0
Psmd5	100.500000	0	0	0	147	657	0	0	0	0
D830031N03Rik	100.500000	153	0	0	178	473	0	0	0	0
Cutal	100.500000	0	0	0	147	657	0	0	0	0
Rpl21	100.375000	0	0	0	0	803	0	0	0	0
Dot1l	100.375000	0	0	0	115	688	0	0	0	0
Ythdc1	99.750000	0	0	0	143	655	0	0	0	0
Tmem131l	99.125000	0	0	0	104	689	0	0	0	0
Brd4	99.125000	0	0	0	0	793	0	0	0	0
Mex3b	99.000000	150	0	0	305	211	126	0	0	0
Rpl7a	98.875000	0	0	0	126	665	0	0	0	0
Med22	98.875000	0	0	0	126	665	0	0	0	0
Ireb2	98.875000	104	0	0	254	357	76	0	0	0
Set	98.750000	115	0	0	148	527	0	0	0	0
Utp18	98.500000	0	0	0	0	788	0	0	0	0
Ppp1r14b	98.500000	86	0	0	210	360	132	0	0	0
Mbtd1	98.500000	0	0	0	0	788	0	0	0	0
Fkbp2	98.500000	86	0	0	210	360	132	0	0	0
Fbxl22	98.500000	0	0	0	92	696	0	0	0	0
Vgll4	98.375000	162	0	0	324	301	0	0	0	0
Tex45	98.375000	84	0	0	239	348	116	0	0	0
Pex11g	98.375000	84	0	0	239	348	116	0	0	0
Plekha3	98.125000	144	0	0	0	524	117	0	0	0
Fkbp7	98.125000	144	0	0	0	524	117	0	0	0
Zfp105	97.875000	0	0	0	0	783	0	0	0	0
Zfp397	97.625000	0	0	0	249	448	84	0	0	0
Pfn4	97.375000	0	0	0	0	779	0	0	0	0
Nphp1	97.375000	0	0	0	0	779	0	0	0	0
Mtln	97.375000	0	0	0	0	779	0	0	0	0
Tmem223	97.250000	99	0	0	101	578	0	0	0	0
Tmem179b	97.250000	99	0	0	101	578	0	0	0	0
Alg8	97.250000	0	0	0	0	778	0	0	0	0
Tjp2	97.125000	0	0	0	530	247	0	0	0	0
Smarcd3	97.125000	0	0	0	0	777	0	0	0	0
Ptges2	97.125000	0	0	0	0	777	0	0	0	0
Arid1b	97.125000	104	0	0	190	483	0	0	0	0
Fads1	97.000000	0	0	0	139	637	0	0	0	0
Rbm12	96.625000	0	0	0	199	574	0	0	0	0
N4bp2	96.625000	96	0	0	291	386	0	0	0	0
Cpne1	96.625000	0	0	0	199	574	0	0	0	0
Ehmt1	96.250000	0	0	0	172	598	0	0	0	0
Ccdc9b	96.125000	0	0	0	530	239	0	0	0	0
Ash2l	96.000000	0	0	0	131	637	0	0	0	0
1110004F10Rik	95.875000	0	0	0	216	551	0	0	0	0
Trim29	95.750000	0	0	0	766	0	0	0	0	0
Knl1	95.750000	0	0	0	0	699	67	0	0	0
Rpl24	95.500000	0	0	0	0	764	0	0	0	0
Atg9b	95.375000	0	0	0	313	343	107	0	0	0
Abcb8	95.375000	0	0	0	313	343	107	0	0	0
Tmem41b	95.250000	207	0	0	200	272	83	0	0	0
Napepld	95.250000	0	0	0	90	672	0	0	0	0
Tmed4	95.125000	0	0	0	0	761	0	0	0	0
Tgif2	94.625000	133	0	0	265	359	0	0	0	0
Kcnn1	94.250000	0	0	0	324	430	0	0	0	0
Pank2	94.125000	0	0	0	93	660	0	0	0	0
Hnrnpc	94.125000	0	0	0	0	753	0	0	0	0
Msi1	94.000000	0	0	0	0	752	0	0	0	0
Ss18l1	93.875000	144	0	0	283	324	0	0	0	0
Psma7	93.875000	144	0	0	283	324	0	0	0	0
Gsto1	93.875000	0	0	0	490	261	0	0	0	0
Snrnp35	93.750000	0	0	0	162	588	0	0	0	0
Heatr6	93.750000	0	0	0	0	750	0	0	0	0
Rccd1	93.625000	0	0	0	0	749	0	0	0	0
Chordc1	93.500000	183	0	0	411	154	0	0	0	0
Arl2	93.375000	0	0	0	0	747	0	0	0	0
Snrpa	93.250000	0	0	0	87	659	0	0	0	0
Rsrp1	93.250000	0	0	0	0	746	0	0	0	0
Mafb	93.250000	0	0	0	318	428	0	0	0	0
Eif1b	93.250000	0	0	0	0	746	0	0	0	0
BC024978	93.250000	0	0	0	87	659	0	0	0	0
Basp1	93.125000	0	0	0	180	565	0	0	0	0
Txnl4a	93.000000	0	0	0	187	557	0	0	0	0
Sec63	93.000000	0	0	0	190	554	0	0	0	0
Gm16286	93.000000	0	0	0	187	557	0	0	0	0
Man1b1	92.875000	0	0	0	204	539	0	0	0	0
S1pr2	92.750000	0	0	0	331	253	158	0	0	0
Pnrc1	92.500000	114	0	0	213	413	0	0	0	0
Lsm8	92.500000	0	0	0	0	740	0	0	0	0
Ankrd10	92.250000	0	0	0	94	644	0	0	0	0
Dhx15	92.125000	160	0	0	253	324	0	0	0	0
Gm4981	92.000000	185	162	0	149	0	101	0	139	0
Zfand3	91.875000	0	0	0	151	584	0	0	0	0
Ptprk	91.875000	0	0	0	166	477	92	0	0	0
Ap1g1	91.875000	0	0	0	70	548	117	0	0	0
Smo	91.750000	0	0	60	308	366	0	0	0	0
Slc5a5	91.750000	0	0	0	0	734	0	0	0	0
Rsrc2	91.750000	0	0	0	0	734	0	0	0	0
Rpl18a	91.750000	0	0	0	0	734	0	0	0	0
Ncs1	91.750000	0	0	0	317	228	189	0	0	0
Kntc1	91.750000	0	0	0	0	734	0	0	0	0
Acot1	91.500000	0	0	0	563	169	0	0	0	0
Zfp882	91.125000	0	0	0	193	536	0	0	0	0
Ptp4a1	91.000000	81	0	0	187	382	78	0	0	0
Atat1	91.000000	0	0	0	102	626	0	0	0	0
Pum1	90.500000	0	0	0	0	724	0	0	0	0
Gm5741	90.500000	0	0	0	0	724	0	0	0	0
Dhps	90.500000	0	0	0	0	724	0	0	0	0
4931414P19Rik	90.000000	0	0	0	0	720	0	0	0	0
Ilf2	89.875000	101	0	0	0	618	0	0	0	0
Med25	89.625000	0	0	0	0	717	0	0	0	0
Fuz	89.625000	0	0	0	0	717	0	0	0	0
Ahcyl1	89.500000	0	0	0	155	561	0	0	0	0
Trp53bp2	89.375000	0	0	0	99	524	92	0	0	0
Tsacc	89.125000	0	0	0	0	713	0	0	0	0
Cct3	89.125000	0	0	0	0	713	0	0	0	0
Rpl36	89.000000	0	0	0	0	712	0	0	0	0
Micos13	89.000000	0	0	0	0	712	0	0	0	0
Slc35b2	88.875000	0	0	0	0	711	0	0	0	0
Ramac	88.875000	0	0	0	0	711	0	0	0	0
Ctnna1	88.875000	0	0	0	216	350	145	0	0	0
Zc3h4	88.750000	218	0	0	307	185	0	0	0	0
Lrrc8c	88.750000	0	0	0	549	0	161	0	0	0
Ints9	88.750000	0	0	0	128	582	0	0	0	0
Hmbox1	88.750000	0	0	0	128	582	0	0	0	0
Bach1	88.750000	0	0	0	239	471	0	0	0	0
Pdss1	88.625000	83	0	0	125	422	79	0	0	0
Paxx	88.625000	0	0	0	104	605	0	0	0	0
Ctbp1	88.625000	76	0	0	100	443	90	0	0	0
Clic3	88.625000	0	0	0	104	605	0	0	0	0
2700081O15Rik	88.500000	0	0	0	344	261	103	0	0	0
Strn3	88.375000	0	0	0	69	638	0	0	0	0
Ap4s1	88.375000	0	0	0	69	638	0	0	0	0
Dgcr6	88.250000	0	0	0	96	610	0	0	0	0
Nxpe3	88.125000	0	0	0	466	239	0	0	0	0
Fam220a	88.125000	0	0	0	0	705	0	0	0	0
Wdr82	88.000000	0	0	0	0	704	0	0	0	0
Trmt10a	87.750000	0	0	0	114	588	0	0	0	0
Ntn4	87.750000	0	0	0	158	544	0	0	0	0
Mttp	87.750000	0	0	0	114	588	0	0	0	0
Arhgap21	87.750000	0	0	0	167	535	0	0	0	0
Atp5e	87.625000	0	0	0	0	701	0	0	0	0
Gtpbp10	87.375000	0	0	0	0	699	0	0	0	0
Tkfc	87.000000	189	0	0	225	282	0	0	0	0
Sytl3	87.000000	0	0	0	285	411	0	0	0	0
Pfn2	87.000000	0	0	0	0	696	0	0	0	0
Ddb1	87.000000	189	0	0	225	282	0	0	0	0
Ranbp6	86.750000	0	0	0	0	694	0	0	0	0
Rtkn	86.500000	0	0	0	208	317	167	0	0	0
Dbn1	86.500000	0	0	0	0	692	0	0	0	0
Lrrc61	86.375000	0	0	0	207	484	0	0	0	0
Tubb5	86.250000	91	0	0	261	192	146	0	0	0
Mdc1	86.250000	91	0	0	261	192	146	0	0	0
Kat6b	86.125000	0	0	0	0	689	0	0	0	0
Pex16	85.875000	0	0	0	687	0	0	0	0	0
Large2	85.875000	0	0	0	687	0	0	0	0	0
Dpp3	85.875000	0	0	0	207	480	0	0	0	0
1190007I07Rik	85.875000	0	0	0	281	406	0	0	0	0
Rpusd2	85.625000	0	0	0	225	460	0	0	0	0
Rpl11	85.625000	0	0	0	0	685	0	0	0	0
Mdm2	85.375000	0	0	0	0	683	0	0	0	0
Zfand1	85.125000	0	0	0	0	681	0	0	0	0
Phf14	85.125000	73	0	0	262	346	0	0	0	0
2310022B05Rik	85.125000	0	0	0	0	681	0	0	0	0
Zfp786	85.000000	0	0	0	0	680	0	0	0	0
Zfp398	85.000000	0	0	0	0	680	0	0	0	0
Lmbr1l	84.125000	0	0	0	0	673	0	0	0	0
Bcl9l	84.000000	0	0	0	143	529	0	0	0	0
Zfp207	83.875000	0	0	0	0	671	0	0	0	0
Rtn2	83.875000	0	0	0	0	671	0	0	0	0
Ppm1n	83.875000	0	0	0	0	671	0	0	0	0
Dhx30	83.750000	0	0	0	140	530	0	0	0	0
Csnk2a1	83.750000	0	0	0	91	579	0	0	0	0
Tmem44	83.500000	0	0	0	189	479	0	0	0	0
Nol11	83.500000	0	0	0	103	565	0	0	0	0
Dlgap3	83.375000	0	0	0	667	0	0	0	0	0
Ubqln4	83.250000	0	0	0	173	493	0	0	0	0
Paip2	83.250000	0	0	0	123	543	0	0	0	0
Nagk	83.250000	0	0	0	0	666	0	0	0	0
Lamtor2	83.250000	0	0	0	173	493	0	0	0	0
Hr	83.250000	0	0	0	569	97	0	0	0	0
Rps11	82.875000	59	0	0	0	604	0	0	0	0
Rpl13a	82.875000	59	0	0	0	604	0	0	0	0
Mat2b	82.375000	0	0	0	236	423	0	0	0	0
Gpat4	82.375000	115	0	0	138	220	186	0	0	0
Stk40	82.250000	0	0	0	0	658	0	0	0	0
Rpl27	82.125000	0	0	0	88	569	0	0	0	0
Spata1	81.875000	122	0	0	122	411	0	0	0	0
Snrpf	81.875000	0	0	0	0	655	0	0	0	0
Gng5	81.875000	122	0	0	122	411	0	0	0	0
Wsb1	81.625000	0	0	0	112	541	0	0	0	0
Hdac2	81.625000	0	0	0	111	542	0	0	0	0
Akr1a1	81.625000	0	0	0	0	653	0	0	0	0
Txnrd1	81.500000	70	0	0	0	582	0	0	0	0
Tut4	81.500000	0	0	0	0	652	0	0	0	0
Zfp335	81.375000	0	0	0	0	651	0	0	0	0
Faxc	81.375000	0	0	0	0	651	0	0	0	0
Tomt	81.250000	0	0	0	0	650	0	0	0	0
Snupn	81.250000	0	0	0	0	650	0	0	0	0
Rps3a1	81.250000	0	0	0	0	650	0	0	0	0
Mgst3	81.250000	0	0	0	0	650	0	0	0	0
Med16	81.250000	0	0	0	0	650	0	0	0	0
Lamtor1	81.250000	0	0	0	0	650	0	0	0	0
Zfp781	81.125000	0	0	0	113	536	0	0	0	0
Phf5a	81.125000	0	0	0	0	649	0	0	0	0
Gm3055	81.125000	0	0	0	113	536	0	0	0	0
Aco2	81.125000	0	0	0	0	649	0	0	0	0
Tma16	81.000000	0	0	0	162	371	115	0	0	0
Smarcb1	81.000000	0	0	0	0	648	0	0	0	0
Cdr2l	81.000000	0	0	0	102	546	0	0	0	0
Zfp157	80.750000	0	0	0	0	646	0	0	0	0
Slc10a7	80.750000	0	0	0	126	520	0	0	0	0
Rbmxl1	80.750000	0	0	0	126	520	0	0	0	0
Maco1	80.750000	0	0	0	0	516	130	0	0	0
Krt6a	80.625000	0	0	0	645	0	0	0	0	0
Spata5l1	80.500000	0	0	0	148	496	0	0	0	0
Emsy	80.500000	0	0	0	0	644	0	0	0	0
Brip1	80.500000	0	0	0	120	524	0	0	0	0
Tmem39b	80.250000	0	0	0	66	576	0	0	0	0
Rnasel	80.250000	76	0	0	147	419	0	0	0	0
Hacd3	80.250000	0	0	0	191	451	0	0	0	0
Rspry1	80.125000	0	0	0	0	641	0	0	0	0
Psme3ip1	80.125000	0	0	0	0	641	0	0	0	0
Chchd2	80.125000	0	0	0	281	360	0	0	0	0
Cd24a	80.125000	0	0	0	320	321	0	0	0	0
Golga7b	80.000000	0	0	0	640	0	0	0	0	0
Anapc5	79.875000	0	0	0	77	562	0	0	0	0
Slc39a9	79.750000	0	0	0	234	404	0	0	0	0
Mnt	79.750000	0	0	0	124	514	0	0	0	0
Erh	79.750000	0	0	0	234	404	0	0	0	0
Msra	79.500000	102	0	0	221	313	0	0	0	0
Zfp706	79.375000	0	0	0	0	635	0	0	0	0
Stmn1	79.375000	0	0	0	128	400	107	0	0	0
Wdr6	79.250000	0	0	0	122	512	0	0	0	0
Tcte3	79.125000	0	0	0	157	476	0	0	0	0
Gm3448	79.125000	0	0	0	157	476	0	0	0	0
Gm3417	79.125000	0	0	0	157	476	0	0	0	0
Tmem115	79.000000	0	0	215	142	165	0	0	110	0
Rragc	79.000000	0	0	0	110	522	0	0	0	0
Zfp647	78.875000	98	0	0	0	533	0	0	0	0
Zfand5	78.750000	0	0	0	296	334	0	0	0	0
Ddr1	78.750000	0	0	0	256	374	0	0	0	0
Snx15	78.625000	0	0	0	247	382	0	0	0	0
Zfp62	78.500000	0	0	0	418	210	0	0	0	0
Snapin	78.375000	0	0	0	0	627	0	0	0	0
Prr5l	78.000000	0	0	0	109	515	0	0	0	0
Ddx6	78.000000	0	0	0	108	516	0	0	0	0
Commd9	78.000000	0	0	0	109	515	0	0	0	0
Akap6	78.000000	0	0	57	373	194	0	0	0	0
Zfp266	77.875000	0	0	0	93	530	0	0	0	0
Ttc32	77.625000	0	0	0	134	487	0	0	0	0
Adnp2	77.500000	0	0	0	70	550	0	0	0	0
Clic4	77.375000	66	0	0	0	553	0	0	0	0
Sun2	77.000000	0	0	0	262	354	0	0	0	0
Rbm5	77.000000	0	0	0	0	616	0	0	0	0
Slc25a27	76.875000	0	0	0	356	259	0	0	0	0
Fbxw5	76.875000	0	0	0	119	496	0	0	0	0
Cyp39a1	76.875000	0	0	0	356	259	0	0	0	0
C8g	76.875000	0	0	0	119	496	0	0	0	0
Btbd19	76.750000	0	0	0	0	614	0	0	0	0
Scand1	76.500000	0	0	0	140	472	0	0	0	0
Cnbd2	76.500000	0	0	0	140	472	0	0	0	0
Rpl15	76.250000	0	0	0	0	610	0	0	0	0
Nkiras1	76.250000	0	0	0	0	610	0	0	0	0
Trim27	76.125000	139	0	0	0	470	0	0	0	0
Ing4	76.125000	0	0	0	0	609	0	0	0	0
Ttk	76.000000	0	0	0	0	608	0	0	0	0
Rab14	76.000000	0	0	0	109	499	0	0	0	0
Plekho1	75.875000	0	0	0	0	463	144	0	0	0
Pla2g6	75.875000	0	0	0	282	325	0	0	0	0
Dnajb5	75.875000	0	0	0	0	607	0	0	0	0
BC024063	75.875000	0	0	0	0	607	0	0	0	0
Ccdc34	75.625000	0	0	0	438	167	0	0	0	0
Spag7	75.500000	0	0	0	0	604	0	0	0	0
Smad5	75.500000	0	0	0	0	476	128	0	0	0
Avl9	75.500000	0	0	0	105	499	0	0	0	0
Traf6	75.375000	0	0	0	287	316	0	0	0	0
Sil1	75.250000	0	0	0	345	257	0	0	0	0
Zfp46	75.125000	0	0	0	185	416	0	0	0	0
Utp25	75.125000	0	0	0	0	601	0	0	0	0
Rack1	75.125000	0	0	0	0	601	0	0	0	0
Prdm15	75.125000	97	0	0	160	182	162	0	0	0
Zar1l	75.000000	0	0	0	0	600	0	0	0	0
Tmsb10	75.000000	0	0	0	119	333	148	0	0	0
Slc29a2	75.000000	83	0	0	132	385	0	0	0	0
Gm973	75.000000	0	0	0	0	600	0	0	0	0
Brca2	75.000000	0	0	0	0	600	0	0	0	0
Ranbp2	74.750000	0	0	0	102	496	0	0	0	0
Otub1	74.750000	0	0	0	0	598	0	0	0	0
Natd1	74.750000	0	0	0	0	598	0	0	0	0
Dstn	74.750000	0	0	0	111	487	0	0	0	0
Rab1a	74.500000	0	0	0	158	438	0	0	0	0
Zscan12	74.375000	0	0	0	0	496	99	0	0	0
Sec22a	74.375000	0	0	0	80	515	0	0	0	0
Proser1	74.250000	0	0	0	205	284	105	0	0	0
Nhlrc3	74.250000	0	0	0	205	284	105	0	0	0
Ttc28	74.125000	0	0	0	0	593	0	0	0	0
Mex3a	74.125000	0	0	0	99	494	0	0	0	0
Gtf2ird2	74.125000	0	0	0	92	501	0	0	0	0
Arnt2	74.000000	0	0	0	0	592	0	0	0	0
Stxbp4	73.875000	0	0	0	87	504	0	0	0	0
Mettl25	73.875000	0	0	0	0	591	0	0	0	0
Elf2	73.875000	0	0	0	0	591	0	0	0	0
Dtwd2	73.875000	0	0	0	109	482	0	0	0	0
Cox11	73.875000	0	0	0	87	504	0	0	0	0
Ccdc59	73.875000	0	0	0	0	591	0	0	0	0
5730455P16Rik	73.875000	0	0	0	200	391	0	0	0	0
Anapc11	73.750000	0	0	0	98	492	0	0	0	0
Alyref	73.750000	0	0	0	98	492	0	0	0	0
Usp6nl	73.625000	0	0	0	178	411	0	0	0	0
Pheta1	73.625000	0	0	0	197	392	0	0	0	0
Pan2	73.625000	131	0	0	176	282	0	0	0	0
Rilpl2	73.500000	0	0	0	0	588	0	0	0	0
Nsf	73.375000	0	0	0	0	587	0	0	0	0
Kdm6b	73.375000	0	0	0	419	168	0	0	0	0
Sphk2	73.250000	0	0	0	143	443	0	0	0	0
Rpl18	73.250000	0	0	0	143	443	0	0	0	0
N4bp1	73.250000	0	0	0	453	133	0	0	0	0
Cxadr	73.250000	0	0	0	463	123	0	0	0	0
Ppan	73.125000	0	0	0	0	585	0	0	0	0
Ccnt2	73.125000	0	0	0	0	585	0	0	0	0
Tsnaxip1	73.000000	0	0	0	0	584	0	0	0	0
Ranbp10	73.000000	0	0	0	0	584	0	0	0	0
Cbfb	72.875000	0	0	0	0	474	109	0	0	0
Ube2q2	72.750000	183	0	0	116	283	0	0	0	0
Tfap4	72.625000	0	0	0	156	425	0	0	0	0
Specc1	72.625000	0	0	0	157	215	209	0	0	0
H3f3a	72.625000	0	0	0	136	445	0	0	0	0
Phyhd1	72.500000	0	0	0	411	169	0	0	0	0
Hspb1	72.500000	0	0	0	580	0	0	0	0	0
Mex3c	72.375000	130	0	0	197	252	0	0	0	0
Gsc2	72.375000	0	0	0	262	317	0	0	0	0
Ess2	72.375000	0	0	0	262	317	0	0	0	0
Etf1	72.250000	0	0	0	0	578	0	0	0	0
Zfp799	72.125000	0	0	0	0	577	0	0	0	0
Wrap53	72.125000	0	0	0	293	209	75	0	0	0
Trp53	72.125000	0	0	0	293	209	75	0	0	0
Ociad1	72.125000	0	0	0	0	577	0	0	0	0
Fbf1	72.125000	0	0	0	114	463	0	0	0	0
Cdc42se2	72.125000	0	0	0	92	485	0	0	0	0
Tnfrsf21	72.000000	115	0	0	0	361	100	0	0	0
Isg15	72.000000	0	0	0	0	576	0	0	0	0
Crybg1	72.000000	0	0	0	576	0	0	0	0	0
Agrn	72.000000	0	0	0	0	576	0	0	0	0
Trim33	71.750000	0	0	0	0	574	0	0	0	0
Soga3	71.750000	0	0	0	0	574	0	0	0	0
Prpf40a	71.750000	0	0	0	153	421	0	0	0	0
Hectd1	71.750000	121	0	0	259	194	0	0	0	0
Dock7	71.750000	0	0	0	127	447	0	0	0	0
Arl6ip6	71.750000	0	0	0	153	421	0	0	0	0
Srrt	71.625000	0	0	0	161	412	0	0	0	0
H13	71.625000	0	0	0	113	460	0	0	0	0
Bbs2	71.625000	0	0	0	173	400	0	0	0	0
Smpd2	71.500000	0	0	0	0	572	0	0	0	0
Ppil6	71.500000	0	0	0	0	572	0	0	0	0
Wdfy3	71.250000	0	0	0	193	311	66	0	0	0
Gm3435	71.250000	0	0	0	157	413	0	0	0	0
Cand1	71.250000	0	0	0	137	433	0	0	0	0
Prpsap1	71.125000	0	0	0	0	569	0	0	0	0
Cyb5r3	71.125000	0	0	0	358	211	0	0	0	0
Fnbp1l	71.000000	0	0	0	164	338	66	0	0	0
Pcyox1	70.875000	0	0	0	0	567	0	0	0	0
Serinc3	70.750000	0	0	0	91	475	0	0	0	0
Herpud1	70.750000	0	0	0	298	268	0	0	0	0
Susd6	70.625000	0	0	0	358	207	0	0	0	0
Bcl7b	70.625000	0	0	0	0	565	0	0	0	0
Srcap	70.500000	0	0	0	0	564	0	0	0	0
Primpol	70.500000	0	0	0	137	427	0	0	0	0
Casp3	70.500000	0	0	0	137	427	0	0	0	0
Syne2	70.375000	0	0	0	96	467	0	0	0	0
Pnisr	70.375000	0	0	0	0	563	0	0	0	0
Pfn3	70.375000	0	0	0	563	0	0	0	0	0
Atp5g2	70.375000	0	0	0	93	470	0	0	0	0
Vps26b	70.250000	0	0	0	0	562	0	0	0	0
Ncapd3	70.250000	0	0	0	0	562	0	0	0	0
Pxdn	70.125000	0	0	0	0	469	92	0	0	0
Narf	70.125000	0	0	0	249	312	0	0	0	0
Ep400	70.125000	0	0	0	0	561	0	0	0	0
Wdr55	69.875000	0	0	0	0	559	0	0	0	0
Nnt	69.875000	0	0	0	0	467	92	0	0	0
Cdkn2aip	69.875000	108	0	0	87	364	0	0	0	0
Vopp1	69.750000	0	0	0	156	402	0	0	0	0
Sord	69.750000	0	0	0	253	305	0	0	0	0
Septin7	69.750000	0	0	0	0	558	0	0	0	0
Map4k4	69.750000	91	0	0	228	239	0	0	0	0
Prpf4	69.625000	0	0	0	0	557	0	0	0	0
Ppp2r5c	69.625000	0	0	0	124	433	0	0	0	0
Pmepa1	69.625000	0	0	0	176	381	0	0	0	0
Panx1	69.625000	131	0	0	85	341	0	0	0	0
Mxd4	69.625000	0	0	0	0	557	0	0	0	0
Maml1	69.625000	0	0	0	139	418	0	0	0	0
Cdc26	69.625000	0	0	0	0	557	0	0	0	0
Trim59	69.500000	0	0	0	152	404	0	0	0	0
Prpsap2	69.500000	0	0	0	0	556	0	0	0	0
Lrfn4	69.500000	0	0	0	135	421	0	0	0	0
Septin5	69.375000	0	0	0	78	477	0	0	0	0
Rnmt	69.375000	0	0	0	0	555	0	0	0	0
Raf1	69.375000	0	0	0	80	475	0	0	0	0
Idh2	69.375000	131	0	0	0	424	0	0	0	0
Fam210a	69.375000	0	0	0	0	555	0	0	0	0
Tmem109	69.250000	0	0	0	0	554	0	0	0	0
Spag9	69.250000	0	0	0	0	554	0	0	0	0
Eif4ebp2	69.250000	0	0	0	0	554	0	0	0	0
Kat5	69.125000	0	0	0	105	448	0	0	0	0
Fabp5	69.125000	73	0	0	0	480	0	0	0	0
Sema3b	69.000000	0	0	0	0	552	0	0	0	0
Dcaf11	68.875000	0	0	0	0	551	0	0	0	0
Cmpk1	68.875000	0	0	0	78	473	0	0	0	0
Rpl32	68.750000	0	0	0	0	550	0	0	0	0
Ldlrad3	68.750000	0	0	0	148	402	0	0	0	0
Acads	68.750000	0	0	0	135	415	0	0	0	0
Ccnjl	68.625000	0	0	0	0	549	0	0	0	0
