Target_genes	Atf4|Average	SRX6061887|Bone_Marrow_Cells	SRX122493|Dendritic_Cells	SRX122494|Dendritic_Cells	SRX247303|Dermal_fibroblasts	SRX7584820|G1E-ER4+E2	SRX7584821|G1E-ER4+E2	SRX7584823|G1E-ER4+E2	SRX7584824|G1E-ER4+E2	SRX10073412|MEF	SRX10073413|MEF	SRX10073414|MEF	SRX10073415|MEF	SRX119352|MEF	SRX119353|MEF	SRX1437953|MEF	SRX18171659|Neurons	SRX18171663|Neurons	SRX18171667|Neurons	SRX18171669|Neurons	SRX18171671|Neurons	SRX18171673|Neurons	SRX7106909|Unclassified	SRX7106910|Unclassified	SRX7106911|Unclassified	SRX7106913|Unclassified	SRX7106914|Unclassified	SRX7106915|Unclassified	STRING
Aff1	74.518519	0	0	181	0	313	139	0	0	0	218	0	0	1047	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Esr1	74.222222	0	0	212	619	0	0	0	0	0	0	0	0	296	408	469	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn2l	73.962963	0	0	222	0	216	133	0	0	0	0	0	0	892	0	0	218	184	0	0	132	0	0	0	0	0	0	0	0
Mthfr	73.555556	0	0	310	72	201	0	0	0	0	0	0	0	1054	0	0	177	172	0	0	0	0	0	0	0	0	0	0	0
Clcn6	73.555556	0	0	310	72	201	0	0	0	0	0	0	0	1054	0	0	177	172	0	0	0	0	0	0	0	0	0	0	0
Otub2	73.407407	0	0	0	0	200	107	0	0	0	0	0	0	1547	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd1l	73.407407	0	0	242	220	191	172	0	136	0	0	0	0	618	0	0	287	116	0	0	0	0	0	0	0	0	0	0	0
Zbtb38	73.370370	0	0	0	0	0	0	0	0	0	170	0	0	1301	0	0	207	157	0	0	146	0	0	0	0	0	0	0	429
Ankar	73.074074	0	0	0	251	0	0	229	0	0	0	0	0	161	176	148	0	0	0	0	0	0	0	0	303	161	306	238	0
Nr6a1	73.000000	0	0	0	0	241	146	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7	72.777778	0	0	0	0	285	205	0	0	0	0	0	0	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh10	72.777778	0	0	0	0	285	205	0	0	0	0	0	0	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa4l2	72.259259	0	0	0	0	0	0	0	0	0	0	0	0	1394	0	0	270	287	0	0	0	0	0	0	0	0	0	0	0
Retreg2	71.370370	0	0	129	0	528	247	126	0	0	0	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnppd1	71.370370	0	0	129	0	528	247	126	0	0	0	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	71.259259	0	0	147	0	0	0	0	0	0	0	0	0	1353	0	0	278	146	0	0	0	0	0	0	0	0	0	0	0
Phyhd1	71.148148	0	0	0	0	0	0	0	0	0	402	0	0	1385	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Dleu7	71.037037	0	0	0	0	0	0	0	0	0	0	0	0	1306	0	0	343	138	0	0	131	0	0	0	0	0	0	0	0
Ccp110	70.925926	0	0	325	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ip6k2	70.518519	0	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	272	144	0	0	0	0	0	0	0	0	0	0	0
Itih1	70.370370	0	0	433	0	0	0	0	0	0	0	0	0	1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ero1a	70.296296	0	0	154	0	324	170	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtm1	70.074074	0	0	0	0	475	295	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	69.925926	0	0	168	0	0	0	0	0	0	179	0	0	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpx2	68.851852	0	0	0	0	186	91	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scpep1	68.333333	0	0	0	0	449	207	0	0	0	0	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celf2	68.074074	0	0	230	0	0	0	0	0	0	0	0	0	1504	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Itgb5	67.740741	92	0	0	0	0	0	0	0	0	338	0	0	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artn	67.555556	0	0	0	0	0	0	0	0	0	346	0	0	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx4	67.296296	0	0	0	0	201	165	0	0	0	152	0	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trem3	67.037037	0	0	198	0	0	0	0	0	0	0	0	0	1409	0	0	88	115	0	0	0	0	0	0	0	0	0	0	0
Klhl12	66.962963	0	0	118	0	388	340	179	0	0	0	0	0	528	0	0	167	88	0	0	0	0	0	0	0	0	0	0	0
Mlx	66.888889	0	0	679	0	0	0	0	0	0	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coasy	66.888889	0	0	679	0	0	0	0	0	0	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl9	66.814815	1027	0	290	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv5	66.444444	0	0	0	0	0	0	0	0	0	0	0	0	1385	0	0	186	154	0	0	69	0	0	0	0	0	0	0	0
Mid1ip1	66.370370	0	0	154	0	0	0	0	0	0	0	0	0	1448	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Il2	66.074074	492	0	219	0	0	0	0	0	0	0	0	0	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf213	65.407407	0	0	114	89	0	0	0	0	0	202	0	0	1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pan2	65.037037	0	0	378	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il23a	65.037037	0	0	378	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpf2	64.777778	0	0	0	0	127	0	0	0	0	223	0	0	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rchy1	63.814815	0	0	271	0	143	0	0	0	0	0	0	0	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vezt	63.777778	0	0	214	0	0	0	0	0	0	0	0	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd6	63.777778	0	0	214	0	0	0	0	0	0	0	0	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos2	63.629630	0	0	348	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hfe	63.629630	0	0	0	0	0	0	0	0	0	0	0	0	1624	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Ss18l2	63.481481	0	0	0	130	182	95	0	0	0	0	0	0	1209	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Spats2	63.444444	0	0	255	0	0	0	0	0	0	0	0	0	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a14	63.370370	0	0	257	0	0	0	0	0	0	0	0	0	986	0	0	232	136	0	0	0	0	0	0	0	0	100	0	0
Il9r	63.370370	0	0	202	0	0	0	0	0	0	120	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp4	63.370370	0	0	286	0	204	97	0	0	0	0	0	0	664	0	0	156	166	0	0	138	0	0	0	0	0	0	0	0
Zbtb7b	63.222222	0	0	273	0	0	0	0	0	0	198	0	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	63.148148	0	0	134	0	0	0	0	0	0	0	0	0	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh24	62.925926	0	0	0	0	0	0	0	0	0	0	0	0	1611	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
Rbck1	62.888889	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pop5	62.888889	0	0	0	0	0	0	0	0	0	139	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meak7	62.851852	0	0	0	0	0	0	0	0	0	0	0	0	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	62.814815	0	0	0	0	0	0	0	0	0	155	0	0	1416	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Sos1	62.814815	0	0	0	0	167	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	62.592593	0	0	377	0	0	0	0	0	0	0	0	0	1223	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
C330018D20Rik	62.518519	0	0	0	0	490	321	125	0	0	0	0	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atmin	62.333333	1511	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb2	62.259259	0	0	0	87	0	0	0	0	0	0	0	0	1264	0	0	206	124	0	0	0	0	0	0	0	0	0	0	0
Lmo4	61.851852	0	0	507	67	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads3	61.666667	0	0	0	0	0	0	0	0	0	198	0	0	1332	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Stc2	61.518519	0	0	0	76	0	0	0	0	0	0	0	0	1221	0	0	195	169	0	0	0	0	0	0	0	0	0	0	0
Ptpre	61.481481	0	0	330	0	203	0	0	0	0	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lama1	60.925926	0	0	0	0	0	0	0	0	0	0	0	0	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myd88	60.777778	0	0	658	0	0	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaa1a	60.777778	0	0	658	0	0	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem11	60.666667	0	0	148	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3tc2	60.592593	0	0	0	0	0	0	0	0	0	0	0	0	1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cry2	60.481481	0	0	456	0	267	0	164	0	0	0	0	0	607	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Vnn3	60.370370	0	0	537	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem115	60.370370	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	415	290	308	0	218	250	0	0	0	0	0	0	0
Zfc3h1	60.222222	0	0	183	0	0	0	0	0	0	0	0	0	1291	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Thap2	60.222222	0	0	183	0	0	0	0	0	0	0	0	0	1291	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Fibin	60.185185	0	0	0	0	0	0	0	0	0	127	0	0	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7c	60.000000	0	0	0	0	0	0	0	0	0	136	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr85	59.925926	0	0	233	0	0	0	0	0	0	0	0	0	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd5	59.629630	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp867	59.481481	0	0	0	0	0	0	0	0	0	186	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcn2	59.481481	0	0	434	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinf1	59.444444	0	0	0	0	0	0	0	0	0	0	0	0	1523	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
Angptl6	59.333333	0	0	0	0	0	0	0	0	0	0	0	0	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rora	59.111111	0	0	102	0	0	0	0	0	0	0	0	0	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jdp2	59.037037	0	0	0	78	0	0	0	0	0	154	0	0	926	0	0	240	196	0	0	0	0	0	0	0	0	0	0	0
Ghitm	59.037037	0	0	0	0	0	121	0	0	0	171	0	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flad1	59.000000	0	0	0	0	376	258	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss36	58.888889	0	0	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrq	58.851852	0	0	382	0	0	0	0	0	0	112	0	0	960	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Gdf9	58.851852	0	0	382	0	0	0	0	0	0	112	0	0	960	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka2	58.629630	0	0	0	0	0	0	0	0	0	0	0	0	1294	0	0	194	95	0	0	0	0	0	0	0	0	0	0	0
Stbd1	58.296296	0	0	0	0	0	0	0	0	0	0	0	0	1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csde1	58.296296	0	0	918	0	0	0	0	0	176	325	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931414P19Rik	58.296296	0	0	0	0	198	0	0	0	0	0	0	0	1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cth	58.222222	452	0	0	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syne1	58.148148	0	0	0	0	0	0	0	0	0	0	0	0	1366	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Hmox1	58.074074	0	0	383	0	0	0	0	0	0	0	0	0	849	0	0	225	111	0	0	0	0	0	0	0	0	0	0	0
Nrip2	57.777778	0	0	0	0	0	0	0	0	0	193	0	0	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsbn1	57.703704	0	0	278	0	0	0	0	0	0	142	0	0	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esyt1	57.629630	0	0	0	0	417	223	0	0	0	0	0	0	745	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Emilin1	57.629630	0	0	240	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp2	57.555556	0	0	356	0	0	0	0	0	0	0	0	0	319	0	0	483	263	0	0	133	0	0	0	0	0	0	0	0
Lurap1l	57.518519	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmf	57.333333	0	0	282	0	0	0	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycbp2	57.296296	0	0	0	0	0	0	0	0	0	0	0	0	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glce	57.296296	0	0	0	0	0	0	0	0	0	0	0	0	1401	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
4930558C23Rik	57.000000	0	0	0	0	0	0	0	0	0	0	0	0	1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zyg11b	56.888889	0	0	163	113	0	0	0	0	0	166	0	0	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac8	56.555556	0	0	0	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx3	56.481481	0	0	0	0	0	0	0	0	0	0	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl40	56.259259	0	0	174	0	0	0	0	0	0	0	0	0	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo9	56.111111	0	0	440	0	0	0	0	0	0	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cilk1	56.111111	0	0	440	0	0	0	0	0	0	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmss1	56.000000	0	0	0	0	97	0	0	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd8	55.888889	0	0	0	0	255	181	0	0	0	0	0	0	778	0	0	140	155	0	0	0	0	0	0	0	0	0	0	0
Abraxas2	55.888889	0	0	0	0	155	124	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlin1	55.666667	0	0	382	0	0	0	0	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2ab1	55.592593	0	0	193	0	0	0	0	0	0	0	0	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl9	55.592593	0	0	265	0	0	0	0	0	0	0	0	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp1	55.074074	0	0	194	0	0	0	0	0	0	0	0	0	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacsin2	55.000000	0	0	348	0	0	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Masp1	55.000000	0	0	342	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steap1	54.925926	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	54.888889	0	0	591	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp1	54.666667	0	0	0	0	181	0	0	0	0	0	0	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus2	54.666667	0	0	208	0	244	155	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx28	54.666667	0	0	208	0	244	155	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irgq	54.555556	1396	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creld1	54.555556	0	0	119	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Per2	54.481481	0	0	0	0	0	0	0	0	0	0	0	0	1374	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Nampt	54.333333	0	0	231	0	0	0	0	0	0	0	0	0	1122	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn12	54.185185	0	0	485	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagln2	54.111111	0	0	0	0	0	0	0	0	0	0	0	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb3	53.962963	0	0	799	0	321	153	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf2	53.962963	0	0	799	0	321	153	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdsn	53.814815	0	0	0	0	0	0	0	0	0	0	0	0	1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard5	53.666667	0	0	342	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g2	53.629630	0	0	134	0	0	0	0	0	0	0	0	0	1065	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Ost4	53.592593	0	0	131	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab2	53.555556	0	0	0	0	0	0	0	0	0	0	0	0	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amacr	53.481481	0	0	0	0	0	0	0	0	0	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	53.296296	0	0	113	0	0	0	0	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	53.296296	0	0	0	0	0	0	0	0	0	0	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrif1	53.259259	0	0	168	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	53.148148	0	0	0	0	0	0	0	0	0	150	0	0	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr141	53.111111	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	534	444	0	0	152	0	0	0	0	0	0	0	0
Eef1a1	52.925926	0	0	178	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	600	0	0	540	0
Snx1	52.888889	0	0	0	0	0	0	0	0	0	0	0	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciao2a	52.888889	0	0	0	0	0	0	0	0	0	0	0	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	52.814815	0	0	0	0	0	0	0	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut2	52.481481	0	0	135	0	123	0	0	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	52.407407	163	0	0	110	0	0	0	0	113	211	208	170	107	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0
Rd3	52.148148	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing2	52.148148	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnd1	52.111111	0	0	181	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Becn1	52.037037	0	0	196	0	148	108	0	0	0	0	0	0	688	0	0	187	78	0	0	0	0	0	0	0	0	0	0	0
Krt13	51.888889	0	0	0	0	0	0	0	0	0	0	0	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr7	51.888889	86	0	168	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl4	51.777778	0	0	0	0	0	0	0	0	0	0	0	0	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem154	51.518519	0	0	547	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp598	51.481481	0	0	363	0	0	0	0	0	0	0	0	0	762	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx18	51.481481	817	0	279	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slain2	51.370370	0	0	201	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf15	51.296296	0	0	141	0	0	0	0	0	0	264	0	0	587	0	0	251	142	0	0	0	0	0	0	0	0	0	0	0
Ccn4	51.148148	299	0	0	0	0	0	0	0	0	0	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crbn	51.074074	0	0	196	0	0	0	0	0	0	0	0	0	1015	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a3	50.888889	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift172	50.851852	0	0	0	0	0	0	0	0	0	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd9	50.814815	0	0	650	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phgdh	50.814815	0	0	192	0	0	0	0	0	0	0	0	0	956	0	0	140	84	0	0	0	0	0	0	0	0	0	0	0
Slc20a1	50.592593	0	0	414	0	240	144	0	127	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13a	50.555556	0	0	0	0	0	0	0	0	0	0	0	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdxr	50.555556	0	0	456	0	121	113	0	0	0	0	0	0	395	0	0	167	113	0	0	0	0	0	0	0	0	0	0	0
Tex14	50.518519	0	0	303	0	0	0	0	75	0	0	0	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruvbl2	50.444444	0	0	367	0	0	0	0	0	0	0	0	0	770	0	0	135	90	0	0	0	0	0	0	0	0	0	0	0
Gys1	50.444444	0	0	367	0	0	0	0	0	0	0	0	0	770	0	0	135	90	0	0	0	0	0	0	0	0	0	0	0
Commd1	50.259259	0	0	462	0	100	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf15	50.111111	0	0	114	0	0	0	0	0	0	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm15	49.925926	0	0	0	0	0	0	0	0	0	129	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	49.888889	0	0	251	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a2	49.777778	0	0	178	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad21	49.740741	0	0	119	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp2	49.481481	0	0	302	0	0	0	0	0	0	0	0	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	49.481481	0	0	0	0	0	0	0	0	0	142	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmm1	49.037037	0	0	0	0	0	0	0	0	0	0	0	0	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtnbp1	48.888889	0	0	489	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a7	48.851852	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox6a2	48.666667	0	0	443	0	0	0	0	0	0	0	0	0	606	0	0	175	90	0	0	0	0	0	0	0	0	0	0	0
F3	48.629630	0	0	367	0	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp11	48.592593	0	0	0	0	0	0	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prxl2c	48.555556	0	0	127	0	170	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtpbp4	48.518519	0	0	165	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk1	48.407407	0	0	201	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr1l	48.407407	0	0	0	0	0	0	0	0	0	0	0	0	1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a25	48.333333	0	0	252	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
Vars	48.111111	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17H6S56E-5	48.111111	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pld1	48.037037	0	0	126	0	0	0	0	0	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
