Target_genes	Foxa3|Average	SRX2379276|Hepatocytes	SRX1564901|Liver	SRX1564902|Liver	SRX2379237|MEF	SRX2379247|MEF	SRX2379266|MEF	SRX2379270|MEF	SRX4405399|MEF	SRX4405401|MEF	SRX4405405|MEF	SRX4405406|MEF	SRX7540355|MEF	SRX7540363|MEF	SRX7569431|MEF	SRX8130872|Tail_fibroblast	SRX8130873|Tail_fibroblast	SRX8130874|Tail_fibroblast	SRX8130875|Tail_fibroblast	SRX8130876|Tail_fibroblast	STRING
Rnmt	119.210526	0	0	0	0	180	0	0	0	211	222	180	0	0	0	0	450	412	245	365	0
Fam210a	119.210526	0	0	0	0	180	0	0	0	211	222	180	0	0	0	0	450	412	245	365	0
Macrod1	119.157895	0	192	847	0	0	0	0	0	0	0	0	0	0	0	0	306	185	328	406	0
Add3	119.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	857	422	403	0
Gls	119.000000	0	0	0	395	152	0	0	0	0	0	0	0	0	0	0	460	528	501	225	0
Gnat2	118.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	617	588	368	0
Mms22l	118.736842	0	0	0	142	281	0	0	0	0	0	0	0	0	0	0	404	1073	202	154	0
Serpinb9	118.684211	0	0	126	0	0	0	0	0	120	191	176	0	0	0	0	378	497	480	287	0
Zmynd11	118.315789	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	265	1158	453	212	0
Rnf6	118.000000	0	0	301	151	134	0	0	205	458	386	265	0	0	0	0	0	134	208	0	0
Vps4b	117.789474	0	0	0	145	0	0	0	0	0	226	135	0	0	0	0	413	1115	204	0	0
Ect2	117.736842	0	0	0	0	0	0	0	120	264	190	130	0	112	0	0	767	209	249	196	0
Elf5	117.526316	0	104	901	0	0	0	0	0	0	0	0	0	0	0	0	398	586	244	0	0
Josd1	117.421053	0	0	336	93	0	0	0	161	135	0	0	0	0	0	0	434	843	229	0	0
Itln1	117.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	546	439	602	0
1700010B08Rik	117.368421	0	0	0	0	0	0	0	197	243	445	262	0	0	0	0	192	347	305	239	0
Myo16	116.894737	0	0	0	0	0	0	0	86	194	962	341	0	0	0	0	0	154	200	284	0
Slc26a7	116.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	1318	448	153	0
Ptprb	116.421053	0	0	0	0	0	0	0	0	393	308	118	0	0	0	0	674	565	154	0	0
Adam18	115.789474	0	0	0	0	0	0	0	0	204	331	197	0	0	0	0	312	913	140	103	0
Postn	115.631579	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	629	894	403	110	0
Fhl2	115.368421	0	0	0	0	0	0	0	128	273	238	0	0	0	0	0	529	663	200	161	0
Mapkapk2	115.263158	0	194	883	222	122	0	0	0	0	0	0	0	0	0	0	394	248	127	0	0
Tarbp1	115.105263	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	514	669	560	342	0
Dnajb4	115.052632	0	0	0	401	93	0	0	0	0	0	0	0	0	0	0	525	923	244	0	0
Derl1	114.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	1797	0	0	0
Zfp791	114.210526	0	0	0	0	0	0	0	198	717	461	437	0	0	0	0	267	90	0	0	0
Tm4sf1	114.000000	0	0	0	0	0	0	0	97	264	331	169	0	0	0	0	333	471	313	188	0
Pigc	113.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	1249	266	0	0
4930558K02Rik	113.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	1249	266	0	0
Klrb1b	113.210526	0	0	0	0	0	0	0	0	185	155	120	0	0	0	0	368	470	411	442	0
Cbln3	113.210526	0	0	0	119	0	0	0	0	201	0	0	0	0	0	0	675	734	219	203	0
Taf7l2	112.894737	0	0	0	0	0	0	0	0	173	301	110	0	0	0	0	613	532	261	155	0
Corin	112.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	1861	0	0	0
Plekhg3	112.631579	0	124	474	0	0	0	0	0	257	228	151	0	0	0	0	277	243	243	143	0
C1qtnf6	111.894737	0	0	215	0	0	0	0	0	410	333	231	0	0	0	0	105	0	329	503	0
Rbbp8nl	111.578947	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	556	1411	0	0	0
Ldah	111.263158	0	116	331	0	0	0	0	121	297	225	129	0	0	0	0	255	640	0	0	0
Olfr1426	111.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	1152	370	206	0
Traf3ip1	110.947368	0	0	0	0	0	0	0	138	303	244	124	0	0	0	0	533	250	325	191	0
Itga3	110.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	1027	358	221	0
H1f2	110.947368	0	0	102	468	181	0	0	0	0	185	127	0	171	125	0	0	749	0	0	0
1810058I24Rik	110.894737	0	0	0	271	0	0	0	0	0	0	0	0	124	0	0	386	670	403	253	0
Abtb2	110.789474	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	856	760	173	166	0
Maml3	110.052632	0	0	180	0	208	0	0	0	0	0	0	0	0	0	0	476	265	451	511	0
Erlin1	109.789474	0	0	228	0	0	0	0	132	322	318	214	0	0	0	0	134	586	152	0	0
Pak1	109.578947	0	0	394	0	0	0	0	209	375	230	158	0	0	0	0	131	326	130	129	0
Coq7	109.526316	0	0	0	160	0	0	0	194	306	439	252	0	0	0	0	0	222	287	221	0
Prrc2b	109.210526	0	0	530	0	0	0	0	104	228	197	253	0	0	0	0	0	162	241	360	0
Nsd3	109.210526	0	151	368	245	169	0	0	0	0	170	0	0	0	0	0	153	383	218	218	0
Kat7	109.000000	0	0	0	472	159	0	0	0	237	162	0	0	119	0	0	295	389	238	0	0
Dab2	108.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	1379	202	172	0
Lsm8	108.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	900	379	230	0
9530003J23Rik	108.263158	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	209	1665	0	0	0
Nme7	108.105263	0	0	0	0	0	0	0	0	506	339	165	0	0	0	0	158	639	118	129	0
Blzf1	108.105263	0	0	0	0	0	0	0	0	506	339	165	0	0	0	0	158	639	118	129	0
Pik3cb	108.052632	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	1145	515	222	0	0
Cbll1	108.000000	0	0	236	0	151	0	0	0	123	154	0	0	169	0	0	271	514	279	155	0
Gys2	107.947368	0	0	423	0	0	0	0	0	0	159	0	0	0	0	0	214	631	347	277	0
Kansl1	107.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	1834	0	0	0
Cited2	107.842105	0	0	217	295	0	0	0	0	217	0	0	0	0	0	0	364	144	231	581	0
Zdhhc1	107.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	1398	0	0	0
H4bc24	107.368421	0	0	0	715	215	0	0	0	207	208	106	0	154	130	0	305	0	0	0	0
H2bc23	107.368421	0	0	0	715	215	0	0	0	207	208	106	0	154	130	0	305	0	0	0	0
H2ac24	107.368421	0	0	0	715	215	0	0	0	207	208	106	0	154	130	0	305	0	0	0	0
H2ac23	107.368421	0	0	0	715	215	0	0	0	207	208	106	0	154	130	0	305	0	0	0	0
Hdac7	107.210526	0	0	0	143	177	0	0	0	0	121	0	0	0	0	0	709	260	251	376	0
Arhgap32	107.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	900	499	266	0
Muc3	107.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	768	680	207	0
Btbd8	106.947368	0	72	539	0	0	0	0	0	0	0	0	0	88	0	0	483	212	407	231	0
Wtap	106.578947	0	0	0	252	138	0	0	0	0	0	0	0	0	0	0	366	1119	150	0	0
Nsmaf	106.526316	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	464	926	323	100	0
Ythdf2	106.421053	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	382	1068	294	165	0
Cald1	106.421053	0	211	1083	0	0	0	0	0	0	0	0	0	0	0	0	415	122	191	0	0
Fam98b	106.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	370	541	727	0
Lrr1	106.105263	0	0	0	0	0	0	0	135	362	219	0	0	0	0	0	260	367	383	290	0
Setdb2	106.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	1155	120	0	0
Gm45935	106.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	1155	120	0	0
Cab39l	106.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	1155	120	0	0
Junb	105.368421	0	188	617	473	165	0	0	0	0	0	0	0	98	0	0	222	0	239	0	0
Crebl2	105.368421	0	0	424	0	207	0	0	0	135	0	0	0	0	0	0	492	123	350	271	0
Ly9	105.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	940	539	338	0
Oat	104.947368	0	0	0	289	0	0	0	0	290	208	139	0	82	0	0	131	509	346	0	0
Naaladl2	104.684211	0	0	339	0	0	0	0	86	0	220	110	0	0	0	0	0	623	332	279	0
Fgb	104.684211	0	118	370	0	0	0	0	106	394	246	136	0	0	0	0	266	0	172	181	0
Ahcyl2	104.473684	0	0	0	0	0	0	0	104	298	295	186	0	0	0	0	474	136	210	282	0
Camsap3	104.421053	0	0	0	0	0	0	0	0	314	193	0	0	0	0	0	175	639	391	272	0
Slc11a2	104.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981	0	0	0
Cd302	103.736842	0	132	568	0	0	0	0	0	0	0	0	0	0	0	0	351	450	297	173	0
Gja3	103.473684	0	0	0	0	0	0	0	125	428	338	245	0	0	0	0	112	298	286	134	0
Mcm6	103.157895	0	0	0	0	0	0	0	0	160	298	183	0	0	0	0	509	810	0	0	0
Smco2	103.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	735	352	0	0
Atg7	102.684211	0	0	0	0	0	0	0	230	953	376	167	0	0	0	0	108	117	0	0	0
Met	102.631579	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	331	1252	160	0	0
Camk2a	102.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	496	307	0
Igip	102.157895	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	401	863	236	0	0
Copg1	102.157895	0	0	298	0	0	0	0	0	117	0	0	0	0	0	0	498	506	303	219	0
Vps13b	102.105263	0	0	334	65	140	0	0	0	0	0	0	0	0	0	0	341	329	329	402	0
Alpk1	102.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	988	245	262	0
Rtca	101.947368	0	0	0	0	0	0	0	115	358	452	363	0	0	0	0	230	419	0	0	0
Ptcd2	101.947368	0	0	0	0	0	0	0	0	262	178	0	0	0	0	0	243	1044	210	0	0
Mrps27	101.947368	0	0	0	0	0	0	0	0	262	178	0	0	0	0	0	243	1044	210	0	0
Dbt	101.947368	0	0	0	0	0	0	0	115	358	452	363	0	0	0	0	230	419	0	0	0
Arih2	101.736842	0	0	353	299	143	0	0	0	0	0	0	0	0	0	0	294	0	410	434	0
Med21	101.684211	0	0	0	110	240	0	0	0	0	0	0	0	0	0	0	493	310	580	199	0
Slc26a2	101.315789	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	268	545	454	435	0
Azin1	101.315789	0	0	0	168	180	0	0	129	178	181	174	0	0	0	0	601	314	0	0	0
Ctr9	100.947368	0	0	0	136	0	0	0	168	294	243	137	0	0	0	0	369	397	174	0	0
Ifit2	100.578947	0	0	0	0	0	0	0	157	243	281	153	0	101	0	0	275	442	146	113	0
Zc3h7a	100.473684	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	484	930	304	94	0
Ttc7b	100.473684	0	0	434	0	0	0	0	0	0	137	153	0	103	0	0	146	155	430	351	0
Polr3b	100.157895	0	0	0	219	218	0	0	0	0	0	0	0	0	83	0	416	263	368	336	0
Calm3	100.157895	0	0	0	237	103	0	0	0	0	0	0	0	0	0	0	441	350	428	344	0
D230025D16Rik	100.052632	0	0	0	286	179	0	0	0	171	0	0	0	0	0	0	519	449	181	116	0
Jade2	99.894737	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	476	174	492	491	0
Ktn1	99.842105	0	0	0	0	0	0	0	75	166	281	0	0	0	0	0	698	288	258	131	0
Cyp2b10	99.842105	0	0	0	0	0	0	0	0	282	176	255	0	0	0	0	269	409	166	340	0
C9	99.842105	0	100	645	0	0	0	0	0	152	0	0	0	0	0	0	240	258	254	248	0
Gtpbp1	99.736842	0	0	0	93	0	0	0	161	135	0	0	0	0	0	0	434	843	229	0	0
Taar5	99.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	0
Tcp11l2	99.473684	0	0	0	0	143	0	0	0	175	0	143	0	0	0	0	776	204	251	198	0
Klhl2	99.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890	0	0	0
Nfkbia	99.315789	0	0	0	434	164	0	0	186	408	334	0	0	108	0	0	0	0	0	253	0
Ppfibp2	99.105263	0	0	0	0	0	0	0	0	185	94	0	0	0	0	0	354	435	488	327	0
Plk2	99.000000	0	0	0	326	210	0	0	0	0	309	0	0	0	0	0	0	1036	0	0	0
Mtrr	99.000000	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	860	611	217	0	0
Fastkd3	99.000000	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	860	611	217	0	0
Cyb5r4	98.894737	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	207	838	434	231	0
Cped1	98.894737	0	0	0	0	0	0	0	0	0	104	173	0	0	0	0	194	1125	283	0	0
Klf7	98.842105	0	0	147	840	193	0	0	0	149	248	88	0	107	0	0	106	0	0	0	0
Hnf1a	98.263158	0	0	233	0	0	0	0	0	160	0	0	0	0	0	0	540	432	223	279	0
Cep295	98.052632	0	0	0	0	0	0	0	0	151	311	112	0	0	0	0	447	735	107	0	0
Rbm4b	97.894737	0	0	0	97	0	0	0	402	460	277	170	0	0	0	0	183	271	0	0	0
Ascc3	97.894737	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	382	1168	157	0	0
Wdfy1	97.842105	0	0	0	0	0	0	0	0	136	109	129	0	0	0	0	439	573	221	252	0
Cavin2	97.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	1250	0	88	0
Mphosph8	97.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	556	566	287	0
Yipf4	97.368421	0	0	0	121	0	0	0	179	123	232	118	0	0	0	0	504	165	167	241	0
H4c18	97.368421	0	0	0	715	187	0	0	0	207	176	106	0	154	0	0	305	0	0	0	0
Gabpb2	97.368421	0	0	318	128	0	0	0	254	254	312	162	0	0	0	0	0	0	185	237	0
Xylt1	97.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	1445	240	0	0
Pak3	97.000000	0	0	0	0	0	0	0	0	193	0	177	0	0	0	0	453	580	308	132	0
Tom1l1	96.842105	0	0	0	0	0	0	0	381	366	202	239	0	0	0	0	174	478	0	0	0
Tigd4	96.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	1171	181	0	0
Slc5a6	96.631579	0	0	0	209	228	0	0	0	0	236	116	0	0	0	0	337	299	203	208	0
Atraid	96.631579	0	0	0	209	228	0	0	0	0	236	116	0	0	0	0	337	299	203	208	0
Cry2	96.578947	0	0	162	0	152	0	0	0	387	218	126	0	0	0	0	313	177	195	105	0
Ccnt2	96.526316	0	0	0	138	0	0	0	176	454	281	197	0	0	0	0	182	262	0	144	0
Immp2l	96.473684	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	494	937	261	0	0
Eif3a	96.473684	0	0	0	203	166	0	0	0	0	0	0	0	92	0	0	454	717	201	0	0
Bnip1	96.315789	0	0	0	0	0	0	0	0	325	224	0	0	0	0	0	134	640	324	183	0
Glcci1	96.263158	0	0	0	229	238	0	0	0	0	400	0	0	0	0	0	182	611	169	0	0
Wdr53	96.052632	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	234	1356	0	0	0
Fbxo45	96.052632	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	234	1356	0	0	0
Txnl4b	95.736842	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	627	219	338	353	0
Dhx38	95.736842	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	627	219	338	353	0
Vps37c	95.684211	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	461	326	368	557	0
Epb41l2	95.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	862	263	153	0
Gsdmd	95.526316	0	0	275	0	0	0	0	0	150	0	0	0	0	0	0	373	232	399	386	0
Ppp2r5e	95.210526	0	0	184	90	172	0	0	0	0	0	0	0	0	0	0	132	740	196	295	0
Nfix	94.947368	0	0	0	114	0	0	0	0	141	0	0	0	0	0	0	198	330	436	585	0
Map1lc3b	94.947368	0	0	286	150	0	0	0	0	0	0	0	0	149	0	0	538	110	346	225	0
Tnrc18	94.789474	0	152	351	0	0	0	0	0	0	0	0	0	0	0	0	276	260	471	291	0
Plpp1	94.736842	0	0	0	0	140	0	0	153	266	166	0	0	0	0	0	549	387	139	0	0
Rep15	94.684211	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	282	1052	166	137	0
Dnajc1	94.526316	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	594	733	260	77	0
Zfp619	94.368421	0	0	0	160	281	0	0	0	0	0	0	0	0	0	0	478	874	0	0	0
Rpl3	94.105263	0	0	0	799	0	0	0	0	197	255	127	0	156	0	0	254	0	0	0	0
Tmem9	93.842105	0	0	0	0	0	0	0	0	174	177	112	0	0	0	0	323	997	0	0	0
Btg1	93.842105	0	0	0	605	124	0	0	0	0	0	0	0	201	0	0	450	156	90	157	0
Bpnt2	93.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	607	353	293	0
Aldh1a1	93.736842	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	253	888	113	0	0
Supt7l	93.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	300	374	461	0
Slc4a1ap	93.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	300	374	461	0
H4c14	93.421053	0	0	0	463	222	0	0	0	0	316	194	0	145	139	0	157	0	139	0	0
Gm1123	93.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	906	256	0	0
Adamts3	93.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	1287	0	0	0
Slc34a2	93.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	519	425	398	0
Rtkn	93.105263	0	0	0	180	0	0	0	0	446	204	0	0	0	0	0	502	300	137	0	0
Brip1	93.105263	0	0	0	0	0	0	0	0	406	521	341	0	0	0	0	145	179	177	0	0
Sh3d19	92.947368	0	0	303	0	0	0	0	0	135	0	0	0	0	0	0	332	347	302	347	0
Chmp2b	92.947368	0	0	0	0	0	0	0	190	222	268	144	0	0	0	0	422	348	172	0	0
Serinc1	92.894737	0	0	0	175	283	0	0	0	96	0	0	0	112	121	0	262	217	328	171	0
Zbtb10	92.684211	0	0	0	0	0	0	0	0	145	0	118	0	0	0	0	764	375	227	132	0
Rin2	92.684211	0	0	0	0	0	0	0	106	135	149	109	0	0	0	0	501	391	248	122	0
Inhba	92.631579	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	184	1153	248	0	0
Mllt3	92.578947	0	0	0	0	0	0	0	0	182	138	0	0	0	0	0	344	582	307	206	0
Cep55	92.526316	0	0	0	0	0	0	0	99	198	210	106	0	0	0	0	343	621	181	0	0
Ttc32	92.421053	0	0	0	259	200	0	0	0	0	0	0	0	0	0	0	482	266	276	273	0
Nrf1	92.421053	0	0	0	129	254	0	0	0	124	249	0	0	0	0	0	259	561	180	0	0
Tbce	92.368421	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	209	913	393	149	0
Lasp1	92.263158	0	0	0	0	0	0	0	0	294	193	188	0	0	0	0	161	450	255	212	0
Srsf7	91.736842	0	0	0	569	360	0	0	0	0	268	0	0	291	68	0	0	187	0	0	0
Mysm1	91.368421	0	0	0	161	0	0	0	0	204	317	0	0	155	0	0	293	385	221	0	0
Dop1b	91.157895	0	128	611	0	0	0	0	0	176	124	0	0	0	0	0	294	0	191	208	0
Psmf1	91.000000	0	104	542	0	0	0	0	0	0	0	0	0	0	0	0	460	190	260	173	0
Polk	91.000000	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	350	768	297	129	0
Lrp6	90.526316	0	0	1015	0	179	0	0	0	0	0	0	0	0	0	0	110	155	0	261	0
Il4ra	90.210526	0	0	354	108	188	0	0	0	79	0	0	0	0	0	0	404	253	151	177	0
Evc2	90.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	987	0	0	0
Ripply2	90.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	838	434	231	0
Med23	89.947368	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	214	686	351	255	0
Trip12	89.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	345	425	412	0
Fbxo36	89.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	345	425	412	0
Lima1	89.631579	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	206	866	236	286	0
Pde6a	89.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	545	454	435	0
F3	89.578947	0	0	0	0	0	0	0	0	128	369	189	0	0	0	0	158	480	225	153	0
Map10	89.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	0	0	0
Ano6	89.421053	0	0	0	118	97	0	0	0	0	0	0	0	0	0	0	242	809	257	176	0
Slc25a15	89.263158	0	0	0	144	189	0	0	0	0	0	0	0	0	0	0	459	803	101	0	0
Rusc2	89.000000	0	0	0	206	131	0	0	0	117	148	197	0	0	0	0	442	246	0	204	0
1700042G07Rik	89.000000	0	0	0	0	0	0	0	0	0	221	86	0	0	0	0	542	674	168	0	0
Grhl2	88.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	650	506	359	0
Chic2	88.894737	0	0	198	226	108	0	0	0	0	0	0	0	0	0	0	413	416	178	150	0
Rnf31	88.842105	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	591	861	0	0	0
Psme2	88.842105	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	591	861	0	0	0
Gjd4	88.736842	0	0	0	0	0	0	0	0	131	168	0	0	0	0	0	485	786	116	0	0
Alb	88.578947	0	0	173	0	0	0	0	0	178	131	0	0	0	0	0	0	1201	0	0	0
Zfp248	88.473684	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	265	968	109	225	0
Ngly1	88.473684	0	0	0	304	213	0	0	0	301	227	158	0	0	0	0	0	378	100	0	0
Dpf3	88.368421	0	0	0	0	0	0	0	0	190	236	176	0	0	0	0	0	959	118	0	0
Cert1	88.315789	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	299	768	297	129	0
Dus2	88.157895	0	0	0	0	0	0	0	0	104	0	98	0	0	0	0	555	383	229	306	0
Ddx28	88.157895	0	0	0	0	0	0	0	0	104	0	98	0	0	0	0	555	383	229	306	0
Csrnp1	88.105263	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	653	669	223	0	0
Osbpl6	88.000000	0	0	0	0	0	0	0	0	0	317	152	0	0	0	0	136	1067	0	0	0
Vamp4	87.842105	0	0	0	0	0	0	0	177	368	216	164	0	0	0	0	290	305	149	0	0
Adcy2	87.684211	0	0	273	0	0	0	0	0	299	223	0	0	113	0	0	0	154	271	333	0
Mtarc2	87.526316	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	119	1017	192	130	0
Gstp2	87.473684	0	0	150	148	0	0	0	0	0	0	0	0	0	0	0	524	303	366	171	0
Add1	87.473684	0	0	0	112	251	0	0	0	0	0	0	0	0	0	0	344	588	183	184	0
Asph	87.421053	0	0	0	164	243	0	0	0	0	0	0	0	0	0	0	225	474	364	191	0
Lims1	87.368421	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	496	517	281	223	0
Celf2	87.157895	0	600	503	0	0	0	0	0	0	0	0	0	0	0	0	365	188	0	0	0
Psmd3	86.947368	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	154	1084	103	141	0
Pdik1l	86.947368	0	123	347	112	0	0	0	0	147	0	0	0	0	0	0	250	202	176	295	0
Utp11	86.842105	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	298	558	359	213	0
Prxl2a	86.736842	0	0	0	0	0	0	0	0	217	143	0	0	0	0	0	341	420	332	195	0
AW146154	86.526316	0	93	350	0	0	0	0	0	0	0	0	0	0	0	0	352	143	289	417	0
Ece1	86.473684	0	0	0	0	0	0	0	0	482	414	0	0	0	0	0	593	154	0	0	0
Acsl5	86.473684	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	195	520	456	296	0
Stam	86.421053	0	0	0	0	0	0	0	0	366	301	0	0	0	0	0	114	711	150	0	0
Fbxl3	86.210526	0	0	328	387	175	0	0	0	0	116	0	0	0	93	0	174	0	125	240	0
Dcaf11	86.157895	0	125	235	76	0	0	0	0	0	0	0	0	0	0	0	536	239	298	128	0
Tmem19	86.000000	0	0	0	139	134	0	0	0	206	284	187	0	0	0	0	334	350	0	0	0
Zfp532	85.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	583	240	259	0
Stxbp6	85.947368	0	0	0	0	0	0	0	0	299	319	190	0	0	0	0	0	0	375	450	0
Btn2a2	85.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	336	410	343	0
Stk3	85.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1486	0	0	0
Sec62	85.736842	0	0	0	259	156	0	0	0	0	0	0	0	0	0	0	433	245	305	231	0
Sptan1	85.578947	0	0	0	389	136	0	0	0	0	0	0	0	0	0	0	489	253	172	187	0
Cubn	85.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	394	335	324	0
Ciao3	85.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	200	481	256	0
Clk1	85.368421	0	0	180	148	143	0	0	0	137	0	0	0	0	0	0	568	119	172	155	0
Gbp6	84.947368	0	0	0	0	0	0	0	0	160	202	163	0	0	0	0	0	438	396	255	0
Pnrc1	84.789474	0	0	199	442	147	0	0	0	0	0	0	0	0	0	0	258	208	192	165	0
Gm33989	84.789474	0	0	177	198	149	0	0	0	0	0	0	0	0	0	0	541	0	349	197	0
Tsg101	84.421053	0	0	0	127	198	0	0	0	0	0	0	0	0	0	0	592	249	259	179	0
Olfr262	84.368421	0	0	0	0	0	0	0	357	662	274	220	0	0	0	0	0	90	0	0	0
Gm8126	84.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	0	0	0
H3c8	84.210526	0	86	0	632	193	0	0	0	0	239	137	0	118	0	0	0	195	0	0	0
H2ac10	84.210526	0	86	0	632	193	0	0	0	0	239	137	0	118	0	0	0	195	0	0	0
Btbd3	84.210526	0	0	0	0	0	0	0	0	0	129	138	0	0	0	0	263	655	278	137	0
Tmem33	84.000000	0	0	0	146	152	0	0	0	0	0	0	0	0	0	0	119	1179	0	0	0
Pnma1	83.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	790	276	0	0
Thbs1	83.789474	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	409	510	286	132	0
Dek	83.736842	0	0	0	93	114	0	0	0	0	0	0	0	0	0	0	381	134	462	407	0
Zfc3h1	83.684211	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	440	753	249	0	0
