Target_genes	Mnt|Average	SRX9514748|Lung_cancer	SRX9514749|Lung_cancer	SRX7849445|Lung_tumors	SRX7849446|Lung_tumors	SRX7849455|Lung_tumors	SRX7849456|Lung_tumors	STRING
Usp2	98.000000	0	249	0	339	0	0	0
Snrpd1	98.000000	0	588	0	0	0	0	0
Rpl37a	98.000000	0	588	0	0	0	0	0
Sac3d1	97.833333	0	587	0	0	0	0	0
Igf2bp1	97.666667	0	586	0	0	0	0	0
Upf2	97.500000	0	0	0	310	0	275	0
Tut1	97.500000	0	585	0	0	0	0	0
Pdap1	97.333333	0	186	0	205	0	193	0
Igsf9	97.333333	0	584	0	0	0	0	0
Bud31	97.333333	0	186	0	205	0	193	0
Pou2f1	97.166667	0	324	0	259	0	0	0
Med20	97.166667	0	583	0	0	0	0	0
Gm20517	97.166667	0	583	0	0	0	0	0
Bysl	97.166667	0	583	0	0	0	0	0
Trpc4ap	97.000000	0	582	0	0	0	0	0
Tmem222	97.000000	0	393	0	189	0	0	0
Actr10	96.833333	0	0	0	381	0	200	0
Tomm20	96.500000	0	378	0	201	0	0	0
Sphk2	96.500000	0	579	0	0	0	0	0
Rpl18	96.500000	0	579	0	0	0	0	0
Fam83e	96.500000	0	579	0	0	0	0	0
Yipf2	96.166667	0	429	0	148	0	0	0
Timm29	96.166667	0	429	0	148	0	0	0
Prr14l	96.166667	0	577	0	0	0	0	0
Ube2i	96.000000	0	576	0	0	0	0	0
Suclg2	95.833333	0	575	0	0	0	0	0
AW209491	95.833333	0	575	0	0	0	0	0
Zbtb40	95.333333	0	181	0	200	0	191	0
Wdr3	95.333333	0	572	0	0	0	0	0
Tfrc	95.166667	0	571	0	0	0	0	0
Sema4c	95.000000	0	570	0	0	0	0	0
Nup54	94.833333	0	426	0	143	0	0	0
Rpl3	94.666667	0	568	0	0	0	0	0
Exosc2	94.666667	0	568	0	0	0	0	0
Ddx39b	94.666667	0	150	0	279	0	139	0
Cmc1	94.666667	0	568	0	0	0	0	0
Ap1g1	94.666667	0	438	0	130	0	0	0
Vdac2	94.333333	0	123	0	289	0	154	0
Prdx6	94.333333	0	566	0	0	0	0	0
Hsf1	94.333333	0	410	0	156	0	0	0
Bop1	94.333333	0	410	0	156	0	0	0
Usp36	94.166667	0	426	0	139	0	0	0
Tns3	94.166667	0	565	0	0	0	0	0
Atxn7l2	94.166667	0	565	0	0	0	0	0
Tmem262	94.000000	0	203	0	216	0	145	0
Mthfd2	94.000000	0	564	0	0	0	0	0
Rpl27a	93.833333	0	563	0	0	0	0	0
Nsfl1c	93.833333	0	353	0	210	0	0	0
Ltv1	93.833333	0	563	0	0	0	0	0
Gamt	93.833333	0	563	0	0	0	0	0
Dazap1	93.833333	0	563	0	0	0	0	0
Isy1	93.666667	0	562	0	0	0	0	0
Rbm4	93.166667	0	559	0	0	0	0	0
Rad50	93.166667	0	334	0	225	0	0	0
Mettl23	93.166667	0	309	0	250	0	0	0
Mbd3	93.166667	0	559	0	0	0	0	0
Pdss1	93.000000	0	558	0	0	0	0	0
Pbrm1	93.000000	0	558	0	0	0	0	0
Eef2	93.000000	0	558	0	0	0	0	0
Trip13	92.666667	0	556	0	0	0	0	0
Rpl10a	92.666667	0	556	0	0	0	0	0
Mrpl21	92.666667	0	556	0	0	0	0	0
Ighmbp2	92.666667	0	556	0	0	0	0	0
Gabpb2	92.666667	0	443	0	113	0	0	0
Ddx23	92.666667	0	289	0	267	0	0	0
Brd9	92.666667	0	556	0	0	0	0	0
Espl1	92.166667	0	422	0	131	0	0	0
Atad2	92.000000	0	265	0	175	0	112	0
Zfpl1	91.833333	0	190	0	216	0	145	0
Rps6ka4	91.833333	0	551	0	0	0	0	0
Cdca5	91.833333	0	190	0	216	0	145	0
Rdm1	91.500000	0	213	0	217	0	119	0
Arhgdia	91.500000	0	549	0	0	0	0	0
Tfb2m	91.333333	0	405	0	143	0	0	0
Nrp2	91.333333	0	548	0	0	0	0	0
Cnst	91.333333	0	405	0	143	0	0	0
Vcp	90.833333	0	545	0	0	0	0	0
Suds3	90.666667	0	0	0	297	0	247	0
Sfxn1	90.666667	0	544	0	0	0	0	0
Rpl11	90.666667	0	544	0	0	0	0	0
Fam162a	90.666667	0	397	0	147	0	0	0
Ccdc58	90.666667	0	397	0	147	0	0	0
Kdm6b	90.500000	0	334	0	209	0	0	0
Tmem234	90.333333	0	542	0	0	0	0	0
Shmt1	90.333333	0	542	0	0	0	0	0
Eif3i	90.333333	0	542	0	0	0	0	0
Ptges2	90.166667	0	317	0	224	0	0	0
Ptcd3	90.166667	0	541	0	0	0	0	0
Polr1a	90.166667	0	541	0	0	0	0	0
Pdia4	90.166667	0	541	0	0	0	0	0
Zbtb44	90.000000	0	540	0	0	0	0	0
Tcte3	89.833333	0	407	0	132	0	0	0
Mthfd1	89.833333	0	539	0	0	0	0	0
Lig3	89.833333	0	539	0	0	0	0	0
Gm3448	89.833333	0	407	0	132	0	0	0
Gm3417	89.833333	0	407	0	132	0	0	0
Ermard	89.833333	0	407	0	132	0	0	0
Ehd1	89.833333	0	539	0	0	0	0	0
Asxl1	89.833333	0	539	0	0	0	0	0
Tmem101	89.500000	0	200	0	163	0	174	0
Pomt1	89.500000	0	537	0	0	0	0	0
Rps9	89.166667	0	535	0	0	0	0	0
Slc19a1	89.000000	0	534	0	0	0	0	0
Wdr12	88.833333	0	533	0	0	0	0	0
Srek1	88.833333	0	533	0	0	0	0	0
Slc39a9	88.833333	0	466	0	67	0	0	0
Erh	88.833333	0	466	0	67	0	0	0
Carf	88.833333	0	533	0	0	0	0	0
Naa25	88.500000	0	531	0	0	0	0	0
N6amt1	88.500000	0	531	0	0	0	0	0
Mat2a	88.500000	0	531	0	0	0	0	0
Morc2a	88.333333	0	530	0	0	0	0	0
Satb2	88.166667	0	529	0	0	0	0	0
Leng8	88.166667	0	138	0	232	0	159	0
Rps19bp1	88.000000	0	361	0	167	0	0	0
Prmt7	88.000000	0	528	0	0	0	0	0
Tsen15	87.833333	0	205	0	322	0	0	0
Ssrp1	87.833333	0	527	0	0	0	0	0
P2rx3	87.833333	0	527	0	0	0	0	0
Noc2l	87.833333	0	527	0	0	0	0	0
Klhl17	87.833333	0	527	0	0	0	0	0
Txn1	87.666667	0	526	0	0	0	0	0
Pip4p2	87.666667	0	526	0	0	0	0	0
BC048403	87.666667	0	526	0	0	0	0	0
Pabpc1	87.500000	0	525	0	0	0	0	0
Zzz3	87.333333	0	524	0	0	0	0	0
Wdr70	87.333333	0	524	0	0	0	0	0
Sephs2	87.000000	0	522	0	0	0	0	0
Nol11	86.833333	0	521	0	0	0	0	0
Cpsf1	86.833333	0	294	0	227	0	0	0
Pus3	86.666667	0	520	0	0	0	0	0
Ifrd2	86.666667	0	520	0	0	0	0	0
Ddx25	86.666667	0	520	0	0	0	0	0
Zfp451	86.333333	0	518	0	0	0	0	0
Vmp1	86.333333	0	518	0	0	0	0	0
Ptrh2	86.333333	0	518	0	0	0	0	0
Parp1	86.166667	0	403	0	114	0	0	0
Hnrnpf	86.166667	0	517	0	0	0	0	0
Tti2	86.000000	0	516	0	0	0	0	0
Ppig	86.000000	0	516	0	0	0	0	0
Ube2g1	85.833333	0	515	0	0	0	0	0
Sf3a3	85.666667	0	262	0	252	0	0	0
Dimt1	85.666667	0	514	0	0	0	0	0
Zbtb10	85.500000	0	320	0	193	0	0	0
Tmem230	85.500000	0	406	0	0	0	107	0
Rcc1	85.333333	0	512	0	0	0	0	0
Secisbp2	85.166667	0	511	0	0	0	0	0
Trmt112	85.000000	0	422	0	88	0	0	0
Taf5	85.000000	0	510	0	0	0	0	0
Prdx5	85.000000	0	422	0	88	0	0	0
Nfkbiz	85.000000	0	510	0	0	0	0	0
Slc50a1	84.833333	0	509	0	0	0	0	0
Rbsn	84.833333	0	509	0	0	0	0	0
Pla2g6	84.833333	0	509	0	0	0	0	0
Dpm3	84.833333	0	509	0	0	0	0	0
Arf6	84.833333	0	509	0	0	0	0	0
Rps27l	84.666667	0	206	0	155	0	147	0
Mdh1b	84.666667	0	508	0	0	0	0	0
Fastkd2	84.666667	0	508	0	0	0	0	0
Ndufs3	84.500000	0	355	0	152	0	0	0
Kbtbd4	84.500000	0	355	0	152	0	0	0
Exd2	84.500000	0	507	0	0	0	0	0
Akr1b3	84.500000	0	507	0	0	0	0	0
Wdr75	84.166667	0	505	0	0	0	0	0
Sh3gl1	84.166667	0	322	0	183	0	0	0
Rpl22	84.166667	0	505	0	0	0	0	0
Pelp1	84.166667	0	505	0	0	0	0	0
Mettl4	84.166667	0	505	0	0	0	0	0
Chaf1a	84.166667	0	322	0	183	0	0	0
Slc39a11	84.000000	0	504	0	0	0	0	0
Nudcd3	84.000000	0	395	0	109	0	0	0
Mrpl52	84.000000	0	504	0	0	0	0	0
Mmp14	84.000000	0	504	0	0	0	0	0
Arhgap11a	84.000000	0	103	0	248	0	153	0
Dctn1	83.833333	0	116	0	387	0	0	0
Rpl22l1	83.666667	0	502	0	0	0	0	0
Pdcd11	83.666667	0	502	0	0	0	0	0
Atp5md	83.666667	0	502	0	0	0	0	0
Tmem209	83.500000	0	501	0	0	0	0	0
Ssmem1	83.500000	0	501	0	0	0	0	0
Rpl36a	83.500000	0	501	0	0	0	0	0
Pisd	83.500000	0	501	0	0	0	0	0
Btk	83.500000	0	501	0	0	0	0	0
Zcchc7	83.333333	0	500	0	0	0	0	0
Dkc1	83.333333	0	500	0	0	0	0	0
Tmem186	83.166667	0	499	0	0	0	0	0
Pmm2	83.166667	0	499	0	0	0	0	0
Hspa12a	83.000000	0	150	0	348	0	0	0
Eno4	83.000000	0	150	0	348	0	0	0
Dpy19l4	83.000000	0	498	0	0	0	0	0
Triap1	82.833333	0	376	0	121	0	0	0
Rpf2	82.833333	0	497	0	0	0	0	0
Mlxip	82.833333	0	497	0	0	0	0	0
Gatc	82.833333	0	376	0	121	0	0	0
Srpk1	82.666667	0	496	0	0	0	0	0
Farsa	82.666667	0	496	0	0	0	0	0
Tcerg1	82.500000	0	495	0	0	0	0	0
Pigl	82.500000	0	495	0	0	0	0	0
Ncor1	82.500000	0	495	0	0	0	0	0
Mrpl19	82.500000	0	495	0	0	0	0	0
Uba1	82.333333	0	494	0	0	0	0	0
Tmed7	82.333333	0	494	0	0	0	0	0
Eif1a	82.333333	0	494	0	0	0	0	0
Cntrl	82.166667	0	493	0	0	0	0	0
Rab2a	82.000000	0	492	0	0	0	0	0
Kifc1	82.000000	0	492	0	0	0	0	0
Znrd2	81.833333	0	491	0	0	0	0	0
Trmo	81.833333	0	491	0	0	0	0	0
Fam89b	81.833333	0	491	0	0	0	0	0
Ehbp1l1	81.833333	0	491	0	0	0	0	0
Hyal2	81.666667	0	490	0	0	0	0	0
Hagh	81.500000	0	489	0	0	0	0	0
Fahd1	81.500000	0	489	0	0	0	0	0
Anapc5	81.500000	0	489	0	0	0	0	0
Ahi1	81.500000	0	489	0	0	0	0	0
Txnl4b	81.333333	0	245	0	122	0	121	0
Pi4kb	81.333333	0	0	0	306	0	182	0
Dhx38	81.333333	0	245	0	122	0	121	0
Agpat5	81.333333	0	488	0	0	0	0	0
Tbl1x	81.166667	0	487	0	0	0	0	0
Zfp729b	81.000000	0	332	0	154	0	0	0
Swsap1	81.000000	0	486	0	0	0	0	0
Plekhg3	81.000000	0	486	0	0	0	0	0
Incenp	81.000000	0	486	0	0	0	0	0
P4hb	80.833333	0	357	0	128	0	0	0
Golim4	80.833333	0	485	0	0	0	0	0
Taf8	80.666667	0	484	0	0	0	0	0
Rpusd2	80.666667	0	484	0	0	0	0	0
Ndufs2	80.666667	0	484	0	0	0	0	0
Hspa4	80.666667	0	484	0	0	0	0	0
Ccnd3	80.666667	0	484	0	0	0	0	0
Adamts4	80.666667	0	484	0	0	0	0	0
Polr3d	80.333333	0	482	0	0	0	0	0
Mpp7	80.333333	0	0	0	348	0	134	0
Zwilch	80.166667	0	481	0	0	0	0	0
Rpl4	80.166667	0	481	0	0	0	0	0
Zfp131	79.833333	0	479	0	0	0	0	0
Pgam1	79.833333	0	479	0	0	0	0	0
Tex22	79.666667	0	478	0	0	0	0	0
Hnrnpab	79.500000	0	477	0	0	0	0	0
Eif3d	79.500000	0	477	0	0	0	0	0
Tmem97	79.333333	0	476	0	0	0	0	0
Med31	79.333333	0	476	0	0	0	0	0
Irgq	79.333333	0	0	0	203	0	273	0
4930563E22Rik	79.333333	0	476	0	0	0	0	0
Snd1	79.166667	0	475	0	0	0	0	0
Rhof	79.166667	0	475	0	0	0	0	0
Dpp3	79.166667	0	475	0	0	0	0	0
Abca3	79.166667	0	475	0	0	0	0	0
Abca17	79.166667	0	475	0	0	0	0	0
Npepl1	79.000000	0	474	0	0	0	0	0
Taf6	78.833333	0	0	0	266	0	207	0
Ptcd2	78.833333	0	361	0	112	0	0	0
Mrps27	78.833333	0	361	0	112	0	0	0
Lrrc73	78.833333	0	473	0	0	0	0	0
Ift52	78.833333	0	371	0	102	0	0	0
Cnpy4	78.833333	0	0	0	266	0	207	0
Mcrip2	78.333333	0	470	0	0	0	0	0
Adnp	78.333333	0	470	0	0	0	0	0
Ubfd1	78.166667	0	469	0	0	0	0	0
Nfkbil1	78.166667	0	190	0	279	0	0	0
Ears2	78.166667	0	469	0	0	0	0	0
Anapc7	78.166667	0	0	0	274	0	195	0
Lrrc8a	78.000000	0	369	0	99	0	0	0
Taf1c	77.833333	0	467	0	0	0	0	0
Slc10a7	77.833333	0	467	0	0	0	0	0
Rbmxl1	77.833333	0	467	0	0	0	0	0
Czib	77.833333	0	315	0	152	0	0	0
Ywhae	77.666667	0	466	0	0	0	0	0
Ss18	77.666667	0	466	0	0	0	0	0
Smim19	77.666667	0	466	0	0	0	0	0
Slc20a2	77.666667	0	466	0	0	0	0	0
Septin7	77.666667	0	466	0	0	0	0	0
Ankrd17	77.666667	0	466	0	0	0	0	0
Ubap2	77.333333	0	464	0	0	0	0	0
Rnf13	77.333333	0	464	0	0	0	0	0
Emp3	77.333333	0	464	0	0	0	0	0
Ccdc114	77.333333	0	464	0	0	0	0	0
Tm9sf4	77.166667	0	463	0	0	0	0	0
Rsph3a	77.166667	0	394	0	69	0	0	0
Krr1	77.000000	0	462	0	0	0	0	0
Clcn3	77.000000	0	462	0	0	0	0	0
Atp5e	77.000000	0	462	0	0	0	0	0
Wtap	76.833333	0	461	0	0	0	0	0
Septin11	76.833333	0	373	0	88	0	0	0
Cct8	76.833333	0	461	0	0	0	0	0
Zscan25	76.666667	0	460	0	0	0	0	0
Tmed10	76.666667	0	460	0	0	0	0	0
Scfd2	76.666667	0	246	0	214	0	0	0
Pycrl	76.666667	0	460	0	0	0	0	0
Fip1l1	76.666667	0	246	0	214	0	0	0
Rela	76.500000	0	459	0	0	0	0	0
Pih1d2	76.500000	0	459	0	0	0	0	0
Nkapd1	76.500000	0	459	0	0	0	0	0
Mast2	76.500000	0	459	0	0	0	0	0
Zmym6	76.333333	0	458	0	0	0	0	0
Zdhhc12	76.333333	0	363	0	95	0	0	0
Uba52	76.333333	0	458	0	0	0	0	0
Rex1bd	76.333333	0	458	0	0	0	0	0
Nsa2	76.333333	0	458	0	0	0	0	0
Gfm2	76.333333	0	458	0	0	0	0	0
Zfp566	76.166667	0	457	0	0	0	0	0
Zfp260	76.166667	0	457	0	0	0	0	0
Rpl29	76.166667	0	457	0	0	0	0	0
Rhebl1	76.000000	0	340	0	116	0	0	0
Ptprs	76.000000	0	456	0	0	0	0	0
Pitrm1	76.000000	0	456	0	0	0	0	0
Ncapd2	76.000000	0	456	0	0	0	0	0
Mrpl51	76.000000	0	456	0	0	0	0	0
H4f16	76.000000	0	456	0	0	0	0	0
H2aj	76.000000	0	456	0	0	0	0	0
Brpf1	76.000000	0	456	0	0	0	0	0
Ywhaq	75.833333	0	455	0	0	0	0	0
Rps6	75.666667	0	454	0	0	0	0	0
Dpp8	75.666667	0	323	0	131	0	0	0
Tmem238	75.500000	0	453	0	0	0	0	0
Rpl28	75.500000	0	453	0	0	0	0	0
Nudcd1	75.500000	0	453	0	0	0	0	0
Eny2	75.500000	0	453	0	0	0	0	0
Dffb	75.500000	0	453	0	0	0	0	0
Clpp	75.500000	0	453	0	0	0	0	0
Cep104	75.500000	0	453	0	0	0	0	0
Ago2	75.333333	0	452	0	0	0	0	0
Xpo5	75.000000	0	450	0	0	0	0	0
Tbc1d17	75.000000	0	450	0	0	0	0	0
Polh	75.000000	0	450	0	0	0	0	0
Gdi2	75.000000	0	450	0	0	0	0	0
Akt1s1	75.000000	0	450	0	0	0	0	0
Tbrg1	74.833333	0	449	0	0	0	0	0
Slc25a22	74.833333	0	449	0	0	0	0	0
Raver1	74.833333	0	449	0	0	0	0	0
Nepro	74.833333	0	449	0	0	0	0	0
Wdr89	74.666667	0	448	0	0	0	0	0
Bcas3	74.666667	0	257	0	191	0	0	0
Trappc4	74.500000	0	447	0	0	0	0	0
Rps25	74.500000	0	447	0	0	0	0	0
Gtpbp10	74.500000	0	447	0	0	0	0	0
Rin1	74.333333	0	446	0	0	0	0	0
Luc7l	74.333333	0	446	0	0	0	0	0
Trp53rkb	74.166667	0	445	0	0	0	0	0
Thumpd1	74.166667	0	445	0	0	0	0	0
Pigg	74.166667	0	445	0	0	0	0	0
Nfx1	74.166667	0	445	0	0	0	0	0
Med18	74.166667	0	318	0	127	0	0	0
Lsg1	74.166667	0	356	0	89	0	0	0
Ruvbl1	74.000000	0	444	0	0	0	0	0
Dus1l	74.000000	0	194	0	250	0	0	0
St3gal1	73.833333	0	443	0	0	0	0	0
Rpl39	73.833333	0	443	0	0	0	0	0
Gng3	73.833333	0	443	0	0	0	0	0
Fdxacb1	73.833333	0	341	0	102	0	0	0
Cdk6	73.833333	0	443	0	0	0	0	0
Bscl2	73.833333	0	443	0	0	0	0	0
1110032A03Rik	73.833333	0	341	0	102	0	0	0
Snrpa	73.666667	0	442	0	0	0	0	0
BC024978	73.666667	0	442	0	0	0	0	0
Ddx41	73.500000	0	313	0	128	0	0	0
Wdr55	73.333333	0	440	0	0	0	0	0
Tbc1d7	73.333333	0	440	0	0	0	0	0
Rcl1	73.333333	0	440	0	0	0	0	0
Slc6a9	73.166667	0	352	0	87	0	0	0
Calm2	73.166667	0	439	0	0	0	0	0
Abhd17c	73.166667	0	439	0	0	0	0	0
Txnl4a	73.000000	0	438	0	0	0	0	0
Tnfrsf21	73.000000	0	438	0	0	0	0	0
Tatdn3	73.000000	0	296	0	142	0	0	0
Slc25a39	73.000000	0	438	0	0	0	0	0
Rpl34-ps1	73.000000	0	438	0	0	0	0	0
Rpl34	73.000000	0	438	0	0	0	0	0
Nsl1	73.000000	0	296	0	142	0	0	0
Gm16286	73.000000	0	438	0	0	0	0	0
Rad9a	72.833333	0	437	0	0	0	0	0
Ostc	72.833333	0	221	0	216	0	0	0
Mical3	72.833333	0	437	0	0	0	0	0
Lrrc8b	72.833333	0	437	0	0	0	0	0
Heatr6	72.833333	0	354	0	83	0	0	0
Dcun1d1	72.833333	0	437	0	0	0	0	0
Stmn1	72.666667	0	436	0	0	0	0	0
Smarce1	72.666667	0	436	0	0	0	0	0
Tmem43	72.333333	0	434	0	0	0	0	0
Tmem268	72.333333	0	434	0	0	0	0	0
Tmem11	72.333333	0	434	0	0	0	0	0
Son	72.333333	0	260	0	174	0	0	0
Polq	72.333333	0	116	0	176	0	142	0
Gm36712	72.333333	0	260	0	174	0	0	0
Gart	72.333333	0	260	0	174	0	0	0
Chchd4	72.333333	0	434	0	0	0	0	0
Tcam1	72.166667	0	433	0	0	0	0	0
Smarcd2	72.166667	0	433	0	0	0	0	0
Pnpla7	72.166667	0	433	0	0	0	0	0
Ndufaf4	72.166667	0	433	0	0	0	0	0
Mrpl41	72.166667	0	433	0	0	0	0	0
Tuba1b	72.000000	0	432	0	0	0	0	0
Diaph1	72.000000	0	432	0	0	0	0	0
Zdhhc6	71.833333	0	431	0	0	0	0	0
Vti1a	71.833333	0	431	0	0	0	0	0
Ilf3	71.833333	0	431	0	0	0	0	0
Slirp	71.666667	0	430	0	0	0	0	0
Pum1	71.666667	0	430	0	0	0	0	0
Nrp	71.666667	0	430	0	0	0	0	0
Gm12500	71.666667	0	430	0	0	0	0	0
Erich4	71.666667	0	322	0	108	0	0	0
E2f3	71.666667	0	430	0	0	0	0	0
Dmac2	71.666667	0	322	0	108	0	0	0
Ampd2	71.666667	0	430	0	0	0	0	0
Alkbh1	71.666667	0	430	0	0	0	0	0
Zfp7	71.500000	0	429	0	0	0	0	0
Stambpl1	71.500000	0	429	0	0	0	0	0
Rtel1	71.500000	0	220	0	209	0	0	0
Krtcap3	71.500000	0	429	0	0	0	0	0
Htra2	71.500000	0	238	0	191	0	0	0
Dqx1	71.500000	0	238	0	191	0	0	0
Tsc1	71.333333	0	325	0	103	0	0	0
Sft2d2	71.333333	0	428	0	0	0	0	0
Fnip2	71.333333	0	428	0	0	0	0	0
Eif3g	71.333333	0	428	0	0	0	0	0
Anapc15	71.333333	0	428	0	0	0	0	0
Zfp708	71.166667	0	427	0	0	0	0	0
Vwa1	71.166667	0	427	0	0	0	0	0
Rpl19	71.166667	0	427	0	0	0	0	0
Nphp1	71.166667	0	427	0	0	0	0	0
Mtln	71.166667	0	427	0	0	0	0	0
Cacnb1	71.166667	0	427	0	0	0	0	0
Adat1	71.166667	0	427	0	0	0	0	0
Zgpat	71.000000	0	426	0	0	0	0	0
Uck2	71.000000	0	426	0	0	0	0	0
Snrnp35	71.000000	0	426	0	0	0	0	0
Rilpl2	71.000000	0	426	0	0	0	0	0
Arfrp1	71.000000	0	426	0	0	0	0	0
Prpf3	70.833333	0	245	0	180	0	0	0
Mknk1	70.833333	0	304	0	121	0	0	0
Ints12	70.833333	0	425	0	0	0	0	0
Gstcd	70.833333	0	425	0	0	0	0	0
Ppp1r10	70.666667	0	424	0	0	0	0	0
Mrps18b	70.666667	0	424	0	0	0	0	0
Slc5a5	70.500000	0	423	0	0	0	0	0
Rpl18a	70.500000	0	423	0	0	0	0	0
Gas2	70.500000	0	423	0	0	0	0	0
Fancf	70.500000	0	423	0	0	0	0	0
Terf2ip	70.333333	0	422	0	0	0	0	0
Kars	70.333333	0	422	0	0	0	0	0
Thada	70.166667	0	421	0	0	0	0	0
Rwdd1	70.166667	0	310	0	111	0	0	0
Nup133	70.166667	0	421	0	0	0	0	0
Nkrf	70.166667	0	421	0	0	0	0	0
Aasdh	70.166667	0	421	0	0	0	0	0
Naa10	70.000000	0	420	0	0	0	0	0
Map1s	70.000000	0	420	0	0	0	0	0
Lratd2	70.000000	0	420	0	0	0	0	0
Rbm39	69.833333	0	419	0	0	0	0	0
Pkm	69.833333	0	419	0	0	0	0	0
D8Ertd738e	69.833333	0	215	0	204	0	0	0
Urb2	69.666667	0	418	0	0	0	0	0
Ttc27	69.666667	0	418	0	0	0	0	0
Taf5l	69.666667	0	418	0	0	0	0	0
Prdx1	69.500000	0	417	0	0	0	0	0
Mettl3	69.500000	0	417	0	0	0	0	0
Btbd8	69.500000	0	417	0	0	0	0	0
Slc29a1	69.333333	0	416	0	0	0	0	0
Foxn2	69.333333	0	416	0	0	0	0	0
Tubb4b	69.166667	0	415	0	0	0	0	0
Setd5	69.166667	0	415	0	0	0	0	0
S100a13	69.166667	0	415	0	0	0	0	0
S100a1	69.166667	0	415	0	0	0	0	0
Chtop	69.166667	0	415	0	0	0	0	0
Zfr2	69.000000	0	414	0	0	0	0	0
Pten	69.000000	0	414	0	0	0	0	0
Jade1	69.000000	0	414	0	0	0	0	0
Cluap1	69.000000	0	259	0	155	0	0	0
Aunip	69.000000	0	414	0	0	0	0	0
Atcay	69.000000	0	414	0	0	0	0	0
1700037C18Rik	69.000000	0	259	0	155	0	0	0
Rexo4	68.833333	0	413	0	0	0	0	0
Myo10	68.833333	0	413	0	0	0	0	0
Sfpq	68.666667	0	412	0	0	0	0	0
Rhbdd3	68.666667	0	412	0	0	0	0	0
Pibf1	68.666667	0	412	0	0	0	0	0
Nek4	68.666667	0	412	0	0	0	0	0
Mef2d	68.666667	0	295	0	117	0	0	0
Ewsr1	68.666667	0	412	0	0	0	0	0
Dis3	68.666667	0	412	0	0	0	0	0
Ticam1	68.500000	0	411	0	0	0	0	0
Phykpl	68.500000	0	287	0	124	0	0	0
Fabp5	68.500000	0	411	0	0	0	0	0
Ybx1	68.333333	0	410	0	0	0	0	0
Tef	68.333333	0	190	0	220	0	0	0
Smarcad1	68.333333	0	410	0	0	0	0	0
Ddx11	68.333333	0	239	0	171	0	0	0
Tmem70	68.166667	0	409	0	0	0	0	0
Pafah2	68.166667	0	264	0	145	0	0	0
Lekr1	68.166667	0	178	0	231	0	0	0
Junb	68.166667	0	201	0	208	0	0	0
Dnph1	68.166667	0	409	0	0	0	0	0
Ciart	68.166667	0	240	0	169	0	0	0
Trnt1	68.000000	0	408	0	0	0	0	0
Tars2	68.000000	0	408	0	0	0	0	0
Rnmt	68.000000	0	315	0	93	0	0	0
Psmg2	68.000000	0	272	0	136	0	0	0
Nip7	68.000000	0	408	0	0	0	0	0
Ncbp2	68.000000	0	229	0	179	0	0	0
Fam210a	68.000000	0	315	0	93	0	0	0
Cog8	68.000000	0	408	0	0	0	0	0
Cep76	68.000000	0	272	0	136	0	0	0
Capn10	68.000000	0	288	0	120	0	0	0
0610012G03Rik	68.000000	0	229	0	179	0	0	0
Ssbp1	67.833333	0	288	0	119	0	0	0
Senp2	67.833333	0	407	0	0	0	0	0
Prmt5	67.833333	0	407	0	0	0	0	0
Gm5741	67.833333	0	407	0	0	0	0	0
Dhps	67.833333	0	407	0	0	0	0	0
Bcl3	67.833333	0	407	0	0	0	0	0
0610009B22Rik	67.833333	0	407	0	0	0	0	0
Vps4b	67.666667	0	406	0	0	0	0	0
Marchf9	67.666667	0	406	0	0	0	0	0
Cdk4	67.666667	0	406	0	0	0	0	0
Akap11	67.666667	0	221	0	185	0	0	0
Prkcsh	67.500000	0	293	0	112	0	0	0
Nfe2l1	67.500000	0	405	0	0	0	0	0
Mmachc	67.500000	0	246	0	159	0	0	0
Eef1aknmt	67.500000	0	405	0	0	0	0	0
Dus4l	67.500000	0	405	0	0	0	0	0
Cog5	67.500000	0	405	0	0	0	0	0
Ccdc163	67.500000	0	246	0	159	0	0	0
Ccdc151	67.500000	0	293	0	112	0	0	0
Zfp37	67.333333	0	0	0	228	0	176	0
Kbtbd3	67.333333	0	404	0	0	0	0	0
Aasdhppt	67.333333	0	404	0	0	0	0	0
Sltm	67.166667	0	403	0	0	0	0	0
Fam83g	67.166667	0	403	0	0	0	0	0
D10Wsu102e	67.166667	0	403	0	0	0	0	0
Cd44	67.166667	0	403	0	0	0	0	0
Zfp639	67.000000	0	402	0	0	0	0	0
Zbtb37	67.000000	0	402	0	0	0	0	0
Txndc17	67.000000	0	309	0	93	0	0	0
Smpdl3b	67.000000	0	402	0	0	0	0	0
Ppat	67.000000	0	402	0	0	0	0	0
Paics	67.000000	0	402	0	0	0	0	0
Ndufs7	67.000000	0	104	0	182	0	116	0
4933427D14Rik	67.000000	0	309	0	93	0	0	0
Pfn1	66.833333	0	401	0	0	0	0	0
Eno3	66.833333	0	401	0	0	0	0	0
9030025P20Rik	66.833333	0	401	0	0	0	0	0
Mex3a	66.666667	0	400	0	0	0	0	0
Dlx2	66.666667	0	400	0	0	0	0	0
Mrpl35	66.500000	0	399	0	0	0	0	0
Ercc6l2	66.500000	0	399	0	0	0	0	0
Dhx8	66.500000	0	105	0	294	0	0	0
Tcea2	66.333333	0	398	0	0	0	0	0
Nr3c1	66.333333	0	398	0	0	0	0	0
Asxl2	66.333333	0	295	0	103	0	0	0
Uba5	66.000000	0	196	0	200	0	0	0
Slc12a9	66.000000	0	396	0	0	0	0	0
Serbp1	66.000000	0	396	0	0	0	0	0
