Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Pira4	258.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	877	107	0	0	0	0	0	0	1205	2579	1524	2454	0	0	1060	0	0	0	0	0	0	0	0	0	145	0	0	0
Pira11	258.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	877	107	0	0	0	0	0	0	1205	2579	1524	2454	0	0	1060	0	0	0	0	0	0	0	0	0	145	0	0	0
Gm14548	258.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	877	107	0	0	0	0	0	0	1205	2579	1524	2454	0	0	1060	0	0	0	0	0	0	0	0	0	145	0	0	0
Slc15a3	258.404762	188	0	0	0	0	0	0	0	0	0	0	0	0	0	643	647	0	0	0	0	0	0	0	1160	2453	1315	2401	0	0	244	0	0	0	0	0	0	0	0	0	1802	0	0	0
Arap1	255.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	633	146	0	831	206	0	0	0	928	2131	1015	1993	0	0	683	0	0	0	0	0	0	0	0	0	1543	0	0	0
Gstm6	255.714286	0	0	173	220	263	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	1462	2433	1766	2301	0	0	153	0	346	0	0	0	137	305	325	0	610	0	0	0
Cd27	251.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1733	1735	0	0	0	0	0	0	0	813	2160	570	1408	149	0	586	0	0	0	0	0	0	0	0	0	1388	0	0	0
Rag2	249.500000	0	220	217	234	518	0	0	0	0	0	0	0	0	0	2671	2671	0	0	0	0	0	0	0	363	1415	329	1117	0	0	223	0	220	0	0	0	0	0	111	0	170	0	0	0
Iftap	249.500000	0	220	217	234	518	0	0	0	0	0	0	0	0	0	2671	2671	0	0	0	0	0	0	0	363	1415	329	1117	0	0	223	0	220	0	0	0	0	0	111	0	170	0	0	0
Dtx4	249.190476	242	0	0	213	184	0	0	0	0	0	0	0	0	0	0	0	226	0	681	0	0	0	0	914	2336	920	2349	0	0	0	0	1379	0	0	0	0	0	170	0	852	0	0	0
Hoxa1	248.738095	0	0	353	805	327	0	0	0	0	0	0	0	0	0	0	0	0	1022	1489	541	269	517	0	198	1771	313	1729	0	0	125	0	396	0	0	0	0	0	168	0	424	0	0	0
Caml	245.690476	0	0	365	466	492	99	0	0	0	0	0	0	0	0	231	224	0	0	707	206	0	0	0	532	2160	842	1959	0	0	556	0	518	0	0	0	0	100	173	0	689	0	0	0
Usp49	245.000000	162	366	0	0	161	0	150	0	0	0	0	280	561	355	0	0	1252	0	175	0	0	0	0	586	1968	659	1946	0	0	168	0	469	0	0	0	0	0	115	0	917	0	0	0
Mvd	242.452381	106	367	322	609	574	0	0	163	0	0	0	0	441	313	0	0	276	0	887	225	0	0	0	591	1451	644	1388	0	0	0	0	364	0	0	0	0	0	0	0	1462	0	0	0
Neurl3	241.904762	241	0	0	0	0	0	0	0	0	0	0	0	0	0	301	302	435	0	141	0	0	0	0	1107	2691	1439	2505	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2k	241.880952	0	254	0	264	215	0	0	0	0	0	0	0	0	0	0	0	0	516	1710	327	750	0	0	753	2223	959	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspn	241.761905	278	378	0	0	141	176	466	210	268	0	148	630	856	782	204	238	163	143	191	138	321	333	164	496	714	773	1035	0	0	156	185	250	0	0	0	0	0	0	0	317	0	0	0
Dap	240.500000	0	150	0	217	173	0	0	0	0	0	0	0	0	0	1713	1713	237	0	689	146	0	0	0	285	1458	347	1449	0	0	271	0	722	0	0	0	0	121	246	0	164	0	0	0
Pknox2	239.238095	0	798	235	225	365	0	262	0	0	0	0	126	138	145	0	0	172	0	356	134	146	0	0	480	1269	415	1494	0	0	0	0	1110	0	0	0	0	245	298	0	1635	0	0	0
Fam178b	236.976190	0	206	0	0	0	0	0	0	0	0	0	0	0	0	880	881	142	0	0	0	0	0	0	998	2301	1234	2206	0	0	542	0	241	0	0	0	0	0	137	0	185	0	0	0
Eci1	236.809524	0	157	0	199	201	0	0	0	0	0	0	0	0	0	643	644	0	559	1922	607	486	232	0	218	1316	357	1407	0	0	678	0	162	0	0	0	0	0	0	0	158	0	0	0
Arhgef3	235.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	554	0	154	551	146	0	0	0	793	2396	1244	2147	0	0	409	0	133	0	0	0	0	0	0	0	806	0	0	0
Strip1	235.166667	0	166	0	126	160	0	0	0	0	0	0	0	0	0	166	166	255	0	462	0	0	0	0	1179	2459	1357	2432	0	0	0	0	142	0	0	0	0	0	0	0	807	0	0	0
Frrs1	234.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	175	0	0	110	0	0	0	0	1583	2594	1454	2449	0	0	636	0	0	0	0	0	0	0	0	0	690	0	0	0
Kansl1l	234.571429	0	0	0	198	150	0	0	0	0	0	0	0	0	0	1500	1500	0	239	651	144	0	0	0	294	1814	345	1557	318	0	752	0	390	0	0	0	0	0	0	0	0	0	0	0
Rasgrp3	232.904762	0	0	102	457	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	2519	1654	2364	134	0	747	0	158	0	0	0	0	0	123	0	0	0	0	0
Selenbp1	232.190476	365	304	0	0	0	0	0	227	0	147	0	483	685	383	523	531	236	0	0	0	0	0	0	757	1980	867	1914	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfrb	232.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587	1586	306	0	0	0	0	0	0	890	2195	576	1738	0	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb9	230.571429	0	0	225	201	200	186	0	0	0	0	0	0	0	0	0	0	0	1704	2653	1396	867	913	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	660	0	0	0
Itgb3	229.500000	245	0	0	0	0	0	0	0	0	0	0	0	0	0	954	951	0	0	901	397	205	151	0	654	1653	925	1725	0	0	784	0	94	0	0	0	0	0	0	0	0	0	0	0
Tfip11	228.309524	0	0	0	208	103	0	0	0	0	0	0	0	0	0	358	357	260	0	474	0	0	0	0	907	2009	1092	2029	77	0	561	0	132	0	0	0	0	0	0	0	1022	0	0	0
Tnnt2	227.571429	0	0	0	0	0	0	0	128	0	0	0	481	612	713	0	0	0	352	950	292	335	0	0	428	1610	1043	2057	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0
Six4	227.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	2254	931	539	445	0	173	916	329	1015	0	0	0	0	189	0	0	0	0	0	0	0	1670	0	0	0
Gm1110	226.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	704	0	0	0	0	0	0	0	647	2437	818	2344	601	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr7	225.500000	0	132	0	629	337	0	0	0	0	0	0	0	0	0	0	0	0	0	282	94	0	0	0	887	2549	962	2199	0	0	314	0	446	0	0	0	0	0	0	0	640	0	0	0
Usp2	225.142857	0	0	0	0	0	0	0	146	0	159	87	190	427	496	188	188	0	435	1908	964	228	418	0	269	1246	264	607	0	0	0	0	159	0	0	0	0	0	0	0	1077	0	0	0
Maf	224.095238	0	245	0	242	178	0	0	0	0	0	0	0	239	0	312	312	788	143	905	0	167	0	0	577	1876	863	2077	0	0	184	0	0	0	0	0	0	0	0	0	304	0	0	0
Gask1b	222.595238	0	0	215	486	547	124	0	0	0	0	0	0	0	0	987	997	0	0	912	286	250	0	0	314	1046	465	1119	0	0	510	0	515	0	0	0	0	111	465	0	0	0	0	0
Gm4832	222.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327	2329	0	0	0	0	0	0	0	173	1671	468	1410	243	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0
Baalc	222.333333	0	0	302	801	535	0	0	0	0	0	0	0	0	0	0	0	0	1401	2313	1127	796	509	0	0	0	144	145	0	0	0	0	243	0	0	0	0	0	165	0	857	0	0	0
Cnot3	221.738095	0	234	0	550	412	0	0	0	0	0	0	0	0	0	148	148	0	0	379	0	0	0	0	922	2290	1020	2024	0	0	348	0	328	0	0	0	0	0	117	0	393	0	0	0
Slc9a3r1	221.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	312	0	116	1254	257	430	0	0	766	1941	1091	1872	0	0	376	0	137	0	0	0	0	0	0	0	445	0	0	0
Rnf14	221.190476	0	693	118	164	250	0	0	0	0	0	0	0	226	207	0	0	648	0	0	0	0	0	0	617	2365	532	2013	0	0	0	0	626	0	0	0	0	0	0	0	831	0	0	0
Arl8b	221.095238	0	0	0	113	111	0	0	0	0	0	0	0	0	0	1393	1396	0	0	0	0	0	0	0	293	1596	498	1420	0	0	1149	0	277	0	0	0	0	0	0	0	1040	0	0	0
Ercc6l2	220.690476	212	0	0	97	0	0	0	0	0	0	0	160	115	0	0	0	360	0	433	0	0	0	0	699	2259	889	2393	0	0	199	0	0	0	0	0	0	0	0	0	1453	0	0	0
Olfr806	220.404762	0	0	890	813	827	704	0	0	0	0	0	0	0	0	0	0	550	215	282	269	329	175	785	0	0	0	0	0	113	189	0	864	372	333	362	327	189	224	445	0	0	0	0
Smg9	220.023810	122	0	0	0	0	0	0	0	0	0	0	0	0	0	1485	1480	107	0	199	0	0	0	0	701	1712	930	1672	267	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf2	219.357143	0	0	177	416	289	0	0	0	0	0	0	0	0	0	635	635	0	307	1593	285	348	0	0	210	991	528	1310	279	0	491	0	258	0	0	0	0	0	182	0	279	0	0	0
Map2k6	219.095238	0	0	0	366	400	0	0	0	0	0	0	0	0	0	1058	1059	0	0	412	0	0	0	0	453	1909	651	1919	0	0	0	0	241	0	0	0	0	194	165	0	375	0	0	0
Arrdc3	217.476190	203	228	139	0	221	0	78	0	0	0	0	172	252	0	193	193	284	0	294	0	0	0	0	581	1813	819	1910	0	0	146	0	101	0	0	0	0	0	0	0	1507	0	0	0
Exoc5	216.952381	0	224	0	301	128	0	0	0	0	0	0	0	0	0	0	0	205	1355	1899	860	616	403	0	170	1114	98	1152	211	0	0	0	83	0	0	0	0	0	0	0	293	0	0	0
Ap5m1	216.952381	0	224	0	301	128	0	0	0	0	0	0	0	0	0	0	0	205	1355	1899	860	616	403	0	170	1114	98	1152	211	0	0	0	83	0	0	0	0	0	0	0	293	0	0	0
Meis2	215.666667	0	0	598	609	860	118	129	0	0	0	0	0	175	0	0	0	0	435	1124	429	692	0	0	205	836	223	928	0	0	0	0	341	0	0	0	216	401	311	0	286	0	142	0
Itgax	215.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	923	0	0	0	0	0	0	0	996	2192	1081	2122	0	0	608	0	210	0	0	0	0	0	0	0	0	0	0	0
LTO1	214.976190	138	123	0	338	466	0	0	0	0	0	0	0	0	0	279	282	310	0	669	0	0	0	0	588	1748	494	1754	0	0	235	0	262	0	0	0	0	0	0	0	1343	0	0	0
Zkscan5	214.666667	0	0	1058	1235	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	974	242	159	143	0	106	586	199	544	0	0	0	0	1553	0	0	0	0	0	192	0	628	0	0	0
Zkscan14	214.666667	0	0	1058	1235	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	974	242	159	143	0	106	586	199	544	0	0	0	0	1553	0	0	0	0	0	192	0	628	0	0	0
Nktr	213.500000	131	411	0	187	206	0	0	0	0	0	0	209	239	0	0	0	873	0	152	0	0	0	0	437	2088	568	1824	0	0	0	0	652	0	0	0	0	0	0	0	990	0	0	0
Csf2ra	213.333333	0	143	94	206	126	602	129	152	0	0	0	0	274	0	252	257	156	158	147	0	0	0	480	495	1003	504	885	0	0	422	426	863	284	245	0	245	0	141	0	271	0	0	0
Pou2f1	213.023810	334	237	137	396	0	0	0	115	0	0	0	0	0	0	411	412	171	106	602	0	0	0	0	448	2009	676	1755	0	0	317	0	141	0	0	0	0	0	0	0	680	0	0	0
Zfand2a	212.095238	0	0	317	273	481	0	0	0	0	0	0	0	0	0	146	146	277	0	458	0	0	0	0	520	1962	873	1988	0	0	147	0	701	0	0	0	0	125	221	0	273	0	0	0
Comt	211.857143	0	0	157	161	236	0	0	0	0	0	0	0	0	0	166	166	69	203	1442	399	620	232	0	629	1689	766	1332	122	0	427	0	82	0	0	0	0	0	0	0	0	0	0	0
Tesmin	211.619048	0	0	0	170	181	0	0	0	0	0	0	0	0	0	0	0	148	0	181	0	0	0	0	1136	2424	1001	2366	0	0	352	0	645	0	0	0	0	0	0	0	284	0	0	0
Efcab5	211.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	1381	653	352	382	0	647	2173	703	2076	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa2	211.166667	0	0	729	871	824	138	0	0	0	0	0	0	0	0	0	0	0	1022	1489	541	328	517	0	0	0	0	0	0	0	125	0	1094	0	0	0	114	288	206	0	583	0	0	0
Tax1bp1	211.071429	165	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	1252	454	0	158	0	0	0	0	655	1931	653	1573	129	0	371	0	151	0	0	0	0	0	0	0	118	0	0	0
Emid1	211.071429	0	0	0	191	0	0	0	0	0	0	0	0	0	0	1407	1406	0	0	0	0	0	0	0	510	1969	942	2021	0	0	267	0	152	0	0	0	0	0	0	0	0	0	0	0
Myo1c	211.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796	799	0	0	209	0	0	0	0	1170	2413	1162	1806	120	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl3l2	210.333333	0	163	0	0	0	0	0	0	0	0	0	0	0	0	592	586	0	0	225	0	0	0	0	670	2316	882	2480	0	0	187	0	0	0	0	0	0	0	0	0	733	0	0	0
Tulp4	210.142857	0	220	0	0	169	0	0	0	0	0	0	0	175	0	0	0	687	287	701	267	304	0	0	562	1924	523	1721	0	0	0	0	743	0	0	0	0	0	0	0	543	0	0	0
Stx1a	209.952381	0	244	0	0	0	0	0	0	0	0	0	0	0	145	526	529	219	0	0	0	0	0	0	762	1757	1006	1527	260	0	1613	0	230	0	0	0	0	0	0	0	0	0	0	0
Mrps36	209.619048	0	0	456	461	308	69	0	0	0	0	0	0	0	0	0	0	0	605	1896	1039	438	275	0	0	858	0	1154	0	0	0	0	0	0	0	0	0	263	212	0	770	0	0	0
Bpifc	209.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	287	0	0	0	0	0	0	0	1105	2182	1063	2103	183	0	447	0	0	0	0	0	0	0	111	0	1035	0	0	0
Ptgs1	209.261905	264	255	0	0	0	0	0	0	0	0	0	0	0	0	405	409	817	0	295	0	155	0	0	895	2280	807	1920	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemf	208.714286	0	627	187	363	253	0	0	0	0	0	0	0	0	0	221	193	342	0	131	146	0	0	185	666	1158	600	1324	0	513	0	0	553	0	0	0	0	0	0	615	689	0	0	0
Smim6	208.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	742	0	0	0	0	0	0	0	995	2367	1377	2246	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhb2	208.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	376	0	0	723	0	0	0	0	996	2295	1302	2074	0	0	437	0	0	0	0	0	0	0	0	0	178	0	0	0
Slc25a46	208.428571	0	728	0	0	0	0	0	0	0	0	0	160	127	0	0	0	552	0	0	0	0	0	0	684	2307	704	2390	0	0	0	0	395	0	0	0	0	0	0	0	707	0	0	0
Dhcr24	208.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	906	479	0	0	0	0	0	0	993	2254	711	1913	0	0	380	0	198	0	0	0	0	0	0	0	0	0	0	0
Cirbp	207.928571	0	205	0	0	237	0	0	86	0	179	0	427	579	541	0	0	483	0	78	0	0	0	0	558	1472	348	1043	0	0	0	0	797	0	0	0	0	0	230	0	1470	0	0	0
Inpp4a	207.500000	0	0	0	126	188	0	0	0	0	0	0	0	0	0	219	219	0	0	0	0	0	0	0	1029	2304	1077	2105	246	0	935	0	0	0	0	0	0	0	0	0	267	0	0	0
Zfp273	206.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	601	0	239	1001	154	378	93	0	279	1833	313	1868	275	0	911	0	0	0	0	0	0	0	0	0	110	0	0	0
Postn	206.547619	0	0	117	456	136	0	0	0	0	0	0	0	0	0	938	942	0	176	1254	440	312	126	0	401	1330	613	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot1	206.428571	0	326	308	347	440	157	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	747	1752	360	1537	0	0	0	0	512	0	0	0	155	461	475	0	765	0	0	0
Pilra	206.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1947	2545	1534	2297	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock8	205.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	2158	1307	679	1076	0	0	927	170	785	0	0	0	0	152	0	0	0	0	0	0	0	147	0	0	0
Riok1	205.095238	0	0	0	0	126	0	0	0	0	0	0	0	0	0	763	764	0	0	535	151	0	0	0	571	2103	870	2135	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0
Cage1	205.095238	0	0	0	0	126	0	0	0	0	0	0	0	0	0	763	764	0	0	535	151	0	0	0	571	2103	870	2135	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0
Gse1	204.500000	0	0	455	549	734	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	164	0	0	440	1498	479	1146	0	0	526	0	803	0	0	0	128	301	465	0	472	0	0	0
Bcl3	204.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	792	204	105	165	0	690	1778	937	1878	107	0	1018	0	271	0	0	0	0	0	0	0	218	0	0	0
Lnpep	203.952381	86	286	0	155	190	0	0	0	0	0	0	0	0	0	191	191	327	0	379	180	178	0	0	642	1742	570	1738	0	0	528	0	618	0	0	0	0	0	112	0	453	0	0	0
Cacna2d4	203.857143	0	0	135	623	171	0	0	0	0	0	0	0	0	0	0	0	0	405	2015	763	228	113	0	290	774	632	1435	0	0	0	0	181	0	0	0	0	0	162	0	635	0	0	0
Man1a2	203.095238	0	0	207	739	404	0	0	0	0	0	0	0	175	0	0	0	0	306	1239	298	355	0	0	218	984	671	1076	0	0	224	0	0	0	0	0	0	0	275	0	1359	0	0	0
Krt80	203.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	156	0	696	1971	942	509	703	0	368	1390	230	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Myog	203.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700	1705	0	0	0	0	0	0	0	445	1637	535	1574	213	0	420	0	204	0	0	0	0	0	0	0	93	0	0	0
Spry1	202.619048	356	171	173	0	0	0	0	0	0	0	0	0	0	0	135	135	337	0	646	0	0	0	0	486	2070	574	2058	0	0	0	0	364	0	0	0	0	0	0	0	1005	0	0	0
Lrtm2	202.428571	0	0	135	623	171	0	0	0	0	0	0	0	0	0	0	0	0	405	2015	763	228	113	0	290	774	632	1435	0	0	0	0	121	0	0	0	0	0	162	0	635	0	0	0
Pvr	202.380952	0	0	0	454	120	0	0	0	0	0	0	0	0	0	1421	1417	0	203	1259	292	0	0	0	147	676	129	1173	0	0	505	0	187	0	0	0	0	0	0	0	517	0	0	0
Ascc2	201.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	496	181	0	0	795	2384	1046	2260	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Rab27a	200.976190	0	0	196	947	590	0	0	0	0	0	0	0	0	0	611	605	0	0	259	0	0	0	0	468	1049	463	1145	0	0	650	0	146	0	0	0	0	0	121	0	1191	0	0	0
Ccnd1	200.166667	0	0	374	465	341	0	0	0	0	0	0	0	0	0	288	288	0	0	374	0	137	0	0	782	1894	630	1960	0	0	513	0	130	0	0	0	0	0	0	0	231	0	0	0
Ndufs5	199.904762	0	221	0	246	252	0	0	0	0	0	0	0	187	0	0	0	279	0	0	0	0	0	0	898	2253	828	2136	0	0	260	0	381	0	0	0	0	0	0	0	455	0	0	0
Hoxc6	198.976190	0	0	927	1017	244	125	0	0	0	0	0	0	0	0	0	0	0	266	1435	624	502	230	0	0	259	0	253	0	0	112	0	0	0	0	0	0	127	276	0	1960	0	0	0
Filip1	198.904762	0	0	0	0	0	0	0	0	0	0	0	247	483	360	0	0	0	0	0	0	0	0	0	1113	2510	1117	2366	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Pik3c2g	198.880952	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	2628	1417	2545	0	0	184	0	0	0	0	0	0	0	187	0	0	0	0	0
Samd5	198.357143	0	0	2135	1673	2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	1989	0	0	0	0	0	0	0	0	0	0	0
Npdc1	198.333333	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	482	185	228	0	0	693	1803	570	1992	0	0	0	0	287	0	0	0	0	0	152	0	1454	0	0	0
Zkscan6	197.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	941	2561	906	2343	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0
Lta4h	197.857143	0	0	420	529	840	0	0	0	0	0	0	0	0	0	0	0	0	0	675	284	137	0	0	312	1569	429	1230	0	0	469	0	500	0	0	0	0	264	493	0	159	0	0	0
Ifna13	197.857143	0	439	404	386	523	328	0	0	0	0	0	0	226	0	0	0	250	0	236	165	148	0	199	431	771	444	884	0	0	131	0	657	208	173	169	273	291	325	0	249	0	0	0
Figla	197.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1963	1966	0	0	0	0	0	0	0	466	1499	659	1307	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4b	197.738095	0	915	0	231	0	0	0	0	0	0	0	302	572	426	0	0	355	0	118	0	0	0	0	385	1830	505	1640	0	0	0	0	490	0	0	0	0	0	0	0	536	0	0	0
Tspyl1	196.976190	212	0	0	0	222	0	0	0	0	108	0	0	0	0	421	421	229	0	423	0	0	0	0	498	1821	576	1802	0	0	351	0	136	0	0	0	0	0	138	0	915	0	0	0
Sptlc1	196.976190	172	265	0	0	0	0	0	0	0	0	0	0	0	0	193	193	1109	0	0	0	0	0	0	444	2171	598	1791	0	0	0	0	494	0	0	0	0	0	0	0	843	0	0	0
Xpo7	196.642857	0	0	0	0	103	0	0	0	0	0	0	0	0	0	382	387	0	326	1258	454	263	209	0	440	1706	495	1564	0	0	559	0	0	0	0	0	0	0	0	0	113	0	0	0
Tent5a	196.500000	0	0	0	256	0	0	0	0	0	0	0	0	0	0	1008	1008	0	0	0	0	0	0	0	834	1400	670	1311	0	0	668	0	302	0	0	0	93	434	269	0	0	0	0	0
Actn4	196.357143	0	90	414	690	527	128	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	458	1675	373	1204	0	0	296	0	185	0	0	0	0	166	254	0	1130	0	231	0
Rps29	196.166667	0	684	0	0	103	0	0	0	0	0	0	0	0	0	123	98	238	0	0	144	0	0	292	752	1457	652	1616	0	518	0	0	549	0	0	0	0	0	0	692	321	0	0	0
Spred3	195.309524	0	0	149	340	184	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	228	0	0	0	767	1910	700	1881	0	0	334	0	152	0	0	0	0	0	0	0	519	0	0	0
Ggn	195.309524	0	0	149	340	184	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	228	0	0	0	767	1910	700	1881	0	0	334	0	152	0	0	0	0	0	0	0	519	0	0	0
Lrrfip2	194.904762	570	140	0	0	0	0	0	166	0	182	0	669	930	1022	345	345	0	0	624	0	280	0	0	348	1159	359	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp2	194.785714	154	321	159	144	203	0	0	0	0	0	0	0	0	0	374	373	303	0	439	129	0	0	0	462	1374	617	1419	148	0	481	0	119	0	0	0	0	0	161	0	801	0	0	0
Chpf2	194.785714	78	357	0	0	0	0	0	0	0	0	0	0	213	0	0	0	546	0	102	0	0	0	0	688	2268	766	2314	0	0	0	0	372	0	0	0	0	0	0	0	477	0	0	0
Ogfod3	194.500000	0	326	207	416	308	0	0	0	0	0	0	0	0	0	0	0	141	0	342	129	0	0	0	367	1448	584	1557	0	0	394	0	995	0	0	0	0	94	231	0	630	0	0	0
Hexdc	194.500000	0	326	207	416	308	0	0	0	0	0	0	0	0	0	0	0	141	0	342	129	0	0	0	367	1448	584	1557	0	0	394	0	995	0	0	0	0	94	231	0	630	0	0	0
Aebp1	194.476190	0	0	0	300	202	0	0	0	0	0	0	0	0	0	2429	2431	0	147	708	292	292	0	0	0	146	124	230	0	0	208	0	659	0	0	0	0	0	0	0	0	0	0	0
Acy3	194.404762	0	0	163	290	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	2294	1289	2152	0	0	182	0	559	0	0	0	0	0	0	0	0	0	0	0
Fbxl2	194.190476	0	0	0	766	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540	2363	1411	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC051142	193.952381	0	0	151	565	254	0	0	0	0	0	0	0	0	0	421	421	0	0	0	0	0	0	0	772	2082	818	1969	0	0	238	0	0	0	0	0	0	0	177	0	278	0	0	0
Vps33a	193.619048	0	259	0	0	0	0	0	0	0	0	0	0	0	0	501	509	303	0	0	0	0	0	0	641	1887	675	1849	0	0	0	0	721	0	0	0	0	0	0	0	787	0	0	0
Mtmr6	193.404762	0	581	0	263	125	0	0	0	0	0	0	0	349	211	0	0	208	0	171	0	0	0	0	482	2010	551	1718	0	0	138	0	247	0	0	0	0	0	173	0	896	0	0	0
Mafa	192.214286	0	0	213	253	287	0	0	0	0	0	0	196	307	245	0	0	0	0	541	0	0	0	0	619	1920	602	2062	0	0	0	0	125	0	0	0	0	0	0	0	703	0	0	0
Pigf	192.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	281	0	0	0	0	0	0	0	1056	2543	1170	2115	0	0	541	0	0	0	0	0	0	0	0	0	77	0	0	0
