Target_genes	Mybl1|Average	SRX10052064|Testis	SRX1764251|Testis	SRX1764252|Testis	SRX244353|Testis	STRING
Slc5a3	117.750000	384	0	0	87	0
Nckipsd	117.750000	471	0	0	0	0
Mrps6	117.750000	384	0	0	87	0
Map3k12	117.750000	471	0	0	0	0
Adgrb3	117.750000	300	0	0	171	0
Utp23	117.500000	470	0	0	0	0
Nsun7	117.500000	470	0	0	0	0
Mbd3	117.500000	366	0	0	104	0
Fbxo22	117.500000	470	0	0	0	0
Dnah12	117.500000	470	0	0	0	0
Bod1l	117.500000	470	0	0	0	0
Tlcd1	117.250000	355	0	0	114	0
Serp2	117.250000	469	0	0	0	0
Rpl23a	117.250000	355	0	0	114	0
Rfx8	117.250000	469	0	0	0	0
Nek8	117.250000	355	0	0	114	0
Hspa4	117.250000	469	0	0	0	0
Gosr2	117.250000	469	0	0	0	0
Cpeb4	117.250000	469	0	0	0	0
Tuft1	117.000000	468	0	0	0	0
Trim67	117.000000	468	0	0	0	0
Asxl1	117.000000	468	0	0	0	0
Trim71	116.750000	325	0	0	142	0
Rnf2	116.750000	220	0	0	247	0
Pop7	116.750000	467	0	0	0	0
Adipor1	116.750000	467	0	0	0	0
Tnrc6b	116.500000	385	0	0	81	0
8030462N17Rik	116.500000	250	0	0	216	0
Ywhag	116.250000	317	0	0	148	0
Ube2q2	116.250000	278	0	0	187	0
Tvp23b	116.250000	465	0	0	0	0
Serac1	116.250000	465	0	0	0	0
Ppara	116.250000	380	0	0	85	0
Myh10	116.250000	465	0	0	0	0
Marchf8	116.250000	280	0	0	185	0
Lrrc25	116.250000	465	0	0	0	0
Kcnb1	116.250000	260	0	0	205	0
Gtf2h5	116.250000	465	0	0	0	0
Gp1bb	116.250000	288	0	0	177	0
Epm2a	116.250000	0	0	0	465	0
Borcs6	116.250000	465	0	0	0	0
Usp51	116.000000	324	0	0	140	0
Rab33b	116.000000	214	0	0	250	0
Mrpl30	116.000000	354	0	0	110	0
Mitd1	116.000000	354	0	0	110	0
Mief1	116.000000	464	0	0	0	0
Ing1	116.000000	464	0	0	0	0
Ift52	116.000000	464	0	0	0	0
Fam135a	116.000000	325	0	0	139	0
Dlg1	116.000000	464	0	0	0	0
Cep192	116.000000	338	0	0	126	0
Cdk6	116.000000	464	0	0	0	0
Cars2	116.000000	464	0	0	0	0
Wnt5b	115.750000	0	0	0	463	0
Wdr31	115.750000	463	0	0	0	0
Prpsap2	115.750000	463	0	0	0	0
Mad2l1bp	115.750000	463	0	0	0	0
Dr1	115.750000	463	0	0	0	0
Mrc2	115.500000	462	0	0	0	0
Dlg5	115.500000	161	0	0	301	0
Nop16	115.250000	461	0	0	0	0
Higd2a	115.250000	461	0	0	0	0
Dst	115.250000	344	0	0	117	0
Bend6	115.250000	344	0	0	117	0
Zfand2a	115.000000	460	0	0	0	0
Rhox1	115.000000	460	0	0	0	0
Psmb7	115.000000	460	0	0	0	0
Nek1	115.000000	460	0	0	0	0
Ttc3	114.750000	459	0	0	0	0
Ptpn4	114.750000	459	0	0	0	0
Pigp	114.750000	459	0	0	0	0
Nbn	114.750000	459	0	0	0	0
Mos	114.750000	326	0	0	133	0
Gpx8	114.750000	459	0	0	0	0
Pcnx4	114.500000	458	0	0	0	0
Ccdc90b	114.500000	458	0	0	0	0
Atat1	114.500000	458	0	0	0	0
Zfp334	114.250000	457	0	0	0	0
Vwa3b	114.250000	457	0	0	0	0
Vpreb1	114.250000	457	0	0	0	0
Top3b	114.250000	457	0	0	0	0
Tmem30a	114.250000	457	0	0	0	0
Gnb1l	114.250000	307	0	0	150	0
Gm3012	114.250000	348	0	0	109	0
Gm10413	114.250000	348	0	0	109	0
Cxcl5	114.250000	457	0	0	0	0
Ssr3	114.000000	456	0	0	0	0
Psma5	114.000000	456	0	0	0	0
Nrbp1	114.000000	288	0	0	168	0
Nagk	114.000000	456	0	0	0	0
Mrps21	114.000000	456	0	0	0	0
Lnpep	114.000000	456	0	0	0	0
Lnp1	114.000000	456	0	0	0	0
Igdcc4	114.000000	456	0	0	0	0
Dhrs11	114.000000	456	0	0	0	0
Ubqln1	113.750000	455	0	0	0	0
Timm23	113.750000	455	0	0	0	0
Sox3	113.750000	177	0	0	278	0
Slc2a13	113.750000	455	0	0	0	0
Pin1	113.750000	455	0	0	0	0
Parg	113.750000	455	0	0	0	0
Mrpl40	113.750000	455	0	0	0	0
Mrpl4	113.750000	455	0	0	0	0
Mast4	113.750000	126	0	90	239	0
Hira	113.750000	455	0	0	0	0
Fut8	113.750000	303	0	0	152	0
Fdxr	113.750000	455	0	0	0	0
Dgcr6	113.750000	455	0	0	0	0
Crcp	113.750000	455	0	0	0	0
Asl	113.750000	455	0	0	0	0
Angptl6	113.750000	455	0	0	0	0
Zcchc8	113.500000	454	0	0	0	0
Mlh1	113.500000	454	0	0	0	0
Epm2aip1	113.500000	454	0	0	0	0
Zranb1	113.250000	453	0	0	0	0
Wdr24	113.250000	453	0	0	0	0
Top1	113.250000	366	0	0	87	0
Oxnad1	113.250000	453	0	0	0	0
Kansl1l	113.250000	294	0	0	159	0
Hook1	113.250000	453	0	0	0	0
Dph3	113.250000	453	0	0	0	0
Bms1	113.250000	453	0	0	0	0
Tmem60	113.000000	284	0	0	168	0
Sox7	113.000000	452	0	0	0	0
Secisbp2	113.000000	273	0	0	179	0
Rps27a	113.000000	452	0	0	0	0
Rpl6	113.000000	452	0	0	0	0
Ralb	113.000000	452	0	0	0	0
Pigg	113.000000	452	0	0	0	0
Phtf2	113.000000	284	0	0	168	0
Lin7c	113.000000	452	0	0	0	0
Klhl9	113.000000	452	0	0	0	0
Clhc1	113.000000	452	0	0	0	0
Pikfyve	112.750000	451	0	0	0	0
Mxd4	112.750000	451	0	0	0	0
Kmt2d	112.750000	451	0	0	0	0
Wdr25	112.500000	450	0	0	0	0
Wars	112.500000	450	0	0	0	0
Ubtd2	112.500000	235	0	0	215	0
Spg20	112.500000	450	0	0	0	0
Plaa	112.500000	450	0	0	0	0
Dram1	112.500000	450	0	0	0	0
Dhx16	112.500000	450	0	0	0	0
Zpbp2	112.250000	449	0	0	0	0
Vcl	112.250000	449	0	0	0	0
Trit1	112.250000	449	0	0	0	0
Tox4	112.250000	449	0	0	0	0
Rab2b	112.250000	449	0	0	0	0
Ndufv1	112.250000	449	0	0	0	0
Grk3	112.250000	0	0	178	271	0
Foxe3	112.250000	449	0	0	0	0
Aldh18a1	112.250000	449	0	0	0	0
Ten1	112.000000	448	0	0	0	0
Rpl30	112.000000	448	0	0	0	0
Rgl2	112.000000	448	0	0	0	0
Itpkc	112.000000	448	0	0	0	0
Dusp12	112.000000	448	0	0	0	0
Coq8b	112.000000	448	0	0	0	0
Ascc1	112.000000	448	0	0	0	0
Anapc16	112.000000	448	0	0	0	0
Actr3	112.000000	448	0	0	0	0
Acox1	112.000000	448	0	0	0	0
Styxl1	111.750000	447	0	0	0	0
Slc7a6	111.750000	346	0	0	101	0
Rab7	111.750000	447	0	0	0	0
Nova1	111.750000	252	0	0	195	0
Mdh2	111.750000	447	0	0	0	0
Eva1c	111.750000	447	0	0	0	0
Ahcyl2	111.750000	311	0	0	136	0
Actr6	111.750000	447	0	0	0	0
Zfp879	111.500000	446	0	0	0	0
Tm2d2	111.500000	446	0	0	0	0
Pde8a	111.500000	446	0	0	0	0
Gnas	111.500000	446	0	0	0	0
Gm3752	111.500000	266	0	0	180	0
Dvl1	111.500000	222	0	0	224	0
Coa7	111.500000	446	0	0	0	0
Adam9	111.500000	446	0	0	0	0
Zfp287	111.250000	445	0	0	0	0
Ss18	111.250000	252	0	0	193	0
Smad6	111.250000	445	0	0	0	0
Msantd4	111.250000	445	0	0	0	0
Ldlrad3	111.250000	445	0	0	0	0
Gm3696	111.250000	346	0	0	99	0
Fam205a4	111.250000	254	0	0	191	0
Fam205a3	111.250000	254	0	0	191	0
Cfap300	111.250000	445	0	0	0	0
Uspl1	111.000000	343	0	0	101	0
Tube1	111.000000	444	0	0	0	0
Tmem240	111.000000	444	0	0	0	0
Slirp	111.000000	444	0	0	0	0
Slc4a2	111.000000	444	0	0	0	0
Pdss1	111.000000	444	0	0	0	0
Nrp	111.000000	444	0	0	0	0
Fam229b	111.000000	444	0	0	0	0
Cdk5	111.000000	444	0	0	0	0
Amacr	111.000000	444	0	0	0	0
Alkbh1	111.000000	444	0	0	0	0
Tmem216	110.750000	326	0	0	117	0
Rps3	110.750000	443	0	0	0	0
Rab1a	110.750000	294	0	0	149	0
Poldip3	110.750000	443	0	0	0	0
Gdpgp1	110.750000	443	0	0	0	0
Ergic1	110.750000	443	0	0	0	0
Cib1	110.750000	443	0	0	0	0
Trappc3	110.500000	442	0	0	0	0
Smad2	110.500000	295	0	0	147	0
Slc25a11	110.500000	442	0	0	0	0
Serinc5	110.500000	442	0	0	0	0
Rnf167	110.500000	442	0	0	0	0
Large1	110.500000	262	0	0	180	0
Epsti1	110.500000	442	0	0	0	0
Zfhx2	110.250000	441	0	0	0	0
Thtpa	110.250000	441	0	0	0	0
Tdrd3	110.250000	441	0	0	0	0
Shisal1	110.250000	0	0	0	441	0
Mccc2	110.250000	441	0	0	0	0
Fchsd2	110.250000	342	0	0	99	0
Atic	110.250000	441	0	0	0	0
Arhgef7	110.250000	441	0	0	0	0
2410002F23Rik	110.250000	441	0	0	0	0
Sec61g	110.000000	440	0	0	0	0
Rars	110.000000	440	0	0	0	0
Hadhb	110.000000	440	0	0	0	0
Hadha	110.000000	440	0	0	0	0
Cuedc2	110.000000	440	0	0	0	0
Abtb1	110.000000	440	0	0	0	0
Zdhhc24	109.750000	439	0	0	0	0
Wrn	109.750000	352	0	0	87	0
Tnip2	109.750000	439	0	0	0	0
Tmem259	109.750000	178	0	0	261	0
Rnasek	109.750000	439	0	0	0	0
Reln	109.750000	371	0	0	68	0
Purg	109.750000	352	0	0	87	0
Polr3e	109.750000	439	0	0	0	0
Marcks	109.750000	254	0	0	185	0
Kdm7a	109.750000	292	0	0	147	0
Eif4g2	109.750000	168	0	0	271	0
Cnn2	109.750000	178	0	0	261	0
Cep128	109.750000	439	0	0	0	0
Cd24a	109.750000	439	0	0	0	0
Actn3	109.750000	439	0	0	0	0
0610010K14Rik	109.750000	439	0	0	0	0
Rmdn3	109.500000	438	0	0	0	0
Rbl1	109.500000	438	0	0	0	0
Ints4	109.500000	438	0	0	0	0
Fzd9	109.500000	438	0	0	0	0
B4galt5	109.500000	438	0	0	0	0
Tti2	109.250000	437	0	0	0	0
Mgat5	109.250000	437	0	0	0	0
Ipo4	109.250000	437	0	0	0	0
Hs6st1	109.250000	238	0	0	199	0
Thumpd1	109.000000	436	0	0	0	0
Psd	109.000000	436	0	0	0	0
Prdx4	109.000000	319	0	0	117	0
Pcbp2	109.000000	195	0	0	241	0
Onecut3	109.000000	436	0	0	0	0
H4c18	109.000000	153	0	0	283	0
Gprasp2	109.000000	436	0	0	0	0
Fbxl15	109.000000	436	0	0	0	0
Dctn6	109.000000	436	0	0	0	0
Atp13a1	109.000000	318	0	0	118	0
Trpc4ap	108.750000	435	0	0	0	0
Stim1	108.750000	435	0	0	0	0
Sbf2	108.750000	293	0	0	142	0
Rarg	108.750000	435	0	0	0	0
Plxnb1	108.750000	435	0	0	0	0
Pds5b	108.750000	300	0	0	135	0
Hint3	108.750000	435	0	0	0	0
Ttc28	108.500000	0	0	0	434	0
Tex45	108.500000	434	0	0	0	0
Sumo2	108.500000	193	0	0	241	0
Snrpd2	108.500000	434	0	0	0	0
Snip1	108.500000	434	0	0	0	0
Rai14	108.500000	265	0	0	169	0
Qpctl	108.500000	434	0	0	0	0
Pex11g	108.500000	434	0	0	0	0
Klhdc2	108.500000	249	0	0	185	0
Exosc8	108.500000	434	0	0	0	0
Dnali1	108.500000	434	0	0	0	0
Alg5	108.500000	434	0	0	0	0
Akap4	108.500000	266	0	0	168	0
Acot11	108.500000	434	0	0	0	0
Wrap73	108.250000	433	0	0	0	0
Trp73	108.250000	433	0	0	0	0
Patl1	108.250000	268	0	0	165	0
Armc2	108.250000	433	0	0	0	0
Arf3	108.250000	433	0	0	0	0
Anapc1	108.250000	319	114	0	0	0
Akr1b10	108.250000	433	0	0	0	0
Zfr2	108.000000	432	0	0	0	0
Wdr90	108.000000	432	0	0	0	0
Tti1	108.000000	432	0	0	0	0
Tead4	108.000000	432	0	0	0	0
Shh	108.000000	188	0	0	244	0
Rprd1b	108.000000	432	0	0	0	0
Phb2	108.000000	432	0	0	0	0
L2hgdh	108.000000	432	0	0	0	0
Jhy	108.000000	202	0	0	230	0
Hipk2	108.000000	305	0	0	127	0
Gemin4	108.000000	432	0	0	0	0
Emg1	108.000000	432	0	0	0	0
Dmac2l	108.000000	432	0	0	0	0
Dbil5	108.000000	432	0	0	0	0
Cstf3	108.000000	353	0	0	79	0
Atcay	108.000000	432	0	0	0	0
Actr2	108.000000	295	0	0	137	0
Wac	107.750000	431	0	0	0	0
Ttc4	107.750000	431	0	0	0	0
Tor1aip2	107.750000	331	0	0	100	0
Tor1aip1	107.750000	331	0	0	100	0
Sccpdh	107.750000	0	0	0	431	0
Pitx2	107.750000	431	0	0	0	0
Dync2h1	107.750000	288	0	0	143	0
Dcun1d5	107.750000	288	0	0	143	0
Creb1	107.750000	431	0	0	0	0
Ccng2	107.750000	431	0	0	0	0
Agk	107.750000	431	0	0	0	0
Srp54c	107.500000	430	0	0	0	0
Srp54b	107.500000	430	0	0	0	0
Ptcd3	107.500000	311	0	0	119	0
Polr1a	107.500000	311	0	0	119	0
Ece1	107.500000	288	0	0	142	0
Cacna1d	107.500000	295	0	0	135	0
Vmn2r4	107.250000	0	187	242	0	0
Syf2	107.250000	429	0	0	0	0
Pard6a	107.250000	429	0	0	0	0
Myo1b	107.250000	188	0	0	241	0
Mcub	107.250000	429	0	0	0	0
Gadd45g	107.250000	429	0	0	0	0
Acd	107.250000	429	0	0	0	0
Vax2	107.000000	428	0	0	0	0
Tceanc	107.000000	428	0	0	0	0
Dcaf1	107.000000	428	0	0	0	0
Tbc1d2	106.750000	427	0	0	0	0
Spata22	106.750000	427	0	0	0	0
Kcnj9	106.750000	427	0	0	0	0
Dus3l	106.750000	427	0	0	0	0
Bambi	106.750000	346	0	0	81	0
Aspa	106.750000	427	0	0	0	0
Afg3l2	106.750000	282	0	0	145	0
Vezt	106.500000	248	0	0	178	0
Tdp2	106.500000	426	0	0	0	0
Tchh	106.500000	426	0	0	0	0
Selenok	106.500000	426	0	0	0	0
Ipo7	106.500000	426	0	0	0	0
Heatr4	106.500000	267	0	0	159	0
Fgd6	106.500000	248	0	0	178	0
Ccer1	106.500000	426	0	0	0	0
Atxn7l3	106.500000	272	0	0	154	0
Arc	106.500000	274	0	0	152	0
Ap2a1	106.500000	426	0	0	0	0
Acot2	106.500000	267	0	0	159	0
Acot13	106.500000	426	0	0	0	0
Wdr66	106.250000	425	0	0	0	0
Mapk1ip1l	106.250000	425	0	0	0	0
Kif20b	106.250000	425	0	0	0	0
Gphn	106.250000	271	0	0	154	0
Fstl3	106.250000	425	0	0	0	0
Egf	106.250000	425	0	0	0	0
Dbndd2	106.250000	425	0	0	0	0
Cds2	106.250000	425	0	0	0	0
Cdk7	106.250000	425	0	0	0	0
Agap1	106.250000	296	0	0	129	0
Adar	106.250000	425	0	0	0	0
Tmem64	106.000000	424	0	0	0	0
Tmem248	106.000000	310	0	0	114	0
Rbsn	106.000000	278	0	0	146	0
Mfsd8	106.000000	424	0	0	0	0
Epb41l4a	106.000000	424	0	0	0	0
Dis3l	106.000000	424	0	0	0	0
Dipk1a	106.000000	295	0	0	129	0
Cebpzos	106.000000	424	0	0	0	0
Actrt3	106.000000	237	0	0	187	0
Zfp3	105.750000	242	0	0	181	0
Zc3h4	105.750000	324	0	0	99	0
Ttc39c	105.750000	223	0	0	200	0
Phf5a	105.750000	423	0	0	0	0
Ndufv3	105.750000	423	0	0	0	0
Chst9	105.750000	423	0	0	0	0
Aco2	105.750000	423	0	0	0	0
Zfp689	105.500000	422	0	0	0	0
Pde4d	105.500000	422	0	0	0	0
Map2k1	105.500000	422	0	0	0	0
Las1l	105.500000	422	0	0	0	0
Hinfp	105.500000	422	0	0	0	0
Atp6v1c1	105.500000	422	0	0	0	0
Tex38	105.250000	180	0	0	241	0
Scaf11	105.250000	421	0	0	0	0
Rb1	105.250000	234	0	0	187	0
Ppp1r11	105.250000	421	0	0	0	0
Pitrm1	105.250000	421	0	0	0	0
Park7	105.250000	421	0	0	0	0
Mindy2	105.250000	209	0	0	212	0
Atpaf1	105.250000	180	0	0	241	0
Zc2hc1c	105.000000	300	0	0	120	0
Topaz1	105.000000	420	0	0	0	0
Susd3	105.000000	420	0	0	0	0
Cnot3	105.000000	420	0	0	0	0
Atg101	105.000000	420	0	0	0	0
1700019N19Rik	105.000000	420	0	0	0	0
Zfp318	104.750000	0	0	0	419	0
Trim13	104.750000	419	0	0	0	0
Ripk4	104.750000	419	0	0	0	0
Ptpn9	104.750000	266	0	0	153	0
Msc	104.750000	419	0	0	0	0
Gm6460	104.750000	87	0	0	332	0
Eif4a3	104.750000	419	0	0	0	0
Cldnd2	104.750000	419	0	0	0	0
Cep68	104.750000	419	0	0	0	0
Arrdc4	104.750000	331	0	0	88	0
Zfyve1	104.500000	418	0	0	0	0
Mrps24	104.500000	316	0	0	102	0
Etv6	104.500000	418	0	0	0	0
Epha7	104.500000	174	0	0	244	0
Dusp11	104.500000	418	0	0	0	0
Aars2	104.500000	268	0	0	150	0
Oxct1	104.250000	344	0	0	73	0
Mroh1	104.250000	417	0	0	0	0
Lrpap1	104.250000	417	0	0	0	0
Lpar2	104.250000	127	0	0	290	0
Epha8	104.250000	0	0	0	417	0
Tmem184c	104.000000	416	0	0	0	0
Rwdd1	104.000000	416	0	0	0	0
Rgp1	104.000000	416	0	0	0	0
Pms2	104.000000	416	0	0	0	0
Pgam5	104.000000	416	0	0	0	0
Gba2	104.000000	416	0	0	0	0
Ammecr1l	104.000000	416	0	0	0	0
Aimp2	104.000000	416	0	0	0	0
Abi2	104.000000	298	0	0	118	0
Abcc5	104.000000	416	0	0	0	0
Whrn	103.750000	415	0	0	0	0
Tada2a	103.750000	177	0	0	238	0
Rab43	103.750000	415	0	0	0	0
Naa25	103.750000	415	0	0	0	0
Mbd4	103.750000	415	0	0	0	0
Ift122	103.750000	415	0	0	0	0
Zmynd12	103.500000	414	0	0	0	0
Ube3a	103.500000	414	0	0	0	0
Sms	103.500000	414	0	0	0	0
Ppcs	103.500000	414	0	0	0	0
Pick1	103.500000	414	0	0	0	0
Parp10	103.500000	414	0	0	0	0
Mtmr4	103.500000	414	0	0	0	0
Itpa	103.500000	414	0	0	0	0
Grina	103.500000	414	0	0	0	0
Ebna1bp2	103.500000	414	0	0	0	0
Ddrgk1	103.500000	414	0	0	0	0
Cfap57	103.500000	414	0	0	0	0
Cep55	103.500000	414	0	0	0	0
B3gnt6	103.500000	414	0	0	0	0
Rwdd2a	103.250000	413	0	0	0	0
Pgm3	103.250000	413	0	0	0	0
Mpc2	103.250000	413	0	0	0	0
Mkln1	103.250000	413	0	0	0	0
Fdx1	103.250000	312	0	0	101	0
Dcaf6	103.250000	413	0	0	0	0
Tmem170b	103.000000	234	0	0	178	0
Slf1	103.000000	412	0	0	0	0
Slc26a8	103.000000	412	0	0	0	0
Mapk14	103.000000	412	0	0	0	0
2210408I21Rik	103.000000	412	0	0	0	0
Srsf5	102.750000	411	0	0	0	0
Sorbs2	102.750000	411	0	0	0	0
Slc27a3	102.750000	411	0	0	0	0
Nek4	102.750000	411	0	0	0	0
Gabarap	102.750000	411	0	0	0	0
Cgrrf1	102.750000	411	0	0	0	0
Ubr4	102.500000	410	0	0	0	0
Tbc1d8b	102.500000	410	0	0	0	0
Rnpepl1	102.500000	410	0	0	0	0
Pop5	102.500000	333	0	0	77	0
Pkmyt1	102.500000	261	0	0	149	0
Metap1	102.500000	410	0	0	0	0
Lats2	102.500000	238	0	0	172	0
Gucy2c	102.500000	410	0	0	0	0
Gk	102.500000	410	0	0	0	0
Dusp28	102.500000	410	0	0	0	0
Dock3	102.500000	242	0	0	168	0
Cyp1b1	102.500000	299	0	0	111	0
Chchd3	102.500000	410	0	0	0	0
Ankmy1	102.500000	410	0	0	0	0
Actn2	102.500000	410	0	0	0	0
Abcb8	102.500000	410	0	0	0	0
Zmat2	102.250000	409	0	0	0	0
Zfp62	102.250000	409	0	0	0	0
Usf2	102.250000	409	0	0	0	0
Tlcd2	102.250000	409	0	0	0	0
Spata24	102.250000	409	0	0	0	0
Ppp1r8	102.250000	409	0	0	0	0
Gm8138	102.250000	409	0	0	0	0
Efhc1	102.250000	409	0	0	0	0
Cep250	102.250000	409	0	0	0	0
Calu	102.250000	409	0	0	0	0
Actr3b	102.250000	409	0	0	0	0
Tmbim1	102.000000	296	0	0	112	0
Sort1	102.000000	240	0	0	168	0
Oga	102.000000	331	0	0	77	0
Gtsf2	102.000000	408	0	0	0	0
Fzd1	102.000000	408	0	0	0	0
Csrnp1	102.000000	408	0	0	0	0
Amer3	102.000000	0	0	0	408	0
Adgb	102.000000	408	0	0	0	0
Zscan12	101.750000	407	0	0	0	0
Slc35g2	101.750000	407	0	0	0	0
Mob1b	101.750000	407	0	0	0	0
Gm1979	101.750000	407	0	0	0	0
Car11	101.750000	407	0	0	0	0
4921504E06Rik	101.750000	407	0	0	0	0
Zswim9	101.500000	406	0	0	0	0
Spindoc	101.500000	406	0	0	0	0
Lig1	101.500000	406	0	0	0	0
Jam3	101.500000	406	0	0	0	0
Epop	101.500000	406	0	0	0	0
Emc4	101.500000	406	0	0	0	0
4933412E24Rik	101.500000	254	0	0	152	0
Sec63	101.250000	405	0	0	0	0
Prmt3	101.250000	220	0	0	185	0
Leprot	101.250000	405	0	0	0	0
H13	101.250000	405	0	0	0	0
Gsdmc3	101.250000	405	0	0	0	0
Cntn1	101.250000	405	0	0	0	0
Ankrd29	101.250000	274	0	0	131	0
Zfp111	101.000000	404	0	0	0	0
Usp6nl	101.000000	248	0	0	156	0
Ube2r2	101.000000	244	0	0	160	0
Txnl4a	101.000000	260	0	0	144	0
Prpf38b	101.000000	323	0	0	81	0
Max	101.000000	404	0	0	0	0
Hmg20b	101.000000	404	0	0	0	0
Gm16286	101.000000	260	0	0	144	0
Fam207a	101.000000	404	0	0	0	0
Rtel1	100.750000	403	0	0	0	0
Pelo	100.750000	403	0	0	0	0
Gpr84	100.750000	403	0	0	0	0
Emsy	100.750000	403	0	0	0	0
Cpped1	100.750000	403	0	0	0	0
Tusc3	100.500000	402	0	0	0	0
Tmx1	100.500000	402	0	0	0	0
Ruvbl1	100.500000	402	0	0	0	0
Rbpj	100.500000	402	0	0	0	0
Ppp4r3a	100.500000	402	0	0	0	0
P2rx4	100.500000	402	0	0	0	0
Mybl2	100.500000	402	0	0	0	0
Mei1	100.500000	402	0	0	0	0
Dmrtc1c2	100.500000	402	0	0	0	0
Dmrtc1c1	100.500000	402	0	0	0	0
Cmpk1	100.500000	298	0	0	104	0
Spc24	100.250000	401	0	0	0	0
Smarcad1	100.250000	401	0	0	0	0
Pla2g12a	100.250000	167	0	0	234	0
Oxa1l	100.250000	401	0	0	0	0
Aopep	100.250000	401	0	0	0	0
Utp6	100.000000	400	0	0	0	0
Lrpprc	100.000000	400	0	0	0	0
Lpcat4	100.000000	400	0	0	0	0
Gpr157	100.000000	400	0	0	0	0
Fsip1	100.000000	400	0	0	0	0
Exosc9	100.000000	400	0	0	0	0
D7Ertd443e	100.000000	400	0	0	0	0
Aldh3a2	100.000000	400	0	0	0	0
Tmem203	99.750000	399	0	0	0	0
Slc35c1	99.750000	295	0	0	104	0
Six1	99.750000	399	0	0	0	0
Rps5	99.750000	399	0	0	0	0
Rnf225	99.750000	399	0	0	0	0
Pkn3	99.750000	200	0	0	199	0
Osbpl8	99.750000	399	0	0	0	0
Ndor1	99.750000	399	0	0	0	0
Hey1	99.750000	399	0	0	0	0
Gatad2b	99.750000	399	0	0	0	0
Enpp4	99.750000	399	0	0	0	0
D3Ertd751e	99.750000	399	0	0	0	0
Zfp518a	99.500000	398	0	0	0	0
Xrcc1	99.500000	266	0	0	132	0
Usp53	99.500000	312	0	0	86	0
Timm17a	99.500000	398	0	0	0	0
Plekhb2	99.500000	398	0	0	0	0
Pinlyp	99.500000	266	0	0	132	0
Oip5	99.500000	398	0	0	0	0
Nusap1	99.500000	398	0	0	0	0
Myt1l	99.500000	398	0	0	0	0
Lsm10	99.500000	398	0	0	0	0
Lrrc58	99.500000	0	0	0	398	0
Cdkn2b	99.500000	398	0	0	0	0
Ccdc152	99.500000	398	0	0	0	0
1110008P14Rik	99.500000	398	0	0	0	0
Zc3h13	99.250000	397	0	0	0	0
Rdm1	99.250000	397	0	0	0	0
Ppp2r5a	99.250000	274	0	0	123	0
Map7d2	99.250000	397	0	0	0	0
Gm3264	99.250000	207	0	0	190	0
Fam81a	99.250000	397	0	0	0	0
Zbtb37	99.000000	396	0	0	0	0
Slc25a36	99.000000	396	0	0	0	0
Zhx3	98.750000	395	0	0	0	0
Sirt4	98.750000	395	0	0	0	0
Rplp1	98.750000	395	0	0	0	0
Pds5a	98.750000	0	0	0	395	0
Paxx	98.750000	395	0	0	0	0
Insm1	98.750000	395	0	0	0	0
Elob	98.750000	395	0	0	0	0
Clic3	98.750000	395	0	0	0	0
Cenpe	98.750000	268	0	0	127	0
Zfp81	98.500000	394	0	0	0	0
Spry1	98.500000	394	0	0	0	0
Samd4b	98.500000	394	0	0	0	0
P3h1	98.500000	394	0	0	0	0
Nudt18	98.500000	394	0	0	0	0
Mapre2	98.500000	394	0	0	0	0
Gmfg	98.500000	394	0	0	0	0
Fmnl3	98.500000	220	0	0	174	0
AU022252	98.500000	394	0	0	0	0
Xpo4	98.250000	264	0	0	129	0
Sod2	98.250000	393	0	0	0	0
Slc25a34	98.250000	393	0	0	0	0
Oxct2a	98.250000	393	0	0	0	0
Ggt7	98.250000	393	0	0	0	0
Atp11c	98.250000	393	0	0	0	0
Acss2	98.250000	393	0	0	0	0
Tomm22	98.000000	190	0	0	202	0
Ptp4a3	98.000000	392	0	0	0	0
Flcn	98.000000	392	0	0	0	0
Aacs	98.000000	392	0	0	0	0
Smc5	97.750000	0	0	0	391	0
Nutm1	97.750000	391	0	0	0	0
Lin54	97.750000	391	0	0	0	0
Hmgn1	97.750000	298	0	0	93	0
Atp11b	97.750000	214	0	0	177	0
Rrnad1	97.500000	390	0	0	0	0
Rgs19	97.500000	390	0	0	0	0
Lkaaear1	97.500000	390	0	0	0	0
Isg20l2	97.500000	390	0	0	0	0
Celsr3	97.500000	390	0	0	0	0
Anapc15	97.500000	390	0	0	0	0
4930433I11Rik	97.500000	390	0	0	0	0
Wrap53	97.250000	389	0	0	0	0
Trp53	97.250000	389	0	0	0	0
Neu1	97.250000	389	0	0	0	0
Mapk1	97.250000	389	0	0	0	0
Kcnk10	97.250000	389	0	0	0	0
Dnajc10	97.250000	389	0	0	0	0
Cipc	97.250000	389	0	0	0	0
Wdr33	97.000000	388	0	0	0	0
Uvrag	97.000000	388	0	0	0	0
Ndufb3	97.000000	388	0	0	0	0
Gan	97.000000	305	0	0	83	0
Fam126b	97.000000	388	0	0	0	0
Wdr19	96.750000	387	0	0	0	0
Rnf141	96.750000	387	0	0	0	0
Narf	96.750000	387	0	0	0	0
Lifr	96.750000	0	0	0	387	0
Dusp23	96.750000	387	0	0	0	0
D830030K20Rik	96.750000	387	0	0	0	0
B4galt2	96.750000	157	0	0	230	0
Atp6v0b	96.750000	157	0	0	230	0
Atp5j2	96.750000	387	0	0	0	0
Timm50	96.500000	199	0	0	187	0
Pigyl	96.500000	386	0	0	0	0
Grin1	96.500000	386	0	0	0	0
Des	96.500000	386	0	0	0	0
