Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Rps7	238.181818	1801	217	216	0	0	0	0	0	263	0	123	0
Nfyc	237.727273	1724	292	0	0	0	0	0	0	0	247	352	0
Pomt1	237.454545	1057	456	559	0	0	0	0	0	0	273	267	0
Ankrd17	237.363636	1297	637	0	0	0	0	0	0	0	311	366	0
Dnajc30	237.272727	150	599	908	0	0	0	0	0	0	491	462	0
Bud23	237.272727	150	599	908	0	0	0	0	0	0	491	462	0
Zfp566	237.181818	2609	0	0	0	0	0	0	0	0	0	0	0
Zfp260	237.181818	2609	0	0	0	0	0	0	0	0	0	0	0
Rpl9	236.909091	103	784	842	0	0	0	0	0	0	479	398	0
Lias	236.909091	103	784	842	0	0	0	0	0	0	479	398	0
Cfap126	236.727273	0	723	843	0	0	0	0	0	249	337	452	0
Nktr	236.636364	2426	0	177	0	0	0	0	0	0	0	0	0
Usp36	236.181818	409	567	923	0	0	0	0	0	87	286	326	0
Zfp119a	236.090909	125	808	683	0	0	0	0	0	122	443	416	0
C87436	236.000000	189	633	886	0	0	0	0	0	0	432	456	0
Srsf1	235.818182	844	452	643	0	0	0	0	0	0	306	349	0
Xrcc2	235.727273	228	725	962	0	0	0	0	0	0	322	356	0
Slc25a11	234.909091	2584	0	0	0	0	0	0	0	0	0	0	0
Rnf167	234.909091	2584	0	0	0	0	0	0	0	0	0	0	0
Gpatch8	234.909091	322	580	463	0	0	0	178	0	270	316	455	0
Atg7	234.636364	177	743	824	0	0	0	0	0	0	405	432	0
Yy1	234.363636	1964	198	0	0	0	0	0	0	141	126	149	0
Ncl	234.272727	1842	259	327	0	0	0	0	0	0	149	0	0
Mex3c	234.181818	1309	0	171	0	0	0	131	0	553	151	261	0
Hsp90aa1	234.181818	1010	542	171	0	0	0	0	0	0	390	463	0
Sh3gl1	234.090909	1812	214	0	0	0	0	0	0	167	233	149	0
Hsbp1	234.090909	2575	0	0	0	0	0	0	0	0	0	0	0
Chaf1a	234.090909	1812	214	0	0	0	0	0	0	167	233	149	0
Zfyve16	234.000000	279	625	915	0	0	0	0	0	0	477	278	0
Dhx9	234.000000	1743	275	252	0	0	0	0	0	0	118	186	0
Gtf3c2	233.909091	137	789	911	0	0	0	0	0	0	332	404	0
Crebzf	233.909091	2228	0	105	0	0	0	0	240	0	0	0	0
Supv3l1	233.363636	156	797	695	0	0	0	0	0	0	427	492	0
Rab11a	233.272727	145	631	908	0	0	0	0	0	0	371	511	0
Mrps7	233.272727	2149	217	0	0	0	0	0	0	200	0	0	0
Gga3	233.272727	2149	217	0	0	0	0	0	0	200	0	0	0
Timm21	233.090909	318	607	698	0	0	0	0	0	355	259	327	0
Mtrr	233.090909	1388	396	354	0	0	0	0	0	0	194	232	0
Fbxo15	233.090909	318	607	698	0	0	0	0	0	355	259	327	0
Fastkd3	233.090909	1388	396	354	0	0	0	0	0	0	194	232	0
Vdac3	233.000000	2434	129	0	0	0	0	0	0	0	0	0	0
Pgam1	232.818182	1452	352	452	0	0	0	0	0	0	113	192	0
Rtf2	232.272727	102	700	845	0	0	0	0	0	177	336	395	0
Haghl	232.181818	157	683	868	0	0	0	0	0	0	411	435	0
Ccdc78	232.181818	157	683	868	0	0	0	0	0	0	411	435	0
Zdhhc5	232.000000	1821	227	221	0	0	0	0	0	164	119	0	0
Magohb	231.727273	0	603	892	0	0	0	0	0	0	528	526	0
Huwe1	231.636364	2548	0	0	0	0	0	0	0	0	0	0	0
Nop14	231.545455	2547	0	0	0	0	0	0	0	0	0	0	0
Grk4	231.545455	2547	0	0	0	0	0	0	0	0	0	0	0
Mms22l	231.272727	2544	0	0	0	0	0	0	0	0	0	0	0
Tbck	231.090909	140	799	654	0	0	0	0	0	0	366	583	0
Aimp1	231.090909	140	799	654	0	0	0	0	0	0	366	583	0
Zgrf1	230.909091	223	504	731	0	0	0	0	0	128	396	558	0
Larp7	230.909091	223	504	731	0	0	0	0	0	128	396	558	0
Hyou1	230.909091	2069	218	253	0	0	0	0	0	0	0	0	0
Snx5	230.727273	1976	189	101	0	0	0	0	0	0	124	148	0
Mgme1	230.727273	1976	189	101	0	0	0	0	0	0	124	148	0
Vps35	230.363636	1715	344	340	0	0	0	0	0	0	0	135	0
Orc6	230.363636	1715	344	340	0	0	0	0	0	0	0	135	0
Ncdn	230.363636	451	376	425	0	0	0	171	0	838	142	131	0
Dhx34	230.363636	384	635	716	0	0	0	0	0	0	408	391	0
Chst12	230.363636	2366	0	168	0	0	0	0	0	0	0	0	0
AU040320	230.363636	451	376	425	0	0	0	171	0	838	142	131	0
Mtfp1	230.272727	2035	204	294	0	0	0	0	0	0	0	0	0
Percc1	230.181818	0	730	961	0	0	0	0	0	0	422	419	0
Myef2	230.000000	2530	0	0	0	0	0	0	0	0	0	0	0
Bcas2	230.000000	922	459	516	0	0	0	0	0	0	301	332	0
Nupl1	229.818182	1709	241	194	0	0	0	0	0	0	168	216	0
Nup214	229.363636	100	660	800	0	0	0	0	0	0	481	482	0
Edc3	229.000000	239	322	373	0	0	0	129	0	861	315	280	0
Spa17	228.727273	144	481	624	0	0	0	111	0	701	220	235	0
Siae	228.727273	144	481	624	0	0	0	111	0	701	220	235	0
Stk19	228.454545	124	782	837	0	0	0	0	0	0	360	410	0
Rnf4	228.454545	2513	0	0	0	0	0	0	0	0	0	0	0
Dxo	228.454545	124	782	837	0	0	0	0	0	0	360	410	0
Lrrc57	228.363636	103	657	815	0	0	0	0	0	0	462	475	0
Haus2	228.363636	103	657	815	0	0	0	0	0	0	462	475	0
Zfp335	228.272727	184	697	706	0	0	0	0	0	0	435	489	0
Ifrd1	228.272727	171	218	203	0	0	0	197	0	1249	205	268	0
Laptm4a	227.818182	1818	217	177	0	0	0	0	0	0	130	164	0
Otud6b	227.727273	124	654	910	0	0	0	0	0	0	384	433	0
Ccdc171	227.454545	1283	544	272	0	0	0	0	0	0	215	188	0
Katnb1	227.363636	1078	440	537	0	0	0	0	0	0	216	230	0
Hint3	227.363636	326	699	845	0	0	0	0	0	0	307	324	0
Xrcc1	227.000000	404	614	473	0	0	0	0	0	336	279	391	0
Slc18a1	226.909091	590	165	0	0	0	0	265	0	1135	106	235	0
Map4k1	226.909091	1582	256	325	0	0	0	0	0	0	127	206	0
Eif3k	226.909091	1582	256	325	0	0	0	0	0	0	127	206	0
Atp6v1b2	226.909091	590	165	0	0	0	0	265	0	1135	106	235	0
Angptl6	226.636364	1222	509	202	0	0	0	0	0	0	292	268	0
Srsf5	226.181818	1979	109	268	0	0	0	0	0	0	0	132	0
Pick1	226.181818	121	823	983	0	0	0	0	0	0	288	273	0
Mre11a	226.090909	1970	227	290	0	0	0	0	0	0	0	0	0
Ankrd49	226.090909	1970	227	290	0	0	0	0	0	0	0	0	0
Wdr6	226.000000	2486	0	0	0	0	0	0	0	0	0	0	0
Fam98a	225.818182	1017	465	618	0	0	0	0	0	0	186	198	0
Iars2	225.727273	1127	451	530	0	0	0	0	0	0	155	220	0
Cul3	225.727273	2483	0	0	0	0	0	0	0	0	0	0	0
Bpnt1	225.727273	1127	451	530	0	0	0	0	0	0	155	220	0
Agl	225.727273	2239	0	0	0	0	0	0	0	244	0	0	0
Ptpn23	225.090909	994	465	517	0	0	0	0	0	0	217	283	0
Zfp386	224.909091	1962	142	132	0	0	0	0	0	119	0	119	0
Ilf3	224.818182	401	252	285	0	0	0	265	0	955	168	147	0
Hnrnph1	224.454545	798	385	430	0	0	0	0	0	353	230	273	0
Haspin	224.363636	2235	0	0	0	0	0	0	0	233	0	0	0
Endov	224.272727	0	679	921	0	0	0	0	0	0	361	506	0
Smarca5	223.818182	2208	137	117	0	0	0	0	0	0	0	0	0
Etfa	223.181818	2455	0	0	0	0	0	0	0	0	0	0	0
Cd2ap	223.181818	2217	238	0	0	0	0	0	0	0	0	0	0
Pccb	222.909091	414	547	740	0	0	0	0	0	0	362	389	0
Ptgr2	222.818182	2123	187	141	0	0	0	0	0	0	0	0	0
Tbccd1	221.727273	248	648	814	0	0	0	0	0	0	315	414	0
Dnajb11	221.727273	248	648	814	0	0	0	0	0	0	315	414	0
Cisd1	221.727273	542	695	405	0	0	0	0	0	213	251	333	0
Anapc10	221.454545	184	709	683	0	0	0	0	0	0	441	419	0
Abce1	221.454545	184	709	683	0	0	0	0	0	0	441	419	0
Fignl1	221.363636	478	645	613	0	0	0	0	0	0	317	382	0
Chordc1	220.818182	191	648	873	0	0	0	0	0	0	379	338	0
Zfp605	220.727273	727	167	326	0	0	0	239	0	969	0	0	0
Gtpbp6	220.727273	727	167	326	0	0	0	239	0	969	0	0	0
D10Wsu102e	220.090909	299	0	0	0	0	0	393	0	1729	0	0	0
Cacybp	220.090909	1837	165	419	0	0	0	0	0	0	0	0	0
Eif5	219.818182	2312	0	0	0	0	0	0	0	106	0	0	0
Clptm1	219.818182	1993	206	219	0	0	0	0	0	0	0	0	0
Tmem79	219.727273	2268	0	149	0	0	0	0	0	0	0	0	0
Smg5	219.727273	2268	0	149	0	0	0	0	0	0	0	0	0
Mob1b	219.727273	1910	151	148	0	0	0	0	0	0	111	97	0
9030025P20Rik	219.272727	174	727	651	0	0	0	0	0	0	454	406	0
Sgta	219.181818	831	472	592	0	0	0	0	0	0	206	310	0
Ppp1r12a	219.090909	1715	336	0	0	0	0	0	0	0	157	202	0
Tmem134	218.818182	1750	210	283	0	0	0	0	0	0	164	0	0
Aip	218.818182	1750	210	283	0	0	0	0	0	0	164	0	0
Parp6	218.363636	1117	315	442	0	0	0	0	0	238	146	144	0
Gatad2b	218.363636	678	444	628	0	0	0	0	0	114	235	303	0
Taf11	218.181818	393	592	701	0	0	0	0	0	0	393	321	0
Anks1	218.181818	393	592	701	0	0	0	0	0	0	393	321	0
Prrc2a	217.909091	275	616	856	0	0	0	0	0	137	213	300	0
Coq7	217.818182	279	553	807	0	0	0	0	0	0	358	399	0
Alas1	217.727273	751	782	0	0	0	0	0	0	0	465	397	0
Thap7	217.636364	2286	108	0	0	0	0	0	0	0	0	0	0
Mfn2	217.545455	0	612	570	0	0	0	0	0	348	381	482	0
Med18	217.454545	124	697	899	0	0	0	0	0	0	239	433	0
Lrif1	217.363636	1790	234	367	0	0	0	0	0	0	0	0	0
Dars	217.272727	2280	110	0	0	0	0	0	0	0	0	0	0
Ubap2	216.818182	156	744	842	0	0	0	0	0	0	292	351	0
Khsrp	216.545455	2264	0	118	0	0	0	0	0	0	0	0	0
Med16	216.454545	109	585	889	0	0	0	0	0	0	358	440	0
Slc25a4	216.363636	2380	0	0	0	0	0	0	0	0	0	0	0
Ints13	216.181818	1938	169	170	0	0	0	0	0	101	0	0	0
Fgfr1op2	216.181818	1938	169	170	0	0	0	0	0	101	0	0	0
Lmbrd1	215.909091	117	243	326	0	0	0	275	0	1326	0	88	0
Rad51ap1	215.636364	413	631	660	0	0	0	0	0	0	372	296	0
Ppil1	215.636364	1849	255	121	0	0	0	0	0	0	0	147	0
Ipmk	215.636364	542	695	405	0	0	0	0	0	146	251	333	0
D6Wsu163e	215.636364	413	631	660	0	0	0	0	0	0	372	296	0
BC004004	215.636364	1849	255	121	0	0	0	0	0	0	0	147	0
Sugp1	215.181818	2177	190	0	0	0	0	0	0	0	0	0	0
Mau2	215.181818	2177	190	0	0	0	0	0	0	0	0	0	0
Atp5b	215.181818	1359	398	381	0	0	0	0	0	0	115	114	0
H4c3	214.454545	227	417	580	0	0	0	0	0	688	220	227	0
H1f6	214.454545	227	417	580	0	0	0	0	0	688	220	227	0
Vmac	214.363636	1826	227	305	0	0	0	0	0	0	0	0	0
Ndufa11	214.363636	1826	227	305	0	0	0	0	0	0	0	0	0
Ccdc124	214.363636	287	736	503	0	0	0	0	0	0	387	445	0
Alad	214.363636	675	477	725	0	0	0	0	0	303	0	178	0
Uhrf2	214.181818	2356	0	0	0	0	0	0	0	0	0	0	0
Sp2	214.181818	1727	207	271	0	0	0	0	0	0	151	0	0
Mafg	214.090909	1952	0	0	0	0	0	0	0	403	0	0	0
Atf7	213.545455	2349	0	0	0	0	0	0	0	0	0	0	0
Rpl19	212.818182	643	518	704	0	0	0	0	0	0	306	170	0
Cacnb1	212.818182	643	518	704	0	0	0	0	0	0	306	170	0
Brf1	212.818182	2341	0	0	0	0	0	0	0	0	0	0	0
Gtf2f1	212.727273	242	649	724	0	0	0	0	0	94	287	344	0
Rab1b	212.636364	425	551	643	0	0	0	0	0	0	360	360	0
Matr3	212.636364	2086	0	0	0	0	0	0	0	253	0	0	0
Fitm2	212.636364	288	757	573	0	0	0	0	0	0	275	446	0
Srcap	212.272727	2335	0	0	0	0	0	0	0	0	0	0	0
Dzip3	211.909091	2331	0	0	0	0	0	0	0	0	0	0	0
Cip2a	211.909091	2331	0	0	0	0	0	0	0	0	0	0	0
Ssu72	211.636364	258	712	243	0	0	0	0	0	0	585	530	0
Ino80	211.545455	1783	203	149	0	0	0	0	0	192	0	0	0
Ahctf1	211.363636	2020	0	0	0	0	0	0	0	305	0	0	0
Vps4b	211.272727	2106	125	93	0	0	0	0	0	0	0	0	0
Ermard	211.272727	139	660	628	0	0	0	0	0	0	448	449	0
Ppig	211.000000	0	679	932	0	0	0	0	0	0	313	397	0
Ergic2	211.000000	2056	90	175	0	0	0	0	0	0	0	0	0
Ints3	210.363636	1407	279	282	0	0	0	0	0	0	191	155	0
Thap11	210.272727	2199	114	0	0	0	0	0	0	0	0	0	0
Cenpt	210.272727	2199	114	0	0	0	0	0	0	0	0	0	0
Tmem39a	210.090909	0	736	724	0	0	0	0	0	0	450	401	0
Aasdh	209.909091	0	657	815	0	0	0	0	0	0	441	396	0
Smarca4	209.727273	1383	405	260	0	0	0	0	0	0	141	118	0
Zfp317	209.636364	2184	0	0	0	0	0	0	0	122	0	0	0
Atp9b	209.636364	117	373	384	0	0	0	192	0	734	263	243	0
Atg5	209.090909	169	637	697	0	0	0	0	0	0	362	435	0
Mysm1	208.272727	2291	0	0	0	0	0	0	0	0	0	0	0
Map2k7	208.090909	660	340	449	0	0	0	0	0	476	212	152	0
Ralbp1	208.000000	1832	202	254	0	0	0	0	0	0	0	0	0
Pmf1	207.818182	1792	0	170	0	0	0	0	0	97	0	227	0
Vps29	207.727273	376	525	625	0	0	0	0	0	143	298	318	0
Rad9b	207.727273	376	525	625	0	0	0	0	0	143	298	318	0
Dguok	207.545455	1711	138	321	0	0	0	0	0	0	0	113	0
Cep250	207.363636	417	507	780	0	0	0	0	0	0	292	285	0
Mlh3	207.181818	300	507	717	0	0	0	0	0	184	269	302	0
Bnip2	207.181818	275	486	473	0	0	0	174	0	414	204	253	0
Hnrnpc	207.090909	1165	299	299	0	0	0	0	0	296	120	99	0
Gps2	207.000000	0	665	595	0	0	0	0	0	0	527	490	0
Rbm18	206.636364	149	655	596	0	0	0	0	0	0	460	413	0
Mrrf	206.636364	149	655	596	0	0	0	0	0	0	460	413	0
Tlcd1	206.545455	1620	219	281	0	0	0	0	0	152	0	0	0
Ensa	206.545455	853	293	286	0	0	0	156	0	321	174	189	0
Rbm4b	206.363636	573	200	0	0	0	0	156	0	1130	88	123	0
Nol8	206.181818	395	304	551	0	0	0	198	0	484	212	124	0
Cenpp	206.181818	395	304	551	0	0	0	198	0	484	212	124	0
Ube2c	206.090909	1437	247	269	0	0	0	0	0	0	132	182	0
Zfp959	206.000000	178	617	613	0	0	0	0	0	0	372	486	0
Med1	206.000000	2168	0	98	0	0	0	0	0	0	0	0	0
Mpzl3	205.909091	96	571	832	0	0	0	0	0	0	309	457	0
Pfas	205.727273	0	706	907	0	0	0	0	0	0	383	267	0
Elp1	205.727273	100	648	654	0	0	0	0	0	0	383	478	0
Abitram	205.727273	100	648	654	0	0	0	0	0	0	383	478	0
Gpatch3	205.454545	2126	0	134	0	0	0	0	0	0	0	0	0
Slc33a1	205.363636	123	480	838	0	0	0	0	0	299	237	282	0
Ncbp2	205.363636	0	796	635	0	0	0	0	0	0	378	450	0
Caap1	205.363636	105	708	713	0	0	0	0	0	0	306	427	0
0610012G03Rik	205.363636	0	796	635	0	0	0	0	0	0	378	450	0
Rps11	205.090909	1319	250	362	0	0	0	0	0	0	156	169	0
Rpl13a	205.090909	1319	250	362	0	0	0	0	0	0	156	169	0
Chuk	204.909091	2094	160	0	0	0	0	0	0	0	0	0	0
Mga	204.818182	743	349	527	0	0	0	0	0	0	283	351	0
Ubr3	204.727273	2252	0	0	0	0	0	0	0	0	0	0	0
Mpc2	204.363636	1941	0	164	0	0	0	0	0	143	0	0	0
Dcaf6	204.363636	1941	0	164	0	0	0	0	0	143	0	0	0
Smarcd2	204.181818	2076	0	0	0	0	0	0	0	170	0	0	0
Ube2d2a	204.000000	2155	0	0	0	0	0	0	0	89	0	0	0
Zc3h18	203.727273	578	688	300	0	0	0	0	0	0	288	387	0
Sspn	203.636364	205	226	213	0	0	0	0	320	472	294	510	0
Slc15a4	203.545455	1834	114	0	0	0	0	0	0	291	0	0	0
1700067K01Rik	203.363636	269	646	682	0	0	0	0	0	0	328	312	0
Asxl1	203.000000	2233	0	0	0	0	0	0	0	0	0	0	0
Tas1r1	202.909091	2117	115	0	0	0	0	0	0	0	0	0	0
Nol9	202.909091	2117	115	0	0	0	0	0	0	0	0	0	0
Pole3	202.818182	675	477	725	0	0	0	0	0	0	176	178	0
4933430I17Rik	202.818182	675	477	725	0	0	0	0	0	0	176	178	0
Ska2	202.545455	1419	289	326	0	0	0	0	0	62	0	132	0
Prr11	202.545455	1419	289	326	0	0	0	0	0	62	0	132	0
Taf12	202.363636	0	359	650	0	0	0	0	0	721	267	229	0
Zfp518a	202.272727	165	720	450	0	0	0	144	0	0	352	394	0
Sec63	202.272727	2225	0	0	0	0	0	0	0	0	0	0	0
Sarnp	201.818182	998	291	455	0	0	0	0	0	199	141	136	0
Ormdl2	201.818182	998	291	455	0	0	0	0	0	199	141	136	0
Ndufa8	201.727273	392	459	730	0	0	0	0	0	0	357	281	0
Morn5	201.727273	392	459	730	0	0	0	0	0	0	357	281	0
Mapkapk5	201.727273	221	753	223	0	0	0	0	0	0	423	599	0
Gtf2a1	201.363636	1745	140	159	0	0	0	0	0	171	0	0	0
Zfp329	201.272727	165	587	792	0	0	0	0	0	0	362	308	0
Bzw1	201.272727	1944	152	118	0	0	0	0	0	0	0	0	0
Tubd1	201.090909	1550	203	320	0	0	0	0	0	0	0	139	0
Rps6kb1	201.090909	1550	203	320	0	0	0	0	0	0	0	139	0
Ndufs7	201.090909	305	592	718	0	0	0	0	0	0	258	339	0
Pcnx3	200.909091	625	405	424	0	0	0	0	0	293	211	252	0
Map3k11	200.909091	625	405	424	0	0	0	0	0	293	211	252	0
Sppl2b	200.545455	1277	213	179	0	0	0	0	0	0	256	281	0
Lsm7	200.545455	1277	213	179	0	0	0	0	0	0	256	281	0
Kdm3a	200.545455	777	122	276	0	0	0	209	0	697	125	0	0
Spata33	200.363636	2204	0	0	0	0	0	0	0	0	0	0	0
Chmp1a	200.363636	2204	0	0	0	0	0	0	0	0	0	0	0
Ttc23	200.272727	1593	169	341	0	0	0	0	0	0	0	100	0
Selenot	200.272727	197	627	705	0	0	0	0	0	0	319	355	0
Lrrc28	200.272727	1593	169	341	0	0	0	0	0	0	0	100	0
Relch	200.181818	2202	0	0	0	0	0	0	0	0	0	0	0
Pign	200.181818	2202	0	0	0	0	0	0	0	0	0	0	0
Rab5if	200.090909	146	750	646	0	0	0	0	0	0	264	395	0
Rmnd1	200.000000	357	179	437	0	0	0	140	0	963	0	124	0
Armt1	200.000000	357	179	437	0	0	0	140	0	963	0	124	0
Srp19	199.727273	1326	289	327	0	0	0	0	0	0	149	106	0
Zfp511	199.636364	300	558	614	0	0	0	0	0	0	341	383	0
Tubgcp2	199.636364	300	558	614	0	0	0	0	0	0	341	383	0
Ttc3	199.636364	664	490	255	0	0	0	205	0	183	197	202	0
Pigp	199.636364	664	490	255	0	0	0	205	0	183	197	202	0
Zc3h8	199.454545	743	487	453	0	0	0	0	0	0	191	320	0
Sesn1	199.363636	418	564	660	0	0	0	0	0	0	278	273	0
Cep57l1	199.363636	418	564	660	0	0	0	0	0	0	278	273	0
Rpp14	198.909091	0	457	697	0	0	0	0	0	316	322	396	0
Htd2	198.909091	0	457	697	0	0	0	0	0	316	322	396	0
Birc2	198.818182	540	521	411	0	0	0	0	0	217	241	257	0
Taok1	198.363636	2182	0	0	0	0	0	0	0	0	0	0	0
Mrpl2	198.363636	162	568	822	0	0	0	0	0	0	290	340	0
Klc4	198.363636	162	568	822	0	0	0	0	0	0	290	340	0
Cul7	198.363636	162	568	822	0	0	0	0	0	0	290	340	0
Yif1b	198.272727	716	0	243	0	0	0	0	0	1025	85	112	0
Gmcl1	198.272727	1051	390	213	0	0	0	0	0	0	231	296	0
Rad21	198.181818	881	282	425	0	0	0	0	0	0	318	274	0
D2hgdh	197.909091	424	422	577	0	0	0	107	0	109	297	241	0
Gspt1	197.818182	498	545	850	0	0	0	0	0	175	0	108	0
Rpl37a	197.363636	0	742	742	0	0	0	0	0	0	260	427	0
Clptm1l	197.181818	99	691	742	0	0	0	0	0	0	264	373	0
Psme3	197.000000	0	614	848	0	0	0	0	0	0	305	400	0
Wdr73	196.818182	1943	0	131	0	0	0	0	0	91	0	0	0
Rbm14	196.818182	558	390	555	0	0	0	0	0	0	313	349	0
Gm21992	196.818182	558	390	555	0	0	0	0	0	0	313	349	0
Cep350	196.727273	1949	0	215	0	0	0	0	0	0	0	0	0
Nsmce3	196.636364	125	302	208	0	0	0	171	0	948	175	234	0
Vps26c	196.545455	254	536	711	0	0	0	0	0	0	343	318	0
Cep295	196.545455	858	244	164	0	0	0	94	0	388	239	175	0
Pinlyp	196.454545	404	614	473	0	0	0	0	0	0	279	391	0
Map7d1	196.454545	467	0	0	0	0	0	479	0	1215	0	0	0
Pias4	196.363636	772	121	199	0	0	0	127	0	812	0	129	0
Med17	196.272727	132	708	652	0	0	0	0	0	0	364	303	0
Msra	196.181818	778	385	545	0	0	0	0	0	0	220	230	0
Cactin	196.181818	328	499	482	0	0	0	0	0	84	340	425	0
Alkbh5	196.181818	1315	328	247	0	0	0	0	0	0	133	135	0
Sirt6	196.090909	82	532	602	0	0	0	0	0	248	331	362	0
Ankrd24	196.090909	82	532	602	0	0	0	0	0	248	331	362	0
Tab3	196.000000	1522	0	118	0	0	0	0	0	516	0	0	0
Zfp607b	195.909091	132	329	376	0	0	0	145	0	784	171	218	0
Get1	195.636364	968	395	376	0	0	0	0	0	0	221	192	0
Lamp1	195.545455	2151	0	0	0	0	0	0	0	0	0	0	0
Ilf2	195.181818	456	626	655	0	0	0	0	0	0	207	203	0
Dapk3	195.181818	657	460	508	0	0	0	0	0	0	276	246	0
Sgf29	195.000000	403	604	393	0	0	0	0	0	118	258	369	0
Brap	195.000000	503	378	488	0	0	0	0	0	314	164	298	0
Acad10	195.000000	503	378	488	0	0	0	0	0	314	164	298	0
Ssbp1	194.909091	1416	286	177	0	0	0	0	0	0	97	168	0
Bricd5	194.727273	772	342	541	0	0	0	83	0	0	169	235	0
Rabggtb	194.636364	378	204	0	0	0	0	173	0	1254	0	132	0
Dynlt1f	194.545455	275	139	206	0	0	0	342	0	1178	0	0	0
Dynlt1c	194.545455	275	139	206	0	0	0	342	0	1178	0	0	0
Ift88	194.454545	147	291	358	0	0	0	157	0	994	103	89	0
Tepsin	194.363636	1590	126	300	0	0	0	0	0	122	0	0	0
Ndufaf8	194.363636	1590	126	300	0	0	0	0	0	122	0	0	0
Hadhb	193.545455	298	193	161	0	0	0	232	0	1245	0	0	0
Hadha	193.545455	298	193	161	0	0	0	232	0	1245	0	0	0
Rbbp5	193.363636	380	564	499	0	0	0	0	0	178	171	335	0
Zbtb41	193.000000	1294	358	292	0	0	0	0	0	0	179	0	0
Ssr4	192.909091	2122	0	0	0	0	0	0	0	0	0	0	0
Idh3g	192.909091	2122	0	0	0	0	0	0	0	0	0	0	0
Rpl23a	192.727273	1620	219	281	0	0	0	0	0	0	0	0	0
Rab34	192.727273	1620	219	281	0	0	0	0	0	0	0	0	0
Nvl	192.727273	109	325	488	0	0	0	147	0	601	204	246	0
Fancd2os	192.727273	679	459	547	0	0	0	0	0	0	185	250	0
Brk1	192.727273	679	459	547	0	0	0	0	0	0	185	250	0
Tubgcp6	192.636364	103	589	685	0	0	0	0	0	0	332	410	0
Zc3h3	192.363636	219	608	698	0	0	0	0	0	0	251	340	0
Mdn1	192.272727	192	422	559	0	0	0	0	0	411	310	221	0
Wdr70	192.090909	0	833	601	0	0	0	0	0	0	338	341	0
Ppip5k2	192.090909	826	286	284	0	0	0	0	0	717	0	0	0
Gin1	192.090909	826	286	284	0	0	0	0	0	717	0	0	0
Dennd4c	192.000000	205	179	0	0	0	0	333	0	1273	122	0	0
Rbm15	191.909091	1754	175	182	0	0	0	0	0	0	0	0	0
Dnase2a	191.818182	139	110	162	0	0	0	0	0	1699	0	0	0
Itfg2	191.545455	234	536	853	0	0	0	0	0	0	225	259	0
Srsf2	191.272727	562	584	202	0	0	0	0	0	203	209	344	0
Mfsd11	191.272727	562	584	202	0	0	0	0	0	203	209	344	0
Ulk4	191.181818	124	721	697	0	0	0	0	0	0	296	265	0
Cdadc1	191.000000	0	499	792	0	0	0	0	0	0	441	369	0
Rsrp1	190.818182	748	482	471	0	0	0	0	0	0	200	198	0
Ranbp2	190.727273	0	837	298	0	0	0	0	0	0	418	545	0
Ncapg	190.727273	2098	0	0	0	0	0	0	0	0	0	0	0
Trmo	190.636364	122	597	676	0	0	0	0	0	0	299	403	0
Eif4e	190.454545	551	367	653	0	0	0	0	0	0	225	299	0
Dpf2	190.454545	1112	334	373	0	0	0	0	0	0	133	143	0
Secisbp2	190.363636	110	735	503	0	0	0	0	0	0	447	299	0
Ift52	190.363636	0	618	678	0	0	0	0	0	0	415	383	0
Riok1	190.181818	159	534	685	0	0	0	0	0	0	352	362	0
Cage1	190.181818	159	534	685	0	0	0	0	0	0	352	362	0
H3c15	189.545455	362	465	449	0	0	0	0	0	179	300	330	0
H3c14	189.545455	362	465	449	0	0	0	0	0	179	300	330	0
H2ac19	189.545455	362	465	449	0	0	0	0	0	179	300	330	0
H2ac18	189.545455	362	465	449	0	0	0	0	0	179	300	330	0
Abi1	189.545455	2085	0	0	0	0	0	0	0	0	0	0	0
Iba57	189.454545	450	632	294	0	0	0	0	0	0	265	443	0
Spg7	189.363636	909	445	279	0	0	0	0	0	0	168	282	0
Txndc9	189.272727	1721	0	179	0	0	0	0	0	0	0	182	0
Tmem106c	189.272727	689	570	0	0	0	0	166	0	247	151	259	0
Eif5b	189.272727	1721	0	179	0	0	0	0	0	0	0	182	0
Dnaja1	189.090909	361	198	199	0	0	0	216	0	676	216	214	0
Bms1	189.090909	127	615	792	0	0	0	0	0	0	241	305	0
Vcpkmt	189.000000	160	365	89	0	0	0	148	0	986	176	155	0
Nemf	188.909091	112	275	389	0	0	0	0	0	772	346	184	0
Tcam1	188.727273	2076	0	0	0	0	0	0	0	0	0	0	0
Gdf15	188.636364	467	410	557	0	0	0	0	0	200	286	155	0
Nmb	188.545455	1943	0	131	0	0	0	0	0	0	0	0	0
Pou2f1	188.272727	1086	310	343	0	0	0	0	0	0	154	178	0
Gpi1	188.272727	401	216	275	0	0	0	0	0	800	193	186	0
Tfcp2	188.181818	541	160	216	0	0	0	126	0	802	104	121	0
Cdk10	188.181818	347	499	709	0	0	0	0	0	0	240	275	0
Rpl5	188.090909	228	563	650	0	0	0	0	0	0	281	347	0
