Target_genes	Smad4|Average	SRX3014617|CD4+_T_cells	SRX3014618|CD4+_T_cells	SRX3014619|CD4+_T_cells	SRX3014620|CD4+_T_cells	SRX13508245|CD8+_T_cells	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX5251388|ES_cells	SRX4046280|Forelimb	SRX4061017|Forelimb	SRX4061018|Forelimb	SRX4061019|Forelimb	SRX4061020|Forelimb	SRX529265|Lung	SRX19498660|Microglia	SRX19498661|Microglia	SRX19498663|Microglia	SRX19498664|Microglia	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Zbed5	148.851852	369	347	0	0	0	439	492	386	0	0	388	150	0	0	0	133	119	226	0	0	0	0	366	302	0	171	131	0
Oasl1	148.259259	207	106	0	0	272	228	279	391	0	567	401	0	454	0	300	72	0	335	0	0	0	0	391	0	0	0	0	0
Cebpzos	147.925926	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	120	0	638	541	503	774	0	811	284	89	0	0
Samd1	147.666667	351	205	0	0	0	84	101	315	0	0	312	129	0	0	0	100	261	95	0	0	170	264	618	787	195	0	0	0
Dusp6	147.481481	263	179	0	0	0	323	351	238	0	0	246	0	0	0	0	109	80	404	152	108	140	236	291	365	169	207	121	0
Tm2d2	147.370370	347	175	0	0	0	142	0	180	0	0	176	0	0	0	0	142	209	287	0	152	135	243	271	1026	229	158	107	0
Adam9	147.370370	347	175	0	0	0	142	0	180	0	0	176	0	0	0	0	142	209	287	0	152	135	243	271	1026	229	158	107	0
Ldlrad4	147.259259	630	335	0	0	0	114	180	198	0	0	198	74	0	0	0	110	255	286	259	193	274	491	157	222	0	0	0	0
Api5	146.814815	334	384	0	0	0	186	412	165	0	0	160	0	0	0	0	539	369	487	0	0	119	0	142	375	292	0	0	0
Tmem120b	146.555556	117	117	0	0	0	539	496	140	0	0	139	0	0	0	0	224	138	346	147	0	0	0	120	1071	136	110	117	0
Scaf8	146.259259	710	760	0	0	0	165	236	104	0	0	103	0	0	0	0	182	273	646	0	0	0	0	148	458	164	0	0	0
Ankrd10	146.000000	158	156	0	0	0	144	126	651	0	0	664	0	0	0	0	170	145	216	157	132	0	0	445	532	246	0	0	0
Exoc3l	145.555556	170	211	0	0	0	166	254	384	0	0	385	0	0	0	0	0	135	784	189	0	0	261	146	511	93	241	0	0
E2f4	145.555556	170	211	0	0	0	166	254	384	0	0	385	0	0	0	0	0	135	784	189	0	0	261	146	511	93	241	0	0
Dclre1b	145.148148	408	352	0	0	0	0	0	218	0	0	217	129	0	0	0	150	170	546	166	0	167	209	318	738	131	0	0	0
Ap4b1	145.148148	408	352	0	0	0	0	0	218	0	0	217	129	0	0	0	150	170	546	166	0	167	209	318	738	131	0	0	0
Htra2	144.629630	323	377	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	853	201	87	111	201	237	574	436	235	170	0
Dqx1	144.629630	323	377	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	853	201	87	111	201	237	574	436	235	170	0
Ulk2	144.555556	380	371	0	0	0	370	474	223	0	0	222	131	0	0	0	177	274	372	0	0	0	0	249	502	158	0	0	0
Rnf138	144.518519	250	146	0	0	0	250	260	114	0	0	113	0	0	0	0	214	317	257	0	0	0	0	353	1188	440	0	0	0
Ssh2	144.222222	429	236	0	0	0	158	202	243	0	0	242	0	0	0	0	168	318	276	299	0	0	200	226	699	198	0	0	0
Bin2	144.222222	116	0	0	0	0	105	233	0	0	0	0	0	0	0	0	83	0	0	719	537	356	425	0	663	226	274	157	0
Bhlhe40	143.888889	1090	744	0	117	0	157	100	119	0	0	125	0	0	0	0	0	0	467	0	0	0	149	197	361	163	96	0	0
Fam3c	143.814815	576	553	0	0	0	225	295	123	0	0	123	0	0	0	0	168	196	156	0	0	0	0	218	948	302	0	0	0
Myl12a	143.703704	337	356	0	0	0	315	289	105	0	0	105	0	0	0	0	157	220	321	138	0	0	201	139	539	81	358	219	0
Rpl37	143.555556	447	416	0	0	0	0	216	291	0	0	289	0	0	0	0	287	205	623	0	0	154	0	528	302	118	0	0	0
Tmem181a	143.407407	132	0	0	0	0	0	101	1331	0	0	1269	253	0	0	0	134	0	207	0	0	0	0	220	225	0	0	0	0
Mapk9	143.370370	273	291	0	0	0	271	264	331	0	0	331	64	0	0	0	146	274	544	0	0	0	0	430	472	180	0	0	0
Zzef1	143.000000	482	581	0	0	0	172	209	116	0	0	114	0	0	0	0	229	173	617	145	0	0	211	220	302	137	0	153	0
Cyb5d2	143.000000	482	581	0	0	0	172	209	116	0	0	114	0	0	0	0	229	173	617	145	0	0	211	220	302	137	0	153	0
Pgk1	142.703704	0	0	0	0	0	0	0	1192	0	449	1186	0	0	0	0	286	292	275	0	0	0	0	0	173	0	0	0	0
Kdm1a	142.518519	587	714	0	0	0	203	257	183	0	0	184	0	0	0	0	349	196	389	0	0	0	0	183	388	215	0	0	0
Tmem65	142.333333	575	305	0	0	0	64	158	165	0	0	165	0	0	0	0	134	146	286	93	0	0	115	248	778	287	180	144	0
Amz2	142.333333	600	445	0	0	0	141	0	287	0	0	288	141	0	0	0	94	131	586	0	0	0	85	215	455	0	274	101	0
Ttc14	141.888889	272	356	0	0	0	357	453	121	0	0	120	0	0	0	0	306	279	644	0	0	0	0	138	583	202	0	0	0
Picalm	141.703704	237	117	0	0	0	0	0	360	0	0	358	0	0	0	0	183	128	238	190	153	204	300	269	576	281	125	107	0
Socs2	141.592593	136	218	0	0	0	352	414	544	0	0	542	0	0	0	0	0	0	244	0	0	0	0	292	662	419	0	0	0
Lefty2	141.407407	0	0	0	0	0	0	0	533	480	144	544	1322	0	0	0	86	84	76	0	0	0	0	0	445	0	104	0	0
Rbm25	141.370370	891	600	0	0	0	0	0	185	0	0	175	0	0	0	0	127	165	718	0	0	0	0	140	557	116	143	0	0
Fbh1	141.370370	166	134	0	0	0	193	232	243	0	0	252	76	0	0	0	251	348	471	0	115	0	189	357	424	213	153	0	0
Ankrd16	141.370370	166	134	0	0	0	193	232	243	0	0	252	76	0	0	0	251	348	471	0	115	0	189	357	424	213	153	0	0
Usp3	141.000000	796	443	0	0	0	131	196	293	0	0	292	114	0	0	0	218	221	327	0	0	0	180	143	267	186	0	0	0
E2f3	140.925926	228	197	0	0	0	0	0	210	0	0	209	0	0	0	0	118	265	116	358	193	105	309	210	763	386	138	0	0
Slc39a7	140.851852	196	278	0	0	0	436	521	0	0	0	0	0	0	0	0	161	196	322	137	0	126	169	219	526	166	245	105	0
Rxrb	140.851852	196	278	0	0	0	436	521	0	0	0	0	0	0	0	0	161	196	322	137	0	126	169	219	526	166	245	105	0
H2-Ke6	140.851852	196	278	0	0	0	436	521	0	0	0	0	0	0	0	0	161	196	322	137	0	126	169	219	526	166	245	105	0
Tsc22d2	140.703704	705	618	0	0	0	249	333	0	0	0	0	0	0	0	0	239	171	193	143	0	169	179	161	342	174	123	0	0
Zfp36	140.518519	528	298	0	0	0	108	188	576	88	0	575	0	0	0	0	0	0	95	193	0	175	110	0	367	189	198	106	0
Tom1	140.481481	369	595	0	0	0	465	506	153	0	0	153	0	0	0	0	131	287	262	0	0	0	0	178	537	157	0	0	0
Zcrb1	140.148148	592	481	0	0	0	286	313	257	0	0	268	0	0	0	0	264	282	323	0	0	0	0	340	229	149	0	0	0
Pphln1	140.148148	592	481	0	0	0	286	313	257	0	0	268	0	0	0	0	264	282	323	0	0	0	0	340	229	149	0	0	0
Slc12a6	139.925926	155	156	0	0	0	0	185	217	0	0	217	0	0	0	0	144	96	191	115	0	188	228	258	1118	182	162	166	0
Pten	139.592593	513	509	0	0	0	146	147	190	0	0	200	0	0	0	0	150	136	428	0	0	0	0	391	690	269	0	0	0
Tomt	139.518519	171	213	0	0	0	200	410	214	0	0	212	0	0	0	0	116	206	483	120	0	0	154	178	653	294	143	0	0
Lamtor1	139.518519	171	213	0	0	0	200	410	214	0	0	212	0	0	0	0	116	206	483	120	0	0	154	178	653	294	143	0	0
Tsga10	139.481481	238	153	0	0	0	0	64	136	0	0	136	0	0	0	0	244	129	311	0	0	0	96	197	1254	718	90	0	0
Yme1l1	139.444444	449	382	0	0	0	119	124	270	0	0	269	0	0	0	0	214	247	446	100	0	0	0	300	559	143	143	0	0
Mastl	139.444444	449	382	0	0	0	119	124	270	0	0	269	0	0	0	0	214	247	446	100	0	0	0	300	559	143	143	0	0
Dcaf1	139.444444	1025	1005	143	0	0	73	0	0	0	0	0	0	0	0	0	127	0	177	0	0	0	0	208	341	199	240	227	0
Ccdc71l	139.407407	251	222	0	0	0	294	245	0	0	0	0	0	0	0	0	230	212	679	0	0	0	0	168	929	534	0	0	0
Wwc2	139.370370	0	0	0	0	0	93	162	167	0	0	166	131	0	0	0	264	348	574	180	0	0	0	170	1196	312	0	0	0
Lipt2	139.296296	210	211	0	0	0	290	316	244	0	0	236	88	0	0	0	206	169	443	156	0	0	0	235	808	149	0	0	0
Cux1	139.259259	380	317	0	0	0	190	157	83	0	0	81	0	0	0	0	318	223	450	229	0	0	119	121	600	323	169	0	0
Zfp568	139.222222	167	120	0	0	0	135	143	0	0	0	0	0	0	0	0	342	521	585	0	0	0	0	498	865	275	108	0	0
Pkm	139.111111	449	287	0	0	0	120	97	211	0	0	210	115	0	0	0	184	244	310	0	0	0	0	156	622	537	214	0	0
Baz1b	139.000000	365	338	0	0	0	180	280	108	0	0	108	0	0	0	0	226	192	272	0	0	133	210	148	661	430	102	0	0
Ankrd11	138.888889	202	168	0	0	0	100	0	278	0	0	280	0	0	0	0	86	171	319	165	0	167	250	78	891	135	228	232	0
Trir	138.259259	312	288	0	0	0	208	238	0	0	0	0	0	0	0	0	0	92	380	155	0	0	221	233	729	460	291	126	0
Tob2	138.259259	500	426	0	0	0	315	292	203	0	0	202	0	0	0	0	139	99	527	0	0	0	0	147	507	376	0	0	0
Get3	138.259259	312	288	0	0	0	208	238	0	0	0	0	0	0	0	0	0	92	380	155	0	0	221	233	729	460	291	126	0
Irf2	138.000000	220	178	0	0	0	0	0	93	0	0	92	0	0	0	0	122	72	234	282	203	175	363	138	836	402	175	141	0
Synrg	137.962963	305	205	0	0	0	0	0	159	0	0	158	0	0	0	0	341	165	241	353	0	0	450	190	602	267	172	117	0
Dhx8	137.777778	429	571	0	0	0	0	0	0	0	0	0	0	0	0	0	273	528	776	125	0	0	116	194	285	113	220	90	0
Ints3	137.629630	236	237	0	0	0	147	119	115	0	0	115	0	0	0	0	142	173	508	132	0	0	171	148	1044	305	124	0	0
Mybph	137.592593	0	0	0	0	0	0	0	139	0	0	138	122	0	0	0	0	0	0	614	361	529	653	0	582	273	174	130	0
Med7	137.518519	1411	1392	0	0	0	114	89	0	0	0	0	0	0	0	0	142	0	157	0	0	0	0	137	202	0	0	69	0
Zfp821	137.074074	300	338	0	0	0	151	117	168	0	0	170	0	0	0	0	186	136	590	0	0	0	0	157	931	332	0	125	0
Chrac1	137.037037	269	293	0	0	0	307	339	406	0	0	406	0	0	0	0	130	104	191	0	0	0	0	270	628	157	200	0	0
Tbl1x	136.814815	241	215	0	0	0	0	122	346	0	0	345	0	0	0	0	313	278	820	0	0	0	168	119	580	147	0	0	0
Ctcf	136.777778	185	264	0	0	0	107	159	156	0	0	167	0	0	0	0	287	354	262	283	0	129	155	377	371	187	119	131	0
Ptpn12	136.592593	241	235	0	0	0	106	150	115	0	0	113	78	0	0	0	186	282	312	120	0	0	0	388	907	184	154	117	0
Tgfb1	136.222222	416	438	0	0	0	136	117	154	0	0	154	118	0	0	0	0	77	215	198	149	0	157	143	798	225	183	0	0
Notch4	136.037037	0	0	0	0	0	0	0	281	0	0	282	0	0	0	0	0	0	258	520	397	300	301	0	685	160	293	196	0
Ap1g1	135.888889	594	513	0	0	0	242	130	151	0	0	150	128	0	0	0	162	139	536	0	0	0	0	197	407	192	128	0	0
Gmeb2	135.740741	218	298	0	0	0	214	284	138	0	0	0	0	0	0	0	450	626	171	125	0	116	144	134	556	191	0	0	0
Faf1	135.629630	364	268	0	0	0	239	279	225	0	0	226	0	0	0	0	168	288	409	0	0	0	121	288	443	241	103	0	0
Mtbp	135.518519	978	1017	0	0	0	200	195	139	0	0	138	0	0	0	0	94	123	314	0	0	0	0	281	180	0	0	0	0
Mrpl13	135.518519	978	1017	0	0	0	200	195	139	0	0	138	0	0	0	0	94	123	314	0	0	0	0	281	180	0	0	0	0
Vamp1	135.296296	487	422	0	0	0	233	280	82	0	0	81	0	0	0	0	90	60	474	205	0	120	149	182	460	0	213	115	0
Armc9	135.296296	709	694	89	0	0	177	208	0	0	0	0	0	0	0	0	159	148	712	0	0	0	125	0	174	0	295	163	0
Vapa	135.000000	106	159	0	0	0	183	180	104	0	0	103	0	0	0	0	161	101	320	143	0	0	0	244	973	494	252	122	0
Lrp12	134.703704	233	274	0	0	0	169	290	163	0	0	163	134	0	0	0	333	475	243	81	0	0	157	267	428	227	0	0	0
Pxk	134.629630	451	514	0	0	0	455	497	119	0	0	119	0	0	0	0	305	222	375	0	0	0	0	0	286	156	0	136	0
Homer3	134.481481	260	243	0	0	0	100	0	766	0	0	765	107	0	0	0	107	0	268	0	0	0	0	386	240	195	0	194	0
Gtdc1	134.407407	165	173	0	0	0	0	0	179	0	0	178	0	0	0	0	186	367	291	0	0	0	0	270	1384	436	0	0	0
Cluh	134.370370	243	321	0	0	0	124	96	495	0	0	507	142	0	0	0	117	155	489	148	0	0	0	184	475	132	0	0	0
Foxp1	134.185185	907	568	0	0	0	0	0	463	0	0	461	0	0	0	0	197	245	124	0	0	0	0	236	309	0	113	0	0
Hspe1	134.037037	665	573	0	0	0	0	0	258	0	0	263	115	0	0	0	132	131	270	0	0	0	100	528	418	166	0	0	0
Hspd1	134.037037	665	573	0	0	0	0	0	258	0	0	263	115	0	0	0	132	131	270	0	0	0	100	528	418	166	0	0	0
Slc35f5	133.814815	171	120	0	0	0	303	180	121	0	0	120	0	0	0	0	141	114	525	121	0	192	219	342	574	268	102	0	0
Gmfb	133.777778	1033	734	0	0	0	0	104	0	0	0	0	0	0	0	0	125	133	509	0	0	0	0	164	459	217	134	0	0
Lemd3	133.629630	385	420	0	0	0	500	826	89	0	0	88	0	0	0	0	344	277	189	0	0	0	0	103	258	129	0	0	0
Hes1	133.185185	129	116	0	0	0	111	122	478	0	0	476	0	0	0	0	181	253	385	0	0	0	0	445	691	209	0	0	0
Phip	132.777778	441	459	0	0	0	243	209	280	0	0	279	81	0	0	0	266	278	205	0	0	0	0	402	300	142	0	0	0
C1qa	132.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	320	583	604	0	749	313	146	161	0
Serpine1	132.629630	0	0	0	0	0	83	103	0	0	0	0	0	0	0	0	0	0	329	461	337	327	187	208	931	225	191	199	0
Mrpl20	132.407407	577	407	0	0	0	185	149	0	0	0	0	0	0	0	0	125	206	995	0	0	0	0	332	146	248	108	97	0
Ccni	132.185185	685	637	0	0	0	155	194	351	0	0	353	0	0	0	0	159	153	337	0	0	0	0	125	237	183	0	0	0
2010109A12Rik	132.185185	685	637	0	0	0	155	194	351	0	0	353	0	0	0	0	159	153	337	0	0	0	0	125	237	183	0	0	0
Ube2d2a	132.148148	255	219	0	0	0	0	0	112	0	0	118	98	0	0	0	330	418	550	0	0	0	181	368	585	334	0	0	0
Sart3	132.074074	279	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	476	292	235	371	239	621	148	128	165	0
Pim1	132.074074	470	255	0	0	0	284	175	189	0	0	189	0	0	0	0	178	239	233	164	0	0	170	270	535	81	134	0	0
Lsm14a	132.074074	389	369	0	0	0	129	224	83	0	0	83	0	0	0	0	186	177	259	258	0	0	181	215	667	250	96	0	0
Iscu	132.074074	279	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	476	292	235	371	239	621	148	128	165	0
Prr5l	132.037037	377	131	0	0	0	0	0	0	0	0	0	0	0	0	0	95	135	90	372	250	689	825	0	471	0	130	0	0
Ctnna1	131.814815	187	202	0	0	0	354	513	342	0	0	338	0	0	0	0	188	252	198	0	0	0	0	192	589	204	0	0	0
Mef2a	131.629630	191	322	0	0	0	201	194	110	0	0	117	0	0	0	0	180	118	419	219	73	106	211	105	746	242	0	0	0
Relt	131.592593	548	418	0	0	0	113	128	336	197	0	334	0	0	0	0	0	0	350	0	0	0	0	198	502	215	214	0	0
Ube2j2	131.185185	230	218	0	0	0	157	111	138	0	0	138	0	0	0	0	279	395	935	0	0	0	0	364	244	146	187	0	0
Pnp	130.962963	232	224	0	0	0	314	289	221	0	0	238	123	0	0	0	186	231	267	128	0	0	212	157	392	156	166	0	0
Cpd	130.962963	1256	840	0	0	0	0	0	0	0	0	0	0	0	0	0	124	118	168	0	0	0	0	99	154	0	515	262	0
Ubtd1	130.814815	0	135	0	0	0	113	277	222	0	0	230	0	0	0	0	111	133	365	0	0	0	83	451	909	282	98	123	0
Mms19	130.814815	0	135	0	0	0	113	277	222	0	0	230	0	0	0	0	111	133	365	0	0	0	83	451	909	282	98	123	0
Myo1d	130.592593	358	356	0	0	0	434	523	290	0	0	290	84	0	0	0	244	423	319	0	0	0	0	0	205	0	0	0	0
Lypla1	130.592593	0	75	0	0	0	124	211	991	0	0	939	442	0	0	0	137	133	132	0	0	0	0	126	216	0	0	0	0
Rex1bd	130.222222	490	429	0	0	0	216	205	0	0	0	0	0	0	0	0	379	530	329	127	0	136	174	147	225	0	129	0	0
Uba52	130.185185	490	429	0	0	0	216	205	0	0	0	0	0	0	0	0	379	530	329	127	0	136	174	146	225	0	129	0	0
Isy1	130.074074	410	379	0	0	0	129	113	83	0	0	83	0	0	0	0	315	237	866	0	0	0	0	323	296	104	174	0	0
Epb41l1	130.074074	91	0	0	0	0	147	149	715	262	99	735	374	0	0	0	167	88	0	0	0	0	0	165	419	0	101	0	0
Rffl	129.740741	495	471	0	0	0	106	129	0	0	0	0	0	0	0	0	120	0	315	223	237	93	288	151	319	156	270	130	0
Zbtb2	129.592593	261	242	0	0	0	0	0	142	0	0	142	0	0	0	0	205	571	558	0	0	0	0	152	941	285	0	0	0
Nop10	129.481481	155	156	0	0	0	0	185	135	0	0	132	0	0	0	0	144	96	191	0	0	188	228	258	1118	182	162	166	0
Asxl2	129.444444	207	276	0	0	0	144	102	170	0	0	182	0	0	0	0	224	202	498	0	0	117	138	197	614	159	152	113	0
Lemd2	129.407407	124	265	0	0	0	124	140	152	0	0	153	0	0	0	0	0	105	1325	0	0	100	146	383	351	126	0	0	0
Rheb	129.259259	620	564	0	0	0	99	120	216	0	0	216	0	0	0	0	161	172	305	0	0	0	121	181	306	161	135	113	0
Zfp69	129.037037	0	0	0	0	0	100	0	117	0	0	123	0	0	0	0	101	107	156	623	415	463	550	120	489	0	120	0	0
Rwdd1	129.037037	404	260	0	0	0	81	152	178	0	0	187	114	0	0	0	125	113	925	0	0	0	125	200	464	156	0	0	0
Calm2	128.629630	551	438	0	0	0	148	0	253	0	0	261	171	0	0	0	159	120	546	155	0	0	0	218	246	207	0	0	0
Crebzf	128.592593	383	295	310	269	0	132	157	274	0	315	282	0	0	0	0	137	175	241	0	0	0	0	129	373	0	0	0	0
Rap2a	128.333333	451	493	0	0	0	134	131	233	0	0	232	0	0	0	0	219	214	747	0	0	0	139	0	295	177	0	0	0
Pafah1b1	128.148148	490	485	0	0	0	260	425	121	0	0	121	0	0	0	0	234	189	92	149	0	138	167	188	336	65	0	0	0
Nsfl1c	128.000000	338	424	0	0	0	0	123	0	0	0	0	0	0	0	0	214	133	1075	0	0	0	0	632	302	215	0	0	0
Ccnl1	127.888889	223	193	0	0	0	142	169	188	0	0	188	0	0	0	0	185	109	400	202	0	0	324	151	606	244	129	0	0
Psmc6	127.814815	784	709	0	0	0	0	140	0	0	0	0	0	0	0	0	159	204	358	0	0	0	0	0	761	239	97	0	0
Ier2	127.666667	298	225	0	0	0	212	137	430	0	0	437	0	0	0	0	0	0	238	102	0	143	183	0	543	186	191	122	0
Lgmn	127.592593	150	196	0	0	0	0	0	0	0	0	0	0	0	0	0	118	147	0	509	446	532	700	0	484	163	0	0	0
Map3k2	127.518519	243	288	0	0	0	341	321	94	0	0	102	0	0	0	0	268	242	416	145	0	206	141	134	382	120	0	0	0
Cfap20	127.296296	401	604	0	0	0	195	166	156	0	0	166	0	0	0	0	244	167	476	0	0	0	0	228	290	202	142	0	0
Cic	126.962963	353	308	0	0	0	119	184	361	0	0	357	180	0	0	0	0	77	362	0	0	0	0	681	227	0	219	0	0
Eps15	126.851852	719	485	0	0	0	0	80	138	0	0	137	126	0	0	0	244	150	452	0	0	0	0	0	331	451	0	112	0
Abcg2	126.814815	0	0	0	0	0	243	205	1092	0	164	1132	0	0	0	0	159	185	0	0	0	0	0	125	119	0	0	0	0
Mef2d	126.666667	188	308	0	0	73	0	115	110	0	0	109	0	0	0	0	0	0	507	259	168	286	478	0	201	201	108	309	0
Copg1	126.370370	721	714	0	0	0	0	0	149	0	0	149	0	0	0	0	98	89	602	0	142	0	89	0	328	0	142	189	0
Rab17	126.185185	361	267	0	0	0	502	519	177	0	0	173	0	0	0	0	0	133	567	0	0	0	0	355	146	0	207	0	0
Tulp4	126.111111	461	213	0	0	0	141	113	296	0	0	296	0	0	0	0	145	311	270	0	0	120	0	229	578	232	0	0	0
Smurf1	126.037037	363	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	298	527	402	138	299	121	698	172	0	0	0
Srcap	126.000000	192	257	0	0	0	117	157	509	0	0	508	0	0	0	0	125	162	260	0	0	0	0	180	735	200	0	0	0
Btbd7	126.000000	402	378	0	0	0	363	259	211	0	0	205	0	0	0	0	250	207	303	0	0	0	82	247	403	92	0	0	0
Sipa1	125.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	799	532	359	560	0	570	142	90	0	0
Ogdhl	125.555556	396	247	0	0	0	207	171	575	0	98	573	172	0	0	0	112	123	240	0	0	0	0	273	203	0	0	0	0
Foxo3	125.518519	521	398	0	0	0	483	490	154	0	0	154	0	0	0	0	144	94	269	0	0	137	219	91	235	0	0	0	0
Toe1	125.259259	154	190	0	0	0	152	144	181	0	0	179	0	0	0	0	98	102	585	122	0	0	134	210	485	246	227	173	0
Mutyh	125.259259	154	190	0	0	0	152	144	181	0	0	179	0	0	0	0	98	102	585	122	0	0	134	210	485	246	227	173	0
Dpp9	125.037037	135	154	0	0	0	460	482	0	0	0	0	0	0	0	0	102	92	401	0	0	0	136	414	609	144	78	169	0
Elk3	124.962963	1096	903	0	0	0	0	0	0	0	0	0	0	0	0	0	91	78	316	215	216	130	197	0	0	0	0	132	0
Uchl5	124.925926	418	289	0	0	0	110	124	182	0	0	182	0	0	0	0	168	258	389	109	78	0	137	173	407	262	87	0	0
Ro60	124.925926	418	289	0	0	0	110	124	182	0	0	182	0	0	0	0	168	258	389	109	78	0	137	173	407	262	87	0	0
Utp14b	124.703704	189	197	0	0	0	321	292	336	0	0	335	108	0	0	0	266	307	162	0	0	0	0	275	398	181	0	0	0
Stat3	124.703704	524	478	134	0	0	243	328	0	0	0	112	0	0	0	0	168	142	294	0	0	142	196	93	307	95	111	0	0
Acsl3	124.703704	189	197	0	0	0	321	292	336	0	0	335	108	0	0	0	266	307	162	0	0	0	0	275	398	181	0	0	0
Wsb1	124.555556	235	272	0	0	0	153	250	88	0	0	87	0	0	0	0	194	291	685	281	0	167	317	231	0	0	112	0	0
Fra10ac1	124.518519	473	388	0	0	0	0	110	0	0	0	0	0	0	0	0	177	153	648	0	0	0	0	314	563	536	0	0	0
Noct	124.333333	235	310	0	0	0	238	281	421	0	0	428	0	0	0	0	96	136	161	0	0	0	0	95	823	133	0	0	0
Arpc2	124.333333	302	348	0	0	0	109	0	83	0	0	82	0	0	0	0	111	76	439	348	0	203	207	122	543	197	187	0	0
Fth1	124.222222	204	212	0	0	0	224	180	93	0	0	94	0	0	0	0	145	233	224	132	0	160	191	168	485	275	248	86	0
Ube2j1	124.037037	186	128	0	0	0	139	171	93	0	0	92	0	0	0	0	196	309	249	0	153	135	115	239	800	344	0	0	0
Sec31a	123.925926	288	388	0	0	0	151	155	102	0	0	101	0	0	0	0	118	182	632	111	100	0	0	276	419	148	175	0	0
Get4	123.888889	485	552	0	0	0	176	160	146	0	0	155	0	0	0	0	83	0	363	147	0	79	0	205	369	170	113	142	0
Dpf3	123.666667	0	0	0	0	0	97	0	1482	0	82	1477	0	0	0	0	94	107	0	0	0	0	0	0	0	0	0	0	0
Rhoq	123.592593	259	353	0	0	0	0	119	0	0	0	0	0	0	0	0	0	124	308	487	269	142	195	427	458	196	0	0	0
Kansl1l	123.592593	247	265	0	0	0	407	427	85	0	0	84	113	0	0	0	159	230	201	111	0	0	0	456	404	148	0	0	0
Tmem40	123.481481	0	0	0	0	0	0	0	517	0	0	523	0	0	0	0	127	148	580	317	218	100	0	235	414	155	0	0	0
Ankrd50	123.481481	114	0	0	0	0	464	500	85	0	0	85	0	0	0	0	386	368	202	140	0	0	176	214	403	197	0	0	0
Pacs1	123.259259	216	373	0	0	0	181	208	193	0	0	190	0	0	0	0	115	123	491	234	82	149	0	237	276	136	124	0	0
Srek1	123.148148	214	199	0	0	0	409	398	251	0	0	251	0	0	0	0	265	235	206	0	0	0	0	160	525	212	0	0	0
Tanc1	123.111111	0	0	0	0	0	115	151	989	296	0	987	139	0	0	0	232	201	214	0	0	0	0	0	0	0	0	0	0
Aatk	123.111111	0	0	0	0	0	0	0	149	0	0	149	0	0	0	0	0	0	623	145	0	227	267	113	914	344	225	168	0
Rasa1	122.851852	272	374	0	0	0	195	224	120	0	0	119	0	0	0	0	214	133	177	0	0	0	90	209	797	285	108	0	0
Rnpepl1	122.814815	153	93	0	0	0	203	194	0	0	0	0	0	0	0	0	411	604	975	0	0	0	0	189	494	0	0	0	0
Dusp28	122.814815	153	93	0	0	0	203	194	0	0	0	0	0	0	0	0	411	604	975	0	0	0	0	189	494	0	0	0	0
Ankmy1	122.814815	153	93	0	0	0	203	194	0	0	0	0	0	0	0	0	411	604	975	0	0	0	0	189	494	0	0	0	0
Raly	122.407407	163	157	0	0	0	0	98	0	0	0	0	0	0	0	0	125	133	320	133	0	172	171	160	1124	340	124	85	0
Mief1	122.407407	432	528	0	0	0	0	0	341	0	0	341	0	0	0	0	120	168	401	0	0	0	0	262	410	152	150	0	0
Tatdn2	122.370370	208	222	0	0	0	128	181	0	0	0	0	0	0	0	0	95	111	323	0	0	0	0	152	862	283	325	414	0
Ube2n	122.333333	267	301	0	0	0	0	107	162	0	0	163	0	0	0	0	149	125	437	0	0	138	0	291	698	200	141	124	0
Susd6	122.222222	264	284	0	0	0	130	169	167	0	0	165	0	0	0	0	145	240	513	0	0	0	0	142	719	106	0	256	0
Ss18	122.185185	297	419	0	0	0	323	363	193	0	0	202	0	0	0	0	252	243	374	173	122	0	0	164	174	0	0	0	0
Dstn	122.185185	0	107	0	0	0	452	456	366	0	0	365	0	0	163	156	173	179	200	119	0	0	130	158	171	104	0	0	0
Eif3d	122.111111	833	943	0	0	0	209	190	0	0	0	0	0	0	0	0	80	145	240	0	0	0	76	336	142	103	0	0	0
Zbtb18	122.000000	319	300	0	0	0	164	148	128	0	0	127	0	0	0	0	226	424	125	0	0	0	0	139	769	171	119	135	0
Nsun4	121.925926	414	480	0	0	0	234	379	273	0	0	273	0	0	0	0	102	87	430	121	0	0	0	0	326	173	0	0	0
Gadd45g	121.814815	159	145	0	0	0	80	164	679	0	0	677	126	0	0	0	0	129	271	162	0	118	164	95	192	0	128	0	0
