Target_genes	Tfap4|Average	SRX554972|CD8+_T_cells	SRX1726746|Germinal_Center	SRX1726747|Germinal_Center	STRING
Pigf	171.333333	284	139	91	0
Lipe	171.333333	0	284	230	0
Dlg3	171.333333	514	0	0	0
Cript	171.333333	284	139	91	0
Cltb	171.333333	271	63	180	0
Atf4	171.333333	273	95	146	0
Zfp574	171.000000	113	196	204	0
Ybx2	171.000000	396	0	117	0
Xpo1	171.000000	151	193	169	0
Sh3glb2	171.000000	372	0	141	0
Miga2	171.000000	372	0	141	0
Grik5	171.000000	113	196	204	0
Fn3k	171.000000	513	0	0	0
Dctn6	171.000000	87	190	236	0
C2cd2	171.000000	210	152	151	0
Top1	170.666667	253	126	133	0
Spib	170.666667	0	186	326	0
Smad4	170.666667	223	137	152	0
Preb	170.666667	188	86	238	0
Pag1	170.666667	158	154	200	0
Nucks1	170.666667	234	107	171	0
Gmfg	170.666667	133	155	224	0
Brip1	170.666667	450	0	62	0
Zfp110	170.333333	295	0	216	0
Zbtb22	170.333333	264	122	125	0
Tjap1	170.333333	156	166	189	0
Tapbp	170.333333	264	122	125	0
Supt7l	170.333333	245	118	148	0
Sufu	170.333333	207	181	123	0
Stx18	170.333333	407	0	104	0
Stpg2	170.333333	144	198	169	0
Slc4a1ap	170.333333	245	118	148	0
Setd6	170.333333	178	131	202	0
Plcxd2	170.333333	281	120	110	0
Nrsn2	170.333333	511	0	0	0
Nfatc3	170.333333	186	126	199	0
Grhl1	170.333333	0	211	300	0
Bri3bp	170.333333	139	130	242	0
Actr1a	170.333333	207	181	123	0
Wdr44	170.000000	338	0	172	0
Tex38	170.000000	413	0	97	0
Raver1	170.000000	232	96	182	0
Lrrc3c	170.000000	510	0	0	0
Ghitm	170.000000	154	128	228	0
Elavl1	170.000000	131	181	198	0
Ddx11	170.000000	289	0	221	0
Atpaf1	170.000000	413	0	97	0
Tubb2b	169.666667	509	0	0	0
Sema4f	169.666667	509	0	0	0
Polrmt	169.666667	235	130	144	0
Pias2	169.666667	0	254	255	0
Mtpn	169.666667	279	120	110	0
Mrps14	169.666667	226	103	180	0
Hps1	169.666667	359	0	150	0
Errfi1	169.666667	252	157	100	0
Dynlt1f	169.666667	96	185	228	0
Dynlt1c	169.666667	96	185	228	0
Zbtb38	169.333333	169	161	178	0
Unc119	169.333333	384	0	124	0
Trim28	169.333333	294	0	214	0
Stk19	169.333333	172	95	241	0
Smim10l1	169.333333	324	0	184	0
Slco4a1	169.333333	207	186	115	0
Man1b1	169.333333	296	0	212	0
Kat5	169.333333	211	128	169	0
Gem	169.333333	232	0	276	0
Fbxo44	169.333333	143	174	191	0
Fbxo2	169.333333	143	174	191	0
Dxo	169.333333	172	95	241	0
Dag1	169.333333	168	161	179	0
Trappc3	169.000000	230	127	150	0
Ndufc1	169.000000	183	112	212	0
Hif1an	169.000000	150	133	224	0
Fbxw4	169.000000	268	105	134	0
Atg4d	169.000000	185	113	209	0
Zfp212	168.666667	190	110	206	0
Prep	168.666667	193	82	231	0
Phc3	168.666667	400	0	106	0
Serpine1	168.333333	505	0	0	0
Rtn3	168.333333	404	0	101	0
Rmnd5b	168.333333	262	126	117	0
Rabif	168.333333	190	130	185	0
Fnip2	168.333333	413	0	92	0
Faap24	168.333333	0	328	177	0
Efcab2	168.333333	355	0	150	0
Ccnyl1	168.333333	149	157	199	0
2310033P09Rik	168.333333	265	86	154	0
Zfr2	168.000000	103	151	250	0
Spryd3	168.000000	163	113	228	0
Ndufa8	168.000000	504	0	0	0
Morn5	168.000000	504	0	0	0
Marcksl1	168.000000	127	170	207	0
Cop1	168.000000	203	0	301	0
Atcay	168.000000	103	151	250	0
Ankzf1	168.000000	137	206	161	0
Zcwpw1	167.666667	216	129	158	0
Mid1ip1	167.666667	180	128	195	0
Mepce	167.666667	216	129	158	0
Lrriq3	167.666667	143	173	187	0
Gtf3c3	167.666667	355	0	148	0
Galnt3	167.666667	503	0	0	0
Fpgt	167.666667	143	173	187	0
Akap9	167.666667	406	0	97	0
Aga	167.666667	143	150	210	0
Zfp36	167.333333	254	83	165	0
Tcf19	167.333333	124	172	206	0
Tbc1d17	167.333333	205	141	156	0
Plxnd1	167.333333	0	311	191	0
Fbxo10	167.333333	139	175	188	0
Dusp6	167.333333	243	108	151	0
Daam1	167.333333	390	0	112	0
Cep41	167.333333	224	120	158	0
Cchcr1	167.333333	124	172	206	0
Akt1s1	167.333333	205	141	156	0
Xpo7	167.000000	107	141	253	0
Vps4b	167.000000	232	156	113	0
Stc2	167.000000	501	0	0	0
Stambpl1	167.000000	501	0	0	0
Snrk	167.000000	200	132	169	0
Slc25a15	167.000000	274	99	128	0
Rela	167.000000	400	0	101	0
Psmc3	167.000000	261	0	240	0
Gm20346	167.000000	501	0	0	0
Eef1akmt2	167.000000	243	128	130	0
Cep85l	167.000000	208	105	188	0
Anp32a	167.000000	501	0	0	0
Actl6b	167.000000	172	167	162	0
Ube2r2	166.666667	247	122	131	0
Tmem107	166.666667	383	0	117	0
Thnsl1	166.666667	196	142	162	0
Rufy3	166.666667	148	157	195	0
Mdm1	166.666667	117	89	294	0
Enkur	166.666667	196	142	162	0
Eif2s2	166.666667	103	113	284	0
Cyth1	166.666667	171	161	168	0
Apba1	166.666667	367	0	133	0
1110032F04Rik	166.666667	500	0	0	0
Tbc1d19	166.333333	499	0	0	0
Slc26a9	166.333333	499	0	0	0
Prdm2	166.333333	377	122	0	0
Pik3ip1	166.333333	262	101	136	0
Nabp2	166.333333	263	0	236	0
Hnrnpab	166.333333	250	0	249	0
Blm	166.333333	218	170	111	0
Arl15	166.333333	165	187	147	0
1700067K01Rik	166.333333	112	162	225	0
Wasf1	166.000000	115	154	229	0
Tusc3	166.000000	184	191	123	0
Rtkn2	166.000000	377	0	121	0
Lpcat4	166.000000	254	89	155	0
Cdc40	166.000000	115	154	229	0
Anxa7	166.000000	221	120	157	0
Tspan10	165.666667	0	128	369	0
Scd2	165.666667	497	0	0	0
Prmt5	165.666667	497	0	0	0
Arf3	165.666667	189	118	190	0
Usp43	165.333333	377	0	119	0
Tesmin	165.333333	179	149	168	0
Parpbp	165.333333	228	104	164	0
Nup37	165.333333	228	104	164	0
Mrpl10	165.333333	137	150	209	0
Marchf8	165.333333	327	73	96	0
Lrrc46	165.333333	137	150	209	0
Krt10	165.333333	212	118	166	0
Abcc4	165.333333	259	84	153	0
Tbc1d9b	165.000000	245	0	250	0
Rchy1	165.000000	231	108	156	0
Psmd1	165.000000	146	130	219	0
Pkib	165.000000	194	123	178	0
Ndufb8	165.000000	182	163	150	0
Iqcb1	165.000000	495	0	0	0
Ccnj	165.000000	214	77	204	0
Aph1c	165.000000	109	134	252	0
Abcb1b	165.000000	495	0	0	0
Zfp385a	164.666667	118	180	196	0
Vamp2	164.666667	185	126	183	0
Stk36	164.666667	494	0	0	0
Sfpq	164.666667	170	170	154	0
Sarnp	164.666667	151	122	221	0
Rnf25	164.666667	494	0	0	0
Osbpl11	164.666667	239	86	169	0
Ormdl2	164.666667	151	122	221	0
Msl3	164.666667	112	163	219	0
Ltv1	164.666667	201	165	128	0
Itga4	164.666667	494	0	0	0
Ddx49	164.666667	268	0	226	0
Cope	164.666667	268	0	226	0
Cfap46	164.666667	494	0	0	0
Vps13a	164.333333	156	145	192	0
Tor3a	164.333333	493	0	0	0
Rai1	164.333333	295	0	198	0
Padi2	164.333333	174	167	152	0
Nanp	164.333333	318	0	175	0
Mrtfa	164.333333	211	133	149	0
Cbx8	164.333333	122	124	247	0
Alg6	164.333333	149	188	156	0
Zfp330	164.000000	176	176	140	0
Usp47	164.000000	284	0	208	0
Tsnaxip1	164.000000	319	0	173	0
Ranbp10	164.000000	319	0	173	0
Rabl2	164.000000	492	0	0	0
Proca1	164.000000	492	0	0	0
Mettl17	164.000000	492	0	0	0
Klhl2	164.000000	138	159	195	0
Inafm1	164.000000	186	135	171	0
Fam166b	164.000000	492	0	0	0
Ephb6	164.000000	492	0	0	0
Coq8a	164.000000	492	0	0	0
Trdmt1	163.666667	333	0	158	0
Slx1b	163.666667	143	140	208	0
Mycbp2	163.666667	282	141	68	0
F2r	163.666667	491	0	0	0
Cfap54	163.666667	491	0	0	0
Bola2	163.666667	143	140	208	0
Ttyh3	163.333333	136	190	164	0
Rps14	163.333333	158	137	195	0
Oma1	163.333333	126	139	225	0
Olfr433	163.333333	490	0	0	0
Fcrla	163.333333	0	140	350	0
Echdc1	163.333333	183	132	175	0
Apeh	163.333333	130	184	176	0
Rpl12	163.000000	295	0	194	0
Pds5a	163.000000	0	188	301	0
Lrsam1	163.000000	295	0	194	0
Hmgcs1	163.000000	120	201	168	0
Eif3j2	163.000000	170	83	236	0
Eif3j1	163.000000	170	83	236	0
Dmwd	163.000000	346	0	143	0
1810037I17Rik	163.000000	117	141	231	0
Ulbp1	162.666667	309	0	179	0
Tab2	162.666667	318	0	170	0
Sesn2	162.666667	245	126	117	0
Rrp9	162.666667	213	89	186	0
Parp3	162.666667	213	89	186	0
Ndufb1	162.666667	324	0	164	0
Gm33989	162.666667	173	103	212	0
Cpsf2	162.666667	324	0	164	0
Cmc1	162.666667	183	128	177	0
Cd47	162.666667	232	74	182	0
Usp38	162.333333	71	207	209	0
Rif1	162.333333	67	228	192	0
Rgp1	162.333333	256	123	108	0
Psme4	162.333333	156	200	131	0
Ogfrl1	162.333333	0	223	264	0
Myo7a	162.333333	487	0	0	0
Lrr1	162.333333	338	0	149	0
Klhl35	162.333333	180	119	188	0
Gba2	162.333333	256	123	108	0
Ccdc88c	162.333333	191	101	195	0
Atxn2	162.333333	270	0	217	0
Samd4b	162.000000	107	155	224	0
Pfdn5	162.000000	486	0	0	0
Itgav	162.000000	168	98	220	0
Idh2	162.000000	486	0	0	0
Hamp2	162.000000	486	0	0	0
Fbxl21	162.000000	164	161	161	0
Ethe1	162.000000	187	125	174	0
Erf	162.000000	125	159	202	0
Dnm2	162.000000	236	125	125	0
Ddx21	162.000000	364	0	122	0
Zbtb21	161.666667	221	138	126	0
Snx19	161.666667	249	0	236	0
Polr2h	161.666667	174	205	106	0
Pml	161.666667	259	0	226	0
Mphosph6	161.666667	118	182	185	0
Hace1	161.666667	286	0	199	0
Gapvd1	161.666667	258	138	89	0
Clcn2	161.666667	174	205	106	0
Wnk2	161.333333	128	151	205	0
Slc25a29	161.333333	190	105	189	0
Sh3bp2	161.333333	273	80	131	0
Ppp2r1b	161.333333	190	133	161	0
Myef2	161.333333	107	137	240	0
Marchf5	161.333333	97	160	227	0
Dmap1	161.333333	172	142	170	0
Vcp	161.000000	269	69	145	0
Rcor3	161.000000	122	117	244	0
Rasal1	161.000000	330	0	153	0
Pald1	161.000000	483	0	0	0
Pak1ip1	161.000000	173	125	185	0
Mrps24	161.000000	239	134	110	0
Ckap2l	161.000000	213	0	270	0
Adcy3	161.000000	262	122	99	0
Tapbpl	160.666667	482	0	0	0
Tagln	160.666667	0	214	268	0
Sez6	160.666667	482	0	0	0
Pwwp2a	160.666667	83	198	201	0
Pon2	160.666667	151	117	214	0
Poc5	160.666667	200	139	143	0
Nkd1	160.666667	0	261	221	0
Lrrc20	160.666667	192	174	116	0
Erich4	160.666667	176	142	164	0
Endod1	160.666667	103	129	250	0
Dmac2	160.666667	176	142	164	0
Cep250	160.666667	261	0	221	0
Zfp768	160.333333	142	213	126	0
Wdr35	160.333333	331	0	150	0
Pou4f1	160.333333	308	0	173	0
Ilf2	160.333333	395	0	86	0
Zfp429	160.000000	480	0	0	0
Map3k3	160.000000	187	153	140	0
Igtp	160.000000	480	0	0	0
Ggct	160.000000	202	145	133	0
Fbxo9	160.000000	240	130	110	0
Cilk1	160.000000	240	130	110	0
Cdc7	160.000000	357	0	123	0
Akap8	160.000000	398	0	82	0
Zfp800	159.666667	241	129	109	0
Tmpo	159.666667	188	146	145	0
Pdrg1	159.666667	184	154	141	0
Ldlrad4	159.666667	479	0	0	0
Itsn2	159.666667	250	100	129	0
Etfa	159.666667	209	126	144	0
Esd	159.666667	122	170	187	0
Emc2	159.666667	143	195	141	0
Ddx59	159.666667	254	0	225	0
Psma2	159.333333	182	122	174	0
Pcgf3	159.333333	146	155	177	0
Msantd2	159.333333	359	0	119	0
Mrpl32	159.333333	182	122	174	0
Immt	159.333333	287	0	191	0
Tom1l2	159.000000	307	0	170	0
Stap2	159.000000	278	114	85	0
Mpnd	159.000000	278	114	85	0
Drc3	159.000000	307	0	170	0
Abraxas1	159.000000	241	132	104	0
Vps50	158.666667	476	0	0	0
Smc2	158.666667	152	89	235	0
Slc25a38	158.666667	223	101	152	0
Selenok	158.666667	225	105	146	0
Mmut	158.666667	234	74	168	0
Irf2bp2	158.666667	362	0	114	0
Hepacam2	158.666667	476	0	0	0
Cenpq	158.666667	234	74	168	0
Arl6ip1	158.666667	380	0	96	0
Mtrr	158.333333	229	102	144	0
Lgals7	158.333333	475	0	0	0
Gnb1l	158.333333	221	118	136	0
Fastkd3	158.333333	229	102	144	0
Zbtb39	158.000000	0	195	279	0
Tasp1	158.000000	269	107	98	0
Rabepk	158.000000	151	182	141	0
Oscar	158.000000	376	98	0	0
Ndufa3	158.000000	376	98	0	0
Tmem139	157.666667	158	181	134	0
Timm9	157.666667	340	0	133	0
Stx5a	157.666667	220	127	126	0
Stk38	157.666667	225	105	143	0
Snx4	157.666667	367	106	0	0
Sbk1	157.666667	132	173	168	0
Ptpra	157.666667	183	112	178	0
Osgep	157.666667	316	0	157	0
Lsm12	157.666667	0	202	271	0
Hip1r	157.666667	0	141	332	0
Gpx1	157.666667	375	0	98	0
G6pc3	157.666667	0	202	271	0
F2rl2	157.666667	473	0	0	0
Entpd6	157.666667	281	0	192	0
Eef1g	157.666667	98	171	204	0
Dnajc24	157.666667	356	0	117	0
Cdc25c	157.666667	473	0	0	0
Casp2	157.666667	158	181	134	0
Bcap29	157.666667	147	113	213	0
Apex1	157.666667	316	0	157	0
2700049A03Rik	157.666667	340	0	133	0
Rassf5	157.333333	223	0	249	0
D8Ertd738e	157.333333	207	0	265	0
Ubxn7	157.000000	186	143	142	0
Trim14	157.000000	216	117	138	0
Tprgl	157.000000	121	106	244	0
Slc25a36	157.000000	218	96	157	0
Prdm9	157.000000	177	167	127	0
Nudt14	157.000000	330	141	0	0
Echdc3	157.000000	388	0	83	0
Dnmt1	157.000000	172	149	150	0
Dhx37	157.000000	176	117	178	0
Ccdc138	157.000000	282	71	118	0
Zcchc24	156.666667	470	0	0	0
Stt3b	156.666667	249	0	221	0
Pi4k2b	156.666667	149	173	148	0
Ndufaf6	156.666667	384	0	86	0
Kpna2	156.666667	366	0	104	0
Klhl9	156.666667	345	125	0	0
Jph2	156.666667	470	0	0	0
Gpat4	156.666667	119	145	206	0
Bcor	156.666667	470	0	0	0
Slc16a6	156.333333	195	80	194	0
Coa4	156.333333	388	81	0	0
Cd63	156.333333	469	0	0	0
Bcr	156.333333	333	0	136	0
Acad12	156.333333	183	106	180	0
Zfp748	156.000000	350	0	118	0
Utp6	156.000000	318	0	150	0
Tbc1d22a	156.000000	260	0	208	0
Supt16	156.000000	242	81	145	0
Sf3a1	156.000000	165	153	150	0
Ppip5k1	156.000000	165	148	155	0
Poc1b	156.000000	186	81	201	0
Nr2c2ap	156.000000	353	0	115	0
Idnk	156.000000	120	161	187	0
Galnt4	156.000000	186	81	201	0
Eci1	156.000000	319	0	149	0
Dmac1	156.000000	95	198	175	0
Ckmt1	156.000000	165	148	155	0
Ccdc157	156.000000	165	153	150	0
Actr5	156.000000	254	122	92	0
Nectin2	155.666667	142	171	154	0
Gpsm2	155.666667	113	173	181	0
Dennd1c	155.666667	467	0	0	0
Dbr1	155.666667	218	149	100	0
Ccdc84	155.666667	204	101	162	0
Tmem106c	155.333333	149	87	230	0
Ss18l1	155.333333	246	0	220	0
Runx3	155.333333	466	0	0	0
Psma7	155.333333	246	0	220	0
Mbp	155.333333	466	0	0	0
Kif1b	155.333333	144	181	141	0
Dnal4	155.333333	346	0	120	0
Artn	155.333333	466	0	0	0
Sgk3	155.000000	211	0	254	0
Rhcg	155.000000	465	0	0	0
Ndc80	155.000000	374	0	91	0
Mcrip2	155.000000	465	0	0	0
Lztr1	155.000000	230	120	115	0
Haus6	155.000000	205	117	143	0
Fbxo46	155.000000	210	112	143	0
Bhmg1	155.000000	210	112	143	0
Sema4c	154.666667	464	0	0	0
Rpap2	154.666667	131	192	141	0
Psmd14	154.666667	293	0	171	0
Khk	154.666667	243	0	221	0
Glmn	154.666667	131	192	141	0
Cnnm4	154.666667	145	169	150	0
Wnt5b	154.333333	463	0	0	0
Tmem263	154.333333	174	137	152	0
Qdpr	154.333333	190	133	140	0
Pgap3	154.333333	165	134	164	0
Miip	154.333333	103	136	224	0
Kif5a	154.333333	228	0	235	0
Fv1	154.333333	103	136	224	0
Fhl4	154.333333	174	137	152	0
Fam98b	154.333333	154	204	105	0
Dctn2	154.333333	228	0	235	0
Clrn2	154.333333	190	133	140	0
Abhd17b	154.333333	145	0	318	0
1110059E24Rik	154.333333	145	0	318	0
Tank	154.000000	245	107	110	0
Slc10a4	154.000000	462	0	0	0
Ero1b	154.000000	150	142	170	0
Eid1	154.000000	232	0	230	0
Car9	154.000000	462	0	0	0
Arhgef39	154.000000	462	0	0	0
Zfp583	153.666667	161	186	114	0
Tiparp	153.666667	234	101	126	0
Rrp8	153.666667	202	122	137	0
Rpl26	153.666667	99	179	183	0
Rock2	153.666667	326	0	135	0
Nudt2	153.666667	90	164	207	0
Mta2	153.666667	233	119	109	0
Kif24	153.666667	90	164	207	0
Ilk	153.666667	202	122	137	0
Gtf2f2	153.666667	318	143	0	0
Ddx24	153.666667	131	159	171	0
Cul5	153.666667	289	0	172	0
Cops2	153.666667	233	0	228	0
Ankrd34a	153.666667	324	0	137	0
9930012K11Rik	153.666667	329	0	132	0
Zwint	153.333333	387	0	73	0
Zbtb43	153.333333	166	104	190	0
Usp5	153.333333	224	64	172	0
Stip1	153.333333	224	99	137	0
Sike1	153.333333	141	150	169	0
Sema3f	153.333333	0	182	278	0
Sdccag8	153.333333	211	122	127	0
Relch	153.333333	147	211	102	0
Pign	153.333333	147	211	102	0
Numbl	153.333333	96	174	190	0
Nfkbid	153.333333	130	139	191	0
Hcst	153.333333	130	139	191	0
Cnot1	153.333333	198	0	262	0
Cep170	153.333333	211	122	127	0
Cdca3	153.333333	224	64	172	0
Arid4a	153.333333	335	0	125	0
Abhd11	153.333333	238	85	137	0
Abca3	153.333333	146	113	201	0
Abca17	153.333333	146	113	201	0
Zmym3	153.000000	176	138	145	0
Ufsp2	153.000000	306	0	153	0
Tnip1	153.000000	459	0	0	0
Spns1	153.000000	230	0	229	0
Scyl2	153.000000	185	149	125	0
Rps13	153.000000	156	118	185	0
Pigw	153.000000	232	85	142	0
Myo19	153.000000	232	85	142	0
Msh2	153.000000	151	166	142	0
Lancl1	153.000000	328	0	131	0
Gmnn	153.000000	227	125	107	0
Ezr	153.000000	129	117	213	0
Erap1	153.000000	309	150	0	0
Cd200r1	153.000000	459	0	0	0
2610318N02Rik	153.000000	273	0	186	0
1700029J07Rik	153.000000	306	0	153	0
Zfx	152.666667	226	81	151	0
Zfp428	152.666667	193	136	129	0
Naa15	152.666667	161	126	171	0
Khdc4	152.666667	269	0	189	0
Eloc	152.666667	273	0	185	0
Cdk13	152.666667	210	77	171	0
Bcl2l12	152.666667	458	0	0	0
Ass1	152.666667	130	129	199	0
Aldh3a2	152.666667	301	0	157	0
Acer3	152.666667	213	97	148	0
Zcchc9	152.333333	457	0	0	0
Tusc2	152.333333	349	0	108	0
Parp9	152.333333	457	0	0	0
Heatr5b	152.333333	100	121	236	0
Gpatch11	152.333333	100	121	236	0
Dtx3l	152.333333	457	0	0	0
Def8	152.333333	330	0	127	0
Ccnd2	152.333333	457	0	0	0
Btbd2	152.333333	0	161	296	0
Aplp2	152.333333	135	188	134	0
Zfp597	152.000000	339	0	117	0
Strbp	152.000000	120	0	336	0
Stim1	152.000000	312	0	144	0
Spg7	152.000000	164	88	204	0
Scpep1	152.000000	126	162	168	0
Rbm14	152.000000	145	144	167	0
Mfn1	152.000000	159	150	147	0
Hdac2	152.000000	150	123	183	0
Gnl2	152.000000	304	0	152	0
Gm21992	152.000000	145	144	167	0
Fam174a	152.000000	212	0	244	0
Cyc1	152.000000	80	136	240	0
Cotl1	152.000000	171	91	194	0
Ambra1	152.000000	267	0	189	0
Zfp82	151.666667	214	85	156	0
Zfp619	151.666667	95	196	164	0
Trp53rka	151.666667	240	215	0	0
Slc37a4	151.666667	254	0	201	0
Sirt1	151.666667	0	193	262	0
Mro	151.666667	455	0	0	0
Fosl1	151.666667	324	0	131	0
Dync1li1	151.666667	329	0	126	0
Abcb10	151.666667	107	132	216	0
Yeats4	151.333333	141	182	131	0
Trib3	151.333333	380	0	74	0
Rbm11	151.333333	173	0	281	0
Pkn3	151.333333	238	0	216	0
Nrip1	151.333333	149	145	160	0
Myc	151.333333	454	0	0	0
Grpel1	151.333333	125	81	248	0
Cyb5b	151.333333	268	83	103	0
Abhd3	151.333333	454	0	0	0
Ppan	151.000000	292	161	0	0
Nek6	151.000000	322	0	131	0
Gcsh	151.000000	165	145	143	0
Fbxo3	151.000000	103	217	133	0
Dynll2	151.000000	196	89	168	0
4931422A03Rik	151.000000	103	217	133	0
Zmiz1	150.666667	99	151	202	0
Zfp946	150.666667	343	0	109	0
Snapc5	150.666667	151	130	171	0
Plscr3	150.666667	117	176	159	0
Hrc	150.666667	139	89	224	0
Gm10130	150.666667	452	0	0	0
Cabyr	150.666667	184	96	172	0
Asap1	150.666667	285	0	167	0
Zfp839	150.333333	363	88	0	0
Wars2	150.333333	339	112	0	0
Vdac1	150.333333	224	94	133	0
Trub1	150.333333	451	0	0	0
Exd1	150.333333	140	142	169	0
D2hgdh	150.333333	301	150	0	0
Chp1	150.333333	140	142	169	0
Bfsp2	150.333333	238	0	213	0
Atp6v0e	150.333333	316	0	135	0
1190007I07Rik	150.333333	364	87	0	0
Slc28a2	150.000000	450	0	0	0
Sac3d1	150.000000	225	94	131	0
Herc1	150.000000	180	114	156	0
Gtf2ird2	150.000000	172	101	177	0
Zscan18	149.666667	276	0	173	0
Vstm5	149.666667	123	82	244	0
Traf6	149.666667	248	0	201	0
Tk2	149.666667	166	128	155	0
Tcaim	149.666667	209	120	120	0
Sema4b	149.666667	194	0	255	0
Rnmt	149.666667	278	0	171	0
Micall1	149.666667	324	0	125	0
Fam210a	149.666667	278	0	171	0
Dhrs7	149.666667	350	99	0	0
Clock	149.666667	257	0	192	0
Cklf	149.666667	166	128	155	0
Ankrd6	149.666667	123	143	183	0
2210016L21Rik	149.666667	281	0	168	0
Tmem62	149.333333	228	100	120	0
Sec22a	149.333333	66	138	244	0
Sbno1	149.333333	135	162	151	0
Rsrc1	149.333333	265	0	183	0
Polm	149.333333	358	0	90	0
Ndufc2	149.333333	190	112	146	0
Mthfs	149.333333	158	107	183	0
Ermn	149.333333	448	0	0	0
Zfp850	149.000000	253	0	194	0
Zfp422	149.000000	117	121	209	0
Yipf3	149.000000	168	113	166	0
Rpp21	149.000000	293	0	154	0
Rab24	149.000000	301	0	146	0
Prelid1	149.000000	301	0	146	0
Polr1c	149.000000	168	113	166	0
Llgl2	149.000000	181	0	266	0
Gng7	149.000000	184	138	125	0
Eif6	149.000000	261	0	186	0
Agfg2	149.000000	159	129	159	0
Zdhhc2	148.666667	446	0	0	0
Hes7	148.666667	301	0	145	0
Cnp	148.666667	215	0	231	0
Aloxe3	148.666667	301	0	145	0
Snrnp200	148.333333	298	0	147	0
Rsf1	148.333333	239	0	206	0
Ppt1	148.333333	445	0	0	0
Hagh	148.333333	322	0	123	0
Gfod2	148.333333	445	0	0	0
Fahd1	148.333333	322	0	123	0
Endog	148.333333	445	0	0	0
Eif3c	148.333333	296	0	149	0
Dlec1	148.333333	445	0	0	0
Cd79b	148.333333	337	0	108	0
Armc1	148.333333	138	137	170	0
Aamdc	148.333333	239	0	206	0
1810024B03Rik	148.333333	298	0	147	0
Pus1	148.000000	163	136	145	0
P2rx7	148.000000	444	0	0	0
Nudt8	148.000000	290	91	63	0
Mrps15	148.000000	261	84	99	0
Doc2g	148.000000	290	91	63	0
Ugp2	147.666667	171	143	129	0
Txndc15	147.666667	121	128	194	0
Tmed4	147.666667	322	0	121	0
Tgfbr3	147.666667	443	0	0	0
Spdya	147.666667	135	147	161	0
Rps8	147.666667	204	114	125	0
Ptk2b	147.666667	363	0	80	0
Noct	147.666667	141	134	168	0
Ipo4	147.666667	327	0	116	0
Ccdc66	147.666667	331	0	112	0
Angptl2	147.666667	443	0	0	0
Agtpbp1	147.666667	120	139	184	0
Zfp26	147.333333	221	96	125	0
Snapc1	147.333333	126	176	140	0
Rad21	147.333333	0	249	193	0
Ptges3	147.333333	186	87	169	0
Plpp6	147.333333	307	0	135	0
Kbtbd6	147.333333	333	0	109	0
4430402I18Rik	147.333333	307	0	135	0
Rpn1	147.000000	169	134	138	0
Psma3	147.000000	190	108	143	0
Flt3	147.000000	182	153	106	0
Eif4enif1	147.000000	201	0	240	0
Creld1	147.000000	441	0	0	0
Coq10a	147.000000	193	97	151	0
Bnip1	147.000000	290	0	151	0
Wdr82	146.666667	171	154	115	0
Ube2l3	146.666667	326	0	114	0
Tigd4	146.666667	440	0	0	0
Stag3	146.666667	310	0	130	0
Rftn1	146.666667	145	0	295	0
Nupr1l	146.666667	440	0	0	0
Gpc2	146.666667	310	0	130	0
Tgds	146.333333	122	125	192	0
Pex2	146.333333	170	125	144	0
Mri1	146.333333	439	0	0	0
Micall2	146.333333	0	268	171	0
Gpr180	146.333333	122	125	192	0
Fzd4	146.333333	201	124	114	0
Cox8a	146.333333	244	0	195	0
Abcc1	146.333333	288	0	151	0
Zfp318	146.000000	156	151	131	0
Hinfp	146.000000	313	0	125	0
Csnk1g1	146.000000	264	90	84	0
Bcl6b	146.000000	438	0	0	0
A930018P22Rik	146.000000	151	113	174	0
Ubl5	145.666667	437	0	0	0
Txlnb	145.666667	335	0	102	0
Sin3b	145.666667	151	195	91	0
Rrad	145.666667	437	0	0	0
Rhoh	145.666667	213	0	224	0
Ncoa4	145.666667	330	0	107	0
Lrch1	145.666667	437	0	0	0
Fbxl12	145.666667	437	0	0	0
Fam168a	145.666667	181	112	144	0
Ctbs	145.666667	177	164	96	0
Alyref2	145.666667	188	122	127	0
Ubp1	145.333333	0	152	284	0
Snrnp25	145.333333	363	0	73	0
Smap2	145.333333	436	0	0	0
Il9r	145.333333	363	0	73	0
Hmg20b	145.333333	134	108	194	0
Gm13547	145.333333	436	0	0	0
Usp24	145.000000	117	94	224	0
Smco4	145.000000	110	115	210	0
Slc49a4	145.000000	435	0	0	0
Slc2a13	145.000000	260	0	175	0
Rom1	145.000000	164	125	146	0
Pan3	145.000000	294	0	141	0
Eml3	145.000000	164	125	146	0
Ttbk2	144.666667	111	112	211	0
Tomm40	144.666667	159	110	165	0
Sh2b2	144.666667	186	121	127	0
Usp27x	144.333333	433	0	0	0
Themis	144.333333	433	0	0	0
Snai3	144.333333	308	0	125	0
Slc25a1	144.333333	160	170	103	0
Rpl30	144.333333	292	0	141	0
Rab29	144.333333	165	176	92	0
Cpeb2	144.333333	125	140	168	0
Cnpy2	144.333333	433	0	0	0
Zfp551	144.000000	432	0	0	0
Tmem161a	144.000000	313	0	119	0
Rnf138rt1	144.000000	432	0	0	0
Riok2	144.000000	318	0	114	0
Pawr	144.000000	0	179	253	0
Mlst8	144.000000	240	88	104	0
Large1	144.000000	432	0	0	0
Arl4c	144.000000	432	0	0	0
Tnks2	143.666667	160	104	167	0
Slc10a5	143.666667	271	0	160	0
Selenot	143.666667	246	0	185	0
Nfu1	143.666667	206	0	225	0
Maff	143.666667	311	0	120	0
