Target_genes	Gli3|Average	SRX20599249|Cortex	SRX23462396|Embryonic_brains	SRX23462397|Embryonic_brains	SRX23462398|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Tsen15	67.000000	335	0	0	0	0	0
Tekt5	67.000000	335	0	0	0	0	0
Rps29	67.000000	0	163	0	172	0	0
Mpp3	67.000000	335	0	0	0	0	0
2610528J11Rik	67.000000	335	0	0	0	0	0
Slc12a9	66.800000	334	0	0	0	0	0
Rabggtb	66.800000	334	0	0	0	0	0
Olfr212	66.800000	334	0	0	0	0	0
Msh4	66.800000	334	0	0	0	0	0
Krtap4-7	66.800000	334	0	0	0	0	0
Gsg1l2	66.800000	334	0	0	0	0	0
Gm4553	66.800000	334	0	0	0	0	0
Glp2r	66.800000	334	0	0	0	0	0
Zfp996	66.600000	333	0	0	0	0	0
Nrxn2	66.600000	333	0	0	0	0	0
Ncor2	66.600000	147	186	0	0	0	0
Scarf1	66.400000	332	0	0	0	0	0
2010315B03Rik	66.400000	332	0	0	0	0	0
Snurf	66.200000	0	331	0	0	0	0
Snrpn	66.200000	0	331	0	0	0	0
Olfr215	66.200000	331	0	0	0	0	0
App	66.200000	0	170	0	161	0	0
Ngb	66.000000	330	0	0	0	0	0
Gm3411	66.000000	330	0	0	0	0	0
Adgrf2	66.000000	330	0	0	0	0	0
1700071K01Rik	66.000000	330	0	0	0	0	0
Tex44	65.800000	329	0	0	0	0	0
Snrpe	65.800000	329	0	0	0	0	0
Slc25a31	65.800000	329	0	0	0	0	0
Magee2	65.800000	329	0	0	0	0	0
Lif	65.800000	329	0	0	0	0	0
Gtf2ird1	65.800000	0	190	0	139	0	0
B3gat1	65.800000	329	0	0	0	0	0
Aldh8a1	65.800000	329	0	0	0	0	0
Tbc1d2	65.600000	328	0	0	0	0	0
Sohlh2	65.600000	328	0	0	0	0	0
Sec61a1	65.600000	328	0	0	0	0	0
Jrk	65.600000	220	108	0	0	0	0
BC051019	65.600000	328	0	0	0	0	0
Rras2	65.400000	327	0	0	0	0	0
Meaf6	65.400000	0	0	0	327	0	0
Trir	65.200000	326	0	0	0	0	0
Taok3	65.200000	326	0	0	0	0	0
Rgs14	65.200000	326	0	0	0	0	0
Ogfod2	65.200000	326	0	0	0	0	0
Nr5a2	65.200000	326	0	0	0	0	0
Litaf	65.200000	0	124	0	202	0	0
Kcnk16	65.200000	326	0	0	0	0	0
Homer3	65.200000	326	0	0	0	0	0
Gpr143	65.200000	326	0	0	0	0	0
Get3	65.200000	326	0	0	0	0	0
Fcer1g	65.200000	326	0	0	0	0	0
Farsa	65.200000	326	0	0	0	0	0
Faap20	65.200000	326	0	0	0	0	0
Dennd1c	65.200000	326	0	0	0	0	0
Bpifb1	65.200000	326	0	0	0	0	0
Strn4	65.000000	120	0	0	205	0	0
Slc12a4	65.000000	166	159	0	0	0	0
Pycr1	65.000000	325	0	0	0	0	0
Has2	65.000000	0	169	0	156	0	0
Ccdc28b	65.000000	325	0	0	0	0	0
2410002F23Rik	65.000000	224	101	0	0	0	0
Mynn	64.800000	0	222	0	102	0	0
Krt84	64.800000	324	0	0	0	0	0
Actrt3	64.800000	0	222	0	102	0	0
Vmn1r48	64.600000	323	0	0	0	0	0
Tmprss12	64.600000	323	0	0	0	0	0
Gfra3	64.400000	322	0	0	0	0	0
Chrna10	64.400000	322	0	0	0	0	0
Atp6v0d2	64.400000	322	0	0	0	0	0
Prss30	64.200000	321	0	0	0	0	0
Pdgfrb	64.200000	321	0	0	0	0	0
Gm3233	64.200000	321	0	0	0	0	0
Cox6a2	64.200000	321	0	0	0	0	0
Tex19.1	64.000000	320	0	0	0	0	0
Klk9	64.000000	320	0	0	0	0	0
Gm9736	64.000000	320	0	0	0	0	0
Vav1	63.600000	318	0	0	0	0	0
Tekt4	63.600000	168	150	0	0	0	0
Scn4a	63.600000	318	0	0	0	0	0
Sars2	63.600000	318	0	0	0	0	0
Rpsa	63.600000	318	0	0	0	0	0
Pnpla6	63.600000	318	0	0	0	0	0
Mrps12	63.600000	318	0	0	0	0	0
Amz2	63.600000	0	231	0	87	0	0
2300003K06Rik	63.600000	318	0	0	0	0	0
Tex12	63.400000	317	0	0	0	0	0
Rnf212	63.400000	317	0	0	0	0	0
Hhipl2	63.400000	317	0	0	0	0	0
Smyd3	63.200000	316	0	0	0	0	0
Lepr	63.200000	316	0	0	0	0	0
Gm18905	63.200000	316	0	0	0	0	0
Nipsnap1	63.000000	315	0	0	0	0	0
Krtap10-4	63.000000	315	0	0	0	0	0
Wiz	62.800000	314	0	0	0	0	0
Tnnc2	62.800000	314	0	0	0	0	0
Tmem40	62.800000	314	0	0	0	0	0
Rec114	62.800000	314	0	0	0	0	0
Pcdhb6	62.800000	314	0	0	0	0	0
Pabpc2	62.800000	314	0	0	0	0	0
Olfr322	62.800000	314	0	0	0	0	0
Mtfr1l	62.800000	314	0	0	0	0	0
Lmbrd1	62.800000	314	0	0	0	0	0
Krt36	62.800000	314	0	0	0	0	0
Gm6588	62.800000	314	0	0	0	0	0
Epsti1	62.800000	314	0	0	0	0	0
Cpeb3	62.800000	314	0	0	0	0	0
Chchd5	62.800000	314	0	0	0	0	0
Ccl17	62.800000	314	0	0	0	0	0
Anp32e	62.800000	314	0	0	0	0	0
Alas1	62.800000	314	0	0	0	0	0
2310057N15Rik	62.800000	314	0	0	0	0	0
1700029P11Rik	62.800000	314	0	0	0	0	0
Slc39a1	62.600000	313	0	0	0	0	0
Rpl12	62.600000	313	0	0	0	0	0
Lrsam1	62.600000	313	0	0	0	0	0
Duox1	62.600000	313	0	0	0	0	0
Slc22a1	62.400000	312	0	0	0	0	0
Rad51ap1	62.400000	312	0	0	0	0	0
Marchf4	62.400000	312	0	0	0	0	0
Maml2	62.400000	312	0	0	0	0	0
D6Wsu163e	62.400000	312	0	0	0	0	0
Col16a1	62.400000	312	0	0	0	0	0
Bcl2l12	62.400000	312	0	0	0	0	0
Arl2	62.400000	235	77	0	0	0	0
Timm8a1	62.200000	311	0	0	0	0	0
Pcnx3	62.000000	310	0	0	0	0	0
Map3k11	62.000000	310	0	0	0	0	0
Chrm4	62.000000	310	0	0	0	0	0
Avil	62.000000	310	0	0	0	0	0
Tmprss11d	61.800000	309	0	0	0	0	0
Rtn2	61.800000	309	0	0	0	0	0
Ppp1ccb	61.800000	309	0	0	0	0	0
Sh3d21	61.600000	308	0	0	0	0	0
Pdxp	61.600000	308	0	0	0	0	0
Miox	61.600000	308	0	0	0	0	0
Pkd1	61.400000	307	0	0	0	0	0
Oxld1	61.400000	307	0	0	0	0	0
Gm36176	61.400000	307	0	0	0	0	0
Dynlt1f	61.400000	307	0	0	0	0	0
Dynlt1c	61.400000	307	0	0	0	0	0
Ccdc137	61.400000	307	0	0	0	0	0
Rasl10b	61.200000	306	0	0	0	0	0
Hes6	61.200000	0	306	0	0	0	0
Dner	61.200000	306	0	0	0	0	0
Csf1r	61.200000	306	0	0	0	0	0
Tpd52l1	61.000000	0	178	0	127	0	0
Rxfp4	61.000000	305	0	0	0	0	0
Pfn3	61.000000	305	0	0	0	0	0
Nagpa	61.000000	305	0	0	0	0	0
Olfr126	60.800000	304	0	0	0	0	0
Ly6g6e	60.800000	304	0	0	0	0	0
Ly6g6d	60.800000	304	0	0	0	0	0
Fam47e	60.800000	304	0	0	0	0	0
Tdrd12	60.600000	303	0	0	0	0	0
Slc8a2	60.600000	303	0	0	0	0	0
Rccd1	60.600000	303	0	0	0	0	0
Rab19	60.600000	303	0	0	0	0	0
Piwil4	60.600000	303	0	0	0	0	0
Ltf	60.600000	303	0	0	0	0	0
Limk1	60.600000	303	0	0	0	0	0
Lce1h	60.600000	303	0	0	0	0	0
Irgc1	60.600000	303	0	0	0	0	0
Helt	60.600000	303	0	0	0	0	0
H2-Q10	60.600000	303	0	0	0	0	0
Gm4307	60.600000	303	0	0	0	0	0
Gm4305	60.600000	303	0	0	0	0	0
Gm4303	60.600000	303	0	0	0	0	0
Gm4302	60.600000	303	0	0	0	0	0
Eps8l1	60.600000	303	0	0	0	0	0
Coa4	60.600000	303	0	0	0	0	0
Chst13	60.600000	303	0	0	0	0	0
Chrna1	60.600000	303	0	0	0	0	0
Spin2d	60.400000	302	0	0	0	0	0
Olfr294	60.400000	302	0	0	0	0	0
Mrap2	60.400000	302	0	0	0	0	0
Il9r	60.400000	302	0	0	0	0	0
Gm3739	60.400000	302	0	0	0	0	0
Gm10573	60.400000	302	0	0	0	0	0
C2cd6	60.400000	302	0	0	0	0	0
Lss	60.200000	0	301	0	0	0	0
Dkk4	60.200000	301	0	0	0	0	0
Ube2d2b	60.000000	300	0	0	0	0	0
Trim65	60.000000	300	0	0	0	0	0
Slc25a45	60.000000	300	0	0	0	0	0
Slc25a1	60.000000	300	0	0	0	0	0
Mrpl38	60.000000	300	0	0	0	0	0
Frmd8	60.000000	300	0	0	0	0	0
Rrp1	59.800000	299	0	0	0	0	0
Il23r	59.800000	299	0	0	0	0	0
Gm9508	59.800000	299	0	0	0	0	0
Dpysl5	59.800000	162	137	0	0	0	0
Apoe	59.800000	299	0	0	0	0	0
Apoc1	59.800000	299	0	0	0	0	0
Zhx3	59.600000	0	298	0	0	0	0
Zfp688	59.600000	298	0	0	0	0	0
Wfikkn2	59.600000	298	0	0	0	0	0
Vmn1r2	59.600000	298	0	0	0	0	0
Slc22a17	59.600000	298	0	0	0	0	0
Ptpn3	59.600000	298	0	0	0	0	0
Ptchd3	59.600000	298	0	0	0	0	0
Ndufs8	59.600000	0	183	0	115	0	0
Eml2	59.600000	298	0	0	0	0	0
Nkx6-3	59.400000	297	0	0	0	0	0
Msmp	59.400000	297	0	0	0	0	0
Krt81	59.400000	297	0	0	0	0	0
Zfp119b	59.200000	296	0	0	0	0	0
Yju2	59.200000	296	0	0	0	0	0
Itgav	59.200000	0	296	0	0	0	0
Gm21671	59.200000	296	0	0	0	0	0
Ebi3	59.200000	296	0	0	0	0	0
Mael	59.000000	295	0	0	0	0	0
Atp4b	59.000000	295	0	0	0	0	0
Pcdhb11	58.800000	294	0	0	0	0	0
Mtor	58.800000	294	0	0	0	0	0
Gper1	58.800000	294	0	0	0	0	0
Cmpk2	58.800000	0	156	0	138	0	0
2310022A10Rik	58.800000	294	0	0	0	0	0
Slc19a3	58.600000	293	0	0	0	0	0
Serpinf1	58.600000	293	0	0	0	0	0
Sec1	58.600000	293	0	0	0	0	0
Rcn3	58.600000	293	0	0	0	0	0
Mpp7	58.600000	293	0	0	0	0	0
Mettl7a2	58.600000	293	0	0	0	0	0
Methig1	58.600000	293	0	0	0	0	0
Krt33a	58.600000	293	0	0	0	0	0
Hjv	58.600000	293	0	0	0	0	0
Galnt9	58.600000	293	0	0	0	0	0
Gdf5	58.400000	292	0	0	0	0	0
Fam187a	58.400000	292	0	0	0	0	0
Eftud2	58.400000	292	0	0	0	0	0
Ccdc7b	58.400000	292	0	0	0	0	0
Ccdc7a	58.400000	292	0	0	0	0	0
Ccdc103	58.400000	292	0	0	0	0	0
Zfp653	58.200000	291	0	0	0	0	0
Zfp446	58.200000	291	0	0	0	0	0
Tmem86a	58.200000	291	0	0	0	0	0
Tifab	58.200000	291	0	0	0	0	0
Syce3	58.200000	291	0	0	0	0	0
Stpg4	58.200000	291	0	0	0	0	0
Sprr2k	58.200000	291	0	0	0	0	0
Sprr1b	58.200000	291	0	0	0	0	0
Snrpd2	58.200000	291	0	0	0	0	0
Rfx5	58.200000	291	0	0	0	0	0
Rab4b	58.200000	291	0	0	0	0	0
Rab3il1	58.200000	291	0	0	0	0	0
Qpctl	58.200000	291	0	0	0	0	0
Prxl2b	58.200000	291	0	0	0	0	0
Myh7b	58.200000	291	0	0	0	0	0
Micalcl	58.200000	291	0	0	0	0	0
Mesp2	58.200000	291	0	0	0	0	0
Med18	58.200000	291	0	0	0	0	0
Lims1	58.200000	291	0	0	0	0	0
Lce1a2	58.200000	291	0	0	0	0	0
Krtap3-1	58.200000	291	0	0	0	0	0
Kin	58.200000	291	0	0	0	0	0
Ice2	58.200000	291	0	0	0	0	0
H1f7	58.200000	291	0	0	0	0	0
Gipc1	58.200000	291	0	0	0	0	0
Gcc1	58.200000	291	0	0	0	0	0
Fscn3	58.200000	291	0	0	0	0	0
Epp13	58.200000	291	0	0	0	0	0
Dock2	58.200000	291	0	0	0	0	0
Deaf1	58.200000	291	0	0	0	0	0
Cyp4f40	58.200000	291	0	0	0	0	0
Clstn3	58.200000	291	0	0	0	0	0
Car9	58.200000	291	0	0	0	0	0
Best1	58.200000	291	0	0	0	0	0
Bend3	58.200000	291	0	0	0	0	0
Atp5c1	58.200000	291	0	0	0	0	0
Arhgef39	58.200000	291	0	0	0	0	0
Arf5	58.200000	291	0	0	0	0	0
Acad12	58.200000	291	0	0	0	0	0
Slc25a25	58.000000	290	0	0	0	0	0
Rabac1	58.000000	290	0	0	0	0	0
Prr23a3	58.000000	290	0	0	0	0	0
Pcdha5	58.000000	290	0	0	0	0	0
Pcdha1	58.000000	290	0	0	0	0	0
Nfe2l1	58.000000	290	0	0	0	0	0
Naif1	58.000000	290	0	0	0	0	0
Azin2	58.000000	290	0	0	0	0	0
Ykt6	57.800000	289	0	0	0	0	0
Ttll10	57.800000	289	0	0	0	0	0
Tcirg1	57.800000	289	0	0	0	0	0
Susd4	57.800000	289	0	0	0	0	0
Rps6ka1	57.800000	289	0	0	0	0	0
Pkp1	57.800000	289	0	0	0	0	0
Pcdhb8	57.800000	289	0	0	0	0	0
Mtf1	57.800000	289	0	0	0	0	0
Lekr1	57.800000	289	0	0	0	0	0
Bace2	57.800000	289	0	0	0	0	0
Nudt16l1	57.600000	288	0	0	0	0	0
Nr0b2	57.600000	288	0	0	0	0	0
Gramd1b	57.600000	105	183	0	0	0	0
Chrne	57.600000	288	0	0	0	0	0
4930544D05Rik	57.600000	288	0	0	0	0	0
Slc25a38	57.400000	287	0	0	0	0	0
Olfr455	57.400000	287	0	0	0	0	0
Akap3	57.400000	287	0	0	0	0	0
Tie1	57.200000	286	0	0	0	0	0
Rhbdf2	57.200000	286	0	0	0	0	0
Pcdhb22	57.200000	286	0	0	0	0	0
Pcdhb21	57.200000	286	0	0	0	0	0
Ubl5	57.000000	285	0	0	0	0	0
Neurog3	57.000000	285	0	0	0	0	0
Gabrd	57.000000	285	0	0	0	0	0
Foxn1	57.000000	285	0	0	0	0	0
Fbxl12	57.000000	285	0	0	0	0	0
Cdcp1	57.000000	285	0	0	0	0	0
Zfp513	56.800000	284	0	0	0	0	0
Phactr4	56.800000	0	133	0	151	0	0
Katnb1	56.800000	284	0	0	0	0	0
Ctnnd1	56.800000	284	0	0	0	0	0
Btbd18	56.800000	284	0	0	0	0	0
Sppl2c	56.600000	283	0	0	0	0	0
Sox7	56.600000	283	0	0	0	0	0
Prr13	56.600000	283	0	0	0	0	0
Prm2	56.600000	283	0	0	0	0	0
Prm1	56.600000	283	0	0	0	0	0
Nol12	56.600000	283	0	0	0	0	0
Mroh3	56.600000	283	0	0	0	0	0
Krt28	56.600000	283	0	0	0	0	0
Dok3	56.600000	283	0	0	0	0	0
Alppl2	56.600000	283	0	0	0	0	0
2310034C09Rik	56.600000	283	0	0	0	0	0
Prkar1b	56.400000	282	0	0	0	0	0
Pimreg	56.400000	169	113	0	0	0	0
Mtrf1l	56.400000	0	282	0	0	0	0
Ltbp4	56.400000	282	0	0	0	0	0
Hapln3	56.400000	282	0	0	0	0	0
Zdhhc24	56.200000	281	0	0	0	0	0
Slc12a5	56.200000	281	0	0	0	0	0
Rasal3	56.200000	281	0	0	0	0	0
Pars2	56.200000	281	0	0	0	0	0
Grin2d	56.200000	281	0	0	0	0	0
Gpr37l1	56.200000	281	0	0	0	0	0
Gm3752	56.200000	281	0	0	0	0	0
Gm14692	56.200000	281	0	0	0	0	0
Gm1140	56.200000	281	0	0	0	0	0
Zdhhc16	56.000000	280	0	0	0	0	0
Wdr17	56.000000	280	0	0	0	0	0
Tsga8	56.000000	280	0	0	0	0	0
Trem2	56.000000	280	0	0	0	0	0
Traf3ip3	56.000000	280	0	0	0	0	0
Tor4a	56.000000	280	0	0	0	0	0
Tmem218	56.000000	280	0	0	0	0	0
Tlcd5	56.000000	280	0	0	0	0	0
Ssr2	56.000000	280	0	0	0	0	0
Slc6a12	56.000000	280	0	0	0	0	0
Septin14	56.000000	280	0	0	0	0	0
Sec14l3	56.000000	280	0	0	0	0	0
Pin1	56.000000	280	0	0	0	0	0
Pde4c	56.000000	280	0	0	0	0	0
Pcdha10	56.000000	280	0	0	0	0	0
Pabpc4	56.000000	280	0	0	0	0	0
Olfr1033	56.000000	280	0	0	0	0	0
Msantd1	56.000000	280	0	0	0	0	0
Mpzl2	56.000000	280	0	0	0	0	0
Krt88	56.000000	280	0	0	0	0	0
Krt75	56.000000	280	0	0	0	0	0
Krt23	56.000000	280	0	0	0	0	0
Igf1r	56.000000	0	207	0	73	0	0
Has1	56.000000	280	0	0	0	0	0
Grm1	56.000000	280	0	0	0	0	0
Gpn2	56.000000	280	0	0	0	0	0
Gm8251	56.000000	280	0	0	0	0	0
Gm10228	56.000000	280	0	0	0	0	0
Fau	56.000000	280	0	0	0	0	0
Exosc1	56.000000	280	0	0	0	0	0
Enkd1	56.000000	280	0	0	0	0	0
Ccnc	56.000000	280	0	0	0	0	0
Bicra	56.000000	280	0	0	0	0	0
Adam18	56.000000	280	0	0	0	0	0
Actrt2	56.000000	280	0	0	0	0	0
4933405L10Rik	56.000000	280	0	0	0	0	0
Stk25	55.800000	279	0	0	0	0	0
Olfr18	55.800000	279	0	0	0	0	0
Mapk7	55.800000	155	124	0	0	0	0
Lypd3	55.800000	279	0	0	0	0	0
Arid3c	55.800000	279	0	0	0	0	0
Upk3a	55.600000	278	0	0	0	0	0
Ttc34	55.600000	278	0	0	0	0	0
Sh2b2	55.600000	278	0	0	0	0	0
Pcdha12	55.600000	278	0	0	0	0	0
Mrgpre	55.600000	278	0	0	0	0	0
Hormad1	55.600000	278	0	0	0	0	0
Bcl2l10	55.600000	278	0	0	0	0	0
Tktl2	55.400000	277	0	0	0	0	0
Gm5640	55.400000	277	0	0	0	0	0
Fam178b	55.400000	277	0	0	0	0	0
Chst14	55.400000	277	0	0	0	0	0
Bcat2	55.400000	277	0	0	0	0	0
Ucn	55.200000	276	0	0	0	0	0
Tst	55.200000	114	162	0	0	0	0
Mtx1	55.200000	276	0	0	0	0	0
Mpst	55.200000	114	162	0	0	0	0
Trappc5	55.000000	275	0	0	0	0	0
Prr23a1	55.000000	275	0	0	0	0	0
Mylk2	55.000000	275	0	0	0	0	0
Gtf2a1l	55.000000	275	0	0	0	0	0
Cldn14	55.000000	275	0	0	0	0	0
Slc22a16	54.800000	274	0	0	0	0	0
Nt5c	54.800000	274	0	0	0	0	0
Mageb3	54.800000	0	274	0	0	0	0
Gpr3	54.800000	274	0	0	0	0	0
Ctdspl2	54.800000	0	274	0	0	0	0
Clpsl2	54.800000	274	0	0	0	0	0
Tagln2	54.600000	273	0	0	0	0	0
Slx1b	54.600000	273	0	0	0	0	0
Ptgir	54.600000	273	0	0	0	0	0
Pcnx	54.600000	273	0	0	0	0	0
Manf	54.600000	273	0	0	0	0	0
Dhrs2	54.600000	273	0	0	0	0	0
Bola2	54.600000	273	0	0	0	0	0
Zbtb45	54.400000	272	0	0	0	0	0
Vmn2r72	54.400000	272	0	0	0	0	0
U2af1l4	54.400000	272	0	0	0	0	0
Psenen	54.400000	272	0	0	0	0	0
Klhdc8b	54.400000	272	0	0	0	0	0
Igflr1	54.400000	272	0	0	0	0	0
Ercc1	54.400000	114	158	0	0	0	0
Cuedc1	54.400000	272	0	0	0	0	0
Ccdc71	54.400000	272	0	0	0	0	0
Aqp12	54.400000	272	0	0	0	0	0
Acin1	54.400000	272	0	0	0	0	0
Gnat1	54.200000	271	0	0	0	0	0
Bsg	54.200000	271	0	0	0	0	0
Asic3	54.200000	271	0	0	0	0	0
Znfx1	54.000000	270	0	0	0	0	0
Tcf19	54.000000	270	0	0	0	0	0
Slc5a1	54.000000	270	0	0	0	0	0
Runx3	54.000000	270	0	0	0	0	0
Rtp2	54.000000	270	0	0	0	0	0
Olfr214	54.000000	270	0	0	0	0	0
Krtap31-2	54.000000	270	0	0	0	0	0
Commd4	54.000000	270	0	0	0	0	0
Cchcr1	54.000000	270	0	0	0	0	0
Ccdc97	54.000000	270	0	0	0	0	0
Bbs1	54.000000	270	0	0	0	0	0
Ubash3a	53.800000	269	0	0	0	0	0
Lims2	53.800000	269	0	0	0	0	0
Unkl	53.600000	268	0	0	0	0	0
Trim42	53.600000	268	0	0	0	0	0
Timm8a2	53.600000	268	0	0	0	0	0
Svil	53.600000	268	0	0	0	0	0
Smim34	53.600000	268	0	0	0	0	0
Slc29a4	53.600000	268	0	0	0	0	0
Siva1	53.600000	268	0	0	0	0	0
Rnf208	53.600000	268	0	0	0	0	0
Rab37	53.600000	268	0	0	0	0	0
Ptpn20	53.600000	268	0	0	0	0	0
Pcx	53.600000	268	0	0	0	0	0
Nmur1	53.600000	268	0	0	0	0	0
Nectin4	53.600000	268	0	0	0	0	0
Myadm	53.600000	268	0	0	0	0	0
Mrvi1	53.600000	268	0	0	0	0	0
Mep1b	53.600000	268	0	0	0	0	0
Map2k1	53.600000	268	0	0	0	0	0
Loxhd1	53.600000	268	0	0	0	0	0
Lce1e	53.600000	268	0	0	0	0	0
Krtap28-13	53.600000	268	0	0	0	0	0
Kcnu1	53.600000	268	0	0	0	0	0
Gpr137	53.600000	268	0	0	0	0	0
Gpat2	53.600000	268	0	0	0	0	0
Glyat	53.600000	268	0	0	0	0	0
Foxi1	53.600000	268	0	0	0	0	0
Ercc6	53.600000	268	0	0	0	0	0
Cd19	53.600000	268	0	0	0	0	0
Ccdc65	53.600000	268	0	0	0	0	0
Bank1	53.600000	268	0	0	0	0	0
Bad	53.600000	268	0	0	0	0	0
Ash2l	53.600000	268	0	0	0	0	0
Arl8a	53.600000	268	0	0	0	0	0
Adcy6	53.600000	268	0	0	0	0	0
Abca16	53.600000	268	0	0	0	0	0
Zdhhc25	53.400000	267	0	0	0	0	0
Flt3	53.400000	267	0	0	0	0	0
E430018J23Rik	53.400000	267	0	0	0	0	0
Dnmt3a	53.400000	122	145	0	0	0	0
Cd164l2	53.400000	267	0	0	0	0	0
9130019O22Rik	53.400000	267	0	0	0	0	0
Speg	53.200000	266	0	0	0	0	0
Rrs1	53.200000	266	0	0	0	0	0
Qrich2	53.200000	266	0	0	0	0	0
Pcdhgb2	53.200000	266	0	0	0	0	0
Pcdhga5	53.200000	266	0	0	0	0	0
Exoc3l	53.200000	266	0	0	0	0	0
E2f4	53.200000	266	0	0	0	0	0
Adhfe1	53.200000	266	0	0	0	0	0
4931428F04Rik	53.200000	266	0	0	0	0	0
Tcf3	53.000000	265	0	0	0	0	0
Swap70	53.000000	265	0	0	0	0	0
Slc9a3r2	53.000000	265	0	0	0	0	0
Prpf40b	53.000000	265	0	0	0	0	0
Proz	53.000000	265	0	0	0	0	0
Olfr1318	53.000000	265	0	0	0	0	0
Nlgn3	53.000000	161	104	0	0	0	0
Lsm2	53.000000	265	0	0	0	0	0
Hspa1l	53.000000	265	0	0	0	0	0
Baiap2l2	53.000000	265	0	0	0	0	0
Arxes1	53.000000	114	151	0	0	0	0
Slc38a7	52.800000	264	0	0	0	0	0
Scrn2	52.800000	264	0	0	0	0	0
Rab3d	52.800000	264	0	0	0	0	0
Olfr785	52.800000	264	0	0	0	0	0
Gm32856	52.800000	264	0	0	0	0	0
Depp1	52.800000	264	0	0	0	0	0
Ucp2	52.600000	263	0	0	0	0	0
Trex2	52.600000	263	0	0	0	0	0
Tmem79	52.600000	263	0	0	0	0	0
Sprn	52.600000	263	0	0	0	0	0
Pwp2	52.600000	263	0	0	0	0	0
Pacsin3	52.600000	263	0	0	0	0	0
Nprl2	52.600000	263	0	0	0	0	0
Llgl2	52.600000	263	0	0	0	0	0
Glmp	52.600000	263	0	0	0	0	0
Cyb561d2	52.600000	263	0	0	0	0	0
Cplane2	52.600000	263	0	0	0	0	0
Clps	52.600000	263	0	0	0	0	0
Arfgap2	52.600000	263	0	0	0	0	0
Tesk1	52.400000	262	0	0	0	0	0
Rgs22	52.400000	262	0	0	0	0	0
Ptpmt1	52.400000	262	0	0	0	0	0
Pcdhb20	52.400000	262	0	0	0	0	0
Olfr533	52.400000	262	0	0	0	0	0
Ltc4s	52.400000	262	0	0	0	0	0
Hamp2	52.400000	262	0	0	0	0	0
Gm3285	52.400000	262	0	0	0	0	0
Baiap3	52.400000	262	0	0	0	0	0
Ndufb5	52.200000	261	0	0	0	0	0
Mrpl47	52.200000	261	0	0	0	0	0
Gsdmc2	52.200000	261	0	0	0	0	0
Cntnap2	52.200000	132	129	0	0	0	0
Abr	52.200000	261	0	0	0	0	0
6330409D20Rik	52.200000	261	0	0	0	0	0
Tmem132a	52.000000	260	0	0	0	0	0
Zkscan17	51.800000	259	0	0	0	0	0
Zfp81	51.800000	259	0	0	0	0	0
Wdr90	51.800000	259	0	0	0	0	0
Tas1r2	51.800000	259	0	0	0	0	0
Syngr2	51.800000	259	0	0	0	0	0
Plekhg4	51.800000	259	0	0	0	0	0
Pcdhga4	51.800000	259	0	0	0	0	0
Mcrip2	51.800000	259	0	0	0	0	0
Lrwd1	51.800000	259	0	0	0	0	0
Kctd11	51.800000	259	0	0	0	0	0
Gm13547	51.800000	259	0	0	0	0	0
Gas2l2	51.800000	259	0	0	0	0	0
Foxl1	51.800000	259	0	0	0	0	0
Cd2bp2	51.800000	259	0	0	0	0	0
Alkbh4	51.800000	259	0	0	0	0	0
Stau2	51.600000	258	0	0	0	0	0
Shcbp1l	51.600000	258	0	0	0	0	0
Pramel3	51.600000	258	0	0	0	0	0
Gm2237	51.600000	258	0	0	0	0	0
Arap3	51.600000	258	0	0	0	0	0
Ano2	51.600000	258	0	0	0	0	0
Ankrd23	51.600000	258	0	0	0	0	0
Zfp518b	51.400000	257	0	0	0	0	0
Zfp385c	51.400000	257	0	0	0	0	0
Zfp213	51.400000	257	0	0	0	0	0
Usp8	51.400000	257	0	0	0	0	0
Trp53rka	51.400000	257	0	0	0	0	0
Trim66	51.400000	257	0	0	0	0	0
Traip	51.400000	257	0	0	0	0	0
Tmem35a	51.400000	257	0	0	0	0	0
Thap7	51.400000	257	0	0	0	0	0
Tecta	51.400000	257	0	0	0	0	0
Susd2	51.400000	257	0	0	0	0	0
Saxo1	51.400000	257	0	0	0	0	0
R3hcc1	51.400000	257	0	0	0	0	0
Ppp1r14bl	51.400000	257	0	0	0	0	0
Piwil2	51.400000	257	0	0	0	0	0
Mrpl42	51.400000	257	0	0	0	0	0
Mks1	51.400000	257	0	0	0	0	0
Mgat4f	51.400000	257	0	0	0	0	0
Mettl7a3	51.400000	257	0	0	0	0	0
Med4	51.400000	257	0	0	0	0	0
Ltbp1	51.400000	0	257	0	0	0	0
Lgr4	51.400000	257	0	0	0	0	0
Il21r	51.400000	257	0	0	0	0	0
Igfbp1	51.400000	257	0	0	0	0	0
Htr4	51.400000	257	0	0	0	0	0
Hsd17b14	51.400000	257	0	0	0	0	0
Hfm1	51.400000	0	257	0	0	0	0
Gpr142	51.400000	257	0	0	0	0	0
Gmnc	51.400000	257	0	0	0	0	0
Eif4ebp3	51.400000	257	0	0	0	0	0
Dlg3	51.400000	257	0	0	0	0	0
Dele1	51.400000	257	0	0	0	0	0
Ddx19b	51.400000	257	0	0	0	0	0
Comt	51.400000	257	0	0	0	0	0
Cndp1	51.400000	257	0	0	0	0	0
Bcap29	51.400000	257	0	0	0	0	0
Arl9	51.400000	257	0	0	0	0	0
Aars	51.400000	257	0	0	0	0	0
Tex29	51.200000	256	0	0	0	0	0
Atg5	51.200000	256	0	0	0	0	0
