Target_genes	Stat2|Average	SRX1441664|B_cells	SRX1441665|B_cells	SRX1441666|B_cells	SRX1441667|B_cells	SRX2647476|CD4+_T_cells	SRX2647477|CD4+_T_cells	SRX2647478|CD4+_T_cells	SRX2647492|CD4+_T_cells	SRX2647493|CD4+_T_cells	SRX2647494|CD4+_T_cells	SRX122565|Dendritic_Cells	SRX122566|Dendritic_Cells	SRX122567|Dendritic_Cells	SRX122568|Dendritic_Cells	SRX122569|Dendritic_Cells	SRX122570|Dendritic_Cells	SRX122571|Dendritic_Cells	SRX122572|Dendritic_Cells	SRX122573|Dendritic_Cells	SRX9426636|ES_cells	SRX9426637|ES_cells	SRX9426638|ES_cells	SRX9426647|ES_cells	SRX9426648|ES_cells	SRX9426649|ES_cells	SRX9426650|ES_cells	SRX9426651|ES_cells	SRX9426652|ES_cells	SRX9426653|ES_cells	SRX9426654|ES_cells	SRX9426663|ES_cells	SRX9426664|ES_cells	SRX9426665|ES_cells	SRX4178756|Macrophages	SRX4178757|Macrophages	SRX4178762|Macrophages	SRX4178763|Macrophages	SRX4178768|Macrophages	SRX4178769|Macrophages	SRX4178774|Macrophages	SRX4178775|Macrophages	SRX4178778|Macrophages	SRX4178779|Macrophages	SRX4178782|Macrophages	SRX4178783|Macrophages	SRX805962|Macrophages	SRX805963|Macrophages	SRX805964|Macrophages	SRX18239627|MEF	SRX18239630|MEF	SRX5503048|MEF	SRX5503051|MEF	SRX9426700|MEF	SRX9426701|MEF	SRX9426702|MEF	SRX9426711|MEF	SRX9426712|MEF	SRX9426713|MEF	STRING
Psmb9	314.051724	0	0	1722	1365	250	215	0	223	94	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	2281	1422	647	179	0	0	612	349	0	0	0	2122	2772	279	1086	951	0	0	0	233	0	523	148	0
Cd47	313.431034	0	111	2492	1967	413	106	0	224	225	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	1892	1227	748	285	0	0	508	249	0	0	0	1906	2589	91	593	937	0	0	0	194	118	731	197	0
Slfn4	303.310345	0	0	198	117	183	0	0	195	0	0	0	0	0	0	205	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	2761	2293	1866	689	0	0	0	0	0	0	0	3692	3995	0	137	534	0	0	0	0	0	228	102	0
Gbp6	301.568966	0	0	1817	1061	122	157	143	178	0	0	0	0	180	0	486	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006	978	594	0	0	0	546	229	0	0	0	2472	3179	214	1094	98	0	0	0	463	240	569	311	0
Ms4a4b	301.327586	0	0	2740	2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	2567	1667	845	321	0	0	308	0	0	0	0	3027	3539	0	0	0	0	0	0	0	0	0	0	0
Ifi206	300.086207	0	197	2426	2056	154	97	0	155	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	146	2202	1511	1066	323	0	0	0	0	0	0	0	2831	3499	0	144	112	0	0	0	0	0	0	0	0
Tent4a	298.465517	0	0	1344	1512	256	122	125	435	134	164	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	159	0	0	0	0	431	0	2229	1107	804	381	0	0	154	0	0	0	0	1943	2897	327	1184	547	0	0	0	222	0	491	158	0
Trafd1	297.568966	0	0	1368	1091	207	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	2126	1163	826	215	0	0	968	456	0	0	109	3046	3555	125	599	260	0	0	0	67	0	413	74	0
Znfx1	296.017241	0	0	237	0	1018	552	410	902	393	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	124	2100	1627	948	346	0	0	468	205	0	0	125	2676	2922	157	752	189	0	0	0	0	0	0	0	0
Tdrd7	295.568966	0	0	957	930	90	0	0	142	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	137	0	0	0	0	482	0	2880	1334	1259	340	0	0	533	202	0	0	0	1536	1970	385	1279	875	0	0	0	367	121	707	211	0
Smim40	294.620690	0	0	1303	1453	338	236	99	257	102	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	2182	1375	1067	537	0	0	206	0	0	0	0	2131	2960	254	1030	836	0	0	0	0	0	332	0	0
Ascc3	293.948276	0	0	1244	836	422	198	221	473	193	309	0	0	0	0	0	179	0	0	0	0	0	0	0	133	0	0	0	0	164	0	0	0	0	113	0	2129	1521	824	295	0	0	109	0	0	0	0	2198	2474	420	1480	547	0	0	0	115	81	284	87	0
Mx2	291.413793	0	0	1013	844	134	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	194	0	0	0	0	396	0	2122	1590	1026	336	0	0	777	263	0	0	0	2038	2413	483	1668	643	0	0	0	181	126	363	87	0
Ap3m2	291.413793	0	0	1779	1584	143	0	0	160	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	126	1965	1352	1070	632	0	0	223	0	0	0	134	2371	2626	303	659	663	0	0	0	115	0	345	0	0
Nampt	291.241379	0	0	1942	1653	882	473	435	1156	521	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	1774	1032	330	194	0	0	537	357	0	0	0	1096	1531	185	652	350	0	0	0	155	0	451	91	0
Tmem140	288.258621	0	0	973	1010	152	143	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	2635	1799	1390	528	0	0	1374	727	0	0	0	2092	2305	94	458	615	0	0	0	0	0	0	0	0
Keap1	283.965517	0	0	658	545	328	195	197	214	127	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	2805	2028	978	326	0	0	941	413	0	0	0	2453	3157	0	157	299	0	0	0	0	0	180	0	0
Casp8	283.103448	0	0	1349	1183	197	0	0	225	114	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	2649	1852	1621	332	0	0	715	422	0	0	0	2742	2539	0	0	0	0	0	0	0	0	0	0	0
Gm8369	282.724138	0	139	2277	2299	159	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	2137	1582	842	406	0	0	0	0	0	0	0	2515	2967	0	0	211	0	0	0	0	0	421	0	0
Gm12185	282.379310	0	0	2215	1959	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946	1079	390	0	0	0	895	326	0	0	0	2183	2877	142	1031	500	0	0	0	0	0	548	161	0
B2m	281.948276	0	0	1161	876	852	476	308	591	220	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	151	1781	1081	648	221	0	0	324	0	0	0	0	1869	2485	264	1212	642	0	0	0	0	0	0	0	0
Isg15	281.120690	0	0	960	729	339	115	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	287	0	2432	1577	1090	400	0	0	616	251	0	0	0	2004	2290	482	1573	348	0	0	0	181	0	258	0	0
Agrn	281.120690	0	0	960	729	339	115	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	287	0	2432	1577	1090	400	0	0	616	251	0	0	0	2004	2290	482	1573	348	0	0	0	181	0	258	0	0
Asmt	280.362069	0	198	182	131	575	564	564	591	528	576	0	0	0	0	0	0	0	0	253	146	0	213	264	190	266	305	217	153	242	149	283	239	261	487	353	754	287	416	0	281	251	499	230	254	338	355	284	647	525	270	372	533	467	357	281	327	169	434	0
Nmi	279.379310	0	0	1503	1324	259	0	178	180	234	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	2139	1297	975	230	0	0	962	530	0	0	0	2003	2473	0	128	1423	0	0	0	0	0	0	0	0
Mvb12a	275.017241	0	0	0	0	180	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	0	3089	0	0	0	0	0	0	0	0	0	0	4404	4457	0	0	2424	0	0	0	0	0	0	0	0
Daxx	274.689655	0	0	956	551	338	236	99	257	102	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	2182	1375	1067	537	0	0	206	0	0	0	0	2131	2960	254	1030	836	0	0	0	0	0	332	93	0
Ifi213	268.224138	0	0	2618	2165	0	0	0	162	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	2026	1269	937	341	0	0	0	0	0	0	0	2202	3410	0	0	0	0	0	0	0	0	0	0	0
Ifitm3	264.431034	0	0	328	200	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	132	0	0	0	0	334	63	2369	1499	885	284	0	0	348	149	0	0	161	2635	3186	276	1150	533	0	0	0	134	0	273	99	0
Parp14	259.396552	0	0	1212	1106	100	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	122	1626	1025	810	285	0	0	812	296	0	0	148	1626	2182	292	987	856	0	0	0	286	0	496	264	0
Sp100	259.051724	0	0	1600	1162	164	105	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	100	2160	1402	1065	398	0	0	560	177	0	0	199	2149	2537	0	0	233	0	0	0	0	0	235	0	0
Trim56	256.568966	0	0	1318	970	278	77	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	82	0	0	0	0	145	0	2374	1108	543	202	0	0	295	0	0	0	0	2478	2891	205	760	657	0	0	0	0	0	125	0	0
Mx1	256.258621	0	0	1615	1518	166	89	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	1913	1400	832	364	0	0	0	0	0	0	0	2150	2457	159	1150	470	0	0	0	0	0	174	0	0
Stard3	253.793103	0	0	0	0	308	124	117	165	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	2596	1980	837	356	0	0	368	203	0	0	0	3150	3806	0	0	141	0	0	0	0	0	0	0	0
Siglec1	253.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	187	2359	1776	1060	459	0	0	921	441	0	0	142	2750	3432	0	0	0	0	0	0	0	0	0	0	0
Dnaja2	249.896552	0	0	332	184	369	255	210	261	252	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2553	2093	747	192	0	0	187	0	0	0	0	3178	3357	0	0	0	0	0	0	0	0	0	0	0
Rsad2	248.206897	0	0	988	880	147	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	1858	1100	917	221	0	0	284	65	0	0	0	2021	2554	280	1261	896	0	0	0	70	0	341	0	0
Eif2ak2	247.827586	0	0	1682	1125	234	190	141	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	123	0	0	0	0	492	0	1823	1057	530	204	0	0	223	0	0	0	0	1436	1923	412	1335	646	0	0	0	165	0	199	0	0
Arid5a	247.034483	0	0	797	628	256	363	241	309	176	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2351	1196	709	0	0	0	2128	1217	0	0	0	1798	1792	0	0	0	0	0	0	0	0	0	0	0
Klhdc4	245.431034	0	0	0	0	2033	1829	1954	2055	2159	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	255	146	230	0	197	0	465	0	226	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp4	245.344828	0	0	0	0	153	146	119	266	76	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	2717	1916	780	304	0	0	252	0	0	0	0	2744	3319	0	471	487	0	0	0	0	0	169	0	0
Tmem219	244.775862	0	0	178	0	157	108	0	222	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	2725	1819	1012	380	0	0	1625	531	0	0	0	2254	2615	0	0	0	0	0	0	0	0	0	0	0
Klf11	244.327586	0	0	0	0	2577	2058	2479	2575	2169	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmod2	243.586207	0	0	0	0	256	135	0	257	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881	1921	1420	354	0	0	672	236	0	0	0	2010	2390	0	167	916	0	0	0	0	0	308	0	0
Txnip	242.051724	0	0	0	0	2215	2261	2511	2249	2383	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem125	241.103448	0	214	147	210	789	649	816	858	825	744	186	187	187	0	0	117	232	312	385	124	0	146	216	115	0	118	172	0	120	0	83	118	124	434	212	546	184	301	0	163	165	259	213	217	139	164	238	742	0	0	1226	498	89	0	0	0	0	0	0
Tcof1	241.000000	0	231	1977	1853	249	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	146	0	0	0	0	388	154	2408	1167	960	96	0	0	220	0	0	0	0	1633	2057	0	0	0	0	0	0	0	0	0	0	0
Sspn	240.534483	0	0	0	0	1481	1381	1694	1421	1283	1402	0	0	0	0	0	0	0	0	0	356	318	196	120	277	261	111	132	0	346	151	0	227	65	91	0	202	0	158	0	74	0	101	0	199	0	436	358	413	0	0	0	0	209	163	161	164	0	0	0
Ifi207	240.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	163	2427	1703	1001	511	0	0	652	244	0	0	123	2932	3119	0	144	149	0	0	0	0	0	0	0	0
Pxk	233.913793	0	157	408	320	492	245	291	405	246	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	2248	1554	816	222	0	0	432	204	0	0	0	2217	2470	0	248	0	0	0	0	0	0	0	0	0
Dhx58	233.241379	0	0	954	736	0	104	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	2003	1022	832	181	0	0	249	0	0	0	0	2213	2374	271	1058	714	0	0	0	0	0	199	148	0
Herc6	231.862069	0	0	1722	1521	411	130	0	282	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	1466	988	793	204	0	0	256	0	0	0	0	1774	2330	147	698	267	0	0	0	0	0	169	0	0
Ifi208	230.965517	0	0	2389	1908	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	1562	886	455	228	0	0	0	0	0	0	0	2362	3190	0	0	131	0	0	0	0	0	0	0	0
Gm5431	229.241379	0	0	1460	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	172	2019	1139	924	270	0	0	595	366	0	0	69	2051	2593	0	109	0	0	0	0	0	0	0	0	0
Ankfy1	228.206897	0	0	889	581	402	106	0	224	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	1846	1002	553	173	0	0	323	110	0	0	87	2089	2715	0	424	483	0	0	0	147	0	521	132	0
Ubr4	227.913793	0	0	149	0	1731	1475	1966	1733	1519	1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	289	183	0	0	0	0	0	0	0	0	599	873	0	215	0	0	0	0	0	0	0	0	0
Dcp2	227.844828	0	0	196	200	278	100	0	165	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	2264	1509	851	338	0	0	481	0	0	0	0	2537	2788	116	379	627	0	0	0	0	0	168	0	0
Zcwpw2	225.586207	0	0	379	286	401	246	202	363	195	180	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	1591	1033	912	416	0	0	380	0	0	0	0	2299	2646	0	322	755	0	0	0	0	0	152	0	0
Azi2	225.586207	0	0	379	286	401	246	202	363	195	180	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	1591	1033	912	416	0	0	380	0	0	0	0	2299	2646	0	322	755	0	0	0	0	0	152	0	0
Zbtb22	224.793103	0	0	1253	877	219	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	1937	1144	395	210	0	0	727	443	0	0	0	1620	2212	161	591	651	0	0	0	134	0	189	0	0
Tapbp	224.793103	0	0	1253	877	219	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	1937	1144	395	210	0	0	727	443	0	0	0	1620	2212	161	591	651	0	0	0	134	0	189	0	0
Xrn2	223.862069	0	0	1257	922	331	165	144	263	201	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	1884	1064	491	172	0	0	178	0	0	0	0	2165	2586	0	220	382	0	0	0	0	0	145	0	0
Nup133	223.551724	0	0	0	0	2323	2009	2249	2138	1852	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl12	223.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296	1403	1284	253	0	0	1716	593	0	0	0	2429	2990	0	0	0	0	0	0	0	0	0	0	0
Lgals3bp	223.465517	0	0	1342	1116	225	149	0	205	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	1687	1063	399	138	0	0	558	266	0	0	86	1440	1605	310	1099	442	0	0	0	153	0	186	0	0
Slc35e1	222.206897	0	0	407	308	1397	1187	1277	1611	1189	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	513	266	0	0	0	164	0	0	0	0	569	786	0	163	222	0	0	0	0	0	0	0	0
Ncbp2	221.586207	0	0	0	0	2237	2019	2061	2108	2095	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610012G03Rik	221.586207	0	0	0	0	2237	2019	2061	2108	2095	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi205	220.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2736	1854	1455	584	0	0	134	0	0	0	0	2647	2497	0	207	476	0	0	0	199	0	0	0	0
Rnf135	218.620690	0	0	0	0	94	0	0	129	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2509	1163	678	118	0	0	0	0	0	0	0	3629	3850	0	179	205	0	0	0	0	0	0	0	0
Spty2d1	218.293103	0	0	743	508	1309	973	1118	1175	852	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	459	292	0	0	0	214	0	0	0	0	814	1236	113	297	0	0	0	0	82	0	193	0	0
Ifi203	218.068966	0	0	1717	1254	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	1850	1077	616	149	0	0	337	234	0	0	0	1992	2496	0	158	0	0	0	0	245	0	245	0	0
Tgtp1	217.689655	0	0	1090	850	0	121	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	88	105	0	442	84	160	157	0	0	0	1599	808	246	0	0	0	723	234	0	0	0	1329	2112	124	922	380	0	0	0	100	0	306	77	0
Uba7	216.482759	0	0	784	558	121	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	157	0	2074	1526	667	346	0	0	744	345	0	0	0	1282	1946	222	1162	324	0	0	0	129	0	0	0	0
Ifi44	216.327586	0	0	0	0	185	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	2207	1365	879	299	0	0	0	0	0	0	0	1183	2483	303	1628	679	0	0	0	194	116	533	130	0
Unkl	216.241379	0	0	0	0	2132	1957	2114	2092	2010	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Percc1	216.241379	0	0	0	0	2132	1957	2114	2092	2010	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC003965	216.241379	0	0	0	0	2132	1957	2114	2092	2010	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3f3b	215.206897	0	0	0	0	900	329	367	705	477	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	1607	768	449	0	0	0	730	314	0	0	146	2043	2491	0	149	0	0	0	0	0	0	0	0	0
Trim26	212.275862	0	0	691	378	170	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	2159	1284	599	0	0	0	248	0	0	0	0	1695	2362	199	889	1084	0	0	0	75	0	165	0	0
Unc50	210.431034	0	0	0	0	1376	919	976	1170	987	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552	701	217	0	0	0	163	0	0	0	0	1286	1644	0	0	0	0	0	0	0	0	0	0	0
Coa5	210.431034	0	0	0	0	1376	919	976	1170	987	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552	701	217	0	0	0	163	0	0	0	0	1286	1644	0	0	0	0	0	0	0	0	0	0	0
Nol10	210.344828	0	0	0	0	1660	1305	1343	1313	1168	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	388	148	0	0	0	167	80	0	0	0	764	1247	0	107	0	0	0	0	0	0	0	0	0
Slfn5	210.120690	0	0	1073	941	106	0	0	0	0	0	0	0	0	0	156	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	287	1694	963	602	251	0	0	262	149	0	0	127	1623	2365	0	0	306	0	0	0	0	0	301	0	0
Asb13	209.344828	0	0	1065	751	192	0	0	202	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094	1188	673	228	0	0	136	0	0	0	0	2333	2725	0	258	195	0	0	0	0	0	0	0	0
Akr1a1	208.827586	0	0	0	0	196	0	113	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2467	1704	1185	406	0	0	99	0	0	0	0	2317	3120	0	0	345	0	0	0	0	0	0	0	0
Lgals9	206.913793	0	0	595	320	195	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	2086	1448	996	331	0	0	213	0	0	0	0	1790	2682	0	488	200	0	0	0	0	0	0	0	0
Samhd1	206.844828	0	0	747	577	439	283	0	310	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	1734	775	486	130	0	0	592	179	0	0	0	1886	2459	0	292	819	0	0	0	0	0	0	0	0
Mndal	205.517241	0	0	1429	1069	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	61	1865	1119	560	185	0	0	463	162	0	0	0	1925	2192	0	0	131	0	0	0	290	0	260	0	0
Cd274	205.258621	0	0	453	386	334	149	0	185	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	831	433	0	0	0	391	192	0	0	0	2247	2855	104	352	892	0	0	0	0	0	272	0	0
Ccdc86	205.206897	0	0	0	0	644	420	325	528	326	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	1703	1057	496	141	0	0	879	320	0	0	0	1931	2592	0	0	0	0	0	0	0	0	0	0	0
Cutc	204.862069	0	0	572	536	498	229	292	584	272	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	1666	738	394	131	0	0	138	0	0	0	0	1632	2673	0	507	384	0	0	0	0	0	173	0	0
Cox15	204.862069	0	0	572	536	498	229	292	584	272	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	1666	738	394	131	0	0	138	0	0	0	0	1632	2673	0	507	384	0	0	0	0	0	173	0	0
Psmb2	203.568966	0	0	0	0	2033	1511	1763	1850	1853	2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd40	203.362069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2511	1725	924	285	0	0	863	457	0	0	0	2123	2907	0	0	0	0	0	0	0	0	0	0	0
Abhd6	202.862069	328	185	0	0	235	383	339	354	315	304	0	0	0	0	0	0	0	0	0	462	374	474	522	507	415	549	471	470	522	533	623	595	423	0	0	0	0	0	0	0	0	0	0	0	0	464	0	259	202	0	0	0	320	185	284	346	0	323	0
Gch1	202.741379	0	0	164	0	236	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	2160	809	1057	223	0	0	492	159	0	0	0	2814	3260	0	0	0	0	0	0	0	0	0	0	0
Gm4951	200.672414	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	1986	1386	608	238	0	0	220	0	0	0	0	1691	2643	275	1152	297	0	0	0	107	0	329	0	0
