Target_genes	Mycn|Average	SRX821477|Medulloblastoma	SRX821480|Medulloblastoma	SRX2960250|Neuroblastoma	SRX2960253|Neuroblastoma	SRX2960256|Neuroblastoma	SRX8423446|Tumor	SRX8423448|Tumor	SRX8423450|Tumor	SRX8423452|Tumor	SRX8423454|Tumor	SRX14407156|T_cell_lymphoma_cells	STRING
Nsun2	423.363636	0	145	187	247	0	616	849	169	195	2006	243	0
Eif4e2	423.181818	0	80	0	0	0	387	1379	163	185	2365	96	0
Slc7a1	423.000000	0	604	261	118	0	466	1041	233	209	1577	144	0
Kdm3a	422.818182	0	131	0	107	0	619	1136	287	264	1976	131	0
Crls1	422.727273	0	110	0	0	0	307	1408	213	185	2345	82	0
Stt3b	422.636364	0	233	271	204	0	513	1106	235	398	1564	125	0
Mfsd1	422.636364	0	187	549	114	0	455	620	187	200	2337	0	0
Glrx3	422.181818	0	260	162	0	0	506	1195	161	165	2069	126	0
P2rx4	421.909091	0	128	102	123	0	278	965	191	190	2525	139	0
Asmt	421.818182	0	0	625	327	332	679	568	642	583	376	508	0
Plekha1	421.727273	0	225	198	124	0	531	480	289	311	2290	191	0
Mtdh	421.090909	0	264	198	155	0	620	924	200	165	1991	115	0
Dnajc13	421.000000	0	114	276	209	0	775	342	230	285	2265	135	0
Pyurf	420.818182	0	325	0	0	0	532	1605	177	195	1710	85	0
Coil	420.545455	0	279	0	0	0	342	1179	177	168	2387	94	0
Polr3e	420.454545	0	141	277	95	0	400	795	186	181	2371	179	0
Ranbp2	419.272727	0	114	188	0	0	616	629	335	443	2105	182	0
Hint1	419.272727	0	122	0	0	0	466	1316	235	291	2060	122	0
Srsf2	418.727273	0	215	151	163	0	594	1543	211	226	1418	85	0
Mfsd11	418.727273	0	215	151	163	0	594	1543	211	226	1418	85	0
Sae1	418.636364	0	0	509	198	0	432	340	262	228	2537	99	0
Trmt2a	418.454545	0	161	0	0	0	556	1177	322	414	1842	131	0
Ranbp1	418.454545	0	161	0	0	0	556	1177	322	414	1842	131	0
Ccny	417.454545	0	1209	0	0	0	355	693	135	224	1852	124	0
Ttc32	417.181818	0	628	0	0	0	524	1121	293	276	1620	127	0
Triap1	416.909091	0	81	0	0	0	526	931	149	276	2623	0	0
Gatc	416.909091	0	81	0	0	0	526	931	149	276	2623	0	0
Ppib	416.636364	0	385	122	0	0	613	567	242	270	2262	122	0
Lsm12	416.454545	0	0	476	357	104	663	776	206	189	1712	98	0
G6pc3	416.454545	0	0	476	357	104	663	776	206	189	1712	98	0
Mat2a	416.090909	0	580	599	186	0	518	735	224	164	1450	121	0
Hint3	416.090909	0	0	0	0	0	427	1092	213	236	2609	0	0
Dffb	416.000000	0	0	0	0	0	667	1059	270	188	2392	0	0
Cep104	416.000000	0	0	0	0	0	667	1059	270	188	2392	0	0
Tarbp1	415.090909	0	105	178	169	0	463	1109	206	253	2006	77	0
Prdx1	415.000000	0	142	0	0	0	604	1337	231	304	1825	122	0
Atl3	414.909091	0	0	142	0	0	759	682	411	290	2182	98	0
Rpl38	414.545455	0	0	0	157	0	739	1804	135	151	1476	98	0
Slc29a2	413.727273	0	0	0	0	0	313	1009	217	338	2612	62	0
Smarcc1	413.636364	0	414	0	0	0	522	1687	150	161	1483	133	0
Timm9	413.363636	0	196	673	267	0	438	652	168	198	1802	153	0
Rcc1	413.363636	0	180	0	0	0	508	889	277	383	2129	181	0
2700049A03Rik	413.363636	0	196	673	267	0	438	652	168	198	1802	153	0
Unk	413.272727	0	96	131	0	0	480	902	308	379	2114	136	0
Ncbp2	413.181818	0	85	0	0	0	461	852	268	367	2412	100	0
0610012G03Rik	413.181818	0	85	0	0	0	461	852	268	367	2412	100	0
Pole4	412.818182	0	277	0	0	0	442	902	246	371	2132	171	0
Repin1	412.636364	0	232	0	0	0	529	1153	144	266	2215	0	0
Gm5111	412.636364	0	232	0	0	0	529	1153	144	266	2215	0	0
Mapkapk5	412.363636	0	74	0	0	0	548	910	192	378	2311	123	0
Nr1d2	411.909091	0	0	595	273	0	461	834	127	145	1922	174	0
Asap1	411.727273	0	578	0	0	0	399	870	145	208	2247	82	0
Pole3	411.636364	0	87	95	0	0	392	852	421	365	2227	89	0
Mtrr	411.636364	0	0	108	0	0	620	587	273	324	2511	105	0
Fastkd3	411.636364	0	0	108	0	0	620	587	273	324	2511	105	0
Rps15a	411.545455	0	131	131	0	0	618	1836	167	126	1379	139	0
Gna11	411.181818	0	1842	0	0	0	315	474	241	290	1361	0	0
Pank3	411.090909	0	80	0	0	0	454	1384	184	332	2009	79	0
Nepro	411.000000	0	110	0	0	0	542	1086	259	364	2160	0	0
Ilf3	411.000000	0	0	780	280	0	415	994	271	270	1511	0	0
Fnip2	410.727273	0	0	342	263	0	571	810	229	216	1965	122	0
Tsacc	410.545455	0	0	119	117	0	460	906	552	403	1874	85	0
Cct3	410.545455	0	0	119	117	0	460	906	552	403	1874	85	0
Wdr43	410.090909	0	324	191	145	0	539	787	232	214	1999	80	0
Dlgap4	409.909091	0	181	0	0	0	736	850	311	357	2074	0	0
Cep41	409.909091	0	229	0	146	0	637	1177	376	240	1704	0	0
Hsdl1	409.636364	0	0	233	124	0	613	698	240	315	2175	108	0
Hmgb1	409.636364	0	0	127	0	0	567	1742	162	238	1563	107	0
Dnaaf1	409.636364	0	0	233	124	0	613	698	240	315	2175	108	0
Klf11	409.545455	0	203	0	65	0	405	969	331	337	2049	146	0
Rpl17	408.818182	0	223	165	66	0	566	1817	134	208	1194	124	0
Mrps28	408.818182	0	143	0	0	0	365	1119	201	321	2241	107	0
D5Ertd579e	408.636364	0	176	236	124	0	384	1016	210	309	1955	85	0
Zar1l	408.545455	0	215	0	0	0	485	672	202	334	2489	97	0
Rpl34-ps1	408.545455	0	0	0	0	0	417	1453	110	153	2286	75	0
Rpl34	408.545455	0	0	0	0	0	417	1453	110	153	2286	75	0
Brca2	408.545455	0	215	0	0	0	485	672	202	334	2489	97	0
Zdhhc3	408.454545	0	139	126	0	0	528	690	214	326	2398	72	0
Exosc7	408.454545	0	139	126	0	0	528	690	214	326	2398	72	0
Rpl11	408.181818	0	127	135	0	0	666	1804	154	189	1351	64	0
Iws1	408.181818	0	142	0	0	0	610	1276	253	290	1834	85	0
Eif3e	408.181818	0	0	0	0	0	343	1509	184	289	2062	103	0
Wars2	407.727273	0	0	198	278	0	489	724	323	220	2115	138	0
Pgrmc2	407.727273	0	107	364	124	0	607	442	330	321	2033	157	0
Dus3l	407.727273	0	122	371	108	0	408	1058	267	178	1839	134	0
Ccdc88c	406.545455	0	251	0	112	0	832	830	121	158	1962	206	0
Ppat	406.272727	0	177	143	0	0	460	1182	236	309	1807	155	0
Paics	406.272727	0	177	143	0	0	460	1182	236	309	1807	155	0
Prkag2	406.181818	0	778	0	0	0	351	708	211	191	2042	187	0
Brwd1	406.181818	0	337	0	0	0	537	970	170	243	2076	135	0
Cluh	406.090909	0	375	186	77	0	670	587	147	179	2246	0	0
Pdp1	406.000000	0	505	81	0	0	531	767	217	364	1911	90	0
Rpsa	405.363636	0	159	0	0	0	681	1848	228	251	1292	0	0
Cpsf1	405.000000	0	241	0	0	0	337	774	267	224	2522	90	0
Tpt1	404.363636	0	216	73	0	0	448	1166	228	252	1882	183	0
Cad	404.181818	0	228	0	213	0	376	910	240	122	2245	112	0
Rabggtb	403.909091	0	193	200	77	0	487	601	228	192	2390	75	0
2300009A05Rik	403.818182	0	0	133	0	0	482	804	300	189	2436	98	0
Mapk6	403.727273	0	213	88	0	0	735	603	280	246	2149	127	0
Txnl4a	403.454545	0	380	200	0	0	328	970	158	244	2048	110	0
Gm16286	403.454545	0	380	200	0	0	328	970	158	244	2048	110	0
Rps17	403.363636	0	150	0	0	0	700	1892	106	200	1288	101	0
Safb2	403.272727	0	0	149	139	0	583	518	354	455	2122	116	0
Safb	403.272727	0	0	149	139	0	583	518	354	455	2122	116	0
Cdca7l	403.272727	0	171	156	188	0	378	684	232	337	2155	135	0
Gpn3	402.909091	0	0	176	0	0	577	567	366	290	2359	97	0
Fam216a	402.909091	0	0	176	0	0	577	567	366	290	2359	97	0
Pds5b	402.818182	0	298	123	0	0	830	403	284	419	1957	117	0
Prps1l3	402.545455	0	227	0	0	0	395	864	161	223	2434	124	0
Mipol1	402.545455	0	227	0	0	0	395	864	161	223	2434	124	0
Zc3hav1l	402.363636	0	256	190	124	0	320	808	154	301	2273	0	0
Wdr36	402.363636	0	0	0	0	0	448	1256	281	171	2133	137	0
Thada	402.181818	0	0	90	86	0	450	979	229	249	2276	65	0
Rnf7	402.090909	0	0	0	0	0	554	788	203	203	2606	69	0
Naa25	402.000000	0	0	0	0	0	427	1376	218	296	2024	81	0
Cdk11b	402.000000	0	135	0	0	0	428	564	345	509	2379	62	0
Obi1	401.727273	0	240	0	0	0	492	990	143	190	2286	78	0
Gtf2a1	401.545455	0	202	313	155	0	523	876	176	328	1728	116	0
Polr3b	400.727273	0	0	0	95	0	528	1086	126	226	2227	120	0
Parp6	400.727273	0	0	0	0	0	457	470	294	440	2635	112	0
Rps5	400.545455	0	124	206	118	0	465	791	536	387	1686	93	0
Hnrnpr	400.545455	0	306	140	91	0	465	1020	241	277	1702	164	0
Wdr89	400.181818	0	594	361	186	0	362	375	224	202	1973	125	0
N6amt1	400.181818	0	0	0	60	0	528	1184	361	250	1922	97	0
Canx	400.090909	0	772	93	0	0	346	896	241	254	1635	164	0
Mrto4	399.545455	0	119	0	0	0	413	1036	181	237	2409	0	0
Emc1	399.545455	0	119	0	0	0	413	1036	181	237	2409	0	0
Dhx30	399.545455	0	497	0	0	0	423	893	168	255	2064	95	0
Cnih3	399.545455	0	271	286	144	0	162	1094	0	109	2329	0	0
Rnmt	399.454545	0	163	181	219	0	554	659	270	208	2001	139	0
Fam210a	399.454545	0	163	181	219	0	554	659	270	208	2001	139	0
Sfxn1	399.363636	0	0	370	275	0	289	903	162	108	2122	164	0
Anapc15	399.363636	0	0	0	93	0	576	828	402	494	1886	114	0
Msl2	399.090909	0	798	168	105	0	361	974	200	176	1532	76	0
Foxk2	399.000000	122	1844	0	0	0	254	437	208	234	1290	0	0
Hdhd2	398.818182	0	141	0	0	0	375	1134	241	337	2046	113	0
Lrrc58	398.363636	0	0	106	0	0	703	954	225	318	1961	115	0
Irak1bp1	398.272727	0	111	339	105	0	309	667	222	184	2444	0	0
Tmem268	398.000000	0	184	0	0	0	385	1131	170	181	2160	167	0
Mrpl17	397.727273	0	158	103	69	0	345	642	229	206	2543	80	0
Csnk1d	397.545455	0	119	0	0	0	696	1670	147	276	1383	82	0
Sepsecs	397.363636	0	0	0	0	0	367	916	143	219	2726	0	0
Rhot1	397.363636	0	116	0	0	0	424	690	169	205	2767	0	0
Cnbp	397.181818	0	367	0	106	0	478	1363	292	250	1406	107	0
Nup214	397.000000	0	310	0	0	0	462	482	362	361	2332	58	0
Nr1d1	396.818182	0	0	563	319	0	478	383	257	281	1943	141	0
Klf16	396.727273	0	0	319	195	0	642	1144	147	208	1577	132	0
Zfp146	396.636364	0	290	0	134	0	498	1335	190	140	1776	0	0
Sphk2	396.454545	0	137	151	104	0	654	1907	106	144	1006	152	0
Rpl18	396.454545	0	137	151	104	0	654	1907	106	144	1006	152	0
Fam83e	396.454545	0	137	151	104	0	654	1907	106	144	1006	152	0
Wdr5	396.272727	0	0	0	0	0	510	955	222	219	2393	60	0
Gbe1	396.090909	0	0	0	0	0	456	1140	143	289	2201	128	0
Urgcp	396.000000	0	164	0	0	0	376	953	237	268	2282	76	0
Tmem199	395.909091	0	148	0	149	0	751	406	302	289	2216	94	0
Poldip2	395.909091	0	148	0	149	0	751	406	302	289	2216	94	0
Pdcd2	395.909091	0	0	0	0	0	439	918	208	253	2415	122	0
Fxn	395.909091	0	141	0	0	0	445	926	252	238	2244	109	0
Nat10	395.727273	0	0	163	155	0	318	722	251	247	2379	118	0
Pfas	395.363636	0	0	68	0	0	539	780	229	346	2308	79	0
4933430I17Rik	395.090909	0	0	0	0	0	392	852	421	365	2227	89	0
Trpc4ap	394.909091	0	157	0	0	0	577	834	150	276	2214	136	0
Neto2	394.909091	0	0	169	130	0	662	682	153	202	2242	104	0
Gars	394.909091	0	199	0	0	0	588	768	154	259	2274	102	0
Rrnad1	394.818182	0	79	0	0	0	465	1016	301	257	2132	93	0
Isg20l2	394.818182	0	79	0	0	0	465	1016	301	257	2132	93	0
Zdhhc23	394.636364	0	0	102	0	0	727	918	210	225	2159	0	0
Slc35g1	394.272727	0	0	0	0	0	507	828	229	244	2529	0	0
Bnip3	394.272727	0	0	148	0	0	629	644	210	284	2345	77	0
Rpl35a	393.909091	0	0	154	0	0	710	1613	159	203	1363	131	0
Iqcg	393.909091	0	0	154	0	0	710	1613	159	203	1363	131	0
Cherp	393.727273	0	0	135	0	0	486	539	303	410	2458	0	0
Pard6b	393.454545	0	0	186	126	0	646	242	428	573	1895	232	0
3110082I17Rik	393.454545	0	147	0	0	0	379	289	303	422	2652	136	0
Ctbp1	393.363636	0	126	0	0	0	441	1102	271	436	1815	136	0
Cfap298	392.818182	0	0	205	0	0	411	922	234	265	2111	173	0
Faf1	392.545455	0	93	0	0	0	544	656	183	290	2497	55	0
Ddx39a	392.454545	0	0	0	0	0	374	841	230	394	2349	129	0
Cmc1	392.454545	0	0	347	230	0	475	500	289	211	2265	0	0
Rbbp8nl	392.181818	0	0	0	0	0	1020	814	132	203	2145	0	0
Ap2a2	392.181818	0	0	156	0	0	672	286	242	288	2544	126	0
Usp14	392.090909	0	0	0	0	0	406	1021	124	257	2383	122	0
Tef	392.090909	0	326	368	143	0	272	393	205	220	2188	198	0
Nup210	391.909091	0	681	0	0	0	183	557	318	265	2052	255	0
Epc1	391.636364	0	382	133	144	0	354	1209	155	160	1654	117	0
Eno1	391.636364	0	767	0	0	0	433	1070	153	161	1643	81	0
Zfp280d	391.545455	0	387	204	95	0	369	760	125	183	2184	0	0
Tent4b	391.545455	0	0	143	69	0	483	905	399	363	1790	155	0
Tsen2	391.181818	0	184	609	143	0	336	304	215	185	2327	0	0
Capn15	391.181818	0	284	0	144	0	434	909	197	307	1968	60	0
Tsnax	391.090909	0	109	0	134	0	451	697	172	192	2390	157	0
Tsn	391.090909	0	154	0	0	0	481	662	190	222	2593	0	0
Zmynd19	390.454545	0	130	0	0	0	474	1014	194	313	2069	101	0
Kctd3	390.454545	0	0	0	0	0	288	959	135	215	2698	0	0
Vars	390.181818	0	368	119	175	0	392	927	111	161	2039	0	0
D17H6S56E-5	390.181818	0	368	119	175	0	392	927	111	161	2039	0	0
Zfp869	390.090909	0	175	82	0	0	520	1532	125	197	1565	95	0
Dhx33	389.363636	0	143	243	244	0	469	779	199	175	1928	103	0
Atxn3	389.272727	0	150	859	304	0	372	489	204	180	1644	80	0
Fnbp4	388.909091	0	0	0	118	0	538	533	614	469	1851	155	0
Tada2a	388.818182	0	0	136	0	0	508	800	131	325	2294	83	0
Cep68	388.636364	0	1213	0	0	0	327	724	160	183	1565	103	0
Crtc1	388.545455	0	317	0	0	0	490	308	310	179	2597	73	0
Smco4	388.454545	82	462	0	114	0	583	846	162	161	1723	140	0
Pfn4	388.454545	0	750	167	0	0	468	896	133	152	1572	135	0
Dhrs13	388.090909	0	159	109	60	0	473	776	123	171	2174	224	0
Myo5a	387.909091	0	142	0	0	0	422	1153	228	233	1992	97	0
Fbxo33	387.909091	0	0	0	0	0	586	1069	211	265	2011	125	0
Eif4g3	387.818182	0	0	140	0	0	627	1800	80	173	1326	120	0
Ttll11	387.181818	0	0	118	0	0	369	931	220	321	2300	0	0
Cdk7	387.181818	0	0	0	0	0	488	875	307	262	2153	174	0
Nme2	386.909091	0	0	361	182	0	478	1038	188	271	1575	163	0
Smyd5	386.818182	0	241	81	0	0	295	772	0	129	2557	180	0
Eif5	386.818182	97	0	0	0	0	603	1214	260	246	1720	115	0
Atg4c	386.636364	0	92	0	0	0	284	1014	160	193	2510	0	0
Mri1	386.454545	0	0	140	155	0	346	945	200	238	2114	113	0
Alad	386.454545	0	87	95	0	0	392	852	421	177	2227	0	0
Gigyf2	386.363636	0	87	0	0	0	397	1184	188	299	2007	88	0
Zswim7	386.000000	0	162	184	124	0	657	875	170	286	1788	0	0
Ttc19	386.000000	0	162	184	124	0	657	875	170	286	1788	0	0
Gnpat	385.727273	0	0	0	0	0	552	1184	288	371	1785	63	0
Anapc11	385.727273	0	140	0	91	0	438	830	257	425	1980	82	0
Alyref	385.727273	0	140	0	91	0	438	830	257	425	1980	82	0
2810004N23Rik	385.727273	0	0	0	0	0	552	1184	288	371	1785	63	0
Ntsr2	385.454545	0	0	434	273	0	472	623	0	0	2438	0	0
Luc7l	385.272727	0	202	0	0	0	370	1291	189	219	1880	87	0
Snrnp70	384.818182	0	332	160	0	0	254	842	320	349	1897	79	0
Hnrnpf	384.545455	0	310	162	134	0	677	882	219	182	1509	155	0
Cltc	384.272727	0	780	0	0	0	374	581	223	211	1983	75	0
Ccnj	384.272727	0	0	0	0	0	377	984	222	338	2226	80	0
Prpf3	383.909091	0	79	151	113	0	550	422	193	309	2311	95	0
Tarsl2	383.727273	0	96	0	0	0	361	931	184	233	2318	98	0
Rev1	383.727273	0	161	113	0	0	631	681	246	322	1949	118	0
Atp6v1c1	383.454545	0	0	0	0	0	506	390	368	276	2678	0	0
Dynll2	383.363636	0	117	0	0	0	523	782	192	283	2239	81	0
Zfp292	383.181818	0	110	329	276	0	461	738	302	228	1771	0	0
Atp6v0c	383.090909	0	240	656	176	0	317	201	251	262	2111	0	0
Ywhah	382.636364	0	116	0	114	0	387	727	161	315	2218	171	0
Gid4	382.545455	0	128	377	112	0	517	588	226	223	1841	196	0
Gtf2e2	382.454545	0	546	0	0	0	396	636	91	157	2381	0	0
Usp10	382.363636	0	0	0	0	0	407	1245	224	308	1923	99	0
Tsc22d1	382.363636	0	770	0	0	0	526	808	202	229	1519	152	0
Rce1	382.363636	0	78	0	0	0	446	755	225	430	2149	123	0
Ino80	382.272727	0	133	509	316	0	417	824	253	220	1445	88	0
Ube2k	382.181818	0	101	123	0	0	547	665	153	245	2239	131	0
Polr3h	381.636364	0	1019	0	0	0	414	623	122	152	1741	127	0
Tmem70	381.363636	0	0	0	0	0	468	1093	134	176	2256	68	0
Abhd10	380.727273	0	128	108	124	0	474	498	121	182	2553	0	0
Ube2n	380.636364	0	660	0	0	0	385	393	235	226	2148	140	0
Chd1l	380.545455	0	441	0	0	0	275	606	197	315	2275	77	0
Ddx18	380.363636	0	0	0	0	0	361	1225	184	241	2072	101	0
Birc2	380.181818	0	143	0	0	0	489	459	296	217	2368	210	0
Dnajc16	380.090909	0	125	0	0	0	585	565	280	274	2260	92	0
Casp9	380.090909	0	125	0	0	0	585	565	280	274	2260	92	0
Tnpo1	379.363636	0	0	0	0	0	634	937	184	245	1988	185	0
Jmy	379.363636	0	0	146	0	0	445	931	181	256	2083	131	0
Abhd18	379.272727	0	111	152	0	0	603	348	449	486	1915	108	0
Nomo1	379.181818	0	170	0	0	0	349	634	152	189	2578	99	0
Abcc6	379.181818	0	170	0	0	0	349	634	152	189	2578	99	0
Pabpc1	379.090909	0	406	132	0	0	360	952	246	250	1696	128	0
Golim4	378.909091	0	267	295	221	0	507	708	110	166	1795	99	0
Cep63	378.909091	0	187	140	100	0	556	801	254	261	1706	163	0
Anapc13	378.909091	0	187	140	100	0	556	801	254	261	1706	163	0
Ctnnbl1	378.454545	0	0	0	0	0	335	320	306	297	2803	102	0
Ccdc171	378.454545	0	259	243	86	0	344	515	189	349	2056	122	0
Kdm4c	378.272727	0	0	355	95	0	653	387	195	147	2273	56	0
Ercc6	378.000000	0	0	338	248	0	384	572	265	322	1910	119	0
Ap1ar	377.909091	0	0	0	0	0	513	1035	167	290	2064	88	0
Sec61a1	377.454545	0	227	0	0	0	551	563	273	189	2229	120	0
G3bp1	377.454545	0	606	119	0	0	476	710	207	266	1680	88	0
Ddx41	377.454545	0	108	0	0	0	250	291	347	471	2685	0	0
Rpl22	377.363636	0	437	0	0	0	337	1041	181	158	1997	0	0
Puf60	377.272727	0	334	0	0	0	414	887	238	428	1849	0	0
Bend3	377.272727	0	1036	0	0	0	401	1000	137	180	1289	107	0
Snx18	377.181818	0	240	324	163	0	598	569	208	287	1588	172	0
Slc25a33	377.181818	0	119	144	95	0	580	757	241	333	1747	133	0
Fbp2	377.181818	0	0	752	220	0	431	789	0	0	1855	102	0
H2-DMa	377.090909	0	0	294	219	0	590	1337	360	323	926	99	0
Brd2	377.090909	0	0	294	219	0	590	1337	360	323	926	99	0
Sumo3	377.000000	0	276	609	157	0	395	401	210	260	1714	125	0
Otud1	376.727273	0	0	238	176	0	603	474	233	159	2163	98	0
Ptdss2	376.636364	0	125	0	0	0	383	434	230	129	2842	0	0
Plscr3	376.363636	0	0	0	0	0	516	1113	165	161	2072	113	0
Slc39a14	376.272727	0	215	180	134	0	498	744	123	0	2096	149	0
Pom121	376.272727	0	134	0	0	0	412	623	276	354	2244	96	0
Baz1b	376.181818	0	375	0	0	0	437	967	207	237	1915	0	0
Thoc1	375.909091	0	107	0	0	0	431	900	238	171	2288	0	0
Higd1a	375.818182	0	95	0	0	0	431	711	330	405	2073	89	0
Hmgn1	375.727273	0	149	0	0	0	346	1199	156	269	1928	86	0
Usp42	375.545455	0	0	0	0	0	668	454	255	392	2270	92	0
Sbf2	375.545455	0	196	0	0	0	442	1123	200	335	1835	0	0
Lyrm9	375.454545	0	138	169	0	0	282	880	129	138	2310	84	0
Uck2	375.363636	0	217	267	152	0	535	908	167	253	1475	155	0
Cenps	375.090909	0	208	0	0	0	422	432	190	334	2540	0	0
Rpl26	374.818182	0	0	76	0	0	730	1843	123	268	1083	0	0
Ncor2	374.818182	0	232	0	0	0	501	1195	223	414	1461	97	0
Tkt	374.727273	0	128	233	174	0	414	953	166	180	1782	92	0
Nupl2	374.727273	0	0	133	0	0	350	704	212	325	2398	0	0
Uri1	374.454545	0	216	0	0	0	288	1143	216	155	2029	72	0
Xpo7	374.363636	0	260	0	95	0	386	874	226	217	1897	163	0
Nmd3	374.363636	0	103	0	0	0	488	899	318	349	1865	96	0
Ice1	374.272727	0	0	125	0	0	404	992	185	181	2230	0	0
Dimt1	374.181818	0	170	0	0	0	528	947	188	196	2087	0	0
Foxred2	373.909091	0	392	243	168	0	297	377	162	144	2228	102	0
Dnph1	373.909091	0	0	160	170	0	343	629	157	190	2362	102	0
Larp4	373.636364	0	182	119	0	0	390	1266	172	250	1666	65	0
Nupl1	373.272727	0	78	136	0	0	413	477	249	304	2282	167	0
Srr	373.181818	0	154	0	0	0	307	695	162	262	2525	0	0
Smg6	373.181818	0	154	0	0	0	307	695	162	262	2525	0	0
Metap1	372.909091	0	87	152	0	0	512	556	187	151	2313	144	0
Rtcb	372.818182	0	648	0	0	0	208	713	79	164	2289	0	0
Trpm7	372.272727	0	102	111	0	0	525	581	149	221	2266	140	521
Tmem181a	372.181818	0	262	204	225	0	582	545	191	206	1879	0	0
Sac3d1	372.181818	0	99	0	0	0	438	1121	187	202	1952	95	0
Ythdf1	371.818182	0	74	0	0	0	376	997	203	263	2177	0	0
Rmnd5a	371.818182	0	738	0	0	0	611	267	221	269	1843	141	0
Mrpl11	371.818182	0	0	0	0	0	428	935	190	241	2296	0	0
Cc2d1b	371.272727	0	110	287	164	0	594	413	242	239	1951	84	0
Trit1	371.090909	0	129	119	0	0	468	733	154	193	2197	89	0
Tfrc	371.090909	0	170	157	0	0	381	857	196	234	1958	129	0
Tcerg1	371.090909	0	106	0	0	0	359	1403	194	187	1721	112	0
Ddx11	371.090909	0	141	174	0	0	299	458	223	197	2490	100	0
Tent4a	371.000000	0	352	0	0	0	500	937	277	292	1586	137	0
Pdf	371.000000	0	92	0	0	0	437	1120	126	159	2064	83	0
Nfyc	370.818182	0	200	0	0	0	340	1265	131	184	1861	98	0
Fkbp1a	370.818182	0	105	0	0	0	358	913	154	220	2255	74	0
Prpf39	370.727273	0	106	0	0	0	364	918	148	262	2280	0	0
Clns1a	370.636364	0	67	164	242	0	512	759	281	234	1711	107	0
Slc5a5	370.545455	0	277	0	0	0	548	1542	253	220	1236	0	0
Rpl18a	370.545455	0	277	0	0	0	548	1542	253	220	1236	0	0
Ptk2	370.454545	0	117	0	0	0	493	814	217	251	2183	0	0
Btbd8	370.363636	0	89	0	0	0	453	890	176	297	2081	88	0
Gtdc1	370.272727	0	122	133	0	0	518	689	154	160	2209	88	0
Egln1	370.272727	0	0	0	0	0	962	659	226	286	1861	79	0
Anks3	370.272727	0	1472	0	0	0	347	288	154	178	1634	0	0
4930451G09Rik	370.272727	0	1472	0	0	0	347	288	154	178	1634	0	0
Sf3b3	370.181818	0	0	84	0	0	650	1813	100	118	1210	97	0
Cog4	370.181818	0	0	84	0	0	650	1813	100	118	1210	97	0
Zbtb44	370.000000	0	378	0	0	0	259	825	140	249	2148	71	0
Rps6	369.818182	0	150	0	0	0	587	1771	174	194	1115	77	0
Gtf2b	369.818182	0	0	0	0	0	626	366	325	206	2545	0	0
Ppp1r3e	369.636364	0	105	0	0	0	489	1144	174	235	1789	130	0
Tet3	369.545455	0	215	0	197	0	590	1136	111	144	1573	99	0
Elp1	369.545455	0	220	0	0	0	393	860	291	359	1839	103	0
Eif1ad	369.545455	0	0	261	201	0	382	762	243	428	1669	119	0
Banf1	369.545455	0	0	261	201	0	382	762	243	428	1669	119	0
Abitram	369.545455	0	220	0	0	0	393	860	291	359	1839	103	0
Dus4l	369.454545	0	0	0	0	0	302	1018	118	297	2244	85	0
Cog5	369.454545	0	0	0	0	0	302	1018	118	297	2244	85	0
Ccar1	369.454545	0	80	118	118	0	310	520	384	294	2050	190	0
Zfp553	369.272727	0	274	0	0	0	344	894	160	287	1990	113	0
Nhlrc1	369.272727	0	0	0	0	0	535	1004	118	201	2092	112	0
Igsf8	369.181818	0	0	432	243	0	418	892	103	106	1659	208	0
Atg5	369.181818	0	0	0	95	0	626	501	216	201	2422	0	0
Utp25	368.909091	0	162	157	0	0	351	866	150	150	2157	65	0
Prmt7	368.909091	0	246	0	114	0	352	665	189	226	2123	143	0
Pes1	368.909091	0	0	0	0	0	341	968	128	352	2213	56	0
Thumpd1	368.818182	0	0	0	0	0	357	889	170	138	2503	0	0
Tfdp1	368.636364	0	0	219	144	0	443	806	263	289	1751	140	0
Sinhcaf	368.454545	0	159	104	63	0	427	1242	392	308	1261	97	0
Usp16	368.363636	0	0	0	86	0	399	973	148	132	2226	88	0
Ccdc166	368.272727	0	0	93	0	0	417	776	269	202	2145	149	0
Vps26c	367.909091	0	638	0	0	0	509	518	228	235	1814	105	0
Nup50	367.727273	0	0	203	130	0	631	728	158	185	2010	0	0
Zfp523	367.454545	0	103	0	0	0	362	922	196	203	2164	92	0
Morc2a	367.454545	0	164	0	0	0	420	1144	142	171	1877	124	0
Eef2kmt	367.363636	0	170	218	141	0	313	686	216	149	2024	124	0
2610507B11Rik	367.272727	0	600	0	0	0	440	428	182	277	2009	104	0
Vps52	367.181818	0	0	129	0	0	382	1354	89	130	1865	90	0
Rps18	367.181818	0	0	129	0	0	382	1354	89	130	1865	90	0
B3galt4	367.181818	0	0	129	0	0	382	1354	89	130	1865	90	0
Nrf1	367.090909	0	277	0	0	0	405	1156	143	164	1749	144	0
Vcpkmt	367.000000	0	170	0	0	0	561	637	90	180	2285	114	0
Cep295	366.727273	0	0	218	0	0	644	402	386	315	2069	0	0
Smg9	366.636364	0	0	324	114	0	368	337	253	322	2315	0	0
Ifrd2	366.454545	0	219	322	155	0	330	516	234	174	1932	149	0
Slc7a6	366.363636	0	219	146	0	0	396	886	145	290	1818	130	0
Washc4	366.090909	0	542	188	0	0	296	569	148	201	2083	0	0
Utp18	366.090909	0	0	567	161	0	392	609	189	285	1749	75	0
