Target_genes	Nfil3|Average	SRX11995968|Heart	SRX11995969|Heart	SRX11995970|Heart	SRX11995971|Heart	SRX11995972|Heart	SRX11995973|Heart	SRX11995974|Heart	SRX11995975|Heart	SRX11995976|Heart	SRX11995977|Heart	SRX11995978|Heart	SRX10820639|Hematopoietic_progenitors	DRX178623|Liver	DRX178625|Liver	DRX178631|Liver	DRX178633|Liver	SRX655369|Liver	SRX8376387|Liver	SRX8376388|Liver	SRX11972855|RAW_264.7	SRX11972856|RAW_264.7	STRING
Hsd3b3	113.428571	0	0	0	0	0	0	0	0	0	0	0	0	597	276	0	0	993	0	0	314	202	0
Swap70	113.190476	0	0	0	0	0	0	0	0	0	0	0	0	587	300	0	121	823	0	0	307	239	0
Fam181a	113.142857	0	0	0	0	0	0	0	0	0	0	0	0	380	637	0	0	1359	0	0	0	0	0
Spred1	113.047619	0	0	0	0	0	0	0	0	0	0	0	133	171	571	0	164	611	0	0	449	275	0
Slc20a1	112.952381	0	0	0	0	0	0	0	0	0	0	0	672	235	1465	0	0	0	0	0	0	0	0
Osbpl5	112.952381	0	0	0	0	0	0	0	0	0	0	0	120	332	1319	0	133	468	0	0	0	0	0
Cyp7a1	112.857143	0	0	0	0	0	0	0	0	0	0	0	0	498	169	0	0	1703	0	0	0	0	0
Cyp3a11	112.714286	0	0	0	0	0	0	0	0	0	0	0	0	623	258	0	0	1486	0	0	0	0	0
Aldh1a1	112.666667	0	0	0	0	0	0	0	0	0	0	0	0	877	573	0	0	626	0	0	195	95	0
Nat8	111.619048	0	0	0	0	0	0	0	0	0	0	0	0	850	435	0	0	1059	0	0	0	0	0
Plxdc1	111.380952	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	162	134	0	0	1144	760	0
Lrmda	111.380952	0	0	0	0	0	0	0	0	0	0	0	137	270	345	0	0	382	0	0	655	550	0
Wdr27	111.285714	0	0	0	0	0	0	0	0	0	0	0	172	286	1774	0	0	105	0	0	0	0	0
1600012H06Rik	111.285714	0	0	0	0	0	0	0	0	0	0	0	172	286	1774	0	0	105	0	0	0	0	0
Zbtb14	110.809524	0	0	0	0	0	0	0	0	0	0	0	0	271	1489	0	89	152	0	0	239	87	0
Slc39a11	110.571429	0	0	0	0	0	0	0	0	0	0	0	556	166	255	0	291	0	74	0	504	476	0
Atf3	110.571429	0	0	0	0	0	0	0	0	0	0	0	220	296	1110	0	81	520	0	0	95	0	0
Rwdd3	110.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	512	1000	0	0	0	0	0
Sox6	110.047619	0	0	0	0	0	0	0	0	0	0	0	0	665	281	0	347	1018	0	0	0	0	0
Klhl12	109.619048	0	0	0	0	0	0	0	0	0	0	0	524	0	1102	0	0	232	0	0	245	199	0
Tspan31	109.476190	0	0	0	0	0	0	0	0	0	0	0	0	682	729	0	0	888	0	0	0	0	0
Uso1	109.238095	0	0	0	0	0	0	0	0	0	0	0	175	495	1466	0	158	0	0	0	0	0	0
Rbm25	108.619048	0	0	0	0	0	0	0	0	0	0	0	214	302	0	0	119	1012	0	0	362	272	0
Nat8f6	108.285714	0	0	0	0	0	0	0	0	0	0	0	0	641	394	0	0	1019	0	0	103	117	0
Fam53b	108.238095	0	0	0	0	0	0	0	0	0	0	0	0	419	279	0	0	1076	0	0	255	244	0
Fam151b	107.571429	0	0	0	0	0	0	0	0	0	0	0	226	378	1503	0	0	152	0	0	0	0	0
Zfp91	107.190476	0	0	0	0	0	0	0	0	0	0	0	179	115	804	0	198	544	0	0	249	162	0
Lpxn	107.190476	0	0	0	0	0	0	0	0	0	0	0	179	115	804	0	198	544	0	0	249	162	0
Igf2	106.619048	0	0	0	0	0	0	0	0	0	0	0	0	631	139	0	0	1469	0	0	0	0	0
Yaf2	106.476190	0	0	0	0	0	0	0	0	0	0	0	265	0	537	0	90	0	0	0	956	388	0
Zbtb21	106.380952	0	0	0	0	0	0	0	0	0	0	0	188	450	811	0	90	695	0	0	0	0	0
Nat8f5	106.190476	0	0	0	0	0	0	0	0	0	0	0	0	606	464	0	0	1160	0	0	0	0	0
Arhgap26	105.857143	0	0	0	0	0	0	0	0	0	0	0	337	404	1348	0	134	0	0	0	0	0	0
Dnajb12	105.809524	0	0	0	0	0	0	0	0	0	0	0	621	115	624	0	0	386	0	0	314	162	0
Abcf3	105.809524	0	0	0	0	0	0	0	0	0	0	0	0	372	1628	0	117	105	0	0	0	0	0
Piezo1	105.761905	0	0	0	0	0	0	0	0	0	0	0	0	262	1196	0	763	0	0	0	0	0	0
Exd1	105.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	900	332	0	0	0	0	0
Chp1	105.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	900	332	0	0	0	0	0
Wnt5b	105.000000	0	0	0	0	0	0	0	0	0	0	0	0	180	369	0	164	1346	0	0	146	0	0
Crebzf	104.761905	0	0	0	0	0	0	0	0	0	0	0	410	340	306	217	121	359	191	0	256	0	0
Rab11fip2	104.333333	0	0	0	0	0	0	0	0	0	0	0	0	540	194	0	0	1306	0	0	151	0	0
Slc35f5	104.000000	0	0	0	0	0	0	0	0	0	0	0	404	166	1062	0	0	332	0	0	220	0	0
Trpc4ap	103.857143	0	0	0	0	0	0	0	0	0	0	0	0	264	571	0	493	683	0	0	170	0	0
Gstt1	103.857143	0	0	0	0	0	0	0	0	0	0	0	332	459	395	0	70	805	0	0	120	0	0
Dtx4	103.476190	0	0	0	0	0	0	0	0	0	0	0	293	560	1050	0	154	116	0	0	0	0	0
Cpped1	103.190476	0	0	0	0	0	0	0	0	0	0	0	0	289	865	0	113	780	0	0	120	0	0
Mmaa	102.809524	0	0	0	0	0	0	0	0	0	0	0	339	0	1469	0	0	0	0	0	213	138	0
Plk3	102.761905	0	0	0	0	0	0	0	0	0	0	0	475	120	699	0	0	864	0	0	0	0	0
Ilvbl	102.666667	0	0	0	0	0	0	0	0	0	0	0	325	317	1355	0	0	159	0	0	0	0	0
Snrk	102.571429	0	0	0	0	0	0	0	0	0	0	0	0	89	124	0	0	1515	0	0	260	166	0
Brap	102.523810	0	0	0	0	0	0	0	0	0	0	0	225	264	127	0	0	1166	0	0	173	198	0
Acad10	102.523810	0	0	0	0	0	0	0	0	0	0	0	225	264	127	0	0	1166	0	0	173	198	0
Tmem63a	102.428571	0	0	0	0	0	0	0	0	0	0	0	136	254	1397	0	0	254	0	0	110	0	0
Copg1	102.428571	0	0	0	0	0	0	0	0	0	0	0	0	619	305	0	193	1034	0	0	0	0	0
Fktn	102.380952	0	0	0	0	0	0	0	0	0	0	0	171	0	1524	0	90	258	0	0	107	0	0
Adam2	102.047619	0	0	0	0	0	0	0	0	0	0	0	0	314	187	0	138	1504	0	0	0	0	0
Ric8a	101.952381	0	0	0	0	0	0	0	0	0	0	0	0	192	637	0	0	1312	0	0	0	0	0
Bet1l	101.952381	0	0	0	0	0	0	0	0	0	0	0	0	192	637	0	0	1312	0	0	0	0	0
Tal2	101.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	113	0	0	0	1160	497	0
Lims1	101.809524	0	0	0	0	0	0	0	0	0	0	0	361	466	1311	0	0	0	0	0	0	0	0
Thrsp	101.714286	0	0	0	0	0	0	0	0	0	0	0	0	155	617	0	0	1238	0	0	126	0	0
H2az2	101.714286	0	0	0	0	0	0	0	0	0	0	0	496	0	627	0	0	0	0	0	536	477	0
Dhx33	101.619048	0	0	0	155	0	0	0	0	0	0	0	704	0	307	0	0	401	0	0	307	260	0
Flvcr1	101.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	105	0	0	0	1000	807	0
Aoc1	101.333333	0	0	0	0	0	0	0	0	0	0	0	0	294	379	0	0	1455	0	0	0	0	0
BC049762	101.190476	0	0	0	0	0	0	0	0	0	0	0	0	287	1535	0	82	221	0	0	0	0	0
Crym	101.000000	0	0	0	0	0	0	0	0	0	0	0	0	250	1360	0	511	0	0	0	0	0	0
Abca14	101.000000	0	0	0	0	0	0	0	0	0	0	0	0	250	1360	0	511	0	0	0	0	0	0
Saa3	100.523810	0	0	0	0	0	0	0	0	0	0	0	0	86	637	0	330	1058	0	0	0	0	0
Wwtr1	100.285714	0	0	0	0	0	0	0	0	0	0	0	0	316	1406	0	77	182	0	0	125	0	0
Ankrd11	100.238095	0	0	0	0	0	0	0	0	0	0	0	555	0	810	0	169	571	0	0	0	0	0
Smarca2	100.142857	0	0	0	0	0	0	0	0	0	0	0	0	152	312	0	0	792	0	0	510	337	0
Lzts3	100.142857	0	0	0	0	0	0	0	0	0	0	0	0	453	1258	0	0	0	0	0	161	231	0
Amigo3	99.666667	0	0	0	0	0	0	0	0	0	0	0	609	0	1142	0	0	342	0	0	0	0	0
Rsph9	99.142857	0	0	0	0	0	0	0	0	0	0	0	245	0	134	0	81	175	0	0	714	733	0
Palld	98.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	0	473	429	0	0	0	0	0
Yars	98.761905	0	0	0	0	0	0	0	0	0	0	0	953	0	800	0	174	147	0	0	0	0	0
S100pbp	98.761905	0	0	0	0	0	0	0	0	0	0	0	953	0	800	0	174	147	0	0	0	0	0
Krt18	98.380952	0	0	0	0	0	0	0	0	0	0	0	0	104	1234	0	0	728	0	0	0	0	0
Zfp36l1	97.857143	0	0	0	0	0	0	0	0	0	0	0	374	0	680	0	181	820	0	0	0	0	0
Ier2	97.857143	0	0	0	0	0	0	0	0	0	0	0	372	145	1033	0	105	400	0	0	0	0	0
Nrep	97.666667	0	0	0	377	0	0	0	0	0	0	166	0	735	355	0	102	316	0	0	0	0	0
Vasp	97.190476	0	0	0	0	0	0	0	0	0	0	0	201	0	1198	0	0	320	0	0	147	175	0
Chmp4c	96.952381	0	0	0	172	0	0	0	0	0	0	147	0	188	181	0	0	248	0	0	633	467	0
Ints8	96.857143	0	0	0	141	0	0	0	0	0	0	0	0	428	212	0	0	457	0	0	387	409	0
Cars	96.857143	0	0	0	0	0	0	0	0	0	0	0	406	271	1249	0	108	0	0	0	0	0	0
Qtrt2	96.761905	0	0	0	0	0	0	0	0	0	0	0	757	177	515	0	182	401	0	0	0	0	0
Ccdc191	96.761905	0	0	0	0	0	0	0	0	0	0	0	757	177	515	0	182	401	0	0	0	0	0
Cnot8	96.666667	0	0	0	0	0	0	0	0	0	0	0	196	823	395	0	117	499	0	0	0	0	0
Tjp2	96.523810	0	0	0	0	0	0	0	0	0	0	0	111	0	505	0	961	284	0	0	166	0	0
Eif1	96.095238	0	0	0	0	0	0	0	0	0	0	0	486	242	756	0	0	204	0	0	218	112	0
Ciart	96.095238	0	0	0	0	0	0	0	0	0	0	0	77	264	825	0	0	0	0	0	519	333	0
Wdr82	96.000000	0	0	0	148	0	0	0	0	0	0	120	0	402	0	0	0	257	0	0	617	472	0
Epb41	95.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	202	921	0	0	255	120	0
Acp2	95.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	147	0	0	979	780	0
Ireb2	95.571429	0	0	0	0	0	0	0	0	0	0	0	0	488	175	0	155	1189	0	0	0	0	0
Sf3b2	95.523810	0	0	0	0	0	0	0	0	0	0	0	686	0	856	0	188	159	0	0	117	0	0
Gal3st3	95.523810	0	0	0	0	0	0	0	0	0	0	0	686	0	856	0	188	159	0	0	117	0	0
Ushbp1	95.333333	0	0	0	0	0	0	0	0	0	0	0	171	264	420	0	0	388	0	0	378	381	0
Rnase10	95.333333	0	0	0	0	0	0	0	0	0	0	0	0	416	265	0	0	1321	0	0	0	0	0
Babam1	95.333333	0	0	0	0	0	0	0	0	0	0	0	171	264	420	0	0	388	0	0	378	381	0
Ralgapb	95.238095	0	0	0	0	0	0	0	0	0	0	0	332	0	807	0	211	0	0	0	387	263	0
Prps1l1	95.190476	0	0	0	0	0	0	0	0	0	0	0	0	697	357	0	0	945	0	0	0	0	0
Pcbp1	94.952381	0	0	0	0	0	0	0	0	0	0	0	247	189	1040	0	0	244	0	0	141	133	0
Rax	94.761905	0	0	0	0	0	0	0	0	0	0	0	0	352	1154	0	484	0	0	0	0	0	0
Ep300	94.428571	0	0	0	0	0	0	0	0	0	0	0	439	136	600	0	0	0	0	0	519	289	0
Mxi1	94.095238	0	0	0	0	0	0	0	0	0	0	0	146	183	842	0	99	160	0	0	335	211	0
Got1	93.857143	0	0	0	0	0	0	0	0	0	0	0	622	0	792	0	80	477	0	0	0	0	0
Qsox1	93.714286	0	0	0	0	0	0	0	0	0	0	0	0	525	355	0	105	983	0	0	0	0	0
Gramd1b	93.714286	0	0	0	0	0	0	0	0	0	0	0	453	0	135	0	82	0	0	0	758	540	0
Kansl1	93.476190	0	0	0	114	0	0	0	0	0	0	0	255	402	193	0	146	346	0	0	294	213	0
Sardh	93.380952	0	0	0	0	0	0	0	0	0	0	0	0	282	407	0	0	1272	0	0	0	0	0
Nadk	93.190476	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	606	0	0	624	530	0
Zcwpw2	93.047619	0	0	0	0	0	0	0	0	0	0	0	0	267	1067	0	620	0	0	0	0	0	0
Azi2	93.047619	0	0	0	0	0	0	0	0	0	0	0	0	267	1067	0	620	0	0	0	0	0	0
Zfp821	92.952381	0	0	0	0	0	0	0	0	0	0	0	376	193	889	0	206	288	0	0	0	0	0
Trim2	92.952381	0	0	0	0	0	0	0	0	0	0	0	0	197	284	0	91	1380	0	0	0	0	0
Ist1	92.952381	0	0	0	0	0	0	0	0	0	0	0	376	193	889	0	206	288	0	0	0	0	0
Tpd52l2	92.904762	0	0	0	0	0	0	0	0	0	0	0	654	0	765	0	0	161	0	0	194	177	0
Abhd16b	92.904762	0	0	0	0	0	0	0	0	0	0	0	654	0	765	0	0	161	0	0	194	177	0
Slc6a9	92.714286	0	0	0	0	0	0	0	0	0	0	0	148	204	1360	0	0	235	0	0	0	0	0
Ehhadh	92.714286	0	0	0	0	0	0	0	0	0	0	0	0	331	176	0	0	1114	0	0	140	186	0
Dlg2	92.333333	0	0	0	0	0	0	0	0	0	0	0	0	534	284	0	106	1015	0	0	0	0	0
Irak2	92.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	534	124	0	0	235	219	0
Jdp2	92.095238	0	0	0	0	0	0	0	0	0	0	0	214	0	609	0	0	0	0	0	701	410	0
Tlcd2	92.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	1300	0	122	511	0	0	0	0	0
Opa1	91.285714	0	0	0	0	0	0	0	0	0	0	0	0	178	1351	0	90	298	0	0	0	0	0
Ndufa4l2	91.238095	0	0	0	0	0	0	0	0	0	0	0	0	175	990	0	677	74	0	0	0	0	0
Kng2	91.238095	0	0	0	0	0	0	0	0	0	0	0	0	702	253	0	0	777	0	0	184	0	0
Dpp9	91.190476	0	0	0	0	0	0	0	0	0	0	0	320	186	0	0	0	815	0	0	373	221	0
Mettl7a1	91.142857	0	0	0	0	0	0	0	0	0	0	0	170	156	149	0	0	801	0	0	430	208	0
Clec7a	91.142857	0	0	0	0	0	0	0	0	0	0	0	0	366	168	0	0	699	0	0	353	328	0
Selenot	91.095238	0	0	0	129	0	0	0	0	0	0	0	0	663	342	0	0	529	0	0	250	0	0
Trim59	91.047619	0	0	0	0	0	0	0	0	0	0	0	230	242	1440	0	0	0	0	0	0	0	0
Pcyt1a	91.000000	0	0	0	0	0	0	0	0	0	0	0	335	254	179	0	157	577	0	0	247	162	0
Man2b2	90.952381	0	0	0	0	0	0	0	0	0	0	0	0	186	969	0	755	0	0	0	0	0	0
Pon1	90.714286	0	0	0	0	0	0	0	0	0	0	0	0	316	153	0	104	1332	0	0	0	0	0
Pabpn1	90.428571	0	0	0	0	0	0	0	0	0	0	0	526	365	1008	0	0	0	0	0	0	0	0
Rbp4	90.190476	0	0	0	0	0	0	0	0	0	0	0	0	270	1001	165	0	458	0	0	0	0	0
Zfand4	90.000000	0	0	0	0	0	0	0	0	0	0	0	0	374	202	0	0	1314	0	0	0	0	0
Gpt2	90.000000	0	0	0	0	0	0	0	0	0	0	0	0	410	263	0	74	1143	0	0	0	0	0
Ap5s1	89.857143	0	0	0	0	0	0	0	0	0	0	0	366	0	768	0	313	440	0	0	0	0	0
Olfr1036	89.619048	0	0	0	0	0	0	0	0	0	0	0	0	335	199	0	0	1348	0	0	0	0	0
Specc1	89.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	0	714	128	0	0	0	0	0
Abca8b	89.380952	0	0	0	0	0	0	0	0	0	0	0	0	313	226	0	0	1032	0	0	143	163	0
Serinc3	89.190476	0	0	0	0	0	0	0	0	0	0	0	127	0	640	0	195	0	0	0	530	381	0
BC005537	89.142857	0	0	0	0	0	0	0	0	0	0	0	184	215	170	0	0	1124	0	0	179	0	0
Wdr36	89.095238	0	0	0	0	0	0	0	0	0	0	0	178	223	600	0	164	276	0	0	195	235	0
Xrcc1	89.000000	0	0	0	0	0	0	0	0	0	0	0	0	427	305	0	0	1137	0	0	0	0	0
Slc25a25	88.904762	0	0	0	0	0	0	0	0	0	0	0	0	264	176	0	0	870	0	0	322	235	0
Snx27	88.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	780	0
Rap2a	88.809524	0	0	0	0	0	0	0	0	0	0	0	447	228	879	0	165	0	0	0	146	0	0
Chd9	88.761905	0	0	0	0	0	0	0	0	0	0	0	0	200	835	0	432	397	0	0	0	0	0
Xrcc6	88.666667	0	0	0	0	0	0	0	0	0	0	0	329	242	1139	0	152	0	0	0	0	0	0
Desi1	88.666667	0	0	0	0	0	0	0	0	0	0	0	329	242	1139	0	152	0	0	0	0	0	0
Cyp2b10	88.238095	0	0	0	0	0	0	0	0	0	0	0	0	293	315	0	242	893	0	0	110	0	0
Akr1d1	88.047619	0	0	0	0	0	0	0	0	0	0	0	0	385	365	0	0	1099	0	0	0	0	0
Bhlhe40	88.000000	0	0	0	0	0	0	0	0	0	0	0	623	0	471	0	237	332	0	0	185	0	0
Echs1	87.857143	0	0	0	0	0	0	0	0	0	0	0	380	0	1025	0	0	440	0	0	0	0	0
Tfam	87.666667	0	0	0	0	0	0	0	0	0	0	0	0	637	529	0	83	592	0	0	0	0	0
Clk4	87.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	82	221	0	0	0	0	0
Taco1	87.476190	0	0	0	0	0	0	0	0	0	0	0	459	0	1017	0	203	158	0	0	0	0	0
Igfbp5	87.333333	0	0	0	318	0	106	0	0	0	0	0	0	230	332	0	0	395	0	0	223	230	0
Cacul1	87.333333	0	0	0	0	0	0	0	0	0	0	0	124	0	1109	0	0	601	0	0	0	0	0
Lipc	87.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	1016	0	0	227	227	0
Josd1	87.190476	0	0	0	0	0	0	0	0	0	0	0	0	274	173	0	0	549	0	0	440	395	0
Cdc14b	87.190476	0	0	0	0	0	0	0	255	0	174	313	0	0	525	0	446	118	0	0	0	0	0
Gna14	87.142857	0	0	0	0	0	0	0	0	0	0	0	140	179	1011	0	308	192	0	0	0	0	0
Ube2cbp	87.095238	0	0	0	0	0	0	0	0	0	0	0	0	242	1003	0	584	0	0	0	0	0	0
Slx1b	87.095238	0	0	0	0	0	0	0	0	0	0	0	0	192	968	0	465	204	0	0	0	0	0
Sema4b	87.095238	0	0	0	0	0	0	0	0	0	0	0	0	481	219	0	0	1129	0	0	0	0	0
Dop1a	87.095238	0	0	0	0	0	0	0	0	0	0	0	0	242	1003	0	584	0	0	0	0	0	0
Bola2	87.095238	0	0	0	0	0	0	0	0	0	0	0	0	192	968	0	465	204	0	0	0	0	0
P2ry1	87.000000	0	0	0	0	0	0	0	0	0	0	0	0	349	1196	0	174	108	0	0	0	0	0
Med4	86.904762	0	0	0	0	0	0	0	0	0	0	0	0	117	714	0	994	0	0	0	0	0	0
Acsl5	86.904762	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	1155	0	0	153	139	0
Cyp26a1	86.380952	0	0	0	0	0	0	0	0	0	0	0	0	277	356	0	0	1181	0	0	0	0	0
Zmynd8	86.142857	0	0	0	0	0	0	0	0	0	0	0	0	176	312	0	99	658	0	0	339	225	0
Crybg1	86.095238	0	0	0	0	0	0	0	0	0	0	0	0	229	913	0	491	175	0	0	0	0	0
Tor1a	86.047619	0	0	0	0	0	0	0	0	0	0	0	0	375	123	0	0	1309	0	0	0	0	0
Ppargc1b	85.904762	0	0	0	0	0	0	0	0	0	0	0	338	252	1009	0	96	0	0	0	109	0	0
Oat	85.714286	0	0	0	0	0	0	0	0	0	0	0	0	855	515	0	90	340	0	0	0	0	0
Ifi30	85.619048	0	0	0	0	0	0	0	0	0	0	0	0	233	1043	0	522	0	0	0	0	0	0
Bsdc1	85.523810	0	0	0	0	0	0	0	0	0	0	0	303	143	1350	0	0	0	0	0	0	0	0
Lpin2	85.190476	0	0	0	0	0	0	0	0	0	0	0	0	165	175	0	113	1256	0	0	80	0	0
Exoc3l4	85.095238	0	0	0	0	0	0	0	0	0	0	0	0	162	1170	0	455	0	0	0	0	0	0
Car1	85.000000	0	0	0	0	0	0	0	0	0	0	0	0	495	286	0	0	1004	0	0	0	0	0
Crls1	84.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	482	715	0	0	0	0	0
Maco1	84.714286	0	0	0	0	0	0	0	0	0	0	0	404	0	416	0	0	0	0	0	594	365	0
Trak1	84.666667	0	0	0	0	0	0	0	0	0	0	0	0	319	693	0	0	766	0	0	0	0	0
Ankar	84.571429	0	0	0	0	0	0	0	0	0	0	0	0	221	178	260	192	156	205	229	161	174	0
Riok2	84.523810	0	0	0	0	0	0	0	0	0	0	0	92	374	233	0	0	914	0	0	162	0	0
Atp5g2	84.238095	0	0	0	0	0	0	0	0	0	0	0	0	112	1032	0	625	0	0	0	0	0	0
Nop14	84.190476	0	0	0	0	0	0	0	0	0	0	0	0	122	1021	0	485	140	0	0	0	0	0
Grk4	84.190476	0	0	0	0	0	0	0	0	0	0	0	0	122	1021	0	485	140	0	0	0	0	0
Adcy10	84.142857	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	1512	0	0	0	0	0
Ypel2	84.047619	0	0	0	204	0	133	0	0	0	0	174	0	128	106	0	77	222	0	0	417	304	0
Ptch2	84.000000	0	0	0	0	0	0	0	0	0	0	0	0	255	148	0	0	1361	0	0	0	0	0
Plin1	83.952381	0	0	0	0	0	0	0	0	0	0	0	0	177	465	0	163	958	0	0	0	0	0
Clu	83.619048	0	0	0	0	0	0	0	0	0	0	0	0	277	503	0	234	742	0	0	0	0	0
Nphs1	83.571429	0	0	0	0	0	0	0	0	0	0	0	0	634	340	0	0	781	0	0	0	0	0
Il1r1	83.571429	0	0	0	0	0	0	0	0	0	0	0	0	482	325	0	0	948	0	0	0	0	0
Spty2d1	83.523810	0	0	0	0	0	0	0	0	0	0	0	564	179	525	0	273	213	0	0	0	0	0
Xrn2	83.476190	0	0	0	0	0	0	0	0	0	0	0	361	0	768	0	0	158	0	0	242	224	0
Gmppb	83.380952	0	0	0	0	0	0	0	0	0	0	0	609	0	1142	0	0	0	0	0	0	0	0
Cyp2d26	83.380952	0	0	0	0	0	0	0	0	0	0	0	0	401	161	0	0	1189	0	0	0	0	0
Scap	83.190476	0	0	0	0	0	0	0	0	0	0	0	478	0	941	0	328	0	0	0	0	0	0
Desi2	83.142857	0	0	0	0	0	0	0	0	0	0	0	0	205	177	0	105	953	0	0	118	188	0
Endov	83.000000	0	0	0	0	0	0	0	0	0	0	0	0	218	1108	0	417	0	0	0	0	0	0
Mesd	82.904762	0	0	0	0	0	0	0	0	0	0	0	340	0	674	0	105	0	0	0	331	291	0
Timm21	82.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	572	123	0	0	0	0	0
Fbxo15	82.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	572	123	0	0	0	0	0
N4bp2l1	82.761905	0	0	0	0	0	0	0	0	0	0	0	0	208	1025	0	0	505	0	0	0	0	0
Lif	82.714286	0	0	0	0	0	0	0	0	0	0	0	219	0	279	0	334	0	0	0	468	437	0
Prkx	82.523810	0	0	0	0	0	0	0	0	0	0	0	283	153	1297	0	0	0	0	0	0	0	0
Phip	82.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	765	616	0
Prmt3	82.285714	0	0	0	0	0	0	0	0	0	0	0	463	0	769	0	496	0	0	0	0	0	0
9230019H11Rik	82.142857	0	286	147	0	0	143	0	150	0	0	0	130	225	221	0	160	263	0	0	0	0	0
Vnn3	82.047619	0	0	0	0	0	0	0	0	0	0	0	0	259	115	0	0	1349	0	0	0	0	0
Man1b1	82.047619	0	0	0	0	0	0	0	0	0	0	0	513	0	837	0	123	250	0	0	0	0	0
Ptpmt1	82.000000	0	0	0	0	0	0	0	0	0	0	0	0	432	425	0	0	865	0	0	0	0	0
Mal2	81.952381	0	0	0	0	0	0	0	0	0	0	0	0	186	144	0	90	1301	0	0	0	0	0
Rictor	81.809524	0	0	0	0	0	0	0	0	0	0	0	0	231	1048	0	121	318	0	0	0	0	0
Hspa5	81.809524	0	0	0	0	0	0	0	0	0	0	0	297	148	492	0	306	475	0	0	0	0	0
Fam53c	81.809524	0	0	0	0	0	0	0	0	0	0	0	543	230	442	0	96	89	0	0	221	97	0
Rrnad1	81.761905	0	0	0	0	0	0	0	0	0	0	0	216	624	401	0	0	476	0	0	0	0	0
Isg20l2	81.761905	0	0	0	0	0	0	0	0	0	0	0	216	624	401	0	0	476	0	0	0	0	0
Trib1	81.714286	0	0	0	0	0	0	0	0	0	0	0	210	383	414	0	0	709	0	0	0	0	0
Cwf19l2	81.714286	0	0	0	173	0	0	0	0	0	0	0	0	179	156	0	155	271	0	0	459	323	0
Ormdl3	81.666667	0	0	0	0	0	0	0	0	0	0	0	133	0	463	0	0	657	0	0	260	202	0
Ccdc110	81.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	568	0	0	0	249	236	0
Upf1	81.380952	0	0	0	0	0	0	0	0	0	0	0	0	300	335	0	0	590	0	0	259	225	0
Hat1	81.333333	0	0	0	0	0	0	0	0	0	0	0	202	0	304	0	0	0	0	0	731	471	0
Fdxacb1	81.285714	0	0	0	0	0	0	0	0	0	0	0	158	0	893	0	433	223	0	0	0	0	0
1110032A03Rik	81.285714	0	0	0	0	0	0	0	0	0	0	0	158	0	893	0	433	223	0	0	0	0	0
Mterf1a	81.238095	0	0	0	0	0	0	0	0	0	0	0	0	160	1030	0	516	0	0	0	0	0	0
Cxcl2	81.142857	0	0	0	0	0	0	0	0	0	0	0	0	386	185	0	113	722	0	0	158	140	0
Ccdc166	81.142857	0	0	0	0	0	0	0	0	0	0	0	135	0	1026	0	201	342	0	0	0	0	0
Prcp	81.047619	0	0	0	0	0	0	0	0	0	0	0	393	97	838	0	288	0	0	0	86	0	0
Ddias	81.047619	0	0	0	0	0	0	0	0	0	0	0	393	97	838	0	288	0	0	0	86	0	0
Sde2	81.000000	0	0	0	0	0	0	0	0	0	0	0	153	0	327	0	155	96	0	0	611	359	0
Nedd4	80.857143	0	0	0	0	0	0	0	0	0	0	0	182	252	940	0	117	207	0	0	0	0	0
Nat8f3	80.761905	0	0	0	0	0	0	0	0	0	0	0	0	315	331	0	0	902	0	0	148	0	0
Aplp2	80.714286	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	1201	0	0	115	0	0
Man1a	80.666667	0	0	0	0	0	0	0	0	0	0	0	0	354	271	0	0	1069	0	0	0	0	0
Plcg1	80.333333	0	0	0	0	0	0	0	0	0	0	0	183	237	205	0	95	967	0	0	0	0	0
Mrps33	80.285714	0	0	0	0	0	0	0	0	0	0	0	130	0	1030	0	526	0	0	0	0	0	0
