Target_genes	Ar|Average	SRX286404|Epididymis	SRX286405|Epididymis	SRX286406|Epididymis	SRX358239|Epididymis	SRX358240|Epididymis	SRX358241|Epididymis	SRX358242|Epididymis	SRX4867863|Epididymis	SRX4867864|Epididymis	SRX4867865|Epididymis	SRX4867866|Epididymis	SRX286394|Kidney	SRX286395|Kidney	SRX286396|Kidney	SRX283734|Prostate	SRX283739|Prostate	SRX283744|Prostate	SRX283749|Prostate	SRX286380|Prostate	SRX286381|Prostate	SRX286382|Prostate	SRX286383|Prostate	SRX286384|Prostate	SRX286385|Prostate	SRX385391|Prostate	SRX385392|Prostate	SRX6745004|Prostate	SRX6745006|Prostate	SRX6745008|Prostate	SRX9681476|Prostate	SRX9681477|Prostate	SRX9681478|Prostate	SRX9681479|Prostate	SRX5576958|Prostate_organoids	SRX5576959|Prostate_organoids	SRX5576963|Prostate_organoids	SRX5576964|Prostate_organoids	SRX5576968|Prostate_organoids	SRX5576969|Prostate_organoids	SRX5576973|Prostate_organoids	SRX5576974|Prostate_organoids	SRX7713835|Prostate_organoids	SRX7713836|Prostate_organoids	SRX7713837|Prostate_organoids	SRX7713838|Prostate_organoids	SRX9067281|Prostate_organoids	SRX9067282|Prostate_organoids	SRX9067283|Prostate_organoids	SRX9067284|Prostate_organoids	SRX9067285|Prostate_organoids	SRX9067286|Prostate_organoids	SRX9067287|Prostate_organoids	SRX9067288|Prostate_organoids	SRX9067289|Prostate_organoids	SRX9101606|Prostate_stem_cell_line	SRX6745010|Prostate_tumor	SRX6745012|Prostate_tumor	SRX6745014|Prostate_tumor	SRX739215|Prostate_tumor	SRX739216|Prostate_tumor	SRX9863165|Prostatic_intraepithelial_neoplasia	SRX739214|Prostatic_Neoplasms	SRX739217|Prostatic_Neoplasms	SRX9820280|Skeletal_muscle	SRX4373906|Sperm	SRX4373907|Sperm	SRX20593358|Thymocytes	SRX20593359|Thymocytes	STRING
Defb10	253.117647	0	1021	933	116	320	117	0	984	676	1164	1549	0	0	0	1379	317	0	0	0	0	331	378	207	311	402	356	355	365	0	672	509	507	640	0	0	0	0	0	0	0	0	1225	575	824	620	0	0	0	0	0	0	0	0	0	0	169	0	190	0	0	0	0	0	0	0	0	0	0	0
Ttpal	252.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	697	70	0	0	0	282	203	102	104	1047	1801	0	253	133	531	580	792	932	221	624	0	0	0	0	0	0	225	256	827	1069	0	0	107	418	791	1317	658	913	1335	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0
Cp	251.764706	0	1234	1032	609	768	162	0	1061	1063	1129	2184	0	711	700	743	166	0	0	0	0	314	296	119	133	115	0	0	0	0	0	0	187	204	0	0	0	0	0	0	0	0	238	0	137	188	324	428	0	179	260	552	436	819	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5a	251.573529	0	158	0	0	0	0	0	0	0	0	0	0	0	0	1728	1566	365	302	0	0	612	879	373	333	1142	1263	447	318	0	1194	1116	1269	1786	0	0	0	0	0	0	0	0	0	0	289	313	0	0	0	0	0	267	146	438	274	0	0	0	0	0	175	0	354	0	0	0	0	0	0	0
Tex10	251.102941	0	254	0	0	0	0	0	142	0	0	431	0	0	0	662	268	0	0	0	0	155	257	0	0	267	0	0	0	0	340	257	441	566	0	165	0	0	0	0	0	0	1099	626	1515	1673	292	333	0	452	476	1802	1052	1550	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1qtnf6	251.073529	0	412	416	125	0	165	0	475	406	773	1333	0	360	509	610	505	0	99	0	0	258	329	188	178	424	912	255	327	0	418	466	872	1119	0	201	0	0	0	0	0	0	376	290	1211	1225	0	0	0	0	155	729	139	216	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggnbp1	250.279412	0	1578	1624	960	1186	1404	921	785	804	1231	2279	0	116	156	873	332	0	0	0	0	162	209	122	0	282	667	0	0	0	336	0	225	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem202	248.632353	222	1569	1516	774	787	838	399	747	689	1244	2228	0	0	0	254	110	0	0	0	0	0	0	0	0	0	404	0	0	0	159	0	473	496	0	0	0	0	0	0	0	0	1189	574	851	736	0	0	0	445	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspn	248.558824	164	355	625	464	425	589	435	89	0	0	0	496	596	554	113	263	68	0	79	0	304	178	388	415	584	686	765	539	576	551	765	662	1365	0	0	167	0	0	0	0	274	110	0	119	177	0	0	0	0	0	0	0	0	0	275	445	430	219	346	0	393	181	141	208	0	0	324	0	0
Prdm4	244.426471	189	1821	1882	1207	1410	786	368	1167	1074	1574	2458	0	0	0	649	197	0	0	0	0	0	0	0	141	0	108	263	0	0	371	179	247	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	244.000000	188	1283	1159	686	1129	670	337	1693	1349	1598	2073	0	0	0	1230	0	0	98	0	0	341	247	166	162	305	0	524	213	257	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	341	0	0	0	0	0	0	0	0	0	0	0
Eva1c	243.661765	0	278	0	312	273	413	173	457	306	331	806	0	495	555	729	93	0	0	0	0	430	455	270	197	476	686	260	272	0	163	181	348	393	0	0	0	0	0	0	0	0	1863	309	2106	2004	0	0	0	182	0	0	175	327	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3	239.117647	0	1082	872	336	401	133	0	937	482	861	1334	0	931	1247	608	176	0	93	0	0	506	711	365	345	615	181	0	159	212	0	206	254	310	0	0	0	0	0	0	0	0	559	295	483	396	0	0	0	91	0	171	163	365	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgk3	238.000000	211	1942	2189	291	482	265	0	1241	1150	1851	2621	0	264	422	964	0	0	0	0	0	493	549	203	360	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	265	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mro	237.735294	264	1752	1971	888	954	0	0	818	583	1574	2390	0	1294	1499	901	0	0	0	0	0	304	349	193	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf2	237.044118	227	1861	2210	1234	1745	1465	785	1383	1124	1613	2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm47	235.485294	0	685	708	137	228	177	0	818	421	788	1291	0	357	419	1203	612	0	94	0	0	359	389	270	269	0	417	312	442	0	793	803	1071	1165	0	0	0	0	0	0	0	0	0	0	226	241	0	0	0	0	0	0	321	780	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubald2	234.602941	0	1799	1818	818	1171	200	0	711	409	467	1232	0	177	192	1249	649	88	0	0	0	397	527	362	320	0	0	569	0	0	0	0	143	0	0	0	0	0	0	0	0	0	391	0	319	298	0	0	0	0	0	173	243	730	377	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Tnfaip3	232.676471	0	0	0	0	0	0	0	0	0	0	182	0	650	579	742	525	92	0	0	0	259	289	0	0	295	1080	0	0	0	608	517	833	1191	0	153	111	183	0	0	0	0	1186	739	1109	935	82	0	0	188	264	829	703	734	604	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0
Gramd1b	232.647059	0	197	153	0	164	241	0	0	0	161	628	0	493	347	1277	1336	380	238	0	0	570	476	274	305	797	1014	0	0	0	839	933	1746	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	798	0	0	0	0	0	109	0	207	0	0	0	0	0	0	0
Abhd6	231.750000	386	408	383	332	346	365	428	0	0	0	0	758	620	516	577	483	757	744	290	168	410	433	327	351	349	417	0	0	0	0	0	139	220	0	0	0	0	0	0	0	0	451	174	253	318	0	0	0	120	0	0	0	0	0	0	0	0	0	731	358	552	398	302	419	296	228	952	0	0
Birc3	231.691176	0	1030	1098	179	309	199	0	526	698	955	1859	0	0	0	1223	422	0	197	0	0	588	710	101	0	203	180	380	472	0	396	562	509	875	0	0	0	0	0	0	0	0	0	0	245	211	0	0	0	0	137	462	172	562	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50a	231.058824	0	359	216	0	103	0	0	161	0	273	729	0	832	913	1086	569	104	128	0	0	345	338	269	272	486	366	0	210	0	649	590	806	1080	0	162	0	0	0	0	0	0	753	499	825	758	0	0	0	0	119	246	434	561	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi35	230.705882	0	1121	1126	890	776	832	497	466	350	523	1030	0	212	295	885	264	0	0	0	0	370	582	219	203	371	345	165	0	0	415	130	311	252	0	0	0	0	0	0	0	0	453	238	342	384	0	0	0	118	0	305	235	667	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf1	227.264706	0	0	0	0	0	0	0	0	0	0	0	0	0	100	789	335	0	100	0	0	176	283	184	192	896	827	0	290	0	529	573	1126	1471	267	512	384	270	0	0	159	512	220	235	640	660	0	0	0	0	450	796	546	731	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh6b	225.838235	0	1767	1900	235	497	0	0	1457	1083	2062	2605	0	1658	1916	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l4	224.382353	0	971	844	149	167	249	0	463	218	400	977	0	0	0	994	345	0	179	0	0	517	545	216	197	364	275	0	0	0	1103	935	1191	1437	0	0	0	0	0	0	0	0	897	377	530	457	0	0	0	154	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank3	224.191176	0	294	211	485	407	328	278	228	231	401	1261	0	262	224	597	264	0	0	0	0	285	387	306	249	399	562	0	0	0	278	208	406	797	0	0	0	0	0	0	0	0	1481	770	1123	1249	0	0	0	326	159	0	129	307	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb50	223.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540	1217	293	265	0	0	541	461	0	0	186	267	361	313	0	778	1194	1639	1760	0	0	0	0	0	0	0	0	400	242	1703	1473	0	0	0	0	0	0	0	0	256	0	0	0	0	0	85	0	216	0	0	0	0	0	0	0
Tpd52l1	222.558824	0	1612	1455	411	737	0	0	815	667	1057	1863	0	589	633	1316	0	0	0	0	0	685	701	511	612	202	0	357	0	0	194	0	187	177	0	0	0	0	0	0	0	0	0	0	83	132	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcn2	222.147059	0	1472	1454	592	818	734	177	509	600	1094	1919	0	0	0	1141	337	0	0	0	0	399	267	253	341	155	0	227	0	0	159	0	0	0	0	0	0	0	0	0	0	0	215	0	0	242	214	0	0	0	225	354	258	386	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbs1l	220.750000	0	1729	1561	142	163	0	0	680	507	889	1727	0	0	0	767	680	0	0	0	0	205	281	150	230	756	1172	0	0	0	776	636	750	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr806	220.029412	450	385	525	408	351	363	488	0	0	0	0	800	744	616	658	497	718	781	198	135	418	493	332	400	397	486	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	319	468	445	399	382	291	270	628	0	0
Stk33	218.941176	0	694	456	0	205	0	0	282	277	486	1032	0	0	0	1036	694	200	0	0	0	545	506	213	243	253	797	428	331	0	735	512	1102	1140	0	0	0	0	0	0	0	0	102	0	598	658	0	0	0	0	118	152	360	425	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp2	218.882353	0	1618	1340	559	578	538	192	555	422	1091	1866	0	381	414	373	232	0	0	0	0	0	0	0	0	0	0	0	0	0	428	161	329	490	0	0	0	0	0	0	0	0	598	335	544	475	0	0	0	0	0	101	261	688	162	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutm1	217.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	281	0	0	0	0	144	0	0	0	0	0	0	0	0	344	428	811	835	453	672	194	238	0	0	0	185	465	286	861	776	295	206	0	766	699	1380	1016	1292	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk4	216.985294	0	1384	1244	261	373	749	540	441	406	657	1435	0	859	831	1527	235	0	0	0	0	430	352	290	307	196	180	534	214	0	191	0	160	0	0	0	0	0	0	0	0	0	177	0	338	296	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnks1bp1	212.161765	119	1137	1221	1088	947	786	365	354	230	608	1145	0	272	481	1002	292	0	0	0	0	500	413	161	211	458	1093	0	186	0	386	243	246	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5b	209.014706	0	994	917	348	335	384	161	921	573	744	1545	0	1302	1367	629	89	0	0	0	0	178	183	0	0	0	0	127	0	0	159	0	216	209	0	0	0	0	0	0	0	0	939	419	636	464	0	0	0	123	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt11	208.602941	0	787	700	167	344	129	0	257	165	454	1026	0	795	771	1187	340	0	0	0	0	470	456	412	441	584	344	170	135	0	676	486	1104	1451	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	208.161765	0	0	0	0	0	0	0	0	0	0	0	0	87	95	1231	936	178	105	0	0	342	493	204	161	125	425	159	232	0	639	635	790	1144	0	394	267	385	0	0	124	207	0	108	1059	1167	0	0	0	0	319	537	465	378	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mxd4	208.102941	0	807	618	626	623	705	191	737	637	856	1644	0	200	130	892	250	0	0	0	0	349	352	323	272	391	622	346	0	204	371	183	0	209	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	231	414	0	161	498	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Il18r1	207.985294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751	1444	261	237	0	0	833	679	623	537	496	494	546	446	0	1417	923	1404	1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0
Hk2	207.588235	0	808	715	341	417	551	308	570	416	682	1560	0	0	0	1224	409	0	0	0	0	373	447	311	321	196	520	181	0	0	424	423	333	543	0	0	0	0	0	0	0	0	0	0	460	421	0	0	0	0	0	221	187	357	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5a	207.205882	0	994	917	348	335	384	161	921	573	744	1545	0	1302	1367	629	89	0	0	0	0	178	183	0	0	0	0	127	0	0	159	0	216	209	0	0	0	0	0	0	0	0	939	419	636	464	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midn	204.970588	235	1509	1192	334	640	399	281	356	241	259	897	0	1687	1798	1157	0	0	0	0	0	352	490	231	199	291	217	227	0	0	361	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	247	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helb	203.911765	0	0	172	0	0	0	0	117	0	0	153	0	163	0	652	420	0	0	0	0	422	343	283	180	558	1280	0	174	0	560	458	845	969	0	0	0	0	0	0	0	0	844	377	1008	1163	0	0	0	268	0	478	524	897	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb29	203.676471	0	1153	1378	330	490	0	0	911	780	1080	1629	0	271	202	1001	224	0	0	0	0	488	542	410	380	208	150	215	185	0	397	265	531	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprf	203.176471	0	1746	1402	279	417	0	0	967	582	881	1706	0	1140	1300	1324	0	0	0	0	0	298	260	438	401	168	0	251	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5d	202.882353	235	1509	1192	334	640	399	281	356	241	259	897	0	1687	1798	1157	0	0	0	0	0	352	490	231	199	291	217	227	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd8	202.455882	0	864	866	322	414	383	104	704	567	906	1542	0	434	484	801	155	0	0	0	0	584	428	320	341	284	358	159	188	0	324	218	216	338	0	0	0	0	0	0	0	0	403	201	454	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb13	200.161765	0	976	645	278	309	0	0	628	425	602	1240	0	863	942	1560	637	0	82	0	0	510	544	161	255	255	175	845	366	150	213	0	186	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	199.588235	0	728	751	448	517	240	111	294	286	514	1245	0	182	182	281	0	0	0	0	0	230	154	84	85	279	154	0	0	0	0	0	0	195	0	283	0	0	0	0	0	0	957	483	730	770	474	353	0	454	219	473	457	520	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubg1	199.500000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	666	784	0	126	0	0	223	148	0	0	633	930	0	0	0	262	341	678	875	0	0	0	0	0	0	0	0	0	158	450	378	0	0	0	0	761	1350	1051	1246	2250	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0
Retreg3	199.500000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	666	784	0	126	0	0	223	148	0	0	633	930	0	0	0	262	341	678	875	0	0	0	0	0	0	0	0	0	158	450	378	0	0	0	0	761	1350	1051	1246	2250	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0
Ero1a	198.073529	0	893	432	0	0	0	0	338	145	204	558	0	232	224	1140	441	0	0	0	0	229	202	272	225	501	176	226	0	0	577	447	1061	1206	0	0	0	0	0	0	0	0	536	204	856	957	0	0	0	0	0	253	176	260	336	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0
Arl4c	198.000000	0	935	1114	502	564	277	0	1052	922	1400	2184	0	0	0	916	165	0	0	0	0	0	103	158	167	557	305	270	509	303	147	161	225	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gkap1	197.808824	113	1493	1445	397	687	347	189	1881	1454	1978	2555	0	351	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	196.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2147	888	156	245	0	0	700	787	162	193	0	0	518	265	0	730	521	1130	1555	0	0	0	0	0	0	0	0	0	0	313	423	0	0	0	0	294	385	438	618	372	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0
Pnkd	194.367647	0	1144	1169	559	555	415	303	547	407	797	1241	0	572	657	801	142	0	0	0	0	441	429	190	183	0	0	0	0	0	293	127	320	461	0	0	0	0	0	0	0	0	456	175	371	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Noct	194.220588	0	751	889	112	291	0	0	638	588	1068	2053	0	1138	1084	958	510	0	0	0	0	188	236	0	0	352	326	181	0	0	309	273	423	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsdhl	193.544118	0	1886	2179	0	266	0	0	1254	899	793	1710	0	2011	2020	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn2	193.544118	0	1886	2179	0	266	0	0	1254	899	793	1710	0	2011	2020	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doc2b	192.205882	0	1225	1031	115	198	147	0	628	241	359	825	0	269	287	1568	700	0	163	0	0	674	761	533	546	228	232	565	292	0	430	325	353	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl5	191.485294	299	1433	1170	490	546	0	117	557	349	947	1673	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692	216	1666	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afmid	191.397059	0	1421	1311	417	722	0	0	349	310	731	1357	0	1067	1464	406	218	0	0	0	0	120	0	0	0	0	0	0	0	0	264	110	419	473	0	0	0	0	0	0	0	0	339	182	226	248	0	0	0	0	0	241	90	171	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrt	188.602941	202	1597	1599	730	1113	913	445	868	627	1409	2384	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhs1	188.558824	0	1137	1105	614	574	292	0	503	490	819	1497	0	1533	1555	740	170	0	0	0	0	228	235	171	190	194	0	0	0	0	0	137	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam76a	187.338235	0	1181	825	676	942	980	636	801	557	957	1873	0	136	289	981	0	0	0	0	0	0	0	0	0	393	688	238	0	0	0	0	176	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Klhl26	186.823529	0	1243	908	497	678	547	302	774	673	851	1497	0	0	0	758	197	0	0	0	0	319	180	264	288	194	887	0	0	0	473	327	437	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laptm4a	186.691176	0	892	783	0	165	0	0	543	515	865	1447	0	0	0	1122	298	0	0	0	0	653	562	279	297	170	0	282	224	0	654	395	853	805	0	0	0	0	0	0	0	0	215	153	214	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rara	185.367647	0	951	911	597	680	210	280	281	271	321	894	0	476	619	402	331	0	0	0	0	144	253	0	0	880	1288	0	0	0	322	444	576	893	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	182	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9b	185.044118	0	1403	1295	329	393	0	0	847	454	1075	2264	0	480	406	899	0	0	0	0	0	310	135	140	180	192	0	181	137	0	318	241	339	428	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf5	184.838235	0	1173	931	625	972	973	551	485	369	584	1292	0	0	0	752	318	103	0	0	0	234	205	0	0	88	0	0	0	0	341	120	495	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	129	217	186	207	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Arf6	183.882353	0	0	0	0	0	0	0	0	0	0	115	0	176	213	1325	881	166	0	0	0	544	460	286	384	197	303	337	270	0	623	471	1032	1363	0	0	0	0	0	0	0	0	0	0	1258	1169	0	0	0	0	0	166	0	0	628	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Pitpnm2	182.250000	0	1204	997	0	333	0	0	384	252	416	983	0	0	158	1562	176	0	173	0	0	223	240	305	333	597	219	363	275	0	1050	626	750	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	181.823529	0	198	193	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1464	524	1061	1147	524	625	0	1081	276	1356	615	1385	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1a	180.985294	0	1049	957	394	459	0	0	674	521	651	1836	0	301	490	936	260	0	0	0	0	340	521	194	206	166	0	0	0	0	269	0	103	128	0	0	0	0	0	0	0	0	0	0	310	342	0	0	0	0	0	299	0	417	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gde1	180.014706	0	0	0	0	0	0	0	0	0	0	0	0	219	486	797	298	0	0	0	0	225	238	200	0	228	246	0	0	0	346	219	491	595	0	184	0	0	0	0	0	0	1435	693	1543	1526	0	0	0	145	313	626	254	388	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exo1	179.514706	0	962	989	0	149	0	0	240	197	796	1678	0	0	0	1256	432	0	0	0	0	518	501	166	192	0	0	442	580	0	514	260	311	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	282	702	176	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0
Gabrr2	179.426471	0	622	939	508	812	1398	729	567	467	730	1003	0	0	0	355	0	0	0	0	0	354	407	408	399	551	1045	167	0	0	146	0	233	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alox12	179.411765	0	1742	1627	359	590	0	0	933	543	1639	2413	0	0	0	595	0	0	0	0	0	275	337	208	208	0	0	0	0	0	194	0	128	157	0	0	0	0	0	0	0	0	104	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	179.338235	0	491	462	453	312	196	209	111	0	0	390	0	373	551	894	212	0	0	0	0	534	517	360	339	1123	674	137	301	98	522	322	371	409	0	0	0	0	0	0	0	0	491	289	302	442	0	0	0	0	0	0	0	137	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc5b	178.926471	0	114	0	0	0	0	0	0	0	0	0	0	988	911	317	352	175	0	0	0	156	0	139	205	260	1154	0	0	0	385	345	670	1030	0	0	0	0	0	0	0	0	294	0	605	618	0	0	0	0	223	687	950	1086	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tefm	178.808824	0	0	0	115	199	0	0	0	0	0	210	0	131	0	205	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	801	366	1353	1051	1531	1309	1879	2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
