Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Ucn	136.333333	367	345	252	263	0	0	0	0	0	0
Zbtb8os	136.111111	312	118	0	0	646	0	149	0	0	0
Rbbp4	136.111111	312	118	0	0	646	0	149	0	0	0
Psma1	136.000000	436	348	236	204	0	0	0	0	0	0
Irs2	136.000000	370	213	185	0	456	0	0	0	0	0
Rps3a1	135.777778	256	190	0	0	533	111	0	132	0	0
Trim33	135.444444	156	72	0	0	991	0	0	0	0	0
8030462N17Rik	135.333333	126	159	0	0	933	0	0	0	0	0
Mettl9	135.000000	231	173	126	0	685	0	0	0	0	0
Gm8267	135.000000	304	320	304	287	0	0	0	0	0	0
Abca15	135.000000	433	437	239	106	0	0	0	0	0	0
E2f1	134.666667	188	169	93	0	521	81	0	160	0	0
Pcif1	134.333333	317	169	150	0	573	0	0	0	0	0
Ddx59	134.333333	286	128	138	0	443	214	0	0	0	0
Zcwpw1	134.000000	344	216	150	215	281	0	0	0	0	0
Mepce	134.000000	344	216	150	215	281	0	0	0	0	0
Hmgxb4	134.000000	417	187	241	0	361	0	0	0	0	0
Fzd5	134.000000	388	236	233	96	253	0	0	0	0	0
Cdc25a	133.555556	333	246	339	0	116	0	0	168	0	0
Atl2	133.444444	361	325	336	0	179	0	0	0	0	0
Fanca	133.333333	106	0	0	0	921	0	0	173	0	0
Smpd4	133.111111	440	292	274	192	0	0	0	0	0	0
Cep295	132.666667	213	169	187	0	625	0	0	0	0	0
Birc5	132.333333	244	191	237	0	519	0	0	0	0	0
Xrcc4	132.111111	261	233	0	0	569	0	0	126	0	0
Tmem167	132.111111	261	233	0	0	569	0	0	126	0	0
Snx24	132.111111	292	283	150	116	348	0	0	0	0	0
Slfn9	132.111111	427	407	277	78	0	0	0	0	0	0
Mrps18c	131.777778	334	277	162	0	413	0	0	0	0	0
Helq	131.777778	334	277	162	0	413	0	0	0	0	0
Cdkal1	131.777778	392	363	239	192	0	0	0	0	0	0
Smc1a	131.666667	321	250	345	0	0	0	0	269	0	0
Ribc1	131.666667	321	250	345	0	0	0	0	269	0	0
Naprt	131.555556	446	271	252	215	0	0	0	0	0	0
Srsf3	131.333333	223	138	149	0	672	0	0	0	0	0
Gm2832	130.777778	292	332	253	300	0	0	0	0	0	0
Zfp36l2	130.555556	405	268	230	158	114	0	0	0	0	0
Ccdc57	130.222222	261	279	150	169	203	0	0	110	0	0
Rnaseh2b	130.000000	328	159	142	0	293	0	100	148	0	0
Matr3	129.555556	239	302	137	124	364	0	0	0	0	0
Depdc1a	129.444444	556	249	360	0	0	0	0	0	0	0
Ankar	129.444444	301	385	194	285	0	0	0	0	0	0
Tra2a	129.333333	305	152	243	0	397	0	0	67	0	0
Numb	129.222222	401	304	300	158	0	0	0	0	0	0
Plekhg2	129.111111	407	230	178	0	347	0	0	0	0	0
Haus5	129.111111	285	334	159	239	145	0	0	0	0	0
Ctps	129.000000	210	224	187	0	540	0	0	0	0	0
Cdca8	129.000000	516	236	409	0	0	0	0	0	0	0
9930104L06Rik	129.000000	516	236	409	0	0	0	0	0	0	0
Zfp644	128.666667	156	118	0	0	884	0	0	0	0	0
Opn3	128.444444	285	248	225	96	302	0	0	0	0	0
Fbxo42	128.444444	106	90	0	0	960	0	0	0	0	0
Chml	128.444444	285	248	225	96	302	0	0	0	0	0
Gatad1	128.333333	314	336	225	0	280	0	0	0	0	0
Fem1c	127.888889	377	239	183	148	204	0	0	0	0	0
Hnrnpa1	127.777778	233	212	158	0	367	0	0	180	0	0
Cbx5	127.777778	233	212	158	0	367	0	0	180	0	0
Tti1	127.666667	149	123	106	0	427	0	114	230	0	0
Rprd1b	127.666667	149	123	106	0	427	0	114	230	0	0
Rhno1	127.666667	393	159	174	0	423	0	0	0	0	0
Foxm1	127.666667	393	159	174	0	423	0	0	0	0	0
Gm3325	127.555556	256	0	199	0	333	0	0	360	0	0
Cox8a	127.555556	473	332	252	0	91	0	0	0	0	0
Scaf1	126.555556	393	259	187	0	121	0	0	179	0	0
Rras	126.555556	393	259	187	0	121	0	0	179	0	0
Pacsin2	126.444444	292	259	212	169	206	0	0	0	0	0
Igsf8	126.333333	210	345	138	0	444	0	0	0	0	0
H4c4	126.111111	456	306	236	137	0	0	0	0	0	0
Tnks	126.000000	487	193	343	0	111	0	0	0	0	0
Seh1l	125.888889	156	112	0	0	865	0	0	0	0	0
Kri1	125.888889	502	340	162	0	0	0	0	129	0	0
Cdkn2d	125.888889	502	340	162	0	0	0	0	129	0	0
Zfp62	125.555556	167	0	122	0	584	0	0	257	0	0
Rad51ap1	125.111111	402	289	89	0	346	0	0	0	0	0
D6Wsu163e	125.111111	402	289	89	0	346	0	0	0	0	0
Rer1	125.000000	97	138	0	0	752	0	0	138	0	0
Morn1	125.000000	97	138	0	0	752	0	0	138	0	0
Msh2	124.888889	183	118	162	0	436	0	0	225	0	0
Amigo1	124.777778	256	307	103	169	113	175	0	0	0	0
Trip13	124.666667	222	0	174	0	726	0	0	0	0	0
Brd9	124.666667	222	0	174	0	726	0	0	0	0	0
Nup160	124.333333	223	159	179	0	558	0	0	0	0	0
Syce2	124.222222	167	259	115	0	577	0	0	0	0	0
Ptma	124.222222	260	241	128	0	373	0	0	116	0	0
Immp1l	124.222222	272	330	228	288	0	0	0	0	0	0
Elp4	124.222222	272	330	228	288	0	0	0	0	0	0
Casp8	124.222222	407	361	350	0	0	0	0	0	0	0
Baz1b	124.222222	211	214	150	167	155	0	0	221	0	0
B230219D22Rik	124.222222	146	109	0	0	636	0	0	227	0	0
Pars2	124.111111	393	320	212	0	0	0	0	192	0	0
Mageb3	123.888889	129	0	85	0	901	0	0	0	0	0
Ctdspl2	123.888889	129	0	85	0	901	0	0	0	0	0
Spc25	123.777778	387	180	180	0	98	0	0	269	0	0
G6pc2	123.777778	387	180	180	0	98	0	0	269	0	0
Lrrfip1	123.555556	280	295	174	181	182	0	0	0	0	0
Crebzf	123.555556	346	349	182	0	235	0	0	0	0	0
Ttll5	123.444444	362	0	174	0	575	0	0	0	0	0
Erg28	123.444444	362	0	174	0	575	0	0	0	0	0
Cep250	123.444444	317	159	0	0	561	0	0	74	0	0
Slc9c1	123.333333	457	370	205	78	0	0	0	0	0	0
Sbf2	123.000000	323	301	143	148	192	0	0	0	0	0
Emsy	122.555556	477	301	167	158	0	0	0	0	0	0
Sae1	122.444444	298	128	164	0	512	0	0	0	0	0
Rcc1	122.444444	344	165	150	0	443	0	0	0	0	0
Phlpp2	122.333333	283	271	150	106	291	0	0	0	0	0
Gm8773	122.333333	308	278	317	198	0	0	0	0	0	0
Dap	122.333333	329	295	115	0	362	0	0	0	0	0
Anapc11	122.333333	156	118	82	0	474	0	0	271	0	0
Alyref	122.333333	156	118	82	0	474	0	0	271	0	0
Txnl1	122.222222	62	90	0	0	871	0	0	77	0	0
Ska1	122.222222	500	159	207	0	234	0	0	0	0	0
Dag1	122.222222	331	212	115	0	442	0	0	0	0	0
Zbtb45	122.111111	342	247	115	96	152	0	0	147	0	0
Tmub2	122.111111	410	329	239	0	121	0	0	0	0	0
Rad9a	122.000000	406	320	266	106	0	0	0	0	0	0
Cic	121.444444	456	243	150	0	244	0	0	0	0	0
Yme1l1	121.222222	412	193	309	0	177	0	0	0	0	0
Rnf146	121.222222	0	0	0	0	1091	0	0	0	0	0
Mastl	121.222222	412	193	309	0	177	0	0	0	0	0
Zfp787	121.111111	97	128	138	0	727	0	0	0	0	0
Rgmb	121.000000	307	279	227	148	128	0	0	0	0	0
Nnt	121.000000	408	352	329	0	0	0	0	0	0	0
Eri1	120.888889	204	148	187	0	416	133	0	0	0	0
Grb10	120.777778	268	236	162	0	421	0	0	0	0	0
Slc39a9	120.333333	305	209	174	181	214	0	0	0	0	0
Erh	120.333333	305	209	174	181	214	0	0	0	0	0
Fus	120.111111	220	131	147	0	472	111	0	0	0	0
Akap11	120.111111	142	0	0	0	691	0	0	248	0	0
Ctnna3	120.000000	400	259	239	0	182	0	0	0	0	0
Pfas	119.888889	274	118	162	0	525	0	0	0	0	0
H4c11	119.777778	353	276	191	0	0	0	0	258	0	0
Rad50	119.666667	261	125	209	0	482	0	0	0	0	0
Xndc1	119.333333	393	281	172	228	0	0	0	0	0	0
Rnf121	119.333333	393	281	172	228	0	0	0	0	0	0
Fryl	119.111111	319	198	218	0	337	0	0	0	0	0
Uhrf1	118.888889	318	232	126	87	208	0	0	99	0	0
Arrdc5	118.888889	318	232	126	87	208	0	0	99	0	0
Maz	118.777778	413	224	150	0	282	0	0	0	0	0
Smc5	118.666667	245	159	0	0	664	0	0	0	0	0
Kansl2	118.666667	206	207	0	137	380	138	0	0	0	0
Ranbp3	118.333333	216	190	150	0	509	0	0	0	0	0
Crybg1	118.222222	349	118	293	0	304	0	0	0	0	0
Pnpla8	118.000000	293	253	162	181	173	0	0	0	0	0
Shc1	117.888889	597	109	355	0	0	0	0	0	0	0
Pbrm1	117.888889	289	237	162	137	236	0	0	0	0	0
Larp4b	117.888889	263	157	113	0	370	0	0	158	0	0
Cks1b	117.888889	597	109	355	0	0	0	0	0	0	0
Luc7l2	117.777778	335	150	120	87	239	0	0	129	0	0
Myb	117.666667	392	261	110	0	296	0	0	0	0	0
Gcn1	117.444444	304	259	225	0	269	0	0	0	0	0
Specc1l	117.333333	289	168	190	0	409	0	0	0	0	0
Rfc2	117.333333	317	236	0	0	296	0	0	207	0	0
Fanci	117.333333	354	295	293	0	114	0	0	0	0	0
Mis12	117.111111	245	270	92	145	169	0	0	133	0	0
Derl2	117.111111	245	270	92	145	169	0	0	133	0	0
Cenph	117.111111	432	305	199	0	0	0	0	118	0	0
6820408C15Rik	117.111111	188	180	0	0	686	0	0	0	0	0
Ier2	116.888889	411	276	204	0	0	0	0	161	0	0
Fam118a	116.777778	245	209	0	78	519	0	0	0	0	0
Crtc1	116.777778	0	0	0	0	1051	0	0	0	0	0
Blm	116.666667	222	0	138	0	549	0	0	141	0	0
Slc6a20a	116.444444	456	331	261	0	0	0	0	0	0	0
Sspn	116.222222	199	169	0	137	176	210	155	0	0	0
Psmg2	116.000000	216	211	0	127	490	0	0	0	0	0
Cep76	116.000000	216	211	0	127	490	0	0	0	0	0
Srsf2	115.666667	297	104	118	0	522	0	0	0	0	0
Mfsd11	115.666667	297	104	118	0	522	0	0	0	0	0
Bbc3	115.666667	224	259	212	203	143	0	0	0	0	0
Tmtc3	115.111111	177	159	0	0	700	0	0	0	0	0
Cep290	115.111111	177	159	0	0	700	0	0	0	0	0
Appl1	115.000000	177	166	93	0	599	0	0	0	0	0
Spdya	114.888889	334	283	72	0	345	0	0	0	0	0
Hnrnpf	114.888889	199	174	0	105	556	0	0	0	0	0
Gtf2a1	114.888889	297	277	177	0	283	0	0	0	0	0
Cdc42ep1	114.888889	342	224	162	78	228	0	0	0	0	0
Glg1	114.777778	355	213	225	148	92	0	0	0	0	0
Txn1	114.555556	202	122	0	0	707	0	0	0	0	0
Nup188	114.555556	62	90	0	0	879	0	0	0	0	0
Dolk	114.555556	62	90	0	0	879	0	0	0	0	0
Wdr78	114.333333	282	181	164	0	402	0	0	0	0	0
Nupl1	114.333333	126	0	0	0	740	0	0	163	0	0
Mier1	114.333333	282	181	164	0	402	0	0	0	0	0
Cep152	114.333333	199	320	126	0	217	0	0	167	0	0
Dlg4	114.111111	393	259	225	0	150	0	0	0	0	0
Cisd2	114.111111	0	0	0	0	932	95	0	0	0	0
Pum2	113.777778	217	61	102	0	644	0	0	0	0	0
Zdhhc3	113.666667	0	0	0	0	875	148	0	0	0	0
Heatr5a	113.666667	295	182	244	158	144	0	0	0	0	0
Exosc7	113.666667	0	0	0	0	875	148	0	0	0	0
Tfdp2	113.555556	88	72	0	0	862	0	0	0	0	0
G3bp1	113.555556	188	173	0	0	505	156	0	0	0	0
Cmc1	113.444444	243	118	93	0	567	0	0	0	0	0
Zfp672	113.333333	342	305	225	0	148	0	0	0	0	0
Trim7	113.222222	221	302	184	0	221	91	0	0	0	0
Prkci	113.222222	240	239	123	0	417	0	0	0	0	0
Usp1	113.111111	249	175	197	0	397	0	0	0	0	0
Mx1	113.111111	317	295	225	181	0	0	0	0	0	0
Nudt2	113.000000	125	0	219	0	673	0	0	0	0	0
Kif24	113.000000	125	0	219	0	673	0	0	0	0	0
Dhx15	113.000000	232	143	0	0	642	0	0	0	0	0
Spata48	112.444444	133	128	0	0	751	0	0	0	0	0
Prelid3b	112.444444	167	0	174	0	475	0	0	196	0	0
Gjc1	112.333333	188	213	115	0	425	70	0	0	0	0
Fam174c	112.333333	355	283	150	0	223	0	0	0	0	0
Cirbp	112.333333	355	283	150	0	223	0	0	0	0	0
Knl1	112.222222	538	191	281	0	0	0	0	0	0	0
D3Ertd751e	112.222222	150	154	189	0	517	0	0	0	0	0
Scgb2b18	111.888889	292	358	199	158	0	0	0	0	0	0
Rnf8	111.888889	253	108	150	0	496	0	0	0	0	0
Fadd	111.777778	431	191	150	116	118	0	0	0	0	0
Ttc28	111.666667	97	118	0	0	790	0	0	0	0	0
Tsen15	111.555556	177	128	72	0	627	0	0	0	0	0
Rabl6	111.555556	292	236	115	0	263	98	0	0	0	0
Agbl3	111.555556	288	249	93	114	130	130	0	0	0	0
U2surp	111.444444	210	180	115	0	233	0	0	265	0	0
Ttf2	111.444444	388	216	225	0	174	0	0	0	0	0
Tubgcp3	111.222222	0	128	0	0	512	0	193	168	0	0
Pole3	111.111111	268	180	160	137	255	0	0	0	0	0
Alad	111.111111	268	180	160	137	255	0	0	0	0	0
Ppwd1	111.000000	198	101	0	0	449	0	0	251	0	0
Pias1	111.000000	451	256	149	0	143	0	0	0	0	0
Mrtfb	111.000000	247	255	115	127	255	0	0	0	0	0
Cenpk	111.000000	198	101	0	0	449	0	0	251	0	0
Arhgef19	111.000000	380	283	336	0	0	0	0	0	0	0
Plk1	110.555556	446	213	336	0	0	0	0	0	0	0
Gclc	110.555556	185	138	0	0	672	0	0	0	0	0
Tsen34	110.444444	412	308	187	87	0	0	0	0	0	0
Mboat7	110.444444	412	308	187	87	0	0	0	0	0	0
Scaf4	110.222222	175	263	103	0	451	0	0	0	0	0
Mfap3l	110.222222	292	247	174	158	121	0	0	0	0	0
Kctd1	110.222222	256	332	212	192	0	0	0	0	0	0
Ppp4r3a	110.111111	116	0	0	0	769	0	0	106	0	0
Toe1	110.000000	188	191	126	0	376	0	0	109	0	0
Mutyh	110.000000	188	191	126	0	376	0	0	109	0	0
Mad2l2	109.888889	280	148	82	0	479	0	0	0	0	0
Haspin	109.777778	156	0	174	0	658	0	0	0	0	0
Lmnb1	109.666667	280	170	150	0	387	0	0	0	0	0
Ncaph	109.555556	233	138	103	0	392	0	0	120	0	0
H4c9	109.444444	296	257	338	0	94	0	0	0	0	0
H2bc11	109.444444	296	257	338	0	94	0	0	0	0	0
H2ac11	109.444444	296	257	338	0	94	0	0	0	0	0
Kif15	109.333333	359	257	248	0	120	0	0	0	0	0
1110059G10Rik	109.333333	359	257	248	0	120	0	0	0	0	0
Rfwd3	109.111111	413	197	235	0	137	0	0	0	0	0
Ptpra	109.000000	126	109	174	87	405	80	0	0	0	0
Topbp1	108.888889	128	109	0	0	423	0	0	320	0	0
Tex14	108.666667	372	202	195	0	209	0	0	0	0	0
Fam76b	108.444444	296	269	314	0	97	0	0	0	0	0
Cep57	108.444444	296	269	314	0	97	0	0	0	0	0
Trim50	107.777778	233	259	239	239	0	0	0	0	0	0
Gpat3	107.666667	348	331	212	78	0	0	0	0	0	0
Rev3l	107.444444	232	205	177	0	353	0	0	0	0	0
2310057M21Rik	107.444444	284	214	268	0	201	0	0	0	0	0
Hmga1b	107.333333	146	213	115	0	492	0	0	0	0	0
Hmga1	107.333333	146	213	115	0	492	0	0	0	0	0
Atp6v1c1	107.222222	280	191	82	0	412	0	0	0	0	0
Aldh3a2	107.111111	275	295	278	116	0	0	0	0	0	0
AW549877	106.666667	203	118	177	0	309	0	0	153	0	0
Tmem139	106.444444	396	286	62	0	134	0	0	80	0	0
Fbp2	106.444444	417	295	246	0	0	0	0	0	0	0
Casp2	106.444444	396	286	62	0	134	0	0	80	0	0
Arhgap20	106.444444	0	0	0	0	958	0	0	0	0	0
Rgma	106.333333	535	422	0	0	0	0	0	0	0	0
Sinhcaf	106.222222	183	211	121	0	441	0	0	0	0	0
Nr1d2	106.222222	256	213	249	0	238	0	0	0	0	0
Sec11c	106.000000	449	274	231	0	0	0	0	0	0	0
Fbxo7	106.000000	199	259	115	87	185	109	0	0	0	0
Anp32b	106.000000	291	214	148	78	223	0	0	0	0	0
Elf3	105.444444	446	204	212	87	0	0	0	0	0	0
Tk1	104.777778	365	276	138	0	0	0	0	164	0	0
Senp8	104.777778	230	188	0	0	525	0	0	0	0	0
Myo9a	104.777778	230	188	0	0	525	0	0	0	0	0
Ccnf	104.777778	268	0	185	0	372	0	0	118	0	0
Afmid	104.777778	365	276	138	0	0	0	0	164	0	0
H3c3	104.666667	381	260	153	0	148	0	0	0	0	0
H2bc3	104.666667	381	260	153	0	148	0	0	0	0	0
Rbbp5	104.555556	335	283	245	78	0	0	0	0	0	0
Memo1	104.000000	267	262	103	106	198	0	0	0	0	0
Zfand2a	103.777778	329	138	138	0	145	0	0	184	0	0
Tyrp1	103.777778	304	320	162	148	0	0	0	0	0	0
Rfc5	103.777778	0	0	0	0	751	0	0	183	0	0
Racgap1	103.666667	353	141	222	0	217	0	0	0	0	0
Cntln	103.666667	0	0	0	0	820	0	0	113	0	0
Snx8	103.555556	0	138	0	0	794	0	0	0	0	0
Scgb2b11	103.444444	304	350	150	127	0	0	0	0	0	0
Shq1	103.333333	266	327	124	116	97	0	0	0	0	0
Iws1	103.222222	334	162	174	0	259	0	0	0	0	0
Yars	103.000000	171	236	155	184	181	0	0	0	0	0
Utp3	103.000000	322	182	184	0	239	0	0	0	0	0
S100pbp	103.000000	171	236	155	184	181	0	0	0	0	0
Npm1	103.000000	268	140	174	0	345	0	0	0	0	0
H3c11	103.000000	297	169	119	195	147	0	0	0	0	0
H2bc22	103.000000	297	169	119	195	147	0	0	0	0	0
H2ac22	103.000000	297	169	119	195	147	0	0	0	0	0
Inafm1	102.888889	292	283	199	0	152	0	0	0	0	0
Meaf6	102.777778	240	167	0	0	518	0	0	0	0	0
Espl1	102.555556	371	159	138	0	255	0	0	0	0	0
Ppp1r13l	102.444444	420	236	266	0	0	0	0	0	0	0
Pdia6	102.444444	106	0	0	0	816	0	0	0	0	0
Cd3eap	102.444444	420	236	266	0	0	0	0	0	0	0
B3gat1	102.444444	268	332	174	148	0	0	0	0	0	0
Zfp382	102.333333	0	0	0	0	921	0	0	0	0	0
Kdm4c	102.333333	88	0	0	0	833	0	0	0	0	0
Scgb2b10	102.111111	268	371	174	106	0	0	0	0	0	0
Ino80e	102.111111	375	354	103	87	0	0	0	0	0	0
Id3	102.111111	289	287	250	0	93	0	0	0	0	0
Hirip3	102.111111	375	354	103	87	0	0	0	0	0	0
Ifi30	102.000000	342	332	138	106	0	0	0	0	0	0
Bsg	101.888889	0	0	0	0	800	0	0	117	0	0
B4galnt4	101.888889	342	202	225	0	148	0	0	0	0	0
Rnf4	101.666667	345	265	179	0	0	126	0	0	0	0
Pax6	101.666667	393	148	212	0	162	0	0	0	0	0
Tns3	101.555556	188	311	126	137	152	0	0	0	0	0
Scgb2b6	101.444444	210	283	239	181	0	0	0	0	0	0
Pola1	101.444444	126	109	0	0	429	0	0	249	0	0
Zfp46	101.333333	393	345	174	0	0	0	0	0	0	0
Cfap45	101.333333	406	332	174	0	0	0	0	0	0	0
Ddx42	101.222222	202	270	105	0	334	0	0	0	0	0
Aunip	101.222222	245	169	138	0	359	0	0	0	0	0
Prr5l	101.000000	256	0	150	0	275	0	0	228	0	0
Mapk7	101.000000	233	109	187	0	380	0	0	0	0	0
Cmya5	100.777778	256	278	304	69	0	0	0	0	0	0
Samd1	100.666667	256	247	150	106	147	0	0	0	0	0
Cilk1	100.666667	375	118	256	0	157	0	0	0	0	0
Mlec	100.555556	265	128	0	0	512	0	0	0	0	0
Ly6g5b	100.555556	352	191	225	137	0	0	0	0	0	0
Gpank1	100.555556	352	191	225	137	0	0	0	0	0	0
D17H6S53E	100.555556	352	191	225	137	0	0	0	0	0	0
Csnk2b	100.555556	352	191	225	137	0	0	0	0	0	0
Ano10	100.555556	245	271	187	0	202	0	0	0	0	0
Stx12	100.333333	156	223	0	0	524	0	0	0	0	0
Pitrm1	100.111111	218	174	160	158	191	0	0	0	0	0
Fbxl19	99.888889	367	358	174	0	0	0	0	0	0	0
Dnmbp	99.888889	199	159	0	0	541	0	0	0	0	0
Canx	99.888889	116	168	126	0	489	0	0	0	0	0
Wdr90	99.555556	0	0	0	0	896	0	0	0	0	0
Tepp	99.444444	245	236	199	215	0	0	0	0	0	0
Dscc1	99.444444	302	332	112	0	149	0	0	0	0	0
Qtrt2	99.333333	192	331	0	127	244	0	0	0	0	0
Ccdc191	99.333333	192	331	0	127	244	0	0	0	0	0
Ncaph2	99.111111	188	138	162	87	151	0	0	166	0	0
Lmf2	99.111111	188	138	162	87	151	0	0	166	0	0
Slc18a1	98.888889	280	138	126	148	198	0	0	0	0	0
Atp6v1b2	98.888889	280	138	126	148	198	0	0	0	0	0
Slc7a1	98.444444	141	108	0	0	525	0	0	112	0	0
Scgb2b20	98.444444	268	283	187	148	0	0	0	0	0	0
Ccdc138	98.444444	302	253	0	0	200	0	0	131	0	0
Taok2	98.222222	256	320	103	0	205	0	0	0	0	0
Dut	98.111111	146	0	0	0	377	0	0	360	0	0
Rnf7	98.000000	97	0	0	0	629	0	0	156	0	0
Vps13b	97.666667	387	140	200	0	152	0	0	0	0	0
Tmem245	97.666667	247	202	184	0	246	0	0	0	0	0
Ripply1	97.666667	292	259	212	116	0	0	0	0	0	0
Tent2	97.555556	226	271	178	0	203	0	0	0	0	0
Snrnp48	97.555556	292	138	225	0	223	0	0	0	0	0
Gtf2a2	97.444444	99	108	0	0	598	72	0	0	0	0
Pofut1	97.111111	222	81	0	0	487	84	0	0	0	0
Plagl2	97.111111	222	81	0	0	487	84	0	0	0	0
Mcm10	97.111111	330	263	142	0	0	0	0	139	0	0
Ppp1r18	97.000000	116	0	0	0	757	0	0	0	0	0
Nrm	97.000000	116	0	0	0	757	0	0	0	0	0
Bod1l	97.000000	241	189	137	0	306	0	0	0	0	0
Sh3bp5l	96.888889	342	305	225	0	0	0	0	0	0	0
Pou2f1	96.888889	352	142	170	0	208	0	0	0	0	0
Wdr45b	96.777778	199	0	0	0	672	0	0	0	0	0
Zfp639	96.666667	0	180	0	0	559	131	0	0	0	0
Ccdc107	96.555556	245	128	162	0	334	0	0	0	0	0
Ddost	96.222222	304	283	279	0	0	0	0	0	0	0
Cmss1	96.222222	401	128	212	0	125	0	0	0	0	0
Rasl2-9	96.111111	280	169	162	0	254	0	0	0	0	0
Wdr4	95.888889	199	159	162	0	343	0	0	0	0	0
Igf2bp3	95.888889	245	99	143	137	239	0	0	0	0	0
Optn	95.777778	106	169	0	0	587	0	0	0	0	0
Kmt5c	95.777778	355	345	162	0	0	0	0	0	0	0
Mospd2	95.666667	355	118	239	0	149	0	0	0	0	0
Fancb	95.666667	355	118	239	0	149	0	0	0	0	0
Zfp688	95.444444	201	257	0	0	401	0	0	0	0	0
Mad2l1	95.444444	393	229	237	0	0	0	0	0	0	0
Serf1	95.222222	165	151	138	127	276	0	0	0	0	0
Bdp1	95.222222	165	151	138	127	276	0	0	0	0	0
Vps37c	95.111111	245	236	115	0	260	0	0	0	0	0
Oard1	95.000000	289	136	144	0	133	0	0	153	0	0
Nfya	95.000000	289	136	144	0	133	0	0	153	0	0
Psip1	94.888889	0	0	0	0	854	0	0	0	0	0
Zranb3	94.777778	275	207	213	158	0	0	0	0	0	0
Tspan8	94.777778	417	239	197	0	0	0	0	0	0	0
Tet3	94.777778	88	90	0	0	675	0	0	0	0	0
R3hdm1	94.777778	275	207	213	158	0	0	0	0	0	0
Acin1	94.444444	317	320	126	87	0	0	0	0	0	0
Shox2	94.333333	336	224	189	0	100	0	0	0	0	0
Rsrc1	94.333333	336	224	189	0	100	0	0	0	0	0
Psap	94.111111	280	159	82	0	326	0	0	0	0	0
Usp43	94.000000	219	208	192	0	227	0	0	0	0	0
Ing2	93.888889	174	173	108	0	390	0	0	0	0	0
Sac3d1	93.777778	256	180	126	0	197	85	0	0	0	0
Obi1	93.555556	79	0	0	0	627	0	0	136	0	0
Rbm4b	93.444444	132	167	0	136	406	0	0	0	0	0
Hemgn	93.444444	420	259	162	0	0	0	0	0	0	0
Suz12	93.333333	175	0	0	0	521	0	0	144	0	0
Pkmyt1	93.333333	173	146	108	0	413	0	0	0	0	0
Gm27021	93.222222	156	169	126	78	310	0	0	0	0	0
Emc8	93.222222	156	169	126	78	310	0	0	0	0	0
Cox4i1	93.222222	156	169	126	78	310	0	0	0	0	0
Ddah1	93.111111	188	307	115	106	122	0	0	0	0	0
Foxk2	93.000000	245	169	0	0	423	0	0	0	0	0
Fbxl22	93.000000	0	0	0	0	837	0	0	0	0	0
Zfp180	92.888889	304	358	174	0	0	0	0	0	0	0
Xpnpep3	92.666667	286	86	138	0	324	0	0	0	0	0
Uxs1	92.666667	181	224	153	106	170	0	0	0	0	0
St13	92.666667	286	86	138	0	324	0	0	0	0	0
Slc44a1	92.444444	166	135	162	0	369	0	0	0	0	0
Slc2a5	92.444444	199	202	239	192	0	0	0	0	0	0
Nek7	92.444444	222	236	174	87	113	0	0	0	0	0
Zdhhc15	92.333333	136	148	0	0	547	0	0	0	0	0
Smc4	92.333333	289	167	254	0	121	0	0	0	0	0
Rpl35	92.333333	177	0	126	0	528	0	0	0	0	0
Ift80	92.333333	289	167	254	0	121	0	0	0	0	0
Hnrnpab	92.333333	197	76	126	0	303	0	0	129	0	0
H2az1	92.333333	327	101	199	0	204	0	0	0	0	0
Dnajb14	92.333333	327	101	199	0	204	0	0	0	0	0
Arpc5l	92.333333	177	0	126	0	528	0	0	0	0	0
Cd46	92.222222	432	180	218	0	0	0	0	0	0	0
Spop	92.111111	188	150	120	0	371	0	0	0	0	0
Gstt2	92.000000	380	236	212	0	0	0	0	0	0	0
Tada2a	91.888889	0	0	0	0	827	0	0	0	0	0
Smc3	91.888889	177	159	0	0	491	0	0	0	0	0
Prim2	91.888889	297	198	138	0	194	0	0	0	0	0
Mon1b	91.888889	199	358	174	96	0	0	0	0	0	0
Tmem269	91.777778	256	271	162	137	0	0	0	0	0	0
Slfn14	91.777778	163	99	0	0	564	0	0	0	0	0
Csrp2	91.666667	324	253	126	0	122	0	0	0	0	0
Smg9	91.444444	146	0	225	0	452	0	0	0	0	0
Ywhah	91.333333	0	0	0	0	753	69	0	0	0	0
Tatdn3	91.333333	324	138	0	0	196	0	0	164	0	0
Nsl1	91.333333	324	138	0	0	196	0	0	164	0	0
Pwwp3a	91.222222	0	0	0	0	821	0	0	0	0	0
Skp2	91.000000	88	0	0	0	375	0	140	216	0	0
Lmbrd2	91.000000	88	0	0	0	375	0	140	216	0	0
Wrap53	90.888889	188	221	114	0	178	0	0	117	0	0
Trp53	90.888889	188	221	114	0	178	0	0	117	0	0
Dbr1	90.666667	169	0	98	0	327	0	0	222	0	0
Zfp706	90.555556	184	0	103	0	450	0	0	78	0	0
Tcirg1	90.444444	304	271	239	0	0	0	0	0	0	0
Skiv2l	90.222222	233	180	93	0	306	0	0	0	0	0
Pcmt1	90.222222	0	80	0	0	732	0	0	0	0	0
Nup43	90.222222	0	80	0	0	732	0	0	0	0	0
Nelfe	90.222222	233	180	93	0	306	0	0	0	0	0
