Target_genes	Tbr1|Average	SRX22670282|Cortex	SRX22670283|Cortex	SRX4632659|Cortex	SRX4632662|Cortex	SRX4632663|Cortex	SRX1121025|Embryonic_brains	STRING
Klf7	204.333333	141	652	123	98	0	212	0
Urgcp	204.166667	147	720	220	138	0	0	0
Slc35b1	203.833333	243	546	106	145	0	183	0
Ppp6c	203.666667	284	484	159	206	0	89	0
Pgs1	203.666667	259	664	201	98	0	0	0
Krr1	203.333333	251	746	223	0	0	0	0
Arntl	203.000000	321	363	234	300	0	0	0
Tmem167b	202.000000	184	575	191	148	0	114	0
Spag9	202.000000	114	744	135	140	0	79	0
Nuf2	202.000000	136	538	161	126	0	251	0
Fam166b	202.000000	196	348	266	198	0	204	0
Akirin1	202.000000	198	638	188	188	0	0	0
Polr3e	201.833333	159	555	168	240	0	89	0
Lrp6	201.666667	182	672	169	187	0	0	0
Rpl7l1	201.500000	327	504	192	186	0	0	0
Fry	201.500000	283	336	184	95	0	311	0
Tyw5	201.333333	250	646	167	145	0	0	0
Maip1	201.333333	250	646	167	145	0	0	0
Hps5	201.333333	167	670	191	180	0	0	0
Gtf2h1	201.333333	167	670	191	180	0	0	0
Katnal1	201.166667	153	677	132	141	0	104	0
Mmaa	201.000000	159	759	160	128	0	0	0
Dcaf10	200.833333	261	532	238	174	0	0	0
Rexo4	200.500000	223	613	166	201	0	0	0
Inhbe	200.500000	225	182	425	371	0	0	0
Gm3448	200.500000	138	884	82	99	0	0	0
Gm3417	200.500000	138	884	82	99	0	0	0
Dync1li2	200.500000	199	638	156	210	0	0	0
Nasp	200.166667	370	429	177	225	0	0	0
H4c3	200.166667	180	631	130	132	0	128	0
H1f6	200.166667	180	631	130	132	0	128	0
Arrb1	200.166667	302	571	150	178	0	0	0
Ptprr	200.000000	285	300	314	301	0	0	0
Zfp661	199.666667	195	658	229	116	0	0	0
Mrps5	199.666667	195	658	229	116	0	0	0
Primpol	199.166667	178	746	154	117	0	0	0
Prdm5	199.166667	547	392	256	0	0	0	0
Med11	199.166667	176	668	162	189	0	0	0
Ccny	199.166667	256	599	181	159	0	0	0
Casp3	199.166667	178	746	154	117	0	0	0
Pfn2	199.000000	279	654	115	146	0	0	0
Wdr89	198.833333	126	590	165	91	0	221	0
Rps26	198.833333	163	706	133	191	0	0	0
Itgbl1	198.666667	195	443	204	178	0	172	0
Ddx49	198.500000	179	479	245	124	0	164	0
Cope	198.500000	179	479	245	124	0	164	0
Epha3	198.166667	147	445	144	165	0	288	0
Ppip5k2	198.000000	238	532	130	185	0	103	0
Lyrm4	198.000000	176	633	230	149	0	0	0
Gin1	198.000000	238	532	130	185	0	103	0
Fars2	198.000000	176	633	230	149	0	0	0
Ap4e1	198.000000	275	616	0	126	0	171	0
Tcte3	197.833333	138	884	82	83	0	0	0
Ermard	197.833333	138	884	82	83	0	0	0
Rps7	197.666667	264	559	124	136	0	103	0
Kctd5	197.666667	252	520	159	166	0	89	0
Gipc1	197.500000	222	715	0	248	0	0	0
Cxxc1	197.500000	158	610	155	146	0	116	0
Tmc5	197.333333	190	495	202	171	0	126	0
Msl3	197.166667	396	283	223	281	0	0	0
Tmem107	197.000000	233	548	202	114	0	85	0
Sh3glb1	197.000000	275	534	95	102	0	176	0
Rai1	197.000000	302	517	191	172	0	0	0
Osbp2	197.000000	144	316	221	132	0	369	0
Napepld	197.000000	201	591	186	204	0	0	0
Frat1	196.833333	225	568	136	252	0	0	0
Vmn1r218	196.666667	177	645	170	90	0	98	0
Tasor	196.333333	272	324	269	313	0	0	0
Psmd1	196.166667	149	696	82	0	0	250	0
Nlrp10	196.166667	347	579	150	0	0	101	0
Kbtbd3	196.166667	134	617	144	164	0	118	0
Eif3f	196.166667	347	579	150	0	0	101	0
Aasdhppt	196.166667	134	617	144	164	0	118	0
Tnrc18	196.000000	174	546	239	217	0	0	0
Errfi1	196.000000	85	732	199	160	0	0	0
Triap1	195.833333	211	768	85	111	0	0	0
Rnasek	195.833333	289	425	247	214	0	0	0
Nup85	195.833333	207	671	134	163	0	0	0
Gatc	195.833333	211	768	85	111	0	0	0
Chmp5	195.833333	305	419	257	194	0	0	0
Bag1	195.833333	305	419	257	194	0	0	0
Amph	195.833333	184	541	165	122	0	163	0
0610010K14Rik	195.833333	289	425	247	214	0	0	0
Wdr36	195.500000	124	569	167	175	0	138	0
Mthfs	195.500000	138	735	131	169	0	0	0
Gtf2h4	195.500000	146	551	154	201	0	121	0
Gtf2a1	195.500000	123	712	104	135	0	99	0
Rsbn1	195.166667	81	578	183	201	0	128	0
Ext1	195.166667	142	815	97	117	0	0	0
Dad1	195.166667	304	538	153	176	0	0	0
Abhd4	195.166667	304	538	153	176	0	0	0
Zmym4	195.000000	312	538	218	102	0	0	0
Rbm12	195.000000	230	564	169	207	0	0	0
Cpne1	195.000000	230	564	169	207	0	0	0
Ccdc185	195.000000	141	408	243	149	0	229	0
Bcl9l	194.833333	334	456	219	160	0	0	0
Zfp800	194.666667	180	554	263	171	0	0	0
Epc1	194.666667	229	699	106	134	0	0	0
Timm10	194.500000	146	443	195	229	0	154	0
Psmd3	194.500000	228	522	91	121	0	205	0
Proser1	194.166667	123	689	184	169	0	0	0
Nhlrc3	194.166667	123	689	184	169	0	0	0
Ncan	194.166667	117	813	135	100	0	0	0
Gspt1	194.000000	164	643	164	108	0	85	0
Ly6g6e	193.666667	218	541	0	185	0	218	0
Ly6g6d	193.666667	218	541	0	185	0	218	0
Gpcpd1	193.666667	349	368	235	210	0	0	0
Setd1a	193.500000	215	484	217	245	0	0	0
Znrf1	193.333333	252	582	169	157	0	0	0
Chrac1	193.333333	167	717	117	159	0	0	0
Rbm48	193.166667	222	461	144	120	0	212	0
Pex1	193.166667	222	461	144	120	0	212	0
Exoc2	193.166667	179	542	157	126	0	155	0
Acbd3	193.166667	148	677	122	212	0	0	0
Supt20	193.000000	108	752	108	190	0	0	0
Asap1	193.000000	210	308	307	333	0	0	0
Ankrd13c	192.833333	159	470	181	170	0	177	0
Sart3	192.666667	198	573	201	85	0	99	0
Pnpla6	192.666667	280	497	191	188	0	0	0
Kmt2d	192.666667	192	525	105	131	0	203	0
Iscu	192.666667	198	573	201	85	0	99	0
Usp53	192.333333	239	593	151	171	0	0	0
Fnbp1l	192.333333	129	586	89	123	0	227	0
Usp30	192.166667	267	463	165	110	0	148	0
Cdk12	191.666667	220	468	193	133	0	136	0
Rabggta	191.500000	140	526	98	191	0	194	0
Opa1	191.500000	146	602	131	132	0	138	0
Fgf11	191.500000	321	373	272	183	0	0	0
Chrnb1	191.500000	321	373	272	183	0	0	0
Dpp9	191.333333	205	670	113	160	0	0	0
Ush1c	191.166667	290	357	260	240	0	0	0
Tmem79	191.166667	135	712	135	165	0	0	0
Srsf9	191.166667	265	567	151	164	0	0	0
Smg5	191.166667	135	712	135	165	0	0	0
Otog	191.166667	290	357	260	240	0	0	0
Inava	191.166667	248	514	146	239	0	0	0
Snrnp48	191.000000	222	500	193	231	0	0	0
Gm2237	191.000000	237	618	167	124	0	0	0
Lamp1	190.833333	158	689	181	117	0	0	0
Prpf39	190.500000	202	554	223	164	0	0	0
Pih1d2	190.500000	182	530	225	101	0	105	0
Nkapd1	190.500000	182	530	225	101	0	105	0
Pianp	190.333333	244	491	225	182	0	0	0
Ccdc167	190.333333	0	398	249	134	0	361	0
Pgp	190.166667	207	557	220	157	0	0	0
Msx3	190.166667	0	754	226	161	0	0	0
Bricd5	190.166667	207	557	220	157	0	0	0
Bclaf1	190.166667	149	702	116	174	0	0	0
Wdr92	190.000000	295	605	109	131	0	0	0
Ppp1r12b	190.000000	138	541	124	120	0	217	0
Pno1	190.000000	295	605	109	131	0	0	0
Stat5b	189.500000	230	456	0	0	0	451	0
Mterf1a	189.500000	216	572	176	173	0	0	0
Mrpl30	189.500000	243	713	0	181	0	0	0
Mitd1	189.500000	243	713	0	181	0	0	0
Mrpl23	189.333333	122	573	197	244	0	0	0
Uba5	189.000000	248	544	145	197	0	0	0
Acad11	189.000000	248	544	145	197	0	0	0
Eif4g2	188.833333	132	667	141	193	0	0	0
Amd2	188.666667	157	731	103	141	0	0	0
Amd1	188.666667	157	731	103	141	0	0	0
Slc38a10	188.500000	165	416	182	184	0	184	0
Pou4f3	188.333333	216	219	307	388	0	0	0
Cnot10	188.333333	231	480	142	120	0	157	0
Znrd1as	187.666667	133	515	92	139	0	247	0
Znrd1	187.666667	133	515	92	139	0	247	0
Vars	187.500000	324	644	0	157	0	0	0
Rnf220	187.500000	173	576	106	155	0	115	0
Nuak1	187.500000	185	515	159	137	0	129	0
Ice1	187.500000	148	480	151	152	0	194	0
D17H6S56E-5	187.500000	324	644	0	157	0	0	0
Teddm3	187.333333	141	300	312	371	0	0	0
Clec11a	187.166667	190	639	129	165	0	0	0
Vdac2	187.000000	186	664	146	126	0	0	0
Slc25a53	187.000000	196	599	141	186	0	0	0
Med6	187.000000	157	558	86	139	0	182	0
Wdtc1	186.666667	227	507	97	129	0	160	0
Hps6	186.666667	185	453	179	187	0	116	0
Clptm1l	186.666667	215	636	103	166	0	0	0
Armh3	186.666667	185	453	179	187	0	116	0
Zfp142	186.500000	99	468	159	224	0	169	0
Bloc1s6	186.500000	131	564	231	193	0	0	0
Bcs1l	186.500000	99	468	159	224	0	169	0
Taf2	186.333333	159	675	131	153	0	0	0
Dnm1	186.333333	368	382	155	213	0	0	0
Actl6a	186.333333	208	487	215	208	0	0	0
Spg11	186.166667	160	754	95	108	0	0	0
Mterf1b	186.166667	196	648	154	119	0	0	0
Kdm2a	185.333333	199	549	208	156	0	0	0
Ticrr	185.166667	285	419	201	206	0	0	0
Rprd2	185.166667	174	602	159	176	0	0	0
3110040N11Rik	185.166667	218	535	241	117	0	0	0
Stk38	184.833333	178	647	151	133	0	0	0
Snx1	184.833333	206	572	185	146	0	0	0
Psmf1	184.833333	150	521	150	163	0	125	0
Krtap11-1	184.833333	207	621	0	123	0	158	0
Get1	184.833333	178	558	122	96	0	155	0
Ciao2a	184.833333	206	572	185	146	0	0	0
Ubc	184.666667	235	561	117	195	0	0	0
Fus	184.666667	208	611	151	138	0	0	0
Mrpl21	184.500000	186	479	95	177	0	170	0
Lrig3	184.500000	182	201	446	278	0	0	0
Ighmbp2	184.500000	186	479	95	177	0	170	0
Ccdc90b	184.500000	120	503	159	145	0	180	0
Pogz	184.000000	227	386	201	177	0	113	0
Crebzf	184.000000	212	526	0	182	184	0	0
Rnpc3	183.833333	118	675	143	167	0	0	0
Nectin1	183.833333	175	690	71	167	0	0	0
5730455P16Rik	183.833333	322	437	182	162	0	0	0
Tmem267	183.666667	169	592	132	104	0	105	0
Cfdp1	183.666667	163	669	153	117	0	0	0
Cdk11b	183.666667	119	669	128	186	0	0	0
Maz	183.500000	118	637	195	151	0	0	0
Kmt5b	183.500000	166	555	150	123	0	107	0
Timm9	183.166667	269	652	111	67	0	0	0
Nudcd3	183.166667	198	531	129	241	0	0	0
Exosc5	183.166667	332	420	167	180	0	0	0
Bckdha	183.166667	332	420	167	180	0	0	0
2700049A03Rik	183.166667	269	652	111	67	0	0	0
Zmat2	183.000000	205	593	103	197	0	0	0
Arfgef1	183.000000	186	430	167	315	0	0	0
Wdr24	182.666667	178	499	136	117	0	166	0
Btbd10	182.666667	195	738	0	163	0	0	0
Ndufb1	182.500000	209	505	139	242	0	0	0
Cpsf2	182.500000	209	505	139	242	0	0	0
Frmd4a	182.333333	142	500	111	0	0	341	0
Tbck	182.166667	232	538	150	173	0	0	0
Nipbl	182.166667	157	438	187	193	0	118	0
Eif1ad	182.166667	206	625	123	139	0	0	0
Banf1	182.166667	206	625	123	139	0	0	0
Aimp1	182.166667	232	538	150	173	0	0	0
AW549877	182.166667	197	491	196	209	0	0	0
Zfp422	182.000000	149	694	138	111	0	0	0
Phyh	181.833333	177	186	277	350	0	101	0
Tatdn3	181.666667	295	619	95	81	0	0	0
Smarca2	181.666667	230	494	0	199	0	167	0
Satb2	181.666667	154	363	96	164	0	313	0
Nsl1	181.666667	295	619	95	81	0	0	0
Grp	181.500000	180	366	296	247	0	0	0
B3galt2	181.333333	162	217	145	213	0	351	0
Dohh	181.166667	158	624	184	121	0	0	0
Ano6	181.166667	172	677	99	139	0	0	0
Ssbp1	181.000000	137	650	0	117	0	182	0
Myoz1	180.666667	196	320	250	318	0	0	0
Mtmr6	180.666667	0	458	179	119	0	328	0
Kpnb1	180.666667	282	449	168	185	0	0	0
Kif1b	180.666667	166	593	171	154	0	0	0
Znrf4	180.500000	344	512	0	0	0	227	0
Rcl1	180.333333	291	345	186	260	0	0	0
Alg1	180.166667	186	692	95	108	0	0	0
Chd9	180.000000	202	505	117	171	0	85	0
Zbtb32	179.833333	137	450	160	178	0	154	0
Zbtb12	179.833333	280	486	132	181	0	0	0
Tob1	179.833333	93	672	121	193	0	0	0
Kmt2b	179.833333	137	450	160	178	0	154	0
Ehmt2	179.833333	280	486	132	181	0	0	0
Rita1	179.500000	261	461	201	154	0	0	0
Imp4	179.500000	188	327	154	132	0	276	0
Homer1	179.500000	163	699	107	0	0	108	0
Ddx54	179.500000	261	461	201	154	0	0	0
Ccdc115	179.500000	188	327	154	132	0	276	0
Zfp143	179.166667	165	569	120	108	0	113	0
Rpf1	179.166667	268	556	125	126	0	0	0
Rorb	179.166667	184	380	147	90	0	274	0
Ccdc42	179.166667	189	610	107	169	0	0	0
Sbno1	179.000000	237	515	185	137	0	0	0
Tbc1d14	178.833333	142	601	148	182	0	0	0
Cmpk1	178.833333	193	592	166	122	0	0	0
5031439G07Rik	178.833333	206	506	137	224	0	0	0
Bmpr2	178.666667	171	615	116	170	0	0	0
Prdm15	178.500000	237	429	189	216	0	0	0
Gtf2b	178.500000	185	601	161	124	0	0	0
Dip2b	178.500000	147	659	100	165	0	0	0
Spag8	178.333333	127	633	168	142	0	0	0
Hint2	178.333333	127	633	168	142	0	0	0
Sugct	178.166667	351	497	100	121	0	0	0
Mplkip	178.166667	351	497	100	121	0	0	0
Klhdc4	178.166667	266	509	181	113	0	0	0
Pcbp2	178.000000	100	573	149	128	0	118	0
Ift46	178.000000	173	415	152	170	0	158	0
Cfap298	178.000000	245	536	162	125	0	0	0
Cdh12	178.000000	194	317	0	0	231	326	0
Zwilch	177.833333	227	533	149	158	0	0	0
Rpl4	177.833333	227	533	149	158	0	0	0
Mysm1	177.833333	131	647	130	159	0	0	0
Mmd2	177.833333	172	512	189	194	0	0	0
Cep55	177.833333	147	407	228	148	0	137	0
Tom1l2	177.666667	147	487	142	150	0	140	0
Nrep	177.666667	235	497	145	189	0	0	0
Drc3	177.666667	147	487	142	150	0	140	0
Kctd2	177.500000	136	633	152	144	0	0	0
Atp5h	177.500000	136	633	152	144	0	0	0
Zscan26	177.333333	186	537	122	219	0	0	0
Fndc9	177.333333	143	285	245	235	0	156	0
Cbarp	177.166667	256	211	181	239	0	176	0
Atp5d	177.166667	256	211	181	239	0	176	0
Snrnp70	177.000000	175	442	139	156	0	150	0
Rsrc2	177.000000	205	475	147	122	0	113	0
Kntc1	177.000000	205	475	147	122	0	113	0
Crem	176.833333	117	544	127	145	0	128	0
Celf4	176.666667	241	355	140	231	0	93	0
Taf6	176.500000	146	604	192	117	0	0	0
Neurod2	176.500000	354	524	0	0	0	181	0
Cnpy4	176.500000	146	604	192	117	0	0	0
Usp35	176.333333	121	521	195	221	0	0	0
Tiam2	176.333333	202	416	181	101	0	158	0
Mlec	176.333333	225	532	166	135	0	0	0
Kctd21	176.333333	121	521	195	221	0	0	0
Cul2	176.333333	70	540	112	218	0	118	0
Nob1	176.166667	199	450	211	197	0	0	0
Dguok	176.166667	98	541	147	126	0	145	0
Zhx1	175.666667	170	428	108	154	0	194	0
Naa15	175.666667	185	615	129	125	0	0	0
Tox4	175.500000	232	420	118	123	0	160	0
Rab2b	175.500000	232	420	118	123	0	160	0
Phrf1	175.500000	243	491	198	121	0	0	0
Nsun3	175.500000	197	549	179	128	0	0	0
Eif3e	175.500000	196	609	122	126	0	0	0
Kat6b	175.333333	229	394	256	173	0	0	0
Kptn	175.166667	271	544	115	121	0	0	0
Cbx1	175.166667	117	716	103	115	0	0	0
Btbd9	175.166667	264	497	163	127	0	0	0
Macrod2	175.000000	200	621	126	103	0	0	0
Taf4	174.833333	131	723	83	112	0	0	0
Slc35a1	174.833333	133	579	186	151	0	0	0
Fbxl19	174.833333	128	543	135	163	0	80	0
Creb1	174.833333	171	654	117	107	0	0	0
Osmr	174.666667	225	192	289	342	0	0	0
Tfpt	174.333333	188	560	175	123	0	0	0
Septin11	174.333333	224	489	144	189	0	0	0
Prpf31	174.333333	188	560	175	123	0	0	0
Otof	174.166667	172	352	175	195	0	151	0
Fam166c	174.166667	172	352	175	195	0	151	0
Neurod1	173.833333	0	232	123	0	0	688	0
Tbp	173.666667	212	409	143	148	0	130	0
Psmb1	173.666667	212	409	143	148	0	130	0
Pde6d	173.666667	241	346	118	159	0	178	0
Cops7b	173.666667	241	346	118	159	0	178	0
Tsfm	173.500000	228	481	146	186	0	0	0
Rnasel	173.500000	0	406	138	0	0	497	0
Pbx3	173.500000	107	471	131	115	0	217	0
Trmt5	173.333333	169	580	163	128	0	0	0
Srd5a3	173.333333	0	779	136	125	0	0	0
Slc38a6	173.333333	169	580	163	128	0	0	0
D5Ertd579e	173.333333	222	543	142	133	0	0	0
Ufl1	173.166667	115	709	106	109	0	0	0
Rrp15	173.166667	117	532	195	195	0	0	0
Rad54l2	173.166667	224	553	126	136	0	0	0
Ints4	173.166667	192	483	136	126	0	102	0
Cipc	173.166667	127	565	116	105	0	126	0
Nrxn3	173.000000	195	393	258	192	0	0	0
Jakmip2	173.000000	99	475	135	147	0	182	0
Seh1l	172.666667	106	609	179	142	0	0	0
Mthfsd	172.166667	132	474	186	241	0	0	0
Uvssa	172.000000	139	620	114	159	0	0	0
Specc1l	172.000000	199	534	123	176	0	0	0
Lsm11	172.000000	244	214	152	162	0	260	0
Pde1c	171.833333	186	172	176	202	0	295	0
Ccdc142	171.833333	176	336	0	118	0	401	0
Slc6a2	171.666667	285	183	343	219	0	0	0
Neurog3	171.666667	221	330	181	205	0	93	0
Fam133b	171.666667	141	661	0	90	0	138	0
Izumo1	171.333333	225	211	290	302	0	0	0
Fut1	171.333333	225	211	290	302	0	0	0
Ankrd37	171.333333	116	682	128	102	0	0	0
Sspn	171.166667	84	280	0	80	0	583	0
Gm33989	171.166667	77	664	150	136	0	0	0
Mcoln1	171.000000	267	423	123	102	0	111	0
Fam122a	171.000000	127	584	162	153	0	0	0
Siah3	170.833333	178	319	165	137	0	226	0
Dus1l	170.833333	220	537	127	141	0	0	0
Zfp628	170.666667	130	598	72	103	0	121	0
Tuba1a	170.666667	153	495	112	156	0	108	0
Rpl35a	170.666667	147	577	127	173	0	0	0
Iqcg	170.666667	147	577	127	173	0	0	0
Ube4a	170.500000	130	453	251	189	0	0	0
Stap2	170.500000	272	610	141	0	0	0	0
Rnf113a2	170.500000	129	518	179	197	0	0	0
Mpnd	170.500000	272	610	141	0	0	0	0
Ypel1	170.333333	177	273	129	214	0	229	0
Rplp0	170.333333	163	686	99	74	0	0	0
Lce1d	170.333333	244	201	267	310	0	0	0
G3bp1	170.333333	186	501	159	176	0	0	0
Ckap5	170.166667	333	378	146	164	0	0	0
Tmem120b	170.000000	82	669	124	145	0	0	0
Cdc42bpb	170.000000	104	615	144	157	0	0	0
Mrpl11	169.833333	179	541	68	93	0	138	0
Entpd7	169.500000	190	631	0	196	0	0	0
Zfp868	169.333333	0	674	110	124	0	108	0
Pfdn4	169.166667	193	435	134	125	0	128	0
Cttnbp2	169.166667	156	457	219	183	0	0	0
Agbl5	169.166667	215	314	186	113	0	187	0
Phc2	169.000000	156	326	185	175	0	172	0
Washc4	168.666667	137	664	123	88	0	0	0
Plaa	168.666667	124	611	147	130	0	0	0
Wbp4	168.500000	211	373	119	120	0	188	0
Nudt15	168.500000	225	469	0	90	0	227	0
Nrf1	168.500000	134	636	115	126	0	0	0
Elf1	168.500000	211	373	119	120	0	188	0
BC048562	168.333333	0	853	0	0	0	157	0
Unkl	168.166667	265	493	106	145	0	0	0
Percc1	168.166667	265	493	106	145	0	0	0
Elk1	168.166667	234	319	212	136	0	108	0
Dact1	168.166667	103	378	128	144	0	256	0
BC003965	168.166667	265	493	106	145	0	0	0
Faf1	168.000000	165	732	111	0	0	0	0
Etfrf1	168.000000	111	827	70	0	0	0	0
Cdc42	168.000000	153	606	124	125	0	0	0
Casc1	168.000000	111	827	70	0	0	0	0
Arf3	168.000000	145	567	193	103	0	0	0
Zfp637	167.833333	137	621	131	118	0	0	0
Rsrp1	167.833333	198	684	125	0	0	0	0
Rpl3	167.833333	0	700	79	111	0	117	0
Dnttip2	167.833333	101	675	110	121	0	0	0
Cpsf6	167.833333	123	709	72	103	0	0	0
Aurkaip1	167.833333	80	494	157	155	0	121	0
Ambra1	167.833333	185	401	105	132	0	184	0
Zzz3	167.666667	183	605	108	110	0	0	0
Mrpl16	167.666667	196	408	170	232	0	0	0
Rusc2	167.333333	149	738	0	117	0	0	0
Nprl3	167.333333	150	674	0	180	0	0	0
Ddost	167.000000	200	553	123	126	0	0	0
Cnot1	167.000000	158	480	128	154	0	82	0
Cfap44	167.000000	225	326	171	127	0	153	0
Cd274	167.000000	156	471	153	0	0	222	0
Zfp14	166.833333	121	572	0	190	0	118	0
Xndc1	166.833333	194	555	127	125	0	0	0
Stag1	166.833333	101	565	142	193	0	0	0
Rnf121	166.833333	194	555	127	125	0	0	0
Flcn	166.833333	164	608	124	105	0	0	0
Ctdsp1	166.833333	149	376	111	118	0	247	0
Ccne2	166.833333	208	427	170	196	0	0	0
Polr2j	166.666667	182	574	93	151	0	0	0
Pold3	166.666667	104	774	122	0	0	0	0
Gucy1b2	166.500000	164	536	0	0	0	299	0
Gpatch8	166.500000	219	497	150	133	0	0	0
Tbrg4	166.333333	227	408	168	195	0	0	0
Sp1	166.333333	128	555	160	155	0	0	0
Rcor1	166.333333	331	354	156	157	0	0	0
Naa30	166.333333	142	503	187	166	0	0	0
Tubb4b	166.166667	136	608	139	114	0	0	0
Nt5c3	166.166667	100	445	227	225	0	0	0
Nipsnap2	166.166667	162	469	181	185	0	0	0
Rbfox3	165.833333	223	291	108	0	0	373	0
Mob3a	165.833333	212	553	0	230	0	0	0
Izumo4	165.833333	212	553	0	230	0	0	0
Alkbh3	165.833333	159	472	112	126	0	126	0
Neil1	165.666667	164	485	165	180	0	0	0
Mtbp	165.666667	159	546	141	148	0	0	0
Mrpl13	165.666667	159	546	141	148	0	0	0
Mbd2	165.666667	341	232	220	201	0	0	0
Hip1	165.666667	100	250	163	174	0	307	0
Psmd12	165.500000	182	561	142	108	0	0	0
Zfp866	165.333333	123	621	0	157	0	91	0
Taco1	165.166667	202	432	110	118	0	129	0
Ppp1r10	165.166667	320	367	160	144	0	0	0
Mrps18b	165.166667	320	367	160	144	0	0	0
Ptov1	165.000000	182	464	101	110	0	133	0
Fam174c	165.000000	117	641	95	137	0	0	0
Cirbp	165.000000	117	641	95	137	0	0	0
Aasdh	164.833333	112	631	112	134	0	0	0
Cacna1s	164.666667	390	141	255	202	0	0	0
Ascl5	164.666667	390	141	255	202	0	0	0
Tpst1	164.500000	166	676	0	145	0	0	0
Snap29	164.500000	84	484	123	100	0	196	0
Pi4ka	164.500000	84	484	123	100	0	196	0
9030025P20Rik	164.500000	124	764	0	99	0	0	0
Osbpl2	164.333333	91	550	170	175	0	0	0
Abi2	164.333333	183	322	121	133	0	227	0
Mrpl1	164.000000	193	443	150	198	0	0	0
Galk2	164.000000	289	489	112	94	0	0	0
Fzd1	164.000000	192	338	197	257	0	0	0
Cops2	164.000000	289	489	112	94	0	0	0
Ufm1	163.833333	142	628	94	119	0	0	0
Hmgb1	163.833333	212	482	171	118	0	0	0
Zfp609	163.666667	272	441	154	115	0	0	0
Stam2	163.666667	179	729	74	0	0	0	0
Resf1	163.666667	215	432	181	154	0	0	0
Plcg1	163.666667	170	701	0	111	0	0	0
Dixdc1	163.666667	141	396	158	144	0	143	0
Cops7a	163.666667	158	527	150	147	0	0	0
Alyref2	163.666667	253	346	164	118	0	101	0
Wdr12	163.333333	215	354	245	166	0	0	0
Mars2	163.333333	236	517	121	106	0	0	0
Carf	163.333333	215	354	245	166	0	0	0
Adar	163.333333	165	246	258	110	0	201	0
Rmnd5b	163.166667	139	529	200	111	0	0	0
Mrps28	163.000000	206	559	124	89	0	0	0
Cetn3	163.000000	150	382	259	187	0	0	0
Btbd6	163.000000	133	567	145	133	0	0	0
Zkscan2	162.666667	153	465	157	201	0	0	0
Vps13d	162.666667	282	464	99	131	0	0	0
Sirt6	162.666667	100	620	103	153	0	0	0
Rtel1	162.666667	214	510	108	144	0	0	0
Cln8	162.666667	88	591	159	138	0	0	0
Ankrd24	162.666667	100	620	103	153	0	0	0
Tpo	162.500000	0	447	83	0	0	445	0
Tmub1	162.500000	202	558	126	89	0	0	0
Selenof	162.500000	226	563	0	90	0	96	0
Psma2	162.500000	178	463	150	184	0	0	0
Mrpl32	162.500000	178	463	150	184	0	0	0
Hs2st1	162.500000	226	563	0	90	0	96	0
Gins4	162.500000	205	303	156	144	0	167	0
Fbxl14	162.500000	101	608	148	118	0	0	0
Fastk	162.500000	202	558	126	89	0	0	0
Eefsec	162.500000	199	540	116	120	0	0	0
Plcb1	162.333333	120	462	142	250	0	0	0
Arih1	162.333333	150	622	81	121	0	0	0
Marchf6	162.166667	120	532	133	188	0	0	0
Kdm5b	162.166667	201	367	100	85	0	220	0
Jade1	162.166667	264	490	119	100	0	0	0
Hmgn1	161.666667	156	560	109	145	0	0	0
Cbfa2t3	161.666667	143	327	130	155	0	215	0
Rmnd1	161.500000	211	577	88	93	0	0	0
Ndc1	161.500000	174	599	124	72	0	0	0
Gm960	161.500000	181	553	113	122	0	0	0
Etl4	161.500000	70	280	191	212	0	216	0
Armt1	161.500000	211	577	88	93	0	0	0
Zdhhc3	161.333333	136	584	163	85	0	0	0
Heatr5a	161.333333	81	388	171	220	0	108	0
Haspin	161.333333	196	560	122	90	0	0	0
Exosc7	161.333333	136	584	163	85	0	0	0
Tcf3	161.166667	263	386	0	101	0	217	0
Get4	161.166667	113	651	96	107	0	0	0
Txnip	161.000000	199	396	110	123	0	138	0
Arf1	161.000000	149	511	168	138	0	0	0
Pten	160.833333	215	618	0	132	0	0	0
Rps17	160.666667	138	462	183	181	0	0	0
Nol8	160.666667	240	588	0	136	0	0	0
Ints7	160.666667	112	542	69	147	0	94	0
Dtl	160.666667	112	542	69	147	0	94	0
Cenpp	160.666667	240	588	0	136	0	0	0
Sptlc1	160.500000	123	600	119	121	0	0	0
Snn	160.500000	202	658	103	0	0	0	0
Jrk	160.500000	124	570	103	166	0	0	0
2410002F23Rik	160.500000	183	502	116	162	0	0	0
Trpc4ap	160.333333	107	524	113	96	0	122	0
Tchp	160.333333	172	466	171	153	0	0	0
Fzd2	160.333333	300	307	184	171	0	0	0
Elavl2	160.333333	160	516	0	126	0	160	0
Cacna1d	160.333333	192	312	155	218	0	85	0
Abca3	160.333333	103	394	164	176	0	125	0
Abca17	160.333333	103	394	164	176	0	125	0
Vps26c	160.166667	151	517	132	161	0	0	0
Tmem129	160.166667	125	548	110	178	0	0	0
Tacc3	160.166667	125	548	110	178	0	0	0
Rnf103	160.166667	249	494	109	109	0	0	0
Wiz	160.000000	120	491	248	101	0	0	0
Tdp2	160.000000	184	585	191	0	0	0	0
Bcl7a	160.000000	158	553	136	113	0	0	0
Acot13	160.000000	184	585	191	0	0	0	0
Scyl3	159.833333	149	515	132	163	0	0	0
Mthfsl	159.833333	192	559	103	105	0	0	0
Oxsm	159.666667	116	619	84	139	0	0	0
Ngly1	159.666667	116	619	84	139	0	0	0
