Target_genes	Rbpj|Average	SRX13832280|BEko	SRX13832281|BEko	SRX13832282|BEko	SRX13832297|BEko	SRX13832298|BEko	SRX13832303|BEko	SRX13832304|BEko	SRX20794974|BEko	SRX20794975|BEko	SRX20794984|BEko	SRX20794985|BEko	SRX20794986|BEko	SRX20794987|BEko	SRX23493367|BEko	SRX23493368|BEko	SRX4670704|BEko	SRX4670705|BEko	SRX19144157|Brain_endothelial_cells	SRX19144158|Brain_endothelial_cells	SRX4740104|Brain_pericytes	SRX4740105|Brain_pericytes	SRX140327|C2C12	SRX140328|C2C12	SRX140329|C2C12	SRX140330|C2C12	SRX140331|C2C12	SRX140332|C2C12	SRX140337|C2C12	SRX140338|C2C12	SRX140339|C2C12	SRX140340|C2C12	SRX140342|C2C12	SRX140343|C2C12	SRX262848|F9	SRX262849|F9	SRX297989|F9	SRX297990|F9	SRX884573|GM18946	SRX070892|Leukemia,_Lymphoid	SRX070895|Leukemia,_Lymphoid	SRX287018|Neural_tube	SRX287019|Neural_tube	SRX485442|Neural_tube	SRX702808|T-ALL	SRX702809|T-ALL	SRX266509|T29	SRX266510|T29	SRX13239041|T_cells	SRX13239042|T_cells	SRX13239043|T_cells	SRX13239044|T_cells	SRX13239045|T_cells	SRX13239049|T_cells	SRX13239050|T_cells	SRX13239052|T_cells	SRX13239053|T_cells	SRX13239055|T_cells	SRX13239056|T_cells	SRX5551015|Unclassified	SRX5551016|Unclassified	SRX5551019|Unclassified	SRX5551020|Unclassified	STRING
Prdx1	115.645161	0	348	263	206	145	146	0	348	263	246	272	188	161	353	183	229	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	579	136	0	0	0	0	0	75	0	0	0	0	0	0	0	0	143	0	0	136	270	0	0	1136	1059	0
Zfp865	115.596774	0	563	312	265	117	167	215	563	312	334	269	404	164	399	310	354	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	138	224	129	194	296	330	0
Zfp524	115.596774	0	563	312	265	117	167	215	563	312	334	269	404	164	399	310	354	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	138	224	129	194	296	330	0
Eps15l1	115.403226	0	331	196	228	0	0	0	331	196	236	0	174	90	295	305	271	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	259	0	322	0	321	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	1102	0
Taf1a	113.112903	0	276	383	148	0	0	0	276	383	276	330	310	0	205	428	279	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	401	138	0	0	81	0	0	0	0	0	0	0	127	0	0	183	205	155	0	338	210	0	0	864	735	0
Nudcd1	112.129032	0	346	123	0	0	0	0	346	123	116	150	108	148	183	133	199	180	0	0	339	229	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	499	169	0	340	194	340	0	0	0	0	0	0	150	0	0	255	122	0	0	244	213	109	0	637	682	0
Eny2	112.129032	0	346	123	0	0	0	0	346	123	116	150	108	148	183	133	199	180	0	0	339	229	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	499	169	0	340	194	340	0	0	0	0	0	0	150	0	0	255	122	0	0	244	213	109	0	637	682	0
Napg	110.693548	0	184	158	231	0	0	0	184	158	0	0	244	0	190	266	156	0	0	0	240	280	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	1061	183	0	373	235	373	0	0	0	0	0	0	144	0	0	0	0	0	0	139	176	213	145	547	620	0
P4hb	110.161290	0	259	245	167	131	135	146	259	245	221	248	200	0	120	231	269	225	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	82	0	583	157	587	0	0	0	0	0	0	138	0	0	120	0	0	0	185	167	0	0	579	566	0
Fiz1	108.612903	0	563	312	265	117	167	215	563	312	334	269	404	164	399	310	354	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	138	224	0	0	296	220	0
Daxx	107.000000	0	213	0	0	0	0	0	213	0	0	0	0	0	195	218	203	206	0	0	426	391	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	501	559	127	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	274	297	73	0	1297	1097	0
Opa3	106.983871	0	254	201	190	0	0	0	254	201	280	291	242	202	259	247	268	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	112	0	0	0	0	132	0	0	147	0	180	0	246	310	0	0	1048	1090	0
Gm4981	105.629032	253	134	107	290	256	261	0	134	107	0	192	211	242	127	198	0	0	0	0	368	616	0	0	0	0	0	0	0	0	0	0	0	0	236	179	0	81	89	0	0	0	0	0	0	0	0	0	212	234	150	109	183	218	272	212	180	129	200	187	182	0	0	0
Csnk1a1	105.629032	0	365	373	257	231	0	227	365	373	262	332	251	161	423	372	378	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	101	234	232	107	0	439	598	0
Aebp2	105.612903	0	403	238	0	0	0	0	403	238	248	245	272	159	156	235	224	126	0	0	118	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	236	0	0	194	185	156	227	340	422	102	112	558	437	0
Smim40	104.951613	0	213	0	0	0	0	0	213	0	0	0	0	0	195	218	203	206	0	0	426	391	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	501	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	274	297	73	0	1297	1097	0
Uxs1	104.596774	0	364	271	141	180	0	0	364	271	285	256	308	218	223	273	325	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	116	160	0	186	198	0	0	652	811	0
E2f3	103.758065	0	314	314	267	170	0	156	314	314	399	464	318	184	372	440	435	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	113	0	0	109	0	139	0	250	319	0	0	247	239	0
Naf1	103.725806	0	286	264	0	0	0	153	286	264	199	364	287	0	226	342	246	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	657	215	0	154	0	153	0	0	0	0	0	0	0	0	0	143	0	0	0	0	207	121	0	660	610	0
Pigk	103.145161	0	166	156	0	0	0	0	166	156	142	194	192	223	0	186	216	187	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	115	0	0	137	0	0	161	0	0	0	0	174	0	0	216	192	0	0	306	248	224	0	782	694	0
Dhx35	102.822581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	1386	0	0	0	0	0	0	0	0	0	0	0	0	249	0	143	0	270	101	0	720	260	724	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	528	462	0
Tgoln2	102.564516	0	404	215	170	0	0	0	404	215	389	363	206	177	463	298	284	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	236	256	0	0	703	777	0
Tgoln1	102.564516	0	404	215	170	0	0	0	404	215	389	363	206	177	463	298	284	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	236	256	0	0	703	777	0
Lclat1	102.145161	0	359	333	183	0	219	0	359	333	246	280	266	232	250	291	344	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	148	0	0	89	0	0	121	0	0	0	0	139	0	0	0	183	0	0	198	235	0	0	442	524	0
Lrig1	102.080645	0	509	412	307	315	0	0	509	412	328	402	282	214	378	329	346	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	449	288	0
Myl6b	101.903226	0	313	217	168	0	0	0	313	217	217	192	137	0	237	257	197	137	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	123	0	0	0	0	0	175	0	0	0	0	120	0	0	0	0	0	0	0	151	96	66	1227	1229	0
Myl6	101.903226	0	313	217	168	0	0	0	313	217	217	192	137	0	237	257	197	137	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	123	0	0	0	0	0	175	0	0	0	0	120	0	0	0	0	0	0	0	151	96	66	1227	1229	0
Brpf1	101.790323	0	182	220	131	134	0	143	182	220	222	177	120	0	230	197	198	166	0	0	291	284	0	0	0	0	0	0	0	0	0	0	0	0	165	0	174	0	248	275	0	95	0	94	116	0	0	0	0	0	0	0	0	0	88	105	0	122	0	167	121	687	757	0
Phf12	101.306452	0	337	218	192	0	0	0	337	218	219	261	236	181	331	408	289	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	166	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	126	0	0	0	967	1079	0
Oaz2	100.838710	0	343	167	258	0	214	207	343	167	190	349	180	177	518	352	300	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	820	788	0
Tefm	99.838710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	143	0	0	0	0	0	0	0	0	0	0	0	0	688	0	115	0	1033	461	0	547	297	546	0	181	0	0	0	0	0	0	0	135	0	0	0	0	0	132	113	728	803	0
Mknk2	99.612903	0	296	290	195	0	0	0	296	290	259	189	0	0	324	173	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	254	301	0	235	225	136	0	1039	840	0
Mphosph9	99.548387	0	199	216	178	0	139	0	199	216	318	255	168	180	249	296	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	118	0	116	0	0	0	0	0	0	225	0	0	357	330	197	183	330	225	0	0	524	490	0
2810006K23Rik	99.548387	0	199	216	178	0	139	0	199	216	318	255	168	180	249	296	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	118	0	116	0	0	0	0	0	0	225	0	0	357	330	197	183	330	225	0	0	524	490	0
Utp3	99.048387	0	269	98	0	0	0	0	269	98	141	165	0	161	237	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	163	0	0	92	0	0	134	0	0	111	0	0	0	0	250	265	254	0	300	320	189	192	768	601	0
Ube2v1	97.322581	0	167	122	161	0	0	0	167	122	152	182	172	0	0	271	155	200	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	518	109	0	180	0	180	0	257	0	0	0	0	155	0	0	104	0	0	0	148	0	0	0	1060	1149	0
Rlf	96.580645	0	157	173	0	0	0	0	157	173	131	256	0	223	235	207	253	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	700	678	234	0	0	0	0	137	0	0	0	0	184	0	0	0	112	0	0	232	260	235	210	350	357	0
Zfp974	95.709677	0	197	197	0	0	0	0	197	197	0	276	169	0	241	294	287	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	178	0	288	285	285	0	0	0	0	0	0	133	0	0	0	0	0	0	223	159	92	0	309	445	0
Egr1	95.306452	0	288	178	194	0	0	0	288	178	0	215	166	0	293	421	246	0	0	0	249	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	184	0	497	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	739	0
Pomp	95.129032	0	290	192	0	157	0	0	290	192	350	232	164	0	267	237	315	257	0	0	297	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	327	0	0	80	0	0	179	0	0	0	0	0	0	0	109	0	0	0	113	178	0	0	496	654	0
Anapc10	94.354839	0	311	215	222	225	0	0	311	215	320	127	167	0	404	352	214	243	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	642	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	219	71	365	410	0
Abce1	94.354839	0	311	215	222	225	0	0	311	215	320	127	167	0	404	352	214	243	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	642	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	219	71	365	410	0
Psma1	94.258065	0	384	170	0	0	0	0	384	170	283	0	164	0	304	252	276	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	166	0	0	249	301	0	0	1018	923	0
Celsr1	94.209677	254	646	456	140	117	0	0	646	456	289	265	464	363	483	502	377	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbx1	93.080645	0	379	310	282	0	0	0	379	310	246	254	198	156	301	258	243	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	101	0	822	784	0
Atg14	92.419355	0	280	113	0	151	0	0	280	113	201	155	178	0	239	226	231	164	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	154	0	151	0	0	0	0	0	0	120	0	0	0	0	0	0	150	145	100	133	767	693	0
Cbarp	92.193548	0	207	164	0	0	0	0	207	164	0	169	179	0	154	184	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	189	137	98	0	1509	1479	0
Atp5d	92.193548	0	207	164	0	0	0	0	207	164	0	169	179	0	154	184	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	189	137	98	0	1509	1479	0
Ric8b	91.645161	0	0	102	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	324	449	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	315	0	0	1251	237	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	875	0
Ilf3	91.435484	0	184	170	101	0	0	0	184	170	184	0	0	151	225	178	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	140	0	0	161	150	157	0	0	0	0	0	0	175	0	0	194	207	0	0	198	291	0	0	1000	886	0
Mterf2	89.822581	0	190	168	0	0	0	0	190	168	0	130	0	0	0	160	172	0	0	0	117	186	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	193	681	174	0	200	0	200	0	263	0	0	0	0	0	0	0	111	0	0	0	176	96	263	218	593	582	0
Ankrd37	89.064516	0	360	222	252	179	118	0	360	222	278	241	149	0	257	214	296	298	0	0	416	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	181	0	0	200	0	0	0	0	127	0	0	332	411	0
Sart1	88.016129	0	187	173	154	0	0	0	187	173	226	144	179	0	170	230	223	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	264	0	0	1065	1095	0
Hey1	87.661290	0	282	243	0	0	0	0	282	243	215	176	160	0	152	346	215	163	0	0	928	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	192	240	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	153	0
Slc30a6	87.596774	0	407	257	274	262	0	0	407	257	335	259	246	138	374	330	344	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	151	0	0	478	434	0
Pon2	87.532258	0	268	227	215	0	172	0	268	227	0	233	156	0	0	234	179	176	0	0	483	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	246	112	0	0	0	148	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	257	0
Mex3b	87.032258	0	287	305	139	0	140	0	287	305	277	241	0	154	337	311	177	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	271	139	0	180	167	162	151	360	291	0
Ppp6r3	86.903226	0	312	145	0	0	0	0	312	145	158	235	122	135	138	327	229	150	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	339	216	0	215	0	216	0	0	0	0	0	0	0	0	0	218	0	0	0	276	181	0	0	413	571	0
Lgmn	86.822581	0	0	0	0	0	133	0	0	0	0	0	0	0	146	104	140	226	0	0	861	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	366	204	330	357	332	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	440	0
Gfod2	86.516129	0	194	270	215	177	0	0	194	270	127	336	0	194	0	259	272	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	946	0
Supt4a	86.500000	0	220	244	0	0	0	0	220	244	164	129	126	0	163	141	248	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	226	126	106	1048	922	0
Notch1	86.306452	156	391	191	182	0	293	0	391	191	138	0	192	0	0	297	194	302	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	200	0	127	0	127	195	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	437	0
Llgl1	85.370968	0	98	217	142	0	0	0	98	217	211	280	172	0	207	248	287	143	0	0	298	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	359	257	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	610	0
Gna11	85.225806	0	287	258	102	0	0	0	287	258	144	146	111	74	169	293	168	0	0	0	124	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	180	0	0	998	930	0
Tpr	85.112903	0	252	179	145	138	0	0	252	179	103	224	164	116	155	236	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	433	100	0	0	0	0	0	0	0	174	0	82	0	0	0	111	97	0	124	190	148	177	506	417	0
Odr4	85.112903	0	252	179	145	138	0	0	252	179	103	224	164	116	155	236	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	433	100	0	0	0	0	0	0	0	174	0	82	0	0	0	111	97	0	124	190	148	177	506	417	0
Syf2	84.758065	0	0	248	0	0	0	0	0	248	301	371	190	218	273	416	380	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	195	250	0	0	847	784	0
Stk3	84.483871	117	408	356	273	0	0	0	408	356	228	230	176	105	372	318	350	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	151	0	279	270	0
Ehd3	84.338710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2059	1424	0	78	0	0	0	0	0	0	0	0	0	0	696	0	0	0	130	0	0	256	330	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkln1	83.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	351	141	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	681	523	0
Zfp597	83.338710	0	339	244	0	201	0	160	339	244	375	265	216	127	228	321	249	251	0	0	133	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	215	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	173	0
Tmem65	82.983871	0	202	140	162	0	0	0	202	140	134	81	141	0	94	103	130	119	0	0	191	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	88	0	0	0	113	76	0	0	222	0	0	0	149	0	250	157	855	594	0
Naa35	82.451613	0	212	179	114	0	0	0	212	179	303	173	214	167	116	245	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	152	0	0	0	0	0	0	0	121	0	0	0	203	167	201	120	804	848	0
Gxylt1	82.338710	0	309	295	233	157	117	0	309	295	403	284	215	0	431	451	424	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	286	226	0
Vkorc1l1	82.290323	0	195	213	167	105	0	0	195	213	189	212	134	125	221	200	269	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	163	75	0	318	140	90	0	740	614	0
Dchs2	81.806452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	472	0	0	528	498	409	249	692	1141	445	0	0	0	229	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl19	80.822581	0	167	0	0	0	0	0	167	0	149	0	0	0	160	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	168	157	114	0	567	233	567	0	0	0	0	0	0	0	0	0	122	0	0	0	129	0	107	0	997	917	0
Btbd7	80.032258	0	357	198	193	0	0	0	357	198	318	204	180	0	222	308	217	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	137	190	0	0	475	352	0
Pmepa1	79.887097	171	462	296	278	191	0	0	462	296	230	406	226	196	291	420	328	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pus7l	79.645161	0	218	229	148	0	0	0	218	229	155	416	225	161	290	230	346	188	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	295	132	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	178	0	144	0	0	0	256	352	0
Irak4	79.645161	0	218	229	148	0	0	0	218	229	155	416	225	161	290	230	346	188	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	295	132	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	178	0	144	0	0	0	256	352	0
Parp2	79.580645	0	280	227	134	0	149	0	280	227	0	135	154	0	214	137	188	144	0	0	133	111	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	214	0	0	115	0	117	0	78	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	807	881	0
Ociad1	79.435484	0	226	211	208	0	200	0	226	211	248	167	136	0	216	270	214	240	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	129	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	571	503	0
Ubac2	79.370968	0	154	138	0	0	296	0	154	138	0	0	0	0	0	119	85	0	0	0	499	341	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	506	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	101	826	800	0
Naa15	78.725806	0	203	254	258	167	0	0	203	254	158	269	0	173	0	163	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	120	0	0	0	0	0	0	0	0	0	0	202	127	168	0	199	318	93	0	513	576	0
Npas4	77.887097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	204	0	0	0	0	0	0	111	0	0	0	236	1464	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	864	0
Vmn2r102	77.774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	327	383	342	296	379	369	207	310	338	353	412	0	0	0	0	0	326	0	131	0	154	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbc3	77.596774	0	234	290	256	0	0	0	234	290	306	251	248	131	314	331	260	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	549	524	0
Ippk	77.548387	0	213	198	0	0	0	0	213	198	190	233	151	138	310	312	163	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	137	0	0	815	750	0
Mafa	77.435484	0	311	152	193	172	160	0	311	152	200	300	167	137	294	262	130	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	525	593	0
Mfng	77.290323	0	318	309	0	187	0	0	318	309	331	296	298	257	235	260	250	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	168	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	149	0
Elmod2	77.096774	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	103	0	0	0	1476	1156	0	71	0	0	0	0	0	0	0	0	0	0	122	0	0	0	75	0	0	194	125	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	512	0
Mgat1	77.032258	0	220	182	209	150	0	192	220	182	367	264	143	159	255	277	268	164	0	0	120	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	109	351	257	0
Parp1	76.887097	0	206	268	187	0	0	0	206	268	301	192	192	0	0	217	240	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	156	0	0	0	0	152	0	0	0	187	137	0	0	750	632	0
Snap47	76.000000	156	203	319	208	0	0	0	203	319	246	247	0	0	174	525	185	151	0	0	276	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	186	207	0	0	180	360	0
Jmjd4	76.000000	156	203	319	208	0	0	0	203	319	246	247	0	0	174	525	185	151	0	0	276	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	186	207	0	0	180	360	0
