Target_genes	Rest|Average	SRX3660765|Bone_Marrow_Cells	SRX3660766|Bone_Marrow_Cells	SRX142526|C2C12	SRX3660763|CD4_CD8_double_negative_cells	SRX3660764|CD4_CD8_double_negative_cells	SRX13924406|Cortex	SRX13924407|Cortex	SRX13924408|Cortex	SRX13924409|Cortex	SRX21301484|Cortex	SRX21301485|Cortex	SRX21301486|Cortex	SRX21301487|Cortex	SRX8342507|Cortex	SRX8342508|Cortex	SRX8342509|Cortex	SRX8342510|Cortex	SRX11249163|Embryonic_pancreas	SRX11249164|Embryonic_pancreas	SRX11249165|Embryonic_pancreas	SRX11249166|Embryonic_pancreas	SRX11249167|Embryonic_pancreas	DRX013319|EpiSC	DRX013336|EpiSC	DRX013348|ES_cells	SRX039034|ES_cells	SRX041297|ES_cells	SRX041298|ES_cells	SRX041299|ES_cells	SRX041307|ES_cells	SRX047144|ES_cells	SRX310328|ES_cells	SRX310329|ES_cells	SRX315199|ES_cells	SRX3827070|ES_cells	SRX3827071|ES_cells	SRX3827072|ES_cells	SRX3827073|ES_cells	SRX4551451|ES_cells	SRX4551452|ES_cells	SRX4551453|ES_cells	SRX4551454|ES_cells	SRX4551457|ES_cells	SRX4551458|ES_cells	SRX4551459|ES_cells	SRX4551460|ES_cells	SRX4980243|ES_cells	SRX4980244|ES_cells	SRX4980245|ES_cells	SRX4980246|ES_cells	SRX9172002|ES_cells	SRX9172003|ES_cells	SRX9172004|ES_cells	SRX9172005|ES_cells	SRX9172006|ES_cells	SRX9172007|ES_cells	SRX9172008|ES_cells	SRX9172009|ES_cells	SRX7627564|Hippocampus	SRX7627566|Hippocampus	SRX9552253|MEF	SRX9552254|MEF	SRX9552255|MEF	SRX9552256|MEF	SRX11127137|mESC_derived_cardiac_cells	SRX11127139|mESC_derived_cardiac_cells	SRX11127141|mESC_derived_cardiac_cells	SRX11127143|mESC_derived_cardiac_cells	SRX041302|mESC_derived_neural_cells	SRX041303|mESC_derived_neural_cells	SRX041304|mESC_derived_neural_cells	SRX9084749|Placenta	SRX9084750|Placenta	SRX1559578|RAW_264.7	SRX1559579|RAW_264.7	SRX3660793|Scid.adh.2c2	SRX3660794|Scid.adh.2c2	SRX10580902|Unclassified	SRX10580903|Unclassified	STRING
Lypd11	532.164557	1382	1727	1560	1927	2005	0	0	0	0	0	0	0	0	0	0	0	0	265	0	151	0	0	189	191	377	507	195	916	1478	0	1904	1660	0	515	1008	637	1268	550	669	1276	782	876	1678	1641	72	77	0	218	3241	3521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	309	389	930	1148	3380	1063	0	0	0
Marchf4	532.025316	2492	3027	1547	3080	3345	100	119	130	0	0	0	229	226	0	0	0	0	0	162	263	164	0	0	108	111	352	97	759	1091	0	1220	720	0	405	544	490	862	295	537	920	547	735	827	1165	95	77	0	0	2642	3279	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	186	311	936	1491	1071	563	660	2511	741	172	525	0
Celf6	531.721519	2949	3105	1518	3157	3358	0	0	0	0	0	0	688	593	0	0	0	0	145	226	234	0	151	127	251	265	0	0	731	537	0	672	227	0	278	419	261	649	302	545	774	512	533	1183	1373	128	173	0	0	3389	3659	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	293	682	2077	1533	836	1294	1148	242	98	509	0
Pgbd5	530.392405	2900	3145	1161	2903	3197	569	401	298	314	263	172	1162	1477	0	0	0	0	0	200	291	0	0	0	126	155	224	0	463	773	0	1308	457	0	475	437	375	540	401	314	449	427	534	730	810	96	0	0	0	3046	3421	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	148	198	717	1395	1180	829	1063	1402	400	0	415	0
Rph3a	519.974684	2467	2792	1625	2992	3080	0	0	0	0	0	0	0	0	0	0	0	0	0	165	288	0	0	256	243	155	330	0	744	891	0	1379	770	0	378	451	305	688	278	323	794	452	564	743	1090	0	121	0	0	2984	3553	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	548	961	641	1512	1469	2882	1480	107	351	0
Cabp7	514.772152	2910	3061	1489	2953	3152	0	0	0	0	0	0	0	112	0	0	0	0	0	167	166	100	121	215	162	265	286	0	511	924	0	1197	768	0	559	435	228	517	176	457	576	615	405	631	689	0	0	0	0	2831	3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	685	547	1111	1647	3151	2492	138	478	0
Armc8	511.696203	2606	2900	1576	2743	2955	0	0	0	0	0	0	167	97	0	0	0	0	0	125	0	0	410	0	0	97	253	146	573	933	0	1304	1078	0	259	299	259	518	245	397	474	556	519	746	795	0	59	0	0	2873	3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	1353	1038	1580	1426	3150	2159	0	0	0
Ctxn2	511.493671	2941	3188	1525	3078	3274	0	0	0	0	0	0	278	358	0	0	0	0	552	354	624	695	812	0	0	149	238	0	604	583	0	871	737	0	405	332	148	425	267	145	385	315	351	491	526	0	64	0	0	2726	3198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	140	785	1152	569	218	487	3507	2387	0	414	0
Kcnip1	511.227848	2320	2792	1704	2893	3169	0	0	0	0	0	0	84	0	0	0	0	0	0	195	163	0	0	123	139	125	372	0	500	826	0	1061	1180	0	635	382	366	388	226	473	660	305	269	924	1054	0	0	0	0	3101	3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	247	607	1149	372	779	1309	3147	2216	0	491	0
Trim67	509.784810	2722	2984	1432	2625	2919	271	195	123	144	172	0	769	905	0	0	0	0	73	292	242	0	0	104	194	265	269	0	916	605	0	1270	364	0	462	489	379	700	414	570	669	716	545	894	1217	97	0	0	0	2689	2999	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	217	691	1593	1389	827	1036	824	377	0	481	0
Alk	509.734177	2514	2526	1654	2628	3016	225	179	206	0	0	0	565	341	0	0	0	0	187	199	228	148	222	0	126	185	395	0	705	963	0	1095	754	0	425	381	239	380	249	401	466	503	567	736	781	96	113	0	0	2511	3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	302	617	1340	904	691	826	2799	1697	124	524	0
Grin1	509.189873	2723	2939	1379	2803	3030	144	0	172	0	0	0	185	212	0	0	0	0	71	201	428	0	147	0	137	200	330	0	650	705	0	1077	563	0	352	505	308	629	269	505	875	598	458	1222	1116	126	165	0	0	2982	3460	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	305	517	1191	1065	625	864	2274	857	117	636	0
Zkscan2	507.911392	2830	2980	874	2870	3297	0	0	0	0	0	0	0	0	562	518	0	0	0	100	154	0	0	0	84	155	166	0	350	824	0	1045	830	0	231	395	167	254	175	308	547	281	230	582	609	0	0	0	0	2815	2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2335	1873	1107	1372	3361	3011	0	181	0
Cemip	505.848101	2337	2585	1627	2780	3118	0	0	0	0	0	0	0	0	0	0	0	0	0	184	217	0	0	0	144	238	598	126	1024	991	0	1124	604	0	357	665	431	933	428	491	1034	584	766	1264	1411	108	92	0	0	3279	3803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	1125	708	567	529	2313	622	0	261	0
Cnga3	504.582278	2484	2529	1549	2884	3093	0	0	0	0	0	0	187	0	0	0	0	0	0	154	210	0	0	0	0	84	305	0	819	973	0	813	539	0	346	536	368	624	500	361	730	763	718	863	942	0	0	0	0	2519	3399	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	145	506	1076	573	778	1066	3139	2808	0	372	0
Hpca	504.265823	2917	3055	1394	2907	3217	0	0	0	0	0	0	143	154	0	0	0	0	118	211	244	0	0	259	263	232	340	0	688	475	0	1313	356	0	231	359	338	510	264	295	748	535	483	855	882	90	165	0	0	2857	3186	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	203	602	1225	766	1074	1297	2719	1329	0	445	0
Lrit2	504.177215	2525	2689	1644	2880	3273	0	0	0	0	0	0	366	464	0	0	0	0	0	77	163	0	0	0	0	185	298	0	978	921	0	1103	1145	0	394	504	222	695	429	528	887	649	476	740	924	0	77	0	0	3074	3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	761	1035	778	458	447	2915	1489	0	0	0
Prrxl1	503.329114	2880	3058	1543	2889	3126	91	0	113	0	0	0	323	227	0	0	0	0	0	125	233	0	0	185	223	140	286	0	694	1034	0	946	619	0	389	694	285	739	375	507	1090	594	585	655	948	0	0	0	0	2752	3274	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	117	106	649	1039	522	432	802	2711	1413	0	225	0
Resp18	503.240506	2746	2894	1674	2798	3016	0	0	0	0	0	0	174	0	0	0	0	0	0	117	156	0	0	0	0	0	161	67	732	1040	0	1017	801	0	308	473	270	532	355	481	777	427	495	799	921	0	165	0	0	2621	3159	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	121	413	915	526	1182	1384	3158	2255	0	364	0
Gtpbp3	502.936709	2656	2888	1382	2570	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	98	370	0	738	1273	0	1552	1520	0	663	446	294	721	222	477	952	483	534	562	945	0	129	0	0	3136	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	855	773	626	1073	3043	2033	0	334	0
Ano8	502.936709	2656	2888	1382	2570	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	98	370	0	738	1273	0	1552	1520	0	663	446	294	721	222	477	952	483	534	562	945	0	129	0	0	3136	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	855	773	626	1073	3043	2033	0	334	0
Marchf11	501.253165	2465	2782	1393	2735	3157	0	0	0	0	0	0	0	0	0	0	0	0	0	114	196	0	0	0	0	125	247	0	508	962	0	1139	956	0	240	447	236	358	164	376	603	503	397	828	945	90	95	0	0	2751	3094	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	178	309	582	1377	661	1202	1556	3032	2241	0	437	0
Endov	500.164557	1843	1863	1462	1922	2125	0	70	0	0	0	0	254	175	0	0	0	0	0	0	0	0	0	192	0	215	656	0	819	1252	0	1691	2042	0	750	571	484	744	326	604	940	618	725	1209	1432	0	181	0	0	3239	3610	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	1643	1257	609	906	2305	496	0	0	0
Akain1	499.126582	3030	3206	1580	3025	3274	0	0	94	0	0	0	340	441	0	0	0	0	177	206	279	109	134	123	162	200	0	0	830	530	0	498	364	0	283	412	393	689	383	469	618	473	643	853	1109	110	243	0	0	2699	3320	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	137	482	1720	1336	1156	1437	640	184	138	724	0
Nmnat2	494.367089	2585	2814	1623	2858	3101	0	0	0	0	0	0	140	301	0	0	0	0	0	201	184	0	0	0	108	185	312	0	607	687	0	1105	830	0	463	509	286	655	339	612	904	711	760	634	840	0	0	0	0	2211	3334	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	242	671	1407	839	170	418	3083	1642	158	414	0
Svop	493.012658	2690	2783	1425	2847	3058	178	134	275	0	123	0	497	442	0	0	0	0	0	190	233	0	0	162	203	200	388	0	877	1038	0	1306	677	0	514	414	238	487	0	254	481	376	427	706	926	0	0	0	0	3048	3640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	297	745	1335	819	989	1406	859	181	121	836	0
Neurod1	492.189873	2157	2248	1582	2954	3061	0	0	0	0	0	0	0	169	0	0	0	0	0	323	244	128	0	0	147	125	464	0	882	1085	0	1225	581	0	374	432	215	441	341	479	659	500	456	1149	953	0	138	0	0	2698	3393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	291	683	1298	614	717	1052	2663	1364	0	460	0
Nms	489.177215	2602	2710	1339	2868	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	169	0	0	521	1022	0	901	862	0	432	696	222	629	480	442	769	517	388	730	925	0	171	0	0	2572	3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	756	530	444	1122	1310	3039	2610	0	140	0
Rundc3a	488.075949	2686	3054	1098	3073	3381	184	145	229	0	185	161	771	896	0	0	0	0	0	187	109	0	0	0	0	0	529	0	444	610	0	1177	281	0	346	250	187	259	279	170	507	340	253	654	630	0	0	0	0	2798	3331	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	988	1015	352	444	3257	2495	0	291	0
Sez6	487.050633	2831	3192	1346	2924	3067	0	0	0	0	0	0	214	237	0	0	0	0	177	283	251	0	203	0	195	155	0	0	450	294	0	252	121	0	0	477	266	614	264	562	576	387	457	1015	999	204	106	0	0	2574	2900	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	198	443	1122	1043	279	329	3494	2851	276	684	0
Fam155a	485.632911	2638	3036	1006	2940	3204	0	0	0	0	0	0	0	0	0	0	0	0	0	131	242	0	0	0	216	155	108	0	580	588	0	821	933	0	385	320	241	461	162	365	470	150	332	559	572	0	0	0	0	2681	3090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	250	563	1211	644	1062	1419	3367	3036	0	290	0
Hcn3	484.848101	2355	2601	1546	2452	2910	0	0	0	0	0	0	0	125	0	0	0	0	0	161	205	0	0	0	141	138	345	0	605	814	0	868	612	0	386	395	309	409	261	251	552	355	378	617	700	0	0	0	0	2806	3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	666	1437	835	1229	1395	2740	2735	174	350	401
Slc18a3	482.265823	2462	2769	1635	2690	3156	0	0	0	0	0	0	0	130	0	0	0	0	0	222	176	0	0	214	459	0	260	0	561	682	0	988	600	0	149	505	316	629	309	323	607	547	610	757	796	0	0	0	0	2527	3123	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	174	522	559	508	1318	1554	3035	1869	0	243	0
Tsr3	481.443038	2842	2998	1324	2873	2993	110	0	206	0	0	0	418	459	0	0	0	0	0	77	175	0	0	0	0	0	179	0	452	689	0	854	510	0	257	200	76	416	174	227	495	390	250	630	735	0	127	0	0	2226	3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	256	1013	857	1134	1216	3405	3085	0	447	0
Gnptg	481.443038	2842	2998	1324	2873	2993	110	0	206	0	0	0	418	459	0	0	0	0	0	77	175	0	0	0	0	0	179	0	452	689	0	854	510	0	257	200	76	416	174	227	495	390	250	630	735	0	127	0	0	2226	3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	256	1013	857	1134	1216	3405	3085	0	447	0
Lhfpl4	480.405063	2451	2808	1355	2931	3292	79	0	170	0	0	0	167	154	0	0	0	0	0	164	223	0	0	0	71	140	365	0	694	774	0	1194	977	0	645	638	342	803	491	331	728	546	469	769	899	84	106	0	0	2487	3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	1846	1547	205	242	2263	478	0	313	0
Fbll1	479.784810	2890	3268	1585	2954	3217	0	0	0	0	0	0	204	218	0	0	0	0	0	167	184	0	0	0	0	140	253	0	426	870	0	1298	1246	0	411	443	403	578	246	301	832	511	628	671	719	0	128	0	0	2524	2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	604	561	493	702	967	2008	1493	108	506	0
Nrsn1	477.215190	2682	2969	808	3013	3233	0	0	0	0	0	0	138	0	0	0	0	0	0	94	222	0	0	0	0	111	230	0	400	993	0	1225	859	0	511	312	235	444	271	238	654	433	378	651	795	91	0	0	0	2971	2759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	593	667	357	641	1018	3405	2896	0	309	0
Hhatl	476.354430	2540	3005	1542	2652	3140	0	0	0	0	0	0	169	0	0	0	0	0	0	139	214	0	0	168	91	98	157	0	641	980	0	763	529	0	295	280	260	382	140	229	547	160	288	849	745	0	106	0	0	2262	3276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	189	566	1079	585	1125	1298	3135	2587	0	241	0
Chat	475.556962	2462	2769	1635	2690	3156	0	0	0	0	0	0	0	130	0	0	0	0	0	222	176	0	0	0	143	0	260	0	561	682	0	988	600	0	149	505	316	629	309	323	607	547	610	757	796	0	0	0	0	2527	3123	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	174	522	559	508	1318	1554	3035	1869	0	243	0
Crh	475.265823	2638	2923	1557	2575	2857	127	0	139	0	0	0	125	0	0	0	0	0	0	140	198	71	0	0	74	140	227	0	447	880	0	925	778	0	352	345	217	474	134	213	467	327	488	566	915	61	0	0	0	2410	3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	129	474	1088	871	933	1106	2901	2226	156	575	0
Hcn2	475.101266	2632	2616	1234	2533	2698	83	96	109	0	0	0	314	229	0	0	0	0	0	121	0	0	0	262	362	0	199	0	450	883	0	953	917	0	353	257	215	403	284	175	550	287	496	454	654	0	0	0	0	2433	3042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	113	461	1066	748	1373	1501	3193	2414	0	218	0
Lhx3	474.860759	2152	2111	1283	2014	2141	237	274	0	209	268	165	849	1007	0	0	0	0	0	314	233	0	0	0	126	216	613	0	755	762	0	1309	559	0	379	531	197	481	315	438	533	376	451	877	957	0	0	0	0	2437	2744	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	111	119	773	1139	778	635	887	2424	1855	0	398	0
Brinp1	473.670886	2592	2785	1150	3051	3287	0	0	0	0	0	0	0	0	0	0	0	0	0	102	139	132	0	0	0	0	0	98	595	1093	0	818	1244	0	320	312	299	494	275	253	615	471	365	1011	1098	0	0	0	0	2896	2488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	275	669	127	313	824	1057	3196	2548	0	239	0
Slc7a14	471.316456	2059	2210	1375	2544	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	226	166	0	0	270	400	169	0	0	582	815	0	933	858	0	365	482	330	398	201	304	412	536	411	570	805	0	75	0	0	2525	3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	203	614	1253	711	1081	1483	3025	2287	0	378	0
Tmem198	469.898734	2586	2898	1375	2848	3013	205	250	279	194	125	90	553	1048	0	0	0	0	0	0	93	0	0	0	0	0	490	0	228	501	0	1043	405	0	159	264	205	503	176	197	481	360	373	318	465	0	93	0	0	2062	2847	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	826	820	675	1300	3069	2890	0	358	0
Chpf	469.898734	2586	2898	1375	2848	3013	205	250	279	194	125	90	553	1048	0	0	0	0	0	0	93	0	0	0	0	0	490	0	228	501	0	1043	405	0	159	264	205	503	176	197	481	360	373	318	465	0	93	0	0	2062	2847	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	826	820	675	1300	3069	2890	0	358	0
Nt5c2	468.987342	2480	2647	1583	2290	2464	0	0	0	0	160	0	444	511	0	0	0	0	176	281	164	143	175	355	192	200	160	0	495	964	0	1205	802	0	260	152	170	309	243	0	379	213	309	717	852	0	0	0	0	2195	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	173	633	593	554	1594	1584	2812	2710	0	406	0
Npdc1	468.835443	2593	2608	1404	2845	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	417	1191	0	1164	1242	0	401	265	230	170	115	261	477	237	264	688	939	0	144	0	0	2866	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	358	442	367	1202	1307	3487	2542	0	166	0
Tubb3	468.481013	2292	2704	1476	2597	2885	0	0	0	0	0	0	0	0	0	0	0	0	0	114	195	0	0	0	99	147	213	150	839	1018	0	1149	819	0	414	640	242	488	269	457	711	528	297	763	1002	0	217	0	0	2661	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	1043	503	471	926	2989	2076	0	0	0
Slc12a5	468.215190	2052	2162	1372	1859	2089	126	125	208	0	0	0	132	306	0	0	0	0	0	186	157	0	0	248	239	139	405	0	648	961	0	945	708	0	333	665	229	397	296	314	698	397	419	842	894	122	154	0	0	1974	2319	0	0	121	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	129	360	710	1354	741	1029	1168	2931	2660	0	516	0
Kpna1	467.835443	509	573	420	723	493	426	210	547	210	0	0	422	463	0	0	0	0	114	180	99	0	0	0	0	788	416	0	282	146	225	863	1365	772	1692	406	538	677	636	536	515	692	474	995	965	905	1163	417	573	296	197	890	719	913	905	1011	926	799	898	667	570	0	0	0	0	347	202	520	222	0	0	399	1047	1144	892	625	453	545	129	213	0
Gm11634	467.721519	2695	2862	948	2637	2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	146	263	0	298	810	0	1166	1119	0	423	310	151	408	219	400	625	375	344	366	450	0	121	0	0	2823	2757	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	106	0	451	762	668	1275	1614	3056	2959	0	448	0
Krt86	467.582278	2596	3022	1545	2901	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	107	144	0	0	0	160	155	272	85	628	939	0	1067	857	0	385	317	231	338	107	289	521	155	218	758	904	0	0	0	0	2887	3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	607	461	896	1036	3037	1569	199	604	0
Vwc2l	466.683544	1953	2183	1674	2920	3010	0	0	0	0	0	0	0	0	0	0	0	0	0	188	203	0	0	0	83	216	358	91	554	1112	0	1120	837	0	448	571	307	445	273	477	705	407	613	688	900	108	0	0	0	3001	3812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	666	1033	737	190	514	2689	1070	0	510	0
Unc5a	465.582278	2633	2935	1615	2893	3204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	594	990	0	1029	1207	0	586	360	205	441	216	295	605	266	484	752	608	0	101	0	0	2396	1986	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	404	316	1138	1270	3303	2942	0	299	0
Clvs1	464.974684	2656	2826	1591	2787	3117	0	0	115	0	0	0	129	0	0	0	0	0	0	338	280	0	0	0	0	111	212	0	736	750	0	904	866	0	441	360	221	349	135	306	462	349	244	803	1075	0	0	0	0	2520	3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	130	834	1331	684	279	470	2777	1996	0	153	0
Skor2	464.392405	2381	2313	1772	2737	3016	0	0	0	0	0	0	119	0	0	0	0	0	0	156	178	0	0	0	0	155	309	0	628	843	0	1153	590	0	386	570	385	612	283	462	468	580	579	665	1224	0	0	0	0	2431	3094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	754	983	556	438	682	3035	1534	0	378	0
Nefh	464.392405	2283	2467	1458	2517	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	212	232	0	0	0	0	209	157	90	644	1178	0	1094	1004	0	341	473	285	469	387	394	750	538	552	981	1131	0	177	0	0	2267	2797	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	306	297	992	1051	649	438	615	2753	1428	0	455	0
Ap1b1	464.392405	2283	2467	1458	2517	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	212	232	0	0	0	0	209	157	90	644	1178	0	1094	1004	0	341	473	285	469	387	394	750	538	552	981	1131	0	177	0	0	2267	2797	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	306	297	992	1051	649	438	615	2753	1428	0	455	0
Ina	464.202532	2480	2647	1583	2290	2464	0	0	0	0	160	0	444	511	0	0	0	0	176	281	164	143	175	0	169	200	160	0	495	964	0	1205	802	0	260	152	170	309	243	0	379	213	309	717	852	0	0	0	0	2195	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	173	633	593	554	1594	1584	2812	2710	0	406	0
Syt14	463.886076	2798	2941	1556	3064	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	129	119	0	0	158	0	0	408	0	376	934	0	1317	528	0	404	309	207	429	215	204	551	303	257	371	448	0	0	0	0	2944	3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	102	378	647	720	421	576	3190	2306	0	251	0
Scgn	463.518987	2582	2868	1572	2906	3196	0	0	0	0	0	0	0	0	0	0	0	0	0	153	180	0	0	0	74	0	303	0	438	954	0	1135	762	0	434	375	127	405	179	193	561	314	328	575	688	72	124	0	0	2430	3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	125	570	963	569	596	654	3213	2179	0	386	0
Hes3	462.303797	2422	2698	1437	2482	2681	0	0	125	0	0	0	0	229	0	0	0	0	0	199	197	0	0	0	0	125	302	102	876	1036	0	905	493	0	465	412	331	678	363	243	904	460	551	947	996	0	76	0	0	2112	2771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	209	779	714	433	1015	1190	2619	1360	0	358	0
Htr1a	460.658228	3015	3060	895	3242	3395	0	0	0	0	0	0	0	0	0	0	0	0	0	142	102	0	0	0	0	0	0	0	324	797	0	907	833	0	185	157	116	317	172	241	415	340	217	468	495	0	0	0	0	2345	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	261	560	334	426	1273	1659	3477	3086	0	142	0
Kcnb1	459.430380	2388	2532	1182	2982	3260	147	0	136	0	0	0	351	490	0	0	0	0	0	211	217	0	0	188	150	216	399	0	593	685	0	1137	453	0	282	550	448	860	345	527	743	649	658	972	843	84	146	0	0	2637	3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	1389	1032	500	803	1033	334	0	425	0
Gabrd	459.316456	2236	2661	1477	2614	2939	0	0	113	0	0	0	312	232	0	0	0	0	0	231	248	0	0	0	0	155	188	0	556	969	0	1102	435	0	541	494	277	747	268	301	682	490	541	825	1131	63	146	0	0	2628	3265	0	0	79	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	136	526	1541	1169	266	448	1927	940	0	299	0
Rgs20	459.075949	2547	2877	1521	3036	3160	119	133	0	0	0	0	293	298	0	0	0	0	0	170	280	0	0	150	0	111	405	0	491	811	0	1231	409	0	404	731	341	998	511	566	1004	775	826	708	1097	92	120	0	0	2597	3349	0	0	99	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	421	207	139	410	691	933	246	0	621	0
Syndig1l	458.645570	2440	2984	1619	3034	3311	0	147	0	0	0	0	399	353	0	0	0	0	184	259	245	117	251	0	162	333	0	0	645	489	0	753	273	0	185	525	369	600	337	452	702	481	527	809	1297	96	136	0	0	2697	3321	0	0	113	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	154	476	1033	754	400	656	811	236	194	775	0
Nefm	457.151899	1922	2195	1642	2673	3273	0	0	0	0	0	0	0	0	0	0	0	0	0	157	116	0	0	202	0	140	332	0	656	1140	0	964	710	0	359	618	423	706	345	553	857	398	350	1066	1119	118	86	0	0	2783	3361	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	633	734	507	448	930	2506	654	0	189	0
