Target_genes	Atf7|Average	SRX520193|3T3-L1	SRX5088371|Testicular_germ_cells	SRX5088372|Testicular_germ_cells	SRX5088373|Testicular_germ_cells	SRX5088374|Testicular_germ_cells	SRX5088375|Testicular_germ_cells	SRX5088376|Testicular_germ_cells	SRX5088377|Testicular_germ_cells	SRX5088378|Testicular_germ_cells	DRX230417|Testis	DRX230418|Testis	DRX230419|Testis	DRX230420|Testis	DRX230421|Testis	DRX230422|Testis	DRX230423|Testis	DRX230424|Testis	DRX230425|Testis	STRING
Syt11	341.388889	0	133	0	0	0	0	0	0	0	0	105	99	945	1178	1015	1189	629	852	0
Asmt	341.333333	248	0	0	0	0	0	0	0	0	195	806	433	696	898	654	735	772	707	0
Clcn4	339.888889	180	0	0	0	0	0	0	0	0	0	0	130	865	1192	948	1148	813	842	0
Sil1	337.833333	126	0	0	0	0	0	0	0	0	0	83	134	837	1051	1128	1238	872	612	0
Hdac4	337.666667	0	171	0	0	0	0	0	0	0	0	153	87	923	1311	1056	985	630	762	0
Usp2	336.722222	243	0	0	0	0	0	0	0	0	0	87	0	1171	1135	952	1237	636	600	0
Lmbrd1	335.777778	150	0	0	0	0	0	0	0	0	141	111	145	932	970	1061	1142	621	771	0
Unk	335.666667	0	0	0	0	0	0	115	0	0	126	0	0	682	1129	916	1087	1078	909	0
Srrd	335.333333	179	0	0	0	0	0	0	0	0	76	0	0	795	1057	1049	827	1175	878	0
Hps4	335.333333	179	0	0	0	0	0	0	0	0	76	0	0	795	1057	1049	827	1175	878	0
Txnl4b	334.888889	368	0	0	0	0	0	0	0	0	0	85	0	1234	1112	877	1326	498	528	0
Dhx38	334.888889	368	0	0	0	0	0	0	0	0	0	85	0	1234	1112	877	1326	498	528	0
Stxbp3	334.111111	0	0	0	0	0	0	0	0	0	97	160	113	904	1068	1093	1145	799	635	0
Ppp2ca	334.055556	0	0	0	0	0	0	171	0	0	139	96	141	822	1120	927	1056	667	874	0
Smim7	333.611111	0	0	0	0	0	0	0	0	0	0	0	0	983	1264	1122	1081	802	753	0
Septin2	332.944444	134	0	0	0	0	0	0	0	0	172	92	124	863	1149	830	1014	807	808	0
Hdlbp	332.944444	134	0	0	0	0	0	0	0	0	172	92	124	863	1149	830	1014	807	808	0
Dcaf7	331.444444	0	0	0	0	0	0	0	0	0	0	73	122	1358	1334	1075	1203	359	442	0
Fbxo33	331.111111	0	0	0	0	0	0	0	0	0	0	84	97	907	1055	932	1065	883	937	0
Amn1	330.055556	228	0	0	0	0	0	0	0	0	0	111	0	990	1236	1260	1093	480	543	0
Elovl5	329.444444	0	0	0	0	0	0	0	0	0	99	102	171	965	1145	884	1184	759	621	0
Ing3	329.277778	278	0	0	0	0	0	0	0	0	0	99	131	983	1143	894	1173	514	712	0
Gon4l	329.277778	0	147	0	0	0	0	0	0	0	0	0	131	848	1123	1103	1117	607	851	0
Socs2	327.833333	0	0	0	0	0	0	158	0	0	0	0	0	731	953	1178	1207	939	735	0
Gpbp1	327.611111	0	0	0	0	0	0	146	0	0	0	87	156	864	899	784	1101	945	915	0
Eef2	325.944444	0	0	0	0	0	0	0	0	0	0	0	0	803	1005	999	1055	1014	991	0
Myef2	325.666667	0	0	0	0	0	0	157	0	0	129	118	98	966	1201	720	1075	586	812	0
Wsb1	325.388889	0	0	0	0	0	0	0	0	0	93	113	111	969	1141	901	1062	727	740	0
Pafah1b2	324.277778	0	0	0	0	0	0	220	0	0	0	0	131	721	944	1003	978	947	893	0
Pmaip1	321.888889	0	0	0	0	0	0	117	0	0	96	0	0	1013	1024	670	1046	913	915	0
Ncaph	321.277778	0	0	0	0	0	0	0	0	0	0	0	110	1013	1029	913	898	824	996	0
Lancl2	320.777778	151	0	0	0	0	0	0	0	0	91	152	165	914	1175	769	972	655	730	0
Tmem184b	320.555556	0	0	0	0	0	0	0	0	0	113	0	0	864	1108	868	1126	920	771	0
Atg5	320.388889	203	0	0	0	0	0	0	0	0	129	125	140	912	1024	836	1011	765	622	0
Zwint	319.388889	176	0	0	0	0	0	0	0	0	0	0	0	1084	1184	1063	1224	454	564	0
Zfand5	319.388889	0	0	0	0	0	0	0	0	0	119	85	97	781	1078	856	1137	801	795	0
Gtf3c1	318.111111	0	0	0	0	0	0	0	0	0	0	127	104	979	1091	966	1143	465	851	0
D430042O09Rik	318.111111	0	0	0	0	0	0	0	0	0	0	127	104	979	1091	966	1143	465	851	0
Ilf3	317.611111	145	0	0	0	0	0	0	0	0	78	0	126	906	1214	961	1134	462	691	0
Pnpla8	317.277778	0	0	0	0	0	0	0	0	0	147	141	166	789	1095	962	1132	764	515	0
Sik3	317.000000	0	0	0	0	0	0	220	0	0	0	0	0	721	944	1003	978	947	893	0
Tbcc	316.000000	0	0	0	0	0	0	0	0	0	74	98	0	1003	949	705	1055	957	847	0
Sult4a1	315.944444	0	0	0	0	0	0	0	0	0	0	0	0	936	1231	882	875	897	866	0
Sppl3	315.888889	0	0	0	0	0	0	0	0	0	77	0	90	981	1294	829	999	754	662	0
Nol8	315.833333	121	0	0	0	0	0	0	0	0	155	197	98	923	1055	888	1058	605	585	0
Cenpp	315.833333	121	0	0	0	0	0	0	0	0	155	197	98	923	1055	888	1058	605	585	0
Skil	315.555556	0	0	0	0	0	0	148	0	0	0	0	117	723	1183	716	779	927	1087	0
Timp3	313.444444	0	0	0	0	0	0	0	0	0	0	0	82	941	1196	911	903	860	749	0
P2rx4	312.722222	0	0	0	0	0	0	0	0	0	90	171	182	832	984	831	988	740	811	0
Josd1	312.611111	0	0	0	0	0	0	110	0	0	95	0	0	779	979	824	1045	1026	769	0
Gtpbp1	312.611111	0	0	0	0	0	0	110	0	0	95	0	0	779	979	824	1045	1026	769	0
Atp13a3	312.000000	0	0	0	0	0	0	0	0	0	0	100	131	998	1130	790	1000	815	652	0
Styxl1	311.777778	212	0	0	0	0	0	0	0	0	81	0	0	880	1146	837	1122	576	758	0
Mdh2	311.777778	212	0	0	0	0	0	0	0	0	81	0	0	880	1146	837	1122	576	758	0
Elp1	310.888889	0	0	0	0	0	0	0	0	0	140	116	104	912	938	802	1083	716	785	0
Abitram	310.888889	0	0	0	0	0	0	0	0	0	140	116	104	912	938	802	1083	716	785	0
Sik2	310.833333	0	0	0	0	0	0	0	0	0	154	93	105	493	906	872	1006	1005	961	0
Zfp617	306.777778	223	0	0	0	0	0	0	0	0	0	133	95	810	1150	733	1164	552	662	0
Camk2d	306.777778	247	0	0	0	0	0	0	0	0	130	88	103	945	1119	999	1138	348	405	0
Hic2	306.666667	0	0	0	0	0	0	0	0	0	158	95	107	721	1001	646	1006	822	964	0
Ralgapb	305.444444	318	0	0	0	0	0	0	0	0	0	129	124	1073	1057	798	1070	488	441	0
Zfp523	304.222222	103	0	0	0	0	0	99	0	0	121	0	0	954	1094	682	834	812	777	0
Ap2a1	303.722222	0	0	0	0	0	0	0	0	0	0	0	112	1083	1293	1015	1173	349	442	0
Spring1	302.888889	0	0	0	0	0	0	0	0	0	0	0	0	799	1095	784	927	876	971	0
Rnft2	302.888889	0	0	0	0	0	0	0	0	0	0	0	0	799	1095	784	927	876	971	0
Slc30a5	301.833333	0	0	0	0	0	0	134	0	0	109	102	222	808	799	651	937	893	778	0
Ppan	301.500000	175	0	0	0	0	0	0	0	0	0	0	0	1022	1165	862	1136	535	532	0
Ehd4	300.833333	0	0	0	0	0	0	0	0	0	0	112	174	820	1172	857	1078	440	762	0
Ccdc15	300.833333	288	0	0	0	0	0	0	0	0	0	102	120	914	1034	889	1015	589	464	0
Yif1b	299.611111	138	0	0	0	0	0	0	0	0	110	0	108	996	1097	914	1086	493	451	0
Cse1l	299.388889	149	0	0	0	0	0	0	0	0	85	98	118	883	978	706	1048	598	726	0
Odf2l	298.722222	0	0	0	0	0	0	157	0	0	0	0	105	833	992	796	784	824	886	0
Pdp1	298.666667	0	112	0	0	0	0	0	0	0	98	131	99	779	1180	977	859	570	571	0
Taco1	298.500000	149	0	0	0	0	0	0	0	0	82	0	129	1218	1000	652	987	645	511	0
Atp6v0c	298.333333	132	0	0	0	0	0	0	0	0	0	0	0	682	1190	1033	983	687	663	0
Irf2bpl	298.111111	0	0	0	0	0	0	0	0	0	0	0	0	923	1052	1047	890	645	809	0
Nars2	296.388889	121	0	0	0	0	0	0	0	0	122	93	143	853	843	899	1100	569	592	0
Rfx2	295.555556	0	0	0	0	0	0	134	0	0	0	0	0	1047	1173	950	1008	500	508	0
Napa	295.000000	209	0	0	0	0	0	0	0	0	0	0	0	719	869	804	965	876	868	0
Zscan18	294.944444	0	0	0	0	0	0	0	0	0	113	116	95	860	966	840	991	696	632	0
Utp18	294.500000	90	0	0	0	0	0	0	0	0	88	97	157	765	901	863	1054	809	477	0
Ppp1r15b	294.500000	180	0	0	0	0	0	0	0	0	103	0	109	706	1010	966	876	666	685	0
Mbtd1	294.500000	90	0	0	0	0	0	0	0	0	88	97	157	765	901	863	1054	809	477	0
Ptp4a1	294.333333	0	0	0	0	0	0	0	0	0	108	0	131	738	904	927	836	800	854	0
Akirin1	293.833333	0	0	0	0	0	0	0	0	0	85	108	137	765	964	735	867	754	874	0
Aasdh	293.444444	138	0	0	0	0	0	0	0	0	88	141	0	917	949	845	953	669	582	0
Ubn2	292.555556	225	0	0	0	0	0	0	0	0	116	85	135	716	1077	730	925	552	705	0
Plk3	291.777778	165	0	0	0	0	0	0	0	0	0	0	0	1101	1038	825	910	519	694	0
Vamp3	290.944444	0	0	0	0	0	0	140	0	0	155	116	116	861	898	885	828	578	660	0
Htt	290.500000	0	125	0	0	0	0	0	0	0	86	80	115	743	1061	801	897	605	716	0
Coq10b	290.277778	0	0	0	0	0	0	0	0	0	130	109	145	805	908	856	1209	554	509	0
Psmb2	289.833333	329	0	0	0	0	0	0	0	0	153	131	187	717	916	887	1020	350	527	0
Tmc7	289.611111	0	0	0	0	0	0	0	0	0	0	0	141	958	944	737	949	740	744	0
Pdpr	288.888889	0	0	0	0	0	0	194	0	0	171	115	110	729	926	708	783	795	669	0
Prkd2	288.722222	0	0	0	0	0	0	0	0	0	0	0	0	837	1063	870	840	713	874	0
Cltb	287.944444	0	0	0	0	0	0	0	0	0	129	0	161	715	806	891	882	812	787	0
Ppm1d	287.166667	0	0	0	0	0	0	117	0	0	135	101	127	907	811	761	993	506	711	0
Kif5c	287.111111	0	0	0	0	0	0	0	0	0	123	87	165	834	916	815	1026	611	591	0
Adnp2	286.833333	0	0	0	0	0	0	0	0	0	0	0	155	903	1024	938	976	552	615	0
Xrn2	286.611111	77	0	0	0	0	0	0	0	0	145	105	123	698	910	826	1009	592	674	0
Coq5	285.166667	0	0	0	0	0	0	0	0	0	0	62	0	942	1182	817	1075	499	556	0
Actr1b	284.111111	309	0	0	0	0	0	0	0	0	97	0	0	1083	1034	621	837	546	587	0
4933424G06Rik	284.111111	309	0	0	0	0	0	0	0	0	97	0	0	1083	1034	621	837	546	587	0
Srp54c	282.722222	190	0	0	0	0	0	0	0	0	0	111	0	788	888	879	960	508	765	0
Srp54b	282.722222	190	0	0	0	0	0	0	0	0	0	111	0	788	888	879	960	508	765	0
Taf2	282.333333	219	0	0	0	0	0	0	0	0	155	174	0	727	1025	802	883	489	608	0
Ncaph2	281.500000	209	0	0	0	0	0	0	0	0	0	0	0	837	747	766	980	676	852	0
Lmf2	281.500000	209	0	0	0	0	0	0	0	0	0	0	0	837	747	766	980	676	852	0
Hspa5	281.277778	94	0	0	0	0	0	0	0	0	115	129	138	718	1010	744	1004	372	739	0
Hnrnpl	281.000000	0	0	0	0	0	0	0	0	0	0	0	0	1210	1267	1039	1018	271	253	0
Snrk	280.666667	0	146	0	0	0	0	0	0	0	123	0	0	829	877	451	873	908	845	0
Pus10	279.888889	0	0	0	0	0	0	0	0	0	115	145	113	758	855	771	895	654	732	0
Usp44	278.333333	0	0	0	0	0	0	0	0	0	149	101	167	495	933	646	895	868	756	0
Lyrm1	278.111111	0	0	0	0	0	0	0	0	0	0	92	131	775	972	856	865	682	633	0
Dcun1d3	278.111111	0	0	0	0	0	0	0	0	0	0	92	131	775	972	856	865	682	633	0
Atg16l2	277.666667	0	0	0	0	0	0	0	0	0	0	0	124	825	939	771	988	537	814	0
Tle1	276.055556	0	0	0	0	0	0	0	0	0	106	122	82	635	808	797	898	699	822	0
Ift172	275.611111	365	0	0	0	0	0	0	0	0	105	0	125	714	1123	607	905	511	506	0
Fndc4	275.611111	365	0	0	0	0	0	0	0	0	105	0	125	714	1123	607	905	511	506	0
Polb	275.500000	0	0	0	0	0	0	0	0	0	0	0	90	853	941	793	910	545	827	0
Cdkn2b	274.222222	0	0	0	0	0	0	0	0	0	108	141	0	841	984	870	969	493	530	0
Atg7	273.666667	250	0	0	0	0	0	0	0	0	0	147	0	821	868	633	1018	715	474	0
Pcna	273.388889	0	0	0	0	0	0	0	0	0	112	97	98	624	952	769	936	749	584	0
Cyth2	272.833333	0	0	0	0	0	0	0	0	0	0	0	0	1260	1019	1008	1230	217	177	0
Ammecr1l	271.722222	187	0	0	0	0	0	0	0	0	0	0	117	924	1070	878	859	355	501	0
Slc35e1	271.555556	153	0	0	0	0	0	127	0	0	0	0	0	797	873	910	672	762	594	0
Stim2	271.277778	0	0	0	0	0	0	0	0	0	86	79	98	786	841	642	899	669	783	0
Dusp16	270.944444	385	0	0	0	0	0	0	0	0	0	0	91	717	1004	854	914	416	496	0
Dcaf15	270.666667	0	0	0	0	0	0	0	0	0	0	0	0	1389	1240	993	981	0	269	0
Inpp5a	270.055556	0	0	0	0	0	0	0	0	0	0	0	0	923	920	765	993	543	717	0
Trmt5	268.666667	0	0	0	0	0	0	148	0	0	73	102	154	742	816	850	743	567	641	0
Slc38a6	268.666667	0	0	0	0	0	0	148	0	0	73	102	154	742	816	850	743	567	641	0
Slc35a4	268.222222	261	0	0	0	0	0	0	0	0	0	0	0	873	1046	698	914	448	588	0
Apbb3	268.222222	261	0	0	0	0	0	0	0	0	0	0	0	873	1046	698	914	448	588	0
Elmo2	268.055556	0	0	0	0	0	0	154	0	0	0	0	95	821	966	902	1077	382	428	0
Thoc2l	267.944444	0	109	0	0	0	0	0	0	0	120	121	120	818	813	686	863	501	672	0
Fignl1	267.944444	0	0	0	0	0	0	0	0	0	156	146	158	758	829	561	860	711	644	0
1700030J22Rik	267.055556	0	0	0	0	0	0	0	0	0	91	88	141	639	977	845	632	648	746	0
Cdc42	266.333333	137	0	0	0	0	0	0	0	0	0	0	0	738	896	768	1045	686	524	0
Rab5a	265.833333	0	0	0	0	0	0	0	0	0	107	177	93	892	934	575	982	485	540	0
Hspa8	265.555556	0	0	0	0	0	0	0	0	0	94	80	112	727	933	824	812	574	624	0
Ppard	264.888889	0	0	0	0	0	0	0	0	0	0	0	0	646	865	720	757	981	799	0
Skp1	264.500000	0	0	0	0	0	0	0	0	0	0	138	169	718	844	791	969	628	504	0
Ccdc28a	264.277778	0	0	0	0	0	0	0	0	0	100	146	0	771	946	805	819	620	550	0
Srp54a	264.111111	168	0	0	0	0	0	0	0	0	0	163	113	721	865	868	893	397	566	0
Rel	264.000000	0	0	0	0	0	0	122	0	0	0	121	118	633	905	601	815	675	762	0
Prc1	263.777778	0	0	0	0	0	0	0	0	0	0	110	0	813	864	798	974	601	588	0
Zswim7	263.111111	0	0	0	0	0	0	0	0	0	109	91	127	666	836	767	642	746	752	0
Ttc19	263.111111	0	0	0	0	0	0	0	0	0	109	91	127	666	836	767	642	746	752	0
Creb5	262.888889	511	0	0	0	0	0	0	0	0	0	0	83	698	804	763	976	327	570	0
Rnf38	262.666667	0	0	0	0	0	0	0	0	0	124	108	171	855	995	641	821	528	485	0
Erdr1	261.444444	0	0	0	0	0	0	0	0	0	0	0	146	552	884	522	668	1154	780	0
BC048403	261.277778	155	0	0	0	0	0	0	0	0	129	135	129	777	781	800	891	503	403	0
9530077C05Rik	261.111111	0	0	0	0	0	0	0	0	0	109	174	141	606	947	769	853	523	578	0
Paqr3	260.833333	0	0	0	0	0	0	0	0	0	169	111	144	699	921	613	684	694	660	0
Fam220a	260.444444	0	0	0	0	0	0	0	0	0	0	0	0	673	865	792	730	915	713	0
Zfp869	259.944444	265	0	0	0	0	0	0	0	0	171	0	187	705	755	830	857	478	431	0
Zfp119a	259.611111	301	0	0	0	0	0	0	0	0	99	102	136	693	835	575	716	636	580	0
Pcnp	258.833333	0	0	0	0	0	0	0	0	0	105	240	119	566	828	746	1061	515	479	0
Nupl1	258.333333	0	0	0	0	0	0	0	0	0	97	127	131	626	806	558	1024	716	565	0
Zfp277	258.277778	0	0	0	0	0	0	0	0	0	0	98	107	943	1079	850	947	372	253	0
Dock4	258.277778	0	0	0	0	0	0	0	0	0	0	98	107	943	1079	850	947	372	253	0
Fam53c	257.888889	278	0	0	0	0	0	0	0	0	91	0	0	1033	806	787	1071	241	335	0
Osbpl9	257.777778	0	0	0	0	0	0	0	0	0	0	81	123	724	819	831	921	542	599	0
Ccdc130	257.555556	0	0	0	0	0	0	0	0	0	0	0	79	638	939	844	911	610	615	0
Pogk	256.888889	0	0	0	0	0	0	143	0	0	137	0	113	702	921	628	786	626	568	0
Ndufb5	255.944444	143	0	0	0	0	0	0	0	0	65	0	0	765	952	625	732	607	718	0
Mrpl47	255.944444	143	0	0	0	0	0	0	0	0	65	0	0	765	952	625	732	607	718	0
Tmem39a	255.666667	198	0	0	0	0	0	0	0	0	0	124	120	766	854	666	713	567	594	0
Clic4	255.444444	0	0	0	0	0	0	0	0	0	0	0	0	683	959	713	888	746	609	0
Efcab14	255.277778	0	0	0	0	0	0	0	0	0	128	0	159	654	847	743	790	696	578	0
Zfp426	255.222222	160	0	0	0	0	0	0	0	0	100	121	77	661	874	882	796	461	462	0
Ddx17	255.000000	0	0	0	0	0	0	0	0	0	78	102	118	571	918	543	913	784	563	0
Klc1	254.722222	0	0	0	0	0	0	0	0	0	0	0	77	762	992	703	897	527	627	0
Ubr4	254.333333	0	0	0	0	0	0	0	0	0	90	134	134	700	950	661	945	557	407	0
Ywhaz	253.944444	0	0	0	0	0	0	0	0	0	0	0	72	927	830	859	742	585	556	0
Kifc5b	253.666667	0	0	0	0	0	0	0	0	0	113	96	101	649	891	579	1071	570	496	0
Ric8b	253.555556	0	0	0	0	0	0	0	0	0	133	93	137	608	612	576	760	904	741	0
Tex14	253.277778	0	0	0	0	0	0	0	0	0	0	97	0	705	936	745	957	606	513	0
Rad51c	253.277778	0	0	0	0	0	0	0	0	0	0	97	0	705	936	745	957	606	513	0
Gatad2a	253.111111	0	0	0	0	0	0	0	0	0	111	148	117	770	940	877	922	297	374	0
Tsc22d2	252.777778	0	0	0	0	0	0	0	0	0	0	0	0	801	1171	723	842	406	607	0
Higd1a	252.611111	0	0	0	0	0	0	98	0	0	134	144	132	470	757	647	871	713	581	0
D5Ertd579e	252.500000	131	0	0	0	0	0	0	0	0	115	93	124	682	844	847	772	498	439	0
Hnrnpa3	252.388889	0	0	0	0	0	0	0	0	0	0	82	117	613	833	672	937	730	559	0
Tubb5	252.111111	260	0	0	0	0	0	0	0	0	0	93	0	854	838	720	1015	373	385	0
Sipa1l1	252.111111	158	0	0	0	0	0	0	0	0	0	0	104	717	918	707	652	618	664	0
Mdc1	252.111111	260	0	0	0	0	0	0	0	0	0	93	0	854	838	720	1015	373	385	0
Bnip3l	252.000000	0	0	0	0	0	0	0	0	0	0	0	0	840	944	669	736	550	797	0
Gna12	251.944444	0	0	0	0	0	0	0	0	0	118	87	115	862	985	837	1111	191	229	0
Rprd1a	251.333333	0	0	0	0	0	0	0	0	0	0	98	83	683	763	668	968	584	677	0
Aktip	250.944444	0	0	0	0	0	0	0	0	0	89	95	103	628	856	676	879	622	569	0
Rheb	250.611111	0	0	0	0	0	0	0	0	0	100	0	173	712	994	732	808	375	617	0
Crkl	250.388889	0	0	0	0	0	0	0	0	0	0	167	110	596	850	661	826	743	554	0
Mecr	250.111111	0	0	0	0	0	0	0	0	0	95	116	164	644	918	448	775	708	634	0
A130010J15Rik	249.222222	149	0	0	0	0	0	0	0	0	0	94	172	605	980	633	889	470	494	0
Lsm12	248.722222	0	0	0	0	0	0	0	0	0	0	0	0	759	852	739	812	590	725	0
G6pc3	248.722222	0	0	0	0	0	0	0	0	0	0	0	0	759	852	739	812	590	725	0
Aunip	248.666667	0	0	0	0	0	0	0	0	0	0	0	0	552	985	751	988	503	697	0
Msi2	248.333333	0	0	0	0	0	0	144	0	0	102	0	0	724	810	665	734	720	571	0
Acot7	247.777778	0	0	0	0	0	0	123	0	0	92	0	75	847	804	452	601	766	700	0
Ctnnd1	247.166667	247	0	0	0	0	0	0	0	0	176	110	144	801	784	532	713	480	462	0
Atp2b1	246.777778	0	0	0	0	0	0	0	0	0	0	0	0	646	815	733	857	678	713	0
Zfr2	246.388889	0	0	0	0	0	0	0	0	0	0	0	0	831	670	738	755	702	739	0
Atcay	246.388889	0	0	0	0	0	0	0	0	0	0	0	0	831	670	738	755	702	739	0
Tbc1d15	245.277778	0	0	0	0	0	0	0	0	0	0	0	87	637	989	507	890	714	591	0
Zfp619	245.055556	0	0	0	0	0	0	0	0	0	0	129	94	839	959	706	888	412	384	0
Ube2b	244.166667	0	0	0	0	0	0	0	0	0	0	0	0	788	851	729	938	504	585	0
Cdkl3	244.166667	0	0	0	0	0	0	0	0	0	0	0	0	788	851	729	938	504	585	0
Brd4	243.444444	0	0	0	0	0	0	135	0	0	0	0	67	603	752	562	938	613	712	0
Mien1	242.388889	130	0	0	0	0	0	0	0	0	0	0	0	722	726	664	789	652	680	0
Iws1	242.111111	138	0	0	0	0	0	0	0	0	123	127	158	673	708	583	762	475	611	0
Anapc10	242.111111	0	0	0	0	0	0	0	0	0	0	132	98	768	763	716	710	496	675	0
Abce1	242.111111	0	0	0	0	0	0	0	0	0	0	132	98	768	763	716	710	496	675	0
Topbp1	242.000000	0	0	0	0	0	0	0	0	0	0	119	160	670	828	564	627	737	651	0
Smim14	242.000000	0	0	0	0	0	0	0	0	0	86	128	120	585	765	639	902	564	567	0
Usp38	241.444444	218	0	0	0	0	0	0	0	0	102	0	97	552	845	656	861	531	484	0
Dck	240.944444	0	0	0	0	0	0	0	0	0	0	152	123	525	821	649	772	688	607	0
Hgsnat	240.722222	0	0	0	0	0	0	0	0	0	0	0	126	578	761	688	773	812	595	0
H2az2	240.166667	0	0	0	0	0	0	0	0	0	117	98	153	822	636	532	614	708	643	0
Fam117b	240.111111	0	0	0	0	0	0	0	0	0	92	86	83	599	910	548	724	763	517	0
Pwwp2a	240.055556	0	0	0	0	0	0	0	0	0	108	106	0	949	836	855	1010	97	360	0
Stard3nl	239.777778	0	0	0	0	0	0	0	0	0	198	141	177	557	847	720	611	507	558	0
Armc5	239.722222	0	0	0	0	0	0	0	0	0	77	0	0	610	839	639	662	890	598	0
9130023H24Rik	239.722222	0	0	0	0	0	0	0	0	0	77	0	0	610	839	639	662	890	598	0
Mettl15	238.833333	112	0	0	0	0	0	0	0	0	0	128	99	630	796	637	878	379	640	0
Kif18a	238.833333	112	0	0	0	0	0	0	0	0	0	128	99	630	796	637	878	379	640	0
Syf2	238.555556	0	0	0	0	0	0	0	0	0	95	119	0	644	812	708	818	556	542	0
Slain2	238.444444	0	0	0	0	0	0	0	0	0	125	139	158	467	636	651	641	801	674	0
Opa3	238.166667	160	0	0	0	0	0	0	0	0	0	0	81	630	903	789	706	410	608	0
Zfp119b	238.055556	212	0	0	0	0	0	0	0	0	98	135	185	756	750	521	831	355	442	0
Hspe1	237.944444	0	0	0	0	0	0	0	0	0	149	87	101	472	777	603	909	672	513	0
Hspd1	237.944444	0	0	0	0	0	0	0	0	0	149	87	101	472	777	603	909	672	513	0
Iars	237.611111	0	0	0	0	0	0	0	0	0	0	0	0	817	981	732	824	433	490	0
Ptpn4	237.555556	0	0	0	0	0	0	118	0	0	83	76	114	651	737	533	668	623	673	0
Saraf	237.277778	0	0	0	0	0	0	0	0	0	0	85	162	724	826	684	732	611	447	0
Rbm18	237.222222	129	0	0	0	0	0	0	0	0	105	111	196	558	806	703	632	421	609	0
Mrrf	237.222222	129	0	0	0	0	0	0	0	0	105	111	196	558	806	703	632	421	609	0
Errfi1	237.166667	0	0	0	0	0	0	0	0	0	121	124	145	728	729	606	681	677	458	0
Clcn3	237.111111	451	0	0	0	0	0	0	0	0	131	166	121	570	755	534	579	493	468	0
Mapk6	236.611111	0	0	0	0	0	0	0	0	0	126	94	113	516	801	750	649	657	553	0
Tm9sf3	236.222222	0	0	0	0	0	0	0	0	0	0	128	132	480	724	652	622	869	645	0
Rnf113a2	236.111111	0	0	0	0	0	0	0	0	0	0	148	0	742	856	552	846	530	576	0
Becn1	235.444444	0	0	0	0	0	0	0	0	0	0	145	123	631	755	845	808	417	514	0
Zcwpw1	235.277778	255	0	0	0	0	0	0	0	0	0	0	0	597	877	747	993	367	399	0
Mepce	235.277778	255	0	0	0	0	0	0	0	0	0	0	0	597	877	747	993	367	399	0
Ppm1b	235.166667	118	0	0	0	0	0	0	0	0	98	109	109	756	671	664	1130	271	307	0
Zfp959	234.833333	228	0	0	0	0	0	0	0	0	166	0	167	689	667	649	676	499	486	0
Dcaf11	234.277778	0	0	0	0	0	0	0	0	0	0	0	0	838	886	609	921	497	466	0
Fosb	234.222222	0	0	0	0	0	0	0	0	0	0	0	107	746	783	825	759	481	515	0
Itfg2	234.000000	0	0	0	0	0	0	0	0	0	0	0	0	861	825	640	891	511	484	0
Lrrc59	233.833333	0	0	0	0	0	0	0	0	0	89	83	77	601	852	809	787	508	403	0
Tanc2	233.666667	0	0	0	0	0	0	0	0	0	121	96	187	692	698	660	888	399	465	0
Rab11b	233.500000	217	0	0	0	0	0	0	0	0	135	0	0	687	682	904	993	275	310	0
Btbd18	233.444444	0	0	0	0	0	0	0	0	0	176	110	144	801	784	532	713	480	462	0
Pot1a	233.166667	283	0	0	0	0	0	0	0	0	0	0	0	850	771	620	894	422	357	0
Wdr70	233.000000	298	0	0	0	0	0	0	0	0	141	0	159	548	727	598	666	642	415	0
Knl1	232.555556	0	0	0	0	0	0	0	0	0	0	0	0	1317	699	653	1094	210	213	0
D8Ertd738e	231.722222	154	0	0	0	0	0	0	0	0	0	0	0	676	869	768	696	447	561	0
Sde2	231.666667	135	0	0	0	0	0	129	0	0	155	94	152	447	683	513	703	525	634	0
Ranbp6	231.555556	0	0	0	0	0	0	0	0	0	0	0	0	766	771	717	811	602	501	0
Lbr	231.000000	0	0	0	0	0	0	159	0	0	59	86	88	727	1048	511	744	323	413	0
Eif1	230.666667	0	0	0	0	0	0	0	0	0	0	105	96	804	722	648	890	449	438	0
Cmss1	230.555556	0	0	0	0	0	0	0	0	0	158	152	131	669	924	705	673	357	381	0
Nlrx1	230.111111	0	0	0	0	0	0	0	0	0	0	0	0	707	709	689	910	554	573	0
Elp5	229.777778	192	0	0	0	0	0	0	0	0	0	0	0	786	843	794	948	337	236	0
Ctdnep1	229.777778	192	0	0	0	0	0	0	0	0	0	0	0	786	843	794	948	337	236	0
Atad2b	229.722222	0	0	0	0	0	0	0	0	0	124	93	102	549	745	583	750	571	618	0
Xkr4	229.666667	0	0	0	0	0	0	107	0	0	0	0	0	664	929	487	649	662	636	0
Ppp2r5a	229.555556	0	0	0	0	0	0	0	0	0	96	0	111	647	826	786	791	390	485	0
Trp53inp2	229.444444	0	0	0	0	0	0	0	0	0	0	0	128	761	825	656	652	475	633	0
Sft2d1	229.388889	0	0	0	0	0	0	0	0	0	113	0	101	762	957	625	714	428	429	0
Ptpru	229.277778	0	0	0	0	0	0	0	0	0	0	0	0	644	918	448	775	708	634	0
Dld	229.111111	0	0	0	0	0	0	0	0	0	82	95	116	768	714	745	647	434	523	0
Arfgap2	228.388889	85	0	0	0	0	0	0	0	0	0	0	0	697	745	775	762	536	511	0
