Target_genes	Elk1|Average	SRX10221012|3T3-L1	SRX10221013|3T3-L1	SRX10221014|3T3-L1	SRX10221015|3T3-L1	SRX9144796|3T3-L1	SRX9144797|3T3-L1	SRX7115524|Corpus_Striatum	SRX7115525|Corpus_Striatum	SRX1462209|MEF	SRX1462210|MEF	SRX1462211|MEF	SRX1462212|MEF	SRX1462213|MEF	SRX1462214|MEF	SRX1462215|MEF	SRX1462216|MEF	SRX1618614|MEF	SRX1618615|MEF-derived_neural_cells	SRX1618616|MEF-derived_neural_cells	SRX1618617|MEF-derived_neural_cells	SRX1618618|MEF-derived_neural_cells	SRX262793|NIH/3T3	SRX262794|NIH/3T3	SRX262795|NIH/3T3	SRX262796|NIH/3T3	STRING
Snrpc	72.880000	0	0	0	0	330	285	836	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar1	72.760000	0	0	110	0	347	553	401	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpd	72.480000	0	96	0	190	435	396	424	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex10	72.120000	0	132	162	189	342	267	371	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc171	72.120000	185	343	278	331	188	236	105	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg4	72.000000	0	125	122	264	413	217	377	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud6b	71.960000	0	0	0	0	242	186	777	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf1	71.840000	0	336	290	358	357	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vta1	71.800000	0	0	94	125	122	187	757	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox20	71.680000	0	120	233	277	229	592	205	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc4	71.400000	0	0	140	228	350	344	395	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm15	71.320000	0	330	249	300	264	178	277	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raph1	71.240000	0	178	191	248	405	430	236	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e1	71.200000	0	133	167	158	501	335	299	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem223	70.960000	0	272	295	346	361	285	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179b	70.960000	0	272	295	346	361	285	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp143	70.880000	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	296	187	366	457	287	0	0	0	0	0
Dpp8	70.880000	0	191	125	290	194	257	400	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b2	70.840000	0	176	128	101	359	493	293	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st3	70.840000	0	176	128	101	359	493	293	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0d1	70.840000	0	0	0	0	371	901	303	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrp	70.840000	0	0	0	0	371	901	303	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5if	70.720000	0	0	73	88	253	284	534	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030056L22Rik	70.640000	0	0	183	180	407	205	503	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp7	70.480000	313	797	0	0	0	0	317	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc6	70.040000	0	111	0	0	492	676	290	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonp2	69.920000	0	165	0	0	346	395	378	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam13b	69.880000	0	246	140	194	406	488	156	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unkl	69.640000	0	0	0	0	215	212	768	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Percc1	69.640000	0	0	0	0	215	212	768	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC003965	69.640000	0	0	0	0	215	212	768	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2a	69.320000	0	0	0	0	354	360	540	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp1	69.320000	0	0	0	0	354	360	540	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkacb	69.320000	0	135	197	285	354	224	283	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgap3	69.280000	0	132	171	432	273	310	216	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	69.120000	0	150	140	208	333	272	333	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ublcp1	68.840000	0	177	201	218	342	283	286	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb9	68.760000	0	134	109	120	342	507	280	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	68.520000	0	193	0	69	336	798	162	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	68.520000	0	193	0	69	336	798	162	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a1	68.280000	0	0	114	104	176	230	613	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde12	68.280000	0	189	189	276	188	197	385	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun2	68.280000	0	0	114	104	176	230	613	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa9	67.880000	0	124	0	280	312	189	513	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap3	67.880000	0	124	0	280	312	189	513	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps11	67.680000	0	138	0	270	311	414	396	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Per1	67.600000	0	180	165	173	361	477	197	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btaf1	67.520000	0	337	280	312	158	357	137	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yeats4	67.320000	0	0	0	131	686	564	173	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amn1	67.160000	0	175	141	217	174	349	431	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr84	67.120000	0	191	213	170	492	499	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pih1d2	67.040000	0	237	247	230	385	179	248	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkapd1	67.040000	0	237	247	230	385	179	248	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caprin2	67.040000	0	224	202	195	315	322	281	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap11a	67.040000	0	0	0	0	187	240	835	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g2	66.920000	0	0	0	0	316	574	489	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endov	66.880000	0	164	153	387	212	278	236	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm20	66.800000	0	147	112	74	181	252	557	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1m1	66.720000	0	0	0	95	330	208	662	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smg7	66.520000	0	325	0	362	219	310	279	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copz1	66.440000	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	255	383	289	291	364	0	0	0	0	0
Stk16	66.400000	0	174	120	152	324	255	401	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l	66.400000	0	174	120	152	324	255	401	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38a	66.160000	0	0	0	0	100	143	697	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc1	66.160000	0	0	0	0	100	143	697	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sowahc	66.120000	0	169	148	164	247	225	381	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin10	66.120000	0	169	148	164	247	225	381	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf5	65.840000	0	126	0	106	355	700	250	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	65.720000	0	0	0	0	227	330	635	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lig4	65.600000	0	205	0	179	242	194	531	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd13	65.600000	0	205	0	179	242	194	531	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdf1	65.400000	0	156	158	282	304	330	251	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpg	65.400000	0	156	158	282	304	330	251	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfam	65.280000	0	167	0	122	216	367	414	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rplp2	65.240000	0	156	171	166	308	210	429	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pidd1	65.240000	0	156	171	166	308	210	429	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h3	65.200000	0	0	0	0	202	0	834	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm5	65.200000	0	206	94	239	282	224	437	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp16	65.120000	0	179	0	177	124	267	625	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2j2	65.080000	0	135	0	243	210	292	379	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba6	64.920000	0	259	118	116	295	267	302	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timmdc1	64.800000	0	152	75	208	264	412	300	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun6	64.560000	0	169	0	156	197	421	321	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl5b	64.560000	0	169	0	156	197	421	321	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2	64.440000	0	73	99	185	150	367	424	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstt1	64.400000	0	232	150	209	309	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ykt6	64.360000	0	151	0	216	315	249	349	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacs2	64.320000	0	197	101	280	404	323	152	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasor2	64.240000	0	182	185	292	94	238	361	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insig2	64.040000	0	0	90	149	237	431	331	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp384	64.000000	0	248	158	182	215	291	344	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nip7	64.000000	0	0	0	0	172	233	716	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog8	64.000000	0	0	0	0	172	233	716	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg7	63.960000	0	220	97	302	297	245	270	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr27	63.720000	0	0	0	158	224	364	491	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600012H06Rik	63.720000	0	0	0	158	224	364	491	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcpip1	63.480000	0	241	0	0	549	440	228	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	63.480000	0	131	0	230	355	238	410	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	63.440000	0	123	231	304	367	361	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf6	63.360000	0	0	0	139	233	226	584	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf12a	63.320000	0	118	96	123	334	545	267	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc6	63.320000	0	118	96	123	334	545	267	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc1r1	63.320000	0	118	96	123	334	545	267	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Immt	63.160000	0	193	0	159	185	283	449	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr6	63.120000	0	0	0	0	267	386	599	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spdye4b	63.040000	0	0	0	132	109	236	566	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbak	63.040000	0	0	0	132	109	236	566	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Per2	62.720000	0	0	0	290	349	265	389	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh3	62.720000	0	104	0	283	261	252	413	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap10	62.640000	0	155	116	297	237	310	256	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd17	62.600000	0	124	130	244	192	149	371	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabif	62.480000	0	0	201	194	192	347	392	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpe	62.360000	0	198	192	156	174	151	333	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd11	62.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	383	319	331	201	0	0	0	0	0
Skiv2l	62.240000	0	0	0	0	198	428	599	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelfe	62.240000	0	0	0	0	198	428	599	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct2	62.080000	0	0	0	0	623	798	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp869	62.040000	0	173	265	262	192	286	213	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3c	62.040000	0	0	140	167	236	301	303	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cap1	61.720000	0	0	0	200	223	405	412	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wipi2	61.680000	0	0	0	0	312	469	371	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	61.600000	0	139	0	95	90	255	582	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl1	61.400000	0	0	0	0	292	430	375	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaf1a	61.400000	0	0	0	0	292	430	375	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan6	61.360000	0	133	157	472	225	247	125	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcad1	61.240000	0	208	145	174	112	163	398	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp6	61.160000	0	204	156	239	198	128	371	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp3	61.000000	0	137	0	0	244	426	448	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp1	61.000000	0	0	0	0	256	367	483	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl18	61.000000	0	0	0	0	256	367	483	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtf2	60.880000	0	0	0	0	242	198	517	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank3	60.880000	0	211	117	0	316	446	253	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex12	60.440000	0	0	0	200	352	300	460	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2b1	60.440000	0	0	0	200	352	300	460	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbpl1	60.360000	0	0	0	99	197	146	570	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm2	60.280000	0	157	310	500	161	128	120	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc1	60.120000	0	179	0	139	272	291	348	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr4	60.040000	0	0	0	0	305	278	576	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt3	60.040000	0	0	166	158	262	189	468	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd13	60.040000	0	0	166	158	262	189	468	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sde2	59.680000	0	0	0	0	372	592	291	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbks	59.680000	0	461	0	97	193	235	309	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Babam2	59.680000	0	461	0	97	193	235	309	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poc5	59.640000	0	0	0	0	192	185	688	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp5	59.600000	0	0	179	125	211	429	344	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo3	59.520000	0	166	0	296	292	173	294	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8a	59.400000	0	147	0	148	221	297	381	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef12	59.360000	0	166	124	225	304	389	154	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn6	59.320000	0	118	96	123	334	545	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uspl1	59.160000	0	0	0	0	216	177	614	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exd1	59.160000	0	0	0	0	0	0	670	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chp1	59.160000	0	0	0	0	0	0	670	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morc3	59.000000	0	0	0	0	390	352	437	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq3	58.920000	0	140	157	259	170	142	309	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2f	58.760000	0	131	98	158	180	230	412	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24a	58.760000	0	135	103	197	193	376	268	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d1	58.640000	0	0	197	255	201	333	229	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun3	58.640000	0	0	0	0	306	562	380	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd10	58.560000	0	126	162	267	189	389	244	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kxd1	58.480000	0	0	0	0	259	388	446	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp8	58.480000	0	0	0	0	259	388	446	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfsd	58.440000	0	258	178	189	181	452	108	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd1	58.320000	0	765	319	212	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	58.280000	0	0	0	0	370	333	392	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a32	58.280000	0	141	183	213	121	152	313	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf13	58.280000	0	141	183	213	121	152	313	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp8	58.240000	0	0	0	0	288	215	497	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata33	58.160000	0	0	99	162	263	414	289	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp1a	58.160000	0	0	99	162	263	414	289	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa	57.960000	0	0	0	0	299	383	421	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr53	57.840000	0	0	0	0	255	340	506	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo45	57.840000	0	0	0	0	255	340	506	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	57.800000	0	227	105	294	267	263	150	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	57.600000	0	0	0	0	288	337	540	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l1	57.600000	0	177	0	185	299	270	266	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smurf1	57.560000	185	811	152	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s1	57.520000	0	0	0	0	128	293	503	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1d	57.520000	0	0	0	0	128	293	503	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpia	57.480000	0	228	0	165	324	349	243	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc7	57.480000	0	109	0	188	241	127	429	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp655	57.400000	0	74	137	263	327	314	175	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf15	57.360000	0	213	194	152	296	400	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tufm	57.320000	0	0	0	0	162	243	561	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k6	57.240000	0	499	0	0	401	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810021J22Rik	57.240000	0	99	174	159	290	321	211	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skp2	57.080000	0	122	148	222	221	209	368	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd2	57.080000	0	122	148	222	221	209	368	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmc1	56.960000	0	0	0	0	373	337	441	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27	56.920000	0	0	0	0	319	401	442	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd2	56.920000	0	0	138	193	136	225	412	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malsu1	56.880000	0	98	152	140	192	337	279	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htra2	56.800000	0	0	0	0	215	268	511	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dqx1	56.800000	0	0	0	0	215	268	511	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcp1a	56.760000	0	0	0	167	230	211	546	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcrb1	56.680000	0	186	135	191	277	233	176	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pphln1	56.680000	0	186	135	191	277	233	176	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatad1	56.640000	0	195	155	371	274	278	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ska3	56.360000	0	147	136	216	257	344	234	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl57	56.360000	0	147	136	216	257	344	234	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crcp	56.360000	0	182	157	288	199	177	317	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asl	56.360000	0	182	157	288	199	177	317	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arc	56.320000	0	0	0	0	341	585	294	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itprid2	56.280000	0	0	0	161	343	449	324	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1b1	56.160000	0	207	98	242	148	217	192	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Palb2	56.120000	0	0	132	143	187	261	400	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn5	56.120000	0	0	132	143	187	261	400	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm22	56.000000	0	207	173	230	93	205	266	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc4	55.760000	0	0	0	0	262	343	337	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd5	55.760000	0	0	0	0	262	343	337	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crem	55.760000	0	372	0	0	261	178	279	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	55.520000	0	108	145	138	239	263	261	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyctk	55.520000	0	0	157	238	248	270	325	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan8	55.440000	0	125	238	230	89	111	288	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med4	55.400000	0	0	0	0	235	308	550	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps3a1	55.360000	0	0	0	109	142	317	410	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
