Target_genes	Tcf3|Average	SRX1568859|B_cells	SRX1568860|B_cells	SRX1568861|B_cells	SRX1568862|B_cells	SRX1568867|B_cells	SRX1568868|B_cells	SRX142528|C2C12	SRX2348473|CD4_CD8_double_positive_cells	SRX1080393|Embryoid_Bodies	SRX9599934|Embryonic_liver	SRX9599937|Embryonic_liver	SRX9599940|Embryonic_liver	SRX9641189|EpiLC	SRX9641190|EpiLC	SRX9641191|EpiLC	SRX9641202|EpiLC	SRX9641203|EpiLC	SRX9641204|EpiLC	SRX9641218|EpiLC	SRX9641219|EpiLC	SRX9641220|EpiLC	SRX003870|ES_cells	SRX003871|ES_cells	SRX1080398|ES_cells	SRX3581842|ES_cells	SRX3581843|ES_cells	SRX9641170|ES_cells	SRX9641171|ES_cells	SRX9641172|ES_cells	SRX1117081|HAFTL	SRX1117082|HAFTL	SRX1117083|HAFTL	SRX1117084|HAFTL	SRX1117085|HAFTL	SRX323583|Hair_follicle_stem_cells	SRX7821127|Hematopoietic_progenitors	SRX7821128|Hematopoietic_progenitors	SRX7821129|Hematopoietic_progenitors	SRX310197|HPC-7	SRX3771849|Liver	SRX3771850|Liver	SRX310199|Mast_Cells	SRX150191|Myoblasts	SRX2348475|Natural_Killer_T-Cells	SRX2254825|Neural_Stem_Cells	SRX3195760|Neural_Stem_Cells	SRX3195761|Neural_Stem_Cells	SRX3195762|Neural_Stem_Cells	SRX3195763|Neural_Stem_Cells	SRX2162538|Pre-B_cells	SRX2162541|Pre-B_cells	SRX2162560|Pre-B_cells	SRX3868861|Pre-B_cells	SRX3868862|Pre-B_cells	SRX021889|Pro-B_cells	SRX021890|Pro-B_cells	SRX082175|Thymocytes	SRX082176|Thymocytes	SRX021893|T_cells	SRX1568863|Unclassified	SRX1568864|Unclassified	SRX1568865|Unclassified	SRX1568866|Unclassified	STRING
Lax1	264.714286	1892	341	720	160	354	118	0	264	497	0	0	0	0	288	366	0	107	0	0	0	0	167	192	1085	1011	1036	205	574	753	0	0	0	0	0	0	84	425	741	972	0	0	0	0	0	0	0	0	0	0	548	431	207	0	0	0	0	0	0	0	1349	392	1039	359	0
Adssl1	264.365079	1881	691	1174	385	326	215	271	1803	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	193	136	0	0	0	763	97	0	0	135	205	99	1700	182	136	0	0	356	167	0	0	0	1883	1000	1657	885	0
Rpe	263.079365	1010	139	390	157	397	126	112	123	194	0	0	0	0	436	340	0	0	0	0	0	0	192	155	2749	1795	2020	232	929	1108	0	0	0	0	0	0	0	0	0	130	0	0	0	582	0	0	0	0	0	0	817	430	0	0	0	218	0	0	0	0	787	153	702	151	0
Traf4	262.698413	587	121	500	265	199	280	1613	614	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	189	313	159	439	750	0	0	0	0	0	0	0	0	0	0	0	0	0	998	209	1009	627	1549	1323	971	567	843	0	0	0	406	213	0	0	0	524	149	444	178	0
Cnpy1	262.142857	0	0	0	0	0	0	0	0	2439	169	0	164	0	801	1042	0	0	0	0	0	0	527	558	2991	2160	2361	421	1232	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t3	260.841270	1137	831	1074	846	675	642	166	1074	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	92	620	924	1285	0	0	199	156	346	0	0	0	0	0	1225	218	148	0	0	329	203	124	0	218	1170	594	1130	655	0
Zfp36l1	260.619048	983	223	508	219	213	306	0	0	2034	0	0	0	0	484	615	0	261	92	0	0	0	99	199	1855	1140	1465	0	353	304	0	0	0	0	0	0	0	0	0	0	0	0	0	198	80	179	0	120	126	88	199	397	0	555	192	0	77	0	0	0	1120	345	1135	255	0
Cd79a	260.571429	2353	1272	1955	1038	1127	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998	844	132	0	0	0	0	0	0	0	1761	551	1440	367	0
Lima1	259.761905	232	0	0	0	0	0	179	0	615	0	0	0	0	684	606	0	0	0	0	0	0	739	732	2244	1948	2438	431	1177	1468	242	168	0	0	135	0	0	0	0	0	0	0	0	189	0	721	0	156	86	159	0	0	0	0	0	0	0	0	0	0	451	0	565	0	0
Dnaaf3	259.412698	0	0	0	0	0	0	0	0	2100	0	0	0	0	466	555	404	727	764	118	324	518	205	156	2447	1935	2261	520	1161	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspn	258.793651	306	266	276	422	225	407	204	596	911	176	102	0	0	0	0	0	0	0	256	0	0	0	0	1149	109	225	0	0	0	101	182	0	95	176	910	118	285	183	1170	0	0	0	452	1464	0	0	228	198	178	310	512	195	1710	1166	0	0	116	127	0	184	197	198	219	0
Cdx2	258.285714	0	0	0	0	0	0	0	0	1056	0	0	0	101	1140	1127	0	233	269	0	0	0	484	525	2267	2577	2615	434	1661	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Rasip1	257.492063	1352	294	938	532	345	208	162	0	336	0	341	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	974	1057	842	998	1047	0	496	0	0	0	0	0	220	326	0	0	0	185	262	81	143	0	0	0	0	127	0	961	927	0	1100	217	1208	311	0
Myo10	256.333333	120	0	149	0	0	0	437	227	2217	0	0	0	0	387	381	0	337	208	0	0	0	648	709	2528	1419	1751	320	1033	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	117	140	393	355	264	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf19	255.571429	160	0	116	0	0	0	100	211	1062	0	0	0	0	337	537	285	511	563	0	0	128	163	136	1476	1974	2129	309	578	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	1323	852	695	441	243	299	0	0	0	0	0	0	96	0	0	0	0	0
Kmt2a	255.523810	929	0	515	0	171	0	0	167	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	166	197	0	0	0	0	0	0	0	0	0	0	0	0	841	1135	901	101	366	0	290	213	861	1002	847	2454	1449	102	0	0	0	0	0	0	0	749	0	839	141	0
Nin	254.952381	159	0	0	0	0	0	0	165	452	0	0	0	0	0	244	0	0	171	0	0	0	0	0	2091	2894	3051	741	2075	2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	130	131	0	0	137	731	99	0	182	0	0	0	0	130	0	149	0	0
Osbp2	253.222222	0	0	0	0	0	0	0	0	2024	0	0	0	0	332	662	167	340	585	0	0	0	0	0	1610	2040	2377	1045	1715	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl3	251.047619	2040	763	1330	0	779	1124	0	1060	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	137	164	0	0	117	0	0	0	0	0	0	0	0	0	1309	0	0	0	261	339	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	1572	599	1632	781	0
Sema4d	249.428571	1298	324	1129	422	454	715	223	756	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	636	928	0	281	364	0	0	0	0	0	0	0	0	0	1377	0	0	288	195	306	0	0	285	383	86	1065	595	230	234	0	143	145	0	0	141	746	228	843	200	0
Pkig	248.396825	2273	752	1337	208	1019	692	0	0	675	0	0	0	0	154	543	0	0	0	0	0	0	0	0	136	0	0	0	135	130	0	112	0	67	0	0	0	0	0	422	0	0	0	416	0	0	0	249	327	209	447	226	148	0	0	0	0	0	0	0	1960	487	1805	720	0
Atp13a2	247.412698	2055	549	1124	289	630	599	186	325	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	100	481	467	1793	0	0	0	420	376	0	0	0	0	0	1802	162	0	0	0	327	144	0	0	143	1587	388	1060	333	0
Bdh1	247.380952	168	0	372	0	0	0	0	0	910	0	0	0	0	226	542	127	411	731	0	0	0	163	0	1887	1732	2076	998	1924	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	62	149	220	0	241	0	0	0	115	0	0	0	0	0	0	116	0	0
E2f2	247.238095	1172	701	1154	513	285	424	1006	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	520	1535	0	0	0	564	313	0	0	0	125	0	1788	218	94	164	0	196	186	0	0	192	999	376	968	489	0
Tpst2	246.809524	1298	335	451	353	222	371	450	1273	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	148	0	140	231	0	0	0	0	0	124	0	0	222	1357	0	0	0	414	174	0	0	221	146	0	1863	173	0	87	0	439	343	119	0	231	894	371	895	635	0
Letmd1	246.000000	291	0	142	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2802	2756	2873	0	1087	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	192	530	886	590	119	707	0	0	0	0	0	0	0	0	199	0	233	0	0
Cnot8	244.682540	1414	240	1271	294	358	383	0	1112	248	0	0	0	0	193	125	0	0	0	0	0	0	0	0	227	209	398	285	813	1099	0	0	0	0	0	0	0	0	0	591	0	0	0	161	142	0	0	105	192	131	525	205	636	0	0	0	0	0	0	0	1487	573	1449	549	0
Myl12b	244.428571	1459	208	632	204	291	195	514	216	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	445	410	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	655	0	0	444	1071	1244	1411	2102	510	522	0	0	465	252	0	0	232	630	0	548	245	0
Celf2	243.857143	1316	130	349	0	0	202	611	0	446	0	0	0	0	187	172	0	0	0	0	0	0	0	0	532	1891	2007	0	113	0	170	192	0	218	237	0	0	0	0	469	0	0	0	534	0	0	167	433	474	441	522	135	197	0	0	131	0	0	0	108	1151	163	1272	393	0
Ldlrad3	243.539683	77	0	0	0	0	0	87	666	1107	0	0	0	0	201	452	142	381	643	0	0	0	171	199	2309	2203	2384	443	1499	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	215	214	0	107	172	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1a	241.142857	2123	375	1251	397	810	451	126	156	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	105	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	187	0	0	310	779	695	671	1097	641	0	0	0	95	0	0	0	0	1628	398	1661	463	0
Pccb	240.412698	591	0	200	0	87	0	122	306	194	0	0	0	0	0	190	0	0	0	0	0	0	0	0	1979	2736	2767	422	1210	1153	0	0	0	0	0	0	0	0	0	208	0	0	0	325	0	0	0	105	138	153	316	0	0	432	160	169	0	0	0	0	519	0	555	109	0
Gtf2b	239.476190	189	0	0	0	0	0	203	0	2272	0	0	0	0	533	653	257	673	514	115	174	322	234	152	2395	970	1068	462	625	1249	0	0	0	0	0	605	0	0	0	145	0	0	0	233	0	0	0	67	0	0	0	691	0	0	0	0	0	0	0	0	181	0	105	0	0
Galk1	239.238095	2189	444	1016	500	253	198	0	1310	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	160	140	0	0	215	182	138	2346	328	0	198	0	411	143	0	0	287	1493	334	1579	535	0
Slc43a1	237.984127	1429	473	660	144	347	300	0	492	138	0	0	0	0	0	0	0	0	0	0	0	0	213	212	1928	976	1314	235	615	657	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	88	0	0	231	0	0	0	263	0	0	0	0	1543	453	1342	793	0
Cidea	237.190476	0	0	0	0	0	0	0	0	157	0	0	0	0	309	239	0	0	0	0	0	0	393	262	2478	2390	2717	785	1945	2127	0	0	0	0	0	0	0	0	0	157	0	0	0	108	0	0	0	224	178	101	0	0	0	0	0	112	169	0	0	92	0	0	0	0	0
Laptm5	236.746032	1362	761	1273	704	964	1119	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	313	1324	0	0	0	0	0	0	0	0	0	0	2052	265	247	0	0	150	161	0	0	0	1006	661	834	500	0
Adnp	235.809524	1628	171	468	139	245	138	112	384	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	106	0	0	0	0	0	0	0	0	180	0	0	0	905	0	0	153	732	118	0	130	502	514	397	976	1171	160	0	0	461	356	0	0	315	1255	264	1386	274	0
Bpifb5	235.301587	0	0	0	0	0	0	0	0	2568	0	0	0	0	613	792	0	1026	255	136	126	376	0	142	3200	1894	2149	247	305	838	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdap1	234.555556	105	0	0	0	0	0	0	897	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523	1254	1205	0	0	337	0	1200	2784	2336	2383	0	218	0	0	0	0	0	0	0	0	0	0	107	0	0
Bud31	234.555556	105	0	0	0	0	0	0	897	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523	1254	1205	0	0	337	0	1200	2784	2336	2383	0	218	0	0	0	0	0	0	0	0	0	0	107	0	0
Pqlc3	233.698413	2018	1040	926	335	184	357	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	260	0	0	141	301	0	0	0	0	0	0	0	0	0	0	2111	140	113	0	0	76	180	0	0	74	1895	951	1908	1406	0
Tmem87b	232.634921	1628	352	653	447	400	591	345	226	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	240	219	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	497	0	234	121	791	735	809	1548	182	155	410	0	165	100	0	0	0	1099	296	1461	552	0
Wnt5b	230.079365	0	0	0	0	0	0	0	0	2423	0	0	0	0	703	754	128	786	345	186	132	0	536	384	2731	1022	1204	252	689	1137	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	360	187	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a28	228.904762	197	0	0	0	0	0	0	0	2108	0	0	0	0	435	353	0	885	211	166	123	228	305	418	2925	1191	1767	272	525	958	0	0	0	0	0	364	0	0	0	157	0	0	0	140	0	0	0	108	0	0	0	211	237	0	0	0	0	0	0	0	0	0	137	0	0
Endou	228.269841	1824	631	1141	465	81	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	304	161	0	0	0	0	173	0	0	0	0	0	2315	898	292	0	0	378	374	0	0	333	1228	497	1158	718	0
Nme1	227.047619	1732	215	742	217	610	240	87	512	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	137	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	1637	0	101	0	163	194	127	1175	1130	0	0	0	275	192	0	0	279	1270	246	1401	470	0
Mon2	226.587302	1893	409	661	205	477	272	278	409	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	372	0	362	111	273	296	231	1448	348	0	233	0	561	167	0	0	241	1566	415	1509	636	0
Tha1	226.555556	1937	569	1115	197	217	112	139	1324	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	319	0	255	245	0	0	0	0	901	0	0	0	585	242	0	0	97	141	116	1391	171	0	0	0	133	89	163	165	141	991	439	1299	340	0
Zfp706	225.793651	464	0	299	0	0	0	123	0	138	0	0	0	0	0	0	0	128	0	0	0	0	0	0	2629	2495	2621	243	594	1091	0	0	0	0	0	0	0	0	0	123	0	0	0	145	0	0	165	530	362	435	115	477	0	0	0	84	0	0	0	0	524	0	440	0	0
Vamp1	225.555556	1916	444	1714	537	740	392	139	305	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	727	0	243	0	214	203	0	1327	448	0	0	0	118	0	0	0	266	1345	391	1314	429	0
Btn2a2	225.412698	0	0	0	0	0	0	0	0	2036	0	0	0	0	631	599	185	900	747	186	200	267	464	488	2362	1392	1789	344	649	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl1	225.063492	129	0	94	0	0	0	94	0	1968	0	0	0	0	250	389	107	323	323	0	0	0	291	240	2528	1913	2362	303	897	1345	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	153	0	0	0	0	0	100	0	161	0	0	0	0	0	0	0	0	125	0	0
Bahcc1	225.047619	0	0	0	0	0	0	0	0	2388	0	0	0	62	510	627	253	624	332	280	264	309	131	201	2412	1007	1264	391	647	1073	0	0	0	0	0	137	0	0	0	318	0	0	0	117	0	168	0	0	0	101	0	114	448	0	0	0	0	0	0	0	0	0	0	0	0
Thoc1	225.031746	84	0	0	0	0	0	96	0	1834	0	0	0	0	789	675	244	883	504	155	187	494	116	140	2421	939	1151	282	544	1101	0	0	0	0	0	86	0	0	0	373	0	0	0	205	0	0	0	162	120	88	0	165	0	0	0	0	0	0	0	0	159	0	180	0	0
Gja1	224.238095	0	0	0	0	0	0	0	0	1489	0	0	0	0	604	663	0	173	0	0	0	0	428	332	2378	2839	2891	245	961	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epp13	224.095238	0	0	0	0	0	0	0	0	1431	0	0	0	122	832	966	0	367	330	0	137	0	343	211	1791	1832	2299	404	1451	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp3	223.920635	1111	0	346	0	0	0	0	258	2532	0	0	0	0	720	1316	0	181	168	0	0	0	291	159	2539	215	263	132	300	365	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	335	212	193	0	767	0	0	0	0	0	0	0	131	753	0	666	0	0
Tdrd3	223.587302	0	0	0	0	0	0	96	0	1844	0	0	0	0	456	638	0	383	266	0	108	0	240	164	1589	2018	2244	396	1541	1491	0	0	0	0	0	0	0	0	0	116	0	0	0	66	0	0	0	106	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0
Hivep2	223.269841	2081	623	1170	351	626	559	0	503	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	235	146	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	237	705	115	449	338	295	1394	288	257	0	0	0	0	0	0	0	1367	391	888	261	0
Pik3cd	222.333333	1414	267	820	125	311	207	241	446	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	237	0	0	0	454	503	205	353	347	0	0	0	0	162	0	0	0	78	0	0	0	0	0	0	2033	437	0	659	233	243	112	211	0	0	1240	249	1355	474	0
Zfpm1	222.079365	1725	641	1454	326	183	141	213	708	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1382	0	0	417	493	177	0	0	0	0	0	632	0	295	0	0	346	167	0	0	317	1385	673	1239	672	0
Kdm2b	222.063492	125	0	136	0	83	124	0	285	1186	0	0	0	0	558	445	249	863	488	150	166	0	232	237	1194	2834	2864	0	330	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	168	146	135	0	124	123	0	0	0	0	0	0	0	112	0	182	0	0
Rps19	221.698413	458	0	0	0	87	0	0	0	1722	0	0	0	0	525	555	0	0	0	0	0	0	456	411	2716	1540	2062	231	441	832	0	0	0	0	0	0	0	0	0	142	0	0	0	281	0	0	0	0	167	0	133	953	189	0	0	0	0	0	0	0	66	0	0	0	0
Prr5	221.634921	2066	688	1088	382	491	489	196	0	369	0	0	0	0	110	113	0	137	0	0	0	0	0	0	895	0	0	0	178	126	152	0	0	0	0	0	0	154	196	466	0	0	0	242	0	0	0	0	0	0	793	426	0	0	0	147	111	0	0	0	1483	462	1447	556	0
Trim8	221.539683	1187	238	498	147	188	119	132	909	518	0	0	0	0	154	144	0	216	108	0	0	0	0	0	522	837	969	0	0	193	0	0	0	0	0	137	0	0	0	362	0	0	0	164	0	907	0	163	0	0	1159	0	155	126	0	261	194	0	0	229	1248	246	996	531	0
Tgfbr3	220.682540	410	0	0	0	0	0	0	1165	1185	0	0	0	0	320	686	0	0	70	0	0	0	100	0	1640	2139	2393	316	1410	1553	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	187	181	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemf	220.650794	164	0	148	0	170	86	0	82	207	0	897	0	0	0	0	0	0	0	0	0	0	0	0	266	0	120	0	0	0	988	917	771	916	914	0	777	0	0	620	0	0	149	322	0	0	127	532	397	496	0	809	137	0	0	184	0	899	855	0	216	188	164	383	0
Lum	219.571429	0	0	0	0	0	0	0	0	549	0	0	0	147	844	1230	230	486	470	0	171	0	123	211	1686	1182	1623	1172	1398	2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0
Zfp821	218.444444	304	0	0	0	0	0	0	260	481	0	141	0	0	0	150	0	0	0	0	0	0	0	0	959	757	1162	244	638	1043	591	716	338	519	581	230	263	0	0	743	0	0	206	486	0	0	0	127	187	249	291	527	0	0	0	219	0	557	456	0	144	0	193	0	0
Tigd4	218.396825	0	0	0	0	0	0	0	132	2060	0	0	0	0	0	369	0	210	152	0	0	0	159	0	1583	3196	3255	236	1075	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp12	218.380952	108	0	0	0	0	0	0	0	2361	0	0	0	0	675	393	0	575	333	0	0	239	406	319	2776	1309	1575	362	478	751	0	0	0	0	0	326	0	0	0	252	0	0	0	125	0	0	0	0	76	0	0	225	0	0	0	0	0	0	0	0	0	0	94	0	0
AI467606	217.587302	1568	341	568	242	431	346	174	967	198	0	0	0	0	0	91	0	178	0	0	0	0	0	0	418	925	1105	0	167	275	0	0	0	0	0	0	0	0	0	565	0	0	0	207	257	0	0	0	0	0	917	762	0	284	176	0	0	0	0	0	934	222	1102	288	0
Bcat1	215.460317	0	0	0	0	0	0	0	821	1123	0	0	0	0	322	665	0	181	209	0	0	0	467	362	2524	1807	2052	636	750	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	263	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Chd3	215.222222	0	0	0	0	0	0	712	0	161	0	0	0	0	304	145	0	0	0	0	0	0	0	0	745	1191	1436	534	1456	1746	0	0	0	0	0	0	0	0	0	127	0	0	0	317	0	439	438	958	972	914	0	149	0	86	0	242	0	0	0	144	105	0	238	0	0
Sema3b	214.206349	1578	293	657	180	319	290	340	237	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	99	0	0	578	0	243	330	1165	983	830	992	212	0	0	0	229	0	0	0	116	1093	374	1311	248	0
Pdpk1	213.682540	1331	368	460	0	0	0	337	421	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	2123	2374	517	1195	1311	0	0	0	0	0	0	0	0	0	166	0	0	0	428	0	0	0	66	0	62	0	122	0	167	0	66	0	0	0	134	583	0	517	163	0
Eno1	213.507937	159	0	0	0	0	0	247	0	933	0	0	0	0	897	976	200	613	498	169	0	0	273	374	1521	1441	1683	442	842	852	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	224	268	156	0	218	0	0	0	0	0	0	0	0	0	0	121	0	0
Grm4	213.206349	0	0	0	0	0	0	621	0	1588	0	0	0	0	118	259	0	87	0	0	0	0	137	127	2428	2136	2795	247	519	898	0	0	0	0	0	0	0	0	0	246	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	231	168	0	0	224	0	0	0	0	0
Itgb3	213.158730	841	0	133	0	0	0	225	899	2660	0	0	0	0	170	740	0	148	316	291	0	0	0	0	1138	0	0	0	207	301	0	0	0	0	0	0	0	0	182	1659	0	0	179	493	0	158	0	0	0	0	0	480	1206	130	0	108	0	0	0	0	312	0	453	0	0
Smim13	213.047619	1748	420	854	276	221	211	391	799	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	858	172	295	98	498	414	294	1290	174	0	157	0	265	180	0	0	152	964	232	1228	397	0
Oxr1	212.396825	890	201	287	0	0	0	137	409	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523	2961	2958	0	352	205	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	322	556	0	0	0	0	0	0	0	0	738	0	925	444	0
Cic	212.111111	553	0	157	0	77	0	0	157	589	0	0	0	0	0	0	0	0	0	0	0	0	0	106	1877	860	870	0	126	310	0	0	0	0	0	173	0	0	0	0	216	255	0	0	0	89	462	2030	1685	1561	147	124	0	90	0	180	0	0	0	150	195	0	324	0	0
Tmem39a	211.587302	662	0	409	132	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2938	3202	357	934	1405	0	0	0	0	0	0	0	0	0	382	0	0	0	156	0	0	0	336	277	195	152	377	0	0	0	0	0	0	0	0	412	0	343	197	0
Ccdc194	210.968254	157	0	0	0	0	0	389	0	2296	0	0	0	0	707	571	0	266	133	0	0	0	113	266	2799	932	1169	137	438	555	0	0	0	0	0	0	0	0	0	209	0	0	0	417	0	0	75	271	258	165	0	596	0	0	0	0	0	0	0	0	158	0	214	0	0
Adk	209.888889	673	0	353	129	0	0	0	684	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	1816	2174	0	477	341	0	0	0	0	0	0	0	0	0	1107	534	515	0	0	188	123	0	544	522	411	679	193	0	0	0	108	0	0	0	0	602	135	429	139	0
Mroh6	209.682540	0	0	0	0	0	0	232	0	1440	0	0	0	0	0	155	0	370	171	0	0	0	452	260	2679	2229	2518	221	649	1035	0	0	0	0	0	0	0	0	0	168	0	0	0	375	0	0	0	0	82	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2v1	209.507937	2086	470	1363	493	476	331	0	641	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	69	0	0	0	0	0	0	0	197	0	0	0	217	211	0	0	250	110	0	969	404	0	191	0	0	0	0	0	0	1382	419	1679	445	0
Pgm2l1	208.841270	1403	234	813	359	177	179	184	839	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	215	260	0	0	0	247	225	0	148	181	0	0	0	0	208	0	0	0	615	238	160	0	189	0	152	2120	169	0	0	0	460	278	0	0	286	824	265	745	388	0
Patz1	208.761905	341	0	0	0	0	0	0	0	265	0	0	0	0	170	123	0	0	0	0	0	0	138	146	1640	1920	2128	723	1448	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	109	513	322	229	254	252	0	230	0	0	0	0	0	0	226	0	316	125	0
