Target_genes	Gli2|Average	SRX1115335|Cerebellum	SRX3176061|Embryonic_gut	SRX3176062|Embryonic_gut	SRX1115331|Embryonic_head	SRX1115332|Embryonic_limb	SRX4083166|Embryonic_stomach	SRX1115333|Embryonic_trunk	SRX1973367|ES_cells	SRX1973381|ES_cells	SRX24427287|Medulloblastoma	SRX3884257|Medulloblastoma	SRX3884258|Medulloblastoma	SRX3884264|Medulloblastoma	SRX3884265|Medulloblastoma	SRX1618619|MEF	SRX1618620|MEF-derived_neural_cells	SRX1618621|MEF-derived_neural_cells	SRX1618622|MEF-derived_neural_cells	SRX1618623|MEF-derived_neural_cells	STRING
Vmn1r210	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Vash1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Trpm8	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Spata7	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Sorbs1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a21	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Skint4	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Shkbp1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
S1pr5	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Rp1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Rnf212	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Pklr	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx2	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Paip1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr711	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr592	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr569	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr466	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr448	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1344	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a2	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Malrd1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Magea8	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Htr7	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Hlf	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
H2al1k	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Gm35060	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Gm3435	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Gm10375	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Gabrr3	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl13	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cst10	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cradd	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97d2	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e1	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b10	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl2	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve21	10.473684	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc3	10.473684	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygo2	10.473684	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fblim1	10.473684	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam178b	10.473684	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang2	10.473684	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Tex28	10.421053	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
P4htm	10.421053	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
D6Ertd527e	10.421053	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Cyp20a1	10.421053	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3b	10.368421	0	0	0	0	0	0	0	91	106	0	0	0	0	0	0	0	0	0	0	0
Oscp1	10.368421	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1336	10.368421	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc	10.368421	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Cd209b	10.368421	0	0	0	0	0	0	0	119	78	0	0	0	0	0	0	0	0	0	0	0
Mad2l1bp	10.315789	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Gm4846	10.315789	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl18	10.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
2310009B15Rik	10.315789	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Zfp934	10.263158	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Mug1	10.263158	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Hecw2	10.263158	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Rbm45	10.210526	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Dgka	10.210526	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Cyct	10.210526	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Cdh17	10.210526	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106a	10.157895	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Cry2	10.157895	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7e	10.157895	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Olfr225	10.105263	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Maob	10.105263	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Ldlr	10.105263	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Zfp534	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Zfp267	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Zfp202	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Wbp11	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Trpv3	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Tmem181a	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Tmem17	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Stox2	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Smc6	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a7	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef2	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Psma5	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a6	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Pkia	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Pilrb1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf5	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr986	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr740	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr239	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr102	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr100	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Obp1a	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Mmp13	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Mesd	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Lce1i	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Krtap26-1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Itgav	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Hormad2	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh2	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Gm6871	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Gen1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Fdxacb1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Esr1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Ecrg4	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Defb25	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Col20a1	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl4	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Bcl7a	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
BC049715	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Arl14epl	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Alg9	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	10.052632	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	10.052632	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Sult3a1	10.000000	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Cox6a1	10.000000	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Rslcan18	9.947368	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr3	9.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
AAdacl4fm3	9.947368	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Wnt2	9.894737	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srpx2	9.894737	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr3	9.894737	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Apoh	9.894737	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j8	9.842105	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Cfap206	9.842105	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r37	9.789474	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
E130311K13Rik	9.789474	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Clca3b	9.789474	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Sp100	9.736842	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Pgpep1	9.736842	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Pdk1	9.736842	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpl	9.736842	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1123	9.631579	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Grip1	9.631579	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	9.578947	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs2	9.578947	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmpd4	9.578947	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Ephb3	9.578947	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Yipf7	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Xirp2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r83	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r209	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r181	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r12	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Trappc3l	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Tmx3	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229b	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Tmem144	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Tlr13	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Tamm41	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Spaar	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a30	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Sdha	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
S100z	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Rps6kl1	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs1	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ppil3	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Polk	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Pln	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Phactr2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Pde11a	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr868	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr351	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr154	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr149	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1242	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Nrde2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Nmb	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Nif3l1	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ndst3	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f7	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Mpp7	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Mall	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc7a	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Il23r	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Il15ra	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gm6812	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gm4925	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gm266	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gm19774	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gm15517	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt4	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Dpt	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Dchs2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc127	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Cand2	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Arl1	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Anks4b	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd7	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Agps	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
AW146154	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
4933402D24Rik	9.526316	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Scgb2b20	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Olfr536	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1084	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Myl9	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Il18rap	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm8764	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm6763	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm4340	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm20765	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo25	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Clec4n	9.473684	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Senp7	9.421053	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Olfr918	9.421053	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ifna14	9.421053	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Reg3g	9.368421	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Obp2b	9.368421	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Gm904	9.368421	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc16	9.368421	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp9	9.368421	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp54	9.315789	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Reg2	9.157895	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod3	9.157895	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Igf1r	9.157895	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexdc	9.157895	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Zfp472	9.105263	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	9.105263	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2a2	9.105263	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2a1	9.105263	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Olfr77	9.105263	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1381	9.105263	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Wnt5b	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r37	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r73	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r58	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r18	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6b	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Tfe3	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Syn2	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2e	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Slfnl1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Rplp2	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Reps2	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Qars	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Pik3cb	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Phospho1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Phf11a	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr982	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr775	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1382	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1340	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1238	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1104	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Nudc	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Nr0b2	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Npc1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc4	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Mta1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6c	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a18	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Liph	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Ldah	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b11	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H2al1i	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H2al1f	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H2al1d	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H2al1c	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
