Target_genes	Stat5b|Average	SRX3067395|CD4+_T_cells	SRX3067396|CD4+_T_cells	SRX3067405|CD4+_T_cells	SRX3067406|CD4+_T_cells	SRX3067407|CD4+_T_cells	SRX3067408|CD4+_T_cells	SRX3067401|CD8+_T_cells	SRX3067402|CD8+_T_cells	SRX041331|Dendritic_Cells	SRX041332|Dendritic_Cells	SRX041333|Dendritic_Cells	SRX187509|Mammary_cells	SRX187514|Mammary_cells	SRX3006598|Spleen	SRX3006599|Spleen	SRX3006600|Spleen	SRX3006601|Spleen	SRX041281|Th1_Cells	SRX191131|Th9	SRX353400|Th9	SRX353401|Th9	SRX353404|Th9	SRX353405|Th9	SRX041284|T_cells	SRX041285|T_cells	SRX132013|T_cells	SRX132016|T_cells	SRX132019|T_cells	SRX132022|T_cells	STRING
Hk2	277.965517	0	1142	929	817	1415	547	0	207	0	622	409	0	0	0	0	0	0	561	376	0	0	496	0	0	0	0	540	0	0	0
Clint1	277.000000	0	1054	1278	91	1730	104	0	347	0	276	86	331	0	0	0	0	0	415	488	0	0	1247	0	0	0	0	475	0	111	0
Ppp1r3f	275.862069	0	1078	1403	751	1680	445	0	545	0	0	0	0	0	0	0	0	0	147	420	0	0	1388	0	0	0	0	143	0	0	0
Etv6	275.724138	0	576	933	493	1333	387	0	206	0	1025	542	231	0	0	0	0	0	378	256	0	0	973	91	0	0	0	336	0	236	0
Asb2	275.724138	0	147	679	1135	967	842	0	0	0	805	596	0	0	0	600	0	1156	0	163	0	0	0	0	0	0	0	491	208	207	0
Naa16	272.862069	0	1298	834	0	1254	155	0	114	0	1128	928	0	0	0	0	0	0	315	494	0	0	1136	0	0	0	0	257	0	0	0
Mtrf1	272.862069	0	1298	834	0	1254	155	0	114	0	1128	928	0	0	0	0	0	0	315	494	0	0	1136	0	0	0	0	257	0	0	0
Art2a	272.586207	0	1156	1488	188	1746	0	0	256	0	478	394	0	0	0	0	0	0	0	438	0	156	970	180	0	0	0	455	0	0	0
Zfp595	272.413793	0	551	811	179	1032	96	0	121	0	1324	968	167	242	0	128	0	543	234	376	0	0	463	109	0	0	0	258	0	298	0
Tecpr1	272.379310	0	725	1343	0	1658	327	0	184	0	325	293	0	0	0	968	0	0	314	554	0	0	740	0	0	0	0	468	0	0	0
Nsun4	271.241379	0	331	732	1334	1045	715	0	118	0	819	544	0	0	0	336	0	0	241	497	0	0	575	0	0	0	0	579	0	0	0
Gpr55	271.206897	0	1139	542	0	1085	107	0	270	0	1704	1630	0	0	0	438	0	183	0	0	0	0	291	0	0	0	0	261	0	215	0
Serpinb6a	271.068966	0	577	701	1025	838	1173	0	205	0	540	339	184	0	0	196	0	204	349	304	0	0	445	0	0	0	0	570	0	211	0
Ripk1	271.068966	0	577	701	1025	838	1173	0	205	0	540	339	184	0	0	196	0	204	349	304	0	0	445	0	0	0	0	570	0	211	0
Khsrp	270.517241	0	911	427	0	531	95	0	0	0	1063	751	0	0	0	636	0	1126	347	421	0	0	502	159	0	0	0	393	126	357	0
Ppp6r1	268.000000	0	296	763	324	1023	271	0	270	0	1380	815	0	0	0	293	0	123	202	617	0	0	1395	0	0	0	0	0	0	0	0
Clk1	267.620690	0	390	414	473	645	188	0	0	0	1381	928	0	0	0	474	0	1041	424	269	0	0	277	0	0	0	0	421	103	333	0
Galnt7	266.241379	0	290	883	1091	1006	1076	0	0	0	681	613	166	0	0	207	0	137	347	195	0	0	0	0	0	0	0	712	0	317	0
Ddit3	265.413793	0	967	1637	162	1891	348	0	188	0	365	270	0	0	0	0	0	0	445	461	0	0	798	0	0	0	0	165	0	0	0
Noc4l	263.896552	0	374	522	784	772	682	0	0	0	663	341	211	188	0	186	0	604	340	289	0	0	256	0	0	0	0	682	112	647	0
Ddx51	263.896552	0	374	522	784	772	682	0	0	0	663	341	211	188	0	186	0	604	340	289	0	0	256	0	0	0	0	682	112	647	0
4833439L19Rik	262.758621	0	561	757	358	1351	96	0	0	0	1648	1107	0	0	0	0	0	0	328	351	0	0	464	100	0	0	0	288	0	211	0
Mcf2l	262.724138	0	373	1665	1077	1907	331	0	0	0	335	285	0	0	0	0	0	0	457	716	0	0	124	0	0	0	0	155	0	194	0
Sh3bp1	262.310345	0	559	823	816	629	413	0	0	0	1051	669	0	0	0	213	0	187	232	412	0	0	538	0	0	0	0	539	174	352	0
Tefm	262.206897	0	989	744	687	976	300	0	188	0	863	658	0	0	0	388	0	199	382	323	0	0	551	0	0	0	0	356	0	0	0
Znrf1	261.862069	0	1446	726	113	1150	188	0	0	0	206	203	396	0	0	0	0	0	199	1474	0	0	1349	0	0	0	0	144	0	0	0
Treml2	260.827586	0	788	750	333	1291	138	0	109	0	808	605	0	0	0	523	0	708	260	373	0	0	373	0	0	0	0	311	0	194	0
Man2a2	259.517241	0	166	614	74	634	94	0	0	0	1901	1297	0	0	0	843	0	1368	0	388	0	0	147	0	0	0	0	0	0	0	0
Fgl2	259.137931	0	0	240	403	393	430	0	0	0	1371	1165	0	0	0	974	0	1581	0	238	0	0	125	0	0	0	0	343	0	252	0
Rbpj	257.793103	0	498	1043	282	1353	261	0	171	0	1532	1102	0	0	0	0	0	0	127	214	0	0	649	0	0	0	0	244	0	0	0
Taf4b	257.620690	0	507	574	693	694	663	0	0	0	962	579	0	0	0	205	0	627	316	249	0	0	228	0	0	0	0	738	0	436	0
Comtd1	256.758621	0	694	753	389	1148	213	0	105	0	803	373	296	222	0	216	0	0	415	575	0	0	613	232	0	0	0	399	0	0	0
Crebrf	255.275862	0	308	345	537	516	558	0	0	0	920	531	0	0	0	799	0	1449	188	428	0	0	256	0	0	0	0	404	0	164	0
Oxnad1	254.620690	0	303	1251	221	1792	169	0	214	0	616	359	266	195	0	0	0	0	351	785	0	0	707	0	0	0	0	155	0	0	0
Lilr4b	254.620690	0	1496	864	83	877	177	0	0	0	1233	1211	0	0	0	388	0	427	136	127	0	0	192	0	0	0	0	173	0	0	0
Dph3	254.620690	0	303	1251	221	1792	169	0	214	0	616	359	266	195	0	0	0	0	351	785	0	0	707	0	0	0	0	155	0	0	0
Selplg	254.379310	0	485	593	558	994	0	0	214	0	1019	662	0	0	0	424	0	883	298	201	0	0	268	0	0	0	0	386	0	392	0
Slc14a1	251.655172	0	992	504	0	650	0	0	197	0	2074	1935	0	0	0	0	0	0	132	0	0	0	310	0	0	0	0	369	0	135	0
Zfp933	250.689655	0	888	1036	0	1760	388	0	192	0	945	653	0	0	0	0	0	0	148	591	0	0	517	0	0	0	0	152	0	0	0
Abtb2	250.655172	0	715	437	0	602	0	0	149	0	1613	1199	120	0	0	0	0	0	314	819	0	0	1204	0	0	0	0	97	0	0	0
Tec	250.551724	0	393	115	0	280	0	0	216	0	1427	1200	785	669	0	0	0	0	131	978	0	0	913	0	0	0	0	159	0	0	0
Akap7	250.034483	0	1295	1511	150	1777	308	0	181	0	0	0	0	0	0	0	0	0	312	332	0	0	676	0	0	0	0	459	0	250	0
Hbb-bt	249.000000	0	1325	291	0	712	0	0	138	0	1843	1464	0	0	0	0	0	0	0	500	0	0	822	0	0	0	0	126	0	0	0
Hbb-b2	249.000000	0	1325	291	0	712	0	0	138	0	1843	1464	0	0	0	0	0	0	0	500	0	0	822	0	0	0	0	126	0	0	0
Coro6	248.517241	0	1352	762	0	860	283	0	218	0	676	409	223	146	0	0	0	0	485	500	0	0	785	0	0	0	0	508	0	0	0
Atg16l1	248.448276	0	227	651	709	773	663	0	0	0	818	463	0	0	0	620	0	1146	162	167	0	0	239	162	0	0	0	236	0	169	0
Klc3	247.758621	0	406	536	350	738	376	0	73	0	927	500	1119	619	0	0	0	0	306	345	0	0	365	0	0	0	0	414	0	111	0
Gbp5	247.379310	0	729	449	0	686	0	0	137	0	1518	1467	240	0	0	0	0	0	241	630	0	0	898	0	0	0	0	179	0	0	0
Reep3	246.620690	0	874	582	0	726	0	0	155	0	1861	1337	0	0	0	0	0	0	347	262	0	0	629	0	0	0	0	379	0	0	0
Prrg4	245.965517	0	491	650	0	894	109	0	165	0	1911	1533	127	0	0	0	0	0	337	104	0	0	397	0	0	0	0	415	0	0	0
Abcg3	245.241379	0	677	426	146	621	0	0	0	0	2354	1991	0	0	0	0	0	333	0	206	0	0	177	0	0	0	0	181	0	0	0
Rabgap1l	244.344828	0	952	887	90	1296	149	0	145	0	914	716	241	0	0	0	0	0	161	492	0	0	909	0	0	0	0	134	0	0	0
Icosl	243.862069	0	216	454	130	624	0	0	0	0	1482	977	0	0	0	820	0	1515	0	167	0	0	142	0	0	0	0	269	0	276	0
Npas4	242.724138	0	391	580	307	903	0	0	148	0	408	0	0	0	0	0	0	262	554	2193	0	0	1065	0	0	0	0	102	126	0	0
Dcaf1	240.620690	0	524	466	275	715	124	0	228	0	1481	1220	138	0	0	258	0	108	179	597	0	0	579	0	0	0	0	86	0	0	0
Tnfrsf9	240.275862	0	218	532	192	551	0	0	110	0	1375	928	0	0	0	792	0	591	186	228	0	0	472	0	0	0	0	505	0	288	0
Tha1	240.172414	0	267	911	1196	973	1031	0	195	0	473	312	0	0	0	0	0	213	162	0	0	0	216	168	0	0	0	603	0	245	0
Syngap1	238.241379	0	372	304	566	488	514	0	0	0	862	545	0	0	0	249	0	866	424	244	0	0	293	0	0	0	0	611	0	571	0
Cuta	238.241379	0	372	304	566	488	514	0	0	0	862	545	0	0	0	249	0	866	424	244	0	0	293	0	0	0	0	611	0	571	0
Ctla2a	236.517241	0	825	1204	122	1485	120	0	127	0	0	0	0	0	0	513	0	662	225	373	0	0	623	0	0	0	0	333	0	247	0
Trim30c	236.103448	0	637	872	0	871	153	0	0	0	1699	1208	0	0	0	81	0	450	153	142	0	0	581	0	0	0	0	0	0	0	0
Fez2	236.034483	0	159	1649	115	1340	109	0	0	0	1428	913	0	0	0	0	0	0	301	302	0	0	382	0	0	0	0	147	0	0	0
Trim16	235.310345	0	460	499	278	716	0	0	178	0	440	276	556	0	0	336	0	512	331	686	0	0	865	134	0	0	0	274	0	283	0
Pofut1	235.206897	0	415	1284	94	1327	150	0	0	0	1083	587	0	0	0	0	0	0	261	439	0	0	673	0	0	0	0	323	0	185	0
Plagl2	235.206897	0	415	1284	94	1327	150	0	0	0	1083	587	0	0	0	0	0	0	261	439	0	0	673	0	0	0	0	323	0	185	0
Rbm27	235.068966	0	484	741	508	1076	190	0	255	0	753	443	0	0	0	0	0	123	481	493	0	0	598	204	0	0	0	301	0	167	0
Afg1l	234.896552	0	220	172	75	387	124	0	0	0	2021	1749	739	683	0	0	0	0	0	318	0	0	324	0	0	0	0	0	0	0	0
Icos	234.000000	0	1673	807	0	1097	262	0	155	0	409	279	0	0	0	0	0	0	252	406	0	0	1194	0	0	0	0	252	0	0	0
Naf1	233.586207	0	658	1619	237	1640	236	0	218	0	275	214	0	0	0	0	0	0	303	477	0	0	774	0	0	0	0	123	0	0	0
Batf3	233.275862	0	279	544	169	827	0	0	0	0	1317	1203	0	0	0	0	0	0	572	788	0	0	850	0	0	0	0	216	0	0	0
Gm12250	230.000000	0	440	1008	0	1426	235	0	202	0	888	499	0	0	0	0	0	377	244	167	0	0	401	0	0	0	0	472	0	311	0
Kremen2	229.931034	0	773	1058	0	1355	0	0	164	0	754	582	0	0	0	144	0	0	567	317	0	0	687	0	0	0	0	267	0	0	0
Spef2	228.827586	0	444	690	788	1141	234	0	0	0	707	436	0	0	0	0	0	0	457	555	0	0	333	131	0	0	0	461	0	259	0
Cpne6	228.517241	0	628	948	463	1474	234	0	0	0	0	0	0	0	0	0	0	0	599	1363	0	0	635	0	0	0	0	283	0	0	0
Nsmce1	228.310345	0	358	604	607	765	618	0	0	0	188	0	359	0	0	498	0	1000	159	0	0	0	644	174	0	0	0	393	0	254	0
Gnaq	228.206897	0	676	1461	349	1841	161	0	0	0	314	0	0	0	0	0	0	0	195	202	0	0	1081	0	0	0	0	338	0	0	0
Txnrd1	228.103448	0	387	223	252	509	135	0	0	0	1654	1192	213	0	0	440	0	973	162	187	0	0	115	0	0	0	0	173	0	0	0
Irf8	227.965517	0	267	558	844	647	863	0	96	0	591	401	0	0	0	249	0	544	298	320	0	0	0	0	0	0	0	615	0	318	163
Opn5	227.931034	0	627	1210	0	1462	155	0	0	0	1065	806	495	0	0	0	0	0	173	137	0	0	278	0	0	0	0	202	0	0	0
Olfr433	227.241379	0	356	744	149	1140	0	0	0	0	1736	1585	0	0	0	0	0	0	88	156	0	0	528	0	0	0	0	108	0	0	0
Tgtp1	226.689655	0	838	634	0	894	0	0	0	0	968	680	0	0	0	317	0	772	222	262	0	0	547	0	0	0	0	299	0	141	0
Chn2	226.172414	0	191	143	0	0	0	0	0	0	1219	866	0	0	0	1936	124	2080	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp6	225.551724	0	373	712	0	868	0	0	0	0	2074	1851	0	0	0	0	0	0	223	0	0	0	440	0	0	0	0	0	0	0	0
Lhx6	225.482759	0	654	1051	357	1581	155	0	326	0	0	0	0	0	0	0	0	0	487	616	0	0	1031	0	0	0	0	281	0	0	0
Commd7	225.103448	0	326	480	693	544	622	0	0	0	798	601	0	0	0	217	0	720	234	412	0	0	282	0	0	0	0	360	0	239	0
Gclm	224.000000	0	324	620	774	568	506	0	0	0	581	668	0	0	0	716	0	825	252	184	0	0	0	0	0	0	0	282	0	196	0
Fas	223.758621	0	410	587	462	667	204	0	0	0	1568	1120	0	0	0	0	0	0	385	171	0	0	190	0	0	0	0	401	0	324	0
Dnaic2	222.793103	0	381	244	0	616	0	0	0	0	1112	1061	0	0	0	0	0	0	772	1351	0	0	715	0	0	0	0	209	0	0	0
Riok3	222.172414	0	396	696	0	952	0	0	0	0	1880	1729	0	0	0	0	0	0	144	187	0	0	459	0	0	0	0	0	0	0	0
Atp1a1	222.034483	0	927	658	109	1064	266	0	130	0	989	855	0	0	0	0	0	0	206	370	0	0	760	0	0	0	0	105	0	0	0
Lcp2	219.379310	0	505	739	131	874	152	0	188	0	1320	701	0	0	0	384	0	755	0	0	0	0	206	0	0	0	0	257	0	150	0
Rap1gds1	219.310345	0	740	1005	132	853	237	0	142	0	907	801	0	0	0	0	0	0	0	303	0	0	1099	0	0	0	0	141	0	0	0
P2ry10	218.724138	0	177	1200	0	1831	127	0	0	0	828	572	0	0	0	339	0	359	0	128	0	0	581	0	0	0	0	201	0	0	0
Mthfd2	218.413793	0	552	1022	0	1204	0	0	135	0	467	233	0	0	0	214	0	607	265	506	0	0	701	0	0	0	0	305	0	123	0
Olfr806	218.172414	0	235	627	615	587	223	287	202	284	187	193	379	356	420	236	385	242	197	137	0	296	239	0	0	0	0	0	0	0	0
Lif	218.068966	0	319	1290	843	1686	1089	0	297	0	0	0	0	0	0	0	0	0	133	176	0	0	167	0	0	0	0	324	0	0	0
Scly	217.793103	0	871	820	180	1257	253	0	93	0	559	518	146	0	0	0	0	0	612	307	0	0	574	0	0	0	0	126	0	0	0
Spred1	217.655172	0	490	728	0	924	111	0	181	0	1000	872	243	0	0	212	0	205	180	321	0	0	664	0	0	0	0	181	0	0	0
Tmem109	217.517241	0	773	843	0	1257	115	0	112	0	1325	552	0	0	0	0	0	0	202	519	0	0	451	0	0	0	0	159	0	0	0
Dbp	217.068966	0	392	584	667	791	755	0	0	0	419	229	0	0	0	224	0	586	247	256	0	0	406	0	0	0	0	376	0	363	0
Ptpre	216.965517	0	351	164	165	272	0	0	93	0	1071	621	0	0	0	1111	62	1514	107	0	0	0	0	0	0	0	0	521	0	240	0
Zfp609	216.551724	0	547	374	0	477	76	0	0	0	1652	1512	0	0	0	0	0	0	178	300	0	0	914	0	0	0	0	250	0	0	0
Wars2	216.310345	0	430	1275	572	1628	225	0	124	0	224	0	0	0	0	0	0	74	660	494	0	0	360	0	0	0	0	207	0	0	0
Gimap4	215.482759	0	1044	1089	0	1151	289	0	0	0	0	0	0	0	0	445	0	737	262	380	0	0	555	0	0	0	0	190	0	107	0
Klrc2	215.068966	0	571	253	0	453	0	0	439	0	1245	994	0	0	0	359	0	153	236	523	0	0	668	0	0	0	0	343	0	0	0
Dhx34	214.310345	0	489	594	636	1036	237	0	120	0	959	629	0	0	0	0	0	250	281	0	0	0	349	0	0	0	0	440	0	195	0
Sar1a	213.931034	0	643	611	218	725	119	0	0	0	202	0	0	0	0	833	0	1370	291	449	0	0	314	0	0	0	0	218	0	211	0
Zfp456	213.689655	0	525	617	0	530	0	0	0	0	884	666	0	0	0	564	0	1187	0	194	0	0	469	0	0	0	0	319	0	242	0
Ubald2	213.413793	0	749	733	108	980	0	0	348	0	1206	802	0	0	0	0	0	0	218	229	0	0	310	0	0	0	0	506	0	0	0
Taf11	212.965517	0	699	573	641	739	663	0	0	0	298	345	0	0	0	0	0	361	402	127	0	0	130	0	0	0	0	730	0	468	0
Anks1	212.965517	0	699	573	641	739	663	0	0	0	298	345	0	0	0	0	0	361	402	127	0	0	130	0	0	0	0	730	0	468	0
Ifnar2	212.620690	0	431	739	447	703	158	0	0	0	778	691	137	0	0	255	0	256	381	182	0	0	239	0	0	0	0	591	0	178	0
Plscr1	212.448276	0	205	611	148	663	0	0	0	0	1101	1013	526	201	0	0	0	179	171	516	0	0	538	0	0	0	0	182	0	107	0
Hdac1	211.862069	0	505	726	817	1194	408	0	142	0	335	154	192	0	0	0	0	0	782	300	0	0	299	0	0	0	0	290	0	0	0
Arhgap15	211.310345	0	389	711	101	1191	164	0	132	0	611	390	0	0	0	350	0	170	340	586	0	0	993	0	0	0	0	0	0	0	0
Thy1	210.896552	0	396	1056	0	1289	0	0	0	0	1086	606	0	0	0	0	0	0	384	337	0	0	621	0	0	0	0	199	0	142	0
Rnf19b	208.482759	0	505	766	118	991	129	0	175	0	932	729	0	0	0	114	0	244	252	0	0	0	491	0	0	0	0	355	0	245	0
Myo1g	207.931034	0	461	361	0	603	0	0	0	0	1723	1379	0	0	0	0	0	0	307	301	0	0	721	0	0	0	0	174	0	0	0
Ahcyl2	207.862069	0	706	1121	864	1453	294	0	98	0	0	0	0	0	0	0	0	0	0	86	0	0	609	100	0	0	0	453	0	244	0
Sfi1	207.413793	0	555	324	701	577	908	0	0	0	215	0	176	118	0	159	0	127	817	131	0	0	590	129	0	0	0	358	0	130	0
Lrp8	206.827586	0	495	446	409	507	274	0	0	0	1318	905	0	0	0	0	0	0	261	225	0	0	294	0	0	0	0	512	0	352	0
Stambpl1	206.724138	0	664	472	107	964	106	0	271	0	466	556	265	186	0	0	0	0	556	293	0	0	668	0	0	0	0	421	0	0	0
Gpr33	206.482759	0	1499	621	0	1016	0	0	154	0	410	227	0	0	0	0	0	0	480	383	0	0	694	0	0	0	0	306	0	198	0
Zfp429	206.241379	0	415	550	164	474	105	0	0	0	1026	716	0	0	0	555	0	983	0	162	0	0	163	0	0	0	0	413	0	255	0
Klrc3	205.793103	0	563	321	165	579	0	0	384	0	1199	990	0	0	0	274	0	244	206	447	0	0	269	0	0	0	0	327	0	0	0
Lilrb4a	204.241379	0	1435	433	0	622	155	0	0	0	1263	1051	0	0	0	190	0	247	124	191	0	0	131	0	0	0	0	81	0	0	0
Gstt4	204.206897	0	612	776	0	742	0	0	126	0	1042	773	0	0	0	0	0	0	463	337	0	97	954	0	0	0	0	0	0	0	0
Ttc39b	202.862069	0	929	864	0	1304	0	0	256	0	326	197	0	0	0	418	0	315	144	230	0	0	632	0	0	0	0	268	0	0	0
Cxcr2	202.724138	0	334	1026	0	1321	0	0	0	0	664	533	0	0	0	0	0	0	394	654	0	0	690	0	0	0	0	119	0	144	0
Ubc	202.620690	0	491	299	0	764	0	0	207	0	1679	1484	303	106	0	0	0	0	0	0	0	0	438	0	0	0	0	105	0	0	0
Spatc1l	202.137931	0	494	1054	369	1422	0	0	176	0	0	0	0	0	0	0	0	296	162	515	0	0	1237	0	0	0	0	0	0	137	0
Eif4e3	201.862069	0	603	1188	202	1316	0	0	173	0	157	85	173	0	0	0	0	0	300	145	0	0	780	0	0	0	0	504	0	228	0
Snf8	201.275862	0	364	400	337	372	143	0	0	0	699	490	0	0	0	366	0	971	303	406	0	0	289	0	0	0	0	369	0	328	0
Sec24a	201.241379	0	950	599	0	1131	0	0	251	0	427	227	0	0	0	141	0	251	237	561	0	0	914	0	0	0	0	147	0	0	0
Mdm4	200.827586	0	902	1049	217	1378	0	0	0	0	552	0	0	0	0	169	0	336	362	0	0	0	723	0	0	0	0	136	0	0	0
Uba52	200.517241	0	453	655	0	818	0	0	151	0	1310	1102	0	0	0	288	0	608	0	146	0	0	160	0	0	0	0	124	0	0	0
Plec	200.413793	0	410	240	354	460	306	0	0	0	1516	1158	0	0	0	218	0	141	170	201	0	0	196	0	0	0	0	442	0	0	0
Fnbp1	199.206897	0	554	575	218	691	92	0	0	0	743	486	0	0	0	934	0	1090	0	0	0	0	168	0	0	0	0	103	0	123	0
Cstf3	198.206897	0	282	358	242	412	261	0	0	0	1160	1008	0	0	0	252	0	515	281	242	0	0	212	0	0	0	0	323	0	200	0
Serpina3g	198.172414	0	870	250	0	378	0	0	0	0	1426	1263	0	0	0	782	0	266	0	333	0	0	179	0	0	0	0	0	0	0	0
Itgae	198.103448	0	395	376	0	279	0	0	0	0	1997	1836	0	0	0	0	0	0	0	136	0	0	297	0	0	0	0	293	0	136	0
Prr13	198.000000	0	521	720	332	889	202	0	129	0	1002	833	0	0	0	0	0	0	289	307	0	0	277	0	0	0	0	241	0	0	0
Sar1b	197.827586	0	950	599	137	1131	172	0	251	0	427	227	0	0	0	131	0	0	237	561	0	0	914	0	0	0	0	0	0	0	0
Csk	197.827586	0	310	204	0	245	73	0	0	0	1523	1375	155	0	0	507	0	963	0	139	0	0	243	0	0	0	0	0	0	0	0
Chmp4b	197.758621	0	558	407	129	885	0	0	217	0	1304	760	0	0	0	0	0	0	154	341	0	0	723	0	0	0	0	257	0	0	0
Tnks2	197.655172	0	825	709	124	1026	180	0	263	0	600	291	0	0	0	0	0	0	192	799	0	0	589	0	0	0	0	134	0	0	0
Hivep2	196.448276	0	420	199	395	215	169	0	0	0	384	346	0	0	0	508	0	1152	0	244	0	172	226	0	0	0	0	694	127	446	0
Cbx7	194.413793	0	478	473	477	751	269	0	235	0	1545	1069	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	182	0	0	0
Rab5a	193.724138	0	559	520	286	741	230	0	181	0	935	786	0	0	0	0	0	0	286	398	0	0	484	0	0	0	0	212	0	0	0
P2ry14	193.310345	0	417	442	0	1031	0	0	148	0	402	290	0	0	0	884	0	1045	205	0	0	0	0	0	0	0	0	515	0	227	0
Slc25a42	193.068966	0	400	257	235	1800	97	0	0	0	427	289	0	0	0	241	0	512	500	312	0	0	251	0	0	0	0	123	0	155	0
Tlcd1	192.827586	0	354	448	0	526	0	0	0	0	1345	969	0	0	0	0	0	0	420	431	0	0	647	0	0	0	0	279	0	173	0
Oasl1	192.827586	0	0	302	0	548	161	0	166	289	259	304	704	719	531	573	456	400	0	0	0	0	180	0	0	0	0	0	0	0	0
Nek8	192.827586	0	354	448	0	526	0	0	0	0	1345	969	0	0	0	0	0	0	420	431	0	0	647	0	0	0	0	279	0	173	0
Rsrc2	192.517241	0	391	586	765	778	386	0	0	0	865	605	0	0	0	101	0	0	260	171	0	0	340	0	0	0	0	335	0	0	0
Kntc1	192.517241	0	391	586	765	778	386	0	0	0	865	605	0	0	0	101	0	0	260	171	0	0	340	0	0	0	0	335	0	0	0
Sft2d2	192.103448	0	176	504	113	560	96	0	0	0	2007	1600	102	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0
Pak1ip1	190.620690	0	191	1072	0	1491	231	0	331	0	174	0	352	0	0	0	0	0	741	231	0	0	426	0	0	0	0	288	0	0	0
Ncbp3	190.103448	0	544	875	213	1107	138	0	132	0	142	161	0	0	0	490	0	905	117	100	0	0	191	0	0	0	0	214	0	184	0
Zfp36l1	189.931034	0	257	467	912	1022	960	0	192	0	614	459	0	0	0	92	0	0	174	168	0	0	191	0	0	0	0	0	0	0	0
Abhd6	189.448276	0	334	350	210	376	0	343	360	219	156	254	324	368	355	245	401	315	285	173	0	165	261	0	0	0	0	0	0	0	0
Isoc1	189.310345	0	510	570	524	1063	529	0	286	0	509	273	0	0	0	0	0	0	251	283	0	0	379	0	0	0	0	313	0	0	0
4930453N24Rik	189.206897	0	304	1328	328	1443	179	0	193	0	0	0	0	0	0	262	0	429	0	229	0	0	682	0	0	0	0	110	0	0	0
Trpv2	187.137931	0	363	253	0	465	0	0	0	0	1656	1430	0	0	0	0	0	0	174	146	0	0	255	0	0	0	0	378	0	307	0
Fam160a2	186.827586	0	233	262	545	280	422	0	0	0	206	0	644	311	0	305	0	752	282	282	0	0	296	105	0	0	0	314	0	179	0
Psmc6	186.379310	0	534	691	224	1208	122	0	0	0	958	540	0	0	0	0	0	0	186	296	0	0	340	0	0	0	0	306	0	0	0
Ccdc102a	185.517241	0	230	503	0	957	0	0	273	0	688	332	0	0	0	647	0	1299	0	0	0	0	0	0	0	0	0	263	0	188	0
Adgrg5	185.517241	0	230	503	0	957	0	0	273	0	688	332	0	0	0	647	0	1299	0	0	0	0	0	0	0	0	0	263	0	188	0
Lrrfip1	185.034483	0	538	1091	331	1036	0	0	0	0	377	421	0	0	0	0	0	135	140	0	0	0	430	0	0	0	0	489	0	378	0
Gpsm2	184.827586	0	1020	216	0	358	0	0	219	0	727	646	0	0	0	185	0	193	136	426	0	0	1029	0	0	0	0	205	0	0	0
Ifit3	184.620690	0	862	419	0	726	70	0	356	0	860	301	0	0	0	0	0	139	0	280	0	0	509	202	0	0	0	353	0	277	0
Lpxn	184.482759	0	412	514	105	1116	0	0	0	0	1159	771	0	0	0	0	0	0	102	137	0	0	358	0	0	0	0	362	0	314	0
Aebp2	184.206897	0	709	680	0	909	0	0	0	0	805	611	0	0	0	0	0	0	271	293	0	0	482	107	0	0	0	372	0	103	0
Rara	183.896552	0	438	769	286	615	0	0	0	0	761	524	0	0	0	234	0	711	160	256	0	0	115	0	0	0	0	301	0	163	0
Nfxl1	183.517241	0	277	370	339	651	343	0	0	0	547	351	0	0	0	282	0	989	225	252	0	0	328	0	0	0	0	168	0	200	0
Tgfbr2	183.310345	0	0	0	110	0	123	0	0	0	2416	2056	348	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfhas1	182.758621	0	468	468	0	534	0	0	118	0	1553	1010	0	0	0	0	0	0	426	330	0	0	228	0	0	0	0	165	0	0	0
Olfr525	182.241379	0	962	725	308	941	380	0	265	0	0	0	0	0	0	0	0	0	0	382	0	0	1014	0	0	0	0	144	0	164	0
Cast	182.206897	0	414	390	724	880	577	0	0	0	414	246	0	0	0	223	0	275	135	546	0	0	278	0	0	0	0	182	0	0	0
Dok4	181.827586	0	396	732	367	474	0	0	0	0	0	0	137	0	0	550	0	1315	270	400	0	0	0	0	0	0	0	362	0	270	0
Apof	180.448276	0	300	566	425	887	141	0	0	0	1258	753	0	0	0	0	0	0	300	142	0	0	270	0	0	0	0	191	0	0	0
Zfp65	180.206897	0	536	507	171	744	0	0	0	0	1266	784	202	0	0	0	0	160	136	156	0	0	209	0	0	0	0	238	0	117	0
Bank1	179.827586	0	520	549	0	992	108	0	0	0	823	672	0	0	0	269	0	358	282	0	0	0	496	0	0	0	0	146	0	0	0
Pak6	179.448276	0	499	513	0	796	0	0	0	0	1389	917	189	0	0	0	0	0	329	272	0	0	132	0	0	0	0	0	0	168	0
Lsr	178.931034	0	349	292	189	483	0	0	0	0	1639	1063	0	0	0	0	0	287	232	163	0	0	0	0	0	0	0	209	0	283	0
Fam187b	178.931034	0	349	292	189	483	0	0	0	0	1639	1063	0	0	0	0	0	287	232	163	0	0	0	0	0	0	0	209	0	283	0
Dchs2	178.793103	293	239	410	420	395	307	0	0	0	0	0	605	474	332	339	403	229	375	0	0	0	0	364	0	0	0	0	0	0	0
