Target_genes	Maf|Average	SRX17133649|Skeletal_muscle	SRX17133650|Skeletal_muscle	SRX187203|Th0	SRX187204|Th17_Cells	SRX187205|Th17_Cells	SRX187206|Th17_Cells	SRX288145|Th17_Cells	SRX288146|Th17_Cells	STRING
Tlr4	236.250000	0	0	0	362	549	0	585	394	0
Zeb1	234.875000	0	0	0	346	352	0	746	435	0
Dph5	234.625000	0	0	0	427	498	0	425	527	0
Slc36a1	234.250000	0	0	0	363	455	0	421	635	0
Nfyc	232.375000	0	0	0	378	487	0	480	514	0
Zfp1	232.125000	0	0	0	289	376	0	613	579	0
Casp7	232.125000	0	0	0	522	476	0	590	269	0
Amn1	231.500000	0	0	0	311	266	0	591	684	0
Abcc5	231.250000	0	0	0	628	341	0	556	325	0
Itgal	231.125000	0	0	0	482	429	0	523	415	0
Armc7	231.125000	0	0	0	629	534	0	218	468	0
Psmb4	230.625000	0	0	0	726	506	0	285	328	0
Ptcd3	230.250000	0	0	0	675	456	0	379	332	0
Polr1a	230.250000	0	0	0	675	456	0	379	332	0
Fbxw11	229.500000	0	0	0	610	491	0	376	359	0
Upp1	229.250000	0	0	0	445	532	0	516	341	0
Rab11fip1	228.625000	0	0	0	572	505	0	386	366	0
Lrrfip1	228.375000	0	0	0	458	576	0	560	233	0
Lcp2	227.625000	0	0	0	393	500	0	584	344	0
Cd300ld3	227.500000	0	0	0	657	723	0	181	259	0
Cdk17	226.750000	0	0	0	0	0	0	813	1001	0
S100a10	226.375000	0	0	0	377	445	0	379	610	0
Usp25	226.125000	0	0	0	618	509	0	454	228	0
Phyhd1	225.875000	0	0	0	270	518	0	427	592	0
Rps29	225.750000	0	0	0	135	208	381	517	565	0
Cnnm2	225.750000	0	0	0	219	285	0	605	697	0
Cited2	225.375000	0	0	0	437	368	0	519	479	0
Erbin	225.125000	0	0	0	451	442	0	486	422	0
Rhog	225.000000	0	0	0	601	519	0	363	317	0
Klra4	225.000000	0	0	0	732	677	0	264	127	0
Klra18	225.000000	0	0	0	732	677	0	264	127	0
Wdr78	224.750000	0	0	0	514	494	0	447	343	0
Mier1	224.750000	0	0	0	514	494	0	447	343	0
Gpr55	224.375000	0	0	0	189	186	0	695	725	0
Gm527	224.125000	0	0	0	159	223	0	574	837	0
Add1	224.125000	0	0	0	563	452	0	310	468	0
Dusp14	223.875000	0	0	0	283	335	0	535	638	0
Fam83d	223.750000	0	0	0	667	865	0	258	0	0
Olfr312	223.625000	0	0	0	439	489	0	468	393	0
Tmem42	223.500000	0	0	0	409	363	0	411	605	0
Ccm2	223.125000	0	0	0	325	528	0	522	410	0
Il7r	222.875000	0	0	0	596	379	0	325	483	0
Gm33989	222.375000	0	0	0	662	483	0	364	270	0
Nrep	222.000000	0	236	0	793	747	0	0	0	0
Pten	221.625000	0	0	0	633	601	0	337	202	0
Galnt2	220.750000	0	0	0	126	127	0	634	879	0
Ptdss1	220.625000	0	0	0	401	301	0	456	607	0
Mterf3	220.625000	0	0	0	401	301	0	456	607	0
Gpr68	220.625000	0	0	0	355	275	0	564	571	0
Zswim4	220.500000	0	0	0	391	410	0	580	383	0
Plekhm3	220.000000	0	0	0	426	444	0	539	351	0
Dhrs7	219.750000	0	0	0	299	460	0	535	464	0
Tmem87b	219.625000	0	0	0	503	453	0	609	192	0
Gm14288	219.625000	0	0	0	170	209	0	662	716	0
Cisd3	219.500000	0	0	0	419	358	0	393	586	0
Zfp970	219.125000	0	0	0	203	290	0	702	558	0
Atxn7l1	219.000000	0	0	0	384	580	0	408	380	0
Gm14440	218.625000	0	0	0	170	209	0	654	716	0
Dnajb6	218.625000	0	0	0	552	630	0	339	228	0
Dimt1	218.625000	0	0	0	315	520	0	377	537	0
Nptn	218.375000	0	0	0	428	352	0	495	472	0
Rtca	218.125000	0	0	0	588	513	0	450	194	0
Dbt	218.125000	0	0	0	588	513	0	450	194	0
Ccr5	217.875000	0	0	0	318	359	0	622	444	0
Btbd8	217.875000	0	0	0	281	381	0	547	534	0
Camk2g	217.250000	0	0	0	546	351	0	434	407	0
Ipcef1	217.125000	0	0	0	500	601	0	355	281	0
Usp44	217.000000	0	0	0	717	303	0	400	316	0
Vmn2r102	216.875000	210	262	0	455	258	202	181	167	0
Il21r	216.875000	0	0	0	265	260	0	510	700	0
Tlcd1	216.625000	0	0	0	415	471	0	508	339	0
Nek8	216.625000	0	0	0	415	471	0	508	339	0
Lgals1	216.625000	0	0	0	293	554	0	408	478	0
Cldn13	216.250000	0	0	0	496	613	0	237	384	0
Myo1g	215.375000	0	0	0	491	340	0	418	474	0
Gpr132	215.125000	0	0	0	487	533	0	401	300	0
Kremen2	214.875000	0	0	0	286	480	0	568	385	0
Ap2s1	214.375000	0	0	0	245	153	0	687	630	0
H3c13	214.125000	0	0	0	572	476	0	174	491	0
H2bc18	214.125000	0	0	0	572	476	0	174	491	0
Cd4	214.125000	0	0	0	301	298	0	503	611	0
Arid3b	213.750000	0	0	0	397	608	0	316	389	0
Lrig1	213.125000	0	0	0	415	224	0	655	411	0
Ap2m1	212.750000	0	0	0	0	97	0	686	919	0
Slc17a8	212.375000	0	0	0	564	472	0	361	302	0
Ms4a6b	211.750000	0	0	0	309	381	0	480	524	0
Lif	211.625000	0	0	0	250	255	0	526	662	0
Necap1	211.125000	0	132	0	301	305	0	406	545	0
Efcab2	211.000000	0	0	0	577	643	0	307	161	0
Gpr171	210.875000	0	0	0	281	478	0	581	347	0
Lime1	210.750000	0	0	0	287	351	0	454	594	0
Cers2	210.625000	0	0	0	289	383	0	430	583	0
Anxa9	210.625000	0	0	0	289	383	0	430	583	0
Sufu	210.250000	0	0	0	338	316	0	647	381	0
Actr1a	210.250000	0	0	0	338	316	0	647	381	0
Mrm3	209.750000	0	0	0	645	576	0	250	207	0
Glod4	209.750000	0	0	0	645	576	0	250	207	0
Bhlhe40	209.750000	0	0	0	351	438	0	425	464	0
Arhgap22	209.500000	0	126	0	521	501	0	167	361	0
Tpbg	209.375000	0	0	0	512	458	0	444	261	0
Sult6b2	209.000000	0	0	0	603	367	0	351	351	0
Sfxn3	208.250000	0	106	0	331	427	0	434	368	0
Pdzd7	208.250000	0	106	0	331	427	0	434	368	0
M1ap	208.125000	0	0	0	582	551	0	360	172	0
Dnajb5	207.875000	0	162	0	416	565	0	300	220	0
Ankrd46	207.625000	0	0	0	266	272	0	554	569	0
Gm2237	207.375000	0	0	0	273	402	0	620	364	0
Phax	207.250000	0	89	0	326	403	0	573	267	0
Aldh7a1	207.250000	0	89	0	326	403	0	573	267	0
Cisd2	207.125000	0	0	0	157	149	0	771	580	0
Pxk	206.875000	0	0	0	412	491	0	353	399	0
Klrc1	206.875000	0	0	0	410	567	0	412	266	0
Tti2	206.750000	0	0	0	786	868	0	0	0	0
Gal	206.625000	0	0	0	402	366	0	208	677	0
Nsmaf	205.500000	0	0	0	412	305	0	568	359	0
Casp8	205.500000	0	0	0	277	292	0	497	578	0
Madd	205.250000	0	0	0	343	391	0	387	521	0
Fbxo7	205.250000	0	0	0	450	447	0	509	236	0
Glipr1	205.125000	0	0	0	417	594	0	311	319	0
Rrp12	205.000000	0	0	0	363	533	0	464	280	0
Dcaf5	204.875000	0	0	0	286	326	135	513	379	0
Tmem30a	204.750000	0	0	0	422	286	0	336	594	0
Rhoh	204.750000	0	0	0	340	332	0	546	420	0
Rgs3	204.750000	0	0	0	472	625	0	232	309	0
Pcdhgc4	204.625000	0	0	0	263	316	0	760	298	0
Dennd4b	204.625000	0	0	0	544	569	0	172	352	0
Kat2b	204.375000	0	0	0	423	478	0	339	395	0
Zfp143	204.000000	0	130	0	495	517	0	324	166	0
Fam110a	203.625000	0	0	0	422	404	0	451	352	0
Il16	203.375000	0	0	0	286	262	0	555	524	0
Fli1	203.250000	0	0	0	469	477	0	473	207	0
Aadacl2fm1	203.250000	0	0	0	428	507	0	410	281	0
Ensa	203.125000	0	0	0	125	146	0	623	731	0
Mndal	203.000000	0	0	0	421	391	0	416	396	0
Gadd45b	202.875000	0	0	0	513	388	0	396	326	0
Zbtb3	202.750000	0	0	0	0	120	0	548	954	0
Phf5a	202.750000	0	0	0	324	497	0	425	376	0
Aco2	202.750000	0	0	0	324	497	0	425	376	0
Snx30	202.625000	0	0	0	417	361	0	369	474	0
Rps19	202.500000	0	0	0	290	300	0	608	422	0
Lancl1	202.500000	0	0	0	403	361	0	505	351	0
Sod2	202.375000	0	0	0	286	277	0	770	286	0
Tent4a	202.250000	0	129	0	778	711	0	0	0	0
Gstp2	201.875000	0	243	0	327	512	0	327	206	0
Gstp1	201.875000	0	243	0	327	512	0	327	206	0
Sbno2	200.875000	0	0	0	360	256	230	420	341	0
Zfand2b	200.750000	0	0	0	285	247	0	554	520	0
Casp8ap2	200.625000	0	0	0	387	325	0	469	424	0
Moxd2	200.375000	0	0	0	461	505	0	379	258	0
Zfp91	199.750000	0	0	0	467	467	0	372	292	0
Lpxn	199.750000	0	0	0	467	467	0	372	292	0
Tex26	199.625000	0	0	0	535	436	0	289	337	0
Fam167b	199.500000	0	0	0	379	534	0	341	342	0
Kcnc3	199.375000	0	220	0	460	389	0	385	141	0
Tmc7	199.125000	0	0	0	270	355	0	615	353	0
Ttc33	199.000000	0	0	0	575	352	0	549	116	0
Srxn1	198.750000	0	161	0	368	556	0	255	250	0
Slc26a8	198.375000	0	0	0	296	461	0	441	389	0
Mapk14	198.375000	0	0	0	296	461	0	441	389	0
Ubap1	198.250000	0	0	0	355	387	0	409	435	0
Avpi1	198.000000	0	0	0	405	301	0	539	339	0
Sh2b1	197.250000	0	0	0	353	295	0	430	500	0
Esr1	197.000000	0	0	265	332	258	506	215	0	0
Bub3	196.875000	0	0	0	543	595	0	275	162	0
Tspan2	196.625000	0	0	0	280	227	0	612	454	0
Gpr15	196.500000	0	0	0	503	345	0	488	236	0
Mad2l2	195.750000	0	0	0	0	168	0	544	854	0
Draxin	195.750000	0	0	0	0	168	0	544	854	0
Bcl2l1	195.625000	0	0	0	339	288	0	496	442	0
Ifi47	195.000000	0	0	0	450	392	0	386	332	0
Elmo1	194.875000	0	0	0	322	387	0	433	417	0
Ltb	194.750000	0	0	0	171	229	0	520	638	0
Lst1	194.750000	0	0	0	171	229	0	520	638	0
Gm3636	193.750000	0	0	0	305	313	0	609	323	0
Zmym5	193.125000	0	0	0	297	278	0	544	426	0
Alkbh5	192.250000	0	0	0	324	308	0	446	460	0
Pts	192.000000	0	0	0	456	344	0	394	342	0
Ifi211	191.875000	0	0	0	283	232	0	469	551	0
Ddit4	191.875000	0	0	0	344	291	0	410	490	0
Socs1	191.750000	0	0	0	251	297	0	489	497	0
Pde6a	191.750000	0	0	0	133	169	0	549	683	0
Lrch3	191.625000	0	0	0	478	488	0	369	198	0
Msl3	191.375000	0	0	0	379	430	0	365	357	0
Cyfip2	191.000000	0	0	0	306	371	0	522	329	0
Crtap	190.875000	0	0	0	0	0	0	625	902	0
Tmsb4x	190.625000	0	0	0	201	207	0	552	565	0
Dipk2a	190.500000	0	0	0	359	294	0	447	424	0
Slc9a9	190.375000	0	0	0	468	379	0	400	276	0
Rassf3	190.375000	0	0	0	140	163	0	466	754	0
Tuba1c	190.000000	0	0	0	82	112	0	614	712	0
Tmtc2	189.625000	0	0	0	380	266	0	531	340	0
Nfkbiz	189.375000	0	0	0	471	433	0	297	314	0
Bmp2k	189.375000	0	0	0	606	544	0	102	263	0
Tmcc3	189.125000	0	0	0	318	532	0	356	307	0
Vps54	188.875000	0	0	0	571	409	0	286	245	0
Zfp185	188.750000	0	0	0	250	209	0	650	401	0
Ube2v1	188.375000	0	0	0	290	307	0	521	389	0
Pim1	188.375000	0	0	0	426	335	0	413	333	0
Def6	187.750000	0	0	0	472	563	0	281	186	0
H3c10	187.500000	0	0	0	505	429	0	353	213	0
H2bc14	187.500000	0	0	0	505	429	0	353	213	0
Loxl3	187.250000	0	0	0	326	362	0	488	322	0
Dok1	187.250000	0	0	0	326	362	0	488	322	0
Rmi2	187.125000	0	0	0	126	220	0	562	589	0
Zfp516	186.375000	0	0	0	492	480	0	268	251	0
Ifngr1	186.250000	0	0	0	178	469	0	374	469	0
Rtraf	186.000000	0	0	0	423	496	0	268	301	0
Plekhg2	186.000000	0	0	0	360	427	0	282	419	0
Ltb4r1	186.000000	0	0	0	213	316	0	448	511	0
Lef1	186.000000	0	0	0	159	231	0	517	581	0
Fndc3a	185.875000	0	0	0	226	417	0	504	340	0
Cd226	185.750000	0	0	0	389	292	0	616	189	0
Sqor	185.625000	0	188	0	372	550	0	250	125	0
Col13a1	185.500000	0	0	0	239	163	0	391	691	0
Mrpl36	185.125000	0	0	0	451	476	0	317	237	0
Rptor	184.875000	0	133	0	495	347	0	234	270	0
Impact	184.625000	0	0	0	379	322	0	472	304	0
C1qtnf3	184.250000	0	0	0	108	0	0	809	557	0
Ap1m1	184.250000	0	0	0	483	447	0	298	246	0
Eif2b5	184.125000	0	0	0	353	295	0	519	306	0
Vav3	183.875000	0	0	0	466	312	0	293	400	0
Msh6	183.875000	0	0	0	412	412	0	318	329	0
E230025N22Rik	182.875000	0	0	0	78	111	0	518	756	0
Dntt	182.875000	0	0	0	314	331	0	461	357	0
Adora3	182.875000	0	0	0	203	314	0	549	397	0
Smpd2	182.375000	0	0	0	392	422	0	415	230	0
Ppil6	182.375000	0	0	0	392	422	0	415	230	0
Furin	182.375000	0	0	0	372	436	0	347	304	0
Slamf6	182.000000	0	0	0	310	344	0	420	382	0
Rimbp3	181.875000	0	0	0	228	327	0	462	438	0
Zfp418	181.750000	0	0	0	636	445	0	208	165	0
Wipf1	181.750000	0	0	0	575	424	0	234	221	0
Tomm40l	181.625000	0	0	0	433	518	0	215	287	0
Apoa2	181.625000	0	0	0	433	518	0	215	287	0
Olfr525	181.375000	0	0	0	387	513	0	374	177	0
Ripor2	181.125000	0	0	0	436	558	0	242	213	0
Metrnl	181.125000	0	0	0	394	476	0	301	278	0
Fdps	181.000000	0	0	0	450	483	0	256	259	0
Fut8	180.250000	0	0	0	366	349	0	539	188	0
Cyth4	180.125000	0	0	0	387	386	0	329	339	0
Pigz	179.875000	0	0	0	151	243	0	540	505	0
Tent5c	179.750000	0	0	0	279	319	401	207	232	0
Nms	179.750000	0	0	0	513	540	0	208	177	0
Acot7	179.750000	0	0	0	223	329	0	361	525	0
Ppp1ccb	178.875000	0	0	0	417	621	0	148	245	0
Ube2e1	178.750000	0	117	0	458	422	0	187	246	0
Arhgef3	178.125000	0	0	0	374	325	0	459	267	0
Ppfibp2	177.875000	0	0	0	346	412	0	291	374	0
Ifna13	177.875000	0	0	0	332	219	189	329	354	0
Tnrc6b	177.375000	0	0	0	300	467	0	440	212	0
Hk3	177.000000	0	0	0	329	349	0	408	330	0
Gas2l3	176.875000	0	0	0	363	232	0	519	301	0
Lalba	176.625000	0	0	0	603	385	0	169	256	0
Kif2a	176.250000	0	0	0	145	157	0	554	554	0
Cep83	176.250000	0	0	0	404	343	0	277	386	0
Cd163l1	176.250000	0	0	0	182	229	0	501	498	0
Il12rb2	176.125000	0	0	0	286	438	0	377	308	0
Ap5b1	176.125000	0	0	0	110	102	0	385	812	0
Tpra1	176.000000	0	0	0	188	195	0	486	539	0
Zfp945	175.875000	0	0	0	252	248	0	560	347	0
Slc45a4	175.875000	0	0	0	157	284	0	465	501	0
Serinc3	175.875000	0	123	0	347	435	0	182	320	0
Chmp4b	175.875000	0	0	0	360	341	0	319	387	0
Zfp667	175.750000	0	0	0	319	302	0	432	353	0
Gap43	175.625000	0	0	0	108	0	0	553	744	0
Galnt6	175.500000	0	0	0	268	280	0	496	360	0
Cep120	175.500000	0	0	0	280	378	0	434	312	0
Snx3	175.375000	0	233	0	319	513	0	196	142	0
Trps1	174.875000	0	0	0	181	233	0	433	552	0
Nyx	174.250000	0	0	0	389	342	0	262	401	0
Tff1	174.000000	0	0	0	528	417	0	169	278	0
Slfn2	174.000000	0	0	0	352	226	0	488	326	0
Ulk2	173.875000	0	160	0	240	454	0	277	260	0
Mrpl45	173.750000	0	576	0	353	461	0	0	0	0
Zfp429	173.625000	0	0	0	390	311	0	345	343	0
Tpst2	173.375000	0	0	0	357	325	0	391	314	0
Nemf	173.375000	0	0	0	0	118	403	401	465	0
Galr3	173.250000	0	0	0	306	319	0	436	325	0
Slc37a3	173.125000	0	0	0	327	414	0	305	339	0
Rab19	173.125000	0	0	0	327	414	0	305	339	0
Rab7	173.000000	0	0	0	280	194	0	558	352	0
Leprotl1	173.000000	0	0	0	435	466	0	249	234	0
Musk	172.875000	0	0	0	323	268	0	418	374	0
Zfp598	172.625000	0	0	0	242	0	0	579	560	0
Rnf168	172.625000	0	0	0	377	332	0	315	357	0
Smyd5	172.125000	0	0	0	296	339	0	416	326	0
Pcyox1l	172.125000	0	0	0	350	396	0	397	234	0
Lrrc31	171.875000	0	0	0	138	185	0	618	434	0
Itgb2	171.875000	0	0	0	280	299	0	415	381	0
Snx10	171.625000	0	244	0	337	364	0	261	167	0
Gpr174	171.625000	0	0	0	339	289	0	429	316	0
Rsad2	171.125000	0	0	0	249	223	0	416	481	0
Clec2d	170.875000	0	0	0	392	599	0	214	162	0
Alyref2	170.625000	0	0	0	711	654	0	0	0	0
Plec	170.375000	0	162	0	281	339	0	275	306	0
Prrt2	169.625000	0	0	0	270	211	0	485	391	0
Maz	169.625000	0	0	0	270	211	0	485	391	0
Sstr3	169.375000	0	0	0	239	243	0	520	353	0
Tube1	169.125000	0	175	0	375	383	0	208	212	0
Spns2	169.125000	0	0	0	181	209	0	376	587	0
Fam229b	169.125000	0	175	0	375	383	0	208	212	0
Setbp1	169.000000	0	153	0	492	707	0	0	0	0
Sesn3	169.000000	0	0	0	351	370	0	330	301	0
Cdc20b	169.000000	0	0	0	506	239	0	326	281	0
Ier3	168.750000	0	0	0	214	303	0	347	486	0
Gmeb1	168.750000	0	0	0	313	384	0	366	287	0
Flot1	168.750000	0	0	0	214	303	0	347	486	0
Entpd4b	168.625000	0	0	0	278	353	0	308	410	0
Entpd4	168.625000	0	0	0	278	353	0	308	410	0
Il2	168.500000	0	0	0	266	227	0	452	403	0
H2-T24	168.375000	0	0	0	400	381	0	234	332	0
Ttpal	168.000000	0	0	0	383	790	0	171	0	0
Asb2	168.000000	0	0	0	274	328	0	359	383	0
Osbpl9	167.875000	0	0	0	335	358	0	471	179	0
Msgn1	167.875000	0	0	0	181	246	0	445	471	0
Mllt6	167.875000	0	0	0	383	358	0	401	201	0
Kmt2c	167.875000	0	0	0	380	250	0	274	439	0
Zfp36	167.375000	0	0	0	377	410	0	200	352	0
Ugt1a6a	166.875000	0	0	0	355	369	0	415	196	0
Klf10	166.750000	0	0	0	153	154	0	493	534	0
Dot1l	166.250000	0	0	0	457	399	0	276	198	0
Xrcc5	166.000000	0	0	0	334	247	0	445	302	0
Slc16a10	165.750000	0	0	0	482	404	0	208	232	0
Ccr9	165.625000	0	0	0	455	383	0	266	221	0
Hp1bp3	165.125000	0	0	0	477	400	0	287	157	0
Usp6nl	165.000000	0	0	0	383	398	0	264	275	0
Ago3	164.750000	0	89	0	384	688	0	0	157	0
Nap1l4	164.500000	0	0	0	238	273	0	424	381	0
Plscr3	164.250000	0	161	0	330	460	0	160	203	0
Parp1	163.875000	0	0	0	334	381	0	305	291	0
Evl	163.875000	0	0	0	431	347	0	262	271	0
Mapre2	163.750000	0	0	0	262	279	0	474	295	0
Syne3	163.625000	0	0	0	343	415	0	274	277	0
Gmfg	163.250000	0	0	0	153	202	0	497	454	0
Tmem65	163.125000	0	0	0	352	389	0	303	261	0
Sae1	162.875000	0	0	0	189	167	0	688	259	0
Lrmp	162.875000	0	0	0	270	370	0	292	371	0
Ube2b	162.750000	0	0	0	157	262	0	561	322	0
Tnfrsf8	162.750000	0	0	0	328	362	0	220	392	0
Cdkl3	162.750000	0	0	0	157	262	0	561	322	0
Polr2c	162.625000	0	0	0	400	388	0	303	210	0
Fxyd4	162.375000	0	0	0	271	219	0	465	344	0
Xrra1	162.250000	0	0	0	322	348	0	452	176	0
Tnfrsf4	162.250000	0	0	0	356	280	0	519	143	0
Spcs2	162.250000	0	0	0	322	348	0	452	176	0
Dpp4	162.250000	0	0	0	176	265	0	449	408	0
Exoc4	162.000000	0	0	0	362	547	0	192	195	0
Tyk2	161.875000	0	0	0	311	506	0	247	231	0
Tmem156	161.750000	0	0	0	249	167	0	410	468	0
Syne1	161.625000	0	0	0	275	275	0	397	346	0
Polr3e	161.500000	0	0	0	299	447	0	272	274	0
Csk	161.250000	0	0	0	234	240	0	571	245	0
P2ry12	161.125000	0	0	0	277	271	0	444	297	0
E2f2	160.875000	0	0	0	420	479	0	212	176	0
Olfr432	160.625000	0	0	0	367	423	0	288	207	0
Eloc	160.625000	0	166	0	251	229	0	348	291	0
Mtfr1l	160.500000	0	0	0	318	301	0	216	449	0
Urm1	160.250000	0	0	0	332	355	0	223	372	0
BC005537	160.250000	0	0	0	429	495	0	235	123	0
Susd3	160.000000	0	0	0	194	218	0	395	473	0
Phf11b	159.750000	0	0	0	230	389	0	390	269	0
Inpp5b	159.625000	0	0	0	231	246	0	455	345	0
Dhx37	159.500000	0	0	0	455	425	0	186	210	0
Selenop	158.750000	0	0	0	279	193	0	478	320	0
Ripk3	158.750000	0	0	0	330	367	0	257	316	0
Adcy4	158.750000	0	0	0	330	367	0	257	316	0
Akap10	158.500000	0	0	0	333	464	0	284	187	0
Ubb	158.375000	0	0	0	338	248	0	359	322	0
Csta1	158.250000	0	0	0	144	229	0	453	440	0
Eif4e	158.125000	0	200	0	239	286	0	222	318	0
Sdcbp2	157.750000	0	0	0	204	186	0	449	423	0
Ranbp9	157.625000	0	0	0	333	346	0	471	111	0
Ly96	157.375000	0	0	0	254	203	0	376	426	0
Olfr314	157.125000	0	0	0	323	252	0	295	387	0
Trappc10	157.000000	0	0	0	227	233	0	436	360	0
Foxb1	156.875000	0	0	0	323	290	0	324	318	0
Arf1	156.125000	0	0	0	418	410	0	170	251	0
Trappc4	156.000000	0	0	0	353	384	0	338	173	0
Rps25	156.000000	0	0	0	353	384	0	338	173	0
Pheta1	156.000000	0	0	0	192	283	0	360	413	0
Tnfsf11	155.500000	0	0	0	161	206	0	558	319	0
Kctd12	155.500000	0	0	0	161	375	0	313	395	0
Lrp8	155.375000	0	0	0	164	270	0	433	376	0
Memo1	155.250000	0	0	0	326	333	0	245	338	0
Ndufc1	154.875000	0	267	0	0	0	0	350	622	0
Naa15	154.875000	0	267	0	0	0	0	350	622	0
Mylk2	154.750000	0	0	0	389	301	0	259	289	0
Trim41	154.500000	0	0	0	296	287	0	393	260	0
Apobec3	154.500000	0	0	0	320	331	0	337	248	0
Zmynd8	154.000000	0	0	0	320	306	0	402	204	0
Prkdc	154.000000	0	0	0	99	107	376	339	311	0
Abr	153.875000	0	0	0	288	142	0	345	456	0
Glrx	153.750000	0	0	0	339	224	0	322	345	0
Ube4a	153.625000	0	0	0	352	164	0	437	276	0
Rhbdd2	153.625000	0	0	0	313	304	0	192	420	0
Fbf1	153.625000	0	0	0	456	524	0	249	0	0
Lamb3	153.500000	0	0	0	123	118	0	509	478	0
Gcnt1	153.125000	0	0	0	169	246	0	365	445	0
Ubald2	153.000000	0	0	0	295	315	0	371	243	0
Ppip5k2	153.000000	0	0	0	380	388	0	242	214	0
Gin1	153.000000	0	0	0	380	388	0	242	214	0
Ell	152.875000	0	0	0	189	242	0	378	414	0
Rab20	152.750000	0	0	0	358	219	0	494	151	0
Slc24a3	152.625000	0	0	0	570	651	0	0	0	0
Ldlrad4	152.625000	0	0	0	335	485	0	241	160	0
Fam227b	152.500000	0	0	0	0	88	406	344	382	0
Dtwd1	152.500000	0	0	0	0	88	406	344	382	0
Tctex1d1	152.375000	0	0	0	202	261	0	353	403	0
Ptp4a1	152.250000	0	0	0	458	365	0	224	171	0
Gad2	152.250000	0	0	0	258	416	0	278	266	0
Chchd5	152.250000	0	0	0	480	301	0	227	210	0
Smo	152.125000	0	0	0	468	431	0	131	187	0
Clic1	152.000000	0	0	0	333	189	0	367	327	0
Coa7	151.625000	0	0	0	280	316	0	323	294	0
Mgat1	151.500000	0	0	0	118	146	0	408	540	0
Trafd1	150.750000	0	0	0	395	273	0	224	314	0
Cnot2	150.750000	0	0	0	300	349	0	303	254	0
Zc3h11a	150.625000	0	0	0	240	398	0	367	200	0
Zbed6	150.625000	0	0	0	240	398	0	367	200	0
Rars	150.625000	0	0	0	183	336	0	454	232	0
Flvcr1	150.625000	0	124	0	184	583	0	162	152	0
Srp14	150.500000	0	0	0	472	268	0	287	177	0
Kdm4c	150.500000	0	0	0	245	235	0	292	432	0
Scpep1	150.375000	0	0	0	336	312	0	191	364	0
Insm1	150.375000	0	0	0	261	331	0	367	244	0
Map3k19	150.250000	0	0	0	255	204	0	464	279	0
Dnajb4	150.250000	0	0	0	0	204	0	624	374	0
Crybg1	150.250000	0	0	0	413	466	0	177	146	0
Rmc1	149.875000	0	0	0	271	321	0	259	348	0
Vps37b	149.750000	0	0	0	199	205	0	488	306	0
Rpl37a	149.750000	0	0	0	393	324	0	284	197	0
Herc4	149.625000	0	126	0	222	378	0	270	201	0
Ttll5	149.500000	0	0	0	256	334	0	295	311	0
Erg28	149.500000	0	0	0	256	334	0	295	311	0
Synj2	149.375000	0	0	0	286	282	0	331	296	0
Dock2	149.375000	0	0	0	306	342	0	202	345	0
Suclg2	149.250000	0	0	0	345	376	0	281	192	0
Smpdl3a	149.250000	0	0	0	0	0	0	637	557	0
Izumo1r	149.250000	0	0	0	406	494	0	155	139	0
Gm4724	149.250000	0	0	0	148	0	0	489	557	0
Gm2026	149.250000	0	0	0	148	0	0	489	557	0
Gm2007	149.250000	0	0	0	148	0	0	489	557	0
Gm14434	149.250000	0	0	0	148	0	0	489	557	0
Gm14430	149.250000	0	0	0	148	0	0	489	557	0
Gm14308	149.250000	0	0	0	148	0	0	489	557	0
Banp	149.250000	0	0	0	456	314	0	301	123	0
Zfp790	149.125000	0	0	0	433	442	0	165	153	0
Ptges3	148.875000	0	0	0	119	222	0	446	404	0
Atp9a	148.875000	0	0	0	159	191	0	474	367	0
Psap	148.625000	0	0	0	338	390	0	287	174	0
Lama5	148.625000	0	0	0	264	264	0	490	171	0
Trib2	148.250000	0	0	0	283	161	0	508	234	0
Fem1b	148.250000	0	0	0	152	178	0	211	645	0
Tfe3	148.125000	0	0	0	0	129	0	619	437	0
Stx11	147.875000	0	0	0	412	374	0	165	232	0
Sfmbt2	147.875000	0	0	0	325	335	0	330	193	0
Meikin	147.875000	0	0	0	293	196	0	430	264	0
Bnip2	147.875000	0	0	0	179	168	0	423	413	0
Notch3	147.750000	0	0	0	241	239	0	408	294	0
Msh5	147.750000	0	0	0	333	155	0	367	327	0
Smdt1	147.625000	0	0	0	393	242	0	272	274	0
Sema4a	147.625000	0	0	0	219	183	0	449	330	0
Mtmr6	147.500000	0	0	0	340	283	0	217	340	0
Kctd9	147.500000	0	0	0	485	408	0	135	152	0
Elob	147.500000	0	0	0	336	518	0	143	183	0
Cdca2	147.500000	0	0	0	485	408	0	135	152	0
Gcfc2	147.250000	0	0	0	443	473	0	166	96	0
Cxcr5	147.250000	0	0	0	253	338	0	338	249	0
Cox5a	147.250000	0	0	0	139	281	0	442	316	0
Treml2	147.125000	0	0	0	232	267	0	347	331	0
Nipal1	147.125000	0	0	0	179	226	0	318	454	0
Man2a1	147.125000	0	0	0	203	246	0	389	339	0
Cnga1	147.125000	0	0	0	179	226	0	318	454	0
Tespa1	147.000000	0	0	0	407	313	0	299	157	0
Mdm4	147.000000	0	0	0	149	228	0	370	429	0
Mki67	146.875000	0	0	0	390	496	0	139	150	0
Nek7	146.625000	0	0	0	266	292	0	444	171	0
Clip1	146.000000	0	0	0	101	0	0	454	613	0
