Target_genes	Ppara|Average	SRX7647798|Brown_adipose_tissue	SRX7647799|Brown_adipose_tissue	SRX7647800|Brown_adipose_tissue	SRX7647801|Brown_adipose_tissue	SRX745823|Burst-forming_unit_erythroids	SRX745825|Burst-forming_unit_erythroids	SRX745827|Burst-forming_unit_erythroids	SRX11366178|Liver	SRX11366179|Liver	SRX11366180|Liver	SRX11366181|Liver	SRX11366182|Liver	SRX11366183|Liver	SRX11366184|Liver	SRX11366185|Liver	SRX11366186|Liver	SRX11366187|Liver	SRX11366188|Liver	SRX11366189|Liver	SRX11366190|Liver	SRX11366191|Liver	SRX11366192|Liver	SRX11366193|Liver	SRX118173|Liver	SRX118174|Liver	SRX3582928|Liver	SRX3582929|Liver	SRX3582931|Liver	SRX3582932|Liver	SRX5028158|Liver	SRX5028159|Liver	SRX5028160|Liver	SRX5028161|Liver	SRX5028180|Liver	SRX5028181|Liver	SRX5028182|Liver	SRX5028183|Liver	SRX5028184|Liver	SRX5028185|Liver	SRX5142526|Liver	SRX5142527|Liver	SRX5142528|Liver	SRX5142529|Liver	SRX5142530|Liver	SRX5142531|Liver	SRX8715535|Liver	SRX8715536|Liver	SRX8715537|Liver	SRX8715538|Liver	SRX8715539|Liver	SRX8715540|Liver	SRX18696494|Thymus	SRX305976|Unclassified	SRX305978|Unclassified	SRX305980|Unclassified	SRX305982|Unclassified	STRING
Got2	325.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	767	199	0	0	0	289	191	0	0	1219	1260	789	1399	1203	1318	1020	1354	938	1456	1649	1641	0	0	0	0	0	0	0	0	488	148	138	0
C3	325.071429	828	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	872	267	0	156	0	166	184	0	0	1122	1066	884	974	1065	1312	780	1004	775	1179	1017	1332	0	0	0	0	0	0	0	0	613	0	224	0
Rsad2	324.535714	912	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	440	0	0	0	0	138	167	0	0	1040	1225	777	1016	887	1434	1112	1557	1132	1818	1400	1723	0	0	0	0	0	0	0	0	245	0	0	0
Clptm1	323.160714	493	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	524	0	0	0	0	169	287	0	0	1082	1200	736	962	796	1389	1058	1512	1309	1443	1508	1852	0	0	0	0	0	0	0	0	510	0	0	0
Apoc2	323.160714	493	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	524	0	0	0	0	169	287	0	0	1082	1200	736	962	796	1389	1058	1512	1309	1443	1508	1852	0	0	0	0	0	0	0	0	510	0	0	0
Reep4	322.946429	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	143	0	0	0	0	194	0	0	0	1389	1066	756	1016	1327	1531	1271	1628	1361	1946	1618	2170	0	0	0	0	0	0	0	0	266	0	0	0
Hadh	321.035714	1455	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	572	78	0	0	0	89	130	0	0	1134	1212	836	1128	1051	1280	791	1065	830	1201	1026	1490	0	0	0	0	0	0	0	0	491	0	0	0
Ugt1a1	320.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	601	249	0	83	0	303	279	0	0	1317	1233	1096	1177	1399	1334	950	1205	1065	1257	1233	1218	0	0	0	0	0	0	0	0	454	195	181	0
Pex14	320.357143	616	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	446	173	0	0	0	157	262	0	0	1205	1099	797	1126	1149	1369	972	1224	1144	1289	1530	1632	0	0	0	0	0	0	0	0	499	0	0	0
Pla2g4d	320.125000	137	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	374	0	0	0	0	294	333	0	0	1104	869	748	883	1077	1362	1118	1261	1198	1608	1840	2079	0	0	0	0	0	0	0	0	740	141	0	0
Pltp	320.017857	437	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	267	150	0	0	0	217	225	0	0	1130	1315	715	738	1206	1365	1046	1335	1195	1483	1653	1925	0	0	0	0	0	0	0	0	452	103	0	0
Mt2	319.910714	458	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	186	0	0	0	0	193	232	0	0	1332	1487	991	1000	1054	1326	1106	1259	1190	1624	1459	1892	0	0	0	0	0	0	0	0	465	116	0	0
Sgk2	319.696429	540	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	279	0	0	0	0	0	0	0	0	1224	1180	1036	968	926	1351	1235	1523	1328	1484	1669	1730	0	0	0	0	0	0	0	0	278	0	0	0
Serinc2	319.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	360	0	0	0	0	173	205	0	0	996	1042	764	933	1162	1386	1142	1595	1323	1536	1894	2195	0	0	0	0	0	0	0	0	508	0	131	0
Spata22	318.982143	291	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	414	0	0	0	0	196	189	0	0	1158	1318	759	1060	1157	1276	851	1217	1095	1606	1645	1939	0	0	0	0	0	0	0	0	389	0	112	0
Aspa	318.982143	291	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	414	0	0	0	0	196	189	0	0	1158	1318	759	1060	1157	1276	851	1217	1095	1606	1645	1939	0	0	0	0	0	0	0	0	389	0	112	0
Acsf2	318.946429	460	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	448	109	0	0	0	248	141	0	0	1063	1152	699	1111	1087	1105	1055	1380	1193	1595	1569	1534	0	0	0	0	0	0	0	0	568	0	0	0
Epb41l4b	317.214286	287	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	985	1224	903	1000	1076	1151	1509	1644	1509	1693	1549	1685	0	0	0	0	0	0	0	0	466	0	0	0
Spop	316.857143	621	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	171	0	0	0	0	282	126	0	0	887	934	659	942	990	1107	1267	1607	1380	1698	1733	2000	0	0	0	0	0	0	0	0	261	0	0	0
Hsdl2	316.732143	1318	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	597	183	0	114	0	296	202	0	0	831	1048	575	850	876	961	907	1044	908	1136	1324	1412	0	0	0	0	0	0	0	154	608	210	138	0
Txnip	316.607143	1459	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	596	142	0	92	0	117	196	0	0	900	1151	667	995	887	1165	668	994	817	1080	1015	1387	0	0	0	0	0	0	0	0	795	124	235	0
Adcy10	316.607143	760	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	1024	112	0	188	0	220	312	0	0	1124	1149	584	969	1035	1140	709	870	786	1029	1197	1615	0	0	0	0	0	0	0	0	664	0	359	0
Tomt	315.910714	300	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	188	0	0	0	0	124	0	0	0	1494	1346	738	1126	1259	1642	950	1376	1139	1579	1665	1857	0	0	0	0	0	0	0	0	121	0	0	0
Lamtor1	315.910714	300	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	188	0	0	0	0	124	0	0	0	1494	1346	738	1126	1259	1642	950	1376	1139	1579	1665	1857	0	0	0	0	0	0	0	0	121	0	0	0
Cyp4f17	314.839286	416	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	407	182	0	0	0	340	329	0	0	1119	1099	625	998	1043	993	967	1247	1132	1402	1668	1680	0	0	0	0	0	0	0	0	637	0	0	0
Olfr541	314.732143	740	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	96	0	0	0	0	190	178	0	0	1678	1602	1185	1147	1619	1703	635	789	614	1062	1177	1446	0	0	0	0	0	0	0	0	396	0	0	0
Npas2	314.285714	957	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	301	0	0	0	0	0	163	0	0	893	1029	570	1278	955	1164	930	1235	991	1547	1517	1871	0	0	0	0	0	0	0	0	547	0	164	0
Serpinf2	313.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	320	255	0	0	0	209	192	0	0	1164	1168	936	1163	1215	1338	1113	1342	1388	1415	1673	1904	0	0	0	0	0	0	0	0	181	0	0	0
Inhbe	313.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	647	376	0	0	0	288	279	0	0	1190	1416	977	1204	1282	1319	840	966	969	1260	1068	1364	0	0	0	0	0	0	0	0	698	0	357	0
Ilrun	312.714286	1588	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	130	0	0	0	0	130	0	0	0	1168	1304	640	1051	1031	1192	848	1224	828	1353	1254	1721	0	0	0	0	0	0	0	0	430	0	0	0
Dlat	312.357143	1073	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	356	0	0	0	0	102	164	0	0	1223	1150	845	817	1111	1204	1046	1211	892	1354	1221	1731	0	0	0	0	0	0	0	0	352	0	0	0
Uroc1	311.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	372	274	0	123	0	285	252	0	0	1218	1341	1009	1324	1409	1367	921	1236	1100	1296	1322	1565	0	0	0	0	0	0	0	0	416	0	0	0
Sox6	310.696429	507	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	174	141	0	0	0	0	98	0	0	1481	1720	1098	1216	1273	1561	796	1238	892	1222	1265	1565	0	0	0	0	0	0	0	0	187	0	0	0
Dbi	310.660714	532	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	454	207	0	130	0	186	206	0	0	1050	999	687	1017	831	1003	1304	1350	1265	1483	1400	1420	0	0	0	0	0	0	0	0	358	0	140	0
Col14a1	309.696429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	675	170	0	0	0	170	199	0	0	1116	1465	716	1016	1113	1373	819	1062	982	1336	1624	1967	0	0	0	0	0	0	0	0	645	0	0	0
Cdc42ep1	308.785714	314	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	236	209	0	0	0	177	100	0	0	1383	1285	807	1107	1161	1199	1005	1297	964	1427	1437	1817	0	0	0	0	0	0	0	0	349	0	0	0
Ptpa	308.375000	1020	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	124	108	0	0	0	115	92	0	0	1406	1378	1073	1309	1293	1408	730	984	669	1220	1076	1261	0	0	0	0	0	0	0	0	166	0	0	0
Crat	308.375000	1020	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	124	108	0	0	0	115	92	0	0	1406	1378	1073	1309	1293	1408	730	984	669	1220	1076	1261	0	0	0	0	0	0	0	0	166	0	0	0
Cyp2b9	307.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	967	0	0	0	0	459	464	0	0	1279	1334	690	1047	1078	1241	765	1023	663	1084	1310	1632	0	0	0	0	0	0	0	0	495	0	245	0
Pet117	307.392857	893	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	159	0	0	0	0	0	0	0	0	1162	1004	576	1006	887	1136	1113	1179	1296	1449	1443	1739	0	0	0	0	0	0	0	0	473	0	0	0
Kat14	307.392857	893	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	159	0	0	0	0	0	0	0	0	1162	1004	576	1006	887	1136	1113	1179	1296	1449	1443	1739	0	0	0	0	0	0	0	0	473	0	0	0
Myd88	307.178571	577	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	639	0	0	113	0	0	0	0	0	1077	1126	827	1298	1189	1336	749	1208	989	1155	1236	1483	0	0	0	0	0	0	0	0	563	151	195	0
Acaa1a	307.178571	577	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	639	0	0	113	0	0	0	0	0	1077	1126	827	1298	1189	1336	749	1208	989	1155	1236	1483	0	0	0	0	0	0	0	0	563	151	195	0
Gstm4	306.982143	169	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	199	121	0	0	0	179	0	0	0	942	1184	842	1369	983	1212	1295	1445	1437	1805	1393	1771	0	0	0	0	0	0	0	0	202	0	0	0
Pgm1	306.839286	1049	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	196	0	232	0	276	354	0	0	1033	915	617	899	969	971	857	1126	1038	1222	1420	1462	0	0	0	0	0	0	0	0	806	0	0	0
Mlycd	306.250000	816	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	166	267	0	167	0	188	192	0	0	772	861	464	750	778	1034	870	1061	1049	1420	1676	1781	0	0	0	0	0	0	0	0	968	0	207	0
Lonp2	304.892857	450	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	280	0	0	0	0	162	217	0	0	864	936	723	638	711	928	1383	1613	1375	1847	1550	1938	0	0	0	0	0	0	0	0	354	0	0	0
Thrsp	304.821429	634	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	567	143	0	136	0	191	272	0	0	1079	1096	1074	1183	1059	1119	866	1119	991	1104	1155	1201	0	0	0	0	0	0	0	0	327	0	0	0
S1pr5	304.767857	142	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	145	0	0	0	0	161	0	0	0	1417	1455	1054	1072	1191	1319	1165	1428	1220	1651	1459	1801	0	0	0	0	0	0	0	0	0	0	0	0
Cycs	304.482143	823	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	207	0	0	0	0	187	114	0	0	1028	1259	600	1042	913	1289	1072	1271	959	1449	1292	1839	0	0	0	0	0	0	0	0	338	0	0	0
3110009E18Rik	304.392857	532	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	454	207	0	130	0	186	206	0	0	1050	999	687	1017	831	1003	1212	1350	1099	1442	1400	1420	0	0	0	0	0	0	0	0	314	0	132	0
Rab43	304.339286	138	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	406	126	0	0	0	162	0	0	0	1113	1162	909	1193	1125	1189	965	1341	1208	1449	1816	1717	0	0	0	0	0	0	0	0	283	0	0	0
Slc35e1	302.660714	309	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	140	115	0	0	0	85	0	0	0	1234	1194	774	1238	1136	1455	968	1339	943	1609	1646	1955	0	0	0	0	0	0	0	0	231	0	0	0
Rab9	302.625000	758	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	486	161	0	0	0	133	231	0	0	922	936	696	1040	821	1053	994	977	911	1360	1467	1853	0	0	0	0	0	0	0	0	730	0	0	0
Efna1	302.375000	130	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	96	0	0	0	0	143	234	0	0	1207	1178	923	1053	915	1337	1385	1458	1430	1561	1582	1683	0	0	0	0	0	0	0	0	207	0	0	0
Dpys	302.250000	400	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	507	119	0	0	0	209	125	0	0	1200	1145	713	837	1016	1137	689	1202	952	1356	1633	1829	0	0	0	0	0	0	0	0	520	0	0	0
Cmip	301.875000	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	176	0	0	0	0	251	114	0	0	1146	1163	935	985	992	1169	1153	1436	1511	1682	1580	1727	0	0	0	0	0	0	0	0	248	0	0	0
Kctd17	301.642857	512	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	326	0	0	0	0	266	213	0	0	1123	1095	662	990	1072	1184	868	1165	848	1506	1610	1909	0	0	0	0	0	0	0	0	236	0	0	0
Atxn2	301.553571	1255	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	242	156	0	0	0	79	255	0	0	989	888	659	789	788	1052	976	1226	1062	1489	1257	1519	0	0	0	0	0	0	0	0	481	0	0	0
Tmem171	301.392857	916	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	491	0	0	0	0	152	208	0	0	688	807	634	831	951	821	902	1139	966	1338	1571	1732	0	0	0	0	0	0	0	0	552	0	195	0
Cluh	300.910714	564	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	339	148	0	0	0	267	244	0	0	954	1096	648	723	939	1048	870	1151	1246	1324	1544	1628	0	0	0	0	0	0	0	0	688	0	0	0
Sult2a8	298.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	757	166	0	0	0	369	304	0	0	1057	1235	729	904	734	956	803	1255	1045	1302	1485	1830	0	0	0	0	0	0	0	127	1157	0	324	0
Hmgcs2	298.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	371	0	0	0	0	0	117	0	0	999	1309	664	892	1052	1340	943	1274	1136	1688	1732	1841	0	0	0	0	0	0	0	0	684	0	0	420
Cpt2	298.500000	803	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	933	198	0	0	0	165	190	0	0	1010	957	487	752	682	877	634	888	809	1124	1235	1557	0	0	0	112	0	0	0	0	903	0	0	0
Phf5a	298.285714	585	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	272	0	0	0	0	100	69	0	0	983	923	728	841	745	758	1021	1388	1068	1429	1603	1793	0	0	0	0	0	0	0	0	620	0	121	0
Aco2	298.285714	585	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	272	0	0	0	0	100	69	0	0	983	923	728	841	745	758	1021	1388	1068	1429	1603	1793	0	0	0	0	0	0	0	0	620	0	121	0
Fam71e1	297.714286	190	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	395	176	0	0	0	305	374	0	0	1129	1348	901	910	993	1287	1114	1341	1128	1419	1253	1498	0	0	0	0	0	0	0	0	256	0	0	0
Emc10	297.714286	190	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	395	176	0	0	0	305	374	0	0	1129	1348	901	910	993	1287	1114	1341	1128	1419	1253	1498	0	0	0	0	0	0	0	0	256	0	0	0
Tchhl1	297.125000	381	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	413	93	0	0	0	94	107	0	0	1044	1047	509	1153	892	1072	1054	1311	961	1429	1534	1916	0	0	0	0	0	0	0	0	339	0	144	0
Mesp2	296.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	323	0	0	0	0	253	141	0	0	1186	1362	808	963	1103	1246	976	1368	1081	1707	1743	1759	0	0	0	0	0	0	0	0	243	0	0	0
Cyp4a14	296.785714	851	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	289	0	0	0	0	171	175	0	0	875	1140	714	742	1051	1088	722	923	800	1288	1390	1773	0	0	0	0	0	0	0	0	800	0	224	0
Ccdc33	296.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	156	0	0	0	0	122	0	0	0	1325	1433	898	875	1064	1071	1023	1373	1159	1479	1573	1897	0	0	0	0	0	0	0	0	391	0	0	0
Pnrc1	296.482143	1575	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	147	293	0	168	0	0	0	0	0	899	992	611	741	708	927	932	1036	969	1030	1060	1503	0	0	0	0	0	0	0	0	1112	0	0	0
Chchd2	296.160714	442	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	438	0	0	0	0	122	100	0	0	816	984	509	916	987	1262	1199	1369	1176	1469	1520	1816	0	0	0	0	0	0	0	0	597	0	0	0
H6pd	295.910714	1211	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	247	0	0	0	0	0	100	0	0	977	1300	609	879	920	1141	543	1074	769	1135	1472	1682	0	0	0	0	0	0	0	0	589	0	188	0
Tlcd3b	295.285714	1151	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	338	274	0	0	660	618	592	271	490	808	1129	1378	1212	1641	1374	2048	0	0	0	0	0	0	0	0	735	0	207	0
Slc25a34	295.142857	775	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	182	145	0	0	0	0	145	0	0	1075	1109	593	944	887	1103	785	979	1149	1372	1767	1961	0	0	0	0	0	0	0	0	393	135	0	0
Il1rn	295.142857	447	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	546	0	0	0	0	112	131	0	0	1239	1319	673	1100	1039	1384	816	920	756	1212	1416	1766	0	0	0	0	0	0	0	0	576	0	0	0
2310011J03Rik	294.446429	796	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	475	195	0	107	0	198	168	0	0	904	1019	850	813	838	1020	804	1187	895	1056	1095	1450	0	0	0	0	0	0	0	199	457	0	120	0
Eci2	293.071429	988	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	229	168	0	96	0	234	180	0	0	997	1151	840	768	823	1005	415	942	626	1199	1485	1554	0	0	0	0	0	0	0	0	737	0	164	0
Angptl4	292.839286	1499	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	734	202	0	112	0	229	255	0	0	578	723	516	467	575	630	866	1094	962	1037	1077	1145	0	0	0	0	0	0	0	0	969	108	171	0
Fam89a	292.767857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	639	0	0	0	0	259	282	0	0	815	983	897	968	1047	952	1181	1336	1153	1671	1542	1750	0	0	0	0	0	0	0	0	541	0	0	0
Rmnd5a	292.517857	350	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	199	121	0	0	0	174	183	0	0	1171	1059	739	1128	794	1317	857	1161	1118	1742	1359	1739	0	0	0	0	0	0	0	0	210	0	0	0
Ube2h	292.410714	323	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	168	92	0	0	0	149	125	0	0	1059	956	623	897	901	1037	954	1261	1385	1890	1663	1846	0	0	0	0	0	0	0	0	310	0	0	0
Eci1	292.357143	1223	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	585	209	0	0	0	186	142	0	0	904	921	357	879	711	922	847	1017	793	1083	1149	1502	0	0	0	0	0	0	0	0	619	0	112	0
Pctp	291.303571	600	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	966	125	0	0	0	355	461	0	0	797	910	760	789	883	902	841	997	950	1051	1050	1135	0	0	0	0	0	0	0	0	861	0	327	0
Slc25a22	291.089286	666	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	107	0	0	0	0	231	177	0	0	946	938	733	918	986	1004	1038	1248	1284	1108	1496	1513	0	0	0	0	0	0	0	0	435	0	0	0
Cend1	291.089286	666	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	107	0	0	0	0	231	177	0	0	946	938	733	918	986	1004	1038	1248	1284	1108	1496	1513	0	0	0	0	0	0	0	0	435	0	0	0
Pym1	290.982143	728	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	1066	1151	654	1086	963	1336	920	1289	1053	1509	1530	1923	0	0	0	0	0	0	0	0	136	0	0	0
Dgka	290.982143	728	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	1066	1151	654	1086	963	1336	920	1289	1053	1509	1530	1923	0	0	0	0	0	0	0	0	136	0	0	0
Taar1	289.803571	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	533	0	0	0	0	349	289	0	0	1139	1081	829	1079	969	1352	927	1103	969	1356	1182	1744	0	0	0	0	0	0	0	0	438	0	174	0
Rnf10	289.392857	349	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	222	0	0	0	0	62	106	0	0	788	1036	630	935	1218	1489	1114	1202	1051	1564	1420	1893	0	0	0	0	0	0	0	0	353	0	0	0
Baiap2	289.321429	239	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	459	0	0	0	0	153	106	0	0	1377	1519	962	1079	1387	1430	780	995	739	1281	1103	1261	0	0	0	0	0	0	0	0	403	0	0	0
Gstz1	289.053571	350	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	201	176	0	0	0	244	0	0	0	969	993	619	1091	985	1186	900	1268	1137	1540	1576	1793	0	0	0	0	0	0	0	0	238	0	0	0
Cpt1a	288.714286	1340	1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	334	102	0	0	0	268	174	0	0	972	1044	780	765	877	1088	697	928	670	1237	915	1229	0	0	0	0	0	0	0	0	649	0	0	0
Immt	287.642857	1399	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	316	108	0	99	0	0	0	0	0	783	756	508	742	575	1031	856	1365	954	1359	1452	1823	0	0	0	0	0	0	0	0	374	0	0	0
Ppp6r2	287.214286	374	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	195	132	0	103	0	297	174	0	0	932	1168	492	681	718	1118	1037	1374	1160	1408	1276	1904	0	0	0	0	0	0	0	0	605	0	0	0
Dynlrb1	286.107143	599	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	414	133	0	0	0	164	151	0	0	872	844	547	1077	809	1094	719	1033	938	1298	1573	1725	0	0	0	0	0	0	0	0	540	137	0	0
Pcca	286.071429	826	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	158	0	0	0	125	0	0	0	1146	1235	769	707	968	1074	1034	1357	1082	1407	1479	1646	0	0	0	0	0	0	0	0	191	0	0	0
