Target_genes	Gabpa|Average	SRX3041631|CD4+_T_cells	SRX2974920|EML_	SRX5850103|ES_cells	SRX5850104|ES_cells	SRX5850105|ES_cells	SRX5850106|ES_cells	SRX5850107|ES_cells	SRX5850108|ES_cells	SRX5850109|ES_cells	SRX5850110|ES_cells	SRX5850111|ES_cells	SRX5850112|ES_cells	SRX5850113|ES_cells	SRX5850114|ES_cells	SRX2242853|Macrophages	SRX2242855|Macrophages	SRX2242856|Macrophages	SRX12708491|White_adipose_tissue	SRX12708492|White_adipose_tissue	STRING
Nsa2	1540.052632	1136	0	1348	1053	1709	1721	991	357	1479	1381	1012	2357	1554	2196	2751	1017	1111	3083	3005	0
Gfm2	1540.052632	1136	0	1348	1053	1709	1721	991	357	1479	1381	1012	2357	1554	2196	2751	1017	1111	3083	3005	0
Dcaf10	1539.789474	1212	0	2139	1460	2237	1942	1317	817	1953	1996	1537	2690	1927	2718	2144	835	877	652	803	0
1110038F14Rik	1538.000000	869	165	1497	1789	1656	1787	988	1082	1004	1811	1291	2168	1299	2128	2990	1131	1352	1970	2245	0
Trmt10c	1530.157895	1740	0	1561	1259	1760	2088	972	677	1719	2128	1097	2879	1543	2872	2964	1245	1461	551	557	0
Ssbp1	1527.631579	1138	602	1455	827	1608	1432	786	267	1132	1418	600	2409	1152	2611	2780	1244	1340	3038	3186	0
Klhdc2	1525.684211	644	0	1966	1468	2434	2417	1427	930	1941	2497	1373	2916	1699	2789	1957	690	580	627	633	0
Psmd7	1520.421053	1700	156	1750	1250	2062	1796	1052	413	1205	1381	834	2934	1171	2618	3373	1469	1853	776	1095	0
Zfp865	1519.421053	1222	0	1928	1459	2174	2066	1097	541	1572	1886	982	2877	1511	2744	3023	1295	1225	604	663	0
Eif3m	1519.210526	1469	0	1398	1123	1703	2022	1135	788	1446	1893	899	2722	1526	2515	2948	1073	1229	1494	1482	0
Lrriq3	1517.105263	414	0	1755	1290	1673	2067	1119	566	1640	2248	999	2664	1465	2504	2053	526	677	2472	2693	0
Fpgt	1517.105263	414	0	1755	1290	1673	2067	1119	566	1640	2248	999	2664	1465	2504	2053	526	677	2472	2693	0
Ncbp2	1516.210526	1577	0	1754	1525	2206	2219	1290	730	1846	2077	1359	2514	1788	2656	2456	1298	1236	93	184	0
0610012G03Rik	1516.210526	1577	0	1754	1525	2206	2219	1290	730	1846	2077	1359	2514	1788	2656	2456	1298	1236	93	184	0
Wdr27	1513.578947	1363	0	1179	857	1662	1666	698	310	1041	1468	671	2678	1148	2378	2790	1200	1212	3244	3193	0
1600012H06Rik	1513.578947	1363	0	1179	857	1662	1666	698	310	1041	1468	671	2678	1148	2378	2790	1200	1212	3244	3193	0
Ppan	1513.210526	1132	0	1293	806	1473	1595	1004	451	1014	1553	703	2267	1089	2464	3258	1348	1387	2965	2949	0
Yae1d1	1511.157895	1297	0	1435	1397	1613	1970	1125	589	1643	1814	1086	2294	1544	2307	3369	1432	1432	1056	1309	0
Cog3	1510.684211	1376	0	884	771	1411	1497	881	323	1195	1204	578	2338	1036	2191	3507	1869	1925	2822	2895	0
Naa20	1510.368421	1493	0	1205	1107	1411	1798	842	418	1036	1789	713	2404	1229	2411	3294	1511	1687	2058	2291	0
Fbxo22	1504.684211	774	0	1634	1345	1798	2405	1381	594	1652	2234	1188	2853	1881	2786	2452	948	1435	589	640	0
Rer1	1500.947368	1318	0	1450	1162	1743	2269	771	395	1312	1948	819	2832	1199	2807	3683	1869	1746	529	666	0
Morn1	1500.947368	1318	0	1450	1162	1743	2269	771	395	1312	1948	819	2832	1199	2807	3683	1869	1746	529	666	0
Scrn3	1498.947368	1642	0	1254	550	1425	1257	707	193	973	878	376	2094	1065	2009	3785	2164	2065	3066	2977	0
Cir1	1498.947368	1642	0	1254	550	1425	1257	707	193	973	878	376	2094	1065	2009	3785	2164	2065	3066	2977	0
Phb2	1496.894737	1141	0	1255	861	1507	1665	641	325	1002	1555	675	2409	877	2484	3335	1733	1466	2693	2817	0
Emg1	1496.894737	1141	0	1255	861	1507	1665	641	325	1002	1555	675	2409	877	2484	3335	1733	1466	2693	2817	0
Ints12	1496.210526	1250	0	1472	749	1579	1596	823	515	1339	1373	862	2071	1484	2125	2584	792	1105	3364	3345	0
Gstcd	1496.210526	1250	0	1472	749	1579	1596	823	515	1339	1373	862	2071	1484	2125	2584	792	1105	3364	3345	0
Trip13	1493.789474	1695	0	1293	1263	1646	1750	903	473	1075	1629	694	2453	1005	2163	3761	1557	1769	1455	1798	0
Brd9	1493.789474	1695	0	1293	1263	1646	1750	903	473	1075	1629	694	2453	1005	2163	3761	1557	1769	1455	1798	0
Vps52	1491.526316	1192	0	1227	1231	1326	1342	938	554	1386	1230	923	1909	1299	2035	3110	2092	1858	2411	2276	0
Rps18	1491.526316	1192	0	1227	1231	1326	1342	938	554	1386	1230	923	1909	1299	2035	3110	2092	1858	2411	2276	0
B3galt4	1491.526316	1192	0	1227	1231	1326	1342	938	554	1386	1230	923	1909	1299	2035	3110	2092	1858	2411	2276	0
Manbal	1490.105263	944	0	1252	1011	1556	1874	997	458	1435	1641	986	2247	1387	2110	3035	1006	1126	2608	2639	0
Mon1b	1487.052632	1255	0	1400	1126	1087	1779	859	720	1120	1962	861	2736	860	2638	2504	1144	1224	2515	2464	0
Vmp1	1487.000000	768	101	1434	1160	1628	1803	734	447	1250	1829	823	2209	1451	2412	3052	1037	954	2638	2523	0
Ptrh2	1487.000000	768	101	1434	1160	1628	1803	734	447	1250	1829	823	2209	1451	2412	3052	1037	954	2638	2523	0
Trip4	1485.789474	967	0	1210	950	1736	1410	776	450	1706	1665	919	2047	1512	1822	2956	1219	1154	2895	2836	0
Pafah1b2	1484.052632	1667	164	1929	1416	2130	2165	1117	649	1716	1973	1109	2847	1536	2909	2193	921	1132	311	313	0
Zfp276	1481.473684	1728	0	2059	2116	2327	2119	1614	1076	1717	1791	1714	2213	2024	2374	1902	600	774	0	0	0
Vps9d1	1481.473684	1728	0	2059	2116	2327	2119	1614	1076	1717	1791	1714	2213	2024	2374	1902	600	774	0	0	0
Ccar2	1477.631579	923	0	1473	886	1773	1722	811	360	1398	1496	725	2178	1245	2581	2564	967	932	3065	2976	0
Mrps31	1476.210526	407	0	1727	920	1248	1408	1136	422	1439	1201	1002	2144	1507	2246	2717	979	1184	3261	3100	0
Zfp384	1475.684211	1116	0	1328	1042	1682	1734	629	617	874	1468	743	2212	1123	2358	2983	1232	1340	2830	2727	0
Gtse1	1472.736842	760	0	1599	1043	1456	1504	873	532	1218	1112	839	2010	1196	1979	3113	1218	1084	3239	3207	0
Rps20	1471.421053	1679	0	1510	1479	2124	1822	1295	507	1555	1749	1055	2724	1582	2510	2922	1383	1492	216	353	0
Psmf1	1470.631579	995	0	1316	874	1506	1204	932	476	1353	1245	890	2146	1687	1880	3182	899	1137	3160	3060	0
Txnl4b	1468.789474	501	1555	1225	942	1139	1272	820	515	1154	1205	711	2139	1156	1815	3339	1384	1579	2788	2668	0
Dhx38	1468.789474	501	1555	1225	942	1139	1272	820	515	1154	1205	711	2139	1156	1815	3339	1384	1579	2788	2668	0
Zgpat	1467.684211	1634	0	1839	1428	1993	1988	1020	665	1578	2075	1101	2542	1521	2768	2646	1648	1440	0	0	0
Arfrp1	1467.684211	1634	0	1839	1428	1993	1988	1020	665	1578	2075	1101	2542	1521	2768	2646	1648	1440	0	0	0
Rps14	1464.105263	1335	0	1129	1007	1404	1315	710	516	1048	1230	672	1997	880	1985	3388	1751	1754	2940	2757	0
Smg8	1463.684211	687	0	1746	987	1991	1787	1167	413	1721	1544	1001	2288	1394	2349	1945	599	618	2694	2879	0
Slc39a6	1463.105263	1020	0	1473	1394	1659	1927	1131	645	1642	2001	905	2487	1345	2563	2197	1010	987	1492	1921	0
Elp2	1463.105263	1020	0	1473	1394	1659	1927	1131	645	1642	2001	905	2487	1345	2563	2197	1010	987	1492	1921	0
Rtel1	1462.947368	913	0	1556	1037	1829	1751	1025	623	1495	1620	834	2279	1495	2357	2309	579	648	2678	2768	0
Itgb1bp1	1461.473684	492	0	1337	1020	1402	1753	735	469	1377	1468	818	2312	1377	2394	2524	1376	1093	2913	2908	0
Cpsf3	1461.473684	492	0	1337	1020	1402	1753	735	469	1377	1468	818	2312	1377	2394	2524	1376	1093	2913	2908	0
Mettl6	1461.052632	1284	0	1096	758	1580	1421	728	229	760	1331	693	2020	959	2109	3316	2074	1981	2674	2747	0
Eaf1	1461.052632	1284	0	1096	758	1580	1421	728	229	760	1331	693	2020	959	2109	3316	2074	1981	2674	2747	0
Nudt5	1460.947368	605	0	1330	1065	1331	1384	1010	578	1518	1625	955	1799	1469	1915	3429	977	1571	2651	2546	0
Cdc123	1460.947368	605	0	1330	1065	1331	1384	1010	578	1518	1625	955	1799	1469	1915	3429	977	1571	2651	2546	0
Mfap3	1459.315789	1211	0	1529	1131	1774	1843	1009	633	1593	1900	934	2595	1417	2314	2177	462	942	2077	2186	0
Fam114a2	1459.315789	1211	0	1529	1131	1774	1843	1009	633	1593	1900	934	2595	1417	2314	2177	462	942	2077	2186	0
Rad1	1457.105263	1516	0	1560	1112	1818	1557	1340	494	1228	1385	634	2256	983	2491	2974	976	1012	1915	2434	0
Brix1	1457.105263	1516	0	1560	1112	1818	1557	1340	494	1228	1385	634	2256	983	2491	2974	976	1012	1915	2434	0
Shq1	1455.789474	1721	0	1053	760	1431	1454	638	276	993	1074	703	2118	1144	2289	3662	2021	2152	2033	2138	0
Tomm22	1455.421053	1608	251	1566	1052	1741	1363	1103	712	1200	1343	743	2433	1015	1757	3478	1514	1516	1570	1688	0
Snrpe	1454.368421	1686	0	1140	738	1603	1445	582	212	923	1213	336	2382	792	2314	3798	1715	1761	2595	2398	0
Ap3s2	1452.736842	740	0	1369	1024	1592	1279	887	507	1290	1161	927	2110	1682	2066	2591	1014	1099	3058	3206	0
Sppl2a	1452.631579	1553	0	1562	1117	1825	2153	1265	860	1772	2286	1118	2722	1544	2793	1567	500	680	1128	1155	0
Spink10	1451.263158	1148	0	960	725	1234	1456	645	371	1004	1315	481	2371	1034	2157	3263	1776	1558	3055	3021	0
Fbxo38	1451.263158	1148	0	960	725	1234	1456	645	371	1004	1315	481	2371	1034	2157	3263	1776	1558	3055	3021	0
Rps7	1451.105263	1257	0	1122	943	1272	1304	849	351	1167	1066	805	1941	1139	1984	3217	1457	1396	3214	3087	0
Wdr36	1450.105263	849	0	1425	1252	1735	1689	900	498	1492	1389	1006	2363	1199	2258	2060	655	973	2806	3003	0
Eif1ad	1448.421053	751	0	1030	1295	1149	1295	751	677	1102	1619	848	2026	1167	1833	3258	1695	2073	2498	2453	0
Banf1	1448.421053	751	0	1030	1295	1149	1295	751	677	1102	1619	848	2026	1167	1833	3258	1695	2073	2498	2453	0
Mkrn3	1440.684211	0	0	1798	1355	1737	1735	1311	597	1801	1566	1212	2154	1772	2197	842	323	397	3273	3303	0
Tmem41b	1435.368421	887	0	1107	640	1425	1489	832	296	1101	1141	711	2249	1059	2255	3130	1272	1381	3140	3157	0
Sec13	1435.000000	1243	0	1761	1179	1726	1597	1127	586	1256	1591	992	2488	1329	2340	2756	847	1180	1488	1779	0
Cox7a2	1434.684211	1411	0	1031	957	1353	1856	657	345	1057	1427	486	2192	963	2354	3673	1513	1583	2149	2252	0
Ddx55	1434.210526	684	159	1725	1225	2032	1943	1151	524	1461	1459	981	2308	1359	2336	2671	601	1086	1676	1869	0
Rpl27	1433.368421	1156	0	1261	1047	1587	1621	600	389	880	1161	398	2390	841	2377	3263	1246	1172	2924	2921	0
Gm3448	1432.842105	1737	258	1881	1432	2046	2085	1251	657	1468	1828	1023	2877	1317	2708	2174	671	699	500	612	0
Gm3417	1432.842105	1737	258	1881	1432	2046	2085	1251	657	1468	1828	1023	2877	1317	2708	2174	671	699	500	612	0
Ttc26	1431.000000	171	0	1483	1155	1287	1095	1025	459	1706	1205	1300	1780	1597	1580	3285	993	1511	2876	2681	0
Utp3	1430.473684	701	0	1356	1041	1627	1636	735	544	1267	1517	856	2513	1438	2465	2704	994	849	2348	2588	0
Cox5b	1428.315789	1382	0	1169	885	1669	1629	920	537	1229	1513	740	2516	1328	2344	3022	1102	1062	1976	2115	0
Ruvbl1	1423.105263	794	177	1106	807	1265	1321	582	327	1169	1262	760	1770	1232	1822	3597	1332	1507	3125	3084	0
Zfp959	1422.052632	785	0	1039	1122	1411	1739	831	604	1362	1649	973	2272	1114	2252	2832	713	1116	2571	2634	0
Nr1h2	1419.736842	1167	0	1019	514	1215	1554	429	272	897	1043	506	2159	1144	2207	3351	1857	1878	2964	2799	0
Pex12	1417.631579	1469	0	1150	816	1588	1310	772	255	1013	1353	685	2338	996	2131	3177	1240	1429	2614	2599	0
Ap2b1	1417.631579	1469	0	1150	816	1588	1310	772	255	1013	1353	685	2338	996	2131	3177	1240	1429	2614	2599	0
Gtpbp4	1414.789474	1690	154	1269	752	1566	1615	661	363	963	1719	714	2452	1015	2346	3191	1244	1330	1918	1919	0
Adrm1	1413.789474	1600	0	1441	1204	2032	1990	788	373	1323	1859	649	2693	1502	2732	3553	1641	1482	0	0	0
Usp8	1410.052632	1060	0	965	769	1421	1772	690	368	1177	1736	736	2778	1102	2556	2940	1588	1630	1624	1879	0
Ppih	1409.157895	1275	0	1294	957	1676	1590	908	364	1054	1388	590	2276	1103	2102	3717	1438	1604	1699	1739	0
Mrpl39	1408.842105	654	0	2032	1338	2129	1843	1208	672	1828	1863	1248	2778	1521	2428	1694	588	538	1086	1320	0
2310057M21Rik	1408.842105	870	0	1498	992	1795	1553	930	611	1314	1503	906	2262	1429	2106	1875	556	775	2802	2991	0
Edc4	1407.526316	932	0	1500	1105	1787	1522	986	501	1017	1374	671	1931	1076	2019	2886	1040	1357	2442	2597	0
Cacybp	1405.421053	880	0	1289	1008	1594	1454	620	360	1099	1500	874	2621	1287	2274	2833	1172	1057	2299	2482	0
Twnk	1403.000000	1505	0	1157	775	1562	1365	640	397	1097	1218	412	2081	1082	1951	3802	1650	2042	1878	2043	0
Mrpl43	1403.000000	1505	0	1157	775	1562	1365	640	397	1097	1218	412	2081	1082	1951	3802	1650	2042	1878	2043	0
Cldn34d	1400.842105	825	0	1624	1360	1657	1460	1950	1270	2072	1141	2134	1513	2236	1709	999	1477	1520	879	790	0
Wdr24	1400.789474	1039	145	953	548	1203	1258	532	219	1248	871	563	1663	1258	1760	3855	1724	1897	2943	2936	0
Farsa	1400.157895	1248	0	1065	869	1587	1566	696	370	841	1392	654	2320	932	2387	2692	1086	1105	2801	2992	0
Galk2	1398.736842	895	0	1546	691	1473	1203	796	259	1350	1152	726	2159	1306	2293	2638	973	915	3181	3020	0
Cops2	1398.736842	895	0	1546	691	1473	1203	796	259	1350	1152	726	2159	1306	2293	2638	973	915	3181	3020	0
Ddx56	1397.736842	990	0	1235	1113	1567	1533	872	352	1115	1154	594	2062	1146	2083	2719	995	1018	2997	3012	0
Tcte3	1397.473684	1704	258	1559	1432	2046	2085	1251	657	1468	1815	1023	2835	1307	2603	2174	671	585	500	579	0
Ube3b	1394.947368	1735	0	1264	1019	1755	1562	891	377	1212	1421	871	2062	1487	2108	3088	1052	1205	1788	1607	0
Kctd10	1394.947368	1735	0	1264	1019	1755	1562	891	377	1212	1421	871	2062	1487	2108	3088	1052	1205	1788	1607	0
Ogfod1	1394.105263	1277	0	1225	628	1383	1242	608	225	797	1056	632	2471	754	2155	2970	1598	1374	3091	3002	0
Nudt21	1394.105263	1277	0	1225	628	1383	1242	608	225	797	1056	632	2471	754	2155	2970	1598	1374	3091	3002	0
Dnajb6	1394.000000	1549	0	1393	1242	1670	1687	888	317	1484	1791	999	2201	1343	2481	2525	903	1155	1402	1456	0
Senp1	1393.894737	612	0	1558	1678	1503	1853	1128	1027	1399	1791	1237	2399	1511	2291	2348	936	919	976	1318	0
Pfkm	1393.894737	612	0	1558	1678	1503	1853	1128	1027	1399	1791	1237	2399	1511	2291	2348	936	919	976	1318	0
Otud7b	1393.315789	906	0	2163	1563	2355	2479	1254	858	1865	2373	1698	2610	1940	2628	1252	0	379	0	150	0
Mettl17	1392.368421	638	0	1262	704	1386	1385	1127	294	1227	1315	660	2273	1178	1892	3180	1159	933	3007	2835	0
Vps13b	1390.368421	745	0	1782	1914	1560	2031	1353	1328	1685	2079	1732	2690	1482	2449	1636	276	658	427	590	0
Gm3435	1390.105263	1704	258	1559	1432	2046	2085	1251	657	1468	1815	1023	2835	1290	2603	2166	671	561	409	579	0
Pofut2	1387.421053	1910	0	1475	973	1964	2037	927	281	1333	1483	786	2728	1350	2716	3001	1440	1629	153	175	0
Bloc1s4	1386.000000	833	0	1458	1107	1592	1264	902	533	1175	1467	932	2296	1247	2171	2105	727	797	2834	2894	0
Ppid	1382.157895	1046	0	1197	716	1446	1493	686	328	979	1386	671	2136	1265	2240	3039	1179	999	2638	2817	0
Snrpb	1381.473684	878	0	1154	1126	1378	1655	714	710	1082	1520	707	2034	1208	2136	2753	1160	1023	2432	2578	0
Pdss1	1379.947368	653	0	1124	1106	1727	1669	720	413	1212	1651	875	2342	1188	2347	2827	1095	1217	2004	2049	0
Samd10	1377.631579	1334	0	920	704	1164	1346	527	241	816	1122	617	2291	1021	2178	2945	1477	1441	3082	2949	0
Prpf6	1377.631579	1334	0	920	704	1164	1346	527	241	816	1122	617	2291	1021	2178	2945	1477	1441	3082	2949	0
Sec24a	1375.789474	939	0	1571	1281	2094	2083	1304	680	1516	2064	1023	2725	1485	2715	1610	591	879	737	843	0
Pomp	1375.421053	1040	0	1450	1154	1906	1919	839	346	1356	1718	1041	2447	1267	2390	3139	1364	1691	471	595	0
Dffb	1375.368421	814	0	1619	1132	2060	1509	1194	525	1565	1388	1268	2049	1437	2099	1916	682	562	2119	2194	0
Cep104	1375.368421	814	0	1619	1132	2060	1509	1194	525	1565	1388	1268	2049	1437	2099	1916	682	562	2119	2194	0
Tefm	1375.105263	507	0	1426	1232	1555	1617	878	441	1330	1383	844	1945	1208	2130	2286	708	866	2901	2870	0
Chchd5	1372.368421	537	0	1221	611	1404	1305	674	198	1092	1095	380	2192	1012	2313	3460	1421	1446	2914	2800	0
Nol6	1372.315789	1003	0	1339	650	1297	1717	791	354	1220	1605	514	2541	1047	2773	2204	597	810	2849	2763	0
9030025P20Rik	1366.263158	1737	0	1881	1345	1896	2082	1060	494	1452	1828	990	2877	1317	2708	2096	492	699	393	612	0
Rrs1	1365.000000	1230	0	1000	794	1216	1157	685	550	879	1126	672	1847	1089	1668	3414	1227	1399	3089	2893	0
Adhfe1	1365.000000	1230	0	1000	794	1216	1157	685	550	879	1126	672	1847	1089	1668	3414	1227	1399	3089	2893	0
Ap1b1	1359.315789	1280	0	1631	1029	2059	2302	1078	455	1569	2181	1223	2828	1634	2757	1855	1030	916	0	0	0
Pold1	1358.315789	0	0	1019	514	1215	1554	429	272	897	1043	506	2159	1144	2207	3351	1857	1878	2964	2799	0
Kat5	1354.526316	1388	0	1108	679	1532	1154	731	166	853	962	512	2097	766	2095	3051	1490	1689	2683	2780	0
Taf7	1354.263158	1612	0	1177	649	1386	1235	677	174	940	1015	486	1944	985	1936	3409	1757	1730	2320	2299	0
Exoc1	1354.052632	907	0	912	608	1152	893	476	164	700	723	500	1967	1010	2136	3727	1675	1938	3121	3118	0
Ppp1r11	1352.473684	824	0	955	714	1252	1519	748	415	1193	1433	591	2188	1085	2321	2769	931	972	2916	2871	0
Tfip11	1351.052632	1514	0	1329	1026	1812	1672	844	304	1145	1554	678	2447	1260	2373	3432	1350	1460	584	886	0
Smu1	1345.842105	1502	0	1452	1256	1752	1888	846	431	969	1689	599	2629	991	2802	3209	1301	1593	360	302	0
Ndufaf7	1345.421053	1275	0	980	1211	1460	1886	695	417	1206	1584	620	2155	1020	2387	2450	1135	1156	1838	2088	0
Cebpz	1345.421053	1275	0	980	1211	1460	1886	695	417	1206	1584	620	2155	1020	2387	2450	1135	1156	1838	2088	0
Tbc1d22a	1343.000000	1203	0	1538	1068	1606	1253	996	435	1032	1065	909	2329	1018	1962	2657	1384	1321	1661	2080	0
Zfp408	1340.368421	701	0	1061	1056	943	1019	593	440	1052	1022	842	1878	1327	1963	3506	1529	1781	2423	2331	0
Arhgap1	1340.368421	701	0	1061	1056	943	1019	593	440	1052	1022	842	1878	1327	1963	3506	1529	1781	2423	2331	0
Sec31a	1339.736842	1505	0	1483	1004	2248	1969	951	373	979	1504	779	2645	1177	2678	2581	1506	1041	499	533	0
Rmdn1	1339.263158	208	0	684	676	1137	2055	538	501	989	2198	441	2702	848	2957	2227	1130	1094	2535	2526	0
Cpne3	1339.263158	208	0	684	676	1137	2055	538	501	989	2198	441	2702	848	2957	2227	1130	1094	2535	2526	0
Nip7	1338.315789	884	0	999	774	1084	1090	468	268	705	955	444	1804	632	1818	3424	2070	2009	3074	2926	0
Cog8	1338.315789	884	0	999	774	1084	1090	468	268	705	955	444	1804	632	1818	3424	2070	2009	3074	2926	0
Wdr3	1337.263158	1147	0	1162	652	1425	1441	639	282	932	1102	585	1994	856	2083	2443	1269	1518	2971	2907	0
Uba5	1334.526316	1041	1860	906	883	824	1001	692	264	1275	920	939	1539	1282	1337	3514	1074	1185	2457	2363	0
Acad11	1334.526316	1041	1860	906	883	824	1001	692	264	1275	920	939	1539	1282	1337	3514	1074	1185	2457	2363	0
Aar2	1332.210526	1028	0	1068	818	1475	1360	561	389	943	1298	738	2006	1185	2202	2794	1031	1138	2726	2552	0
Inip	1330.736842	1202	0	941	797	1368	1069	699	222	1019	1128	447	2159	826	2161	2866	1285	1325	3021	2749	0
Pcyt1a	1330.263158	819	0	1172	1058	1840	1892	852	572	1608	1715	957	2296	1511	2614	1874	802	965	1373	1355	0
Dnttip2	1329.736842	694	0	1394	1101	1571	1518	951	536	1185	1294	626	1958	1190	1935	1998	510	877	2821	3106	0
Mtpn	1315.578947	1498	0	1056	618	1271	1308	599	386	953	973	713	2076	820	1868	2926	1047	1051	2857	2976	0
Uba2	1315.000000	1624	0	1439	878	1827	1726	727	233	1177	1534	820	2644	1148	2512	3047	1381	1772	211	285	0
Smg7	1313.684211	956	1820	1080	1024	1184	1354	641	440	1094	1672	1111	1950	1222	1836	2741	810	938	1423	1664	0
Utp11	1313.526316	1058	0	1050	456	1527	1043	561	247	775	944	486	2046	811	1839	3151	1535	1461	3065	2902	0
Fra10ac1	1313.105263	560	0	1402	890	1654	1471	922	389	1544	1471	1013	2151	1148	2174	1918	582	685	2394	2581	0
Polr3b	1312.526316	423	0	1113	824	1154	1219	675	433	1240	1496	576	2124	994	1916	3009	1061	1310	2695	2676	0
Grpel2	1312.421053	1062	0	1265	875	1784	1644	724	335	1254	1461	669	2258	1171	2609	2080	613	787	2220	2125	0
Ppil1	1311.315789	1184	0	1005	895	1390	1589	662	369	1015	1297	661	2138	1183	2110	2667	1076	1008	2364	2302	0
BC004004	1311.315789	1184	0	1005	895	1390	1589	662	369	1015	1297	661	2138	1183	2110	2667	1076	1008	2364	2302	0
Zfp119a	1310.894737	718	0	1075	1143	1118	1474	694	632	1159	1833	882	2269	1073	2146	2545	535	899	2343	2369	0
Sirt6	1307.631579	536	0	991	835	1098	1248	660	363	1025	1286	457	2059	869	1709	3481	891	1299	3088	2950	0
Cox16	1307.631579	723	0	1003	762	1155	1467	522	478	1462	1569	556	2189	1298	2338	2814	896	1042	2212	2359	0
Ankrd24	1307.631579	536	0	991	835	1098	1248	660	363	1025	1286	457	2059	869	1709	3481	891	1299	3088	2950	0
Pik3r4	1307.421053	959	0	777	698	1128	1761	580	439	1061	1567	502	2096	1127	2173	2562	858	1205	2569	2779	0
Supt4a	1307.315789	1257	0	962	721	1663	1642	744	242	1172	1069	606	2595	935	2466	3212	1212	982	1669	1690	0
Zfpl1	1306.736842	1241	0	1181	661	1090	1283	749	329	1158	1039	648	1765	821	1942	2804	962	1150	3051	2954	0
Tmem262	1306.736842	1241	0	1181	661	1090	1283	749	329	1158	1039	648	1765	821	1942	2804	962	1150	3051	2954	0
Cdca5	1306.736842	1241	0	1181	661	1090	1283	749	329	1158	1039	648	1765	821	1942	2804	962	1150	3051	2954	0
Rhbdd1	1306.210526	936	0	1231	721	1250	1614	524	437	1059	1552	567	2376	1056	2401	2342	1277	1215	2155	2105	0
Mphosph10	1300.368421	712	0	1416	949	1406	1514	728	530	1269	1424	904	1840	1368	1849	2113	712	717	2670	2586	0
Mcee	1300.368421	712	0	1416	949	1406	1514	728	530	1269	1424	904	1840	1368	1849	2113	712	717	2670	2586	0
Immt	1298.000000	851	352	882	810	1201	1185	577	142	759	929	346	2027	853	1567	3317	1380	1583	2919	2982	0
Zfp623	1296.210526	363	0	1619	961	1685	1754	1239	605	1498	1854	1138	2789	892	2423	2718	1018	1296	323	453	0
Gtf2h2	1295.210526	743	115	1033	1019	1421	1412	656	446	1161	1356	824	2028	991	1849	3056	1025	1164	2153	2157	0
Rnf20	1294.000000	1487	525	997	516	1229	1031	584	186	641	735	386	2091	890	1633	3587	1700	1903	2220	2245	0
Nek9	1293.631579	644	239	1411	1055	1521	1626	939	627	1410	1652	969	2010	1253	1754	2741	453	882	1631	1762	0
Cox6a1	1293.052632	1548	0	1122	657	1781	1374	812	194	1021	1205	476	2501	931	2208	3307	1539	1453	1246	1193	0
Tbc1d7	1290.631579	1290	0	1668	1080	1691	1910	982	500	1391	1603	1273	2470	1566	2421	2063	559	957	489	609	0
Tasp1	1290.210526	1337	0	1092	528	1242	1255	574	194	608	790	521	2020	1075	1862	2776	1328	1199	3061	3052	0
Heatr6	1287.052632	747	0	991	1076	834	1420	663	627	993	1702	662	2043	854	1993	2472	967	1084	2797	2529	0
Ermard	1285.000000	1685	249	1509	1168	1781	1634	1142	601	1369	1687	891	2452	1307	2546	2174	583	585	500	552	0
Ccdc9	1284.421053	846	0	859	666	1250	1336	329	143	819	1080	450	2142	874	2057	3374	1413	1661	2540	2565	0
Clns1a	1284.315789	820	0	1047	836	1175	1007	605	437	1102	967	651	1667	952	1136	3364	1075	1091	3291	3179	0
Mrpl40	1282.789474	1130	0	1641	1509	1936	2090	1244	875	1633	1896	1440	2019	1772	2104	1624	303	477	230	450	0
Hira	1282.789474	1130	0	1641	1509	1936	2090	1244	875	1633	1896	1440	2019	1772	2104	1624	303	477	230	450	0
Prox2	1282.736842	1615	0	1451	1049	2047	1684	933	627	1485	1675	1069	2229	1424	2184	2600	967	1243	0	90	0
Dlst	1282.736842	1615	0	1451	1049	2047	1684	933	627	1485	1675	1069	2229	1424	2184	2600	967	1243	0	90	0
Mrpl30	1280.105263	903	1722	1002	609	1146	976	571	216	969	844	742	1464	943	1437	2661	847	1093	3124	3053	0
Mitd1	1280.105263	903	1722	1002	609	1146	976	571	216	969	844	742	1464	943	1437	2661	847	1093	3124	3053	0
Sar1a	1280.052632	1642	0	1297	1061	1897	1808	817	228	1221	1613	887	2716	1051	2615	2995	1200	1273	0	0	0
Metrn	1279.842105	1096	0	1293	611	1690	1330	815	165	1336	1245	515	1335	1253	1637	2391	987	1074	2771	2773	0
Antkmt	1279.842105	1096	0	1293	611	1690	1330	815	165	1336	1245	515	1335	1253	1637	2391	987	1074	2771	2773	0
Romo1	1278.894737	1300	0	1331	987	1986	1659	922	382	1269	1419	667	2063	1094	1949	2925	962	1323	931	1130	0
Nfs1	1278.894737	1300	0	1331	987	1986	1659	922	382	1269	1419	667	2063	1094	1949	2925	962	1323	931	1130	0
Fubp3	1276.842105	287	0	1167	1112	1179	1479	546	688	1043	1594	770	2288	1157	2315	3111	910	1139	1672	1803	0
Psmc2	1276.105263	881	0	1232	872	1432	1334	830	413	1224	1178	821	1577	1100	1636	2077	1182	1159	2695	2603	0
Dnajc2	1276.105263	881	0	1232	872	1432	1334	830	413	1224	1178	821	1577	1100	1636	2077	1182	1159	2695	2603	0
