Target_genes	Ebf2|Average	SRX11005922|Adipocytes	SRX11005923|Adipocytes	SRX11005924|Adipocytes	SRX11005925|Adipocytes	SRX2676935|Brown_adipose_tissue	SRX2676936|Brown_adipose_tissue	SRX3070368|Brown_adipose_tissue	SRX3070369|Brown_adipose_tissue	SRX1357067|Brown_preadipocytes	SRX1357068|Brown_preadipocytes	SRX1357069|Brown_preadipocytes	SRX1357070|Brown_preadipocytes	SRX4054019|Embryoid_Bodies	SRX4054020|Embryoid_Bodies	SRX1706969|mESCs,_differentiated	SRX1706970|mESCs,_differentiated	SRX4054029|mESCs,_differentiated	SRX4054030|mESCs,_differentiated	STRING
Ttk	684.000000	0	0	0	0	0	0	0	0	0	0	107	0	2263	1640	2038	2397	1592	2275	0
Zswim2	680.277778	0	0	0	0	0	0	0	0	294	712	581	0	1682	1226	2449	2314	1118	1869	0
Pbld2	680.166667	816	450	561	420	174	417	0	475	150	412	1182	252	952	616	1550	1513	1085	1218	0
Hnrnph3	680.166667	816	450	561	420	174	417	0	475	150	412	1182	252	952	616	1550	1513	1085	1218	0
Tmed5	680.111111	775	466	338	305	0	305	0	367	0	156	950	410	1025	833	1840	1701	1204	1567	0
Ccdc18	680.111111	775	466	338	305	0	305	0	367	0	156	950	410	1025	833	1840	1701	1204	1567	0
Tmem222	678.777778	644	502	513	497	319	738	0	0	273	332	1006	421	865	529	1663	1509	1056	1351	0
Sap30bp	678.611111	253	191	102	201	0	341	0	354	0	54	386	0	1181	832	2726	2536	1328	1730	0
Recql5	678.611111	253	191	102	201	0	341	0	354	0	54	386	0	1181	832	2726	2536	1328	1730	0
Hbs1l	677.500000	613	275	211	228	0	466	0	184	157	466	1364	290	944	513	2292	1930	975	1287	0
Ficd	677.388889	311	122	180	0	0	326	0	262	107	656	1170	198	1333	1039	2160	1953	969	1407	0
Prpsap1	676.333333	349	225	206	295	180	602	0	0	131	587	1714	676	1292	865	1814	1417	656	1165	0
Ctdsp1	675.611111	824	677	781	781	0	272	0	135	249	304	1089	348	1272	660	1732	1494	623	920	0
Dera	673.833333	287	214	251	184	0	0	0	0	194	524	1299	169	1284	898	2102	1985	932	1806	0
Clic1	670.388889	195	221	209	147	0	0	0	0	569	592	351	0	1288	1007	2536	2441	939	1572	0
Csf1	667.444444	554	442	559	422	0	414	0	0	102	308	729	170	1201	802	2226	1985	754	1346	0
Shisa5	667.333333	473	413	313	360	0	0	0	0	201	219	592	154	1348	982	2378	2187	856	1536	0
Ttc39b	666.111111	767	636	675	734	149	423	0	259	162	227	892	372	859	390	1837	1692	741	1175	0
Nfu1	665.055556	682	752	717	612	0	165	0	114	0	89	452	137	966	697	2176	1855	956	1601	0
Abhd14a	664.777778	123	163	229	150	0	112	0	129	0	0	0	0	2384	1954	1632	1641	1489	1960	0
Six4	662.166667	409	370	248	235	0	115	0	0	0	122	240	0	1690	997	2433	2077	1148	1835	0
Vasn	661.500000	380	334	321	426	152	671	0	0	455	346	892	238	694	477	2024	1704	1260	1533	0
Dnah6	660.333333	919	724	651	713	194	647	0	570	0	0	419	170	511	505	2140	1550	843	1330	0
LTO1	659.777778	343	297	294	251	0	341	0	0	0	0	279	0	1283	1218	1926	2018	1627	1999	0
Cep170	659.722222	1005	873	825	805	185	400	0	133	0	0	496	0	886	828	1836	1493	796	1314	0
Pcbp4	659.388889	0	0	0	0	0	213	0	0	59	192	345	0	2384	1954	1632	1641	1489	1960	0
Cirbp	658.777778	561	352	481	409	201	461	0	455	371	478	1169	581	1063	968	1463	1519	568	758	0
Hinfp	658.555556	726	316	573	482	0	233	0	325	193	313	941	205	900	626	1959	1780	911	1371	0
Syt2	658.166667	233	114	203	0	0	0	0	0	0	0	698	240	1705	1370	2317	2170	1059	1738	0
Hoxc13	657.222222	0	0	0	0	0	0	0	0	204	702	919	223	875	574	2680	2475	1169	2009	0
Sdccag8	656.000000	1005	873	825	805	185	400	0	133	0	0	429	0	886	828	1836	1493	796	1314	0
Ttc41	655.444444	565	449	436	496	139	232	0	568	75	211	854	262	1175	805	1697	1562	1058	1214	0
Hsp90b1	655.444444	565	449	436	496	139	232	0	568	75	211	854	262	1175	805	1697	1562	1058	1214	0
Foxo1	654.944444	372	0	0	0	146	503	0	373	365	715	1235	315	808	779	2030	1775	1032	1341	0
Eapp	651.444444	440	308	242	329	0	145	0	195	186	281	909	125	1385	896	2139	1753	1023	1370	0
Asf1b	650.888889	380	363	524	460	78	140	0	353	0	272	977	97	721	593	2029	2074	1226	1429	0
Npm3	650.555556	222	151	287	178	0	187	0	148	386	546	1190	340	1305	870	2079	1923	738	1160	0
Fgf8	650.555556	222	151	287	178	0	187	0	148	386	546	1190	340	1305	870	2079	1923	738	1160	0
Map7d2	649.555556	268	122	285	218	0	0	0	0	0	0	671	209	1296	852	2605	2489	1068	1609	0
Dpep1	649.277778	801	629	702	636	247	654	0	352	120	300	1297	762	791	509	1346	1361	445	735	0
Snn	646.777778	947	961	973	715	180	408	0	211	283	593	1286	578	602	356	1413	943	506	687	0
Cpd	646.111111	868	565	678	530	179	318	0	319	168	530	930	136	832	547	1649	1393	755	1233	0
Ciao2b	645.888889	758	516	603	711	0	337	0	0	128	266	1219	303	742	578	1907	1542	828	1188	0
Zc2hc1a	645.833333	840	730	662	521	228	403	0	296	144	248	755	227	724	471	2000	1762	515	1099	0
Nrxn1	645.055556	0	0	0	0	0	0	0	0	0	0	0	0	1527	1451	2501	2552	1433	2147	0
Fam111a	644.833333	1020	668	668	615	119	214	0	298	206	405	1067	532	400	304	2017	1396	754	924	0
Dmxl1	643.166667	924	893	688	893	0	430	0	129	185	364	1136	256	706	301	1882	1481	418	891	0
Fam110a	640.166667	466	437	386	402	0	230	0	0	232	385	841	337	1174	938	1657	1552	1185	1301	0
Dlg4	639.833333	166	115	154	146	0	262	0	0	109	337	292	0	1493	1043	2317	2129	1280	1674	0
Sema4b	639.555556	426	404	324	438	0	405	0	175	143	415	477	479	1313	951	1933	1632	710	1287	0
Rhbdl3	637.000000	213	246	255	227	0	0	0	0	216	306	905	0	1633	1076	1852	1833	1147	1557	0
1700067K01Rik	635.111111	446	354	392	346	0	358	0	155	281	429	1293	430	542	602	1914	1927	704	1259	0
Cdh23	635.055556	419	268	221	270	0	321	0	0	775	798	1273	198	844	325	2290	1585	674	1170	0
Stmn1	634.444444	113	0	0	0	0	0	0	0	0	217	918	127	1656	1406	1987	1989	1140	1867	0
Sgo1	634.333333	257	163	118	116	0	213	0	288	0	179	820	219	761	521	2504	2267	1231	1761	0
Tmem219	633.888889	590	384	539	416	0	309	0	0	0	195	785	151	2382	1744	681	725	1085	1424	0
Atg9b	633.833333	555	430	368	375	0	217	0	166	172	267	879	142	821	457	2449	2064	869	1178	0
Abcb8	633.833333	555	430	368	375	0	217	0	166	172	267	879	142	821	457	2449	2064	869	1178	0
Tbl2	633.000000	839	733	711	755	0	0	0	336	0	372	983	338	891	523	1783	1437	544	1149	0
Kin	632.555556	377	259	345	270	0	342	0	159	0	0	257	0	1731	1058	2022	1943	1077	1546	0
Atp5c1	632.555556	377	259	345	270	0	342	0	159	0	0	257	0	1731	1058	2022	1943	1077	1546	0
Klf9	631.611111	661	453	541	426	204	567	0	491	160	385	1430	485	787	476	1777	1409	474	643	0
Zfp365	631.111111	0	0	0	0	0	0	0	200	464	815	1110	488	619	442	2382	2212	1094	1534	0
Lamb2	628.777778	657	488	776	570	0	286	0	92	405	706	1188	366	641	389	1874	1398	380	1102	0
Ccdc9b	628.555556	741	575	750	516	272	595	0	172	355	635	1507	650	398	321	1339	1312	487	689	0
Cibar2	627.611111	0	0	0	0	0	0	0	0	134	327	209	0	1585	988	2280	2365	1478	1931	0
Cyren	627.111111	1489	1143	1334	1299	133	444	0	0	137	318	1367	420	389	291	1003	666	300	555	0
Pakap	626.000000	616	438	545	416	326	811	0	199	178	167	1273	668	988	533	1430	1074	658	948	0
Dhx33	624.000000	353	306	282	362	147	317	0	211	137	195	1160	361	1353	1029	1744	1463	592	1220	0
Tlnrd1	623.222222	401	342	187	131	0	362	0	230	139	122	787	241	1092	507	2104	2068	1056	1449	0
Nudt13	622.888889	444	322	451	271	0	263	0	0	292	392	1437	398	632	563	2044	1938	618	1147	0
Meak7	622.166667	774	703	826	744	0	232	0	274	133	472	1224	420	551	452	1431	1132	757	1074	0
Amz2	621.000000	542	325	428	307	115	339	0	135	195	383	690	0	961	861	1920	1730	807	1440	0
Ubtd1	620.444444	751	357	400	260	0	236	0	607	179	414	932	305	539	506	1879	1534	1018	1251	0
Mms19	620.444444	751	357	400	260	0	236	0	607	179	414	932	305	539	506	1879	1534	1018	1251	0
Nup62	620.111111	870	706	725	818	0	157	0	193	195	545	893	297	875	485	1500	1142	667	1094	0
Il4i1b	620.111111	870	706	725	818	0	157	0	193	195	545	893	297	875	485	1500	1142	667	1094	0
Atf5	620.111111	870	706	725	818	0	157	0	193	195	545	893	297	875	485	1500	1142	667	1094	0
Traip	619.666667	491	474	492	558	0	341	0	0	116	265	913	159	1109	518	2075	1659	840	1144	0
Ptpn14	618.833333	486	324	270	235	173	360	0	214	420	801	1141	536	993	513	1874	1393	476	930	0
Pik3c2a	618.333333	469	175	159	0	0	177	0	0	194	198	734	184	989	1074	2116	2167	1042	1452	0
Lrrc42	617.500000	401	0	0	0	223	436	0	367	150	567	980	287	640	651	2165	2136	892	1220	0
Hspb11	617.500000	401	0	0	0	223	436	0	367	150	567	980	287	640	651	2165	2136	892	1220	0
Cdc42ep3	615.555556	0	0	0	0	0	194	0	0	0	119	369	0	1957	1438	2090	2136	1092	1685	0
Kcnh4	614.944444	337	318	238	231	0	174	0	0	140	364	992	228	809	738	2182	1958	878	1482	0
Hcrt	614.944444	337	318	238	231	0	174	0	0	140	364	992	228	809	738	2182	1958	878	1482	0
Prpf38b	614.888889	399	282	304	251	174	390	0	0	90	133	1222	392	875	659	1831	1640	1116	1310	0
Invs	612.277778	656	618	548	421	0	250	0	204	123	0	543	0	768	571	1577	1678	1259	1805	0
Erp44	612.277778	656	618	548	421	0	250	0	204	123	0	543	0	768	571	1577	1678	1259	1805	0
Atp5k	612.055556	196	227	365	307	0	126	0	0	258	626	1656	298	637	386	1878	1848	870	1339	0
Epb41l5	611.555556	138	0	0	106	0	0	0	0	0	132	790	223	1458	1257	2148	1922	1177	1657	0
Baz1a	610.388889	643	422	428	543	160	544	0	301	305	329	1395	400	636	383	1360	1618	479	1041	0
Dscc1	610.166667	153	129	108	135	0	0	0	104	88	240	582	133	1688	1433	2106	1699	918	1467	0
Yipf5	609.166667	281	300	249	171	0	200	0	197	133	426	1057	242	817	628	2214	2001	732	1317	0
Atg16l2	609.111111	433	236	306	177	0	93	0	128	395	467	485	0	1183	724	1926	1714	1229	1468	0
Lpl	608.000000	965	743	782	729	0	497	0	423	0	0	1294	629	476	325	1717	1026	384	954	0
Zfp46	607.333333	993	963	840	693	0	343	0	256	252	602	1338	354	574	372	1370	929	432	621	0
Irak3	606.388889	870	677	719	589	0	402	0	341	100	271	943	374	650	344	1481	1451	677	1026	0
Cdkl4	605.000000	133	113	93	99	0	287	0	0	0	0	182	0	1494	962	2691	2324	985	1527	0
Wdr60	604.500000	348	168	98	0	0	0	0	140	95	268	908	131	1149	684	2429	2393	835	1235	0
Tle2	604.111111	0	0	0	0	0	139	0	0	80	625	1148	125	1182	1079	1908	2018	1179	1391	0
Sh2b3	604.111111	559	438	339	440	113	258	0	0	611	913	972	0	925	660	1530	1308	659	1149	0
Ppdpf	603.444444	413	367	446	323	0	307	0	277	121	511	1181	475	909	661	1523	1461	665	1222	0
Cdkl1	602.388889	822	475	374	459	0	283	0	0	149	172	793	341	641	581	1850	1783	923	1197	0
Efhd1	600.611111	1026	798	720	656	0	150	0	0	0	0	649	177	919	452	1942	1634	540	1148	0
Optc	600.111111	223	242	341	138	0	286	0	0	201	515	964	121	960	733	2321	1995	725	1037	0
Ccdc102a	600.111111	577	419	498	412	0	275	0	142	200	628	1074	296	984	518	1780	1555	413	1031	0
Csnk1g2	599.888889	995	819	942	887	0	255	0	175	0	237	826	162	547	621	1556	1265	673	838	0
Patz1	599.333333	0	0	0	0	0	0	0	0	92	150	242	0	1878	1777	1997	2005	1023	1624	0
Ccng2	598.944444	227	297	211	240	160	470	0	127	201	453	1016	317	922	613	1976	1897	751	903	0
Naa50	598.388889	512	360	316	339	120	317	0	216	175	402	1147	186	761	515	1715	1535	887	1268	0
Atp6v1a	598.388889	512	360	316	339	120	317	0	216	175	402	1147	186	761	515	1715	1535	887	1268	0
Gpr37	598.222222	295	147	230	0	0	0	0	0	223	158	198	0	1834	820	2225	1994	930	1714	0
Fyn	598.166667	239	0	237	0	0	0	0	123	193	438	1095	145	1065	712	2118	1890	1149	1363	0
Zfp287	597.888889	467	316	254	307	0	0	0	0	205	410	742	0	1254	612	1814	1670	1074	1637	0
Plpbp	596.277778	299	330	220	265	0	173	0	204	177	301	692	206	959	645	1941	1733	1095	1493	0
Slc35b2	595.555556	287	102	0	0	213	552	0	173	483	856	1380	428	509	522	1849	1479	694	1193	0
Kcng4	594.555556	0	0	0	0	0	0	0	0	0	0	0	0	1819	1413	2026	1962	1544	1938	0
Ppp1r11	594.166667	534	203	277	139	0	266	0	144	221	327	1085	138	1007	678	1859	1726	757	1334	0
Adsl	593.111111	289	338	268	275	0	344	0	0	70	0	522	217	1375	642	2059	1634	1030	1613	0
Tcf7	591.444444	351	0	0	0	303	753	0	228	568	744	1576	686	685	301	1815	1553	451	632	0
Ear10	590.611111	176	120	138	186	0	0	0	0	0	168	605	0	1016	861	1868	1971	1589	1933	0
Apc2	589.222222	761	849	677	877	322	496	0	291	188	352	1465	631	353	446	904	929	420	645	0
Cldn5	588.944444	0	0	0	0	0	0	0	0	0	0	0	0	2750	2310	2361	1893	420	867	0
Pak4	588.888889	1097	948	837	883	239	750	0	200	0	0	839	247	561	379	1030	1126	493	971	0
Ankrd2	588.111111	224	323	313	177	0	465	0	0	220	640	1189	274	516	304	2183	1842	735	1181	0
Wiz	587.555556	461	248	170	168	0	329	0	237	181	548	1344	375	716	560	1748	1695	840	956	0
Lrrc8a	587.222222	1052	741	884	786	201	666	0	645	0	115	945	361	285	253	1149	1110	541	836	0
Arid2	586.333333	0	0	0	0	0	286	0	337	200	498	1470	403	762	702	2169	1885	630	1212	0
Sipa1l1	585.388889	488	237	262	0	0	229	0	117	0	242	924	269	745	427	2750	2678	398	771	0
Ank3	585.333333	0	0	0	0	423	441	0	0	164	453	1339	210	887	611	2105	1939	872	1092	0
Nsmce4a	584.444444	657	484	276	275	0	101	0	157	105	207	536	0	1316	765	2016	1602	703	1320	0
Akt2	583.555556	332	321	346	174	274	965	0	868	0	127	1090	747	540	376	1497	1220	725	902	0
Cd7	582.333333	323	175	230	177	0	187	0	0	591	416	1013	220	1009	676	2172	1560	569	1164	0
Art3	582.333333	767	512	392	417	355	687	0	162	0	648	1401	479	154	0	1868	1644	354	642	0
Pcnx4	581.611111	772	587	829	576	138	567	0	258	260	545	1102	310	301	276	1209	1043	800	896	0
Srbd1	581.500000	741	467	481	600	200	415	0	0	161	406	1110	232	701	400	1788	1333	544	888	0
Rchy1	580.277778	586	338	445	372	0	176	0	169	127	388	1390	417	726	506	1833	1469	675	828	0
Cdcp2	580.166667	184	191	0	139	0	162	0	0	0	0	983	100	1744	1335	1965	1725	768	1147	0
Ubxn1	579.777778	230	194	121	0	0	0	0	157	152	267	847	133	1127	856	2084	1809	983	1476	0
Lca5l	578.666667	356	356	351	254	0	115	0	150	102	377	969	143	672	429	2241	1831	824	1246	0
Ppp2r5a	578.277778	351	306	280	338	0	0	0	121	0	431	949	217	716	711	1861	1781	1145	1202	0
Adipoq	577.944444	1884	1668	1739	1519	254	663	0	270	0	0	1265	497	0	0	324	150	0	170	0
Klhl24	576.944444	515	331	417	270	0	348	0	376	92	311	1091	431	857	757	1482	1375	695	1037	0
Dhrs4	576.222222	389	447	265	293	0	166	0	102	112	274	747	115	1056	462	2212	1751	610	1371	0
Sertad3	575.555556	370	259	285	307	117	169	0	203	96	480	1166	123	433	494	1780	1698	1057	1323	0
Rpl39	573.833333	667	631	485	543	0	138	0	287	0	299	585	0	710	473	1889	1680	779	1163	0
Fam135a	573.000000	358	156	161	0	0	229	0	237	241	415	1343	292	913	562	1954	1758	647	1048	0
Msh5	572.888889	0	173	209	147	0	0	0	0	0	0	0	0	1288	1007	2536	2441	939	1572	0
Ncoa3	570.888889	385	209	178	0	0	362	0	189	231	367	1449	424	637	497	1947	1677	749	975	0
Ddit4	570.000000	786	575	573	580	0	171	0	411	0	277	784	211	674	448	1410	1454	841	1065	0
Coro2b	569.055556	412	406	355	359	170	489	0	477	0	143	1190	646	942	169	1824	895	621	1145	0
Zcchc7	568.888889	642	574	522	417	0	115	0	176	0	290	1202	150	439	519	1616	1660	807	1111	0
Mmrn1	568.777778	0	0	0	0	0	0	0	0	0	0	0	0	1334	1192	1806	2619	1389	1898	0
Cyp27a1	568.555556	849	565	740	782	0	266	0	117	0	85	248	272	436	437	1974	1581	876	1006	0
Atp2b2	568.333333	0	0	0	0	0	0	0	0	0	0	153	0	2123	1346	2241	2183	736	1448	0
Mtif2	568.111111	306	168	199	162	226	207	0	171	0	197	804	0	1130	866	1548	1768	1212	1262	0
Arap1	568.055556	1075	930	842	570	303	967	0	256	215	268	680	385	220	300	1543	704	390	577	0
Specc1l	567.833333	0	0	0	0	0	0	0	0	209	449	1225	271	1080	603	1879	1770	1039	1696	0
Akt1s1	567.555556	579	443	396	427	0	213	0	171	0	155	454	135	1071	767	1917	1513	763	1212	0
Zfp784	567.388889	434	300	276	230	0	168	0	230	0	150	721	182	832	452	2146	1684	1098	1310	0
Rps11	566.611111	713	560	463	463	0	0	0	0	0	0	465	0	829	762	1883	1703	943	1415	0
Dll1	565.611111	355	224	285	198	0	0	0	0	0	0	222	0	1899	1238	1495	1611	1095	1559	0
Ero1b	565.444444	492	223	327	273	0	211	0	130	215	397	971	0	667	470	1876	1591	907	1428	0
Gm15517	565.166667	0	0	0	0	0	0	0	0	0	167	218	0	2513	2190	1270	1247	984	1584	0
Chrna4	564.666667	0	0	0	0	0	0	0	0	0	0	0	0	2466	1792	1253	1601	1369	1683	0
Top1mt	564.611111	251	283	304	193	0	0	0	122	247	386	1084	170	371	363	2117	1902	835	1535	0
Neil1	564.500000	216	205	269	303	0	0	0	0	0	164	294	0	2037	1509	1933	1410	729	1092	0
Kdm4a	564.444444	878	432	563	776	0	182	0	209	0	292	741	75	574	421	1410	1363	778	1466	0
Spindoc	563.833333	370	246	323	436	0	0	0	0	100	195	647	249	1217	711	1809	1738	733	1375	0
Sptbn2	562.944444	0	0	0	0	0	0	0	0	0	0	0	0	1147	1013	2262	2579	1535	1597	0
Fis1	562.666667	551	596	419	593	0	114	0	161	99	264	988	168	868	497	1524	1364	707	1215	0
Zswim6	562.555556	348	407	292	345	0	385	0	105	158	306	867	315	788	762	1545	1547	844	1112	0
Setx	561.388889	156	159	78	227	0	0	0	135	213	614	1016	270	812	545	1995	1884	863	1138	0
Cd36	560.444444	259	226	248	222	250	639	0	239	0	0	1128	289	353	284	2456	1998	414	1083	0
Lztfl1	559.888889	449	219	489	409	0	0	0	0	90	0	0	0	707	474	2539	2364	872	1466	0
Myo1e	559.388889	392	231	168	216	0	114	0	0	255	748	908	233	1266	660	1698	1506	635	1039	0
Pank3	559.277778	206	160	189	154	0	467	0	159	96	471	892	336	592	548	2101	1772	845	1079	0
Racgap1	557.944444	0	0	0	0	0	0	0	0	0	0	774	0	2225	1218	1191	1541	1258	1836	0
M6pr	557.833333	517	446	382	344	0	226	0	220	75	0	248	113	948	654	1866	1783	933	1286	0
Trabd2b	557.444444	690	689	459	454	279	940	0	186	0	0	1395	517	243	230	1328	1058	693	873	0
Ppp1r16b	557.388889	508	417	346	357	0	0	0	0	0	0	138	0	1274	1176	1949	1682	968	1218	0
1700042G07Rik	557.277778	1077	722	668	796	0	342	0	97	0	98	697	182	586	275	1845	1372	401	873	0
Jag2	557.166667	484	352	323	278	0	0	0	0	0	0	210	0	1304	544	2303	1814	856	1561	0
Ppp4c	556.888889	264	163	191	167	0	138	0	142	117	399	865	0	1094	601	2121	1695	739	1328	0
Ints3	556.277778	403	157	276	192	0	273	0	245	111	379	469	92	889	710	1817	1688	1073	1239	0
Rara	555.166667	255	130	197	196	0	155	0	0	183	457	1114	234	1175	533	1806	1942	507	1109	0
Gm4861	554.500000	584	416	439	298	0	410	0	0	180	602	1298	287	394	237	1740	1466	712	918	0
Yipf1	553.444444	621	733	627	641	0	208	0	126	0	196	744	241	700	513	1642	1237	653	1080	0
Pcolce2	552.500000	648	466	353	447	0	354	0	178	132	295	836	416	718	437	1514	1460	694	997	0
Idh3a	552.000000	647	518	436	573	448	1380	0	301	0	0	1718	487	106	0	1810	1178	123	211	0
Egr1	551.500000	664	484	494	419	321	449	0	412	296	759	1485	475	407	220	1016	1122	399	505	0
Fam168a	548.555556	1314	928	988	1037	147	202	0	191	0	0	518	94	1142	479	929	795	400	710	0
Tusc2	547.611111	526	437	480	393	0	248	0	305	119	146	978	89	597	492	1417	1408	955	1267	0
Xrcc4	547.222222	611	538	519	468	126	320	0	0	0	171	997	176	758	505	1853	1262	445	1101	0
Tmem167	547.222222	611	538	519	468	126	320	0	0	0	171	997	176	758	505	1853	1262	445	1101	0
Arhgap39	546.444444	268	0	0	0	0	187	0	193	357	753	1627	654	410	426	1928	1763	454	816	0
Cxcr1	546.000000	297	216	239	228	0	291	0	0	220	683	1134	337	724	381	2003	1524	531	1020	0
Tubb3	545.333333	102	0	0	0	0	0	0	0	394	503	671	220	1438	1137	1700	1572	805	1274	0
Mc1r	545.333333	102	0	0	0	0	0	0	0	394	503	671	220	1438	1137	1700	1572	805	1274	0
Mxd3	545.277778	0	0	151	0	0	112	0	0	156	171	271	97	1304	795	2211	1899	1065	1583	0
Nmnat3	544.166667	881	545	681	432	133	426	0	200	179	515	1261	393	542	248	1316	1036	410	597	0
Mydgf	543.055556	90	109	93	143	107	0	0	0	0	197	322	0	1918	1140	1971	1625	832	1228	0
Supt4a	543.000000	218	0	0	0	0	196	0	132	170	417	1102	157	848	761	2006	1606	868	1293	0
Cdk9	542.500000	548	469	467	476	0	187	0	181	155	299	1113	260	363	406	1674	1732	645	790	0
Btg3	541.222222	397	378	315	324	424	806	0	0	0	177	1499	233	319	176	1826	1475	436	957	0
Sytl3	540.500000	134	0	187	192	0	156	0	0	114	260	1221	257	1101	937	1321	1428	1094	1327	0
Sppl2a	540.222222	539	610	428	518	0	0	0	0	0	0	284	0	961	609	2131	1640	910	1094	0
Plbd2	539.333333	421	315	426	216	0	519	0	244	354	764	1375	641	630	434	1212	1052	369	736	0
Blvra	537.222222	566	314	342	398	0	175	0	286	0	249	1051	303	909	247	1718	1330	640	1142	0
Natd1	537.166667	596	802	827	759	0	366	0	128	0	240	1127	160	671	419	1426	1071	471	606	0
Faap20	536.944444	425	346	458	562	0	115	0	163	200	687	1063	195	550	368	2013	1266	617	637	0
Plscr3	536.055556	396	296	296	350	0	172	0	191	178	292	880	205	721	479	1647	1668	607	1271	0
Tmem65	535.666667	825	518	856	567	233	695	0	214	200	250	893	367	508	472	996	939	454	655	0
Ninl	535.055556	0	0	0	0	0	0	0	216	138	571	1127	300	737	636	1899	1770	945	1292	0
Midn	534.611111	139	114	103	0	164	390	0	252	276	457	1113	581	893	688	1455	1380	656	962	0
Nt5c2	534.333333	474	265	365	320	188	492	0	0	0	227	1480	301	633	444	1557	1531	641	700	0
Zbtb8a	533.500000	729	499	415	429	651	1305	0	151	170	145	1186	637	0	0	1814	1472	0	0	0
Mrap	532.611111	330	270	307	208	0	151	0	0	0	0	153	115	317	328	2223	2124	1109	1952	0
Rbpj	531.222222	659	671	529	763	216	569	0	157	0	257	1203	450	186	258	1076	1037	570	961	0
Hyls1	530.944444	484	385	375	351	0	0	0	0	0	74	581	0	830	700	2053	1852	642	1230	0
Atp5g3	530.722222	295	142	120	113	271	845	0	463	127	0	922	191	714	348	1981	1662	491	868	0
Lrguk	530.388889	383	366	178	539	0	200	0	0	115	246	499	241	730	600	1966	1564	871	1049	0
Rabgap1l	529.888889	0	0	0	0	0	0	0	0	0	185	304	0	1034	793	2490	2134	930	1668	0
Armh3	529.055556	254	185	190	0	0	131	0	338	0	102	885	215	1087	543	1578	1683	1033	1299	0
Mettl2	528.611111	330	331	230	252	198	303	0	109	288	386	1119	150	617	294	1657	1276	715	1260	0
Btrc	528.388889	493	496	481	454	0	256	0	358	122	89	374	171	392	250	1917	1700	880	1078	0
Osbpl11	528.333333	420	499	402	358	0	244	0	180	0	474	1069	332	437	279	1687	1504	471	1154	0
Krt26	528.277778	0	0	0	0	0	0	0	0	0	0	0	0	1856	1340	1500	1741	1206	1866	0
Rbm48	528.166667	196	153	220	215	0	159	0	0	0	143	631	0	980	782	1966	1785	1142	1135	0
Pex1	528.166667	196	153	220	215	0	159	0	0	0	143	631	0	980	782	1966	1785	1142	1135	0
Zfp664	528.111111	429	293	207	351	0	266	0	281	182	716	1140	299	417	242	1751	1598	525	809	0
Ccdc92	528.111111	429	293	207	351	0	266	0	281	182	716	1140	299	417	242	1751	1598	525	809	0
Zfp647	527.444444	326	304	145	280	0	229	0	168	188	295	908	0	790	570	1736	1708	838	1009	0
Ehd3	527.388889	370	348	331	323	261	523	0	0	0	208	423	0	904	518	1952	1582	705	1045	0
Rraga	527.222222	194	107	206	0	0	150	0	0	0	427	827	201	1000	457	2000	1646	947	1328	0
Gtf3c2	526.277778	323	190	244	219	0	0	0	349	0	287	620	231	767	409	1989	1625	810	1410	0
Eya2	526.277778	380	233	239	139	174	307	0	0	381	620	1260	181	591	592	1814	1219	629	714	0
Vti1b	526.111111	170	146	184	111	0	327	0	0	0	286	720	0	720	522	2206	1769	971	1338	0
Zscan18	525.444444	499	302	394	424	0	0	0	0	0	0	0	0	1007	679	2007	1699	800	1647	0
Plec	524.333333	813	568	726	569	249	605	0	537	260	488	1289	768	240	221	810	572	285	438	0
Msi1	523.666667	0	0	0	0	0	0	0	0	0	243	530	0	1079	980	1512	1679	1529	1874	0
Ezr	523.388889	584	388	321	247	0	174	0	139	0	133	809	145	749	543	1854	1519	751	1065	0
Wdfy3	522.777778	257	233	264	153	0	232	0	0	0	0	238	0	1626	1097	1739	1527	820	1224	0
Has2	522.777778	482	318	375	289	0	267	0	0	118	476	1394	375	791	510	1314	1132	508	1061	0
Abca1	522.000000	207	182	106	0	0	660	0	231	0	260	1174	370	507	302	1985	1836	585	991	0
Mfap2	521.611111	336	269	310	234	0	239	0	150	271	763	1096	290	716	473	1708	1186	423	925	0
Slc35f6	521.333333	373	370	224	314	0	0	0	0	0	137	460	127	679	308	2176	2166	782	1268	0
Abhd16b	521.333333	696	800	630	709	0	325	0	158	181	265	824	475	509	457	1128	932	523	772	0
Txn1	520.833333	650	609	785	594	460	890	0	0	139	341	934	264	419	440	767	835	492	756	0
Tst	520.833333	502	507	700	361	183	419	0	276	416	420	944	475	370	345	1303	1014	374	766	0
Mpst	520.833333	502	507	700	361	183	419	0	276	416	420	944	475	370	345	1303	1014	374	766	0
