Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX197273|Macrophages	SRX197274|Macrophages	SRX197275|Macrophages	SRX197276|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX9311781|Macrophages	SRX9311782|Macrophages	SRX9311783|Macrophages	SRX9311784|Macrophages	SRX9311785|Macrophages	SRX9311786|Macrophages	SRX9311787|Macrophages	SRX9311788|Macrophages	SRX9311789|Macrophages	SRX9311790|Macrophages	SRX9311791|Macrophages	SRX9311792|Macrophages	SRX9311793|Macrophages	SRX9311794|Macrophages	SRX9311795|Macrophages	SRX9311796|Macrophages	SRX9311797|Macrophages	SRX9311798|Macrophages	SRX9311799|Macrophages	SRX9311800|Macrophages	SRX9311801|Macrophages	SRX9311802|Macrophages	SRX9311803|Macrophages	SRX9311804|Macrophages	SRX9311885|Macrophages	SRX9311886|Macrophages	SRX9311887|Macrophages	SRX9311888|Macrophages	SRX9311889|Macrophages	SRX9311890|Macrophages	SRX9311891|Macrophages	SRX9311892|Macrophages	SRX832470|Naive_T_cells	SRX832476|Naive_T_cells	SRX12379720|RAW_264.7	SRX12379721|RAW_264.7	SRX12379722|RAW_264.7	SRX12379723|RAW_264.7	SRX12379724|RAW_264.7	SRX12379725|RAW_264.7	SRX12379726|RAW_264.7	SRX12379742|RAW_264.7	SRX12379743|RAW_264.7	SRX12379744|RAW_264.7	SRX12379745|RAW_264.7	SRX12379844|RAW_264.7	SRX12379845|RAW_264.7	SRX12379846|RAW_264.7	SRX12379847|RAW_264.7	SRX12379848|RAW_264.7	SRX12379849|RAW_264.7	SRX12379850|RAW_264.7	SRX12379851|RAW_264.7	SRX12379867|RAW_264.7	SRX13208232|RAW_264.7	SRX13208233|RAW_264.7	SRX13208234|RAW_264.7	SRX13208235|RAW_264.7	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Slc17a5	396.225352	0	1137	620	1121	1375	1562	414	529	132	283	2012	783	1746	924	881	1279	101	0	294	718	0	157	500	623	0	158	723	1368	167	85	701	1328	0	0	188	244	0	0	152	0	0	0	0	1224	1101	0	0	1271	1293	240	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	190	171	0
Trem2	396.000000	0	1737	1501	1404	1685	1551	1118	1441	114	319	1574	980	1168	479	677	699	0	0	182	227	0	0	284	307	0	122	465	993	194	0	628	987	138	0	267	200	0	0	274	0	0	0	0	1336	1379	0	0	1470	1449	395	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mefv	395.873239	0	1747	1103	1824	2113	1344	294	684	219	469	2107	1055	1884	800	728	1074	111	103	425	535	238	234	513	828	0	337	592	1493	105	131	342	930	0	0	226	349	0	0	117	185	0	0	0	411	580	0	0	655	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	418	0	0
Sptbn1	394.957746	0	2413	1828	2637	3036	2967	274	412	0	157	2247	1063	1842	623	814	1045	0	0	413	439	0	0	528	712	0	91	548	1356	0	0	472	1174	0	0	0	155	0	0	0	0	0	0	0	120	0	0	0	318	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
Poli	393.647887	0	3186	2877	3117	3201	2785	558	1140	0	0	2069	942	552	110	0	160	0	0	0	0	0	0	0	145	0	0	0	333	0	0	244	413	0	0	0	0	0	0	0	0	0	0	0	367	366	0	0	685	698	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	356	1665	1135	0
Ltb4r1	379.211268	0	1048	921	1422	1279	864	705	1175	0	0	2597	1205	1866	538	765	976	0	0	302	253	0	0	235	732	0	0	491	1124	0	0	916	1218	0	0	140	0	0	0	0	0	0	0	0	1025	1220	0	0	1251	1187	154	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	406	0	0
Mllt10	378.943662	0	294	341	374	508	831	1053	1039	0	0	1509	612	965	514	436	470	0	0	380	244	0	0	147	293	0	0	363	970	84	0	684	951	0	0	300	160	0	0	160	0	0	0	0	1143	1159	0	0	1754	1472	505	528	0	0	0	0	0	0	103	0	0	0	93	0	0	0	0	1924	0	1082	1196	2264	0
Acod1	375.788732	0	2042	2132	2679	2539	1864	773	1200	0	0	1962	1176	1325	429	748	484	0	0	132	235	0	0	299	598	0	0	266	686	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	906	1073	0	0	1257	867	147	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	103	0	0	0	0
Klk1b11	374.845070	0	2064	1482	1809	1885	2253	743	922	213	468	2049	978	1721	890	501	785	84	0	390	471	125	217	502	433	0	213	369	1170	0	0	111	435	0	0	197	274	0	0	275	0	0	0	0	510	526	0	0	771	635	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpa	372.802817	0	1635	1382	1915	2155	2053	1506	1685	0	0	1098	816	707	497	521	566	0	0	190	253	0	0	214	333	0	0	570	645	126	0	335	816	0	0	143	94	77	0	210	0	0	0	0	1250	1078	0	0	1572	1346	266	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha3	371.492958	0	1358	925	1955	1976	1873	790	995	0	0	1695	462	1233	472	757	652	0	0	305	244	0	0	202	408	0	0	222	925	0	0	316	613	0	0	0	135	0	0	0	0	0	0	0	942	842	0	0	1186	1092	125	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	361	1006	642	0
Fkbp7	371.492958	0	1358	925	1955	1976	1873	790	995	0	0	1695	462	1233	472	757	652	0	0	305	244	0	0	202	408	0	0	222	925	0	0	316	613	0	0	0	135	0	0	0	0	0	0	0	942	842	0	0	1186	1092	125	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	361	1006	642	0
Oas1c	371.422535	0	2229	1885	1686	2007	2011	626	909	0	0	1269	408	694	208	325	107	0	0	145	0	0	0	148	0	0	0	124	447	0	0	309	273	0	0	0	0	0	0	0	0	0	0	0	824	725	0	0	1800	1492	390	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0	688	1568	1452	0
Oas1b	371.422535	0	2229	1885	1686	2007	2011	626	909	0	0	1269	408	694	208	325	107	0	0	145	0	0	0	148	0	0	0	124	447	0	0	309	273	0	0	0	0	0	0	0	0	0	0	0	824	725	0	0	1800	1492	390	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0	688	1568	1452	0
Lair1	371.394366	0	2487	2065	2424	2599	2144	724	1159	180	351	1690	765	1035	728	483	626	112	0	281	259	113	203	192	440	0	165	213	683	0	0	465	626	163	173	197	264	164	128	186	163	0	0	0	300	409	0	0	380	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
Nfkb1	368.957746	0	1192	986	1738	1928	1670	792	1086	0	0	1841	835	1426	404	393	555	0	0	120	150	0	0	164	197	0	0	437	596	0	0	123	326	0	0	128	0	0	0	0	0	0	0	0	677	645	0	0	777	647	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0	829	2288	1558	0
Btbd19	368.718310	0	1655	871	1578	1848	1967	786	1011	76	232	822	636	586	387	757	529	0	0	198	197	0	0	305	371	0	0	493	888	0	0	525	1296	0	0	233	109	0	0	167	0	0	0	0	644	856	0	0	980	810	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	1669	0	369	1176	1059	0
Rab11fip5	368.647887	0	1894	1144	1552	1684	1606	1232	1502	87	348	1157	799	784	552	636	514	0	0	351	315	0	0	222	259	0	0	478	925	0	0	125	150	0	0	176	176	0	0	215	0	0	0	0	1573	1411	0	0	1649	1603	423	508	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d4	365.450704	0	1655	871	1578	1848	1967	786	1011	76	0	822	636	586	387	757	529	0	0	198	197	0	0	305	371	0	0	493	888	0	0	525	1296	0	0	233	109	0	0	167	0	0	0	0	644	856	0	0	980	810	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	1669	0	369	1176	1059	0
Irf7	364.366197	0	2713	2393	2538	2952	2837	401	879	0	197	2008	1517	883	469	136	266	0	0	0	0	90	0	0	140	0	86	307	645	0	0	197	501	0	0	0	0	0	0	116	0	0	0	0	482	495	0	0	1074	897	155	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	167	0	0	0	0
2610001J05Rik	360.239437	0	1971	1371	1965	2392	1950	566	910	153	234	1993	1186	1493	891	574	743	107	0	297	295	150	90	314	572	0	106	647	1139	84	150	359	950	0	0	234	458	0	0	0	0	0	0	0	100	302	0	0	207	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	131	182	0
Cln5	359.507042	0	2453	1826	2044	2351	2233	505	692	0	0	2253	682	1550	513	436	544	0	0	212	480	0	0	340	525	0	0	639	1348	0	0	546	1327	164	0	0	145	0	0	104	0	0	0	0	160	282	0	0	439	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	122	0	0	0	0
Tnip3	357.056338	0	1643	1334	2163	2332	1250	288	644	74	345	1419	828	938	351	425	757	0	0	178	241	0	0	189	315	0	80	309	582	0	0	310	592	0	0	136	159	0	0	0	0	0	0	0	355	540	0	0	591	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1541	0	237	2019	1492	0
Gna15	355.098592	0	1690	1353	1551	1689	2074	985	972	0	200	1348	641	855	424	510	573	0	0	285	177	0	176	154	329	0	0	381	848	0	127	366	843	0	0	226	141	0	0	152	0	0	0	0	742	862	0	0	1340	1150	372	350	0	0	0	0	0	0	0	0	0	0	0	109	125	0	0	383	0	0	442	267	0
Arid5a	353.366197	0	1082	580	667	946	1037	0	230	252	352	1821	1183	1295	614	430	707	0	0	294	432	100	255	169	400	0	148	253	728	187	145	672	839	0	0	363	470	0	0	231	194	0	0	0	1199	995	0	105	1779	1630	396	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	559	586	0
Sestd1	350.436620	0	2414	2156	2287	2541	2293	651	972	0	203	920	762	531	210	241	290	0	0	129	210	0	94	146	227	0	0	194	627	0	0	284	407	0	0	0	147	0	0	0	0	0	0	0	1064	1127	0	0	1493	1271	352	521	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd33	350.422535	0	1487	1169	1255	1216	1207	612	954	129	280	2017	1048	1357	781	649	911	0	0	348	690	0	0	429	413	101	172	682	1384	0	96	557	1142	82	0	320	281	0	0	184	0	0	0	0	503	581	0	0	684	375	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	333	0	0
Gda	345.788732	0	1199	836	952	719	968	323	660	289	384	2366	1348	1995	825	612	909	124	0	359	437	246	374	416	503	0	0	0	125	191	0	401	903	0	0	265	209	0	0	0	0	0	0	246	1223	1076	0	0	1268	955	0	0	0	0	0	0	0	0	0	0	0	0	275	294	276	0	0	0	0	0	0	0	0
Mark4	345.309859	0	2740	1641	2557	2694	2641	651	703	0	0	2609	911	1511	598	555	505	0	0	339	313	0	0	0	165	0	0	0	384	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	472	465	0	0	970	776	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l2	345.309859	0	2740	1641	2557	2694	2641	651	703	0	0	2609	911	1511	598	555	505	0	0	339	313	0	0	0	165	0	0	0	384	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	472	465	0	0	970	776	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf24	341.718310	0	2270	1587	2439	2586	2827	580	844	0	0	1498	754	457	435	285	385	0	0	178	273	0	0	167	283	0	0	221	411	0	0	399	817	0	0	0	0	0	0	0	0	0	0	0	832	1006	0	0	1286	1057	185	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galm	341.605634	0	2144	1772	2213	2086	2227	1004	1426	0	0	1382	1096	868	647	564	702	0	0	235	289	0	0	195	299	0	0	229	751	0	0	232	608	0	0	168	219	0	0	164	0	0	0	0	477	435	0	0	664	528	157	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	202	0	0
Snx2	341.422535	0	2424	2554	3166	3409	3177	645	946	0	0	1888	1127	485	148	0	150	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	209	0	0	0	0	0	0	0	0	0	0	146	0	125	0	0	374	418	0	0	0	0	0	0	0	0	0	0	0	0	157	0	111	0	0	487	209	451	1286	0	0
H3f3b	340.732394	0	2188	1789	2061	2137	1798	320	626	142	449	1759	1007	975	268	218	259	0	0	0	221	259	221	146	153	0	358	0	350	137	198	170	184	80	0	0	0	0	0	0	0	0	0	858	342	393	492	462	514	639	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	0	0	370	319	202	110	132	0
Pdcd1lg2	336.267606	0	1002	965	2136	3309	3154	574	888	0	0	1953	761	1137	470	703	638	0	0	235	250	0	0	318	636	0	0	310	697	0	0	332	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	242	942	300	0
Pde4b	335.816901	0	2142	1336	1286	1014	888	564	663	0	203	2385	1490	1923	761	517	610	0	0	195	417	115	0	170	300	0	154	671	1339	119	0	557	825	0	0	240	0	0	0	156	0	0	0	0	563	489	0	0	521	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	596	91	0
Mgl2	330.859155	0	1817	1331	1841	1972	1843	346	611	111	229	1934	953	1456	635	505	612	0	0	179	247	0	0	202	313	0	168	302	959	0	0	474	887	0	0	194	139	0	0	159	0	0	0	0	638	679	0	0	656	778	200	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2k	330.788732	0	2436	2335	2760	3253	3210	1029	1206	0	0	1362	585	456	147	178	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	94	330	0	0	100	0	0	0	71	0	0	0	0	443	493	0	0	840	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	214	0	414	0	0
Zfp623	329.507042	0	1654	1106	1476	1543	1546	1194	1490	0	0	2086	374	1334	310	484	571	0	0	170	160	0	0	153	438	0	0	422	646	138	0	230	387	0	0	121	171	0	95	0	0	0	0	0	709	600	0	0	1019	692	255	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	467	397	285	0
Nfkbia	326.197183	0	1817	1157	1283	1412	1050	298	676	201	136	1454	724	1284	414	609	916	184	0	198	261	154	0	283	528	0	139	494	959	101	133	355	655	102	0	199	240	161	0	0	0	0	0	177	466	485	0	0	646	548	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	442	0	0	1287	407	0
Pla2g5	325.549296	0	1813	1426	2101	2162	2117	561	1029	248	0	1783	522	1403	309	486	691	0	0	266	311	0	0	256	389	0	0	419	652	0	0	528	828	0	0	0	171	0	0	0	0	0	0	0	577	560	0	0	750	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0
Clic1	323.704225	0	1329	1183	1484	1469	832	640	1131	0	147	1590	643	1474	429	676	627	0	0	247	316	0	0	277	637	0	0	441	1050	0	0	455	932	0	0	204	0	0	0	0	0	0	0	0	1098	928	0	0	1033	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	104	0	273	157	0
Syce1l	321.070423	0	2104	1641	2467	3054	2803	84	265	0	0	2271	1459	1168	393	584	662	0	0	188	396	0	0	347	334	0	0	150	513	0	0	430	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chac1	320.957746	0	967	619	700	605	641	778	1285	0	0	1431	512	682	234	194	174	0	0	0	0	0	0	0	0	0	0	151	412	0	0	453	251	0	0	120	0	0	0	0	0	0	0	0	2278	2082	0	0	2356	2140	446	558	0	180	0	0	0	0	168	0	0	0	0	0	0	0	0	542	0	509	535	785	0
Rab44	320.633803	0	1668	1302	1051	714	754	248	341	0	121	2372	1434	1691	754	945	1055	115	0	302	394	0	0	460	831	0	0	621	1247	99	0	462	971	0	0	179	0	0	0	0	0	0	0	0	526	480	0	0	869	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp91	320.450704	0	2243	1789	2577	2414	2155	746	1270	0	0	1378	111	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	300	324	136	0	0	0	0	0	0	0	0	0	0	627	559	0	0	971	745	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	207	147	1141	795	0
Msh5	318.507042	0	1329	1183	1484	1469	832	640	1131	0	147	1590	643	1474	429	676	627	0	0	247	316	0	0	277	637	0	0	441	1050	0	0	455	932	0	0	204	0	0	0	0	0	0	0	0	1098	928	0	0	1033	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	273	0	0
Pik3cd	318.169014	0	2209	1582	2347	2540	2676	241	454	0	218	1607	790	1108	465	157	314	0	0	0	143	0	0	159	192	0	135	145	364	0	0	197	561	0	0	124	201	0	0	81	0	0	0	0	0	0	0	0	177	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	284	240	916	579	0
Gga1	313.788732	0	1234	922	1002	1371	863	191	362	0	117	1183	368	537	269	142	232	0	0	170	183	0	0	0	0	0	0	170	351	0	0	237	571	0	0	0	88	0	0	0	0	0	0	0	1637	1566	0	0	2280	2096	473	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064	0	302	852	905	0
Manbal	313.267606	0	1953	1166	1430	1545	1826	562	1118	162	231	1809	681	1275	447	586	744	0	0	149	457	0	105	350	495	0	128	339	1027	0	0	352	653	0	0	125	151	0	0	0	0	0	0	0	319	327	0	0	706	626	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	168	0
Ripk2	312.802817	0	800	664	517	270	536	518	765	0	185	1380	651	947	281	190	211	0	0	0	150	0	0	0	149	0	143	394	751	124	126	236	736	79	0	113	0	0	0	0	0	0	0	1692	971	955	1826	1730	698	954	0	0	0	0	0	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	440	175	0
Gbp7	311.901408	0	1355	1100	1810	2294	2141	228	331	167	477	2001	626	1147	400	395	560	0	118	161	259	0	260	243	242	0	301	152	549	121	200	597	657	0	0	141	229	129	0	145	156	0	0	0	93	177	0	0	305	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	158	0	0	900	494	0
Aifm2	310.943662	0	487	488	435	296	326	677	939	0	0	2320	1086	1627	706	595	841	0	0	247	282	0	0	267	598	0	0	146	274	0	0	720	1375	0	0	257	156	0	0	186	0	0	0	0	1365	1440	0	0	1745	1580	282	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St7	309.253521	0	1587	907	1955	2239	2232	424	723	252	238	2035	629	1481	468	632	666	0	0	340	0	0	131	312	270	0	0	284	464	0	221	500	1372	0	0	110	207	0	0	104	0	0	0	0	165	172	0	0	227	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	171	0
Asmt	308.746479	232	393	337	424	430	322	808	910	138	164	0	302	0	0	144	160	225	177	170	145	264	219	91	167	0	143	0	120	1136	709	1086	854	349	228	370	335	360	315	450	260	0	0	241	288	290	144	222	221	260	766	705	192	205	395	280	294	212	311	238	347	273	381	284	339	0	0	209	233	447	552	655	0
Pla2g15	306.408451	0	1882	1535	1714	2062	1968	399	934	0	123	2095	980	1160	421	567	603	0	0	226	234	0	0	331	356	0	0	267	524	0	114	387	980	0	0	0	0	0	0	0	0	0	0	0	231	332	0	0	544	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	101	0
Usp3	305.859155	0	170	0	151	233	174	346	229	0	107	693	156	179	121	0	100	0	0	0	0	0	0	0	0	0	0	0	0	114	0	131	0	0	0	0	0	0	0	0	0	0	0	2114	1581	1582	1684	1972	1143	1124	483	376	303	361	0	0	0	0	0	0	0	0	2349	0	0	0	0	620	0	129	1388	1603	0
Crem	303.098592	0	1763	1163	1571	1677	1193	778	970	0	122	1414	547	1007	221	332	302	0	0	0	161	0	0	125	299	0	0	384	566	166	0	476	566	124	0	108	0	0	0	98	0	0	0	0	388	563	0	0	391	450	111	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	91	446	1495	474	0
Pi16	301.788732	0	516	349	248	251	238	106	287	124	0	2603	1316	1842	782	655	631	0	0	206	356	0	0	366	410	0	0	176	767	81	0	773	1069	0	0	164	0	0	0	150	0	0	0	0	1421	1596	0	0	1826	1787	219	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2m1	301.225352	0	1902	1352	1407	1704	1848	164	489	0	129	1310	724	766	355	507	423	0	0	173	141	0	0	300	452	0	0	320	695	86	0	351	754	0	0	0	0	0	0	0	0	0	0	0	501	641	0	0	958	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	617	0	333	429	0
Raet1d	299.352113	0	1050	844	716	563	448	472	995	0	0	1212	420	1029	311	483	612	0	0	266	328	0	0	312	477	0	0	335	594	0	0	298	548	0	0	222	0	0	0	143	0	0	0	0	1198	1249	0	0	1605	1255	355	377	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	1094	0	0	517	836	0
Wdr63	299.169014	0	1988	1577	1670	1651	1170	714	973	0	132	1399	766	784	274	296	334	0	0	225	249	0	0	222	395	0	0	289	531	0	0	164	488	0	0	0	139	0	0	157	0	0	0	0	888	995	0	0	1150	1112	217	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med15	299.098592	0	1572	1040	1603	1715	1825	310	495	0	149	1244	802	637	479	777	653	0	0	484	369	0	0	429	441	0	120	565	917	0	0	512	997	0	0	144	257	0	0	0	0	0	0	0	523	655	0	0	783	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Sgms1	298.591549	0	1511	935	1071	980	896	178	443	143	360	1694	773	1085	501	508	784	0	0	231	218	0	0	308	525	0	0	173	673	0	174	262	501	0	0	175	249	0	0	227	0	0	0	588	462	463	512	415	767	774	277	247	0	0	0	0	0	0	0	0	0	0	794	0	0	0	0	124	122	0	77	0	0
Mbnl1	296.352113	192	1160	560	1376	1421	1473	310	378	327	534	1176	636	920	491	345	506	210	157	261	235	215	332	234	413	0	199	326	558	0	0	156	381	105	0	200	247	189	153	169	169	0	0	0	612	495	0	0	1072	907	122	105	0	0	0	0	0	0	0	0	0	0	102	120	135	0	0	270	0	0	387	0	0
Oosp2	295.154930	0	1155	699	1396	1376	718	504	996	0	0	2652	1587	1773	660	582	706	0	0	237	318	0	0	226	412	0	156	580	1214	0	0	513	1099	0	0	124	177	0	0	0	0	0	0	0	345	406	0	0	194	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpu	295.028169	0	120	0	174	206	143	1004	1224	0	141	334	173	290	114	0	103	0	0	0	0	0	0	0	0	0	0	0	96	184	0	257	0	0	0	0	0	0	0	0	0	0	0	2352	1509	1483	1809	1865	1100	972	606	517	292	304	0	0	0	0	0	0	0	0	2516	0	0	0	0	406	0	142	177	334	0
Ms4a7	294.676056	0	2051	1793	2084	2192	2260	784	1171	133	215	1253	638	953	313	306	588	0	0	131	281	0	114	171	405	0	106	93	427	0	0	133	331	122	0	103	135	0	0	195	0	0	0	0	400	394	0	0	338	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt2	289.887324	0	1557	1407	2176	2590	2528	439	614	0	0	1233	838	897	298	418	624	0	0	189	286	0	0	191	369	0	0	229	615	0	91	417	1000	0	0	0	0	0	0	0	0	0	0	0	343	306	0	0	459	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Kif24	289.887324	0	1557	1407	2176	2590	2528	439	614	0	0	1233	838	897	298	418	624	0	0	189	286	0	0	191	369	0	0	229	615	0	91	417	1000	0	0	0	0	0	0	0	0	0	0	0	343	306	0	0	459	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Gsn	289.563380	0	2699	2032	2474	2834	3104	0	1624	140	0	443	227	208	108	149	237	0	0	0	0	0	0	0	155	0	161	249	370	0	0	139	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	141	2495	0	0
Dab2	288.338028	0	2286	1653	2352	2143	2167	422	948	228	200	1507	631	1053	384	330	513	0	0	244	156	97	180	121	369	0	261	236	642	0	253	206	731	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osm	286.352113	0	1965	1549	1225	1043	1027	469	786	0	271	859	311	725	326	347	394	0	0	0	142	0	0	142	283	0	0	122	371	0	0	251	411	0	0	136	0	0	0	0	0	0	0	0	1490	1267	0	0	1518	1438	407	309	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	293	259	0	0	89	0
Dse	286.309859	0	2156	1449	1730	2279	2263	124	363	0	211	1869	469	1418	292	467	694	0	0	236	366	0	0	337	469	0	0	462	841	0	90	265	730	0	0	0	0	0	0	0	0	0	0	0	170	110	0	0	236	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spef1l	285.845070	0	1346	1008	1506	1414	1230	190	667	156	306	1295	784	918	571	551	747	82	0	155	376	159	175	314	409	0	323	248	952	90	268	312	806	0	0	250	297	0	0	197	122	0	0	0	263	574	0	0	321	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	335	0	0
Sspn	285.563380	0	0	0	0	0	0	463	207	0	175	494	398	475	384	213	160	0	0	155	0	122	0	0	0	0	190	448	371	268	214	394	213	151	0	578	0	149	0	156	0	0	0	0	257	257	226	165	130	117	2055	2104	1982	2004	247	183	272	192	539	95	0	163	0	0	0	0	0	668	687	501	387	666	0
Med7	285.478873	0	1578	971	1277	1485	1314	584	730	0	0	1090	398	778	220	335	242	0	0	0	0	0	0	0	199	0	0	0	329	0	0	224	162	81	0	89	0	0	0	109	0	0	0	0	459	589	0	0	883	734	183	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485	0	375	1381	1816	0
Zfp609	284.774648	0	275	486	655	633	573	292	598	0	0	646	238	448	212	232	271	0	0	0	0	0	0	0	109	0	0	96	376	0	0	194	229	0	0	0	0	0	0	0	0	0	0	2273	1447	1483	1458	1635	894	778	145	258	176	195	0	0	0	0	0	0	0	0	2369	0	0	0	0	0	0	0	545	0	0
Socs3	284.774648	0	363	181	276	458	467	399	423	0	0	1486	721	819	353	449	296	0	0	132	100	0	0	195	206	0	0	330	554	0	0	588	728	0	0	211	0	0	0	180	0	0	0	0	1701	1616	0	0	2038	1846	714	842	0	135	0	0	0	0	156	0	0	0	0	0	0	0	0	342	0	172	217	525	0
