Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Wasf2	282.000000	559	104	94	559	0	585	990	289	0	0	204	0	0
Ermard	281.583333	336	313	143	294	0	206	871	0	0	0	1216	0	0
Vmn2r8	281.250000	394	276	165	448	0	587	1148	357	0	0	0	0	0
Cebpd	281.166667	337	0	287	336	0	751	1151	512	0	0	0	0	0
Ppp1r3b	280.916667	718	0	168	718	0	318	1113	336	0	0	0	0	0
Sox10	280.833333	742	0	257	741	0	352	1032	246	0	0	0	0	0
Pxk	280.166667	516	131	91	517	0	504	963	307	0	0	333	0	0
Tet3	279.833333	578	164	139	578	0	436	842	283	0	0	338	0	0
Lyzl4	279.666667	366	272	189	366	0	697	1040	325	0	0	101	0	0
Hspg2	279.250000	511	189	185	513	0	449	1120	249	0	0	135	0	0
Ppp1r9b	278.833333	469	0	197	469	0	531	730	316	0	0	634	0	0
Vdr	278.750000	797	105	105	798	0	443	896	201	0	0	0	0	0
Chil1	278.416667	621	255	120	620	0	455	1095	175	0	0	0	0	0
Pkm	278.000000	544	175	218	544	0	502	920	178	0	0	255	0	0
Rab3a	277.750000	392	86	196	393	0	488	1031	275	0	0	472	0	0
Muc4	276.416667	432	118	151	432	0	309	675	240	115	0	845	0	0
Pld1	276.333333	514	0	0	513	0	527	609	0	0	0	1153	0	0
Mtus1	276.000000	575	0	209	575	0	317	1173	344	0	0	119	0	0
Olah	275.750000	388	142	179	390	0	638	1257	315	0	0	0	0	0
Abracl	274.750000	514	209	176	528	0	374	839	220	0	0	437	0	0
Cel	274.333333	726	0	172	726	0	460	737	234	0	0	237	0	0
Aftph	273.916667	531	0	175	531	0	228	911	363	0	0	548	0	0
St6galnac1	273.750000	761	265	89	791	0	299	1080	0	0	0	0	0	0
Txlnb	273.416667	439	0	190	439	0	569	1033	190	0	0	421	0	0
Tfrc	273.250000	203	271	256	203	0	635	1200	253	0	0	258	0	0
Akt1	272.500000	460	172	238	461	0	388	1086	304	0	0	161	0	0
1700001C19Rik	272.333333	597	128	124	596	0	321	1034	138	0	0	330	0	0
Hemgn	272.083333	687	101	142	684	0	389	733	186	0	0	343	0	0
Smox	271.916667	635	107	136	634	0	404	919	300	0	0	128	0	0
Btbd3	271.500000	554	0	253	557	0	311	1035	259	0	0	289	0	0
Nbea	271.333333	639	0	216	639	0	442	998	322	0	0	0	0	0
Acap1	271.000000	472	199	154	467	0	387	750	0	0	0	823	0	0
App	270.916667	381	202	320	379	0	505	1278	186	0	0	0	0	0
Lrrc73	270.666667	489	224	160	487	0	427	1150	173	0	0	138	0	0
Plcg2	270.500000	704	0	169	703	0	342	765	130	0	0	433	0	0
Deptor	269.250000	708	0	177	708	0	461	833	240	0	0	104	0	0
Txnrd1	269.000000	550	157	126	550	0	449	887	279	0	0	230	0	0
Stc1	268.916667	408	155	244	408	0	473	1160	379	0	0	0	0	0
Catsperg1	268.833333	401	119	221	402	0	542	1113	191	0	0	237	0	0
Dusp6	268.333333	581	0	257	581	0	276	854	375	0	0	296	0	0
Ldha	268.166667	366	148	169	367	0	550	1161	260	0	0	197	0	0
Mbnl2	268.000000	238	191	0	238	0	317	1232	225	0	0	692	83	0
Arhgef10l	268.000000	540	0	149	540	104	404	895	207	0	0	377	0	0
Rab39	267.666667	530	361	0	596	152	301	850	115	0	0	307	0	0
Ube2l3	267.416667	239	184	110	239	0	257	705	0	0	0	1475	0	0
Inka2	267.166667	526	167	197	530	0	478	1020	288	0	0	0	0	0
Tspan32	266.916667	682	158	187	682	104	241	797	0	0	0	352	0	0
Tbc1d8	266.750000	601	0	163	602	0	423	848	361	0	0	203	0	0
Sgk2	266.750000	476	159	183	474	0	433	1247	229	0	0	0	0	0
Plet1	266.166667	570	162	183	570	0	409	851	234	0	0	215	0	0
Zfp612	266.000000	588	0	177	587	0	432	1157	251	0	0	0	0	0
Exph5	265.500000	458	150	175	458	0	503	1069	206	0	0	167	0	0
Phip	265.333333	253	142	149	253	0	425	826	279	0	0	857	0	0
Slc39a4	264.916667	790	119	152	790	0	181	938	209	0	0	0	0	0
Osbpl2	264.416667	435	129	205	435	0	374	978	409	0	0	208	0	0
Tsg101	264.000000	302	0	171	301	0	440	1142	145	0	0	667	0	0
Smpd5	263.916667	624	0	201	625	0	488	1049	180	0	0	0	0	0
Pan3	263.916667	370	278	0	370	0	293	878	218	0	0	760	0	0
Clta	263.916667	449	0	147	447	0	346	1218	256	0	0	304	0	0
Mlxip	263.666667	367	156	275	368	0	330	1227	281	0	0	160	0	0
Fam221a	263.500000	653	148	131	651	0	336	1055	188	0	0	0	0	0
Rreb1	263.000000	466	86	189	465	0	287	940	189	0	0	534	0	0
Atxn2	263.000000	610	0	143	612	0	365	976	198	0	0	252	0	0
Vill	262.666667	140	91	205	140	0	503	1014	141	0	0	793	125	0
Trappc3	262.333333	496	0	153	497	0	526	917	254	0	0	305	0	0
Map7d1	262.333333	496	0	153	497	0	526	917	254	0	0	305	0	0
Mroh3	262.250000	254	186	214	254	0	757	1190	292	0	0	0	0	0
Zfp984	262.083333	542	127	170	568	0	436	1007	130	0	0	165	0	0
Pmp22	262.000000	566	0	237	566	0	696	835	244	0	0	0	0	0
Fbf1	261.833333	358	131	0	358	0	637	1180	280	0	0	198	0	0
Tmem144	261.750000	276	0	232	276	0	629	1131	369	0	0	228	0	0
Kcne3	261.750000	412	148	189	412	0	566	1081	333	0	0	0	0	0
Fah	261.666667	548	0	183	550	0	461	902	146	0	0	350	0	0
Gdi2	260.750000	489	230	145	488	0	486	853	359	0	0	79	0	0
Msh4	260.666667	362	134	166	387	0	634	913	210	0	0	322	0	0
Rpl36	260.250000	312	0	257	311	0	620	902	319	0	0	402	0	0
Micos13	260.250000	312	0	257	311	0	620	902	319	0	0	402	0	0
Gm13889	260.166667	598	117	209	594	0	446	870	288	0	0	0	0	0
Rmi2	260.083333	847	0	0	846	0	173	890	233	0	0	132	0	0
Snx8	259.500000	274	195	250	271	0	602	1191	211	0	0	120	0	0
Lpo	259.416667	632	0	162	629	0	401	869	273	0	0	147	0	0
Rab15	259.083333	589	0	235	589	0	253	899	244	0	0	300	0	0
Slc9a1	258.750000	483	0	110	486	0	497	853	231	0	0	445	0	0
Cd274	258.250000	190	145	257	191	0	442	1172	303	0	0	399	0	0
Sft2d2	257.916667	601	0	262	601	0	495	843	154	0	0	139	0	0
Zbtb34	257.833333	496	0	143	496	0	500	1111	348	0	0	0	0	0
Elovl1	257.750000	497	0	0	499	0	380	906	420	0	0	391	0	0
Stard9	257.166667	295	149	184	293	0	519	1270	376	0	0	0	0	0
Arg1	257.166667	464	65	270	463	0	404	1174	246	0	0	0	0	0
Prag1	256.833333	522	0	203	522	0	383	1175	128	0	0	149	0	0
Dnajc18	256.583333	224	120	154	223	0	520	1373	465	0	0	0	0	0
Stard3	256.416667	531	0	175	531	0	390	900	245	0	0	305	0	0
F11r	255.750000	287	0	172	288	0	784	1061	298	0	0	179	0	0
Pik3c3	255.250000	396	180	212	401	0	452	944	160	0	0	318	0	0
Mb	255.000000	511	115	137	509	0	516	740	282	0	0	250	0	0
Abhd6	254.666667	412	340	271	366	404	458	438	367	0	0	0	0	0
Aldh3a2	254.583333	587	149	107	587	0	350	657	218	0	0	400	0	0
Clca2	254.500000	472	0	124	472	0	505	933	187	0	0	361	0	0
Cyp4f40	254.333333	782	114	153	780	0	442	683	98	0	0	0	0	0
Cd151	254.333333	450	177	236	449	0	576	926	238	0	0	0	0	0
Gm11545	253.916667	199	104	310	199	0	615	1417	203	0	0	0	0	0
Alox5ap	253.916667	464	138	141	463	0	421	1037	150	0	0	233	0	0
Mllt6	253.750000	354	163	0	354	0	345	1128	213	0	0	488	0	0
Glycam1	253.333333	459	155	255	458	0	534	841	338	0	0	0	0	0
Med17	253.083333	273	243	127	274	0	344	692	287	0	0	797	0	0
Spty2d1	253.000000	476	136	96	478	0	347	583	0	0	0	920	0	0
Ptafr	253.000000	742	210	0	739	0	463	710	172	0	0	0	0	0
Zmynd8	252.083333	338	240	212	339	0	438	797	269	0	0	392	0	0
Trib1	252.083333	542	0	152	541	0	406	910	302	0	0	172	0	0
Tmem44	251.333333	564	141	138	561	0	524	886	202	0	0	0	0	0
Mpp3	251.333333	718	0	102	718	0	404	830	244	0	0	0	0	0
Cryl1	250.833333	629	131	0	628	0	328	777	235	0	0	282	0	0
Oxct1	250.750000	536	88	203	536	0	460	979	207	0	0	0	0	0
Il15ra	250.583333	613	0	156	613	0	505	912	208	0	0	0	0	0
Cd27	250.500000	317	0	0	316	0	275	537	0	0	0	1561	0	0
Arid3a	250.083333	311	178	0	310	0	560	1027	268	0	0	347	0	0
Lpp	250.000000	394	0	181	395	0	452	1033	320	0	0	225	0	0
Tjp2	249.916667	411	151	141	411	0	498	694	171	0	0	522	0	0
Nod2	249.916667	560	0	179	559	0	549	846	306	0	0	0	0	0
Tec	249.833333	404	0	187	404	0	562	1054	242	0	0	145	0	0
Atp2b2	249.750000	188	168	195	188	0	663	1288	307	0	0	0	0	0
Utp20	249.666667	450	98	169	447	0	406	849	163	0	0	414	0	0
Usp7	249.333333	319	160	200	320	0	589	927	203	0	0	274	0	0
Scnm1	249.083333	316	116	157	319	0	277	1194	333	0	0	277	0	0
Lysmd1	249.083333	316	116	157	319	0	277	1194	333	0	0	277	0	0
Dock5	249.000000	526	121	175	526	0	488	820	181	0	0	151	0	0
Pigr	248.916667	555	0	240	555	0	384	903	350	0	0	0	0	0
Hic2	248.916667	513	0	122	513	0	313	1114	219	0	0	193	0	0
Inpp5b	248.833333	459	161	126	459	0	476	980	176	0	0	149	0	0
Spopl	248.416667	256	215	0	256	0	454	1005	168	0	0	627	0	0
Elk3	248.000000	368	100	214	368	0	370	837	249	0	0	470	0	0
Larp4	247.833333	297	160	0	297	0	587	1221	288	0	0	124	0	0
Fis1	247.750000	359	80	199	360	0	421	769	246	0	0	539	0	0
Tkt	247.500000	347	186	266	347	0	305	1057	302	0	0	160	0	0
Fbxw15	247.416667	305	209	0	270	0	461	1036	342	0	0	346	0	0
Fuca1	247.333333	551	129	164	552	0	419	825	188	0	0	140	0	0
Dennd2d	247.166667	471	107	275	471	0	354	894	273	0	0	121	0	0
Gne	246.083333	396	0	199	399	0	343	1084	228	0	0	304	0	0
Tspan1	245.833333	382	304	208	383	0	517	921	235	0	0	0	0	0
Mapk1	245.833333	468	213	171	470	0	534	818	116	0	0	160	0	0
Fam118a	245.416667	525	177	166	523	0	198	926	175	0	0	255	0	0
Rnf10	245.250000	401	124	108	400	0	489	979	156	0	0	286	0	0
Hdhd5	245.166667	279	155	161	279	0	592	1192	284	0	0	0	0	0
Pkn1	245.083333	501	0	127	501	0	547	895	188	0	0	182	0	0
Srgap3	244.916667	393	0	0	392	0	269	954	155	148	0	628	0	0
Fam3c	244.833333	304	0	166	304	0	253	677	201	0	0	1033	0	0
Vps33b	244.416667	411	0	148	412	0	396	867	217	0	0	482	0	0
Smg7	244.166667	250	225	145	250	0	190	530	0	0	0	1340	0	0
Srbd1	244.000000	309	252	161	309	0	467	1009	232	0	0	189	0	0
Ell	243.916667	370	0	147	370	0	465	842	280	0	0	453	0	0
Ccl28	243.916667	348	121	127	347	0	589	1147	248	0	0	0	0	0
Strn	243.583333	370	145	123	371	0	395	756	140	0	0	623	0	0
Majin	243.583333	654	140	162	654	0	225	810	278	0	0	0	0	0
Uchl4	242.916667	514	169	200	515	0	475	798	244	0	0	0	0	0
Kif3b	242.833333	221	179	0	221	0	0	267	0	0	0	2026	0	0
Plekha6	242.583333	379	0	204	378	0	506	1125	319	0	0	0	0	0
Gpaa1	242.583333	370	0	87	372	75	160	499	0	0	0	1348	0	0
Exosc4	242.583333	370	0	87	372	75	160	499	0	0	0	1348	0	0
Pnpo	242.333333	331	109	0	331	0	225	612	132	0	0	1168	0	0
Rpl37rt	242.083333	558	0	224	549	0	210	1021	343	0	0	0	0	0
Ctbp1	241.916667	481	0	182	481	0	575	871	98	0	0	215	0	0
Ssh1	241.750000	454	0	161	453	0	480	916	180	0	0	257	0	0
Nucb2	241.166667	518	0	348	519	0	282	1050	177	0	0	0	0	0
Gzf1	241.083333	171	151	184	172	0	676	1214	325	0	0	0	0	0
Sema3b	240.333333	525	0	123	525	0	428	759	103	0	0	421	0	0
Sp2	240.166667	293	90	141	293	0	306	736	0	0	0	1023	0	0
Ank3	240.083333	636	114	145	635	0	160	760	74	0	0	357	0	0
Asns	240.000000	505	0	0	505	0	470	1138	262	0	0	0	0	0
Capg	239.666667	264	128	87	264	0	404	1068	355	0	0	306	0	0
Lrrc58	239.500000	390	133	243	391	0	499	1030	188	0	0	0	0	0
Hsd17b4	238.666667	469	0	123	468	0	436	958	170	0	0	240	0	0
Mia2	238.583333	708	0	94	709	0	374	793	185	0	0	0	0	0
Tmprss4	238.000000	550	0	205	550	0	388	818	148	0	0	197	0	0
Rrn3	237.833333	539	0	194	540	0	520	832	110	0	0	119	0	0
Fcmr	237.500000	415	214	169	418	0	464	904	266	0	0	0	0	0
Rab11fip1	237.333333	358	109	0	357	0	245	529	133	0	0	1117	0	0
Mlph	237.333333	451	0	224	450	0	549	1069	0	0	0	105	0	0
Zc3h7a	237.000000	426	0	138	427	0	384	937	274	0	0	258	0	0
Adamts5	237.000000	333	194	206	333	0	511	1019	248	0	0	0	0	0
Gstt3	236.916667	478	194	0	480	0	175	928	129	0	0	459	0	0
Gpsm1	236.583333	338	242	0	338	0	581	937	221	0	0	182	0	0
Itgb1	235.583333	313	0	186	314	0	293	704	187	0	0	830	0	0
Dab2ip	235.250000	506	0	221	506	0	357	840	204	0	0	189	0	0
Tpd52	234.916667	389	0	158	388	0	459	948	220	0	0	257	0	0
Trim16	234.750000	568	0	206	568	0	531	676	268	0	0	0	0	0
Copz2	234.750000	230	0	0	230	0	260	812	94	144	0	1047	0	0
H4bc24	234.500000	363	182	0	371	0	388	821	142	0	0	547	0	0
H2bc23	234.500000	363	182	0	371	0	388	821	142	0	0	547	0	0
H2ac24	234.500000	363	182	0	371	0	388	821	142	0	0	547	0	0
H2ac23	234.500000	363	182	0	371	0	388	821	142	0	0	547	0	0
Kmt2b	234.083333	306	101	138	305	0	529	1150	280	0	0	0	0	0
Jup	233.750000	473	0	92	472	0	322	812	166	0	0	468	0	0
Zfp36l2	233.583333	428	173	196	426	0	601	853	126	0	0	0	0	0
Acbd5	233.500000	424	0	0	420	0	361	607	142	0	0	848	0	0
Pdzrn3	233.333333	358	222	163	359	0	325	1016	178	0	0	179	0	0
Gfus	233.166667	467	0	193	467	0	433	810	215	0	0	213	0	0
Hes5	233.083333	534	0	0	533	0	583	1147	0	0	0	0	0	0
Eaf2	232.333333	486	0	0	487	0	383	904	107	0	0	421	0	0
Dlc1	232.083333	563	0	0	562	0	396	915	143	0	0	206	0	0
Piwil4	231.750000	407	0	192	407	0	496	1030	249	0	0	0	0	0
Olfr806	231.750000	363	318	299	375	360	355	368	343	0	0	0	0	0
Car6	231.750000	570	0	166	570	0	366	889	220	0	0	0	0	0
Ntn1	231.416667	538	0	130	538	0	408	981	182	0	0	0	0	0
Lmo2	231.250000	441	224	183	440	0	225	998	264	0	0	0	0	0
Aars	231.250000	619	0	145	617	0	113	974	148	0	0	159	0	0
Gm5797	231.166667	0	325	195	0	0	548	1246	372	0	0	88	0	0
Mrpl9	230.833333	412	0	165	411	0	314	684	165	0	0	619	0	0
Nab1	230.750000	443	0	176	444	0	510	810	267	0	0	119	0	0
Rnasel	230.500000	340	179	157	339	0	418	862	364	0	0	107	0	0
Acot7	229.833333	593	0	158	595	0	252	895	172	0	0	93	0	0
Zdhhc9	229.666667	475	0	134	476	0	308	983	152	0	0	228	0	0
H2-Q10	229.583333	380	183	203	386	0	449	952	202	0	0	0	0	0
Zfp663	229.416667	511	0	117	512	0	431	728	0	0	0	454	0	0
H4c18	229.416667	363	163	0	371	0	346	821	142	0	0	547	0	0
Vwf	229.250000	672	0	150	670	0	374	723	162	0	0	0	0	0
Ptgdr2	229.166667	691	0	178	691	0	343	847	0	0	0	0	0	0
Mfap4	229.000000	326	116	153	326	0	383	1292	152	0	0	0	0	0
Elmo1	228.916667	350	148	0	351	0	318	666	0	0	0	914	0	0
Timm21	228.833333	318	168	125	319	0	356	684	105	0	0	671	0	0
Fbxo15	228.833333	318	168	125	319	0	356	684	105	0	0	671	0	0
Kcnn4	228.500000	514	0	0	515	0	599	1010	104	0	0	0	0	0
Septin9	228.333333	364	95	157	364	0	583	896	215	0	0	66	0	0
N4bp2	227.666667	578	196	128	578	0	229	708	215	0	0	100	0	0
Ppp2r3d	227.583333	348	130	218	350	0	283	1205	197	0	0	0	0	0
Ldlrad3	227.500000	622	0	201	622	0	157	886	137	0	0	105	0	0
Nudt19	227.333333	472	0	176	470	0	343	800	150	0	0	317	0	0
Tnfrsf11a	226.833333	447	0	185	448	0	475	785	227	0	0	155	0	0
Stambpl1	226.750000	541	230	204	540	0	212	833	161	0	0	0	0	0
Mtpn	226.750000	344	93	94	345	0	306	673	123	0	0	743	0	0
Osbpl7	226.666667	270	77	0	269	0	393	506	139	0	0	1066	0	0
Mnat1	226.500000	224	163	260	225	0	508	1081	154	0	0	103	0	0
Adtrp	226.500000	535	0	82	532	0	327	964	126	0	0	152	0	0
Pfdn4	226.416667	300	0	119	300	0	263	709	156	0	0	870	0	0
Sema4b	226.333333	283	263	118	281	0	558	785	146	0	0	282	0	0
Slc41a1	226.250000	458	140	179	458	0	249	772	336	0	0	123	0	0
Sidt2	226.166667	394	144	162	395	0	363	894	247	0	0	115	0	0
Pdik1l	226.166667	427	0	114	425	0	334	933	276	0	0	205	0	0
Nup54	226.083333	401	246	0	398	0	251	368	0	0	0	1049	0	0
Tmod4	226.000000	316	116	157	319	0	277	1194	333	0	0	0	0	0
Gtf2f2	226.000000	188	156	199	188	0	308	670	150	0	0	853	0	0
Hmcn1	225.750000	225	116	180	225	0	355	1269	339	0	0	0	0	0
Tlr3	225.500000	383	0	138	383	0	265	623	210	170	129	405	0	0
Spn	225.500000	317	231	201	317	0	404	937	299	0	0	0	0	0
Gtf2b	225.166667	165	141	0	163	0	220	252	0	0	0	1761	0	0
Plgrkt	225.000000	190	145	257	191	0	442	1172	303	0	0	0	0	0
Sidt1	224.833333	468	0	190	466	0	305	845	244	0	0	180	0	0
Dhrs13	224.833333	423	0	0	422	0	415	812	280	0	0	346	0	0
2310057J18Rik	224.750000	436	128	0	435	0	603	866	229	0	0	0	0	0
Acot1	224.666667	518	0	130	517	0	404	762	227	0	0	138	0	0
Xab2	224.583333	673	166	0	674	0	251	533	0	0	0	398	0	0
Serpine1	224.583333	561	0	138	562	0	417	806	211	0	0	0	0	0
Pet100	224.583333	673	166	0	674	0	251	533	0	0	0	398	0	0
Arhgef3	224.583333	311	0	153	311	0	419	1032	310	0	0	159	0	0
Zfp148	224.166667	283	304	59	284	0	191	687	0	0	0	882	0	0
Tax1bp3	224.166667	362	0	123	361	0	187	442	172	0	0	1043	0	0
Emc6	224.166667	362	0	123	361	0	187	442	172	0	0	1043	0	0
Zmym5	223.583333	347	100	190	343	0	380	1083	240	0	0	0	0	0
Arl14ep	223.500000	222	0	0	222	0	401	816	178	0	0	843	0	0
Itpkb	223.333333	361	141	155	359	138	320	821	206	0	0	179	0	0
Litaf	223.250000	424	0	171	425	0	414	835	186	0	0	224	0	0
Usp46	223.166667	406	159	200	406	0	523	727	257	0	0	0	0	0
Mogat1	222.916667	199	111	211	199	0	516	1266	173	0	0	0	0	0
Otud4	222.750000	0	0	0	0	0	0	247	0	517	459	1450	0	0
Efhd2	222.166667	439	0	0	439	0	354	739	263	0	0	432	0	0
Trmt5	221.916667	462	0	0	463	0	306	902	297	0	0	233	0	0
Slc38a6	221.916667	462	0	0	463	0	306	902	297	0	0	233	0	0
Kcnk6	221.833333	444	0	113	444	0	360	638	175	0	0	488	0	0
Cuedc1	221.666667	388	0	233	387	0	328	655	159	0	0	510	0	0
Ypel5	221.583333	389	0	159	388	0	421	909	130	0	0	263	0	0
F12	221.250000	187	196	205	187	0	584	824	288	0	0	184	0	0
Rapgef3	221.000000	271	0	0	271	0	189	467	149	0	0	1305	0	0
Stt3b	220.916667	453	0	0	454	0	316	906	318	0	0	204	0	0
Cyb561	220.916667	335	117	217	335	0	384	868	395	0	0	0	0	0
Creb5	220.916667	579	0	129	581	0	317	751	86	0	0	208	0	0
Terf2	220.833333	314	0	155	312	0	446	767	245	0	0	411	0	0
Zfp97	220.750000	411	91	0	472	0	333	663	126	0	0	553	0	0
Lipa	220.750000	334	0	165	335	0	393	1024	267	0	0	131	0	0
Ipcef1	220.750000	384	0	208	383	0	345	1024	305	0	0	0	0	0
Ldhb	220.666667	558	110	0	560	0	256	1024	140	0	0	0	0	0
Bhlha15	220.166667	654	0	136	654	0	397	652	149	0	0	0	0	0
Slc22a18	220.000000	449	0	80	450	0	356	710	152	0	0	443	0	0
Anxa2	220.000000	534	0	159	534	0	258	771	164	0	0	220	0	0
Ppp5c	219.750000	332	135	148	333	0	444	965	280	0	0	0	0	0
Mpzl1	219.750000	491	0	121	493	0	198	719	184	0	0	431	0	0
Stxbp6	219.666667	432	211	0	432	0	299	911	214	0	0	137	0	0
Rbm47	219.583333	408	0	95	408	0	204	755	165	0	0	600	0	0
Tcn2	219.166667	528	0	177	529	0	583	613	200	0	0	0	0	0
Gcgr	218.916667	242	112	0	243	0	486	1141	244	0	0	159	0	0
Sec14l1	218.833333	480	0	146	480	0	244	792	218	0	0	266	0	0
Relch	218.833333	456	89	117	455	0	204	705	270	0	0	330	0	0
Pign	218.833333	456	89	117	455	0	204	705	270	0	0	330	0	0
Serpinb6a	218.666667	288	0	0	288	0	299	954	322	0	0	473	0	0
Ripk1	218.666667	288	0	0	288	0	299	954	322	0	0	473	0	0
Stat5b	218.333333	375	129	0	375	0	428	682	192	0	0	439	0	0
Epcam	218.166667	291	88	195	291	0	284	910	197	0	0	362	0	0
Olfr965	218.083333	559	181	0	559	0	231	1087	0	0	0	0	0	0
Adcy2	218.083333	705	63	149	705	0	426	290	279	0	0	0	0	0
Cnot6l	218.000000	230	197	108	230	0	394	966	287	0	0	204	0	0
Ackr2	217.833333	402	129	151	402	0	533	997	0	0	0	0	0	0
Nfatc3	217.583333	269	0	0	270	0	359	995	178	0	0	540	0	0
Mgll	217.416667	308	161	150	308	0	501	920	261	0	0	0	0	0
Scara5	217.083333	0	0	0	0	0	0	208	0	363	215	1696	123	0
Slc11a2	217.000000	657	0	117	657	0	216	728	229	0	0	0	0	0
Slc5a9	216.916667	556	0	143	601	0	342	717	101	0	0	143	0	0
Irf2bpl	216.916667	392	0	202	392	0	332	792	219	0	0	274	0	0
Gnb2	216.916667	382	0	106	379	0	327	787	183	0	0	439	0	0
Polg	216.583333	183	168	130	184	0	382	423	0	0	0	1129	0	0
Spata46	216.500000	314	0	261	314	0	486	1023	200	0	0	0	0	0
Gm7694	216.500000	314	0	261	314	0	486	1023	200	0	0	0	0	0
Ap2a2	216.500000	291	223	136	287	0	441	949	271	0	0	0	0	0
Pycr1	216.333333	574	0	228	573	0	348	710	163	0	0	0	0	0
Zfp317	216.000000	461	0	115	462	0	331	525	127	0	0	571	0	0
Dmkn	215.666667	479	0	98	479	0	369	981	182	0	0	0	0	0
Ccnd3	215.583333	411	0	156	415	0	332	822	194	0	0	257	0	0
Ehd1	215.000000	420	125	160	420	0	265	939	251	0	0	0	0	0
Tead1	214.583333	408	0	133	406	0	192	435	0	0	0	1001	0	0
Zhx3	214.500000	387	80	171	387	0	380	981	188	0	0	0	0	0
Dnajc14	214.500000	346	0	159	342	0	261	813	127	0	0	526	0	0
Nck1	214.416667	171	172	161	170	0	483	951	233	0	0	232	0	0
Lyn	213.833333	473	0	87	472	0	237	638	0	0	0	659	0	0
Ifne	213.666667	414	140	199	414	0	359	856	182	0	0	0	0	0
Shc1	213.583333	331	0	154	330	0	310	616	0	0	0	822	0	0
Cks1b	213.583333	331	0	154	330	0	310	616	0	0	0	822	0	0
Ripk3	213.416667	388	0	193	382	0	331	1106	161	0	0	0	0	0
Fer1l4	213.250000	390	313	117	398	114	242	865	120	0	0	0	0	0
Coro6	213.250000	405	0	112	405	0	387	1112	138	0	0	0	0	0
Rcan3	213.083333	368	0	0	368	0	384	937	258	0	0	242	0	0
Ncs1	213.000000	515	0	0	515	0	401	686	197	0	0	242	0	0
Snx4	212.916667	505	180	126	507	0	322	681	109	0	0	125	0	0
Ncoa3	212.750000	517	0	143	519	0	340	889	145	0	0	0	0	0
Gm38396	212.750000	372	0	93	320	0	186	810	96	0	0	676	0	0
Acss1	212.500000	531	0	153	532	0	378	786	170	0	0	0	0	0
Ikzf1	212.333333	394	224	0	394	0	322	492	113	0	0	609	0	0
Fbxo32	212.333333	391	81	116	392	0	180	949	206	0	0	233	0	0
Ino80c	212.166667	304	0	113	299	0	224	523	156	0	0	927	0	0
Wwox	211.833333	206	203	182	207	232	89	333	223	0	0	867	0	0
Xrra1	211.666667	553	0	113	553	0	277	863	181	0	0	0	0	0
Spcs2	211.666667	553	0	113	553	0	277	863	181	0	0	0	0	0
Pglyrp1	211.666667	461	0	253	459	0	423	748	0	0	0	196	0	0
Bmp10	211.416667	494	119	127	501	0	274	824	198	0	0	0	0	0
Tbrg1	211.250000	452	126	0	452	0	271	459	196	0	0	579	0	0
Ubtd1	211.166667	556	0	124	556	0	280	797	221	0	0	0	0	0
Mms19	211.166667	556	0	124	556	0	280	797	221	0	0	0	0	0
Crybg3	211.083333	476	64	206	476	0	328	597	306	0	0	80	0	0
Iqcf4	211.000000	409	0	164	408	0	331	728	145	0	0	347	0	0
Zfp36l1	210.916667	302	109	149	302	0	298	944	217	0	0	210	0	0
Sstr4	210.833333	372	137	138	372	0	494	843	174	0	0	0	0	0
Bcl2a1d	210.833333	499	106	252	658	0	323	512	180	0	0	0	0	0
Itgb6	210.333333	367	0	214	359	0	346	964	194	0	0	80	0	0
Tbc1d32	210.250000	519	0	153	520	0	342	734	0	0	0	255	0	0
Gm51425	210.250000	217	212	0	243	0	288	960	125	0	0	478	0	0
Btn1a1	210.250000	386	95	159	386	0	364	701	266	0	0	166	0	0
Abcg8	209.750000	293	0	286	292	0	501	1003	142	0	0	0	0	0
Abcg5	209.750000	293	0	286	292	0	501	1003	142	0	0	0	0	0
Trim25	209.666667	312	0	0	312	0	222	736	199	0	0	735	0	0
Pla2g4b	209.666667	349	98	236	350	0	484	809	190	0	0	0	0	0
Il18bp	209.583333	516	113	144	516	0	542	569	115	0	0	0	0	0
Rps6ka1	209.416667	300	122	0	299	0	460	792	139	0	0	401	0	0
Ms4a6c	209.416667	352	181	164	359	0	406	895	156	0	0	0	0	0
Gm1110	209.416667	602	0	0	608	0	383	920	0	0	0	0	0	0
Rrh	209.333333	562	226	218	564	0	458	339	145	0	0	0	0	0
Ccser1	208.583333	313	0	132	312	0	298	1160	288	0	0	0	0	0
Htra2	208.500000	763	0	0	763	0	179	369	0	0	0	428	0	0
Dqx1	208.500000	763	0	0	763	0	179	369	0	0	0	428	0	0
Cuedc2	208.166667	425	0	202	424	0	317	726	198	0	0	206	0	0
Stx3	208.083333	327	106	187	327	0	384	922	244	0	0	0	0	0
Agrn	207.916667	167	97	143	167	0	607	838	322	0	0	154	0	0
Septin4	207.833333	696	0	132	695	0	247	724	0	0	0	0	0	0
Cd63	207.833333	496	0	211	495	0	340	952	0	0	0	0	0	0
