Target_genes	Hmga2|Average	SRX14833490|ES_cells	SRX9213050|ES_cells	SRX9213052|ES_cells	SRX796317|MEF	SRX796321|MEF	DRX411715|Monoulcear_cells	DRX411716|Monoulcear_cells	DRX411717|Monoulcear_cells	DRX411718|Monoulcear_cells	SRX2140476|Neural_progenitor_cells	DRX174618|Unclassified	DRX174620|Unclassified	STRING
Zfp385c	109.833333	0	0	0	0	0	395	338	465	120	0	0	0	0
Plscr2	109.666667	0	0	243	0	0	387	212	246	0	228	0	0	0
Olfr301	109.500000	0	108	204	0	0	325	124	210	188	155	0	0	0
Prm1	109.166667	0	0	0	0	0	363	230	277	250	190	0	0	0
Pgc	108.916667	0	380	927	0	0	0	0	0	0	0	0	0	0
Phyhd1	108.833333	0	0	156	0	0	230	240	309	193	178	0	0	0
Olfr1352	108.833333	0	256	946	0	0	0	0	0	0	104	0	0	0
Atp6ap1l	108.833333	193	0	0	0	0	241	274	293	305	0	0	0	0
Homez	108.750000	0	0	321	0	0	386	289	177	0	132	0	0	0
Farsa	108.500000	0	0	168	0	0	334	154	214	272	160	0	0	0
E4f1	108.166667	0	0	112	0	0	324	243	212	192	215	0	0	0
Vmn1r82	107.916667	0	0	120	0	0	296	121	220	150	388	0	0	0
Mark1	107.833333	0	235	943	0	0	0	0	0	0	116	0	0	0
Tmem109	107.333333	0	0	269	0	0	281	215	342	181	0	0	0	0
Gm28459	107.250000	0	276	1011	0	0	0	0	0	0	0	0	0	0
Gm21843	107.250000	0	276	1011	0	0	0	0	0	0	0	0	0	0
Gm21805	107.250000	0	276	1011	0	0	0	0	0	0	0	0	0	0
Slc12a5	107.166667	0	0	0	0	0	274	284	358	204	166	0	0	0
Cks1brt	107.083333	0	0	0	0	0	519	199	333	234	0	0	0	0
Ifna14	106.750000	0	0	0	0	0	323	304	0	250	404	0	0	0
Noxred1	106.333333	0	0	294	0	0	303	176	267	145	91	0	0	0
Mageb5	105.583333	0	0	0	0	0	274	171	345	350	127	0	0	0
Wnk1	105.250000	0	387	751	0	0	0	0	0	0	125	0	0	0
Rhox9	105.166667	0	0	0	0	0	485	301	356	120	0	0	0	0
Gja10	104.916667	0	342	529	0	0	0	0	0	0	388	0	0	0
Aspscr1	104.833333	0	0	228	0	0	287	150	234	157	202	0	0	0
Dnah8	103.833333	0	0	0	0	0	260	252	250	210	274	0	0	0
Sult2a4	103.583333	0	308	157	0	0	348	0	0	211	219	0	0	0
Olfr1318	103.500000	0	0	218	0	0	281	187	252	193	111	0	0	0
Slc25a4	103.083333	0	0	0	0	0	254	215	308	300	160	0	0	0
Ifna4	101.916667	0	0	0	0	0	220	185	326	180	312	0	0	0
Gm7970	101.500000	0	377	631	0	0	210	0	0	0	0	0	0	0
Gm14781	101.500000	0	0	0	0	0	314	169	243	396	96	0	0	0
Olfr983	101.416667	0	248	172	0	0	267	126	0	136	268	0	0	0
Herc4	101.416667	162	0	356	0	0	317	193	189	0	0	0	0	0
Erich2	101.416667	0	337	223	0	0	360	0	0	0	297	0	0	0
Olfr994	101.333333	0	452	642	0	0	0	0	0	0	122	0	0	0
Gm29317	101.250000	0	346	869	0	0	0	0	0	0	0	0	0	0
Gm28093	101.250000	0	346	869	0	0	0	0	0	0	0	0	0	0
Cyp2t4	101.166667	0	0	0	0	0	150	294	478	292	0	0	0	0
Prkd2	100.833333	0	0	454	0	0	207	250	156	0	143	0	0	0
Olfr1158	100.833333	0	187	307	0	0	244	177	166	0	129	0	0	0
Ralyl	100.500000	0	0	0	0	0	305	251	238	259	153	0	0	0
Gnao1	99.666667	0	185	534	0	0	185	0	108	0	184	0	0	0
Olfr1490	98.250000	0	213	662	0	0	0	0	207	0	97	0	0	0
Slc25a41	98.083333	0	0	0	0	0	338	298	276	265	0	0	0	0
Gm5134	98.083333	171	0	391	0	0	187	163	165	100	0	0	0	0
Olfr199	97.916667	0	285	262	0	0	328	0	0	111	189	0	0	0
Pheta1	97.333333	0	228	567	0	0	132	119	122	0	0	0	0	0
Olfr738	97.333333	0	0	160	0	0	345	193	238	0	232	0	0	0
Olfr815	96.833333	0	237	183	0	0	378	0	0	139	225	0	0	0
Ugt1a1	96.000000	0	254	0	0	0	0	0	154	212	532	0	0	0
Acp7	95.750000	0	218	174	0	0	207	176	247	127	0	0	0	0
Olfr209	95.500000	0	0	199	0	0	161	270	173	189	154	0	0	0
Olfr207	95.500000	0	0	199	0	0	161	270	173	189	154	0	0	0
Gm21977	95.416667	0	218	704	0	0	106	0	117	0	0	0	0	0
Olfr1094	95.333333	0	0	130	0	0	201	284	224	189	116	0	0	0
Cul4b	95.250000	0	169	0	0	0	482	155	159	178	0	0	0	0
Hnf1a	95.000000	0	248	536	0	0	115	0	0	0	241	0	0	0
Olfr518	94.916667	0	335	250	0	0	190	0	0	0	364	0	0	0
Prss39	94.833333	0	502	636	0	0	0	0	0	0	0	0	0	0
Ccz1	94.250000	0	0	0	0	0	408	270	278	175	0	0	0	0
Cyp4f17	94.000000	0	248	880	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	94.000000	0	386	742	0	0	0	0	0	0	0	0	0	0
Prdm5	93.833333	0	372	558	0	0	0	0	0	0	196	0	0	0
Ctsc	93.583333	0	0	198	0	0	241	226	153	115	190	0	0	0
Tmem41b	93.500000	0	263	224	0	0	262	0	0	0	373	0	0	0
Map2k4	93.416667	0	369	620	0	0	0	0	0	0	132	0	0	0
Nms	93.333333	0	188	633	0	0	121	0	0	0	178	0	0	0
Rilpl2	93.166667	0	0	0	0	0	277	206	293	215	127	0	0	0
Olfr851	93.083333	0	0	268	0	0	348	133	171	108	89	0	0	0
Psmb2	92.750000	0	259	268	0	0	0	0	163	195	228	0	0	0
Mep1b	92.583333	0	507	461	0	0	0	0	0	0	143	0	0	0
Cep164	92.500000	0	0	125	0	0	316	261	211	197	0	0	0	0
Lvrn	92.083333	0	0	0	0	0	287	199	211	193	215	0	0	0
Olfr62	91.416667	0	0	0	0	0	329	213	214	181	160	0	0	0
Slc10a5	91.250000	115	259	721	0	0	0	0	0	0	0	0	0	0
Impa1	91.250000	115	259	721	0	0	0	0	0	0	0	0	0	0
Dux	91.250000	0	0	0	0	0	148	217	163	220	347	0	0	0
Synpr	91.083333	0	0	0	0	0	265	0	326	348	154	0	0	0
Akr1cl	91.000000	0	326	98	0	0	201	149	175	0	143	0	0	0
Vmn1r58	90.833333	0	0	172	0	0	267	0	248	220	183	0	0	0
Olfr904	90.166667	0	0	0	0	0	329	156	260	212	125	0	0	0
Zfp791	90.000000	0	0	303	0	0	245	226	181	125	0	0	0	0
Tor1a	90.000000	245	0	225	0	0	291	167	152	0	0	0	0	0
Rps27l	89.750000	0	403	309	0	0	0	0	0	0	365	0	0	0
Herc2	89.750000	0	298	392	0	0	109	0	106	0	172	0	0	0
Vmn1r2	89.583333	0	338	396	0	0	232	0	0	0	109	0	0	0
Morn2	89.500000	0	345	729	0	0	0	0	0	0	0	0	0	0
Dhx57	89.500000	0	345	729	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	89.333333	0	142	457	0	0	159	0	187	0	127	0	0	0
Gm21918	88.916667	0	276	791	0	0	0	0	0	0	0	0	0	0
Gm21908	88.916667	0	276	791	0	0	0	0	0	0	0	0	0	0
Gm21753	88.916667	0	276	791	0	0	0	0	0	0	0	0	0	0
Gm21751	88.916667	0	276	791	0	0	0	0	0	0	0	0	0	0
Gm21724	88.916667	0	276	791	0	0	0	0	0	0	0	0	0	0
Snrpn	88.583333	0	294	506	0	0	0	99	0	0	164	0	0	0
Zfp593	88.500000	0	0	366	0	0	181	161	204	150	0	0	0	0
Cnksr1	88.500000	0	0	366	0	0	181	161	204	150	0	0	0	0
Snx32	88.000000	0	0	120	0	0	274	220	181	107	154	0	0	0
Olfr477	88.000000	0	0	129	0	0	344	167	186	139	91	0	0	0
1700020D05Rik	88.000000	0	0	120	0	0	274	220	181	107	154	0	0	0
Ptdss1	87.833333	0	0	177	0	0	230	185	164	298	0	0	0	0
Mterf3	87.833333	0	0	177	0	0	230	185	164	298	0	0	0	0
Trim50	87.666667	0	0	120	0	198	153	0	175	0	166	240	0	0
Pla2g6	87.333333	0	0	0	0	0	335	212	206	174	121	0	0	0
1700001F09Rik	87.250000	0	350	574	0	0	123	0	0	0	0	0	0	0
Rimkla	86.500000	0	0	215	0	0	296	177	190	0	160	0	0	0
Olfr487	86.000000	0	193	0	0	0	386	0	153	163	137	0	0	0
Krtap6-2	86.000000	0	0	0	0	0	311	131	198	171	221	0	0	0
Psd3	85.916667	0	113	0	0	0	351	139	153	0	275	0	0	0
Calr3	85.416667	0	0	265	0	0	94	249	210	207	0	0	0	0
1700030K09Rik	85.416667	0	0	265	0	0	94	249	210	207	0	0	0	0
Nlrp9c	84.833333	0	218	474	0	0	148	0	0	0	178	0	0	0
Olfr913	84.583333	0	141	265	0	0	220	0	172	0	217	0	0	0
St6gal1	84.416667	0	269	334	0	0	0	0	0	182	228	0	0	0
Snx19	84.416667	0	0	0	0	0	469	544	0	0	0	0	0	0
Sec23b	84.250000	0	0	0	0	0	221	244	262	202	82	0	0	0
Zscan21	84.166667	0	0	0	0	0	246	275	320	169	0	0	0	0
Cep78	84.166667	166	0	216	0	0	126	197	141	164	0	0	0	0
Olfr1104	84.000000	0	0	157	0	0	283	154	172	0	242	0	0	0
Med14	84.000000	0	0	0	0	0	291	213	250	254	0	0	0	0
Olfr1477	83.916667	0	257	335	0	0	143	0	0	0	272	0	0	0
Alas1	83.750000	0	0	185	0	0	156	269	188	207	0	0	0	0
Eef2k	83.583333	115	238	278	0	0	218	0	0	0	154	0	0	0
C1qtnf2	83.333333	0	0	0	0	0	333	199	175	150	143	0	0	0
Prdm9	83.000000	0	0	244	0	0	184	140	83	102	243	0	0	0
9230019H11Rik	83.000000	0	0	79	176	245	102	123	149	122	0	0	0	0
Olfr772	82.833333	0	141	317	0	0	190	0	0	199	147	0	0	0
Slc38a3	82.666667	0	0	289	0	0	199	248	146	110	0	0	0	0
Trim6	82.583333	0	0	0	0	0	314	263	294	120	0	0	0	0
Lck	82.583333	0	0	205	0	0	253	185	211	137	0	0	0	0
2410141K09Rik	82.583333	0	169	140	0	0	0	0	0	0	682	0	0	0
Catip	82.250000	313	0	537	0	0	0	0	0	0	137	0	0	0
Olfr720	82.166667	0	144	274	0	0	182	146	81	0	159	0	0	0
Lima1	82.166667	0	0	0	0	0	247	180	385	174	0	0	0	0
Fmr1nb	82.166667	0	0	0	0	0	427	120	273	0	166	0	0	0
Vmn1r10	82.083333	0	263	285	0	0	209	0	0	0	228	0	0	0
Slc25a12	82.000000	0	154	147	0	0	311	0	111	0	261	0	0	0
Lingo2	81.833333	0	0	0	0	0	308	155	142	252	125	0	0	0
Sohlh2	81.750000	0	188	723	0	0	0	0	70	0	0	0	0	0
Tex101	81.666667	0	0	311	0	0	269	179	0	0	221	0	0	0
Gprc5a	81.666667	0	0	175	0	0	379	228	198	0	0	0	0	0
Zfp354c	81.416667	246	0	582	0	0	0	0	0	0	149	0	0	0
Rrad	81.166667	249	0	147	0	0	185	0	393	0	0	0	0	0
Cdh16	81.166667	249	0	147	0	0	185	0	393	0	0	0	0	0
Yy2	81.083333	0	257	138	0	0	272	0	136	0	170	0	0	0
Lrig3	80.750000	0	0	0	0	0	163	139	255	275	137	0	0	0
Ankar	80.500000	0	0	0	0	0	153	0	171	164	267	211	0	0
Olfr67	80.333333	0	307	497	0	0	0	0	0	0	160	0	0	0
Olfr339	80.333333	0	246	569	0	0	0	0	0	0	149	0	0	0
9530002B09Rik	80.250000	0	0	0	0	0	204	238	191	203	127	0	0	0
Sbf1	79.583333	0	0	340	0	0	201	184	230	0	0	0	0	0
Adm2	79.583333	0	0	340	0	0	201	184	230	0	0	0	0	0
Hoxb2	79.500000	0	269	165	0	0	163	0	0	0	357	0	0	0
Vmn1r3	79.166667	0	198	373	0	0	174	0	0	0	205	0	0	0
Tnfrsf9	79.000000	0	0	185	0	0	310	0	198	255	0	0	0	0
Pramel23	79.000000	0	0	147	0	0	303	223	193	0	82	0	0	0
Skint11	78.916667	0	439	294	0	0	0	0	0	0	214	0	0	0
Olfr1480	78.583333	0	0	0	0	0	333	189	288	0	133	0	0	0
Fgd1	78.583333	0	0	0	0	0	269	168	254	141	111	0	0	0
Yipf7	78.500000	0	0	0	0	0	271	189	217	265	0	0	0	0
Olfr418	78.416667	0	0	0	0	0	343	209	259	130	0	0	0	0
Pgpep1	78.166667	0	0	163	0	0	174	240	183	178	0	0	0	0
Olfr853	77.916667	0	144	286	0	0	196	0	150	0	159	0	0	0
Mgat4b	77.833333	424	0	264	0	0	113	0	133	0	0	0	0	0
Rpl7l1	77.750000	144	0	322	0	0	198	104	0	165	0	0	0	0
Cse1l	77.750000	0	0	0	0	0	115	153	390	275	0	0	0	0
Abhd6	77.416667	0	0	185	0	319	0	0	187	238	0	0	0	0
Slc16a7	77.083333	0	335	322	0	0	0	0	0	0	268	0	0	0
Gm8068	77.083333	0	228	584	0	0	0	0	113	0	0	0	0	0
Vmn1r238	76.666667	0	294	300	0	0	173	0	0	0	153	0	0	0
Rasl12	76.666667	0	0	185	0	0	281	132	118	204	0	0	0	0
Kbtbd13	76.666667	0	0	185	0	0	281	132	118	204	0	0	0	0
Mylk3	76.583333	0	239	238	0	0	122	0	136	0	184	0	0	0
Snx10	76.500000	0	0	0	0	0	239	166	176	251	86	0	0	0
Itm2a	76.500000	0	0	0	0	0	230	0	354	334	0	0	0	0
Tas2r129	76.083333	0	0	197	0	0	97	136	150	140	193	0	0	0
Epyc	76.083333	0	311	120	0	0	395	0	0	0	87	0	0	0
Ctse	75.833333	0	353	274	0	0	0	0	0	0	283	0	0	0
Olfr1102	75.666667	0	222	119	0	0	253	0	0	134	180	0	0	0
Cyp4a12a	75.666667	0	0	0	0	0	265	130	188	141	184	0	0	0
Abhd3	75.583333	0	421	284	0	0	0	0	0	0	202	0	0	0
Gm8020	75.333333	0	325	498	0	0	81	0	0	0	0	0	0	0
Slc35g2	75.000000	144	0	267	0	0	0	157	142	0	190	0	0	0
Samd4b	74.833333	0	335	388	0	0	0	0	175	0	0	0	0	0
Gmfg	74.833333	0	335	388	0	0	0	0	175	0	0	0	0	0
Ms4a1	74.750000	0	0	0	0	0	0	259	376	262	0	0	0	0
Adam22	74.750000	0	335	562	0	0	0	0	0	0	0	0	0	0
Scg2	74.666667	0	0	138	0	0	191	197	142	0	228	0	0	0
Pdha2	74.500000	0	226	593	0	0	0	0	0	0	75	0	0	0
Lgi3	74.333333	0	0	147	0	0	84	181	149	171	160	0	0	0
Olfr814	74.250000	0	299	172	0	0	274	0	0	0	146	0	0	0
Olfr706	74.250000	0	282	150	0	0	133	0	133	0	193	0	0	0
Cd207	74.250000	0	0	0	0	0	174	178	243	296	0	0	0	0
Anks6	74.250000	0	269	354	0	0	0	0	66	0	202	0	0	0
Gm8229	74.000000	0	226	662	0	0	0	0	0	0	0	0	0	0
3110040N11Rik	73.916667	156	0	430	0	0	301	0	0	0	0	0	0	0
Hbb-y	73.833333	0	0	0	0	0	217	152	259	258	0	0	0	0
AI661453	73.750000	0	142	457	0	0	159	0	0	0	127	0	0	0
Pctp	73.333333	0	0	880	0	0	0	0	0	0	0	0	0	0
Myo10	73.333333	218	0	325	0	0	251	0	0	0	86	0	0	0
Gk2	73.333333	0	326	400	0	0	0	0	0	0	154	0	0	0
Efcab2	72.916667	330	0	317	0	0	0	0	0	0	228	0	0	0
Mgmt	72.833333	0	259	615	0	0	0	0	0	0	0	0	0	0
Uba5	72.666667	0	451	267	0	0	0	0	0	0	154	0	0	0
Acad11	72.666667	0	451	267	0	0	0	0	0	0	154	0	0	0
Wdr88	72.500000	0	0	0	0	0	0	246	338	286	0	0	0	0
Sftpd	72.083333	0	359	379	0	0	0	0	0	0	127	0	0	0
Slc40a1	71.916667	0	261	359	0	0	142	0	0	0	101	0	0	0
Poln	71.916667	0	160	194	0	0	291	0	0	0	218	0	0	0
Haus3	71.916667	0	160	194	0	0	291	0	0	0	218	0	0	0
Vmn1r22	71.833333	0	0	147	0	0	221	139	193	0	162	0	0	0
Plpp1	71.833333	153	178	295	0	0	0	0	99	0	137	0	0	0
Zfp148	71.416667	0	240	280	0	0	134	0	0	0	203	0	0	0
Lgsn	71.416667	0	245	612	0	0	0	0	0	0	0	0	0	0
Cand1	71.250000	0	269	443	0	0	0	0	0	0	143	0	0	0
Tmcc1	71.000000	147	209	375	0	0	0	0	0	0	121	0	0	0
Olfr902	70.583333	0	95	318	0	0	153	0	133	0	148	0	0	0
Adamts19	70.416667	0	0	0	0	0	165	289	176	0	215	0	0	0
Clec18a	69.916667	0	0	233	0	0	249	197	0	0	160	0	0	0
Slc5a4a	69.583333	0	319	516	0	0	0	0	0	0	0	0	0	0
Dnajb4	69.333333	0	0	0	0	0	0	221	373	238	0	0	0	0
Pramel26	69.166667	0	301	345	0	0	0	0	0	0	184	0	0	0
Nasp	69.166667	0	0	0	0	0	201	133	155	163	178	0	0	0
Tex35	68.833333	0	151	564	0	0	111	0	0	0	0	0	0	0
Tas2r109	68.666667	0	150	278	0	0	283	0	0	0	113	0	0	0
Aadacl2fm2	68.583333	0	0	0	0	0	176	161	186	178	122	0	0	0
Klhl41	68.250000	0	381	112	0	0	0	0	0	0	326	0	0	0
Pla2g4a	68.166667	0	161	0	0	0	196	0	0	158	303	0	0	0
Miox	68.083333	0	0	0	0	0	277	137	153	144	106	0	0	0
Mrgprd	67.750000	0	0	278	0	0	132	134	163	0	106	0	0	0
Eml1	67.750000	0	0	0	0	0	153	179	231	250	0	0	0	0
Slc26a4	67.416667	0	0	192	0	0	218	0	288	0	111	0	0	0
Ces1d	67.166667	220	0	225	0	0	153	0	0	0	208	0	0	0
Shroom3	67.000000	0	0	0	0	0	142	175	289	198	0	0	0	0
Exd1	66.916667	0	0	0	0	0	218	229	166	190	0	0	0	0
Chp1	66.916667	0	0	0	0	0	218	229	166	190	0	0	0	0
Adam29	66.666667	0	302	172	0	0	171	0	0	0	155	0	0	0
Rpl10	66.333333	0	0	0	0	0	177	176	218	225	0	0	0	0
Olfr789	66.250000	0	0	0	0	0	178	131	160	140	186	0	0	0
Smarcad1	66.166667	0	0	142	0	0	174	0	198	143	137	0	0	0
Ifi203	66.166667	0	184	215	0	0	0	0	0	0	395	0	0	0
Olfr702	66.000000	0	226	185	0	0	153	0	0	0	228	0	0	0
Gm10228	65.666667	0	177	186	0	0	0	0	152	153	120	0	0	0
Ugt2a1	65.583333	0	0	0	0	0	176	98	129	218	166	0	0	0
Slc9a4	65.333333	0	0	0	0	0	185	0	183	201	215	0	0	0
Skint9	65.250000	0	0	0	0	0	220	203	199	161	0	0	0	0
Pwwp2a	65.250000	0	0	0	0	0	196	150	175	262	0	0	0	0
Rassf10	65.083333	0	0	0	0	0	185	161	197	238	0	0	0	0
Cd52	64.500000	0	0	195	0	0	258	139	81	101	0	0	0	0
Erf	64.416667	0	0	194	0	0	195	128	135	0	121	0	0	0
Nop14	64.333333	262	0	510	0	0	0	0	0	0	0	0	0	0
Grk4	64.333333	262	0	510	0	0	0	0	0	0	0	0	0	0
Crem	64.333333	0	0	0	0	0	251	0	222	182	117	0	0	0
Abca8a	64.250000	0	198	573	0	0	0	0	0	0	0	0	0	0
Plch1	64.166667	0	0	0	0	0	0	233	296	241	0	0	0	0
Adam28	64.166667	0	0	0	0	0	322	252	0	0	196	0	0	0
Il17ra	64.083333	0	410	227	0	0	0	0	0	0	132	0	0	0
Fer	64.083333	0	217	350	0	0	0	0	0	0	202	0	0	0
Olfr1181	64.000000	0	334	0	0	0	204	0	0	0	230	0	0	0
Pgam1	63.916667	0	0	393	0	0	153	0	0	0	221	0	0	0
Vmn2r47	63.666667	0	0	0	0	0	186	143	162	114	159	0	0	0
Mageb2	63.083333	0	0	138	0	0	289	0	115	0	215	0	0	0
Mageb1	63.083333	0	0	138	0	0	289	0	115	0	215	0	0	0
Ercc5	62.666667	0	0	0	0	0	406	0	164	182	0	0	0	0
Olfr845	62.583333	0	0	0	0	0	209	0	348	194	0	0	0	0
Olfr502	62.500000	0	289	232	0	0	0	0	0	0	229	0	0	0
Traf6	62.416667	0	0	175	0	0	163	197	214	0	0	0	0	0
Rhob	62.416667	151	0	267	0	0	163	168	0	0	0	0	0	0
Gm7945	62.333333	0	274	325	0	0	149	0	0	0	0	0	0	0
Dpy30	62.250000	0	0	0	0	0	188	149	138	144	128	0	0	0
Col6a4	62.083333	0	0	0	0	0	167	106	214	258	0	0	0	0
Slc22a19	61.916667	0	0	0	0	0	199	174	226	144	0	0	0	0
Olfr172	61.916667	0	0	0	0	0	179	193	175	196	0	0	0	0
Ms4a13	61.916667	0	298	280	0	0	0	0	165	0	0	0	0	0
Wdr20rt	61.833333	0	269	245	0	0	0	96	0	0	132	0	0	0
Gm17660	61.833333	0	346	275	0	0	0	0	0	0	121	0	0	0
Olfr1126	61.583333	0	141	152	0	0	211	0	0	0	235	0	0	0
Snu13	61.500000	0	0	0	0	0	186	161	179	111	101	0	0	0
Mageb16	61.500000	0	107	0	0	0	383	0	0	105	143	0	0	0
Kctd1	61.500000	128	0	283	0	0	0	0	125	0	202	0	0	0
Zfp978	61.333333	0	0	0	0	0	0	157	579	0	0	0	0	0
Glrb	61.166667	0	0	205	0	0	135	0	210	0	184	0	0	0
Vps35l	61.083333	0	0	0	0	0	185	225	186	0	137	0	0	0
Tcf12	61.083333	0	224	0	0	0	0	0	234	0	275	0	0	0
Ubtfl1	61.000000	0	0	197	0	0	217	0	178	140	0	0	0	0
Olfr1286	61.000000	0	220	419	0	0	0	0	0	0	93	0	0	0
Rnase9	60.833333	0	0	156	0	0	0	201	0	257	116	0	0	0
Zfp982	60.583333	0	207	0	0	0	0	0	177	0	343	0	0	0
Tmem106c	60.583333	0	124	112	0	0	0	0	187	0	304	0	0	0
Stag2	60.416667	0	0	0	0	0	0	159	347	219	0	0	0	0
Chmp3	60.166667	0	0	108	0	0	177	141	98	0	198	0	0	0
Btbd8	60.166667	0	205	225	0	0	0	0	0	0	292	0	0	0
Bbx	59.916667	0	0	0	0	0	0	146	160	146	267	0	0	0
Mab21l2	59.833333	0	247	177	0	0	0	0	0	0	294	0	0	0
C5ar1	59.750000	0	188	180	0	0	171	0	0	0	178	0	0	0
Vmn1r79	59.416667	0	221	359	0	0	0	0	0	0	133	0	0	0
Stt3a	59.333333	0	0	0	0	0	145	0	224	212	131	0	0	0
Speer4e	59.333333	0	130	0	0	0	0	0	224	0	358	0	0	0
Oip5	59.333333	0	0	0	0	0	0	253	249	210	0	0	0	0
Nusap1	59.333333	0	0	0	0	0	0	253	249	210	0	0	0	0
Gm8005	59.333333	0	218	494	0	0	0	0	0	0	0	0	0	0
C77080	59.250000	0	0	246	0	0	160	0	111	88	106	0	0	0
Gm10375	59.000000	0	305	297	0	0	0	106	0	0	0	0	0	0
Slc25a30	58.916667	0	0	0	0	0	132	139	197	239	0	0	0	0
Rhov	58.750000	0	0	0	0	0	266	134	189	116	0	0	0	0
Cfap97	58.750000	0	200	339	0	0	0	0	0	0	166	0	0	0
Olfr948	58.666667	0	221	262	0	0	130	0	0	0	91	0	0	0
Gm40035	58.666667	0	0	0	0	0	206	164	214	120	0	0	0	0
Cd109	58.583333	0	0	0	0	0	218	117	175	193	0	0	0	0
Rcn3	58.500000	0	0	220	0	0	151	103	0	0	228	0	0	0
Ccnb1	58.500000	0	0	0	0	0	218	297	187	0	0	0	0	0
Cldn10	58.416667	0	198	503	0	0	0	0	0	0	0	0	0	0
Olfr818	58.333333	0	276	328	0	0	0	0	0	0	96	0	0	0
Hjurp	58.333333	0	0	301	0	0	0	0	0	0	399	0	0	0
A730008H23Rik	58.333333	0	0	301	0	0	0	0	0	0	399	0	0	0
Gm47189	58.250000	0	352	347	0	0	0	0	0	0	0	0	0	0
Gm10377	58.250000	0	352	347	0	0	0	0	0	0	0	0	0	0
Dpy19l3	58.250000	0	280	276	0	0	0	0	0	0	143	0	0	0
Mob4	57.916667	0	227	0	0	0	142	0	0	0	326	0	0	0
Zfp971	57.833333	0	0	205	0	0	196	0	0	0	293	0	0	0
Vmn1r232	57.833333	0	0	0	0	0	140	164	194	0	196	0	0	0
Usp44	57.583333	0	0	0	0	0	0	225	168	171	127	0	0	0
Mup5	57.250000	0	0	0	0	0	208	183	296	0	0	0	0	0
Lrrc18	57.250000	0	312	120	0	0	0	0	0	0	255	0	0	0
Slc9c1	57.166667	0	0	0	0	0	206	180	180	120	0	0	0	0
Zfp955a	57.083333	0	0	209	0	0	0	0	0	150	326	0	0	0
Tex29	57.000000	0	269	415	0	0	0	0	0	0	0	0	0	0
Krtap27-1	56.916667	0	0	0	0	0	173	171	339	0	0	0	0	0
Rftn2	56.750000	0	0	0	0	0	0	243	295	0	143	0	0	0
Acin1	56.750000	0	160	156	0	0	0	0	175	0	190	0	0	0
Rnf38	56.583333	0	0	263	0	0	0	173	243	0	0	0	0	0
Notch4	56.250000	0	0	112	0	0	384	179	0	0	0	0	0	0
Tex12	56.166667	0	339	0	0	0	0	0	142	0	193	0	0	0
Msrb2	56.166667	0	0	0	0	0	142	0	234	182	116	0	0	0
Col28a1	56.166667	0	202	472	0	0	0	0	0	0	0	0	0	0
Tdpoz1	56.083333	0	0	673	0	0	0	0	0	0	0	0	0	0
Rep15	56.000000	0	170	129	0	0	96	0	0	0	277	0	0	0
Olfr430	55.833333	0	354	144	0	0	0	0	0	0	172	0	0	0
Ghr	55.750000	0	0	236	0	0	126	179	128	0	0	0	0	0
Vmn1r24	55.666667	0	0	165	0	0	334	0	0	169	0	0	0	0
Nudt5	55.666667	0	273	395	0	0	0	0	0	0	0	0	0	0
Cdc123	55.666667	0	273	395	0	0	0	0	0	0	0	0	0	0
Vmn2r12	55.583333	0	0	0	0	0	0	0	214	274	179	0	0	0
C1qbp	55.583333	0	0	0	0	0	0	271	203	193	0	0	0	0
Olfr665	55.416667	0	272	210	0	0	0	0	0	0	183	0	0	0
Sp110	55.250000	0	0	0	0	0	102	0	208	227	126	0	0	0
Olfr724	55.166667	0	270	274	0	0	0	0	0	0	118	0	0	0
Romo1	55.000000	0	0	0	0	0	152	90	167	91	160	0	0	0
Olfr399	55.000000	0	0	0	0	0	185	220	0	0	255	0	0	0
Nfs1	55.000000	0	0	0	0	0	152	90	167	91	160	0	0	0
Olfr710	54.916667	0	321	166	0	0	0	0	0	0	172	0	0	0
Ano5	54.750000	0	0	0	0	0	0	0	419	238	0	0	0	0
Ppp2r3a	54.583333	0	243	131	0	0	0	0	0	0	281	0	0	0
Prl8a1	54.500000	0	267	284	0	0	0	0	0	0	103	0	0	0
Zfp36l1	54.416667	0	280	158	0	0	0	0	0	0	215	0	0	0
Olfr1371	54.333333	0	187	311	0	0	0	0	0	0	154	0	0	0
Zfp160	54.250000	0	151	500	0	0	0	0	0	0	0	0	0	0
Nmi	54.250000	0	208	0	0	0	301	0	142	0	0	0	0	0
Tmem267	54.166667	0	0	0	0	0	113	0	247	115	175	0	0	0
Ripply2	54.166667	0	0	0	0	0	196	0	239	215	0	0	0	0
Gm4922	54.083333	0	0	0	0	0	153	151	218	0	127	0	0	0
Fam167b	54.083333	0	0	0	0	0	253	185	211	0	0	0	0	0
Ano3	54.083333	0	0	0	0	0	196	0	271	182	0	0	0	0
Trim12a	54.000000	0	0	0	0	0	0	209	439	0	0	0	0	0
Msgn1	53.833333	0	208	112	0	0	0	0	0	0	326	0	0	0
Jade3	53.500000	0	0	0	0	0	140	257	245	0	0	0	0	0
Olfr231	53.333333	0	304	182	0	0	0	0	0	0	154	0	0	0
Olfr497	53.250000	0	0	175	0	0	153	0	157	0	154	0	0	0
Gm21190	53.250000	0	200	0	0	0	0	0	0	0	439	0	0	0
