Target_genes	Irf3|Average	SRX3380959|Dendritic_Cells	SRX3380960|Dendritic_Cells	SRX3380961|Dendritic_Cells	SRX145327|Macrophages	SRX145328|Macrophages	SRX20734189|Macrophages	SRX20734190|Macrophages	SRX20734191|Macrophages	SRX20734192|Macrophages	SRX20734193|Macrophages	SRX20734194|Macrophages	SRX20734195|Macrophages	SRX20734196|Macrophages	SRX20734201|Macrophages	SRX20734202|Macrophages	SRX20734203|Macrophages	SRX20734205|Macrophages	SRX2991446|Macrophages	SRX2991447|Macrophages	SRX2991448|Macrophages	SRX2991449|Macrophages	STRING
Nop53	120.857143	714	888	771	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd180	120.857143	0	1010	151	227	274	0	0	0	0	543	0	188	0	0	0	0	145	0	0	0	0	0
Frmd4b	120.714286	0	1130	0	129	143	0	0	0	135	772	0	113	0	0	0	0	113	0	0	0	0	0
Bank1	120.428571	776	1031	620	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim17	120.285714	619	1448	276	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
H3f4	120.285714	619	1448	276	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36	120.238095	0	358	0	524	498	0	0	0	108	584	0	198	0	0	0	0	255	0	0	0	0	0
Slc37a3	119.285714	419	860	263	146	226	0	0	0	0	317	0	0	0	0	0	0	274	0	0	0	0	0
Clec4a1	119.238095	215	734	235	303	319	0	0	0	132	397	0	0	0	0	0	0	169	0	0	0	0	0
Apba1	119.142857	867	1053	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6	118.952381	0	1099	0	165	205	0	0	0	100	455	0	155	0	0	0	114	205	0	0	0	0	0
Psen2	118.523810	810	1123	339	118	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr141	118.333333	800	970	486	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mical1	118.285714	734	962	329	173	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	118.190476	578	459	282	269	372	0	0	0	0	322	0	0	0	0	0	0	200	0	0	0	0	0
Pml	118.095238	873	494	511	275	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	118.000000	645	982	619	146	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb2	118.000000	482	836	558	278	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgs1	117.952381	0	702	316	398	724	0	0	0	0	253	0	0	0	0	0	0	84	0	0	0	0	0
Ppt1	117.714286	743	1184	445	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f2	117.571429	1024	958	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a4	117.380952	858	990	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec12a	117.333333	447	848	459	266	324	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Klf2	117.047619	408	966	334	186	285	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl9	116.380952	684	1341	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art3	116.380952	684	1341	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp276	116.047619	898	970	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps9d1	116.047619	898	970	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs2	116.000000	664	704	571	0	179	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp3	116.000000	325	411	364	361	416	0	0	0	105	342	0	112	0	0	0	0	0	0	0	0	0	0
Zfp319	115.857143	268	1451	159	0	0	0	0	0	0	431	0	0	0	0	0	0	124	0	0	0	0	0
Usb1	115.857143	268	1451	159	0	0	0	0	0	0	431	0	0	0	0	0	0	124	0	0	0	0	0
Klhl12	115.571429	851	774	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkib	114.761905	660	1089	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53c	114.428571	0	945	0	200	434	0	0	0	166	396	0	0	0	0	0	73	189	0	0	0	0	0
Tmem139	114.142857	914	954	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp2	114.142857	914	954	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim26	113.714286	0	756	0	0	169	0	0	0	0	699	214	267	0	0	0	0	283	0	0	0	0	0
Ifi207	113.666667	221	1119	220	252	202	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0
Cdh12	113.285714	0	0	0	244	0	0	0	256	0	0	0	0	192	0	173	0	0	402	271	395	446	0
H6pd	112.333333	186	1313	0	0	0	0	0	0	0	671	0	0	0	0	0	0	189	0	0	0	0	0
Mpeg1	112.095238	545	1187	506	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldoart2	112.095238	671	758	809	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
Fgr	111.571429	221	1479	0	0	130	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0
Csk	111.380952	857	789	209	96	172	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Nsd3	111.142857	0	1320	0	346	438	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Letm2	111.142857	0	1320	0	346	438	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Slamf7	111.000000	452	976	558	155	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs9	110.904762	514	945	265	193	241	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Cd36	110.809524	336	1206	317	184	118	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Filip1l	110.714286	690	926	597	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpst1	110.380952	168	1135	0	139	329	0	0	0	0	452	95	0	0	0	0	0	0	0	0	0	0	0
Evi2b	110.095238	183	1541	0	148	152	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0
Tmem219	110.000000	255	1013	323	224	369	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Ifi204	109.761905	359	1659	176	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat3	109.666667	471	954	745	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdad1	109.428571	715	788	723	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx23	109.380952	582	1206	327	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mefv	109.333333	520	810	782	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Homer1	109.285714	722	629	505	190	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hax1	109.190476	557	971	493	118	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r93	108.904762	621	954	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigr	108.761905	613	1115	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3hav1	108.571429	0	659	0	227	355	0	0	0	0	269	204	473	0	0	0	0	93	0	0	0	0	0
Hk3	108.523810	286	1245	0	136	109	0	0	0	157	346	0	0	0	0	0	0	0	0	0	0	0	0
Irf2bp2	108.285714	443	632	362	254	365	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Gbp2b	108.095238	675	934	553	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Samd9l	107.809524	168	1678	0	291	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nckap1	107.619048	746	831	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf2	107.333333	0	1590	0	0	0	0	0	0	184	480	0	0	0	0	0	0	0	0	0	0	0	0
Runx1	107.190476	571	666	729	138	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas2l3	107.142857	0	198	0	343	177	0	0	0	375	577	114	0	0	0	0	132	334	0	0	0	0	0
Slc45a4	107.095238	781	968	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk1	107.047619	146	1388	214	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0
Rsbn1l	107.000000	261	532	419	154	175	0	0	0	160	546	0	0	0	0	0	0	0	0	0	0	0	0
Cyth4	106.904762	169	815	0	312	379	0	0	0	171	399	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	106.714286	770	572	584	160	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap45	106.476190	745	1033	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	106.285714	141	505	257	167	144	0	0	0	152	526	0	138	0	0	0	0	202	0	0	0	0	0
Gpi1	106.047619	919	488	637	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpul1	106.000000	390	644	0	0	0	0	0	0	145	614	94	167	0	0	0	0	172	0	0	0	0	0
Ccr6	105.571429	680	906	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif5b	105.428571	665	942	476	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a3	105.285714	1164	588	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcdin3d	105.238095	758	906	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf11	104.857143	818	815	445	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anks1	104.857143	818	815	445	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbms2	104.761905	0	1055	0	0	0	0	0	0	231	694	0	0	0	0	0	0	220	0	0	0	0	0
Sf3b1	104.380952	873	429	428	122	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6e	104.380952	718	364	968	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata2	104.238095	0	184	0	637	1189	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Rnf114	104.238095	0	184	0	637	1189	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ccl24	104.095238	423	887	697	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp14	104.047619	582	631	494	151	191	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Cd40	103.952381	339	792	227	312	256	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Glt28d2	103.619048	705	757	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dab2	103.619048	629	1044	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlin2	103.380952	814	1100	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj1	103.285714	870	862	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr9	103.285714	743	616	363	221	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haao	103.238095	542	1287	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhae	103.000000	271	1561	0	0	176	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Pi4k2a	102.428571	419	864	413	0	237	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Ece1	102.428571	439	1327	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl12	102.333333	0	423	0	170	108	0	0	0	243	712	0	135	0	0	0	139	219	0	0	0	0	0
Pbx1	102.285714	509	1345	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	101.952381	620	819	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd11	101.857143	420	1426	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd8	100.904762	835	1026	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnlr1	100.809524	475	937	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1564	100.761905	0	1097	0	0	127	0	0	0	0	220	0	0	0	0	0	290	382	0	0	0	0	0
Ppp1r12a	100.714286	601	626	606	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankzf1	100.571429	527	663	444	245	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmnl2	100.333333	248	1366	279	0	0	0	0	0	0	133	0	0	0	0	0	0	81	0	0	0	0	0
Ifi205	100.285714	196	1332	234	189	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5347	100.285714	229	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam34l	100.285714	229	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk2	100.095238	291	562	143	414	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfhas1	100.095238	509	1135	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb39	99.761905	584	1168	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il5ra	99.714286	659	853	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr4	99.571429	300	902	112	238	222	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0
Tnf	99.047619	0	700	0	567	602	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Mtpn	98.857143	559	603	562	133	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfh	98.523810	652	832	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	98.238095	0	0	0	492	488	0	0	0	0	0	0	0	0	0	0	0	0	280	356	447	0	0
Exoc6	98.000000	838	802	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr11	97.857143	540	924	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm3a	97.857143	743	738	501	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
Ddx58	97.571429	288	405	338	153	114	0	0	0	0	474	0	115	0	0	0	0	162	0	0	0	0	0
H2-DMb2	97.380952	758	776	433	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4b	97.333333	302	545	247	301	441	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Ccl3	97.333333	0	60	0	775	763	0	0	0	0	311	0	135	0	0	0	0	0	0	0	0	0	0
Glipr1	97.142857	529	831	310	142	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tma16	97.000000	769	797	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f16	97.000000	762	824	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7c	97.000000	632	662	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r15b	96.952381	0	1580	0	136	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4b	96.904762	468	637	587	83	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf7	96.857143	550	574	480	189	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl2	96.714286	247	1052	264	0	0	0	0	0	100	232	0	0	0	0	0	0	136	0	0	0	0	0
Pard6g	96.619048	539	837	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc50	96.571429	459	785	411	137	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi211	96.571429	196	1328	182	172	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c14	96.571429	0	675	0	368	671	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0
Coa5	96.571429	459	785	411	137	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr3	96.523810	544	1003	361	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napsa	96.428571	402	773	233	0	0	0	0	0	0	390	0	0	0	0	0	0	227	0	0	0	0	0
Gtpbp1	96.428571	365	1105	144	221	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50b	96.285714	662	793	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga7b	96.285714	539	1183	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vat1	96.238095	0	0	0	124	134	0	0	0	324	928	0	305	0	0	0	0	206	0	0	0	0	0
Zfp318	96.190476	720	728	436	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Got1l1	95.857143	800	756	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp3	95.666667	232	684	0	130	164	0	0	0	122	440	0	0	0	0	0	0	237	0	0	0	0	0
Ikbip	95.523810	665	463	480	157	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apaf1	95.523810	665	463	480	157	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamp	95.380952	0	929	0	297	338	0	0	0	0	254	0	0	0	0	0	0	185	0	0	0	0	0
Rhobtb1	95.285714	770	217	268	203	379	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Pde1b	95.285714	450	914	542	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930033H14Rik	95.285714	770	217	268	203	379	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Spns3	95.238095	656	782	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jazf1	95.238095	419	555	0	140	0	0	0	0	200	498	0	0	0	0	0	0	188	0	0	0	0	0
Pik3cd	95.190476	439	486	655	125	195	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Notch4	95.142857	619	826	363	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rilpl1	94.904762	598	643	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a9	94.619048	596	583	670	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc5	94.476190	609	742	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnl4b	94.142857	696	842	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx38	94.142857	696	842	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint1	94.047619	1052	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a2	93.714286	658	650	309	84	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf19	93.619048	511	955	300	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Rrp12	93.619048	731	686	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocstamp	93.428571	679	777	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colgalt1	93.380952	680	838	349	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Rnasel	93.285714	687	983	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2c	93.000000	472	683	555	0	145	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Grap2	92.952381	669	728	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf12	92.904762	606	811	388	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uckl1	92.857143	0	889	0	0	0	0	0	0	163	582	0	181	0	0	0	0	135	0	0	0	0	0
Bzw2	92.761905	402	689	398	178	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy2	92.761905	402	689	398	178	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem150b	92.714286	400	643	271	213	239	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Pa2g4	92.142857	640	713	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints14	92.095238	736	766	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ea	91.904762	391	1023	314	0	88	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Kmo	91.857143	484	886	314	99	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp5	91.857143	0	804	0	304	185	0	0	0	175	287	0	0	0	0	0	0	174	0	0	0	0	0
Dot1l	91.809524	290	615	329	128	265	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap17	91.809524	676	705	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fth1	91.523810	264	333	210	448	500	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Sp2	91.476190	537	970	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golim4	91.428571	807	502	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna5	91.238095	219	415	142	0	0	0	0	0	144	688	0	0	0	0	0	0	308	0	0	0	0	0
Mycl	91.142857	517	780	378	0	137	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Gpr88	90.571429	535	1033	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irgc1	90.523810	386	531	92	142	282	0	0	0	114	354	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd1	90.476190	625	715	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd18	90.476190	625	715	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syne3	90.142857	402	444	229	121	125	0	0	0	136	335	0	0	0	0	0	0	101	0	0	0	0	0
Itga4	90.000000	0	838	0	120	292	0	0	0	133	507	0	0	0	0	0	0	0	0	0	0	0	0
Ptprc	89.666667	0	1015	185	0	0	0	0	0	0	438	0	123	0	0	0	0	122	0	0	0	0	0
Syce1l	89.476190	490	795	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc31a2	89.428571	490	539	236	205	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapre2	89.428571	0	417	0	0	168	0	0	0	203	620	114	209	0	0	0	0	147	0	0	0	0	0
Pgap6	89.238095	487	885	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo	89.190476	363	410	0	417	591	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
E2f3	89.000000	509	708	514	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a12	88.714286	481	417	171	0	0	0	0	0	174	457	0	0	0	0	0	0	163	0	0	0	0	0
Foxp1	88.666667	121	309	0	136	252	0	0	0	248	475	149	172	0	0	0	0	0	0	0	0	0	0
Bin2	88.666667	613	597	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flrt2	88.428571	874	740	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	88.285714	234	340	133	326	636	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l1	88.190476	625	705	276	124	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vma21	88.142857	0	1078	0	220	299	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0
Ripor2	88.142857	237	1015	133	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0
Tm6sf1	88.095238	759	899	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4n	87.904762	578	695	297	157	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf19b	87.809524	458	514	421	226	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpd	87.809524	449	527	251	254	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a5	87.523810	615	926	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhod1	87.523810	615	926	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr520	87.142857	604	744	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldlr	87.047619	327	988	219	100	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	86.952381	259	676	200	204	298	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Susd1	86.428571	352	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd1	86.428571	261	557	119	329	424	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Sbno2	86.380952	597	590	287	160	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	86.380952	181	0	253	425	633	0	0	0	0	129	0	81	0	0	0	0	112	0	0	0	0	0
Ifna14	86.333333	536	801	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jak2	86.285714	207	725	0	184	392	0	0	0	135	169	0	0	0	0	0	0	0	0	0	0	0	0
H2-T24	86.285714	0	381	0	145	80	0	0	0	0	397	0	105	0	0	0	147	557	0	0	0	0	0
Ly9	86.047619	335	682	0	0	119	0	0	0	256	415	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a3	85.952381	336	883	272	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl2	85.714286	126	173	0	648	731	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Pgk1	85.476190	835	492	382	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160a2	85.380952	774	590	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap27	85.142857	442	996	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	84.761905	0	545	0	371	410	0	0	0	96	161	0	0	0	105	0	0	92	0	0	0	0	0
Ptpro	84.666667	444	989	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora3	84.571429	241	666	169	190	399	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Eppk1	84.428571	675	587	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab43	84.333333	324	948	321	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl6	84.142857	413	537	431	144	115	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Hdac7	84.095238	648	531	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC035044	84.095238	284	996	290	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
